[94479] ['(4-4i)', '(6+5i)', '(7-3i)', '(7+2i)'] -> (((4-4i) + (6+5i)) + ((7-3i) + (7+2i)))
[125615] ['(4-7i)', '(8-8i)', '(8+8i)', '(9-i)'] -> (((4-7i) + (8-8i)) * ((8+8i) / (9-i)))
[125623] ['(4-7i)', '(8-8i)', '(8+9i)', '(9-4i)'] -> (((4-7i) * ((9-4i) - (8-8i))) - (8+9i))
[125634] ['(4-7i)', '(8-8i)', '(9-8i)', '(9+6i)'] -> (((8-8i) * (9+6i)) / ((9-8i) - (4-7i)))
[125689] ['(4-7i)', '(8-7i)', '(8-5i)', '(9-6i)'] -> (((4-7i) + (8-5i)) * ((9-6i) - (8-7i)))
[125691] ['(4-7i)', '(8-7i)', '(8-4i)', '(8-i)'] -> (((8-i) * ((8-7i) - (4-7i))) - (8-4i))
[125712] ['(4-7i)', '(8-7i)', '(8-i)', '(9-6i)'] -> ((3-3i) * (((4+7i) + (7+6i)) - (7+9i)))
[125718] ['(4-7i)', '(8-7i)', '8', '8'] -> ((8 * ((8-7i) - (4-7i))) - 8)
[125724] ['(4-7i)', '(8-7i)', '(8+i)', '(8+4i)'] -> (((8+i) * ((8-7i) - (4-7i))) - (8+4i))
[125738] ['(4-7i)', '(8-7i)', '(8+2i)', '(8+8i)'] -> (((3+6i) * ((9-8i) - (8-4i))) - (3-6i))
[125787] ['(4-7i)', '(8-7i)', '(8+9i)', '(9-3i)'] -> (((4-7i) * ((9-3i) - (8-7i))) - (8+9i))
[125864] ['(4-7i)', '(8-6i)', '(8-5i)', '(9-5i)'] -> (((4-7i) + (8-5i)) * ((9-5i) - (8-6i)))
[125888] ['(4-7i)', '(8-6i)', '(8-2i)', '(9-6i)'] -> (((4-9i) + (4-7i)) / ((3-6i) / 9))
[125904] ['(4-7i)', '(8-6i)', '(8-i)', '(9+4i)'] -> (((8-i) * ((8-6i) - (4-7i))) - (9+4i))
[125909] ['(4-7i)', '(8-6i)', '8', '(8+8i)'] -> ((8 * ((8-6i) - (4-7i))) - (8+8i))
[125972] ['(4-7i)', '(8-6i)', '(8+9i)', '(9-2i)'] -> (((4-7i) * ((9-2i) - (8-6i))) - (8+9i))
[126042] ['(4-7i)', '(8-5i)', '(8-5i)', '(9-4i)'] -> (((4-7i) + (8-5i)) * ((9-4i) - (8-5i)))
[126052] ['(4-7i)', '(8-5i)', '(8-4i)', '(9-3i)'] -> (-4i * ((9-5i) - ((2-9i) + (7-2i))))
[126061] ['(4-7i)', '(8-5i)', '(8-3i)', '(9-6i)'] -> (((8-5i) + (8-3i)) / ((4-7i) / (9-6i)))
[126062] ['(4-7i)', '(8-5i)', '(8-3i)', '(9-2i)'] -> (((2-5i) + (6+i)) + ((7+i) + (9+3i)))
[126069] ['(4-7i)', '(8-5i)', '(8-2i)', '(9-i)'] -> (((4-7i) + (8-5i)) * ((9-i) - (8-2i)))
[126080] ['(4-7i)', '(8-5i)', '(8-i)', '9'] -> (((4-7i) + (8-5i)) * (9 - (8-i)))
[126082] ['(4-7i)', '(8-5i)', '(8-i)', '(9+7i)'] -> (((4-7i) + (8-5i)) / ((8-i) / (9+7i)))
[126085] ['(4-7i)', '(8-5i)', '8', '(8+8i)'] -> (((4-3i) + (5-2i)) + ((6+i) + (9+4i)))
[126091] ['(4-7i)', '(8-5i)', '8', '(9+i)'] -> (4 * ((-7i * (1+i)) - (1-7i)))
[126104] ['(4-7i)', '(8-5i)', '(8+i)', '(9+2i)'] -> (((4-7i) + (8-5i)) * ((9+2i) - (8+i)))
[126119] ['(4-7i)', '(8-5i)', '(8+2i)', '(9+3i)'] -> (((4-7i) + (8-5i)) * ((9+3i) - (8+2i)))
[126131] ['(4-7i)', '(8-5i)', '(8+3i)', '(9+4i)'] -> (((4-7i) + (8-5i)) * ((9+4i) - (8+3i)))
[126135] ['(4-7i)', '(8-5i)', '(8+4i)', '(9+5i)'] -> (((1-i) * (4+5i)) + ((6-7i) + (9+6i)))
[126145] ['(4-7i)', '(8-5i)', '(8+5i)', '(9+6i)'] -> (((4-3i) * (6+4i)) - ((5-2i) + 7))
[126154] ['(4-7i)', '(8-5i)', '(8+6i)', '(9+7i)'] -> (((4-7i) + (8-5i)) * ((9+7i) - (8+6i)))
[126162] ['(4-7i)', '(8-5i)', '(8+7i)', '(9+8i)'] -> (((4-7i) + (8-5i)) * ((9+8i) - (8+7i)))
[126165] ['(4-7i)', '(8-5i)', '(8+8i)', '(9-3i)'] -> (((8+8i) * (9-3i)) / ((8-5i) - (4-7i)))
[126171] ['(4-7i)', '(8-5i)', '(8+8i)', '(9+9i)'] -> (((4-7i) + (8-5i)) * ((9+9i) - (8+8i)))
[126174] ['(4-7i)', '(8-5i)', '(8+9i)', '(9-i)'] -> (((4-7i) * ((9-i) - (8-5i))) - (8+9i))
[126229] ['(4-7i)', '(8-5i)', '9', '(9+9i)'] -> (((4-7i) + (8-5i)) / (9 / (9+9i)))
[126244] ['(4-7i)', '(8-4i)', '(8-4i)', '(9-6i)'] -> (((8-4i) + (8-4i)) / ((4-7i) / (9-6i)))
[126340] ['(4-7i)', '(8-4i)', '(8+9i)', '9'] -> (((4-7i) * (9 - (8-4i))) - (8+9i))
[126342] ['(4-7i)', '(8-4i)', '(9-9i)', '(9-3i)'] -> (((3-8i) - (3-2i)) * ((7-2i) - (7-6i)))
[126352] ['(4-7i)', '(8-4i)', '(9-8i)', '(9-4i)'] -> (((9-8i) + (9-4i)) / ((4-7i) / (8-4i)))
[126359] ['(4-7i)', '(8-4i)', '(9-7i)', '(9-5i)'] -> ((3-3i) * (((7-5i) / -i) - (1+3i)))
[126364] ['(4-7i)', '(8-4i)', '(9-6i)', '(9-6i)'] -> ((3-3i) * (((4+8i) + (5+2i)) - (5+6i)))
[126427] ['(4-7i)', '(8-3i)', '8', '(8+8i)'] -> (((4-7i) * (8+8i)) - ((8-3i) * 8))
[126493] ['(4-7i)', '(8-3i)', '(8+9i)', '(9+i)'] -> (((4-7i) * ((9+i) - (8-3i))) - (8+9i))
[126565] ['(4-7i)', '(8-2i)', '8', '(9-9i)'] -> (8 * (((4-7i) + (8-2i)) - (9-9i)))
[126633] ['(4-7i)', '(8-2i)', '(8+9i)', '(9+2i)'] -> (((4-7i) * ((9+2i) - (8-2i))) - (8+9i))
[126691] ['(4-7i)', '(8-i)', '8', '(9-8i)'] -> (8 * (((4-7i) + (8-i)) - (9-8i)))
[126752] ['(4-7i)', '(8-i)', '(8+9i)', '(9+3i)'] -> (((4-7i) * ((9+3i) - (8-i))) - (8+9i))
[126840] ['(4-7i)', '8', '8', '(9-7i)'] -> (((8+7i) - (2-5i)) / ((6+2i) / (8-8i)))
[126848] ['(4-7i)', '8', '(8+i)', '(9-6i)'] -> (8 * (((4-7i) + (8+i)) - (9-6i)))
[126856] ['(4-7i)', '8', '(8+2i)', '(9-5i)'] -> (8 * (((4-7i) + (8+2i)) - (9-5i)))
[126866] ['(4-7i)', '8', '(8+3i)', '(9-4i)'] -> (8 * (((4-7i) + (8+3i)) - (9-4i)))
[126876] ['(4-7i)', '8', '(8+4i)', '(9-3i)'] -> ((9+5i) - ((3+5i) + (-9i * -2i)))
[126889] ['(4-7i)', '8', '(8+5i)', '(9-2i)'] -> ((9-5i) - ((3-i) * ((1-7i) - (5-4i))))
[126892] ['(4-7i)', '8', '(8+6i)', '(9-i)'] -> (8 * (((4-7i) + (8+6i)) - (9-i)))
[126902] ['(4-7i)', '8', '(8+7i)', '9'] -> (((1+6i) + (2-6i)) * ((9-9i) - (1-9i)))
[126908] ['(4-7i)', '8', '(8+8i)', '(9+i)'] -> (((2-5i) + (6+2i)) + ((8-i) + (8+4i)))
[126916] ['(4-7i)', '8', '(8+9i)', '(9+2i)'] -> (((2-8i) * (2+4i)) - (-4i * (2+3i)))
[126918] ['(4-7i)', '8', '(8+9i)', '(9+4i)'] -> (((4-7i) * ((9+4i) - 8)) - (8+9i))
[127026] ['(4-7i)', '(8+i)', '(8+9i)', '(9+5i)'] -> (((4-7i) * ((9+5i) - (8+i))) - (8+9i))
[127114] ['(4-7i)', '(8+2i)', '(8+9i)', '(9+6i)'] -> (((4-7i) * ((9+6i) - (8+2i))) - (8+9i))
[127200] ['(4-7i)', '(8+3i)', '(8+9i)', '(9+7i)'] -> (((4-7i) * ((9+7i) - (8+3i))) - (8+9i))
[127294] ['(4-7i)', '(8+4i)', '(8+9i)', '(9+8i)'] -> (((4-7i) * ((9+8i) - (8+4i))) - (8+9i))
[127377] ['(4-7i)', '(8+5i)', '(8+9i)', '(9+9i)'] -> (((4-7i) * ((9+9i) - (8+5i))) - (8+9i))
[127509] ['(4-7i)', '(8+7i)', '(9-8i)', '(9+4i)'] -> (((3+i) * ((7-9i) - -4i)) - (2-8i))
[127569] ['(4-7i)', '(8+8i)', '(9-6i)', '(9-6i)'] -> (((8+8i) * (9-6i)) / ((9-6i) - (4-7i)))
[127708] ['(4-7i)', '(9-9i)', '(9+5i)', '(9+6i)'] -> (((4-7i) * (9-9i)) + ((9+5i) * (9+6i)))
[127756] ['(4-7i)', '(9-7i)', '(9-6i)', '(9+3i)'] -> ((9+3i) + ((9-6i) / ((4-7i) / (9-7i))))
[21] ['(2-5i)', '(2-5i)', '(2-3i)', '(2+4i)'] -> (((2-5i) * (2+4i)) - ((2-5i) - (2-3i)))
[26] ['(2-5i)', '(2-5i)', '(2-3i)', '(4+4i)'] -> ((4+4i) * ((2-3i) + ((2-5i) / (2-5i))))
[50] ['(2-5i)', '(2-5i)', '(2-2i)', '(5+6i)'] -> ((2-2i) * ((5+6i) + ((2-5i) / (2-5i))))
[54] ['(2-5i)', '(2-5i)', '(2-2i)', '(7+6i)'] -> ((2-2i) * ((7+6i) - ((2-5i) / (2-5i))))
[70] ['(2-5i)', '(2-5i)', '(2-i)', '(6+8i)'] -> (((2-5i) + (2-5i)) + ((2-i) * (6+8i)))
[82] ['(2-5i)', '(2-5i)', '2', '8'] -> (8 * (2 + ((2-5i) / (2-5i))))
[90] ['(2-5i)', '(2-5i)', '(2+i)', '(5-2i)'] -> (((2-5i) + (2+i)) * ((5-2i) - (2-5i)))
[101] ['(2-5i)', '(2-5i)', '(2+2i)', '(2+4i)'] -> ((2+2i) * ((2+4i) + ((2-5i) + (2-5i))))
[107] ['(2-5i)', '(2-5i)', '(2+2i)', '(5-6i)'] -> ((2+2i) * ((5-6i) + ((2-5i) / (2-5i))))
[112] ['(2-5i)', '(2-5i)', '(2+2i)', '(7-6i)'] -> (((8-9i) - (8-3i)) * ((8-4i) - (8-8i)))
[125] ['(2-5i)', '(2-5i)', '(2+3i)', '(3+9i)'] -> (((9-7i) - (9+i)) * ((9-2i) - (9-5i)))
[126] ['(2-5i)', '(2-5i)', '(2+3i)', '(4-4i)'] -> ((4-4i) * ((2+3i) + ((2-5i) / (2-5i))))
[131] ['(2-5i)', '(2-5i)', '(2+3i)', '(5+4i)'] -> ((2-5i) * ((2+3i) + ((5+4i) / (2-5i))))
[134] ['(2-5i)', '(2-5i)', '(2+3i)', '(7-i)'] -> (((2-5i) * (2+3i)) - ((2-5i) - (7-i)))
[142] ['(2-5i)', '(2-5i)', '(2+4i)', '(4-3i)'] -> (((2-5i) + (2-5i)) + ((2+4i) * (4-3i)))
[152] ['(2-5i)', '(2-5i)', '(2+5i)', '(3+5i)'] -> (((2-5i) * (2+5i)) - ((2-5i) + (3+5i)))
[153] ['(2-5i)', '(2-5i)', '(2+5i)', '(4+5i)'] -> (((2-5i) + (2+5i)) * ((2-5i) + (4+5i)))
[155] ['(2-5i)', '(2-5i)', '(2+5i)', '5'] -> ((2-5i) * ((2+5i) - (5 / (2-5i))))
[158] ['(2-5i)', '(2-5i)', '(2+5i)', '(7-5i)'] -> (((2-5i) * (2+5i)) + ((2-5i) - (7-5i)))
[165] ['(2-5i)', '(2-5i)', '(2+5i)', '(8-5i)'] -> ((6+6i) * (((3-4i) + (3-4i)) - (4-6i)))
[259] ['(2-5i)', '(2-5i)', '(3-4i)', '(3+3i)'] -> ((3+3i) * ((3-4i) + ((2-5i) / (2-5i))))
[260] ['(2-5i)', '(2-5i)', '(3-4i)', '(3+4i)'] -> (((3-4i) * (3+4i)) - ((2-5i) / (2-5i)))
[276] ['(2-5i)', '(2-5i)', '(3-3i)', '(3+4i)'] -> ((3-3i) * ((3+4i) + ((2-5i) / (2-5i))))
[278] ['(2-5i)', '(2-5i)', '(3-3i)', '(5+4i)'] -> ((3-3i) * ((5+4i) - ((2-5i) / (2-5i))))
[288] ['(2-5i)', '(2-5i)', '(3-3i)', '(8-6i)'] -> ((3-3i) * ((8-6i) - ((2-5i) + (2-5i))))
[294] ['(2-5i)', '(2-5i)', '(3-2i)', '(6+6i)'] -> ((6+6i) * ((3-2i) - ((2-5i) / (2-5i))))
[297] ['(2-5i)', '(2-5i)', '(3-2i)', '(8+2i)'] -> (((3-2i) * (8+2i)) - ((2-5i) + (2-5i)))
[306] ['(2-5i)', '(2-5i)', '(3-i)', '(5+5i)'] -> (((2-5i) + (2-5i)) + ((3-i) * (5+5i)))
[319] ['(2-5i)', '(2-5i)', '3', '(3+5i)'] -> (((2-5i) * (3 - (2-5i))) - (3+5i))
[324] ['(2-5i)', '(2-5i)', '3', '6'] -> (6 * (3 + ((2-5i) / (2-5i))))
[327] ['(2-5i)', '(2-5i)', '3', '7'] -> (3 * (7 + ((2-5i) / (2-5i))))
[331] ['(2-5i)', '(2-5i)', '3', '9'] -> (3 * (9 - ((2-5i) / (2-5i))))
[344] ['(2-5i)', '(2-5i)', '(3+i)', '(7+i)'] -> (((8-9i) - (8-6i)) * ((9+i) - (9-7i)))
[348] ['(2-5i)', '(2-5i)', '(3+i)', '(8+7i)'] -> (((2-5i) * ((3+i) - (2-5i))) - (8+7i))
[354] ['(2-5i)', '(2-5i)', '(3+2i)', '(6-6i)'] -> ((6-6i) * ((3+2i) - ((2-5i) / (2-5i))))
[364] ['(2-5i)', '(2-5i)', '(3+3i)', '(3+9i)'] -> ((2-5i) * ((3+3i) + ((3+9i) / (2-5i))))
[367] ['(2-5i)', '(2-5i)', '(3+3i)', '(5-4i)'] -> ((3+3i) * ((5-4i) - ((2-5i) / (2-5i))))
[369] ['(2-5i)', '(2-5i)', '(3+3i)', '(5+4i)'] -> (((2-5i) * (3+3i)) - ((2-5i) - (5+4i)))
[377] ['(2-5i)', '(2-5i)', '(3+3i)', '(9-8i)'] -> ((3+3i) * ((2-5i) + ((9-8i) / (2-5i))))
[381] ['(2-5i)', '(2-5i)', '(3+4i)', '(4-2i)'] -> (((2-5i) + (2-5i)) + ((3+4i) * (4-2i)))
[405] ['(2-5i)', '(2-5i)', '(3+5i)', '5'] -> (((2-5i) * (3+5i)) - ((2-5i) + 5))
[413] ['(2-5i)', '(2-5i)', '(3+5i)', '(7-5i)'] -> ((2-5i) * ((3+5i) - ((7-5i) / (2-5i))))
[461] ['(2-5i)', '(2-5i)', '(3+7i)', '(9+8i)'] -> ((3+7i) * ((2-5i) + ((9+8i) / (2-5i))))
[479] ['(2-5i)', '(2-5i)', '(3+9i)', '(4+3i)'] -> (((2-5i) * (4+3i)) - ((2-5i) - (3+9i)))
[570] ['(2-5i)', '(2-5i)', '(4-4i)', '(4+3i)'] -> ((4-4i) * ((4+3i) - ((2-5i) / (2-5i))))
[575] ['(2-5i)', '(2-5i)', '(4-4i)', '(7-7i)'] -> ((4-4i) * ((7-7i) - ((2-5i) + (2-5i))))
[583] ['(2-5i)', '(2-5i)', '(4-3i)', '(4-i)'] -> (((2-5i) + (4-i)) * ((4-3i) - (2-5i)))
[584] ['(2-5i)', '(2-5i)', '(4-3i)', '(4+3i)'] -> (((4-3i) * (4+3i)) - ((2-5i) / (2-5i)))
[585] ['(2-5i)', '(2-5i)', '(4-3i)', '(4+4i)'] -> ((4+4i) * ((4-3i) - ((2-5i) / (2-5i))))
[645] ['(2-5i)', '(2-5i)', '4', '7'] -> (4 * (7 - ((2-5i) / (2-5i))))
[648] ['(2-5i)', '(2-5i)', '4', '8'] -> (8 * (4 - ((2-5i) / (2-5i))))
[653] ['(2-5i)', '(2-5i)', '(4+i)', '(6-4i)'] -> (((4+i) * (6-4i)) - ((2-5i) + (2-5i)))
[670] ['(2-5i)', '(2-5i)', '(4+2i)', '5'] -> (((2-5i) + (2-5i)) + ((4+2i) * 5))
[718] ['(2-5i)', '(2-5i)', '(4+5i)', '(6-5i)'] -> (((2-5i) + (4+5i)) * ((6-5i) - (2-5i)))
[724] ['(2-5i)', '(2-5i)', '(4+5i)', '(7-5i)'] -> (((2-5i) * (4+5i)) - ((2-5i) + (7-5i)))
[878] ['(2-5i)', '(2-5i)', '(5-5i)', '(6+5i)'] -> (((2-5i) + (6+5i)) * ((5-5i) - (2-5i)))
[913] ['(2-5i)', '(2-5i)', '(5-3i)', '(5+i)'] -> (((5-3i) * (5+i)) - ((2-5i) + (2-5i)))
[955] ['(2-5i)', '(2-5i)', '5', '5'] -> ((5 * 5) - ((2-5i) / (2-5i)))
[961] ['(2-5i)', '(2-5i)', '5', '6'] -> (6 * (5 - ((2-5i) / (2-5i))))
[965] ['(2-5i)', '(2-5i)', '5', '(7-5i)'] -> (((2-5i) * (5 - (2-5i))) - (7-5i))
[976] ['(2-5i)', '(2-5i)', '5', '(9+4i)'] -> (((2-5i) * (2-5i)) + (5 * (9+4i)))
[1085] ['(2-5i)', '(2-5i)', '(6-8i)', '(6-6i)'] -> ((6-6i) * ((6-8i) - ((2-5i) + (2-5i))))
[1330] ['(2-5i)', '(2-5i)', '(6+6i)', '(8+9i)'] -> (((2-5i) - (8+9i)) / ((2-5i) / (6+6i)))
[1686] ['(2-5i)', '(2-4i)', '(2-3i)', '(2+5i)'] -> (((2-5i) - (2-3i)) + ((2-4i) * (2+5i)))
[1701] ['(2-5i)', '(2-4i)', '(2-3i)', '(6+6i)'] -> ((6+6i) * ((2-3i) - ((2-5i) - (2-4i))))
[1717] ['(2-5i)', '(2-4i)', '(2-2i)', '5'] -> (((2-4i) * (5 - (2-5i))) - (2-2i))
[1720] ['(2-5i)', '(2-4i)', '(2-2i)', '(6+5i)'] -> ((2-2i) * ((6+5i) - ((2-5i) - (2-4i))))
[1722] ['(2-5i)', '(2-4i)', '(2-2i)', '(6+7i)'] -> (((4-4i) * ((8-i) - (4-5i))) - 8)
[1751] ['(2-5i)', '(2-4i)', '(2-i)', '(4+5i)'] -> (((2-4i) * (4+5i)) - ((2-5i) + (2-i)))
[1759] ['(2-5i)', '(2-4i)', '(2-i)', '(6+6i)'] -> ((6+6i) * ((2-i) + ((2-5i) - (2-4i))))
[1778] ['(2-5i)', '(2-4i)', '2', '(4-9i)'] -> ((2 * (4-9i)) - ((2-5i) * (2-4i)))
[1785] ['(2-5i)', '(2-4i)', '2', '(5-2i)'] -> (((2-4i) + 2) * ((5-2i) - (2-5i)))
[1807] ['(2-5i)', '(2-4i)', '2', '(8+9i)'] -> (2 * ((8+9i) + ((2-5i) + (2-4i))))
[1810] ['(2-5i)', '(2-4i)', '2', '(9+7i)'] -> ((2-4i) + (2 * ((2-5i) + (9+7i))))
[1813] ['(2-5i)', '(2-4i)', '(2+i)', '(2+4i)'] -> (((2-5i) * (2+4i)) - ((2-4i) / (2+i)))
[1824] ['(2-5i)', '(2-4i)', '(2+i)', '(5-i)'] -> (((2-5i) + (2+i)) * ((5-i) - (2-4i)))
[1829] ['(2-5i)', '(2-4i)', '(2+i)', '(6-6i)'] -> ((6-6i) * ((2+i) - ((2-5i) - (2-4i))))
[1848] ['(2-5i)', '(2-4i)', '(2+i)', '(9+4i)'] -> ((2-4i) * (((9+4i) / (2+i)) - (2-5i)))
[1849] ['(2-5i)', '(2-4i)', '(2+2i)', '(2+3i)'] -> ((2+2i) * ((2+3i) + ((2-5i) + (2-4i))))
[1865] ['(2-5i)', '(2-4i)', '(2+2i)', '(5+7i)'] -> (((2-4i) * (5+7i)) - ((2-5i) * (2+2i)))
[1866] ['(2-5i)', '(2-4i)', '(2+2i)', '(6-7i)'] -> ((2+2i) * ((6-7i) - ((2-5i) - (2-4i))))
[1867] ['(2-5i)', '(2-4i)', '(2+2i)', '(6-5i)'] -> ((2+2i) * ((6-5i) + ((2-5i) - (2-4i))))
[1896] ['(2-5i)', '(2-4i)', '(2+3i)', '(3+8i)'] -> (((2-5i) * (2+3i)) + ((2-4i) + (3+8i)))
[1898] ['(2-5i)', '(2-4i)', '(2+3i)', '(4+3i)'] -> ((3-3i) * ((6+8i) + ((3-4i) - 5)))
[1900] ['(2-5i)', '(2-4i)', '(2+3i)', '(4+4i)'] -> (((2-4i) * (4+4i)) - ((2-5i) - (2+3i)))
[1904] ['(2-5i)', '(2-4i)', '(2+3i)', '(6-6i)'] -> ((6-6i) * ((2+3i) + ((2-5i) - (2-4i))))
[1908] ['(2-5i)', '(2-4i)', '(2+3i)', '(6+7i)'] -> (((2-5i) + (6+7i)) + ((2-4i) * (2+3i)))
[1914] ['(2-5i)', '(2-4i)', '(2+3i)', '7'] -> (((2-5i) * (2+3i)) - ((2-4i) - 7))
[1927] ['(2-5i)', '(2-4i)', '(2+4i)', '(2+5i)'] -> (((2-5i) + (2+5i)) + ((2-4i) * (2+4i)))
[1933] ['(2-5i)', '(2-4i)', '(2+4i)', '(4+5i)'] -> (((2-5i) + (4+5i)) * ((2-4i) + (2+4i)))
[1941] ['(2-5i)', '(2-4i)', '(2+4i)', '(6-5i)'] -> (((2-4i) * (2+4i)) - ((2-5i) - (6-5i)))
[1954] ['(2-5i)', '(2-4i)', '(2+4i)', '(8-5i)'] -> (((7-6i) - (7+2i)) * ((8+3i) - 8))
[1957] ['(2-5i)', '(2-4i)', '(2+4i)', '(8+4i)'] -> (((2-5i) * (2+4i)) + ((8+4i) / (2-4i)))
[1958] ['(2-5i)', '(2-4i)', '(2+4i)', '(9-8i)'] -> ((2-5i) * ((2+4i) - ((2-4i) / (9-8i))))
[1970] ['(2-5i)', '(2-4i)', '(2+5i)', '(3+4i)'] -> (((2-5i) * (2+5i)) - ((2-4i) + (3+4i)))
[1973] ['(2-5i)', '(2-4i)', '(2+5i)', '(4+4i)'] -> (((2-5i) + (2+5i)) * ((2-4i) + (4+4i)))
[1980] ['(2-5i)', '(2-4i)', '(2+5i)', '(7-4i)'] -> (((2-5i) * (2+5i)) + ((2-4i) - (7-4i)))
[1986] ['(2-5i)', '(2-4i)', '(2+5i)', '(8-4i)'] -> (((2-5i) + (2+5i)) * ((8-4i) - (2-4i)))
[1989] ['(2-5i)', '(2-4i)', '(2+5i)', '(9-8i)'] -> ((2-4i) * ((2+5i) + ((2-5i) / (9-8i))))
[1999] ['(2-5i)', '(2-4i)', '(3-9i)', '(5-9i)'] -> (((3-9i) + (5-9i)) - ((2-5i) * (2-4i)))
[2118] ['(2-5i)', '(2-4i)', '(3-4i)', '(4+4i)'] -> ((4+4i) * ((3-4i) - ((2-5i) - (2-4i))))
[2146] ['(2-5i)', '(2-4i)', '(3-3i)', '(4+3i)'] -> (((3-i) * 3) + ((7+7i) + (8-4i)))
[2147] ['(2-5i)', '(2-4i)', '(3-3i)', '(4+5i)'] -> ((3-3i) * ((4+5i) + ((2-5i) - (2-4i))))
[2157] ['(2-5i)', '(2-4i)', '(3-3i)', '(8-5i)'] -> (6 * ((4+i) + ((3-9i) - (3-8i))))
[2171] ['(2-5i)', '(2-4i)', '(3-2i)', '(4+4i)'] -> ((4+4i) * ((3-2i) + ((2-5i) - (2-4i))))
[2222] ['(2-5i)', '(2-4i)', '(3-i)', '8'] -> (((1-i) * (1-i)) * ((9+6i) - (9-6i)))
[2238] ['(2-5i)', '(2-4i)', '3', '(4+9i)'] -> (3 * ((4+9i) + ((2-5i) + (2-4i))))
[2253] ['(2-5i)', '(2-4i)', '3', '(8-i)'] -> (8 - ((8-8i) * ((8-3i) - (9-2i))))
[2255] ['(2-5i)', '(2-4i)', '3', '(8+i)'] -> (3 * ((8+i) + ((2-5i) - (2-4i))))
[2261] ['(2-5i)', '(2-4i)', '(3+i)', '(3+5i)'] -> (((2-5i) * ((3+i) - (2-4i))) - (3+5i))
[2269] ['(2-5i)', '(2-4i)', '(3+i)', '(5+4i)'] -> ((2-4i) + ((3+i) * ((2-5i) + (5+4i))))
[2282] ['(2-5i)', '(2-4i)', '(3+i)', '8'] -> (8 * ((3+i) + ((2-5i) - (2-4i))))
[2285] ['(2-5i)', '(2-4i)', '(3+2i)', '(4-4i)'] -> ((4-4i) * ((3+2i) - ((2-5i) - (2-4i))))
[2286] ['(2-5i)', '(2-4i)', '(3+2i)', '(4+6i)'] -> (((2-5i) * (4+6i)) - ((2-4i) * (3+2i)))
[2291] ['(2-5i)', '(2-4i)', '(3+2i)', '(6-i)'] -> (((2-5i) + (2-4i)) + ((3+2i) * (6-i)))
[2302] ['(2-5i)', '(2-4i)', '(3+2i)', '(8+7i)'] -> (((2-5i) * ((3+2i) - (2-4i))) - (8+7i))
[2307] ['(2-5i)', '(2-4i)', '(3+3i)', '(4-5i)'] -> ((3+3i) * ((4-5i) - ((2-5i) - (2-4i))))
[2308] ['(2-5i)', '(2-4i)', '(3+3i)', '(4-3i)'] -> (((3-i) + 3) + ((9-6i) + (9+7i)))
[2313] ['(2-5i)', '(2-4i)', '(3+3i)', '(5+5i)'] -> (((2-5i) * (3+3i)) - ((2-4i) - (5+5i)))
[2323] ['(2-5i)', '(2-4i)', '(3+3i)', '(8-6i)'] -> ((3+3i) * ((2-5i) + ((8-6i) / (2-4i))))
[2324] ['(2-5i)', '(2-4i)', '(3+3i)', '(8+i)'] -> (((2-4i) * (3+3i)) - ((2-5i) - (8+i)))
[2327] ['(2-5i)', '(2-4i)', '(3+4i)', '(4-4i)'] -> ((4-4i) * ((3+4i) + ((2-5i) - (2-4i))))
[2328] ['(2-5i)', '(2-4i)', '(3+4i)', '(4-i)'] -> (((2-4i) * (3+4i)) - ((2-5i) - (4-i)))
[2346] ['(2-5i)', '(2-4i)', '(3+5i)', '(4-7i)'] -> ((4-8i) * ((3+i) - ((4-6i) / (3-i))))
[2351] ['(2-5i)', '(2-4i)', '(3+5i)', '(5-i)'] -> (((2-5i) * (3+5i)) - ((2-4i) + (5-i)))
[2362] ['(2-5i)', '(2-4i)', '(3+5i)', '(9-9i)'] -> (((2-5i) * (3+5i)) + ((2-4i) - (9-9i)))
[2369] ['(2-5i)', '(2-4i)', '(3+6i)', '(4+5i)'] -> (((2-4i) * (3+6i)) - ((2-5i) + (4+5i)))
[2382] ['(2-5i)', '(2-4i)', '(3+6i)', '(8-5i)'] -> (((4-5i) - (4-3i)) * ((6+3i) - (6-9i)))
[2396] ['(2-5i)', '(2-4i)', '(3+7i)', '(4+6i)'] -> ((3+7i) * ((2-4i) + ((4+6i) / (2-5i))))
[2421] ['(2-5i)', '(2-4i)', '(3+7i)', '(8+7i)'] -> (((6-8i) + (6-3i)) + ((6+4i) + (6+7i)))
[2487] ['(2-5i)', '(2-4i)', '(4-9i)', '(4-9i)'] -> (((4-9i) + (4-9i)) - ((2-5i) * (2-4i)))
[2544] ['(2-5i)', '(2-4i)', '(4-7i)', '8'] -> (((2-5i) + (4-7i)) / ((2-4i) / 8))
[2557] ['(2-5i)', '(2-4i)', '(4-6i)', '6'] -> (((2-4i) * (6 - (2-5i))) - (4-6i))
[2573] ['(2-5i)', '(2-4i)', '(4-5i)', '(5+5i)'] -> (((2-4i) * (5+5i)) - ((2-5i) + (4-5i)))
[2603] ['(2-5i)', '(2-4i)', '(4-4i)', '(7-6i)'] -> ((4-4i) * ((7-6i) - ((2-5i) + (2-4i))))
[2611] ['(2-5i)', '(2-4i)', '(4-3i)', '(4-2i)'] -> (((2-4i) + (4-2i)) * ((4-3i) - (2-5i)))
