[219071] ['(2-2i)', '(4-8i)', '(5-3i)', '(5+i)'] -> ((2-2i) * ((5+i) - ((4-8i) - (5-3i))))
[127446] ['(1-9i)', '(1+6i)', '(2+9i)', '(7-6i)'] -> (((1-9i) + (2+9i)) * ((1+6i) + (7-6i)))
[127466] ['(1-9i)', '(1+6i)', '(2+9i)', '(9+6i)'] -> (((1-9i) + (2+9i)) * ((9+6i) - (1+6i)))
[127507] ['(1-9i)', '(1+6i)', '(3-8i)', '(6+5i)'] -> (((6+5i) * ((1-9i) + (1+6i))) - (3-8i))
[127567] ['(1-9i)', '(1+6i)', '(3-6i)', '(5+9i)'] -> (((1-9i) + (5+9i)) * ((1+6i) + (3-6i)))
[127575] ['(1-9i)', '(1+6i)', '(3-6i)', '(7-9i)'] -> (((1+6i) + (3-6i)) * ((7-9i) - (1-9i)))
[127640] ['(1-9i)', '(1+6i)', '(3-4i)', '(4+5i)'] -> (((1-9i) - (4+5i)) + ((1+6i) * (3-4i)))
[127669] ['(1-9i)', '(1+6i)', '(3-3i)', '(6+i)'] -> ((3-3i) * ((6+i) - ((1-9i) + (1+6i))))
[127707] ['(1-9i)', '(1+6i)', '(3-2i)', '(8-7i)'] -> (((1-9i) + (8-7i)) + ((1+6i) * (3-2i)))
[127715] ['(1-9i)', '(1+6i)', '(3-i)', '(3+5i)'] -> ((4+4i) * ((4-5i) + ((3-6i) - (4-8i))))
[127724] ['(1-9i)', '(1+6i)', '(3-i)', '(5-i)'] -> ((1-9i) + ((3-i) * ((1+6i) + (5-i))))
[127757] ['(1-9i)', '(1+6i)', '3', '(6+3i)'] -> (3 * ((6+3i) + ((1-9i) + (1+6i))))
[127770] ['(1-9i)', '(1+6i)', '3', '(8-5i)'] -> ((3 * (8-5i)) - ((1-9i) - (1+6i)))
[127773] ['(1-9i)', '(1+6i)', '3', '(8+5i)'] -> (((1-9i) - (1+6i)) + (3 * (8+5i)))
[127802] ['(1-9i)', '(1+6i)', '(3+i)', '(9-4i)'] -> (((1-9i) * (1+6i)) - ((3+i) * (9-4i)))
[127845] ['(1-9i)', '(1+6i)', '(3+3i)', '(6-7i)'] -> ((9+7i) + ((1-i) * ((4+6i) + (7-2i))))
[127864] ['(1-9i)', '(1+6i)', '(3+3i)', '(9+3i)'] -> (((9-7i) - ((1+3i) * (6-i))) / -i)
[127877] ['(1-9i)', '(1+6i)', '(3+4i)', '(6+i)'] -> ((6+i) + ((3+4i) * ((1-9i) + (1+6i))))
[127888] ['(1-9i)', '(1+6i)', '(3+5i)', '(3+7i)'] -> ((4-4i) * ((5-9i) - (-4i + (2-8i))))
[127892] ['(1-9i)', '(1+6i)', '(3+5i)', '(4+9i)'] -> ((-2i * (5+8i)) - (-9i - (8+i)))
[128000] ['(1-9i)', '(1+6i)', '(3+8i)', '(5+3i)'] -> (((1-9i) + (5+3i)) * ((3+8i) - (1+6i)))
[128006] ['(1-9i)', '(1+6i)', '(3+8i)', '(6+7i)'] -> (-4i + (4 * ((2-8i) + (4+9i))))
[128034] ['(1-9i)', '(1+6i)', '(3+9i)', '(5-6i)'] -> (((1-9i) + (3+9i)) * ((1+6i) + (5-6i)))
[128054] ['(1-9i)', '(1+6i)', '(3+9i)', '(7+6i)'] -> (((1-9i) + (3+9i)) * ((7+6i) - (1+6i)))
[128073] ['(1-9i)', '(1+6i)', '(3+9i)', '(9+9i)'] -> (((3+9i) * ((1-9i) + (1+6i))) - (9+9i))
[128080] ['(1-9i)', '(1+6i)', '(4-9i)', '(7-6i)'] -> (((1+6i) + (7-6i)) * ((4-9i) - (1-9i)))
[128191] ['(1-9i)', '(1+6i)', '(4-5i)', '(6+6i)'] -> ((6+6i) * ((4-5i) - ((1-9i) + (1+6i))))
[128208] ['(1-9i)', '(1+6i)', '(4-4i)', '5'] -> ((4-4i) * (5 - ((1-9i) + (1+6i))))
[128223] ['(1-9i)', '(1+6i)', '(4-4i)', '(8-8i)'] -> (((1-9i) * (4-4i)) + ((1+6i) * (8-8i)))
[128236] ['(1-9i)', '(1+6i)', '(4-3i)', '(5+6i)'] -> (((5+6i) * ((1-9i) + (1+6i))) - (4-3i))
[128270] ['(1-9i)', '(1+6i)', '(4-i)', '(5+2i)'] -> (((1-9i) + (1+6i)) + ((4-i) * (5+2i)))
[128274] ['(1-9i)', '(1+6i)', '(4-i)', '(6-6i)'] -> ((6-6i) * ((4-i) - ((1-9i) + (1+6i))))
[128282] ['(1-9i)', '(1+6i)', '4', '(4+3i)'] -> (((1-4i) * (4+8i)) - ((3-3i) + (9-5i)))
[128298] ['(1-9i)', '(1+6i)', '4', '(8-3i)'] -> (4 * ((8-3i) - ((1-9i) + (1+6i))))
[128383] ['(1-9i)', '(1+6i)', '(4+3i)', '(7+6i)'] -> (((3-i) * (7-3i)) - ((3-8i) - (9+8i)))
[128396] ['(1-9i)', '(1+6i)', '(4+4i)', '(4+4i)'] -> (((1-i) * (4+7i)) + ((5-2i) + (8-i)))
[128401] ['(1-9i)', '(1+6i)', '(4+4i)', '(5-6i)'] -> (((5-7i) - (5-i)) * ((5+5i) - (5+i)))
[128471] ['(1-9i)', '(1+6i)', '(4+6i)', '(7+9i)'] -> (((1-i) + (5+i)) * ((8+7i) - (4+7i)))
[128494] ['(1-9i)', '(1+6i)', '(4+7i)', '(5+2i)'] -> (((4+7i) * ((1-9i) + (1+6i))) - (5+2i))
[128536] ['(1-9i)', '(1+6i)', '(4+8i)', '(8+4i)'] -> (((4+8i) * ((1-9i) + (1+6i))) - (8+4i))
[128552] ['(1-9i)', '(1+6i)', '(4+9i)', '8'] -> (((4+9i) - (1-9i)) / ((1+6i) / 8))
[128560] ['(1-9i)', '(1+6i)', '(5-9i)', '(5-6i)'] -> (-2i * ((8+4i) - (-9i + (8+i))))
[128657] ['(1-9i)', '(1+6i)', '(5-5i)', '(8+8i)'] -> (((1-9i) - (1+6i)) / ((5-5i) / (8+8i)))
[128693] ['(1-9i)', '(1+6i)', '(5-3i)', '8'] -> (8 * ((5-3i) - ((1-9i) + (1+6i))))
[128835] ['(1-9i)', '(1+6i)', '(5+2i)', '(7+i)'] -> (((3-6i) * (4+3i)) - ((2-8i) + (4-7i)))
[128851] ['(1-9i)', '(1+6i)', '(5+3i)', '(5+9i)'] -> ((5+9i) + ((5+3i) * ((1-9i) + (1+6i))))
[128913] ['(1-9i)', '(1+6i)', '(5+5i)', '(8-8i)'] -> (((1+6i) - (1-9i)) / ((5+5i) / (8-8i)))
[128928] ['(1-9i)', '(1+6i)', '(5+6i)', '(5+9i)'] -> (((1-9i) + (5+9i)) * ((5+6i) - (1+6i)))
[128964] ['(1-9i)', '(1+6i)', '(5+7i)', '(7-i)'] -> (-4i * (((2-8i) + (6+6i)) - (8-8i)))
[129035] ['(1-9i)', '(1+6i)', '(6-9i)', '8'] -> (((1-7i) + (5+4i)) + (3 * (6+i)))
[129092] ['(1-9i)', '(1+6i)', '(6-6i)', '(6+6i)'] -> (((6+6i) * ((1-9i) + (1+6i))) - (6-6i))
[129131] ['(1-9i)', '(1+6i)', '(6-3i)', '6'] -> (6 * ((6-3i) - ((1-9i) + (1+6i))))
[129300] ['(1-9i)', '(1+6i)', '(6+7i)', '(9-4i)'] -> (((6+7i) * ((1-9i) + (1+6i))) - (9-4i))
[129465] ['(1-9i)', '(1+6i)', '(7+6i)', '(8-9i)'] -> (((7+6i) * ((1-9i) + (1+6i))) - (8-9i))
[129720] ['(1-9i)', '(1+6i)', '(9+7i)', '(9+8i)'] -> ((((9+7i) * (9+8i)) - (1-9i)) / (1+6i))
[129731] ['(1-9i)', '(1+7i)', '(1+7i)', '(5-i)'] -> (((1-9i) + (1+7i)) * ((1+7i) + (5-i)))
[129768] ['(1-9i)', '(1+7i)', '(1+8i)', '(5-2i)'] -> ((-i + (3+4i)) * (5 - (1+4i)))
[129814] ['(1-9i)', '(1+7i)', '(2-9i)', '(8-3i)'] -> (((5+2i) + (7-2i)) * ((6-3i) - (4-3i)))
[129842] ['(1-9i)', '(1+7i)', '(2-8i)', '(6+5i)'] -> ((7+9i) - ((5-7i) * (5 - (7+i))))
[129848] ['(1-9i)', '(1+7i)', '(2-8i)', '(8-2i)'] -> (((1-9i) + (1+7i)) * ((8-2i) - (2-8i)))
[129884] ['(1-9i)', '(1+7i)', '(2-7i)', '(7+9i)'] -> (((1-9i) + (7+9i)) * ((1+7i) + (2-7i)))
[129887] ['(1-9i)', '(1+7i)', '(2-7i)', '(8-i)'] -> (((1-9i) + (1+7i)) * ((8-i) - (2-7i)))
[129891] ['(1-9i)', '(1+7i)', '(2-7i)', '(9-9i)'] -> (((1+7i) + (2-7i)) * ((9-9i) - (1-9i)))
[129908] ['(1-9i)', '(1+7i)', '(2-6i)', '(4+7i)'] -> ((2-6i) + ((4+7i) * ((1-9i) + (1+7i))))
[129931] ['(1-9i)', '(1+7i)', '(2-6i)', '8'] -> (((1-9i) + (1+7i)) * (8 - (2-6i)))
[129932] ['(1-9i)', '(1+7i)', '(2-6i)', '(8+5i)'] -> (((8+5i) * ((1-9i) + (1+7i))) - (2-6i))
[129934] ['(1-9i)', '(1+7i)', '(2-6i)', '(9+3i)'] -> (((1-9i) - (1+7i)) / ((2-6i) / (9+3i)))
[129969] ['(1-9i)', '(1+7i)', '(2-5i)', '(8+i)'] -> ((7+3i) + ((1-i) * ((4+8i) + (6-i))))
[130004] ['(1-9i)', '(1+7i)', '(2-4i)', '(6+3i)'] -> (((1-9i) - (1+7i)) / ((2-4i) / (6+3i)))
[130007] ['(1-9i)', '(1+7i)', '(2-4i)', '(7+i)'] -> (((1-9i) - (7+i)) + ((1+7i) * (2-4i)))
[130014] ['(1-9i)', '(1+7i)', '(2-4i)', '(8+2i)'] -> ((-i * (9-8i)) + ((1+4i) * (4-7i)))
[130028] ['(1-9i)', '(1+7i)', '(2-3i)', '(4+9i)'] -> (((1-9i) + (1+7i)) * ((2-3i) + (4+9i)))
[130041] ['(1-9i)', '(1+7i)', '(2-3i)', '(8+3i)'] -> (((3-3i) * 8) / ((6-9i) - (5-8i)))
[130077] ['(1-9i)', '(1+7i)', '(2-2i)', '(7-3i)'] -> (((1-9i) + (7-3i)) + ((1+7i) * (2-2i)))
[130101] ['(1-9i)', '(1+7i)', '(2-i)', '(4+7i)'] -> (((1-9i) + (1+7i)) * ((2-i) + (4+7i)))
[130116] ['(1-9i)', '(1+7i)', '(2-i)', '(8+5i)'] -> (((1-9i) + (1+7i)) * ((8+5i) - (2-i)))
[130133] ['(1-9i)', '(1+7i)', '2', '(3+3i)'] -> (((3-8i) - (6+7i)) + (3 * (9+5i)))
[130141] ['(1-9i)', '(1+7i)', '2', '(4+6i)'] -> (((1-9i) + (1+7i)) * (2 + (4+6i)))
[130161] ['(1-9i)', '(1+7i)', '2', '(8-i)'] -> (-4i * ((5-6i) - ((2-7i) + (3-5i))))
[130164] ['(1-9i)', '(1+7i)', '2', '(8+6i)'] -> (((1-9i) + (1+7i)) * ((8+6i) - 2))
[130168] ['(1-9i)', '(1+7i)', '(2+i)', '(2+3i)'] -> (((2-5i) + (6+9i)) + ((7+5i) + (9-9i)))
[130181] ['(1-9i)', '(1+7i)', '(2+i)', '(4+5i)'] -> (((1-9i) + (1+7i)) * ((2+i) + (4+5i)))
[130203] ['(1-9i)', '(1+7i)', '(2+i)', '(8+7i)'] -> (((1-9i) + (1+7i)) * ((8+7i) - (2+i)))
[130212] ['(1-9i)', '(1+7i)', '(2+2i)', '(3-3i)'] -> (((1+7i) - (1-9i)) / ((2+2i) / (3-3i)))
[130213] ['(1-9i)', '(1+7i)', '(2+2i)', '3'] -> (((5-7i) + (5+i)) + ((5+4i) + (9+2i)))
[130217] ['(1-9i)', '(1+7i)', '(2+2i)', '(3+9i)'] -> (((1-9i) * (2+2i)) + ((1+7i) + (3+9i)))
[130221] ['(1-9i)', '(1+7i)', '(2+2i)', '(4-4i)'] -> ((2+2i) * ((4-4i) + ((1-9i) + (1+7i))))
[130223] ['(1-9i)', '(1+7i)', '(2+2i)', '(4+4i)'] -> (((1-9i) + (1+7i)) * ((2+2i) + (4+4i)))
[130231] ['(1-9i)', '(1+7i)', '(2+2i)', '(6-7i)'] -> (((2+2i) * (6-7i)) - ((1-9i) + (1+7i)))
[130232] ['(1-9i)', '(1+7i)', '(2+2i)', '(6-5i)'] -> (6 - (2 * (-9i * -i)))
[130235] ['(1-9i)', '(1+7i)', '(2+2i)', '6'] -> (6 * ((2+2i) + ((1-9i) + (1+7i))))
[130237] ['(1-9i)', '(1+7i)', '(2+2i)', '(6+5i)'] -> ((2+2i) + ((6+5i) * ((1-9i) + (1+7i))))
[130238] ['(1-9i)', '(1+7i)', '(2+2i)', '(6+7i)'] -> (((6+7i) * ((1-9i) + (1+7i))) - (2+2i))
[130250] ['(1-9i)', '(1+7i)', '(2+2i)', '(8-8i)'] -> ((2+2i) * ((8-8i) - ((1-9i) + (1+7i))))
[130256] ['(1-9i)', '(1+7i)', '(2+2i)', '(8+8i)'] -> (((2-5i) + (6+9i)) + ((8-7i) + (8+3i)))
[130276] ['(1-9i)', '(1+7i)', '(2+3i)', '(4+3i)'] -> (((4-3i) * (5+2i)) + ((7+9i) - (9+2i)))
[130282] ['(1-9i)', '(1+7i)', '(2+3i)', '(6-8i)'] -> (((1-9i) * (2+3i)) + ((1+7i) - (6-8i)))
[130286] ['(1-9i)', '(1+7i)', '(2+3i)', '(6+8i)'] -> ((6+8i) - ((1-9i) + ((1+7i) * (2+3i))))
[130291] ['(1-9i)', '(1+7i)', '(2+3i)', '(8+9i)'] -> (((2-5i) + (6+9i)) + ((8-3i) + (8-i)))
[130303] ['(1-9i)', '(1+7i)', '(2+4i)', '(4+2i)'] -> (((1-9i) + (1+7i)) * ((2+4i) + (4+2i)))
[130308] ['(1-9i)', '(1+7i)', '(2+4i)', '(6-3i)'] -> (((1+7i) - (1-9i)) / ((2+4i) / (6-3i)))
[130331] ['(1-9i)', '(1+7i)', '(2+5i)', '(4+i)'] -> ((-9i - -i) * ((2+6i) - (2+3i)))
[130354] ['(1-9i)', '(1+7i)', '(2+6i)', '4'] -> (((1-9i) + (1+7i)) * ((2+6i) + 4))
[130359] ['(1-9i)', '(1+7i)', '(2+6i)', '(5+8i)'] -> (((5+8i) * ((1-9i) + (1+7i))) - (2+6i))
[130367] ['(1-9i)', '(1+7i)', '(2+6i)', '(7+4i)'] -> ((-4i * ((3+i) - (2-7i))) - (8-4i))
[130370] ['(1-9i)', '(1+7i)', '(2+6i)', '(8-8i)'] -> ((8-8i) + ((2+6i) * ((1-9i) + (1+7i))))
[130371] ['(1-9i)', '(1+7i)', '(2+6i)', '(9-3i)'] -> (((1-i) - (9-i)) * ((4+8i) - (7+8i)))
[130379] ['(1-9i)', '(1+7i)', '(2+7i)', '(4-i)'] -> (((1-9i) + (1+7i)) * ((2+7i) + (4-i)))
[130395] ['(1-9i)', '(1+7i)', '(2+8i)', '(4-2i)'] -> (((1-9i) + (1+7i)) * ((2+8i) + (4-2i)))
[130428] ['(1-9i)', '(1+7i)', '(2+9i)', '(4-3i)'] -> (((1-4i) * (7+6i)) - ((3-2i) * (5-4i)))
[130438] ['(1-9i)', '(1+7i)', '(2+9i)', '(7-7i)'] -> (((1-9i) + (2+9i)) * ((1+7i) + (7-7i)))
[130451] ['(1-9i)', '(1+7i)', '(2+9i)', '(9+7i)'] -> (((1-9i) + (2+9i)) * ((9+7i) - (1+7i)))
[130465] ['(1-9i)', '(1+7i)', '(3-9i)', '(6+2i)'] -> (((1+7i) - (1-9i)) * ((3-9i) / (6+2i)))
[130482] ['(1-9i)', '(1+7i)', '(3-9i)', '(9-3i)'] -> ((7+2i) - (-i * (-9i - (2+8i))))
[130510] ['(1-9i)', '(1+7i)', '(3-8i)', '(9-2i)'] -> (((1-9i) + (1+7i)) * ((9-2i) - (3-8i)))
[130536] ['(1-9i)', '(1+7i)', '(3-7i)', '(5+9i)'] -> (((1-9i) + (5+9i)) * ((1+7i) + (3-7i)))
[130540] ['(1-9i)', '(1+7i)', '(3-7i)', '(7-9i)'] -> (((1+7i) + (3-7i)) * ((7-9i) - (1-9i)))
[130549] ['(1-9i)', '(1+7i)', '(3-7i)', '(9-i)'] -> (((1-9i) + (1+7i)) * ((9-i) - (3-7i)))
[130562] ['(1-9i)', '(1+7i)', '(3-6i)', '(4+2i)'] -> (((4-6i) + (4-5i)) + ((7+7i) + (9+4i)))
[130588] ['(1-9i)', '(1+7i)', '(3-6i)', '9'] -> (((2-5i) + (7-9i)) + ((7+8i) + (8+6i)))
[130618] ['(1-9i)', '(1+7i)', '(3-5i)', '(9+i)'] -> (((9-5i) - ((1+4i) * (5-i))) / -i)
[130643] ['(1-9i)', '(1+7i)', '(3-4i)', '(8+8i)'] -> (((2-7i) - (6+9i)) - (-4i * (4-7i)))
[130651] ['(1-9i)', '(1+7i)', '(3-4i)', '(9+2i)'] -> (((1-9i) + (1+7i)) * ((9+2i) - (3-4i)))
[130657] ['(1-9i)', '(1+7i)', '(3-3i)', '(3+9i)'] -> (((1-9i) + (1+7i)) * ((3-3i) + (3+9i)))
[130667] ['(1-9i)', '(1+7i)', '(3-3i)', '(6+2i)'] -> ((3-3i) * ((6+2i) - ((1-9i) + (1+7i))))
[130678] ['(1-9i)', '(1+7i)', '(3-3i)', '(9+3i)'] -> (((1-9i) + (1+7i)) * ((9+3i) - (3-3i)))
[130685] ['(1-9i)', '(1+7i)', '(3-2i)', '(3+8i)'] -> (((1-9i) + (1+7i)) * ((3-2i) + (3+8i)))
[130713] ['(1-9i)', '(1+7i)', '(3-2i)', '8'] -> (((3-2i) * 8) - ((1-9i) - (1+7i)))
[130722] ['(1-9i)', '(1+7i)', '(3-2i)', '(9+4i)'] -> (((1-9i) + (1+7i)) * ((9+4i) - (3-2i)))
[130728] ['(1-9i)', '(1+7i)', '(3-i)', '(3+7i)'] -> (((3-6i) + (4-7i)) + ((8+6i) + (9+7i)))
[130737] ['(1-9i)', '(1+7i)', '(3-i)', '(5-2i)'] -> ((1-9i) + ((3-i) * ((1+7i) + (5-2i))))
[130752] ['(1-9i)', '(1+7i)', '(3-i)', '(8+2i)'] -> (((3-i) * (8+2i)) - ((1-9i) + (1+7i)))
[130759] ['(1-9i)', '(1+7i)', '(3-i)', '(9+5i)'] -> (((1-9i) + (1+7i)) * ((9+5i) - (3-i)))
[130762] ['(1-9i)', '(1+7i)', '3', '(3+6i)'] -> (((1-9i) + (1+7i)) * (3 + (3+6i)))
[130775] ['(1-9i)', '(1+7i)', '3', '(6+2i)'] -> (6 + ((1-i) * ((4+9i) + 5)))
[130792] ['(1-9i)', '(1+7i)', '3', '(8+2i)'] -> (((8+2i) + ((1-9i) * (1+7i))) / 3)
[130803] ['(1-9i)', '(1+7i)', '3', '(9+6i)'] -> (((1-9i) + (1+7i)) * ((9+6i) - 3))
[130808] ['(1-9i)', '(1+7i)', '(3+i)', '(3+5i)'] -> (((1-9i) + (1+7i)) * ((3+i) + (3+5i)))
[130816] ['(1-9i)', '(1+7i)', '(3+i)', '(5+7i)'] -> ((5+7i) + (((1-9i) * (1+7i)) / (3+i)))
[130837] ['(1-9i)', '(1+7i)', '(3+i)', '(9+7i)'] -> ((-9i - -i) * ((3+3i) - 3))
[130838] ['(1-9i)', '(1+7i)', '(3+2i)', '(3+4i)'] -> (((3+8i) * (-i * 3)) - -9i)
[130871] ['(1-9i)', '(1+7i)', '(3+2i)', '8'] -> (((1-i) * ((4+9i) + (9+7i))) - (5+3i))
[130883] ['(1-9i)', '(1+7i)', '(3+2i)', '(9+8i)'] -> (-4i - (4 * ((2-7i) - (8-6i))))
[130886] ['(1-9i)', '(1+7i)', '(3+3i)', '(3+3i)'] -> (4 * ((8-3i) + (-4i - (2-7i))))
[130896] ['(1-9i)', '(1+7i)', '(3+3i)', '(6-6i)'] -> ((3+3i) * ((6-6i) - ((1-9i) + (1+7i))))
[130921] ['(1-9i)', '(1+7i)', '(3+3i)', '(9+9i)'] -> (((1-9i) + (1+7i)) * ((9+9i) - (3+3i)))
[130973] ['(1-9i)', '(1+7i)', '(3+5i)', '(8-4i)'] -> ((8-4i) + ((3+5i) * ((1-9i) + (1+7i))))
[130990] ['(1-9i)', '(1+7i)', '(3+6i)', '(4-2i)'] -> (((1-9i) - (1+7i)) * ((3+6i) / (4-2i)))
[130998] ['(1-9i)', '(1+7i)', '(3+6i)', '(6-6i)'] -> (((2-5i) + (7-8i)) + ((7+5i) + (8+8i)))
[131032] ['(1-9i)', '(1+7i)', '(3+7i)', '(4-8i)'] -> ((4-8i) + ((3+7i) * ((1-9i) + (1+7i))))
[131109] ['(1-9i)', '(1+7i)', '(3+9i)', '(5-7i)'] -> (((1-9i) + (3+9i)) * ((1+7i) + (5-7i)))
[131113] ['(1-9i)', '(1+7i)', '(3+9i)', '(5+3i)'] -> (((1-9i) + (5+3i)) * ((3+9i) - (1+7i)))
[131116] ['(1-9i)', '(1+7i)', '(3+9i)', '(6-2i)'] -> (((1-9i) - (1+7i)) * ((3+9i) / (6-2i)))
[131122] ['(1-9i)', '(1+7i)', '(3+9i)', '(7+7i)'] -> (((1-9i) + (3+9i)) * ((7+7i) - (1+7i)))
[131146] ['(1-9i)', '(1+7i)', '(4-9i)', '(7-7i)'] -> (((1+7i) + (7-7i)) * ((4-9i) - (1-9i)))
[131174] ['(1-9i)', '(1+7i)', '(4-8i)', '(9+5i)'] -> (((9+5i) * ((1-9i) + (1+7i))) - (4-8i))
[131212] ['(1-9i)', '(1+7i)', '(4-6i)', '(9+6i)'] -> (((1-9i) - (1+7i)) / ((4-6i) / (9+6i)))
[131237] ['(1-9i)', '(1+7i)', '(4-4i)', '(4+6i)'] -> ((4-4i) + ((4+6i) * ((1-9i) + (1+7i))))
[131252] ['(1-9i)', '(1+7i)', '(4-4i)', '(8+6i)'] -> (((8+6i) * ((1-9i) + (1+7i))) - (4-4i))
[131338] ['(1-9i)', '(1+7i)', '4', '(4+2i)'] -> (4 * ((4+2i) + ((1-9i) + (1+7i))))
[131346] ['(1-9i)', '(1+7i)', '4', '(5+5i)'] -> (-i * ((9-8i) + ((1+4i) * (7+4i))))
[131349] ['(1-9i)', '(1+7i)', '4', '(6-6i)'] -> ((6-6i) * (4 - ((1-9i) + (1+7i))))
[131350] ['(1-9i)', '(1+7i)', '4', '(6-4i)'] -> (((2-5i) + (7-7i)) + ((7+5i) + (8+7i)))
[131352] ['(1-9i)', '(1+7i)', '4', '(6+4i)'] -> (((1-9i) - (1+7i)) + (4 * (6+4i)))
[131359] ['(1-9i)', '(1+7i)', '4', '(7+7i)'] -> (((7+7i) * ((1-9i) + (1+7i))) - 4)
[131362] ['(1-9i)', '(1+7i)', '4', '(8-2i)'] -> (4 * ((8-2i) - ((1-9i) + (1+7i))))
[131374] ['(1-9i)', '(1+7i)', '(4+i)', '(4+6i)'] -> ((4-4i) * (((4-6i) + (5+6i)) - (6-3i)))
[131382] ['(1-9i)', '(1+7i)', '(4+i)', '(6-2i)'] -> (((4+i) * (6-2i)) - ((1-9i) + (1+7i)))
[131407] ['(1-9i)', '(1+7i)', '(4+2i)', '(5-3i)'] -> (((4+2i) * (5-3i)) - ((1-9i) + (1+7i)))
[131451] ['(1-9i)', '(1+7i)', '(4+4i)', '(5-i)'] -> (((1-9i) - (1+7i)) + ((4+4i) * (5-i)))
[131453] ['(1-9i)', '(1+7i)', '(4+4i)', '(6-6i)'] -> (((1+7i) - (1-9i)) / ((4+4i) / (6-6i)))
[131457] ['(1-9i)', '(1+7i)', '(4+4i)', '(6+4i)'] -> (((5-7i) + (5+2i)) + (7 + (7+5i)))
[131459] ['(1-9i)', '(1+7i)', '(4+4i)', '(6+8i)'] -> (((6+8i) * ((1-9i) + (1+7i))) - (4+4i))
[131466] ['(1-9i)', '(1+7i)', '(4+4i)', '8'] -> (8 + ((4+4i) * ((1-9i) + (1+7i))))
[131485] ['(1-9i)', '(1+7i)', '(4+5i)', '(6-2i)'] -> (((5-7i) + (7+7i)) * ((7+2i) - (5+2i)))
[131514] ['(1-9i)', '(1+7i)', '(4+6i)', '(9-6i)'] -> (((1+7i) - (1-9i)) / ((4+6i) / (9-6i)))
[131528] ['(1-9i)', '(1+7i)', '(4+7i)', '(7+9i)'] -> (((1-9i) + (7+9i)) * ((4+7i) - (1+7i)))
[131540] ['(1-9i)', '(1+7i)', '(4+8i)', '(5+9i)'] -> (((5+9i) * ((1-9i) + (1+7i))) - (4+8i))
[131545] ['(1-9i)', '(1+7i)', '(4+8i)', '(7+3i)'] -> ((4+8i) + ((7+3i) * ((1-9i) + (1+7i))))
[131573] ['(1-9i)', '(1+7i)', '(5-9i)', '(5-7i)'] -> (((1+7i) + (5-7i)) * ((5-9i) - (1-9i)))
[131738] ['(1-9i)', '(1+7i)', '(5-2i)', '8'] -> ((-9i - -i) * ((5+i) - (5-2i)))
[131755] ['(1-9i)', '(1+7i)', '(5-i)', '(7-3i)'] -> (((1-9i) * (5-i)) + ((1+7i) * (7-3i)))
[131845] ['(1-9i)', '(1+7i)', '(5+3i)', '(8+4i)'] -> ((8+4i) + ((5+3i) * ((1-9i) + (1+7i))))
[131861] ['(1-9i)', '(1+7i)', '(5+4i)', '(6+2i)'] -> (((3-i) + (5+i)) * ((4-4i) - (1-4i)))
[131919] ['(1-9i)', '(1+7i)', '(5+7i)', '(5+9i)'] -> (((1-9i) + (5+9i)) * ((5+7i) - (1+7i)))
[131969] ['(1-9i)', '(1+7i)', '(6-9i)', '(6+4i)'] -> (((1+7i) - (1-9i)) * ((6-9i) / (6+4i)))
[132042] ['(1-9i)', '(1+7i)', '(6-6i)', '8'] -> (((6-6i) * 8) / ((1-9i) + (1+7i)))
[132050] ['(1-9i)', '(1+7i)', '(6-6i)', '(9+6i)'] -> ((9-6i) - (-i * (-9i + (6-6i))))
[132053] ['(1-9i)', '(1+7i)', '(6-6i)', '(9+9i)'] -> (((3-8i) * ((8+3i) - 7)) - (3+i))
[132068] ['(1-9i)', '(1+7i)', '(6-4i)', '(6+9i)'] -> ((-9i - -i) * ((6-i) - (6-4i)))
[132092] ['(1-9i)', '(1+7i)', '(6-2i)', '6'] -> (((6-3i) + (9+3i)) - (-9i * -i))
[132097] ['(1-9i)', '(1+7i)', '(6-2i)', '(8+7i)'] -> (((2+i) * (8-7i)) - (-i - (1+5i)))
[132127] ['(1-9i)', '(1+7i)', '6', '(8-8i)'] -> ((6 * (8-8i)) / ((1-9i) + (1+7i)))
[132154] ['(1-9i)', '(1+7i)', '(6+2i)', '(7+8i)'] -> (((7+8i) * ((1-9i) + (1+7i))) - (6+2i))
[132157] ['(1-9i)', '(1+7i)', '(6+2i)', '(8+8i)'] -> ((8+8i) + ((6+2i) * ((1-9i) + (1+7i))))
[132163] ['(1-9i)', '(1+7i)', '(6+3i)', '(6+6i)'] -> (((1-4i) * (4+8i)) - ((3-i) + (9-7i)))
[132209] ['(1-9i)', '(1+7i)', '(6+6i)', '(6+6i)'] -> (((1-9i) * (6+6i)) + ((1+7i) * (6+6i)))
[132211] ['(1-9i)', '(1+7i)', '(6+6i)', '(6+9i)'] -> (((3-8i) * ((9+2i) - (8-i))) - (3+i))
[132220] ['(1-9i)', '(1+7i)', '(6+6i)', '(9-9i)'] -> (((1+7i) - (1-9i)) / ((6+6i) / (9-9i)))
[132488] ['(1-9i)', '(1+7i)', '(7+9i)', '(8+4i)'] -> ((5-7i) - ((5+4i) * ((5+5i) - (8+4i))))
[132540] ['(1-9i)', '(1+7i)', '(8-4i)', '(9+7i)'] -> (((9+7i) * ((1-9i) + (1+7i))) - (8-4i))
[132565] ['(1-9i)', '(1+7i)', '8', '(8+8i)'] -> ((6+6i) * (((3-3i) / -i) - (1+5i)))
