[177292] ['4/7', '5/6', '5/3', '9/4', '6'] -> ((((5/6 + 5/3) * 6) / 4/7) - 9/4)
[194081] ['1/7', '1/2', '4/5', '8/3', '7'] -> (7 / (1/7 * (8/3 - (1/2 / 4/5))))
[194082] ['3/7', '5/8', '5/6', '5/3', '6'] -> ((5/6 * 6) / (5/3 - (5/8 / 3/7)))
[194083] ['1/5', '1/3', '5/9', '5/6', '1'] -> ((1/3 + 1) / (1/5 * (5/6 - 5/9)))
[194084] ['7/9', '5/6', '6/7', '9/8', '9'] -> (9 / ((7/9 * 6/7) + (5/6 - 9/8)))
[194085] ['3/4', '3/4', '6/7', '9/5', '8'] -> (3/4 + ((3/4 + 8) * (6/7 + 9/5)))
[194086] ['1/3', '7/9', '7/6', '8/3', '6'] -> (((8/3 + 6) - (7/9 / 7/6)) / 1/3)
[194087] ['1/9', '4/7', '6/5', '6/5', '9'] -> ((6/5 / (1/9 - (4/7 / 9))) - 6/5)
[194088] ['3/7', '5/8', '5/6', '9/5', '6'] -> (((6 / (3/7 * 5/6)) - 9/5) / 5/8)
[194089] ['2/9', '5/9', '6/5', '4/3', '3'] -> (3 / (((5/9 / 6/5) / 4/3) - 2/9))
[194090] ['1/3', '7/9', '6/5', '6/5', '6'] -> (6 * (6/5 + ((6/5 * 7/9) / 1/3)))
[194091] ['3/7', '9/8', '2', '5/2', '7/2'] -> ((9/8 * 2) * (5/2 + (7/2 / 3/7)))
[194092] ['4/5', '6/7', '7/3', '7/2', '5'] -> (5 * ((4/5 * 7/2) + (6/7 * 7/3)))
[194093] ['3/4', '3/4', '6/7', '5/2', '8'] -> ((6/7 * 8) * (5/2 + (3/4 / 3/4)))
[194094] ['1/7', '1/2', '4/5', '9/2', '7'] -> (4/5 * ((7 * (9/2 - 1/7)) - 1/2))
[194095] ['3/7', '5/8', '5/6', '9/4', '6'] -> (6 * (9/4 + (5/8 / (3/7 * 5/6))))
[194096] ['1/3', '7/9', '6/5', '5/4', '6'] -> ((1/3 + 6) / ((5/4 / 6/5) - 7/9))
[194097] ['3/7', '9/8', '2', '5/2', '9/2'] -> (((9/2 * 5/2) / 3/7) - (9/8 * 2))
[194098] ['3/4', '3/4', '6/7', '8/3', '8'] -> ((8 / 8/3) / ((3/4 / 6/7) - 3/4))
[194099] ['7/9', '5/6', '6/7', '9/7', '9'] -> (9 * (9/7 + (6/7 * (7/9 + 5/6))))
[194100] ['2/9', '5/9', '6/5', '3/2', '3'] -> ((6/5 - 3/2) + (3 / (2/9 * 5/9)))
[194101] ['3/7', '9/8', '2', '8/3', '8/3'] -> (8/3 * (2 + ((8/3 * 9/8) / 3/7)))
[194102] ['3/4', '3/4', '6/7', '9/2', '8'] -> ((6/7 * 8) * (9/2 - (3/4 / 3/4)))
[194103] ['1/7', '1/6', '1/2', '4/5', '1'] -> (1 / (1/7 * (1/2 - (1/6 / 4/5))))
[194104] ['3/5', '3/4', '8/7', '9/4', '8'] -> ((9/4 + (3/4 / 3/5)) * (8 - 8/7))
[194105] ['4/5', '6/7', '5/2', '5/2', '5'] -> (5 / ((5/2 / 4/5) - (5/2 / 6/7)))
[194106] ['3/7', '4/5', '4/5', '1', '3/2'] -> (4/5 / ((1 / 3/7) - (4/5 + 3/2)))
[194107] ['3/7', '5/8', '5/6', '8/3', '6'] -> (6 / (3/7 - (5/8 / (5/6 + 8/3))))
[194108] ['2/9', '5/9', '6/5', '8/5', '3'] -> (8/5 / ((2/9 - 5/9) + (6/5 / 3)))
[194109] ['3/4', '3/4', '7/8', '7/8', '8'] -> ((3/4 * 8) / ((7/8 / 7/8) - 3/4))
[194110] ['1/9', '4/7', '6/5', '4/3', '9'] -> ((6/5 * 9) * ((4/3 / 4/7) - 1/9))
[194111] ['3/7', '9/8', '2', '8/3', '7/2'] -> ((3/7 + (9/8 * 8/3)) * (2 * 7/2))
[194112] ['3/7', '4/5', '4/5', '1', '8/5'] -> (8/5 / ((4/5 / 3/7) - (4/5 + 1)))
[194113] ['1/7', '1/6', '1/2', '8/9', '1'] -> (((1 + (1/2 / 1/7)) * 8/9) / 1/6)
[194114] ['4/5', '6/7', '5/2', '8/3', '5'] -> ((8/3 * (6/7 * 5/2)) * (5 - 4/5))
[194115] ['2/5', '4/7', '8/5', '9/5', '7'] -> (8/5 * (((9/5 + 7) / 4/7) - 2/5))
[194116] ['5/7', '7/8', '8/7', '7/4', '2'] -> (8/7 / ((2 / (7/8 + 7/4)) - 5/7))
[194117] ['1/5', '1/3', '5/9', '1', '4/3'] -> ((4/3 + (1/3 + 1)) / (1/5 * 5/9))
[194118] ['3/7', '5/8', '5/6', '7/2', '6'] -> (((5/6 + 6) + (7/2 / 3/7)) / 5/8)
[194119] ['3/5', '3/4', '8/7', '8/3', '8'] -> ((3/4 + 8) * (8/7 + (3/5 * 8/3)))
[194120] ['1/3', '7/9', '6/5', '7/5', '6'] -> ((6/5 / 7/5) + (6 / (1/3 * 7/9)))
[194121] ['2/5', '4/7', '8/5', '9/4', '7'] -> (7 * ((2/5 - 4/7) + (8/5 * 9/4)))
[194122] ['1/7', '1/2', '5/6', '6/5', '7'] -> (1/2 * ((7 / 1/7) - (5/6 * 6/5)))
[194123] ['2/9', '5/9', '6/5', '9/5', '3'] -> ((5/9 + 3) * (9/5 / (2/9 * 6/5)))
[194124] ['3/4', '3/4', '7/8', '8/7', '8'] -> ((3/4 * 8) / ((7/8 * 8/7) - 3/4))
[194125] ['1/7', '1/6', '1/2', '1', '9/8'] -> ((1 + (1/2 / 1/7)) / (1/6 * 9/8))
[194126] ['4/5', '6/7', '5/2', '9/2', '5'] -> ((5/2 + 9/2) * (5 * (4/5 * 6/7)))
[194127] ['5/7', '7/8', '8/7', '9/5', '2'] -> (9/5 / (7/8 - (8/7 / (5/7 * 2))))
[194128] ['1/5', '1/3', '5/9', '1', '7/5'] -> ((7/5 + (1 / 5/9)) / (1/3 - 1/5))
[194129] ['3/7', '9/8', '2', '7/2', '9/2'] -> ((2 * 9/2) / ((3/7 * 7/2) - 9/8))
[194130] ['3/7', '5/8', '6/7', '8/9', '6'] -> (6 / ((3/7 / 8/9) + (5/8 - 6/7)))
[194131] ['3/4', '3/4', '7/8', '6/5', '8'] -> ((3/4 * 8) / (7/8 - (3/4 / 6/5)))
[194132] ['7/9', '5/6', '6/7', '9/4', '9'] -> (9 / (9/4 * (5/6 - (7/9 * 6/7))))
[194133] ['3/4', '3/4', '7/8', '9/7', '8'] -> (8 * (9/7 + ((3/4 + 3/4) / 7/8)))
[194134] ['3/5', '8/9', '4/3', '4/3', '6'] -> (((4/3 + (4/3 / 3/5)) * 6) / 8/9)
[194135] ['1/7', '1/2', '5/6', '7/5', '7'] -> ((7/5 * (1/7 + 7)) / (1/2 * 5/6))
[194136] ['2/5', '4/7', '8/5', '9/2', '7'] -> (((4/7 * 7) * (8/5 + 9/2)) - 2/5)
[194137] ['3/4', '3/4', '7/8', '4/3', '8'] -> (8 / ((3/4 + 3/4) - (7/8 * 4/3)))
[194138] ['5/7', '7/8', '8/7', '2', '8/3'] -> (8/7 / (((8/3 - 2) / 7/8) - 5/7))
[194139] ['7/9', '5/6', '6/7', '7/2', '9'] -> ((((6/7 * 7/2) - 7/9) * 9) / 5/6)
[194140] ['2/5', '4/7', '5/3', '5/3', '7'] -> ((5/3 + (2/5 + 5/3)) * (7 - 4/7))
[194141] ['3/7', '8/7', '8/7', '6/5', '2'] -> (8/7 / (((8/7 / 6/5) / 2) - 3/7))
[194142] ['1/7', '1/2', '5/6', '3/2', '7'] -> ((((3/2 / 1/2) - 1/7) * 7) / 5/6)
[194143] ['1/5', '1/3', '5/9', '1', '9/4'] -> (((1/3 + (1 / 5/9)) * 9/4) / 1/5)
[194144] ['1/7', '1/6', '1/2', '1', '8/5'] -> ((((1/2 / 1/7) - 1) * 8/5) / 1/6)
[194145] ['1/9', '4/7', '6/5', '9/5', '9'] -> (6/5 / (9/5 - (9 * (1/9 / 4/7))))
[194146] ['2/9', '5/9', '6/5', '3', '7/2'] -> ((3 + (7/2 * (5/9 * 6/5))) / 2/9)
[194147] ['5/7', '7/8', '8/7', '2', '7/2'] -> (8/7 / ((2 / (7/2 - 7/8)) - 5/7))
[194148] ['2/5', '4/7', '5/3', '7/4', '7'] -> (5/3 * ((2/5 + 7/4) + (7 / 4/7)))
[194149] ['3/5', '8/9', '4/3', '7/4', '6'] -> (6 / ((3/5 * (8/9 + 7/4)) - 4/3))
[194150] ['2/9', '5/9', '6/5', '3', '9/2'] -> ((9/2 + (3 / (2/9 * 5/9))) / 6/5)
[194151] ['3/5', '3/4', '7/6', '8/5', '8'] -> ((8/5 / (3/4 - (3/5 * 7/6))) - 8)
[194152] ['3/4', '3/4', '7/8', '9/5', '8'] -> ((3/4 + 8) * (9/5 / (3/4 * 7/8)))
[194153] ['3/7', '5/8', '6/7', '9/5', '6'] -> ((3/7 + 6) / ((5/8 * 9/5) - 6/7))
[194154] ['3/7', '8/7', '8/7', '9/7', '2'] -> (8/7 / ((8/7 / (3/7 * 2)) - 9/7))
[194155] ['5/7', '7/8', '7/6', '7/6', '2'] -> (2 / ((5/7 * 7/6) - (7/8 / 7/6)))
[194156] ['3/5', '8/9', '4/3', '9/5', '6'] -> (6 * (4/3 + ((9/5 * 8/9) / 3/5)))
[194157] ['3/4', '3/4', '7/8', '7/3', '8'] -> (((8 + (3/4 / 3/4)) * 7/3) / 7/8)
[194158] ['3/5', '3/4', '7/6', '5/3', '8'] -> (8 / ((7/6 / (3/4 * 5/3)) - 3/5))
[194159] ['1/7', '1/2', '5/6', '9/4', '7'] -> ((9/4 * 7) * ((5/6 / 1/2) - 1/7))
[194160] ['3/7', '5/8', '6/7', '5/2', '6'] -> (6 / ((3/7 / 6/7) - (5/8 / 5/2)))
[194161] ['1/5', '1/3', '5/9', '1', '9/2'] -> ((((5/9 / 1/5) - 1) * 9/2) / 1/3)
[194162] ['2/5', '4/7', '5/3', '9/4', '7'] -> ((9/4 + (7 / (4/7 * 5/3))) / 2/5)
[194163] ['5/7', '7/8', '7/6', '6/5', '2'] -> (2 / (5/7 * (7/6 - (7/8 * 6/5))))
[194164] ['3/4', '3/4', '7/8', '9/2', '8'] -> ((((3/4 * 9/2) - 3/4) * 8) / 7/8)
[194165] ['1/7', '1/6', '1/2', '1', '8/3'] -> (((8/3 - (1/6 - 1)) / 1/7) - 1/2)
[194166] ['3/5', '8/9', '4/3', '5/2', '6'] -> (5/2 * (3/5 + ((6 * 4/3) / 8/9)))
[194167] ['3/7', '8/7', '8/7', '3/2', '2'] -> (8/7 / (3/7 - ((8/7 / 3/2) / 2)))
[194168] ['2/9', '5/9', '5/4', '4/3', '3'] -> (((4/3 + (5/9 / 5/4)) * 3) / 2/9)
[194169] ['2/5', '4/7', '5/3', '7/3', '7'] -> (7/3 + (7 * (5/3 + (4/7 / 2/5))))
[194170] ['7/9', '5/6', '7/8', '5/4', '9'] -> (9 / ((5/4 / 5/6) - (7/8 / 7/9)))
[194171] ['3/4', '3/4', '8/9', '8/9', '8'] -> ((3/4 * 8) / ((8/9 / 8/9) - 3/4))
[194172] ['4/5', '7/8', '7/8', '7/6', '5'] -> ((4/5 * 5) / (7/6 - (7/8 / 7/8)))
[194173] ['1/9', '4/7', '6/5', '7/2', '9'] -> (9 + (7/2 / (6/5 * (1/9 / 4/7))))
[194174] ['1/7', '1/2', '6/7', '9/8', '7'] -> ((1/2 * 6/7) / ((9/8 / 7) - 1/7))
[194175] ['2/5', '4/7', '5/3', '8/3', '7'] -> (7 * ((8/3 / (2/5 * 5/3)) - 4/7))
[194176] ['3/4', '3/4', '8/9', '6/5', '8'] -> ((8/9 + 8) * (6/5 + (3/4 + 3/4)))
[194177] ['3/5', '8/9', '7/5', '3/2', '6'] -> ((6 + (7/5 / 3/2)) / (8/9 - 3/5))
[194178] ['7/9', '5/6', '7/8', '3/2', '9'] -> (9 / (7/8 * (3/2 - (5/6 / 7/9))))
[194179] ['1/3', '7/9', '5/4', '7/4', '6'] -> ((7/4 / 7/9) + ((5/4 + 6) / 1/3))
[194180] ['1/5', '1/3', '4/7', '3/4', '1'] -> (((1 / (1/5 * 4/7)) - 3/4) / 1/3)
[194181] ['5/7', '7/8', '7/6', '3/2', '2'] -> (2 / (7/8 * (7/6 - (5/7 * 3/2))))
[194182] ['2/5', '4/7', '5/3', '7/2', '7'] -> (5/3 * (2/5 + (7 * (4/7 * 7/2))))
[194183] ['3/7', '8/7', '8/7', '9/5', '2'] -> (8/7 / (((2 - 8/7) / 9/5) - 3/7))
[194184] ['1/7', '1/6', '5/9', '5/8', '1'] -> (1 / ((1/6 / 1/7) - (5/8 / 5/9)))
[194185] ['7/9', '5/6', '7/8', '8/5', '9'] -> (9 * (8/5 + ((7/9 / 5/6) / 7/8)))
[194186] ['1/7', '1/2', '6/7', '4/3', '7'] -> (6/7 / ((1/7 / 4/3) - (1/2 / 7)))
[194187] ['3/5', '8/9', '7/5', '7/4', '6'] -> (6 * (7/4 + ((3/5 + 7/5) / 8/9)))
[194188] ['2/5', '4/7', '5/3', '9/2', '7'] -> (4/7 / ((2/5 * 5/3) - (9/2 / 7)))
[194189] ['7/9', '5/6', '7/8', '5/3', '9'] -> (((5/3 / (5/6 - 7/9)) - 9) / 7/8)
[194190] ['1/5', '1/3', '4/7', '4/5', '1'] -> ((1 + (4/5 / (1/5 * 4/7))) / 1/3)
[194191] ['3/4', '3/4', '8/9', '8/5', '8'] -> (8 / (3/4 - ((3/4 * 8/9) / 8/5)))
[194192] ['3/7', '5/8', '7/8', '9/7', '6'] -> ((9/7 + (6 * (5/8 + 7/8))) / 3/7)
[194193] ['1/7', '1/6', '5/9', '3/4', '1'] -> ((1 / (1/7 * 3/4)) / (5/9 - 1/6))
[194194] ['3/7', '8/7', '8/7', '2', '5/2'] -> (((2 + 5/2) * (8/7 + 8/7)) / 3/7)
[194195] ['2/9', '5/9', '5/4', '7/3', '3'] -> ((7/3 + 3) / ((5/9 / 5/4) - 2/9))
[194196] ['1/7', '1/2', '6/7', '8/5', '7'] -> (8/5 * ((1/7 + 6/7) + (7 / 1/2)))
[194197] ['2/5', '4/7', '7/4', '7/4', '7'] -> (7/4 + (7 * (7/4 + (4/7 / 2/5))))
[194198] ['1/5', '1/3', '4/7', '5/6', '1'] -> (1 / (1/3 - (5/6 * (1/5 / 4/7))))
[194199] ['2/9', '5/9', '5/4', '5/2', '3'] -> ((5/4 * 3) + (5/2 / (2/9 * 5/9)))
[194200] ['3/7', '5/8', '7/8', '4/3', '6'] -> (6 * ((5/8 + 4/3) + (7/8 / 3/7)))
[194201] ['7/9', '5/6', '7/8', '9/5', '9'] -> (9 / ((5/6 * 9/5) - (7/8 / 7/9)))
[194202] ['3/7', '8/7', '8/7', '2', '7/2'] -> (((8/7 + (8/7 * 7/2)) * 2) / 3/7)
[194203] ['1/7', '1/2', '6/7', '5/3', '7'] -> (((5/3 * 6/7) / 1/7) + (7 / 1/2))
[194204] ['3/5', '8/9', '7/5', '7/2', '6'] -> ((6 * (8/9 + 7/2)) - (7/5 / 3/5))
[194205] ['5/7', '7/8', '7/6', '2', '9/4'] -> (((9/4 / (7/8 - 5/7)) * 2) / 7/6)
[194206] ['3/7', '8/7', '8/7', '2', '9/2'] -> ((8/7 * 9/2) * (2 + (8/7 / 3/7)))
[194207] ['3/7', '5/8', '7/8', '3/2', '6'] -> ((5/8 + (7/8 / 3/7)) * (3/2 * 6))
[194208] ['1/7', '1/2', '6/7', '9/5', '7'] -> (((9/5 * (1/7 + 7)) - 6/7) / 1/2)
[194209] ['1/5', '1/3', '4/7', '7/8', '1'] -> ((1 / (1/5 * 7/8)) / (4/7 - 1/3))
[194210] ['5/7', '7/8', '7/6', '2', '7/3'] -> ((2 / 7/3) / ((7/8 / 7/6) - 5/7))
[194211] ['7/9', '5/6', '7/8', '5/2', '9'] -> (((9 * (7/9 / 5/6)) * 5/2) / 7/8)
[194212] ['3/7', '5/8', '7/8', '8/5', '6'] -> ((6 / (7/8 * (3/7 * 5/8))) - 8/5)
[194213] ['2/5', '4/7', '7/4', '7/2', '7'] -> (7 * ((4/7 / 2/5) + (7/2 / 7/4)))
[194214] ['4/5', '7/8', '7/8', '9/4', '5'] -> (5 * ((4/5 + 7/8) + (7/8 + 9/4)))
[194215] ['3/4', '3/4', '8/7', '8/7', '8'] -> ((3/4 * 8) / ((8/7 / 8/7) - 3/4))
[194216] ['3/5', '8/9', '3/2', '7/4', '6'] -> (6 / (3/5 * (7/4 - (8/9 * 3/2))))
[194217] ['3/5', '3/4', '9/7', '7/5', '8'] -> (8 * (3/5 + ((7/5 * 9/7) / 3/4)))
[194218] ['3/7', '4/5', '5/6', '1', '7/4'] -> (1 / (5/6 * (4/5 - (3/7 * 7/4))))
[194219] ['1/9', '4/7', '5/4', '9/4', '9'] -> ((5/4 / (1/9 - (4/7 / 9))) - 9/4)
[194220] ['2/5', '4/7', '9/5', '9/5', '7'] -> (7 * ((2/5 - 4/7) + (9/5 + 9/5)))
[194221] ['1/3', '7/9', '4/3', '9/5', '6'] -> (4/3 / ((1/3 / 9/5) - (7/9 / 6)))
[194222] ['7/9', '5/6', '7/8', '9/2', '9'] -> (((9/2 * 9) - 5/6) / (7/9 + 7/8))
[194223] ['1/7', '1/6', '5/9', '1', '8/7'] -> ((1/7 + ((1 + 8/7) / 5/9)) / 1/6)
[194224] ['1/7', '1/2', '7/8', '6/5', '7'] -> (7 / ((1/2 / 6/5) - (1/7 * 7/8)))
[194225] ['3/4', '3/4', '8/7', '6/5', '8'] -> ((3/4 + 8) * (8/7 + (6/5 / 3/4)))
[194226] ['5/7', '7/8', '6/5', '5/4', '2'] -> ((6/5 / 2) / (5/4 - (7/8 / 5/7)))
[194227] ['2/5', '4/7', '9/5', '9/4', '7'] -> (((4/7 + (9/5 / 9/4)) * 7) / 2/5)
[194228] ['1/5', '1/3', '4/7', '1', '5/4'] -> (((1 / 4/7) + (5/4 / 1/5)) / 1/3)
[194229] ['4/5', '7/8', '7/8', '8/3', '5'] -> ((4/5 + (7/8 / 7/8)) * (8/3 * 5))
[194230] ['3/5', '3/4', '9/7', '5/3', '8'] -> ((3/4 + 8) * (3/5 + (9/7 * 5/3)))
[194231] ['3/4', '3/4', '8/7', '4/3', '8'] -> (8 / ((3/4 + 3/4) - (4/3 / 8/7)))
[194232] ['1/7', '1/2', '7/8', '4/3', '7'] -> ((1/7 * 7) / ((1/2 + 7/8) - 4/3))
[194233] ['5/7', '7/8', '6/5', '4/3', '2'] -> ((2 / (5/7 * 7/8)) / (4/3 - 6/5))
[194234] ['3/7', '5/8', '8/9', '8/9', '6'] -> (((8/9 / 8/9) + (6 / 3/7)) / 5/8)
[194235] ['3/5', '3/4', '9/7', '7/4', '8'] -> (8 * (((7/4 * 9/7) / 3/5) - 3/4))
[194236] ['3/4', '3/4', '8/7', '7/5', '8'] -> ((8/7 + (3/4 / 3/4)) * (7/5 * 8))
[194237] ['1/3', '7/9', '7/5', '8/5', '6'] -> (8/5 + (6 * (7/5 + (7/9 / 1/3))))
[194238] ['7/9', '5/6', '8/9', '6/5', '9'] -> (9 * ((7/9 + 8/9) + (5/6 * 6/5)))
[194239] ['3/5', '8/9', '3/2', '7/2', '6'] -> ((8/9 * (3/2 + 7/2)) * (6 - 3/5))
[194240] ['3/7', '5/8', '8/9', '9/8', '6'] -> (((8/9 * 9/8) + (6 / 3/7)) / 5/8)
[194241] ['1/5', '1/3', '4/7', '1', '8/5'] -> (8/5 / (1 - ((1/5 + 1/3) / 4/7)))
[194242] ['3/5', '3/4', '9/7', '9/4', '8'] -> (8 * ((3/4 / 3/5) + (9/4 / 9/7)))
[194243] ['2/9', '5/9', '9/7', '9/5', '3'] -> (((9/5 - 5/9) * (9/7 + 3)) / 2/9)
[194244] ['3/4', '3/4', '8/7', '9/5', '8'] -> ((3/4 + 8) * ((9/5 * 8/7) / 3/4))
[194245] ['3/5', '8/9', '8/5', '8/5', '6'] -> (6 * ((3/5 + 8/5) + (8/5 / 8/9)))
[194246] ['3/7', '4/5', '6/7', '6/7', '1'] -> (6/7 / ((3/7 + 6/7) - (1 / 4/5)))
[194247] ['7/9', '5/6', '8/9', '9/7', '9'] -> (9 / ((9/7 / 8/9) - (5/6 / 7/9)))
[194248] ['3/4', '3/4', '8/7', '9/4', '8'] -> (3/4 + (8 * (9/4 + (3/4 / 8/7))))
[194249] ['2/5', '4/7', '9/4', '7/2', '7'] -> ((9/4 / 2/5) + ((7/2 + 7) / 4/7))
[194250] ['1/9', '4/7', '9/7', '9/5', '9'] -> ((9/7 + 9) / (1/9 + (4/7 / 9/5)))
[194251] ['1/3', '7/9', '7/5', '9/5', '6'] -> (((9/5 * (6 - 7/9)) - 7/5) / 1/3)
[194252] ['3/7', '5/8', '8/9', '6/5', '6'] -> ((6 / (8/9 * (3/7 * 5/8))) - 6/5)
[194253] ['3/7', '8/7', '6/5', '6/5', '2'] -> ((3/7 / (6/5 - 8/7)) * (6/5 + 2))
[194254] ['1/5', '1/3', '4/7', '1', '9/5'] -> ((4/7 / (1/5 * 1/3)) * (1 + 9/5))
[194255] ['1/7', '1/2', '8/9', '8/9', '7'] -> (1/2 * ((7 / 1/7) - (8/9 / 8/9)))
[194256] ['5/7', '7/8', '6/5', '2', '9/4'] -> ((5/7 * 6/5) / ((2 / 7/8) - 9/4))
[194257] ['7/9', '5/6', '8/9', '8/5', '9'] -> ((8/9 + 8/5) * ((9 * 5/6) / 7/9))
[194258] ['2/5', '4/7', '9/4', '9/2', '7'] -> (7 * ((4/7 / 2/5) + (9/2 / 9/4)))
[194259] ['3/4', '3/4', '7/6', '7/6', '8'] -> ((3/4 * 8) / ((7/6 / 7/6) - 3/4))
[194260] ['2/9', '5/9', '9/7', '8/3', '3'] -> (9/7 * (8/3 + ((5/9 + 3) / 2/9)))
[194261] ['3/7', '8/7', '6/5', '5/4', '2'] -> ((3/7 + 2) / (8/7 - (5/4 / 6/5)))
[194262] ['7/9', '5/6', '8/9', '5/3', '9'] -> (9 / ((7/9 / 8/9) - (5/6 / 5/3)))
[194263] ['2/5', '4/7', '7/3', '7/3', '7'] -> ((7 * (7/3 + (4/7 / 2/5))) - 7/3)
[194264] ['1/7', '1/2', '8/9', '9/8', '7'] -> (1/2 * ((7 / 1/7) - (8/9 * 9/8)))
[194265] ['1/5', '1/3', '4/7', '1', '5/2'] -> ((1 / 5/2) / ((1/5 / 4/7) - 1/3))
[194266] ['3/7', '8/7', '6/5', '9/7', '2'] -> (8/7 / ((3/7 + 9/7) - (2 / 6/5)))
[194267] ['3/7', '4/5', '6/7', '1', '8/7'] -> (8/7 / ((6/7 / (4/5 + 1)) - 3/7))
[194268] ['1/9', '4/7', '9/7', '7/2', '9'] -> (7/2 + (((1/9 + 9) * 9/7) / 4/7))
[194269] ['5/7', '7/8', '6/5', '2', '5/2'] -> (6/5 / (5/2 - ((2 * 7/8) / 5/7)))
[194270] ['1/3', '7/9', '7/5', '8/3', '6'] -> ((7/5 * 8/3) * (6 + (1/3 / 7/9)))
[194271] ['1/7', '1/2', '8/9', '8/7', '7'] -> ((8/7 + 7) / (1/2 - (1/7 / 8/9)))
[194272] ['4/5', '7/8', '8/9', '4/3', '5'] -> ((4/3 / (4/5 * 5)) / (8/9 - 7/8))
[194273] ['1/3', '7/9', '7/5', '7/2', '6'] -> ((6 * (7/2 + (7/9 / 7/5))) - 1/3)
[194274] ['2/5', '4/7', '7/3', '8/3', '7'] -> (7 * (4/7 + (8/3 / (2/5 * 7/3))))
[194275] ['3/4', '3/4', '7/6', '8/5', '8'] -> ((8 / (3/4 * (7/6 - 3/4))) - 8/5)
[194276] ['2/9', '5/9', '4/3', '8/5', '3'] -> ((4/3 / 5/9) + ((3 * 8/5) / 2/9))
[194277] ['3/5', '8/9', '5/3', '9/4', '6'] -> ((6 / 9/4) / ((3/5 * 5/3) - 8/9))
[194278] ['7/9', '5/6', '8/9', '9/4', '9'] -> (((9 + (7/9 - 8/9)) * 9/4) / 5/6)
[194279] ['3/4', '3/4', '7/6', '9/5', '8'] -> (8 / (7/6 - ((3/4 + 3/4) / 9/5)))
[194280] ['1/9', '4/7', '4/3', '3/2', '9'] -> ((((9 / 3/2) - 4/3) * 4/7) / 1/9)
[194281] ['3/7', '4/5', '6/7', '1', '9/7'] -> ((3/7 + 9/7) / ((6/7 / 4/5) - 1))
[194282] ['1/7', '1/6', '4/7', '3/5', '1'] -> (((1/7 / (3/5 - 4/7)) - 1) / 1/6)
[194283] ['3/5', '8/9', '5/3', '7/3', '6'] -> (6 * ((5/3 * (3/5 + 7/3)) - 8/9))
[194284] ['3/7', '8/7', '6/5', '8/5', '2'] -> ((2 * (3/7 * 8/5)) / (6/5 - 8/7))
[194285] ['1/5', '1/3', '3/5', '5/7', '1'] -> ((3/5 + (1 / (1/3 * 5/7))) / 1/5)
[194286] ['3/5', '3/4', '3/2', '5/3', '8'] -> (8 * ((3/5 * 5/3) + (3/2 / 3/4)))
[194287] ['1/3', '7/9', '3/2', '9/5', '6'] -> (9/5 * ((6 * (7/9 + 3/2)) - 1/3))
[194288] ['2/5', '4/7', '5/2', '5/2', '7'] -> (5/2 * ((7 * (4/7 * 5/2)) - 2/5))
[194289] ['3/5', '8/9', '5/3', '5/2', '6'] -> (5/3 + ((3/5 + 8/9) * (5/2 * 6)))
[194290] ['3/7', '4/5', '6/7', '1', '4/3'] -> ((6/7 / 3/7) / (4/3 - (1 / 4/5)))
[194291] ['3/7', '5/8', '8/9', '7/4', '6'] -> (6 / (7/4 * (5/8 - (3/7 / 8/9))))
[194292] ['4/5', '7/8', '8/9', '5/3', '5'] -> (5 / (7/8 - (8/9 / (4/5 * 5/3))))
[194293] ['3/7', '4/5', '6/7', '1', '7/5'] -> ((4/5 * 6/7) / ((3/7 + 1) - 7/5))
[194294] ['2/5', '4/7', '5/2', '8/3', '7'] -> ((5/2 * 8/3) * ((4/7 * 7) - 2/5))
[194295] ['3/4', '3/4', '6/5', '8/5', '8'] -> (8 / ((8/5 / 6/5) - (3/4 / 3/4)))
[194296] ['1/3', '7/9', '8/5', '8/5', '6'] -> (8/5 + (((8/5 * 6) * 7/9) / 1/3))
[194297] ['3/5', '8/9', '5/3', '7/2', '6'] -> ((8/9 * 6) * (7/2 + (3/5 * 5/3)))
[194298] ['1/9', '4/7', '4/3', '7/4', '9'] -> (4/3 * (9 + ((7/4 * 4/7) / 1/9)))
[194299] ['3/7', '5/8', '8/9', '9/5', '6'] -> ((8/9 * 9/5) + (6 / (3/7 * 5/8)))
[194300] ['3/7', '8/7', '6/5', '9/5', '2'] -> (6/5 / (2 - ((3/7 + 9/5) / 8/7)))
[194301] ['7/9', '5/6', '9/8', '7/6', '9'] -> (9 / ((7/9 / 7/6) + (5/6 - 9/8)))
[194302] ['2/5', '4/7', '5/2', '7/2', '7'] -> ((7 * (5/2 + (4/7 / 2/5))) - 7/2)
[194303] ['1/7', '1/2', '8/9', '3/2', '7'] -> (3/2 / (1/7 - ((1/2 / 8/9) / 7)))
[194304] ['2/9', '5/9', '7/5', '5/3', '3'] -> ((((7/5 * 5/3) - 5/9) * 3) / 2/9)
[194305] ['3/4', '3/4', '6/5', '7/3', '8'] -> ((3/4 + (3/4 * 7/3)) * (6/5 * 8))
[194306] ['3/7', '8/7', '6/5', '2', '9/4'] -> ((2 / ((8/7 / 9/4) - 3/7)) - 6/5)
[194307] ['7/9', '5/6', '9/8', '6/5', '9'] -> ((5/6 + (9 / 6/5)) / (9/8 - 7/9))
[194308] ['1/3', '7/9', '8/5', '9/5', '6'] -> ((8/5 * 9/5) * (6 + (7/9 / 1/3)))
[194309] ['1/5', '1/3', '3/5', '1', '7/6'] -> (1 / (7/6 - (3/5 / (1/5 + 1/3))))
