[168436] ['2/5', '4/7', '5/8', '9/8', '6'] -> 6 / 4/7 / (5/8 / 2/5 - 9/8)
[176009] ['3/8', '7/8', '8/9', '9/8', '7'] -> (8/9 * 9/8 + 7 / 7/8) / 3/8
[176010] ['3/7', '5/9', '9/8', '3/2', '2'] -> 2 / 3/7 / (9/8 / 3/2 - 5/9)
[176011] ['1/9', '1/4', '2/3', '4/5', '9'] -> 4/5 * (9 / 1/4 - 2/3 / 1/9)
[176012] ['1/4', '2/3', '5/6', '9/8', '7'] -> 5/6 + (9/8 + 2/3 * 7) / 1/4
[176013] ['4/7', '4/5', '4/3', '5/3', '6'] -> 6 / (4/3 / 4/7 - 5/3 / 4/5)
[176014] ['3/8', '7/8', '8/9', '8/7', '7'] -> (7 + 7/8 * 8/7) / (3/8 * 8/9)
[176015] ['2/7', '7/6', '8/5', '9/4', '6'] -> 9/4 * 7/6 * 8/5 * (6 - 2/7)
[176016] ['4/7', '3/5', '9/7', '7/2', '8'] -> 4/7 / (8 - (9/7 + 7/2) / 3/5)
[176017] ['1/6', '5/6', '1', '9/8', '9/4'] -> (5/6 * 9/4 + 1 + 9/8) / 1/6
[176018] ['2/3', '2/3', '6/5', '3/2', '2'] -> 2 / (2/3 + 2/3 - 3/2 / 6/5)
[176019] ['2/5', '7/9', '9/7', '7/3', '6'] -> (9/7 + 7/3 / 7/9) * (6 - 2/5)
[176020] ['4/7', '3/5', '9/7', '9/2', '8'] -> 8 * (9/2 * 4/7 / 3/5 - 9/7)
[176021] ['1/9', '1/4', '2/3', '8/7', '9'] -> (9 - 2/3) / (1/4 + 1/9 / 8/7)
[176022] ['2/7', '7/6', '8/5', '7/3', '6'] -> (7/3 + 7/6 * 8/5) * (6 - 2/7)
[176023] ['3/8', '7/8', '8/9', '6/5', '7'] -> 6/5 * (3/8 / (8/9 - 7/8) - 7)
[176024] ['2/3', '2/3', '6/5', '5/3', '2'] -> 2/3 / (5/3 / (6/5 * 2) - 2/3)
[176025] ['4/7', '4/5', '4/3', '9/5', '6'] -> 6 * (9/5 + 4/3 / 4/7) - 4/5
[176026] ['4/5', '8/9', '9/8', '7/5', '4'] -> (7/5 + 4) / (9/8 - 4/5 / 8/9)
[176027] ['1/9', '1/4', '2/3', '9/7', '9'] -> (9 - 9/7) / (1/4 / (1/9 + 2/3))
[176028] ['1/4', '2/3', '5/6', '7/4', '7'] -> (2/3 + 5/6) * 7 / (1/4 * 7/4)
[176029] ['2/5', '7/9', '9/7', '8/3', '6'] -> 9/7 + (8/3 + 6 / 2/5) / 7/9
[176030] ['3/8', '7/8', '8/9', '7/5', '7'] -> 7 / (7/8 / 7/5 - 3/8 * 8/9)
[176031] ['5/7', '4/5', '5/6', '9/2', '9'] -> 4/5 * 9 * (9/2 - 5/6 / 5/7)
[176032] ['4/5', '8/9', '9/8', '5/3', '4'] -> 4 / (8/9 - 4/5) / (9/8 * 5/3)
[176033] ['2/3', '2/3', '6/5', '2', '9/4'] -> 2/3 / (9/4 - (2/3 + 2) / 6/5)
[176034] ['2/7', '7/6', '8/5', '7/2', '6'] -> (6 / 2/7 - 7/2) / (7/6 / 8/5)
[176035] ['4/7', '3/5', '4/3', '5/3', '8'] -> (4/3 + 8 / 3/5) / 4/7 - 5/3
[176036] ['2/3', '2/3', '6/5', '2', '7/3'] -> (2/3 + 2/3) / (2 - 7/3 / 6/5)
[176037] ['3/8', '7/8', '8/9', '3/2', '7'] -> 7 / (3/2 - (7/8 + 3/8 * 8/9))
[176038] ['1/4', '2/3', '6/7', '6/7', '7'] -> (7 - 6/7) / 1/4 - 2/3 * 6/7
[176039] ['2/5', '7/9', '9/7', '9/2', '6'] -> 9/2 / 7/9 + (9/7 + 6) / 2/5
[176040] ['1/6', '5/6', '1', '8/7', '4/3'] -> 1 / (1/6 / (4/3 - 8/7) - 5/6)
[176041] ['1/9', '1/4', '5/7', '5/7', '9'] -> 9 * (5/7 / 1/4 - 1/9) - 5/7
[176042] ['4/7', '4/5', '4/3', '7/2', '6'] -> 4/5 * 7/2 * (4/7 + 4/3 * 6)
[176043] ['4/7', '5/7', '5/7', '8/5', '3'] -> 5/7 * 8/5 * 3 / (5/7 - 4/7)
[176044] ['2/5', '7/9', '4/3', '4/3', '6'] -> (6 / (2/5 / 4/3) - 4/3) / 7/9
[176045] ['5/7', '4/5', '6/7', '8/9', '9'] -> 6/7 / 9 / (5/7 / 4/5 - 8/9)
[176046] ['4/7', '3/5', '4/3', '7/3', '8'] -> 7/3 * (4/7 / 3/5 + 4/3 + 8)
[176047] ['4/7', '5/7', '5/7', '5/3', '3'] -> (3 + 5/7 / 5/3) / (5/7 - 4/7)
[176048] ['5/7', '4/5', '6/7', '8/7', '9'] -> 9 * (4/5 + 8/7 / (5/7 * 6/7))
[176049] ['4/7', '4/5', '7/5', '7/5', '6'] -> 6 / (7/5 / 4/7 - (4/5 + 7/5))
[176050] ['3/4', '9/8', '8/7', '9/4', '5'] -> 9/4 * 5 / (9/8 - 3/4 / 8/7)
[176051] ['2/7', '7/6', '5/3', '7/3', '6'] -> (2/7 + 5/3 / 7/6) * 7/3 * 6
[176052] ['1/9', '1/4', '5/7', '7/9', '9'] -> (1/9 + 5/7 * 7/9) / (1/4 / 9)
[176053] ['3/8', '7/8', '8/9', '9/4', '7'] -> (7 + 7/8 + 9/4) / (3/8 / 8/9)
[176054] ['1/6', '5/6', '1', '8/7', '5/3'] -> (5/3 + 5/6 + 1) / (1/6 / 8/7)
[176055] ['1/4', '2/3', '6/7', '7/5', '7'] -> 2/3 + 7 / (7/5 * 1/4 * 6/7)
[176056] ['5/7', '4/5', '6/7', '7/6', '9'] -> 9 * (7/6 + 6/7 / (5/7 * 4/5))
[176057] ['4/7', '3/5', '4/3', '9/2', '8'] -> 9/2 / (3/5 / 4/3) + 8 / 4/7
[176058] ['2/3', '2/3', '5/4', '9/7', '2'] -> 2 / (9/7 * (5/4 - 2/3) - 2/3)
[176059] ['6/7', '8/5', '8/5', '3', '7/2'] -> (3 - 6/7) * 7/2 * (8/5 + 8/5)
[176060] ['2/7', '7/6', '5/3', '9/2', '6'] -> 5/3 * 6 / (9/2 - 7/6 / 2/7)
[176061] ['5/7', '4/5', '6/7', '5/4', '9'] -> 9 / (5/7 / 6/7) / (5/4 - 4/5)
[176062] ['3/7', '5/9', '8/7', '5/4', '2'] -> 3/7 / (8/7 - 5/4 / (5/9 * 2))
[176063] ['2/3', '2/3', '5/4', '7/5', '2'] -> 2 / (5/4 * (7/5 - (2/3 + 2/3)))
[176064] ['4/7', '3/5', '7/5', '7/5', '8'] -> (3/5 + 7/5) * 7/5 * (4/7 + 8)
[176065] ['3/8', '7/8', '8/9', '7/2', '7'] -> 7 / (7/2 * 3/8 * 8/9 - 7/8)
[176066] ['3/4', '9/8', '8/7', '7/2', '5'] -> (5 + 8/7 * 7/2) / (9/8 - 3/4)
[176067] ['2/3', '2/3', '5/4', '3/2', '2'] -> 2/3 * 3/2 / (2/3 - 5/4 / 2)
[176068] ['4/7', '3/5', '7/5', '3/2', '8'] -> 3/2 * (3/5 + 7/5 + 8 / 4/7)
[176069] ['3/8', '7/8', '8/9', '9/2', '7'] -> (7 + (7/8 + 9/2) / 3/8) / 8/9
[176070] ['4/7', '5/7', '5/7', '8/3', '3'] -> 3 / (4/7 - 5/7 + 5/7 / 8/3)
[176071] ['2/3', '2/3', '5/4', '8/5', '2'] -> 8/5 * 2 / (2/3 - 2/3 / 5/4)
[176072] ['1/4', '2/3', '6/7', '9/4', '7'] -> 6/7 / (1/4 - 2/3 * 9/4 / 7)
[176073] ['2/5', '7/9', '4/3', '5/2', '6'] -> 5/2 / (7/9 / 4/3) * (6 - 2/5)
[176074] ['3/4', '9/8', '7/6', '7/6', '5'] -> 5 / (7/6 / (3/4 * 7/6) - 9/8)
[176075] ['5/7', '4/5', '6/7', '4/3', '9'] -> (4/5 + 6/7 / 5/7) * 4/3 * 9
[176076] ['4/7', '5/7', '5/7', '3', '7/2'] -> (5/7 + 7/2 * (5/7 + 3)) / 4/7
[176077] ['6/7', '8/5', '5/3', '9/5', '3'] -> (9/5 + 3) / (8/5 / 6/7 - 5/3)
[176078] ['4/7', '4/5', '7/5', '9/4', '6'] -> 4/5 * 6 / (7/5 / 4/7 - 9/4)
[176079] ['3/8', '7/8', '9/8', '9/8', '7'] -> (9/8 / 9/8 + 7 / 7/8) / 3/8
[176080] ['2/5', '7/9', '4/3', '8/3', '6'] -> 4/3 / 2/5 + 6 * (7/9 + 8/3)
[176081] ['4/7', '3/5', '7/5', '8/3', '8'] -> 8/3 * (4/7 + 8 + 3/5 / 7/5)
[176082] ['4/7', '4/5', '7/5', '7/3', '6'] -> 6 / (7/5 / (4/7 * 7/3) - 4/5)
[176083] ['2/3', '2/3', '5/4', '2', '9/4'] -> (2/3 + 2) / (2/3 - 5/4 / 9/4)
[176084] ['5/7', '4/5', '6/7', '8/5', '9'] -> (9 / (4/5 / 8/5) - 6/7) / 5/7
[176085] ['4/7', '4/5', '7/5', '5/2', '6'] -> (4/5 + 4/7 * 7/5) * 5/2 * 6
[176086] ['1/9', '1/4', '5/7', '8/7', '9'] -> 8/7 / (1/4 * (1/9 + 5/7 / 9))
[176087] ['4/7', '3/5', '3/2', '3/2', '8'] -> (3/5 + 3/2) * (3/2 * 8 - 4/7)
[176088] ['6/7', '8/5', '5/3', '7/3', '3'] -> 8/5 * 5/3 * 7/3 * (6/7 + 3)
[176089] ['1/4', '2/3', '7/8', '6/5', '7'] -> (7 / (7/8 * 6/5) - 2/3) / 1/4
[176090] ['1/6', '5/6', '1', '7/6', '9/7'] -> (1/6 + 7/6) / (5/6 - 1 / 9/7)
[176091] ['3/7', '5/9', '8/7', '5/3', '2'] -> 8/7 * 2 / (3/7 - 5/9 / 5/3)
[176092] ['3/7', '3/7', '1', '9/4', '8/3'] -> 1 / (8/3 - 9/4 / (3/7 + 3/7))
[176093] ['1/9', '1/4', '5/7', '7/6', '9'] -> (9 - 5/7) / (1/4 + 1/9 / 7/6)
[176094] ['3/8', '7/8', '9/8', '7/5', '7'] -> 7 / (7/8 / 7/5 - 3/8 / 9/8)
[176095] ['1/4', '2/3', '7/8', '9/7', '7'] -> 7 / (7/8 * (9/7 - 2/3) - 1/4)
[176096] ['4/7', '3/5', '3/2', '5/3', '8'] -> 5/3 * (3/5 / 3/2 + 8 / 4/7)
[176097] ['4/7', '4/5', '3/2', '3/2', '6'] -> 6 / (4/5 - 4/7) - 3/2 * 3/2
[176098] ['6/7', '8/5', '5/3', '3', '7/2'] -> 5/3 * 3 * 7/2 * 6/7 * 8/5
[176099] ['1/6', '5/6', '1', '7/6', '7/5'] -> (7/5 + (1 + 7/6) / 5/6) / 1/6
[176100] ['5/7', '4/5', '6/7', '9/5', '9'] -> 9 * (6/7 + 9/5) - (5/7 - 4/5)
[176101] ['3/8', '7/8', '9/8', '8/5', '7'] -> (7/8 + 7) / (9/8 / 8/5 - 3/8)
[176102] ['3/4', '9/8', '7/6', '7/4', '5'] -> 5 / (3/4 - 9/8 - (7/6 - 7/4))
[176103] ['4/7', '3/5', '3/2', '7/4', '8'] -> 7/4 * (4/7 / 3/2 + 8 / 3/5)
[176104] ['4/7', '5/7', '3/4', '7/8', '3'] -> 5/7 / (4/7 - (3/4 + 7/8) / 3)
[176105] ['2/3', '2/3', '9/7', '3/2', '2'] -> (2/3 + 2/3) / (2 / 9/7 - 3/2)
[176106] ['4/7', '4/5', '3/2', '7/4', '6'] -> 6 / (3/2 - 7/4 * 4/7 / 4/5)
[176107] ['2/5', '7/9', '7/5', '9/4', '6'] -> (7/5 - (2/5 - 7/9)) * 9/4 * 6
[176108] ['3/7', '5/9', '8/7', '2', '5/2'] -> 8/7 * 2 * 5/2 / (3/7 * 5/9)
[176109] ['3/4', '9/8', '7/6', '9/4', '5'] -> 5 / (9/8 / 9/4) / (7/6 - 3/4)
[176110] ['4/7', '3/5', '3/2', '5/2', '8'] -> (3/5 + 3/2) * 8 * 4/7 * 5/2
[176111] ['4/7', '4/5', '3/2', '7/3', '6'] -> (3/2 + 6) * 7/3 * (4/7 + 4/5)
[176112] ['3/7', '5/9', '8/7', '2', '9/2'] -> 8/7 / 3/7 / (5/9 - 2 / 9/2)
[176113] ['2/3', '2/3', '9/7', '2', '9/4'] -> 2/3 / (9/4 - (2/3 + 2 / 9/7))
[176114] ['4/7', '4/5', '3/2', '8/3', '6'] -> (4/7 + 4/5) * (3/2 + 8/3 * 6)
[176115] ['5/7', '4/5', '7/8', '7/8', '9'] -> 9 / (7/8 - 7/8 * 5/7 * 4/5)
[176116] ['4/7', '5/7', '3/4', '6/5', '3'] -> 3 / (4/7 - 5/7 * 3/4 / 6/5)
[176117] ['4/7', '3/5', '3/2', '7/2', '8'] -> 3/5 * 7/2 * (3/2 * 8 - 4/7)
[176118] ['2/5', '7/9', '7/5', '9/2', '6'] -> 9/2 + (6 + 7/5 / 7/9) / 2/5
[176119] ['4/5', '8/9', '8/7', '5/3', '4'] -> 4 / (4/5 / 8/7 - 8/9 / 5/3)
[176120] ['4/7', '4/5', '3/2', '7/2', '6'] -> 6 * (3/2 + 7/2 * 4/7 / 4/5)
[176121] ['6/7', '8/5', '7/4', '5/2', '3'] -> 6/7 / (5/2 / (3 - 8/5) - 7/4)
[176122] ['2/7', '6/5', '6/5', '6/5', '6'] -> 6/5 * (6 / 2/7 - 6/5 / 6/5)
[176123] ['3/4', '9/8', '6/5', '6/5', '5'] -> 5 / (6/5 / (3/4 * 6/5) - 9/8)
[176124] ['2/3', '2/3', '9/7', '2', '5/2'] -> (2/3 + 2/3) / (2 - 5/2 / 9/7)
[176125] ['4/7', '3/5', '3/2', '9/2', '8'] -> 8 / 4/7 + (3/2 + 9/2) / 3/5
[176126] ['3/8', '7/8', '8/7', '4/3', '7'] -> 8/7 + (4/3 + 7 / 3/8) / 7/8
[176127] ['5/7', '4/5', '7/8', '8/7', '9'] -> 9 / (7/8 - 5/7 * 4/5 / 8/7)
[176128] ['1/9', '1/4', '5/7', '7/4', '9'] -> (1/4 + 7/4 / 5/7) * (9 - 1/9)
[176129] ['2/7', '6/5', '6/5', '5/4', '6'] -> 5/4 * (6/5 + 6/5) + 6 / 2/7
[176130] ['6/7', '8/5', '7/4', '3', '9/2'] -> 8/5 * (6/7 * 7/4 + 3 * 9/2)
[176131] ['4/7', '3/5', '8/5', '8/5', '8'] -> 8/5 * (8 / 4/7 - (3/5 - 8/5))
[176132] ['6/7', '8/5', '9/5', '9/5', '3'] -> 9/5 / (8/5 / 6/7 - 9/5) - 3
[176133] ['2/5', '7/9', '3/2', '7/4', '6'] -> (2/5 + 6) * (3/2 + 7/4 / 7/9)
[176134] ['1/6', '5/6', '1', '6/5', '8/5'] -> (1 / 5/6 + 6/5 + 8/5) / 1/6
[176135] ['4/7', '4/5', '8/5', '9/5', '6'] -> 8/5 * 6 / (9/5 - 4/5 / 4/7)
[176136] ['3/8', '7/8', '8/7', '8/5', '7'] -> (8/7 + 8/5) * 7 * (3/8 + 7/8)
[176137] ['3/7', '5/9', '7/6', '3/2', '2'] -> 2 / (3/2 * (5/9 - 3/7 * 7/6))
[176138] ['3/4', '9/8', '6/5', '7/5', '5'] -> (5 + 6/5 / 3/4) / (7/5 - 9/8)
[176139] ['4/7', '5/7', '3/4', '7/4', '3'] -> (3 + 3/4 / 7/4) / (5/7 - 4/7)
[176140] ['3/7', '3/7', '1', '7/2', '9/2'] -> 7/2 * (3/7 + 9/2 * (3/7 + 1))
[176141] ['5/7', '4/5', '7/8', '4/3', '9'] -> 9 / (5/7 * 4/5) / (7/8 / 4/3)
[176142] ['6/7', '8/5', '9/5', '7/3', '3'] -> 8/5 * 3 / (6/7 * 7/3 - 9/5)
[176143] ['4/7', '4/5', '8/5', '5/2', '6'] -> 5/2 * (4/5 + 6 + 8/5 / 4/7)
[176144] ['3/4', '9/8', '6/5', '3/2', '5'] -> 6/5 * 3/2 * 5 / (9/8 - 3/4)
[176145] ['2/3', '2/3', '4/3', '8/5', '2'] -> 2 / (2/3 / 4/3 - 2/3 / 8/5)
[176146] ['3/7', '4/9', '4/9', '4/9', '1'] -> (4/9 + 4/9) / (4/9 / 3/7 - 1)
[176147] ['2/7', '6/5', '6/5', '9/5', '6'] -> (9/5 + 6/5 + 6/5) * (6 - 2/7)
[176148] ['4/7', '5/7', '3/4', '5/2', '3'] -> 3 / 5/2 / (4/7 / 5/7 - 3/4)
[176149] ['4/7', '4/5', '5/3', '5/3', '6'] -> 6 * (5/3 + 5/3 / (4/7 / 4/5))
[176150] ['3/7', '4/9', '4/9', '1/2', '1'] -> 4/9 / 1/2 / (4/9 / 3/7 - 1)
[176151] ['2/7', '6/5', '6/5', '7/3', '6'] -> 6/5 + (6 + 6/5 / 7/3) / 2/7
[176152] ['4/7', '4/5', '5/3', '7/4', '6'] -> 5/3 * 7/4 * 6 * (4/7 + 4/5)
[176153] ['3/4', '9/8', '6/5', '7/4', '5'] -> 6/5 * 5 / (7/4 - 9/8 / 3/4)
[176154] ['1/4', '2/3', '9/8', '9/7', '7'] -> 7 * (9/8 + (1/4 + 9/7) / 2/3)
[176155] ['6/7', '8/5', '9/5', '3', '7/2'] -> (6/7 + 8/5) * 3 * 7/2 - 9/5
[176156] ['1/6', '5/6', '1', '6/5', '9/2'] -> (9/2 - 1) / (1/6 * 5/6) - 6/5
[176157] ['3/7', '5/9', '7/6', '2', '9/4'] -> 2 / (5/9 + 9/4 - 7/6 / 3/7)
[176158] ['5/7', '4/5', '7/8', '7/4', '9'] -> 9 / 5/7 / (4/5 * 7/4 - 7/8)
[176159] ['4/7', '3/5', '5/3', '9/5', '8'] -> (4/7 + 8) * (9/5 + 3/5 * 5/3)
[176160] ['2/7', '6/5', '6/5', '8/3', '6'] -> 8/3 * (6/5 / 2/7 - (6/5 - 6))
[176161] ['1/4', '2/3', '9/8', '7/5', '7'] -> 7 / (7/5 * (9/8 - (1/4 + 2/3)))
[176162] ['5/7', '4/5', '7/8', '9/5', '9'] -> 9 / (9/5 - (4/5 + 5/7 * 7/8))
[176163] ['2/3', '2/3', '4/3', '2', '5/2'] -> 4/3 / (5/2 - (2 + 2/3 * 2/3))
[176164] ['3/4', '9/8', '6/5', '9/5', '5'] -> 9/5 / (3/4 / 5 + 9/8 - 6/5)
[176165] ['1/9', '1/4', '3/4', '8/7', '9'] -> 8/7 * (3/4 + 9 / (1/9 / 1/4))
[176166] ['3/8', '7/8', '7/6', '8/5', '7'] -> 7 / (7/8 / (3/8 * 8/5) - 7/6)
[176167] ['4/5', '8/9', '7/6', '6/5', '4'] -> 4 / (6/5 / (4/5 / 8/9) - 7/6)
[176168] ['1/4', '2/3', '9/8', '8/5', '7'] -> 8/5 * (9/8 / 1/4 + 7 / 2/3)
[176169] ['4/7', '3/5', '5/3', '9/4', '8'] -> (5/3 + 8 / 3/5) / 4/7 - 9/4
[176170] ['2/7', '6/5', '5/4', '4/3', '6'] -> 4/3 * (6/5 + 6 / (2/7 * 5/4))
[176171] ['3/7', '5/9', '7/6', '2', '8/3'] -> 8/3 / (2 * (5/9 - 3/7 * 7/6))
[176172] ['1/9', '1/4', '3/4', '9/7', '9'] -> (1/9 + 3/4 / 1/4) * (9 - 9/7)
[176173] ['1/6', '5/6', '1', '5/4', '9/5'] -> 1 / 1/6 / (5/6 * 9/5 - 5/4)
[176174] ['4/7', '3/5', '5/3', '5/2', '8'] -> 5/3 / 5/2 + 8 / (4/7 * 3/5)
[176175] ['1/4', '2/3', '9/8', '9/5', '7'] -> 7 / (1/4 + 2/3 - 9/8 / 9/5)
[176176] ['4/7', '4/5', '5/3', '5/2', '6'] -> 5/3 * (5/2 + (4/5 + 6) / 4/7)
[176177] ['3/4', '9/8', '6/5', '7/2', '5'] -> 5 * (6/5 * (9/8 + 7/2) - 3/4)
[176178] ['4/7', '3/5', '5/3', '8/3', '8'] -> 8/3 * (3/5 + 8 / (4/7 * 5/3))
[176179] ['3/4', '9/8', '5/4', '9/7', '5'] -> 5 / ((3/4 + 9/8) / 9/7 - 5/4)
[176180] ['1/4', '2/3', '8/7', '8/7', '7'] -> 8/7 * 7 / (2/3 / 8/7 - 1/4)
[176181] ['2/3', '2/3', '7/5', '7/4', '2'] -> 2 / (2/3 + 2/3 - 7/4 / 7/5)
[176182] ['1/9', '1/4', '3/4', '8/5', '9'] -> (9 + 1/4 / 1/9) / (3/4 / 8/5)
[176183] ['2/5', '7/9', '5/3', '5/3', '6'] -> (6 - 2/5) / (7/9 / (5/3 + 5/3))
[176184] ['4/7', '3/5', '5/3', '7/2', '8'] -> 8 * (4/7 * 7/2 + 3/5 * 5/3)
[176185] ['5/7', '4/5', '7/8', '7/2', '9'] -> 9 / (4/5 - 5/7) / (7/8 + 7/2)
[176186] ['3/7', '5/9', '6/5', '6/5', '2'] -> (6/5 + 2) / (5/9 - 3/7) - 6/5
[176187] ['4/7', '4/5', '5/3', '7/2', '6'] -> (4/5 + 4/7 / 5/3) * 7/2 * 6
[176188] ['2/3', '2/3', '7/5', '9/5', '2'] -> (2/3 + 2) / (7/5 / 9/5 - 2/3)
[176189] ['2/5', '7/9', '5/3', '7/4', '6'] -> 7/4 * (2/5 + 6) / (7/9 / 5/3)
[176190] ['2/7', '6/5', '5/4', '7/3', '6'] -> (6 - 6/5 / 7/3) / (2/7 / 5/4)
[176191] ['1/4', '2/3', '8/7', '6/5', '7'] -> (7 * 8/7 / 6/5 - 2/3) / 1/4
[176192] ['4/7', '4/5', '5/3', '9/2', '6'] -> 5/3 * (4/7 + 4/5) * (9/2 + 6)
[176193] ['4/7', '3/5', '7/4', '7/4', '8'] -> (4/7 + 8) * (7/4 + 3/5 * 7/4)
[176194] ['3/8', '7/8', '6/5', '3/2', '7'] -> (3/2 + 7) / (7/8 / 6/5 - 3/8)
[176195] ['2/5', '7/9', '5/3', '9/4', '6'] -> 6 / (9/4 * (7/9 - 2/5 * 5/3))
[176196] ['2/7', '6/5', '5/4', '5/2', '6'] -> 5/4 * (6/5 / 2/7 + 5/2 * 6)
[176197] ['3/4', '9/8', '5/4', '9/5', '5'] -> 5 / (5/4 - (3/4 + 9/8) / 9/5)
[176198] ['5/7', '4/5', '8/9', '8/9', '9'] -> (8/9 + 8/9 / 5/7) / (4/5 / 9)
[176199] ['4/7', '4/5', '7/4', '7/4', '6'] -> 6 / 4/7 / (7/4 / 4/5 - 7/4)
[176200] ['6/7', '8/5', '7/3', '3', '9/2'] -> 7/3 * 6/7 * 8/5 * (3 + 9/2)
[176201] ['3/7', '4/9', '4/9', '8/9', '1'] -> 8/9 * (4/9 / (4/9 - 3/7) - 1)
[176202] ['4/7', '5/7', '7/9', '3/2', '3'] -> 4/7 / 3 / (3/2 - (5/7 + 7/9))
[176203] ['2/7', '6/5', '5/4', '8/3', '6'] -> 8/3 * (6/5 / 2/7 + 6 / 5/4)
[176204] ['1/9', '1/4', '7/9', '6/7', '9'] -> 9 / (7/9 - (1/9 + 1/4 / 6/7))
[176205] ['3/8', '7/8', '6/5', '7/4', '7'] -> (7 + 7/8 / 7/4) / (3/8 / 6/5)
[176206] ['4/7', '5/7', '7/9', '8/5', '3'] -> 8/5 / 3 / (4/7 / 5/7 - 7/9)
[176207] ['6/7', '8/5', '5/2', '5/2', '3'] -> 8/5 * 5/2 * (5/2 + 3 / 6/7)
[176208] ['2/5', '7/9', '5/3', '8/3', '6'] -> 8/3 / ((7/9 + 5/3) / 2/5 - 6)
[176209] ['3/7', '4/9', '4/9', '1', '9/8'] -> (4/9 / (4/9 - 3/7) - 1) / 9/8
[176210] ['4/7', '3/5', '7/4', '7/2', '8'] -> 8 / (4/7 * (7/2 - 7/4 / 3/5))
[176211] ['1/6', '5/6', '1', '9/7', '7/4'] -> 7/4 * (1 + (5/6 + 9/7) / 1/6)
[176212] ['4/7', '4/5', '7/4', '9/4', '6'] -> 6 / (7/4 / 4/7 - 9/4 / 4/5)
[176213] ['2/7', '6/5', '9/7', '9/7', '6'] -> 6/5 * (6 / 2/7 - 9/7 / 9/7)
[176214] ['1/4', '2/3', '8/7', '5/3', '7'] -> (7 - 2/3 / 8/7) / 1/4 - 5/3
[176215] ['2/5', '7/9', '7/4', '7/4', '6'] -> 6 / (2/5 / 7/4) - 7/4 / 7/9
[176216] ['3/4', '9/8', '5/4', '7/2', '5'] -> 5/4 + 7/2 * (5 + 9/8 / 3/4)
[176217] ['2/3', '2/3', '3/2', '3/2', '2'] -> 2 / (3/2 / 2/3 - (2/3 + 3/2))
[176218] ['6/7', '8/5', '5/2', '3', '7/2'] -> 8/5 * 5/2 * (3 + 6/7 * 7/2)
[176219] ['3/8', '7/8', '6/5', '7/3', '7'] -> (7/3 + 7 / (7/8 * 6/5)) / 3/8
[176220] ['4/7', '3/5', '9/5', '9/5', '8'] -> 3/5 - 9/5 + 8 / (4/7 / 9/5)
[176221] ['1/4', '2/3', '8/7', '9/5', '7'] -> (8/7 - 2/3) * 7 / (1/4 / 9/5)
[176222] ['1/9', '1/4', '7/9', '6/5', '9'] -> (9 - 7/9) / (1/4 + 1/9 / 6/5)
[176223] ['1/6', '5/6', '1', '9/7', '9/4'] -> 9/7 * ((1 + 9/4) / 1/6 - 5/6)
[176224] ['3/7', '5/9', '6/5', '7/4', '2'] -> 2 / (3/7 * 7/4 - 5/9 * 6/5)
[176225] ['4/5', '8/9', '6/5', '5/4', '4'] -> 4 / (6/5 * (5/4 - 8/9 / 4/5))
[176226] ['3/8', '7/8', '6/5', '8/3', '7'] -> 6/5 * 8/3 * (7 - (3/8 - 7/8))
[176227] ['1/4', '2/3', '8/7', '5/2', '7'] -> 7 * (5/2 + 2/3 * (1/4 + 8/7))
[176228] ['2/7', '6/5', '9/7', '7/4', '6'] -> 9/7 / (7/4 / 6 - 2/7 / 6/5)
[176229] ['3/4', '9/8', '9/7', '7/5', '5'] -> 9/7 * 7/5 * 5 / (9/8 - 3/4)
[176230] ['2/5', '7/9', '7/4', '7/3', '6'] -> 7/3 / (7/9 - 2/5 * 7/4) - 6
[176231] ['4/7', '3/5', '9/5', '5/2', '8'] -> 8 / (9/5 / (5/2 - 4/7) - 3/5)
[176232] ['1/6', '5/6', '1', '9/7', '7/3'] -> 1 + (5/6 + 9/7 * 7/3) / 1/6
[176233] ['2/3', '2/3', '3/2', '2', '5/2'] -> 5/2 / (2/3 - 3/2 / (2/3 + 2))
[176234] ['4/7', '4/5', '7/4', '9/2', '6'] -> 9/2 / 4/5 + 6 / (4/7 / 7/4)
[176235] ['1/9', '1/4', '7/9', '7/5', '9'] -> (1/9 + 7/9 / 7/5) / (1/4 / 9)
[176236] ['1/4', '2/3', '7/6', '6/5', '7'] -> 7 / (7/6 - (2/3 + 1/4 / 6/5))
[176237] ['6/7', '8/5', '8/3', '3', '9/2'] -> 3 / 6/7 / (9/2 / 8/5 - 8/3)
[176238] ['2/3', '2/3', '3/2', '2', '7/2'] -> 2 / (2/3 * 7/2 - 3/2 / 2/3)
[176239] ['4/7', '5/7', '7/9', '3', '7/2'] -> (3 + 5/7 / 7/9) / (4/7 / 7/2)
[176240] ['5/7', '4/5', '8/9', '3/2', '9'] -> 9 * (4/5 + 3/2 / (5/7 / 8/9))
[176241] ['4/5', '8/9', '6/5', '8/5', '4'] -> 8/5 * 4 / (8/9 * 6/5 - 4/5)
[176242] ['1/9', '1/4', '7/9', '3/2', '9'] -> 9 / (7/9 - 1/4 * (1/9 + 3/2))
[176243] ['1/6', '5/6', '1', '9/7', '8/3'] -> 8/3 / (1/6 - 5/6 + 1 / 9/7)
[176244] ['2/3', '2/3', '3/2', '2', '9/2'] -> (3/2 + 9/2) / (2/3 / (2/3 + 2))
