[310276] ['1/3', '3/5', '2/3', '5/7', '9'] -> (9 / 5/7 - 3/5) / (1/3 / 2/3)
[317940] ['1/7', '7/9', '5/4', '5/4', '2'] -> (2 + 5/4 / 7/9) / 1/7 - 5/4
[317941] ['1/8', '1/6', '1', '8/5', '7/2'] -> (1 / 8/5 - (1/8 - 7/2)) / 1/6
[317942] ['1/3', '3/7', '4/7', '4/7', '1'] -> 1 / (3/7 / (4/7 + 4/7) - 1/3)
[317943] ['4/9', '3/4', '4/5', '5/6', '9'] -> (4/5 + 9 / 3/4) / (4/9 / 5/6)
[317944] ['3/7', '7/4', '9/4', '7/3', '5'] -> (7/4 + 9/4) * (5 + 3/7 * 7/3)
[317945] ['1/8', '1/6', '1', '5/3', '9/5'] -> (1 / 1/6 - 5/3 * 9/5) / 1/8
[317946] ['3/7', '7/4', '9/4', '5/2', '5'] -> (5/2 + 7/4 * 5) / 3/7 - 9/4
[317947] ['6/7', '9/4', '9/4', '8/3', '7'] -> 9/4 / 7 / (6/7 - 9/4 / 8/3)
[317948] ['1/7', '9/7', '7/3', '5/2', '8'] -> 1/7 / (5/2 - (7/3 + 9/7 / 8))
[317949] ['4/7', '3/5', '7/6', '7/2', '7'] -> 4/7 * (7/6 + 7 / (3/5 / 7/2))
[317950] ['1/3', '6/5', '6/5', '6/5', '9'] -> (6/5 * 9 - 6/5) / (1/3 * 6/5)
[317951] ['5/9', '9/7', '7/4', '2', '7/3'] -> 2 / (7/4 - 7/3 * 5/9 * 9/7)
[317952] ['4/9', '3/4', '4/5', '8/9', '9'] -> (3/4 + 9 / 4/5) / (4/9 / 8/9)
[317953] ['3/7', '7/4', '9/4', '7/2', '5'] -> 7/2 * (3/7 + 5 / (7/4 / 9/4))
[317954] ['1/5', '4/9', '8/3', '8/3', '3'] -> 8/3 * (3 / 1/5 - 8/3 / 4/9)
[317955] ['1/7', '9/7', '5/2', '5/2', '8'] -> 8 + (9/7 + 5/2 / 5/2) / 1/7
[317956] ['6/7', '9/4', '5/2', '5/2', '7'] -> 6/7 * 7 * (5/2 * 5/2 - 9/4)
[317957] ['4/9', '3/4', '4/5', '9/8', '9'] -> (3/4 + 9 / 4/5) / (4/9 * 9/8)
[317958] ['1/8', '2/7', '1/2', '5/8', '8'] -> (1/8 + 1/2 / 2/7) / (5/8 / 8)
[317959] ['4/7', '3/5', '6/5', '6/5', '7'] -> 7 * ((6/5 + 6/5) / 3/5 - 4/7)
[317960] ['3/7', '7/4', '7/3', '7/3', '5'] -> (7/3 + 5 / 3/7) / (7/3 - 7/4)
[317961] ['1/3', '3/7', '4/7', '8/9', '1'] -> 3/7 / ((1/3 + 4/7) / 8/9 - 1)
[317962] ['1/8', '1/6', '1', '9/5', '8/3'] -> 1 / 9/5 / (1/8 * 1/6) - 8/3
[317963] ['1/7', '4/3', '4/3', '4/3', '8'] -> 8 / (1/7 * (4/3 + 4/3 / 4/3))
[317964] ['1/8', '2/7', '1/2', '7/9', '8'] -> 7/9 / (1/8 / 1/2) * (8 - 2/7)
[317965] ['7/9', '4/5', '1', '5/3', '8/3'] -> 8/3 / ((5/3 - 7/9) / 4/5 - 1)
[317966] ['1/3', '3/7', '4/7', '1', '9/7'] -> (9/7 / (4/7 - 3/7) - 1) / 1/3
[317967] ['1/7', '4/3', '4/3', '8/5', '8'] -> 8/5 * (8 + 4/3 / (1/7 * 4/3))
[317968] ['4/7', '3/5', '6/5', '7/5', '7'] -> 6/5 * 7 / (7/5 - 3/5 / 4/7)
[317969] ['4/9', '3/4', '4/5', '9/7', '9'] -> (9 / 4/5 - 3/4 / 9/7) / 4/9
[317970] ['6/7', '9/4', '7/2', '7/2', '7'] -> 6/7 * (9/4 * 7 + 7/2 * 7/2)
[317971] ['1/3', '3/8', '4/9', '5/7', '5'] -> 5 / (1/3 + 4/9) / (3/8 * 5/7)
[317972] ['1/7', '4/3', '4/3', '5/3', '8'] -> 4/3 + 4/3 / 1/7 + 5/3 * 8
[317973] ['1/5', '1/2', '1/2', '1/2', '3'] -> ((3 - 1/2) / 1/5 - 1/2) / 1/2
[317974] ['4/7', '3/5', '6/5', '3/2', '7'] -> (6/5 + 4/7 * 3/2) / (3/5 / 7)
[317975] ['6/7', '7/3', '7/3', '7/3', '7'] -> (7/3 + 7) / (7/3 / 6/7 - 7/3)
[317976] ['1/3', '3/8', '4/9', '4/5', '5'] -> 4/5 * 5 / (1/3 - 3/8 * 4/9)
[317977] ['3/7', '7/4', '5/2', '7/2', '5'] -> 7/2 * (3/7 + 5 + 5/2 / 7/4)
[317978] ['1/3', '6/5', '9/7', '9/7', '9'] -> 6/5 / 9/7 * (9 / 1/3 - 9/7)
[317979] ['1/7', '7/9', '9/7', '9/7', '2'] -> 7/9 * 9/7 + (9/7 + 2) / 1/7
[317980] ['1/8', '2/7', '1/2', '4/3', '8'] -> (1/2 / 1/8 + 8 / 2/7) / 4/3
[317981] ['1/3', '3/8', '4/9', '5/6', '5'] -> 5 / (1/3 * 5/6 + 3/8 - 4/9)
[317982] ['1/7', '4/3', '4/3', '9/4', '8'] -> 9/4 * ((4/3 + 4/3) / 1/7 - 8)
[317983] ['6/7', '7/3', '5/2', '5/2', '7'] -> 6/7 * 7/3 * (7 + 5/2 + 5/2)
[317984] ['1/3', '3/8', '4/9', '6/7', '5'] -> 6/7 / (3/8 * 4/9) * (5 - 1/3)
[317985] ['1/8', '1/5', '1/5', '3/7', '1'] -> (1/5 + (1/5 + 1) / 3/7) / 1/8
[317986] ['1/8', '2/7', '1/2', '8/5', '8'] -> (1/8 + 1/2 / 2/7) * 8/5 * 8
[317987] ['1/3', '3/7', '4/7', '1', '9/4'] -> (1 + 4/7 * 9/4) / (3/7 - 1/3)
[317988] ['1/5', '1/2', '1/2', '7/8', '3'] -> 3 / (1/5 * (7/8 - 1/2 * 1/2))
[317989] ['6/7', '7/3', '8/3', '9/2', '7'] -> 9/2 * (6/7 * (7/3 + 7) - 8/3)
[317990] ['4/7', '3/5', '6/5', '9/4', '7'] -> (7 - 3/5) / (4/7 / 9/4) - 6/5
[317991] ['1/7', '7/9', '9/7', '3/2', '2'] -> (9/7 / 3/2 + 2 / 7/9) / 1/7
[317992] ['7/9', '4/5', '1', '7/4', '8/3'] -> 8/3 / (7/9 * 7/4 - 1 / 4/5)
[317993] ['4/9', '3/4', '4/5', '9/2', '9'] -> 4/9 * 9/2 * (3/4 + 9 / 4/5)
[317994] ['1/3', '3/8', '4/9', '6/5', '5'] -> 5 / (1/3 / 6/5 + 3/8 - 4/9)
[317995] ['1/5', '1/2', '1/2', '9/8', '3'] -> 3 / (1/2 / (1/5 / 1/2) - 9/8)
[317996] ['4/7', '3/5', '6/5', '7/3', '7'] -> (4/7 + 6/5 / 3/5) * (7/3 + 7)
[317997] ['1/7', '7/9', '9/7', '8/5', '2'] -> 8/5 * (7/9 * 9/7 + 2 / 1/7)
[317998] ['1/7', '4/3', '7/5', '3/2', '8'] -> (1/7 + 4/3 * 3/2) * 7/5 * 8
[317999] ['1/3', '3/8', '4/9', '5/4', '5'] -> 5 / (5/4 * (1/3 - 3/8 * 4/9))
[318000] ['1/8', '1/5', '1/5', '5/7', '1'] -> 1/5 / (1/8 - 1/5 / (5/7 + 1))
[318001] ['4/7', '3/5', '6/5', '5/2', '7'] -> 7 * (4/7 * 5/2 + 6/5 / 3/5)
[318002] ['1/8', '2/7', '1/2', '7/3', '8'] -> 1/2 / 1/8 / (7/3 / 2/7 - 8)
[318003] ['1/3', '3/7', '4/7', '1', '7/2'] -> 4/7 / (1/3 * (7/2 - 3/7) - 1)
[318004] ['1/7', '4/3', '7/5', '5/3', '8'] -> (4/3 + 8) * 5/3 * (1/7 + 7/5)
[318005] ['1/3', '6/5', '9/7', '7/2', '9'] -> 9 / (9/7 / 1/3 - 7/2) - 6/5
[318006] ['1/7', '7/9', '9/7', '7/4', '2'] -> 2 / 1/7 / (7/4 / 9/7 - 7/9)
[318007] ['1/3', '3/8', '4/9', '9/7', '5'] -> 5 / (1/3 / 4/9 / 9/7 - 3/8)
[318008] ['4/7', '3/5', '6/5', '8/3', '7'] -> (3/5 + 4/7 * 6/5) * 8/3 * 7
[318009] ['3/7', '9/5', '9/5', '8/3', '5'] -> 9/5 * (8/3 + 5 / 3/7) - 9/5
[318010] ['7/9', '4/5', '1', '9/5', '9/5'] -> (1 / (4/5 - 7/9) - 9/5) / 9/5
[318011] ['5/9', '9/7', '2', '9/4', '7/2'] -> 2 / (5/9 + 9/4 - 7/2 / 9/7)
[318012] ['1/3', '6/5', '4/3', '4/3', '9'] -> 6/5 * 4/3 * 9 * (1/3 + 4/3)
[318013] ['1/7', '4/3', '7/5', '7/4', '8'] -> (7/4 - 1/7) * 8 * 4/3 * 7/5
[318014] ['1/3', '3/8', '4/9', '7/5', '5'] -> 5 / (1/3 + 4/9) / (3/8 / 7/5)
[318015] ['1/7', '7/9', '9/7', '9/5', '2'] -> (7/9 + 9/7) / (1/7 / 9/5) - 2
[318016] ['6/7', '5/2', '9/2', '9/2', '7'] -> 9/2 + 9/2 + 7 * 6/7 * 5/2
[318017] ['1/5', '1/2', '1/2', '4/3', '3'] -> 4/3 * (1/2 + (1/2 + 3) / 1/5)
[318018] ['1/7', '4/3', '7/5', '9/4', '8'] -> 7/5 * 8 * (9/4 - 1/7 / 4/3)
[318019] ['1/8', '2/7', '5/9', '5/9', '8'] -> (5/9 + 2/7 * (5/9 + 8)) / 1/8
[318020] ['1/3', '6/5', '4/3', '9/4', '9'] -> 6/5 * (9/4 * 9 - 1/3 / 4/3)
[318021] ['1/3', '3/8', '4/9', '8/5', '5'] -> (8/5 + 1/3 / 5) / (4/9 - 3/8)
[318022] ['6/7', '8/3', '8/3', '8/3', '7'] -> 7 * (8/3 * 6/7 * 8/3 - 8/3)
[318023] ['1/7', '7/9', '9/7', '2', '9/4'] -> 2 + 9/4 * (7/9 + 9/7 / 1/7)
[318024] ['1/8', '1/5', '1/5', '1', '8/7'] -> (1/5 + 1) / (1/5 / 8/7 - 1/8)
[318025] ['1/7', '4/3', '7/5', '5/2', '8'] -> 8 / (4/3 / 5/2 - 1/7 * 7/5)
[318026] ['7/9', '4/5', '1', '9/5', '8/3'] -> 4/5 / (1 - (7/9 + 9/5) / 8/3)
[318027] ['4/9', '3/4', '5/6', '9/5', '9'] -> 5/6 * (9/5 + 9 / (4/9 * 3/4))
[318028] ['5/9', '9/7', '2', '7/3', '5/2'] -> 7/3 * (9/7 + 5/2 / (5/9 / 2))
[318029] ['1/8', '2/7', '5/9', '4/7', '8'] -> 8 * (4/7 / (2/7 - 1/8) - 5/9)
[318030] ['4/7', '3/5', '5/4', '4/3', '7'] -> 5/4 + (4/3 + 7 / 3/5) / 4/7
[318031] ['1/3', '3/8', '4/9', '7/4', '5'] -> 4/9 / (1/3 * 3/8) * (7/4 + 5)
[318032] ['6/7', '8/3', '8/3', '9/2', '7'] -> 6/7 * (8/3 * (9/2 + 7) - 8/3)
[318033] ['5/9', '9/7', '2', '7/3', '7/2'] -> (2 * 7/2 - 9/7) / (5/9 / 7/3)
[318034] ['1/7', '4/3', '7/5', '7/2', '8'] -> 8 / 7/5 / (4/3 / 7/2 - 1/7)
[318035] ['1/5', '1/2', '1/2', '8/3', '3'] -> (1/2 + 1/2 / 1/5) * 8/3 * 3
[318036] ['1/3', '6/5', '7/5', '7/4', '9'] -> (9 + 7/5 / 1/3) / (7/4 - 6/5)
[318037] ['5/9', '9/7', '2', '7/3', '9/2'] -> 7/3 * (2 + 9/2 * (5/9 + 9/7))
[318038] ['1/7', '7/9', '9/7', '2', '7/2'] -> 7/2 / 1/7 - 7/9 * 9/7 / 2
[318039] ['4/7', '3/5', '5/4', '3/2', '7'] -> 3/2 + (5/4 + 7 / 4/7) / 3/5
[318040] ['4/9', '3/4', '6/7', '8/9', '9'] -> 9 / (3/4 / 6/7 - 4/9 / 8/9)
[318041] ['3/7', '9/5', '9/4', '7/2', '5'] -> 9/5 / 7/2 / (9/4 / 5 - 3/7)
[318042] ['1/8', '2/7', '5/9', '2/3', '8'] -> (8 + 2/3 / 2/7) / (5/9 - 1/8)
[318043] ['6/7', '9/2', '9/2', '9/2', '7'] -> 6/7 + 9/2 * (9/2 + 9/2 / 7)
[318044] ['1/7', '7/9', '9/7', '2', '9/2'] -> 7/9 * (9/2 / 1/7 - 9/7 / 2)
[318045] ['1/7', '4/3', '3/2', '8/5', '8'] -> 8 / (1/7 * (3/2 + 4/3 / 8/5))
[318046] ['4/7', '3/5', '5/4', '8/5', '7'] -> (8/5 + 4/7 / 5/4) / (3/5 / 7)
[318047] ['1/3', '3/8', '1/2', '4/5', '5'] -> 5 * (4/5 + 1/2 / (1/3 * 3/8))
[318048] ['1/8', '1/5', '1/5', '1', '7/3'] -> (1/5 + 7/3 * (1/5 + 1)) / 1/8
[318049] ['1/3', '3/8', '1/2', '6/7', '5'] -> 1/2 * 5 / (3/8 / 6/7 - 1/3)
[318050] ['3/7', '9/5', '7/3', '5/2', '5'] -> 7/3 * (9/5 - 3/7) * (5/2 + 5)
[318051] ['1/5', '1/2', '5/9', '3/4', '3'] -> 3 / (1/2 - 1/5) / (5/9 * 3/4)
[318052] ['1/7', '4/3', '3/2', '7/3', '8'] -> (3/2 - 1/7) * 7/3 * 8 - 4/3
[318053] ['4/7', '3/5', '5/4', '9/4', '7'] -> 4/7 * 7 / (9/4 - 5/4 / 3/5)
[318054] ['1/3', '3/7', '3/5', '1', '8/7'] -> 8/7 / (1/3 - 1 + 3/7 / 3/5)
[318055] ['5/9', '9/7', '2', '8/3', '7/2'] -> 8/3 / (5/9 - 2 / (9/7 * 7/2))
[318056] ['1/3', '6/5', '7/4', '7/4', '9'] -> 6/5 * ((9 - 7/4) / 1/3 - 7/4)
[318057] ['1/7', '4/3', '3/2', '5/2', '8'] -> 8 / (1/7 * (5/2 + 4/3 - 3/2))
[318058] ['7/8', '7/8', '7/8', '4/3', '7'] -> 7 / (7/8 * (4/3 - 7/8 / 7/8))
[318059] ['7/9', '4/5', '1', '7/3', '8/3'] -> 8/3 / (7/3 - (7/9 + 1) / 4/5)
[318060] ['3/7', '9/5', '5/2', '5/2', '5'] -> 9/5 * (5/2 / 3/7 + 5/2 + 5)
[318061] ['7/9', '4/5', '1', '7/3', '7/2'] -> 7/3 / 7/2 / (1 - 7/9 / 4/5)
[318062] ['4/7', '3/5', '5/4', '8/3', '7'] -> 7 * (8/3 + 4/7 / 3/5 / 5/4)
[318063] ['7/8', '7/8', '7/8', '3/2', '7'] -> 7 / ((7/8 + 7/8) / 3/2 - 7/8)
[318064] ['1/7', '4/3', '3/2', '9/2', '8'] -> 9/2 / 1/7 - (3/2 + 8 / 4/3)
[318065] ['1/3', '3/8', '5/9', '5/9', '5'] -> 5 / 1/3 / (5/9 / 5/9 - 3/8)
[318066] ['7/8', '7/8', '7/8', '8/5', '7'] -> (7/8 + 7) / (7/8 - 7/8 / 8/5)
[318067] ['4/7', '3/5', '5/4', '7/2', '7'] -> 7/2 * (4/7 / 5/4 - (3/5 - 7))
[318068] ['7/8', '7/8', '7/8', '5/3', '7'] -> 7 / (7/8 + 7/8 - 7/8 * 5/3)
[318069] ['4/7', '3/5', '5/4', '9/2', '7'] -> 7 * 4/7 / 3/5 / (5/4 / 9/2)
[318070] ['3/7', '9/5', '8/3', '8/3', '5'] -> 8/3 * (8/3 / 3/7 + 5 / 9/5)
[318071] ['5/9', '4/3', '4/3', '7/5', '2'] -> 4/3 / 5/9 / (2 / 4/3 - 7/5)
[318072] ['7/8', '7/8', '7/8', '7/4', '7'] -> (7/8 + 7/4) * 7 / (7/8 * 7/8)
[318073] ['1/8', '2/7', '5/9', '8/7', '8'] -> 5/9 / (8/7 / (8 - 2/7) - 1/8)
[318074] ['1/7', '4/3', '8/5', '9/4', '8'] -> 8 / (8/5 * 1/7 * 4/3) - 9/4
[318075] ['4/7', '3/5', '9/7', '9/7', '7'] -> (7 / (3/5 / 9/7) - 9/7) / 4/7
[318076] ['7/9', '4/5', '1', '5/2', '9/2'] -> 5/2 / 9/2 / (4/5 - 7/9) - 1
[318077] ['1/7', '7/9', '7/5', '8/5', '2'] -> 8/5 / (1/7 * 7/9) / (2 - 7/5)
[318078] ['1/5', '1/2', '5/9', '6/5', '3'] -> (3 / 5/9 - 1/2 * 6/5) / 1/5
[318079] ['4/9', '3/4', '6/7', '9/4', '9'] -> 6/7 * 9/4 * (4/9 + 9 / 3/4)
[318080] ['3/7', '9/5', '8/3', '7/2', '5'] -> 9/5 * (7/2 * (5 - 3/7) - 8/3)
[318081] ['7/8', '7/8', '7/8', '9/4', '7'] -> (7 * (7/8 + 9/4) - 7/8) / 7/8
[318082] ['1/3', '3/8', '5/9', '6/7', '5'] -> 5 / (1/3 / 6/7 + 3/8 - 5/9)
[318083] ['5/9', '4/3', '4/3', '7/4', '2'] -> (4/3 + 2) / (5/9 + 4/3 - 7/4)
[318084] ['1/3', '3/7', '3/5', '1', '8/5'] -> 8/5 / (3/5 / 3/7 - (1/3 + 1))
[318085] ['4/9', '3/4', '6/7', '5/2', '9'] -> (9 / 6/7 - 5/2) / (4/9 * 3/4)
[318086] ['1/5', '1/2', '5/9', '5/4', '3'] -> (5/9 + 3) * (1/2 + 5/4 / 1/5)
[318087] ['7/8', '7/8', '7/8', '5/2', '7'] -> (7/8 + 5/2 * 7) / (7/8 * 7/8)
[318088] ['4/7', '3/5', '9/7', '7/5', '7'] -> (7/5 + 7 * (4/7 + 9/7)) / 3/5
[318089] ['5/9', '4/3', '4/3', '9/5', '2'] -> (4/3 + 4/3) / (5/9 * (2 - 9/5))
[318090] ['1/3', '3/8', '5/9', '8/7', '5'] -> 3/8 + 5 / (8/7 * 1/3 * 5/9)
[318091] ['5/9', '4/3', '4/3', '2', '9/4'] -> 2 / (5/9 - 9/4 + 4/3 * 4/3)
[318092] ['3/7', '9/4', '9/4', '9/4', '5'] -> 9/4 * (5 / 3/7 - 9/4 / 9/4)
[318093] ['1/8', '1/5', '2/9', '4/5', '1'] -> 4/5 / (1/8 * 2/9) / (1/5 + 1)
[318094] ['1/7', '7/9', '7/5', '9/5', '2'] -> (7/5 + 9/5 / 7/9) / 1/7 - 2
[318095] ['1/3', '3/7', '3/5', '1', '9/5'] -> (1 + 9/5 / (3/7 * 3/5)) / 1/3
[318096] ['1/3', '3/8', '5/9', '7/6', '5'] -> 5 / (1/3 * 7/6 + 3/8 - 5/9)
[318097] ['1/3', '6/5', '7/3', '7/3', '9'] -> (1/3 + 9) / (7/3 - 7/3 / 6/5)
[318098] ['4/7', '3/5', '9/7', '5/3', '7'] -> 5/3 / (4/7 / 9/7) * (7 - 3/5)
[318099] ['1/8', '1/5', '2/9', '5/6', '1'] -> 5/6 / (1/8 * 2/9) * (1 - 1/5)
[318100] ['4/7', '3/5', '9/7', '7/4', '7'] -> 9/7 * (7 / (4/7 * 3/5) - 7/4)
[318101] ['3/7', '9/4', '9/4', '8/3', '5'] -> 9/4 * 8/3 / (9/4 / 3/7 - 5)
[318102] ['1/3', '3/8', '5/9', '7/5', '5'] -> 5 / (3/8 / 5/9 - 1/3 * 7/5)
[318103] ['1/5', '1/2', '5/9', '9/5', '3'] -> (9/5 + 3 / 5/9) / (1/2 - 1/5)
[318104] ['5/9', '4/3', '7/5', '7/5', '2'] -> 4/3 / (5/9 - 7/5 / 7/5 / 2)
[318105] ['4/7', '3/5', '9/7', '7/3', '7'] -> 7/3 + (4/7 + 9/7) / (3/5 / 7)
[318106] ['7/8', '7/8', '8/9', '5/4', '7'] -> 7 / (7/8 * 8/9) / (5/4 - 7/8)
[318107] ['1/5', '1/2', '5/9', '9/4', '3'] -> 3 / (1/5 * 1/2) / (5/9 * 9/4)
[318108] ['1/8', '1/5', '2/9', '7/8', '1'] -> 7/8 + (1/8 + 1 / 2/9) / 1/5
[318109] ['5/9', '4/3', '7/5', '8/5', '2'] -> 2 / (5/9 / 4/3) / (8/5 - 7/5)
[318110] ['1/3', '3/8', '5/9', '7/4', '5'] -> 1/3 / 5/9 / (3/8 - 7/4 / 5)
[318111] ['4/7', '3/5', '9/7', '5/2', '7'] -> (9/7 + 3/5 * 7) / (4/7 / 5/2)
[318112] ['3/7', '9/4', '7/3', '5/2', '5'] -> (5 + 3/7 * 7/3) / (5/2 - 9/4)
[318113] ['1/7', '4/3', '7/4', '9/5', '8'] -> 9/5 * (8 + 4/3 / (1/7 * 7/4))
[318114] ['7/9', '5/6', '5/6', '8/9', '1'] -> (1 + 5/6 + 5/6) / (8/9 - 7/9)
[318115] ['7/8', '7/8', '8/9', '4/3', '7'] -> 7 / (7/8 - 7/8 * 8/9 / 4/3)
[318116] ['1/3', '3/8', '5/9', '9/5', '5'] -> 5 / 1/3 / (5/9 * 9/5 - 3/8)
[318117] ['5/9', '4/3', '7/5', '9/5', '2'] -> 4/3 / (5/9 - 7/5 + 9/5 / 2)
[318118] ['1/3', '5/4', '5/4', '9/7', '9'] -> (5/4 / 5/4 + 9 / 9/7) / 1/3
[318119] ['1/7', '7/9', '3/2', '3/2', '2'] -> 2 * (3/2 / (1/7 * 7/9) - 3/2)
[318120] ['4/9', '3/4', '7/8', '7/3', '9'] -> (3/4 + 7/8 * (7/3 + 9)) / 4/9
[318121] ['1/7', '4/3', '9/5', '9/5', '8'] -> 8 / (1/7 * (4/3 + 9/5 / 9/5))
[318122] ['1/5', '1/2', '4/7', '3/4', '3'] -> 3 / (1/5 + 1/2) / (3/4 - 4/7)
[318123] ['5/9', '4/3', '7/5', '2', '9/4'] -> 2 / (5/9 * 9/4) / (7/5 - 4/3)
[318124] ['7/8', '7/8', '8/9', '3/2', '7'] -> 7 / (3/2 * 7/8 * 8/9 - 7/8)
[318125] ['4/7', '3/5', '4/3', '7/5', '7'] -> 4/3 * 7 * (7/5 + 4/7 + 3/5)
[318126] ['5/9', '4/3', '7/5', '2', '5/2'] -> 4/3 / (2 - 5/2 * 5/9 * 7/5)
[318127] ['7/8', '7/8', '8/9', '8/5', '7'] -> 7 / (8/9 * (7/8 - 7/8 / 8/5))
[318128] ['3/7', '9/4', '5/2', '9/2', '5'] -> (5 - 5/2) / (3/7 / 9/2) - 9/4
[318129] ['1/7', '7/9', '3/2', '5/3', '2'] -> (2 + 5/3 / (7/9 * 3/2)) / 1/7
[318130] ['4/7', '3/5', '4/3', '3/2', '7'] -> (4/3 + 4/7 / 3/5) * 3/2 * 7
[318131] ['1/3', '3/8', '5/9', '7/2', '5'] -> 1/3 / (5/9 * 7/2 / 5 - 3/8)
[318132] ['4/9', '3/4', '8/9', '6/5', '9'] -> 9 * 4/9 / 6/5 / (8/9 - 3/4)
[318133] ['1/7', '4/3', '9/5', '7/3', '8'] -> (4/3 + 1/7 * 7/3) * 9/5 * 8
[318134] ['1/3', '5/4', '9/7', '9/7', '9'] -> (9 + 9/7 / 9/7) / (1/3 * 5/4)
[318135] ['1/5', '1/2', '4/7', '5/6', '3'] -> 3 / (5/6 * (1/2 - 1/5 / 4/7))
[318136] ['3/7', '9/4', '8/3', '7/2', '5'] -> 7/2 / (3/7 / 8/3) + 5 / 9/4
[318137] ['7/9', '5/6', '5/6', '1', '4/3'] -> 4/3 / (5/6 * (1 - 7/9 / 5/6))
[318138] ['1/7', '4/3', '9/5', '5/2', '8'] -> 8 / (1/7 * (9/5 + 4/3 / 5/2))
[318139] ['4/9', '3/4', '8/9', '9/7', '9'] -> 8/9 * 9/7 * (3/4 + 9 / 4/9)
[318140] ['1/3', '5/4', '9/7', '7/5', '9'] -> 5/4 * 9 * (1/3 + 9/7 * 7/5)
[318141] ['1/7', '7/9', '3/2', '2', '5/2'] -> (5/2 / 7/9 - 3/2) / (1/7 / 2)
[318142] ['1/3', '3/7', '5/8', '7/8', '1'] -> 1 / (7/8 * (1/3 + 3/7) - 5/8)
[318143] ['1/8', '2/7', '5/9', '9/2', '8'] -> (8 + 5/9 * 9/2) / (1/8 / 2/7)
[318144] ['7/8', '7/8', '8/9', '9/5', '7'] -> 7 / (7/8 * 8/9 - 7/8 / 9/5)
[318145] ['7/9', '5/6', '5/6', '1', '5/3'] -> 5/6 * 5/3 / (5/6 - 7/9) - 1
[318146] ['4/7', '3/5', '4/3', '9/4', '7'] -> 4/3 + 9/4 + 7 / (4/7 * 3/5)
[318147] ['1/8', '1/5', '2/9', '1', '8/5'] -> 1/5 / (2/9 * (8/5 - 1) - 1/8)
[318148] ['1/3', '3/8', '4/7', '7/9', '5'] -> 1/3 * 5 / (4/7 * 7/9 - 3/8)
[318149] ['1/7', '4/3', '9/5', '7/2', '8'] -> (8 - 4/3) / (7/2 * 1/7 / 9/5)
[318150] ['1/5', '1/2', '4/7', '9/8', '3'] -> 3 / (1/5 * 4/7) - 9/8 / 1/2
[318151] ['4/7', '3/5', '4/3', '7/3', '7'] -> 7/3 * (4/7 / 3/5 + 4/3 * 7)
[318152] ['1/8', '1/5', '2/9', '1', '7/4'] -> 1 / (1/8 + 7/4) / (2/9 - 1/5)
[318153] ['3/7', '9/4', '9/2', '9/2', '5'] -> 9/4 * (5 / 3/7 - 9/2 / 9/2)
[318154] ['1/3', '5/4', '9/7', '9/5', '9'] -> 5/4 * (9 / (1/3 * 9/7) - 9/5)
[318155] ['1/7', '7/9', '8/5', '8/5', '2'] -> 8/5 / (7/9 * (1/7 + 2) - 8/5)
[318156] ['5/9', '4/3', '8/5', '8/5', '2'] -> 4/3 / (5/9 - 8/5 / 8/5 / 2)
[318157] ['7/8', '7/8', '8/9', '7/2', '7'] -> (7/2 * 7 - 7/8) / (7/8 / 8/9)
[318158] ['4/7', '3/5', '4/3', '8/3', '7'] -> 7 * (8/3 + 4/7 / 3/5) - 4/3
[318159] ['5/9', '4/3', '8/5', '7/4', '2'] -> 4/3 / (5/9 - 7/4 + 2 / 8/5)
[318160] ['7/8', '7/8', '8/9', '9/2', '7'] -> 8/9 * 9/2 * (7 - 7/8 / 7/8)
[318161] ['1/8', '1/5', '2/9', '1', '7/3'] -> (1 + 7/3) / (2/9 * 1/8 / 1/5)
[318162] ['4/7', '3/5', '4/3', '9/2', '7'] -> 9/2 * (7 * 4/7 / 3/5 - 4/3)
[318163] ['1/8', '2/7', '4/7', '5/6', '8'] -> 2/7 / 4/7 / (1/8 - 5/6 / 8)
[318164] ['1/7', '4/3', '9/4', '5/2', '8'] -> 9/4 * (5/2 * 8 - 4/3 / 1/7)
[318165] ['7/9', '5/6', '5/6', '1', '8/3'] -> 8/3 / (7/9 - 5/6 - (5/6 - 1))
[318166] ['3/7', '7/3', '5/2', '5/2', '5'] -> 5 * (5/2 + 5/2) - 3/7 * 7/3
[318167] ['4/9', '3/4', '9/8', '6/5', '9'] -> (9/8 + 9 / (4/9 * 6/5)) / 3/4
[318168] ['5/9', '4/3', '8/5', '2', '9/4'] -> (8/5 + 2) / (4/3 / 5/9 - 9/4)
[318169] ['1/7', '4/3', '9/4', '7/2', '8'] -> 9/4 * (8 + 4/3 / (1/7 * 7/2))
[318170] ['7/8', '7/8', '9/8', '6/5', '7'] -> 7 / (9/8 - 7/8 / 7/8 / 6/5)
[318171] ['3/7', '7/3', '5/2', '7/2', '5'] -> (5/2 + 7/2) * (5 - 3/7 * 7/3)
[318172] ['1/3', '3/7', '5/8', '1', '3/2'] -> 1 / (3/7 * (3/2 - 5/8) - 1/3)
[318173] ['1/3', '3/8', '4/7', '4/3', '5'] -> (1/3 / 4/3 + 5 / 4/7) / 3/8
[318174] ['4/7', '3/5', '7/5', '8/5', '7'] -> 8/5 / (3/5 / 7/5) * (7 - 4/7)
[318175] ['1/8', '2/7', '4/7', '7/6', '8'] -> 2/7 / 4/7 / (7/6 / 8 - 1/8)
