[334884] ['4/7', '7/5', '2', '5/2', '8/3'] -> 7/5 * 5/2 * 8/3 * (4/7 + 2)
[350188] ['3/8', '7/5', '8/5', '8/5', '5'] -> (8/5 - (7/5 - 8/5)) * 5 / 3/8
[350189] ['2/3', '7/9', '8/9', '5/3', '7'] -> 2/3 + 7 * (5/3 + 7/9 + 8/9)
[350190] ['1', '8/7', '5/3', '7/4', '9/5'] -> (8/7 / (5/3 * (9/5 / 7/4)) - 1))
[350191] ['1', '8/7', '5/3', '7/4', '9/4'] -> (1 + 9/4) / (5/3 - 7/4 / 8/7)
[350192] ['5/9', '5/8', '8/7', '9/4', '5'] -> 5 / (5/9 / 8/7 - 5/8 / 9/4)
[350193] ['3/8', '7/5', '5/3', '9/4', '5'] -> 5 / ((3/8 + 9/4) / 7/5 - 5/3)
[350194] ['1', '8/7', '5/3', '7/4', '7/3'] -> 8/7 / (1 / (7/3 - 7/4) - 5/3)
[350195] ['3/8', '7/5', '5/3', '7/3', '5'] -> 7/5 * 5 / (7/3 - (3/8 + 5/3))
[350196] ['2/3', '7/9', '9/8', '8/7', '7'] -> 7 / (7/9 * 9/8 - 2/3 / 8/7)
[350197] ['5/9', '5/8', '8/7', '5/2', '5'] -> 5/9 / (5/2 / (5 - 8/7) - 5/8)
[350198] ['3/8', '7/5', '7/4', '7/4', '5'] -> (7/5 + 7/4) * 5 / (3/8 * 7/4)
[350199] ['1', '8/7', '5/3', '7/4', '9/2'] -> 8/7 * 7/4 * 9/2 * (1 + 5/3)
[350200] ['2/3', '7/9', '9/8', '5/4', '7'] -> 7 / (2/3 - 5/4 + 7/9 * 9/8)
[350201] ['3/8', '7/5', '7/4', '9/4', '5'] -> 5 * 7/5 / 3/8 * 9/4 / 7/4
[350202] ['5/9', '5/8', '7/6', '7/6', '5'] -> (5 / (5/9 * (7/6 / 7/6)) - 5/8))
[350203] ['2/3', '7/9', '9/8', '3/2', '7'] -> (7 / ((7/9 - 2/3) * 9/8) + 3/2))
[350204] ['3/8', '7/5', '7/4', '7/3', '5'] -> (7/5 / (7/3 * 3/8) - (7/4 / 5)))
[350205] ['1', '8/7', '5/3', '9/5', '7/2'] -> (5/3 + 1 + 8/7) * 9/5 * 7/2
[350206] ['5/9', '5/8', '7/6', '9/7', '5'] -> 5 / (9/7 * 5/9 * 7/6 - 5/8)
[350207] ['2/3', '7/9', '9/8', '7/4', '7'] -> 7 / (2/3 * 7/4 - 7/9 * 9/8)
[350208] ['1', '8/7', '5/3', '9/4', '9/4'] -> 5/3 * 9/4 / (8/7 - 1) - 9/4
[350209] ['5/9', '5/8', '7/6', '4/3', '5'] -> 4/3 * 5 / (7/6 - 5/9 / 5/8)
[350210] ['5/9', '5/8', '7/6', '7/5', '5'] -> 5 / (7/5 * (5/8 - 5/9 / 7/6))
[350211] ['1', '8/7', '5/3', '9/4', '8/3'] -> 9/4 / (5/3 / (8/3 - 8/7) - 1)
[350212] ['1', '8/7', '5/3', '9/4', '7/2'] -> 8/7 * 9/4 * 7/2 * (1 + 5/3)
[350213] ['2/3', '7/9', '8/7', '8/7', '7'] -> 8/7 * (2/3 + 7) / (8/7 - 7/9)
[350214] ['3/8', '7/5', '9/5', '7/2', '5'] -> (5 / (9/5 - 7/5) - 7/2) / 3/8
[350215] ['5/9', '5/8', '7/6', '7/3', '5'] -> 5 / (5/9 / 7/6 - 5/8 / 7/3)
[350216] ['3/8', '7/5', '9/4', '9/4', '5'] -> (7/5 + 5) * (9/4 / 3/8 - 9/4)
[350217] ['5/9', '5/8', '7/6', '7/2', '5'] -> 7/6 / 7/2 * 5 / (5/8 - 5/9)
[350218] ['2/3', '7/9', '8/7', '9/7', '7'] -> 8/7 * 7 / (7/9 * 9/7 - 2/3)
[350219] ['3/8', '7/5', '9/4', '8/3', '5'] -> 5 / (7/5 * (8/3 - 9/4) - 3/8)
[350220] ['2/3', '7/9', '8/7', '4/3', '7'] -> 7 * (8/7 / 2/3 + 4/3 / 7/9)
[350221] ['5/9', '5/8', '6/5', '6/5', '5'] -> (5 / (5/9 * (6/5 / 6/5)) - 5/8))
[350222] ['1', '8/7', '5/3', '7/3', '9/2'] -> 9/2 * (1 + 5/3 + 8/7 * 7/3)
[350223] ['5/9', '5/8', '6/5', '9/7', '5'] -> 5 / (9/7 * (5/8 - 5/9 / 6/5))
[350224] ['3/8', '7/5', '9/4', '9/2', '5'] -> (7/5 * 5 + 9/2 / 9/4) / 3/8
[350225] ['3/8', '7/5', '7/3', '7/3', '5'] -> (7/3 / 7/5 + 7/3 + 5) / 3/8
[350226] ['5/9', '5/8', '6/5', '7/5', '5'] -> 5 / (5/8 * 7/5 - 5/9 * 6/5)
[350227] ['2/3', '7/9', '8/7', '7/4', '7'] -> (2/3 + 8/7 * 7/4) * 7 / 7/9
[350228] ['1', '8/7', '5/3', '8/3', '8/3'] -> 8/3 * (5/3 / (8/7 - 1) - 8/3)
[350229] ['2/3', '7/9', '8/7', '9/5', '7'] -> (7/9 + 7) * 9/5 * 8/7 / 2/3
[350230] ['5/9', '5/8', '6/5', '5/3', '5'] -> 5 / (5/3 / 6/5 - (5/9 + 5/8))
[350231] ['1', '8/7', '5/3', '8/3', '9/2'] -> 8/7 * (1 + 9/2 * 5/3 * 8/3)
[350232] ['2/3', '7/9', '8/7', '7/2', '7'] -> 8/7 * 7/2 * 7 * 2/3 / 7/9
[350233] ['3/8', '7/5', '7/3', '9/2', '5'] -> 7/5 / ((9/2 - 7/3) / 5 - 3/8)
[350234] ['5/9', '5/8', '6/5', '7/2', '5'] -> (7/2 + 5 / 5/9) * 6/5 / 5/8
[350235] ['1', '8/7', '5/3', '7/2', '9/2'] -> (5/3 + 1 - 8/7) * 7/2 * 9/2
[350236] ['3/8', '7/5', '5/2', '5/2', '5'] -> (5/2 * 5 - 7/5 * 5/2) / 3/8
[350237] ['5/9', '5/8', '6/5', '9/2', '5'] -> 6/5 * 9/2 * 5 * 5/9 / 5/8
[350238] ['1', '8/7', '5/3', '9/2', '9/2'] -> 9/2 / (8/7 - 1) - 5/3 * 9/2
[350239] ['3/8', '7/5', '5/2', '9/2', '5'] -> (7/5 * 5 - (5/2 - 9/2)) / 3/8
[350240] ['5/9', '5/8', '5/4', '7/5', '5'] -> 5 / (5/9 * (5/4 - 5/8 * 7/5))
[350241] ['3/8', '7/5', '8/3', '9/2', '5'] -> 9/2 * 5 * (7/5 / 3/8 - 8/3)
[350242] ['3/8', '7/5', '7/2', '7/2', '5'] -> (5 * 7/2 / 7/5 - 7/2) / 3/8
[350243] ['1', '8/7', '7/4', '7/4', '7/3'] -> 7/4 / ((1 + 7/4) / 8/7 - 7/3)
[350244] ['5/9', '5/8', '5/4', '7/4', '5'] -> (5 / ((5/8 - 5/9) * 5/4) + 7/4))
[350245] ['3/8', '7/5', '7/2', '9/2', '5'] -> 5 * 7/5 / 3/8 * 9/2 / 7/2
[350246] ['1', '8/7', '7/4', '7/4', '8/3'] -> 8/7 * 7/4 / (1 + 7/4 - 8/3)
[350247] ['2/3', '7/9', '6/5', '9/7', '7'] -> (7/9 + 7) * (9/7 + 6/5 / 2/3)
[350248] ['3/8', '3/2', '3/2', '8/5', '5'] -> (3/2 / 3/2 + 8/5 * 5) / 3/8
[350249] ['5/9', '5/8', '5/4', '9/2', '5'] -> 5 / (5/9 - 5/8 + 5/4 / 9/2)
[350250] ['2/3', '7/9', '6/5', '4/3', '7'] -> 7 / (7/9 - 2/3 / 4/3) - 6/5
[350251] ['3/8', '3/2', '3/2', '7/3', '5'] -> 5 * 3/2 / 3/8 / (7/3 - 3/2)
[350252] ['5/9', '5/8', '9/7', '9/7', '5'] -> (5 / (5/9 * (9/7 / 9/7)) - 5/8))
[350253] ['3/8', '3/2', '8/5', '7/4', '5'] -> (3/8 + 3/2 * 7/4) * 8/5 * 5
[350254] ['1', '8/7', '7/4', '9/5', '7/3'] -> 7/3 / (7/4 / 9/5 - 1 / 8/7)
[350255] ['5/9', '5/8', '9/7', '7/5', '5'] -> 5 / (5/9 - 5/8 / (9/7 * /5)
)[350256] ['2/3', '7/9', '6/5', '9/5', '7'] -> 2/3 + (7/9 + 7) * (6/5 + 9/5)
[350257] ['3/8', '3/2', '8/5', '7/3', '5'] -> 8/5 * ((3/2 + 5) / 3/8 - 7/3)
[350258] ['1', '8/7', '7/4', '9/5', '8/3'] -> 8/3 / (8/7 * 7/4 / 9/5 - 1)
[350259] ['2/3', '7/9', '6/5', '9/4', '7'] -> 7 / (7/9 * 6/5 - 2/3) - 9/4
[350260] ['1', '8/7', '7/4', '9/4', '5/2'] -> 9/4 / (5/2 - (1 + 7/4) / 8/7)
[350261] ['2/3', '7/9', '6/5', '8/3', '7'] -> 2/3 + 6/5 * (7/9 + 8/3 * 7)
[350262] ['1', '8/7', '7/4', '9/4', '9/2'] -> 9/2 / (7/4 * (9/4 - (1 + 8/7)))
[350263] ['1', '8/7', '7/4', '7/3', '5/2'] -> 1 / (7/4 * (5/2 - 8/7) - 7/3)
[350264] ['3/8', '3/2', '9/5', '7/2', '5'] -> (7/2 + 3/2 / 3/8) * (5 - 9/5)
[350265] ['2/3', '7/9', '5/4', '9/7', '7'] -> 2/3 * 7 / (5/4 / 9/7 - 7/9)
[350266] ['5/9', '5/8', '9/7', '8/3', '5'] -> (8/3 + 5 / 5/9) * 9/7 / 5/8
[350267] ['3/8', '3/2', '7/3', '7/3', '5'] -> (5 + 7/3 / 7/3) * 3/2 / 3/8
[350268] ['2/3', '7/9', '5/4', '4/3', '7'] -> 2/3 / (7/9 / 7 + 5/4 - 4/3)
[350269] ['5/9', '5/8', '9/7', '7/2', '5'] -> (5 - 5/9 * 9/7) * 7/2 / 5/8
[350270] ['2/3', '7/9', '5/4', '7/5', '7'] -> 7 / (5/4 * (7/5 - 7/9 / 2/3))
[350271] ['1', '8/7', '7/4', '7/3', '9/2'] -> 9/2 * (1 + 7/3 + 8/7 * 7/4)
[350272] ['5/9', '5/8', '9/7', '9/2', '5'] -> (5 / 9/7 - 5/9) * 9/2 / 5/8
[350273] ['2/3', '7/9', '5/4', '8/5', '7'] -> (2/3 + 5/4 * 8/5) * 7 / 7/9
[350274] ['3/8', '3/2', '7/2', '7/2', '5'] -> (5 + 7/2 / 7/2) * 3/2 / 3/8
[350275] ['1', '8/7', '7/4', '5/2', '7/2'] -> (5/2 + 7/2) / (7/4 * (8/7 - 1))
[350276] ['2/3', '7/9', '5/4', '9/5', '7'] -> 9/5 * (7/9 + 7) / (5/4 - 2/3)
[350277] ['3/8', '8/5', '8/5', '7/3', '5'] -> (8/5 + 5) / (3/8 * (7/3 - 8/5))
[350278] ['5/9', '5/8', '4/3', '7/2', '5'] -> (7/2 - 5/8 * 4/3) * 5 / 5/9
[350279] ['1', '8/7', '7/4', '8/3', '7/2'] -> 8/7 * 7/4 * 8/3 * (1 + 7/2)
[350280] ['1', '8/7', '7/4', '7/2', '7/2'] -> 7/2 / (8/7 - 1) - 7/4 / 7/2
[350281] ['5/9', '5/8', '7/5', '7/5', '5'] -> (5 / (5/9 * (7/5 / 7/5)) - 5/8))
[350282] ['2/3', '7/9', '9/7', '3/2', '7'] -> 9/7 * 7 * (3/2 + 7/9 / 2/3)
[350283] ['1', '8/7', '9/5', '9/5', '9/4'] -> 9/5 / (1 / 8/7 - 9/5 / 9/4)
[350284] ['3/8', '8/5', '5/3', '7/4', '5'] -> 8/5 * 5 * (7/4 / 3/8 - 5/3)
[350285] ['5/9', '5/8', '7/5', '5/3', '5'] -> 7/5 * 5 / (5/8 - 5/9 / 5/3)
[350286] ['1', '8/7', '9/5', '9/5', '5/2'] -> 9/5 / (1 - 5/2 + 9/5 / 8/7)
[350287] ['3/8', '8/5', '5/3', '9/5', '5'] -> 5 / (3/8 / (9/5 - 8/5) - 5/3)
[350288] ['2/3', '7/9', '9/7', '9/4', '7'] -> 9/4 * (2/3 + 9/7 * (7/9 + 7))
[350289] ['3/8', '8/5', '7/4', '7/4', '5'] -> (8/5 * 5 + 7/4 / 7/4) / 3/8
[350290] ['1', '8/7', '9/5', '9/4', '9/4'] -> 9/4 / (9/4 / (8/7 * 9/5) - 1)
[350291] ['5/9', '5/8', '7/5', '5/2', '5'] -> (7/5 + 5/2 / 5/8) * (5 - 5/9)
[350292] ['2/3', '7/9', '4/3', '3/2', '7'] -> (2/3 + 4/3 * 3/2) * 7 / 7/9
[350293] ['3/8', '8/5', '7/4', '5/2', '5'] -> 5/2 * (7/4 + 8/5 * 5) - 3/8
[350294] ['1', '8/7', '9/5', '9/4', '8/3'] -> (8/7 + 8/3) * 9/4 * (1 + 9/5)
[350295] ['5/9', '5/8', '3/2', '8/5', '5'] -> 3/2 * (8/5 + 5 / (5/9 * 5/8))
[350296] ['3/8', '8/5', '7/4', '7/2', '5'] -> 5 / (7/4 - 8/5) - 7/2 / 3/8
[350297] ['5/9', '5/8', '3/2', '7/4', '5'] -> (5 / (5/9 * (5/8 + 3/2)) - 7/4))
[350298] ['2/3', '7/9', '4/3', '5/2', '7'] -> (4/3 * 5/2 - 2/3) * 7 / 7/9
[350299] ['5/9', '5/8', '3/2', '7/3', '5'] -> 5 * 7/3 / 5/9 / (3/2 - 5/8)
[350300] ['1', '8/7', '9/5', '7/3', '8/3'] -> 9/5 * 7/3 * 8/3 * (1 + 8/7)
[350301] ['1', '8/7', '9/5', '7/3', '7/2'] -> 8/7 * 9/5 * 7/2 * (1 + 7/3)
[350302] ['3/8', '8/5', '9/5', '7/2', '5'] -> 8/5 / (7/2 / (3/8 * 5) - 9/5)
[350303] ['2/3', '7/9', '7/5', '9/5', '7'] -> (7/5 + 7 * (2/3 + 9/5)) / 7/9
[350304] ['5/9', '5/8', '8/5', '8/5', '5'] -> (5 / (5/9 * (8/5 / 8/5)) - 5/8))
[350305] ['1', '8/7', '9/5', '7/3', '9/2'] -> 8/7 * (1 + 7/3) * (9/5 + 9/2)
[350306] ['3/8', '8/5', '9/4', '7/3', '5'] -> 9/4 * (7/3 + 5 / (3/8 * 8/5))
[350307] ['1', '8/7', '9/5', '5/2', '8/3'] -> (8/7 + 8/3) * 9/5 * (1 + 5/2)
[350308] ['5/9', '5/8', '8/5', '9/5', '5'] -> (5 / (5/8 * (8/5 / 9/5)) - 5/9))
[350309] ['2/3', '7/9', '7/5', '8/3', '7'] -> (7 - 7/5) * (2/3 + 8/3) / 7/9
[350310] ['2/3', '7/9', '3/2', '8/5', '7'] -> 8/5 * (3/2 + 7 / (2/3 * 7/9))
[350311] ['5/9', '5/8', '8/5', '7/2', '5'] -> 8/5 / (7/2 / (5/8 + 5) - 5/9)
[350312] ['5/9', '5/8', '5/3', '9/5', '5'] -> (5 / ((5/8 - 5/9) * 5/3) * 9/5))
[350313] ['3/8', '8/5', '8/3', '9/2', '5'] -> 9/2 * 8/3 / 3/8 - 8/5 * 5
[350314] ['2/3', '7/9', '8/5', '9/5', '7'] -> 8/5 * 9/5 * (7 / 7/9 - 2/3)
[350315] ['5/9', '5/8', '7/4', '7/4', '5'] -> (5 / (5/9 * (7/4 / 7/4)) - 5/8))
[350316] ['2/3', '7/9', '8/5', '9/4', '7'] -> (9/4 + 2/3 / 8/5) * 7 / 7/9
[350317] ['3/8', '5/3', '5/3', '5/3', '5'] -> (5/3 / (5/3 * 3/8) - (5/3 / 5)))
[350318] ['1', '8/7', '9/4', '9/4', '7/2'] -> 9/4 / ((7/2 - 9/4) / 8/7 - 1)
[350319] ['5/9', '5/8', '7/4', '9/5', '5'] -> 5 / (5/9 + 5/8 - 7/4 / 9/5)
[350320] ['2/3', '7/9', '8/5', '5/2', '7'] -> 8/5 * 5/2 * 7 * 2/3 / 7/9
[350321] ['5/9', '5/8', '7/4', '9/4', '5'] -> (7/4 + 5/9 * 9/4) * 5 / 5/8
[350322] ['2/3', '7/9', '8/5', '7/2', '7'] -> 8/5 * (7/2 / 7/9 + 7 / 2/3)
[350323] ['1', '8/7', '9/4', '7/3', '5/2'] -> 8/7 * 7/3 / (5/2 / 9/4 - 1)
[350324] ['3/8', '5/3', '7/4', '7/4', '5'] -> (7/4 / (7/4 * 3/8) - (5/3 / 5)))
[350325] ['1', '8/7', '9/4', '7/3', '9/2'] -> 1 / (7/3 / 8/7 - 9/2 / 9/4)
[350326] ['2/3', '7/9', '5/3', '5/2', '7'] -> 7 * (5/2 + 7/9 / 2/3) - 5/3
[350327] ['3/8', '5/3', '9/5', '9/5', '5'] -> (9/5 / (9/5 * 3/8) - (5/3 / 5)))
[350328] ['1', '8/7', '9/4', '5/2', '8/3'] -> 8/7 * 9/4 * 8/3 * (1 + 5/2)
[350329] ['5/9', '5/8', '9/5', '9/4', '5'] -> (9/5 + 9/4 / 5/8) * (5 - 5/9)
[350330] ['3/8', '5/3', '9/5', '9/4', '5'] -> 5 / (5/3 - (3/8 + 9/4) / 9/5)
[350331] ['2/3', '7/9', '5/3', '7/2', '7'] -> 7/2 * 7 - (5/3 - 7/9 / 2/3)
[350332] ['2/3', '7/9', '5/3', '9/2', '7'] -> 9/2 * (2/3 + (7/9 + 7) / 5/3)
[350333] ['2/3', '7/9', '7/4', '9/5', '7'] -> 2/3 * 7 / (7/4 / 9/5 - 7/9)
[350334] ['1', '8/7', '9/4', '8/3', '9/2'] -> 8/3 * 8/7 * 9/4 * (9/2 - 1)
[350335] ['5/9', '5/8', '9/4', '9/4', '5'] -> (5 / (5/9 * (9/4 / 9/4)) - 5/8))
[350336] ['2/3', '7/9', '9/5', '9/4', '7'] -> 9/5 * (9/4 * (7 - 7/9) - 2/3)
[350337] ['3/8', '7/4', '7/4', '7/4', '5'] -> 3/8 + (7/4 + 7/4) * (7/4 + 5)
[350338] ['2/3', '7/9', '9/5', '5/2', '7'] -> 5/2 * (7 + 9/5 * (2/3 + 7/9))
[350339] ['1', '8/7', '7/3', '7/3', '7/2'] -> 8/7 * (1 + 7/2) * (7/3 + 7/3)
[350340] ['3/8', '7/4', '7/4', '7/3', '5'] -> (7/4 + 5) * 7/3 / (3/8 * 7/4)
[350341] ['1', '8/7', '7/3', '5/2', '8/3'] -> (1 + 8/7 * 5/2) * 7/3 * 8/3
[350342] ['3/8', '7/4', '7/4', '8/3', '5'] -> (7/4 + 5) / (7/4 / 8/3 - 3/8)
[350343] ['2/3', '7/9', '9/5', '9/2', '7'] -> 9/2 * (2/3 + 7/9 + 7 / 9/5)
[350344] ['5/9', '5/8', '5/2', '5/2', '5'] -> (5 / (5/9 * (5/2 / 5/2)) - 5/8))
[350345] ['3/8', '7/4', '7/4', '7/2', '5'] -> (7/2 * 5 - 7/4) / (3/8 * 7/4)
[350346] ['2/3', '7/9', '9/4', '8/3', '7'] -> 2/3 + 8/3 * (7 + 7/9 * 9/4)
[350347] ['1', '8/7', '5/2', '5/2', '8/3'] -> 8/7 * (1 + 5/2) / (8/3 - 5/2)
[350348] ['2/3', '7/9', '9/4', '7/2', '7'] -> 2/3 / (9/4 - (7/9 + 7) / 7/2)
[350349] ['3/8', '7/4', '9/5', '9/4', '5'] -> (9/4 / ((3/8 * 5) * 9/5) - 7/4))
[350350] ['1', '8/7', '5/2', '8/3', '8/3'] -> (5/2 + 1 / 8/7) * 8/3 * 8/3
[350351] ['5/9', '5/8', '7/2', '7/2', '5'] -> (5 / (5/9 * (7/2 / 7/2)) - 5/8))
[350352] ['2/3', '7/9', '7/3', '5/2', '7'] -> (7 / 2/3 - 5/2) * 7/3 / 7/9
[350353] ['3/8', '7/4', '9/5', '7/3', '5'] -> 9/5 * 5 / (7/4 / 7/3 - 3/8)
[350354] ['2/3', '7/9', '5/2', '5/2', '7'] -> 2/3 / (7/9 - 7 + 5/2 * 5/2)
[350355] ['5/9', '2/3', '2/3', '3/4', '5'] -> 2/3 / (5/9 / 5 + 2/3 - 3/4)
[350356] ['2/3', '7/9', '8/3', '8/3', '7'] -> 8/3 * ((7/9 + 7) / 2/3 - 8/3)
[350357] ['5/9', '2/3', '2/3', '5/6', '5'] -> 5 * (2/3 + 2/3) / (5/6 - 5/9)
[350358] ['1', '7/6', '7/6', '7/6', '5/4'] -> (1 + 7/6 / 7/6) / (5/4 - 7/6)
[350359] ['3/8', '7/4', '5/2', '8/3', '5'] -> 8/3 * (7/4 * 5/2 - (3/8 - 5))
[350360] ['2/3', '4/5', '4/5', '9/8', '7'] -> 4/5 * 7 / (4/5 * 9/8 - 2/3)
[350361] ['3/8', '7/4', '5/2', '7/2', '5'] -> 5/2 + 7/2 + (7/4 + 5) / 3/8
[350362] ['1', '7/6', '7/6', '7/6', '5/3'] -> (5/3 + 7/6 + 7/6) / (7/6 - 1)
[350363] ['2/3', '4/5', '4/5', '8/7', '7'] -> 8/7 * 7 / (4/5 / 4/5 - 2/3)
[350364] ['2/3', '4/5', '4/5', '7/6', '7'] -> 4/5 / (2/3 - 4/5 + 7/6 / 7)
[350365] ['5/9', '2/3', '2/3', '8/5', '5'] -> 2/3 * 5 / (5/9 - 2/3 / 8/5)
[350366] ['2/3', '4/5', '4/5', '9/7', '7'] -> (9/7 + 4/5 / 4/5) * 7 / 2/3
[350367] ['3/8', '9/5', '9/5', '7/3', '5'] -> 9/5 / (7/3 * (3/8 + 9/5) - 5)
[350368] ['5/9', '2/3', '2/3', '9/4', '5'] -> 2/3 / ((2/3 + 9/4) / 5 - 5/9)
[350369] ['1', '7/6', '7/6', '7/6', '7/2'] -> (7/6 + 7/2) / (7/6 * (7/6 - 1))
[350370] ['3/8', '9/5', '9/5', '9/2', '5'] -> 9/2 / (9/5 / (5 - 9/5) - 3/8)
[350371] ['5/9', '2/3', '5/7', '3/4', '5'] -> 5 * 2/3 / 5/7 / (3/4 - 5/9)
[350372] ['3/8', '9/5', '9/4', '7/3', '5'] -> 9/5 * (9/4 / 3/8 + 7/3 + 5)
[350373] ['2/3', '4/5', '4/5', '9/4', '7'] -> 7 / (4/5 - 2/3 * 4/5) - 9/4
[350374] ['1', '7/6', '7/6', '6/5', '7/5'] -> ((7/6 / (7/5 * 6/5) - 7/6)) - 1)
[350375] ['2/3', '4/5', '4/5', '5/2', '7'] -> (4/5 + 4/5 * 7) * 5/2 / 2/3
[350376] ['2/3', '4/5', '4/5', '7/2', '7'] -> 4/5 / (2/3 * 4/5 - 7/2 / 7)
[350377] ['5/9', '2/3', '5/7', '8/9', '5'] -> 5 / (5/9 / (5/7 * /9) - 2/3)
[350378] ['3/8', '9/5', '7/3', '7/2', '5'] -> 9/5 / (3/8 - 7/2 / (7/3 * 5))
[350379] ['1', '7/6', '7/6', '6/5', '7/4'] -> (7/6 / (7/4 * 1) - (7/6 / 6/5)))
[350380] ['3/8', '9/4', '9/4', '9/4', '5'] -> (5 - 9/4 / 9/4) * 9/4 / 3/8
[350381] ['3/8', '9/4', '9/4', '7/3', '5'] -> (9/4 / (3/8 * (9/4 * 7/3)) - 5))
[350382] ['5/9', '2/3', '5/7', '9/7', '5'] -> (9/7 + 2/3 + 5/7) * 5 / 5/9
[350383] ['2/3', '4/5', '5/6', '9/7', '7'] -> 9/7 * 7 / (5/6 / 4/5 - 2/3)
[350384] ['3/8', '9/4', '7/2', '7/2', '5'] -> (5 - 7/2 / 7/2) * 9/4 / 3/8
[350385] ['5/9', '2/3', '5/7', '7/4', '5'] -> (5 / (7/4 * (5/9 / 2/3)) - 5/7))
[350386] ['3/8', '7/3', '7/3', '8/3', '5'] -> (5 - 8/3 / 7/3) * 7/3 / 3/8
[350387] ['1', '7/6', '7/6', '5/4', '3/2'] -> (1 / (7/6 * (3/2 / 7/6)) - 5/4))
[350388] ['3/8', '7/3', '7/3', '7/2', '5'] -> 5 / (3/8 * 7/3 - 7/3 / 7/2)
[350389] ['2/3', '4/5', '5/6', '9/5', '7'] -> (9/5 + 7) / (4/5 / 2/3 - 5/6)
[350390] ['1', '7/6', '7/6', '5/4', '7/4'] -> 1 / (7/4 / 7/6 - 7/6 * 5/4)
[350391] ['5/9', '2/3', '5/7', '5/2', '5'] -> 2/3 / (5/2 / (5 - 5/7) - 5/9)
[350392] ['2/3', '4/5', '5/6', '5/2', '7'] -> 5/2 * (4/5 / 2/3 + 7 / 5/6)
[350393] ['3/8', '7/3', '7/2', '7/2', '5'] -> (7/2 + 7/2 * 5) / (3/8 * 7/3)
[350394] ['5/9', '2/3', '5/7', '7/2', '5'] -> (5/7 + 5) * 7/2 * 2/3 / 5/9
[350395] ['1', '7/6', '7/6', '9/7', '4/3'] -> 1 / (7/6 - 7/6 * 9/7 / 4/3)
[350396] ['3/8', '5/2', '5/2', '7/2', '5'] -> (5 - 7/2 / 5/2) * 5/2 / 3/8
[350397] ['1', '7/6', '7/6', '9/7', '8/5'] -> 7/6 / (1 / 9/7 - 7/6 / 8/5)
[350398] ['5/9', '2/3', '3/4', '8/9', '5'] -> 2/3 / (8/9 - (3/4 + 5/9 / 5))
[350399] ['2/3', '4/5', '6/7', '8/7', '7'] -> (6/7 + 8/7 / 4/5) * 7 / 2/3
[350400] ['5/9', '2/3', '3/4', '8/7', '5'] -> 5 / (3/4 - 5/9) - 8/7 / 2/3
[350401] ['5/9', '2/3', '3/4', '9/7', '5'] -> (5/9 + 5) / (3/4 - 2/3 / 9/7)
[350402] ['1', '7/6', '7/6', '9/7', '7/3'] -> (1 + 7/3) / (7/6 * (9/7 - 7/6))
[350403] ['1', '7/6', '7/6', '9/7', '5/2'] -> (5/2 + 7/6 * 9/7) / (7/6 - 1)
[350404] ['5/9', '2/3', '3/4', '9/5', '5'] -> 2/3 * 5 / (5/9 - 3/4 / 9/5)
[350405] ['1', '7/6', '7/6', '9/7', '8/3'] -> 7/6 * 9/7 * 8/3 / (7/6 - 1)
[350406] ['5/9', '2/3', '3/4', '7/3', '5'] -> 2/3 / (5/9 * (5 - 3/4) - 7/3)
[350407] ['2/3', '4/5', '6/7', '8/5', '7'] -> (8/5 + 4/5 * 6/7) * 7 / 2/3
[350408] ['2/5', '2/5', '2/5', '3/5', '5'] -> 5 / (3/5 - 2/5) - 2/5 / 2/5
[350409] ['1', '7/6', '7/6', '4/3', '7/5'] -> 1 / (7/6 / 4/3 - 7/6 / 7/5)
[350410] ['2/5', '2/5', '2/5', '5/8', '5'] -> (5 + 2/5 / 2/5) / (2/5 * 5/8)
[350411] ['1', '7/6', '7/6', '4/3', '8/5'] -> (7/6 + 4/3) * 8/5 / (7/6 - 1)
[350412] ['2/3', '4/5', '6/7', '9/5', '7'] -> 7 * (2/3 + 6/7) * 9/5 / 4/5
[350413] ['2/3', '4/5', '6/7', '9/4', '7'] -> 7 / (4/5 / 6/7 - 2/3) - 9/4
[350414] ['5/9', '2/3', '7/9', '7/8', '5'] -> 5 / (7/8 - (7/9 + 5/9 - 2/3))
[350415] ['2/3', '4/5', '6/7', '5/2', '7'] -> (4/5 + 2/3 * 6/7) * 5/2 * 7
[350416] ['2/5', '2/5', '2/5', '4/5', '5'] -> (5 * 4/5 / 2/5 - 2/5) / 2/5
[350417] ['5/9', '2/3', '7/9', '7/6', '5'] -> 5 / (7/6 / (5/9 + 7/9) - 2/3)
[350418] ['2/5', '2/5', '2/5', '5/6', '5'] -> 2/5 / (5/6 / (2/5 * 5) - 2/5)
[350419] ['5/9', '2/3', '7/9', '5/4', '5'] -> 2/3 / (5/9 - 7/9 + 5/4 / 5)
[350420] ['2/3', '4/5', '6/7', '9/2', '7'] -> 4/5 * 9/2 * (2/3 + 6/7 * 7)
[350421] ['1', '7/6', '7/6', '7/5', '8/5'] -> 8/5 / (1 - 7/6 - (7/6 - 7/5))
[350422] ['2/5', '2/5', '2/5', '5/4', '5'] -> (5 / (2/5 * 5/4) - 2/5) / 2/5
[350423] ['2/3', '4/5', '7/8', '7/6', '7'] -> 7 / (7/8 * (7/6 - 2/3 / 4/5))
