[98496] ['4/7', '3/4', '4/3', '9/4', '5'] -> ((4/3 * 9/4) * ((5 / 4/7) - 3/4))
[112349] ['1/8', '5/9', '8/9', '8/7', '6'] -> (8/9 / (8/7 * 1/8) - (5/9 / 6)))
[112350] ['1/4', '2/7', '4/7', '5/8', '4'] -> ((2/7 + (1/4 * 4)) / (5/8 - 4/7))
[112351] ['1/5', '7/9', '7/5', '7/2', '9'] -> (7/2 * ((7/9 * 9) - (1/5 / 7/5)))
[112352] ['1/7', '2/9', '7/9', '5/6', '3'] -> (((3 / 1/7) - (2/9 + 7/9)) / 5/6)
[112353] ['5/9', '4/5', '7/4', '9/4', '9'] -> ((5/9 * 9) * (9/4 + (4/5 + 7/4)))
[112354] ['1/7', '1/6', '7/8', '5/3', '4'] -> (((1/6 + (7/8 * 4)) / 1/7) - 5/3)
[112355] ['3/8', '3/8', '1', '7/6', '5/3'] -> (5/3 / (((7/6 - 1) / 3/8) - 3/8))
[112356] ['1/8', '1/6', '1/2', '9/5', '7'] -> (((1/2 + (1/6 * 7)) * 9/5) / 1/8)
[112357] ['1/5', '5/4', '4/3', '7/4', '7'] -> (((7 / 1/5) - (5/4 + 7/4)) / 4/3)
[112358] ['3/5', '8/9', '8/5', '9/4', '4'] -> (((8/5 + (8/9 * 9/4)) * 4) / 3/5)
[112359] ['2/3', '7/9', '9/5', '8/3', '3'] -> (8/3 / ((2/3 / 9/5) - (7/9 / 3)))
[112360] ['1/4', '2/7', '4/7', '9/8', '4'] -> (1/4 + (((4/7 + 9/8) * 4) / 2/7))
[112361] ['1/7', '1/6', '7/8', '9/4', '4'] -> (9/4 + (((1/7 + 4) * 7/8) / 1/6))
[112362] ['1/5', '5/4', '4/3', '9/4', '7'] -> ((5/4 * 9/4) * (7 + (1/5 + 4/3)))
[112363] ['1/8', '5/9', '8/9', '8/5', '6'] -> ((8/9 * 6) / ((5/9 / 8/5) - 1/8))
[112364] ['1/8', '1/6', '5/9', '4/7', '7'] -> (((4/7 + (1/6 / 1/8)) * 7) / 5/9)
[112365] ['1/5', '7/9', '3/2', '5/3', '9'] -> ((9 + (5/3 / 1/5)) / (3/2 - 7/9))
[112366] ['1/4', '2/7', '4/7', '7/5', '4'] -> (((4 - (2/7 - 4/7)) * 7/5) / 1/4)
[112367] ['3/8', '3/8', '1', '7/6', '9/4'] -> (3/8 / (1 - (9/4 * (3/8 * 7/6))))
[112368] ['3/5', '8/9', '8/5', '5/2', '4'] -> ((3/5 + (8/5 / 8/9)) * (5/2 * 4))
[112369] ['2/7', '3/5', '8/9', '6/5', '7'] -> (((7 - 3/5) / (2/7 * 8/9)) - 6/5)
[112370] ['1/7', '2/9', '7/9', '7/5', '3'] -> (7/5 * (1/7 + ((7/9 + 3) / 2/9)))
[112371] ['2/9', '4/9', '9/8', '8/3', '8'] -> (((9/8 * 4/9) / 2/9) * (8/3 + 8))
[112372] ['1/8', '1/6', '5/9', '5/7', '7'] -> (((5/7 + 7) * (5/9 - 1/6)) / 1/8)
[112373] ['5/9', '4/5', '9/5', '9/4', '9'] -> ((9/5 + 9) / ((5/9 * 9/4) - 4/5))
[112374] ['1/4', '2/7', '4/7', '9/5', '4'] -> ((9/5 * (2/7 + 4)) / (4/7 - 1/4))
[112375] ['3/8', '3/8', '1', '7/6', '7/2'] -> ((1 + (7/2 / (3/8 * 7/6))) / 3/8)
[112376] ['1/8', '1/6', '5/9', '7/9', '7'] -> (7 / (5/9 - (1/6 + (1/8 * 7/9))))
[112377] ['1/5', '5/4', '7/5', '5/3', '7'] -> ((1/5 + (7/5 * 7)) / (5/3 - 5/4))
[112378] ['1/7', '2/9', '7/9', '7/4', '3'] -> (2/9 / ((7/9 / 3) - (1/7 * 7/4)))
[112379] ['3/5', '3/5', '3/2', '3/2', '5'] -> (((5 * (3/2 + 3/2)) - 3/5) / 3/5)
[112380] ['2/7', '3/5', '8/9', '4/3', '7'] -> ((4/3 / 3/5) + ((7 * 8/9) / 2/7))
[112381] ['3/8', '4/9', '4/9', '7/8', '2'] -> ((3/8 * 4/9) / (4/9 - (7/8 / 2)))
[112382] ['3/8', '3/8', '1', '7/6', '9/2'] -> (9/2 / (1 - (3/8 + (3/8 * 7/6))))
[112383] ['2/9', '4/9', '8/7', '6/5', '8'] -> (((6/5 * 8/7) / 4/9) * (8 - 2/9))
[112384] ['1/5', '5/4', '7/5', '9/5', '7'] -> ((7/5 + 7) / (9/5 - (1/5 + 5/4)))
[112385] ['1/7', '2/9', '7/9', '9/5', '3'] -> (3 * ((7/9 / (2/9 - 1/7)) - 9/5))
[112386] ['1/8', '5/9', '9/8', '7/6', '6'] -> (6 * (((9/8 + 7/6) / 5/9) - 1/8))
[112387] ['2/9', '4/9', '8/7', '5/4', '8'] -> (8 * (5/4 + (4/9 / (2/9 * 8/7))))
[112388] ['1/5', '7/9', '3/2', '9/2', '9'] -> ((9 * (7/9 * 9/2)) - (3/2 / 1/5))
[112389] ['1/8', '5/9', '9/8', '6/5', '6'] -> (((9/8 * 5/9) / 1/8) * (6 - 6/5))
[112390] ['3/5', '8/9', '5/3', '9/5', '4'] -> (8/9 + (((5/3 + 9/5) * 4) / 3/5))
[112391] ['3/5', '3/5', '3/2', '7/3', '5'] -> ((3/5 + 5) / (7/3 - (3/5 + 3/2)))
[112392] ['2/7', '3/5', '8/9', '3/2', '7'] -> (8/9 * ((3/2 / 3/5) + (7 / 2/7)))
[112393] ['3/8', '3/8', '1', '6/5', '4/3'] -> (1 / ((4/3 * (3/8 / 6/5)) - 3/8))
[112394] ['1/8', '5/9', '9/8', '5/4', '6'] -> ((9/8 / 5/4) * ((6 * 5/9) / 1/8))
[112395] ['2/9', '4/9', '8/7', '3/2', '8'] -> ((3/2 + (4/9 / 2/9)) * (8 - 8/7))
[112396] ['1/5', '7/9', '8/5', '8/5', '9'] -> (8/5 * ((7/9 * 9) + (8/5 / 1/5)))
[112397] ['3/5', '3/5', '8/5', '8/5', '5'] -> (8/5 / (3/5 - (8/5 / (3/5 * 5))))
[112398] ['1/5', '5/4', '7/5', '8/3', '7'] -> (8/3 * (7 + (5/4 * (1/5 + 7/5))))
[112399] ['5/9', '4/5', '9/4', '5/2', '9'] -> ((9 * (9/4 + (5/9 / 4/5))) - 5/2)
[112400] ['3/8', '3/8', '1', '6/5', '7/5'] -> (6/5 / ((7/5 * (3/8 + 3/8)) - 1))
[112401] ['1/8', '1/6', '5/9', '9/8', '7'] -> (((1/8 / 9/8) + (5/9 * 7)) / 1/6)
[112402] ['1/8', '5/9', '9/8', '9/7', '6'] -> (6 / (9/8 - (9/7 * (1/8 + 5/9))))
[112403] ['3/5', '8/9', '5/3', '7/3', '4'] -> (4 * ((8/9 + 7/3) + (5/3 / 3/5)))
[112404] ['2/3', '7/9', '8/3', '3', '9/2'] -> (8/3 / ((7/9 / 3) - (2/3 / 9/2)))
[112405] ['1/7', '2/9', '7/9', '3', '9/2'] -> (9/2 * ((2/9 / 1/7) + (7/9 + 3)))
[112406] ['3/8', '3/8', '1', '6/5', '8/5'] -> (3/8 / (1 - ((3/8 + 6/5) / 8/5)))
[112407] ['3/5', '8/9', '5/3', '5/2', '4'] -> (4 / (5/2 * (3/5 - (8/9 / 5/3))))
[112408] ['3/5', '3/5', '8/5', '7/3', '5'] -> (8/5 / ((3/5 * 5) - (3/5 + 7/3)))
[112409] ['1/5', '5/4', '3/2', '8/5', '7'] -> ((8/5 + (7 / 5/4)) / (1/5 * 3/2))
[112410] ['1/8', '5/9', '9/8', '4/3', '6'] -> (6 / (((4/3 - 9/8) / 5/9) - 1/8))
[112411] ['2/3', '4/5', '4/5', '4/5', '3'] -> ((4/5 + (4/5 * 3)) / (4/5 - 2/3))
[112412] ['1/7', '1/6', '8/9', '5/2', '4'] -> (((5/2 / 1/7) - (1/6 - 4)) / 8/9)
[112413] ['1/7', '2/9', '4/5', '4/5', '3'] -> (((4/5 / 1/7) - (4/5 / 3)) / 2/9)
[112414] ['1/8', '1/6', '5/9', '7/6', '7'] -> (7 / ((5/9 / (1/6 + 7/6)) - 1/8))
[112415] ['3/8', '4/9', '4/9', '3/2', '2'] -> (2 / (3/8 * (4/9 * 3/2)) - 4/9))
[112416] ['3/5', '8/9', '5/3', '8/3', '4'] -> ((5/3 * 4) * (3/5 + (8/3 / 8/9)))
[112417] ['2/3', '4/5', '4/5', '5/6', '3'] -> ((3 + (4/5 / 4/5)) / (5/6 - 2/3))
[112418] ['1/7', '2/9', '4/5', '6/7', '3'] -> (4/5 * (3 + (6/7 / (1/7 * 2/9))))
[112419] ['2/7', '3/5', '8/9', '9/4', '7'] -> (7 * ((9/4 / 3/5) - (2/7 / 8/9)))
[112420] ['3/5', '3/5', '8/5', '9/2', '5'] -> (8/5 / ((5 * (3/5 / 9/2)) - 3/5))
[112421] ['1/8', '1/6', '5/9', '5/4', '7'] -> ((7 / 1/6) - (5/4 / (1/8 * 5/9)))
[112422] ['3/8', '4/9', '4/9', '7/4', '2'] -> ((4/9 / (4/9 - 3/8)) * (7/4 + 2))
[112423] ['1/8', '5/9', '9/8', '3/2', '6'] -> (((6 / (9/8 * 3/2)) - 5/9) / 1/8)
[112424] ['1/5', '7/9', '8/5', '8/3', '9'] -> (8/3 / ((8/5 / (1/5 * 9)) - 7/9))
[112425] ['3/5', '8/9', '5/3', '7/2', '4'] -> (4 / ((8/9 - 7/2) + (5/3 / 3/5)))
[112426] ['1/8', '1/6', '5/9', '9/7', '7'] -> (7 / (5/9 - (1/6 + (1/8 / 9/7))))
[112427] ['1/4', '2/7', '3/5', '7/6', '4'] -> ((2/7 + (4 / (3/5 * 7/6))) / 1/4)
[112428] ['3/5', '3/5', '5/3', '7/4', '5'] -> (5 / (5/3 - (7/4 / (3/5 + 3/5))))
[112429] ['1/5', '5/4', '3/2', '9/2', '7'] -> (((3/2 * 7) - 9/2) / (1/5 * 5/4))
[112430] ['1/7', '2/9', '4/5', '8/9', '3'] -> (3 * (2/9 + (8/9 / (1/7 * 4/5))))
[112431] ['2/9', '4/9', '7/6', '8/5', '8'] -> ((8/5 / (4/9 * 7/6)) * (8 - 2/9))
[112432] ['1/8', '5/9', '9/8', '7/4', '6'] -> (6 * (7/4 + ((1/8 + 9/8) / 5/9)))
[112433] ['1/4', '2/7', '3/5', '6/5', '4'] -> ((6/5 / (3/5 * (1/4 * 2/7))) - 4)
[112434] ['3/5', '8/9', '7/4', '7/4', '4'] -> (4 / (7/4 - (3/5 * (8/9 + 7/4))))
[112435] ['3/8', '3/8', '1', '6/5', '7/2'] -> (7/2 / (((1 - 3/8) / 6/5) - 3/8))
[112436] ['1/5', '5/4', '8/5', '9/5', '7'] -> (((7 - 9/5) / 1/5) - (5/4 * 8/5))
[112437] ['1/8', '5/9', '9/8', '5/2', '6'] -> (6 / (5/2 - ((1/8 + 9/8) / 5/9)))
[112438] ['3/8', '3/8', '1', '5/4', '5/4'] -> ((1 + 5/4) / ((3/8 * 5/4) - 3/8))
[112439] ['5/9', '4/5', '9/2', '9/2', '9'] -> (5/9 * ((9 * (4/5 + 9/2)) - 9/2))
[112440] ['2/9', '4/9', '6/5', '9/7', '8'] -> (8 / (9/7 * (4/9 - (2/9 / 6/5))))
[112441] ['3/8', '4/9', '1/2', '1/2', '2'] -> (2 / ((1/2 * 1/2) - (3/8 * 4/9)))
[112442] ['3/5', '3/5', '5/3', '7/2', '5'] -> ((((5 - 3/5) * 7/2) / 3/5) - 5/3)
[112443] ['1/7', '2/9', '4/5', '8/7', '3'] -> (((8/7 / (2/9 * 4/5)) - 3) / 1/7)
[112444] ['1/5', '5/4', '8/5', '7/3', '7'] -> (8/5 / ((7/3 / (5/4 * 7)) - 1/5))
[112445] ['1/5', '7/9', '5/3', '9/4', '9'] -> (9 * (9/4 + (7/9 / (1/5 + 5/3))))
[112446] ['1/8', '5/9', '9/8', '7/2', '6'] -> (6 * ((5/9 * 9/8) - (1/8 - 7/2)))
[112447] ['3/8', '4/9', '1/2', '4/7', '2'] -> ((1/2 + (2 / 4/7)) / (3/8 * 4/9))
[112448] ['2/9', '4/9', '6/5', '7/4', '8'] -> ((8 / (4/9 - (2/9 / 7/4))) - 6/5)
[112449] ['3/5', '3/5', '5/3', '9/2', '5'] -> (((9/2 * (5 - 5/3)) - 3/5) / 3/5)
[112450] ['3/8', '4/9', '1/2', '3/5', '2'] -> ((1/2 / 3/5) * (2 / (4/9 - 3/8)))
[112451] ['5/9', '5/6', '5/6', '8/7', '9'] -> ((5/6 + (5/6 / 5/9)) * (8/7 * 9))
[112452] ['3/5', '8/9', '7/4', '5/2', '4'] -> (4 / ((7/4 / 5/2) - (3/5 * 8/9)))
[112453] ['2/3', '4/5', '4/5', '5/3', '3'] -> (4/5 / ((5/3 / (2/3 * 3)) - 4/5))
[112454] ['1/8', '5/9', '8/7', '7/6', '6'] -> (8/7 + (6 / (7/6 * (1/8 / 5/9))))
[112455] ['4/9', '3/5', '7/6', '5/2', '3'] -> ((3/5 / ((7/6 / 5/2) - 4/9)) - 3)
[112456] ['3/5', '3/5', '7/4', '9/5', '5'] -> (5 * (3/5 + (7/4 * (3/5 + 9/5))))
[112457] ['5/9', '5/6', '5/6', '7/6', '9'] -> (9 * ((5/9 / 5/6) + (5/6 + 7/6)))
[112458] ['3/8', '3/8', '1', '5/4', '7/4'] -> ((1 + ((5/4 + 7/4) / 3/8)) / 3/8)
[112459] ['2/9', '4/9', '6/5', '7/2', '8'] -> ((2/9 + 4/9) + ((8 * 7/2) / 6/5))
[112460] ['1/8', '5/9', '8/7', '6/5', '6'] -> (5/9 * (6/5 + (6 / (1/8 * 8/7))))
[112461] ['2/3', '4/5', '4/5', '7/4', '3'] -> (4/5 / ((2/3 * (3 - 7/4)) - 4/5))
[112462] ['1/5', '5/4', '5/3', '5/3', '7'] -> ((7 - (5/3 / 5/3)) / (1/5 * 5/4))
[112463] ['1/7', '1/6', '9/8', '7/4', '4'] -> (1/7 / (1/6 - (9/8 / (7/4 * )))
)[112464] ['2/7', '3/5', '9/8', '6/5', '7'] -> ((((7 - 3/5) * 9/8) / 2/7) - 6/5)
[112465] ['3/5', '8/9', '7/4', '8/3', '4'] -> (4 * ((8/9 * 7/4) + (8/3 / 3/5)))
[112466] ['2/3', '4/5', '4/5', '9/5', '3'] -> ((4/5 + 4/5) / (2/3 - (9/5 / 3)))
[112467] ['1/7', '2/9', '4/5', '8/5', '3'] -> ((8/5 / 2/9) + ((3 * 4/5) / 1/7))
[112468] ['1/4', '2/7', '3/5', '8/3', '4'] -> ((1/4 * 8/3) + (4 / (2/7 * 3/5)))
[112469] ['1/8', '1/6', '4/7', '2/3', '7'] -> (7 * (((2/3 - 1/6) / 1/8) - 4/7))
[112470] ['1/5', '7/9', '7/4', '9/5', '9'] -> ((9/5 + 9) / (7/4 * (1/5 / 7/9)))
[112471] ['3/5', '3/5', '7/4', '5/2', '5'] -> (3/5 / (5 - (3/5 + (7/4 * 5/2))))
[112472] ['2/9', '4/9', '5/4', '7/5', '8'] -> (8 * (7/5 + (4/9 / (2/9 * 5/4))))
[112473] ['2/3', '4/5', '4/5', '7/3', '3'] -> ((2/3 * 4/5) / (4/5 - (7/3 / 3)))
[112474] ['1/8', '5/9', '8/7', '5/4', '6'] -> (((6 / 8/7) - (5/4 / 5/9)) / 1/8)
[112475] ['3/8', '3/8', '1', '5/4', '5/2'] -> ((((5/4 + 5/2) / 3/8) - 1) / 3/8)
[112476] ['4/9', '3/5', '6/5', '6/5', '3'] -> ((6/5 * 3) / ((3/5 / 4/9) - 6/5))
[112477] ['1/5', '5/4', '5/3', '7/2', '7'] -> (7 / ((1/5 * 7/2) * 5/3) - 5/4))
[112478] ['1/5', '7/9', '7/4', '9/4', '9'] -> ((((7/9 * 9) - 7/4) / 1/5) - 9/4)
[112479] ['1/4', '2/7', '3/5', '4', '9/2'] -> (((4 + 9/2) / (3/5 - 1/4)) - 2/7)
[112480] ['1/5', '5/4', '5/3', '9/2', '7'] -> (((7 - (1/5 * 5/3)) * 9/2) / 5/4)
[112481] ['3/8', '4/9', '1/2', '7/8', '2'] -> (3/8 / (1/2 * 2) - (7/8 / 4/9)))
[112482] ['2/9', '4/9', '5/4', '9/5', '8'] -> (9/5 * ((8 * (4/9 + 5/4)) - 2/9))
[112483] ['1/8', '5/9', '8/7', '9/7', '6'] -> (5/9 / ((8/7 / (9/7 * )) - 1/8))
[112484] ['3/8', '3/8', '1', '5/4', '7/2'] -> (((5/4 * 7/2) - 1) / (3/8 * 3/8))
[112485] ['2/7', '3/5', '9/8', '4/3', '7'] -> ((4/3 / 3/5) + (7 / (2/7 * 9/8)))
[112486] ['1/4', '2/7', '5/8', '5/8', '4'] -> ((5/8 / (5/8 * 2/7) - 1/4)) - 4)
[112487] ['3/5', '3/5', '7/4', '9/2', '5'] -> ((3/5 + 5) * (9/2 / (3/5 * 7/4)))
[112488] ['1/7', '2/9', '4/5', '9/5', '3'] -> ((4/5 / (1/7 * 2/9)) + (9/5 - 3))
[112489] ['1/7', '1/6', '9/8', '5/2', '4'] -> (9/8 * ((5/2 / 1/7) - (1/6 - 4)))
[112490] ['2/9', '4/9', '5/4', '9/2', '8'] -> ((8 * (9/2 - 5/4)) - (4/9 / 2/9))
[112491] ['1/5', '5/4', '7/4', '7/3', '7'] -> (((7/4 + (5/4 / 1/5)) * 7) / 7/3)
[112492] ['1/7', '2/9', '4/5', '7/3', '3'] -> (((7/3 * 4/5) / 2/9) * (3 - 1/7))
[112493] ['1/5', '5/4', '7/4', '8/3', '7'] -> (8/3 * ((1/5 * 5/4) + (7/4 + 7)))
[112494] ['3/8', '4/9', '1/2', '6/5', '2'] -> (2 / (4/9 * (1/2 - (3/8 / 6/5))))
[112495] ['2/7', '3/5', '9/8', '3/2', '7'] -> (((3/2 / 3/5) + (7 / 2/7)) / 9/8)
[112496] ['3/5', '3/5', '9/4', '9/4', '5'] -> (9/4 + (5 * (3/5 + (9/4 / 3/5))))
[112497] ['3/8', '3/8', '1', '9/7', '3/2'] -> (1 / ((3/8 / 9/7) - (3/8 / 3/2)))
[112498] ['4/9', '3/5', '6/5', '9/5', '3'] -> ((9/5 / (3/5 - (4/9 * 6/5))) - 3)
[112499] ['1/7', '2/9', '4/5', '5/2', '3'] -> ((4/5 / (1/7 * 2/9)) - (3 / 5/2))
[112500] ['1/4', '2/7', '5/8', '5/6', '4'] -> (4 / ((2/7 * (5/8 + 5/6)) - 1/4))
[112501] ['3/5', '8/9', '9/4', '8/3', '4'] -> (4 * (8/3 + ((9/4 * 8/9) / 3/5)))
[112502] ['5/9', '5/6', '6/7', '8/7', '9'] -> (9 * ((5/9 / 5/6) + (6/7 + 8/7)))
[112503] ['2/7', '3/5', '9/8', '8/5', '7'] -> ((7 + (8/5 / 2/7)) / (9/8 - 3/5))
[112504] ['1/5', '5/4', '9/5', '9/4', '7'] -> (((7 / 5/4) - (9/5 / 9/4)) / 1/5)
[112505] ['4/9', '3/5', '6/5', '9/4', '3'] -> (3 / (9/4 * (3/5 / 6/5)) - 4/9))
[112506] ['2/9', '4/9', '9/7', '5/3', '8'] -> ((9/7 * 8) * (5/3 + (2/9 + 4/9)))
[112507] ['1/7', '1/6', '8/7', '8/5', '4'] -> (8/7 / ((1/7 / 8/5) - (1/6 / 4)))
[112508] ['4/9', '3/5', '6/5', '7/3', '3'] -> ((6/5 / (4/9 * 3/5)) * (7/3 + 3))
[112509] ['3/5', '8/9', '7/3', '7/3', '4'] -> ((4 * (7/3 + (7/3 / 3/5))) - 8/9)
[112510] ['3/5', '3/5', '7/3', '7/2', '5'] -> ((3/5 + 5) / (7/3 - (3/5 * 7/2)))
[112511] ['2/3', '4/5', '5/6', '5/3', '3'] -> ((3 * (4/5 * 5/3)) / (5/6 - 2/3))
[112512] ['5/9', '5/6', '6/7', '6/5', '9'] -> ((9 / (5/6 - (5/9 * 6/7))) - 6/5)
[112513] ['2/7', '3/5', '9/8', '7/4', '7'] -> (7 / (9/8 - (7/4 * (2/7 / 3/5))))
[112514] ['1/5', '5/4', '9/5', '5/2', '7'] -> (((7 - 9/5) / 1/5) - (5/2 / 5/4))
[112515] ['2/9', '4/9', '9/7', '9/5', '8'] -> ((9/7 + 9/5) * (8 + (2/9 - 4/9)))
[112516] ['3/5', '3/5', '7/3', '9/2', '5'] -> ((3/5 * 9/2) * (5 + (7/3 / 3/5)))
[112517] ['1/7', '2/9', '5/6', '6/7', '3'] -> ((1/7 / (2/9 * 6/7) - 5/6)) - 3)
[112518] ['3/8', '4/9', '1/2', '9/5', '2'] -> (((1/2 + (2 / 4/9)) * 9/5) / 3/8)
[112519] ['2/7', '3/5', '9/8', '9/4', '7'] -> (7 * ((9/4 / 3/5) - (2/7 * 9/8)))
[112520] ['2/9', '4/9', '9/7', '9/4', '8'] -> (9/7 * ((2/9 + 4/9) + (9/4 * 8)))
[112521] ['3/8', '3/8', '1', '9/7', '9/4'] -> (((1 + (9/4 / 3/8)) * 9/7) / 3/8)
[112522] ['4/9', '3/5', '6/5', '3', '9/2'] -> (3 * (3/5 + (9/2 * (4/9 + 6/5))))
[112523] ['3/5', '3/5', '8/3', '7/2', '5'] -> ((3/5 + 5) / (7/2 - (3/5 + 8/3)))
[112524] ['1/5', '7/9', '9/4', '9/4', '9'] -> ((((9 - 9/4) * 7/9) / 1/5) - 9/4)
[112525] ['3/5', '8/9', '7/3', '8/3', '4'] -> (8/3 / ((3/5 * (4 - 7/3)) - 8/9))
[112526] ['1/8', '1/6', '4/7', '9/5', '7'] -> ((4/7 + (1/6 / 1/8)) * (9/5 * 7))
[112527] ['3/8', '3/8', '1', '9/7', '7/3'] -> ((1 + ((7/3 * 9/7) / 3/8)) / 3/8)
[112528] ['1/5', '5/4', '9/4', '9/4', '7'] -> ((7 - (9/4 / 9/4)) / (1/5 * 5/4))
[112529] ['1/8', '5/9', '8/7', '7/3', '6'] -> (((6 * 5/9) / 1/8) - (8/7 * 7/3))
[112530] ['1/4', '2/7', '5/8', '6/5', '4'] -> (6/5 + ((1/4 + (4 / 2/7)) / 5/8))
[112531] ['4/9', '3/5', '5/4', '5/4', '3'] -> (3 / (5/4 * (3/5 / 4/9)) - 5/4))
[112532] ['1/5', '7/9', '9/4', '7/3', '9'] -> (9/4 * (9 + (7/9 / (1/5 * 7/3))))
[112533] ['1/8', '1/6', '4/7', '9/4', '7'] -> ((9/4 + 7) / (1/6 + (1/8 / 4/7)))
[112534] ['3/8', '4/9', '5/9', '5/9', '2'] -> ((5/9 + (5/9 * 2)) / (4/9 - 3/8))
[112535] ['3/5', '8/9', '7/3', '7/2', '4'] -> (4 / (3/5 * (7/2 - (8/9 + 7/3))))
[112536] ['3/5', '3/5', '7/2', '7/2', '5'] -> (5 * (3/5 + (3/5 * (7/2 + 7/2))))
[112537] ['1/7', '2/9', '5/6', '8/7', '3'] -> ((8/7 / ((2/9 * 5/6) - 1/7)) - 3)
[112538] ['3/8', '3/8', '1', '9/7', '8/3'] -> (8/3 / (((1 - 3/8) / 9/7) - 3/8))
[112539] ['3/8', '4/9', '5/9', '4/7', '2'] -> (2 / (3/8 * (4/9 / 4/7)) - 5/9))
[112540] ['1/8', '5/9', '8/7', '8/3', '6'] -> ((8/3 + 6) / ((5/9 / 8/7) - 1/8))
[112541] ['1/5', '5/4', '7/3', '7/3', '7'] -> ((7 - (7/3 / 7/3)) / (1/5 * 5/4))
[112542] ['4/9', '3/5', '5/4', '4/3', '3'] -> ((4/3 + (3 / 5/4)) / (3/5 - 4/9))
[112543] ['1/5', '7/9', '9/4', '8/3', '9'] -> (8/3 / ((9 / 9/4) - (7/9 / 1/5)))
[112544] ['5/9', '5/6', '6/7', '5/3', '9'] -> (9 * ((5/3 / (5/9 * 6/7)) - 5/6))
[112545] ['1/4', '2/7', '5/8', '7/5', '4'] -> (((4 / 5/8) - (2/7 * 7/5)) / 1/4)
[112546] ['3/5', '8/9', '5/2', '5/2', '4'] -> (4 / (3/5 * (5/2 - (8/9 * 5/2))))
[112547] ['1/8', '5/9', '8/7', '7/2', '6'] -> (6 * ((7/2 / (1/8 + 5/9)) - 8/7))
[112548] ['4/9', '3/5', '5/4', '7/5', '3'] -> ((3/5 + 7/5) / ((4/9 * 3) - 5/4))
[112549] ['5/9', '5/6', '6/7', '7/4', '9'] -> ((6/7 + (5/9 / 5/6)) * (7/4 * 9))
[112550] ['1/5', '5/4', '7/3', '7/2', '7'] -> (7 / ((1/5 * 5/4) * 7/2) - 7/3))
[112551] ['3/5', '5/8', '5/8', '3/4', '5'] -> (5 / ((5/8 / 3/5) - (5/8 / 3/4)))
[112552] ['1/7', '1/6', '7/6', '3/2', '4'] -> ((((7/6 + 4) / 1/7) - 1/6) / 3/2)
[112553] ['1/8', '1/6', '3/5', '4/5', '7'] -> ((7 - 3/5) / (1/6 + (1/8 * 4/5)))
[112554] ['3/5', '8/9', '5/2', '7/2', '4'] -> ((3/5 * 5/2) / (4 - (7/2 / 8/9)))
[112555] ['2/9', '4/9', '7/5', '7/4', '8'] -> (8 / ((7/4 * (4/9 / 7/5)) - 2/9))
[112556] ['5/9', '5/6', '6/7', '9/5', '9'] -> ((5/6 + (5/9 / 6/7)) * (9/5 * 9))
[112557] ['1/5', '5/4', '7/3', '9/2', '7'] -> (9/2 * ((1/5 + 7) - (7/3 / 5/4)))
[112558] ['1/5', '7/9', '7/3', '7/3', '9'] -> (((7/3 + (7/9 / 1/5)) * 9) / 7/3)
[112559] ['1/8', '1/6', '3/5', '5/6', '7'] -> ((3/5 + 7) / (1/6 + (1/8 / 5/6)))
[112561] ['3/8', '3/8', '1', '4/3', '3/2'] -> (1 / (3/8 - ((3/8 * 4/3) / 3/2)))
[112560] ['5/9', '5/6', '6/7', '9/4', '9'] -> (9 * ((5/6 / 6/7) - (5/9 - 9/4)))
[112562] ['1/8', '5/9', '7/6', '7/6', '6'] -> (7/6 / ((1/8 * (6 - 7/6)) - 5/9))
[112563] ['3/5', '8/9', '8/3', '7/2', '4'] -> ((8/3 + (3/5 * 8/9)) * (7/2 + 4))
[112564] ['1/5', '5/4', '5/2', '8/3', '7'] -> ((5/2 - 5/4) * (8/3 * (1/5 + 7)))
[112565] ['4/9', '3/5', '5/4', '5/3', '3'] -> ((5/3 + 3) / (5/4 * (3/5 - 4/9)))
[112566] ['3/5', '8/9', '8/3', '4', '9/2'] -> ((((4 * 9/2) * 8/9) / 3/5) - 8/3)
[112567] ['1/7', '1/6', '7/6', '9/5', '4'] -> (9/5 * (4 + ((1/6 + 7/6) / 1/7)))
[112568] ['1/4', '2/7', '5/8', '8/3', '4'] -> (8/3 * (1/4 + ((4 * 5/8) / 2/7)))
[112569] ['2/9', '4/9', '7/5', '7/3', '8'] -> (8 / ((4/9 / 2/9) - (7/3 / 7/5)))
[112570] ['3/5', '5/8', '5/8', '8/9', '5'] -> (5 / ((3/5 * 5/8) * 5/8) * 8/9))
[112571] ['2/7', '3/5', '8/7', '5/4', '7'] -> (((5/4 * (7 - 3/5)) - 8/7) / 2/7)
[112572] ['3/8', '3/8', '1', '4/3', '5/3'] -> ((1 + ((4/3 + 5/3) / 3/8)) / 3/8)
[112573] ['5/9', '5/6', '6/7', '7/2', '9'] -> (7/2 * (6/7 + (9 * (5/9 / 5/6))))
[112574] ['1/4', '2/7', '5/8', '4', '9/2'] -> (4 * ((1/4 / 2/7) + (5/8 + 9/2)))
[112575] ['1/7', '2/9', '5/6', '9/5', '3'] -> (((9/5 * 5/6) / 1/7) + (3 / 2/9))
[112576] ['5/9', '5/6', '6/7', '9/2', '9'] -> ((6/7 * 9) * (9/2 - (5/9 + 5/6)))
[112577] ['1/8', '1/6', '3/5', '8/9', '7'] -> (7 / ((3/5 * (8/9 - 1/8)) - 1/6))
