[319141] ['4/9', '7/9', '4/3', '7/5', '9'] -> (4/3 + 4/9 / 7/9) * 7/5 * 9
[327565] ['1/8', '3/8', '5/7', '1', '9/2'] -> (3/8 + 9/2 / (5/7 + 1)) / 1/8
[327566] ['9/8', '8/7', '5/4', '7/3', '7'] -> 7 / (8/7 * 7/3 - (9/8 + 5/4))
[327567] ['1/6', '3/8', '3/7', '4/9', '8'] -> 4/9 / (1/6 / 3/7 - 3/8) - 8
[327568] ['1/3', '2/3', '1', '6/5', '9/4'] -> 1 / (2/3 - 9/4 * 1/3 / 6/5)
[327569] ['4/7', '7/9', '4/3', '5/3', '2'] -> 4/7 * 2 / (4/3 / 7/9 - 5/3)
[327570] ['1/3', '3/5', '9/7', '9/2', '5'] -> (9/7 - 1/3) * 9/2 * (3/5 + 5)
[327571] ['1/6', '1/5', '2/5', '4/9', '2'] -> (2 / 4/9 - 1/5 / 2/5) / 1/6
[327572] ['4/9', '5/8', '7/4', '8/3', '5'] -> (8/3 - 4/9) / (5/8 / (7/4 + 5))
[327573] ['1/5', '7/9', '6/5', '4/3', '3'] -> 4/3 + (7/9 + 3) / (1/5 / 6/5)
[327574] ['9/8', '8/7', '5/4', '5/2', '7'] -> 7 * (5/4 * (8/7 + 5/2) - 9/8)
[327575] ['4/5', '7/8', '1', '6/5', '7/5'] -> 1 / (4/5 / 6/5 - 7/8 / 7/5)
[327576] ['1/3', '3/5', '4/3', '3/2', '5'] -> 3/5 * 4/3 / (1/3 - 3/2 / 5)
[327577] ['1/6', '1/5', '2/5', '5/9', '2'] -> (2/5 + 2) / (1/6 / 5/9 - 1/5)
[327578] ['1/8', '3/8', '3/4', '6/7', '1'] -> 3/8 / 1/8 / (1 - 3/4 / 6/7)
[327579] ['1/8', '5/9', '6/7', '4/3', '8'] -> 8 / (6/7 * (5/9 - 1/8 * 4/3))
[327580] ['1/8', '5/9', '6/7', '7/5', '8'] -> 7/5 / (1/8 / 6/7) + 8 / 5/9
[327581] ['1/3', '2/3', '1', '6/5', '7/2'] -> 2/3 / (1 - 7/2 * 1/3 / 6/5)
[327582] ['4/7', '7/9', '4/3', '2', '7/3'] -> (4/7 + 4/3) / (2 / 7/3 - 7/9)
[327583] ['1/6', '3/8', '3/7', '5/8', '8'] -> 3/8 / (5/8 / (3/7 * 8) - 1/6)
[327584] ['1/6', '1/5', '2/5', '5/7', '2'] -> 2/5 * 2 / (1/6 / 5/7 - 1/5)
[327585] ['4/9', '5/8', '9/5', '9/5', '5'] -> 5 / ((9/5 - 5/8) / 9/5 - 4/9)
[327586] ['1/3', '2/3', '1', '6/5', '9/2'] -> (9/2 + 1 / 6/5) / (1/3 * 2/3)
[327587] ['1/3', '3/5', '4/3', '7/2', '5'] -> (1/3 + 5) * (7/2 / 3/5 - 4/3)
[327588] ['9/8', '8/7', '9/7', '9/7', '7'] -> 7 * (8/7 + (9/7 + 9/7) / 9/8)
[327589] ['4/7', '8/9', '7/4', '8/3', '7'] -> (7 + 4/7 * 7/4) / (8/9 / 8/3)
[327590] ['4/9', '5/8', '9/5', '9/4', '5'] -> 9/5 * 5 / (4/9 * 9/4 - 5/8)
[327591] ['4/5', '7/8', '1', '5/4', '5/4'] -> (1 + 5/4) / (5/4 * (7/8 - 4/5))
[327592] ['9/8', '8/7', '9/7', '3/2', '7'] -> (8/7 + 9/7 / 9/8) * 3/2 * 7
[327593] ['4/9', '5/8', '9/5', '5/2', '5'] -> 5 * (4/9 * 9/5 + 5/2 / 5/8)
[327594] ['1/5', '7/9', '6/5', '9/5', '3'] -> 9/5 / (1/5 / 6/5) * (3 - 7/9)
[327595] ['1/8', '3/8', '3/4', '1', '7/5'] -> 3/4 / (3/8 / (1 + 7/5) - 1/8)
[327596] ['1/8', '5/9', '6/7', '7/4', '8'] -> 8 / (1/8 + 5/9) / (6/7 / 7/4)
[327597] ['4/9', '5/8', '9/5', '7/2', '5'] -> 5 * (7/2 / 5/8 - 4/9 * 9/5)
[327598] ['1/3', '3/5', '3/2', '7/4', '5'] -> 3/5 / 3/2 / (7/4 / 5 - 1/3)
[327599] ['4/7', '8/9', '9/5', '7/3', '7'] -> 7/3 * 8/9 * 9/5 * (7 - 4/7)
[327600] ['1/3', '2/3', '1', '5/4', '7/4'] -> 1 / 1/3 / (5/4 / 2/3 - 7/4)
[327601] ['4/5', '7/8', '1', '5/4', '8/5'] -> 5/4 * (4/5 + 8/5) / (1 - 7/8)
[327602] ['1/8', '5/9', '6/7', '9/4', '8'] -> 6/7 * 9/4 * (8 + 5/9 / 1/8)
[327603] ['1/6', '3/8', '3/7', '8/9', '8'] -> 1/6 * 8 / (3/7 - 3/8) - 8/9
[327604] ['4/7', '8/9', '9/5', '5/2', '7'] -> 7 * (5/2 * 8/9 * 9/5 - 4/7)
[327605] ['1/3', '3/5', '3/2', '7/3', '5'] -> (7/3 + 3/5 * 5) / (1/3 / 3/2)
[327606] ['1/5', '7/9', '6/5', '3', '7/2'] -> 6/5 * 7/2 / (1/5 * 7/9) - 3
[327607] ['1/6', '3/8', '3/7', '9/8', '8'] -> 8 / (1/6 * (9/8 + 3/8 / 3/7))
[327608] ['4/9', '5/8', '9/4', '7/3', '5'] -> (7/3 / 4/9 - 9/4) / (5/8 / 5)
[327609] ['1/3', '2/3', '1', '5/4', '7/2'] -> (5/4 + (1 + 7/2) / 2/3) / 1/3
[327610] ['1/3', '3/5', '3/2', '8/3', '5'] -> 3/2 * (5 * (3/5 + 8/3) - 1/3)
[327611] ['4/7', '8/9', '9/5', '7/2', '7'] -> 7 * (4/7 / 9/5 + 8/9 * 7/2)
[327612] ['1/6', '1/5', '3/7', '1/2', '2'] -> 1/6 + 1/2 + 2 / (1/5 * 3/7)
[327613] ['9/8', '8/7', '4/3', '4/3', '7'] -> (4/3 + 4/3) * 7 * 9/8 * 8/7
[327614] ['4/9', '5/8', '9/4', '5/2', '5'] -> (5 + 4/9 * 9/4) / (5/8 / 5/2)
[327615] ['1/8', '5/9', '6/7', '8/3', '8'] -> 8/3 * (8 / 6/7 - 1/8) - 5/9
[327616] ['1/8', '3/8', '7/9', '1', '8/7'] -> 1 / (1/8 * 3/8) / (7/9 * 8/7)
[327617] ['1/5', '7/9', '5/4', '4/3', '3'] -> (4/3 + 3 / 5/4) / (1/5 * 7/9)
[327618] ['4/9', '5/8', '9/4', '7/2', '5'] -> 9/4 / (5 - (7/2 + 5/8 / 4/9))
[327619] ['9/8', '8/7', '4/3', '7/5', '7'] -> 7 / (9/8 - 4/3 / (8/7 * 7/5))
[327620] ['1/8', '3/8', '7/9', '1', '7/6'] -> (7/6 / (3/8 * 7/9) - 1) / 1/8
[327621] ['4/7', '8/9', '9/4', '9/4', '7'] -> 7 * (8/9 * (9/4 + 9/4) - 4/7)
[327622] ['4/9', '5/8', '9/4', '9/2', '5'] -> (9/4 + 9/2) * 5 * 4/9 / 5/8
[327623] ['1/3', '3/5', '5/3', '7/4', '5'] -> 5 / (7/4 / (1/3 + 3/5) - 5/3)
[327624] ['4/7', '7/9', '7/5', '2', '8/3'] -> 8/3 / (2 - 7/5 * (4/7 + 7/9))
[327625] ['9/8', '8/7', '4/3', '8/5', '7'] -> 7 * 8/7 / 8/5 / (4/3 - 9/8)
[327626] ['1/8', '3/8', '7/9', '1', '6/5'] -> (7/9 + 1 / (3/8 * 6/5)) / 1/8
[327627] ['1/6', '3/8', '3/7', '7/5', '8'] -> (8 / (3/7 + 7/5) - 3/8) / 1/6
[327628] ['1/3', '3/5', '5/3', '9/4', '5'] -> 9/4 * (5/3 + 5 / (1/3 / 3/5))
[327629] ['4/7', '8/9', '9/4', '5/2', '7'] -> 7 * (4/7 * 5/2 + 8/9 * 9/4)
[327630] ['1/6', '1/5', '3/7', '2/3', '2'] -> (2 / 1/5 - 2/3) / (1/6 / 3/7)
[327631] ['1/8', '3/8', '7/9', '1', '5/4'] -> (5/4 / 3/8 - 1) / (1/8 * 7/9)
[327632] ['9/8', '8/7', '4/3', '5/3', '7'] -> (4/3 + 5/3) / (7 * (8/7 - 9/8))
[327633] ['1/6', '3/8', '3/7', '3/2', '8'] -> 3/8 * 8 + 3/2 / (1/6 * 3/7)
[327634] ['4/9', '5/8', '7/3', '8/3', '5'] -> (7/3 + 5 * 5/8 * 8/3) / 4/9
[327635] ['1/3', '3/5', '5/3', '7/2', '5'] -> (1/3 + 5) * (7/2 + 3/5 * 5/3)
[327636] ['1/3', '2/3', '1', '9/7', '7/4'] -> 2/3 / (7/4 / 9/7 - (1/3 + 1))
[327637] ['4/5', '7/8', '1', '9/7', '8/5'] -> 9/7 * 8/5 / (1 - 4/5 / 7/8)
[327638] ['1/5', '7/9', '5/4', '7/4', '3'] -> (3 + 7/4 / (7/9 * 5/4)) / 1/5
[327639] ['4/7', '8/9', '9/4', '9/2', '7'] -> (9/4 + 9/2) * 7 * 4/7 * 8/9
[327640] ['4/5', '7/8', '1', '9/7', '5/3'] -> 1 / 7/8 / (4/5 * 5/3 - 9/7)
[327641] ['9/8', '8/7', '4/3', '9/4', '7'] -> 4/3 * 9/4 / (7 * (8/7 - 9/8))
[327642] ['4/9', '5/8', '5/2', '9/2', '5'] -> (5/2 + 5) * 9/2 * 4/9 / 5/8
[327643] ['1/3', '2/3', '1', '9/7', '9/4'] -> 2/3 / (1 / 9/7 - 1/3 * 9/4)
[327644] ['4/7', '8/9', '7/3', '7/3', '7'] -> 8/9 + 7/3 * (7 + 4/7 + 7/3)
[327645] ['1/3', '3/5', '7/4', '5/2', '5'] -> (3/5 + 5) * 5/2 / (1/3 * 7/4)
[327646] ['1/6', '1/5', '3/7', '5/6', '2'] -> 2 / (1/5 * 3/7) - (1/6 - 5/6)
[327647] ['1/5', '7/9', '5/4', '9/4', '3'] -> 3 * (7/9 * 9/4 + 5/4 / 1/5)
[327648] ['4/5', '7/8', '1', '9/7', '7/4'] -> 9/7 * 7/4 / (7/8 / 4/5 - 1)
[327649] ['4/7', '7/9', '3/2', '5/3', '2'] -> 5/3 * 2 / (3/2 - 7/9 / 4/7)
[327650] ['9/8', '8/7', '4/3', '8/3', '7'] -> 7 * (8/3 + 8/7 / (9/8 * 4/3))
[327651] ['1/8', '5/9', '7/8', '3/2', '8'] -> 1/8 * 8 / (7/8 - 5/9 * 3/2)
[327652] ['1/8', '3/8', '7/9', '1', '7/4'] -> 1 / (3/8 * 7/9 / 7/4 - 1/8)
[327653] ['4/7', '8/9', '7/3', '5/2', '7'] -> 4/7 / (8/9 / 7/3 - 5/2 / 7)
[327654] ['1/5', '7/9', '5/4', '7/3', '3'] -> (3 + 7/3 / 7/9) / (1/5 * 5/4)
[327655] ['4/7', '7/9', '3/2', '7/4', '2'] -> 4/7 / (7/9 * 3/2 - 2 / 7/4)
[327656] ['4/7', '8/9', '7/3', '7/2', '7'] -> 7/3 / (8/9 * 7 - 7/2 / 4/7)
[327657] ['4/9', '5/8', '7/2', '9/2', '5'] -> 5 / 5/8 / (7/2 / 9/2 - 4/9)
[327658] ['1/6', '3/8', '3/7', '9/2', '8'] -> 3/7 / (1/6 * 3/8) * (8 - 9/2)
[327659] ['1/5', '7/9', '5/4', '8/3', '3'] -> 8/3 / (7/9 / (1/5 * 5/4) - 3)
[327660] ['4/5', '7/8', '1', '9/7', '7/3'] -> 7/3 / (1 / (4/5 * 9/7) - 7/8)
[327661] ['1/3', '3/5', '9/5', '9/4', '5'] -> 3/5 + 9/4 * (5 + 9/5 / 1/3)
[327662] ['4/7', '8/9', '7/3', '9/2', '7'] -> (9/2 + 4/7 / 8/9) * (7 - 7/3)
[327663] ['1/3', '2/3', '1', '4/3', '7/5'] -> 4/3 / (1/3 - 2/3 / (1 + 7/5))
[327664] ['1/8', '5/9', '7/8', '9/4', '8'] -> (5/9 * 9/4 - 7/8) / (1/8 / 8)
[327665] ['1/6', '1/5', '3/7', '8/7', '2'] -> 8/7 + (2 + 3/7 / 1/6) / 1/5
[327666] ['1/3', '2/3', '1', '4/3', '3/2'] -> 4/3 / 1/3 / (2/3 + 1 - 3/2)
[327667] ['1/8', '3/8', '7/9', '1', '7/2'] -> 1 / (1/8 - 3/8 * 7/9 / 7/2)
[327668] ['4/9', '2/3', '2/3', '4/5', '5'] -> (4/5 + 2/3 + 2/3) / (4/9 / 5)
[327669] ['9/8', '8/7', '7/5', '9/5', '7'] -> 8/7 * 7 * (7/5 + 9/5 / 9/8)
[327670] ['1/6', '1/5', '3/7', '5/4', '2'] -> (1/6 / 5/4 + 2 / 3/7) / 1/5
[327671] ['1/5', '7/9', '9/7', '4/3', '3'] -> 4/3 * (3 / (1/5 * 7/9) - 9/7)
[327672] ['1/3', '3/5', '9/4', '5/2', '5'] -> 9/4 * (5/2 * (5 - 3/5) - 1/3)
[327673] ['1/6', '3/8', '4/9', '6/7', '8'] -> (8 / 6/7 - 1/6) / 3/8 - 4/9
[327674] ['4/7', '8/9', '8/3', '8/3', '7'] -> (8/3 + 8/3) * 7 * 4/7 / 8/9
[327675] ['1/5', '7/9', '9/7', '3/2', '3'] -> 3/2 * (7/9 * 9/7 + 3 / 1/5)
[327676] ['4/5', '7/8', '1', '4/3', '4/3'] -> (4/3 + 4/3 / 4/5) / (1 - 7/8)
[327677] ['4/9', '2/3', '2/3', '9/8', '5'] -> 5 / (4/9 / 2/3 + 2/3 - 9/8)
[327678] ['1/6', '1/5', '3/7', '4/3', '2'] -> 4/3 / (2 - 1/6 / 1/5 / 3/7)
[327679] ['1/5', '7/9', '9/7', '5/3', '3'] -> 3 / (1/5 / 5/3) - 7/9 * 9/7
[327680] ['4/9', '2/3', '2/3', '8/7', '5'] -> 2/3 * 5 / (2/3 / 8/7 - 4/9)
[327681] ['1/3', '3/5', '9/4', '9/2', '5'] -> 9/2 + 9/4 * (1/3 + 5 / 3/5)
[327682] ['4/5', '7/8', '1', '4/3', '7/4'] -> 7/4 / (7/8 * (4/3 - 1 / 4/5))
[327683] ['1/8', '5/9', '8/9', '9/7', '8'] -> (8/9 / 1/8 + 8 / 9/7) / 5/9
[327684] ['4/7', '8/9', '9/2', '9/2', '7'] -> (8/9 - 4/7 / 9/2) * 9/2 * 7
[327685] ['1/6', '1/5', '3/7', '8/5', '2'] -> 8/5 / (1/5 / 3/7 / 2 - 1/6)
[327686] ['1/5', '7/9', '9/7', '9/4', '3'] -> 7/9 * 9/4 * (3 / 1/5 - 9/7)
[327687] ['1/3', '3/5', '7/3', '7/2', '5'] -> (7/3 + 5) / (3/5 - 1/3) - 7/2
[327688] ['9/8', '8/7', '7/5', '9/2', '7'] -> (7/5 + 7) * (9/2 / 9/8 - 8/7)
[327689] ['1/6', '1/5', '3/7', '5/3', '2'] -> (2 + 5/3 / (1/6 + 3/7)) / 1/5
[327690] ['4/7', '9/8', '9/8', '7/6', '7'] -> 4/7 * 7 / (7/6 - 9/8 / 9/8)
[327691] ['4/9', '2/3', '2/3', '5/3', '5'] -> (2/3 + (5/3 + 5) / 2/3) / 4/9
[327692] ['1/6', '1/5', '3/7', '7/4', '2'] -> 2 / (1/6 / 1/5 - 3/7 * 7/4)
[327693] ['1/5', '7/9', '9/7', '8/3', '3'] -> 9/7 + (8/3 + 3 / 1/5) / 7/9
[327694] ['1/3', '2/3', '1', '7/5', '8/3'] -> (1 + 7/5) / (1/3 / (2/3 + 8/3))
[327695] ['9/8', '8/7', '3/2', '7/4', '7'] -> (7 + 8/7 * 7/4) / (3/2 - 9/8)
[327696] ['4/7', '7/9', '8/5', '2', '8/3'] -> 8/3 / (7/9 / 4/7 - 2 / 8/5)
[327697] ['1/8', '3/8', '4/5', '1', '3/2'] -> 3/2 / (1/8 * 4/5) / (1 - 3/8)
[327698] ['4/9', '2/3', '2/3', '7/3', '5'] -> (7/3 * 5 - 2/3 / 2/3) / 4/9
[327699] ['1/3', '5/8', '5/8', '5/7', '5'] -> (5/8 / 5/8 + 5 / 5/7) / 1/3
[327700] ['1/6', '3/8', '1/2', '7/9', '8'] -> (1/2 + 8) / (3/8 * (1/6 + 7/9))
[327701] ['1/8', '3/8', '4/5', '1', '5/3'] -> (4/5 / 1/8 - 1) / (3/8 / 5/3)
[327702] ['1/3', '5/8', '5/8', '3/4', '5'] -> (5 + 5/8 / 5/8) / (1/3 * 3/4)
[327703] ['4/9', '2/3', '2/3', '7/2', '5'] -> (7/2 * 5 - 2/3 / 4/9) / 2/3
[327704] ['1/5', '7/9', '4/3', '4/3', '3'] -> (3 / (1/5 / 4/3) - 4/3) / 7/9
[327705] ['1/3', '5/8', '5/8', '7/9', '5'] -> (1/3 + 5) / (5/8 / 5/8 - 7/9)
[327706] ['1/8', '5/9', '9/8', '7/5', '8'] -> 7/5 / 1/8 + 8 / (5/9 * 9/8)
[327707] ['1/3', '2/3', '1', '3/2', '8/5'] -> 8/5 / (1/3 - 2/3 / (1 + 3/2))
[327708] ['1/3', '5/8', '5/8', '4/5', '5'] -> 5 / (1/3 - 5/8 + 5/8 * 4/5)
[327709] ['9/8', '8/7', '8/5', '5/3', '7'] -> 8/5 * 5/3 * 7 * 9/8 * 8/7
[327710] ['1/3', '2/3', '1', '3/2', '5/3'] -> (1 + 5/3) / (2/3 / 3/2 - 1/3)
[327711] ['4/5', '7/8', '1', '7/5', '7/3'] -> 7/3 / (7/8 - 7/5 / (4/5 + 1))
[327712] ['1/8', '5/9', '9/8', '8/5', '8'] -> 8 / (5/9 * (8/5 + 1/8 - 9/8))
[327713] ['1/6', '1/5', '4/9', '4/9', '2'] -> (2 / (1/5 / 4/9) - 4/9) / 1/6
[327714] ['1/5', '7/9', '4/3', '8/5', '3'] -> 8/5 / (1/5 * (7/9 - 4/3 / 3))
[327715] ['4/5', '7/8', '1', '7/5', '5/2'] -> (7/5 + 1 / 5/2) / (7/8 - 4/5)
[327716] ['1/3', '2/3', '1', '3/2', '7/4'] -> 1 / ((7/4 - 3/2) / 2/3 - 1/3)
[327717] ['4/7', '9/8', '9/8', '7/4', '7'] -> 7 * (9/8 + 7/4 - (4/7 - 9/8))
[327718] ['4/7', '7/9', '5/3', '2', '9/4'] -> (4/7 + 2) / (9/4 - 5/3 / 7/9)
[327719] ['1/8', '5/9', '9/8', '7/4', '8'] -> 8 * (1/8 + 7/4) / (5/9 * 9/8)
[327720] ['1/3', '5/8', '5/8', '7/6', '5'] -> 5 / (5/8 - 5/8 / (1/3 + 7/6))
[327721] ['1/6', '3/8', '1/2', '8/5', '8'] -> (3/8 * 8 - 1/2) / (1/6 / 8/5)
[327722] ['1/8', '5/9', '9/8', '9/5', '8'] -> (9/5 - 9/8) * 8 / (1/8 / 5/9)
[327723] ['4/5', '7/8', '1', '7/5', '8/3'] -> 1 / (8/3 - (7/8 + 7/5 / 4/5))
[327724] ['1/3', '5/8', '5/8', '6/5', '5'] -> 5 / (1/3 + 5/8 - 5/8 * 6/5)
[327725] ['4/9', '2/3', '5/7', '6/7', '5'] -> (2/3 + 6/7) * 5 / (4/9 * 5/7)
[327726] ['1/6', '3/8', '1/2', '9/5', '8'] -> (8 - 1/2 / 1/6) / (3/8 / 9/5)
[327727] ['1/3', '2/3', '1', '3/2', '7/3'] -> (1/3 + 1) / (2/3 * 7/3 - 3/2)
[327728] ['1/5', '7/9', '4/3', '9/5', '3'] -> (3 + (4/3 + 9/5) / 1/5) / 7/9
[327729] ['1/8', '3/8', '5/6', '6/7', '1'] -> (5/6 + 1 / 3/8) / (1/8 / 6/7)
[327730] ['4/7', '7/9', '5/3', '2', '8/3'] -> 8/3 / (4/7 * 7/9 + 5/3 - 2)
[327731] ['4/7', '9/8', '9/8', '7/3', '7'] -> 9/8 + (4/7 + 7/3) * 9/8 * 7
[327732] ['1/3', '5/8', '5/8', '4/3', '5'] -> (5 + 5/8 / 5/8) / (1/3 / 4/3)
[327733] ['1/5', '7/9', '4/3', '9/4', '3'] -> (3 / 1/5 - 7/9) / (4/3 / 9/4)
[327734] ['1/8', '3/8', '5/6', '8/9', '1'] -> (1 + 1/8 / 3/8) / (8/9 - 5/6)
[327735] ['9/8', '8/7', '8/5', '7/2', '7'] -> (7 + 8/7 / 8/5) / (9/8 / 7/2)
[327736] ['1/6', '3/8', '5/9', '4/7', '8'] -> ((8 - 1/6) / 4/7 - 3/8) / 5/9
[327737] ['4/7', '7/9', '5/3', '2', '9/2'] -> (5/3 + 2 * 9/2) / (4/7 * 7/9)
[327738] ['1/3', '2/3', '1', '8/5', '8/5'] -> 8/5 / (2/3 * (8/5 - 1) - 1/3)
[327739] ['4/7', '9/8', '9/8', '8/3', '7'] -> (9/8 + 9/8) * 7 * 4/7 * 8/3
[327740] ['1/6', '3/8', '5/9', '3/5', '8'] -> 3/5 / (1/6 * 3/8) + 8 / 5/9
[327741] ['1/6', '1/5', '4/9', '5/6', '2'] -> (2 / 1/5 - (1/6 - 5/6)) / 4/9
[327742] ['1/5', '7/9', '4/3', '5/2', '3'] -> 4/3 / 1/5 / (7/9 + 5/2 - 3)
[327743] ['1/3', '5/8', '5/8', '9/4', '5'] -> 5 / (5/8 / (1/3 * 9/4) - 5/8)
[327744] ['4/5', '7/8', '1', '3/2', '5/2'] -> 5/2 * 4/5 * 3/2 / (1 - 7/8)
[327745] ['9/8', '8/7', '5/3', '7/4', '7'] -> 7 / (9/8 - 5/3 / (8/7 * 7/4))
[327746] ['1/6', '3/8', '5/9', '5/7', '8'] -> 8 / (5/9 / 5/7 - 1/6 / 3/8)
[327747] ['4/9', '2/3', '5/7', '9/7', '5'] -> (2/3 + 5 * (5/7 + 9/7)) / 4/9
[327748] ['4/7', '9/8', '9/8', '9/2', '7'] -> (9/2 - 4/7 * 9/8) / (9/8 / 7)
[327749] ['1/8', '5/9', '8/7', '9/7', '8'] -> (8 + 8/7 / 1/8) / (5/9 * 9/7)
[327750] ['1/5', '7/9', '4/3', '3', '9/2'] -> (4/3 + 9/2) / (7/9 / (1/5 + 3))
[327751] ['1/3', '2/3', '1', '8/5', '7/3'] -> (1 + 7/3) * 8/5 / (1/3 * 2/3)
[327752] ['1/8', '3/8', '5/6', '1', '9/7'] -> (5/6 / 3/8 + 1 / 9/7) / 1/8
[327753] ['9/8', '8/7', '5/3', '9/5', '7'] -> 5/3 * 9/5 / (7 * (8/7 - 9/8))
[327754] ['4/7', '9/8', '8/7', '8/7', '7'] -> 4/7 / (8/7 - 9/8) - 8/7 * 7
[327755] ['1/3', '5/8', '5/8', '7/2', '5'] -> (1/3 + 5) * (7/2 + 5/8 / 5/8)
[327756] ['1/6', '3/8', '5/9', '5/6', '8'] -> (8 - 5/6 / (3/8 * 5/9)) / 1/6
[327757] ['4/7', '7/9', '7/4', '2', '7/3'] -> 7/3 / (7/9 - 7/4 / (4/7 + 2))
[327758] ['1/3', '5/8', '2/3', '5/7', '5'] -> 5 / 5/7 / (1/3 + 5/8 - 2/3)
[327759] ['1/3', '2/3', '1', '8/5', '9/2'] -> 8/5 * (1 / 2/3 + 9/2 / 1/3)
[327760] ['4/7', '9/8', '8/7', '7/6', '7'] -> 7 / (9/8 + 7/6 - 8/7 / 4/7)
[327761] ['1/8', '3/8', '5/6', '1', '8/5'] -> 1 / (5/6 * 1/8 * 3/8) - 8/5
[327762] ['1/8', '5/9', '8/7', '8/5', '8'] -> (8 / 8/7 - 8/5) / (1/8 / 5/9)
[327763] ['1/8', '3/8', '5/6', '1', '7/4'] -> 1 / (7/4 * (1/8 + 3/8) - 5/6)
[327764] ['1/3', '2/3', '1', '5/3', '9/5'] -> 5/3 / (2/3 - 1/3 * 9/5) - 1
[327765] ['1/3', '5/8', '2/3', '6/7', '5'] -> (2/3 + 5) / (5/8 - 1/3 / 6/7)
[327766] ['4/5', '7/8', '1', '8/5', '5/2'] -> (5/2 + 4/5 / 8/5) / (1 - 7/8)
[327767] ['9/8', '8/7', '5/3', '7/2', '7'] -> 7/2 * 9/8 * 8/7 * (7 - 5/3)
[327768] ['1/3', '2/3', '1', '5/3', '9/4'] -> 2/3 / (9/4 - 5/3 * (1/3 + 1))
[327769] ['1/6', '1/5', '4/9', '6/5', '2'] -> (2 / 1/6 - 6/5) / (1/5 / 4/9)
[327770] ['1/8', '3/8', '5/6', '1', '9/5'] -> (9/5 / (3/8 / 5/6) - 1) / 1/8
[327771] ['4/7', '9/8', '8/7', '5/4', '7'] -> 7 * (4/7 / (5/4 - 9/8) - 8/7)
[327772] ['4/9', '2/3', '5/7', '7/4', '5'] -> (2/3 + 7/4 * (5/7 + 5)) / 4/9
[327773] ['1/6', '3/8', '5/9', '7/6', '8'] -> 8 * ((1/6 + 7/6) / 3/8 - 5/9)
[327774] ['4/5', '7/8', '1', '5/3', '5/3'] -> (5/3 + 4/5 * 5/3) / (1 - 7/8)
[327775] ['1/6', '1/5', '4/9', '5/4', '2'] -> (2 + 1/6 / 5/4) / (1/5 * 4/9)
[327776] ['1/3', '5/8', '2/3', '8/7', '5'] -> (5 / (5/8 - 1/3) - 8/7) / 2/3
[327777] ['1/3', '2/3', '1', '5/3', '5/2'] -> 5/3 / (1/3 - 2/3 / 5/2) - 1
[327778] ['4/5', '7/8', '1', '5/3', '9/5'] -> 5/3 / (1 - (4/5 + 7/8) / 9/5)
[327779] ['1/8', '3/8', '6/7', '8/9', '1'] -> 1 / (6/7 * 1/8 * 3/8) - 8/9
[327780] ['9/8', '8/7', '7/4', '9/5', '7'] -> (7/4 + 7) * (8/7 + 9/5 / 9/8)
[327781] ['1/3', '5/8', '2/3', '7/5', '5'] -> 7/5 * 5 / (1/3 + 5/8 - 2/3)
[327782] ['1/3', '2/3', '1', '7/4', '9/5'] -> 2/3 / (1/3 * 7/4 - 1 / 9/5)
[327783] ['4/5', '7/8', '1', '5/3', '5/2'] -> 1 / (7/8 - 5/3 / (4/5 * 5/2))
[327784] ['1/6', '1/5', '4/9', '8/5', '2'] -> (1/5 * 2 + 8/5 / 4/9) / 1/6
[327785] ['4/7', '9/8', '8/7', '5/3', '7'] -> 7 / (9/8 - 5/3 * 4/7 / 8/7)
[327786] ['1/3', '5/8', '2/3', '9/4', '5'] -> 5 * (2/3 + (1/3 + 9/4) / 5/8)
[327787] ['1/3', '2/3', '1', '7/4', '9/4'] -> 1 / (7/4 / 2/3 - (1/3 + 9/4))
[327788] ['1/6', '1/5', '4/9', '5/3', '2'] -> 2 / (1/5 * 4/9) - (1/6 - 5/3)
[327789] ['1/8', '5/9', '8/7', '8/3', '8'] -> (8 + 8/3 / 8/7) / (5/9 - 1/8)
[327790] ['9/8', '8/7', '7/4', '8/3', '7'] -> 8/3 * (9/8 + 7/4 + 7 / 8/7)
[327791] ['1/8', '3/8', '6/7', '1', '5/4'] -> (3/8 + (1 + 5/4) / 6/7) / 1/8
[327792] ['1/3', '2/3', '1', '7/4', '5/2'] -> 1 / 1/3 / (7/4 / 2/3 - 5/2)
[327793] ['1/3', '5/8', '2/3', '9/2', '5'] -> 5 / (1/3 * 9/2 - (5/8 + 2/3))
[327794] ['9/8', '8/7', '7/4', '7/2', '7'] -> 7/2 * 7 - (8/7 - 9/8 / 7/4)
[327795] ['4/9', '2/3', '5/7', '9/2', '5'] -> 5 * (9/2 / 5/7 - 2/3 / 4/9)
[327796] ['4/7', '9/8', '8/7', '9/4', '7'] -> 7 * (4/7 + 8/7) / (9/8 / 9/4)
[327797] ['1/3', '5/8', '5/7', '3/4', '5'] -> 5 / (1/3 + 3/4 - 5/8 / 5/7)
[327798] ['1/6', '3/8', '4/7', '3/4', '8'] -> 4/7 / (3/8 - 1/6) * (3/4 + 8)
[327799] ['1/3', '2/3', '1', '7/4', '7/2'] -> (1 + 7/4 + 7/2 / 2/3) / 1/3
[327800] ['1/8', '3/8', '6/7', '1', '4/3'] -> 6/7 / (3/8 / (1 + 4/3) - 1/8)
[327801] ['9/8', '8/7', '9/5', '9/5', '7'] -> (9/5 + 8/7 * 9/5) / (9/8 / 7)
