[216690] ['1/6', '1/6', '2/7', '3/8', '7'] -> (2/7 + 1/6 / 1/6) * 7 / 3/8
[232930] ['1/4', '2/3', '6/7', '7/6', '3'] -> (3 + 6/7 * 7/6) / (1/4 * 2/3)
[232931] ['3/7', '5/6', '5/3', '9/5', '7'] -> (9/5 - 3/7) * 7 * (5/6 + 5/3)
[232932] ['3/8', '6/5', '6/5', '6/5', '8'] -> (6/5 + 6/5 * 8) / (3/8 * 6/5)
[232933] ['9/8', '5/3', '8/3', '7/2', '9'] -> (5/3 + 9) / (7/2 / 9/8 - 8/3)
[232934] ['1/8', '2/5', '5/2', '8/3', '9'] -> (9 - 2/5 * 5/2) / (1/8 * 8/3)
[232935] ['8/7', '7/6', '5/4', '5/2', '5'] -> (5 / (5/2 * (8/7 * 7/6)) - 5/4))
[232936] ['1/4', '2/3', '6/7', '6/5', '3'] -> (2/3 + 6/5) * (6/7 + 3 / 1/4)
[232937] ['1/9', '1/8', '5/8', '9/5', '2'] -> (2 / 5/8 - 1/9 * 9/5) / 1/8
[232938] ['3/8', '6/5', '6/5', '9/7', '8'] -> (8 - 6/5 / 6/5) * 9/7 / 3/8
[232939] ['1/6', '2/5', '9/8', '6/5', '7'] -> 7 / (1/6 * (2/5 + 9/8 * 6/5))
[232940] ['1/8', '2/5', '5/2', '9/2', '9'] -> (2/5 * 5/2 + 9 / 9/2) / 1/8
[232941] ['8/9', '7/6', '7/4', '9/5', '8'] -> 9/5 * (8/9 + 8) * 7/4 / 7/6
[232942] ['9/8', '7/4', '7/4', '7/4', '9'] -> 9 / (9/8 - 7/4 + 7/4 / 7/4)
[232943] ['2/9', '1/4', '2/7', '7/9', '1'] -> ((7/9 + 1) / 2/7 - 2/9) / 1/4
[232944] ['1/5', '3/4', '6/7', '9/5', '6'] -> 6/7 / (1/5 * 3/4) * (6 - 9/5)
[232945] ['1/6', '2/5', '9/8', '5/4', '7'] -> 7 / (1/6 / 2/5 + 9/8 - 5/4)
[232946] ['3/7', '5/6', '5/3', '8/3', '7'] -> (7 * (3/7 + 8/3) - 5/3) / 5/6
[232947] ['9/8', '7/4', '7/4', '9/5', '9'] -> 9 / (7/4 / 7/4 - 9/8 / 9/5)
[232948] ['1/4', '2/3', '6/7', '8/5', '3'] -> 3 / (2/3 / 8/5 - 1/4 / 6/7)
[232949] ['1/5', '2/5', '7/9', '5/3', '2'] -> (2/5 + 5/3 * 2) / (1/5 * 7/9)
[232950] ['1/5', '3/4', '6/7', '9/4', '6'] -> 6 / (6/7 * 1/5 / 3/4) - 9/4
[232951] ['1/7', '3/4', '4/5', '1', '9/5'] -> 9/5 / (3/4 / (1 - 1/7) - 4/5)
[232952] ['1/6', '2/5', '9/8', '9/7', '7'] -> 9/8 * 7 * (9/7 / 2/5 - 1/6)
[232953] ['3/7', '5/6', '5/3', '9/2', '7'] -> 7 * (9/2 - 3/7 * (5/6 + 5/3))
[232954] ['5/6', '6/7', '7/6', '2', '9/2'] -> 9/2 / (7/6 / (2 - 6/7) - 5/6)
[232955] ['1/2', '4/7', '7/9', '7/2', '6'] -> (6 / (7/2 * (1/2 / 7/9)) - 4/7))
[232956] ['1/4', '2/3', '6/7', '7/4', '3'] -> (6/7 * 7/4 + 3 / 2/3) / 1/4
[232957] ['1/6', '2/5', '9/8', '4/3', '7'] -> (7 + 4/3 / (1/6 * 2/5)) / 9/8
[232958] ['1/7', '3/4', '4/5', '1', '9/4'] -> ((3/4 / (1/7 * 1) - 4/5)) - 9/4)
[232959] ['1/8', '2/5', '9/2', '9/2', '9'] -> 9/2 / (9/2 / 9 - 1/8 / 2/5)
[232960] ['1/5', '3/4', '6/7', '5/2', '6'] -> (1/5 + 6 / 6/7) * 5/2 / 3/4
[232961] ['5/6', '6/7', '6/5', '6/5', '2'] -> ((6/5 / (2 * 6/7) - 5/6)) - 6/5)
[232962] ['9/8', '7/4', '7/4', '7/2', '9'] -> (7/4 + 7/2) * 9 / (9/8 * 7/4)
[232963] ['8/7', '7/6', '9/7', '5/3', '5'] -> (5/3 + 5) / (7/6 - 8/7 / 9/7)
[232964] ['1/4', '2/3', '6/7', '9/5', '3'] -> 9/5 * (3 / (1/4 * 6/7) - 2/3)
[232965] ['1/2', '4/7', '4/5', '5/6', '6'] -> 6 / (1/2 / (4/7 * /6) - 4/5)
[232966] ['5/6', '6/7', '6/5', '5/4', '2'] -> 2 / (5/4 - 6/5 * 5/6 / 6/7)
[232967] ['9/8', '7/4', '7/4', '9/2', '9'] -> (9 * (7/4 + 7/4) - 9/2) / 9/8
[232968] ['1/8', '3/7', '3/7', '5/9', '9'] -> (3/7 / (9 * 5/9) - (1/8 + 3/7)))
[232969] ['1/9', '1/8', '2/3', '8/7', '2'] -> (2/3 / (1/8 * 8/7) - 2) / 1/9
[232970] ['1/5', '3/4', '6/7', '8/3', '6'] -> 6/7 * (6 / 1/5 - 3/4 * 8/3)
[232971] ['2/9', '1/4', '2/7', '8/9', '1'] -> 1 / (2/7 - 1/4) - 8/9 / 2/9
[232972] ['1/7', '3/4', '4/5', '1', '5/2'] -> 1 / 4/5 + (3/4 + 5/2) / 1/7
[232973] ['5/6', '6/7', '6/5', '9/7', '2'] -> 2 * 6/7 / 5/6 / (9/7 - 6/5)
[232974] ['3/4', '7/9', '5/6', '6/7', '6'] -> 6 / (3/4 / 7/9 - 5/6 * 6/7)
[232975] ['3/8', '6/5', '5/4', '5/3', '8'] -> 6/5 * (8 / 3/8 - 5/3 / 5/4)
[232976] ['1/5', '2/5', '7/9', '2', '7/3'] -> (2 - 2/5) * 7/3 / (1/5 * 7/9)
[232977] ['1/6', '2/5', '9/8', '5/3', '7'] -> 7 / (9/8 - (1/6 + 2/5 * 5/3))
[232978] ['8/7', '7/6', '9/7', '9/4', '5'] -> (5 / (7/6 * (8/7 + 9/7)) - 9/4))
[232979] ['3/7', '5/6', '7/4', '5/2', '7'] -> 7 / (5/2 - 7/4 * (3/7 + 5/6))
[232980] ['1/8', '3/7', '3/7', '5/8', '9'] -> (3/7 + 9) / (1/8 + 3/7 * 5/8)
[232981] ['1/4', '2/3', '6/7', '3', '9/2'] -> (1/4 + 9/2 * 3 / 6/7) / 2/3
[232982] ['9/8', '7/4', '9/5', '7/3', '9'] -> (9 / (9/5 * (7/3 / 7/4)) - 9/8))
[232983] ['3/8', '6/5', '5/4', '7/3', '8'] -> 8 * (5/4 / 6/5 - (3/8 - 7/3))
[232984] ['5/6', '6/7', '6/5', '3/2', '2'] -> 2 / (5/6 * (3/2 - 6/5 / 6/7))
[232985] ['1/7', '3/4', '4/5', '1', '7/2'] -> 3/4 - 1 / 4/5 + 7/2 / 1/7
[232986] ['1/8', '3/7', '3/7', '7/9', '9'] -> 9 / (7/9 * (3/7 + 1/8 * 3/7))
[232987] ['9/8', '7/4', '9/5', '5/2', '9'] -> 9 / (5/2 * (7/4 - 9/5 / 9/8))
[232988] ['3/8', '6/5', '5/4', '8/3', '8'] -> 8/3 * 8 * (6/5 * 5/4 - 3/8)
[232989] ['1/2', '4/7', '4/5', '8/7', '6'] -> (4/7 + 8/7 / 4/5) * 6 / 1/2
[232990] ['1/4', '2/3', '7/8', '5/4', '3'] -> 3 / (2/3 * (1/4 + 5/4) - 7/8)
[232991] ['9/8', '7/4', '9/5', '8/3', '9'] -> (9 / (9/5 * (9/8 + 7/4)) - 8/3))
[232992] ['8/9', '7/6', '5/2', '5/2', '8'] -> (5/2 * 8 - (7/6 - 5/2)) / 8/9
[232993] ['5/6', '6/7', '6/5', '7/4', '2'] -> 5/6 * 6/5 / (7/4 / 6/7 - 2)
[232994] ['3/7', '5/6', '9/5', '9/5', '7'] -> 7 * (3/7 + 5/6 * (9/5 + 9/5))
[232995] ['2/9', '1/4', '2/7', '1', '9/7'] -> 1/4 + (1 + 9/7 / 2/9) / 2/7
[232996] ['1/5', '2/5', '4/5', '8/9', '2'] -> (4/5 + 2 / 1/5) * 8/9 / 2/5
[232997] ['3/4', '7/9', '5/6', '5/4', '6'] -> 5/4 / (3/4 * (5/6 - 7/9)) - 6
[232998] ['1/5', '3/4', '7/8', '9/7', '6'] -> (3/4 / 7/8 + 6 / 1/5) / 9/7
[232999] ['9/8', '7/4', '9/5', '9/2', '9'] -> 9 / (9/8 + 7/4 - 9/2 / 9/5)
[233000] ['8/9', '7/6', '5/2', '7/2', '8'] -> 7/2 * (8 / 8/9 - 5/2 / 7/6)
[233001] ['3/8', '6/5', '9/7', '3/2', '8'] -> 8 / (9/7 - 3/2 / (3/8 + 6/5))
[233002] ['1/5', '2/5', '4/5', '8/7', '2'] -> (2 / 2/5 - 4/5) * 8/7 / 1/5
[233003] ['8/9', '7/6', '7/2', '9/2', '8'] -> 9/2 * (8 - 7/2 * 8/9 / 7/6)
[233004] ['1/8', '3/7', '3/7', '5/4', '9'] -> 9 / (1/8 + 5/4 - 3/7 / 3/7)
[233005] ['3/7', '5/6', '9/5', '8/3', '7'] -> (9/5 - 3/7 / 5/6) * 8/3 * 7
[233006] ['1/2', '4/7', '4/5', '7/5', '6'] -> 7/5 + (4/5 + 6 / 4/7) / 1/2
[233007] ['3/8', '6/5', '9/7', '8/5', '8'] -> 8 / (6/5 / 9/7 - 3/8 * 8/5)
[233008] ['1/5', '3/4', '7/8', '8/5', '6'] -> 6 / (1/5 / 8/5 - (3/4 - 7/8))
[233009] ['8/7', '7/6', '4/3', '9/5', '5'] -> (4/3 + 8/7 * 7/6) * 9/5 * 5
[233010] ['1/9', '1/8', '5/7', '7/8', '2'] -> 2 / (1/9 * (1/8 + 5/7 * 7/8))
[233011] ['1/5', '3/4', '7/8', '5/3', '6'] -> (7/8 * 6 - 3/4 / 5/3) / 1/5
[233012] ['3/8', '6/5', '9/7', '5/3', '8'] -> 9/7 * 5/3 * (8 + 6/5 / 3/8)
[233013] ['8/9', '6/5', '6/5', '5/4', '8'] -> (8/9 + 8) * (6/5 + 6/5 * 5/4)
[233014] ['1/6', '2/5', '8/7', '9/7', '7'] -> (8/7 / (2/5 * 9/7) - (1/6 * 7)))
[233015] ['8/7', '7/6', '4/3', '9/4', '5'] -> 5 / (8/7 * (4/3 - 7/6)) - 9/4
[233016] ['1/4', '2/3', '8/9', '8/7', '3'] -> 2/3 / (8/9 / 8/7 - 1/4 * 3)
[233017] ['3/8', '6/5', '9/7', '7/4', '8'] -> 6/5 * 7/4 * (8 + 9/7 / 3/8)
[233018] ['1/8', '3/7', '3/7', '8/5', '9'] -> (3/7 + 9) / (1/8 + 3/7 / 8/5)
[233019] ['1/5', '3/4', '7/8', '7/3', '6'] -> 7/3 * (6 + 3/4 / (1/5 * 7/8))
[233020] ['8/9', '6/5', '6/5', '9/7', '8'] -> 6/5 / 9/7 * 8 / (6/5 - 8/9)
[233021] ['1/2', '4/7', '4/5', '7/4', '6'] -> 6 / (4/5 - 4/7) - (1/2 + 7/4)
[233022] ['1/4', '2/3', '8/9', '6/5', '3'] -> 3 / (8/9 - (1/4 + 2/3) / 6/5)
[233023] ['3/4', '7/9', '6/7', '6/7', '6'] -> 6/7 / (7/9 - 3/4) - (6/7 + 6)
[233024] ['1/7', '3/4', '5/6', '1', '3/2'] -> (1 / (1/7 * (3/4 * 3/2)) - 5/6))
[233025] ['1/8', '3/7', '3/7', '5/3', '9'] -> 9 / (5/3 - (1/8 + 3/7) / 3/7)
[233026] ['1/6', '2/5', '8/7', '4/3', '7'] -> 8/7 * (1/6 + (4/3 + 7) / 2/5)
[233027] ['8/7', '7/6', '4/3', '5/2', '5'] -> (5/2 + 5) / (4/3 - 7/6 / 8/7)
[233028] ['3/7', '5/6', '9/4', '8/3', '7'] -> (8/3 + 3/7 / 9/4) * 7 / 5/6
[233029] ['1/5', '3/4', '7/8', '8/3', '6'] -> 8/3 * (3/4 / 1/5 + 7/8 * 6)
[233030] ['9/8', '7/4', '9/2', '9/2', '9'] -> 9 / (9/8 - 7/4 + 9/2 / 9/2)
[233031] ['1/4', '2/3', '8/9', '9/7', '3'] -> (2/3 + 8/9) * 3 * 9/7 / 1/4
[233032] ['1/7', '3/4', '5/6', '1', '8/5'] -> 8/5 / (1 - 5/6 / (1/7 + 3/4))
[233033] ['8/9', '6/5', '6/5', '7/5', '8'] -> (8 / (6/5 * (7/5 / 6/5)) - 8/9))
[233034] ['3/7', '5/6', '9/4', '9/2', '7'] -> 7 * (9/2 * (3/7 + 5/6) - 9/4)
[233035] ['9/8', '9/5', '9/5', '9/5', '9'] -> 9 / (9/5 / 9/5 - 9/8 / 9/5)
[233036] ['1/5', '2/5', '5/6', '5/6', '2'] -> 2 / (1/5 * 2/5) - 5/6 / 5/6
[233037] ['3/4', '7/9', '6/7', '9/8', '6'] -> (6 / ((7/9 * 6/7) * 9/8) - 3/4))
[233038] ['8/7', '7/6', '7/5', '7/5', '5'] -> (7/5 + 5) / (8/7 * (7/5 - 7/6))
[233039] ['3/7', '5/6', '7/3', '7/3', '7'] -> (7/3 + 7) / (7/3 - 5/6 / 3/7)
[233040] ['1/6', '2/5', '8/7', '7/4', '7'] -> 8/7 * 2/5 / 1/6 * (7/4 + 7)
[233041] ['8/9', '6/5', '6/5', '8/5', '8'] -> (6/5 + 8/5) * 8 / 8/9 - 6/5
[233042] ['8/7', '7/6', '7/5', '3/2', '5'] -> 5 * 8/7 * 7/5 / (3/2 - 7/6)
[233043] ['2/9', '1/4', '2/7', '1', '9/2'] -> 1/4 + 1 / 2/7 + 9/2 / 2/9
[233044] ['1/4', '2/3', '8/9', '8/5', '3'] -> (3 + 2/3 / 8/9) * 8/5 / 1/4
[233045] ['3/4', '7/9', '6/7', '6/5', '6'] -> 6 / (3/4 / 7/9 - 6/7 / 6/5)
[233046] ['1/5', '3/4', '8/9', '8/7', '6'] -> 8/9 * (3/4 + 6 / (1/5 * 8/7))
[233047] ['9/8', '9/5', '9/5', '5/2', '9'] -> 9 / (5/2 - (9/8 + 9/5 / 9/5))
[233048] ['1/8', '3/7', '3/7', '5/2', '9'] -> ((9 - 3/7) / 5/2 - 3/7) / 1/8
[233049] ['8/9', '6/5', '6/5', '7/4', '8'] -> 6/5 * 8 / (7/4 - 6/5 / 8/9)
[233050] ['8/7', '7/6', '7/5', '8/5', '5'] -> (7/5 + 5) / (8/5 - 8/7 * 7/6)
[233051] ['2/9', '1/4', '1/3', '2/5', '1'] -> 1 / (2/9 / 1/3 - 1/4 / 2/5)
[233052] ['5/6', '6/7', '5/4', '3/2', '2'] -> 6/7 / (3/2 / (2 - 5/6) - 5/4)
[233053] ['1/6', '2/5', '8/7', '9/4', '7'] -> 7 / (8/7 * (2/5 - 1/6)) - 9/4
[233054] ['3/7', '5/6', '5/2', '7/2', '7'] -> 7/2 * (7 - 3/7 * 5/6 / 5/2)
[233055] ['3/4', '7/9', '6/7', '4/3', '6'] -> 6 / (3/4 - 7/9 * 6/7 / 4/3)
[233056] ['3/8', '6/5', '9/7', '7/2', '8'] -> 6/5 * (8 + 7/2 * 9/7 / 3/8)
[233057] ['8/9', '6/5', '6/5', '7/3', '8'] -> 7/3 * 8 * 6/5 / 8/9 - 6/5
[233058] ['1/2', '4/7', '5/6', '8/9', '6'] -> (6 / (4/7 * (5/6 / 8/9)) - 1/2))
[233059] ['1/5', '3/4', '8/9', '9/7', '6'] -> 3/4 * 8/9 + 6 / (1/5 * 9/7)
[233060] ['8/7', '7/6', '7/5', '5/3', '5'] -> 7/5 * 5 / (5/3 / 8/7 - 7/6)
[233061] ['2/9', '1/4', '1/3', '3/7', '1'] -> 1 / (2/9 / (1/3 + 3/7) - 1/4)
[233062] ['1/8', '3/7', '4/9', '4/9', '9'] -> (9 / (3/7 * (4/9 / 4/9)) - 1/8))
[233063] ['1/4', '2/3', '9/8', '7/6', '3'] -> 3 / (1/4 * 2/3 + 9/8 - 7/6)
[233064] ['3/4', '7/9', '6/7', '7/5', '6'] -> 6 / (7/9 * (6/7 - 3/4 / 7/5))
[233065] ['5/6', '6/7', '5/4', '5/3', '2'] -> 2 / (5/4 / (5/6 * 6/7) - 5/3)
[233066] ['1/6', '2/5', '8/7', '7/3', '7'] -> (7 + 8/7 * 7/3) / 2/5 - 1/6
[233067] ['3/7', '5/6', '8/3', '8/3', '7'] -> 8/3 / (3/7 - 5/6 * 8/3 / 7)
[233068] ['8/9', '6/5', '6/5', '7/2', '8'] -> 8/9 * (7/2 * 8 - 6/5 / 6/5)
[233069] ['3/8', '6/5', '9/7', '9/2', '8'] -> 9/7 * (9/2 / 3/8 + 8 / 6/5)
[233070] ['1/2', '4/7', '5/6', '9/8', '6'] -> (6 / (4/7 * (5/6 * 9/8)) - 1/2))
[233071] ['1/7', '3/4', '5/6', '1', '8/3'] -> (1 / 3/4 + 8/3 / 1/7) / 5/6
[233072] ['1/6', '2/5', '8/7', '5/2', '7'] -> 8/7 * 7 / (2/5 - 1/6 / 5/2)
[233073] ['2/9', '1/4', '1/3', '3/5', '1'] -> (1 / 3/5 - 1/3) / (2/9 * 1/4)
[233074] ['9/8', '9/5', '7/3', '7/3', '9'] -> 9 / (7/3 / 7/3 - 9/8 / 9/5)
[233075] ['3/7', '5/6', '7/2', '7/2', '7'] -> 7/2 * (7/2 + 3/7 * (5/6 + 7))
[233076] ['1/5', '3/4', '8/9', '3/2', '6'] -> (3/2 / (8/9 - 3/4) - 6) / 1/5
[233077] ['3/4', '7/9', '6/7', '9/5', '6'] -> 6 / (7/9 * 6/7 - 3/4 / 9/5)
[233078] ['5/6', '6/7', '5/4', '2', '5/2'] -> 5/2 / (5/6 - 5/4 / (6/7 * 2))
[233079] ['1/8', '3/7', '4/9', '3/5', '9'] -> 9 / (1/8 / (3/5 - 4/9) - 3/7)
[233080] ['1/9', '1/8', '5/7', '9/5', '2'] -> (1/9 * 9/5 + 2 / 5/7) / 1/8
[233081] ['1/7', '3/4', '6/7', '7/8', '1'] -> 1 / (1/7 / 6/7 + 3/4 - 7/8)
[233082] ['3/7', '6/7', '6/7', '6/7', '7'] -> (6/7 + 6/7) * 7 * 6/7 / 3/7
[233083] ['3/8', '6/5', '4/3', '5/3', '8'] -> 5/3 * 6/5 * 4/3 + 8 / 3/8
[233084] ['8/9', '6/5', '5/4', '7/5', '8'] -> (6/5 / (8 * (5/4 / 8/9)) - 7/5))
[233085] ['1/5', '3/4', '8/9', '7/4', '6'] -> 3/4 * (6 / (1/5 * 8/9) - 7/4)
[233086] ['1/4', '2/3', '9/8', '8/5', '3'] -> (3 + 2/3 * 9/8) * 8/5 / 1/4
[233087] ['1/2', '4/7', '5/6', '7/5', '6'] -> (6 / (5/6 * (4/7 * 7/5)) - 1/2))
[233088] ['5/6', '6/7', '5/4', '2', '8/3'] -> 8/3 / ((2 - 5/6) / 6/7 - 5/4)
[233089] ['2/9', '1/4', '1/3', '6/7', '1'] -> (1 / (1/4 * (1/3 / 6/7)) - 2/9))
[233090] ['3/7', '6/7', '6/7', '8/9', '7'] -> 6/7 / (8/9 - 6/7) - 3/7 * 7
[233091] ['8/7', '7/6', '7/5', '8/3', '5'] -> 7/5 * 5 * (8/7 + 8/3 / 7/6)
[233092] ['1/4', '2/3', '9/8', '9/5', '3'] -> (2/3 + 3 / 9/8) * 9/5 / 1/4
[233093] ['1/5', '2/5', '6/7', '6/7', '2'] -> 2 / (1/5 * 2/5) - 6/7 / 6/7
[233094] ['1/6', '2/5', '7/6', '7/6', '7'] -> (7 / (1/6 * (7/6 / 2/5)) - 7/6))
[233095] ['5/6', '6/7', '5/4', '2', '7/2'] -> 7/2 * (6/7 + 2) / (5/4 - 5/6)
[233096] ['9/8', '9/5', '8/3', '7/2', '9'] -> 9 / (9/5 * (7/2 - 8/3) - 9/8)
[233097] ['5/6', '6/7', '5/4', '2', '9/2'] -> (5/4 / (6/7 - 5/6) - 9/2) / 2
[233098] ['1/5', '3/4', '8/9', '5/2', '6'] -> (1/5 + 5/2) * (8/9 + 6 / 3/4)
[233099] ['8/9', '6/5', '5/4', '5/2', '8'] -> 6/5 * 5/4 + 8 * 5/2 / 8/9
[233100] ['8/7', '7/6', '3/2', '8/5', '5'] -> 7/6 * 3/2 * 5 * (8/7 + 8/5)
[233101] ['1/7', '3/4', '6/7', '1', '9/7'] -> (6/7 / 3/4 + 1 + 9/7) / 1/7
[233102] ['1/9', '1/8', '5/7', '2', '7/2'] -> 2 / (1/9 * (5/7 + 1/8 / 7/2))
[233103] ['1/6', '2/5', '7/6', '9/7', '7'] -> (9/7 + 7) * 7/6 / 2/5 - 1/6
[233104] ['1/8', '3/7', '4/9', '7/9', '9'] -> 7/9 / (3/7 * (1/8 - 4/9 / 9))
[233105] ['1/2', '4/7', '5/6', '9/5', '6'] -> (5/6 * 9/5 + 6 / 4/7) / 1/2
[233106] ['1/4', '2/3', '8/7', '6/5', '3'] -> 3 / (1/4 * (8/7 - 2/3)) - 6/5
[233107] ['3/8', '6/5', '7/5', '7/5', '8'] -> (8 + 7/5 + 7/5) / (3/8 * 6/5)
[233108] ['1/7', '3/4', '6/7', '1', '4/3'] -> (6/7 / ((1/7 * 3/4) * 4/3) - 1))
[233109] ['9/8', '9/5', '7/2', '7/2', '9'] -> 9 / (7/2 / 7/2 - 9/8 / 9/5)
[233110] ['1/5', '3/4', '8/9', '7/2', '6'] -> 7/2 / (8/9 - 3/4) - 1/5 * 6
[233111] ['3/7', '6/7', '6/7', '3/2', '7'] -> (6/7 + 6/7 * 7) * 3/2 / 3/7
[233112] ['8/9', '6/5', '5/4', '9/2', '8'] -> 9/2 * (8 / 5/4 - 8/9 * 6/5)
[233113] ['2/9', '1/4', '1/3', '1', '7/4'] -> ((1/4 + 7/4) / 2/9 - 1) / 1/3
[233114] ['3/7', '6/7', '6/7', '8/5', '7'] -> (6/7 + 3/7 + 6/7) * 8/5 * 7
[233115] ['1/7', '3/4', '6/7', '1', '7/5'] -> 6/7 / ((1 - 3/4) / 7/5 - 1/7)
[233116] ['1/9', '1/8', '3/4', '4/5', '2'] -> (1/8 / 3/4 + 2 / 4/5) / 1/9
[233117] ['1/8', '3/7', '4/9', '5/6', '9'] -> 3/7 * 9 * (5/6 / 1/8 - 4/9)
[233118] ['1/5', '2/5', '6/7', '6/5', '2'] -> (6/5 + 2 / 1/5) * 6/7 / 2/5
[233119] ['9/8', '9/4', '9/4', '7/2', '9'] -> (7/2 * 9 - (9/4 + 9/4)) / 9/8
[233120] ['1/5', '3/4', '9/8', '8/7', '6'] -> (3/4 + 6 / (1/5 * 8/7)) / 9/8
[233121] ['5/6', '6/7', '9/7', '9/5', '2'] -> (6/7 + 2) / (5/6 - 9/7 / 9/5)
[233122] ['3/7', '6/7', '6/7', '5/3', '7'] -> 7 * (6/7 / 3/7 + 6/7 * 5/3)
[233123] ['1/6', '2/5', '7/6', '7/4', '7'] -> (7/4 / 1/6 + 7 / 2/5) / 7/6
[233124] ['8/7', '7/6', '3/2', '7/3', '5'] -> 7/3 * (7/6 + 3/2) * (5 - 8/7)
[233125] ['1/7', '3/4', '6/7', '1', '5/3'] -> (6/7 / (1/7 * (3/4 * 5/3)) - 1))
[233126] ['1/4', '2/3', '8/7', '3/2', '3'] -> (3 + 3/2 / 2/3) * 8/7 / 1/4
[233127] ['8/9', '6/5', '9/7', '3/2', '8'] -> (8 / (6/5 * (3/2 / 9/7)) - 8/9))
[233128] ['1/5', '3/4', '9/8', '9/7', '6'] -> 3/4 / 9/8 + 6 / (1/5 * 9/7)
[233129] ['1/5', '2/5', '6/7', '9/7', '2'] -> 2 * (9/7 + 6/7 / (1/5 * 2/5))
[233130] ['9/8', '9/4', '5/2', '5/2', '9'] -> 5/2 * (5/2 + 9 / 9/8) - 9/4
[233131] ['1/7', '3/4', '6/7', '1', '7/4'] -> 6/7 / (3/4 - 1/7 - 1 / 7/4)
[233132] ['1/6', '2/5', '7/6', '7/3', '7'] -> (7/3 / (1/6 * 2/5) - 7) / 7/6
[233133] ['3/7', '6/7', '6/7', '7/3', '7'] -> (6/7 + 6/7) * (7 / 3/7 - 7/3)
[233134] ['8/9', '6/5', '9/7', '8/5', '8'] -> (8/5 + 8) / (9/7 * (6/5 - 8/9))
[233135] ['5/6', '6/7', '9/7', '2', '5/2'] -> 2 / (5/6 * (5/2 - 6/7) - 9/7)
[233136] ['3/4', '7/9', '7/8', '9/5', '6'] -> (6 / (9/5 * (7/9 / 7/8)) - 3/4))
[233137] ['1/9', '1/8', '3/4', '9/7', '2'] -> (3/4 / (1/8 * 9/7) - 2) / 1/9
[233138] ['2/9', '1/4', '3/8', '4/7', '1'] -> (1/4 + 1 / 4/7) / (2/9 * 3/8)
[233139] ['3/8', '6/5', '7/5', '9/2', '8'] -> 8 / (3/8 * (6/5 - 7/5 / 9/2))
[233140] ['8/7', '7/6', '3/2', '7/2', '5'] -> (7/6 + 3/2) * (5 + 8/7 * 7/2)
[233141] ['1/8', '3/7', '4/9', '9/8', '9'] -> 9/8 * (4/9 + 9 / 3/7) - 1/8
[233142] ['8/9', '6/5', '9/7', '5/3', '8'] -> 8 * (5/3 / (9/7 - 8/9) - 6/5)
[233143] ['1/4', '2/3', '8/7', '5/3', '3'] -> (2/3 + 8/7 * (5/3 + 3)) / 1/4
[233144] ['1/2', '4/7', '7/8', '7/8', '6'] -> 6 / (4/7 * (7/8 - 1/2 * 7/8))
[233145] ['8/7', '7/6', '3/2', '9/2', '5'] -> 8/7 * 9/2 * (5 + 7/6 - 3/2)
[233146] ['3/8', '6/5', '3/2', '3/2', '8'] -> 6/5 * 8 * (3/2 / 3/8 - 3/2)
[233147] ['1/5', '3/4', '9/8', '5/3', '6'] -> (3/4 + 6 * 9/8 / 5/3) / 1/5
[233148] ['3/7', '6/7', '7/8', '8/9', '7'] -> (7 / (7/8 * (6/7 * 8/9)) - 3/7))
[233149] ['1/5', '2/5', '6/7', '3/2', '2'] -> 2/5 / (2 - (1/5 + 3/2) / 6/7)
[233150] ['3/4', '7/9', '8/9', '8/9', '6'] -> 6 / (8/9 + 8/9 - (3/4 + 7/9))
[233151] ['8/9', '6/5', '9/7', '7/4', '8'] -> 6/5 * 9/7 * 7/4 * (8/9 + 8)
[233152] ['8/7', '7/6', '8/5', '8/5', '5'] -> 5 * (8/5 + 7/6 * (8/7 + 8/5))
[233153] ['9/8', '7/3', '7/3', '5/2', '9'] -> 9 / (5/2 - (9/8 + 7/3 / 7/3))
[233154] ['8/9', '6/5', '9/7', '9/5', '8'] -> 8 / (9/5 / 9/7 - 8/9 * 6/5)
[233155] ['2/9', '1/4', '3/8', '4/5', '1'] -> (3/8 + 1 / (2/9 * 4/5)) / 1/4
[233156] ['1/5', '3/4', '9/8', '7/3', '6'] -> (7/3 - 1/5) * 6 * (3/4 + 9/8)
[233157] ['1/7', '3/4', '7/8', '7/8', '1'] -> (1 / (1/7 * (7/8 / 3/4)) - 7/8))
[233158] ['5/6', '6/7', '4/3', '7/5', '2'] -> (6/7 + 2) / (4/3 / 7/5 - 5/6)
[233159] ['1/5', '2/5', '6/7', '7/4', '2'] -> 2/5 / (2 - (7/4 + 1/5 / 6/7))
[233160] ['2/9', '1/4', '3/8', '5/6', '1'] -> (5/6 / ((2/9 * 1/4) * 1) - 3/8))
[233161] ['8/7', '7/6', '8/5', '9/5', '5'] -> 5 / (8/7 * 7/6 - 9/5 / 8/5)
[233162] ['5/6', '6/7', '4/3', '3/2', '2'] -> 2 / (5/6 / 6/7 - 4/3 / 3/2)
[233163] ['8/9', '6/5', '9/7', '9/4', '8'] -> 8 / (8/9 - 9/7 / 9/4) - 6/5
[233164] ['3/4', '7/9', '8/9', '6/5', '6'] -> 6 / (7/9 / 8/9 - 3/4 / 6/5)
[233165] ['1/2', '4/7', '7/8', '4/3', '6'] -> (1/2 + 6 / 4/7) / (4/3 - 7/8)
