[283681] ['1/3', '2/5', '5/9', '5/4', '3'] -> (1/3 + 3) / (5/9 / 2/5 - 5/4)
[291729] ['1/6', '5/7', '5/4', '3/2', '3'] -> 3 / (1/6 * 5/7) - 3/2 / 5/4
[291730] ['1/9', '3/5', '9/4', '9/2', '8'] -> (1/9 + 3/5) * (9/2 * 8 - 9/4)
[291731] ['1/7', '1/4', '5/8', '4/3', '2'] -> 2 / 1/7 / (5/8 * 4/3 - 1/4)
[291732] ['2/7', '3/4', '9/5', '7/2', '9'] -> (9 + 2/7 * 7/2) / (3/4 / 9/5)
[291733] ['1/6', '5/7', '5/4', '8/5', '3'] -> (3 / (5/4 - 5/7) - 8/5) / 1/6
[291734] ['1/7', '1/3', '3/5', '8/9', '8'] -> 8 * (1/3 / (1/7 * 3/5) - 8/9)
[291735] ['2/3', '1', '9/7', '8/5', '5/3'] -> 8/5 * 5/3 / (1 / 9/7 - 2/3)
[291736] ['1/8', '2/7', '3/4', '3/4', '2'] -> (3/4 / 2/7 + 3/4 / 2) / 1/8
[291737] ['1/9', '1/2', '1/2', '5/9', '1'] -> (1 + 5/9 / 1/9) / (1/2 * 1/2)
[291738] ['2/9', '4/5', '7/8', '8/9', '2'] -> 2 / (2/9 + 8/9) / (7/8 - 4/5)
[291739] ['3/7', '5/9', '8/9', '7/4', '9'] -> 7/4 / (5/9 / 8/9) * (9 - 3/7)
[291740] ['3/7', '3/7', '7/8', '3/2', '5'] -> 5 / (7/8 - 3/7 / 3/7 / 3/2)
[291741] ['7/9', '7/8', '6/5', '9/4', '7'] -> 9/4 * (7/9 + 7) / (7/8 / 6/5)
[291742] ['1/9', '1/2', '1/2', '4/7', '1'] -> 1 / 1/9 / (1/2 / 4/7 - 1/2)
[291743] ['1/7', '1/4', '5/8', '8/5', '2'] -> 8/5 / 1/7 + 2 / (1/4 * 5/8)
[291744] ['1/9', '3/5', '5/2', '7/2', '8'] -> 8 / (5/2 - 3/5 * (1/9 + 7/2))
[291745] ['1/8', '2/7', '3/4', '7/9', '2'] -> 2/7 + (2 + 3/4 / 7/9) / 1/8
[291746] ['2/3', '1', '9/7', '8/5', '9/5'] -> 8/5 / (1 - 9/5 * 2/3 / 9/7)
[291747] ['7/9', '7/8', '6/5', '7/3', '7'] -> 7 / (7/3 / 6/5 - (7/9 + 7/8))
[291748] ['1/7', '1/4', '5/8', '5/3', '2'] -> 5/3 * (1/4 / 5/8 + 2 / 1/7)
[291749] ['1/4', '7/9', '8/7', '9/7', '6'] -> 6 * (7/9 / 1/4 + 8/7 / 9/7)
[291750] ['1/6', '5/7', '5/4', '7/3', '3'] -> 3 / (1/6 / 5/7) / (5/4 / 7/3)
[291751] ['2/7', '3/4', '7/3', '7/3', '9'] -> (7/3 * (9 - 2/7) - 7/3) / 3/4
[291752] ['3/7', '3/7', '7/8', '7/4', '5'] -> 3/7 / (3/7 * (5 - 7/8) - 7/4)
[291753] ['7/9', '7/8', '6/5', '5/2', '7'] -> 7 / (7/8 - 7/9) / (6/5 * 5/2)
[291754] ['2/7', '5/9', '1', '4/3', '4/3'] -> 4/3 / 2/7 / (1 / 4/3 - 5/9)
[291755] ['4/9', '4/5', '7/6', '5/4', '8'] -> (7/6 * 8 - 4/5) / (4/9 / 5/4)
[291756] ['3/7', '3/7', '7/8', '9/5', '5'] -> 5 / (7/8 - (3/7 + 3/7 / 9/5))
[291757] ['2/7', '3/4', '5/2', '5/2', '9'] -> 9 + (5/2 + 5/2 / 2/7) / 3/4
[291758] ['3/7', '5/9', '8/9', '8/3', '9'] -> 8/3 - (5/9 - 8/9) + 9 / 3/7
[291759] ['1/9', '1/2', '1/2', '1', '9/8'] -> (1/2 + 1) / (9/8 * 1/9 * 1/2)
[291760] ['7/9', '7/8', '6/5', '8/3', '7'] -> (7/9 + 8/3 / 6/5) / (7/8 / 7)
[291761] ['1/9', '5/8', '5/8', '2/3', '8'] -> (5/8 / 5/8 - 2/3) / (1/9 / 8)
[291762] ['4/9', '4/5', '7/6', '3/2', '8'] -> 8 / (7/6 - 3/2 * 4/9 / 4/5)
[291763] ['3/7', '5/9', '8/9', '7/2', '9'] -> (8/9 + 3/7 - 5/9) * 7/2 * 9
[291764] ['1/2', '4/5', '8/7', '7/5', '2'] -> 7/5 / (2 - (4/5 + 8/7)) - 1/2
[291765] ['1/6', '5/7', '9/7', '9/7', '3'] -> 3 * (5/7 + 9/7 / 1/6) - 9/7
[291766] ['3/7', '3/7', '7/8', '8/3', '5'] -> (5 / 3/7 - 8/3) / (3/7 * 7/8)
[291767] ['2/9', '4/5', '7/8', '7/5', '2'] -> (4/5 + 2) / (2/9 * (7/5 - 7/8))
[291768] ['4/9', '4/5', '7/6', '5/3', '8'] -> (4/5 * 5/3 + 7/6 * 8) / 4/9
[291769] ['1/7', '1/4', '5/8', '2', '9/2'] -> 5/8 / (1/7 * 1/4) + 2 + 9/2
[291770] ['3/7', '3/7', '7/8', '7/2', '5'] -> (5 + 3/7 / 3/7) / (7/8 / 7/2)
[291771] ['2/7', '3/4', '8/3', '8/3', '9'] -> 8/3 + 8/3 / 2/7 + 9 / 3/4
[291772] ['1/6', '5/7', '9/7', '7/5', '3'] -> (3 / (5/7 / 9/7) - 7/5) / 1/6
[291773] ['1/9', '5/8', '5/8', '5/6', '8'] -> (5/6 - 5/8) * 8 / (1/9 * 5/8)
[291774] ['2/7', '5/9', '1', '4/3', '7/3'] -> 2/7 / (1 / 7/3 - 5/9 / 4/3)
[291775] ['1/9', '1/2', '1/2', '1', '7/4'] -> 1 / 1/9 / (1/2 * 7/4 - 1/2)
[291776] ['1/2', '4/5', '8/7', '9/5', '2'] -> 9/5 / (2 * 1/2 / 8/7 - 4/5)
[291777] ['7/9', '7/8', '5/4', '3/2', '7'] -> 7 / (7/8 / 7/9 - 5/4 / 3/2)
[291778] ['1/8', '2/7', '3/4', '9/5', '2'] -> 2 / 2/7 / (3/4 / 9/5 - 1/8)
[291779] ['2/9', '4/5', '7/8', '2', '7/3'] -> (2 + 7/3 / (4/5 * 7/8)) / 2/9
[291780] ['4/9', '4/5', '6/5', '9/7', '8'] -> 9/7 * (4/5 / 6/5 + 8 / 4/9)
[291781] ['3/7', '5/9', '9/8', '5/4', '9'] -> 9 / (9/8 / 3/7 - 5/4 / 5/9)
[291782] ['1/9', '1/2', '1/2', '1', '9/2'] -> (9/2 - 1/2) / (1/9 * (1/2 + 1))
[291783] ['1/8', '2/7', '3/4', '2', '9/4'] -> (2 / (2/7 / 3/4) - 9/4) / 1/8
[291784] ['2/7', '7/9', '7/9', '8/9', '9'] -> (9 - (7/9 + 8/9) / 7/9) / 2/7
[291785] ['1/9', '1/2', '5/9', '5/9', '1'] -> (5/9 / 1/2 + 5/9 + 1) / 1/9
[291786] ['4/9', '4/5', '6/5', '7/5', '8'] -> 6/5 * 8 / (4/5 / 4/9 - 7/5)
[291787] ['3/7', '5/9', '9/8', '9/7', '9'] -> 9 / (9/7 * 5/9 * 9/8 - 3/7)
[291788] ['2/3', '1', '9/7', '5/3', '9/2'] -> (1 + 9/7) * 9/2 * (2/3 + 5/3)
[291789] ['1/8', '2/7', '3/4', '2', '8/3'] -> 2 / (1/8 - 8/3 + 3/4 / 2/7)
[291790] ['1/2', '4/5', '8/7', '2', '7/2'] -> (2 + 8/7 / 4/5) / (1/2 / 7/2)
[291791] ['1/9', '1/2', '5/9', '4/7', '1'] -> (5/9 + 1) / (1/9 * 4/7) - 1/2
[291792] ['3/7', '5/9', '9/8', '4/3', '9'] -> 9 / (3/7 * 9/8) / (4/3 - 5/9)
[291793] ['4/9', '4/5', '6/5', '7/4', '8'] -> 7/4 * 8 / (4/9 / 4/5) - 6/5
[291794] ['7/9', '7/8', '5/4', '7/3', '7'] -> 7 / (7/3 * (5/4 - 7/8 / 7/9))
[291795] ['1/9', '5/8', '5/8', '5/4', '8'] -> 8 / (1/9 / 5/8) / (5/8 + 5/4)
[291796] ['3/7', '3/7', '8/9', '7/5', '5'] -> (3/7 + 7/5) * 5 / (3/7 * 8/9)
[291797] ['2/7', '5/9', '1', '7/5', '5/3'] -> (1 + 5/3) / (5/9 / 7/5 - 2/7)
[291798] ['2/9', '4/5', '7/8', '2', '9/2'] -> 2 / (2/9 / 4/5 - 7/8 / 9/2)
[291799] ['1/9', '1/2', '5/9', '3/5', '1'] -> (1 + 5/9 * 3/5) / (1/9 * 1/2)
[291800] ['3/7', '5/9', '9/8', '7/5', '9'] -> 9 / (3/7 * 5/9) / (9/8 * 7/5)
[291801] ['1/2', '4/5', '8/7', '2', '9/2'] -> 9/2 * (2 / (8/7 - 4/5) - 1/2)
[291802] ['1/2', '4/5', '7/6', '7/6', '2'] -> 4/5 / (2 / (1/2 + 7/6) - 7/6)
[291803] ['1/8', '2/7', '7/9', '7/9', '2'] -> (2/7 * 7/9 + 7/9 + 2) / 1/8
[291804] ['1/9', '5/8', '5/8', '4/3', '8'] -> (4/3 - 5/8 / 5/8) / (1/9 / 8)
[291805] ['3/7', '5/9', '9/8', '3/2', '9'] -> 9 / (3/7 * (3/2 - 5/9 * 9/8))
[291806] ['4/9', '4/5', '5/4', '9/7', '8'] -> 8 / (4/5 * 5/4 / 9/7 - 4/9)
[291807] ['2/3', '1', '9/7', '7/4', '5/2'] -> 2/3 / (1 / 9/7 + 7/4 - 5/2)
[291808] ['1/4', '7/9', '7/6', '9/4', '6'] -> 6 * (1/4 + 9/4 + 7/6 / 7/9)
[291809] ['1/6', '5/7', '4/3', '3', '7/2'] -> 4/3 * (3 + 7/2 / (1/6 / 5/7))
[291810] ['1/9', '1/2', '5/9', '6/7', '1'] -> (5/9 + 1) * 6/7 / (1/9 * 1/2)
[291811] ['4/9', '4/5', '5/4', '7/5', '8'] -> 8 / (4/9 * 5/4) / (7/5 - 4/5)
[291812] ['1/7', '1/4', '5/7', '9/8', '2'] -> (2 * (5/7 + 9/8) - 1/4) / 1/7
[291813] ['1/9', '1/2', '5/9', '7/8', '1'] -> 1 / (1/9 * 7/8 + 1/2 - 5/9)
[291814] ['1/4', '7/9', '7/6', '9/2', '6'] -> 6 * (9/2 - 1/4) - 7/6 / 7/9
[291815] ['2/3', '1', '9/7', '7/4', '7/2'] -> 2/3 / (1 + 7/4 - 7/2 / 9/7)
[291816] ['1/6', '5/7', '4/3', '3', '9/2'] -> 3 * ((4/3 + 9/2) / 5/7 - 1/6)
[291817] ['1/2', '4/5', '7/6', '5/3', '2'] -> 2 / 1/2 / (4/5 * 5/3 - 7/6)
[291818] ['3/7', '5/9', '9/8', '7/4', '9'] -> 7/4 / (5/9 * 9/8) * (9 - 3/7)
[291819] ['7/9', '7/8', '9/7', '7/5', '7'] -> 7 / (7/9 - 7/8 / 9/7 / 7/5)
[291820] ['1/9', '1/2', '5/9', '1', '9/8'] -> 1 / (1/9 + 1/2 + 5/9 - 9/8)
[291821] ['4/9', '4/5', '5/4', '7/4', '8'] -> 8 / (4/9 * (7/4 - 4/5 * 5/4))
[291822] ['1/9', '5/8', '5/8', '7/4', '8'] -> 8 / (1/9 * (7/4 + 5/8 + 5/8))
[291823] ['3/7', '3/7', '8/9', '5/2', '5'] -> 3/7 / (5/2 / 5 - 3/7 / 8/9)
[291824] ['1/9', '1/2', '5/9', '1', '8/7'] -> 1 / (1/9 / 8/7 + 1/2 - 5/9)
[291825] ['1/7', '1/3', '5/8', '9/4', '8'] -> 5/8 * 8 / (1/3 - 1/7) - 9/4
[291826] ['1/4', '7/9', '6/5', '7/5', '6'] -> 6/5 / (7/5 / (7/9 * 6) - 1/4)
[291827] ['2/3', '1', '9/7', '9/5', '9/4'] -> 2/3 / (1 - 9/4 / (9/7 * 9/5))
[291828] ['1/6', '5/7', '7/5', '7/4', '3'] -> 3 / (1/6 * (7/4 - 5/7 * 7/5))
[291829] ['1/9', '1/2', '5/9', '1', '9/7'] -> (5/9 + 1 / 9/7) / (1/9 * 1/2)
[291830] ['2/7', '7/9', '7/9', '7/4', '9'] -> 7/4 * (9 * (7/9 + 7/9) - 2/7)
[291831] ['1/7', '1/4', '5/7', '2', '9/2'] -> (1/7 + 9/2) / (1/4 * 5/7) - 2
[291832] ['1/9', '5/8', '5/8', '9/4', '8'] -> 8 / (5/8 / 5/8 / 9/4 - 1/9)
[291833] ['1/7', '1/3', '5/8', '7/3', '8'] -> 7/3 / 1/7 + 8 * (1/3 + 5/8)
[291834] ['2/9', '4/5', '8/9', '5/3', '2'] -> (2 + 2/9 / 5/3) / (8/9 - 4/5)
[291835] ['1/9', '1/2', '5/9', '1', '7/5'] -> 5/9 / (1/9 * 1/2) * (1 + 7/5)
[291836] ['3/7', '3/7', '9/8', '9/8', '5'] -> (5 - 3/7) / (3/7 / (9/8 + 9/8))
[291837] ['1/2', '4/5', '7/6', '2', '7/2'] -> 2 / (1/2 - 7/6 / (4/5 * 7/2))
[291838] ['1/9', '5/8', '5/8', '5/2', '8'] -> 8 / (1/9 / 5/8) / (5/2 - 5/8)
[291839] ['2/9', '4/5', '8/9', '9/5', '2'] -> (4/5 + 8/9 / 2/9) / (2 - 9/5)
[291840] ['1/9', '1/2', '5/9', '1', '8/5'] -> 1 / (1/2 - 1/9 - 5/9 / 8/5)
[291841] ['3/7', '3/7', '9/8', '8/7', '5'] -> 5 / (8/7 / (3/7 + 3/7) - 9/8)
[291842] ['7/9', '7/8', '9/7', '5/2', '7'] -> 7 / (5/2 / 9/7 - (7/9 + 7/8))
[291843] ['2/7', '7/9', '7/9', '9/4', '9'] -> 9/4 * (9 / 7/9 - 7/9) - 2/7
[291844] ['1/6', '5/7', '7/5', '9/4', '3'] -> 3 / (1/6 * (7/5 - 5/7)) - 9/4
[291845] ['1/7', '1/3', '5/8', '9/2', '8'] -> 9/2 / 5/8 + 8 / (1/7 + 1/3)
[291846] ['7/9', '7/8', '9/7', '7/2', '7'] -> (7 - 7/9 * 9/7) / (7/8 / 7/2)
[291847] ['1/9', '1/2', '5/9', '1', '7/4'] -> (5/9 + 1) / (1/9 / 7/4) - 1/2
[291848] ['1/6', '5/7', '3/2', '3/2', '3'] -> (3/2 + 3/2 / 1/6) * (3 - 5/7)
[291849] ['3/7', '5/9', '8/7', '8/7', '9'] -> (9 + 8/7 / 3/7) / (5/9 / 8/7)
[291850] ['2/9', '4/5', '8/9', '2', '7/3'] -> 8/9 / 2/9 / (2 / 4/5 - 7/3)
[291851] ['1/9', '5/8', '5/8', '9/2', '8'] -> 8 / (1/9 + 5/8 / 5/8 / 9/2)
[291852] ['2/3', '1', '9/7', '9/4', '7/3'] -> 2/3 * 9/7 / (1 - 9/4 / 7/3)
[291853] ['4/9', '4/5', '9/7', '8/5', '8'] -> 8 * (8/5 + 4/5 / (4/9 * 9/7))
[291854] ['1/7', '1/3', '2/3', '8/9', '8'] -> 2/3 * 8 + 8/9 / (1/7 * 1/3)
[291855] ['3/7', '3/7', '9/8', '9/7', '5'] -> 9/7 * 5 / (9/8 - (3/7 + 3/7))
[291856] ['2/9', '4/5', '8/9', '2', '8/3'] -> 8/9 / 2/9 / (8/3 - 2 / 4/5)
[291857] ['1/6', '5/7', '3/2', '5/3', '3'] -> 3 + 3/2 * 5/3 / (1/6 * 5/7)
[291858] ['2/3', '1', '9/7', '9/4', '5/2'] -> 2/3 / ((1 + 9/4) / 9/7 - 5/2)
[291859] ['1/4', '7/9', '6/5', '7/2', '6'] -> 6 * (1/4 + 7/2 / (7/9 * 6/5))
[291860] ['7/9', '7/8', '4/3', '9/5', '7'] -> 7 / 9/5 / (7/9 * 4/3 - 7/8)
[291861] ['1/9', '1/2', '4/7', '4/7', '1'] -> 4/7 / (1/9 * 1/2) / (1 - 4/7)
[291862] ['3/7', '3/7', '9/8', '7/5', '5'] -> (3/7 + 7/5) * 5 / (3/7 / 9/8)
[291863] ['1/8', '2/7', '7/9', '2', '9/4'] -> (2 - 2/7) * 9/4 / (1/8 / 7/9)
[291864] ['2/3', '1', '9/7', '9/4', '8/3'] -> 1 / (8/3 - 9/4 / (2/3 * 9/7))
[291865] ['1/9', '5/8', '2/3', '6/7', '8'] -> (8 + 2/3 / (1/9 * 6/7)) / 5/8
[291866] ['1/7', '1/4', '3/4', '7/5', '2'] -> 2 / (7/5 * (1/4 - 1/7 / 3/4))
[291867] ['1/2', '4/5', '5/4', '9/7', '2'] -> 9/7 / (1/2 - 5/4 / (4/5 + 2))
[291868] ['3/7', '5/9', '8/7', '9/7', '9'] -> 9 * (3/7 * 5/9 + 8/7 + 9/7)
[291869] ['1/4', '7/9', '6/5', '9/2', '6'] -> 6/5 * (6 + 9/2 / (1/4 / 7/9))
[291870] ['2/7', '5/9', '1', '3/2', '8/3'] -> (3/2 + 1 / 2/7) / (5/9 / 8/3)
[291871] ['1/7', '1/3', '2/3', '6/5', '8'] -> 8 / (2/3 * (1/7 + 1/3)) - 6/5
[291872] ['1/8', '2/7', '7/9', '2', '7/3'] -> 7/3 / (2 * 1/8 / 2/7 - 7/9)
[291873] ['1/6', '5/7', '3/2', '7/3', '3'] -> 7/3 * ((5/7 + 3/2) / 1/6 - 3)
[291874] ['1/2', '4/5', '5/4', '7/5', '2'] -> (2 + 4/5 / 1/2) / (7/5 - 5/4)
[291875] ['1/8', '2/7', '7/9', '2', '5/2'] -> 2/7 - 2 + 5/2 / (1/8 * 7/9)
[291876] ['4/9', '4/5', '9/7', '9/5', '8'] -> 8 / ((9/5 - 4/5) / 9/7 - 4/9)
[291877] ['3/7', '3/7', '9/8', '5/3', '5'] -> 5 / (5/3 * (9/8 - 3/7 / 3/7))
[291878] ['1/9', '1/2', '4/7', '2/3', '1'] -> (1/2 + 1 + 2/3 / 4/7) / 1/9
[291879] ['1/7', '1/4', '3/4', '9/5', '2'] -> 9/5 * (2 / 1/7 - 1/4) - 3/4
[291880] ['7/9', '7/8', '7/5', '7/5', '7'] -> 7 / (7/9 / 7/5) / (7/5 - 7/8)
[291881] ['4/9', '4/5', '9/7', '9/4', '8'] -> (4/9 + 4/5) * (9/7 + 9/4 * 8)
[291882] ['1/6', '5/7', '3/2', '3', '9/2'] -> 9/2 * (3 + (1/6 + 3/2) / 5/7)
[291883] ['1/8', '2/7', '7/9', '2', '7/2'] -> 2 + 7/9 * (2/7 + 7/2 / 1/8)
[291884] ['3/7', '5/9', '8/7', '8/5', '9'] -> (9 + 8/7 / (5/9 * 8/5)) / 3/7
[291885] ['1/9', '5/8', '2/3', '7/5', '8'] -> (7/5 - 2/3 / 5/8) / (1/9 / 8)
[291886] ['1/7', '1/3', '2/3', '9/4', '8'] -> (8 / 1/7 - 2/3 / 1/3) / 9/4
[291887] ['2/3', '1', '9/7', '7/3', '8/3'] -> 9/7 * 7/3 * 8/3 / (1 - 2/3)
[291888] ['4/9', '4/5', '9/7', '5/2', '8'] -> 5/2 * (8 + 9/7 * (4/9 + 4/5))
[291889] ['2/3', '1', '9/7', '7/3', '7/2'] -> (1 + 9/7) * 7/2 * (2/3 + 7/3)
[291890] ['1/8', '2/7', '7/9', '2', '9/2'] -> (2 + 9/2 * 2/7 * 7/9) / 1/8
[291891] ['1/9', '5/8', '2/3', '9/5', '8'] -> 2/3 / (1/9 * 5/8) + 9/5 * 8
[291892] ['7/9', '7/8', '7/5', '7/4', '7'] -> 7 / 7/9 / (7/4 / 7/5 - 7/8)
[291893] ['1/8', '2/7', '4/5', '4/5', '2'] -> 4/5 * 2 + 4/5 / (1/8 * 2/7)
[291894] ['1/6', '5/7', '8/5', '7/4', '3'] -> (8/5 + 3 / (5/7 * 7/4)) / 1/6
[291895] ['1/2', '4/5', '5/4', '2', '5/2'] -> 4/5 / (2 / (5/4 + 5/2) - 1/2)
[291896] ['1/9', '1/2', '4/7', '5/6', '1'] -> (1 / (1/2 * 4/7) - 5/6) / 1/9
[291897] ['3/7', '3/7', '9/8', '5/2', '5'] -> 3/7 / (5/2 / 5 - 3/7 * 9/8)
[291898] ['4/9', '4/5', '9/7', '7/2', '8'] -> 4/5 * 7/2 * (8 + 4/9 * 9/7)
[291899] ['1/7', '1/4', '7/9', '6/7', '2'] -> 6/7 / (1/4 / 7/9 - 1/7 * 2)
[291900] ['1/2', '4/5', '5/4', '2', '8/3'] -> 4/5 / ((8/3 - 2) / 5/4 - 1/2)
[291901] ['2/7', '7/9', '4/5', '4/3', '9'] -> (9 - 4/3 / (7/9 * 4/5)) / 2/7
[291902] ['4/9', '4/5', '9/7', '9/2', '8'] -> 4/5 * 9/2 * (4/9 + 8 / 9/7)
[291903] ['3/7', '3/7', '8/7', '8/7', '5'] -> 8/7 / (3/7 * 3/7) * (5 - 8/7)
[291904] ['7/9', '7/8', '7/5', '7/3', '7'] -> 7 / (7/8 / 7/5 - 7/9 / 7/3)
[291905] ['2/3', '1', '9/7', '5/2', '9/2'] -> (5/2 + 9/2) / (2/3 / (1 + 9/7))
[291906] ['1/4', '7/9', '5/4', '9/2', '6'] -> 6 / (7/9 - 1/4 - 5/4 / 9/2)
[291907] ['1/8', '2/7', '4/5', '8/9', '2'] -> (2 / (4/5 - 2/7) - 8/9) / 1/8
[291908] ['1/6', '5/7', '8/5', '7/3', '3'] -> 5/7 * (8/5 + (7/3 + 3) / 1/6)
[291909] ['2/7', '5/9', '1', '8/5', '8/3'] -> (8/3 / 2/7 - 1) / (5/9 / 8/5)
[291910] ['2/7', '7/9', '4/5', '8/5', '9'] -> 9 / (2/7 / 7/9) - 4/5 / 8/5
[291911] ['2/3', '1', '9/7', '8/3', '7/2'] -> (1 + 9/7) / (8/3 / 7/2 - 2/3)
[291912] ['3/7', '3/7', '8/7', '5/4', '5'] -> (3/7 + 3/7 * 5) / (5/4 - 8/7)
[291913] ['1/6', '5/7', '8/5', '8/3', '3'] -> 5/7 * 8/3 * (3 + 8/5 / 1/6)
[291914] ['2/9', '4/5', '9/8', '2', '7/3'] -> 2 * (7/3 / (2/9 * 4/5) - 9/8)
[291915] ['1/9', '1/2', '4/7', '1', '6/5'] -> 1 / (1/9 + 1/2 - 4/7) - 6/5
[291916] ['2/3', '1', '9/7', '7/2', '9/2'] -> (1 + 9/7) * 9/2 * 2/3 * 7/2
[291917] ['1/7', '1/3', '3/4', '9/8', '8'] -> 8 * (1/3 / 1/7 + 3/4 / 9/8)
[291918] ['1/8', '2/7', '4/5', '5/4', '2'] -> 4/5 / (1/8 * 2/7) + 2 / 5/4
[291919] ['1/6', '5/7', '8/5', '3', '7/2'] -> 5/7 * (3 + (8/5 + 7/2) / 1/6)
[291920] ['3/7', '5/9', '7/6', '4/3', '9'] -> 4/3 / (5/9 / 7/6) * (9 - 3/7)
[291921] ['2/3', '1', '9/7', '9/2', '9/2'] -> (9/2 + 9/2 / 9/7) / (1 - 2/3)
[291922] ['1/9', '1/2', '4/7', '1', '5/4'] -> 1 / 1/9 / (5/4 - 1/2 / 4/7)
[291923] ['3/7', '3/7', '8/7', '7/5', '5'] -> (8/7 + 5 * (3/7 + 7/5)) / 3/7
[291924] ['1/9', '5/8', '5/7', '6/7', '8'] -> (6/7 / 1/9 - (5/7 - 8)) / 5/8
[291925] ['7/9', '7/8', '3/2', '7/4', '7'] -> 7 / (7/9 * 3/2 + 7/8 - 7/4)
[291926] ['4/9', '4/5', '7/5', '5/3', '8'] -> 8 / (7/5 - (4/5 + 4/9 / 5/3))
[291927] ['2/3', '1', '4/3', '4/3', '4/3'] -> (4/3 + 4/3) / (1 - 2/3 * 4/3)
[291928] ['1/8', '2/7', '4/5', '9/7', '2'] -> 9/7 / (2/7 / 4/5 / 2 - 1/8)
[291929] ['2/7', '7/9', '4/5', '7/3', '9'] -> 4/5 / (2/7 * 7/9) * (9 - 7/3)
[291930] ['1/7', '1/3', '3/4', '6/5', '8'] -> (6/5 + 8 / (1/7 + 1/3)) / 3/4
[291931] ['2/9', '4/5', '9/8', '2', '7/2'] -> (7/2 + 2 / 4/5) / (2/9 * 9/8)
[291932] ['7/9', '7/8', '3/2', '5/2', '7'] -> (7 / (7/9 / 5/2) - 3/2) / 7/8
[291933] ['1/9', '1/2', '4/7', '1', '7/5'] -> 4/7 / 1/9 / (1 / 7/5 - 1/2)
[291934] ['3/7', '3/7', '8/7', '5/3', '5'] -> 8/7 / (3/7 * 5 - (3/7 + 5/3))
[291935] ['3/7', '5/9', '7/6', '3/2', '9'] -> 9 * (3/2 + 5/9 / 3/7) - 7/6
[291936] ['4/9', '4/5', '7/5', '9/5', '8'] -> 8 * (4/9 * 9/5 + 4/5 + 7/5)
[291937] ['1/7', '1/4', '7/9', '7/4', '2'] -> (7/4 + 2 - 1/4 / 7/9) / 1/7
[291938] ['7/9', '7/8', '3/2', '8/3', '7'] -> 7 / (7/8 / 3/2 - 7/9 / 8/3)
[291939] ['2/7', '7/9', '4/5', '8/3', '9'] -> 9 + 8/3 / (4/5 * 2/7 * 7/9)
[291940] ['1/4', '7/9', '9/7', '5/2', '6'] -> 6 + (9/7 + 5/2 / 7/9) / 1/4
[291941] ['3/7', '3/7', '8/7', '9/5', '5'] -> (5 - (3/7 - 8/7)) / (3/7 / 9/5)
[291942] ['3/7', '5/9', '7/6', '5/3', '9'] -> (9 + 5/3 / 5/9) / (3/7 * 7/6)
[291943] ['4/9', '4/5', '7/5', '5/2', '8'] -> 8 / (4/9 * (5/2 - 7/5 / 4/5))
[291944] ['1/6', '5/7', '5/3', '8/3', '3'] -> 8/3 / 1/6 / (3 - 5/3 / 5/7)
[291945] ['3/7', '3/7', '8/7', '9/4', '5'] -> 8/7 * 5 / (3/7 - 3/7 / 9/4)
[291946] ['3/7', '5/9', '7/6', '7/4', '9'] -> (7/6 + 7/4) * (9 - 3/7 / 5/9)
[291947] ['1/8', '2/7', '4/5', '7/4', '2'] -> (2/7 * 7/4 + 2 / 4/5) / 1/8
[291948] ['2/7', '5/9', '1', '5/3', '9/2'] -> (9/2 + 1 / 2/7) / (5/9 / 5/3)
[291949] ['1/7', '1/4', '7/9', '2', '5/2'] -> 2 / 7/9 / (1/7 * 5/2 - 1/4)
[291950] ['1/6', '5/7', '5/3', '3', '7/2'] -> 3 * (7/2 / (5/7 / 5/3) - 1/6)
[291951] ['2/7', '7/9', '5/6', '5/6', '9'] -> (9 - (5/6 + 5/6) / 7/9) / 2/7
[291952] ['2/3', '1', '4/3', '7/5', '7/5'] -> 2/3 * (1 + 7/5) / (7/5 - 4/3)
[291953] ['1/2', '4/5', '9/7', '2', '7/2'] -> 9/7 / (1/2 / 4/5 - 2 / 7/2)
[291954] ['3/7', '3/7', '8/7', '5/2', '5'] -> (5/2 * (5 - 3/7) - 8/7) / 3/7
[291955] ['7/9', '7/8', '8/5', '9/5', '7'] -> (8/5 + 7/9 * 9/5) / (7/8 / 7)
[291956] ['4/9', '4/5', '3/2', '5/3', '8'] -> (3/2 * 8 - 4/5 * 5/3) / 4/9
[291957] ['1/7', '1/4', '7/9', '2', '9/2'] -> 9/2 / (1/7 / 7/9) - 1/4 * 2
[291958] ['2/7', '7/9', '5/6', '6/7', '9'] -> (6/7 / 2/7 - 7/9) / (5/6 / 9)
[291959] ['1/6', '5/7', '7/4', '7/4', '3'] -> (7/4 * 3 - 5/7 * 7/4) / 1/6
[291960] ['1/7', '1/3', '3/4', '7/2', '8'] -> 8 / (7/2 * 1/7 / 3/4 - 1/3)
[291961] ['1/4', '7/9', '4/3', '9/4', '6'] -> 9/4 * 6 * (7/9 / 1/4 - 4/3)
[291962] ['3/7', '3/7', '8/7', '7/2', '5'] -> 8/7 * 7/2 * (5 + 3/7 / 3/7)
[291963] ['4/9', '4/5', '3/2', '7/4', '8'] -> 4/5 * (8 / (4/9 / 7/4) - 3/2)
[291964] ['7/9', '7/8', '8/5', '7/3', '7'] -> (7/3 + 7) / (7/8 - 7/9 / 8/5)
