[19700] ['2', '7/3', '5/2', '5/2', '8/3'] -> (7/3 + (5/2 * (2 + (5/2 * 8/3))))
[33375] ['1/7', '3/5', '5/7', '6/7', '9'] -> (9 + ((5/7 + (6/7 / 3/5)) / 1/7))
[33376] ['3/8', '3/7', '7/6', '5/3', '4'] -> (3/7 / (3/8 - (5/3 / (7/6 * 4))))
[33377] ['2/7', '5/6', '7/4', '9/2', '8'] -> (9/2 * (2/7 + ((5/6 + 8) / 7/4)))
[33378] ['1/9', '2/9', '2/5', '3', '7/2'] -> ((7/2 / (2/9 - 1/9)) - (3 / 2/5))
[33379] ['1/9', '1/8', '5/7', '5/3', '4'] -> (5/3 / (5/7 * (1/8 - (1/9 / 4))))
[33380] ['1/6', '4/9', '4/5', '5/4', '6'] -> ((1/6 / (5/4 - (4/9 + 4/5))) - 6)
[33381] ['1/7', '3/5', '5/7', '7/8', '9'] -> (9 / ((1/7 / (5/7 - 3/5)) - 7/8))
[33382] ['9/7', '5/2', '8/3', '4', '9/2'] -> ((9/7 * 4) * (9/2 - (5/2 - 8/3)))
[33383] ['4/9', '5/8', '9/8', '9/4', '4'] -> (((9/8 + 9/4) * (4/9 + 4)) / 5/8)
[33384] ['1/5', '2/9', '7/8', '4', '9/2'] -> (((2/9 * 9/2) + (4 / 1/5)) / 7/8)
[33385] ['1/8', '4/7', '6/7', '7/4', '5'] -> (((4/7 * (7/4 + 5)) - 6/7) / 1/8)
[33386] ['3/8', '4/7', '9/8', '5/2', '3'] -> (3 / (((3/8 + 9/8) / 4/7) - 5/2))
[33387] ['1/6', '5/8', '5/8', '7/5', '5'] -> (((5/8 * 7/5) + (5/8 * 5)) / 1/6)
[33388] ['3/8', '3/7', '7/6', '7/3', '4'] -> (((3/7 + (4 / 7/6)) * 7/3) / 3/8)
[33389] ['2/9', '4/5', '7/8', '9/4', '5'] -> ((4/5 * 5) / ((7/8 / 9/4) - 2/9))
[33390] ['1/7', '3/5', '5/7', '8/7', '9'] -> ((9 + (1/7 + 8/7)) / (3/5 * 5/7))
[33391] ['9/7', '8/3', '8/3', '8/3', '4'] -> (9/7 * ((4 * (8/3 + 8/3)) - 8/3))
[33392] ['2/9', '4/5', '7/8', '7/3', '5'] -> ((5 * (4/5 + 7/3)) / (7/8 - 2/9))
[33393] ['3/8', '4/7', '9/8', '3', '7/2'] -> (3 / ((3/8 - 4/7) + (9/8 / 7/2)))
[33394] ['1/6', '4/9', '4/5', '3/2', '6'] -> (((3/2 + (6 / 4/5)) * 4/9) / 1/6)
[33395] ['2/7', '5/6', '9/5', '5/2', '8'] -> ((8 / 2/7) - (5/2 + (5/6 * 9/5)))
[33396] ['1/9', '1/8', '5/7', '7/3', '4'] -> ((4 + (5/7 * 7/3)) / (1/9 + 1/8))
[33397] ['1/9', '2/9', '3/7', '2/3', '3'] -> ((((3 - 2/3) / 3/7) - 1/9) / 2/9)
[33398] ['3/8', '3/7', '6/5', '6/5', '4'] -> (4 * ((6/5 / 3/8) + (6/5 / 3/7)))
[33399] ['1/5', '2/9', '8/9', '9/7', '4'] -> ((2/9 + (8/9 / 1/5)) * (9/7 * 4))
[33400] ['4/9', '5/8', '8/7', '8/7', '4'] -> (4 / (4/9 * (8/7 / 8/7)) - 5/8))
[33401] ['3/8', '4/7', '9/8', '3', '9/2'] -> (9/8 / (3 - (9/2 * (3/8 / 4/7))))
[33402] ['1/2', '1', '8/7', '8/5', '9/5'] -> (9/5 / ((1 / 8/7) - (1/2 * 8/5)))
[33403] ['9/7', '8/3', '8/3', '4', '9/2'] -> (9/7 * ((8/3 + 4) + (8/3 * 9/2)))
[33404] ['1/4', '4/5', '7/6', '5/3', '2'] -> (2 / ((1/4 + 7/6) - (4/5 * 5/3)))
[33405] ['1/5', '2/9', '8/9', '5/3', '4'] -> ((4 + (8/9 / 2/9)) / (1/5 * 5/3))
[33406] ['1/2', '1', '8/7', '8/5', '9/4'] -> (9/4 / ((1/2 / (8/5 - 8/7)) - 1))
[33407] ['1/7', '3/5', '5/7', '7/4', '9'] -> ((9 - 3/5) / (7/4 * (1/7 / 5/7)))
[33408] ['9/7', '7/2', '7/2', '4', '9/2'] -> ((9/2 * (7/2 + (7/2 / 9/7))) - 4)
[33409] ['1/9', '2/9', '3/7', '5/6', '3'] -> ((3 / (2/9 * 3/7)) - (5/6 / 1/9))
[33410] ['1/6', '5/8', '2/3', '7/9', '5'] -> (2/3 / (7/9 - (5/8 / (1/6 * 5))))
[33411] ['1/6', '4/9', '4/5', '7/2', '6'] -> (6 * ((7/2 / 4/5) - (1/6 / 4/9)))
[33412] ['3/8', '3/7', '6/5', '3/2', '4'] -> (((4 + (3/2 / 3/7)) * 6/5) / 3/8)
[33413] ['1/8', '4/7', '7/8', '6/5', '5'] -> ((7/8 * 6/5) * ((5 * 4/7) / 1/8))
[33414] ['1/9', '2/9', '3/7', '8/9', '3'] -> ((3 + ((1/9 + 8/9) / 3/7)) / 2/9)
[33415] ['2/7', '5/6', '9/4', '5/2', '8'] -> (5/2 / (5/6 * 8) - (9/4 / 2/7)))
[33416] ['1/7', '3/5', '5/7', '9/4', '9'] -> ((9 / (3/5 * (5/7 - 1/7))) - 9/4)
[33417] ['3/8', '3/7', '6/5', '8/5', '4'] -> ((8/5 / (6/5 - (3/7 / 3/8))) - 4)
[33418] ['8/9', '9/7', '9/7', '9/4', '6'] -> (6 / (9/4 * (9/7 / 9/7)) - 8/9))
[33419] ['1/6', '4/9', '5/6', '5/6', '6'] -> (6 / (5/6 - (4/9 + (1/6 * 5/6))))
[33420] ['1/4', '4/5', '7/6', '2', '7/3'] -> (((7/6 + 7/3) + (2 / 4/5)) / 1/4)
[33421] ['1/6', '5/8', '2/3', '8/7', '5'] -> (5 / ((1/6 + 5/8) - (2/3 / 8/7)))
[33422] ['1/2', '1', '8/7', '8/5', '7/2'] -> ((1 + 8/7) * ((7/2 * 8/5) / 1/2))
[33423] ['1/7', '3/5', '5/7', '7/2', '9'] -> (((9 / 5/7) - 3/5) / (1/7 * 7/2))
[33424] ['1/9', '2/9', '3/7', '7/6', '3'] -> (((2/9 * 3/7) + (3 / 7/6)) / 1/9)
[33425] ['4/3', '4/3', '4/3', '8/5', '4'] -> (4 / ((4/3 / 4/3) - (4/3 / 8/5)))
[33426] ['1/6', '4/9', '5/6', '6/7', '6'] -> ((5/6 + (4/9 / 1/6)) * (6/7 + 6))
[33427] ['1/8', '4/7', '7/8', '4/3', '5'] -> (5 / ((1/8 * 7/8) * 4/7) + 4/3))
[33428] ['1/2', '1', '8/7', '8/5', '9/2'] -> (9/2 / ((1 / 8/5) - (1/2 / 8/7)))
[33429] ['4/3', '4/3', '4/3', '7/4', '4'] -> (4 * (4/3 + (7/4 * (4/3 + 4/3))))
[33430] ['8/9', '9/7', '9/7', '5/2', '6'] -> ((8/9 * 6) * (9/7 + (9/7 * 5/2)))
[33431] ['3/8', '4/7', '8/7', '9/5', '3'] -> (((3 + (8/7 / 4/7)) * 9/5) / 3/8)
[33432] ['2/9', '4/5', '8/9', '6/5', '5'] -> ((((6/5 + 5) * 8/9) / 2/9) - 4/5)
[33433] ['1/8', '4/7', '7/8', '7/5', '5'] -> ((4/7 * 5) * (7/5 + (7/8 / 1/8)))
[33434] ['8/9', '9/7', '9/7', '8/3', '6'] -> (6 * ((9/7 / 9/7) + (8/3 / 8/9)))
[33435] ['1/9', '2/9', '3/7', '5/4', '3'] -> (2/9 / (1/9 * 3) - (5/4 / 3/7)))
[33436] ['1/2', '1', '8/7', '5/3', '7/4'] -> (1 / (7/4 * 5/3) - (1/2 + 8/7)))
[33437] ['1/5', '2/9', '9/8', '7/6', '4'] -> (((9/8 / 1/5) - (7/6 / 4)) / 2/9)
[33438] ['1/9', '1/8', '3/4', '8/7', '4'] -> (4 / (3/4 * (1/8 + (1/9 / 8/7))))
[33439] ['8/9', '9/7', '9/7', '7/2', '6'] -> ((8/9 * 6) * (7/2 + (9/7 / 9/7)))
[33440] ['1/6', '4/9', '5/6', '7/5', '6'] -> (6 / (4/9 - (7/5 * (1/6 * 5/6))))
[33441] ['2/9', '4/5', '8/9', '4/3', '5'] -> ((4/5 * 4/3) / (2/9 - (8/9 / 5)))
[33442] ['1/9', '2/9', '3/7', '4/3', '3'] -> ((1/9 + (3 / 3/7)) / (2/9 * 4/3))
[33443] ['1/8', '4/7', '7/8', '8/5', '5'] -> (((5 / (7/8 * 8/5)) - 4/7) / 1/8)
[33444] ['4/9', '5/8', '8/7', '5/3', '4'] -> ((5/3 + 4) / (5/8 - (4/9 / 8/7)))
[33445] ['2/7', '5/6', '5/2', '9/2', '8'] -> (8 / (2/7 * (9/2 - (5/6 + 5/2))))
[33446] ['3/8', '4/7', '7/6', '7/6', '3'] -> (3 / (7/6 - (3/8 + (4/7 * 7/6))))
[33447] ['4/3', '4/3', '7/5', '3/2', '4'] -> (3/2 * ((4/3 / (7/5 - 4/3)) - 4))
[33448] ['1/9', '2/9', '3/7', '7/5', '3'] -> ((3/7 + 3) / (2/9 - (1/9 / 7/5)))
[33449] ['1/6', '5/8', '2/3', '9/2', '5'] -> (9/2 / (5/8 * (1/6 + (2/3 / 5))))
[33450] ['8/9', '9/7', '4/3', '7/5', '6'] -> ((9/7 * 7/5) * (6 * (8/9 + 4/3)))
[33451] ['1/7', '3/5', '3/4', '7/8', '9'] -> (9 / (3/5 * (3/4 - (1/7 * 7/8))))
[33452] ['1/9', '2/9', '3/7', '8/5', '3'] -> (3 / (3/7 * (2/9 + (1/9 / 8/5))))
[33453] ['2/9', '4/5', '8/9', '5/3', '5'] -> ((5/3 * (4/5 / 8/9)) + (5 / 2/9))
[33454] ['1/8', '4/7', '7/8', '9/5', '5'] -> ((9/5 * 5) / ((4/7 * 7/8) - 1/8))
[33455] ['1/6', '5/8', '5/7', '7/9', '5'] -> (5/7 / ((1/6 * 5) - (5/8 / 7/9)))
[33456] ['3/8', '4/7', '7/6', '5/4', '3'] -> (3 / ((5/4 / 7/6) - (3/8 + 4/7)))
[33457] ['1/9', '1/8', '3/4', '8/5', '4'] -> (((1/8 / 3/4) + (4 / 8/5)) / 1/9)
[33458] ['4/3', '4/3', '7/5', '7/3', '4'] -> ((4/3 + (4/3 * 7/3)) * (7/5 + 4))
[33459] ['1/8', '4/7', '7/8', '9/4', '5'] -> (((4/7 + 5) - (9/4 / 7/8)) / 1/8)
[33460] ['3/8', '4/7', '7/6', '9/7', '3'] -> (4/7 / (7/6 - (9/7 / (3/8 * 3))))
[33461] ['1/5', '2/9', '9/8', '5/3', '4'] -> ((5/3 + (4 / 1/5)) / (9/8 - 2/9))
[33462] ['3/8', '3/7', '5/4', '9/7', '4'] -> (((5/4 + 4) * (3/7 + 9/7)) / 3/8)
[33463] ['8/9', '9/7', '4/3', '5/3', '6'] -> ((9/7 * 6) * (8/9 + (4/3 * 5/3)))
[33464] ['2/7', '6/7', '6/7', '5/4', '8'] -> (2/7 + (8 * (5/4 + (6/7 + 6/7))))
[33465] ['1/6', '5/8', '5/7', '5/6', '5'] -> (5 / ((1/6 - 5/6) + (5/8 / 5/7)))
[33466] ['1/7', '3/5', '3/4', '8/7', '9'] -> (9 / (3/5 * (3/4 - (1/7 / 8/7))))
[33467] ['1/2', '1', '8/7', '7/4', '7/4'] -> (((7/4 + 7/4) / (8/7 - 1)) - 1/2)
[33468] ['3/8', '4/7', '7/6', '4/3', '3'] -> (3 / (((4/7 * 7/6) / 4/3) - 3/8))
[33469] ['1/8', '4/7', '7/8', '5/2', '5'] -> (((4/7 * 7/8) - (5/2 - 5)) / 1/8)
[33470] ['1/6', '4/9', '6/7', '6/5', '6'] -> ((6 / (6/7 * (4/9 - 1/6))) - 6/5)
[33471] ['4/3', '4/3', '3/2', '7/4', '4'] -> (4 / ((7/4 / 3/2) - (4/3 / 4/3)))
[33472] ['1/4', '4/5', '5/4', '2', '9/4'] -> (((5/4 + 9/4) + (2 / 4/5)) / 1/4)
[33473] ['1/9', '1/8', '7/9', '4/5', '4'] -> (4 / (4/5 * (1/9 + (1/8 * 7/9))))
[33474] ['1/9', '2/9', '3/7', '3', '9/2'] -> (3 + (9/2 / (3/7 * (1/9 / 2/9))))
[33475] ['1/4', '4/5', '5/4', '2', '7/3'] -> (4/5 / (1/4 * 2) - (7/3 / 5/4)))
[33476] ['1/7', '3/5', '3/4', '6/5', '9'] -> (((3/5 + 9) + (6/5 / 1/7)) / 3/4)
[33477] ['4/9', '5/8', '7/6', '7/6', '4'] -> (4 / (4/9 * (7/6 / 7/6)) - 5/8))
[33478] ['2/9', '4/5', '9/8', '9/8', '5'] -> (((5 / (2/9 * 4/5)) - 9/8) / 9/8)
[33479] ['1/6', '5/8', '5/7', '9/8', '5'] -> (5 / ((1/6 * 5/7) * 5/8) + 9/8))
[33480] ['1/2', '1', '8/7', '7/4', '9/4'] -> (9/4 / (((7/4 - 1/2) / 8/7) - 1))
[33481] ['4/3', '4/3', '8/5', '7/4', '4'] -> ((4 / (7/4 - 8/5)) - (4/3 + 4/3))
[33482] ['1/9', '1/8', '7/9', '6/7', '4'] -> ((4 - (6/7 + (1/9 / 7/9))) / 1/8)
[33483] ['8/9', '9/7', '4/3', '9/4', '6'] -> (6 / ((9/4 / 9/7) - (4/3 / 8/9)))
[33484] ['1/9', '2/9', '4/9', '4/7', '3'] -> (4/9 / ((2/9 / (4/7 * )) - 1/9))
[33485] ['1/7', '3/5', '3/4', '5/4', '9'] -> ((3/4 / 1/7) + ((9 * 5/4) / 3/5))
[33486] ['1/6', '5/8', '5/7', '7/6', '5'] -> (5 / (1/6 * (5/7 + (5/8 / 7/6))))
[33487] ['4/3', '4/3', '8/5', '5/2', '4'] -> (4 * ((5/2 * (4/3 + 8/5)) - 4/3))
[33488] ['1/8', '4/7', '8/9', '8/7', '5'] -> (8/7 / (8/9 * (1/8 * 5)) - 4/7))
[33489] ['3/8', '4/7', '7/6', '9/4', '3'] -> (4/7 / (7/6 - (3 / (3/8 + 9/4))))
[33490] ['1/8', '4/7', '8/9', '7/6', '5'] -> ((5 + (7/6 / (1/8 * 4/7))) / 8/9)
[33491] ['3/8', '3/7', '5/4', '7/4', '4'] -> ((5/4 + (7/4 * (3/7 + 4))) / 3/8)
[33492] ['1/9', '1/8', '7/9', '7/5', '4'] -> (((1/9 / 7/9) + (4 / 7/5)) / 1/8)
[33493] ['4/9', '5/8', '7/6', '9/7', '4'] -> ((7/6 / ((5/8 / 9/7) - 4/9)) - 4)
[33494] ['1/6', '5/8', '5/7', '6/5', '5'] -> ((6/5 + (5/7 / 1/6)) * (5 - 5/8))
[33495] ['4/3', '4/3', '8/5', '7/2', '4'] -> (8/5 * ((4/3 / 4/3) + (7/2 * 4)))
[33496] ['4/9', '5/8', '7/6', '4/3', '4'] -> (4/3 / (7/6 - (4 * (4/9 * 5/8))))
[33497] ['4/3', '4/3', '8/5', '4', '9/2'] -> (4/3 / ((4 / 9/2) - (4/3 / 8/5)))
[33498] ['1/9', '2/9', '4/9', '6/7', '3'] -> (3 + (4/9 / (6/7 * 1/9) * 2/9)))
[33499] ['1/6', '5/8', '5/7', '5/4', '5'] -> (5 / (5/4 - (1/6 + (5/8 / 5/7))))
[33500] ['3/8', '4/7', '7/6', '8/3', '3'] -> (3 / (3/8 - ((4/7 * 7/6) / 8/3)))
[33501] ['1/2', '1', '8/7', '9/5', '9/5'] -> (9/5 / ((9/5 / 8/7) - (1/2 + 1)))
[33502] ['2/9', '4/5', '9/8', '7/5', '5'] -> (5 * ((7/5 / (2/9 * 9/8)) - 4/5))
[33503] ['3/8', '3/7', '5/4', '7/3', '4'] -> (((5/4 + (3/7 * 7/3)) * 4) / 3/8)
[33504] ['1/6', '4/9', '6/7', '7/3', '6'] -> (((6/7 - (4/9 / 7/3)) * 6) / 1/6)
[33505] ['1/9', '2/9', '4/9', '6/5', '3'] -> (4/9 / ((1/9 / 6/5) - (2/9 / 3)))
[33506] ['1/7', '3/5', '3/4', '8/5', '9'] -> ((8/5 / 1/7) + ((3/5 + 9) / 3/4))
[33507] ['1/4', '4/5', '9/7', '5/3', '2'] -> ((4/5 + 2) * ((5/3 * 9/7) / 1/4))
[33508] ['2/7', '6/7', '7/8', '5/3', '8'] -> (8 / (7/8 * (6/7 - (2/7 * 5/3))))
[33509] ['1/6', '5/8', '5/7', '3/2', '5'] -> ((5/7 / (1/6 * 5/8)) * (5 - 3/2))
[33510] ['4/3', '4/3', '7/4', '7/4', '4'] -> (4 * (4/3 + (4/3 * (7/4 + 7/4))))
[33511] ['1/6', '4/9', '6/7', '5/2', '6'] -> (6 / ((5/2 / 6/7) - (4/9 / 1/6)))
[33512] ['4/9', '5/8', '7/6', '9/5', '4'] -> (4 * (9/5 + (7/6 / (4/9 * 5/8))))
[33513] ['1/7', '3/5', '3/4', '5/3', '9'] -> ((5/3 - 1/7) * (3/4 + (9 / 3/5)))
[33514] ['2/9', '4/5', '9/8', '5/3', '5'] -> ((5/3 * (4/5 * 9/8)) + (5 / 2/9))
[33515] ['4/3', '4/3', '7/4', '7/3', '4'] -> (4 * ((4/3 * 7/4) + (4/3 + 7/3)))
[33516] ['1/9', '1/8', '4/5', '5/6', '4'] -> (4/5 / (4 * (1/9 / 5/6)) - 1/8))
[33517] ['1/9', '2/9', '4/9', '9/7', '3'] -> (4/9 / ((2/9 / (3 - 9/7)) - 1/9))
[33518] ['3/8', '3/7', '5/4', '7/2', '4'] -> ((3/7 * 7/2) / (3/8 - (5/4 / 4)))
[33519] ['1/8', '4/7', '8/9', '3/2', '5'] -> (((5 / 8/9) - (3/2 / 4/7)) / 1/8)
[33520] ['4/9', '5/8', '7/6', '7/3', '4'] -> (((4 * (5/8 + 7/3)) - 7/6) / 4/9)
[33521] ['3/8', '3/7', '5/4', '4', '9/2'] -> ((9/2 / ((3/7 * 5/4) - 3/8)) - 4)
[33522] ['3/8', '4/7', '6/5', '7/5', '3'] -> (3 / ((7/5 * (3/8 + 4/7)) - 6/5))
[33523] ['2/7', '6/7', '8/9', '6/5', '8'] -> ((8 / (8/9 + (2/7 - 6/7))) - 6/5)
[33524] ['4/9', '5/8', '7/6', '5/2', '4'] -> ((7/6 * 4) / (4/9 - (5/8 / 5/2)))
[33525] ['1/9', '2/9', '4/9', '7/4', '3'] -> (4/9 / (((2/9 * 7/4) / 3) - 1/9))
[33526] ['8/9', '9/7', '7/5', '5/2', '6'] -> ((7/5 * 5/2) * (6 * (8/9 * 9/7)))
[33527] ['4/9', '5/8', '7/6', '8/3', '4'] -> (8/3 / ((4/9 - 5/8) + (7/6 / 4)))
[33528] ['1/5', '2/9', '8/7', '5/3', '4'] -> (((4 - 8/7) * (1/5 + 5/3)) / 2/9)
[33529] ['4/3', '7/5', '7/5', '8/5', '4'] -> (4 / ((7/5 / 7/5) - (4/3 / 8/5)))
[33530] ['2/9', '4/5', '9/8', '5/2', '5'] -> ((5/2 + 5) / (9/8 * (2/9 / 4/5)))
[33531] ['8/9', '9/7', '7/5', '8/3', '6'] -> (7/5 * ((8/9 * 9/7) + (8/3 * 6)))
[33532] ['3/8', '3/7', '9/7', '8/5', '4'] -> (4 / (3/8 - (3/7 / (9/7 * /5)))
)[33533] ['1/6', '5/8', '5/7', '8/3', '5'] -> (((5 + (8/3 / 1/6)) * 5/7) / 5/8)
[33534] ['4/9', '5/8', '7/6', '4', '9/2'] -> ((9/2 + ((4 * 7/6) / 4/9)) / 5/8)
[33535] ['1/7', '3/5', '3/4', '8/3', '9'] -> ((8/3 + (1/7 / 3/4)) * (9 - 3/5))
[33536] ['1/6', '4/9', '7/8', '5/4', '6'] -> (((5/4 / 1/6) + (6 / 4/9)) / 7/8)
[33537] ['1/2', '1', '8/7', '9/4', '7/3'] -> (1 / (7/3 * 8/7) - (1/2 * 9/4)))
[33538] ['4/3', '7/5', '7/5', '5/3', '4'] -> (4 * (4/3 + (5/3 * (7/5 + 7/5))))
[33539] ['1/6', '5/8', '3/4', '7/9', '5'] -> (5 / ((1/6 + 5/8) - (3/4 * 7/9)))
[33540] ['1/9', '1/8', '4/5', '7/6', '4'] -> (((1/8 + 4) - (7/6 / 4/5)) / 1/9)
[33541] ['1/9', '2/9', '1/2', '3/5', '3'] -> ((1/9 + 3) / (1/2 - (2/9 / 3/5)))
[33542] ['3/8', '3/7', '9/7', '7/4', '4'] -> ((9/7 * 4) / (3/7 - (3/8 / 7/4)))
[33543] ['3/8', '4/7', '6/5', '9/5', '3'] -> (((9/5 * 3) / (3/8 * 4/7)) - 6/5)
[33544] ['1/4', '4/5', '9/7', '2', '9/2'] -> (((2 / 4/5) + (9/2 / 9/7)) / 1/4)
[33545] ['1/6', '4/9', '7/8', '7/5', '6'] -> (6 / ((7/8 / 7/5) - (1/6 / 4/9)))
[33546] ['3/8', '4/7', '6/5', '9/4', '3'] -> (((9/4 + (3 / 4/7)) * 6/5) / 3/8)
[33547] ['8/9', '9/7', '3/2', '8/5', '6'] -> ((9/7 * (8/9 + 8/5)) * (3/2 + 6))
[33548] ['3/8', '3/7', '9/7', '5/2', '4'] -> (4 + ((9/7 * 5/2) / (3/8 * 3/7)))
[33549] ['1/6', '5/8', '3/4', '6/7', '5'] -> (((5/8 * 5) + (3/4 / 6/7)) / 1/6)
[33550] ['1/9', '1/8', '4/5', '5/4', '4'] -> (4 / ((1/8 / (5/4 - 4/5)) - 1/9))
[33551] ['2/9', '4/5', '9/8', '9/2', '5'] -> (9/2 * ((5 / (4/5 * 9/8)) - 2/9))
[33552] ['4/9', '5/8', '6/5', '4/3', '4'] -> (4 * (6/5 + (4/3 / (4/9 * 5/8))))
[33553] ['1/4', '4/5', '4/3', '3/2', '2'] -> (2 / ((1/4 + 3/2) - (4/3 / 4/5)))
[33554] ['1/5', '2/9', '8/7', '7/3', '4'] -> ((8/7 / (1/5 * 2/9)) - (4 / 7/3))
[33555] ['1/6', '4/9', '7/8', '8/5', '6'] -> ((8/5 / (4/9 * 7/8)) * (6 - 1/6))
[33556] ['3/8', '4/7', '6/5', '7/3', '3'] -> ((6/5 * 7/3) * (4/7 + (3 / 3/8)))
[33557] ['1/8', '4/7', '8/9', '8/3', '5'] -> ((4/7 / 8/9) * ((5 / 1/8) - 8/3))
[33558] ['1/2', '1', '8/7', '7/3', '5/2'] -> (1 / ((1/2 - 5/2) + (7/3 / 8/7)))
[33559] ['2/7', '6/7', '8/9', '5/2', '8'] -> (((8 / 8/9) - (6/7 * 5/2)) / 2/7)
[33560] ['2/9', '4/5', '8/7', '8/7', '5'] -> (5 * ((4/5 - 8/7) + (8/7 / 2/9)))
[33561] ['3/8', '3/7', '4/3', '4/3', '4'] -> (4 / (4/3 - (4/3 * (3/8 / 3/7))))
[33562] ['1/9', '1/8', '4/5', '9/7', '4'] -> (4 / (4/5 * (1/9 + (1/8 / 9/7))))
[33563] ['1/9', '2/9', '1/2', '8/7', '3'] -> (8/7 / (1/9 - (2/9 / (1/2 + 3))))
[33564] ['1/6', '4/9', '7/8', '9/5', '6'] -> ((1/6 * 6) / ((7/8 / 9/5) - 4/9))
[33565] ['4/3', '7/5', '3/2', '5/3', '4'] -> (4 / ((7/5 - 4/3) * 3/2) * 5/3))
[33566] ['1/4', '4/5', '4/3', '2', '7/3'] -> (((4/3 / 4/5) + (2 + 7/3)) / 1/4)
[33567] ['1/6', '5/8', '3/4', '9/7', '5'] -> (5 / ((1/6 + 5/8) - (3/4 / 9/7)))
[33568] ['1/2', '1', '8/7', '5/2', '8/3'] -> (1 / (8/3 - ((1/2 + 5/2) / 8/7)))
[33569] ['4/3', '7/5', '3/2', '7/4', '4'] -> (4 / ((7/4 * (4/3 / 7/5)) - 3/2))
[33570] ['1/9', '1/8', '4/5', '7/4', '4'] -> (4 / ((1/9 * 4/5) * 1/8) + 7/4))
[33571] ['8/9', '9/7', '3/2', '9/4', '6'] -> (6 / ((9/7 * (9/4 - 8/9)) - 3/2))
[33572] ['2/9', '4/5', '8/7', '9/7', '5'] -> (5 * (4/5 + (8/7 / (2/9 * 9/7))))
[33573] ['1/5', '2/9', '8/7', '4', '9/2'] -> (8/7 * ((2/9 * 9/2) + (4 / 1/5)))
[33574] ['3/8', '3/7', '4/3', '5/3', '4'] -> (((4/3 - 5/3) + (4 / 3/7)) / 3/8)
[33575] ['1/6', '4/9', '7/8', '5/2', '6'] -> (6 / ((1/6 * 4/9) * 7/8) + 5/2))
[33576] ['1/2', '1', '8/7', '5/2', '7/2'] -> ((8/7 * 7/2) * (1 + (5/2 / 1/2)))
[33577] ['1/9', '2/9', '1/2', '8/5', '3'] -> (3 / (1/2 * (1/9 + (2/9 / 8/5))))
[33578] ['1/9', '1/8', '4/5', '9/4', '4'] -> (((4 - (1/9 * 9/4)) * 4/5) / 1/8)
[33579] ['4/9', '5/8', '6/5', '7/4', '4'] -> (((7/4 * 4) / (4/9 * 5/8)) - 6/5)
[33580] ['3/8', '4/7', '6/5', '3', '9/2'] -> (((3 / 4/7) + (9/2 / 6/5)) / 3/8)
[33581] ['1/2', '1', '8/7', '5/2', '9/2'] -> (9/2 / ((5/2 / 8/7) - (1 / 1/2)))
[33582] ['2/7', '6/7', '9/8', '5/3', '8'] -> (8 / ((5/3 / (2/7 + 6/7)) - 9/8))
[33583] ['1/9', '1/8', '4/5', '7/3', '4'] -> ((7/3 + 4) / (1/8 + (1/9 / 4/5)))
[33584] ['1/9', '2/9', '1/2', '9/5', '3'] -> ((9/5 * (1/9 + (3 / 2/9))) - 1/2)
[33585] ['1/9', '1/8', '4/5', '5/2', '4'] -> ((5/2 / (1/9 * 4/5)) - (1/8 + 4))
[33586] ['2/7', '6/7', '9/8', '7/4', '8'] -> (8 * ((2/7 + 7/4) + (6/7 * 9/8)))
[33587] ['1/6', '4/9', '8/9', '9/7', '6'] -> (4/9 / ((8/9 / 6) - (1/6 / 9/7)))
[33588] ['1/2', '1', '8/7', '8/3', '9/2'] -> ((8/7 * 9/2) * (8/3 + (1 / 1/2)))
[33589] ['1/4', '4/5', '7/5', '2', '9/4'] -> (((7/5 / 4/5) + (2 + 9/4)) / 1/4)
[33590] ['1/5', '2/9', '7/6', '7/5', '4'] -> ((7/5 / (1/5 * 7/6)) + (4 / 2/9))
[33591] ['4/9', '5/8', '6/5', '5/2', '4'] -> ((6/5 * 4) * ((5/2 / 4/9) - 5/8))
[33592] ['1/6', '5/8', '7/9', '6/7', '5'] -> (5 / ((1/6 - 5/8) + (7/9 * 6/7)))
[33593] ['1/8', '4/7', '9/8', '4/3', '5'] -> (((5 - (4/3 / 4/7)) * 9/8) / 1/8)
[33594] ['1/7', '3/5', '7/9', '6/5', '9'] -> (9 + ((3/5 + (6/5 / 7/9)) / 1/7))
[33595] ['1/2', '1', '8/7', '9/2', '9/2'] -> ((9/2 + 9/2) / ((1 / 8/7) - 1/2))
[33596] ['1/5', '2/9', '7/6', '3/2', '4'] -> (4 / (1/5 * (7/6 - (2/9 * 3/2))))
[33597] ['2/7', '6/7', '9/8', '5/2', '8'] -> (((9/8 * 8) - (6/7 * 5/2)) / 2/7)
[33598] ['1/8', '4/7', '9/8', '7/5', '5'] -> (5 + (((4/7 + 9/8) * 7/5) / 1/8))
[33599] ['1/6', '4/9', '8/9', '8/5', '6'] -> ((((6 / 4/9) - 1/6) * 8/5) / 8/9)
[33600] ['1/4', '4/5', '3/2', '3/2', '2'] -> (((3/2 + (2 / 4/5)) * 3/2) / 1/4)
[33601] ['4/9', '5/8', '6/5', '7/2', '4'] -> (((7/2 + (4 / 4/9)) * 6/5) / 5/8)
[33602] ['1/5', '2/9', '7/6', '7/4', '4'] -> ((7/6 / (1/5 * 2/9)) + (7/4 - 4))
[33603] ['1/9', '1/8', '5/6', '5/6', '4'] -> ((4 + (5/6 + 5/6)) / (1/9 + 1/8))
