[275787] ['1/8', '8/9', '3/2', '2', '7/2'] -> (((3/2 * 7/2) - (2 / 8/9)) / 1/8)
[289506] ['1/7', '2/9', '7/9', '8/5', '2'] -> (8/5 * ((2/9 + 7/9) + (2 / 1/7)))
[289507] ['1/9', '4/7', '7/8', '9/4', '8'] -> (8 / (1/9 + ((4/7 * 7/8) / 9/4)))
[289508] ['2/9', '3/4', '7/9', '4/3', '2'] -> (2 / (4/3 - ((2/9 + 3/4) / 7/9)))
[289509] ['4/9', '5/7', '4/3', '7/2', '8'] -> ((8 - (4/3 / 7/2)) / (4/9 * 5/7))
[289510] ['2/9', '3/4', '7/9', '7/5', '2'] -> (2 / (7/9 - ((2/9 + 3/4) / 7/5)))
[289511] ['3/7', '1/2', '5/8', '5/4', '9'] -> ((9 - 3/7) / (5/8 / (1/2 + 5/4)))
[289512] ['2/5', '7/5', '7/5', '5/2', '5'] -> ((7/5 + (2/5 + 7/5)) * (5/2 + 5))
[289513] ['1/7', '2/9', '7/9', '5/3', '2'] -> ((5/3 / (1/7 * 7/9)) + (2 / 2/9))
[289514] ['1/9', '4/7', '7/8', '7/3', '8'] -> (((7/8 * 8) - 7/3) / (1/9 / 4/7))
[289515] ['2/7', '2/3', '9/8', '7/6', '9'] -> (9 / (9/8 * (2/3 - (2/7 * 7/6))))
[289516] ['1/6', '5/8', '4/5', '5/3', '3'] -> (3 / ((5/3 * (4/5 - 5/8)) - 1/6))
[289517] ['2/7', '1/2', '1', '6/5', '9/2'] -> (6/5 * ((9/2 / (1/2 - 2/7)) - 1))
[289518] ['3/7', '1/2', '5/8', '4/3', '9'] -> (9 / ((1/2 + 4/3) - (5/8 / 3/7)))
[289519] ['2/7', '2/3', '9/8', '6/5', '9'] -> (2/3 + (9 / (6/5 * (2/7 * 9/8))))
[289520] ['1/9', '3/7', '1', '5/4', '7/2'] -> (((1 / 1/9) - 3/7) / (5/4 / 7/2))
[289521] ['1/9', '4/7', '7/8', '5/2', '8'] -> (8 / (1/9 * (5/2 + (4/7 * 7/8))))
[289522] ['2/9', '3/4', '7/9', '7/4', '2'] -> (2 / ((3/4 - 2/9) - (7/9 / 7/4)))
[289523] ['7/9', '4/5', '8/3', '9/2', '7'] -> ((9/2 / (4/5 / 8/3)) + (7 / 7/9))
[289524] ['2/5', '7/5', '7/5', '9/2', '5'] -> (9/2 + ((5 + (7/5 + 7/5)) / 2/5))
[289525] ['1/6', '5/8', '4/5', '7/3', '3'] -> (((4/5 / 3) + (7/3 / 5/8)) / 1/6)
[289526] ['2/3', '1', '9/8', '9/7', '5/3'] -> ((9/7 * (2/3 + 5/3)) / (9/8 - 1))
[289527] ['4/9', '5/7', '7/5', '3/2', '8'] -> (8 / ((5/7 * 7/5) - (4/9 * 3/2)))
[289528] ['1/9', '4/7', '7/8', '9/2', '8'] -> (8 * ((9/2 / (4/7 + 7/8)) - 1/9))
[289529] ['1/2', '3/4', '3/4', '7/5', '2'] -> (2 / ((3/4 / (7/5 - 1/2)) - 3/4))
[289530] ['1/8', '1/4', '4/9', '3/4', '2'] -> ((3/4 / 1/8) + (2 / (1/4 * 4/9)))
[289531] ['2/5', '7/5', '3/2', '9/5', '5'] -> (5 * ((9/5 / (2/5 / 7/5)) - 3/2))
[289532] ['1/7', '1/4', '5/3', '7/2', '8'] -> (8 / ((7/2 * (1/7 / 1/4)) - 5/3))
[289533] ['2/7', '2/3', '9/8', '7/5', '9'] -> (9 / ((9/8 / 7/5) - (2/7 / 2/3)))
[289534] ['1/7', '2/9', '7/9', '2', '7/3'] -> ((2/9 + 2) + ((7/9 + 7/3) / 1/7))
[289535] ['1/9', '4/7', '8/9', '8/9', '8'] -> (8 * (((8/9 + 8/9) / 4/7) - 1/9))
[289536] ['1/9', '3/7', '1', '9/7', '8/5'] -> ((1 / 1/9) / ((9/7 / 8/5) - 3/7))
[289537] ['3/7', '1/2', '5/8', '9/5', '9'] -> (((9 / 3/7) - 9/5) / (1/2 / 5/8))
[289538] ['1/6', '5/8', '5/6', '5/6', '3'] -> ((5/6 / 5/6) / ((5/8 / 3) - 1/6))
[289539] ['1/7', '2/9', '7/9', '2', '5/2'] -> ((7/9 / (1/7 * 2/9)) + (2 - 5/2))
[289540] ['1/8', '1/4', '4/9', '4/5', '2'] -> ((2 / 4/9) / ((1/4 / 4/5) - 1/8))
[289541] ['2/5', '7/5', '3/2', '7/3', '5'] -> (((3/2 * (7/3 + 5)) - 7/5) / 2/5)
[289542] ['2/3', '1', '9/8', '9/7', '7/3'] -> ((2/3 + 7/3) / (1 - (9/8 / 9/7)))
[289543] ['1/2', '3/4', '3/4', '5/3', '2'] -> (2 / (1/2 * (5/3 - (3/4 + 3/4))))
[289544] ['1/4', '2/3', '4/5', '9/2', '6'] -> (6 * (1/4 + (9/2 * (2/3 / 4/5))))
[289545] ['4/9', '5/7', '7/5', '7/4', '8'] -> (8 / (4/9 * (7/4 - (5/7 * 7/5))))
[289546] ['1/2', '3/4', '3/4', '7/4', '2'] -> (2 / (7/4 - ((1/2 + 3/4) / 3/4)))
[289547] ['2/7', '2/3', '9/8', '5/3', '9'] -> ((((9 / 9/8) - 2/3) / 2/7) - 5/3)
[289548] ['2/7', '1/2', '1', '5/4', '7/4'] -> ((7/4 / (2/7 * (5/4 - 1))) - 1/2)
[289549] ['1/8', '1/4', '4/9', '6/7', '2'] -> (6/7 / ((1/4 / (2 - 4/9)) - 1/8))
[289550] ['1/9', '4/7', '8/9', '6/5', '8'] -> ((6/5 - 8/9) / (1/9 / (4/7 + 8)))
[289551] ['1/7', '2/9', '7/9', '2', '9/2'] -> (9/2 * ((7/9 / 1/7) - (2/9 / 2)))
[289552] ['1/2', '3/4', '3/4', '9/5', '2'] -> (2 / ((3/4 / (1/2 * 9/5)) - 3/4))
[289553] ['2/7', '1/2', '1', '5/4', '9/5'] -> ((5/4 / (9/5 - (1/2 / 2/7))) - 1)
[289554] ['1/7', '2/9', '4/5', '4/5', '2'] -> ((4/5 - 2) + (4/5 / (1/7 * 2/9)))
[289555] ['1/9', '3/7', '1', '9/7', '9/5'] -> ((1 + (9/7 / (3/7 * 9/5))) / 1/9)
[289556] ['2/3', '1', '9/8', '9/7', '7/2'] -> ((7/2 * (2/3 * 9/7)) / (9/8 - 1))
[289557] ['2/5', '7/5', '8/5', '7/3', '5'] -> (8/5 / (2/5 - (7/3 / (7/5 * 5))))
[289558] ['1/2', '3/4', '3/4', '2', '7/3'] -> (2 / (7/3 - (3/4 + (3/4 / 1/2))))
[289559] ['2/7', '1/2', '1', '5/4', '9/4'] -> (5/4 + ((1 + 9/4) / (2/7 * 1/2)))
[289560] ['1/7', '1/4', '9/5', '9/4', '8'] -> (8 * ((1/4 / 1/7) + (9/4 / 9/5)))
[289561] ['4/9', '5/7', '7/5', '9/4', '8'] -> ((8 / (4/9 * (7/5 - 5/7))) - 9/4)
[289562] ['2/3', '1', '9/8', '9/7', '9/2'] -> ((2/3 * 9/2) / (1 - (9/8 / 9/7)))
[289563] ['1/2', '3/4', '3/4', '2', '5/2'] -> ((2 + 5/2) / (3/4 * (3/4 - 1/2)))
[289564] ['2/7', '1/2', '1', '5/4', '7/3'] -> (1 / ((2/7 * 7/3) - (1/2 * 5/4)))
[289565] ['1/8', '1/4', '4/9', '6/5', '2'] -> (2 / (6/5 * (4/9 - (1/8 + 1/4))))
[289566] ['1/4', '2/3', '6/7', '7/8', '6'] -> (6 / ((7/8 * (2/3 * 6/7)) - 1/4))
[289567] ['1/9', '3/7', '1', '9/7', '8/3'] -> ((((1 + 9/7) / 3/7) - 8/3) / 1/9)
[289568] ['1/6', '5/8', '5/6', '9/4', '3'] -> (((5/8 + 5/6) / (1/6 / 3)) - 9/4)
[289569] ['2/5', '7/5', '5/3', '7/4', '5'] -> (2/5 / (7/4 - (7/5 + (5/3 / 5))))
[289570] ['3/7', '1/2', '2/3', '8/9', '9'] -> (((1/2 * 2/3) + (9 / 3/7)) / 8/9)
[289571] ['1/2', '3/4', '7/9', '6/7', '2'] -> (6/7 / ((1/2 * 2) - (3/4 / 7/9)))
[289572] ['2/7', '2/3', '8/7', '7/5', '9'] -> (9 * (2/3 + (7/5 * (2/7 + 8/7))))
[289573] ['2/7', '1/2', '1', '5/4', '7/2'] -> (((1 - 5/4) + (7/2 / 2/7)) / 1/2)
[289574] ['4/9', '5/7', '7/5', '9/2', '8'] -> (8 * ((4/9 * 9/2) + (5/7 * 7/5)))
[289575] ['1/4', '2/3', '6/7', '5/4', '6'] -> (6 / ((6/7 * (5/4 - 2/3)) - 1/4))
[289576] ['3/7', '1/2', '2/3', '9/8', '9'] -> (9/8 * ((1/2 * 2/3) + (9 / 3/7)))
[289577] ['1/2', '3/4', '7/9', '7/8', '2'] -> (2 / ((3/4 * (1/2 + 7/9)) - 7/8))
[289578] ['2/7', '1/2', '1', '5/4', '9/2'] -> (5/4 + ((9/2 + (1 / 1/2)) / 2/7))
[289579] ['2/3', '1', '9/8', '4/3', '9/5'] -> (1 / (4/3 - (2/3 + (9/8 / 9/5))))
[289580] ['1/8', '1/4', '4/9', '9/5', '2'] -> (2 / ((1/4 / 9/5) - (1/8 * 4/9)))
[289581] ['1/9', '4/7', '8/9', '5/2', '8'] -> (1/9 + (5/2 * (8 + (8/9 / 4/7))))
[289582] ['1/2', '3/4', '7/9', '9/8', '2'] -> (1/2 / ((3/4 * 7/9) - (9/8 / 2)))
[289583] ['1/7', '1/4', '9/4', '9/4', '8'] -> (((1/4 - 9/4) + (8 / 1/7)) / 9/4)
[289584] ['1/6', '5/8', '6/7', '9/8', '3'] -> (((3 / 6/7) - (5/8 - 9/8)) / 1/6)
[289585] ['7/9', '5/6', '5/6', '3/2', '7'] -> (((3/2 / (5/6 - 7/9)) - 7) / 5/6)
[289586] ['1/2', '3/4', '7/9', '8/7', '2'] -> ((2 / 7/9) / ((1/2 + 3/4) - 8/7))
[289587] ['3/7', '1/2', '2/3', '5/4', '9'] -> (5/4 + ((9 + (1/2 / 2/3)) / 3/7))
[289588] ['4/9', '5/7', '3/2', '5/3', '8'] -> (8 * ((4/9 * 3/2) + (5/3 / 5/7)))
[289589] ['2/3', '1', '9/8', '7/5', '7/5'] -> (7/5 / ((9/8 - 7/5) - (2/3 - 1)))
[289590] ['2/5', '7/5', '7/4', '5/2', '5'] -> (7/4 + ((5 + (7/5 + 5/2)) / 2/5))
[289591] ['1/7', '2/9', '4/5', '9/7', '2'] -> (2 / (2/9 - ((1/7 / 4/5) / 9/7)))
[289592] ['2/7', '1/2', '1', '9/7', '3/2'] -> ((1 + 9/7) * (3/2 / (2/7 * 1/2)))
[289593] ['4/9', '5/7', '3/2', '9/5', '8'] -> ((8 / (4/9 * 5/7)) - (9/5 / 3/2))
[289594] ['2/9', '3/4', '4/5', '3/2', '2'] -> ((3/2 + (2 / 4/5)) / (2/9 * 3/4))
[289595] ['1/7', '2/9', '4/5', '4/3', '2'] -> (4/3 / (2 - (2/9 / (1/7 * 4/5))))
[289596] ['1/2', '3/4', '7/9', '7/5', '2'] -> (2 / (1/2 - ((3/4 * 7/9) / 7/5)))
[289597] ['2/7', '2/3', '7/6', '7/5', '9'] -> (2/3 + ((7/6 + (9 / 2/7)) / 7/5))
[289598] ['2/7', '1/2', '1', '9/7', '5/3'] -> ((1 + 5/3) * (9/7 / (2/7 * 1/2)))
[289599] ['1/6', '5/8', '6/7', '5/4', '3'] -> (((5/8 / 5/4) + (3 / 6/7)) / 1/6)
[289600] ['2/3', '1', '9/8', '7/5', '3/2'] -> (1 / ((7/5 * (3/2 - 2/3)) - 9/8))
[289601] ['7/9', '5/6', '5/6', '9/4', '7'] -> (9/4 * ((5/6 + 5/6) + (7 / 7/9)))
[289602] ['1/7', '1/4', '7/3', '7/2', '8'] -> (8 / (7/3 - (7/2 * (1/7 / 1/4))))
[289603] ['2/7', '2/3', '7/6', '8/5', '9'] -> (9 / (8/5 - (7/6 / (2/7 + 2/3))))
[289604] ['7/9', '5/6', '5/6', '7/3', '7'] -> ((7 + (5/6 / 5/6)) / (7/9 / 7/3))
[289605] ['2/3', '1', '9/8', '7/5', '5/3'] -> ((2/3 + (7/5 * 5/3)) / (9/8 - 1))
[289606] ['3/7', '1/2', '2/3', '9/5', '9'] -> (2/3 + (9 / (9/5 * (3/7 * 1/2))))
[289607] ['2/7', '2/3', '7/6', '7/4', '9'] -> (9 / (7/4 * (7/6 - (2/7 + 2/3))))
[289608] ['1/8', '1/4', '1/2', '8/7', '2'] -> (((2 / 8/7) - 1/4) / (1/8 * 1/2))
[289609] ['1/7', '2/9', '4/5', '3/2', '2'] -> ((2 / (2/9 - 1/7)) - (4/5 * 3/2))
[289610] ['1/9', '3/7', '1', '4/3', '5/2'] -> (4/3 / (5/2 - (1/9 + (1 / 3/7))))
[289611] ['1/6', '5/8', '6/7', '7/5', '3'] -> ((3 / (1/6 * 5/8)) / (6/7 * 7/5))
[289612] ['2/7', '1/2', '1', '9/7', '9/4'] -> ((1 + 9/7) * (9/4 / (1/2 - 2/7)))
[289613] ['1/9', '4/7', '9/8', '5/4', '8'] -> ((5/4 / (1/9 * 9/8)) + (8 / 4/7))
[289614] ['1/2', '3/4', '7/9', '9/5', '2'] -> (2 / (7/9 - ((1/2 + 3/4) / 9/5)))
[289615] ['1/6', '5/8', '6/7', '3/2', '3'] -> ((3 / (1/6 * 6/7)) / (3/2 - 5/8))
[289616] ['2/9', '3/4', '4/5', '2', '7/3'] -> (7/3 / ((3/4 / 2) - (2/9 / 4/5)))
[289617] ['3/7', '1/2', '2/3', '8/3', '9'] -> ((8/3 + (1/2 * 2/3)) + (9 / 3/7))
[289618] ['1/9', '3/7', '1', '4/3', '9/2'] -> (9/2 * (((1 + 4/3) / 3/7) - 1/9))
[289619] ['1/7', '2/9', '4/5', '5/3', '2'] -> ((4/5 / (1/7 * 2/9)) - (2 / 5/3))
[289620] ['7/9', '5/6', '6/7', '6/7', '7'] -> (7 / (7/9 - (5/6 / (6/7 + 6/7))))
[289621] ['2/5', '7/5', '9/5', '7/3', '5'] -> (((7/5 / 7/3) + (9/5 * 5)) / 2/5)
[289622] ['1/6', '5/8', '6/7', '8/5', '3'] -> (((3 / (5/8 * 6/7)) - 8/5) / 1/6)
[289623] ['2/7', '1/2', '1', '9/7', '5/2'] -> ((1 + 9/7) / (2/7 / (1/2 + 5/2)))
[289624] ['1/2', '3/4', '7/9', '2', '9/2'] -> (2 / ((1/2 / 9/2) + (3/4 - 7/9)))
[289625] ['2/5', '7/5', '9/5', '7/2', '5'] -> (7/2 + ((5 + (7/5 + 9/5)) / 2/5))
[289626] ['2/7', '1/2', '1', '9/7', '7/2'] -> ((7/2 - 1/2) / (2/7 / (1 + 9/7)))
[289627] ['2/3', '1', '9/8', '7/5', '5/2'] -> (7/5 / (9/8 - (2/3 + (1 / 5/2))))
[289628] ['3/7', '1/2', '5/7', '7/9', '9'] -> (((7/9 * 9) / (5/7 - 3/7)) - 1/2)
[289629] ['2/9', '3/4', '4/5', '2', '9/2'] -> (4/5 * (3/4 + ((2 + 9/2) / 2/9)))
[289630] ['4/9', '5/7', '8/5', '5/3', '8'] -> ((8/5 + (5/3 * 8)) / (4/9 / 5/7))
[289631] ['1/7', '2/9', '4/5', '9/5', '2'] -> ((9/5 * ((2 / 1/7) - 2/9)) - 4/5)
[289632] ['7/9', '5/6', '6/7', '8/7', '7'] -> (7 / ((5/6 / 6/7) - (7/9 / 8/7)))
[289633] ['1/9', '3/7', '1', '7/5', '9/5'] -> (((1 / 1/9) + (9/5 / 7/5)) / 3/7)
[289634] ['3/7', '1/2', '5/7', '8/9', '9'] -> ((9 + (5/7 / 3/7)) / (1/2 * 8/9))
[289635] ['1/8', '1/4', '5/9', '5/8', '2'] -> (2 / ((5/9 * (5/8 - 1/4)) - 1/8))
[289636] ['1/7', '2/7', '2/7', '7/9', '8'] -> (8 / (7/9 * (2/7 - (1/7 - 2/7))))
[289637] ['2/7', '2/3', '6/5', '7/5', '9'] -> (((2/3 * 9) + (6/5 / 7/5)) / 2/7)
[289638] ['1/7', '2/9', '4/5', '2', '7/3'] -> (2 / ((1/7 / 4/5) - (2/9 / 7/3)))
[289639] ['4/9', '5/7', '8/5', '9/5', '8'] -> (8 / ((9/5 / (5/7 + 8/5)) - 4/9))
[289640] ['2/7', '1/2', '1', '4/3', '3/2'] -> ((1/2 + (1 / 2/7)) / (3/2 - 4/3))
[289641] ['1/6', '5/8', '6/7', '5/2', '3'] -> (3 / (((5/8 / 6/7) / 5/2) - 1/6))
[289642] ['2/7', '2/3', '6/5', '5/3', '9'] -> ((9 + (5/3 / (2/7 / 6/5))) / 2/3)
[289643] ['2/3', '1', '9/8', '3/2', '8/5'] -> (1 / ((2/3 / 8/5) + (9/8 - 3/2)))
[289644] ['4/9', '5/7', '8/5', '9/4', '8'] -> (8 * (8/5 + (9/4 * (4/9 / 5/7))))
[289645] ['1/6', '5/8', '6/7', '8/3', '3'] -> ((3 + (5/8 * 8/3)) / (1/6 / 6/7))
[289646] ['1/9', '3/7', '1', '7/5', '5/2'] -> (5/2 * ((3/7 * 7/5) + (1 / 1/9)))
[289647] ['1/8', '1/4', '5/9', '4/5', '2'] -> (2 / (5/9 * (1/4 - (1/8 * 4/5))))
[289648] ['1/7', '2/9', '4/5', '2', '8/3'] -> ((1/7 + 2) * ((8/3 / 2/9) - 4/5))
[289649] ['2/9', '3/4', '5/6', '6/5', '2'] -> ((2 / (2/9 * 5/6)) / (6/5 - 3/4))
[289650] ['3/7', '1/2', '5/7', '8/5', '9'] -> (9 / ((3/7 - 1/2) + (5/7 / 8/5)))
[289651] ['1/9', '3/7', '1', '7/5', '8/3'] -> (3/7 + ((1 + 8/3) / (1/9 * 7/5)))
[289652] ['2/5', '7/5', '7/3', '9/2', '5'] -> ((7/5 / (2/5 * 7/3)) + (9/2 * 5))
[289653] ['2/7', '1/2', '1', '4/3', '7/4'] -> (1 / ((7/4 * (2/7 + 1/2)) - 4/3))
[289654] ['1/2', '3/4', '4/5', '2', '9/4'] -> (2 / (1/2 - ((3/4 / 4/5) / 9/4)))
[289655] ['2/7', '2/3', '6/5', '9/4', '9'] -> ((6/5 - 2/7) * (9 * (2/3 + 9/4)))
[289656] ['7/9', '5/6', '6/7', '4/3', '7'] -> ((6/7 * 7) / (5/6 - (7/9 / 4/3)))
[289657] ['3/7', '1/2', '5/7', '9/4', '9'] -> (9 / ((9/4 * (1/2 * 5/7)) - 3/7))
[289658] ['1/9', '3/7', '1', '7/5', '7/2'] -> (7/2 * (3/7 + (1 / (1/9 * 7/5))))
[289659] ['1/6', '5/8', '7/8', '8/7', '3'] -> ((7/8 * 8/7) / ((5/8 / 3) - 1/6))
[289660] ['2/9', '3/4', '5/6', '3/2', '2'] -> ((5/6 + (2 * (3/4 + 3/2))) / 2/9)
[289661] ['1/2', '3/4', '4/5', '2', '5/2'] -> (1/2 * ((5/2 / (4/5 - 3/4)) - 2))
[289662] ['1/6', '5/8', '7/8', '7/6', '3'] -> (3 / ((7/6 * (7/8 - 5/8)) - 1/6))
[289663] ['4/9', '5/7', '8/5', '9/2', '8'] -> (8/5 + ((4/9 / 5/7) * (9/2 * 8)))
[289664] ['1/7', '2/9', '5/6', '7/8', '2'] -> ((5/6 / 7/8) * (2 / (2/9 - 1/7)))
[289665] ['2/7', '1/2', '1', '4/3', '7/3'] -> ((7/3 / (2/7 * (4/3 - 1))) - 1/2)
[289666] ['1/9', '4/7', '9/8', '7/2', '8'] -> (8 + (7/2 / (9/8 * (1/9 / 4/7))))
[289667] ['2/9', '3/4', '5/6', '8/5', '2'] -> ((8/5 + (2 / 5/6)) / (2/9 * 3/4))
[289668] ['2/5', '3/2', '3/2', '3/2', '5'] -> (3/2 + ((3/2 + (3/2 * 5)) / 2/5))
[289669] ['2/7', '2/3', '5/4', '9/7', '9'] -> ((2/3 * 9) / ((2/7 + 5/4) - 9/7))
[289670] ['1/2', '3/4', '4/5', '2', '7/2'] -> ((7/2 + (2 / 4/5)) / (3/4 - 1/2))
[289671] ['4/9', '5/7', '5/3', '7/4', '8'] -> ((5/3 / 7/4) * (8 / (4/9 * 5/7)))
[289672] ['1/9', '3/7', '1', '3/2', '7/4'] -> (3/2 + ((3/7 + 1) / (1/9 / 7/4)))
[289673] ['1/8', '1/4', '5/9', '5/4', '2'] -> (2 / (5/9 * (1/4 - (1/8 / 5/4))))
[289674] ['2/7', '1/2', '1', '4/3', '8/3'] -> (1/2 / (4/3 - (1 / (2/7 * 8/3))))
[289675] ['1/6', '5/8', '7/8', '8/5', '3'] -> (7/8 / (1/6 - ((5/8 / 8/5) / 3)))
[289676] ['3/7', '1/2', '3/4', '4/5', '9'] -> ((((9 / 4/5) - 3/4) / 3/7) - 1/2)
[289677] ['1/8', '1/4', '5/9', '9/7', '2'] -> (((5/9 / 1/8) + (2 / 9/7)) / 1/4)
[289678] ['7/9', '5/6', '6/7', '9/4', '7'] -> (7 * (5/6 + (6/7 * (7/9 + 9/4))))
[289679] ['1/7', '2/9', '5/6', '6/5', '2'] -> (((6/5 / 1/7) - 2) / (2/9 / 5/6))
[289680] ['4/9', '5/7', '5/3', '9/4', '8'] -> (8 * ((5/3 / (4/9 * 5/7)) - 9/4))
[289681] ['2/7', '2/3', '5/4', '3/2', '9'] -> ((2/3 * 9) * ((3/2 / 2/7) - 5/4))
[289682] ['2/7', '1/2', '1', '7/5', '7/5'] -> ((1 + 7/5) / (1/2 - (2/7 * 7/5)))
[289683] ['3/7', '1/2', '3/4', '8/9', '9'] -> ((1/2 * 3/4) + (9 / (3/7 * 8/9)))
[289684] ['1/7', '2/7', '1/3', '8/9', '8'] -> ((1/3 * 8) / ((2/7 * 8/9) - 1/7))
[289685] ['4/9', '5/7', '5/3', '7/3', '8'] -> (8 * ((7/3 / 5/7) - (4/9 / 5/3)))
[289686] ['2/3', '1', '9/8', '8/5', '8/3'] -> (8/3 / (2/3 - ((1 / 9/8) / 8/5)))
[289687] ['2/5', '3/2', '3/2', '7/2', '5'] -> ((3/2 * 7/2) + (5 / (2/5 / 3/2)))
[289688] ['1/8', '1/4', '5/9', '8/5', '2'] -> (((8/5 / 1/8) - 2) / (1/4 / 5/9))
[289689] ['2/9', '3/4', '6/7', '6/7', '2'] -> (2 / ((2/9 * 6/7) + (3/4 - 6/7)))
[289690] ['2/7', '2/3', '5/4', '8/5', '9'] -> ((9 + (8/5 / (2/7 / 5/4))) / 2/3)
[289691] ['1/2', '3/4', '5/6', '6/5', '2'] -> (6/5 / (1/2 - ((3/4 / 5/6) / 2)))
[289692] ['1/7', '2/7', '1/3', '6/5', '8'] -> (((8 / 6/5) - (1/7 - 1/3)) / 2/7)
[289693] ['3/7', '1/2', '3/4', '6/5', '9'] -> ((1/2 + (9 / (3/7 * 6/5))) / 3/4)
[289694] ['2/9', '3/4', '6/7', '7/8', '2'] -> ((2 / 6/7) / ((2/9 + 3/4) - 7/8))
[289695] ['1/9', '4/7', '8/7', '8/5', '8'] -> ((8/7 / 1/9) + (8/5 * (4/7 + 8)))
[289696] ['1/8', '1/4', '5/9', '7/4', '2'] -> ((7/4 + (5/9 * (1/4 + 2))) / 1/8)
[289697] ['2/3', '1', '9/8', '8/5', '9/2'] -> (9/2 / (9/8 - (1 / (2/3 * 8/5))))
[289698] ['7/9', '5/6', '6/7', '9/2', '7'] -> ((6/7 / 9/2) * (7 / (5/6 - 7/9)))
[289699] ['2/5', '3/2', '5/3', '5/3', '5'] -> ((3/2 + 5/3) + (5 / (2/5 / 5/3)))
[289700] ['1/7', '2/9', '5/6', '8/5', '2'] -> ((8/5 / 2/9) + (2 / (1/7 * 5/6)))
[289701] ['1/9', '4/7', '8/7', '7/4', '8'] -> ((8 / (1/9 * 7/4)) / (4/7 + 8/7))
[289702] ['1/4', '2/3', '8/7', '8/5', '6'] -> ((8/7 + 8/5) * ((6 / 2/3) - 1/4))
[289703] ['2/5', '3/2', '5/3', '7/4', '5'] -> (5 * ((3/2 / 2/5) + (7/4 / 5/3)))
[289704] ['1/6', '5/8', '8/9', '6/5', '3'] -> (3 / (8/9 - (5/8 + (1/6 / 6/5))))
[289705] ['4/9', '5/7', '5/3', '9/2', '8'] -> (8 / ((5/3 / 5/7) - (4/9 * 9/2)))
[289706] ['1/7', '2/7', '1/3', '9/4', '8'] -> ((2/7 / (1/7 * 1/3)) + (9/4 * 8))
[289707] ['1/4', '2/3', '8/7', '5/3', '6'] -> (6 * (5/3 + (2/3 / (1/4 * 8/7))))
[289708] ['3/7', '1/2', '3/4', '8/5', '9'] -> ((9 - 3/7) / (3/4 / (1/2 + 8/5)))
[289709] ['2/9', '3/4', '6/7', '7/6', '2'] -> (2 / ((2/9 / 7/6) + (3/4 - 6/7)))
[289710] ['2/7', '2/3', '5/4', '9/2', '9'] -> ((9 - (2/3 / 2/7)) / (5/4 / 9/2))
[289711] ['1/7', '2/9', '5/6', '7/4', '2'] -> ((2 + (5/6 / (1/7 * 7/4))) / 2/9)
[289712] ['1/6', '5/8', '8/9', '5/4', '3'] -> (((3 / 8/9) - (5/8 - 5/4)) / 1/6)
[289713] ['1/9', '3/7', '1', '8/5', '7/4'] -> ((8/5 * 7/4) * ((1 / 1/9) - 3/7))
[289714] ['1/2', '3/4', '6/7', '8/9', '2'] -> (2 / ((3/4 * 8/9) - (1/2 / 6/7)))
[289715] ['1/7', '2/7', '3/8', '5/9', '8'] -> ((8 + (2/7 / (1/7 * 3/8))) / 5/9)
[289716] ['1/6', '5/8', '8/9', '9/7', '3'] -> (3 / (9/7 * (8/9 - (1/6 + 5/8))))
[289717] ['1/2', '3/4', '6/7', '9/8', '2'] -> (2 / ((3/4 / 9/8) - (1/2 / 6/7)))
[289718] ['3/7', '1/2', '3/4', '9/5', '9'] -> ((1/2 + 3/4) * ((9 / 3/7) - 9/5))
[289719] ['2/3', '1', '9/8', '5/3', '7/3'] -> (5/3 / ((7/3 * (9/8 - 2/3)) - 1))
[289720] ['2/7', '1/2', '1', '7/5', '5/2'] -> ((5/2 / (1/2 - (2/7 * 7/5))) - 1)
[289721] ['1/7', '2/7', '3/8', '3/5', '8'] -> ((1/7 + 8) / ((3/8 / 3/5) - 2/7))
[289722] ['2/5', '3/2', '7/4', '7/4', '5'] -> (3/2 * ((7/4 + 7/4) + (5 / 2/5)))
[289723] ['4/9', '5/7', '7/4', '9/4', '8'] -> ((5/7 + (4/9 * 9/4)) * (7/4 * 8))
[289724] ['2/3', '1', '9/8', '5/3', '5/2'] -> (1 / ((2/3 - 5/2) + (9/8 * 5/3)))
[289725] ['2/9', '3/4', '6/7', '9/7', '2'] -> ((6/7 + 2) / (2/9 * (9/7 - 3/4)))
[289726] ['1/6', '5/8', '8/9', '7/5', '3'] -> (((3 / (5/8 * 8/9)) - 7/5) / 1/6)
[289727] ['1/8', '1/4', '4/7', '2/3', '2'] -> (2/3 / (1/8 - (1/4 / (4/7 + 2))))
[289728] ['7/9', '5/6', '7/8', '7/5', '7'] -> (7 / ((7/8 * 7/5) - (7/9 / 5/6)))
[289729] ['4/9', '5/7', '7/4', '7/3', '8'] -> (8 / (7/3 * (7/4 - (5/7 / 4/9))))
[289730] ['2/3', '1', '9/8', '5/3', '7/2'] -> (1 / (7/2 - (5/3 + (2/3 + 9/8))))
[289731] ['2/5', '3/2', '7/4', '9/5', '5'] -> (9/5 / (3/2 * (2/5 - (7/4 / 5))))
[289732] ['1/6', '5/8', '8/9', '3/2', '3'] -> (3/2 / (5/8 - (3 * (1/6 / 8/9))))
[289733] ['1/7', '2/7', '3/8', '7/9', '8'] -> ((2/7 + 8) / (3/8 * (1/7 + 7/9)))
[289734] ['1/8', '1/4', '4/7', '3/4', '2'] -> (((1/4 - 3/4) + (2 / 4/7)) / 1/8)
