[212761] ['4/5', '8/9', '6/5', '9/7', '8'] -> 8 / (4/5 * (9/7 - 8/9)) - 6/5
[220132] ['1/8', '1/5', '5/7', '9/7', '9'] -> 9 / (1/5 * (9/7 - (1/8 - 5/7)))
[220133] ['5/6', '9/7', '7/4', '7/2', '8'] -> 9/7 * 7/4 * (8 - (5/6 - 7/2))
[220134] ['4/9', '3/4', '8/7', '4/3', '6'] -> (4/3 + 6 / 3/4) / (4/9 / 8/7)
[220135] ['5/7', '5/7', '4/3', '9/5', '6'] -> 6 / (9/5 * 5/7 / 4/3 - 5/7)
[220136] ['3/8', '7/8', '9/8', '8/5', '6'] -> (7/8 + 6 / 3/8) / (9/8 / 8/5)
[220137] ['5/7', '5/7', '4/3', '9/4', '6'] -> 6 * (5/7 / 5/7 + 4/3 * 9/4)
[220138] ['1/4', '2/5', '2/5', '9/8', '3'] -> 3 / (1/4 - 9/8 + 2/5 / 2/5)
[220139] ['5/6', '9/7', '9/5', '9/5', '8'] -> 8 / (5/6 * (9/5 - 9/5 / 9/7))
[220140] ['1/7', '4/9', '1', '7/3', '9/2'] -> 9/2 / 1/7 - (1 + 7/3) / 4/9
[220141] ['5/7', '5/7', '4/3', '7/3', '6'] -> 6 * (5/7 * 4/3 + 5/7 + 7/3)
[220142] ['1/5', '2/9', '1/2', '5/8', '2'] -> 2 / (2/9 * (1/2 - 1/5 * 5/8))
[220143] ['3/8', '7/8', '9/8', '9/5', '6'] -> (7/8 + 9/8 / 9/5) / (3/8 / 6)
[220144] ['1/8', '1/5', '5/7', '3/2', '9'] -> 1/5 / (1/8 / 5/7 - 3/2 / 9)
[220145] ['7/9', '5/4', '9/5', '2', '8/3'] -> 8/3 / (2 / (5/4 * 9/5) - 7/9)
[220146] ['7/8', '9/7', '9/2', '9/2', '5'] -> (9/2 + 9/2 * 5) / (7/8 * 9/7)
[220147] ['5/7', '5/7', '4/3', '7/2', '6'] -> 6 * (7/2 - (5/7 - 4/3)) - 5/7
[220148] ['1/6', '1/5', '3/5', '3/5', '7'] -> (7 - 1/5 / 3/5) / (1/6 / 3/5)
[220149] ['7/9', '5/4', '9/5', '2', '7/2'] -> 2 / (7/9 + 5/4 - 7/2 / 9/5)
[220150] ['5/7', '5/7', '7/5', '7/5', '6'] -> (7/5 + 7/5) * 6 * (5/7 + 5/7)
[220151] ['6/7', '5/2', '5/2', '9/2', '9'] -> 9 + 6/7 * 5/2 * (5/2 + 9/2)
[220152] ['1/5', '7/9', '1', '7/3', '9/2'] -> 9/2 * (7/9 / 7/3 + 1 / 1/5)
[220153] ['2/3', '8/7', '9/5', '8/3', '8'] -> 9/5 * 8 * (8/3 / 8/7 - 2/3)
[220154] ['4/9', '3/4', '8/7', '7/4', '6'] -> (6 + 8/7 * 7/4) / (4/9 * 3/4)
[220155] ['1/7', '4/9', '1', '5/2', '9/2'] -> 5/2 / 1/7 + 9/2 * (4/9 + 1)
[220156] ['5/7', '5/7', '7/5', '5/3', '6'] -> (7/5 + 5/7 / 5/7) * 5/3 * 6
[220157] ['3/7', '5/9', '3/2', '5/3', '7'] -> 3/2 * (7 / 3/7 - 5/9 / 5/3)
[220158] ['1/5', '7/9', '1', '5/2', '7/2'] -> 7/2 / (1/5 * 7/9) - (1 - 5/2)
[220159] ['2/3', '8/7', '9/5', '7/2', '8'] -> 9/5 * 7/2 * 8 * (8/7 - 2/3)
[220160] ['3/8', '7/8', '8/7', '9/5', '6'] -> (6 - 7/8 * 8/7) / (3/8 / 9/5)
[220161] ['1/8', '1/5', '5/7', '9/4', '9'] -> (1/5 + 9 / 9/4) / (1/8 / 5/7)
[220162] ['3/7', '5/9', '3/2', '7/4', '7'] -> 7 / 3/2 / (3/7 * 7/4 - 5/9)
[220163] ['5/6', '9/7', '9/4', '9/4', '8'] -> 8 / (5/6 - 9/4 + 9/4 / 9/7)
[220164] ['1', '9/7', '9/7', '3/2', '8/3'] -> 9/7 * 8/3 / (1 - 9/7 / 3/2)
[220165] ['2/3', '8/7', '9/5', '9/2', '8'] -> (9/5 + 9/2) * 8 * (8/7 - 2/3)
[220166] ['4/9', '3/4', '8/7', '9/4', '6'] -> (9/4 + 6 / 4/9) / (3/4 / 8/7)
[220167] ['1/7', '4/9', '1', '8/3', '9/2'] -> 8/3 * (4/9 * 9/2 + 1 / 1/7)
[220168] ['5/7', '5/7', '7/5', '9/4', '6'] -> 6 / (9/4 - 7/5 * (5/7 + 5/7))
[220169] ['6/7', '5/2', '9/2', '9/2', '9'] -> 9/2 * (9 - 5/2) - 9/2 / 6/7
[220170] ['1/4', '2/5', '3/7', '3/7', '3'] -> ((3 - 3/7) / 2/5 - 3/7) / 1/4
[220171] ['1/8', '1/5', '5/7', '7/3', '9'] -> 5/7 * 7/3 * 9 / (1/8 / 1/5)
[220172] ['5/6', '9/7', '9/4', '7/3', '8'] -> (8 + 9/7 / 9/4) / (5/6 / 7/3)
[220173] ['7/8', '4/3', '4/3', '9/4', '5'] -> 5 / (4/3 / 7/8 - 4/3) - 9/4
[220174] ['5/7', '5/7', '7/5', '7/3', '6'] -> (5/7 + 5/7 * 7/5) * 7/3 * 6
[220175] ['4/9', '3/4', '8/7', '5/2', '6'] -> (6 + 5/2 / 3/4) / (4/9 / 8/7)
[220176] ['7/9', '5/4', '2', '9/4', '9/2'] -> 9/2 / (9/4 * 7/9 * 5/4 - 2)
[220177] ['5/6', '9/7', '9/4', '5/2', '8'] -> 8 / (5/6 * 5/2 - 9/4 / 9/7)
[220178] ['3/8', '7/8', '7/6', '7/6', '6'] -> 6 / (3/8 + 7/8 - 7/6 / 7/6)
[220179] ['1/7', '4/9', '1', '7/2', '9/2'] -> 7/2 / 1/7 - 1 / (4/9 * 9/2)
[220180] ['3/7', '5/9', '3/2', '7/3', '7'] -> (7/3 - 5/9) * 7 * (3/7 + 3/2)
[220181] ['1/8', '1/5', '5/7', '7/2', '9'] -> 9 / (7/2 * 1/5 * 5/7 - 1/8)
[220182] ['5/6', '9/7', '9/4', '8/3', '8'] -> (8/3 + 8 / 9/7) / (5/6 / 9/4)
[220183] ['4/9', '3/4', '8/7', '7/2', '6'] -> (3/4 + 6) * (8/7 * 7/2 - 4/9)
[220184] ['1/5', '7/9', '1', '7/2', '7/2'] -> (1 + 7/2 / 7/9) / 1/5 - 7/2
[220185] ['1', '9/7', '9/7', '8/5', '7/4'] -> 9/7 / (1 - 7/4 + 9/7 / 8/5)
[220186] ['7/8', '7/8', '7/8', '7/8', '9'] -> 9 / (7/8 - 7/8 / (7/8 + 7/8))
[220187] ['1/5', '2/9', '1/2', '5/4', '2'] -> 2 / (2/9 * 5/4) / (1/2 - 1/5)
[220188] ['1/8', '1/5', '5/7', '9/2', '9'] -> (1/5 + 9 / (5/7 * 9/2)) / 1/8
[220189] ['5/6', '9/7', '9/4', '9/2', '8'] -> 9/4 * (9/2 / 9/7 - (5/6 - 8))
[220190] ['7/8', '4/3', '7/5', '7/5', '5'] -> (7/5 + 5) / (7/5 / 7/8 - 4/3)
[220191] ['3/7', '5/9', '3/2', '7/2', '7'] -> (7/2 / 3/2 - 3/7) / (5/9 / 7)
[220192] ['1/6', '1/5', '3/5', '9/4', '7'] -> 3/5 * 7 / (1/6 * 9/4 - 1/5)
[220193] ['1/5', '7/9', '1', '9/2', '9/2'] -> (1 + 9/2) / 1/5 - 7/9 * 9/2
[220194] ['1', '9/7', '9/7', '8/5', '9/4'] -> 9/7 / (1 / 8/5 - 9/7 / 9/4)
[220195] ['5/7', '5/7', '3/2', '3/2', '6'] -> 6 * (5/7 / 5/7 + 3/2 + 3/2)
[220196] ['7/9', '5/4', '2', '5/2', '8/3'] -> 8/3 / (5/4 / 5/2 - 7/9 / 2)
[220197] ['5/6', '9/7', '7/3', '7/3', '8'] -> 7/3 * (5/6 * 8 + 9/7 + 7/3)
[220198] ['3/7', '5/9', '8/5', '8/5', '7'] -> 8/5 / (7 * 3/7 * 5/9 - 8/5)
[220199] ['5/7', '5/7', '3/2', '8/5', '6'] -> (3/2 + 5/7 / 5/7) * 8/5 * 6
[220200] ['1/7', '1/2', '1/2', '5/8', '1'] -> (1/2 + 1 / 1/7) / (1/2 * 5/8)
[220201] ['1/5', '2/9', '1/2', '7/5', '2'] -> (1/2 - 2 + 7/5 / 2/9) / 1/5
[220202] ['7/8', '4/3', '7/5', '8/5', '5'] -> 5 / (4/3 / 8/5 - 7/8 / 7/5)
[220203] ['5/6', '9/7', '7/3', '8/3', '8'] -> 8 / (9/7 - 8/3 * 5/6 / 7/3)
[220204] ['1/4', '2/5', '3/7', '3/4', '3'] -> 3 * (1/4 / (3/7 - 2/5) - 3/4)
[220205] ['2/3', '7/6', '7/6', '5/4', '8'] -> 2/3 + (7/6 + 7/6) * 5/4 * 8
[220206] ['7/8', '4/3', '7/5', '9/5', '5'] -> 5 / (4/3 - 9/5 * 7/8 / 7/5)
[220207] ['4/9', '3/4', '7/6', '4/3', '6'] -> (4/3 + 6 / (3/4 / 7/6)) / 4/9
[220208] ['5/7', '5/7', '3/2', '9/4', '6'] -> 6 / (5/7 / 5/7 + 3/2 - 9/4)
[220209] ['1/7', '1/2', '1/2', '3/4', '1'] -> (3/4 + 1) / (1/7 * 1/2) - 1/2
[220210] ['7/8', '7/8', '7/8', '3/2', '9'] -> 9 / (7/8 / 7/8 + 7/8 - 3/2)
[220211] ['5/7', '5/7', '3/2', '7/3', '6'] -> 5/7 / 5/7 + 6 * (3/2 + 7/3)
[220212] ['5/6', '9/7', '5/2', '7/2', '8'] -> 8 / (9/7 - (5/6 + 5/2) / 7/2)
[220213] ['7/8', '4/3', '7/5', '7/3', '5'] -> (7/3 + 4/3 * 7/5) / (7/8 / 5)
[220214] ['7/9', '5/4', '2', '7/2', '7/2'] -> 5/4 + 7/2 * (2 + 7/2 / 7/9)
[220215] ['7/8', '7/8', '7/8', '8/5', '9'] -> 7/8 * 9 / (7/8 - 7/8 / 8/5)
[220216] ['7/8', '4/3', '7/5', '5/2', '5'] -> 7/5 * 5 / (5/2 - (7/8 + 4/3))
[220217] ['7/9', '5/4', '2', '7/2', '9/2'] -> 5/4 + 9/2 * (7/2 + 7/9 * 2)
[220218] ['1/5', '4/5', '4/5', '1', '8/7'] -> (4/5 / (8/7 - 1) - 4/5) / 1/5
[220219] ['2/3', '7/6', '7/6', '9/4', '8'] -> (2/3 + 8 * (7/6 + 9/4)) / 7/6
[220220] ['7/8', '7/8', '7/8', '5/3', '9'] -> (7/8 + 7/8 * 5/3) / (7/8 / 9)
[220221] ['1/7', '1/2', '1/2', '5/6', '1'] -> (1/2 + 1/2 / 1/7) / (1 - 5/6)
[220222] ['5/6', '9/7', '8/3', '8/3', '8'] -> 9/7 * (5/6 + 8/3) * (8 - 8/3)
[220223] ['3/7', '5/9', '8/5', '7/3', '7'] -> 8/5 + (7 + 7/3 / 3/7) / 5/9
[220224] ['3/8', '7/8', '6/5', '7/4', '6'] -> 6 / (7/4 - 6/5 * (3/8 + 7/8))
[220225] ['1/5', '2/9', '1/2', '2', '5/2'] -> 2 / 2/9 + (1/2 + 5/2) / 1/5
[220226] ['1/6', '1/5', '5/8', '8/9', '7'] -> (1/5 + 7) * 8/9 / (1/6 / 5/8)
[220227] ['7/9', '5/4', '2', '9/2', '9/2'] -> 5/4 + 7/9 * 9/2 * (2 + 9/2)
[220228] ['7/8', '4/3', '7/5', '7/2', '5'] -> 7/5 / (4/3 * 7/2 / 5 - 7/8)
[220229] ['1', '9/7', '9/7', '5/3', '7/4'] -> (1 + 9/7 / 9/7) / (7/4 - 5/3)
[220230] ['5/7', '5/7', '8/5', '7/2', '6'] -> 8/5 * 6 * (7/2 - 5/7 / 5/7)
[220231] ['7/8', '4/3', '7/5', '9/2', '5'] -> (5 - 7/5) / (7/8 / (4/3 + 9/2))
[220232] ['5/7', '5/7', '5/3', '5/3', '6'] -> (5/3 + 5/7 * 5/3) / (5/7 / 6)
[220233] ['1/6', '1/5', '5/8', '7/6', '7'] -> 7 / (1/6 / 1/5 + 5/8 - 7/6)
[220234] ['1/5', '2/9', '5/9', '5/9', '2'] -> (5/9 / 1/5 + 5/9 + 2) / 2/9
[220235] ['1/8', '1/5', '3/4', '7/3', '9'] -> 9 / (1/5 * (1/8 + 3/4 * 7/3))
[220236] ['1/5', '4/5', '4/5', '1', '4/3'] -> (4/5 + 4/5) / (1/5 * (4/3 - 1))
[220237] ['5/6', '4/3', '4/3', '7/5', '8'] -> 8 / (5/6 * (7/5 - 4/3 / 4/3))
[220238] ['4/9', '3/4', '6/5', '9/7', '6'] -> 6 / (4/9 * (9/7 - 3/4)) - 6/5
[220239] ['7/8', '7/8', '7/8', '7/2', '9'] -> 9 / (7/8 - (7/8 + 7/8) / 7/2)
[220240] ['1/7', '1/2', '1/2', '1', '5/4'] -> (1 + 5/4 / 1/2) / 1/7 - 1/2
[220241] ['1/6', '1/5', '5/8', '6/5', '7'] -> 7 / (5/8 - (1/6 + 1/5 / 6/5))
[220242] ['1/4', '2/5', '3/7', '6/5', '3'] -> 6/5 / (3/7 * (1/4 - 2/5 / 3))
[220243] ['2/3', '7/6', '6/5', '9/4', '8'] -> 8 * (2/3 + 9/4) / (7/6 / 6/5)
[220244] ['1/5', '4/5', '4/5', '1', '7/5'] -> 4/5 / (1 / (7/5 - 1/5) - 4/5)
[220245] ['1/5', '2/9', '5/9', '3/5', '2'] -> (5/9 + 3/5) / (1/5 * 2/9) - 2
[220246] ['5/7', '5/7', '5/3', '9/5', '6'] -> 6 * (5/7 / 5/7 + 5/3 * 9/5)
[220247] ['1/8', '1/5', '7/9', '7/9', '9'] -> 9 / (7/9 / 7/9 - 1/8 / 1/5)
[220248] ['1/7', '1/2', '1/2', '1', '9/7'] -> (1/2 + 9/7) / (1/7 * 1/2) - 1
[220249] ['5/6', '4/3', '7/5', '7/5', '8'] -> 4/3 / 5/6 + 8 * (7/5 + 7/5)
[220250] ['1', '9/7', '9/7', '5/3', '8/3'] -> 8/3 / ((1 + 9/7) / 9/7 - 5/3)
[220251] ['4/9', '3/4', '6/5', '7/5', '6'] -> 7/5 * 6 / (4/9 * 3/4) - 6/5
[220252] ['5/7', '5/7', '5/3', '9/4', '6'] -> 6 / (9/4 * 5/7 / 5/3 - 5/7)
[220253] ['7/8', '4/3', '8/5', '8/5', '5'] -> (5 + 7/8 * 8/5) / (8/5 - 4/3)
[220254] ['3/8', '7/8', '9/7', '9/7', '6'] -> 6 / (3/8 + 7/8 - 9/7 / 9/7)
[220255] ['1/4', '2/5', '3/7', '5/4', '3'] -> (2/5 + 3 / (3/7 * 5/4)) / 1/4
[220256] ['1/8', '1/5', '7/9', '5/6', '9'] -> 7/9 * 9 / (1/8 + 1/5 * 5/6)
[220257] ['1', '9/7', '9/7', '5/3', '7/2'] -> (9/7 + 9/7) * 7/2 * (1 + 5/3)
[220258] ['1/6', '1/5', '5/8', '7/5', '7'] -> 7 / 7/5 / (1/6 / 1/5 - 5/8)
[220259] ['5/7', '5/7', '5/3', '9/2', '6'] -> 9/2 * (5/7 / 5/7 - (5/3 - 6))
[220260] ['7/8', '4/3', '8/5', '5/3', '5'] -> (8/5 + 5) * 5/3 / (4/3 - 7/8)
[220261] ['1/4', '2/5', '3/7', '4/3', '3'] -> 3 / (1/4 / 2/5 / 3/7 - 4/3)
[220262] ['5/6', '4/3', '7/5', '9/4', '8'] -> 9/4 * (4/3 + 8 * 5/6 * 7/5)
[220263] ['1/5', '2/9', '5/9', '7/9', '2'] -> (7/9 / 1/5 - (5/9 - 2)) / 2/9
[220264] ['1/7', '1/2', '1/2', '1', '8/5'] -> (1/2 + 1 / 1/7) / (1/2 / 8/5)
[220265] ['7/8', '7/8', '8/9', '7/6', '9'] -> 9 * 7/8 * 8/9 / (7/6 - 7/8)
[220266] ['7/8', '4/3', '8/5', '9/5', '5'] -> 5 / (7/8 - 8/5 / (4/3 * 9/5))
[220267] ['5/7', '5/7', '7/4', '9/5', '6'] -> 6 / (5/7 - 7/4 + 5/7 * 9/5)
[220268] ['1/4', '2/5', '3/7', '8/5', '3'] -> 3 / (1/4 * 3/7) - 8/5 / 2/5
[220269] ['3/7', '5/9', '5/3', '7/2', '7'] -> 7/2 * (7 - 3/7 * 5/9 / 5/3)
[220270] ['2/3', '7/6', '5/4', '9/2', '8'] -> 7/6 * 8 / (2/3 - 5/4 / 9/2)
[220271] ['5/6', '4/3', '7/5', '9/2', '8'] -> (9/2 / 5/6 - 7/5) / (4/3 / 8)
[220272] ['5/7', '5/7', '7/4', '7/3', '6'] -> 6 / (5/7 / 5/7 - 7/4 / 7/3)
[220273] ['4/9', '3/4', '6/5', '7/3', '6'] -> (7/3 + 6 / 6/5) / (3/4 - 4/9)
[220274] ['3/8', '7/8', '9/7', '5/3', '6'] -> (9/7 * 5/3 + 6 / 7/8) / 3/8
[220275] ['7/8', '7/8', '8/9', '5/4', '9'] -> 8/9 * 9 * (5/4 + 7/8 + 7/8)
[220276] ['2/3', '7/6', '9/7', '9/7', '8'] -> 8 / (9/7 / (2/3 * 9/7) - 7/6)
[220277] ['5/7', '5/7', '7/4', '5/2', '6'] -> 6 / (5/7 / 5/7 + 7/4 - 5/2)
[220278] ['4/9', '3/4', '6/5', '5/2', '6'] -> 5/2 * (6 + 6/5 / (4/9 * 3/4))
[220279] ['1/5', '2/9', '5/9', '8/7', '2'] -> 2 / (2/9 / 8/7 - 1/5 * 5/9)
[220280] ['1/7', '1/2', '1/2', '1', '9/4'] -> (9/4 / 1/2 - 1) / 1/7 - 1/2
[220281] ['1/6', '1/5', '5/8', '9/2', '7'] -> 7 + 5/8 * (1/5 + 9/2 / 1/6)
[220282] ['1/4', '2/5', '3/7', '9/5', '3'] -> 2/5 / (9/5 / 3 - 1/4 / 3/7)
[220283] ['1/5', '4/5', '4/5', '1', '8/3'] -> 8/3 * (1 + (4/5 + 4/5) / 1/5)
[220284] ['3/8', '7/8', '9/7', '9/5', '6'] -> 6 / (7/8 * 9/7 / 9/5 - 3/8)
[220285] ['1/7', '1/2', '1/2', '1', '7/3'] -> (1/2 + 1) / (1/7 / 7/3) - 1/2
[220286] ['7/8', '4/3', '8/5', '7/2', '5'] -> 8/5 * 7/2 * 5 / (7/8 * 4/3)
[220287] ['7/9', '9/7', '9/7', '2', '8/3'] -> 2 * 8/3 / (9/7 / 9/7 - 7/9)
[220288] ['4/9', '3/4', '6/5', '8/3', '6'] -> (6 / (6/5 - 3/4) - 8/3) / 4/9
[220289] ['5/7', '5/7', '7/4', '7/2', '6'] -> (7/4 + 7/2) * (6 - (5/7 + 5/7))
[220290] ['1/8', '1/5', '7/9', '6/5', '9'] -> 7/9 * 9 / (1/8 + 1/5 / 6/5)
[220291] ['1/7', '1/2', '1/2', '1', '5/2'] -> (1 / 1/7 + 5/2 / 1/2) / 1/2
[220292] ['3/8', '7/8', '9/7', '5/2', '6'] -> 6 * (3/8 + 5/2 + 7/8 * 9/7)
[220293] ['7/8', '7/8', '8/9', '3/2', '9'] -> 9 / (3/2 - 7/8 / 7/8 / 8/9)
[220294] ['5/7', '5/7', '7/4', '9/2', '6'] -> 6 * (5/7 + 5/7 + 9/2 / 7/4)
[220295] ['5/6', '4/3', '9/5', '9/5', '8'] -> 9/5 * (4/3 + 8 * 5/6 * 9/5)
[220296] ['4/9', '3/4', '6/5', '9/2', '6'] -> 9/2 * (4/9 * 3/4 + 6 / 6/5)
[220297] ['1/7', '1/2', '1/2', '1', '8/3'] -> (1 + 1/2 / 1/7) / (1/2 / 8/3)
[220298] ['7/8', '7/8', '8/9', '8/5', '9'] -> 8/5 * (9 * (7/8 + 8/9) - 7/8)
[220299] ['7/8', '4/3', '5/3', '9/4', '5'] -> 4/3 / (7/8 / 9/4 - 5/3 / 5)
[220300] ['1/8', '1/5', '7/9', '9/7', '9'] -> 9 / (7/9 * 9/7 - 1/8 / 1/5)
[220301] ['1/7', '1/2', '1/2', '1', '7/2'] -> 1/2 * (7/2 / (1/7 * 1/2) - 1)
[220302] ['5/6', '4/3', '9/5', '7/2', '8'] -> 9/5 * (4/3 * 8 - (5/6 - 7/2))
[220303] ['1/5', '2/9', '5/9', '5/3', '2'] -> 5/3 / (1/5 * 5/9) + 2 / 2/9
[220304] ['7/8', '7/8', '8/9', '7/4', '9'] -> (7/8 + 7/4) * 9 / (7/8 / 8/9)
[220305] ['7/8', '4/3', '5/3', '5/2', '5'] -> 5 / (7/8 - 4/3 + 5/3 / 5/2)
[220306] ['1/7', '1/2', '1/2', '1', '9/2'] -> (1/2 + 9/2 + 1 / 1/7) / 1/2
[220307] ['4/9', '3/4', '5/4', '9/7', '6'] -> 6 / (9/7 * (3/4 - 4/9 * 5/4))
[220308] ['5/7', '5/7', '9/5', '5/2', '6'] -> (5/7 + 5/7) * (9/5 + 5/2 * 6)
[220309] ['5/6', '4/3', '9/4', '9/4', '8'] -> (9/4 + 9/4) * (5/6 * 8 - 4/3)
[220310] ['1/5', '4/5', '5/6', '1', '9/8'] -> 1 / (9/8 - (5/6 + 1/5 / 4/5))
[220311] ['7/8', '4/3', '5/3', '8/3', '5'] -> (8/3 + 5/3 * 5) / (4/3 - 7/8)
[220312] ['1/4', '2/5', '3/7', '3', '9/2'] -> 9/2 / (3/7 - 1/4) - 2/5 * 3
[220313] ['5/7', '5/7', '9/5', '7/2', '6'] -> 6 * (5/7 + 7/2) - 5/7 * 9/5
[220314] ['3/8', '7/8', '7/5', '3/2', '6'] -> 6 / (7/5 * (3/8 + 7/8) - 3/2)
[220315] ['2/3', '7/6', '7/5', '3/2', '8'] -> 8 * (2/3 + 3/2 + 7/6 / 7/5)
[220316] ['1/5', '4/5', '5/6', '1', '7/6'] -> 4/5 / (1/5 / (1 - 5/6) - 7/6)
[220317] ['1/8', '1/5', '7/9', '5/3', '9'] -> 5/3 / 1/5 / (1/8 * 9 - 7/9)
[220318] ['1/7', '1/2', '5/9', '3/5', '1'] -> (1 / (1/7 * 5/9) - 3/5) / 1/2
[220319] ['4/9', '3/4', '5/4', '9/5', '6'] -> 6 / (9/5 * 4/9 * 5/4 - 3/4)
[220320] ['7/8', '4/3', '5/3', '7/2', '5'] -> 5 * (4/3 / 5/3 + 7/2 / 7/8)
[220321] ['2/3', '7/6', '7/5', '5/3', '8'] -> 7/5 * 5/3 * 8 / (2/3 * 7/6)
[220322] ['3/8', '7/8', '7/5', '7/4', '6'] -> 6 / ((7/4 - 7/8) / 7/5 - 3/8)
[220323] ['7/8', '7/8', '8/9', '7/2', '9'] -> (7/2 - 7/8) * 9 / (7/8 / 8/9)
[220324] ['1/6', '1/5', '2/3', '9/7', '7'] -> (1/5 + 2/3 / 1/6) * (7 - 9/7)
[220325] ['7/8', '4/3', '7/4', '7/4', '5'] -> 5 / (7/8 / 7/4) / (7/4 - 4/3)
[220326] ['4/9', '3/4', '5/4', '5/2', '6'] -> (6 + 5/2 / 5/4) / (4/9 * 3/4)
[220327] ['1/5', '2/9', '5/9', '2', '9/2'] -> 9/2 * (2 / (1/5 / 5/9) - 2/9)
[220328] ['1/5', '4/5', '5/6', '1', '4/3'] -> 1 / (4/3 - (1/5 + 5/6) / 4/5)
[220329] ['3/8', '7/8', '7/5', '9/5', '6'] -> (7/5 + 9/5) * 6 * (3/8 + 7/8)
[220330] ['3/7', '5/9', '9/5', '9/2', '7'] -> (9/5 - 3/7) * 7 * 5/9 * 9/2
[220331] ['5/6', '7/5', '7/5', '8/5', '8'] -> 8 / (5/6 * 8/5 - 7/5 / 7/5)
[220332] ['1/6', '1/5', '2/3', '4/3', '7'] -> 2/3 + 7 / (1/5 * (1/6 + 4/3))
[220333] ['5/7', '5/7', '7/3', '7/3', '6'] -> 5/7 * 6 * (7/3 + 7/3 / 5/7)
[220334] ['2/3', '7/6', '7/5', '9/4', '8'] -> 8 * (9/4 + 7/6 / 7/5) - 2/3
[220335] ['1/8', '1/5', '7/9', '9/4', '9'] -> 9 / (1/5 * (1/8 + 7/9 * 9/4))
[220336] ['7/8', '4/3', '7/4', '9/5', '5'] -> 7/4 * 9/5 * 5 / (7/8 / 4/3)
[220337] ['4/9', '3/4', '9/7', '9/7', '6'] -> 6 / (9/7 * (4/9 + 3/4) - 9/7)
[220338] ['5/6', '7/5', '7/5', '5/3', '8'] -> 8 * (7/5 / 7/5 + 5/3 / 5/6)
[220339] ['1', '9/7', '9/7', '9/4', '7/3'] -> (1 + 9/7 / 9/7) / (7/3 - 9/4)
[220340] ['1/5', '2/9', '4/7', '3/5', '2'] -> (2 / 2/9 - 3/5) / (1/5 / 4/7)
[220341] ['2/3', '7/6', '7/5', '7/3', '8'] -> 8 / 2/3 / (7/3 / 7/5 - 7/6)
[220342] ['4/9', '3/4', '9/7', '4/3', '6'] -> 6 / (3/4 / 9/7 - 4/9 / 4/3)
[220343] ['7/8', '4/3', '7/4', '8/3', '5'] -> (8/3 * 5 - 4/3) / (7/8 / 7/4)
[220344] ['1/7', '1/2', '5/9', '7/9', '1'] -> (1 + 5/9 / 7/9) / (1/7 * 1/2)
[220345] ['5/6', '7/5', '7/5', '9/5', '8'] -> 8 * (9/5 + 7/5 / (5/6 * 7/5))
[220346] ['7/8', '4/3', '7/4', '9/2', '5'] -> 7/4 / (7/8 * 4/3) + 9/2 * 5
[220347] ['5/7', '5/7', '5/2', '5/2', '6'] -> 6 * (5/2 + 5/2 - 5/7 / 5/7)
[220348] ['1/6', '1/5', '2/3', '8/3', '7'] -> 1/6 + 8/3 / 1/5 + 7 / 2/3
[220349] ['1/8', '1/5', '7/9', '5/2', '9'] -> (1/5 + 9 * 7/9 / 5/2) / 1/8
[220350] ['3/8', '7/8', '8/5', '7/4', '6'] -> 6 / (8/5 * (3/8 + 7/8) - 7/4)
[220351] ['7/8', '4/3', '9/5', '9/5', '5'] -> (9/5 + 4/3 * 9/5) / (7/8 / 5)
[220352] ['7/8', '7/8', '9/8', '7/5', '9'] -> 9 / (7/8 - 9/8 + 7/8 / 7/5)
[220353] ['5/7', '5/7', '5/2', '8/3', '6'] -> (5/2 - 5/7 / 5/7) * 8/3 * 6
[220354] ['1/5', '4/5', '5/6', '1', '7/3'] -> (4/5 + (1 + 7/3) / 5/6) / 1/5
[220355] ['1/5', '2/9', '4/7', '2/3', '2'] -> (2 / 1/5 - 2/3) / (2/9 / 4/7)
[220356] ['1/8', '1/5', '7/9', '8/3', '9'] -> (8/3 + 9) / (7/9 * 1/8 / 1/5)
[220357] ['1/4', '2/5', '4/9', '4/5', '3'] -> 4/5 / (1/4 * 3) / (4/9 - 2/5)
[220358] ['1/7', '1/2', '5/9', '5/6', '1'] -> (1/2 + (5/6 + 1) / 1/7) / 5/9
[220359] ['5/6', '7/5', '7/5', '7/3', '8'] -> (7/5 + 7/3 / 5/6) / (7/5 / 8)
[220360] ['2/3', '7/6', '8/5', '5/3', '8'] -> 5/3 * (8 / (7/6 - 2/3) - 8/5)
[220361] ['7/8', '7/8', '9/8', '5/3', '9'] -> 5/3 * 9 / (7/8 + 7/8 - 9/8)
[220362] ['3/7', '5/9', '9/4', '9/2', '7'] -> (5/9 + 3/7 * 7) * (9/4 + 9/2)
[220363] ['1/5', '4/5', '5/6', '1', '8/3'] -> 1 / (1/5 / 8/3 + 4/5 - 5/6)
[220364] ['1/4', '2/5', '4/9', '5/6', '3'] -> (3 - 2/5 * 5/6) / (1/4 * 4/9)
[220365] ['7/8', '7/8', '9/8', '9/5', '9'] -> 9 / (7/8 / 7/8 - 9/8 / 9/5)
[220366] ['3/7', '5/9', '7/3', '7/3', '7'] -> (7/3 + 7) * (7/3 + 3/7 * 5/9)
[220367] ['2/3', '7/6', '8/5', '7/3', '8'] -> (8 + 7/3 / 7/6) / (2/3 / 8/5)
