[295486] ['4/9', '8/7', '3/2', '9/5', '8'] -> 9/5 * (4/9 + 3/2) * (8 - 8/7)
[309831] ['5/9', '7/9', '5/4', '7/5', '2'] -> 2 / (5/4 * (7/5 - (5/9 + 7/9)))
[309832] ['3/7', '4/5', '9/7', '4/3', '5'] -> 5 * (4/5 + 4/3 * 9/7 / 3/7)
[309833] ['1/3', '4/7', '6/5', '5/3', '9'] -> (1/3 + 9) * (4/7 + 6/5 * 5/3)
[309834] ['2/7', '6/7', '5/4', '7/2', '5'] -> 6/7 / (2/7 + 5/4 + 7/2 - 5)
[309835] ['3/7', '4/5', '9/7', '7/5', '5'] -> 9/7 / (3/7 * 4/5) * (7/5 + 5)
[309836] ['5/9', '8/9', '9/8', '7/6', '7'] -> 7 / (9/8 - 7/6 - (5/9 - 8/9))
[309837] ['1/7', '3/4', '5/6', '9/2', '8'] -> 8 / (3/4 / (1/7 * 9/2) - 5/6)
[309838] ['2/7', '6/7', '5/4', '9/2', '5'] -> 5/4 + 9/2 / 6/7 + 5 / 2/7
[309839] ['4/9', '1/2', '8/5', '9/2', '9'] -> 9 / (4/9 - 1/2 / (8/5 * /2)
)[309840] ['3/4', '5/6', '1', '8/7', '7/3'] -> 8/7 * 7/3 / (5/6 / 3/4 - 1)
[309841] ['1/9', '1', '5/4', '7/5', '7/3'] -> 5/4 * (1 + 7/5) + 7/3 / 1/9
[309842] ['5/6', '8/7', '9/4', '5/2', '7'] -> 5/2 * (9/4 + 7 / (5/6 * 8/7))
[309843] ['1/7', '3/4', '6/7', '6/7', '8'] -> 8 + (6/7 + 6/7) / (1/7 * 3/4)
[309844] ['5/9', '7/9', '5/4', '7/4', '2'] -> 2 / (7/4 - 5/4 * (5/9 + 7/9))
[309845] ['3/7', '4/5', '9/7', '8/5', '5'] -> (3/7 / (5 * (9/7 / 8/5)) - 4/5))
[309846] ['1/3', '4/7', '6/5', '9/5', '9'] -> (9 + 9/5 / 1/3) / 4/7 - 6/5
[309847] ['1/9', '1', '5/4', '7/5', '5/2'] -> (1 / ((1/9 * 5/2) * 7/5) - 5/4))
[309848] ['1/8', '1/7', '8/5', '5/2', '8'] -> 8 / 1/7 - 5/2 * 8/5 / 1/8
[309849] ['3/4', '5/6', '1', '8/7', '5/2'] -> (5/2 / (5/6 * (1 / 8/7)) - 3/4))
[309850] ['1/7', '3/4', '6/7', '8/9', '8'] -> 8 / (1/7 + 6/7 - 3/4 * 8/9)
[309851] ['2/7', '6/7', '9/7', '7/5', '5'] -> 5 * (6/7 / 2/7 + 9/7 * 7/5)
[309852] ['5/9', '8/9', '9/8', '9/7', '7'] -> 7 / (8/9 - 5/9) * 9/7 / 9/8
[309853] ['5/6', '8/7', '7/3', '7/3', '7'] -> 7/3 * (5/6 * 8/7 + 7/3 + 7)
[309854] ['1/3', '4/7', '6/5', '9/4', '9'] -> (9 / (9/4 - 6/5) - 4/7) / 1/3
[309855] ['3/7', '4/5', '9/7', '7/4', '5'] -> (7/4 + 5 / 4/5) * 9/7 / 3/7
[309856] ['1/7', '4/7', '3/4', '7/4', '2'] -> (2 + 4/7 * (3/4 + 7/4)) / 1/7
[309857] ['3/4', '5/6', '1', '8/7', '7/2'] -> 8/7 / (3/4 / 7/2 + 5/6 - 1)
[309858] ['3/7', '4/5', '9/7', '9/5', '5'] -> (9/5 + 9/7 * 5) / (3/7 * 4/5)
[309859] ['5/9', '7/9', '5/4', '2', '7/2'] -> 2 / (7/9 + 5/4 - 5/9 * 7/2)
[309860] ['1/7', '4/7', '3/4', '9/5', '2'] -> 9/5 / (1/7 * 3/4) * (2 - 4/7)
[309861] ['2/7', '6/7', '9/7', '9/4', '5'] -> 9/7 * 5 / (2/7 * 6/7) - 9/4
[309862] ['1/3', '4/7', '6/5', '5/2', '9'] -> 9 * (1/3 / 4/7 + 5/2 / 6/5)
[309863] ['4/9', '1/2', '9/5', '9/4', '9'] -> 9 / (9/4 * (4/9 - 1/2 / 9/5))
[309864] ['1/5', '1/3', '3/4', '3', '9/2'] -> (3 / (1/3 - 1/5) - 9/2) / 3/4
[309865] ['3/7', '4/5', '9/7', '7/3', '5'] -> 5 * (4/5 + 7/3 * (3/7 + 9/7))
[309866] ['1/7', '3/4', '6/7', '7/5', '8'] -> (8 * 3/4 / 7/5 - 6/7) / 1/7
[309867] ['1/9', '1', '5/4', '3/2', '8/5'] -> (1 / 3/2 + 5/4 * 8/5) / 1/9
[309868] ['1/3', '4/7', '6/5', '8/3', '9'] -> 6/5 * 4/7 / 1/3 * (8/3 + 9)
[309869] ['5/9', '8/9', '9/8', '5/3', '7'] -> (7 + 8/9 * 9/8) * 5/3 / 5/9
[309870] ['1/5', '1/3', '7/9', '7/9', '3'] -> (3 + 7/9 / (1/5 * 7/9)) / 1/3
[309871] ['2/7', '6/7', '9/7', '5/2', '5'] -> (6/7 + 9/7 / 5/2) * 5 / 2/7
[309872] ['4/9', '1/2', '9/5', '7/3', '9'] -> 4/9 / (1/2 / 9/5 - 7/3 / 9)
[309873] ['1/7', '4/7', '3/4', '2', '7/2'] -> ((4/7 + 7/2) / 3/4 - 2) / 1/7
[309874] ['5/9', '8/9', '9/8', '7/4', '7'] -> 7 / (5/9 - 8/9 - (9/8 - 7/4))
[309875] ['5/9', '7/9', '9/7', '4/3', '2'] -> 4/3 / (5/9 - 7/9 * 9/7 / 2)
[309876] ['1/7', '4/7', '7/9', '7/9', '2'] -> (2 / (1/7 * (7/9 / 4/7)) - 7/9))
[309877] ['1/7', '3/4', '7/8', '7/8', '8'] -> 8 * 3/4 / 1/7 / (7/8 + 7/8)
[309878] ['4/9', '1/2', '9/4', '9/4', '9'] -> 1/2 + 9/4 + 9/4 * (4/9 + 9)
[309879] ['5/9', '8/9', '9/8', '9/5', '7'] -> 7 / (5/9 - 8/9 + 9/8 / 9/5)
[309880] ['3/7', '4/5', '9/7', '7/2', '5'] -> 4/5 * 7/2 * 5 * (3/7 + 9/7)
[309881] ['1/5', '1/3', '7/9', '7/8', '3'] -> 1/3 / (7/9 / 1/5 - (7/8 + 3))
[309882] ['5/6', '7/6', '7/6', '7/6', '7'] -> (7 + 7/6 / 7/6) / (7/6 - 5/6)
[309883] ['3/4', '5/6', '1', '7/6', '9/5'] -> 1 / (7/6 - 9/5 * 3/4 * 5/6)
[309884] ['5/9', '7/9', '9/7', '3/2', '2'] -> (5/9 + 7/9) / (2 / 9/7 - 3/2)
[309885] ['4/9', '1/2', '7/3', '7/3', '9'] -> 4/9 / ((7/3 + 7/3) / 9 - 1/2)
[309886] ['3/7', '4/5', '9/7', '9/2', '5'] -> 5 * (9/7 + 4/5 * 9/2) - 3/7
[309887] ['1/5', '1/3', '7/9', '8/9', '3'] -> 3 * ((7/9 + 8/9) / 1/5 - 1/3)
[309888] ['1/7', '4/7', '7/9', '5/6', '2'] -> (2 / 4/7 - 5/6) / (1/7 * 7/9)
[309889] ['1/8', '1/7', '5/3', '9/2', '8'] -> 9/2 * (8 * 1/8 / 1/7 - 5/3)
[309890] ['1/9', '1', '5/4', '8/5', '7/4'] -> 8/5 * 5/4 / 1/9 / (7/4 - 1)
[309891] ['5/6', '7/6', '7/6', '5/4', '7'] -> (7 / (5/4 * (7/6 / 5/6)) - 7/6))
[309892] ['1/3', '4/7', '5/4', '4/3', '9'] -> 5/4 + (9 + 4/3 / 1/3) / 4/7
[309893] ['4/9', '1/2', '5/2', '5/2', '9'] -> 5/2 + 1/2 * 5/2 + 9 / 4/9
[309894] ['5/9', '8/9', '9/8', '7/2', '7'] -> 7/2 * 7 - (9/8 - 5/9 / 8/9)
[309895] ['1/7', '4/7', '7/9', '8/9', '2'] -> (4/7 + 8/9 / 7/9) * 2 / 1/7
[309896] ['5/9', '7/9', '9/7', '7/4', '2'] -> (2 / (7/4 * (5/9 + 7/9)) - 9/7))
[309897] ['1/8', '1/7', '7/4', '7/3', '8'] -> 8 / (7/3 - 7/4 * 1/7 / 1/8)
[309898] ['5/6', '7/6', '7/6', '4/3', '7'] -> 7 / (7/6 - 5/6) * 4/3 / 7/6
[309899] ['3/7', '4/5', '4/3', '3/2', '5'] -> (4/3 + 4/5 / 3/7) * 3/2 * 5
[309900] ['1/3', '4/7', '5/4', '7/4', '9'] -> (9 + 4/7 * 7/4) / (1/3 * 5/4)
[309901] ['3/4', '5/6', '1', '6/5', '7/4'] -> 6/5 * (7/4 / (5/6 - 3/4) - 1)
[309902] ['1/7', '3/4', '7/8', '4/3', '8'] -> 8 / (4/3 - (1/7 + 3/4 / 7/8))
[309903] ['4/9', '1/2', '9/2', '9/2', '9'] -> 4/9 * (9/2 - 1/2) * (9/2 + 9)
[309904] ['1/8', '1/7', '7/4', '7/2', '8'] -> 8 * (7/2 - 1/8 / (1/7 * /4)
)[309905] ['5/6', '7/6', '7/6', '8/5', '7'] -> 7 / (7/6 - 7/6 / (5/6 * 8/5))
[309906] ['5/9', '8/9', '8/7', '7/6', '7'] -> (8/7 + 8/9 / 7/6) * 7 / 5/9
[309907] ['4/9', '5/9', '5/9', '5/9', '9'] -> (5/9 + 5/9 + 5/9 + 9) / 4/9
[309908] ['5/6', '7/6', '7/6', '5/3', '7'] -> 7 * (5/6 + 7/6 + 5/3 / 7/6)
[309909] ['1/7', '3/4', '7/8', '7/5', '8'] -> (1/7 + 8) / (7/8 - 3/4 / 7/5)
[309910] ['1/5', '1/3', '7/9', '9/7', '3'] -> (3 + 9/7 * 7/9 / 1/5) / 1/3
[309911] ['1/7', '4/7', '7/9', '7/6', '2'] -> (2 + 4/7 * 7/6) / (1/7 * 7/9)
[309912] ['1/3', '4/7', '5/4', '9/4', '9'] -> 9/4 * (5/4 * 9 - 1/3 / 4/7)
[309913] ['5/9', '7/9', '9/7', '2', '5/2'] -> (5/9 + 7/9) / (2 - 5/2 / 9/7)
[309914] ['1/7', '3/4', '7/8', '3/2', '8'] -> 8 + 3/2 / (7/8 * 1/7 * 3/4)
[309915] ['1/9', '1', '5/4', '8/5', '9/2'] -> 8/5 / (1 / (5/4 * /2) - 1/9)
[309916] ['5/9', '8/9', '8/7', '5/4', '7'] -> (8/7 + 8/9 / 5/9) * 5/4 * 7
[309917] ['3/7', '4/5', '4/3', '9/4', '5'] -> 9/4 * (4/3 + 5 * 4/5 / 3/7)
[309918] ['5/9', '7/9', '9/7', '2', '8/3'] -> 8/3 / (5/9 * 2 - 7/9 * 9/7)
[309919] ['5/6', '7/6', '7/6', '9/4', '7'] -> 7 / (7/6 * (9/4 - (5/6 + 7/6)))
[309920] ['1/5', '1/3', '7/9', '3/2', '3'] -> 1/3 + 3/2 * (7/9 + 3 / 1/5)
[309921] ['1/3', '4/7', '5/4', '5/2', '9'] -> (1/3 + 9) * (4/7 + 5/2 / 5/4)
[309922] ['2/7', '6/7', '7/5', '7/4', '5'] -> 6/7 / (2/7 - 7/4 / (7/5 * 5))
[309923] ['1/7', '3/4', '7/8', '5/3', '8'] -> 5/3 / (1/7 * 7/8) + 8 / 3/4
[309924] ['5/6', '7/6', '7/6', '8/3', '7'] -> 7/6 * 8/3 * (7 + 5/6 / 7/6)
[309925] ['1/5', '1/3', '7/9', '5/3', '3'] -> (1/5 + 3) / (7/9 / 5/3 - 1/3)
[309926] ['1/3', '4/7', '5/4', '8/3', '9'] -> 8/3 / (4/7 * (1/3 - 5/4 / 9))
[309927] ['3/7', '4/5', '4/3', '5/2', '5'] -> (4/3 + 4/5 / 3/7) * (5/2 + 5)
[309928] ['1/7', '4/7', '7/9', '4/3', '2'] -> 1/7 * 2 / (7/9 / 4/3 - 4/7)
[309929] ['1/7', '3/4', '7/8', '9/5', '8'] -> 8 / (3/4 / (7/8 * /5) - 1/7)
[309930] ['1/3', '4/7', '5/4', '7/2', '9'] -> 7/2 * (9 - 5/4 * 4/7 / 1/3)
[309931] ['5/9', '8/9', '8/7', '7/5', '7'] -> 8/7 * 7 * (7/5 + 8/9 / 5/9)
[309932] ['2/7', '6/7', '7/5', '9/4', '5'] -> 6/7 / (9/4 / (7/5 * 5) - 2/7)
[309933] ['2/7', '1', '5/4', '9/7', '7/3'] -> 2/7 * 7/3 / (1 - 5/4 / 9/7)
[309934] ['4/9', '5/9', '5/9', '5/6', '9'] -> 4/9 * 9 / (5/9 / 5/9 - 5/6)
[309935] ['1/5', '1/3', '7/9', '9/4', '3'] -> 9/4 * 3 * (7/9 / 1/5 - 1/3)
[309936] ['5/9', '7/9', '4/3', '3/2', '2'] -> 4/3 / (7/9 * 3/2 - 5/9 * 2)
[309937] ['3/4', '5/6', '1', '5/4', '9/5'] -> 5/6 * 9/5 / (1 - 3/4 * 5/4)
[309938] ['5/9', '8/9', '8/7', '3/2', '7'] -> (8/9 + 8/7 * 7) * 3/2 / 5/9
[309939] ['1/7', '3/4', '7/8', '5/2', '8'] -> 7/8 + (1/7 + 5/2) * (3/4 + 8)
[309940] ['1/7', '4/7', '7/9', '3/2', '2'] -> (4/7 * 3/2 + 2 / 7/9) / 1/7
[309941] ['1/9', '1', '5/4', '7/4', '9/5'] -> (1 + (5/4 + 7/4) / 9/5) / 1/9
[309942] ['4/9', '5/9', '5/9', '7/8', '9'] -> 9 / (4/9 - 5/9 + 5/9 * 7/8)
[309943] ['3/4', '5/6', '1', '5/4', '8/3'] -> 8/3 / (1 - 5/6 / (3/4 * 5/4))
[309944] ['5/9', '8/9', '8/7', '7/4', '7'] -> (8/7 + 8/9 / 5/9) * (7/4 + 7)
[309945] ['4/9', '5/9', '5/9', '9/8', '9'] -> 9 / (4/9 + 5/9 - 5/9 * 9/8)
[309946] ['5/9', '7/9', '4/3', '2', '5/2'] -> (2 + 4/3 * 5/2) / (7/9 - 5/9)
[309947] ['1/7', '3/4', '7/8', '9/2', '8'] -> 8 / (1/7 + 3/4 / (7/8 * /2)
)[309948] ['1/8', '1/7', '9/4', '7/3', '8'] -> 9/4 * (8 + 7/3 * 1/7 / 1/8)
[309949] ['5/6', '7/6', '6/5', '7/3', '7'] -> (6/5 + 7/3 / 5/6) * 7 / 7/6
[309950] ['3/4', '5/6', '1', '9/7', '4/3'] -> 1 / (5/6 / 4/3 - 3/4 / 9/7)
[309951] ['3/7', '4/5', '7/5', '8/5', '5'] -> (7/5 + 5) / (4/5 / 3/7 - 8/5)
[309952] ['2/7', '6/7', '7/5', '9/2', '5'] -> (7/5 - 2/7 / 6/7) * 9/2 * 5
[309953] ['4/9', '5/9', '5/9', '8/7', '9'] -> 9 / (4/9 - 5/9 + 5/9 / 8/7)
[309954] ['5/9', '8/9', '8/7', '9/5', '7'] -> 8/9 * 7 * (9/5 + 8/7 / 5/9)
[309955] ['3/4', '5/6', '1', '9/7', '7/5'] -> (9/7 + 1 / 7/5) / (5/6 - 3/4)
[309956] ['3/7', '4/5', '7/5', '5/3', '5'] -> (4/5 + 7/5) * 5 / 3/7 - 5/3
[309957] ['1/3', '4/7', '4/3', '8/5', '9'] -> 8/5 * ((1/3 + 9) / 4/7 - 4/3)
[309958] ['5/9', '8/9', '8/7', '9/4', '7'] -> (8/9 + 5/9 * 8/7) * 9/4 * 7
[309959] ['2/7', '1', '5/4', '4/3', '4/3'] -> (4/3 + 4/3 / 2/7) / (5/4 - 1)
[309960] ['1/5', '1/3', '4/5', '6/7', '3'] -> 4/5 * 3 / (1/3 - 1/5 / 6/7)
[309961] ['4/9', '5/9', '5/9', '5/4', '9'] -> 5/4 + (9 + 5/9 + 5/9) / 4/9
[309962] ['1/8', '1/7', '9/4', '7/2', '8'] -> 8 + (9/4 + 1/8 / 7/2) / 1/7
[309963] ['5/9', '8/9', '8/7', '5/2', '7'] -> 5/2 * (8/9 / 5/9 + 8/7 * 7)
[309964] ['1/3', '4/7', '4/3', '9/4', '9'] -> (1/3 + 4/3) * 9 / 4/7 - 9/4
[309965] ['3/7', '4/5', '7/5', '9/5', '5'] -> 5 * (9/5 / 3/7 - (4/5 - 7/5))
[309966] ['1/5', '1/3', '4/5', '9/7', '3'] -> 9/7 * ((4/5 + 3) / 1/5 - 1/3)
[309967] ['5/9', '8/9', '8/7', '7/2', '7'] -> 7/2 * (5/9 * 8/7 + 8/9 * 7)
[309968] ['1/3', '4/7', '4/3', '7/2', '9'] -> (1/3 + 4/7 / 4/3) * 7/2 * 9
[309969] ['1/9', '1', '5/4', '9/5', '5/2'] -> 5/2 + 5/4 * (1 + 9/5 / 1/9)
[309970] ['2/7', '6/7', '8/5', '5/3', '5'] -> 5 / (6/7 / (2/7 * 8/5) - 5/3)
[309971] ['5/9', '8/9', '8/7', '9/2', '7'] -> 9/2 * (8/9 + 7 * 5/9 * 8/7)
[309972] ['5/6', '7/6', '5/4', '5/3', '7'] -> 7 * 5/3 / 7/6 / (5/4 - 5/6)
[309973] ['2/7', '1', '5/4', '4/3', '7/4'] -> (1 / ((2/7 * 7/4) * 4/3) - 5/4))
[309974] ['3/7', '4/5', '7/5', '7/3', '5'] -> 5 * (7/5 / 3/7 - (4/5 - 7/3))
[309975] ['1/8', '1/7', '7/3', '7/2', '8'] -> (1/7 / (1/8 * 7/3) - (8 / 7/2)))
[309976] ['2/7', '6/7', '8/5', '7/4', '5'] -> (8/5 + 2/7 + 6/7) * 7/4 * 5
[309977] ['5/9', '8/9', '7/6', '7/6', '7'] -> (7 + 7/6 / 7/6) / (8/9 - 5/9)
[309978] ['1/7', '3/4', '8/9', '4/3', '8'] -> 8/9 + (8 + 4/3 / 1/7) / 3/4
[309979] ['1/7', '4/7', '4/5', '4/5', '2'] -> (4/7 + 4/5) * 2 / (1/7 * 4/5)
[309980] ['5/9', '8/9', '7/6', '6/5', '7'] -> 7 / (5/9 + 8/9 - 7/6) - 6/5
[309981] ['2/7', '1', '5/4', '4/3', '9/4'] -> 5/4 / (4/3 - (2/7 + 1)) - 9/4
[309982] ['5/6', '7/6', '9/7', '9/7', '7'] -> (7 + 9/7 / 9/7) / (7/6 - 5/6)
[309983] ['1/3', '4/7', '7/5', '8/5', '9'] -> 7/5 * 8/5 * (9 + 4/7 / 1/3)
[309984] ['1/5', '1/3', '5/6', '8/7', '3'] -> 3 / (1/3 / 8/7 - 1/5 * 5/6)
[309985] ['1/8', '1/7', '5/2', '8/3', '8'] -> 8/3 + 8 / (1/7 * (1/8 + 5/2))
[309986] ['1/7', '3/4', '8/9', '7/5', '8'] -> 8 / (3/4 * 8/9 / 7/5 - 1/7)
[309987] ['2/7', '6/7', '8/5', '9/4', '5'] -> 6/7 / (5 * 2/7 * 8/5 - 9/4)
[309988] ['1/7', '4/7', '4/5', '5/6', '2'] -> 2 / (5/6 - (4/7 + 1/7 / 4/5))
[309989] ['4/9', '5/9', '5/9', '9/4', '9'] -> 9 * (5/9 + 9/4) - 5/9 / 4/9
[309990] ['5/6', '7/6', '9/7', '3/2', '7'] -> 3/2 * (7/6 + 7 * (5/6 + 9/7))
[309991] ['3/7', '4/5', '7/5', '7/2', '5'] -> (7/2 + 7/5 / 4/5) * (5 - 3/7)
[309992] ['2/7', '6/7', '8/5', '7/3', '5'] -> 7/3 * (6/7 + 5 * (2/7 + 8/5))
[309993] ['1/7', '3/4', '8/9', '3/2', '8'] -> 8 / (1/7 * (3/4 + 3/2)) - 8/9
[309994] ['1/9', '1', '5/4', '9/4', '7/2'] -> 9/4 / 1/9 + 7/2 - (1 - 5/4)
[309995] ['5/9', '7/9', '7/5', '2', '8/3'] -> 8/3 / (5/9 * (2 - 7/5 / 7/9))
[309996] ['4/9', '5/9', '5/9', '5/2', '9'] -> 5/2 * (5/9 + 9) - (4/9 - 5/9)
[309997] ['1/9', '1', '5/4', '9/4', '9/2'] -> 1 + (5/4 + 9/2) / (1/9 * 9/4)
[309998] ['2/7', '1', '5/4', '4/3', '8/3'] -> (1 + 5/4) * (4/3 + 8/3 / 2/7)
[309999] ['1/7', '4/7', '4/5', '7/8', '2'] -> (4/7 + 2 / (4/5 * 7/8)) / 1/7
[310000] ['5/9', '8/9', '7/6', '7/5', '7'] -> 7 / (7/6 - 7/5 * 5/9 / 8/9)
[310001] ['4/9', '5/9', '5/9', '7/2', '9'] -> 9 * (4/9 * 7/2 + 5/9 + 5/9)
[310002] ['1/5', '1/3', '5/6', '9/4', '3'] -> (3 / ((1/5 * 1/3) * 5/6) * 9/4))
[310003] ['2/7', '1', '5/4', '4/3', '7/2'] -> (1 + 2/7 * 7/2) / (4/3 - 5/4)
[310004] ['5/9', '8/9', '7/6', '3/2', '7'] -> 7 / (5/9 / 8/9 + 7/6 - 3/2)
[310005] ['5/6', '7/6', '9/7', '9/5', '7'] -> (7/6 + 5/6 * 9/5) * 9/7 * 7
[310006] ['1/7', '3/4', '8/9', '7/4', '8'] -> (8 + 7/4 / 1/7) * 8/9 / 3/4
[310007] ['3/7', '4/5', '3/2', '8/5', '5'] -> 5 * (8/5 * 3/2 / 3/7 - 4/5)
[310008] ['4/9', '5/9', '5/9', '9/2', '9'] -> 5/9 * 9/2 + (5/9 + 9) / 4/9
[310009] ['5/9', '7/9', '3/2', '3/2', '2'] -> (2 / (3/2 * (5/9 * 3/2)) - 7/9))
[310010] ['1/7', '3/4', '8/9', '9/5', '8'] -> 3/4 * (8/9 + 8 / (1/7 * 9/5))
[310011] ['1/5', '1/3', '6/7', '6/7', '3'] -> (3 + 6/7 / (1/5 * 6/7)) / 1/3
[310012] ['5/9', '7/9', '3/2', '8/5', '2'] -> 8/5 / (7/9 / 5/9 - 2 / 3/2)
[310013] ['3/4', '5/6', '1', '4/3', '9/2'] -> 9/2 / ((3/4 + 5/6) / 4/3 - 1)
[310014] ['1/9', '1', '5/4', '7/3', '9/2'] -> (1 / 1/9 - 7/3) * 9/2 / 5/4
[310015] ['1/3', '4/7', '7/5', '9/2', '9'] -> 4/7 / (9/2 / (7/5 * 9) - 1/3)
[310016] ['2/7', '6/7', '5/3', '9/4', '5'] -> (5/3 + 5 / 6/7) / 2/7 - 9/4
[310017] ['1/8', '1/6', '1/6', '3/5', '8'] -> (8 - 1/6 / 1/8) * 3/5 / 1/6
[310018] ['2/7', '1', '5/4', '7/5', '8/5'] -> (1 + 7/5) / (2/7 * (8/5 - 5/4))
[310019] ['3/4', '5/6', '1', '7/5', '3/2'] -> 1 / (5/6 * 7/5 - 3/4 * 3/2)
[310020] ['1/7', '4/7', '4/5', '5/4', '2'] -> (4/7 + 4/5) * 2 * 5/4 / 1/7
[310021] ['3/4', '5/6', '1', '7/5', '5/3'] -> (7/5 + 1 / 5/3) / (5/6 - 3/4)
[310022] ['2/7', '6/7', '5/3', '7/2', '5'] -> 7/2 * (5 * 6/7 * 5/3 - 2/7)
[310023] ['1/3', '4/7', '3/2', '9/5', '9'] -> (9 / (4/7 - 1/3) - 9/5) / 3/2
[310024] ['1/9', '1', '5/4', '5/2', '9/2'] -> (5/2 + 5/4 / 9/2) / 1/9 - 1
[310025] ['1/8', '1/6', '1/6', '6/7', '8'] -> (1/6 + 8) * 6/7 / (1/8 + 1/6)
[310026] ['5/9', '8/9', '7/6', '5/2', '7'] -> 7 * 8/9 / 5/9 * 5/2 / 7/6
[310027] ['4/9', '5/9', '4/7', '3/4', '9'] -> 9 * (5/9 / (3/4 - 4/7) - 4/9)
[310028] ['1/5', '1/3', '6/7', '7/6', '3'] -> (3 + 7/6 * 6/7 / 1/5) / 1/3
[310029] ['5/9', '7/9', '3/2', '2', '9/2'] -> 3/2 + (7/9 + 2) * 9/2 / 5/9
[310030] ['1/3', '4/7', '3/2', '8/3', '9'] -> 9 / (1/3 + 8/3 - 3/2 / 4/7)
[310031] ['1/7', '3/4', '9/8', '9/8', '8'] -> 8 * (3/4 / 1/7 - (9/8 + 9/8))
[310032] ['5/6', '7/6', '7/5', '7/5', '7'] -> (7 + 7/5 / 7/5) / (7/6 - 5/6)
[310033] ['5/9', '8/9', '6/5', '5/4', '7'] -> 6/5 * 7 / (8/9 / 5/9 - 5/4)
[310034] ['1/5', '1/3', '6/7', '5/4', '3'] -> 3 / (5/4 * (1/3 - 1/5 / 6/7))
[310035] ['1/7', '4/7', '4/5', '5/3', '2'] -> (4/7 + 2) * 5/3 * 4/5 / 1/7
[310036] ['1/9', '1', '5/4', '8/3', '9/2'] -> 1 / 1/9 + 9/2 * 5/4 * 8/3
[310037] ['3/7', '4/5', '3/2', '7/2', '5'] -> 5 * ((7/2 - 4/5) / 3/7 - 3/2)
[310038] ['5/9', '7/9', '8/5', '8/5', '2'] -> 8/5 / (7/9 * 8/5 / 2 - 5/9)
[310039] ['5/6', '7/6', '7/5', '5/3', '7'] -> 7 * (5/6 / 7/5 + 7/6 + 5/3)
[310040] ['2/7', '1', '5/4', '7/5', '5/2'] -> (1 + 7/5) * (5/4 + 5/2 / 2/7)
[310041] ['4/9', '5/9', '4/7', '5/6', '9'] -> (5/9 + 9) / (5/6 - 4/9) - 4/7
[310042] ['5/9', '7/9', '8/5', '7/4', '2'] -> 2 / (7/4 - (7/9 + 5/9 * 8/5))
[310043] ['2/7', '6/7', '9/5', '9/5', '5'] -> (6/7 + 5 + 9/5 / 9/5) / 2/7
[310044] ['4/9', '5/9', '4/7', '6/7', '9'] -> 4/7 + (9 + 5/9 + 6/7) / 4/9
[310045] ['1/7', '3/4', '9/8', '5/4', '8'] -> 3/4 / (9/8 - 5/4 / (1/7 * 8))
[310046] ['1/9', '1', '5/4', '9/2', '9/2'] -> 9/2 * (9/2 + 1/9 + 1) - 5/4
[310047] ['5/9', '8/9', '6/5', '7/5', '7'] -> (7/5 + 7) / (8/9 - 5/9) - 6/5
[310048] ['1/5', '1/3', '6/7', '7/5', '3'] -> ((7/5 + 3) / 6/7 - 1/3) / 1/5
[310049] ['3/7', '4/5', '8/5', '5/3', '5'] -> (4/5 + 8/5) * (5 / 3/7 - 5/3)
[310050] ['2/7', '1', '5/4', '7/5', '8/3'] -> 2/7 / ((8/3 - 5/4) / 7/5 - 1)
[310051] ['5/9', '7/9', '8/5', '9/5', '2'] -> 2 / ((9/5 - 7/9) / 8/5 - 5/9)
[310052] ['3/4', '5/6', '1', '3/2', '8/5'] -> 3/2 * 8/5 / (1 - 3/4 / 5/6)
[310053] ['2/7', '6/7', '9/5', '8/3', '5'] -> 5 * (2/7 / 6/7 + 9/5 + 8/3)
[310054] ['3/7', '4/5', '8/5', '7/4', '5'] -> (8/5 + 4/5 / 7/4) * 5 / 3/7
[310055] ['1/3', '4/7', '8/5', '7/3', '9'] -> (1/3 + 4/7 * 7/3) * 8/5 * 9
[310056] ['5/6', '7/6', '7/5', '7/2', '7'] -> (7 * 7/2 / 5/6 - 7/5) / 7/6
[310057] ['5/9', '7/9', '8/5', '2', '9/4'] -> (2 / (5/9 * (7/9 * 9/4)) - 8/5))
[310058] ['3/4', '5/6', '1', '3/2', '5/3'] -> 5/3 / (5/6 * (3/4 - 1 / 3/2))
[310059] ['1/5', '1/3', '6/7', '8/5', '3'] -> (3 + 8/5 / 6/7) / 1/5 - 1/3
[310060] ['1/7', '3/4', '9/8', '7/5', '8'] -> 8 / (3/4 / (9/8 * /5) - 1/7)
[310061] ['5/6', '7/6', '3/2', '9/5', '7'] -> (7 / ((5/6 * 7/6) * 9/5) - 3/2))
[310062] ['1/5', '1/3', '6/7', '5/3', '3'] -> 6/7 * (3 + 5/3 / (1/5 * 1/3))
[310063] ['3/4', '5/6', '1', '8/5', '8/5'] -> (1 + 8/5 / 8/5) / (5/6 - 3/4)
[310064] ['5/9', '8/9', '6/5', '9/4', '7'] -> 9/4 * 7 * 8/9 / 5/9 - 6/5
[310065] ['5/6', '7/6', '3/2', '9/4', '7'] -> 7 / (7/6 * 9/4 - (5/6 + 3/2))
[310066] ['2/7', '1', '5/4', '3/2', '8/5'] -> 3/2 / (2/7 * (1 - 5/4 / 8/5))
[310067] ['5/9', '7/9', '8/5', '2', '8/3'] -> 8/5 / (7/9 / 5/9 - 8/3 / 2)
