[177301] ['4/7', '5/6', '5/3', '5/2', '6'] -> (5/2 + 6 / (4/7 / 5/3)) / 5/6
[184007] ['1/4', '7/6', '6/5', '4/3', '7'] -> (7 / 6/5 - (7/6 - 4/3)) / 1/4
[184008] ['1/3', '3/7', '9/8', '7/6', '6'] -> 6 / ((9/8 - 1/3) / 7/6 - 3/7)
[184009] ['5/6', '8/7', '8/7', '5/3', '4'] -> 4 / (5/6 - 5/3 + 8/7 / 8/7)
[184010] ['7/9', '6/7', '7/5', '5/2', '5'] -> (7/5 + 5) * 5/2 / (7/9 * 6/7)
[184011] ['3/7', '3/7', '5/7', '9/4', '6'] -> 6 / (3/7 * (9/4 - 5/7 / 3/7))
[184012] ['4/7', '6/7', '9/5', '7/2', '8'] -> 8 / (7/2 * (4/7 - 6/7 / 9/5))
[184013] ['1/8', '5/6', '1', '9/7', '9/2'] -> (9/2 / 9/7 - 1) / (1/8 * 5/6)
[184014] ['5/7', '3/2', '7/4', '8/3', '9'] -> 7/4 * (5/7 + 9 + 3/2 * 8/3)
[184015] ['1/9', '2/5', '4/9', '4/9', '9'] -> 4/9 * 9 / (4/9 - 1/9 / 2/5)
[184016] ['2/3', '8/7', '5/4', '2', '5/2'] -> 2 / (2/3 / 8/7 - 5/4 / 5/2)
[184017] ['1/4', '7/6', '6/5', '3/2', '7'] -> 7 / ((1/4 + 3/2) / 6/5 - 7/6)
[184018] ['2/5', '3/7', '4/7', '4/3', '7'] -> 4/3 * ((3/7 + 7) / 2/5 - 4/7)
[184019] ['2/3', '8/7', '5/4', '2', '8/3'] -> (2 / (5/4 - 8/7) - 8/3) / 2/3
[184020] ['4/7', '7/8', '7/4', '5/2', '3'] -> 4/7 * 7/4 / (7/8 - 5/2 / 3)
[184021] ['5/7', '3/2', '7/4', '9/2', '9'] -> 7/4 * (5/7 * 9/2 + 3/2 + 9)
[184022] ['3/5', '3/5', '5/7', '8/7', '6'] -> 8/7 * 6 / (3/5 / 3/5 - 5/7)
[184023] ['7/9', '6/7', '7/5', '7/2', '5'] -> 5 * (6/7 * 7/2 + 7/5 / 7/9)
[184024] ['1/9', '2/5', '4/9', '5/7', '9'] -> (1/9 / 5/7 + 4/9 + 9) / 2/5
[184025] ['7/9', '6/7', '7/5', '9/2', '5'] -> 6/7 * 9/2 * (7/5 * 5 - 7/9)
[184026] ['1/3', '3/7', '9/8', '7/5', '6'] -> (3/7 + 6) * 7/5 / (1/3 * 9/8)
[184027] ['4/7', '7/8', '9/5', '9/5', '3'] -> 9/5 / 7/8 / (9/5 - 4/7 * 3)
[184028] ['5/6', '8/7', '8/7', '7/3', '4'] -> 8/7 / (5/6 * (4 - 8/7) - 7/3)
[184029] ['3/7', '4/7', '1', '9/8', '5/4'] -> 1 / ((9/8 - 4/7) / 3/7 - 5/4)
[184030] ['3/7', '5/7', '7/9', '8/9', '2'] -> (5/7 + 2) / (8/9 - 7/9) - 3/7
[184031] ['3/7', '3/7', '3/4', '7/8', '6'] -> (3/7 + 3/7 * 6) / (7/8 - 3/4)
[184032] ['3/5', '3/5', '5/7', '5/4', '6'] -> 6 * (3/5 / (5/7 - 3/5) - 5/4)
[184033] ['1/8', '5/6', '1', '7/5', '7/4'] -> (7/5 + 7/4) / 1/8 - 1 / 5/6
[184034] ['1/5', '1/5', '7/9', '1', '5/2'] -> (7/9 + 1) / (1/5 / (1/5 + 5/2))
[184035] ['1/4', '7/6', '6/5', '8/3', '7'] -> 8/3 / (1/4 - 7/6 / 6/5 / 7)
[184036] ['4/7', '7/8', '7/8', '8/9', '8'] -> 8 / (8/9 * (7/8 - 4/7 * 7/8))
[184037] ['3/7', '3/7', '3/4', '8/9', '6'] -> (3/7 + 6) / (3/4 - 3/7 / 8/9)
[184038] ['1/9', '2/5', '4/9', '5/6', '9'] -> 5/6 / (1/9 + 4/9) + 9 / 2/5
[184039] ['3/7', '5/7', '7/9', '9/8', '2'] -> 3/7 / (9/8 / 7/9 - 5/7 * 2)
[184040] ['1/5', '1/5', '7/9', '1', '8/3'] -> 1/5 * 8/3 / (1 - (1/5 + 7/9))
[184041] ['3/5', '3/5', '5/7', '9/7', '6'] -> (3/5 + 9/7 / 5/7) / (3/5 / 6)
[184042] ['5/7', '3/2', '9/5', '7/2', '9'] -> (9 + 5/7 * 9/5) / (3/2 / 7/2)
[184043] ['4/7', '7/8', '7/8', '9/8', '8'] -> 9/8 * 8 / (7/8 - 4/7 * 7/8)
[184044] ['2/3', '8/7', '9/7', '7/4', '2'] -> 2/3 / (2 * 8/7 / 9/7 - 7/4)
[184045] ['3/7', '3/7', '3/4', '8/7', '6'] -> (8/7 + 3/7 / 3/4) / (3/7 / 6)
[184046] ['1/3', '3/7', '9/8', '5/3', '6'] -> 9/8 * 6 * (5/3 / 3/7 - 1/3)
[184047] ['3/7', '5/7', '7/9', '8/7', '2'] -> 8/7 / (5/7 - 2 * 3/7 * 7/9)
[184048] ['1/4', '7/6', '6/5', '7/2', '7'] -> 6/5 * (7/2 / 1/4 + 7 / 7/6)
[184049] ['4/7', '7/8', '9/5', '5/2', '3'] -> (9/5 + 3) * 5/2 / (4/7 * 7/8)
[184050] ['3/7', '4/7', '1', '9/8', '3/2'] -> 3/7 / (4/7 / (3/2 - 1) - 9/8)
[184051] ['2/3', '8/7', '9/7', '9/5', '2'] -> 9/5 * (2 / (9/7 - 8/7) - 2/3)
[184052] ['1/9', '2/5', '4/9', '7/8', '9'] -> 7/8 + (9 + 1/9 / 4/9) / 2/5
[184053] ['1/3', '3/7', '9/8', '7/4', '6'] -> 3/7 / (6 * 1/3 / 7/4 - 9/8)
[184054] ['2/5', '3/7', '4/7', '8/3', '7'] -> 7 * (4/7 + 8/3 / (2/5 / 3/7))
[184055] ['3/7', '3/7', '3/4', '7/5', '6'] -> 3/7 * 6 / (3/4 / 7/5 - 3/7)
[184056] ['3/7', '4/7', '1', '9/8', '8/5'] -> 3/7 / (4/7 * 9/8 - 1 / 8/5)
[184057] ['1/9', '2/5', '4/9', '9/8', '9'] -> 4/9 / 1/9 + 9 / (2/5 * 9/8)
[184058] ['4/7', '7/8', '7/8', '9/7', '8'] -> 9/7 * 8 / (7/8 / 7/8 - 4/7)
[184059] ['2/5', '3/7', '4/7', '7/2', '7'] -> 4/7 - 3/7 / 2/5 + 7/2 * 7
[184060] ['3/7', '5/7', '7/9', '5/4', '2'] -> 2 / (7/9 * (5/4 - (3/7 + 5/7)))
[184061] ['4/7', '7/8', '9/5', '3', '9/2'] -> (9/5 + 3) * (9/2 + 4/7 * 7/8)
[184062] ['5/7', '3/2', '7/3', '7/3', '9'] -> (7/3 + 5/7 * 7/3) / (3/2 / 9)
[184063] ['3/7', '3/7', '3/4', '5/3', '6'] -> 6 / (3/4 * 5/3 - 3/7 / 3/7)
[184064] ['7/9', '6/7', '3/2', '5/2', '5'] -> 5/2 / (6/7 - 7/9) - 3/2 * 5
[184065] ['2/3', '8/7', '9/7', '2', '7/2'] -> 8/7 / (9/7 - 2/3 - 2 / 7/2)
[184066] ['3/7', '4/7', '1', '9/8', '9/5'] -> 3/7 / 9/8 / (4/7 - 1 / 9/5)
[184067] ['3/5', '3/5', '5/7', '7/4', '6'] -> 6 / (5/7 * 7/4 - 3/5 / 3/5)
[184068] ['4/7', '7/8', '7/8', '4/3', '8'] -> 8 / (4/3 - 4/7 * (7/8 + 7/8))
[184069] ['3/7', '3/7', '3/4', '7/4', '6'] -> 6 / 7/4 / (3/7 / 3/4 - 3/7)
[184070] ['7/9', '6/7', '3/2', '8/3', '5'] -> 8/3 * (3/2 + 5 / (7/9 * 6/7))
[184071] ['2/3', '8/7', '9/7', '2', '9/2'] -> 8/7 / (2/3 / 2 - 9/7 / 9/2)
[184072] ['4/7', '7/8', '9/4', '7/3', '3'] -> 9/4 / (4/7 * 7/8) * (7/3 + 3)
[184073] ['1/5', '1/5', '4/5', '1', '7/5'] -> (7/5 / 1/5 - 1) / (1/5 / 4/5)
[184074] ['5/6', '8/7', '7/6', '9/5', '4'] -> 4 / (5/6 * 9/5 - 8/7 * 7/6)
[184075] ['1/4', '7/6', '9/7', '5/3', '7'] -> 9/7 / (1/4 * 7/6 - 5/3 / 7)
[184076] ['1/3', '3/7', '8/7', '6/5', '6'] -> 6 / (1/3 * (8/7 - 3/7)) - 6/5
[184077] ['5/7', '3/2', '5/2', '5/2', '9'] -> 3/2 * (9 + (5/2 + 5/2) / 5/7)
[184078] ['2/3', '8/7', '4/3', '4/3', '2'] -> 2/3 / (4/3 * 4/3 - 2 / 8/7)
[184079] ['7/9', '6/7', '8/5', '8/5', '5'] -> (8/5 + 8/5) * 5 / (7/9 * 6/7)
[184080] ['3/7', '4/7', '1', '9/8', '9/2'] -> (3/7 + 4/7 * 9/2) / (9/8 - 1)
[184081] ['5/6', '8/7', '7/6', '5/2', '4'] -> 4 / (5/2 / 7/6 - (5/6 + 8/7))
[184082] ['1/3', '3/7', '8/7', '7/5', '6'] -> 8/7 / (1/3 * 7/5 - 3/7) - 6
[184083] ['4/7', '7/8', '7/3', '7/3', '3'] -> 3 / (7/3 - (7/8 + 4/7 * 7/3))
[184084] ['1/4', '7/6', '9/7', '7/3', '7'] -> 7/6 / 1/4 + 7/3 * (9/7 + 7)
[184085] ['3/7', '3/7', '7/9', '6/7', '6'] -> (6 + 6/7 / 3/7) / (3/7 * 7/9)
[184086] ['1/8', '5/6', '1', '7/4', '9/5'] -> 9/5 / (1/8 / 7/4) - 1 / 5/6
[184087] ['2/5', '3/7', '3/5', '5/6', '7'] -> 3/5 * (7 / (2/5 * 3/7) - 5/6)
[184088] ['7/9', '6/7', '8/5', '5/3', '5'] -> 8/5 * 5 * (6/7 + 5/3 / 7/9)
[184089] ['4/7', '7/8', '7/8', '9/5', '8'] -> (4/7 + 8) * (9/5 + 7/8 / 7/8)
[184090] ['5/6', '8/7', '6/5', '6/5', '4'] -> (6/5 + 4) / (6/5 / 8/7 - 5/6)
[184091] ['3/5', '3/5', '3/4', '3/4', '6'] -> 3/5 / (3/4 - 3/5 - 3/4 / 6)
[184092] ['1/9', '2/5', '1/2', '5/9', '9'] -> 9 * (5/9 / (2/5 * 1/2) - 1/9)
[184093] ['3/7', '3/7', '7/9', '8/9', '6'] -> 8/9 * 6 / (3/7 / 3/7 - 7/9)
[184094] ['4/7', '7/8', '7/8', '9/4', '8'] -> 8 * ((7/8 + 9/4) / 7/8 - 4/7)
[184095] ['3/7', '4/7', '1', '8/7', '7/5'] -> 8/7 / (1 - 4/7 / (3/7 * 7/5))
[184096] ['5/6', '8/7', '6/5', '5/4', '4'] -> 4 / (5/6 * (5/4 - 6/5 / 8/7))
[184097] ['3/5', '3/5', '3/4', '7/9', '6'] -> 6 / (3/5 - 7/9 * 3/5 * 3/4)
[184098] ['2/5', '3/7', '3/5', '5/4', '7'] -> (3/5 + 7) / (5/4 - 2/5 / 3/7)
[184099] ['3/7', '3/7', '7/9', '9/8', '6'] -> 6 / 9/8 / (3/7 / 3/7 - 7/9)
[184100] ['1/5', '1/5', '4/5', '1', '8/3'] -> 8/3 * (4/5 / 1/5 + 1 / 1/5)
[184101] ['5/7', '8/5', '8/5', '8/5', '9'] -> 8/5 + (8/5 + 8/5 * 9) / 5/7
[184102] ['7/9', '6/7', '8/5', '9/5', '5'] -> 5 / 7/9 / (9/5 / 8/5 - 6/7)
[184103] ['3/7', '4/7', '1', '8/7', '8/5'] -> (1 + 8/7) * 8/5 / (4/7 - 3/7)
[184104] ['2/5', '3/7', '3/5', '4/3', '7'] -> (3/7 + 3/5) * 7 / (2/5 / 4/3)
[184105] ['7/9', '6/7', '8/5', '9/4', '5'] -> 6/7 + 9/4 * 5 / (7/9 / 8/5)
[184106] ['4/7', '7/8', '8/3', '8/3', '3'] -> 3 * (8/3 + 8/3 / (4/7 * 7/8))
[184107] ['4/7', '7/8', '7/8', '9/2', '8'] -> ((9/2 + 8) / 4/7 - 7/8) / 7/8
[184108] ['2/3', '8/7', '4/3', '2', '7/2'] -> 8/7 / (4/3 / 7/2 - 2/3 / 2)
[184109] ['1/8', '5/6', '1', '9/5', '8/3'] -> (8/3 * 5/6 * 9/5 - 1) / 1/8
[184110] ['2/5', '3/7', '3/5', '7/5', '7'] -> 7 * (3/7 + (2/5 + 7/5) / 3/5)
[184111] ['1/5', '1/5', '5/6', '6/7', '1'] -> 5/6 / (1/5 / 6/7 - 1/5) - 1
[184112] ['5/6', '8/7', '6/5', '7/5', '4'] -> 4 / 7/5 / (8/7 / 6/5 - 5/6)
[184113] ['3/5', '3/5', '3/4', '5/4', '6'] -> 6 / 5/4 / (3/5 / 3/4 - 3/5)
[184114] ['7/9', '6/7', '8/5', '7/3', '5'] -> 8/5 * 5 * (7/3 + 7/9 * 6/7)
[184115] ['4/7', '7/8', '8/9', '8/9', '8'] -> 8 / (7/8 * (8/9 - 4/7 * 8/9))
[184116] ['1/3', '3/7', '7/6', '9/5', '6'] -> (6 - 1/3 / 7/6) / (3/7 / 9/5)
[184117] ['3/5', '3/5', '3/4', '9/7', '6'] -> 6 / (3/5 - 3/5 * 3/4 / 9/7)
[184118] ['2/5', '3/7', '3/5', '8/5', '7'] -> 7 * 3/7 * 8/5 / (3/5 - 2/5)
[184119] ['2/3', '8/7', '7/5', '3/2', '2'] -> 8/7 / 2/3 / (3/2 - 2 / 7/5)
[184120] ['1/4', '7/6', '7/5', '8/5', '7'] -> (7/5 / 1/4 - 8/5) / (7/6 / 7)
[184121] ['3/7', '4/7', '1', '8/7', '9/4'] -> 8/7 / 4/7 / (1 / 3/7 - 9/4)
[184122] ['3/7', '5/7', '4/5', '4/5', '2'] -> 4/5 / (5/7 / (3/7 * 2) - 4/5)
[184123] ['3/5', '3/5', '3/4', '7/5', '6'] -> 3/5 * 6 / (7/5 - 3/4 / 3/5)
[184124] ['4/7', '7/8', '8/9', '7/6', '8'] -> 7/6 * 8 / (8/9 - 4/7 * 7/8)
[184125] ['2/5', '3/7', '3/5', '5/3', '7'] -> (7 - 2/5) / (3/7 * 3/5) - 5/3
[184126] ['7/9', '6/7', '8/5', '8/3', '5'] -> 5 * (6/7 * 8/5 + 8/3 / 7/9)
[184127] ['5/6', '8/7', '6/5', '8/5', '4'] -> 4 / 5/6 / (8/5 / 8/7 - 6/5)
[184128] ['1/9', '2/5', '1/2', '4/5', '9'] -> 4/5 / (1/2 * (1/9 - 2/5 / 9))
[184129] ['1/4', '7/6', '7/5', '5/3', '7'] -> 7 / 1/4 / (7/5 * 5/3 - 7/6)
[184130] ['4/7', '7/8', '8/9', '6/5', '8'] -> 8 / (7/8 * 6/5) / (8/9 - 4/7)
[184131] ['2/5', '3/7', '3/5', '7/4', '7'] -> 2/5 / (3/5 - 7/4 / (3/7 * 7))
[184132] ['1/5', '1/5', '5/6', '1', '4/3'] -> 1 / (5/6 * (1/5 - 1/5 / 4/3))
[184133] ['1/8', '6/7', '6/7', '7/8', '1'] -> 6/7 / 1/8 / (1 / 7/8 - 6/7)
[184134] ['7/9', '6/7', '8/5', '7/2', '5'] -> 8/5 / 6/7 / (7/9 - 7/2 / 5)
[184135] ['2/3', '8/7', '7/5', '7/4', '2'] -> 2 / 7/5 / (2/3 + 8/7 - 7/4)
[184136] ['3/7', '4/7', '1', '8/7', '7/2'] -> 4/7 / (7/2 - (8/7 + 1 / 3/7))
[184137] ['7/9', '6/7', '8/5', '9/2', '5'] -> 8/5 * 9/2 * 5 * 7/9 * 6/7
[184138] ['1/4', '7/6', '7/5', '9/5', '7'] -> 7/5 / 7/6 / (9/5 - 1/4 * 7)
[184139] ['1/8', '6/7', '6/7', '1', '9/8'] -> 6/7 / (9/8 * (1 - 6/7) - 1/8)
[184140] ['3/7', '5/7', '4/5', '6/5', '2'] -> (6/5 + 3/7 * 2) / (4/5 - 5/7)
[184141] ['1/9', '2/5', '1/2', '9/8', '9'] -> (1/2 / 1/9 + 9 / 2/5) / 9/8
[184142] ['2/5', '3/7', '3/5', '5/2', '7'] -> (3/7 + 3/5) / (2/5 - 5/2 / 7)
[184143] ['7/9', '6/7', '5/3', '9/5', '5'] -> 5 * (6/7 + 9/5 + 5/3 / 7/9)
[184144] ['3/7', '4/7', '1', '7/6', '6/5'] -> 4/7 / ((3/7 + 1) / 6/5 - 7/6)
[184145] ['3/7', '5/7', '4/5', '5/4', '2'] -> 2 / (4/5 / (3/7 / 5/7) - 5/4)
[184146] ['5/6', '8/7', '6/5', '7/3', '4'] -> (6/5 + 8/7 / 5/6) * 7/3 * 4
[184147] ['1/8', '6/7', '6/7', '1', '6/5'] -> 6/7 / 1/8 / (1 - 6/7 / 6/5)
[184148] ['1/4', '7/6', '7/5', '5/2', '7'] -> 7 / (7/6 - 5/2 * 1/4 * 7/5)
[184149] ['2/5', '3/7', '3/5', '8/3', '7'] -> (3/5 + 3/7 * 7) / (2/5 / 8/3)
[184150] ['5/7', '8/5', '5/3', '9/5', '9'] -> 9/5 * ((5/3 + 9) / 5/7 - 8/5)
[184151] ['3/7', '3/7', '7/9', '9/4', '6'] -> (7/9 + 3/7 / 3/7) * 9/4 * 6
[184152] ['7/9', '6/7', '5/3', '9/4', '5'] -> 6/7 / ((5/3 + 9/4) / 7/9 - 5)
[184153] ['3/7', '5/7', '4/5', '4/3', '2'] -> 2 / (4/3 - (5/7 + 3/7 / 4/5))
[184154] ['5/7', '8/5', '5/3', '9/4', '9'] -> 8/5 * 9/4 * (9 - 5/3 / 5/7)
[184155] ['3/5', '3/5', '7/9', '6/5', '6'] -> (6/5 + 6 / 3/5) / (3/5 * 7/9)
[184156] ['3/7', '4/7', '1', '7/6', '7/5'] -> 4/7 / (7/6 - (3/7 + 1 / 7/5))
[184157] ['1/4', '7/6', '7/5', '8/3', '7'] -> 8/3 / (1/4 - 7/6 / (7/5 + 7))
[184158] ['2/3', '8/7', '7/5', '2', '9/2'] -> 7/5 * 9/2 * (2 + 2/3 + 8/7)
[184159] ['3/7', '4/7', '1', '7/6', '3/2'] -> 1 / (7/6 - 3/2 * 3/7 / 4/7)
[184160] ['7/9', '6/7', '5/3', '8/3', '5'] -> 8/3 * (7/9 * 6/7 + 5/3 * 5)
[184161] ['4/7', '8/9', '8/9', '5/3', '3'] -> 8/9 * 3 / (5/3 - 8/9 / 4/7)
[184162] ['1/3', '3/7', '6/5', '9/2', '6'] -> 6 / (1/3 - 3/7 / 9/2) - 6/5
[184163] ['2/5', '3/7', '5/8', '3/4', '7'] -> 7 * (3/7 + 3/4 / (2/5 * 5/8))
[184164] ['3/7', '3/7', '4/5', '5/6', '6'] -> 3/7 / 3/7 / (5/6 - 4/5) - 6
[184165] ['2/3', '8/7', '3/2', '8/5', '2'] -> 3/2 / (2 / (8/7 + 8/5) - 2/3)
[184166] ['1/9', '2/5', '1/2', '8/5', '9'] -> 8/5 / (2/5 * (1/9 + 1/2 / 9))
[184167] ['5/6', '8/7', '5/4', '9/7', '4'] -> (8/7 + 4) / (5/4 / 5/6 - 9/7)
[184168] ['3/5', '3/5', '7/9', '7/5', '6'] -> (3/5 + 7/5 / 7/9) / (3/5 / 6)
[184169] ['7/9', '6/7', '5/3', '9/2', '5'] -> 7/9 * (6/7 + 9/2 * (5/3 + 5))
[184170] ['1/3', '3/7', '5/4', '5/4', '6'] -> 5/4 + (6 + 5/4 / 1/3) / 3/7
[184171] ['3/7', '5/7', '4/5', '9/5', '2'] -> (3/7 + 9/5) / (4/5 - 5/7) - 2
[184172] ['3/7', '4/7', '1', '7/6', '5/3'] -> 4/7 / (7/6 - 3/7 * (1 + 5/3))
[184173] ['2/3', '8/7', '3/2', '5/3', '2'] -> 3/2 / (5/3 / (8/7 * 2) - 2/3)
[184174] ['2/5', '3/7', '5/8', '4/5', '7'] -> 3/7 * 7 / (5/8 - 2/5 / 4/5)
[184175] ['7/9', '6/7', '7/4', '7/4', '5'] -> 5 / (7/4 / 7/9 - 7/4 / 6/7)
[184176] ['1/9', '2/5', '1/2', '9/5', '9'] -> (9/5 + 2/5 + 1/2) * (9 - 1/9)
[184177] ['1/3', '3/7', '5/4', '7/5', '6'] -> 6 / (1/3 * 3/7) / (5/4 * 7/5)
[184178] ['1/4', '7/6', '8/5', '9/5', '7'] -> 7 / (1/4 + 7/6 - 9/5 / 8/5)
[184179] ['1/9', '2/5', '1/2', '9/4', '9'] -> 1/9 * 9/4 + (1/2 + 9) / 2/5
[184180] ['4/7', '7/8', '8/9', '7/2', '8'] -> 8 / (4/7 - 7/8 / 7/2) - 8/9
[184181] ['1/5', '1/5', '6/7', '1', '5/4'] -> 1 / 5/4 / (1/5 / 6/7 - 1/5)
[184182] ['3/7', '4/7', '1', '7/6', '9/4'] -> 4/7 / (3/7 / 9/4 + 1 - 7/6)
[184183] ['3/7', '3/7', '4/5', '8/7', '6'] -> (6 / 3/7 - 8/7) / (3/7 / 4/5)
[184184] ['4/7', '8/9', '8/9', '8/3', '3'] -> 8/3 / ((8/9 + 8/9) / 4/7 - 3)
[184185] ['1/3', '3/7', '5/4', '8/5', '6'] -> 6 * (1/3 / 5/4 + 8/5 / 3/7)
[184186] ['1/4', '7/6', '8/5', '7/3', '7'] -> 8/5 * (7 + 7/3 / (1/4 * 7/6))
[184187] ['2/5', '3/7', '5/8', '7/8', '7'] -> 7 / (7/8 - 5/8 * 2/5 / 3/7)
[184188] ['7/9', '6/7', '7/4', '9/4', '5'] -> 6/7 / (9/4 / 7/9 - 5 / 7/4)
[184189] ['1/4', '7/6', '8/5', '5/2', '7'] -> 8/5 / (7/6 / 7 - 1/4 / 5/2)
[184190] ['3/5', '3/5', '7/9', '9/4', '6'] -> (7/9 + 3/5 / 3/5) * 9/4 * 6
[184191] ['5/7', '8/5', '7/4', '5/2', '9'] -> 7/4 * (5/7 + 9 + 8/5 * 5/2)
[184192] ['3/7', '3/7', '4/5', '5/4', '6'] -> 6 / 5/4 / (3/7 / 3/7 - 4/5)
[184193] ['1/9', '2/5', '5/9', '5/9', '9'] -> 9 * ((5/9 + 5/9) / 2/5 - 1/9)
[184194] ['3/7', '4/7', '1', '7/6', '7/2'] -> (4/7 + 7/2) / (7/6 - 1) - 3/7
[184195] ['2/5', '3/7', '5/8', '9/8', '7'] -> (9/8 / 5/8 - 3/7) / (2/5 / 7)
[184196] ['5/7', '8/5', '7/4', '7/2', '9'] -> 9 / (5/7 * 7/2) / (7/4 - 8/5)
[184197] ['4/7', '7/8', '9/8', '9/7', '8'] -> 8 / (7/8 / 9/8 - 4/7 / 9/7)
[184198] ['7/9', '6/7', '7/4', '5/2', '5'] -> 6/7 / (5 - (7/4 + 5/2 / 7/9))
[184199] ['1/4', '7/6', '8/5', '7/2', '7'] -> 7/2 / (1/4 - 7/6 / 8/5 / 7)
[184200] ['3/5', '3/5', '7/9', '8/3', '6'] -> (6 + 3/5 / 3/5) / (7/9 / 8/3)
[184201] ['5/6', '8/7', '5/4', '9/4', '4'] -> (9/4 + 4) / (5/4 / 8/7 - 5/6)
[184202] ['1/8', '6/7', '7/8', '1', '5/3'] -> (5/3 + 1 / (6/7 * 7/8)) / 1/8
[184203] ['2/3', '8/7', '8/5', '2', '9/4'] -> 2 / (8/7 - 2/3 * 8/5) - 9/4
[184204] ['4/7', '7/8', '9/8', '7/5', '8'] -> (7/8 + 9/8) * 7/5 * (4/7 + 8)
[184205] ['1/4', '7/6', '8/5', '9/2', '7'] -> (9/2 + 7) / (7/6 / 8/5 - 1/4)
[184206] ['3/7', '4/7', '1', '6/5', '9/7'] -> 4/7 / (9/7 - (3/7 + 1 / 6/5))
[184207] ['4/7', '7/8', '9/8', '3/2', '8'] -> 3/2 * (7/8 + 9/8 + 8 / 4/7)
[184208] ['1/8', '6/7', '7/8', '1', '7/4'] -> 6/7 + (7/4 + 1 / 7/8) / 1/8
[184209] ['3/5', '3/5', '7/9', '9/2', '6'] -> 6 * (3/5 + 7/9 * 9/2) - 3/5
[184210] ['1/4', '7/6', '5/3', '9/5', '7'] -> 9/5 * (7/6 / 1/4 + 5/3 + 7)
[184211] ['3/7', '5/7', '5/6', '8/7', '2'] -> 8/7 / (5/6 - (3/7 + 5/7 / 2))
[184212] ['5/6', '8/7', '5/4', '5/2', '4'] -> 5/2 / (5/6 * (5/4 - 8/7)) - 4
[184213] ['3/7', '4/7', '1', '6/5', '4/3'] -> 4/7 / (3/7 / 6/5 + 1 - 4/3)
[184214] ['2/5', '3/7', '5/8', '5/4', '7'] -> 3/7 * 7 / (5/8 - 2/5 * 5/4)
[184215] ['1/9', '2/5', '5/9', '7/9', '9'] -> 1/9 - 5/9 + (7/9 + 9) / 2/5
[184216] ['3/5', '3/5', '4/5', '4/5', '6'] -> 4/5 * 6 / (3/5 / 3/5 - 4/5)
[184217] ['1/3', '3/7', '9/7', '7/5', '6'] -> 7/5 * (3/7 - 9/7 + 6 / 1/3)
[184218] ['1/5', '1/5', '6/7', '1', '7/3'] -> (1 + 1/5 + 6/7) / (1/5 / 7/3)
[184219] ['5/6', '8/7', '5/4', '8/3', '4'] -> (5/4 + 4) / (5/6 / (8/7 + 8/3))
[184220] ['2/5', '3/7', '5/8', '9/7', '7'] -> (9/7 - 3/7) * 7 / (2/5 * 5/8)
[184221] ['4/7', '7/8', '9/8', '5/3', '8'] -> 8 / (9/8 / 7/8 - 4/7 * 5/3)
[184222] ['1/8', '6/7', '7/8', '1', '7/3'] -> 1 + (7/8 + 6/7 * 7/3) / 1/8
[184223] ['1/4', '7/6', '7/4', '9/5', '7'] -> 9/5 / (1/4 * 7/4) * (7 - 7/6)
[184224] ['3/7', '3/7', '4/5', '7/3', '6'] -> 6 / 7/3 / (3/7 / 4/5 - 3/7)
[184225] ['5/7', '8/5', '9/5', '7/2', '9'] -> 8/5 * 7/2 * (9 / 9/5 - 5/7)
[184226] ['1/3', '3/7', '9/7', '9/5', '6'] -> (9/7 - 1/3) * 6 / (3/7 / 9/5)
[184227] ['2/3', '8/7', '8/5', '2', '9/2'] -> (8/7 + 8/5) * (2 + 9/2 / 2/3)
[184228] ['5/6', '8/7', '9/7', '9/7', '4'] -> (8/7 + 4) / (9/7 - 5/6 * 9/7)
[184229] ['1/8', '6/7', '7/8', '1', '8/3'] -> (1 + 8/3 * 6/7 * 7/8) / 1/8
[184230] ['7/9', '6/7', '9/5', '9/2', '5'] -> 5 * (9/5 + 9/2 * 7/9 * 6/7)
[184231] ['3/5', '3/5', '4/5', '7/6', '6'] -> 6 / (3/5 * (7/6 - 3/5 / 4/5))
[184232] ['3/7', '3/7', '4/5', '8/3', '6'] -> 4/5 * (6 / (3/7 * 3/7) - 8/3)
[184233] ['1/5', '1/5', '6/7', '1', '7/2'] -> 7/2 * (6/7 + (1/5 + 1) / 1/5)
[184234] ['1/3', '3/7', '4/3', '4/3', '6'] -> 4/3 * (4/3 / 1/3 + 6 / 3/7)
[184235] ['4/7', '8/9', '9/8', '3/2', '3'] -> 9/8 / (3 - 3/2 / (4/7 * 8/9))
[184236] ['3/7', '4/7', '1', '6/5', '9/5'] -> 6/5 / (9/5 - (1 + 3/7 / 4/7))
[184237] ['1/9', '2/5', '5/9', '8/7', '9'] -> 8/7 * ((9 - 5/9) / 2/5 - 1/9)
[184238] ['7/9', '6/7', '9/4', '7/3', '5'] -> 6/7 * 9/4 * (7/9 + 7/3 * 5)
[184239] ['5/6', '8/7', '9/7', '5/3', '4'] -> 4 / (9/7 * 5/3 - (5/6 + 8/7))
[184240] ['4/7', '7/8', '9/8', '8/3', '8'] -> 9/8 / (4/7 * 7/8) * (8/3 + 8)
[184241] ['1/9', '2/5', '5/9', '7/6', '9'] -> 9 * (1/9 + 7/6 + 5/9 / 2/5)
[184242] ['3/7', '3/7', '4/5', '9/2', '6'] -> 4/5 * (3/7 + 6 * (3/7 + 9/2))
