[195031] ['3/4', '7/9', '8/7', '4/3', '8'] -> 8 / (3/4 * (4/3 - 7/9 * 8/7))
[203034] ['5/6', '8/9', '6/5', '5/3', '5'] -> 5/3 / (8/9 - 5/6) - 6/5 * 5
[203035] ['1/7', '1/4', '3/8', '3/4', '1'] -> (1 / 1/7 - 1/4) / (3/8 * 3/4)
[203036] ['5/8', '7/9', '7/4', '5/2', '6'] -> 5/2 * (6 + 7/4 / (5/8 * 7/9))
[203037] ['5/8', '5/8', '7/6', '9/2', '8'] -> (9/2 - 5/8 / 5/8) / (7/6 / 8)
[203038] ['2/9', '3/4', '6/7', '9/4', '3'] -> (9/4 + 3 / (2/9 * 6/7)) / 3/4
[203039] ['4/5', '6/7', '6/7', '6/5', '9'] -> 6/7 + (6/7 + 6/5) / (4/5 / 9)
[203040] ['3/8', '2/5', '8/9', '5/4', '6'] -> (2/5 + 6) * 5/4 / (3/8 * 8/9)
[203041] ['3/7', '1', '4/3', '5/3', '8/3'] -> 8/3 / (1 / 3/7 - 4/3 * 5/3)
[203042] ['1/9', '4/5', '8/7', '9/5', '9'] -> 9/5 / (9 * 1/9 / 8/7 - 4/5)
[203043] ['5/8', '5/8', '6/5', '6/5', '8'] -> (6/5 + 6/5) * 8 * (5/8 + 5/8)
[203044] ['3/7', '8/9', '7/6', '4/3', '6'] -> 4/3 * 6 / (8/9 / 7/6 - 3/7)
[203045] ['1/5', '3/7', '1', '9/5', '5/2'] -> (9/5 - 3/7) / (1/5 / (1 + 5/2))
[203046] ['2/9', '3/4', '6/7', '7/3', '3'] -> 6/7 * 7/3 / (3/4 - 2/9 * 3)
[203047] ['1/7', '1/4', '3/8', '4/5', '1'] -> (1/4 + 1 / (1/7 * 4/5)) / 3/8
[203048] ['5/6', '8/9', '6/5', '9/4', '5'] -> 5 / (9/4 * (5/6 - 8/9 / 6/5))
[203049] ['5/8', '5/8', '6/5', '5/4', '8'] -> 6/5 * 8 * (5/4 + 5/8 + 5/8)
[203050] ['2/5', '4/5', '7/6', '6/5', '7'] -> (2/5 + 6/5 * 7) / (7/6 - 4/5)
[203051] ['5/8', '7/9', '9/5', '9/5', '6'] -> 6 / (5/8 * (9/5 - 7/9 * 9/5))
[203052] ['2/9', '3/4', '6/7', '8/3', '3'] -> (3 + 8/3 * 3/4 / 6/7) / 2/9
[203053] ['1/5', '3/7', '1', '9/5', '8/3'] -> 9/5 / 3/7 / (1 / 8/3 - 1/5)
[203054] ['1/7', '1/4', '3/8', '5/6', '1'] -> 1 / ((3/8 - 1/4) / 1/7 - 5/6)
[203055] ['3/8', '2/5', '8/9', '4/3', '6'] -> (6 + 4/3 / 2/5) / 3/8 - 8/9
[203056] ['1/6', '3/5', '7/9', '7/6', '2'] -> (7/9 / 7/6 + 2 / 3/5) / 1/6
[203057] ['4/5', '6/7', '6/7', '4/3', '9'] -> 9 * (6/7 / 6/7 + 4/3 / 4/5)
[203058] ['5/6', '8/9', '6/5', '8/3', '5'] -> 5 * (6/5 + 8/3 / (5/6 * 8/9))
[203059] ['1/7', '2/3', '8/9', '7/4', '7'] -> 2/3 / 7/4 / (1/7 - 8/9 / 7)
[203060] ['2/5', '4/5', '7/6', '3/2', '7'] -> (7/6 + 3/2) * (7 + 4/5 / 2/5)
[203061] ['3/4', '7/9', '7/5', '2', '8/3'] -> (2 + 8/3) / (3/4 - 7/9 / 7/5)
[203062] ['5/8', '7/9', '9/5', '7/3', '6'] -> (7/3 + 6) / (5/8 * 9/5 - 7/9)
[203063] ['1/7', '1/4', '3/8', '8/9', '1'] -> 1 / (3/8 * (1/4 - 1/7)) - 8/9
[203064] ['5/6', '8/9', '6/5', '7/2', '5'] -> 8/9 * 5 * (6/5 + 7/2 / 5/6)
[203065] ['4/5', '6/7', '6/7', '3/2', '9'] -> 6/7 + 9 * (3/2 + 6/7 / 4/5)
[203066] ['3/8', '2/5', '8/9', '5/3', '6'] -> (6 - 2/5) / (3/8 / 5/3) - 8/9
[203067] ['2/5', '4/5', '7/6', '9/5', '7'] -> 4/5 * 7 / (9/5 - (2/5 + 7/6))
[203068] ['7/9', '5/6', '7/8', '7/3', '8'] -> 8 * (7/9 + 7/3 * 5/6 / 7/8)
[203069] ['2/9', '3/4', '7/8', '8/7', '3'] -> (3 + 7/8 * 8/7) / (2/9 * 3/4)
[203070] ['5/8', '5/8', '6/5', '8/3', '8'] -> 8 / 8/3 / (5/8 * 6/5 - 5/8)
[203071] ['4/5', '6/7', '6/7', '5/3', '9'] -> (4/5 + 6/7) * 5/3 * 9 - 6/7
[203072] ['1/5', '3/7', '1', '9/4', '8/3'] -> 9/4 * (8/3 / (3/7 - 1/5) - 1)
[203073] ['1/9', '4/5', '7/6', '7/6', '9'] -> 4/5 * (9 + (7/6 + 7/6) / 1/9)
[203074] ['1/7', '1/4', '3/8', '1', '7/6'] -> 1 / (1/7 * 7/6 + 1/4 - 3/8)
[203075] ['5/8', '5/8', '6/5', '7/2', '8'] -> 6/5 * 8 * (7/2 - 5/8 / 5/8)
[203076] ['1/6', '3/5', '7/9', '4/3', '2'] -> (2 / (1/6 * 3/5) - 4/3) / 7/9
[203077] ['3/7', '1', '4/3', '7/4', '7/2'] -> 1 / 7/2 / (3/7 + 4/3 - 7/4)
[203078] ['5/8', '7/9', '9/5', '7/2', '6'] -> 6 / (5/8 * 7/9) / (9/5 / 7/2)
[203079] ['4/5', '6/7', '6/7', '7/4', '9'] -> 9 / 7/4 / (6/7 / 4/5 - 6/7)
[203080] ['3/8', '2/5', '8/9', '9/4', '6'] -> 9/4 / (2/5 / 8/9 - 3/8) - 6
[203081] ['3/7', '8/9', '7/6', '9/4', '6'] -> 6 / (3/7 / 8/9) / (7/6 / 9/4)
[203082] ['7/9', '5/6', '7/8', '7/2', '8'] -> (7/2 - 5/6) * 8 / (7/9 / 7/8)
[203083] ['3/4', '7/9', '3/2', '3/2', '2'] -> 2 / (7/9 - 3/4) / (3/2 + 3/2)
[203084] ['3/7', '1', '4/3', '7/4', '9/2'] -> 4/3 * 9/2 / (1 - 3/7 * 7/4)
[203085] ['2/5', '4/5', '6/5', '6/5', '7'] -> (6/5 + 6/5 * 7) / (4/5 - 2/5)
[203086] ['5/8', '7/9', '9/5', '9/2', '6'] -> 9/2 * 6 / (7/9 + 5/8 / 9/5)
[203087] ['5/8', '5/8', '5/4', '9/5', '8'] -> 8 * (5/8 + 5/4 + 5/8 * 9/5)
[203088] ['1/7', '2/3', '9/8', '9/8', '7'] -> (9/8 / 1/7 + 9/8 + 7) / 2/3
[203089] ['3/8', '2/5', '8/9', '7/3', '6'] -> 6 * (7/3 / 3/8 - 8/9 / 2/5)
[203090] ['3/7', '8/9', '7/6', '7/3', '6'] -> 7/3 + 6 * (8/9 + 7/6 / 3/7)
[203091] ['2/5', '4/5', '6/5', '5/4', '7'] -> (7 + 4/5 * 5/4) / (2/5 / 6/5)
[203092] ['3/7', '1', '4/3', '9/5', '9/4'] -> 1 / (9/5 - (3/7 + 4/3)) - 9/4
[203093] ['1/7', '2/3', '9/8', '8/7', '7'] -> (7 + 8/7 / (1/7 / 9/8)) / 2/3
[203094] ['1/6', '3/5', '7/9', '8/5', '2'] -> 8/5 / (3/5 * 7/9 / 2 - 1/6)
[203095] ['7/9', '5/6', '8/9', '9/7', '8'] -> 8 / (9/7 - 8/9 / (7/9 / 5/6))
[203096] ['5/8', '5/8', '5/4', '7/3', '8'] -> 5/8 * 8 / (5/8 * 7/3 - 5/4)
[203097] ['2/5', '4/5', '6/5', '4/3', '7'] -> 4/5 / 6/5 + 7 / (2/5 / 4/3)
[203098] ['4/5', '6/7', '6/7', '7/3', '9'] -> 4/5 * 9 * (7/3 + 6/7 / 6/7)
[203099] ['5/8', '7/9', '9/4', '8/3', '6'] -> 8/3 / (5/8 * 7/9 - 9/4 / 6)
[203100] ['3/7', '8/9', '7/6', '8/3', '6'] -> 7/6 * 6 * (3/7 + 8/3 / 8/9)
[203101] ['1/7', '1/4', '3/8', '1', '5/3'] -> 1 / (1/7 * (3/8 + 5/3) - 1/4)
[203102] ['2/5', '4/5', '6/5', '7/5', '7'] -> (7 + 6/5 + 7/5) / (4/5 - 2/5)
[203103] ['1/9', '4/5', '7/6', '5/3', '9'] -> 4/5 / (1/9 - 7/6 / 5/3 / 9)
[203104] ['5/8', '5/8', '5/4', '9/2', '8'] -> (5/4 * (9/2 + 8) - 5/8) / 5/8
[203105] ['3/8', '2/5', '8/9', '9/2', '6'] -> 8/9 * (9/2 / 3/8 + 6 / 2/5)
[203106] ['7/9', '5/6', '8/9', '9/5', '8'] -> 8 / (7/9 * 9/5 - 8/9 / 5/6)
[203107] ['3/7', '1', '4/3', '9/5', '8/3'] -> 8/3 / (3/7 * (1 - 4/3 / 9/5))
[203108] ['1/6', '3/5', '7/9', '2', '7/3'] -> (7/3 + 3/5 * (7/9 + 2)) / 1/6
[203109] ['2/5', '4/5', '6/5', '7/4', '7'] -> (4/5 * 7/4 + 6/5 + 7) / 2/5
[203110] ['5/8', '7/9', '7/3', '7/2', '6'] -> 7/3 / (7/2 / 6 - 5/8 * 7/9)
[203111] ['5/8', '5/8', '9/7', '4/3', '8'] -> 9/7 * 8 * (4/3 + 5/8 / 5/8)
[203112] ['1/7', '1/4', '3/8', '1', '5/2'] -> (1 / 1/7 - 3/8) / 1/4 - 5/2
[203113] ['7/9', '5/6', '8/9', '7/3', '8'] -> 8 / (7/3 - (7/9 + 8/9) / 5/6)
[203114] ['1/6', '3/5', '7/9', '2', '5/2'] -> 2 / (7/9 - 5/2 * 1/6 / 3/5)
[203115] ['1/9', '4/5', '7/6', '9/4', '9'] -> 9/4 + 7/6 / 1/9 + 9 / 4/5
[203116] ['2/9', '3/4', '7/8', '8/3', '3'] -> 8/3 / (2/9 * (7/8 + 3) - 3/4)
[203117] ['7/9', '5/6', '8/9', '7/2', '8'] -> 8 * (7/2 - 5/6 / (7/9 + 8/9))
[203118] ['2/5', '4/5', '5/4', '5/4', '7'] -> 5/4 + 7 * (5/4 + 4/5 / 2/5)
[203119] ['1/7', '2/3', '9/8', '3/2', '7'] -> 7 / (2/3 - 1/7 * (9/8 + 3/2))
[203120] ['3/8', '2/5', '9/8', '9/7', '6'] -> (9/7 + 9/8 / 3/8) * (6 - 2/5)
[203121] ['5/8', '7/9', '5/2', '8/3', '6'] -> 8/3 / (7/9 - 5/2 / (5/8 * 6))
[203122] ['7/9', '5/6', '9/8', '9/8', '8'] -> 8 * 7/9 * 9/8 / (9/8 - 5/6)
[203123] ['2/5', '4/5', '5/4', '9/7', '7'] -> (4/5 + 2/5 / 7) / (9/7 - 5/4)
[203124] ['3/7', '1', '4/3', '9/4', '5/2'] -> 5/2 / (3/7 + 1 - 4/3) - 9/4
[203125] ['5/8', '7/9', '5/2', '7/2', '6'] -> 6 + 5/2 * 7/2 / (5/8 * 7/9)
[203126] ['1/5', '3/7', '1', '8/3', '8/3'] -> 8/3 * (1 / (1/5 * 3/7) - 8/3)
[203127] ['2/9', '3/4', '8/9', '7/6', '3'] -> 3 / 2/9 / (7/6 / 8/9 - 3/4)
[203128] ['2/5', '4/5', '5/4', '7/5', '7'] -> (4/5 + 2/5 * 7) / (7/5 - 5/4)
[203129] ['3/7', '1', '4/3', '9/4', '8/3'] -> 8/3 / 4/3 / (1 / 3/7 - 9/4)
[203130] ['5/8', '5/8', '9/7', '5/3', '8'] -> 8 / (5/8 - 5/8 / 9/7 / 5/3)
[203131] ['3/7', '8/9', '6/5', '5/3', '6'] -> (6 / 3/7 - 6/5) / (8/9 / 5/3)
[203132] ['1/6', '3/5', '4/5', '8/9', '2'] -> (4/5 + 2 / 1/6) / (3/5 * 8/9)
[203133] ['1/7', '1/4', '2/5', '1/2', '1'] -> (1/2 / 1/7 + 1 / 2/5) / 1/4
[203134] ['5/8', '7/9', '8/3', '8/3', '6'] -> 8/3 * (6 + 5/8 + 8/3) - 7/9
[203135] ['1/9', '4/5', '6/5', '9/7', '9'] -> 4/5 / (9/7 / 9 - 1/9) - 6/5
[203136] ['1/7', '2/3', '9/8', '9/5', '7'] -> 1/7 * 7 / (2/3 - 9/8 / 9/5)
[203137] ['3/8', '2/5', '9/8', '7/4', '6'] -> 7/4 / (9/8 - 2/5 / 3/8) - 6
[203138] ['3/7', '1', '4/3', '9/4', '7/2'] -> 4/3 / 7/2 / (1 / 9/4 - 3/7)
[203139] ['4/5', '6/7', '7/8', '9/7', '9'] -> (6/7 + 9/7) / (7/8 / (4/5 + 9))
[203140] ['1/6', '3/5', '4/5', '9/8', '2'] -> (4/5 + 2 / 1/6) / (3/5 / 9/8)
[203141] ['1/7', '2/3', '9/8', '9/4', '7'] -> (1/7 + 9/4) / (2/3 / 7) - 9/8
[203142] ['7/9', '5/6', '9/8', '5/4', '8'] -> 8 * 5/6 * 5/4 / (9/8 - 7/9)
[203143] ['5/8', '7/9', '7/2', '7/2', '6'] -> (6 + (7/2 + 7/2) / 7/9) / 5/8
[203144] ['3/4', '7/9', '8/5', '2', '8/3'] -> 8/3 / (7/9 / 8/5 - 3/4 / 2)
[203145] ['1/9', '4/5', '6/5', '7/5', '9'] -> (9 + (4/5 + 7/5) / 1/9) / 6/5
[203146] ['3/7', '1', '4/3', '9/4', '9/2'] -> 9/2 * (1 / 3/7 + 4/3 * 9/4)
[203147] ['2/9', '3/4', '8/9', '8/5', '3'] -> (3/4 + 3) * 8/5 / (2/9 / 8/9)
[203148] ['5/8', '5/8', '9/7', '9/4', '8'] -> 8 * (5/8 + 5/8 + 9/4 / 9/7)
[203149] ['1/6', '3/5', '4/5', '8/7', '2'] -> 8/7 / (3/5 / (4/5 + 2) - 1/6)
[203150] ['1/7', '2/3', '9/8', '5/2', '7'] -> 7 / (1/7 * (5/2 + 2/3 - 9/8))
[203151] ['2/5', '4/5', '5/4', '7/4', '7'] -> (7/4 * (7 - 4/5) - 5/4) / 2/5
[203152] ['5/8', '5/8', '9/7', '5/2', '8'] -> (9/7 + 5/8 / 5/8) * (5/2 + 8)
[203153] ['1/9', '4/5', '6/5', '9/5', '9'] -> 9/5 / (4/5 / 6/5) * (9 - 1/9)
[203154] ['3/8', '2/5', '9/8', '8/3', '6'] -> (8/3 + 6) / (2/5 / 9/8) - 3/8
[203155] ['1/6', '3/5', '4/5', '7/6', '2'] -> (4/5 + 2) / (7/6 * 1/6 * 3/5)
[203156] ['4/5', '6/7', '7/8', '3/2', '9'] -> 9 / (7/8 * (3/2 - 6/7 / 4/5))
[203157] ['3/4', '7/9', '5/3', '5/3', '2'] -> 5/3 * 2 / (5/3 - (3/4 + 7/9))
[203158] ['5/8', '5/8', '9/7', '8/3', '8'] -> 9/7 * 8/3 * (8 - 5/8 / 5/8)
[203159] ['1/7', '2/3', '9/8', '8/3', '7'] -> (8/3 / 2/3 - 1/7) / (9/8 / 7)
[203160] ['1/5', '4/9', '4/9', '5/9', '1'] -> 4/9 / (5/9 / (1/5 + 1) - 4/9)
[203161] ['1/6', '3/5', '4/5', '9/7', '2'] -> (2 / 1/6 - 4/5) / (3/5 / 9/7)
[203162] ['3/8', '2/5', '8/7', '8/7', '6'] -> 6 / 2/5 / (8/7 / 8/7 - 3/8)
[203163] ['1/9', '4/5', '5/4', '5/4', '9'] -> 9 * (5/4 / (5/4 - 4/5) - 1/9)
[203164] ['3/7', '8/9', '6/5', '8/3', '6'] -> (3/7 + 6) * (8/3 + 8/9 * 6/5)
[203165] ['1/7', '2/3', '9/8', '9/2', '7'] -> 2/3 * 9/2 / (9/8 - 1/7 * 7)
[203166] ['4/5', '6/7', '7/8', '7/4', '9'] -> 7/4 * (6/7 + 9 / (4/5 * 7/8))
[203167] ['2/9', '3/4', '9/8', '8/7', '3'] -> 9/8 / (3 - 3/4 / (2/9 * 8/7))
[203168] ['2/5', '4/5', '5/4', '8/3', '7'] -> 4/5 / 2/5 + 8/3 * (5/4 + 7)
[203169] ['5/6', '8/9', '9/7', '8/3', '5'] -> 9/7 * 5 * (8/3 + 8/9 / 5/6)
[203170] ['3/7', '1', '4/3', '7/3', '9/2'] -> 4/3 / (1 + 9/2 - 7/3 / 3/7)
[203171] ['3/7', '8/9', '6/5', '7/2', '6'] -> 8/9 * 6/5 * 7/2 * (3/7 + 6)
[203172] ['1/5', '4/9', '4/9', '5/8', '1'] -> 1 / (4/9 - 5/8 * (1/5 + 4/9))
[203173] ['4/5', '6/7', '7/8', '9/5', '9'] -> 6/7 + 9/5 * 9 / (4/5 * 7/8)
[203174] ['7/9', '5/6', '9/8', '7/3', '8'] -> 8 / (7/9 / (9/8 - 5/6) - 7/3)
[203175] ['1/7', '2/3', '8/7', '7/6', '7'] -> 8/7 / (1/7 / 2/3 - 7/6 / 7)
[203176] ['5/6', '8/9', '9/7', '7/2', '5'] -> 9/7 * 7/2 * 5 / (5/6 / 8/9)
[203177] ['1/6', '3/5', '5/6', '5/6', '2'] -> (3/5 + (5/6 + 2) / 5/6) / 1/6
[203178] ['1/7', '1/4', '2/5', '6/7', '1'] -> 6/7 / (1/4 / (2/5 + 1) - 1/7)
[203179] ['1/5', '4/9', '4/9', '2/3', '1'] -> 2/3 / (1 / 4/9 - 4/9 / 1/5)
[203180] ['3/7', '1', '4/3', '5/2', '8/3'] -> (4/3 + 8/3) / (5/2 - 1 / 3/7)
[203181] ['5/8', '5/8', '7/5', '3/2', '8'] -> 8 * (5/8 * 7/5 + 5/8 + 3/2)
[203182] ['5/6', '8/9', '9/7', '9/2', '5'] -> 8/9 / ((5/6 + 5) / 9/7 - 9/2)
[203183] ['3/8', '2/5', '8/7', '5/4', '6'] -> 8/7 * 6 * (3/8 + 5/4 / 2/5)
[203184] ['1/5', '4/9', '4/9', '5/7', '1'] -> 1 / (4/9 / (1/5 + 5/7) - 4/9)
[203185] ['2/5', '4/5', '9/7', '8/5', '7'] -> 8/5 * (2/5 + 7 * (4/5 + 9/7))
[203186] ['5/8', '4/5', '4/5', '4/3', '6'] -> 6 / (5/8 - 4/5 / (4/5 + 4/3))
[203187] ['5/8', '5/8', '7/5', '5/3', '8'] -> 8 / (5/8 + 5/8) / (5/3 - 7/5)
[203188] ['3/4', '7/9', '7/4', '2', '9/4'] -> 2 / (3/4 * 7/9 + 7/4 - 9/4)
[203189] ['5/6', '8/9', '4/3', '4/3', '5'] -> (4/3 + 5) / (8/9 - 5/6 / 4/3)
[203190] ['5/8', '5/8', '7/5', '7/4', '8'] -> (5/8 + 7/4 / 7/5) / (5/8 / 8)
[203191] ['3/7', '8/9', '5/4', '4/3', '6'] -> 6 / (3/7 * (5/4 - 8/9 / 4/3))
[203192] ['1/6', '3/5', '5/6', '8/9', '2'] -> 2 / 1/6 / (5/6 / 3/5 - 8/9)
[203193] ['7/9', '5/6', '8/7', '6/5', '8'] -> 8 / 5/6 / (6/5 / 7/9 - 8/7)
[203194] ['3/4', '7/9', '7/4', '2', '9/2'] -> 9/2 / 3/4 / (7/4 / 7/9 - 2)
[203195] ['3/7', '1', '4/3', '8/3', '7/2'] -> 8/3 / (1 - 4/3 / (3/7 * 7/2))
[203196] ['5/6', '8/9', '4/3', '5/3', '5'] -> 5 / (5/6 / (4/3 - 8/9) - 5/3)
[203197] ['1/7', '2/3', '8/7', '7/4', '7'] -> (8/7 + 7 / 7/4) / (1/7 / 2/3)
[203198] ['3/8', '2/5', '8/7', '7/5', '6'] -> (3/8 + 7/5 / 8/7) / (2/5 / 6)
[203199] ['2/5', '4/5', '9/7', '9/4', '7'] -> (4/5 + 9/7 / 9/4) / (2/5 / 7)
[203200] ['1/7', '1/4', '2/5', '1', '5/4'] -> (2/5 + 1 / (1/7 * 5/4)) / 1/4
[203201] ['1/7', '2/3', '8/7', '9/5', '7'] -> 8/7 * 9/5 * (7 + 2/3 / 1/7)
[203202] ['5/6', '8/9', '4/3', '7/4', '5'] -> 5 / (5/6 * (7/4 - 4/3 / 8/9))
[203203] ['5/8', '5/8', '7/5', '9/4', '8'] -> ((9/4 + 8) / 5/8 - 7/5) / 5/8
[203204] ['3/7', '1', '4/3', '8/3', '9/2'] -> 8/3 * (9/2 / 3/7 - 1) - 4/3
[203205] ['1/9', '4/5', '5/4', '7/2', '9'] -> 9 / (1/9 * 5/4) / (7/2 - 4/5)
[203206] ['3/4', '7/9', '9/5', '2', '7/3'] -> 2 / (3/4 / 9/5 - 7/9 / 7/3)
[203207] ['3/8', '2/5', '8/7', '3/2', '6'] -> (3/2 / 2/5 + 6 / 8/7) / 3/8
[203208] ['5/6', '8/9', '4/3', '9/5', '5'] -> (8/9 + 4/3) * 5 / (5/6 / 9/5)
[203209] ['3/7', '8/9', '5/4', '5/3', '6'] -> 6 * (8/9 + 5/3 / (3/7 * 5/4))
[203210] ['7/9', '5/6', '8/7', '7/5', '8'] -> 8 / (7/5 - 8/7 * 7/9 / 5/6)
[203211] ['1/9', '4/5', '5/4', '9/2', '9'] -> 9 / (5/4 * (4/5 - 1/9 * 9/2))
[203212] ['3/7', '1', '4/3', '7/2', '9/2'] -> 1 + (3/7 + 9/2) * 4/3 * 7/2
[203213] ['1/5', '4/9', '4/9', '8/9', '1'] -> (4/9 + 4/9 / 1/5) / (1 - 8/9)
[203214] ['3/8', '2/5', '8/7', '8/5', '6'] -> 6 / (3/8 * 8/5 - 2/5 / 8/7)
[203215] ['1/6', '3/5', '5/6', '4/3', '2'] -> (3/5 + 2 / 5/6) / (1/6 / 4/3)
[203216] ['2/9', '3/4', '8/7', '5/4', '3'] -> (3 + 5/4 / 3/4) / (2/9 / 8/7)
[203217] ['1/7', '2/3', '7/6', '6/5', '7'] -> 2/3 / (1/7 * 7 - 7/6 / 6/5)
[203218] ['3/4', '7/9', '9/5', '2', '8/3'] -> 2 / (9/5 * (3/4 + 7/9) - 8/3)
[203219] ['5/6', '8/9', '4/3', '5/2', '5'] -> (5/2 + 4/3 / 8/9) / (5/6 / 5)
[203220] ['3/8', '2/5', '8/7', '5/3', '6'] -> 5/3 * (2/5 + 6 / (3/8 * 8/7))
[203221] ['2/9', '3/4', '8/7', '9/7', '3'] -> 9/7 / (8/7 * 3 - 3/4 / 2/9)
[203222] ['1/7', '2/3', '7/6', '5/4', '7'] -> 5/4 + (7 + 7/6 / 1/7) / 2/3
[203223] ['3/8', '2/5', '8/7', '7/4', '6'] -> 8/7 + 6 / (7/4 * 3/8 * 2/5)
[203224] ['2/9', '3/4', '8/7', '4/3', '3'] -> 4/3 / (3/4 / 3 - 2/9 / 8/7)
[203225] ['4/5', '6/7', '8/9', '9/7', '9'] -> 9 / (9/7 / 8/9 - 6/7 / 4/5)
[203226] ['7/9', '5/6', '8/7', '7/4', '8'] -> (8/7 + 8 / 7/9) / (5/6 / 7/4)
[203227] ['5/8', '5/8', '3/2', '8/3', '8'] -> 8 * (3/2 * 8/3 - 5/8 / 5/8)
[203228] ['5/6', '8/9', '4/3', '7/2', '5'] -> (7/2 * (4/3 + 5) - 5/6) / 8/9
[203229] ['3/7', '1', '7/5', '7/5', '8/5'] -> 7/5 / (1 / (3/7 * 8/5) - 7/5)
[203230] ['1/7', '2/3', '7/6', '9/7', '7'] -> 9/7 * (7/6 / 1/7 + 7 / 2/3)
[203231] ['5/8', '4/5', '5/6', '7/5', '6'] -> 6 / (7/5 * 5/8 / 5/6 - 4/5)
[203232] ['1/6', '3/5', '6/7', '6/7', '2'] -> (2 + 6/7 / 3/5) / (1/6 * 6/7)
[203233] ['2/5', '4/5', '4/3', '9/5', '7'] -> (7 - 4/3 / 4/5) / (2/5 / 9/5)
[203234] ['7/9', '5/6', '8/7', '9/5', '8'] -> 8 / (7/9 * (9/5 - 8/7 / 5/6))
[203235] ['1/7', '2/3', '7/6', '4/3', '7'] -> 4/3 / (7/6 * (1/7 - 2/3 / 7))
[203236] ['5/8', '4/5', '5/6', '7/4', '6'] -> (5/6 + 7/4) / (5/8 / 6) - 4/5
[203237] ['7/9', '5/6', '8/7', '9/4', '8'] -> (8 + 7/9 * 8/7) / (5/6 / 9/4)
[203238] ['5/6', '8/9', '7/5', '8/5', '5'] -> 8/5 * 5 / (7/5 - 8/9 / 5/6)
[203239] ['3/7', '8/9', '5/4', '8/3', '6'] -> 5/4 + (8/3 + 6) / (3/7 * 8/9)
[203240] ['2/5', '4/5', '7/5', '7/5', '7'] -> (7 * (7/5 + 7/5) - 2/5) / 4/5
[203241] ['2/9', '3/4', '8/7', '7/4', '3'] -> 8/7 * 7/4 / (3/4 - 2/9 * 3)
[203242] ['1/9', '4/5', '9/7', '9/5', '9'] -> 4/5 + 9/5 / 1/9 + 9 / 9/7
[203243] ['1/7', '1/4', '2/5', '1', '7/2'] -> 7/2 / 1/7 - 2/5 * (1/4 + 1)
[203244] ['7/9', '5/6', '8/7', '8/3', '8'] -> 8/7 + 8/3 * 8 / (7/9 / 5/6)
[203245] ['3/4', '7/9', '2', '5/2', '9/2'] -> 2 / (3/4 * 7/9) * (5/2 + 9/2)
[203246] ['1/7', '2/3', '7/6', '9/5', '7'] -> 2/3 + 7 / (9/5 * 1/7 * 7/6)
[203247] ['5/8', '4/5', '5/6', '7/2', '6'] -> 5/6 * 6 * (7/2 / 5/8 - 4/5)
[203248] ['7/9', '5/6', '8/7', '7/2', '8'] -> (7/2 - 5/6) * 8 / (7/9 * 8/7)
[203249] ['4/5', '6/7', '8/9', '9/5', '9'] -> 9 * (4/5 + 9/5 / (6/7 / 8/9))
[203250] ['5/6', '8/9', '7/5', '9/5', '5'] -> 5 / (5/6 + 7/5 - 9/5 / 8/9)
[203251] ['1/6', '3/5', '6/7', '7/6', '2'] -> (2 + 6/7 / 3/5) / (1/6 / 7/6)
[203252] ['2/5', '4/5', '7/5', '7/4', '7'] -> 7 * (2/5 + 4/5) / (7/4 - 7/5)
[203253] ['2/9', '3/4', '8/7', '9/4', '3'] -> (9/4 + 3 / 2/9) / (3/4 / 8/7)
[203254] ['1/7', '1/4', '3/7', '4/9', '1'] -> (1/7 + 1) / (4/9 * 1/4 * 3/7)
[203255] ['3/8', '2/5', '8/7', '9/2', '6'] -> (9/2 + 6 / 8/7) / 2/5 - 3/8
[203256] ['7/9', '5/6', '8/7', '9/2', '8'] -> (9/2 - 5/6 / 7/9) / (8/7 / 8)
[203257] ['3/4', '7/9', '2', '8/3', '7/2'] -> (8/3 + 2 / 3/4) / (7/9 / 7/2)
[203258] ['5/8', '5/8', '7/4', '9/2', '8'] -> 8 + (7/4 + 9/2) / (5/8 * 5/8)
[203259] ['3/7', '1', '7/5', '7/5', '7/2'] -> (1 + 7/5) / (3/7 * 7/2 - 7/5)
[203260] ['1/7', '2/3', '6/5', '6/5', '7'] -> 6/5 / (1/7 - 2/3 / 7) - 6/5
[203261] ['3/8', '2/5', '7/6', '7/6', '6'] -> 6 / 2/5 / (7/6 / 7/6 - 3/8)
[203262] ['5/8', '4/5', '6/7', '7/8', '6'] -> 6 / (6/7 * 7/8 - 5/8 * 4/5)
[203263] ['5/6', '8/9', '7/5', '7/3', '5'] -> 5 * (8/9 / 5/6 + 7/5 + 7/3)
[203264] ['4/5', '6/7', '8/9', '7/3', '9'] -> 7/3 * (9 / 4/5 - 6/7 / 8/9)
[203265] ['2/5', '4/5', '7/5', '7/3', '7'] -> (7/3 * (7/5 + 7) - 2/5) / 4/5
[203266] ['1/6', '3/5', '6/7', '4/3', '2'] -> (4/3 + 2 / 3/5) / (1/6 / 6/7)
[203267] ['1/5', '4/9', '4/9', '1', '7/3'] -> 7/3 / (1/5 * 4/9) - 1 / 4/9
[203268] ['1/7', '1/4', '3/7', '7/9', '1'] -> (1 / 7/9 - 3/7) / (1/7 * 1/4)
[203269] ['5/6', '8/9', '7/5', '5/2', '5'] -> (7/5 + 5) / (8/9 / (5/6 + 5/2))
