[106381] ['2/9', '9/8', '7/4', '7/2', '4'] -> (4 + 7/2 / 7/4) / (2/9 * 9/8)
[113504] ['3/8', '4/9', '6/7', '2', '9/2'] -> 3/8 + 2 * 9/2 / (4/9 * 6/7)
[113505] ['3/5', '5/8', '8/7', '7/2', '5'] -> (5 + 8/7 * 7/2) / (3/5 * 5/8)
[113506] ['4/9', '5/8', '4/5', '4/5', '3'] -> 4/5 / (3 * 4/9 * 5/8 - 4/5)
[113507] ['2/7', '5/8', '5/7', '7/3', '7'] -> 5/7 / 5/8 / (7/3 / 7 - 2/7)
[113508] ['1/5', '5/6', '9/8', '6/5', '9'] -> 6/5 / (1/5 - 9/8 / (5/6 * 9))
[113509] ['5/9', '6/7', '8/7', '6/5', '9'] -> 9 * (5/9 * 6/5 + 6/7 + 8/7)
[113510] ['2/9', '1/2', '7/8', '5/3', '8'] -> (8 - 5/3 / 1/2) / (2/9 * 7/8)
[113511] ['1/5', '8/5', '8/5', '9/2', '7'] -> (8/5 + 8/5 / 1/5) * (7 - 9/2)
[113512] ['1/7', '1/4', '1/4', '6/5', '3'] -> 6/5 * (3 / 1/7 - 1/4 / 1/4)
[113513] ['5/9', '6/7', '8/7', '5/4', '9'] -> 6/7 + 5/4 * 9 / (5/9 / 8/7)
[113514] ['3/5', '8/7', '9/7', '7/5', '4'] -> 4 * 3/5 * 8/7 / (7/5 - 9/7)
[113515] ['2/9', '1/2', '7/8', '7/4', '8'] -> 8 / 2/9 / (7/4 / 7/8 - 1/2)
[113516] ['1/5', '8/5', '5/3', '7/4', '7'] -> 8/5 / 7/4 / (5/3 / 7 - 1/5)
[113517] ['5/9', '6/7', '8/7', '9/7', '9'] -> (9 + 8/7 + 9/7) / (5/9 * 6/7)
[113518] ['3/8', '2/5', '3/5', '5/8', '1'] -> 1 / (5/8 * 2/5 / 3/5 - 3/8)
[113519] ['4/9', '5/8', '4/5', '8/9', '3'] -> 3 * 4/9 / 5/8 / (8/9 - 4/5)
[113520] ['1/7', '1/5', '1/3', '8/7', '4'] -> 8/7 / 1/5 / (1/7 * 4 - 1/3)
[113521] ['1/7', '1/4', '1/4', '7/5', '3'] -> (1/4 / 7/5 + 1/4 + 3) / 1/7
[113522] ['2/7', '5/8', '3/4', '3/4', '7'] -> 2/7 * 7 / (5/8 / 3/4 - 3/4)
[113523] ['3/8', '4/9', '7/8', '6/5', '2'] -> 7/8 * 2 / (4/9 - 3/8) - 6/5
[113524] ['1/4', '2/7', '9/5', '9/5', '4'] -> 9/5 / 9/5 / (2/7 - 1/4) - 4
[113525] ['1/8', '4/7', '3/4', '8/9', '6'] -> 4/7 * 8/9 * (6 / 1/8 - 3/4)
[113526] ['3/5', '8/7', '9/7', '8/5', '4'] -> 8/7 / (4 - (9/7 + 8/5 / 3/5))
[113527] ['1/8', '1/6', '7/5', '7/3', '7'] -> (7/3 / (1/6 * 7/5) - 7) / 1/8
[113528] ['1/5', '8/5', '7/4', '7/4', '7'] -> (7 - 7/4) / (7/4 * 1/5 / 8/5)
[113529] ['1/4', '2/7', '9/5', '9/4', '4'] -> 4 * (9/5 + 9/4 / (1/4 + 2/7))
[113530] ['3/8', '2/5', '3/5', '7/9', '1'] -> 1 / (3/8 * (7/9 - 2/5 / 3/5))
[113531] ['3/5', '5/8', '7/6', '4/3', '5'] -> 5 / (3/5 * 5/8 + 7/6 - 4/3)
[113532] ['1/5', '5/6', '9/8', '3/2', '9'] -> 3/2 / (5/6 * (1/5 - 9/8 / 9))
[113533] ['1/8', '1/6', '7/5', '5/2', '7'] -> 7/5 * 5/2 / (7 * 1/8 * 1/6)
[113534] ['2/7', '5/8', '3/4', '7/9', '7'] -> 7 * (5/8 / 7/9 + 3/4 / 2/7)
[113535] ['2/3', '5/6', '9/8', '6/5', '3'] -> 3 / ((2/3 + 5/6) / 6/5 - 9/8)
[113536] ['2/9', '1/2', '7/8', '8/3', '8'] -> 8/3 / (2/9 * (7/8 - 1/2)) - 8
[113537] ['1/8', '4/7', '3/4', '7/6', '6'] -> 3/4 * 7/6 * 6 / (1/8 / 4/7)
[113538] ['1/5', '8/5', '7/4', '9/5', '7'] -> 8/5 + 7/4 * (1/5 + 9/5 * 7)
[113539] ['1/4', '2/7', '9/5', '7/3', '4'] -> (4 - 2/7 * 7/3) / (1/4 / 9/5)
[113540] ['1/8', '1/6', '7/5', '8/3', '7'] -> 7 / (1/8 * 7/5) - 8/3 / 1/6
[113541] ['1/5', '5/6', '9/8', '8/5', '9'] -> 9 / (5/6 * (1/5 + 8/5) - 9/8)
[113542] ['5/9', '6/7', '8/7', '5/3', '9'] -> (6/7 + 8/7) * (9 + 5/3 / 5/9)
[113543] ['2/9', '1/2', '7/8', '7/2', '8'] -> 8 * (7/8 / 2/9 - 1/2) - 7/2
[113544] ['3/5', '5/8', '7/6', '8/5', '5'] -> 5 / (5/8 * (3/5 + 8/5) - 7/6)
[113545] ['1/8', '4/7', '3/4', '5/4', '6'] -> 5/4 / 1/8 + 6 / (4/7 * 3/4)
[113546] ['1/7', '1/4', '1/4', '9/4', '3'] -> 3 / (1/4 * (9/4 - 1/4 / 1/7))
[113547] ['1/4', '2/7', '9/5', '8/3', '4'] -> 9/5 * (4 / 2/7 - 1/4 * 8/3)
[113548] ['2/7', '5/8', '3/4', '6/7', '7'] -> (7 + 6/7 / 3/4) / (5/8 - 2/7)
[113549] ['3/8', '2/5', '3/5', '1', '9/7'] -> 9/7 / (3/5 / (2/5 + 1) - 3/8)
[113550] ['3/5', '5/8', '7/6', '7/4', '5'] -> 5 / (7/4 - (7/6 + 3/5 * 5/8))
[113551] ['2/3', '5/6', '9/8', '8/5', '3'] -> 3 / (2/3 / 8/5 + 5/6 - 9/8)
[113552] ['4/9', '5/8', '4/5', '3/2', '3'] -> 3/2 / (5/8 * 4/5 - 4/9) - 3
[113553] ['3/5', '8/7', '9/7', '7/3', '4'] -> 8/7 * 4 / (7/3 - 9/7 / 3/5)
[113554] ['5/9', '6/7', '8/7', '9/5', '9'] -> (9/5 + 9 / 5/9) / (6/7 / 8/7)
[113555] ['1/5', '8/5', '7/4', '9/2', '7'] -> 1/5 + 8/5 * (7 + 7/4 * 9/2)
[113556] ['1/7', '1/4', '1/4', '7/3', '3'] -> (3 + 1/4 / 1/4 / 7/3) / 1/7
[113557] ['3/8', '2/5', '3/5', '1', '7/5'] -> 1 / (3/8 - 3/5 / (2/5 + 7/5))
[113558] ['1/5', '5/6', '9/8', '7/3', '9'] -> (1/5 + 7/3 / 5/6) / (9/8 / 9)
[113559] ['3/5', '5/8', '7/6', '9/5', '5'] -> 5 / (7/6 - (5/8 + 3/5 / 9/5))
[113560] ['1/4', '2/7', '9/5', '4', '9/2'] -> 4 / 2/7 + 9/2 / (1/4 * 9/5)
[113561] ['3/5', '8/7', '9/7', '5/2', '4'] -> (8/7 + 4) / (3/5 * 5/2 - 9/7)
[113562] ['1/7', '1/5', '1/3', '3/2', '4'] -> 4 / 1/5 / (1/3 / 1/7 - 3/2)
[113563] ['1/8', '4/7', '3/4', '8/5', '6'] -> 6 / (3/4 / 8/5 - 1/8 / 4/7)
[113564] ['4/9', '5/8', '4/5', '8/5', '3'] -> 3 / 5/8 / (4/5 / 4/9 - 8/5)
[113565] ['3/5', '5/8', '7/6', '9/4', '5'] -> 5 * (3/5 + 9/4 / (5/8 / 7/6))
[113566] ['3/8', '2/5', '3/5', '1', '7/4'] -> 3/5 / (3/8 + 2/5 + 1 - 7/4)
[113567] ['1/4', '2/7', '9/4', '9/4', '4'] -> 9/4 / 9/4 / (2/7 - 1/4) - 4
[113568] ['3/5', '8/7', '9/7', '8/3', '4'] -> 8/7 + 8/3 * 4 / (3/5 / 9/7)
[113569] ['2/3', '5/6', '9/8', '8/3', '3'] -> (3 + 8/3 / 2/3) / (9/8 - 5/6)
[113570] ['1/5', '5/6', '8/7', '8/7', '9'] -> 8/7 / (1/5 - 8/7 / (5/6 * 9))
[113571] ['1/8', '1/6', '8/5', '5/2', '7'] -> 1/6 * 5/2 * (8/5 + 7 / 1/8)
[113572] ['1/7', '1/5', '1/3', '7/4', '4'] -> 4 / (1/7 + 1/3) / (1/5 * 7/4)
[113573] ['1/7', '1/4', '2/7', '2/5', '3'] -> 3 / (1/4 / 2/5 - 1/7 / 2/7)
[113574] ['1/5', '8/5', '9/5', '9/2', '7'] -> 9/5 / (1/5 - 9/2 + 7 / 8/5)
[113575] ['5/9', '6/7', '8/7', '9/2', '9'] -> 8/7 / 6/7 / (5/9 - 9/2 / 9)
[113576] ['2/7', '5/8', '3/4', '5/4', '7'] -> 5/4 + 7 * (5/8 + 3/4 / 2/7)
[113577] ['1/4', '2/7', '9/4', '4', '9/2'] -> 9/2 / (9/4 * 1/4 * 2/7) - 4
[113578] ['1/7', '1/5', '1/3', '9/4', '4'] -> 4 / (1/5 - 1/7 * 1/3) - 9/4
[113579] ['1/8', '1/6', '8/5', '9/2', '7'] -> 1/8 + 7 + 9/2 / (1/6 * 8/5)
[113580] ['1/8', '4/7', '3/4', '5/2', '6'] -> 6 / (4/7 * (3/4 - 1/8 * 5/2))
[113581] ['1/5', '8/5', '9/4', '9/4', '7'] -> (8/5 + 9/4) / 1/5 - (9/4 - 7)
[113582] ['2/9', '1/2', '9/8', '6/5', '8'] -> 8 * (9/8 + 1/2 / (2/9 * 6/5))
[113583] ['1/5', '5/6', '8/7', '6/5', '9'] -> 9 * (1/5 / (6/5 - 8/7) - 5/6)
[113584] ['3/8', '4/9', '8/9', '6/5', '2'] -> 2 / (6/5 * (8/9 - (3/8 + 4/9)))
[113585] ['1/8', '1/6', '5/3', '7/4', '7'] -> 5/3 + 7 + (1/6 + 7/4) / 1/8
[113586] ['3/8', '2/5', '5/8', '7/9', '1'] -> 1 / (3/8 * 7/9 - 2/5 * 5/8)
[113587] ['2/7', '5/8', '3/4', '7/5', '7'] -> (2/7 + 7) / (3/4 - 5/8 / 7/5)
[113588] ['1/8', '4/7', '3/4', '8/3', '6'] -> 1/8 + 6 * (8/3 + 3/4 / 4/7)
[113589] ['3/8', '4/9', '8/9', '5/4', '2'] -> 2 / (4/9 / (3/8 * 8/9) - 5/4)
[113590] ['3/8', '2/5', '5/8', '4/5', '1'] -> 5/8 / (4/5 - (3/8 + 2/5)) - 1
[113591] ['1/7', '1/5', '1/3', '8/3', '4'] -> 8/3 / (1/5 * (1/7 + 1/3)) - 4
[113592] ['1/4', '2/7', '5/2', '8/3', '4'] -> 4 / (5/2 - 8/3 * 1/4 / 2/7)
[113593] ['3/5', '5/8', '6/5', '7/4', '5'] -> 5 * (6/5 / 3/5 + 7/4 / 5/8)
[113594] ['1/5', '5/6', '8/7', '9/7', '9'] -> 8/7 / 5/6 / (1/5 - 9/7 / 9)
[113595] ['3/5', '8/7', '4/3', '8/5', '4'] -> 4 / (3/5 - 8/5 + 4/3 / 8/7)
[113596] ['1/8', '4/7', '7/9', '7/9', '6'] -> 4/7 * 6 * (7/9 + 7/9 / 1/8)
[113597] ['1/7', '1/4', '2/7', '8/9', '3'] -> 3 / (1/7 / 8/9 + 1/4 - 2/7)
[113598] ['1/5', '8/5', '9/4', '7/2', '7'] -> 1/5 + 8/5 * (7 + 9/4 * 7/2)
[113599] ['4/9', '5/8', '5/6', '6/7', '3'] -> (5/6 + 3 / 6/7) / (5/8 - 4/9)
[113600] ['1/7', '1/5', '1/3', '7/2', '4'] -> 4 / (1/5 * (1/3 + 1/7 * 7/2))
[113601] ['1/8', '1/6', '5/3', '9/2', '7'] -> (5/3 * 9/2 - 7) / (1/8 * 1/6)
[113602] ['3/5', '8/7', '4/3', '5/3', '4'] -> 4 / (4/3 / 8/7 - 3/5 * 5/3)
[113603] ['2/7', '5/8', '3/4', '5/3', '7'] -> 7 / 2/7 - 5/8 / 3/4 / 5/3
[113604] ['2/9', '1/2', '9/8', '8/5', '8'] -> 8 / (9/8 * (1/2 - 2/9)) - 8/5
[113605] ['1/7', '1/5', '1/3', '4', '9/2'] -> 9/2 / 1/7 - 4 / (1/5 + 1/3)
[113606] ['3/5', '5/8', '6/5', '7/3', '5'] -> 5 / (5/8 * (7/3 - 6/5 / 3/5))
[113607] ['1/7', '1/4', '2/7', '6/5', '3'] -> (3 + 2/7 / 1/7) / (1/4 / 6/5)
[113608] ['1/5', '8/5', '7/3', '7/3', '7'] -> 1/5 - 7/3 + 7 * 8/5 * 7/3
[113609] ['3/8', '2/5', '5/8', '8/9', '1'] -> 1 / (5/8 * (2/5 - 3/8 * 8/9))
[113610] ['1/8', '4/7', '7/9', '5/6', '6'] -> (5/6 / 7/9 - 4/7) / (1/8 / 6)
[113611] ['3/8', '4/9', '8/9', '8/5', '2'] -> 8/9 * 2 / (4/9 - 3/8) - 8/5
[113612] ['2/9', '1/2', '9/8', '7/4', '8'] -> (7/4 - 2/9 * 9/8) / (1/2 / 8)
[113613] ['3/5', '5/8', '6/5', '8/3', '5'] -> 8/3 * (5 / (5/8 / 6/5) - 3/5)
[113614] ['4/9', '5/8', '5/6', '9/8', '3'] -> 3 / (5/6 / 4/9 - (5/8 + 9/8))
[113615] ['1/4', '1/3', '1/3', '3/7', '4'] -> (4 / 3/7 - 1/3 / 1/4) / 1/3
[113616] ['1/7', '1/4', '2/7', '7/5', '3'] -> 2/7 * 3 / (1/4 / 7/5 - 1/7)
[113617] ['3/8', '2/5', '5/8', '1', '9/8'] -> 1 / (5/8 * (2/5 - 3/8 / 9/8))
[113618] ['1/8', '4/7', '7/9', '6/7', '6'] -> 4/7 / 6/7 / (7/9 - 1/8 * 6)
[113619] ['2/9', '1/2', '9/8', '9/5', '8'] -> (8 / (1/2 - 2/9) - 9/5) / 9/8
[113620] ['3/8', '4/9', '8/9', '7/4', '2'] -> (7/4 + 2 / 8/9) / (3/8 * 4/9)
[113621] ['3/8', '2/5', '5/8', '1', '8/7'] -> 5/8 / (3/8 - 2/5 / 8/7) - 1
[113622] ['1/5', '5/6', '8/7', '7/4', '9'] -> (9 / 7/4 - 8/7) / (1/5 * 5/6)
[113623] ['3/5', '5/8', '5/4', '9/7', '5'] -> 5 / 3/5 / (5/4 / 9/7 - 5/8)
[113624] ['2/7', '5/8', '3/4', '8/3', '7'] -> 8/3 * (3/4 / 2/7 - (5/8 - 7))
[113625] ['1/4', '1/3', '1/3', '7/8', '4'] -> 1/4 * 4 / (1/3 - 1/3 * 7/8)
[113626] ['3/5', '5/8', '5/4', '4/3', '5'] -> 5 / (4/3 - 3/5 * (5/8 + 5/4))
[113627] ['3/8', '4/9', '8/9', '9/5', '2'] -> 8/9 * (2 / (4/9 - 3/8) - 9/5)
[113628] ['2/3', '5/6', '7/6', '6/5', '3'] -> 3 / (7/6 - 5/6 / (2/3 * 6/5))
[113629] ['1/5', '5/3', '5/3', '5/3', '7'] -> (7 + 5/3 / 5/3) / (1/5 * 5/3)
[113630] ['4/9', '5/8', '5/6', '5/4', '3'] -> 3 / (5/4 / 5/8 - 5/6 / 4/9)
[113631] ['1/8', '4/7', '7/9', '9/8', '6'] -> 7/9 * 9/8 * 6 / (1/8 / 4/7)
[113632] ['1/7', '1/5', '3/8', '4/7', '4'] -> (4 + 1/7 / 1/5) / (4/7 - 3/8)
[113633] ['3/8', '2/5', '5/8', '1', '9/7'] -> 1 / (3/8 / 9/7 - 2/5 * 5/8)
[113634] ['1/4', '1/3', '1/3', '9/8', '4'] -> 1/4 * 4 / (1/3 * 9/8 - 1/3)
[113635] ['2/7', '5/8', '3/4', '9/2', '7'] -> (7 / 2/7 - 9/2) / (5/8 / 3/4)
[113636] ['3/5', '8/7', '4/3', '7/2', '4'] -> 7/2 * (4 / 3/5 - (8/7 - 4/3))
[113637] ['2/9', '1/2', '8/7', '5/4', '8'] -> (5/4 + 1/2 / 2/9) * (8 - 8/7)
[113638] ['1/7', '1/4', '1/3', '1/3', '3'] -> (1/3 / 1/7 - 1/3) / (1/4 / 3)
[113639] ['3/8', '2/5', '5/8', '1', '4/3'] -> 1 / (3/8 - 4/3 * 2/5 * 5/8)
[113640] ['2/3', '5/6', '7/6', '9/7', '3'] -> 9/7 / (5/6 / 7/6 - 2/3) - 3
[113641] ['4/9', '5/8', '5/6', '4/3', '3'] -> 3 / (4/9 / 4/3 + 5/8 - 5/6)
[113642] ['5/9', '6/7', '7/6', '5/2', '9'] -> 6/7 * 9 * (5/2 - (5/9 - 7/6))
[113643] ['1/5', '5/6', '8/7', '7/3', '9'] -> 7/3 * (9 + 8/7 / 5/6) - 1/5
[113644] ['1/8', '1/6', '7/3', '8/3', '7'] -> 7 / (1/8 - 1/6 - (7/3 - 8/3))
[113645] ['3/5', '8/7', '7/5', '7/5', '4'] -> (7/5 + 7/5) / (3/5 / (8/7 + 4))
[113646] ['1/7', '1/4', '1/3', '2/5', '3'] -> 3 / (1/4 / (1/7 + 1/3) - 2/5)
[113647] ['3/8', '2/5', '5/8', '1', '7/5'] -> (1 + 7/5) / (2/5 * (5/8 - 3/8))
[113648] ['2/9', '1/2', '8/7', '7/5', '8'] -> 8 / (2/9 * (8/7 + 1/2 / 7/5))
[113649] ['1/5', '5/3', '5/3', '7/3', '7'] -> (1/5 + 7) * (7/3 + 5/3 / 5/3)
[113650] ['1/5', '5/6', '8/7', '5/2', '9'] -> 8/7 * 9 * (5/2 - 1/5 * 5/6)
[113651] ['5/9', '6/7', '7/6', '7/2', '9'] -> 6/7 * 9 * (7/6 + 5/9 * 7/2)
[113652] ['3/5', '8/7', '7/5', '3/2', '4'] -> 3/5 * 4 / (8/7 * 7/5 - 3/2)
[113653] ['1/5', '5/3', '5/3', '7/2', '7'] -> 7/2 * (7 + 1/5 * 5/3) - 5/3
[113654] ['4/9', '5/8', '5/6', '3/2', '3'] -> 5/6 / 5/8 / (3/2 / 3 - 4/9)
[113655] ['2/3', '5/6', '7/6', '9/5', '3'] -> 2/3 / 5/6 / (3 - (7/6 + 9/5))
[113656] ['1/8', '1/5', '1/5', '1/5', '7'] -> (1/5 + 7 * (1/5 + 1/5)) / 1/8
[113657] ['1/4', '1/3', '3/8', '3/5', '4'] -> 4 / (1/4 + 3/8) / (3/5 - 1/3)
[113658] ['5/9', '6/7', '7/6', '9/2', '9'] -> 6/7 + (9 + 9/2 / 7/6) / 5/9
[113659] ['1/7', '1/4', '1/3', '3/5', '3'] -> 3 / (1/4 / (1/3 + 3/5) - 1/7)
[113660] ['4/9', '5/8', '5/6', '8/5', '3'] -> (3 + 5/6 * 8/5) / (5/8 - 4/9)
[113661] ['1/5', '5/3', '7/4', '7/4', '7'] -> (7 + 7/4 / 7/4) / (1/5 * 5/3)
[113662] ['3/5', '8/7', '7/5', '5/3', '4'] -> 8/7 / (4 * 3/5 / 7/5 - 5/3)
[113663] ['2/7', '5/8', '7/9', '8/9', '7'] -> (7 + 8/9 / 7/9) / (5/8 - 2/7)
[113664] ['1/8', '4/7', '7/9', '4/3', '6'] -> (6 - 4/3 / (4/7 * 7/9)) / 1/8
[113665] ['1/7', '1/4', '1/3', '5/8', '3'] -> 3 / (5/8 / 1/3 - 1/4 / 1/7)
[113666] ['1/7', '1/5', '3/8', '4/5', '4'] -> (1/5 + 4 / 1/7) / (3/8 + 4/5)
[113667] ['2/9', '1/2', '8/7', '7/4', '8'] -> 8 / 2/9 / (8/7 * 7/4 - 1/2)
[113668] ['1/4', '1/3', '3/8', '6/7', '4'] -> 4 / (1/4 / 6/7 - 1/3 * 3/8)
[113669] ['5/9', '6/7', '6/5', '5/4', '9'] -> 9 / (6/5 - 6/7) - 5/4 / 5/9
[113670] ['2/3', '5/6', '6/5', '3/2', '3'] -> (3/2 + 3 / 6/5) / (5/6 - 2/3)
[113671] ['1/5', '5/3', '7/4', '7/2', '7'] -> 5/3 / 7/4 * 7/2 * (1/5 + 7)
[113672] ['1/8', '1/5', '1/5', '4/9', '7'] -> (4/9 * (1/5 + 7) - 1/5) / 1/8
[113673] ['2/7', '5/8', '7/9', '8/7', '7'] -> 7 / (7/9 * (5/8 - 2/7 / 8/7))
[113674] ['1/5', '5/6', '7/6', '9/7', '9'] -> 9 * (5/6 / 1/5 - 7/6 * 9/7)
[113675] ['3/5', '5/8', '9/7', '7/5', '5'] -> 9/7 * 7/5 * 5 / (3/5 * 5/8)
[113676] ['1/7', '1/5', '3/8', '6/7', '4'] -> (4 + (1/7 + 6/7) / 1/5) / 3/8
[113677] ['3/8', '4/9', '9/8', '9/5', '2'] -> (2 / (4/9 - 3/8) - 9/5) / 9/8
[113678] ['5/9', '6/7', '6/5', '4/3', '9'] -> 4/3 * 9 / (5/9 * 6/7) - 6/5
[113679] ['4/9', '5/8', '5/6', '7/3', '3'] -> 7/3 / (4/9 - 5/8 + 5/6 / 3)
[113680] ['1/8', '1/5', '1/5', '5/9', '7'] -> 7 / (5/9 * (1/5 + 1/8 + 1/5))
[113681] ['1/7', '1/4', '1/3', '9/8', '3'] -> (3 + 1/3 / 1/7) / (1/4 / 9/8)
[113682] ['1/4', '1/3', '3/8', '8/5', '4'] -> (8/5 + 4 / (1/4 + 3/8)) / 1/3
[113683] ['3/8', '4/9', '9/8', '2', '9/2'] -> 2 / (9/8 / 9/2 - 3/8 * 4/9)
[113684] ['4/9', '5/8', '5/6', '3', '7/2'] -> 5/6 / 5/8 / (7/2 - (4/9 + 3))
[113685] ['3/5', '8/7', '7/5', '4', '9/2'] -> 3/5 / 7/5 / (8/7 - 9/2 / 4)
[113686] ['1/5', '5/3', '9/4', '9/4', '7'] -> (7 + 9/4 / 9/4) / (1/5 * 5/3)
[113687] ['1/7', '1/4', '1/3', '6/5', '3'] -> 3 / (1/4 * (1/7 + 1/3)) - 6/5
[113688] ['5/9', '6/7', '6/5', '3/2', '9'] -> 9 / (5/9 * (3/2 - 6/7)) - 6/5
[113689] ['1/5', '5/6', '7/6', '7/2', '9'] -> 5/6 * 9 * (1/5 + 7/2 / 7/6)
[113690] ['2/3', '5/6', '6/5', '8/3', '3'] -> 8/3 * 3 / (5/6 * 6/5 - 2/3)
[113691] ['1/7', '1/5', '3/8', '9/8', '4'] -> 4 * (9/8 / 1/7 - 3/8 / 1/5)
[113692] ['3/8', '4/9', '8/7', '8/7', '2'] -> 8/7 / 3/8 / (8/7 / 2 - 4/9)
[113693] ['2/3', '5/6', '6/5', '3', '7/2'] -> 2/3 / 5/6 / (6/5 - 7/2 / 3)
[113694] ['1/5', '5/6', '7/6', '9/2', '9'] -> (7/6 + 5/6 / 1/5) * (9 - 9/2)
[113695] ['3/5', '8/7', '3/2', '8/5', '4'] -> 3/5 * 4 / (3/2 - 8/5 / 8/7)
[113696] ['2/7', '5/8', '7/9', '9/7', '7'] -> 7 / (7/9 * (9/7 - (2/7 + 5/8)))
[113697] ['1/5', '5/3', '9/4', '8/3', '7'] -> 9/4 * 8/3 * (7 / 5/3 - 1/5)
[113698] ['1/4', '1/3', '2/5', '4/7', '4'] -> 4 / 4/7 / (1/4 / 2/5 - 1/3)
[113699] ['2/9', '1/2', '7/6', '7/6', '8'] -> 8 / (2/9 * (1/2 + 7/6 / 7/6))
[113700] ['2/3', '5/6', '5/4', '5/4', '3'] -> (3 + 5/4 / 5/4) / (5/6 - 2/3)
[113701] ['1/8', '1/5', '1/5', '7/9', '7'] -> 1/5 / 7/9 * 7 / (1/5 - 1/8)
[113702] ['1/8', '4/7', '7/9', '7/3', '6'] -> (7/3 + 6) / (7/9 * (4/7 - 1/8))
[113703] ['3/8', '4/9', '8/7', '6/5', '2'] -> 2 / (8/7 * (4/9 - 3/8)) - 6/5
[113704] ['1/4', '1/3', '2/5', '3/4', '4'] -> 4 / (1/4 + 3/4 - 1/3 / 2/5)
[113705] ['2/7', '5/8', '7/9', '4/3', '7'] -> (7 + 4/3 / 2/7) / (5/8 * 7/9)
[113706] ['5/9', '6/7', '6/5', '7/4', '9'] -> (6/7 + 5/9 * 6/5) * 7/4 * 9
[113707] ['1/5', '5/3', '9/4', '9/2', '7'] -> 5/3 / 9/4 * 9/2 * (1/5 + 7)
[113708] ['1/7', '1/4', '1/3', '7/3', '3'] -> (3 - 1/7 / 1/3) / (1/4 / 7/3)
[113709] ['1/8', '4/7', '7/9', '7/2', '6'] -> 4/7 * (6 + 7/2 / (1/8 * 7/9))
[113710] ['1/8', '1/5', '1/5', '8/9', '7'] -> (7 - 1/5 / 1/8) / (1/5 / 8/9)
[113711] ['2/9', '1/2', '7/6', '7/5', '8'] -> 7/6 / 7/5 * 8 / (1/2 - 2/9)
[113712] ['1/7', '1/4', '1/3', '5/2', '3'] -> 3 + 5/2 / (1/4 * (1/7 + 1/3))
[113713] ['1/8', '4/7', '7/9', '9/2', '6'] -> 6 / (1/8 * 4/7) / (7/9 * 9/2)
[113714] ['1/5', '5/3', '7/3', '7/2', '7'] -> 7/2 * (7 - 1/5 * 5/3 / 7/3)
[113715] ['1/4', '1/3', '2/5', '7/8', '4'] -> 1/4 * 4 / (7/8 - 1/3 / 2/5)
[113716] ['3/5', '5/8', '9/7', '7/2', '5'] -> (9/7 + 3/5 * 5) / (5/8 / 7/2)
[113717] ['2/7', '5/8', '7/9', '3/2', '7'] -> 7 / (5/8 - 3/2 * 2/7 * 7/9)
[113718] ['3/5', '8/7', '3/2', '9/4', '4'] -> 8/7 * 4 * (3/2 + 9/4 / 3/5)
[113719] ['5/9', '6/7', '6/5', '9/4', '9'] -> 9 / (6/7 / 5/9 - 6/5) - 9/4
[113720] ['1/7', '1/4', '1/3', '3', '7/2'] -> 3 / (1/4 - 1/7) / (1/3 * 7/2)
[113721] ['3/8', '4/9', '8/7', '3/2', '2'] -> 8/7 / (3/8 * 4/9) * (3/2 + 2)
[113722] ['3/5', '8/7', '3/2', '7/3', '4'] -> 4 / (8/7 * 7/3 - 3/2 / 3/5)
[113723] ['1/5', '5/3', '8/3', '8/3', '7'] -> (7 + 8/3 / 8/3) / (1/5 * 5/3)
[113724] ['1/7', '1/5', '3/8', '5/3', '4'] -> (4 + 1/5 / 1/7) / (3/8 / 5/3)
[113725] ['1/7', '1/4', '1/3', '3', '9/2'] -> 1/4 * 9/2 * (1/3 + 3 / 1/7)
[113726] ['2/3', '5/6', '5/4', '8/3', '3'] -> 3 * (2/3 + 8/3) / (5/4 - 5/6)
[113727] ['2/7', '5/8', '7/9', '5/3', '7'] -> (5/3 + 2/7 * 7) / (7/9 - 5/8)
[113728] ['4/9', '5/8', '6/7', '9/7', '3'] -> 9/7 / (6/7 / 4/9 - 5/8 * 3)
[113729] ['3/8', '2/5', '2/3', '1', '4/3'] -> 1 / (3/8 + 4/3 - 2/3 / 2/5)
[113730] ['2/9', '1/2', '6/5', '9/7', '8'] -> 9/7 / (1/2 / 6/5) * (8 - 2/9)
[113731] ['3/5', '8/7', '3/2', '5/2', '4'] -> 8/7 * 5/2 * 4 * (3/5 + 3/2)
[113732] ['1/5', '5/3', '8/3', '7/2', '7'] -> 7 / 1/5 - (5/3 + 8/3 * 7/2)
[113733] ['1/5', '5/6', '5/4', '7/5', '9'] -> (9 + 7/5 / 1/5) / (5/6 / 5/4)
[113734] ['3/5', '5/8', '4/3', '7/5', '5'] -> 7/5 * 5 / (4/3 - 5/8 / 3/5)
[113735] ['1/5', '5/3', '8/3', '9/2', '7'] -> 5/3 * (1/5 + 7) + 8/3 * 9/2
[113736] ['2/7', '5/8', '7/9', '7/4', '7'] -> (7/9 + 7) * (2/7 + 7/4 / 5/8)
[113737] ['3/5', '8/7', '3/2', '8/3', '4'] -> 4 / (3/2 / 3/5 - 8/3 / 8/7)
[113738] ['1/8', '1/5', '1/5', '7/4', '7'] -> (7 / 7/4 - 1/5 / 1/5) / 1/8
[113739] ['3/8', '4/9', '8/7', '2', '9/4'] -> (9/4 + 2 / 8/7) / (3/8 * 4/9)
