[257086] ['4/9', '4/5', '7/8', '8/3', '7'] -> (7 + 8/3 / 4/5) / (7/8 - 4/9)
[264657] ['3/7', '4/7', '5/7', '8/9', '8'] -> (4/7 + 5/7 + 8 / 8/9) / 3/7
[264658] ['2/7', '5/8', '5/7', '8/5', '3'] -> 5/7 / (5/8 / 3 - 2/7 / 8/5)
[264659] ['2/9', '1/4', '4/5', '8/9', '2'] -> 4/5 * (8/9 / (1/4 - 2/9) - 2)
[264660] ['3/7', '4/7', '5/7', '5/4', '8'] -> (4/7 + 8) / (5/4 * (5/7 - 3/7))
[264661] ['1/9', '3/5', '7/6', '7/5', '2'] -> (2 * 7/6 * 7/5 - 3/5) / 1/9
[264662] ['1/5', '2/7', '3/4', '7/5', '7'] -> (1/5 + 7) / (7/5 * 2/7 * 3/4)
[264663] ['1/4', '7/9', '5/6', '1', '7/6'] -> 1 / (1/4 * (5/6 - 7/9 / 7/6))
[264664] ['1/4', '4/5', '8/3', '9/2', '9'] -> (9/2 / (4/5 / 8/3) - 9) / 1/4
[264665] ['2/5', '3/7', '5/8', '7/2', '9'] -> 9 / (2/5 * 3/7) / (5/8 * 7/2)
[264666] ['2/7', '5/8', '5/7', '9/4', '3'] -> 5/7 / ((9/4 - 2/7) / 3 - 5/8)
[264667] ['1/9', '3/5', '7/6', '3/2', '2'] -> (3/2 / 3/5 - 7/6) / (1/9 / 2)
[264668] ['1/4', '4/5', '9/2', '9/2', '9'] -> 9/2 / (9/2 / 9 - 1/4 / 4/5)
[264669] ['1/9', '1/8', '5/8', '1', '7/2'] -> (5/8 + 7/2) / 1/8 - 1 / 1/9
[264670] ['1/4', '7/9', '5/6', '1', '5/4'] -> 5/6 / 5/4 / (1/4 + 7/9 - 1)
[264671] ['3/7', '4/7', '5/7', '7/5', '8'] -> 8 / (4/7 / 3/7 - 5/7 * 7/5)
[264672] ['2/9', '2/3', '7/5', '3/2', '6'] -> 2/3 / 2/9 / (3/2 - 7/5) - 6
[264673] ['1/9', '1/4', '7/5', '7/3', '6'] -> 7/3 / (7/5 * (1/9 - 1/4 / 6))
[264674] ['2/9', '1/4', '4/5', '9/7', '2'] -> 2 / (2/9 / 4/5 - 1/4 / 9/7)
[264675] ['2/7', '5/8', '5/7', '3', '7/2'] -> 3 / (2/7 * 7/2 - 5/8 / 5/7)
[264676] ['2/9', '7/9', '1', '3/2', '3/2'] -> (3/2 + 3/2) / (2/9 / (7/9 + 1))
[264677] ['1/5', '2/7', '3/4', '9/4', '7'] -> 2/7 * 7 * (3/4 + 9/4 / 1/5)
[264678] ['1/4', '7/9', '5/6', '1', '8/5'] -> 8/5 / (1/4 / 5/6) / (1 - 7/9)
[264679] ['2/9', '2/3', '7/5', '7/4', '6'] -> (2/3 + 6) / (7/4 * 2/9 / 7/5)
[264680] ['1/4', '5/6', '5/6', '8/9', '9'] -> (5/6 / (8/9 - 5/6) - 9) / 1/4
[264681] ['2/5', '3/7', '2/3', '7/9', '9'] -> 2/3 + (9 + 3/7 * 7/9) / 2/5
[264682] ['1/4', '7/9', '5/6', '1', '5/3'] -> 5/3 / (1/4 + 1) / (5/6 - 7/9)
[264683] ['1/8', '5/9', '7/6', '7/5', '2'] -> 7/6 / 7/5 * 2 / (1/8 * 5/9)
[264684] ['1/6', '4/9', '6/7', '1', '8/7'] -> (1 + 8/7 / (4/9 * 6/7)) / 1/6
[264685] ['3/7', '4/7', '5/7', '9/2', '8'] -> (4/7 * 9/2 - 3/7) / (5/7 / 8)
[264686] ['1/4', '5/6', '5/6', '9/8', '9'] -> 9 / (1/4 + 9/8 - 5/6 / 5/6)
[264687] ['1/9', '1/4', '7/5', '9/2', '6'] -> 9/2 / (1/4 - 1/9) - 7/5 * 6
[264688] ['2/9', '1/4', '4/5', '2', '9/4'] -> 2 / (2/9 - 1/4 / 4/5 / 9/4)
[264689] ['1/5', '2/7', '3/4', '5/2', '7'] -> 7 / 2/7 - (1/5 + 3/4 / 5/2)
[264690] ['3/7', '4/7', '3/4', '4/5', '8'] -> 8 * 3/7 / 4/5 / (3/4 - 4/7)
[264691] ['2/5', '3/7', '2/3', '5/6', '9'] -> (9 / 3/7 - 2/3) / 5/6 - 2/5
[264692] ['2/9', '1/4', '4/5', '2', '7/3'] -> (7/3 / 4/5 - 1/4) / (2/9 / 2)
[264693] ['1/9', '1/8', '2/3', '1', '7/5'] -> 7/5 / (1/8 - 1/9 / (2/3 + 1))
[264694] ['1/5', '2/7', '3/4', '8/3', '7'] -> 7 * (2/7 / 1/5 + 3/4 * 8/3)
[264695] ['4/9', '7/5', '7/5', '7/3', '7'] -> (7/3 * 7 - 7/5) / (4/9 * 7/5)
[264696] ['1/6', '4/9', '6/7', '1', '6/5'] -> 1 / (1/6 / (6/5 - 6/7) - 4/9)
[264697] ['2/9', '1/4', '4/5', '2', '5/2'] -> (2/9 + 2) * (4/5 + 5/2 / 1/4)
[264698] ['2/5', '3/7', '2/3', '7/8', '9'] -> 9 / (7/8 / 3/7 - 2/3 / 2/5)
[264699] ['1/4', '5/6', '5/6', '9/7', '9'] -> (9 / 9/7 - 5/6 / 5/6) / 1/4
[264700] ['1/8', '5/9', '7/6', '9/5', '2'] -> (7/6 / 5/9 + 9/5 / 2) / 1/8
[264701] ['4/9', '7/5', '7/5', '7/2', '7'] -> (7/5 + 7) / (7/2 - 7/5 / 4/9)
[264702] ['4/9', '5/8', '5/7', '5/3', '2'] -> (2 + 5/3 / 5/7) / (5/8 - 4/9)
[264703] ['1/8', '5/9', '7/6', '2', '9/4'] -> (9/4 - 7/6 / 2) / (1/8 * 5/9)
[264704] ['2/7', '5/8', '3/4', '6/5', '3'] -> (6/5 + 3 / (2/7 * 5/8)) / 3/4
[264705] ['1/4', '7/9', '5/6', '1', '7/2'] -> 1 / (7/9 / (7/2 - 5/6) - 1/4)
[264706] ['1/4', '5/6', '5/6', '8/5', '9'] -> 9 / (5/6 / 5/6 / 8/5 - 1/4)
[264707] ['1/9', '3/5', '6/5', '7/4', '2'] -> 2 / (6/5 - 3/5 * (1/9 + 7/4))
[264708] ['2/9', '1/4', '5/6', '9/8', '2'] -> (5/6 / 2/9 + 9/8 * 2) / 1/4
[264709] ['1/8', '5/9', '7/6', '2', '7/2'] -> (2 - 7/6 / 7/2) / (1/8 * 5/9)
[264710] ['1/5', '2/7', '7/9', '6/7', '7'] -> 6/7 / (1/5 * 2/7) + 7 / 7/9
[264711] ['2/9', '1/4', '5/6', '8/7', '2'] -> 8/7 / (2/9 * 1/4) * (2 - 5/6)
[264712] ['1/9', '3/5', '6/5', '2', '7/2'] -> (7/2 - 3/5 / 2) / (1/9 * 6/5)
[264713] ['1/4', '7/9', '6/7', '7/8', '1'] -> 1 / (1/4 - 7/8 + 7/9 * 6/7)
[264714] ['3/7', '4/7', '3/4', '7/3', '8'] -> 8 / (4/7 * (7/3 - 3/4 / 3/7))
[264715] ['2/7', '5/8', '3/4', '4/3', '3'] -> (3/4 + 3 / 2/7) / (5/8 / 4/3)
[264716] ['1/9', '1/8', '5/7', '7/9', '1'] -> 1 / (1/9 - 7/9 * 1/8 * 5/7)
[264717] ['1/6', '4/9', '6/7', '1', '5/3'] -> (5/3 / (1/6 * 6/7) - 1) / 4/9
[264718] ['2/9', '1/4', '5/6', '9/7', '2'] -> 2 / (9/7 * (1/4 - 2/9 * 5/6))
[264719] ['3/7', '4/7', '7/9', '7/9', '8'] -> 8 / (4/7 / 3/7 - 7/9 / 7/9)
[264720] ['2/9', '1/4', '5/6', '7/5', '2'] -> 2 / (1/4 * 7/5 - 2/9 / 5/6)
[264721] ['2/9', '2/3', '8/5', '9/2', '6'] -> 2/3 * 8/5 * (6 / 2/9 - 9/2)
[264722] ['2/5', '3/7', '2/3', '4/3', '9'] -> 4/3 + 2/3 / 2/5 + 9 / 3/7
[264723] ['1/5', '2/7', '7/9', '8/9', '7'] -> 7/9 * 8/9 * (7 / 1/5 - 2/7)
[264724] ['2/7', '5/8', '3/4', '8/5', '3'] -> 8/5 + 3 / (3/4 * 2/7 * 5/8)
[264725] ['1/9', '3/5', '5/4', '4/3', '2'] -> 2 / 1/9 / (5/4 / 3/5 - 4/3)
[264726] ['2/9', '7/9', '1', '8/5', '7/3'] -> 8/5 * (1 + (7/9 + 7/3) / 2/9)
[264727] ['2/9', '2/3', '5/3', '9/5', '6'] -> (2/9 + 6) / (5/3 / 9/5 - 2/3)
[264728] ['2/5', '3/7', '2/3', '3/2', '9'] -> (2/5 + 2/3) * (3/2 + 9 / 3/7)
[264729] ['4/9', '7/5', '3/2', '9/4', '7'] -> 3/2 / (9/4 / 4/9 - 7 / 7/5)
[264730] ['1/6', '4/9', '6/7', '1', '9/4'] -> 1 / (4/9 / 1/6 - 9/4 / 6/7)
[264731] ['1/5', '2/7', '7/9', '9/8', '7'] -> 7/9 / 9/8 * (7 / 1/5 - 2/7)
[264732] ['1/8', '5/9', '6/5', '8/5', '2'] -> (6/5 + 2 / 5/9) / (1/8 * 8/5)
[264733] ['2/9', '7/9', '1', '8/5', '5/2'] -> 5/2 * (8/5 + (7/9 + 1) / 2/9)
[264734] ['1/9', '1/4', '7/4', '9/5', '6'] -> 6 * (1/9 + 7/4 / (1/4 * 9/5))
[264735] ['1/9', '1/8', '5/7', '8/9', '1'] -> (8/9 / (1 - 5/7) - 1/9) / 1/8
[264736] ['2/9', '1/4', '6/7', '7/8', '2'] -> 2 / (1/4 - 7/8 * 2/9 * 6/7)
[264737] ['1/4', '5/6', '6/7', '4/3', '9'] -> 9 / (5/6 - 1/4) / (6/7 / 4/3)
[264738] ['3/7', '4/7', '7/9', '9/8', '8'] -> (7/9 + 4/7 / 9/8) / (3/7 / 8)
[264739] ['1/9', '3/5', '5/4', '7/4', '2'] -> 2 * (7/4 / (1/9 * 5/4) - 3/5)
[264740] ['1/8', '5/9', '6/5', '7/4', '2'] -> (2 + 7/4 / 1/8) / (5/9 * 6/5)
[264741] ['1/6', '4/9', '6/7', '1', '5/2'] -> 1 / (5/2 * 1/6 / 6/7 - 4/9)
[264742] ['2/5', '3/7', '2/3', '9/4', '9'] -> 2/3 + 9 / (9/4 * 2/5 * 3/7)
[264743] ['1/9', '1/8', '5/7', '1', '6/5'] -> 1 / (1/8 / 5/7 - 1/9 * 6/5)
[264744] ['2/7', '5/8', '3/4', '9/4', '3'] -> 3 * (9/4 / 2/7 - (5/8 - 3/4))
[264745] ['1/5', '2/7', '7/9', '7/6', '7'] -> (7 / 2/7 - 7/6 / 1/5) / 7/9
[264746] ['3/7', '4/7', '7/9', '6/5', '8'] -> 8 / (4/7 / (3/7 * 6/5) - 7/9)
[264747] ['1/9', '3/5', '5/4', '9/5', '2'] -> 5/4 * (2 / 1/9 - (3/5 - 9/5))
[264748] ['2/9', '7/9', '1', '5/3', '5/3'] -> 5/3 / (7/9 / (1 + 5/3) - 2/9)
[264749] ['1/8', '5/9', '6/5', '9/5', '2'] -> (6/5 - 9/5 + 2 / 5/9) / 1/8
[264750] ['1/9', '1/4', '9/5', '5/2', '6'] -> 6 / (5/2 * 1/9 * 9/5 - 1/4)
[264751] ['1/6', '4/9', '6/7', '1', '8/3'] -> 1/6 / (4/9 - 1 / (6/7 * 8/3))
[264752] ['2/7', '5/8', '3/4', '7/3', '3'] -> 3 / (5/8 - 7/3 * 2/7 * 3/4)
[264753] ['2/5', '3/7', '2/3', '5/2', '9'] -> 2/3 + (9 + 2/5 * 5/2) / 3/7
[264754] ['1/4', '7/9', '6/7', '1', '3/2'] -> 6/7 / (1/4 - 3/2 + 1 / 7/9)
[264755] ['2/9', '7/9', '1', '5/3', '7/4'] -> (1 + 2/9 + 7/9) / (7/4 - 5/3)
[264756] ['2/9', '1/4', '6/7', '7/6', '2'] -> 7/6 / (2/9 * 1/4) * (2 - 6/7)
[264757] ['1/5', '2/7', '7/9', '6/5', '7'] -> (7 / 7/9 - 6/5 / 2/7) / 1/5
[264758] ['1/9', '1/8', '5/7', '1', '9/7'] -> 1 / (1/9 - 1/8 * 5/7 / 9/7)
[264759] ['2/9', '7/9', '1', '5/3', '9/5'] -> (7/9 + 1) * 9/5 / (2/9 / 5/3)
[264760] ['2/7', '5/8', '3/4', '8/3', '3'] -> (3 + 3/4 / 2/7) / (5/8 / 8/3)
[264761] ['1/9', '3/5', '5/4', '2', '7/3'] -> 2 / (3/5 * (7/3 - 1/9) - 5/4)
[264762] ['2/9', '1/4', '6/7', '6/5', '2'] -> 2 / 6/5 / (1/4 / 6/7 - 2/9)
[264763] ['1/4', '7/9', '6/7', '1', '5/3'] -> 5/3 / (1/4 / 6/7 + 7/9 - 1)
[264764] ['1/8', '5/9', '6/5', '2', '7/2'] -> 7/2 / (2 * 1/8 * 5/9) - 6/5
[264765] ['1/9', '1/4', '9/4', '7/2', '6'] -> 6 * (1/9 * 9/4 + 1/4 + 7/2)
[264766] ['1/4', '5/6', '6/7', '9/4', '9'] -> 6/7 * (1/4 + 9 * (5/6 + 9/4))
[264767] ['1/6', '4/9', '7/8', '7/8', '1'] -> (7/8 + 7/8 + 1 / 4/9) / 1/6
[264768] ['2/9', '7/9', '1', '5/3', '7/3'] -> (1 + 5/3) / (7/9 / 7/3 - 2/9)
[264769] ['1/4', '5/6', '6/7', '7/3', '9'] -> 6/7 / (7/3 / (9 - 5/6) - 1/4)
[264770] ['2/9', '1/4', '6/7', '7/5', '2'] -> 2 / (7/5 * (1/4 - 2/9 * 6/7))
[264771] ['4/9', '7/5', '8/5', '9/4', '7'] -> (7/5 + 8/5) * (7 + 4/9 * 9/4)
[264772] ['1/5', '2/7', '7/9', '7/5', '7'] -> (7 + 1/5 / 7/9) / 2/7 - 7/5
[264773] ['3/7', '4/7', '7/9', '5/2', '8'] -> (5/2 * 8 - 4/7 / 3/7) / 7/9
[264774] ['1/5', '2/7', '7/9', '3/2', '7'] -> 7 / (2/7 * 7/9) - 3/2 / 1/5
[264775] ['1/6', '4/9', '7/8', '1', '5/4'] -> (5/4 + 1 / 4/9) / (1/6 * 7/8)
[264776] ['2/9', '5/7', '5/7', '5/6', '6'] -> (5/7 + 6 / (2/9 / 5/7)) / 5/6
[264777] ['1/9', '2/7', '2/7', '2/7', '6'] -> 6 + (2/7 + 2/7) / (1/9 * 2/7)
[264778] ['4/9', '5/8', '3/4', '7/5', '2'] -> 3/4 / (2 - 7/5 / (4/9 / 5/8))
[264779] ['2/5', '3/7', '5/7', '7/8', '9'] -> (9 - 3/7 / 5/7) / (2/5 * 7/8)
[264780] ['1/4', '7/9', '6/7', '1', '5/2'] -> 1 / (7/9 * 6/7 - 1/4 * 5/2)
[264781] ['3/7', '4/7', '7/9', '9/2', '8'] -> 8 * (7/9 * 9/2 - 3/7) - 4/7
[264782] ['4/9', '7/5', '8/5', '7/2', '7'] -> 8/5 + 7/2 + (7/5 + 7) / 4/9
[264783] ['1/4', '5/6', '7/8', '8/7', '9'] -> 9 * (5/6 / (1/4 * 7/8) - 8/7)
[264784] ['1/9', '2/7', '2/7', '2/5', '6'] -> 2/7 / (1/9 * 2/7) + 6 / 2/5
[264785] ['1/4', '5/6', '7/8', '6/5', '9'] -> 9 / (1/4 - 7/8 + 5/6 * 6/5)
[264786] ['4/9', '7/5', '8/5', '9/2', '7'] -> 9/2 * (8/5 + 4/9 * (7/5 + 7))
[264787] ['1/5', '2/7', '7/9', '5/3', '7'] -> (7 - 5/3 / 7/9) / 1/5 - 2/7
[264788] ['2/5', '3/7', '5/7', '9/8', '9'] -> 9 / (3/7 / (2/5 * 5/7) - 9/8)
[264789] ['2/9', '1/4', '6/7', '2', '5/2'] -> (5/2 / 6/7 - 1/4) / (2/9 / 2)
[264790] ['3/7', '4/7', '4/5', '8/9', '8'] -> 8 / (4/7 / 4/5 - 3/7 * 8/9)
[264791] ['1/8', '5/9', '5/4', '9/5', '2'] -> (5/9 + 5/4) / (1/8 / 9/5) - 2
[264792] ['1/4', '5/6', '7/8', '9/7', '9'] -> 9 / (9/7 * (7/8 + 1/4 - 5/6))
[264793] ['2/9', '5/7', '5/7', '6/5', '6'] -> 6/5 * (5/7 + 6 / (2/9 / 5/7))
[264794] ['4/9', '5/8', '3/4', '7/4', '2'] -> (2 + 7/4 / 3/4) / (5/8 - 4/9)
[264795] ['2/9', '1/4', '6/7', '2', '8/3'] -> (8/3 / (6/7 / 2) - 2/9) / 1/4
[264796] ['1/9', '2/7', '2/7', '3/4', '6'] -> (2/7 + 2/7 * 6) / (1/9 * 3/4)
[264797] ['1/5', '2/7', '7/9', '9/5', '7'] -> (7 - 1/5 / 7/9 / 9/5) / 2/7
[264798] ['1/4', '5/6', '7/8', '3/2', '9'] -> 9 / (7/8 / 3/2 - 1/4 * 5/6)
[264799] ['1/9', '3/5', '9/7', '2', '9/4'] -> 2 / (1/9 * (9/7 - 3/5)) - 9/4
[264800] ['2/5', '3/7', '5/7', '9/7', '9'] -> (9 / 5/7 - 9/7 / 3/7) / 2/5
[264801] ['1/6', '4/9', '7/8', '1', '7/4'] -> 1 / (4/9 / 1/6 - (7/8 + 7/4))
[264802] ['2/7', '5/8', '7/9', '5/4', '3'] -> 3 / (7/9 * (5/4 - 2/7) - 5/8)
[264803] ['1/8', '5/9', '5/4', '2', '5/2'] -> (5/2 / 5/9 - 5/4) / 1/8 - 2
[264804] ['1/9', '2/7', '2/7', '4/5', '6'] -> (6 + 2/7 / 1/9) / (2/7 / 4/5)
[264805] ['3/7', '4/7', '4/5', '3/2', '8'] -> (4/7 + 8) * 3/2 / (3/7 / 4/5)
[264806] ['2/9', '5/7', '5/7', '4/3', '6'] -> 4/3 / (2/9 - 5/7 / 5/7 / 6)
[264807] ['2/7', '5/8', '7/9', '9/7', '3'] -> 9/7 / (2/7 * 3 - 5/8 / 7/9)
[264808] ['1/9', '3/5', '9/7', '2', '7/3'] -> (7/3 / (2 - 9/7) - 3/5) / 1/9
[264809] ['1/4', '7/9', '7/8', '1', '5/4'] -> 1 / (7/9 * (5/4 - 7/8) - 1/4)
[264810] ['1/6', '4/9', '7/8', '1', '7/3'] -> 1 / (7/8 - (4/9 + 1/6 * 7/3))
[264811] ['1/9', '1/8', '3/4', '5/6', '1'] -> 1 / 3/4 / (1/9 / 1/8 - 5/6)
[264812] ['3/7', '4/7', '4/5', '7/2', '8'] -> 7/2 * (8 - (3/7 + 4/7 / 4/5))
[264813] ['4/9', '5/8', '7/9', '4/5', '2'] -> 4/5 * 2 / (7/9 - 4/9 / 5/8)
[264814] ['4/9', '7/5', '5/3', '7/2', '7'] -> (7/5 + 7) * (7/2 - 4/9) - 5/3
[264815] ['1/9', '2/7', '2/7', '9/8', '6'] -> 6 / (2/7 - 9/8 * 1/9 * 2/7)
[264816] ['2/5', '3/7', '5/7', '9/5', '9'] -> (9/5 - 5/7) / (2/5 / 9) - 3/7
[264817] ['2/9', '5/7', '5/7', '8/5', '6'] -> 8/5 * 6 * (5/7 / 2/9 - 5/7)
[264818] ['2/7', '5/8', '7/9', '7/5', '3'] -> 3 / 7/9 / (5/8 / 7/5 - 2/7)
[264819] ['1/9', '2/7', '2/7', '7/6', '6'] -> 7/6 / (1/9 / 2/7) + 6 / 2/7
[264820] ['1/4', '7/9', '7/8', '1', '3/2'] -> 1 / (7/9 * 3/2 - (1/4 + 7/8))
[264821] ['2/7', '5/8', '7/9', '3/2', '3'] -> (3/2 + 3 / (2/7 * 7/9)) / 5/8
[264822] ['2/9', '5/7', '5/7', '5/3', '6'] -> (5/7 / 5/7 - (5/3 - 6)) / 2/9
[264823] ['1/8', '5/9', '9/7', '7/5', '2'] -> (2 + 7/5 * 5/9 * 9/7) / 1/8
[264824] ['2/9', '1/4', '7/8', '5/4', '2'] -> (7/8 + 5/4 / 2/9) / 1/4 - 2
[264825] ['2/9', '7/9', '1', '9/5', '8/3'] -> 1 + 9/5 * (7/9 + 8/3 / 2/9)
[264826] ['1/5', '2/7', '4/5', '4/5', '7'] -> (2/7 + 4/5 / 1/5) * 4/5 * 7
[264827] ['3/7', '4/7', '5/6', '9/5', '8'] -> 8 * (9/5 + (3/7 + 4/7) / 5/6)
[264828] ['2/7', '5/8', '7/9', '8/5', '3'] -> (8/5 / 7/9 + 3 / 5/8) / 2/7
[264829] ['2/5', '3/7', '5/7', '7/2', '9'] -> 9 * (7/2 - 5/7) - 3/7 / 2/5
[264830] ['1/9', '2/7', '2/7', '9/7', '6'] -> (2/7 + 2/7) * 6 / (1/9 * 9/7)
[264831] ['1/9', '3/5', '4/3', '7/4', '2'] -> (4/3 + 2 / 3/5) / (1/9 * 7/4)
[264832] ['1/8', '5/9', '9/7', '8/5', '2'] -> 8/5 + 2 / (9/7 * 1/8 * 5/9)
[264833] ['1/6', '4/9', '8/9', '1', '6/5'] -> (8/9 / (6/5 - 1) - 4/9) / 1/6
[264834] ['3/7', '4/7', '5/6', '9/4', '8'] -> 9/4 * (4/7 + 8 * (3/7 + 5/6))
[264835] ['2/9', '5/7', '5/7', '9/4', '6'] -> 6 / (5/7 / 2/9 - (5/7 + 9/4))
[264836] ['2/9', '1/4', '7/8', '4/3', '2'] -> (4/3 + 2) / (2/9 * (7/8 - 1/4))
[264837] ['1/9', '2/7', '2/7', '8/5', '6'] -> 8/5 * (6 + 2/7 / (1/9 * 2/7))
[264838] ['1/8', '5/9', '9/7', '5/3', '2'] -> (2 + 5/9 / 5/3) / (1/8 / 9/7)
[264839] ['1/4', '7/9', '7/8', '1', '5/2'] -> (7/8 + 5/2) / (1/4 / (7/9 + 1))
[264840] ['1/9', '3/5', '4/3', '2', '8/3'] -> 8/3 / (4/3 / 3/5 - (1/9 + 2))
[264841] ['2/9', '1/4', '7/8', '7/5', '2'] -> 2 / 2/9 / (7/8 / 7/5 - 1/4)
[264842] ['2/7', '5/8', '7/9', '9/5', '3'] -> 3 / (5/8 / 9/5 - 2/7 * 7/9)
[264843] ['1/9', '2/7', '2/7', '7/4', '6'] -> 7/4 * 6 * (2/7 / 1/9 - 2/7)
[264844] ['2/9', '7/9', '1', '9/4', '7/3'] -> (1 + 2/9 + 7/9) / (7/3 - 9/4)
[264845] ['3/7', '4/7', '6/7', '8/9', '8'] -> 8/9 + (4/7 + 8 / 6/7) / 3/7
[264846] ['2/7', '5/8', '7/9', '9/4', '3'] -> 3 / (5/8 - 9/4 * 2/7 * 7/9)
[264847] ['1/4', '5/6', '8/9', '3/2', '9'] -> 9 / (5/6 / 8/9 / 3/2 - 1/4)
[264848] ['1/9', '1/8', '3/4', '1', '7/4'] -> 7/4 / (1/9 * 3/4) / (1 - 1/8)
[264849] ['1/9', '2/7', '2/7', '9/5', '6'] -> (2/7 + 2/7 / 9/5) / (1/9 / 6)
[264850] ['1/4', '7/9', '7/8', '1', '9/2'] -> 1 / (7/8 - (7/9 + 1/4 / 9/2))
[264851] ['2/9', '7/9', '1', '9/4', '5/2'] -> (7/9 + 1) * (9/4 + 5/2 / 2/9)
[264852] ['1/6', '4/9', '8/9', '1', '9/5'] -> 4/9 / (1 - (8/9 + 1/6 / 9/5))
[264853] ['2/7', '5/8', '7/9', '7/3', '3'] -> (3 + 2/7 * 7/3) / (7/9 - 5/8)
[264854] ['1/9', '1/8', '3/4', '1', '9/5'] -> 1 / 9/5 / (1/9 / 3/4 - 1/8)
[264855] ['1/5', '2/7', '4/5', '5/3', '7'] -> 2/7 / (1/5 / 4/5 - 5/3 / 7)
[264856] ['2/9', '5/7', '5/7', '9/2', '6'] -> (5/7 + 9/2 + 5/7 / 6) / 2/9
[264857] ['1/8', '5/9', '9/7', '2', '9/4'] -> 2 / 9/7 + (5/9 + 9/4) / 1/8
[264858] ['2/9', '7/9', '1', '9/4', '7/2'] -> (7/9 + 1) * (7/2 / 2/9 - 9/4)
[264859] ['1/9', '2/7', '2/7', '7/2', '6'] -> 6 + (2/7 + 2/7) / (1/9 / 7/2)
[264860] ['2/5', '3/7', '3/4', '9/8', '9'] -> 9/8 + 3/4 / 2/5 + 9 / 3/7
[264861] ['1/4', '7/9', '8/9', '1', '8/7'] -> 1 / (1/4 - 8/9 + 7/9 / 8/7)
[264862] ['3/7', '4/7', '6/7', '8/5', '8'] -> (8 + 8/5 * (4/7 + 6/7)) / 3/7
[264863] ['4/9', '7/5', '9/5', '7/3', '7'] -> (7/3 + 9/5 * 7) / (4/9 * 7/5)
[264864] ['1/6', '4/9', '1', '9/8', '9/8'] -> 9/8 / (1/6 / 4/9) / (9/8 - 1)
[264865] ['2/7', '5/8', '7/9', '8/3', '3'] -> (3 + 8/3 / (2/7 * 7/9)) / 5/8
[264866] ['1/9', '3/5', '7/5', '7/4', '2'] -> 7/5 / 7/4 * 2 / (1/9 * 3/5)
[264867] ['1/4', '5/6', '8/9', '5/2', '9'] -> 9 + (5/6 + 5/2) / (1/4 * 8/9)
[264868] ['1/9', '1/8', '7/9', '4/5', '1'] -> 1 / (1/9 / 4/5 - 1/8 * 7/9)
[264869] ['1/6', '4/9', '1', '9/8', '8/7'] -> 1/6 / 4/9 / (1 - 9/8 / 8/7)
[264870] ['1/4', '5/6', '8/9', '8/3', '9'] -> 8/9 * 9 / (1/4 / 5/6) - 8/3
[264871] ['2/5', '3/7', '3/4', '6/5', '9'] -> (9 / 3/7 - 6/5 / 2/5) / 3/4
[264872] ['3/7', '4/7', '7/8', '7/8', '8'] -> 8 / (4/7 / 3/7 - 7/8 / 7/8)
[264873] ['2/7', '5/8', '7/9', '3', '9/2'] -> 9/2 / (3 - 5/8 / (2/7 * 7/9))
[264874] ['1/9', '3/5', '7/5', '2', '9/4'] -> 7/5 / 1/9 / (9/4 / 2 - 3/5)
[264875] ['1/9', '1/8', '7/9', '7/8', '1'] -> 1/8 + (1 + 7/9 + 7/8) / 1/9
[264876] ['2/9', '7/9', '1', '7/3', '7/2'] -> (7/2 + 1 / 2/9) / (7/9 / 7/3)
[264877] ['1/8', '5/9', '9/7', '2', '7/2'] -> (5/9 / 2 + 7/2 / 9/7) / 1/8
[264878] ['1/9', '2/7', '1/3', '2/5', '6'] -> 1/3 / (2/5 - 1/9 / 2/7) - 6
[264879] ['1/5', '2/7', '4/5', '9/2', '7'] -> 7 / 2/7 - (9/2 - 4/5 / 1/5)
[264880] ['4/9', '7/5', '9/5', '9/2', '7'] -> 9/2 * (7 + 4/9 - 9/5) - 7/5
[264881] ['2/9', '1/4', '8/9', '9/8', '2'] -> (8/9 / 1/4 + 2 / 9/8) / 2/9
[264882] ['1/4', '5/6', '9/8', '9/8', '9'] -> (9 * (9/8 + 9/8) - 1/4) / 5/6
[264883] ['3/7', '4/7', '7/8', '6/5', '8'] -> (8 / 7/8 - 4/7) / (3/7 / 6/5)
[264884] ['2/9', '5/7', '3/4', '7/8', '6'] -> 6 * (5/7 * 7/8 + 3/4 / 2/9)
[264885] ['1/9', '3/5', '7/5', '2', '9/2'] -> (7/5 * 2 - 3/5 / 9/2) / 1/9
[264886] ['2/5', '3/7', '3/4', '4/3', '9'] -> 9 / (3/4 / (4/3 - 2/5) - 3/7)
[264887] ['1/6', '4/9', '1', '9/8', '4/3'] -> 4/9 / (4/3 / 9/8 - (1/6 + 1))
[264888] ['2/9', '7/9', '1', '5/2', '8/3'] -> (5/2 + 1 / 2/9) / (7/9 / 8/3)
[264889] ['2/7', '5/8', '4/5', '7/8', '3'] -> 3 / (2/7 * 5/8) / (4/5 * 7/8)
[264890] ['4/9', '7/5', '9/4', '7/3', '7'] -> 7/3 * 7 / (4/9 * 7/5) - 9/4
[264891] ['1/8', '5/9', '4/3', '7/5', '2'] -> (4/3 / 5/9 - (7/5 - 2)) / 1/8
[264892] ['4/9', '5/8', '7/9', '2', '7/2'] -> 2 * 7/2 / (4/9 + 5/8 - 7/9)
[264893] ['1/8', '5/9', '4/3', '8/5', '2'] -> 4/3 / 8/5 * 2 / (1/8 * 5/9)
