[141841] ['3/4', '9/7', '7/5', '8/5', '3'] -> 8/5 / (7/5 / (3 - 9/7) - 3/4)
[148825] ['1/8', '8/9', '9/5', '7/3', '7'] -> 7 + 9/5 * (7/3 + 8/9 / 1/8)
[148826] ['1/7', '8/9', '6/5', '9/4', '4'] -> 4 / (6/5 * 1/7 * 8/9) - 9/4
[148827] ['7/9', '8/9', '7/4', '7/3', '3'] -> 3 / (7/9 / 8/9 - 7/4 / 7/3)
[148828] ['3/5', '8/7', '3/2', '7/4', '9'] -> 9 / (3/5 * 7/4) / (3/2 - 8/7)
[148829] ['1/3', '7/8', '7/8', '5/3', '7'] -> 7 / (7/8 * (5/3 - 1/3) - 7/8)
[148830] ['7/9', '8/9', '7/4', '5/2', '3'] -> 3 / (7/9 / 8/9 + 7/4 - 5/2)
[148831] ['1/2', '5/7', '3/4', '6/5', '8'] -> 6/5 / 3/4 + 8 / (1/2 * 5/7)
[148832] ['2/9', '3/4', '5/4', '7/5', '9'] -> (9 / 5/4 - 7/5 / 3/4) / 2/9
[148833] ['1/7', '9/5', '9/5', '3', '9/2'] -> (9/5 / 1/7 - 3) / (9/5 / 9/2)
[148834] ['7/9', '8/9', '7/4', '8/3', '3'] -> (8/9 + 8/3) * 3 / (7/9 / 7/4)
[148835] ['2/7', '4/9', '5/7', '6/7', '4'] -> 4 / (4/9 - 2/7) - 6/7 / 5/7
[148836] ['2/3', '5/6', '5/3', '7/4', '5'] -> 5 / (7/4 * 5/6 / 5/3 - 2/3)
[148837] ['1/7', '9/5', '9/4', '9/4', '3'] -> 9/4 * 3 / (1/7 * 9/5) - 9/4
[148838] ['2/5', '4/7', '4/5', '2', '8/3'] -> 4/5 / (2/5 / 4/7 + 2 - 8/3)
[148839] ['7/9', '8/9', '7/4', '3', '9/2'] -> 9/2 * (7/9 + 3 + 8/9 * 7/4)
[148840] ['1/7', '2/5', '7/2', '9/2', '6'] -> 9/2 / (1/7 * 7/2) + 6 / 2/5
[148841] ['2/3', '5/6', '5/3', '5/2', '5'] -> 2/3 + 5 * (5/3 + 5/2 / 5/6)
[148842] ['1/2', '5/7', '3/4', '5/3', '8'] -> 8 * (1/2 / 3/4 + 5/3 / 5/7)
[148843] ['1/8', '8/9', '9/4', '7/3', '7'] -> ((7 - 7/3) / 8/9 - 9/4) / 1/8
[148844] ['2/5', '4/7', '4/5', '2', '7/2'] -> (4/7 + 4/5) * 7/2 / (2/5 / 2)
[148845] ['1/7', '8/9', '6/5', '7/2', '4'] -> 6/5 * (7/2 / 1/7 - 4 / 8/9)
[148846] ['2/9', '3/4', '9/7', '4/3', '9'] -> 9 * (2/9 + 4/3) / (3/4 / 9/7)
[148847] ['1/3', '7/8', '8/9', '6/5', '7'] -> 7 / (1/3 / 6/5 - (7/8 - 8/9))
[148848] ['2/3', '5/6', '7/4', '7/3', '5'] -> 5 / (7/3 - (2/3 + 5/6 * 7/4))
[148849] ['5/9', '5/9', '9/5', '8/3', '3'] -> 8/3 / (5/9 * (3 - 9/5) - 5/9)
[148850] ['2/5', '4/9', '1', '7/4', '8/3'] -> (8/3 / (2/5 / 7/4) - 1) / 4/9
[148851] ['1/7', '9/5', '9/4', '3', '9/2'] -> 9/2 / (1/7 * (3 - 9/5)) - 9/4
[148852] ['1/3', '7/8', '8/9', '5/4', '7'] -> 7 / (1/3 * 8/9) - (7/8 - 5/4)
[148853] ['2/9', '5/6', '6/5', '7/4', '7'] -> (7 - 6/5) / 2/9 - 7/4 / 5/6
[148854] ['2/5', '4/7', '5/6', '7/8', '2'] -> 2 / 5/6 / (4/7 * 7/8 - 2/5)
[148855] ['2/9', '3/4', '9/7', '3/2', '9'] -> (9 / 9/7 - 3/2) / 2/9 - 3/4
[148856] ['2/7', '4/9', '5/7', '5/4', '4'] -> (5/7 / 4/9 + 5/4 + 4) / 2/7
[148857] ['5/9', '5/9', '9/5', '3', '9/2'] -> (9/5 + 3) * 9/2 * (5/9 + 5/9)
[148858] ['1/7', '9/5', '7/3', '7/3', '3'] -> 9/5 * (7/3 + 7/3) * (3 - 1/7)
[148859] ['1/7', '3/7', '3/7', '4/5', '6'] -> 6 / (1/7 - 3/7 + 3/7 / 4/5)
[148860] ['1/7', '8/9', '5/4', '4/3', '4'] -> (4 / 1/7 - 4/3) / (8/9 * 5/4)
[148861] ['2/9', '5/6', '6/5', '7/3', '7'] -> (7 - 7/3) / (2/9 * 5/6) - 6/5
[148862] ['2/3', '5/6', '9/5', '9/4', '5'] -> 9/5 / 9/4 * 5 / (5/6 - 2/3)
[148863] ['1/8', '8/9', '7/3', '9/2', '7'] -> (7 / 9/2 - (8/9 - 7/3)) / 1/8
[148864] ['1/2', '5/7', '3/4', '5/2', '8'] -> 3/4 * 8 * (1/2 + 5/2 / 5/7)
[148865] ['2/7', '4/9', '5/7', '9/7', '4'] -> (9/7 + 4 / 4/9) / (5/7 - 2/7)
[148866] ['5/7', '8/9', '8/5', '8/3', '4'] -> (8/5 + 8/3 / 5/7) / (8/9 / 4)
[148867] ['2/9', '5/6', '6/5', '5/2', '7'] -> 7 / (5/6 - 2/9 * 5/2) - 6/5
[148868] ['5/9', '5/9', '9/4', '5/2', '3'] -> (5/9 + 3) * (9/4 + 5/2 / 5/9)
[148869] ['2/3', '5/6', '9/5', '8/3', '5'] -> 8/3 * (5/6 * 9/5 + 5 / 2/3)
[148870] ['1/3', '7/8', '8/9', '7/4', '7'] -> (7 + 7/4 / 7/8) / (1/3 / 8/9)
[148871] ['1/7', '8/9', '5/4', '3/2', '4'] -> (4 / (1/7 * 8/9) - 3/2) / 5/4
[148872] ['1/7', '9/5', '7/3', '8/3', '3'] -> 9/5 * (8/3 / 1/7 - (7/3 + 3))
[148873] ['1/7', '3/7', '3/7', '8/9', '6'] -> (3/7 + 6) / (3/7 - 1/7 / 8/9)
[148874] ['5/9', '5/9', '9/4', '8/3', '3'] -> 9/4 * 8/3 * (3 + 5/9 / 5/9)
[148875] ['2/9', '5/6', '6/5', '7/2', '7'] -> 7 / (5/6 / 7/2) - 6/5 / 2/9
[148876] ['5/7', '8/9', '8/5', '4', '9/2'] -> 8/5 + 4 * 9/2 / (5/7 / 8/9)
[148877] ['2/5', '4/7', '5/6', '6/5', '2'] -> (6/5 + 2) / (5/6 - 2/5 / 4/7)
[148878] ['1/7', '9/5', '7/3', '3', '7/2'] -> 9/5 * (7/3 + 7/2 * (1/7 + 3))
[148879] ['1/7', '3/7', '3/7', '9/8', '6'] -> (3/7 + 6) / (3/7 - 1/7 * 9/8)
[148880] ['1/2', '5/7', '3/4', '9/2', '8'] -> (1/2 + (9/2 + 8) / 5/7) / 3/4
[148881] ['1/8', '8/9', '8/3', '7/2', '7'] -> 7/2 / 1/8 - (7 - 8/3 / 8/9)
[148882] ['2/9', '5/6', '6/5', '9/2', '7'] -> (7 - 5/6) / 2/9 - 9/2 / 6/5
[148883] ['2/9', '3/4', '9/7', '7/3', '9'] -> 9 / (3/4 / 2/9 - 9/7 * 7/3)
[148884] ['2/5', '4/7', '5/6', '5/4', '2'] -> 2 / 2/5 / (5/6 / 4/7 - 5/4)
[148885] ['1/3', '7/8', '8/9', '7/2', '7'] -> 7/2 * 7 - (7/8 - 1/3 / 8/9)
[148886] ['1/8', '8/9', '8/3', '9/2', '7'] -> 9/2 * (1/8 - 8/3 + 7 / 8/9)
[148887] ['2/7', '4/9', '5/7', '9/5', '4'] -> 2/7 * 4 / (4/9 - 5/7 / 9/5)
[148888] ['1/7', '3/7', '3/7', '4/3', '6'] -> 6 / (1/7 + 3/7 - 3/7 / 4/3)
[148889] ['7/9', '8/9', '7/3', '5/2', '3'] -> 7/3 / (3 / 8/9 - (7/9 + 5/2))
[148890] ['3/5', '8/7', '5/3', '8/3', '9'] -> (3/5 + 8/3) * (9 - 8/7) - 5/3
[148891] ['5/9', '5/9', '7/3', '3', '7/2'] -> (7/3 + 3) * (7/2 + 5/9 / 5/9)
[148892] ['1/7', '8/9', '5/4', '9/5', '4'] -> 8/9 * 9/5 + 4 / (1/7 * 5/4)
[148893] ['1/2', '5/7', '7/9', '5/6', '8'] -> 8 / (1/2 * 5/7) / (7/9 / 5/6)
[148894] ['2/3', '6/7', '6/7', '9/8', '5'] -> 5 / (2/3 / 6/7) / (9/8 - 6/7)
[148895] ['2/5', '4/7', '5/6', '9/7', '2'] -> (9/7 + 2 / 2/5) / (5/6 - 4/7)
[148896] ['2/7', '4/9', '5/7', '9/4', '4'] -> (5/7 + 4/9 * 9/4) / (2/7 / 4)
[148897] ['1/7', '3/7', '3/7', '7/5', '6'] -> (6 / 7/5 - (3/7 + 3/7)) / 1/7
[148898] ['1/3', '7/8', '9/8', '7/6', '7'] -> (7/8 + 9/8 + 7 / 7/6) / 1/3
[148899] ['1/7', '9/5', '8/3', '8/3', '3'] -> 8/3 * (3 / (1/7 * 9/5) - 8/3)
[148900] ['2/9', '5/6', '5/4', '7/5', '7'] -> 5/4 / 5/6 + 7 / (2/9 * 7/5)
[148901] ['7/9', '8/9', '5/2', '5/2', '3'] -> 3 / (5/2 / 5/2 - 7/9 / 8/9)
[148902] ['1/2', '5/7', '7/9', '6/7', '8'] -> 8 * 5/7 / 6/7 / (7/9 - 1/2)
[148903] ['2/3', '6/7', '6/7', '8/7', '5'] -> 5 / (6/7 / 6/7 / 8/7 - 2/3)
[148904] ['1/8', '9/8', '9/8', '9/8', '7'] -> 7 + (9/8 + 9/8 / 9/8) / 1/8
[148905] ['5/9', '5/9', '3', '7/2', '7/2'] -> 3 * (5/9 / 5/9 + 7/2 + 7/2)
[148906] ['1/7', '8/9', '5/4', '7/3', '4'] -> (5/4 * 4 + 7/3 / 1/7) / 8/9
[148907] ['2/5', '4/9', '1', '9/4', '5/2'] -> 5/2 / (9/4 * (4/9 - 2/5)) - 1
[148908] ['2/7', '4/9', '5/7', '5/2', '4'] -> 5/2 * (5/7 + 4 / 4/9) - 2/7
[148909] ['7/9', '8/9', '3', '9/2', '9/2'] -> 3 / (9/2 / 9/2 - 7/9 / 8/9)
[148910] ['5/9', '5/9', '3', '9/2', '9/2'] -> 3 * (9/2 + 9/2 - 5/9 / 5/9)
[148911] ['2/9', '5/6', '5/4', '5/3', '7'] -> (7 - 5/6 * 5/3) / 2/9 - 5/4
[148912] ['2/5', '4/7', '5/6', '8/5', '2'] -> 8/5 * 2 / (5/6 - 2/5 / 4/7)
[148913] ['7/9', '9/8', '9/8', '9/8', '3'] -> 3 / (9/8 / 9/8 - 7/9 * 9/8)
[148914] ['5/7', '8/9', '5/3', '8/3', '4'] -> 8/3 * 4 / (5/7 / 5/3) - 8/9
[148915] ['2/5', '4/9', '1', '9/4', '8/3'] -> 8/3 / 4/9 / (1 / 2/5 - 9/4)
[148916] ['1/3', '7/8', '9/8', '9/5', '7'] -> 9/5 * (7/8 + 9/8) * (7 - 1/3)
[148917] ['2/5', '4/7', '5/6', '5/3', '2'] -> 2 / (2/5 * (5/3 - 5/6 / 4/7))
[148918] ['1/2', '5/7', '7/9', '6/5', '8'] -> 8 / (1/2 * 5/7) / (7/9 * 6/5)
[148919] ['1/7', '9/5', '3', '9/2', '9/2'] -> 9/2 / 1/7 - 9/2 / (9/5 / 3)
[148920] ['5/9', '4/7', '4/7', '5/8', '3'] -> 3 / (5/8 / 5/9 - 4/7 / 4/7)
[148921] ['1/7', '3/7', '4/9', '3/5', '6'] -> (3/7 + (1/7 + 6) / 3/5) / 4/9
[148922] ['1/3', '7/8', '8/7', '6/5', '7'] -> 6/5 * (7 / 1/3 - 7/8 * 8/7)
[148923] ['2/3', '6/7', '6/7', '8/5', '5'] -> 8/5 * 5 / (6/7 / 6/7 - 2/3)
[148924] ['1/8', '9/8', '9/8', '8/5', '7'] -> 8/5 * (7 + 9/8 / (1/8 * 9/8))
[148925] ['1/7', '8/9', '5/4', '4', '9/2'] -> 4 / (1/7 * (8/9 + 5/4 / 9/2))
[148926] ['2/9', '5/6', '9/7', '9/7', '7'] -> (7 - 9/7) / (9/7 * 2/9 * 5/6)
[148927] ['1/7', '9/4', '9/4', '8/3', '3'] -> 8/3 * (9/4 / 1/7 - 9/4 * 3)
[148928] ['5/9', '4/7', '4/7', '5/7', '3'] -> 4/7 * (5/7 / (4/7 - 5/9) - 3)
[148929] ['2/9', '5/6', '9/7', '4/3', '7'] -> 5/6 - 4/3 + 7 / (2/9 * 9/7)
[148930] ['2/5', '4/7', '5/6', '2', '9/4'] -> 2 / (4/7 * 5/6 - 2/5) - 9/4
[148931] ['1/8', '9/8', '9/8', '5/3', '7'] -> 9/8 + 9/8 * (7 + 5/3 / 1/8)
[148932] ['2/7', '4/9', '3/4', '7/8', '4'] -> 4 / 3/4 / (4/9 / 7/8 - 2/7)
[148933] ['1/3', '7/8', '8/7', '9/7', '7'] -> (9/7 * 7 - 7/8 * 8/7) / 1/3
[148934] ['1/7', '3/7', '4/9', '7/9', '6'] -> 6 * (3/7 + 7/9) / (4/9 - 1/7)
[148935] ['5/9', '4/7', '4/7', '3/4', '3'] -> 4/7 * 3/4 / (4/7 - 5/9) - 3
[148936] ['2/5', '4/9', '1', '7/3', '8/3'] -> 8/3 / (2/5 * (4/9 + 7/3) - 1)
[148937] ['5/7', '8/9', '7/4', '7/3', '4'] -> 4 * (5/7 + 7/3) / (8/9 / 7/4)
[148938] ['2/7', '4/9', '3/4', '8/9', '4'] -> 4 / (2/7 * (8/9 + 4/9 - 3/4))
[148939] ['5/9', '4/7', '4/7', '7/9', '3'] -> 3 / (7/9 / (4/7 + 4/7) - 5/9)
[148940] ['3/5', '8/7', '9/5', '9/2', '9'] -> 9/2 * 8/7 / 9/5 * (9 - 3/5)
[148941] ['1/7', '9/4', '7/3', '5/2', '3'] -> 5/2 / 1/7 / (3 - 7/3) - 9/4
[148942] ['2/5', '4/9', '1', '7/3', '9/2'] -> 9/2 / (2/5 / 7/3) - 1 / 4/9
[148943] ['1/3', '7/8', '8/7', '3/2', '7'] -> 7 / (7/8 / 3/2 - 1/3 / 8/7)
[148944] ['2/3', '6/7', '6/7', '5/2', '5'] -> 6/7 / ((6/7 + 5/2) / 2/3 - 5)
[148945] ['1/7', '3/7', '4/9', '5/6', '6'] -> (3/7 + 6) / (5/6 * 1/7 / 4/9)
[148946] ['1/8', '9/8', '9/8', '7/2', '7'] -> (9/8 / 9/8 + 7 / 7/2) / 1/8
[148947] ['1/2', '5/7', '7/9', '7/4', '8'] -> 8 / (7/9 * (5/7 - 1/2 / 7/4))
[148948] ['1/7', '8/9', '9/7', '7/4', '4'] -> (8/9 * 9/7 + 4 / 7/4) / 1/7
[148949] ['1/7', '9/4', '7/3', '8/3', '3'] -> 9/4 * (7/3 / 1/7 - (8/3 + 3))
[148950] ['1/3', '7/8', '8/7', '8/5', '7'] -> 7 / (7/8 * 8/7 / 8/5 - 1/3)
[148951] ['3/5', '8/7', '9/4', '9/4', '9'] -> 8/7 * (9/4 + (9/4 + 9) / 3/5)
[148952] ['2/5', '4/7', '5/6', '2', '9/2'] -> (9/2 + 2 / 4/7) / (2/5 * 5/6)
[148953] ['2/9', '5/6', '9/7', '5/3', '7'] -> 7 / (2/9 * 9/7) - 5/6 / 5/3
[148954] ['5/7', '8/9', '7/4', '7/2', '4'] -> 8/9 * 7/2 * (5/7 + 7/4 * 4)
[148955] ['1/2', '5/7', '7/9', '9/4', '8'] -> 8 / (5/7 * 7/9 - 1/2 / 9/4)
[148956] ['1/8', '9/8', '8/7', '5/4', '7'] -> 9/8 * 8/7 / (5/4 / 7 - 1/8)
[148957] ['2/5', '4/7', '6/7', '7/8', '2'] -> 2 / (2/5 * (7/8 - 4/7 / 6/7))
[148958] ['1/3', '7/8', '8/7', '9/5', '7'] -> 7 / (8/7 - 7/8) - (1/3 + 9/5)
[148959] ['2/9', '3/4', '7/5', '9/2', '9'] -> 9 + (3/4 + 9/2 / 2/9) / 7/5
[148960] ['7/9', '9/8', '9/8', '7/3', '3'] -> (7/3 + 3) / (9/8 / 9/8 - 7/9)
[148961] ['2/9', '5/6', '9/7', '9/4', '7'] -> 5/6 / 2/9 + 7 * 9/7 * 9/4
[148962] ['1/8', '9/8', '8/7', '9/7', '7'] -> 7 * (8/7 + 9/7 - (1/8 - 9/8))
[148963] ['1/7', '3/7', '4/9', '9/8', '6'] -> (3/7 + 6 * 4/9 * 9/8) / 1/7
[148964] ['1/2', '5/7', '7/9', '7/2', '8'] -> 7/9 * 8 * (7/2 + 1/2 * 5/7)
[148965] ['2/9', '5/6', '9/7', '7/3', '7'] -> (9/7 + 7/3) * 7 / (2/9 + 5/6)
[148966] ['2/7', '4/9', '3/4', '7/5', '4'] -> 4 / (4/9 - 2/7) / (3/4 * 7/5)
[148967] ['2/5', '4/7', '6/7', '9/8', '2'] -> (4/7 + 2) / (2/5 * (9/8 - 6/7))
[148968] ['1/7', '8/9', '4/3', '8/5', '4'] -> (4 + 4/3 / 1/7) / (8/9 / 8/5)
[148969] ['1/8', '9/8', '8/7', '7/5', '7'] -> 7/5 * (9/8 / 1/8 + 8/7 + 7)
[148970] ['2/9', '3/4', '8/5', '7/4', '9'] -> 9 / (2/9 * 8/5) - 3/4 * 7/4
[148971] ['1/7', '9/4', '8/3', '8/3', '3'] -> 9/4 * (8/3 / 1/7 - 8/3 * 3)
[148972] ['2/9', '5/6', '9/7', '5/2', '7'] -> 9/7 * 7 + (5/6 + 5/2) / 2/9
[148973] ['3/5', '8/7', '9/4', '9/2', '9'] -> (8/7 + 9/4) * (9 - 3/5) - 9/2
[148974] ['1/2', '5/7', '7/9', '9/2', '8'] -> 8 * (1/2 + 9/2 * 5/7 * 7/9)
[148975] ['1/3', '7/8', '8/7', '9/2', '7'] -> (8/7 - 1/3 / 7/8) * 9/2 * 7
[148976] ['2/7', '4/9', '3/4', '3/2', '4'] -> 4 * (3/4 / 2/7 + 3/2 / 4/9)
[148977] ['5/9', '4/7', '4/7', '7/6', '3'] -> 4/7 / ((4/7 + 7/6) / 3 - 5/9)
[148978] ['1/8', '9/8', '8/7', '7/4', '7'] -> 8/7 * 7 * (7/4 + 1/8 + 9/8)
[148979] ['2/3', '6/7', '7/8', '5/4', '5'] -> 5 / (6/7 - 2/3) / (7/8 * 5/4)
[148980] ['1/7', '8/9', '4/3', '9/4', '4'] -> 4/3 * (4 + 9/4 / (1/7 / 8/9))
[148981] ['1/7', '3/7', '4/9', '6/5', '6'] -> (3/7 + 6) * 6/5 / (1/7 / 4/9)
[148982] ['1/2', '5/7', '4/5', '4/5', '8'] -> 4/5 + 4/5 + 8 / (1/2 * 5/7)
[148983] ['2/9', '5/6', '9/7', '8/3', '7'] -> 9/7 * ((7 - 8/3) / 2/9 - 5/6)
[148984] ['7/9', '9/8', '9/8', '3', '9/2'] -> (7/9 + 9/8 / 9/8) * 3 * 9/2
[148985] ['2/3', '6/7', '7/8', '9/7', '5'] -> 5 / 7/8 / (2/3 + 6/7 - 9/7)
[148986] ['5/7', '8/9', '9/5', '8/3', '4'] -> 4 * (9/5 + 8/3 / (5/7 * 8/9))
[148987] ['1/7', '9/4', '3', '7/2', '7/2'] -> 3 * (7/2 + 9/4 / (1/7 * 7/2))
[148988] ['2/7', '4/9', '3/4', '8/5', '4'] -> 4 / (4/9 - 2/7) - 3/4 * 8/5
[148989] ['2/5', '4/7', '6/7', '5/4', '2'] -> 6/7 * 2 / (4/7 - 2/5 * 5/4)
[148990] ['7/9', '9/8', '8/7', '8/7', '3'] -> 3 / (8/7 / 8/7 - 7/9 * 9/8)
[148991] ['2/5', '4/7', '6/7', '9/7', '2'] -> 6/7 / (4/7 - 9/7 / (2/5 + 2))
[148992] ['2/5', '1/2', '1/2', '3/5', '1'] -> (2/5 + 1 / 1/2) / (3/5 - 1/2)
[148993] ['1/2', '5/7', '4/5', '7/8', '8'] -> (8 / (5/7 * 7/8) - 4/5) / 1/2
[148994] ['1/7', '9/4', '3', '9/2', '9/2'] -> 3 * (9/2 + 9/4 / (1/7 * 9/2))
[148995] ['2/5', '4/7', '6/7', '7/5', '2'] -> (2/5 + 2) / (6/7 / 4/7 - 7/5)
[148996] ['1/8', '9/8', '8/7', '7/3', '7'] -> 8/7 / ((7/3 - 9/8) / 7 - 1/8)
[148997] ['3/5', '8/7', '7/3', '8/3', '9'] -> 9 / (3/5 * (8/3 - 7/3 / 8/7))
[148998] ['2/9', '5/6', '4/3', '4/3', '7'] -> (7 / 2/9 - (5/6 - 4/3)) / 4/3
[148999] ['1/3', '7/8', '7/6', '9/5', '7'] -> 7 / (7/8 / (1/3 * 9/5) - 7/6)
[149000] ['5/7', '8/9', '9/5', '4', '9/2'] -> 8/9 * (9/5 + 9/2 / (5/7 / 4))
[149001] ['2/3', '6/7', '7/8', '3/2', '5'] -> 5 / (3/2 / 6/7 - (2/3 + 7/8))
[149002] ['2/5', '1/2', '1/2', '2/3', '1'] -> 1 / (2/3 - 1/2 / (2/5 / 1/2))
[149003] ['2/5', '4/7', '6/7', '3/2', '2'] -> 6/7 * 2 / (3/2 - 4/7 / 2/5)
[149004] ['2/9', '3/4', '8/5', '9/2', '9'] -> (9/2 / 2/9 - 9) / (3/4 / 8/5)
[149005] ['2/7', '4/9', '3/4', '9/4', '4'] -> 4 / 4/9 / (3/4 / 2/7 - 9/4)
[149006] ['2/9', '5/6', '4/3', '7/5', '7'] -> 4/3 / (2/9 - 5/6 * 7/5 / 7)
[149007] ['3/5', '8/7', '7/3', '7/2', '9'] -> 7/3 + (9 + 8/7 * 7/2) / 3/5
[149008] ['1/8', '9/8', '8/7', '8/3', '7'] -> 8/3 * (8/7 * 7 - (1/8 - 9/8))
[149009] ['1/3', '7/8', '6/5', '5/4', '7'] -> 7 / (6/5 * 5/4 - (1/3 + 7/8))
[149010] ['1/7', '7/3', '7/3', '3', '9/2'] -> 7/3 * 9/2 * (7/3 - 1/7 / 3)
[149011] ['2/5', '4/7', '6/7', '7/4', '2'] -> 2 / (7/4 - 4/7 / (2/5 * 6/7))
[149012] ['5/7', '8/9', '9/4', '7/3', '4'] -> 7/3 * (9/4 * (8/9 + 4) - 5/7)
[149013] ['1/7', '3/7', '4/9', '9/5', '6'] -> 6 / (3/7 - 1/7 / 4/9 / 9/5)
[149014] ['7/9', '9/8', '8/7', '4/3', '3'] -> (8/7 + 3 / 7/9) / (4/3 - 9/8)
[149015] ['1/2', '5/7', '4/5', '6/5', '8'] -> (6/5 + 8 / 5/7) / 1/2 - 4/5
[149016] ['2/9', '5/6', '4/3', '8/5', '7'] -> (7 - (5/6 + 4/3 / 8/5)) / 2/9
[149017] ['2/9', '3/4', '5/3', '9/5', '9'] -> 9 / (3/4 / 2/9 - 5/3 * 9/5)
[149018] ['2/7', '4/9', '3/4', '5/2', '4'] -> (4 / 2/7 - 5/2 / 3/4) / 4/9
[149019] ['3/5', '8/7', '5/2', '5/2', '9'] -> 8/7 * (5/2 * 9 - 3/5 * 5/2)
[149020] ['1/7', '3/7', '1/2', '5/9', '6'] -> (6 - 1/7 / 1/2) / (3/7 * 5/9)
[149021] ['2/5', '4/7', '6/7', '2', '9/4'] -> (4/7 + 2) / (9/4 - 6/7 / 2/5)
[149022] ['2/7', '4/9', '3/4', '7/2', '4'] -> 4 / 7/2 / (4/9 * 3/4 - 2/7)
[149023] ['1/8', '9/8', '7/6', '7/5', '7'] -> 7 / (1/8 + 9/8) / (7/5 - 7/6)
[149024] ['1/7', '5/2', '5/2', '5/2', '3'] -> (5/2 + 5/2 / 1/7) / (5/2 / 3)
[149025] ['2/9', '3/4', '7/4', '9/5', '9'] -> (7/4 - 2/9) * 9/5 * 9 - 3/4
[149026] ['1/8', '9/8', '7/6', '8/5', '7'] -> 8/5 * (9/8 / 1/8 + 7 / 7/6)
[149027] ['2/7', '4/9', '3/4', '4', '9/2'] -> 9/2 / 2/7 - (3/4 - 4 / 4/9)
[149028] ['7/9', '9/8', '8/7', '5/3', '3'] -> 3 / (9/8 + 8/7 - 5/3 / 7/9)
[149029] ['2/9', '5/6', '7/5', '7/5', '7'] -> (7/5 + 7 / 7/5) / (2/9 / 5/6)
[149030] ['1/2', '5/7', '4/5', '7/4', '8'] -> 7/4 * 8 / (5/7 * 4/5) - 1/2
[149031] ['1/7', '5/2', '5/2', '3', '9/2'] -> 5/2 * (9/2 / (1/7 * 5/2) - 3)
[149032] ['2/3', '6/7', '7/8', '5/2', '5'] -> 5 / 5/2 / (6/7 * 7/8 - 2/3)
[149033] ['2/9', '5/6', '7/5', '3/2', '7'] -> (7 - (5/6 + 3/2) / 7/5) / 2/9
[149034] ['2/5', '1/2', '1/2', '1', '7/6'] -> 1 / 1/2 / (1/2 / 2/5 - 7/6)
[149035] ['1/7', '8/9', '7/5', '8/3', '4'] -> 8/3 / 7/5 / (8/9 / 4 - 1/7)
[149036] ['2/7', '4/9', '7/9', '4/5', '4'] -> 4 / (4/9 - 2/7 * 7/9 / 4/5)
[149037] ['2/5', '4/7', '6/7', '2', '9/2'] -> 6/7 / 4/7 + 9/2 / (2/5 / 2)
[149038] ['1/3', '7/8', '6/5', '5/2', '7'] -> (5/2 + 7) / (7/8 / 6/5 - 1/3)
[149039] ['2/5', '1/2', '1/2', '1', '5/4'] -> 5/4 / (1/2 * (1/2 - 2/5)) - 1
[149040] ['1/8', '9/8', '7/6', '9/4', '7'] -> 7 / (1/8 / 9/8) / (7/6 * 9/4)
[149041] ['3/5', '8/7', '8/3', '9/2', '9'] -> (8/7 + 8/3) * (9 - 3/5 * 9/2)
[149042] ['2/9', '3/4', '9/5', '9/5', '9'] -> (9 - 9/5) / (9/5 * 2/9 * 3/4)
[149043] ['1/7', '3/7', '1/2', '7/5', '6'] -> (6 / 7/5 - 3/7 / 1/2) / 1/7
[149044] ['1/2', '5/7', '4/5', '7/3', '8'] -> 7/3 / (1/2 / 5/7) * (8 - 4/5)
[149045] ['2/7', '4/9', '7/9', '7/8', '4'] -> 4 / (4/9 * 7/8 - 2/7 * 7/9)
[149046] ['2/9', '5/6', '7/5', '7/4', '7'] -> (7/4 / 5/6 + 7 / 2/9) / 7/5
[149047] ['1/7', '5/2', '3', '9/2', '9/2'] -> ((9/2 + 9/2) / 1/7 - 3) / 5/2
[149048] ['1/7', '3/7', '1/2', '9/5', '6'] -> (6 - 1/7 / 1/2) / (3/7 / 9/5)
[149049] ['2/5', '1/2', '1/2', '1', '4/3'] -> 1 / 1/2 / (4/3 - 1/2 / 2/5)
[149050] ['1/8', '9/8', '7/6', '9/2', '7'] -> 7 * (9/2 - (1/8 + 9/8) / 7/6)
[149051] ['2/3', '6/7', '8/9', '9/8', '5'] -> 5 / (6/7 * (2/3 + 8/9) - 9/8)
[149052] ['2/9', '5/6', '7/5', '9/5', '7'] -> 5/6 * 9/5 + 7 / (2/9 * 7/5)
[149053] ['3/5', '8/7', '7/2', '9/2', '9'] -> 3/5 * (9/2 + 7/2 * (8/7 + 9))
[149054] ['1/7', '8/9', '3/2', '3/2', '4'] -> 8/9 * (4 / 1/7 - 3/2 / 3/2)
[149055] ['2/5', '1/2', '1/2', '1', '7/5'] -> (1 + 7/5) / (1/2 * 2/5 * 1/2)
[149056] ['2/7', '4/9', '7/9', '9/8', '4'] -> 4 / 7/9 / (4/9 * 9/8 - 2/7)
[149057] ['2/9', '3/4', '9/5', '7/3', '9'] -> (2/9 + 7/3 / 3/4) * (9 - 9/5)
[149058] ['1/8', '9/8', '6/5', '6/5', '7'] -> 7 + (9/8 + 6/5 / 6/5) / 1/8
[149059] ['2/5', '4/7', '7/8', '8/7', '2'] -> (4/7 + 2) / (2/5 * (8/7 - 7/8))
[149060] ['1/7', '3/7', '5/9', '5/8', '6'] -> (3/7 + 6) / (5/9 * (5/8 - 1/7))
[149061] ['5/9', '4/7', '3/5', '5/7', '3'] -> 3/5 * 5/7 / (4/7 - 5/9) - 3
