[157593] ['2/7', '5/8', '4/5', '3/2', '4'] -> (((3/2 + (4 / 2/7)) / 5/8) - 4/5)
[172305] ['5/9', '9/7', '7/4', '7/4', '8'] -> (8 * (7/4 + (7/4 * (5/9 * 9/7))))
[172306] ['6/7', '9/8', '8/7', '3', '9/2'] -> (((9/2 * (6/7 + 8/7)) * 3) / 9/8)
[172307] ['4/7', '5/7', '8/9', '9/4', '6'] -> (6 * (5/7 + (9/4 * (4/7 + 8/9))))
[172308] ['2/7', '5/6', '7/5', '8/5', '6'] -> (8/5 + ((7/5 + (5/6 * 6)) / 2/7))
[172309] ['5/9', '9/7', '7/4', '9/5', '8'] -> ((9/7 + 9/5) * (8 * (5/9 * 7/4)))
[172310] ['3/8', '7/9', '4/5', '7/6', '7'] -> ((7/9 / 7/6) + (7 / (3/8 * 4/5)))
[172311] ['5/7', '5/7', '7/9', '9/2', '9'] -> ((7/9 + (5/7 / 5/7)) * (9/2 + 9))
[172312] ['4/7', '3/5', '8/7', '5/2', '3'] -> (4/7 / ((5/2 / 3/5) - (8/7 + 3)))
[172313] ['2/5', '1', '4/3', '3/2', '9/4'] -> (1 / ((3/2 * 9/4) - (4/3 / 2/5)))
[172314] ['5/8', '7/6', '9/7', '2', '5/2'] -> (5/2 / (7/6 * (2 - (5/8 + 9/7))))
[172315] ['7/9', '9/5', '9/5', '9/4', '4'] -> ((9/5 / ((9/5 / 7/9) - 9/4)) - 4)
[172316] ['1/7', '3/8', '3/8', '7/9', '7'] -> (3/8 + (7 / (7/9 * (1/7 / 3/8))))
[172317] ['4/7', '5/7', '8/9', '9/2', '6'] -> ((9/2 * (6 - (4/7 * 8/9))) - 5/7)
[172318] ['5/9', '9/7', '7/4', '9/4', '8'] -> (8 / (9/4 - (5/9 + (7/4 / 9/7))))
[172319] ['3/8', '7/9', '4/5', '6/5', '7'] -> ((6/5 + (7 / 7/9)) / (4/5 - 3/8))
[172320] ['2/5', '2/3', '8/9', '7/4', '6'] -> (2/3 + (((7/4 * 6) * 8/9) / 2/5))
[172321] ['3/4', '4/5', '5/4', '5/2', '5'] -> ((5/2 + 5) / (5/4 - (3/4 / 4/5)))
[172322] ['4/7', '5/7', '9/8', '7/6', '6'] -> (((5/7 / 4/7) / (7/6 - 9/8)) - 6)
[172323] ['5/7', '5/7', '4/5', '7/8', '9'] -> (9 / (((5/7 / 5/7) / 4/5) - 7/8))
[172324] ['1/4', '4/7', '2/3', '8/9', '7'] -> (2/3 / (1/4 - (8/9 / (4/7 * 7))))
[172325] ['5/9', '9/7', '7/4', '8/3', '8'] -> ((((9/7 * 8) - 8/3) * 7/4) / 5/9)
[172326] ['5/8', '7/6', '4/3', '4/3', '2'] -> ((4/3 / 4/3) / (5/8 - (7/6 / 2)))
[172327] ['1/9', '1/5', '7/6', '4/3', '9'] -> ((4/3 + (1/5 + 7/6)) * (9 - 1/9))
[172328] ['3/7', '4/9', '3/2', '2', '5/2'] -> ((5/2 + ((3/2 + 2) / 3/7)) / 4/9)
[172329] ['1/7', '3/8', '3/8', '9/8', '7'] -> ((1/7 * 7) / (3/8 - (3/8 / 9/8)))
[172330] ['2/7', '5/6', '7/5', '5/2', '6'] -> (((5/2 * 7/5) / 5/6) * (6 - 2/7))
[172331] ['2/5', '1', '4/3', '8/5', '7/4'] -> (8/5 / (1 - (7/4 * (2/5 * 4/3))))
[172332] ['4/7', '3/5', '7/6', '9/7', '3'] -> ((3 * (4/7 / 3/5)) / (9/7 - 7/6))
[172333] ['5/8', '7/6', '4/3', '7/5', '2'] -> (2 / (5/8 * (4/3 - (7/5 / 7/6))))
[172334] ['3/7', '4/9', '3/2', '2', '7/2'] -> ((2 / (4/9 - 3/7)) / (3/2 * 7/2))
[172335] ['1/4', '4/7', '2/3', '5/4', '7'] -> (4/7 / (((2/3 + 5/4) / 7) - 1/4))
[172336] ['2/7', '5/6', '7/5', '8/3', '6'] -> ((8/3 - 2/7) * ((6 * 7/5) / 5/6))
[172337] ['2/5', '2/3', '9/8', '9/8', '6'] -> (((9/8 / 9/8) + (6 / 2/5)) / 2/3)
[172338] ['2/5', '1', '4/3', '5/3', '5/3'] -> ((5/3 / ((2/5 + 4/3) - 5/3)) - 1)
[172339] ['1/4', '4/7', '2/3', '7/5', '7'] -> (((7/5 * 2/3) / 1/4) * (7 - 4/7))
[172340] ['3/7', '4/9', '8/5', '8/5', '2'] -> (((8/5 + (8/5 / 3/7)) * 2) / 4/9)
[172341] ['5/8', '7/6', '4/3', '7/4', '2'] -> (2 / ((7/6 * 7/4) - (5/8 + 4/3)))
[172342] ['5/9', '9/7', '9/5', '9/4', '8'] -> ((9/5 - 5/9) * (9/7 + (9/4 * 8)))
[172343] ['6/7', '9/8', '7/6', '8/3', '3'] -> ((8/3 + 3) / ((7/6 / 6/7) - 9/8))
[172344] ['1/7', '3/8', '3/8', '4/3', '7'] -> (4/3 * (((7 * 3/8) / 1/7) - 3/8))
[172345] ['4/7', '5/7', '9/8', '9/5', '6'] -> ((9/5 + 6) / (9/8 - (4/7 / 5/7)))
[172346] ['1/9', '1/5', '7/6', '9/4', '9'] -> ((7/6 / (1/9 + 1/5)) + (9/4 * 9))
[172347] ['5/9', '9/7', '9/5', '8/3', '8'] -> ((9/7 * 8/3) * (8 - (5/9 * 9/5)))
[172348] ['1/4', '4/7', '2/3', '7/4', '7'] -> (((7 * (4/7 + 7/4)) - 1/4) / 2/3)
[172349] ['2/5', '2/3', '9/8', '3/2', '6'] -> (6 * (2/3 + (3/2 / (2/5 * 9/8))))
[172350] ['3/8', '7/9', '4/5', '7/2', '7'] -> ((7 + (7/2 / (3/8 * 4/5))) / 7/9)
[172351] ['1/4', '4/7', '2/3', '9/5', '7'] -> ((((4/7 * 7) - 2/3) * 9/5) / 1/4)
[172352] ['1/9', '1/5', '7/6', '7/3', '9'] -> ((7/6 * (9 + (7/3 / 1/5))) - 1/9)
[172353] ['4/7', '5/7', '9/8', '5/2', '6'] -> (6 / (4/7 - ((5/7 * 9/8) / 5/2)))
[172354] ['4/7', '3/5', '7/6', '9/5', '3'] -> ((9/5 / ((4/7 * 7/6) - 3/5)) - 3)
[172355] ['2/5', '1', '4/3', '5/3', '7/2'] -> ((5/3 / ((2/5 * 7/2) - 4/3)) - 1)
[172356] ['5/8', '7/6', '4/3', '2', '7/2'] -> (7/2 / ((5/8 / 2) + (7/6 - 4/3)))
[172357] ['3/8', '7/9', '4/5', '9/2', '7'] -> ((9/2 / (3/8 * 4/5)) + (7 / 7/9))
[172358] ['6/7', '9/8', '6/5', '9/7', '3'] -> (3 / ((9/7 / (6/7 * 6/5)) - 9/8))
[172359] ['3/4', '4/5', '9/7', '7/3', '5'] -> (5 * (4/5 + ((7/3 * 9/7) / 3/4)))
[172360] ['5/7', '5/7', '4/5', '8/5', '9'] -> ((4/5 + 8/5) * (9 + (5/7 / 5/7)))
[172361] ['4/7', '5/7', '9/8', '9/2', '6'] -> ((9/2 * (6 - (4/7 / 9/8))) - 5/7)
[172362] ['2/7', '5/6', '8/5', '8/5', '6'] -> (((6 / 2/7) - (8/5 / 8/5)) / 5/6)
[172363] ['2/5', '2/3', '9/8', '9/5', '6'] -> ((9/5 + (6 / 2/3)) / (2/5 * 9/8))
[172364] ['5/9', '9/7', '9/4', '9/4', '8'] -> (8 * ((5/9 * 9/4) + (9/4 / 9/7)))
[172365] ['4/7', '3/5', '7/6', '9/4', '3'] -> (3 / (3/5 * (9/4 - (7/6 / 4/7))))
[172366] ['1/4', '4/7', '2/3', '9/2', '7'] -> ((9/2 / 1/4) + (7 * (4/7 / 2/3)))
[172367] ['1/9', '1/5', '6/5', '6/5', '9'] -> (6/5 * ((1/5 + 9) + (6/5 / 1/9)))
[172368] ['4/7', '5/7', '8/7', '7/6', '6'] -> (6 / (7/6 * (5/7 - (4/7 / 8/7))))
[172369] ['3/4', '4/5', '9/7', '5/2', '5'] -> ((9/7 * 5/2) * (4/5 + (5 / 3/4)))
[172370] ['7/9', '9/5', '7/3', '7/2', '4'] -> (4 / ((7/2 / (7/9 * 9/5)) - 7/3))
[172371] ['5/9', '9/7', '9/4', '7/3', '8'] -> (8 / ((9/7 / 9/4) - (5/9 / 7/3)))
[172372] ['2/5', '1', '4/3', '7/4', '9/4'] -> ((7/4 / ((2/5 + 1) - 4/3)) - 9/4)
[172373] ['7/9', '9/5', '7/3', '4', '9/2'] -> (9/2 * ((7/9 + 7/3) + (4 / 9/5)))
[172374] ['3/4', '4/5', '9/7', '7/2', '5'] -> ((9/7 * 7/2) * ((5 * 4/5) / 3/4))
[172375] ['1/4', '4/7', '5/7', '7/9', '7'] -> ((7 - (7/9 * (4/7 + 5/7))) / 1/4)
[172376] ['3/7', '4/9', '8/5', '2', '8/3'] -> ((8/5 + 2) * (4/9 + (8/3 / 3/7)))
[172377] ['2/5', '2/3', '9/8', '5/2', '6'] -> (6 / ((2/5 * 5/2) - (2/3 * 9/8)))
[172378] ['3/8', '7/9', '5/6', '9/8', '7'] -> (7/9 + ((5/6 + (9/8 * 7)) / 3/8))
[172379] ['1/7', '3/8', '3/8', '5/2', '7'] -> ((5/2 + (3/8 / 3/8)) * (7 - 1/7))
[172380] ['5/9', '9/7', '9/4', '8/3', '8'] -> (((8 - (8/3 / 9/7)) * 9/4) / 5/9)
[172381] ['6/7', '9/8', '6/5', '7/4', '3'] -> (3 / ((7/4 * (6/7 / 6/5)) - 9/8))
[172382] ['4/7', '5/7', '8/7', '5/3', '6'] -> (((6 * (4/7 + 8/7)) * 5/3) / 5/7)
[172383] ['3/4', '4/5', '9/7', '9/2', '5'] -> ((9/2 - 9/7) * (4/5 + (5 / 3/4)))
[172384] ['5/8', '7/6', '7/5', '2', '9/4'] -> ((2 + (9/4 / 5/8)) / (7/5 - 7/6))
[172385] ['3/8', '7/9', '5/6', '8/7', '7'] -> ((7/9 + (5/6 / 3/8)) * (8/7 * 7))
[172386] ['1/7', '3/8', '3/8', '8/3', '7'] -> ((3/8 / 7) / (1/7 - (3/8 / 8/3)))
[172387] ['4/7', '5/7', '8/7', '9/5', '6'] -> ((4/7 * 6) / ((5/7 * 9/5) - 8/7))
[172388] ['4/7', '3/5', '6/5', '6/5', '3'] -> ((6/5 * 3) / (6/5 - (3/5 / 4/7)))
[172389] ['6/7', '9/8', '6/5', '9/4', '3'] -> (((9/4 * 3) / (9/8 - 6/7)) - 6/5)
[172390] ['2/5', '2/3', '8/7', '7/6', '6'] -> (6 * (2/3 + ((7/6 * 8/7) / 2/5)))
[172391] ['5/7', '5/7', '5/6', '5/6', '9'] -> (9 * ((5/7 / 5/7) + (5/6 + 5/6)))
[172392] ['3/8', '7/9', '5/6', '5/4', '7'] -> (7 / (((5/4 - 3/8) / 7/9) - 5/6))
[172393] ['2/5', '1', '4/3', '9/5', '9/5'] -> (9/5 / ((1 / (2/5 * 4/3)) - 9/5))
[172394] ['4/7', '5/7', '8/7', '7/3', '6'] -> ((6 / 7/3) / ((5/7 / 4/7) - 8/7))
[172395] ['5/8', '7/6', '7/5', '2', '5/2'] -> ((2 * 5/2) / ((7/6 / 7/5) - 5/8))
[172396] ['7/9', '9/5', '8/3', '7/2', '4'] -> (4 / (8/3 - (7/2 / (7/9 * 9/5))))
[172397] ['1/9', '1/5', '5/4', '5/4', '9'] -> ((5/4 + (1/5 + 5/4)) * (9 - 1/9))
[172398] ['3/7', '4/9', '5/3', '7/4', '2'] -> (5/3 / (4/9 - ((3/7 * 7/4) / 2)))
[172399] ['2/5', '2/3', '8/7', '6/5', '6'] -> (6 / ((2/3 / 8/7) - (2/5 / 6/5)))
[172400] ['1/4', '4/7', '5/7', '7/6', '7'] -> (7/6 * (4/7 + ((7 * 5/7) / 1/4)))
[172401] ['5/9', '9/7', '7/3', '5/2', '8'] -> ((9/7 * (7/3 - 5/9)) * (5/2 + 8))
[172402] ['2/5', '1', '4/3', '9/5', '9/4'] -> ((4/3 * 9/5) / (1 - (2/5 * 9/4)))
[172403] ['3/4', '4/5', '4/3', '5/3', '5'] -> (5 * (4/5 + ((4/3 + 5/3) / 3/4)))
[172404] ['7/9', '9/5', '8/3', '4', '9/2'] -> (9/5 * (4 + (9/2 * (7/9 * 8/3))))
[172405] ['4/7', '3/5', '6/5', '7/5', '3'] -> (6/5 / ((3/5 - 3) + (7/5 / 4/7)))
[172406] ['5/8', '7/6', '7/5', '2', '7/2'] -> ((2 * 7/2) / (7/6 - (5/8 * 7/5)))
[172407] ['4/7', '5/7', '7/6', '7/6', '6'] -> (6 / ((5/7 / 4/7) - (7/6 / 7/6)))
[172408] ['6/7', '9/8', '6/5', '8/3', '3'] -> ((3 / ((9/8 / 6/7) - 6/5)) - 8/3)
[172409] ['7/9', '9/5', '7/2', '7/2', '4'] -> (4 * (7/2 + (7/2 / (7/9 * 9/5))))
[172410] ['2/7', '5/6', '5/3', '9/4', '6'] -> (6 * (9/4 + (5/6 / (2/7 * 5/3))))
[172411] ['3/8', '7/9', '5/6', '8/5', '7'] -> (7 / (8/5 - (3/8 + (7/9 / 5/6))))
[172412] ['5/9', '9/7', '7/3', '9/2', '8'] -> (8 + (9/2 * (5/9 + (9/7 * 7/3))))
[172413] ['1/4', '4/7', '5/7', '4/3', '7'] -> (5/7 + ((4/7 + (7 / 4/3)) / 1/4))
[172414] ['5/7', '5/7', '5/6', '8/7', '9'] -> ((5/7 + 9) / ((5/7 + 5/6) - 8/7))
[172415] ['3/4', '4/5', '4/3', '9/5', '5'] -> (5 * (4/3 + ((4/5 + 9/5) / 3/4)))
[172416] ['2/5', '1', '4/3', '9/5', '7/2'] -> ((7/2 + (9/5 / 2/5)) / (4/3 - 1))
[172417] ['4/7', '3/5', '6/5', '5/3', '3'] -> ((6/5 / 3/5) / (3 - (5/3 / 4/7)))
[172418] ['4/7', '5/7', '7/6', '9/7', '6'] -> (6 / ((7/6 * 9/7) - (5/7 / 4/7)))
[172419] ['1/9', '1/5', '5/4', '3/2', '9'] -> ((9 / 5/4) / ((1/5 / 1/9) - 3/2))
[172420] ['5/8', '7/6', '3/2', '8/5', '2'] -> (8/5 / ((3/2 / 5/8) - (7/6 * 2)))
[172421] ['1/4', '4/7', '5/7', '7/5', '7'] -> (7 * (((7/5 * 5/7) / 1/4) - 4/7))
[172422] ['1/7', '3/8', '2/5', '2/3', '7'] -> (7 / (1/7 * (3/8 + (2/3 / 2/5))))
[172423] ['5/7', '5/7', '5/6', '6/5', '9'] -> ((5/7 + 9) / (5/6 * (6/5 - 5/7)))
[172424] ['2/5', '1', '4/3', '9/5', '9/2'] -> (((9/5 - (1 - 4/3)) * 9/2) / 2/5)
[172425] ['2/5', '2/3', '8/7', '5/3', '6'] -> ((8/7 * 6) * ((5/3 / 2/5) - 2/3))
[172426] ['4/7', '3/5', '6/5', '7/4', '3'] -> (3 / (7/4 * (4/7 - (3/5 / 6/5))))
[172427] ['1/9', '1/5', '5/4', '8/5', '9'] -> (8/5 / ((1/9 / 5/4) - (1/5 / 9)))
[172428] ['7/9', '9/4', '9/4', '7/3', '4'] -> (7/3 * (9/4 + ((9/4 + 4) / 7/9)))
[172429] ['3/7', '4/9', '5/3', '2', '8/3'] -> (8/3 * (4/9 + ((5/3 + 2) / 3/7)))
[172430] ['1/7', '3/8', '2/5', '5/7', '7'] -> ((7 + ((5/7 * 2/5) / 1/7)) / 3/8)
[172431] ['5/8', '7/6', '3/2', '9/5', '2'] -> ((3/2 / 5/8) / ((7/6 * 9/5) - 2))
[172432] ['3/8', '7/9', '5/6', '9/4', '7'] -> ((7/9 / 7) / (3/8 - (5/6 / 9/4)))
[172433] ['2/5', '1', '4/3', '9/4', '9/4'] -> (1 / (((9/4 - 4/3) / 2/5) - 9/4))
[172434] ['2/7', '5/6', '7/4', '9/5', '6'] -> ((6 + (9/5 * (5/6 / 7/4))) / 2/7)
[172435] ['4/7', '3/5', '6/5', '9/4', '3'] -> ((3/5 + 3) / (9/4 - (6/5 / 4/7)))
[172436] ['1/4', '4/7', '5/7', '9/5', '7'] -> (((4/7 / 5/7) - (9/5 - 7)) / 1/4)
[172437] ['5/7', '5/7', '5/6', '4/3', '9'] -> (9 / ((5/7 / 5/7) - (5/6 / 4/3)))
[172438] ['7/9', '9/4', '9/4', '8/3', '4'] -> (8/3 / ((4 / (9/4 + 9/4)) - 7/9))
[172439] ['3/7', '4/9', '5/3', '2', '9/2'] -> ((((4/9 + 2) * 9/2) / 3/7) - 5/3)
[172440] ['5/9', '9/7', '8/3', '8/3', '8'] -> (((8/3 * 8/3) + (8 / 9/7)) / 5/9)
[172441] ['1/9', '1/5', '5/4', '9/5', '9'] -> ((9 + (9/5 / 1/9)) / (5/4 - 1/5))
[172442] ['5/7', '5/7', '5/6', '7/5', '9'] -> ((5/7 + 9) / (5/7 * (7/5 - 5/6)))
[172443] ['4/7', '5/7', '7/6', '5/3', '6'] -> ((6 * (5/7 + 5/3)) / (7/6 - 4/7))
[172444] ['2/5', '2/3', '8/7', '5/2', '6'] -> (((5/2 * 8/7) / 2/3) * (6 - 2/5))
[172445] ['3/4', '4/5', '7/5', '7/4', '5'] -> (5 * (7/5 + ((4/5 + 7/4) / 3/4)))
[172446] ['2/7', '5/6', '7/4', '5/2', '6'] -> ((5/2 / 5/6) / ((7/4 / 2/7) - 6))
[172447] ['1/4', '4/7', '5/7', '7/3', '7'] -> (((7 - 7/3) * (4/7 + 5/7)) / 1/4)
[172448] ['1/7', '3/8', '2/5', '4/5', '7'] -> (((2/5 / 1/7) - (4/5 - 7)) / 3/8)
[172449] ['2/7', '5/6', '7/4', '8/3', '6'] -> (6 * ((2/7 * 7/4) + (5/6 + 8/3)))
[172450] ['3/4', '4/5', '7/5', '9/5', '5'] -> ((4/5 + (7/5 / 3/4)) * (9/5 * 5))
[172451] ['1/9', '1/5', '5/4', '5/2', '9'] -> ((9 / (1/9 * 5/4)) / (1/5 + 5/2))
[172452] ['1/4', '4/7', '5/7', '8/3', '7'] -> (8/3 * (1/4 + ((7 * 5/7) / 4/7)))
[172453] ['2/5', '1', '4/3', '9/4', '8/3'] -> (2/5 / ((9/4 / (8/3 - 1)) - 4/3))
[172454] ['5/8', '7/6', '8/5', '7/4', '2'] -> ((5/8 * 8/5) / ((7/6 * 7/4) - 2))
[172455] ['1/7', '3/8', '2/5', '5/6', '7'] -> ((1/7 * 7) / (3/8 - (2/5 * 5/6)))
[172456] ['7/9', '9/4', '7/3', '8/3', '4'] -> (8/3 / ((7/9 / 4) + (9/4 - 7/3)))
[172457] ['3/4', '4/5', '7/5', '7/3', '5'] -> (5 * ((4/5 / 3/4) + (7/5 + 7/3)))
[172458] ['4/7', '3/5', '6/5', '3', '9/2'] -> (3 * (9/2 + (6/5 / (4/7 * 3/5))))
[172459] ['1/4', '4/7', '5/7', '9/2', '7'] -> (7 * (5/7 + (4/7 * (1/4 + 9/2))))
[172460] ['7/9', '9/4', '7/3', '7/2', '4'] -> ((7/2 * 4) / (7/3 - (7/9 * 9/4)))
[172461] ['1/9', '1/5', '5/4', '7/2', '9'] -> ((9 * ((7/2 / 5/4) - 1/9)) - 1/5)
[172462] ['5/7', '5/7', '5/6', '7/3', '9'] -> (((7/3 * 9) - (5/7 / 5/7)) / 5/6)
[172463] ['1/7', '3/8', '2/5', '7/8', '7'] -> ((3/8 + (7/8 / 1/7)) + (7 / 2/5))
[172464] ['3/4', '4/5', '7/5', '5/2', '5'] -> (((5 + (4/5 + 7/5)) * 5/2) / 3/4)
[172465] ['6/7', '9/8', '5/4', '7/3', '3'] -> (3 / (7/3 * (9/8 - (6/7 * 5/4))))
[172466] ['3/7', '4/9', '7/4', '2', '5/2'] -> ((5/2 + ((2 * 7/4) / 3/7)) / 4/9)
[172467] ['2/7', '5/6', '9/5', '9/4', '6'] -> (((6 + (5/6 * 9/5)) / 2/7) - 9/4)
[172468] ['1/9', '1/5', '5/4', '9/2', '9'] -> ((9 / 5/4) / ((1/9 * 9/2) - 1/5))
[172469] ['5/7', '5/7', '6/7', '6/7', '9'] -> (((6/7 + (5/7 + 5/7)) * 9) / 6/7)
[172470] ['5/9', '4/3', '4/3', '7/5', '8'] -> (8 / ((4/3 + 7/5) - (4/3 / 5/9)))
[172471] ['4/7', '3/5', '5/4', '9/7', '3'] -> ((9/7 + 3) / ((3/5 * 5/4) - 4/7))
[172472] ['3/4', '4/5', '7/5', '7/2', '5'] -> (5 * (7/5 + (4/5 * (3/4 + 7/2))))
[172473] ['3/7', '4/9', '7/4', '2', '9/2'] -> ((2 + (9/2 / 7/4)) / (3/7 * 4/9))
[172474] ['2/7', '5/6', '9/5', '7/3', '6'] -> (9/5 * ((7/3 / 2/7) - (5/6 - 6)))
[172475] ['7/9', '9/4', '5/2', '7/2', '4'] -> (4 / ((5/2 - 7/9) - (7/2 / 9/4)))
[172476] ['6/7', '9/8', '5/4', '8/3', '3'] -> ((8/3 * 3) / ((5/4 / 6/7) - 9/8))
[172477] ['5/9', '4/3', '4/3', '7/3', '8'] -> ((4/3 * 8) / (7/3 - (5/9 + 4/3)))
[172478] ['1/4', '4/7', '3/4', '8/9', '7'] -> (((7 * 4/7) / 1/4) / (3/4 * 8/9))
[172479] ['3/4', '4/5', '3/2', '8/5', '5'] -> ((4/5 + 8/5) * ((5 * 3/2) / 3/4))
[172480] ['2/5', '1', '4/3', '7/3', '9/2'] -> (2/5 / ((9/2 / (1 + 7/3)) - 4/3))
[172481] ['4/7', '5/7', '6/5', '3/2', '6'] -> ((3/2 / ((5/7 / 4/7) - 6/5)) - 6)
[172482] ['3/7', '4/9', '9/5', '9/5', '2'] -> ((9/5 + ((9/5 + 2) / 3/7)) / 4/9)
[172483] ['2/5', '2/3', '6/5', '7/4', '6'] -> (6 / (((6/5 * 2/3) / 2/5) - 7/4))
[172484] ['2/7', '5/6', '9/5', '8/3', '6'] -> (((8/3 * 9/5) / 2/7) + (6 / 5/6))
[172485] ['3/4', '4/5', '3/2', '5/3', '5'] -> (5 / ((4/5 * 5/3) - (3/4 * 3/2)))
[172486] ['5/7', '5/7', '6/7', '8/7', '9'] -> (6/7 + (9 * (8/7 + (5/7 + 5/7))))
[172487] ['5/8', '7/6', '5/3', '5/3', '2'] -> ((5/3 / 5/3) / (5/8 - (7/6 / 2)))
[172488] ['1/9', '1/5', '9/7', '3/2', '9'] -> (3/2 + (9 / (9/7 * (1/9 + 1/5))))
[172489] ['3/4', '4/5', '3/2', '7/4', '5'] -> (5 * ((3/4 + 4/5) + (3/2 + 7/4)))
[172490] ['2/7', '5/6', '9/5', '7/2', '6'] -> (9/5 + (7/2 * (6 + (2/7 / 5/6))))
[172491] ['4/7', '5/7', '6/5', '9/4', '6'] -> (6 / (9/4 - (6/5 + (4/7 / 5/7))))
[172492] ['5/9', '4/3', '4/3', '9/2', '8'] -> (8 / (5/9 - ((4/3 / 4/3) / 9/2)))
[172493] ['4/7', '3/5', '5/4', '8/5', '3'] -> ((8/5 * 3) / (5/4 - (3/5 / 4/7)))
[172494] ['3/8', '7/9', '6/7', '5/3', '7'] -> ((((5/3 / 7/9) - 6/7) * 7) / 3/8)
[172495] ['3/4', '4/5', '3/2', '9/5', '5'] -> ((3/2 * 5) * (4/5 + (9/5 / 3/4)))
[172496] ['5/9', '4/3', '7/5', '7/5', '8'] -> ((4/3 * 8) / ((7/5 / 7/5) - 5/9))
[172497] ['2/5', '1', '4/3', '5/2', '9/2'] -> (9/2 * (1 + (5/2 * (2/5 + 4/3))))
[172498] ['7/9', '7/3', '7/3', '7/3', '4'] -> ((7/3 + 7/3) / (7/9 - (7/3 / 4)))
[172499] ['2/7', '5/6', '9/4', '9/4', '6'] -> (((6 / 2/7) - (9/4 / 9/4)) / 5/6)
[172500] ['5/7', '5/7', '6/7', '4/3', '9'] -> ((9 * (4/3 + (5/7 + 5/7))) - 6/7)
[172501] ['3/8', '7/9', '6/7', '7/4', '7'] -> ((7/9 * 6/7) + ((7/4 + 7) / 3/8))
[172502] ['2/5', '2/3', '5/4', '3/2', '6'] -> (6 / (3/2 * (2/3 - (2/5 * 5/4))))
[172503] ['1/9', '1/5', '9/7', '5/3', '9'] -> ((5/3 - 1/9) * (9 + (9/7 / 1/5)))
[172504] ['3/4', '4/5', '3/2', '7/3', '5'] -> (4/5 / ((3/4 / 3/2) - (7/3 / 5)))
[172505] ['3/7', '4/9', '9/5', '2', '8/3'] -> ((9/5 * 2) * (4/9 + (8/3 / 3/7)))
[172506] ['4/7', '3/5', '5/4', '9/5', '3'] -> ((9/5 + 3) / (5/4 - (3/5 / 4/7)))
[172507] ['5/9', '4/3', '7/5', '7/4', '8'] -> ((((8 * 4/3) / 5/9) * 7/4) / 7/5)
[172508] ['5/8', '7/6', '5/3', '2', '5/2'] -> (5/2 / ((5/3 / 2) - (5/8 * 7/6)))
[172509] ['4/7', '5/7', '5/4', '7/5', '6'] -> ((6 / (5/7 - 4/7)) / (5/4 * 7/5))
[172510] ['2/7', '5/6', '9/4', '8/3', '6'] -> ((8/3 * 6) / ((5/6 / 2/7) - 9/4))
[172511] ['1/7', '3/8', '2/5', '7/5', '7'] -> ((7 + (2/5 / (1/7 * 7/5))) / 3/8)
[172512] ['5/7', '5/7', '6/7', '8/5', '9'] -> (((9 * (5/7 + 5/7)) * 8/5) / 6/7)
[172513] ['4/7', '3/5', '5/4', '9/4', '3'] -> ((3 / ((4/7 * 5/4) - 3/5)) - 9/4)
[172514] ['1/4', '4/7', '3/4', '9/5', '7'] -> ((4/7 * 7) / ((3/4 / 9/5) - 1/4))
[172515] ['7/9', '7/3', '5/2', '7/2', '4'] -> ((7/2 + (7/3 * (5/2 + 4))) / 7/9)
[172516] ['4/7', '5/7', '5/4', '3/2', '6'] -> (6 * ((5/7 / 4/7) + (5/4 + 3/2)))
[172517] ['2/7', '5/6', '9/4', '7/2', '6'] -> (6 / (((5/6 * 9/4) / 7/2) - 2/7))
[172518] ['1/7', '3/8', '2/5', '3/2', '7'] -> (3/2 / ((1/7 * 7) - (3/8 / 2/5)))
[172519] ['5/7', '5/7', '6/7', '5/3', '9'] -> ((5/7 + (5/3 * (6/7 + 9))) / 5/7)
[172520] ['6/7', '9/8', '9/7', '3', '9/2'] -> (9/2 / (3 - ((9/8 + 9/7) / 6/7)))
[172521] ['1/9', '1/5', '9/7', '9/4', '9'] -> ((9 / (1/5 + (1/9 * 9/7))) - 9/4)
[172522] ['5/9', '4/3', '7/5', '7/3', '8'] -> (8 * ((4/3 / 5/9) + (7/5 / 7/3)))
[172523] ['5/8', '7/6', '5/3', '2', '9/2'] -> (9/2 / (5/3 - (7/6 + (5/8 / 2))))
[172524] ['3/7', '4/9', '2', '9/4', '9/4'] -> (2 / (((9/4 * 4/9) / 3/7) - 9/4))
[172525] ['1/4', '4/7', '3/4', '9/2', '7'] -> (7 * ((1/4 - 4/7) - (3/4 - 9/2)))
[172526] ['2/7', '5/6', '9/4', '9/2', '6'] -> (9/2 * ((9/4 + 6) - (5/6 / 2/7)))
[172527] ['5/7', '5/7', '6/7', '9/5', '9'] -> (6/7 + ((5/7 + 5/7) * (9/5 * 9)))
[172528] ['5/9', '4/3', '7/5', '5/2', '8'] -> (((5/2 * 8) - 4/3) / (5/9 * 7/5))
[172529] ['4/7', '5/7', '5/4', '7/4', '6'] -> (((7/4 - (5/7 - 5/4)) * 6) / 4/7)
[172530] ['5/8', '7/6', '7/4', '7/4', '2'] -> ((7/4 / 7/4) / (5/8 - (7/6 / 2)))
[172531] ['1/4', '4/7', '7/9', '7/9', '7'] -> (7 * ((7/9 / (1/4 * 7/9)) - 4/7))
[172532] ['3/7', '4/9', '2', '9/4', '7/3'] -> ((2 / 9/4) / (7/3 * (4/9 - 3/7)))
[172533] ['1/7', '3/8', '2/5', '5/3', '7'] -> ((7 * (1/7 / 5/3)) / (2/5 - 3/8))
