[196991] ['2/9', '3/5', '2/3', '7/5', '3'] -> (((3 * (3/5 + 7/5)) - 2/3) / 2/9)
[214519] ['1/7', '2/5', '7/8', '1', '9/4'] -> (7/8 + ((9/4 + (1 / 1/7)) / 2/5))
[214520] ['2/3', '4/5', '7/5', '7/2', '6'] -> (7/2 * (6 + (4/5 / (2/3 * 7/5))))
[214521] ['1/5', '5/8', '1', '7/5', '5/2'] -> (((7/5 / 1/5) - 1) / (5/8 / 5/2))
[214522] ['6/7', '3/2', '5/2', '9/2', '5'] -> ((9/2 / 6/7) + (5 * (3/2 * 5/2)))
[214523] ['4/5', '7/6', '7/3', '8/3', '8'] -> ((8 / (4/5 - (7/6 / 7/3))) - 8/3)
[214524] ['4/9', '3/5', '5/6', '9/8', '6'] -> ((6 / (4/9 * 3/5)) / (5/6 * 9/8))
[214525] ['1/6', '7/6', '5/3', '9/5', '2'] -> (2 / ((1/6 / (9/5 - 5/3)) - 7/6))
[214526] ['1/7', '2/5', '7/8', '1', '7/3'] -> (1 / (7/8 - (7/3 * (1/7 / 2/5))))
[214527] ['7/9', '6/7', '8/9', '4/3', '2'] -> (4/3 / (2 - ((7/9 + 8/9) / 6/7)))
[214528] ['4/9', '3/5', '1', '4/3', '9/5'] -> ((1 + 9/5) * (4/3 / (3/5 - 4/9)))
[214529] ['3/8', '5/7', '3/4', '7/8', '6'] -> (6 / ((3/8 - 3/4) + (5/7 * 7/8)))
[214530] ['2/3', '2/3', '9/7', '9/4', '8'] -> (8 / (9/4 * (2/3 - (2/3 / 9/7))))
[214531] ['7/9', '6/7', '8/9', '7/5', '2'] -> (7/5 * ((2 / (8/9 - 7/9)) - 6/7))
[214532] ['4/5', '7/6', '5/2', '9/2', '8'] -> ((4/5 * 9/2) * (8 + (7/6 - 5/2)))
[214533] ['1/4', '1/4', '2/3', '4/5', '3'] -> ((1/4 + (3 / 4/5)) / (1/4 * 2/3))
[214534] ['6/7', '3/2', '7/2', '7/2', '5'] -> (((6/7 * 7/2) * (7/2 + 5)) - 3/2)
[214535] ['3/7', '4/9', '4/7', '3/2', '7'] -> (4/7 / ((3/2 / 7) - (3/7 * 4/9)))
[214536] ['1/8', '1/7', '4/9', '9/4', '9'] -> (((9/4 / 1/7) - 9) / (1/8 / 4/9))
[214537] ['2/3', '4/5', '3/2', '9/4', '6'] -> (6 / (2/3 * (9/4 - (3/2 / 4/5))))
[214538] ['2/3', '2/3', '9/7', '8/3', '8'] -> ((9/7 * 8/3) * (8 - (2/3 / 2/3)))
[214539] ['1/5', '5/8', '1', '3/2', '8/5'] -> ((8/5 + (1 / 5/8)) / (1/5 / 3/2))
[214540] ['1/7', '2/5', '7/8', '1', '7/2'] -> ((7/2 + (1 / (1/7 * 2/5))) / 7/8)
[214541] ['6/7', '6/7', '9/8', '9/4', '9'] -> (((6/7 + 9/4) / (9/8 / 9)) - 6/7)
[214542] ['3/7', '4/9', '4/7', '8/5', '7'] -> (8/5 * ((7 / 4/9) - (3/7 / 4/7)))
[214543] ['7/9', '6/7', '8/9', '7/4', '2'] -> ((7/9 * 6/7) / ((8/9 * 2) - 7/4))
[214544] ['1/4', '1/4', '2/3', '8/7', '3'] -> (1/4 / (2/3 - (3 * (1/4 / 8/7))))
[214545] ['1/6', '7/6', '7/4', '2', '5/2'] -> ((2 + (5/2 / 7/4)) / (1/6 / 7/6))
[214546] ['6/7', '8/5', '8/5', '5/3', '5'] -> ((8/5 + 8/5) * (5/3 + (5 / 6/7)))
[214547] ['3/7', '4/9', '4/7', '7/4', '7'] -> ((4/7 + (7 / 7/4)) / (3/7 * 4/9))
[214548] ['2/3', '2/3', '9/7', '7/2', '8'] -> (7/2 * (2/3 + (2/3 * (9/7 + 8))))
[214549] ['7/9', '6/7', '8/9', '2', '9/4'] -> (6/7 / ((2 / (7/9 / 8/9)) - 9/4))
[214550] ['1/8', '1/7', '4/9', '8/3', '9'] -> ((1/7 / 4/9) * (8/3 + (9 / 1/8)))
[214551] ['6/7', '6/7', '9/8', '7/2', '9'] -> ((9 / 7/2) / ((6/7 * 9/8) - 6/7))
[214552] ['6/7', '8/5', '8/5', '7/4', '5'] -> ((8/5 + 8/5) * (5 * (6/7 * 7/4)))
[214553] ['3/7', '4/9', '4/7', '9/5', '7'] -> ((7 - (4/7 / 4/9)) / (3/7 / 9/5))
[214554] ['1/8', '1/7', '4/9', '7/2', '9'] -> ((7/2 / 1/7) - (9 * (1/8 * 4/9)))
[214555] ['1/6', '7/6', '9/5', '2', '9/4'] -> (2 / ((1/6 + 7/6) - (9/4 / 9/5)))
[214556] ['3/8', '5/7', '3/4', '7/5', '6'] -> (((5/7 * 7/5) + (6 / 3/4)) / 3/8)
[214557] ['3/7', '4/9', '4/7', '9/4', '7'] -> ((9/4 + (7 / 4/9)) / (3/7 / 4/7))
[214558] ['1/7', '2/5', '8/9', '1', '8/7'] -> ((1 + (8/7 / 2/5)) / (1/7 / 8/9))
[214559] ['6/7', '6/7', '9/8', '9/2', '9'] -> (((6/7 * 9/2) - 6/7) / (9/8 / 9))
[214560] ['7/9', '6/7', '8/9', '2', '8/3'] -> ((2 * 8/3) / (8/9 - (7/9 * 6/7)))
[214561] ['4/9', '3/5', '5/6', '9/4', '6'] -> (6 / ((3/5 * (9/4 - 4/9)) - 5/6))
[214562] ['1/8', '1/7', '1/2', '1/2', '9'] -> ((9 / 1/8) / ((1/2 / 1/7) - 1/2))
[214563] ['6/7', '6/7', '8/7', '6/5', '9'] -> (9 * ((6/7 + 6/7) + (8/7 / 6/5)))
[214564] ['6/7', '8/5', '8/5', '7/3', '5'] -> (5 * (8/5 + (7/3 * (6/7 * 8/5))))
[214565] ['4/9', '3/5', '5/6', '5/2', '6'] -> (((6 / (4/9 * 3/5)) - 5/2) / 5/6)
[214566] ['1/4', '1/4', '2/3', '9/5', '3'] -> (((3 / (1/4 * 9/5)) - 2/3) / 1/4)
[214567] ['1/5', '5/8', '1', '8/5', '9/4'] -> (1 + ((5/8 + 9/4) / (1/5 / 8/5)))
[214568] ['7/9', '6/7', '8/9', '2', '9/2'] -> ((2 / 9/2) / ((7/9 / 6/7) - 8/9))
[214569] ['1/7', '2/5', '8/9', '1', '6/5'] -> (((2/5 / 1/7) / (1 - 8/9)) - 6/5)
[214570] ['1/6', '7/6', '9/5', '2', '7/2'] -> ((1/6 + 7/6) / (2 - (7/2 / 9/5)))
[214571] ['6/7', '8/5', '8/5', '5/2', '5'] -> ((6/7 * 5) * (8/5 + (8/5 * 5/2)))
[214572] ['3/7', '4/9', '4/7', '7/2', '7'] -> ((4/7 / 3/7) / ((7/2 / 7) - 4/9))
[214573] ['2/3', '2/3', '7/5', '7/4', '8'] -> (8 / (7/4 * (2/3 - (2/3 / 7/5))))
[214574] ['2/3', '4/5', '7/4', '5/2', '6'] -> (6 / ((7/4 / (2/3 * 5/2)) - 4/5))
[214575] ['3/7', '4/9', '4/7', '9/2', '7'] -> ((4/7 + (3/7 * 4/9)) * (9/2 * 7))
[214576] ['4/9', '3/5', '5/6', '7/2', '6'] -> (6 * (((7/2 - 5/6) / 3/5) - 4/9))
[214577] ['4/5', '6/5', '9/7', '7/5', '8'] -> (8 / ((4/5 - 7/5) + (6/5 / 9/7)))
[214578] ['1/7', '5/4', '9/4', '8/3', '7'] -> ((9/4 * 8/3) / (5/4 - (1/7 * 7)))
[214579] ['2/3', '4/5', '7/4', '8/3', '6'] -> ((8/3 * (7/4 + (6 / 4/5))) - 2/3)
[214580] ['4/9', '3/5', '6/7', '6/7', '6'] -> (((6 / 3/5) - 6/7) / (4/9 * 6/7))
[214581] ['6/7', '8/5', '8/5', '9/2', '5'] -> ((6/7 * 5) * ((8/5 * 9/2) - 8/5))
[214582] ['1/7', '5/4', '7/3', '7/3', '7'] -> (7/3 + ((1/7 + 7/3) * (5/4 * 7)))
[214583] ['3/7', '4/9', '3/5', '3/5', '7'] -> (7 * ((3/5 / (3/5 - 4/9)) - 3/7))
[214584] ['7/9', '6/7', '9/8', '7/6', '2'] -> ((2 / 7/9) / ((9/8 / 7/6) - 6/7))
[214585] ['1/8', '1/7', '1/2', '4/5', '9'] -> (9 * (4/5 + (1/2 / (1/8 + 1/7))))
[214586] ['1/4', '1/4', '5/7', '4/5', '3'] -> ((4/5 * 3) / ((1/4 / 5/7) - 1/4))
[214587] ['1/7', '2/5', '8/9', '1', '7/5'] -> ((1 + (7/5 / 1/7)) / (2/5 / 8/9))
[214588] ['1/5', '5/8', '1', '5/3', '9/4'] -> ((5/3 + (1 / 1/5)) / (5/8 / 9/4))
[214589] ['6/7', '6/7', '8/7', '9/4', '9'] -> (6/7 / ((8/7 - 6/7) - (9/4 / 9)))
[214590] ['2/3', '4/5', '7/4', '9/2', '6'] -> ((4/5 * 6) * ((9/2 / 2/3) - 7/4))
[214591] ['2/3', '2/3', '3/2', '8/5', '8'] -> ((3/2 + (2/3 / 2/3)) * (8/5 + 8))
[214592] ['3/8', '5/7', '7/9', '7/9', '6'] -> (((6 / 7/9) - 5/7) / (3/8 * 7/9))
[214593] ['7/9', '6/7', '9/8', '5/4', '2'] -> ((2 / (7/9 * 6/7)) / (5/4 - 9/8))
[214594] ['4/5', '6/5', '9/7', '9/4', '8'] -> (9/7 * ((4/5 / 6/5) + (9/4 * 8)))
[214595] ['1/5', '5/8', '1', '5/3', '5/2'] -> ((1 / 1/5) / (5/2 - (5/8 + 5/3)))
[214596] ['1/7', '2/5', '8/9', '1', '8/5'] -> (8/9 * ((8/5 / (1/7 * 2/5)) - 1))
[214597] ['4/9', '3/5', '1', '3/2', '5/3'] -> ((5/3 / ((4/9 * 3/2) - 3/5)) - 1)
[214598] ['1/7', '5/4', '7/3', '8/3', '7'] -> ((((7 - 7/3) / 1/7) - 8/3) / 5/4)
[214599] ['2/3', '2/3', '8/5', '7/4', '8'] -> (8/5 * ((2/3 / 2/3) + (7/4 * 8)))
[214600] ['6/7', '6/7', '7/6', '6/5', '9'] -> ((6/7 + 6/5) * (7/6 + (9 / 6/7)))
[214601] ['7/9', '6/7', '9/8', '9/7', '2'] -> ((2 / 6/7) / ((9/8 / 9/7) - 7/9))
[214602] ['3/8', '5/7', '7/9', '5/6', '6'] -> ((6 / (3/8 * 5/7)) / (7/9 / 5/6))
[214603] ['2/3', '4/5', '9/4', '9/4', '6'] -> ((4/5 * (2/3 + 6)) * (9/4 + 9/4))
[214604] ['2/3', '2/3', '8/5', '9/4', '8'] -> ((8/5 * 9/4) * (8 - (2/3 + 2/3)))
[214605] ['4/9', '3/5', '6/7', '7/6', '6'] -> (((6 / 3/5) - 6/7) / (4/9 / 7/6))
[214606] ['1/7', '5/4', '7/3', '7/2', '7'] -> ((7 / 1/7) / ((5/4 * 7/2) - 7/3))
[214607] ['4/5', '6/5', '9/7', '8/3', '8'] -> (9/7 * (8/3 + (8 * (4/5 + 6/5))))
[214608] ['1/4', '1/4', '5/7', '7/6', '3'] -> (3 / (1/4 * (5/7 - (1/4 / 7/6))))
[214609] ['3/7', '4/9', '3/5', '4/5', '7'] -> (7 * (3/7 + (4/5 / (4/9 * 3/5))))
[214610] ['1/7', '5/4', '7/3', '9/2', '7'] -> ((7 - (1/7 * 7/3)) / (5/4 / 9/2))
[214611] ['2/3', '2/3', '8/5', '9/2', '8'] -> (8/5 * ((2/3 * 9/2) + (8 / 2/3)))
[214612] ['2/3', '4/5', '9/4', '9/2', '6'] -> (2/3 * (9/4 + (6 / (4/5 / 9/2))))
[214613] ['1/8', '1/7', '1/2', '4/3', '9'] -> (1/2 / ((4/3 / (1/7 + 9)) - 1/8))
[214614] ['6/7', '8/5', '5/3', '7/2', '5'] -> (5 / ((7/2 * (6/7 / 8/5)) - 5/3))
[214615] ['1/7', '5/4', '5/2', '5/2', '7'] -> ((5/2 / 1/7) + (7 - (5/4 / 5/2)))
[214616] ['6/7', '6/7', '7/6', '8/5', '9'] -> (9 / (7/6 * (6/7 - (6/7 / 8/5))))
[214617] ['4/9', '3/5', '1', '3/2', '8/3'] -> (8/3 / ((3/2 * (4/9 / 3/5)) - 1))
[214618] ['1/5', '5/8', '1', '7/4', '5/2'] -> (((5/8 + (7/4 * 5/2)) / 1/5) - 1)
[214619] ['7/9', '6/7', '9/8', '7/4', '2'] -> ((7/9 * 6/7) / ((2 / 9/8) - 7/4))
[214620] ['1/8', '1/7', '1/2', '5/3', '9'] -> (5/3 / (1/7 * (1/2 - (1/8 / 9))))
[214621] ['1/5', '5/8', '1', '7/4', '7/2'] -> ((1 + (7/2 / 7/4)) / (1/5 * 5/8))
[214622] ['3/8', '5/7', '7/9', '6/5', '6'] -> ((6 / (3/8 * 5/7)) / (7/9 * 6/5))
[214623] ['6/7', '6/7', '7/6', '9/2', '9'] -> (9/2 + (9 * (7/6 + (6/7 / 6/7))))
[214624] ['4/9', '3/5', '6/7', '7/4', '6'] -> ((6/7 * 7/4) + (6 / (4/9 * 3/5)))
[214625] ['6/7', '8/5', '7/4', '7/3', '5'] -> (5 * ((6/7 * 7/3) + (8/5 * 7/4)))
[214626] ['1/8', '1/7', '1/2', '7/3', '9'] -> ((9 / 7/3) / ((1/7 / 1/2) - 1/8))
[214627] ['6/7', '6/7', '6/5', '6/5', '9'] -> ((6/5 + 6/5) * (9 + (6/7 / 6/7)))
[214628] ['1/7', '5/4', '8/3', '9/2', '7'] -> ((5/4 * 9/2) + (7 / (1/7 * 8/3)))
[214629] ['2/3', '4/5', '9/2', '9/2', '6'] -> (4/5 * ((2/3 * 9/2) + (9/2 * 6)))
[214630] ['1/7', '2/5', '8/9', '1', '7/2'] -> (8/9 * ((1 / 2/5) + (7/2 / 1/7)))
[214631] ['2/3', '2/3', '9/5', '9/2', '8'] -> ((2/3 + 2/3) / (9/2 - (8 / 9/5)))
[214632] ['6/7', '8/5', '7/4', '5/2', '5'] -> (5/2 + ((6/7 + 8/5) * (7/4 * 5)))
[214633] ['1/5', '5/8', '1', '9/5', '9/4'] -> (9/5 / ((1/5 * 9/4) + (5/8 - 1)))
[214634] ['1/4', '1/4', '5/7', '9/5', '3'] -> ((9/5 / 1/4) + (3 / (1/4 * 5/7)))
[214635] ['4/9', '3/5', '1', '8/5', '7/2'] -> (8/5 / (1 - (7/2 * (4/9 * 3/5))))
[214636] ['6/7', '6/7', '6/5', '5/4', '9'] -> (6/7 + ((6/7 + 6/5) * (5/4 * 9)))
[214637] ['4/9', '3/5', '6/7', '9/4', '6'] -> ((6 / (6/7 * (4/9 * 3/5))) - 9/4)
[214638] ['1/5', '5/8', '1', '9/5', '7/3'] -> ((9/5 * 7/3) / (1 - (1/5 + 5/8)))
[214639] ['4/9', '3/5', '1', '8/5', '9/2'] -> (8/5 / ((4/9 - 3/5) + (1 / 9/2)))
[214640] ['2/3', '2/3', '5/2', '5/2', '8'] -> (8 / ((2/3 + 2/3) - (5/2 / 5/2)))
[214641] ['4/9', '3/5', '6/7', '7/3', '6'] -> ((6 - (6/7 / 3/5)) / (4/9 / 7/3))
[214642] ['6/7', '6/7', '6/5', '9/7', '9'] -> (6/7 + ((6/7 + 9/7) * (6/5 * 9)))
[214643] ['2/3', '5/6', '5/6', '9/8', '6'] -> (6 / ((5/6 / 5/6) - (2/3 * 9/8)))
[214644] ['1/7', '9/7', '9/7', '4/3', '7'] -> (4/3 * ((9/7 / 1/7) + (9/7 * 7)))
[214645] ['1/4', '1/4', '5/7', '7/3', '3'] -> (7/3 * (((3 - 1/4) / 1/4) - 5/7))
[214646] ['1/6', '6/5', '9/7', '8/5', '2'] -> ((6/5 + ((8/5 + 2) / 9/7)) / 1/6)
[214647] ['7/9', '6/7', '8/7', '6/5', '2'] -> ((8/7 / 6/5) * (2 / (6/7 - 7/9)))
[214648] ['2/3', '5/7', '5/7', '7/9', '8'] -> ((2/3 * 8) / ((5/7 / 5/7) - 7/9))
[214649] ['1/7', '9/7', '9/7', '3/2', '7'] -> (7 * (9/7 + (3/2 * (1/7 + 9/7))))
[214650] ['4/9', '3/5', '1', '5/3', '9/5'] -> ((1 + 5/3) / (4/9 - (3/5 / 9/5)))
[214651] ['1/7', '2/5', '1', '9/8', '5/4'] -> ((1 + 9/8) + (5/4 / (1/7 * 2/5)))
[214652] ['1/5', '5/8', '1', '9/4', '5/2'] -> ((((9/4 * 5/2) - 5/8) / 1/5) - 1)
[214653] ['6/7', '8/5', '9/5', '5/2', '5'] -> ((8/5 * 9/5) * (5/2 + (5 / 6/7)))
[214654] ['2/3', '5/7', '5/7', '5/6', '8'] -> ((5/7 * 8) / ((5/7 / 2/3) - 5/6))
[214655] ['3/7', '4/9', '3/5', '9/7', '7'] -> ((((7 / 3/5) - 3/7) / 4/9) - 9/7)
[214656] ['6/7', '6/7', '6/5', '7/2', '9'] -> (9 * (7/2 - ((6/7 / 6/7) / 6/5)))
[214657] ['1/8', '1/7', '5/9', '2/3', '9'] -> ((5/9 * 9) / ((1/8 / 1/7) - 2/3))
[214658] ['2/3', '5/6', '5/6', '8/5', '6'] -> ((5/6 + 5/6) * (6 / (2/3 / 8/5)))
[214659] ['1/4', '1/4', '3/4', '7/9', '3'] -> (((1/4 / (7/9 - 3/4)) - 3) / 1/4)
[214660] ['1/6', '6/5', '9/7', '9/5', '2'] -> ((6/5 + (2 / (9/7 / 9/5))) / 1/6)
[214661] ['4/5', '5/4', '9/7', '4/3', '8'] -> ((9/7 * 8) * (4/3 + (4/5 * 5/4)))
[214662] ['4/9', '3/5', '1', '5/3', '7/3'] -> (((5/3 * 7/3) / (3/5 - 4/9)) - 1)
[214663] ['1/5', '5/8', '1', '9/4', '9/2'] -> ((1 + (9/2 / 9/4)) / (1/5 * 5/8))
[214664] ['2/3', '5/6', '5/6', '7/4', '6'] -> (6 / (7/4 - (5/6 / (2/3 * 5/6))))
[214665] ['3/8', '5/7', '7/9', '8/3', '6'] -> (((6 / 3/8) - 8/3) / (5/7 * 7/9))
[214666] ['2/3', '5/7', '5/7', '7/6', '8'] -> (8 / ((5/7 / (2/3 * 5/7)) - 7/6))
[214667] ['1/8', '1/7', '5/9', '5/7', '9'] -> (((9 * (5/9 - 1/7)) - 5/7) / 1/8)
[214668] ['1/5', '5/8', '1', '7/3', '7/3'] -> (((1 + 7/3) + (7/3 / 1/5)) / 5/8)
[214669] ['1/7', '9/7', '9/7', '5/2', '7'] -> ((5/2 + (9/7 / 9/7)) * (7 - 1/7))
[214670] ['4/9', '3/5', '1', '5/3', '8/3'] -> (1 / ((4/9 / 5/3) - (3/5 / 8/3)))
[214671] ['7/9', '6/7', '8/7', '7/4', '2'] -> (6/7 / ((8/7 * 2) - (7/4 / 7/9)))
[214672] ['6/7', '6/7', '5/4', '4/3', '9'] -> (9 * ((6/7 / 6/7) + (5/4 * 4/3)))
[214673] ['1/6', '6/5', '9/7', '2', '7/3'] -> (6/5 * (2 + (7/3 / (1/6 / 9/7))))
[214674] ['2/3', '5/6', '6/7', '7/8', '6'] -> ((6/7 + 6) / ((5/6 / 7/8) - 2/3))
[214675] ['1/5', '5/8', '1', '7/3', '5/2'] -> (1 / (5/2 - (7/3 + (1/5 * 5/8))))
[214676] ['2/3', '5/7', '5/7', '5/4', '8'] -> (8 / (5/7 - ((2/3 * 5/7) / 5/4)))
[214677] ['3/8', '5/7', '4/5', '4/5', '6'] -> ((4/5 + 4/5) + (6 / (3/8 * 5/7)))
[214678] ['1/4', '1/4', '3/4', '9/5', '3'] -> ((3 + (1/4 / 3/4)) / (1/4 / 9/5))
[214679] ['2/3', '5/6', '6/7', '8/9', '6'] -> (6 / (5/6 - (8/9 / (2/3 + 6/7))))
[214680] ['4/5', '5/4', '9/7', '9/5', '8'] -> (8 * (5/4 + (9/5 / (4/5 * 9/7))))
[214681] ['4/9', '3/5', '7/8', '6/5', '6'] -> (6 / ((3/5 / (4/9 * 6/5)) - 7/8))
[214682] ['1/7', '2/5', '1', '9/8', '9/5'] -> (9/5 / (1/7 * (9/8 + (2/5 - 1))))
[214683] ['1/5', '5/8', '1', '7/3', '9/2'] -> (7/3 / ((1 / 9/2) - (1/5 * 5/8)))
[214684] ['3/8', '5/7', '4/5', '5/6', '6'] -> (6 / (5/7 * (4/5 - (3/8 / 5/6))))
[214685] ['7/9', '6/7', '8/7', '2', '7/3'] -> (8/7 / ((6/7 * (7/9 + 2)) - 7/3))
[214686] ['1/6', '6/5', '9/7', '2', '7/2'] -> ((6/5 * 7/2) * ((9/7 / 1/6) - 2))
[214687] ['4/5', '5/4', '9/7', '5/2', '8'] -> ((9/7 + (4/5 * 5/4)) * (5/2 + 8))
[214688] ['6/7', '8/5', '9/4', '7/2', '5'] -> (6/7 / ((5 * (8/5 / 7/2)) - 9/4))
[214689] ['7/9', '6/7', '8/7', '2', '5/2'] -> ((8/7 / 6/7) / (2 - (7/9 * 5/2)))
[214690] ['1/5', '5/8', '1', '8/3', '7/2'] -> ((1 / 1/5) / (7/2 - (5/8 + 8/3)))
[214691] ['3/7', '4/9', '3/5', '7/3', '7'] -> (((7 / 3/5) - (3/7 * 7/3)) / 4/9)
[214692] ['1/4', '1/4', '7/9', '6/7', '3'] -> (3 / (((1/4 / 7/9) / 6/7) - 1/4))
[214693] ['2/3', '5/6', '6/7', '5/4', '6'] -> ((2/3 + 6) / (5/4 - (5/6 / 6/7)))
[214694] ['1/4', '1/4', '7/9', '7/8', '3'] -> (3 / ((7/8 / 7/9) - (1/4 / 1/4)))
[214695] ['6/7', '8/5', '9/4', '9/2', '5'] -> ((8/5 * 5) * ((9/2 / 6/7) - 9/4))
[214696] ['1/8', '1/7', '5/9', '8/9', '9'] -> ((9 / 1/8) / ((5/9 / 1/7) - 8/9))
[214697] ['1/5', '5/8', '1', '7/2', '7/2'] -> (((1 - 7/2) + (7/2 / 1/5)) / 5/8)
[214698] ['2/3', '5/7', '5/7', '7/2', '8'] -> ((2/3 * 8) * (7/2 + (5/7 / 5/7)))
[214699] ['3/8', '5/7', '4/5', '9/8', '6'] -> (6 / (((9/8 - 3/8) / 5/7) - 4/5))
[214700] ['4/9', '3/5', '7/8', '3/2', '6'] -> (((6 / (4/9 * 3/5)) - 3/2) / 7/8)
[214701] ['3/7', '4/9', '3/5', '8/3', '7'] -> ((4/9 + 8/3) * (7 + (3/7 / 3/5)))
[214702] ['6/7', '8/5', '7/3', '7/3', '5'] -> ((8/5 * 5) / (7/3 - (6/7 * 7/3)))
[214703] ['1/6', '6/5', '4/3', '2', '9/4'] -> (6/5 * (2 + (9/4 / (1/6 / 4/3))))
[214704] ['4/5', '5/4', '4/3', '3/2', '8'] -> (8 * ((4/5 * 5/4) + (4/3 * 3/2)))
[214705] ['6/7', '6/7', '9/7', '7/4', '9'] -> ((6/7 + (6/7 / 9/7)) * (7/4 * 9))
[214706] ['6/7', '8/5', '7/3', '5/2', '5'] -> ((7/3 * (6/7 * 8/5)) * (5/2 + 5))
[214707] ['4/9', '3/5', '7/8', '8/5', '6'] -> (((6 / (4/9 / 8/5)) - 3/5) / 7/8)
[214708] ['1/7', '2/5', '1', '9/8', '7/2'] -> (((1 / 2/5) + (7/2 / 1/7)) / 9/8)
[214709] ['2/3', '5/6', '6/7', '5/3', '6'] -> ((5/3 / (5/6 - (2/3 / 6/7))) - 6)
[214710] ['1/8', '1/7', '5/9', '6/5', '9'] -> (9 / (((1/8 / 1/7) / 5/9) - 6/5))
[214711] ['2/3', '5/7', '3/4', '7/9', '8'] -> (8 / ((2/3 / 3/4) - (5/7 * 7/9)))
[214712] ['6/7', '8/5', '7/3', '8/3', '5'] -> (7/3 * ((6/7 * 8/3) + (8/5 * 5)))
[214713] ['1/6', '6/5', '4/3', '2', '7/2'] -> ((4/3 + (2 / 6/5)) + (7/2 / 1/6))
[214714] ['7/9', '6/7', '7/6', '5/4', '2'] -> (7/6 / (7/9 - (5/4 / (6/7 * 2))))
[214715] ['4/5', '5/4', '4/3', '7/2', '8'] -> ((4/5 + (7/2 / 5/4)) * (8 - 4/3))
[214716] ['1/7', '2/5', '1', '8/7', '8/7'] -> (8/7 * (1 + (8/7 / (1/7 * 2/5))))
[214717] ['6/7', '6/7', '4/3', '8/5', '9'] -> ((6/7 + (4/3 * 9)) / (6/7 / 8/5))
[214718] ['4/9', '3/5', '1', '7/4', '9/2'] -> ((4/9 * 9/2) / (7/4 - (1 / 3/5)))
[214719] ['2/3', '5/7', '3/4', '7/8', '8'] -> (8 / (3/4 - (7/8 * (2/3 * 5/7))))
[214720] ['2/3', '5/6', '6/7', '5/2', '6'] -> (2/3 + ((5/6 + 5/2) / (6/7 / 6)))
[214721] ['7/9', '6/7', '7/6', '4/3', '2'] -> ((2 / 6/7) / ((7/6 / 4/3) - 7/9))
[214722] ['4/5', '5/4', '7/5', '7/5', '8'] -> ((8 + (7/5 + 7/5)) / (5/4 - 4/5))
[214723] ['3/8', '5/7', '4/5', '7/5', '6'] -> (((6 / 5/7) - (4/5 - 7/5)) / 3/8)
[214724] ['1/7', '2/5', '1', '8/7', '5/4'] -> (((8/7 * 5/4) / (1/7 * 2/5)) - 1)
[214725] ['2/3', '5/7', '3/4', '8/9', '8'] -> ((8 / ((5/7 / 2/3) - 3/4)) - 8/9)
[214726] ['6/7', '6/7', '4/3', '7/2', '9'] -> (9 * ((4/3 * (7/2 - 6/7)) - 6/7))
[214727] ['1/7', '9/7', '7/5', '8/3', '7'] -> (8/3 * (7 + (7/5 * (1/7 + 9/7))))
[214728] ['7/9', '6/7', '7/6', '7/5', '2'] -> ((2 / (6/7 - 7/9)) - (7/5 / 7/6))
[214729] ['3/8', '5/7', '4/5', '3/2', '6'] -> (((6 / (5/7 * 4/5)) - 3/2) / 3/8)
[214730] ['4/5', '5/4', '7/5', '3/2', '8'] -> ((3/2 * 8) / ((7/5 / 4/5) - 5/4))
[214731] ['3/7', '4/9', '5/8', '3/4', '7'] -> (7 / (3/4 - (3/7 * (4/9 + 5/8))))
[214732] ['1/5', '2/3', '2/3', '1', '7/6'] -> ((2/3 + (2/3 / 1/5)) / (7/6 - 1))
[214733] ['1/7', '2/5', '1', '8/7', '7/5'] -> ((7/5 + (1 / 1/7)) / (2/5 / 8/7))
[214734] ['1/6', '6/5', '3/2', '7/4', '2'] -> (2 / (1/6 * (7/4 - (3/2 / 6/5))))
[214735] ['6/7', '8/5', '8/3', '7/2', '5'] -> ((8/5 * 5) / ((6/7 * 7/2) - 8/3))
[214736] ['1/4', '1/4', '7/9', '3', '9/2'] -> ((7/9 + (1/4 / 1/4)) * (3 * 9/2))
[214737] ['1/7', '9/7', '3/2', '8/5', '7'] -> ((3/2 * 8/5) * (7 * (1/7 + 9/7)))
[214738] ['2/3', '5/6', '7/8', '8/5', '6'] -> (6 / (((2/3 + 7/8) / 5/6) - 8/5))
[214739] ['1/8', '1/7', '5/9', '7/4', '9'] -> ((1/7 + (9 * (5/9 / 7/4))) / 1/8)
[214740] ['2/3', '5/7', '3/4', '4/3', '8'] -> (2/3 + ((3/4 + 4/3) / (5/7 / 8)))
[214741] ['7/9', '6/7', '7/6', '5/3', '2'] -> (2 / ((7/6 / (7/9 * 6/7)) - 5/3))
[214742] ['3/7', '4/9', '5/8', '5/6', '7'] -> (7 * (3/7 + (5/6 / (4/9 * 5/8))))
[214743] ['1/4', '1/4', '4/5', '4/5', '3'] -> (((3 + (4/5 / 1/4)) / 1/4) - 4/5)
[214744] ['3/8', '5/7', '4/5', '7/4', '6'] -> (4/5 / ((7/4 / (5/7 * 6)) - 3/8))
[214745] ['4/9', '3/5', '7/8', '9/2', '6'] -> (((9/2 / 3/5) + (6 / 4/9)) / 7/8)
[214746] ['6/7', '8/5', '7/2', '7/2', '5'] -> (7/2 / ((5 / (6/7 * 8/5)) - 7/2))
[214747] ['6/7', '6/7', '7/5', '9/4', '9'] -> ((9 / ((6/7 * 7/5) - 6/7)) - 9/4)
