[39399] ['8/7', '6/5', '4/3', '9/4', '6'] -> ((6 / (6/5 * (4/3 - 8/7))) - 9/4)
[57034] ['2/5', '5/9', '5/8', '9/8', '3'] -> (3 / (5/8 * (5/9 - (2/5 / 9/8))))
[57035] ['5/9', '1', '9/7', '9/4', '7/3'] -> ((9/7 * (5/9 + 1)) / (7/3 - 9/4))
[57036] ['2/5', '3/7', '2/3', '5/6', '4'] -> ((2/3 / (5/6 * 3/7) - 2/5)) - 4)
[57037] ['2/7', '5/9', '9/8', '7/6', '2'] -> ((2/7 * 7/6) / (9/8 - (5/9 * 2)))
[57038] ['3/8', '3/8', '3/8', '5/9', '8'] -> ((3/8 + 8) / (3/8 * (3/8 + 5/9)))
[57039] ['1/9', '2/7', '1/2', '6/5', '5'] -> ((5 / (1/2 * (1/9 + 2/7))) - 6/5)
[57040] ['1/9', '1/7', '2/9', '2/9', '7'] -> ((7 - (1/9 + (2/9 / 1/7))) / 2/9)
[57041] ['1/9', '4/9', '6/7', '9/4', '4'] -> (4 / (6/7 * (4/9 - (1/9 * 9/4))))
[57042] ['1/5', '3/8', '3/8', '4/3', '5'] -> ((5 / 1/5) - (4/3 * (3/8 + 3/8)))
[57043] ['1/2', '4/5', '9/7', '7/5', '4'] -> ((9/7 * 7/5) * (4 / (4/5 - 1/2)))
[57044] ['3/8', '3/8', '3/8', '3/5', '8'] -> (((3/8 / 3/5) + (3/8 + 8)) / 3/8)
[57045] ['1/6', '1/4', '9/7', '4/3', '9'] -> (9 / ((1/4 * 9/7) * 4/3) - 1/6))
[57046] ['1/9', '1/7', '2/9', '1/4', '7'] -> ((7 - (2/9 + (1/9 / 1/7))) / 1/4)
[57047] ['1/5', '3/4', '7/9', '4/5', '4'] -> (4 / (3/4 * (4/5 + (1/5 - 7/9))))
[57048] ['1/5', '3/8', '3/8', '8/5', '5'] -> (5 * ((1/5 / 3/8) + (8/5 / 3/8)))
[57049] ['1/9', '5/7', '6/7', '7/8', '3'] -> ((((6/7 / 1/9) - 5/7) * 3) / 7/8)
[57050] ['2/5', '5/9', '5/8', '5/4', '3'] -> (3 / (5/9 * (5/4 - (2/5 + 5/8))))
[57051] ['1/9', '2/7', '1/2', '9/7', '5'] -> ((5 + (1/9 * 9/7)) / (1/2 - 2/7))
[57052] ['2/5', '3/7', '2/3', '8/9', '4'] -> (((2/3 + (4 / 2/5)) / 3/7) - 8/9)
[57053] ['2/7', '5/9', '9/8', '9/7', '2'] -> (9/7 / ((5/9 * 9/8) - (2/7 * 2)))
[57054] ['3/8', '3/8', '3/8', '7/9', '8'] -> ((8 - (3/8 / 3/8)) / (3/8 * 7/9))
[57055] ['1/2', '4/5', '9/7', '8/5', '4'] -> ((9/7 / (4/5 - 1/2)) * (8/5 + 4))
[57056] ['1/5', '3/8', '3/8', '5/3', '5'] -> ((5 / 1/5) - (3/8 + (3/8 * 5/3)))
[57057] ['1/7', '1/5', '3/2', '7/4', '5'] -> ((5 / 1/5) - (1/7 + (3/2 / 7/4)))
[57058] ['1/5', '2/7', '4/5', '4/5', '6'] -> (6 + ((4/5 + (4/5 / 2/7)) / 1/5))
[57059] ['3/8', '3/8', '3/8', '4/5', '8'] -> (((8 / 4/5) - (3/8 / 3/8)) / 3/8)
[57060] ['2/5', '5/9', '5/8', '9/7', '3'] -> (3 / ((5/9 - 2/5) * 5/8) * 9/7))
[57061] ['1/6', '1/4', '9/7', '5/3', '9'] -> ((9/7 + 9) * (5/3 + (1/6 / 1/4)))
[57062] ['1/5', '3/8', '3/8', '7/4', '5'] -> ((5 / 1/5) - (7/4 - (3/8 + 3/8)))
[57063] ['5/9', '1', '9/7', '7/3', '5/2'] -> ((1 + 9/7) * ((5/2 * 7/3) / 5/9))
[57064] ['3/8', '3/8', '3/8', '5/6', '8'] -> (8 / (5/6 - (3/8 / (3/8 + 3/8))))
[57065] ['1/9', '5/7', '6/7', '5/4', '3'] -> ((3 + (5/7 / 1/9)) / (5/4 - 6/7))
[57066] ['1/7', '1/5', '3/2', '9/4', '5'] -> ((3/2 + 9/4) * (5 + (1/5 / 1/7)))
[57067] ['2/5', '3/7', '2/3', '6/5', '4'] -> (((2/3 * 6/5) / (3/7 - 2/5)) - 4)
[57068] ['1/5', '3/4', '7/9', '8/9', '4'] -> ((7/9 / (1/5 * 8/9) - 3/4)) - 4)
[57069] ['1/9', '4/9', '7/8', '8/9', '4'] -> (((4 * (7/8 * 8/9)) - 4/9) / 1/9)
[57070] ['5/9', '1', '9/7', '7/3', '8/3'] -> (8/3 / ((7/3 * (9/7 - 1)) - 5/9))
[57071] ['1/9', '2/7', '1/2', '8/5', '5'] -> ((2/7 + (5 / (1/2 + 8/5))) / 1/9)
[57072] ['2/5', '5/9', '5/8', '3/2', '3'] -> ((3/2 + (3 / (2/5 * 5/9))) / 5/8)
[57073] ['1/5', '3/8', '3/8', '5/2', '5'] -> (((3/8 + 5) / 1/5) - (3/8 + 5/2))
[57074] ['1/4', '5/9', '7/5', '8/5', '5'] -> (((5 / 5/9) - (7/5 + 8/5)) / 1/4)
[57075] ['1/5', '2/7', '4/5', '5/4', '6'] -> (6 / ((1/5 / 2/7) + (4/5 - 5/4)))
[57076] ['2/5', '3/7', '2/3', '9/7', '4'] -> (4 / ((3/7 / (2/5 * 9/7)) - 2/3))
[57077] ['5/9', '1', '9/7', '7/3', '7/2'] -> (((7/3 + 7/2) * (1 + 9/7)) / 5/9)
[57078] ['1/6', '1/4', '9/7', '7/3', '9'] -> ((9 - 9/7) / (1/4 + (1/6 / 7/3)))
[57079] ['1/5', '3/8', '3/8', '7/2', '5'] -> (((3/8 + 7/2) / 1/5) - (3/8 - 5))
[57080] ['1/4', '5/9', '7/5', '5/3', '5'] -> ((5 + (7/5 * 5/3)) / (5/9 - 1/4))
[57081] ['1/9', '5/7', '6/7', '8/5', '3'] -> (((3 + (6/7 / 1/9)) * 8/5) / 5/7)
[57082] ['1/9', '1/7', '2/9', '5/8', '7'] -> (((1/7 + (2/9 / 1/9)) * 7) / 5/8)
[57083] ['1/9', '4/9', '7/8', '7/6', '4'] -> ((4 - 4/9) / (7/6 * (1/9 / 7/8)))
[57084] ['2/5', '5/9', '5/8', '5/3', '3'] -> ((3 + (5/3 / 5/9)) / (2/5 * 5/8))
[57085] ['2/5', '3/7', '2/3', '7/5', '4'] -> ((2/5 * 4) / (2/3 - (3/7 * 7/5)))
[57086] ['1/4', '5/9', '7/5', '7/4', '5'] -> (5 * ((1/4 + 7/5) + (7/4 / 5/9)))
[57087] ['1/9', '1/7', '2/9', '2/3', '7'] -> (((7 - 1/7) * (1/9 + 2/3)) / 2/9)
[57088] ['3/8', '3/8', '3/8', '9/7', '8'] -> (((8 - (3/8 / 3/8)) * 9/7) / 3/8)
[57089] ['1/4', '5/9', '7/5', '9/5', '5'] -> (((7/5 * 5) - (5/9 * 9/5)) / 1/4)
[57090] ['2/5', '3/7', '2/3', '5/3', '4'] -> (5/3 * (2/5 + (4 / (3/7 * 2/3))))
[57091] ['1/7', '1/5', '8/5', '9/5', '5'] -> (5 * ((1/5 / 1/7) + (8/5 + 9/5)))
[57092] ['2/5', '5/9', '5/8', '9/4', '3'] -> (3 / (5/8 - (9/4 * (2/5 * 5/9))))
[57093] ['1/5', '3/4', '7/9', '9/7', '4'] -> ((4 / (1/5 * 7/9)) - (9/7 / 3/4))
[57094] ['2/7', '5/9', '9/8', '2', '7/3'] -> (2 / ((2/7 * 9/8) - (5/9 / 7/3)))
[57095] ['1/2', '4/5', '9/7', '7/2', '4'] -> ((4/5 + 4) * (1/2 + (9/7 * 7/2)))
[57096] ['2/5', '3/7', '2/3', '7/4', '4'] -> (4 / ((2/5 * 7/4) * 2/3) - 3/7))
[57097] ['3/8', '3/8', '3/8', '7/4', '8'] -> (((7/4 + 8) - (3/8 + 3/8)) / 3/8)
[57098] ['1/9', '4/9', '7/8', '7/5', '4'] -> (4 / (((4/9 * 7/8) / 7/5) - 1/9))
[57099] ['5/9', '1', '9/7', '8/3', '8/3'] -> ((8/3 + 8/3) / ((1 / 9/7) - 5/9))
[57100] ['1/5', '3/4', '7/9', '7/5', '4'] -> (((3/4 * 4) + (7/5 / 7/9)) / 1/5)
[57101] ['1/9', '1/7', '2/9', '7/8', '7'] -> ((7 + (2/9 / (1/9 * 1/7))) / 7/8)
[57102] ['1/5', '3/8', '2/5', '5/7', '5'] -> (((2/5 / 1/5) + (5 / 5/7)) / 3/8)
[57103] ['1/2', '4/5', '4/3', '3/2', '4'] -> (4/5 / ((4/3 / (4 - 3/2)) - 1/2))
[57104] ['1/9', '5/7', '7/8', '7/8', '3'] -> (((7/8 + 3) / (7/8 - 5/7)) - 1/9)
[57105] ['1/9', '4/9', '7/8', '5/3', '4'] -> ((5/3 * 4) / ((4/9 * 7/8) - 1/9))
[57106] ['2/7', '5/9', '9/8', '2', '9/2'] -> (9/2 / (((9/8 * 5/9) / 2/7) - 2))
[57107] ['2/5', '3/7', '2/3', '7/2', '4'] -> (4 / ((2/3 / 2/5) - (3/7 * 7/2)))
[57108] ['2/5', '5/9', '2/3', '5/7', '3'] -> (3 / ((2/3 / (5/9 + 5/7)) - 2/5))
[57109] ['1/5', '3/4', '7/9', '8/5', '4'] -> (((4 / 3/4) - 8/5) / (1/5 * 7/9))
[57110] ['3/8', '3/8', '2/5', '1/2', '8'] -> (8 * (1/2 + (3/8 / (3/8 * /5)))
)[57111] ['1/2', '4/5', '4/3', '9/4', '4'] -> (4 / (4/5 * (4/3 - (1/2 * 9/4))))
[57112] ['1/6', '1/4', '7/5', '7/3', '9'] -> (9 / (1/4 * (7/3 / 7/5)) - 1/6))
[57113] ['3/8', '3/8', '2/5', '5/9', '8'] -> (8 / (5/9 * (3/8 / 3/8)) - 2/5))
[57114] ['1/9', '4/9', '7/8', '9/5', '4'] -> (4 / (4/9 * (7/8 / 9/5)) - 1/9))
[57115] ['1/5', '2/7', '5/6', '5/4', '6'] -> (6 / ((2/7 * 5/6) * 5/4) - 1/5))
[57116] ['1/5', '3/8', '2/5', '8/7', '5'] -> (3/8 + ((2/5 + 5) / (1/5 * 8/7)))
[57117] ['1/9', '5/7', '7/8', '8/7', '3'] -> (7/8 * ((3 / 1/9) - (5/7 - 8/7)))
[57118] ['1/7', '1/5', '5/3', '9/5', '5'] -> (9/5 * ((5 / 1/5) - (5/3 / 1/7)))
[57119] ['1/9', '2/7', '5/9', '3/5', '5'] -> (2/7 / (1/9 - (5/9 / (3/5 + 5))))
[57120] ['1/9', '4/9', '7/8', '9/4', '4'] -> (4 / ((1/9 + 4/9) - (7/8 / 9/4)))
[57121] ['1/6', '1/4', '7/5', '5/2', '9'] -> ((9 - 7/5) / (1/4 + (1/6 / 5/2)))
[57122] ['1/5', '3/4', '7/9', '7/4', '4'] -> (4 * ((3/4 / 1/5) + (7/4 / 7/9)))
[57123] ['2/5', '5/9', '2/3', '4/5', '3'] -> ((4/5 / (2/5 - (5/9 * 2/3))) - 3)
[57124] ['1/4', '5/9', '3/2', '9/5', '5'] -> (((5 - (5/9 * 9/5)) * 3/2) / 1/4)
[57125] ['1/2', '4/5', '7/5', '7/5', '4'] -> ((4/5 + (4 * (7/5 + 7/5))) / 1/2)
[57126] ['3/8', '3/8', '2/5', '2/3', '8'] -> ((2/3 / 2/5) + ((3/8 + 8) / 3/8))
[57127] ['1/7', '1/5', '5/3', '5/2', '5'] -> ((1/5 + 5/3) * (5/2 * (1/7 + 5)))
[57128] ['5/9', '1', '4/3', '4/3', '7/5'] -> (4/3 / ((5/9 / (7/5 - 1)) - 4/3))
[57129] ['1/9', '4/9', '7/8', '8/3', '4'] -> ((8/3 + 4) / ((4/9 * 7/8) - 1/9))
[57130] ['2/5', '3/7', '5/7', '6/7', '4'] -> ((6/7 * 4) / (3/7 - (2/5 * 5/7)))
[57131] ['3/8', '3/8', '2/5', '5/7', '8'] -> ((3/8 * 8) / ((3/8 / 5/7) - 2/5))
[57132] ['1/9', '1/7', '2/9', '3/2', '7'] -> ((3/2 + (2/9 / 1/9)) * (7 - 1/7))
[57133] ['2/7', '5/9', '8/7', '7/5', '2'] -> (8/7 / ((5/9 * (2 - 7/5)) - 2/7))
[57134] ['1/7', '1/5', '5/3', '9/2', '5'] -> (9/2 * (((5 * 1/5) / 1/7) - 5/3))
[57135] ['1/9', '2/7', '5/9', '3/4', '5'] -> ((1/9 + 5/9) + (5 / (2/7 * 3/4)))
[57136] ['1/9', '4/9', '8/9', '8/7', '4'] -> (((4 * (8/9 / 8/7)) - 4/9) / 1/9)
[57137] ['5/9', '1', '4/3', '4/3', '9/5'] -> ((5/9 / (9/5 - (4/3 * 4/3))) - 1)
[57138] ['1/9', '1/7', '2/9', '8/5', '7'] -> ((1/7 + (2/9 / 1/9)) * (8/5 * 7))
[57139] ['2/5', '3/7', '5/7', '9/8', '4'] -> (3/7 / ((4 * (2/5 * 5/7)) - 9/8))
[57140] ['1/4', '5/9', '8/5', '5/3', '5'] -> ((5/3 - 5/9) * (8/5 + (5 / 1/4)))
[57141] ['1/5', '3/8', '2/5', '5/2', '5'] -> ((((5 / 1/5) - 5/2) * 2/5) / 3/8)
[57142] ['1/5', '2/7', '5/6', '9/5', '6'] -> (1/5 + ((9/5 + (5/6 * 6)) / 2/7))
[57143] ['1/9', '4/9', '8/9', '6/5', '4'] -> ((4 + (8/9 / (1/9 * 6/5))) / 4/9)
[57144] ['5/9', '1', '4/3', '4/3', '9/4'] -> ((4/3 + 4/3) / (5/9 - (1 / 9/4)))
[57145] ['1/6', '1/4', '5/3', '9/5', '9'] -> ((9 - 5/3) / (1/6 + (1/4 / 9/5)))
[57146] ['1/9', '2/7', '5/9', '4/5', '5'] -> ((4/5 * 5) / (5/9 - (1/9 / 2/7)))
[57147] ['1/9', '1/7', '2/9', '5/3', '7'] -> ((5/3 + (1/7 * 7)) / (2/9 - 1/9))
[57148] ['1/7', '1/5', '7/4', '9/5', '5'] -> (((1/7 + 9/5) + (5 / 7/4)) / 1/5)
[57149] ['3/8', '3/8', '2/5', '7/8', '8'] -> (((3/8 / 3/8) + (8 / 2/5)) / 7/8)
[57150] ['1/4', '5/9', '8/5', '9/5', '5'] -> (5 / ((5/9 / 8/5) - (1/4 / 9/5)))
[57151] ['2/5', '3/7', '5/7', '4/3', '4'] -> (4 / ((3/7 / (2/5 * 5/7)) - 4/3))
[57152] ['1/9', '5/7', '7/8', '5/3', '3'] -> (7/8 * ((5/7 / 5/3) + (3 / 1/9)))
[57153] ['1/9', '2/7', '5/9', '7/8', '5'] -> (5 / (5/9 - (7/8 * (1/9 + 2/7))))
[57154] ['2/7', '5/9', '8/7', '9/5', '2'] -> (8/7 / (5/9 * (2/7 + 9/5)) - 2))
[57155] ['3/8', '3/8', '2/5', '7/6', '8'] -> (((7/6 + (8 / 3/8)) * 2/5) / 3/8)
[57156] ['1/4', '5/9', '8/5', '7/3', '5'] -> ((7/3 + (5/9 * (8/5 + 5))) / 1/4)
[57157] ['2/5', '3/7', '5/7', '7/5', '4'] -> ((((5/7 + 4) / 3/7) - 7/5) / 2/5)
[57158] ['1/7', '1/5', '7/4', '5/2', '5'] -> (5/2 / ((7/4 / (1/7 + 1/5)) - 5))
[57159] ['1/5', '2/7', '5/6', '8/3', '6'] -> ((6 / 2/7) - (1/5 - (8/3 / 5/6)))
[57160] ['2/7', '5/9', '8/7', '2', '9/4'] -> (8/7 / ((2 / 9/4) - (2/7 + 5/9)))
[57161] ['1/9', '5/7', '7/8', '7/4', '3'] -> (3 / (1/9 * (7/4 - (5/7 * 7/8))))
[57162] ['2/5', '5/9', '2/3', '4/3', '3'] -> (4/3 / (((5/9 + 2/3) / 2/5) - 3))
[57163] ['1/9', '4/9', '8/9', '7/4', '4'] -> ((1/9 + (4 * (8/9 + 7/4))) / 4/9)
[57164] ['1/9', '1/7', '2/9', '5/2', '7'] -> ((5/2 / 1/7) + (7 - (1/9 / 2/9)))
[57165] ['5/9', '1', '4/3', '7/5', '8/5'] -> (8/5 / ((4/3 * 7/5) - (1 / 5/9)))
[57166] ['1/9', '5/7', '7/8', '9/5', '3'] -> (3 / ((1/9 * 5/7) * 7/8) * 9/5))
[57167] ['1/5', '3/8', '3/7', '3/5', '5'] -> (3/5 / (1/5 - (3/8 / (3/7 * )))
)[57168] ['2/7', '5/9', '8/7', '2', '7/3'] -> ((7/3 + ((8/7 + 2) / 2/7)) / 5/9)
[57169] ['2/5', '5/9', '2/3', '3/2', '3'] -> ((3/2 + (3 / (5/9 * 2/3))) / 2/5)
[57170] ['1/5', '3/4', '4/5', '5/3', '4'] -> ((3/4 * 5/3) * ((4 / 1/5) - 4/5))
[57171] ['5/9', '1', '4/3', '7/5', '5/3'] -> (((1 / (7/5 - 4/3)) - 5/3) / 5/9)
[57172] ['1/9', '2/7', '5/9', '7/6', '5'] -> ((2/7 + (5 * (5/9 / 7/6))) / 1/9)
[57173] ['2/5', '5/9', '2/3', '5/3', '3'] -> ((3 + (2/3 + 5/3)) / (2/5 * 5/9))
[57174] ['1/6', '2/7', '2/7', '2/7', '9'] -> ((2/7 + (2/7 * 9)) / (2/7 - 1/6))
[57175] ['1/4', '5/9', '5/3', '7/3', '5'] -> ((7/3 - 5/3) * (5 / (1/4 * 5/9)))
[57176] ['1/7', '1/5', '9/5', '9/4', '5'] -> (((9/5 * 5) / (1/7 + 1/5)) - 9/4)
[57177] ['1/9', '2/7', '5/9', '6/5', '5'] -> ((5 - ((6/5 * 5/9) / 2/7)) / 1/9)
[57178] ['3/8', '3/8', '2/5', '9/4', '8'] -> (8 + ((3/8 + (9/4 / 2/5)) / 3/8))
[57179] ['1/9', '4/9', '9/8', '8/7', '4'] -> (((4 / (9/8 * 8/7)) - 4/9) / 1/9)
[57180] ['1/9', '1/7', '1/4', '3/8', '7'] -> (1/7 / ((1/9 * 3/8) - (1/4 / 7)))
[57181] ['1/6', '2/7', '2/7', '1/3', '9'] -> (((2/7 / 2/7) + (1/3 * 9)) / 1/6)
[57182] ['1/5', '2/7', '6/7', '7/6', '6'] -> ((6 + (2/7 / 1/5)) / (7/6 - 6/7))
[57183] ['2/7', '5/9', '8/7', '2', '9/2'] -> (8/7 / (5/9 - ((2/7 + 2) / 9/2)))
[57184] ['5/9', '1', '4/3', '7/5', '9/5'] -> (4/3 / (5/9 - (7/5 / (1 + 9/5))))
[57185] ['1/9', '2/7', '5/9', '5/4', '5'] -> (5 / (5/4 * (5/9 - (1/9 / 2/7))))
[57186] ['1/2', '4/5', '7/4', '5/2', '4'] -> ((4/5 + 4) / ((7/4 / 5/2) - 1/2))
[57187] ['3/8', '3/8', '2/5', '5/2', '8'] -> (((5/2 * 2/5) / 3/8) + (8 / 3/8))
[57188] ['1/5', '3/8', '3/7', '5/6', '5'] -> ((1/5 * 5) / ((3/8 / 3/7) - 5/6))
[57189] ['1/9', '5/7', '7/8', '3', '9/2'] -> (3 / ((5/7 * 7/8) - (1/9 * 9/2)))
[57190] ['2/5', '5/9', '2/3', '5/2', '3'] -> ((5/2 + (3 / (2/5 * 5/9))) / 2/3)
[57191] ['1/5', '3/4', '5/6', '8/9', '4'] -> ((4 + (8/9 * (3/4 / 5/6))) / 1/5)
[57192] ['2/5', '3/7', '3/4', '7/9', '4'] -> (4 / (2/5 * (3/4 - (3/7 * 7/9))))
[57193] ['1/9', '1/7', '1/4', '4/9', '7'] -> (7 * ((4/9 / 1/9) - (1/7 / 1/4)))
[57194] ['3/8', '3/8', '2/5', '8/3', '8'] -> ((8 / (2/5 * (3/8 + 3/8))) - 8/3)
[57195] ['1/5', '2/7', '6/7', '4/3', '6'] -> (((6 - (6/7 * 4/3)) / 1/5) - 2/7)
[57196] ['1/6', '2/7', '2/7', '3/5', '9'] -> (((9 * (2/7 / 3/5)) - 2/7) / 1/6)
[57197] ['2/5', '5/9', '2/3', '8/3', '3'] -> ((2/3 * 8/3) * (3 / (2/5 * 5/9)))
[57198] ['1/2', '4/5', '7/4', '7/2', '4'] -> ((4 * (7/4 + (7/2 / 4/5))) - 1/2)
[57199] ['1/4', '5/9', '7/4', '9/4', '5'] -> ((9/4 + (5/9 * (7/4 + 5))) / 1/4)
[57200] ['1/2', '4/5', '9/5', '9/5', '4'] -> (4 / ((4/5 / 9/5) - (1/2 / 9/5)))
[57201] ['1/9', '4/9', '9/8', '8/5', '4'] -> ((4/9 + (4 / (9/8 * 8/5))) / 1/9)
[57202] ['1/5', '3/4', '5/6', '7/6', '4'] -> (((4 / 1/5) - (5/6 + 7/6)) / 3/4)
[57203] ['1/5', '2/7', '6/7', '9/4', '6'] -> ((6 / (1/5 * (2/7 + 6/7))) - 9/4)
[57204] ['2/5', '3/7', '3/4', '6/7', '4'] -> (3/7 / (((3/4 + 6/7) / 2/5) - 4))
[57205] ['1/6', '2/7', '2/7', '4/5', '9'] -> ((9 - (2/7 / (1/6 * 4/5))) / 2/7)
[57206] ['1/4', '5/9', '7/4', '7/3', '5'] -> (7/4 + (5 * (1/4 + (7/3 / 5/9))))
[57207] ['1/5', '2/7', '6/7', '8/3', '6'] -> (8/3 * ((6/7 / (1/5 * 2/7)) - 6))
[57208] ['1/2', '4/5', '9/4', '9/4', '4'] -> ((4/5 + 4) * (9/4 + (1/2 + 9/4)))
[57209] ['2/5', '3/7', '3/4', '7/8', '4'] -> (4 / ((7/8 / 3/7) - (3/4 / 2/5)))
[57210] ['1/9', '2/7', '5/9', '9/5', '5'] -> ((1/9 / 5/9) + ((9/5 + 5) / 2/7))
[57211] ['1/5', '3/8', '3/7', '6/5', '5'] -> (((6/5 / (1/5 * 3/7)) - 5) / 3/8)
[57212] ['1/7', '1/5', '9/4', '9/2', '5'] -> ((9/2 / (1/5 - (1/7 / 5))) - 9/4)
[57213] ['5/9', '1', '4/3', '3/2', '3/2'] -> (1 / (((5/9 + 3/2) / 4/3) - 3/2))
[57214] ['1/4', '5/9', '7/4', '5/2', '5'] -> (((5 * 5/2) / 5/9) - (1/4 - 7/4))
[57215] ['1/9', '1/7', '1/4', '5/8', '7'] -> (((7 * 1/7) / 1/9) / (5/8 - 1/4))
[57216] ['1/9', '4/9', '9/8', '7/4', '4'] -> (4 / ((4/9 * (7/4 - 9/8)) - 1/9))
[57217] ['1/2', '4/5', '9/4', '7/3', '4'] -> (4 / ((7/3 / 4/5) - (1/2 + 9/4)))
[57218] ['2/5', '3/7', '3/4', '8/9', '4'] -> ((3/4 * 8/9) + (4 / (2/5 * 3/7)))
[57219] ['1/9', '2/7', '5/9', '9/4', '5'] -> ((5 / (2/7 * (1/9 + 5/9))) - 9/4)
[57220] ['1/5', '3/8', '3/7', '5/4', '5'] -> (5 / ((5/4 * (1/5 / 3/7)) - 3/8))
[57221] ['1/9', '1/7', '1/4', '5/7', '7'] -> (((5/7 + 7) * (1/9 / 1/7)) / 1/4)
[57222] ['1/5', '3/4', '5/6', '5/3', '4'] -> (((4 / 1/5) - (5/3 / 5/6)) / 3/4)
[57223] ['2/5', '3/7', '3/4', '9/8', '4'] -> ((3/4 / 9/8) + (4 / (2/5 * 3/7)))
[57224] ['1/7', '1/5', '7/3', '5/2', '5'] -> ((1/7 + 5) / (5/2 * (1/5 / 7/3)))
[57225] ['1/5', '3/8', '3/7', '4/3', '5'] -> (((4/3 + (1/5 / 3/7)) * 5) / 3/8)
[57226] ['1/6', '2/7', '2/7', '8/9', '9'] -> ((8/9 * 9) / (2/7 + (1/6 * 2/7)))
[57227] ['1/9', '1/7', '1/4', '3/4', '7'] -> ((((1/7 + 1/4) * 7) / 1/9) - 3/4)
[57228] ['2/7', '5/9', '7/6', '7/4', '2'] -> (2 / (7/4 - (5/9 / (2/7 * 7/6))))
[57229] ['3/8', '3/8', '3/7', '4/5', '8'] -> (8 / (4/5 - (3/8 / (3/8 + 3/7))))
[57230] ['1/5', '3/4', '5/6', '9/4', '4'] -> (4 / ((3/4 / 9/4) - (1/5 * 5/6)))
[57231] ['5/9', '1', '4/3', '3/2', '9/5'] -> (4/3 / ((5/9 * (1 + 9/5)) - 3/2))
[57232] ['1/4', '5/9', '7/4', '9/2', '5'] -> ((9/2 * ((7/4 / 1/4) - 5/9)) - 5)
[57233] ['2/5', '3/7', '3/4', '8/7', '4'] -> (((4 / (3/4 - 2/5)) - 8/7) / 3/7)
[57234] ['3/8', '3/8', '3/7', '5/6', '8'] -> (8 / ((3/8 + 5/6) - (3/8 / 3/7)))
[57235] ['2/5', '5/9', '5/7', '7/8', '3'] -> (3 / (5/9 * (5/7 * 7/8)) - 2/5))
[57236] ['1/5', '3/4', '6/7', '6/7', '4'] -> ((6/7 + ((4 * 6/7) / 1/5)) / 3/4)
[57237] ['1/4', '5/9', '9/5', '7/3', '5'] -> (((5 + (7/3 / 1/4)) / 5/9) - 9/5)
[57238] ['1/2', '4/5', '7/3', '7/2', '4'] -> (1/2 + ((4/5 + 7/3) * (7/2 + 4)))
[57239] ['1/9', '4/9', '8/7', '6/5', '4'] -> (8/7 / ((4/9 / (4 - 6/5)) - 1/9))
[57240] ['2/7', '5/9', '7/6', '2', '9/4'] -> ((9/4 + ((7/6 + 2) / 2/7)) / 5/9)
[57241] ['3/8', '3/8', '3/7', '7/6', '8'] -> ((3/8 * 8) / ((3/7 * 7/6) - 3/8))
[57242] ['1/9', '1/7', '1/4', '5/6', '7'] -> (1/4 / ((5/6 / (7 - 1/7)) - 1/9))
[57243] ['1/5', '3/4', '6/7', '7/8', '4'] -> ((6/7 / 3/4) + (4 / (1/5 * 7/8)))
[57244] ['2/5', '5/9', '5/7', '8/9', '3'] -> (((3 / (5/9 - 2/5)) * 8/9) / 5/7)
[57245] ['1/2', '4/5', '7/3', '4', '9/2'] -> ((((4 / 4/5) - 7/3) * 9/2) / 1/2)
[57246] ['2/7', '5/9', '7/6', '2', '7/3'] -> ((2/7 * 7/3) / ((7/6 / 2) - 5/9))
[57247] ['1/7', '1/5', '5/2', '8/3', '5'] -> ((5/2 * 8/3) * (5 - (1/5 / 1/7)))
[57248] ['5/9', '1', '4/3', '8/5', '8/5'] -> (8/5 / ((5/9 / (4/3 - 1)) - 8/5))
[57249] ['1/6', '2/7', '2/7', '7/5', '9'] -> (((2/7 + (2/7 * 9)) * 7/5) / 1/6)
[57250] ['1/9', '1/7', '1/4', '6/7', '7'] -> ((1/7 - 7) + (6/7 / (1/9 * 1/4)))
[57251] ['1/5', '3/4', '6/7', '8/9', '4'] -> ((3/4 * 8/9) + (4 / (1/5 * 6/7)))
[57252] ['3/8', '3/8', '3/7', '5/4', '8'] -> (8 * (5/4 + ((3/8 + 3/8) / 3/7)))
[57253] ['1/9', '4/9', '8/7', '3/2', '4'] -> (4 + (((4/9 + 3/2) * 8/7) / 1/9))
[57254] ['2/5', '5/9', '5/7', '9/8', '3'] -> (3 / ((5/9 - 2/5) * 5/7) * 9/8))
[57255] ['1/4', '5/9', '9/5', '7/2', '5'] -> ((9/5 * (5/9 + 5)) + (7/2 / 1/4))
[57256] ['2/5', '3/7', '3/4', '9/7', '4'] -> (4 / (2/5 * (3/4 - (3/7 / 9/7))))
[57257] ['1/5', '3/4', '6/7', '9/8', '4'] -> ((3/4 / 9/8) + (4 / (1/5 * 6/7)))
[57258] ['1/9', '5/7', '8/9', '5/2', '3'] -> ((5/2 + (8/9 / 1/9)) * (3 - 5/7))
[57259] ['1/9', '1/7', '1/4', '7/8', '7'] -> (7 / (1/9 * (7/8 + (1/4 / 1/7))))
[57260] ['1/4', '5/9', '9/5', '9/2', '5'] -> ((9/2 / 1/4) + (5 + (5/9 * 9/5)))
[57261] ['1/9', '4/9', '8/7', '8/5', '4'] -> (((4 - 1/9) * (8/7 + 8/5)) / 4/9)
[57262] ['5/9', '1', '4/3', '8/5', '7/4'] -> (8/5 / (4/3 * (1 / 5/9)) - 7/4))
