[239356] ['1/6', '5/9', '8/9', '3/2', '7'] -> 8/9 * 3/2 * 7 / (5/9 - 1/6)
[247292] ['2/7', '1/3', '1/2', '7/4', '3'] -> 3 / (1/3 * 7/4) / (1/2 - 2/7)
[247293] ['1/6', '3/4', '8/7', '7/6', '7'] -> 7 / (7/6 * (8/7 - 3/4) - 1/6)
[247294] ['6/7', '9/5', '2', '7/2', '9/2'] -> (2 - 6/7 / 9/5) * 7/2 * 9/2
[247295] ['2/9', '2/7', '4/7', '4/5', '6'] -> (6 + 4/7 / 2/9) / (2/7 / 4/5)
[247296] ['1/4', '3/8', '1', '8/5', '9/4'] -> 9/4 / ((1 - 1/4) / 8/5 - 3/8)
[247297] ['2/9', '3/7', '5/7', '1', '9/4'] -> (5/7 + 1) / (2/9 * 9/4 - 3/7)
[247298] ['1/9', '2/7', '3/8', '7/6', '2'] -> 2 / 3/8 / (2/7 * 7/6 - 1/9)
[247299] ['5/9', '4/7', '8/7', '7/2', '6'] -> 4/7 / (6 * (8/7 - 5/9) - 7/2)
[247300] ['7/5', '5/2', '7/2', '9/2', '5'] -> 5/2 * (7/5 + 5) + 7/2 + 9/2
[247301] ['1/6', '1/6', '7/9', '1', '9/2'] -> (7/9 + 1) * 9/2 / (1/6 + 1/6)
[247302] ['1/4', '3/8', '1', '8/5', '7/3'] -> 1 / (3/8 / 1/4 - 7/3 / 8/5)
[247303] ['2/9', '3/7', '5/7', '1', '7/3'] -> (5/7 + 7/3) / (2/9 * (1 - 3/7))
[247304] ['3/8', '4/9', '3/5', '9/5', '9'] -> 9 / (3/5 / (4/9 * 9/5) - 3/8)
[247305] ['7/5', '8/3', '8/3', '9/2', '5'] -> 9/2 * 5 * (7/5 * 8/3 - 8/3)
[247306] ['9/7', '5/3', '9/4', '9/2', '8'] -> 8 * (9/2 / (9/4 - 9/7) - 5/3)
[247307] ['2/5', '5/8', '9/8', '4/3', '8'] -> 8 / (2/5 * (4/3 + 5/8 - 9/8))
[247308] ['7/5', '8/3', '7/2', '7/2', '5'] -> 8/3 * (5 / (7/5 / 7/2) - 7/2)
[247309] ['1/4', '3/8', '1', '8/5', '9/2'] -> 9/2 * (1/4 + 1) / (3/8 / 8/5)
[247310] ['1/6', '1/6', '4/5', '7/8', '1'] -> (7/8 / 1/6 - 1 / 4/5) / 1/6
[247311] ['1/5', '5/8', '7/8', '2', '9/4'] -> 5/8 + 7/8 + 9/4 / (1/5 / 2)
[247312] ['1/8', '3/4', '8/7', '5/2', '9'] -> 8/7 * 9 * (5/2 - 1/8 / 3/4)
[247313] ['9/7', '5/3', '7/3', '9/2', '8'] -> 8 / (9/7 / 9/2) - (5/3 + 7/3)
[247314] ['1/6', '3/4', '8/7', '5/3', '7'] -> (8/7 * 7 + 5/3 / 1/6) / 3/4
[247315] ['6/7', '2', '9/4', '9/4', '7/2'] -> 9/4 + (6/7 + 9/4) * 2 * 7/2
[247316] ['5/9', '4/7', '7/6', '9/7', '6'] -> 6 / (9/7 * (7/6 - 5/9 / 4/7))
[247317] ['1/4', '3/8', '1', '5/3', '7/2'] -> (1 + 7/2 / 1/4) / (3/8 * 5/3)
[247318] ['1/5', '5/8', '7/8', '2', '5/2'] -> 5/8 + 7/8 + (2 + 5/2) / 1/5
[247319] ['9/7', '5/3', '5/2', '5/2', '8'] -> 5/3 * 8 / (5/2 - 5/2 / 9/7)
[247320] ['2/5', '5/8', '9/8', '8/3', '8'] -> 9/8 / (2/5 * 5/8) * (8 - 8/3)
[247321] ['2/7', '1/3', '5/9', '2/3', '3'] -> (3 + 2/3 / 2/7) / (5/9 - 1/3)
[247322] ['1/8', '3/4', '7/6', '6/5', '9'] -> 9 / (6/5 * (7/6 - 3/4) - 1/8)
[247323] ['6/7', '2', '9/4', '7/3', '7/3'] -> 6/7 / (2 - (9/4 + 7/3) / 7/3)
[247324] ['1/9', '2/7', '3/8', '2', '9/4'] -> 2 / (1/9 * 2/7) / (3/8 + 9/4)
[247325] ['1/5', '5/8', '7/8', '2', '9/2'] -> 2 * (9/2 + (5/8 + 7/8) / 1/5)
[247326] ['1/4', '3/8', '1', '7/4', '9/5'] -> 1/4 / 3/8 / (1 - 7/4 / 9/5)
[247327] ['2/5', '5/8', '8/7', '7/6', '8'] -> 8 / (2/5 * 5/8) / (8/7 * 7/6)
[247328] ['1/6', '3/4', '8/7', '7/3', '7'] -> 8/7 / (1/6 / 3/4) * (7 - 7/3)
[247329] ['1/5', '5/8', '8/9', '9/8', '2'] -> (2 + 8/9 * 9/8) / (1/5 * 5/8)
[247330] ['3/2', '3/2', '3/2', '7/3', '5'] -> 3/2 * (5 * 3/2 * 7/3 - 3/2)
[247331] ['1/6', '1/6', '4/5', '1', '4/3'] -> (4/3 / 4/5 - 1) / (1/6 * 1/6)
[247332] ['1/9', '2/7', '3/8', '2', '8/3'] -> 3/8 + 2 / 8/3 / (1/9 * 2/7)
[247333] ['1/6', '3/4', '8/7', '5/2', '7'] -> 8/7 * 7 / (3/4 - 1/6 * 5/2)
[247334] ['9/7', '5/3', '9/2', '9/2', '8'] -> 9/7 * (5/3 + 9/2 + 9/2 + 8)
[247335] ['5/9', '4/7', '7/6', '5/3', '6'] -> (7/6 + 5/3 + 6 / 4/7) / 5/9
[247336] ['1/4', '3/8', '1', '9/5', '7/3'] -> 7/3 / ((1 - 3/8) / 9/5 - 1/4)
[247337] ['2/9', '2/7', '3/5', '5/7', '6'] -> (6 - 2/7 / 3/5 / 5/7) / 2/9
[247338] ['3/8', '4/9', '5/8', '6/5', '9'] -> 6/5 * (3/8 - 5/8 + 9 / 4/9)
[247339] ['3/2', '3/2', '8/5', '7/3', '5'] -> 5 * (8/5 + 3/2 * 7/3) - 3/2
[247340] ['1/6', '3/4', '8/7', '9/2', '7'] -> 8/7 * 7 / (1/6 + 3/4 / 9/2)
[247341] ['1/6', '1/6', '4/5', '1', '3/2'] -> 1 / (1/6 * 3/2 - 1/6 / 4/5)
[247342] ['2/7', '1/3', '5/9', '7/8', '3'] -> (1/3 + 3) / (7/8 * 2/7 * 5/9)
[247343] ['9/7', '7/4', '7/4', '9/5', '8'] -> 8 * (7/4 + 9/7 * 7/4 / 9/5)
[247344] ['2/9', '3/7', '3/4', '7/8', '1'] -> 1 / 3/7 / (2/9 + 3/4 - 7/8)
[247345] ['1/5', '5/8', '8/9', '6/5', '2'] -> (6/5 + 2 / (5/8 * 8/9)) / 1/5
[247346] ['4/9', '4/7', '4/5', '4/3', '7'] -> (4/7 + 4/3) * 7 / (4/9 / 4/5)
[247347] ['1/4', '3/8', '1', '9/5', '7/2'] -> 9/5 * (1 / 1/4 + 7/2 / 3/8)
[247348] ['1/6', '1/6', '4/5', '1', '5/3'] -> 1 / (1/6 - 1/6 / 4/5 / 5/3)
[247349] ['1/9', '2/7', '2/5', '3/7', '2'] -> (2 + 2/7 / 2/5) / 1/9 - 3/7
[247350] ['3/2', '3/2', '7/4', '7/4', '5'] -> 3/2 * (5 * (7/4 + 7/4) - 3/2)
[247351] ['1/4', '3/8', '1', '9/4', '9/4'] -> 9/4 / (1/4 - 1 + 3/8 * 9/4)
[247352] ['5/9', '4/7', '7/6', '9/4', '6'] -> 6 / 9/4 / (4/7 * 7/6 - 5/9)
[247353] ['9/7', '7/4', '9/5', '9/5', '8'] -> 7/4 / 9/5 * 8 * (9/7 + 9/5)
[247354] ['2/5', '5/8', '8/7', '5/3', '8'] -> 8 / 2/5 / (5/3 / 8/7 - 5/8)
[247355] ['3/8', '4/9', '5/8', '8/5', '9'] -> 8/5 / (3/8 * 4/9) + 9 / 5/8
[247356] ['3/2', '3/2', '7/4', '7/2', '5'] -> 5 * (7/4 + 7/2) - 3/2 * 3/2
[247357] ['1/5', '5/8', '8/9', '4/3', '2'] -> 2 / (1/5 * 5/8) / (8/9 / 4/3)
[247358] ['5/9', '4/7', '7/6', '5/2', '6'] -> (6 - 4/7 * 7/6) / (5/9 / 5/2)
[247359] ['2/9', '2/7', '3/5', '6/7', '6'] -> (6 - 2/7 / 3/5) / 2/9 - 6/7
[247360] ['1/4', '3/8', '1', '7/3', '5/2'] -> 1 / (1/4 - 3/8 - (7/3 - 5/2))
[247361] ['1/6', '1/6', '4/5', '1', '7/3'] -> ((1 + 7/3) / 4/5 - 1/6) / 1/6
[247362] ['6/7', '2', '7/3', '7/3', '8/3'] -> 8/3 * (7/3 + 7/3 * (6/7 + 2))
[247363] ['1/6', '3/4', '7/6', '7/4', '7'] -> (7 - 7/4 / 3/4) / (1/6 * 7/6)
[247364] ['5/9', '4/7', '7/6', '8/3', '6'] -> 8/3 / (4/7 - 5/9) / (7/6 * 6)
[247365] ['1/6', '1/6', '4/5', '1', '5/2'] -> (1 / 1/6 - 4/5 * 5/2) / 1/6
[247366] ['9/7', '7/4', '9/5', '7/3', '8'] -> 7/4 * (8 / (7/3 - 9/5) - 9/7)
[247367] ['2/9', '3/7', '3/4', '1', '5/4'] -> (5/4 + (3/4 + 1) / 3/7) / 2/9
[247368] ['1/6', '3/4', '7/6', '9/5', '7'] -> 7 / 7/6 / (3/4 / 9/5 - 1/6)
[247369] ['4/9', '4/7', '4/5', '7/4', '7'] -> (4/7 + 4/5) * (7/4 + 7 / 4/9)
[247370] ['1/9', '2/7', '2/5', '3/5', '2'] -> 2 * (2/5 / (1/9 * 2/7) - 3/5)
[247371] ['3/2', '3/2', '7/3', '7/2', '5'] -> 7/2 * (3/2 * 5 - 3/2 / 7/3)
[247372] ['1/8', '3/4', '5/4', '9/7', '9'] -> 5/4 / (1/8 - 3/4 / (9/7 + 9))
[247373] ['3/8', '4/9', '5/8', '7/2', '9'] -> 7/2 - (3/8 - 5/8) + 9 / 4/9
[247374] ['2/9', '3/7', '3/4', '1', '9/7'] -> (1 + 9/7 / 3/7) / (2/9 * 3/4)
[247375] ['9/7', '7/4', '9/5', '8/3', '8'] -> 7/4 * 9/5 * (9/7 * 8 - 8/3)
[247376] ['1/6', '3/4', '7/6', '5/2', '7'] -> 7 / (5/2 * (3/4 - 1/6) - 7/6)
[247377] ['1/8', '3/4', '5/4', '8/5', '9'] -> 3/4 / 1/8 + 9 * 5/4 * 8/5
[247378] ['2/5', '5/8', '8/7', '7/2', '8'] -> 8 + 8/7 * 7/2 / (2/5 * 5/8)
[247379] ['1/9', '2/7', '2/5', '2/3', '2'] -> (2 / 2/5 - 2/3 / 2/7) / 1/9
[247380] ['1/4', '2/5', '2/5', '4/9', '1'] -> 2/5 / (4/9 * (1 - 2/5) - 1/4)
[247381] ['1/6', '3/4', '7/6', '9/2', '7'] -> 7 / (7/6 - 1/6 * (3/4 + 9/2))
[247382] ['1/5', '5/8', '8/9', '9/5', '2'] -> (8/9 * 9/5 + 2 / 5/8) / 1/5
[247383] ['5/9', '4/7', '6/5', '4/3', '6'] -> 4/3 * 6 / (5/9 * 4/7) - 6/5
[247384] ['6/7', '2', '7/3', '9/2', '9/2'] -> 7/3 * (2 - 6/7) * (9/2 + 9/2)
[247385] ['1/6', '1/6', '5/6', '1', '8/5'] -> 1 / (1/6 - 1/6 / 5/6 / 8/5)
[247386] ['2/5', '5/8', '7/6', '7/6', '8'] -> (8 + 7/6 / (5/8 * 7/6)) / 2/5
[247387] ['1/4', '2/5', '2/5', '5/9', '1'] -> 2/5 / (5/9 * (1 - 1/4) - 2/5)
[247388] ['1/6', '3/4', '6/5', '6/5', '7'] -> 7 / (1/6 * (3/4 + 6/5 / 6/5))
[247389] ['2/9', '3/7', '3/4', '1', '5/3'] -> (5/3 + 1 / 3/7) / (2/9 * 3/4)
[247390] ['2/7', '1/3', '5/9', '8/3', '3'] -> 8/3 / ((1/3 + 5/9) / 2/7 - 3)
[247391] ['1/5', '5/8', '8/9', '2', '7/3'] -> 7/3 / (1/5 * (2 - (5/8 + 8/9)))
[247392] ['2/9', '2/7', '3/5', '7/5', '6'] -> (6 - 7/5 * 2/7 / 3/5) / 2/9
[247393] ['9/7', '7/4', '7/3', '7/3', '8'] -> 9/7 * (7/4 * 8 + 7/3 + 7/3)
[247394] ['1/6', '1/6', '5/6', '1', '9/4'] -> 5/6 / (1/6 * 1/6) / (9/4 - 1)
[247395] ['1/8', '3/4', '9/7', '5/3', '9'] -> 9 / (3/4 / 9/7 - 1/8 * 5/3)
[247396] ['1/4', '2/5', '2/5', '5/7', '1'] -> 2/5 / (1/4 - 2/5 / (5/7 + 1))
[247397] ['1/6', '3/4', '6/5', '9/7', '7'] -> 7 * (3/4 / 1/6 - 9/7 / 6/5)
[247398] ['4/9', '4/7', '5/6', '5/6', '7'] -> (5/6 + 7 * (4/7 + 5/6)) / 4/9
[247399] ['2/9', '2/7', '3/5', '3/2', '6'] -> (3/2 + 3/5 / 2/9) * (6 - 2/7)
[247400] ['1/6', '1/6', '6/7', '6/7', '1'] -> (6/7 / 1/6 - 1) / 1/6 - 6/7
[247401] ['1/5', '5/8', '8/9', '2', '8/3'] -> 2 / 5/8 / (8/9 / 8/3 - 1/5)
[247402] ['5/9', '4/7', '6/5', '5/3', '6'] -> 6 / (4/7 - 5/9 / 5/3) - 6/5
[247403] ['9/7', '7/4', '7/3', '7/2', '8'] -> 7/3 / (8 / 9/7 - 7/4 * 7/2)
[247404] ['1/6', '3/4', '6/5', '4/3', '7'] -> (7 + 4/3 / 1/6) / (3/4 / 6/5)
[247405] ['1/8', '3/4', '9/7', '9/5', '9'] -> 9 / 9/7 / (3/4 / 9/5 - 1/8)
[247406] ['2/5', '5/8', '7/6', '3/2', '8'] -> (3/2 + 8) / (5/8 / 2/5 - 7/6)
[247407] ['1/8', '3/4', '9/7', '5/2', '9'] -> (9/7 + 9) * (5/2 - 1/8 / 3/4)
[247408] ['2/9', '2/7', '3/5', '5/3', '6'] -> 2/9 + 5/3 / 3/5 + 6 / 2/7
[247409] ['1/4', '2/5', '2/5', '4/5', '1'] -> (1 + 4/5 / (2/5 * 2/5)) / 1/4
[247410] ['1/6', '3/4', '6/5', '8/5', '7'] -> (6/5 * 7 + 8/5 / 1/6) / 3/4
[247411] ['9/7', '7/4', '5/2', '7/2', '8'] -> 5/2 + 7/2 + 8 * 9/7 * 7/4
[247412] ['5/9', '4/7', '6/5', '9/5', '6'] -> 6 / (5/9 - 4/7 / 9/5) - 6/5
[247413] ['3/2', '8/5', '7/4', '9/2', '5'] -> 5 * (3/2 * 9/2 - 8/5) - 7/4
[247414] ['2/5', '5/8', '7/6', '5/3', '8'] -> 8 * (7/6 / (2/5 * 5/8) - 5/3)
[247415] ['1/5', '5/8', '9/8', '9/8', '2'] -> (2 + 9/8 / 9/8) / (1/5 * 5/8)
[247416] ['1/4', '2/5', '2/5', '6/7', '1'] -> 6/7 / (2/5 / (2/5 + 1) - 1/4)
[247417] ['2/5', '5/8', '7/6', '7/4', '8'] -> 8 / (7/4 - (7/6 + 2/5 * 5/8))
[247418] ['1/6', '3/4', '6/5', '9/5', '7'] -> 6/5 / 1/6 + 7 / (3/4 / 9/5)
[247419] ['2/7', '1/3', '4/7', '6/7', '3'] -> (3 + (4/7 + 6/7) / 2/7) / 1/3
[247420] ['3/2', '8/5', '9/5', '9/4', '5'] -> 5 * (8/5 * 9/4 + 9/5 / 3/2)
[247421] ['2/9', '3/7', '7/9', '7/9', '1'] -> (7/9 + 1) / (7/9 * 2/9 * 3/7)
[247422] ['1/6', '1/6', '6/7', '1', '4/3'] -> (1 / 1/6 - 4/3) / (1/6 / 6/7)
[247423] ['1/8', '3/4', '4/3', '8/5', '9'] -> 9 / (3/4 / 8/5 - 1/8 / 4/3)
[247424] ['1/5', '5/8', '9/8', '7/6', '2'] -> 2 / (1/5 * 5/8 + 9/8 - 7/6)
[247425] ['3/8', '4/9', '5/7', '7/8', '9'] -> (9 + 7/8 / (3/8 / 5/7)) / 4/9
[247426] ['1/6', '3/4', '6/5', '9/4', '7'] -> 7 / (6/5 * 1/6 / 3/4) - 9/4
[247427] ['2/5', '5/8', '7/6', '9/5', '8'] -> 8 / (2/5 + 9/5 - 7/6 / 5/8)
[247428] ['6/7', '2', '8/3', '9/2', '9/2'] -> 8/3 * (9/2 + 9/2 / 6/7) - 2
[247429] ['2/7', '1/3', '4/7', '7/8', '3'] -> 3 / (1/3 * (7/8 - 2/7 / 4/7))
[247430] ['5/9', '4/7', '6/5', '8/3', '6'] -> 6 * (8/3 / 4/7 - 5/9 * 6/5)
[247431] ['1/9', '2/7', '2/5', '6/5', '2'] -> 2/5 * 2 / (1/9 * 2/7) - 6/5
[247432] ['1/6', '1/6', '6/7', '1', '3/2'] -> 1 / 3/2 / (1/6 / 6/7 - 1/6)
[247433] ['2/7', '1/3', '4/7', '7/6', '3'] -> 4/7 / (2/7 * 3 + 1/3 - 7/6)
[247434] ['2/5', '5/8', '7/6', '8/3', '8'] -> 8 * (8/3 / (2/5 / 5/8) - 7/6)
[247435] ['1/6', '3/4', '6/5', '8/3', '7'] -> (6/5 + 8/3) * (7 - 3/4) - 1/6
[247436] ['9/7', '9/5', '9/5', '5/2', '8'] -> (9/7 + 9/5 / 9/5) * (5/2 + 8)
[247437] ['1/5', '5/8', '9/8', '3/2', '2'] -> (9/8 / 5/8 + 3/2 * 2) / 1/5
[247438] ['2/7', '1/3', '4/7', '6/5', '3'] -> 4/7 / 3 / (2/7 - 1/3 / 6/5)
[247439] ['9/7', '9/5', '9/5', '8/3', '8'] -> 9/7 * 8/3 * (8 - 9/5 / 9/5)
[247440] ['2/5', '5/8', '7/6', '7/2', '8'] -> (7/2 + 8) / (5/8 * (7/6 - 2/5))
[247441] ['3/8', '4/9', '5/7', '7/6', '9'] -> 9 * (4/9 + 7/6 / (3/8 / 5/7))
[247442] ['1/9', '2/7', '2/5', '4/3', '2'] -> (2 + 4/3 / 2/7) / (1/9 / 2/5)
[247443] ['4/9', '4/7', '5/6', '3/2', '7'] -> 4/7 * 7 / (5/6 - 4/9 * 3/2)
[247444] ['1/4', '2/5', '2/5', '1', '4/3'] -> 2/5 / 1/4 / (2/5 + 1 - 4/3)
[247445] ['1/8', '3/4', '7/5', '7/4', '9'] -> 9 / (7/4 / 7/5 - (1/8 + 3/4))
[247446] ['7/8', '7/8', '7/8', '7/6', '2'] -> 7/8 / 7/8 / (7/8 + 7/6 - 2)
[247447] ['2/5', '5/8', '6/5', '6/5', '8'] -> (8 + 6/5 / (5/8 * 6/5)) / 2/5
[247448] ['3/8', '4/9', '5/7', '6/5', '9'] -> 3/8 + 9 / (6/5 * 4/9 * 5/7)
[247449] ['1/6', '1/6', '6/7', '1', '7/3'] -> (1 / 1/6 - 6/7 * 7/3) / 1/6
[247450] ['1/4', '2/5', '2/5', '1', '7/5'] -> (1 / 2/5 + 7/5 / 2/5) / 1/4
[247451] ['5/9', '4/7', '5/4', '7/5', '6'] -> 6 / (5/9 * (5/4 - 4/7 * 7/5))
[247452] ['1/8', '3/4', '7/5', '9/4', '9'] -> 7/5 / (1/8 - 3/4 / (9/4 + 9))
[247453] ['2/9', '2/7', '5/8', '2/3', '6'] -> (6 / 2/7 - 2/3) / (2/9 + 5/8)
[247454] ['9/7', '9/5', '9/4', '9/4', '8'] -> 8 * (9/4 / 9/7 + 9/4 / 9/5)
[247455] ['2/7', '1/3', '4/7', '5/3', '3'] -> ((5/3 + 3) / 1/3 - 2/7) / 4/7
[247456] ['3/2', '8/5', '7/2', '9/2', '5'] -> 3/2 * (8/5 * 5 + 7/2 + 9/2)
[247457] ['1/6', '1/6', '6/7', '1', '8/3'] -> (1/6 + 8/3 + 1 / 6/7) / 1/6
[247458] ['1/8', '3/4', '7/5', '7/3', '9'] -> 9 / (3/4 - 1/8) / (7/5 / 7/3)
[247459] ['2/5', '5/8', '6/5', '9/7', '8'] -> 8 / 5/8 / (6/5 / 9/7 - 2/5)
[247460] ['1/4', '2/5', '2/5', '1', '7/4'] -> (1 + (2/5 + 7/4) / 1/4) / 2/5
[247461] ['1/8', '3/4', '7/5', '5/2', '9'] -> 5/2 * (9 - (3/4 - 7/5)) - 1/8
[247462] ['5/9', '4/7', '5/4', '5/3', '6'] -> 6 * (5/3 / (5/9 * 4/7) - 5/4)
[247463] ['1/5', '5/8', '9/8', '2', '5/2'] -> 2 * (5/8 - 9/8 + 5/2 / 1/5)
[247464] ['4/9', '4/7', '5/6', '9/4', '7'] -> 4/7 * 7 / (4/9 * 9/4 - 5/6)
[247465] ['2/9', '2/7', '5/8', '7/9', '6'] -> (7/9 / 2/7 - 2/9) / (5/8 / 6)
[247466] ['7/8', '7/8', '7/8', '3/2', '2'] -> 3/2 * 2 / (7/8 / 7/8 - 7/8)
[247467] ['1/6', '1/6', '7/8', '1', '9/7'] -> 1 / 7/8 / (1/6 * 9/7 - 1/6)
[247468] ['2/5', '5/8', '6/5', '9/2', '8'] -> 9/2 * (2/5 / 6/5 + 5/8 * 8)
[247469] ['3/2', '5/3', '5/3', '9/4', '5'] -> 3/2 + 9/4 * (5/3 + 5/3 * 5)
[247470] ['1/9', '2/7', '2/5', '2', '9/4'] -> 2 / (1/9 * (2/7 + 2/5)) - 9/4
[247471] ['4/9', '4/7', '5/6', '7/3', '7'] -> 7 * 4/7 * 7/3 / (5/6 - 4/9)
[247472] ['5/9', '4/7', '5/4', '9/5', '6'] -> (5/4 + 5/9 / 4/7) * 9/5 * 6
[247473] ['2/7', '1/3', '3/5', '5/8', '3'] -> 3 / (1/3 / 2/7 - 5/8 / 3/5)
[247474] ['3/2', '5/3', '5/3', '7/3', '5'] -> 7/3 + (3/2 + 5) * (5/3 + 5/3)
[247475] ['7/8', '7/8', '7/8', '5/3', '2'] -> 7/8 / 7/8 / (7/8 - 5/3 / 2)
[247476] ['1/5', '5/8', '9/8', '2', '9/2'] -> 2 + 5/8 - 9/8 + 9/2 / 1/5
[247477] ['1/4', '2/5', '3/7', '3/7', '1'] -> 3/7 / 1/4 / (3/7 / 2/5 - 1)
[247478] ['1/6', '1/6', '7/8', '1', '7/5'] -> 1 / (7/8 * (1/6 - 1/6 / 7/5))
[247479] ['1/8', '3/4', '8/5', '7/3', '9'] -> 8/5 * (7/3 * 9 - 3/4 / 1/8)
[247480] ['3/2', '5/3', '7/4', '9/4', '5'] -> 5 * (3/2 + 9/4 + 7/4 / 5/3)
[247481] ['2/9', '3/7', '7/9', '1', '5/3'] -> (1 + 5/3) / (3/7 * 7/9 - 2/9)
[247482] ['1/6', '1/6', '7/8', '1', '8/5'] -> 1 / (1/6 * 7/8 - 1/6 / 8/5)
[247483] ['2/7', '1/3', '3/5', '5/7', '3'] -> (3/5 + 3 / 1/3) / (2/7 / 5/7)
[247484] ['1/6', '3/4', '9/7', '5/3', '7'] -> 9/7 / 3/4 / (5/3 / 7 - 1/6)
[247485] ['5/9', '4/7', '5/4', '7/3', '6'] -> ((7/3 + 6) / 4/7 - 5/4) / 5/9
[247486] ['9/7', '9/5', '7/3', '7/2', '8'] -> (7/3 + 7/2) * 8 * (9/5 - 9/7)
[247487] ['1/8', '3/4', '8/5', '7/2', '9'] -> (9 / 8/5 - 3/4 * 7/2) / 1/8
[247488] ['1/5', '5/8', '8/7', '5/4', '2'] -> (5/4 + 2 / 8/7) / (1/5 * 5/8)
[247489] ['1/4', '2/5', '3/7', '5/9', '1'] -> (1 / (5/9 - 2/5) - 3/7) / 1/4
[247490] ['4/9', '4/7', '6/7', '9/8', '7'] -> 7 / (6/7 - 4/7) - 4/9 * 9/8
[247491] ['2/7', '1/3', '3/5', '7/9', '3'] -> (1/3 + 3 / 3/5) / (2/7 * 7/9)
[247492] ['2/5', '5/8', '9/7', '9/7', '8'] -> (8 + 9/7 / (5/8 * 9/7)) / 2/5
[247493] ['5/9', '4/7', '5/4', '5/2', '6'] -> 6 / (4/7 / 5/2) - 5/4 / 5/9
[247494] ['1/6', '3/4', '9/7', '7/3', '7'] -> 7 / (1/6 * (7/3 - 3/4 / 9/7))
[247495] ['5/9', '4/7', '5/4', '8/3', '6'] -> (6 + 8/3 / 4/7) / (5/9 / 5/4)
[247496] ['1/6', '1/6', '7/8', '1', '9/4'] -> (7/8 / 1/6 + 1 - 9/4) / 1/6
[247497] ['9/7', '9/5', '5/2', '8/3', '8'] -> 8 / (9/5 / 9/7 - 8/3 / 5/2)
[247498] ['4/9', '4/7', '6/7', '7/6', '7'] -> (6/7 + 4/7 * 7/6) / (4/9 / 7)
[247499] ['1/4', '2/5', '3/7', '2/3', '1'] -> 2/3 + 1 / (3/7 * 1/4 * 2/5)
[247500] ['1/6', '3/4', '9/7', '5/2', '7'] -> 9/7 * (3/4 + 5/2 * (1/6 + 7))
[247501] ['3/2', '7/4', '7/4', '7/4', '5'] -> (5 + 7/4 / 7/4) / (7/4 - 3/2)
[247502] ['5/9', '4/7', '5/4', '7/2', '6'] -> 6 / (5/4 / 5/9 - 4/7 * 7/2)
[247503] ['1/6', '1/6', '8/9', '8/9', '1'] -> 8/9 / (1/6 + 1/6) / (1 - 8/9)
[247504] ['1/9', '2/7', '3/7', '3/5', '2'] -> (2 / 3/5 - 2/7 / 3/7) / 1/9
[247505] ['1/8', '3/4', '7/4', '9/5', '9'] -> (7/4 - 3/4 / 9) / (1/8 / 9/5)
[247506] ['2/9', '3/7', '7/9', '1', '7/2'] -> (7/2 + 1 / 2/9) / (3/7 * 7/9)
[247507] ['1/4', '2/5', '3/7', '5/7', '1'] -> (5/7 + 1) / (2/5 * (3/7 - 1/4))
[247508] ['2/7', '1/3', '3/5', '7/8', '3'] -> 3 / 7/8 / (2/7 / 3/5 - 1/3)
[247509] ['1/6', '3/4', '9/7', '7/2', '7'] -> (7/2 / 1/6 - 7) / (3/4 / 9/7)
[247510] ['9/7', '9/5', '8/3', '8/3', '8'] -> 9/5 * (8/3 * 8/3 + 8 / 9/7)
[247511] ['1/8', '3/4', '7/4', '5/2', '9'] -> (5/2 * (9 - 7/4) - 1/8) / 3/4
[247512] ['1/9', '2/7', '3/7', '5/7', '2'] -> (5/7 * 2 - 2/7) / (1/9 * 3/7)
[247513] ['1/6', '3/4', '9/7', '9/2', '7'] -> (9/2 / 1/6 - 9/7 * 7) / 3/4
[247514] ['7/8', '7/8', '8/9', '7/6', '2'] -> 7/6 * 2 / (7/8 - 7/8 * 8/9)
[247515] ['3/8', '4/9', '3/4', '8/7', '9'] -> 3/8 + 9 / (8/7 * 4/9 * 3/4)
[247516] ['1/4', '2/5', '3/7', '4/5', '1'] -> 4/5 / (3/7 - 2/5) - 1 / 1/4
[247517] ['2/7', '1/3', '3/5', '8/7', '3'] -> 8/7 * 3 / (2/7 / 3/5 - 1/3)
[247518] ['1/9', '2/7', '3/7', '4/5', '2'] -> 3/7 / 2/7 + 2 / (1/9 * 4/5)
[247519] ['1/8', '3/4', '9/5', '7/3', '9'] -> 9 + 9/5 * (7/3 + 3/4 / 1/8)
[247520] ['9/7', '9/5', '8/3', '9/2', '8'] -> (9/2 - 9/5) * (8/3 + 8 / 9/7)
[247521] ['3/2', '7/4', '9/5', '8/3', '5'] -> 5 / (3/2 + 8/3) / (9/5 - 7/4)
[247522] ['1/6', '1/6', '8/9', '1', '8/5'] -> 1/6 / (1 - (8/9 + 1/6 / 8/5))
[247523] ['5/9', '4/7', '9/7', '3/2', '6'] -> 6 / (3/2 - 9/7 * 5/9 / 4/7)
[247524] ['4/9', '4/7', '6/7', '3/2', '7'] -> 3/2 + (4/7 + 6/7) / (4/9 / 7)
[247525] ['1/6', '3/4', '4/3', '7/5', '7'] -> (7 / 7/5 - 3/4 * 4/3) / 1/6
[247526] ['1/5', '5/8', '8/7', '9/5', '2'] -> (9/5 + 8/7 * (5/8 + 2)) / 1/5
[247527] ['2/9', '2/7', '5/8', '7/4', '6'] -> 6 / (2/9 * (5/8 + 2/7 * 7/4))
[247528] ['1/6', '1/6', '8/9', '1', '7/4'] -> 8/9 / (1/6 * 1/6) * (7/4 - 1)
