[276714] ['(2-i)', '(3-6i)', '3', '(4+9i)'] -> ((2-i) + ((4+9i) * ((3-6i) / 3)))
[257783] ['(1-3i)', '(2+2i)', '(5+5i)', '(7-8i)'] -> ((2+2i) * ((7-8i) + ((5+5i) / (1-3i))))
[257789] ['(1-3i)', '(2+2i)', '(5+5i)', '(8-7i)'] -> (((2+2i) * (8-7i)) - ((1-3i) + (5+5i)))
[257790] ['(1-3i)', '(2+2i)', '(5+5i)', '8'] -> (8 * ((2+2i) - ((5+5i) / (1-3i))))
[257792] ['(1-3i)', '(2+2i)', '(5+5i)', '(9-5i)'] -> (((1-3i) - (5+5i)) + ((2+2i) * (9-5i)))
[257818] ['(1-3i)', '(2+2i)', '(5+7i)', '(8-i)'] -> (((1-3i) + ((5+7i) * (8-i))) / (2+2i))
[257821] ['(1-3i)', '(2+2i)', '(5+7i)', '(8+5i)'] -> (((8+5i) * ((1-3i) + (2+2i))) - (5+7i))
[257830] ['(1-3i)', '(2+2i)', '(5+8i)', '(7-5i)'] -> (((1-3i) * (5+8i)) + ((2+2i) - (7-5i)))
[257841] ['(1-3i)', '(2+2i)', '(5+8i)', '(8+8i)'] -> (((2+2i) - (5+8i)) / ((1-3i) / (8+8i)))
[257848] ['(1-3i)', '(2+2i)', '(5+9i)', '(6-8i)'] -> (((1-3i) * (5+9i)) - ((2+2i) + (6-8i)))
[257858] ['(1-3i)', '(2+2i)', '(5+9i)', '8'] -> (((1-3i) + (5+9i)) / ((2+2i) / 8))
[257864] ['(1-3i)', '(2+2i)', '(5+9i)', '(9-6i)'] -> (((2+2i) * (9-6i)) - ((1-3i) + (5+9i)))
[257873] ['(1-3i)', '(2+2i)', '(6-9i)', '(7-9i)'] -> (((8+5i) + (9-i)) - (-4i - (7-8i)))
[257881] ['(1-3i)', '(2+2i)', '(6-9i)', '(8-8i)'] -> (((6-9i) * (8-8i)) / ((1-3i) - (2+2i)))
[257885] ['(1-3i)', '(2+2i)', '(6-9i)', '(8-i)'] -> (((1-3i) * ((8-i) - (6-9i))) - (2+2i))
[257896] ['(1-3i)', '(2+2i)', '(6-9i)', '(9+3i)'] -> ((2+2i) * ((6-9i) + ((9+3i) / (1-3i))))
[257899] ['(1-3i)', '(2+2i)', '(6-8i)', '(6+2i)'] -> ((2+2i) * ((6-8i) + ((6+2i) / (1-3i))))
[257911] ['(1-3i)', '(2+2i)', '(6-8i)', '(8-2i)'] -> (((8-2i) / ((1-3i) / (6-8i))) - (2+2i))
[257912] ['(1-3i)', '(2+2i)', '(6-8i)', '8'] -> (((1-3i) * (8 - (6-8i))) - (2+2i))
[257917] ['(1-3i)', '(2+2i)', '(6-8i)', '(9-5i)'] -> ((2+2i) * ((9-5i) - ((6-8i) / (1-3i))))
[257931] ['(1-3i)', '(2+2i)', '(6-7i)', '(8+i)'] -> (((1-3i) * ((8+i) - (6-7i))) - (2+2i))
[257936] ['(1-3i)', '(2+2i)', '(6-6i)', '(7-4i)'] -> ((6-6i) / ((1-3i) - ((7-4i) / (2+2i))))
[257939] ['(1-3i)', '(2+2i)', '(6-6i)', '(8+2i)'] -> (((1-3i) * ((8+2i) - (6-6i))) - (2+2i))
[257942] ['(1-3i)', '(2+2i)', '(6-6i)', '(9-4i)'] -> ((6-6i) / (((9-4i) / (2+2i)) - (1-3i)))
[257946] ['(1-3i)', '(2+2i)', '(6-5i)', '(6-2i)'] -> ((5+8i) + ((4+i) * ((2-3i) + 2)))
[257955] ['(1-3i)', '(2+2i)', '(6-5i)', '(8+3i)'] -> (((1-3i) * ((8+3i) - (6-5i))) - (2+2i))
[257963] ['(1-3i)', '(2+2i)', '(6-4i)', '(6+2i)'] -> ((2+2i) * ((6-4i) - ((6+2i) / (1-3i))))
[257970] ['(1-3i)', '(2+2i)', '(6-4i)', '(8+4i)'] -> (((1-3i) * ((8+4i) - (6-4i))) - (2+2i))
[257976] ['(1-3i)', '(2+2i)', '(6-3i)', '(7-9i)'] -> (((2+2i) * (6-3i)) - ((1-3i) - (7-9i)))
[257982] ['(1-3i)', '(2+2i)', '(6-3i)', '(8+5i)'] -> (((1-3i) * ((8+5i) - (6-3i))) - (2+2i))
[257984] ['(1-3i)', '(2+2i)', '(6-3i)', '(9+3i)'] -> ((2+2i) * ((6-3i) - ((9+3i) / (1-3i))))
[257986] ['(1-3i)', '(2+2i)', '(6-2i)', '(6+6i)'] -> ((3-3i) - ((3-6i) * ((1-6i) - (2-3i))))
[257988] ['(1-3i)', '(2+2i)', '(6-2i)', '(7-5i)'] -> (((1-3i) + (7-5i)) + ((2+2i) * (6-2i)))
[257998] ['(1-3i)', '(2+2i)', '(6-2i)', '(8+6i)'] -> (((1-3i) * ((8+6i) - (6-2i))) - (2+2i))
[258010] ['(1-3i)', '(2+2i)', '(6-i)', '(7+9i)'] -> ((7+9i) + ((6-i) * ((1-3i) + (2+2i))))
[258014] ['(1-3i)', '(2+2i)', '(6-i)', '8'] -> (8 * ((6-i) - ((1-3i) + (2+2i))))
[258017] ['(1-3i)', '(2+2i)', '(6-i)', '(8+7i)'] -> (((1-3i) * ((8+7i) - (6-i))) - (2+2i))
[258020] ['(1-3i)', '(2+2i)', '(6-i)', '(9-7i)'] -> (((1-3i) + (9-7i)) + ((2+2i) * (6-i)))
[258027] ['(1-3i)', '(2+2i)', '6', '(6+6i)'] -> (((4+4i) * (9+9i)) / (2 - (2-3i)))
[258030] ['(1-3i)', '(2+2i)', '6', '(7-i)'] -> (6 * ((7-i) - ((1-3i) + (2+2i))))
[258035] ['(1-3i)', '(2+2i)', '6', '(8+8i)'] -> (((1-3i) * ((8+8i) - 6)) - (2+2i))
[258036] ['(1-3i)', '(2+2i)', '6', '9'] -> (((1-3i) * 6) + ((2+2i) * 9))
[258037] ['(1-3i)', '(2+2i)', '6', '(9+3i)'] -> (((9+3i) * ((1-3i) + (2+2i))) - 6)
[258038] ['(1-3i)', '(2+2i)', '6', '(9+5i)'] -> ((2-2i) * (8 + ((6+2i) - (8-4i))))
[258052] ['(1-3i)', '(2+2i)', '(6+i)', '(8+9i)'] -> (((1-3i) * ((8+9i) - (6+i))) - (2+2i))
[258055] ['(1-3i)', '(2+2i)', '(6+i)', '(9+7i)'] -> (((1-3i) + ((6+i) * (9+7i))) / (2+2i))
[258061] ['(1-3i)', '(2+2i)', '(6+2i)', '(7-4i)'] -> (((2+2i) * ((1-3i) + (7-4i))) - (6+2i))
[258062] ['(1-3i)', '(2+2i)', '(6+2i)', '(7+i)'] -> (((1-3i) * (6+2i)) + ((2+2i) * (7+i)))
[258067] ['(1-3i)', '(2+2i)', '(6+2i)', '(8+8i)'] -> ((6+2i) * ((2+2i) - ((8+8i) / (1-3i))))
[258071] ['(1-3i)', '(2+2i)', '(6+3i)', '(8-8i)'] -> (((6+3i) * (8-8i)) / ((1-3i) + (2+2i)))
[258075] ['(1-3i)', '(2+2i)', '(6+3i)', '(9-9i)'] -> ((2+2i) * (((1-3i) * (6+3i)) - (9-9i)))
[258090] ['(1-3i)', '(2+2i)', '(6+4i)', '(8+4i)'] -> ((6+6i) * ((7-3i) + (-i - (5-2i))))
[258105] ['(1-3i)', '(2+2i)', '(6+6i)', '(7+3i)'] -> (((1-3i) + (7+3i)) / ((2+2i) / (6+6i)))
[258106] ['(1-3i)', '(2+2i)', '(6+6i)', '(8-5i)'] -> ((6+6i) / ((1-3i) - ((8-5i) / (2+2i))))
[258108] ['(1-3i)', '(2+2i)', '(6+6i)', '(9-3i)'] -> (((9-3i) - (1-3i)) / ((2+2i) / (6+6i)))
[258122] ['(1-3i)', '(2+2i)', '(6+8i)', '(8-8i)'] -> (((1-3i) * (6+8i)) + ((2+2i) - (8-8i)))
[258144] ['(1-3i)', '(2+2i)', '(7-9i)', '(8+6i)'] -> ((2+2i) * ((7-9i) + ((8+6i) / (1-3i))))
[258147] ['(1-3i)', '(2+2i)', '(7-9i)', '(9-7i)'] -> (((1-3i) - (9-7i)) + ((2+2i) * (7-9i)))
[258148] ['(1-3i)', '(2+2i)', '(7-9i)', '(9-i)'] -> (((1-3i) * ((9-i) - (7-9i))) - (2+2i))
[258154] ['(1-3i)', '(2+2i)', '(7-8i)', '(7-5i)'] -> (((1-3i) - (7-5i)) + ((2+2i) * (7-8i)))
[258159] ['(1-3i)', '(2+2i)', '(7-8i)', '9'] -> (((1-3i) * (9 - (7-8i))) - (2+2i))
[258167] ['(1-3i)', '(2+2i)', '(7-7i)', '(9+i)'] -> (((1-3i) * ((9+i) - (7-7i))) - (2+2i))
[258175] ['(1-3i)', '(2+2i)', '(7-6i)', '(9+2i)'] -> (((1-3i) * ((9+2i) - (7-6i))) - (2+2i))
[258182] ['(1-3i)', '(2+2i)', '(7-5i)', '8'] -> (((2+2i) * ((1-3i) + (7-5i))) - 8)
[258189] ['(1-3i)', '(2+2i)', '(7-5i)', '(9+3i)'] -> (((2-3i) - 2) * ((5+3i) - (5-5i)))
[258192] ['(1-3i)', '(2+2i)', '(7-5i)', '(9+9i)'] -> (((1-3i) * (2+2i)) + ((7-5i) + (9+9i)))
[258193] ['(1-3i)', '(2+2i)', '(7-4i)', '(7-i)'] -> ((2+2i) * ((7-4i) - ((7-i) / (1-3i))))
[258200] ['(1-3i)', '(2+2i)', '(7-4i)', '(9+4i)'] -> (((1-3i) * ((9+4i) - (7-4i))) - (2+2i))
[258201] ['(1-3i)', '(2+2i)', '(7-4i)', '(9+8i)'] -> (((1-3i) * (2+2i)) + ((7-4i) + (9+8i)))
[258207] ['(1-3i)', '(2+2i)', '(7-3i)', '(8+8i)'] -> (((7-3i) - (1-3i)) / ((2+2i) / (8+8i)))
[258211] ['(1-3i)', '(2+2i)', '(7-3i)', '(9+5i)'] -> (((1-3i) * ((9+5i) - (7-3i))) - (2+2i))
[258212] ['(1-3i)', '(2+2i)', '(7-3i)', '(9+7i)'] -> (((1-3i) * (2+2i)) + ((7-3i) + (9+7i)))
[258220] ['(1-3i)', '(2+2i)', '(7-i)', '(8-7i)'] -> (2 * ((9+i) - ((2-3i) - (5-4i))))
[258227] ['(1-3i)', '(2+2i)', '(7-i)', '(9+5i)'] -> (((9-5i) * (-7i + (3+8i))) - (8-6i))
[258229] ['(1-3i)', '(2+2i)', '(7-i)', '(9+7i)'] -> (((1-3i) * ((9+7i) - (7-i))) - (2+2i))
[258234] ['(1-3i)', '(2+2i)', '7', '(9+4i)'] -> (((1-3i) * (2+2i)) + (7 + (9+4i)))
[258235] ['(1-3i)', '(2+2i)', '7', '(9+8i)'] -> (((1-3i) * ((9+8i) - 7)) - (2+2i))
[258243] ['(1-3i)', '(2+2i)', '(7+i)', '(9+3i)'] -> (((1-3i) * (2+2i)) + ((7+i) + (9+3i)))
[258244] ['(1-3i)', '(2+2i)', '(7+i)', '(9+9i)'] -> (((1-3i) * ((9+9i) - (7+i))) - (2+2i))
[258250] ['(1-3i)', '(2+2i)', '(7+2i)', '(9+2i)'] -> (((1-3i) * (2+2i)) + ((7+2i) + (9+2i)))
[258252] ['(1-3i)', '(2+2i)', '(7+3i)', '(8-8i)'] -> (((2+2i) * (8-8i)) - ((1-3i) + (7+3i)))
[258254] ['(1-3i)', '(2+2i)', '(7+3i)', '8'] -> (((7+3i) - (1-3i)) / ((2+2i) / 8))
[258259] ['(1-3i)', '(2+2i)', '(7+3i)', '(9-6i)'] -> (((2-3i) * ((4+i) - (1-6i))) - (3+5i))
[258263] ['(1-3i)', '(2+2i)', '(7+3i)', '(9+i)'] -> ((2-2i) * ((7-2i) + ((6+3i) - (7-5i))))
[258264] ['(1-3i)', '(2+2i)', '(7+3i)', '(9+4i)'] -> (((9+4i) * ((1-3i) + (2+2i))) - (7+3i))
[258272] ['(1-3i)', '(2+2i)', '(7+4i)', '9'] -> (((1-3i) * (2+2i)) + ((7+4i) + 9))
[258280] ['(1-3i)', '(2+2i)', '(7+5i)', '(9-i)'] -> (((1-3i) * (2+2i)) + ((7+5i) + (9-i)))
[258288] ['(1-3i)', '(2+2i)', '(7+6i)', '(9-2i)'] -> (((1-3i) * (2+2i)) + ((7+6i) + (9-2i)))
[258293] ['(1-3i)', '(2+2i)', '(7+7i)', '(9-7i)'] -> (((2+2i) * (9-7i)) - ((1-3i) + (7+7i)))
[258294] ['(1-3i)', '(2+2i)', '(7+7i)', '(9-3i)'] -> (((1-3i) * (2+2i)) + ((7+7i) + (9-3i)))
[258299] ['(1-3i)', '(2+2i)', '(7+8i)', '(9-4i)'] -> (((1-3i) * (2+2i)) + ((7+8i) + (9-4i)))
[258301] ['(1-3i)', '(2+2i)', '(7+9i)', '(8-9i)'] -> ((2+2i) * ((8-9i) + ((7+9i) / (1-3i))))
[258304] ['(1-3i)', '(2+2i)', '(7+9i)', '(9-5i)'] -> (((1-3i) * (2+2i)) + ((7+9i) + (9-5i)))
[258312] ['(1-3i)', '(2+2i)', '(8-9i)', '(9+i)'] -> (((2+2i) * (8-9i)) - ((1-3i) + (9+i)))
[258316] ['(1-3i)', '(2+2i)', '(8-8i)', '(8-i)'] -> (((8-i) - (2+2i)) / ((1-3i) / (8-8i)))
[258317] ['(1-3i)', '(2+2i)', '(8-8i)', '(8+2i)'] -> ((8-8i) * (((8+2i) / (2+2i)) - (1-3i)))
[258321] ['(1-3i)', '(2+2i)', '(8-8i)', '(9-3i)'] -> (((1-3i) - (9-3i)) + ((2+2i) * (8-8i)))
[258335] ['(1-3i)', '(2+2i)', '(8-5i)', '(8+9i)'] -> (((1-3i) * (2+2i)) + ((8-5i) + (8+9i)))
[258341] ['(1-3i)', '(2+2i)', '(8-4i)', '(8+4i)'] -> (((2+2i) * ((1-3i) + (8-4i))) - (8+4i))
[258342] ['(1-3i)', '(2+2i)', '(8-4i)', '(8+8i)'] -> (((1-3i) * (2+2i)) + ((8-4i) + (8+8i)))
[258347] ['(1-3i)', '(2+2i)', '(8-3i)', '(8+7i)'] -> (((1-3i) * (2+2i)) + ((8-3i) + (8+7i)))
[258356] ['(1-3i)', '(2+2i)', '(8-2i)', '(8+6i)'] -> (((1-3i) * (2+2i)) + ((8-2i) + (8+6i)))
[258361] ['(1-3i)', '(2+2i)', '(8-i)', '(8+5i)'] -> (((1-3i) * (2+2i)) + ((8-i) + (8+5i)))
[258369] ['(1-3i)', '(2+2i)', '8', '(8+4i)'] -> (((1-3i) * (2+2i)) + (8 + (8+4i)))
[258372] ['(1-3i)', '(2+2i)', '8', '(9-3i)'] -> ((8 * (9-3i)) / ((1-3i) + (2+2i)))
[258375] ['(1-3i)', '(2+2i)', '(8+i)', '(8+3i)'] -> (((1-3i) * (2+2i)) + ((8+i) + (8+3i)))
[258378] ['(1-3i)', '(2+2i)', '(8+2i)', '(8+2i)'] -> (((2-2i) + (6+3i)) + ((7+8i) + (9-9i)))
[258379] ['(1-3i)', '(2+2i)', '(8+2i)', '(8+3i)'] -> (((1-3i) * (8+2i)) + ((2+2i) * (8+3i)))
[258390] ['(1-3i)', '(2+2i)', '(8+4i)', '(9+3i)'] -> ((9+3i) * ((2+2i) - ((8+4i) / (1-3i))))
[258400] ['(1-3i)', '(2+2i)', '(8+6i)', '(9+5i)'] -> (((9+5i) * ((1-3i) + (2+2i))) - (8+6i))
[258406] ['(1-3i)', '(2+2i)', '(8+8i)', '(9-3i)'] -> (((2+2i) * ((1-3i) + (9-3i))) - (8+8i))
[258407] ['(1-3i)', '(2+2i)', '(8+8i)', '(9+6i)'] -> (((8+8i) * (9+6i)) / ((2+2i) - (1-3i)))
[258419] ['(1-3i)', '(2+2i)', '(9-8i)', '(9+5i)'] -> ((3-6i) - ((2-7i) * ((9+i) - (9+4i))))
[258421] ['(1-3i)', '(2+2i)', '(9-7i)', '(9-4i)'] -> ((2+2i) * ((9-4i) - ((9-7i) / (1-3i))))
[258424] ['(1-3i)', '(2+2i)', '(9-7i)', '(9+i)'] -> (((1-3i) - (9+i)) + ((2+2i) * (9-7i)))
[258455] ['(1-3i)', '(2+2i)', '(9+6i)', '(9+9i)'] -> (((9+6i) * ((1-3i) + (2+2i))) - (9+9i))
[258457] ['(1-3i)', '(2+3i)', '(2+3i)', '(2+6i)'] -> ((2+6i) + ((1-3i) * ((2+3i) + (2+3i))))
[258479] ['(1-3i)', '(2+3i)', '(2+3i)', '(6-3i)'] -> (((1-3i) + (2+3i)) * ((2+3i) + (6-3i)))
[258492] ['(1-3i)', '(2+3i)', '(2+4i)', '(3-5i)'] -> ((-4i + (7-6i)) + ((8+5i) + (9+5i)))
[258507] ['(1-3i)', '(2+3i)', '(2+4i)', '(6-4i)'] -> ((8-8i) - ((4-4i) * ((1-6i) - (2-3i))))
[258514] ['(1-3i)', '(2+3i)', '(2+4i)', '(8-i)'] -> (((1-3i) * (2+4i)) + ((2+3i) + (8-i)))
[258524] ['(1-3i)', '(2+3i)', '(2+5i)', '(3+7i)'] -> (((1-3i) * (3+7i)) - ((2+3i) - (2+5i)))
[258526] ['(1-3i)', '(2+3i)', '(2+5i)', '(4-4i)'] -> (((1-3i) * ((2+3i) + (2+5i))) - (4-4i))
[258528] ['(1-3i)', '(2+3i)', '(2+5i)', '(5-2i)'] -> (((1-3i) * (2+5i)) + ((2+3i) + (5-2i)))
[258531] ['(1-3i)', '(2+3i)', '(2+5i)', '(6-5i)'] -> (((1-3i) + (2+3i)) * ((2+5i) + (6-5i)))
[258546] ['(1-3i)', '(2+3i)', '(2+5i)', '(9+4i)'] -> (2 * ((8-2i) - ((2-3i) - (6-i))))
[258566] ['(1-3i)', '(2+3i)', '(2+6i)', '(6-6i)'] -> ((6-6i) * ((8+i) - ((1-9i) + (5+8i))))
[258569] ['(1-3i)', '(2+3i)', '(2+6i)', '(6-i)'] -> ((2-2i) * ((6+5i) - ((6+4i) - (6+5i))))
[258571] ['(1-3i)', '(2+3i)', '(2+6i)', '(6+3i)'] -> (((1-3i) * (2+6i)) - ((2+3i) - (6+3i)))
[258573] ['(1-3i)', '(2+3i)', '(2+6i)', '(7-3i)'] -> (((1-3i) * ((2+3i) + (2+6i))) - (7-3i))
[258583] ['(1-3i)', '(2+3i)', '(2+7i)', '(3+2i)'] -> (((1-3i) * (2+7i)) - ((2+3i) - (3+2i)))
[258591] ['(1-3i)', '(2+3i)', '(2+7i)', '(5+i)'] -> (((1-3i) * (2+7i)) + ((5+i) / (2+3i)))
[258592] ['(1-3i)', '(2+3i)', '(2+7i)', '(5+5i)'] -> (((1-3i) * (5+5i)) + ((2+3i) + (2+7i)))
[258594] ['(1-3i)', '(2+3i)', '(2+7i)', '(6-7i)'] -> (((1-3i) + (2+3i)) * ((2+7i) + (6-7i)))
[258599] ['(1-3i)', '(2+3i)', '(2+7i)', '(7+4i)'] -> ((1-3i) * ((2+7i) + ((2+3i) / (7+4i))))
[258609] ['(1-3i)', '(2+3i)', '(2+8i)', '(4+5i)'] -> (((1-3i) * (2+8i)) + ((2+3i) - (4+5i)))
[258610] ['(1-3i)', '(2+3i)', '(2+8i)', '(6-8i)'] -> (((1-3i) + (2+3i)) * ((2+8i) + (6-8i)))
[258630] ['(1-3i)', '(2+3i)', '(2+9i)', '3'] -> (((2-3i) + (4+3i)) * ((5-6i) - (1-6i)))
[258641] ['(1-3i)', '(2+3i)', '(2+9i)', '(6-9i)'] -> (((7+5i) * ((9-7i) - (7-5i))) - -4i)
[258647] ['(1-3i)', '(2+3i)', '(2+9i)', '(7+3i)'] -> (((2-3i) * ((4+3i) - (1-6i))) - (9+9i))
[258649] ['(1-3i)', '(2+3i)', '(2+9i)', '(7+6i)'] -> (((1-3i) * (2+9i)) + ((2+3i) - (7+6i)))
[258662] ['(1-3i)', '(2+3i)', '(3-9i)', '(3-3i)'] -> ((3-9i) * ((2+3i) - ((3-3i) / (1-3i))))
[258669] ['(1-3i)', '(2+3i)', '(3-9i)', '(5+9i)'] -> (((1-3i) + (2+3i)) * ((3-9i) + (5+9i)))
[258670] ['(1-3i)', '(2+3i)', '(3-9i)', '(6-3i)'] -> (((2+3i) + (6-3i)) / ((1-3i) / (3-9i)))
[258679] ['(1-3i)', '(2+3i)', '(3-9i)', '(7+3i)'] -> ((3-9i) + ((7+3i) * ((1-3i) + (2+3i))))
[258683] ['(1-3i)', '(2+3i)', '(3-9i)', '(8-6i)'] -> (((2+3i) * (3-9i)) - ((1-3i) + (8-6i)))
[258685] ['(1-3i)', '(2+3i)', '(3-9i)', '(9-3i)'] -> (((9-3i) * ((1-3i) + (2+3i))) - (3-9i))
[258702] ['(1-3i)', '(2+3i)', '(3-8i)', '(5-4i)'] -> (((2-3i) * (6+3i)) - ((1-6i) - (4+6i)))
[258706] ['(1-3i)', '(2+3i)', '(3-8i)', '(5+8i)'] -> (((1-3i) + (2+3i)) * ((3-8i) + (5+8i)))
[258730] ['(1-3i)', '(2+3i)', '(3-7i)', '(4-8i)'] -> (((1-3i) - (4-8i)) + ((2+3i) * (3-7i)))
[258734] ['(1-3i)', '(2+3i)', '(3-7i)', '(5+7i)'] -> (((1-3i) + (2+3i)) * ((3-7i) + (5+7i)))
[258751] ['(1-3i)', '(2+3i)', '(3-7i)', '(9-2i)'] -> ((2+3i) + ((9-2i) / ((1-3i) / (3-7i))))
[258763] ['(1-3i)', '(2+3i)', '(3-6i)', '(5-5i)'] -> ((-4i + (7-5i)) + ((8+i) + (9+8i)))
[258767] ['(1-3i)', '(2+3i)', '(3-6i)', '(5+6i)'] -> (((1-3i) + (2+3i)) * ((3-6i) + (5+6i)))
[258770] ['(1-3i)', '(2+3i)', '(3-6i)', '6'] -> (6 * ((3-6i) - ((1-3i) - (2+3i))))
[258774] ['(1-3i)', '(2+3i)', '(3-6i)', '(7+2i)'] -> ((3-6i) + ((7+2i) * ((1-3i) + (2+3i))))
[258785] ['(1-3i)', '(2+3i)', '(3-6i)', '(9-2i)'] -> (((9-2i) * ((1-3i) + (2+3i))) - (3-6i))
[258787] ['(1-3i)', '(2+3i)', '(3-6i)', '(9+3i)'] -> (((2+3i) * (3-6i)) + ((9+3i) / (1-3i)))
[258791] ['(1-3i)', '(2+3i)', '(3-5i)', '(3-2i)'] -> ((2+3i) * ((3-5i) + ((1-3i) / (3-2i))))
[258795] ['(1-3i)', '(2+3i)', '(3-5i)', '(4-2i)'] -> (((2+3i) * (3-5i)) - ((1-3i) - (4-2i)))
[258798] ['(1-3i)', '(2+3i)', '(3-5i)', '(4+3i)'] -> (((2+3i) + (4+3i)) * ((3-5i) - (1-3i)))
[258802] ['(1-3i)', '(2+3i)', '(3-5i)', '(5+3i)'] -> ((3-5i) * ((2+3i) - ((1-3i) / (5+3i))))
[258803] ['(1-3i)', '(2+3i)', '(3-5i)', '(5+5i)'] -> ((-4i + (7-5i)) + ((8+7i) + (9+2i)))
[258807] ['(1-3i)', '(2+3i)', '(3-5i)', '(6-8i)'] -> (((2+3i) * (3-5i)) + ((6-8i) / (1-3i)))
[258817] ['(1-3i)', '(2+3i)', '(3-5i)', '(8-4i)'] -> (((2+3i) * ((1-3i) + (3-5i))) - (8-4i))
[258834] ['(1-3i)', '(2+3i)', '(3-4i)', '(5-2i)'] -> (((2-7i) - (4-9i)) * ((3-5i) - (9+i)))
[258836] ['(1-3i)', '(2+3i)', '(3-4i)', '(5+2i)'] -> (((1-3i) + (5+2i)) + ((2+3i) * (3-4i)))
[258838] ['(1-3i)', '(2+3i)', '(3-4i)', '(5+4i)'] -> ((-i + (6+i)) * ((9-i) - (5-i)))
[258842] ['(1-3i)', '(2+3i)', '(3-4i)', '(7-4i)'] -> (((2+3i) * (3-4i)) - ((1-3i) - (7-4i)))
[258853] ['(1-3i)', '(2+3i)', '(3-3i)', '(3-2i)'] -> ((3-3i) * ((3-2i) - ((1-3i) - (2+3i))))
[258854] ['(1-3i)', '(2+3i)', '(3-3i)', '3'] -> (3 * (((1-3i) * (2+3i)) - (3-3i)))
[258855] ['(1-3i)', '(2+3i)', '(3-3i)', '(4-6i)'] -> (((1-3i) - (3-3i)) + ((2+3i) * (4-6i)))
[258859] ['(1-3i)', '(2+3i)', '(3-3i)', '(5-5i)'] -> (((1-6i) - (5-6i)) * ((2-3i) - (8-3i)))
[258862] ['(1-3i)', '(2+3i)', '(3-3i)', '(5+3i)'] -> ((6+4i) * ((2-2i) + ((8-4i) / (9-7i))))
[258868] ['(1-3i)', '(2+3i)', '(3-3i)', '(6+9i)'] -> ((6+9i) * ((1-3i) - ((3-3i) / (2+3i))))
[258869] ['(1-3i)', '(2+3i)', '(3-3i)', '(7-7i)'] -> ((3-3i) * (((1-3i) * (2+3i)) - (7-7i)))
[258870] ['(1-3i)', '(2+3i)', '(3-3i)', '(7+i)'] -> ((3-3i) + ((7+i) * ((1-3i) + (2+3i))))
[258871] ['(1-3i)', '(2+3i)', '(3-3i)', '(7+4i)'] -> ((3-3i) * ((7+4i) - ((1-3i) + (2+3i))))
[258874] ['(1-3i)', '(2+3i)', '(3-3i)', '8'] -> (((1-3i) + 8) + ((2+3i) * (3-3i)))
[258878] ['(1-3i)', '(2+3i)', '(3-3i)', '(9-i)'] -> (((2-2i) + (6+4i)) + ((8-i) + (8-i)))
[258886] ['(1-3i)', '(2+3i)', '(3-2i)', '(4+7i)'] -> ((2 * (9+2i)) - ((2-3i) - (8-7i)))
[258889] ['(1-3i)', '(2+3i)', '(3-2i)', '(5+2i)'] -> (((1-3i) + (2+3i)) * ((3-2i) + (5+2i)))
[258891] ['(1-3i)', '(2+3i)', '(3-2i)', '(5+3i)'] -> ((3-2i) * ((5+3i) - ((1-3i) / (2+3i))))
[258905] ['(1-3i)', '(2+3i)', '(3-i)', '(4-9i)'] -> (((2+3i) + (4-9i)) * ((3-i) - (1-3i)))
[258908] ['(1-3i)', '(2+3i)', '(3-i)', '(5+i)'] -> (((1-3i) + (2+3i)) * ((3-i) + (5+i)))
[258910] ['(1-3i)', '(2+3i)', '(3-i)', '(5+6i)'] -> (((1-3i) + (3-i)) * ((5+6i) - (2+3i)))
[258912] ['(1-3i)', '(2+3i)', '(3-i)', '(6-4i)'] -> (((1-3i) * (3-i)) + ((2+3i) * (6-4i)))
[258920] ['(1-3i)', '(2+3i)', '3', '4'] -> (4 * (3 + ((1-3i) + (2+3i))))
[258932] ['(1-3i)', '(2+3i)', '3', '(9-9i)'] -> ((3 * ((1-3i) * (2+3i))) - (9-9i))
[258934] ['(1-3i)', '(2+3i)', '3', '(9+6i)'] -> (3 * ((9+6i) + ((1-3i) - (2+3i))))
[258947] ['(1-3i)', '(2+3i)', '(3+i)', '(5-i)'] -> (((1-3i) + (2+3i)) * ((3+i) + (5-i)))
[258965] ['(1-3i)', '(2+3i)', '(3+2i)', '(5-2i)'] -> (((1-3i) + (2+3i)) * ((3+2i) + (5-2i)))
[258973] ['(1-3i)', '(2+3i)', '(3+3i)', '(4-3i)'] -> (((2-2i) * (6+5i)) - ((6+7i) - (8+9i)))
[258975] ['(1-3i)', '(2+3i)', '(3+3i)', '(5-3i)'] -> (((1-3i) + (2+3i)) * ((3+3i) + (5-3i)))
[258976] ['(1-3i)', '(2+3i)', '(3+3i)', '(5+2i)'] -> ((3+3i) * ((5+2i) + ((1-3i) - (2+3i))))
[258982] ['(1-3i)', '(2+3i)', '(3+3i)', '(7-4i)'] -> ((3+3i) * ((7-4i) - ((1-3i) + (2+3i))))
[258983] ['(1-3i)', '(2+3i)', '(3+3i)', '(7-i)'] -> ((3+3i) + ((7-i) * ((1-3i) + (2+3i))))
[258984] ['(1-3i)', '(2+3i)', '(3+3i)', '(7+i)'] -> ((3+3i) * (((1-3i) * (2+3i)) - (7+i)))
[258989] ['(1-3i)', '(2+3i)', '(3+3i)', '(8+3i)'] -> ((4+4i) * ((2-3i) + ((2+i) / (2+i))))
[258994] ['(1-3i)', '(2+3i)', '(3+3i)', '(9+i)'] -> (((9+i) * ((1-3i) + (2+3i))) - (3+3i))
