[71609] ['5/9', '5/8', '8/5', '9', '9'] -> (8/5 + ((9 + (5/9 * 9)) / 5/8))
[78466] ['7/8', '1', '1', '9/4', '9/2'] -> ((1 + (9/2 / 9/4)) / (1 - 7/8))
[78467] ['5/7', '5/6', '7/5', '9', '9'] -> (7/5 * ((9 + 9) - (5/7 / 5/6)))
[78468] ['1', '9/7', '8/3', '9/2', '9'] -> (9/2 * ((1 - 8/3) + (9 / 9/7)))
[78469] ['2/9', '2/3', '6/7', '4', '4'] -> ((6/7 * 4) * (4 + (2/3 / 2/9)))
[78470] ['1/4', '7/9', '7/8', '7', '7'] -> (7 / (7/9 * (1/4 + (7/8 / 7))))
[78471] ['3/7', '4/9', '3/5', '1', '5'] -> (((1 / 3/7) + (5 / 3/5)) / 4/9)
[78472] ['1/6', '2/9', '1', '9/8', '7'] -> ((7 / (1/6 + 1)) / (2/9 * 9/8))
[78473] ['5/8', '1', '2', '7/3', '9/2'] -> ((7/3 - (1 - 2)) / (5/8 / 9/2))
[78474] ['5/7', '5/6', '8/5', '9', '9'] -> (((9 / 5/7) - (8/5 - 9)) / 5/6)
[78475] ['1/6', '2/9', '1', '8/7', '7'] -> ((8/7 * 7) / ((2/9 / 1/6) - 1))
[78476] ['1/4', '7/9', '9/8', '7', '7'] -> (((7 / 1/4) - 7) / (7/9 * 9/8))
[78477] ['7/8', '1', '1', '7/3', '5/2'] -> (1 / ((7/8 - 1) - (7/3 - 5/2)))
[78478] ['2/9', '2/3', '8/7', '4', '4'] -> (((4 / 2/9) - 4) / (2/3 / 8/7))
[78479] ['1/9', '5/7', '8/5', '5', '7'] -> ((5/7 * ((5 / 1/9) - 8/5)) - 7)
[78480] ['1/6', '2/9', '1', '6/5', '7'] -> (6/5 * ((1 / (1/6 * 2/9)) - 7))
[78481] ['1', '6/5', '9/7', '8/3', '7'] -> ((1 + (6/5 * 8/3)) * (7 - 9/7))
[78482] ['2/9', '2/3', '6/5', '4', '4'] -> ((4 + 4) / ((2/3 / 6/5) - 2/9))
[78483] ['2/5', '5/6', '6/7', '1', '6'] -> ((1 + (6 / 6/7)) / (2/5 * 5/6))
[78484] ['5/6', '6/5', '9/4', '6', '6'] -> ((6 * 6) / ((9/4 / 5/6) - 6/5))
[78485] ['2/3', '2/3', '2/3', '1', '2'] -> (2 / ((1 / (2/3 + 2/3)) - 2/3))
[78486] ['1/7', '3/7', '4/5', '1', '3'] -> ((3/7 + 1) * (3 / (1/7 / 4/5)))
[78487] ['3/7', '4/9', '3/4', '1', '5'] -> ((5 + (1 / 3/7)) / (3/4 - 4/9))
[78488] ['1/7', '1/6', '5/8', '4', '7'] -> ((1/7 * 7) / ((1/6 * 4) - 5/8))
[78489] ['1/4', '7/9', '7/6', '7', '7'] -> (((7/6 / 1/4) + (7 + 7)) / 7/9)
[78490] ['1/4', '5/9', '6/7', '2', '4'] -> ((4 + (2 / (1/4 * 6/7))) / 5/9)
[78491] ['1', '4/3', '7/5', '3/2', '9'] -> ((4/3 * (1 + 7/5)) * (9 - 3/2))
[78492] ['5/7', '5/6', '9/5', '9', '9'] -> (5/6 * ((9/5 * 9) + (9 / 5/7)))
[78493] ['2/9', '2/3', '9/7', '4', '4'] -> ((9/7 * (2/3 + 4)) + (4 / 2/9))
[78494] ['1/6', '2/9', '1', '7/5', '7'] -> (7 / (2/9 + (1/6 / (1 + 7/5))))
[78495] ['5/6', '5/4', '9/7', '6', '6'] -> (6 * ((6 / 9/7) - (5/6 / 5/4)))
[78496] ['1', '6/5', '4/3', '3/2', '7'] -> (7 / ((3/2 / 4/3) - (1 / 6/5)))
[78497] ['1/4', '5/9', '7/8', '2', '4'] -> (4 / (5/9 - (7/8 / (1/4 + 2))))
[78498] ['7/8', '1', '1', '5/2', '8/3'] -> (1 / ((7/8 - 1) - (5/2 - 8/3)))
[78499] ['1/7', '3/7', '7/8', '1', '3'] -> (1 / ((1/7 / 3/7) - (7/8 / 3)))
[78500] ['2/9', '2/3', '7/5', '4', '4'] -> ((7/5 + 4) * (4 - (2/9 - 2/3)))
[78501] ['1', '4/3', '7/5', '9/4', '9'] -> (9/4 * (9 + ((1 + 4/3) / 7/5)))
[78502] ['1/6', '2/9', '1', '8/5', '7'] -> ((7 - (1 / 2/9)) / (1/6 / 8/5))
[78503] ['2/5', '5/6', '1', '8/7', '6'] -> ((1 + 6) * (8/7 / (2/5 * 5/6)))
[78504] ['2/3', '2/3', '1', '9/7', '2'] -> ((2/3 + 2) / ((1 / 9/7) - 2/3))
[78505] ['1/4', '5/9', '5/4', '2', '4'] -> (4 / ((5/9 * (2 - 5/4)) - 1/4))
[78506] ['1/7', '3/7', '1', '7/5', '3'] -> ((3/7 + (1 / 7/5)) / (1/7 / 3))
[78507] ['1/4', '7/9', '3/2', '7', '7'] -> ((3/2 / 1/4) + ((7 + 7) / 7/9))
[78508] ['5/6', '9/7', '7/5', '6', '6'] -> ((6 / (5/6 * 9/7)) / (7/5 / 6))
[78509] ['1', '6/5', '4/3', '7/3', '7'] -> (6/5 * (4/3 + (7/3 * (1 + 7))))
[78510] ['5/7', '5/6', '9/2', '9', '9'] -> ((9/2 + 9) + (9 / (5/7 / 5/6)))
[78511] ['1/4', '5/9', '9/7', '2', '4'] -> (4 / (5/9 - (2 * (1/4 / 9/7))))
[78512] ['2/3', '2/3', '1', '3/2', '2'] -> (2 / (((3/2 - 1) / 2/3) - 2/3))
[78513] ['1/7', '3/7', '1', '5/3', '3'] -> ((1 + 5/3) * (3 / (1/7 / 3/7)))
[78514] ['5/6', '9/7', '8/5', '6', '6'] -> (6 * ((6 / (5/6 * 9/7)) - 8/5))
[78515] ['1', '6/5', '4/3', '7/2', '7'] -> ((7/2 * 7) - (4/3 - (1 / 6/5)))
[78516] ['1', '4/3', '8/5', '7/4', '9'] -> (8/5 * ((7/4 * 9) - (1 / 4/3)))
[78517] ['2/3', '2/3', '1', '8/5', '2'] -> (2 / ((2/3 - 1) + (2/3 / 8/5)))
[78518] ['2/9', '5/7', '3/4', '4', '4'] -> (2/9 * ((4 / (3/4 - 5/7)) - 4))
[78519] ['1/9', '3/4', '4/5', '5', '7'] -> ((4/5 + (7 / (3/4 * 5))) / 1/9)
[78520] ['1/6', '1/4', '2/5', '1', '7'] -> ((7 / (1/4 + 1)) / (2/5 - 1/6))
[78521] ['1/7', '3/7', '1', '9/5', '3'] -> (9/5 * ((1 / (1/7 * 3/7)) - 3))
[78522] ['1/4', '5/9', '3/2', '2', '4'] -> (4 / (((5/9 * 3/2) / 2) - 1/4))
[78523] ['1/7', '1/6', '3/2', '4', '7'] -> (7 * (4 - ((1/7 / 1/6) / 3/2)))
[78524] ['5/7', '6/7', '8/9', '9', '9'] -> ((9 * (6/7 + 8/9)) - (5/7 - 9))
[78525] ['5/9', '3/5', '2', '2', '5/2'] -> ((2 + (2 / 3/5)) / (5/9 / 5/2))
[78526] ['2/3', '2/3', '1', '9/5', '2'] -> ((2/3 + 2) / (2/3 - (1 / 9/5)))
[78527] ['5/9', '3/5', '2', '2', '8/3'] -> ((2 / 5/9) / ((2 / 8/3) - 3/5))
[78528] ['3/7', '4/9', '1', '5/4', '5'] -> ((5 / (3/7 * 4/9)) - (1 + 5/4))
[78529] ['1/7', '3/7', '1', '5/2', '3'] -> ((1 + 5/2) * ((3 / 3/7) - 1/7))
[78530] ['1/4', '7/9', '9/4', '7', '7'] -> ((7 / 1/4) - (7 / (7/9 * 9/4)))
[78531] ['2/3', '2/3', '1', '2', '7/3'] -> (2 / (7/3 - (1 / (2/3 * 2/3))))
[78532] ['5/9', '3/5', '2', '2', '7/2'] -> (2 * ((7/2 / (5/9 / 2)) - 3/5))
[78533] ['1/7', '1/6', '7/4', '4', '7'] -> (7 / ((1/7 * 7/4) + (1/6 / 4)))
[78534] ['1/4', '5/9', '2', '5/2', '4'] -> ((2 + 4) + (5/2 / (1/4 * 5/9)))
[78535] ['5/6', '9/7', '9/4', '6', '6'] -> (9/7 * ((9/4 * 6) - (5/6 - 6)))
[78536] ['1/6', '1/4', '7/9', '1', '7'] -> ((1 + (7 / 7/9)) / (1/6 + 1/4))
[78537] ['5/9', '3/5', '2', '2', '9/2'] -> (3/5 + ((2 + 9/2) / (5/9 / 2)))
[78538] ['3/7', '4/9', '1', '7/5', '5'] -> ((1 + (5 / 7/5)) / (3/7 * 4/9))
[78539] ['2/9', '5/7', '7/8', '4', '4'] -> ((4 / (7/8 - 5/7)) - (2/9 * 4))
[78540] ['1', '6/5', '3/2', '7/4', '7'] -> ((1 + 7) * (7/4 + (3/2 / 6/5)))
[78541] ['2/3', '2/3', '1', '2', '9/2'] -> (9/2 * ((2 / (1 - 2/3)) - 2/3))
[78542] ['5/7', '6/7', '5/4', '9', '9'] -> (5/4 * ((6/7 / 5/7) + (9 + 9)))
[78543] ['1/7', '4/9', '3/5', '1', '3'] -> (((1 / (3/5 - 4/9)) - 3) / 1/7)
[78544] ['1', '6/5', '3/2', '9/4', '7'] -> ((3/2 / 6/5) + (7 * (1 + 9/4)))
[78545] ['1/9', '3/4', '6/5', '5', '7'] -> ((6/5 * 5) / (7 - (3/4 / 1/9)))
[78546] ['1', '7/5', '7/5', '7/4', '9'] -> (9 / (1 - (7/4 / (7/5 + 7/5))))
[78547] ['1/4', '4/7', '8/9', '2', '4'] -> (((2 * 4) / (4/7 - 1/4)) - 8/9)
[78548] ['5/7', '6/7', '8/5', '9', '9'] -> ((8/5 * (5/7 / 6/7)) * (9 + 9))
[78549] ['1/7', '4/9', '2/3', '1', '3'] -> (((2/3 + 3) + (1 / 1/7)) / 4/9)
[78550] ['5/6', '9/7', '9/2', '6', '6'] -> (6 / (5/6 - (9/2 / (9/7 * 6))))
[78551] ['1/9', '3/4', '9/7', '5', '7'] -> ((9/7 + (5 / 7)) / (1/9 * 3/4))
[78552] ['1/7', '4/9', '5/7', '1', '3'] -> (((5/7 + 1) / (1/7 * 4/9)) - 3)
[78553] ['5/7', '6/7', '5/3', '9', '9'] -> (9 * ((5/3 / (6/7 - 5/7)) - 9))
[78554] ['1/7', '4/9', '4/5', '1', '3'] -> ((3 / (1/7 * 4/5)) - (1 / 4/9))
[78555] ['5/6', '4/3', '9/4', '6', '6'] -> (6 / ((5/6 / 4/3) - (9/4 / 6)))
[78556] ['1', '7/5', '7/5', '7/2', '9'] -> (((7/2 * (1 + 9)) - 7/5) / 7/5)
[78557] ['1/6', '2/7', '2/5', '1', '7'] -> (((7 * (2/7 / 2/5)) - 1) / 1/6)
[78558] ['3/7', '4/9', '1', '8/3', '5'] -> (8/3 / ((1 / 3/7) - (4/9 * 5)))
[78559] ['1/7', '4/9', '5/6', '1', '3'] -> ((3 / 1/7) / ((5/6 / 4/9) - 1))
[78560] ['5/6', '7/5', '7/4', '6', '6'] -> ((6 * (5/6 * 7/5)) / (7/4 / 6))
[78561] ['1/7', '4/9', '6/7', '1', '3'] -> (6/7 / (1 - (3 * (1/7 / 4/9))))
[78562] ['1', '7/5', '3/2', '7/4', '9'] -> ((9 / 3/2) / ((7/4 / 7/5) - 1))
[78563] ['1/7', '1/5', '1/3', '4', '7'] -> ((1/5 + 1/3) * ((7 / 1/7) - 4))
[78564] ['5/6', '7/5', '9/4', '6', '6'] -> ((7/5 + (5/6 * 6)) * (6 - 9/4))
[78565] ['5/7', '7/8', '8/9', '9', '9'] -> ((9 + (9 / 7/8)) / (5/7 / 8/9))
[78566] ['5/9', '5/8', '6/5', '2', '2'] -> ((2 / 2) / ((5/9 * 6/5) - 5/8))
[78567] ['5/6', '7/5', '8/3', '6', '6'] -> ((6 * 6) / (8/3 - (5/6 * 7/5)))
[78568] ['5/7', '7/8', '9/8', '9', '9'] -> ((9 + (9 / 7/8)) / (5/7 * 9/8))
[78569] ['1', '6/5', '5/3', '5/2', '7'] -> (1 + (6/5 * (5/3 + (5/2 * 7))))
[78570] ['3/7', '1/2', '3/5', '1', '5'] -> ((1 + (3/5 / 3/7)) / (1/2 / 5))
[78571] ['2/5', '6/7', '1', '5/2', '6'] -> ((6/7 + 6) * (5/2 * (2/5 + 1)))
[78572] ['2/9', '5/7', '5/3', '4', '4'] -> (((4 / (5/7 / 5/3)) - 4) / 2/9)
[78573] ['5/6', '7/5', '7/2', '6', '6'] -> (6 + ((7/2 * 6) / (5/6 * 7/5)))
[78574] ['5/7', '7/8', '8/7', '9', '9'] -> (5/7 / ((8/7 / 9) - (7/8 / 9)))
[78575] ['1/7', '4/9', '1', '8/7', '3'] -> ((8/7 / 1/7) / ((4/9 * 3) - 1))
[78576] ['1/4', '4/5', '3/2', '7', '7'] -> (3/2 * ((1/4 + 7) + (7 / 4/5)))
[78577] ['2/5', '6/7', '1', '8/3', '6'] -> (6 / ((1 / (2/5 * 6/7)) - 8/3))
[78578] ['1', '6/5', '5/3', '7/2', '7'] -> ((7/2 * 7) - ((1 / 6/5) / 5/3))
[78579] ['5/7', '7/8', '7/6', '9', '9'] -> ((9 / 9) / (7/8 - (5/7 * 7/6)))
[78580] ['1', '7/5', '5/3', '7/2', '9'] -> ((9 + (1 / 5/3)) / (7/5 / 7/2))
[78581] ['1/4', '3/5', '7/8', '2', '4'] -> (4 / ((7/8 / 1/4) - (2 / 3/5)))
[78582] ['1/6', '2/7', '1', '9/8', '7'] -> (1 / ((1/6 - 2/7) + (9/8 / 7)))
[78583] ['1/9', '3/4', '7/2', '5', '7'] -> (((7/2 / 3/4) + (5 - 7)) / 1/9)
[78584] ['2/3', '5/7', '1', '2', '7/3'] -> (((7/3 / (5/7 - 2/3)) - 1) / 2)
[78585] ['2/5', '6/7', '1', '7/2', '6'] -> ((7/2 * 6) * ((6/7 / 2/5) - 1))
[78586] ['5/9', '5/8', '4/3', '2', '2'] -> ((4/3 + 2) / (2 * (5/8 - 5/9)))
[78587] ['1/4', '4/5', '7/4', '7', '7'] -> ((7 + (7 / (1/4 * 4/5))) / 7/4)
[78588] ['1', '7/5', '5/3', '9/2', '9'] -> (9 + (9/2 * (1 + (7/5 * 5/3))))
[78589] ['1/4', '3/5', '8/9', '2', '4'] -> ((4 / (1/4 * 3/5)) / (2 - 8/9))
[78590] ['5/6', '8/5', '7/2', '6', '6'] -> ((6 * (5/6 + (6 / 8/5))) - 7/2)
[78591] ['5/9', '5/8', '7/5', '2', '2'] -> (2 / (5/9 * (7/5 - (5/8 * 2))))
[78592] ['1', '7/5', '7/4', '9/5', '9'] -> (((1 + 7/5) * (7/4 + 9)) - 9/5)
[78593] ['1/7', '4/9', '1', '5/4', '3'] -> ((3 / (1/7 / 5/4)) - (1 / 4/9))
[78594] ['2/3', '5/7', '1', '2', '8/3'] -> (8/3 / ((1 / (2 - 5/7)) - 2/3))
[78595] ['3/7', '1/2', '5/6', '1', '5'] -> (((5/6 + (5 / 3/7)) / 1/2) - 1)
[78596] ['2/5', '7/8', '7/8', '1', '6'] -> (6 / (7/8 - (7/8 / (2/5 + 1))))
[78597] ['5/6', '5/3', '7/4', '6', '6'] -> (6 * ((5/6 / (7/4 - 5/3)) - 6))
[78598] ['1/7', '1/5', '2/3', '4', '7'] -> (2/3 + (4 / (1/7 + (1/5 / 7))))
[78599] ['1/9', '7/9', '5/6', '5', '7'] -> ((1/9 / (5/6 - 7/9)) * (5 + 7))
[78600] ['5/7', '7/8', '4/3', '9', '9'] -> (7/8 * (9 + (9 * (5/7 + 4/3))))
[78601] ['2/9', '5/7', '8/3', '4', '4'] -> ((((8/3 + 4) / 5/7) - 4) / 2/9)
[78602] ['5/6', '5/3', '9/4', '6', '6'] -> (6 + (9/4 * (6 + (5/3 / 5/6))))
[78603] ['1/7', '4/9', '1', '3/2', '3'] -> (3/2 + ((3 + (1 / 1/7)) / 4/9))
[78604] ['1/4', '3/5', '9/7', '2', '4'] -> (((4 / 3/5) - 2) / (1/4 / 9/7))
[78605] ['3/7', '1/2', '1', '7/6', '5'] -> ((1 + 5) / (7/6 * (3/7 * 1/2)))
[78606] ['2/3', '3/4', '6/7', '1', '2'] -> (2 / (2/3 * (1 - (3/4 / 6/7))))
[78607] ['5/6', '9/5', '8/3', '6', '6'] -> ((6 * (9/5 + (8/3 / 5/6))) - 6)
[78608] ['3/7', '1/2', '1', '6/5', '5'] -> (5 * ((1 / 1/2) + (6/5 / 3/7)))
[78609] ['1/6', '2/7', '1', '8/3', '7'] -> ((2/7 * 7) + ((1 + 8/3) / 1/6))
[78610] ['1/7', '1/5', '7/8', '4', '7'] -> (((1/7 * 7) + (4 / 1/5)) / 7/8)
[78611] ['1', '7/5', '7/4', '9/2', '9'] -> (9 + ((1 + 7/5) * (7/4 + 9/2)))
[78612] ['1', '6/5', '9/5', '9/4', '7'] -> (9/4 * ((7 / (9/5 - 6/5)) - 1))
[78613] ['3/7', '1/2', '1', '5/4', '5'] -> ((5 / 5/4) / ((1/2 / 3/7) - 1))
[78614] ['2/3', '3/4', '1', '8/7', '2'] -> ((2 / 2/3) / ((1 / 8/7) - 3/4))
[78615] ['5/6', '9/4', '9/4', '6', '6'] -> (6 * ((5/6 * 6) - (9/4 / 9/4)))
[78616] ['1/7', '4/9', '1', '9/5', '3'] -> (((3 / (1/7 * 9/5)) - 1) / 4/9)
[78617] ['1/4', '5/8', '5/7', '2', '4'] -> ((2 + (4 / 5/8)) / (1/4 / 5/7))
[78618] ['1/7', '1/5', '8/9', '4', '7'] -> ((4 - 8/9) * (7 + (1/7 / 1/5)))
[78619] ['2/5', '7/8', '1', '4/3', '6'] -> ((1 + (6 / (2/5 / 4/3))) / 7/8)
[78620] ['1/9', '7/9', '5/4', '5', '7'] -> ((5 * ((7 / 5/4) - 7/9)) - 1/9)
[78621] ['1/4', '5/6', '7/8', '7', '7'] -> (((7 / 1/4) - (7 / 7/8)) / 5/6)
[78622] ['2/9', '3/4', '7/8', '4', '4'] -> (((3/4 * 4) + (4 / 2/9)) / 7/8)
[78623] ['5/7', '7/8', '9/4', '9', '9'] -> (9 / ((5/7 * 7/8) - (9/4 / 9)))
[78624] ['1', '7/5', '9/5', '8/3', '9'] -> ((9/5 + (7/5 * 9)) * (8/3 - 1))
[78625] ['2/5', '7/8', '1', '9/5', '6'] -> (((9/5 / 2/5) - 1) / (7/8 / 6))
[78626] ['2/9', '3/4', '8/7', '4', '4'] -> (8/7 * ((3/4 * 4) + (4 / 2/9)))
[78627] ['5/7', '7/8', '7/3', '9', '9'] -> (7/8 * ((5/7 * 9) + (7/3 * 9)))
[78628] ['6/7', '6/7', '7/8', '6', '6'] -> ((6 / (6/7 + 6/7)) / (7/8 / 6))
[78629] ['1/7', '4/9', '1', '3', '7/2'] -> (3 / ((7/2 * (1/7 / 4/9)) - 1))
[78630] ['1/4', '5/6', '8/7', '7', '7'] -> (((7 / 1/4) - (8/7 * 7)) / 5/6)
[78631] ['1', '7/5', '9/5', '9/2', '9'] -> ((1 + (7/5 / 9/5)) * (9/2 + 9))
[78632] ['1/6', '1/3', '1', '8/7', '7'] -> ((1 + (1/3 / 1/6)) * (8/7 * 7))
[78633] ['2/9', '3/4', '5/4', '4', '4'] -> ((4 / 2/9) + (4 + (3/4 + 5/4)))
[78634] ['1/4', '5/8', '8/7', '2', '4'] -> ((4 + (5/8 * 2)) / (1/4 / 8/7))
[78635] ['1', '6/5', '9/4', '7/3', '7'] -> (6/5 * ((9/4 * (7/3 + 7)) - 1))
[78636] ['6/7', '6/7', '8/9', '6', '6'] -> (6/7 / ((6 / 6) - (6/7 / 8/9)))
[78637] ['2/5', '7/8', '1', '7/3', '6'] -> (6 / (2/5 * (1 - (7/8 / 7/3))))
[78638] ['5/9', '2/3', '7/9', '2', '2'] -> ((2 * (2/3 + 2)) / (7/9 - 5/9))
[78639] ['1/4', '5/6', '6/5', '7', '7'] -> ((((7 / 1/4) - 7) / 5/6) - 6/5)
[78640] ['1/9', '7/9', '5/2', '5', '7'] -> ((5 + 7) / (7/9 - (1/9 * 5/2)))
[78641] ['2/9', '3/4', '7/5', '4', '4'] -> (2/9 / (3/4 - (4 / (7/5 + 4))))
[78642] ['1/4', '5/8', '9/7', '2', '4'] -> ((5/8 + 2) * (4 + (9/7 / 1/4)))
[78643] ['6/7', '6/7', '9/8', '6', '6'] -> (6/7 / ((6 / 6) - (6/7 * 9/8)))
[78644] ['1/4', '5/6', '5/4', '7', '7'] -> (7 / ((1/4 * (7 - 5/6)) - 5/4))
[78645] ['2/3', '7/9', '7/9', '1', '2'] -> (((7/9 + 2) / (7/9 - 2/3)) - 1)
[78646] ['1', '7/5', '9/4', '9/2', '9'] -> (9 / (9/4 - (9/2 / (1 + 7/5))))
[78647] ['2/9', '3/4', '8/5', '4', '4'] -> (8/5 * ((4 / 2/9) - (3/4 * 4)))
[78648] ['6/7', '6/7', '8/5', '6', '6'] -> ((6 + (6/7 + 6)) / (6/7 / 8/5))
[78649] ['1/4', '5/6', '9/7', '7', '7'] -> (7 / (1/4 * (9/7 - (5/6 / 7))))
[78650] ['1/7', '1/5', '9/4', '4', '7'] -> (4 + (7 / (1/7 * (1/5 + 9/4))))
[78651] ['1/9', '4/5', '4/5', '5', '7'] -> (((4/5 / 1/9) + (5 + 7)) / 4/5)
[78652] ['8/9', '1', '1', '9/8', '5/3'] -> ((1 + 5/3) / (8/9 * (9/8 - 1)))
[78653] ['1/7', '1/2', '3/4', '1', '3'] -> ((3 / (1/7 * 1/2)) / (3/4 + 1))
[78654] ['1/4', '5/8', '9/5', '2', '4'] -> (4 + ((9/5 + (2 / 5/8)) / 1/4))
[78655] ['1', '6/5', '9/4', '7/2', '7'] -> (((1 + 7/2) / (6/5 / 7)) - 9/4)
[78656] ['2/3', '7/9', '6/7', '1', '2'] -> ((2/3 + 2) / (7/9 * (1 - 6/7)))
[78657] ['5/9', '2/3', '7/8', '2', '2'] -> ((2 / 2) / (7/8 - (5/9 / 2/3)))
[78658] ['1', '7/5', '7/3', '8/3', '9'] -> (9 / (1 - (7/3 / (7/5 * 8/3))))
[78659] ['1/7', '1/5', '7/3', '4', '7'] -> (7/3 * ((4 + 7) - (1/7 / 1/5)))
[78660] ['6/7', '6/7', '9/5', '6', '6'] -> (6/7 + (9/5 * (6 + (6/7 + 6))))
[78661] ['1/9', '4/5', '5/6', '5', '7'] -> (((4/5 * 5/6) - (5 - 7)) / 1/9)
[78662] ['1/4', '5/8', '2', '7/3', '4'] -> (2 / ((1/4 + 7/3) - (5/8 * 4)))
[78663] ['1/6', '3/8', '5/9', '1', '7'] -> (7 / ((5/9 / (1 - 1/6)) - 3/8))
[78664] ['6/7', '6/7', '8/3', '6', '6'] -> ((8/3 * 6) + ((6/7 + 6) / 6/7))
[78665] ['2/3', '7/9', '1', '7/6', '2'] -> (2/3 / (1 - ((7/9 + 7/6) / 2)))
[78666] ['1/4', '2/3', '5/7', '2', '4'] -> ((2 - 5/7) / (1/4 / (2/3 + 4)))
[78667] ['1', '7/5', '5/2', '9/2', '9'] -> ((5/2 * (9 + (1 + 7/5))) - 9/2)
[78668] ['2/9', '3/4', '7/2', '4', '4'] -> (3/4 * ((7/2 * 4) + (4 / 2/9)))
[78669] ['8/9', '1', '1', '9/8', '9/4'] -> ((1 + (8/9 * 9/4)) / (9/8 - 1))
[78670] ['1/6', '3/8', '4/5', '1', '7'] -> (7 / ((4/5 * (1 - 1/6)) - 3/8))
[78671] ['6/7', '7/8', '7/8', '6', '6'] -> ((6 / (6/7 / 6)) / (7/8 + 7/8))
[78672] ['2/9', '3/4', '4', '4', '9/2'] -> (((9/2 + (4 / 4)) / 2/9) - 3/4)
[78673] ['1/4', '5/6', '9/5', '7', '7'] -> ((9/5 / 1/4) + ((7 + 7) / 5/6))
[78674] ['5/7', '8/9', '5/4', '9', '9'] -> ((8/9 * 5/4) * (9 + (9 / 5/7)))
[78675] ['3/7', '5/9', '4/7', '1', '5'] -> ((5 / ((3/7 / 5/9) - 4/7)) - 1)
[78676] ['1/9', '4/5', '9/8', '5', '7'] -> ((7 - (4/5 * 5)) / (1/9 * 9/8))
[78677] ['2/5', '8/9', '1', '6/5', '6'] -> (6 / ((2/5 / 8/9) + (1 - 6/5)))
[78678] ['1/7', '2/9', '2/9', '4', '7'] -> ((4 * 7) * ((2/9 / 2/9) - 1/7))
[78679] ['1/4', '2/3', '7/5', '2', '4'] -> (((4 / (2 - 7/5)) - 2/3) / 1/4)
[78680] ['2/9', '7/9', '9/8', '4', '4'] -> ((7/9 / 2/9) + (4 * (9/8 + 4)))
[78681] ['2/3', '7/9', '1', '8/5', '2'] -> (2/3 / (1 - (2 * (7/9 / 8/5))))
[78682] ['5/9', '2/3', '5/3', '2', '2'] -> ((5/3 + (2 / 2)) / (2/3 - 5/9))
[78683] ['1/4', '5/6', '7/3', '7', '7'] -> (7 / (1/4 * (5/6 + (7/3 / 7))))
[78684] ['1', '6/5', '9/2', '9/2', '7'] -> (6/5 * ((7 * (9/2 - 1)) - 9/2))
[78685] ['8/9', '1', '1', '9/8', '7/2'] -> (8/9 * ((7/2 / (9/8 - 1)) - 1))
[78686] ['5/9', '2/3', '9/5', '2', '2'] -> ((2/3 + 2) / (5/9 * (2 - 9/5)))
[78687] ['6/7', '7/8', '9/7', '6', '6'] -> (7/8 * ((6 * (6 - 9/7)) - 6/7))
[78688] ['1', '3/2', '7/4', '9/5', '9'] -> ((1 + (9 / 9/5)) / (7/4 - 3/2))
[78689] ['6/7', '7/8', '4/3', '6', '6'] -> ((6 * 6) * ((4/3 / 7/8) - 6/7))
[78690] ['1/4', '5/7', '7/9', '2', '4'] -> (4 / (7/9 * (5/7 - (1/4 * 2))))
[78691] ['2/5', '8/9', '1', '7/5', '6'] -> ((8/9 * 6) * (1 + (7/5 / 2/5)))
[78692] ['1/6', '2/5', '3/7', '1', '7'] -> ((3/7 + 1) * (7 / (1/6 / 2/5)))
[78693] ['1/9', '4/5', '9/7', '5', '7'] -> (((7 - 4/5) / (9/7 / 5)) - 1/9)
[78694] ['2/3', '7/9', '1', '2', '7/2'] -> (2/3 / ((7/9 + 1) - (7/2 / 2)))
[78695] ['1', '5/4', '5/4', '5/3', '7'] -> ((5/4 * (1 + 7)) / (5/3 - 5/4))
[78696] ['1/4', '6/7', '6/7', '7', '7'] -> ((6/7 / 1/4) / ((7 / 7) - 6/7))
[78697] ['3/7', '5/9', '4/5', '1', '5'] -> (((5 / 3/7) - 1) / (5/9 * 4/5))
[78698] ['2/3', '7/9', '1', '2', '9/2'] -> ((7/9 + 1) * (9/2 / (2/3 / 2)))
[78699] ['6/7', '7/8', '8/5', '6', '6'] -> ((6 + (6 / 7/8)) / (6/7 / 8/5))
[78700] ['2/5', '8/9', '1', '5/3', '6'] -> (6 / (1 - (5/3 * (2/5 / 8/9))))
[78701] ['2/9', '4/5', '4/5', '4', '4'] -> ((4 / 2/9) + ((4/5 + 4) / 4/5))
[78702] ['5/7', '8/9', '7/4', '9', '9'] -> ((8/9 * 7/4) * (9 + (5/7 * 9)))
[78703] ['3/7', '5/9', '5/6', '1', '5'] -> (((5 / (3/7 * 5/9)) - 1) / 5/6)
[78704] ['1/4', '5/7', '7/8', '2', '4'] -> (((5/7 * 2) + (4 / 7/8)) / 1/4)
[78705] ['1/6', '2/5', '5/9', '1', '7'] -> ((1 + (7 / 5/9)) / (1/6 + 2/5))
[78706] ['2/3', '4/5', '5/6', '1', '2'] -> ((2 + (1 / 5/6)) / (4/5 - 2/3))
[78707] ['6/7', '7/8', '5/3', '6', '6'] -> ((7/8 * 6) * (6 - (6/7 * 5/3)))
[78708] ['1', '5/4', '5/4', '9/5', '7'] -> (5/4 + (7 * (1 + (5/4 * 9/5))))
[78709] ['5/7', '8/9', '9/5', '9', '9'] -> (8/9 * (9/5 + ((9 + 9) / 5/7)))
[78710] ['2/5', '8/9', '1', '7/4', '6'] -> (6 / (2/5 * (7/4 - (1 / 8/9))))
