[35805] ['7/6', '7/6', '9/5', '2', '8'] -> (8 / ((9/5 * (2 - 7/6)) - 7/6))
[43915] ['4/7', '3/4', '9/8', '7', '7'] -> ((7 - 4/7) * (7 / (3/4 + 9/8)))
[43916] ['1/5', '4/9', '5/3', '3', '3'] -> ((3 / (4/9 - (1/5 * 5/3))) - 3)
[43917] ['2/7', '7/5', '4', '9/2', '7'] -> ((7/5 * ((7 / 2/7) - 9/2)) - 4)
[43918] ['1/8', '7/9', '9/8', '9', '9'] -> ((9 + 9) / ((7/9 * 9/8) - 1/8))
[43919] ['1/7', '7/9', '1', '7/5', '4'] -> ((7/5 + 4) * ((7/9 / 1/7) - 1))
[43920] ['4/5', '8/7', '8/5', '7', '9'] -> (8/7 * ((4/5 + 9) + (8/5 * 7)))
[43921] ['4/9', '2/3', '9/7', '7', '8'] -> ((7 * (2/3 * 9/7)) + (8 / 4/9))
[43922] ['4/5', '8/7', '5/4', '4', '8'] -> (4 * ((8 / 8/7) - (4/5 * 5/4)))
[43923] ['6/7', '7/8', '8/9', '2', '3'] -> ((2 / (7/8 * 3)) / (8/9 - 6/7))
[43924] ['4/7', '3/4', '8/7', '7', '7'] -> ((8/7 * 7) * (7 * (4/7 * 3/4)))
[43925] ['3/7', '2/3', '8/5', '5', '5'] -> (8/5 * ((2/3 * 5) + (5 / 3/7)))
[43926] ['1/2', '5/9', '5/7', '2', '7'] -> ((5/7 + 7) * (2 + (5/9 / 1/2)))
[43927] ['4/5', '8/7', '5/3', '7', '9'] -> (8/7 / ((4/5 * 5/3) - (9 / 7)))
[43928] ['2/7', '3/2', '9/5', '4', '7'] -> (4 / (2/7 - ((3/2 / 9/5) / 7)))
[43929] ['4/5', '8/7', '9/7', '4', '8'] -> (((4 / 4/5) - 8/7) / (9/7 / 8))
[43930] ['5/6', '9/8', '6/5', '5', '7'] -> (6/5 / ((7 / 5) - (9/8 / 5/6)))
[43931] ['3/7', '2/3', '7/4', '5', '5'] -> ((5 + 5) / (7/4 * (2/3 - 3/7)))
[43932] ['1/2', '5/9', '4/5', '2', '7'] -> ((4/5 - 2) + (7 / (1/2 * 5/9)))
[43933] ['4/5', '8/7', '7/4', '7', '9'] -> ((4/5 * 7/4) * (9 + (8/7 + 7)))
[43934] ['4/7', '3/4', '6/5', '7', '7'] -> (6/5 * ((3/4 + 7) + (7 / 4/7)))
[43935] ['1/5', '7/8', '1', '8/7', '9'] -> ((9 / (1/5 * 7/8)) / (1 + 8/7))
[43936] ['2/7', '8/5', '5/3', '4', '7'] -> ((8/5 + (2/7 * 7)) * (5/3 * 4))
[43937] ['1/7', '7/9', '1', '9/5', '4'] -> (4 * ((7/9 / 1/7) + (1 / 9/5)))
[43938] ['6/7', '7/8', '7/5', '2', '3'] -> (7/5 / ((2 / (3 - 6/7)) - 7/8))
[43939] ['3/7', '2/3', '5/2', '5', '5'] -> (2/3 + ((5 * 5) / (3/7 * 5/2)))
[43940] ['1/7', '2/5', '3/7', '4', '8'] -> ((4 / 2/5) + (8 / (1/7 + 3/7)))
[43941] ['4/9', '2/3', '9/5', '7', '8'] -> (9/5 * ((8 / 4/9) - (2/3 * 7)))
[43942] ['2/7', '8/5', '9/5', '4', '7'] -> ((4 + (7 / (2/7 / 8/5))) / 9/5)
[43943] ['5/6', '9/8', '7/5', '5', '7'] -> ((5 / 7) / (5/6 - (9/8 / 7/5)))
[43944] ['6/5', '9/7', '9/7', '2', '6'] -> (((9/7 * 2) / (9/7 - 6/5)) - 6)
[43945] ['3/7', '2/3', '8/3', '5', '5'] -> ((5 - 3/7) * (5 + (2/3 / 8/3)))
[43946] ['1/8', '7/9', '4/3', '9', '9'] -> ((4/3 + (9 / 9)) / (1/8 * 7/9))
[43947] ['4/7', '3/4', '3/2', '7', '7'] -> (((7 + 7) / 4/7) - (3/4 / 3/2))
[43948] ['1/5', '4/9', '3', '3', '9/2'] -> ((4/9 * 9/2) * ((3 / 1/5) - 3))
[43949] ['6/5', '9/7', '4/3', '2', '6'] -> ((9/7 * 6) * (2 + (4/3 / 6/5)))
[43950] ['1/7', '2/5', '5/9', '4', '8'] -> ((5/9 * 4) * (8 + (2/5 / 1/7)))
[43951] ['1/7', '7/9', '1', '7/2', '4'] -> ((7/2 * (7/9 + 1)) * (4 - 1/7))
[43952] ['1/7', '4/3', '8/5', '6', '8'] -> ((6 - 4/3) * (1/7 + (8 / 8/5)))
[43953] ['1/5', '1/2', '5/9', '3', '3'] -> (((3 / 5/9) - 3) / (1/5 * 1/2))
[43954] ['5/6', '9/8', '5/3', '5', '7'] -> ((7 + (5 / 5/6)) / (5/3 - 9/8))
[43955] ['4/9', '5/7', '5/7', '7', '8'] -> ((7 - (5/7 / 5/7)) + (8 / 4/9))
[43956] ['3/7', '5/7', '3/4', '5', '5'] -> ((5 - 3/7) * (5 / (5/7 / 3/4)))
[43957] ['6/7', '7/8', '5/3', '2', '3'] -> ((2 / (7/8 - 6/7)) / (5/3 + 3))
[43958] ['1/7', '2/5', '5/8', '4', '8'] -> ((4 / (1/7 / 2/5)) + (8 / 5/8))
[43959] ['2/7', '8/5', '8/3', '4', '7'] -> ((8/5 + (2/7 * 7)) * (8/3 + 4))
[43960] ['4/5', '8/7', '9/2', '7', '9'] -> (7 * ((8/7 / 4/5) + (9 / 9/2)))
[43961] ['3/7', '5/7', '7/9', '5', '5'] -> (((5 / 3/7) + (5 / 5/7)) / 7/9)
[43962] ['4/7', '3/4', '9/5', '7', '7'] -> (9/5 * ((4/7 * 7) + (7 / 3/4)))
[43963] ['1/7', '2/5', '2/3', '4', '8'] -> (8 / (1/7 * (4 - (2/3 / 2/5))))
[43964] ['4/5', '7/6', '9/7', '4', '8'] -> (8 * ((4 / (4/5 * 7/6)) - 9/7))
[43965] ['1/8', '7/9', '5/3', '9', '9'] -> (7/9 / (1/8 - (5/3 / (9 + 9))))
[43966] ['4/5', '7/6', '7/6', '7', '9'] -> ((7 * 9) / (7/6 + (7/6 / 4/5)))
[43967] ['3/7', '5/7', '8/9', '5', '5'] -> ((5 + (5 / (3/7 * 5/7))) / 8/9)
[43968] ['4/7', '3/4', '9/2', '7', '7'] -> (9/2 * ((7 / 3/4) - (4/7 * 7)))
[43969] ['1/7', '4/3', '9/2', '6', '8'] -> ((6 - 4/3) * (8 * (1/7 * 9/2)))
[43970] ['6/7', '8/9', '8/9', '2', '3'] -> (8/9 / ((8/9 / 6/7) + (2 - 3)))
[43971] ['1/2', '5/9', '9/5', '2', '7'] -> ((7 - (5/9 * 9/5)) / (1/2 / 2))
[43972] ['5/6', '8/7', '6/5', '5', '7'] -> (7 * (((5 - 8/7) / 5/6) - 6/5))
[43973] ['1/8', '7/9', '9/4', '9', '9'] -> (((7/9 * 9) - (9 / 9/4)) / 1/8)
[43974] ['3/7', '5/7', '4/3', '5', '5'] -> ((5 - 3/7) * (5 / (5/7 * 4/3)))
[43975] ['4/5', '7/6', '9/4', '4', '8'] -> ((4/5 * 9/4) * (4 + (7/6 * 8)))
[43976] ['1/7', '4/5', '1', '4/3', '4'] -> ((4/5 + 1) * (4 + (4/3 / 1/7)))
[43977] ['1/5', '7/8', '1', '9/2', '9'] -> (9 / ((7/8 + 9/2) - (1 / 1/5)))
[43978] ['1/5', '1/2', '8/9', '3', '3'] -> (8/9 * ((3 / (1/5 * 1/2)) - 3))
[43979] ['6/5', '9/7', '2', '8/3', '6'] -> ((9/7 * 8/3) * (2 + (6 / 6/5)))
[43980] ['1/2', '5/9', '2', '5/2', '7'] -> (2 * ((1/2 + 7) + (5/2 / 5/9)))
[43981] ['4/9', '5/7', '7/6', '7', '8'] -> (7 / ((4/9 / 7/6) - (5/7 / 8)))
[43982] ['4/7', '7/9', '6/7', '7', '7'] -> ((7 + (7 / 7/9)) / (4/7 / 6/7))
[43983] ['5/6', '8/7', '8/5', '5', '7'] -> ((5/6 * 7) * ((8/7 * 5) - 8/5))
[43984] ['1/7', '4/5', '1', '7/4', '4'] -> ((1 + (4 / 4/5)) / (1/7 * 7/4))
[43985] ['1/5', '1/2', '7/6', '3', '3'] -> ((3 + (3 / (1/2 + 7/6))) / 1/5)
[43986] ['1/8', '4/5', '4/5', '9', '9'] -> ((9 + (4/5 * 9)) / (4/5 - 1/8))
[43987] ['1/7', '7/5', '9/4', '6', '8'] -> (7/5 * ((9/4 * 8) - (1/7 * 6)))
[43988] ['4/9', '5/7', '6/5', '7', '8'] -> ((7 * (5/7 * 6/5)) + (8 / 4/9))
[43989] ['6/5', '9/7', '2', '9/2', '6'] -> ((6/5 * 9/2) * (6 - (2 / 9/7)))
[43990] ['2/7', '9/5', '9/4', '4', '7'] -> ((9/5 / 9/4) * (7 * (2/7 + 4)))
[43991] ['5/6', '8/7', '5/3', '5', '7'] -> ((8/7 * 7) * (5 - (5/3 / 5/6)))
[43992] ['4/5', '5/4', '9/7', '4', '8'] -> ((8 / (9/7 - (4/5 * 5/4))) - 4)
[43993] ['1/5', '1/2', '9/7', '3', '3'] -> ((3 - 1/5) / (1/2 / (9/7 + 3)))
[43994] ['1/7', '2/5', '7/6', '4', '8'] -> (7/6 * ((1/7 * 4) + (8 / 2/5)))
[43995] ['1/8', '4/5', '5/6', '9', '9'] -> ((9 - (9 * (4/5 * 5/6))) / 1/8)
[43996] ['3/7', '5/7', '9/2', '5', '5'] -> (9/2 * (5 + (5/7 / (3/7 * 5))))
[43997] ['1/7', '4/5', '1', '9/4', '4'] -> (((4 - 1) / (1/7 * 4/5)) - 9/4)
[43998] ['1/7', '7/5', '5/2', '6', '8'] -> ((5/2 * 6) * (8 * (1/7 * 7/5)))
[43999] ['3/7', '3/4', '3/4', '5', '5'] -> ((3/4 - (3/4 / 3/7)) + (5 * 5))
[44000] ['1/5', '8/9', '1', '6/5', '9'] -> ((1/5 * 9) / (6/5 - (1 / 8/9)))
[44001] ['4/5', '7/6', '9/2', '7', '9'] -> (9 / ((7 / 7/6) - (9/2 / 4/5)))
[44002] ['2/7', '9/5', '8/3', '4', '7'] -> ((8/3 + 4) * (7 * (2/7 * 9/5)))
[44003] ['1/5', '1/2', '5/3', '3', '3'] -> ((3 + (3 / (1/5 * 5/3))) / 1/2)
[44004] ['4/9', '5/7', '3/2', '7', '8'] -> (8 / (7 * (5/7 - (4/9 * 3/2))))
[44005] ['3/7', '3/4', '7/9', '5', '5'] -> ((5 + 5) / (3/4 - (3/7 * 7/9)))
[44006] ['1/7', '2/5', '4/3', '4', '8'] -> ((2/5 + 8) * ((4 / 4/3) - 1/7))
[44007] ['4/7', '7/9', '7/6', '7', '7'] -> ((7 + (7 / 7/9)) / (4/7 * 7/6))
[44008] ['4/5', '6/5', '9/7', '7', '9'] -> (((6/5 + 9) + (9/7 * 7)) / 4/5)
[44009] ['3/7', '3/4', '4/5', '5', '5'] -> (5 * ((5 / 3/4) - (4/5 / 3/7)))
[44010] ['1/7', '3/2', '5/3', '6', '8'] -> ((8 / 1/7) / ((6 / 3/2) - 5/3))
[44011] ['1/2', '4/7', '9/8', '2', '7'] -> (2 * (((1/2 + 7) / 4/7) - 9/8))
[44012] ['1/5', '1/2', '7/3', '3', '3'] -> ((1/5 + 3) * (1/2 + (7/3 * 3)))
[44013] ['4/7', '7/9', '5/4', '7', '7'] -> ((5/4 + 7) + (7 / (4/7 * 7/9)))
[44014] ['4/5', '9/7', '7/4', '4', '8'] -> (7/4 * (((4 + 8) / 4/5) - 9/7))
[44015] ['1/7', '2/5', '7/4', '4', '8'] -> ((4 + (8 / 7/4)) / (1/7 / 2/5))
[44016] ['4/7', '7/9', '9/7', '7', '7'] -> ((4/7 * 7) * (7 - (7/9 * 9/7)))
[44017] ['4/9', '5/7', '7/4', '7', '8'] -> ((4/9 * 8) * (7/4 + (5/7 * 7)))
[44018] ['5/6', '7/6', '9/5', '5', '7'] -> ((5 * (7 - 9/5)) - (5/6 + 7/6))
[44019] ['1/8', '4/5', '5/4', '9', '9'] -> ((9 + (9 / 5/4)) / (4/5 - 1/8))
[44020] ['4/5', '9/7', '9/5', '4', '8'] -> ((8 / ((4/5 + 9/7) - 9/5)) - 4)
[44021] ['4/5', '5/4', '5/4', '7', '9'] -> (5/4 * ((5/4 * (7 + 9)) - 4/5))
[44022] ['1/5', '5/9', '4/7', '3', '3'] -> ((3 + (3 / 5/9)) / (1/5 / 4/7))
[44023] ['3/7', '3/4', '8/9', '5', '5'] -> ((3/4 * 8/9) + ((5 + 5) / 3/7))
[44024] ['4/7', '7/9', '4/3', '7', '7'] -> (((4/7 * 7) - 4/3) / (7/9 / 7))
[44025] ['1/5', '8/9', '1', '9/4', '9'] -> (9 + ((1 + (8/9 * 9/4)) / 1/5))
[44026] ['1/7', '5/6', '1', '5/4', '4'] -> (5/6 * ((1 / 5/4) + (4 / 1/7)))
[44027] ['2/7', '4', '9/2', '9/2', '7'] -> (((7 + (9/2 / 9/2)) / 2/7) - 4)
[44028] ['4/5', '9/7', '7/3', '4', '8'] -> ((4/5 + 4) * (8 - (9/7 * 7/3)))
[44029] ['4/9', '5/7', '5/2', '7', '8'] -> ((4/9 * 7) * (8 - (5/7 / 5/2)))
[44030] ['4/5', '5/4', '4/3', '7', '9'] -> ((7 + 9) / (5/4 * (4/3 - 4/5)))
[44031] ['1/7', '3/2', '9/2', '6', '8'] -> (8 * (3/2 + (1/7 * (9/2 + 6))))
[44032] ['1/8', '4/5', '4/3', '9', '9'] -> (((9 / 4/5) - 9) / (1/8 / 4/3))
[44033] ['1/2', '3/5', '3/4', '2', '7'] -> ((1/2 / 3/4) + (7 / (3/5 / 2)))
[44034] ['4/7', '7/9', '3/2', '7', '7'] -> ((7 * (4/7 / 7/9)) / (3/2 / 7))
[44035] ['4/5', '5/4', '7/5', '7', '9'] -> ((5/4 + 7) + (9 / (4/5 / 7/5)))
[44036] ['1/7', '8/5', '5/3', '6', '8'] -> ((8 / (1/7 * 5/3)) - (8/5 * 6))
[44037] ['1/5', '5/9', '3/4', '3', '3'] -> ((5/9 + 3) * (3 + (3/4 / 1/5)))
[44038] ['6/5', '7/4', '2', '8/3', '6'] -> (6 / ((2 / (6/5 / 7/4)) - 8/3))
[44039] ['4/7', '7/9', '8/5', '7', '7'] -> ((4/7 * (7/9 + 7)) * (7 - 8/5))
[44040] ['1/7', '5/6', '1', '5/3', '4'] -> ((4 / (1/7 / 5/6)) - (1 - 5/3))
[44041] ['4/9', '5/7', '9/2', '7', '8'] -> (8 * ((5/7 * 7) - (4/9 * 9/2)))
[44042] ['1/5', '5/9', '4/5', '3', '3'] -> (4/5 * (3 + (3 / (1/5 * 5/9))))
[44043] ['6/7', '8/9', '2', '3', '7/2'] -> ((8/9 * 2) * (7/2 * (6/7 + 3)))
[44044] ['1/7', '8/5', '7/4', '6', '8'] -> ((6 / 8/5) + (8 + (7/4 / 1/7)))
[44045] ['1/8', '4/5', '7/4', '9', '9'] -> ((7/4 + (9 / (4/5 * 9))) / 1/8)
[44046] ['4/5', '9/7', '4', '9/2', '8'] -> ((9/2 / (9/7 / 4)) + (8 / 4/5))
[44047] ['4/5', '5/4', '9/5', '7', '9'] -> (((7 / 5/4) - 4/5) / (9/5 / 9))
[44048] ['1/7', '5/6', '1', '9/5', '4'] -> (5/6 * ((4 / 1/7) - (1 - 9/5)))
[44049] ['6/7', '8/9', '2', '3', '9/2'] -> (9/2 * (2 + (6/7 * (8/9 + 3))))
[44050] ['1/7', '8/5', '9/4', '6', '8'] -> (8/5 * ((9/4 / 1/7) - (6 / 8)))
[44051] ['1/7', '3/7', '5/9', '4', '8'] -> (8 / ((1/7 * 4) - (3/7 * 5/9)))
[44052] ['1/2', '3/5', '9/7', '2', '7'] -> ((1/2 + 2) * (3/5 + (9/7 * 7)))
[44053] ['1/5', '1', '9/8', '9/7', '9'] -> (9 / (1/5 * (1 + (9/8 / 9/7))))
[44054] ['3/7', '3/4', '7/5', '5', '5'] -> ((5 - 3/7) * (5 * (3/4 * 7/5)))
[44055] ['4/7', '7/9', '9/4', '7', '7'] -> (7 * ((7 / (7/9 * 9/4)) - 4/7))
[44056] ['5/6', '6/5', '7/3', '5', '7'] -> (5 * (6/5 + (7 / (5/6 * 7/3))))
[44057] ['1/7', '8/5', '7/3', '6', '8'] -> (8/5 * ((7/3 / 1/7) - (8 / 6)))
[44058] ['1/3', '3/8', '4/5', '4', '7'] -> ((1/3 + (4 / 4/5)) + (7 / 3/8))
[44059] ['6/5', '2', '7/3', '7/3', '6'] -> (7/3 + ((2 + 7/3) / (6/5 / 6)))
[44060] ['1/5', '5/9', '7/8', '3', '3'] -> ((3 / (5/9 / 3)) / (7/8 - 1/5))
[44061] ['3/7', '3/4', '3/2', '5', '5'] -> ((3/2 + (3/4 * 5)) * (5 - 3/7))
[44062] ['1/5', '1', '9/8', '4/3', '9'] -> (9 / (1/5 * (9/8 + (1 / 4/3))))
[44063] ['1/7', '3/7', '7/9', '4', '8'] -> ((7/9 * 4) * (8 + (1/7 - 3/7)))
[44064] ['4/7', '7/9', '5/2', '7', '7'] -> ((5/2 - 4/7) * (7 + (7/9 * 7)))
[44065] ['1/7', '8/5', '5/2', '6', '8'] -> ((5/2 / 6) * (8/5 + (8 / 1/7)))
[44066] ['1/8', '4/5', '8/3', '9', '9'] -> (((9 + 9) / (4/5 - 1/8)) - 8/3)
[44067] ['6/5', '2', '7/3', '7/2', '6'] -> ((6/5 + 2) * (6 + (7/2 / 7/3)))
[44068] ['1/5', '5/9', '9/8', '3', '3'] -> (3 / ((9/8 / (1/5 / 5/9)) - 3))
[44069] ['4/7', '7/9', '8/3', '7', '7'] -> (((8/3 / 4/7) + (7 + 7)) / 7/9)
[44070] ['1/7', '5/6', '1', '7/2', '4'] -> (4 / ((1 / 7/2) - (1/7 * 5/6)))
[44071] ['1/7', '8/5', '8/3', '6', '8'] -> (8/5 * ((8 / (1/7 * 8/3)) - 6))
[44072] ['4/5', '9/7', '3/2', '7', '9'] -> (3/2 + ((9 + (9/7 * 7)) / 4/5))
[44073] ['6/7', '9/8', '5/4', '2', '3'] -> ((3 / 2) / ((9/8 / 6/7) - 5/4))
[44074] ['1/3', '3/8', '6/5', '4', '7'] -> (6/5 * ((1/3 * 4) + (7 / 3/8)))
[44075] ['1/5', '1', '9/8', '7/4', '9'] -> (9 / (1/5 * (7/4 - (1 - 9/8))))
[44076] ['1/7', '5/6', '1', '4', '9/2'] -> ((1 / 1/7) / ((9/2 / 4) - 5/6))
[44077] ['4/5', '7/4', '7/4', '4', '8'] -> ((4 * (7/4 + 7/4)) + (8 / 4/5))
[44078] ['6/7', '9/8', '4/3', '2', '3'] -> (3 / ((9/8 + 4/3) - (2 / 6/7)))
[44079] ['5/6', '5/4', '9/7', '5', '7'] -> ((5 / (5/6 * 7)) / (9/7 - 5/4))
[44080] ['1/5', '5/9', '7/6', '3', '3'] -> ((7/6 + 3) / (5/9 / (1/5 + 3)))
[44081] ['1/5', '1', '9/8', '9/4', '9'] -> (9 + ((1 + (9/4 / 9/8)) / 1/5))
[44082] ['3/7', '3/4', '9/4', '5', '5'] -> ((9/4 / 3/7) + (5 * (3/4 * 5)))
[44083] ['1/7', '3/7', '9/5', '4', '8'] -> (8 / ((1/7 * 4) - (3/7 / 9/5)))
[44084] ['4/7', '4/5', '5/6', '7', '7'] -> (5/6 * (4/5 + (7 * (4/7 * 7))))
[44085] ['4/5', '9/7', '5/3', '7', '9'] -> ((4/5 * 5/3) * (9 + (9/7 * 7)))
[44086] ['5/6', '5/4', '3/2', '5', '7'] -> ((5/6 / 5/4) + (7 / (3/2 / 5)))
[44087] ['1/5', '1', '9/8', '7/3', '9'] -> ((9/8 * (1 + 9)) * (7/3 - 1/5))
[44088] ['1/8', '5/6', '6/7', '9', '9'] -> (((9 / 6/7) - (5/6 * 9)) / 1/8)
[44089] ['1/5', '5/9', '5/4', '3', '3'] -> ((3 + (3 / (1/5 * 5/9))) / 5/4)
[44090] ['1/7', '5/3', '9/5', '6', '8'] -> ((9/5 - (1/7 / 5/3)) * (6 + 8))
[44091] ['4/5', '7/4', '4', '9/2', '8'] -> (9/2 / ((7/4 / 4/5) - (8 / 4)))
[44092] ['4/7', '4/5', '7/8', '7', '7'] -> (((7 / 4/7) + (7 / 4/5)) / 7/8)
[44093] ['1/5', '1', '9/8', '7/2', '9'] -> (9 / ((1 / 1/5) - (9/8 + 7/2)))
[44094] ['1/8', '5/6', '7/8', '9', '9'] -> ((9 - (5/6 / 1/8)) / (7/8 / 9))
[44095] ['5/4', '9/7', '4/3', '2', '6'] -> ((4/3 + 6) / ((2 / 9/7) - 5/4))
[44096] ['5/6', '5/4', '9/5', '5', '7'] -> ((7 + (9/5 * 5)) / (5/6 / 5/4))
[44097] ['1/7', '6/7', '1', '7/4', '4'] -> (((7/4 - 6/7) / (1/7 / 4)) - 1)
[44098] ['1/7', '5/3', '5/2', '6', '8'] -> (8 / ((5/3 / (6 - 5/2)) - 1/7))
[44099] ['5/6', '5/4', '9/4', '5', '7'] -> (((5/4 * 7) + (9/4 * 5)) / 5/6)
[44100] ['6/7', '9/8', '7/4', '2', '3'] -> ((9/8 / ((7/4 / 6/7) - 2)) - 3)
[44101] ['1/5', '1', '8/7', '8/7', '9'] -> ((9 / (1/5 / 8/7)) / (1 + 8/7))
[44102] ['1/3', '2/5', '5/9', '4', '7'] -> (4 * (7 - (2/5 + (1/3 / 5/9))))
[44103] ['5/4', '9/7', '5/3', '2', '6'] -> (6 * ((2 / (5/3 - 9/7)) - 5/4))
[44104] ['1/8', '5/6', '8/7', '9', '9'] -> ((8/7 * 9) * (9 - (5/6 / 1/8)))
[44105] ['1/5', '5/9', '3/2', '3', '3'] -> (3/2 * ((3 / (5/9 / 3)) - 1/5))
[44106] ['5/6', '5/4', '8/3', '5', '7'] -> ((8/3 - (5/6 / 5/4)) * (5 + 7))
[44107] ['6/7', '9/8', '9/5', '2', '3'] -> (9/5 / (9/8 - (3 / (6/7 + 2))))
[44108] ['4/7', '4/5', '8/7', '7', '7'] -> (8/7 * ((7 / 4/7) + (7 / 4/5)))
[44109] ['1/7', '7/4', '8/3', '6', '8'] -> ((8/3 + (8 / (7/4 * 6))) / 1/7)
[44110] ['1/8', '5/6', '6/5', '9', '9'] -> (((6/5 - 9) + (9 / 5/6)) / 1/8)
[44111] ['4/5', '7/3', '4', '9/2', '8'] -> (9/2 * ((7/3 + 8) - (4 / 4/5)))
[44112] ['5/4', '9/7', '9/5', '2', '6'] -> (6 / (2 - (9/5 * (5/4 / 9/7))))
[44113] ['1/7', '9/5', '9/5', '6', '8'] -> ((8 / (1/7 / 9/5)) / (6 - 9/5))
[44114] ['1/3', '2/5', '5/7', '4', '7'] -> ((5/7 * 4) * (7 / (1/3 / 2/5)))
[44115] ['1/5', '1', '8/7', '9/7', '9'] -> ((9/7 + 9) / (1/5 * (1 + 8/7)))
[44116] ['1/5', '5/9', '7/4', '3', '3'] -> ((3 + (3 / 5/9)) / (1/5 * 7/4))
[44117] ['3/7', '7/9', '5/6', '5', '5'] -> ((5 + (5 / (3/7 * 7/9))) / 5/6)
[44118] ['6/7', '9/8', '2', '5/2', '3'] -> (3 / ((2 / (6/7 / 9/8)) - 5/2))
[44119] ['1/8', '5/6', '4/3', '9', '9'] -> ((9 + 9) / (1/8 + (5/6 / 4/3)))
[44120] ['4/5', '4', '9/2', '9/2', '8'] -> ((9/2 + 9/2) + ((4 + 8) / 4/5))
[44121] ['1/5', '5/9', '9/4', '3', '3'] -> ((3 + 3) / (9/4 * (1/5 * 5/9)))
[44122] ['1/7', '7/8', '1', '6/5', '4'] -> ((4 - (1 / 7/8)) / (1/7 / 6/5))
[44123] ['1/2', '5/7', '5/6', '2', '7'] -> ((7 / (1/2 / 5/7)) / (5/6 / 2))
[44124] ['1/8', '5/6', '7/5', '9', '9'] -> (((7/5 * 9) - 9) / (1/8 / 5/6))
[44125] ['4/9', '7/9', '7/6', '7', '8'] -> ((4/9 / 7/9) / (7/6 - (8 / 7)))
[44126] ['5/4', '9/7', '2', '8/3', '6'] -> ((9/7 * 2) * (6 + (5/4 * 8/3)))
[44127] ['1/7', '9/5', '7/3', '6', '8'] -> (8 * ((6 / 9/5) - (1/7 * 7/3)))
[44128] ['3/7', '7/9', '7/8', '5', '5'] -> ((5 / (3/7 * 5)) / (7/8 - 7/9))
[44129] ['5/6', '5/6', '8/9', '4', '8'] -> ((5/6 + (4 / 8)) / (8/9 - 5/6))
[44130] ['4/9', '7/9', '6/5', '7', '8'] -> ((7 / 7/9) + (8 / (4/9 * 6/5)))
[44131] ['4/7', '4/5', '5/3', '7', '7'] -> (7 / ((5/3 / (4/5 - 4/7)) - 7))
[44132] ['1/8', '5/6', '8/5', '9', '9'] -> (((9 * (5/6 * 8/5)) - 9) / 1/8)
[44133] ['1/2', '5/7', '8/9', '2', '7'] -> ((5/7 + 7) * ((2 / 1/2) - 8/9))
[44134] ['5/6', '5/6', '8/7', '4', '8'] -> (4 * ((8 / 8/7) - (5/6 / 5/6)))
[44135] ['5/6', '9/7', '9/4', '5', '7'] -> ((7 / (5/6 / 9/7)) / (9/4 / 5))
[44136] ['3/7', '7/9', '8/7', '5', '5'] -> (((5 / 7/9) - (8/7 - 5)) / 3/7)
[44137] ['4/9', '7/9', '7/5', '7', '8'] -> (8 * (7/9 + (7 * (4/9 / 7/5))))
[44138] ['1/7', '7/8', '1', '5/3', '4'] -> ((1 + 4) / (5/3 * (1/7 * 7/8)))
[44139] ['4/7', '4/5', '9/4', '7', '7'] -> ((7 + (4/7 / 4/5)) / (9/4 / 7))
[44140] ['4/5', '4/3', '7/2', '7', '9'] -> ((4/5 * 9) * (4/3 + (7 / 7/2)))
[44141] ['1/8', '5/6', '7/2', '9', '9'] -> ((7/2 - (9 / 9)) / (1/8 * 5/6))
[44142] ['1/5', '1', '8/7', '7/3', '9'] -> (((8/7 + (9 / 7/3)) / 1/5) - 1)
[44143] ['3/7', '7/9', '7/6', '5', '5'] -> ((7/9 / 7/6) + ((5 + 5) / 3/7))
[44144] ['5/6', '9/7', '9/2', '5', '7'] -> ((9/2 * 7) - (9/7 * (5/6 + 5)))
[44145] ['6/7', '8/7', '5/3', '2', '3'] -> (8/7 / (2 - (5/3 + (6/7 / 3))))
[44146] ['1/7', '4/9', '5/4', '4', '8'] -> ((8 / (1/7 * 4/9)) / (5/4 + 4))
[44147] ['4/7', '4/5', '5/2', '7', '7'] -> (5/2 * ((4/7 * 7) + (4/5 * 7)))
[44148] ['1/2', '5/7', '4/3', '2', '7'] -> ((2 - 5/7) * (7 / (1/2 / 4/3)))
[44149] ['5/6', '4/3', '4/3', '5', '7'] -> ((4/3 / 5/6) / ((7 / 5) - 4/3))
[44150] ['1/7', '7/8', '1', '9/4', '4'] -> ((9/4 / 7/8) / ((1 / 4) - 1/7))
[44151] ['1/7', '9/4', '5/2', '6', '8'] -> (((9/4 * 8) + (6 / 1/7)) / 5/2)
[44152] ['4/7', '4/5', '8/3', '7', '7'] -> ((4/7 * 8/3) * (7 + (7 / 4/5)))
[44153] ['1/7', '4/9', '7/5', '4', '8'] -> (7/5 * ((1/7 + 8) + (4 / 4/9)))
[44154] ['3/7', '7/9', '7/5', '5', '5'] -> (((7/5 * 5) + (5 / 3/7)) / 7/9)
[44155] ['5/6', '6/7', '8/5', '4', '8'] -> ((5/6 * 6/7) * (8/5 + (4 * 8)))
[44156] ['4/9', '4/5', '5/6', '7', '8'] -> ((4/5 / 5/6) * (7 + (8 / 4/9)))
[44157] ['4/7', '4/5', '9/2', '7', '7'] -> ((7 - 9/2) * (7 * (4/7 + 4/5)))
[44158] ['5/6', '4/3', '7/4', '5', '7'] -> ((5/6 / (7/4 - 4/3)) * (5 + 7))
[44159] ['5/4', '9/5', '2', '7/2', '6'] -> (6 * ((5/4 * 9/5) + (7/2 / 2)))
