[26854] ['1/7', '3/7', '1', '5/2', '5'] -> (((3/7 + 1) + (5 / 5/2)) / 1/7)
[33352] ['1/9', '1/7', '5/8', '1', '9'] -> ((9 / 1/9) / ((5/8 / 1/7) - 1))
[33353] ['5/6', '8/7', '8/7', '6', '7'] -> (8/7 / (7 - (6 + (5/6 * 8/7))))
[33354] ['4/5', '6/7', '4/3', '2', '8'] -> (8 / (4/5 - (4/3 / (6/7 + 2))))
[33355] ['4/5', '7/8', '8/7', '8', '9'] -> (8/7 + ((8 + (9 / 7/8)) / 4/5))
[33356] ['4/7', '4/7', '4/3', '4', '5'] -> (4 * ((4/7 / 4/3) + (4/7 + 5)))
[33357] ['5/9', '5/8', '7/5', '2', '3'] -> ((7/5 + (2 / 5/9)) / (5/8 / 3))
[33358] ['5/6', '8/7', '7/6', '6', '7'] -> ((8/7 * 6) * (7 / (5/6 + 7/6)))
[33359] ['1/4', '1/2', '7/3', '5', '5'] -> ((5 / (1/2 / 5)) / (7/3 - 1/4))
[33360] ['4/9', '6/7', '9/8', '7', '9'] -> ((6/7 * 7) + (9 / (4/9 * 9/8)))
[33361] ['2/5', '5/9', '3/5', '7', '7'] -> (((7 + 7) - (2/5 / 3/5)) / 5/9)
[33362] ['4/5', '6/7', '5/3', '2', '8'] -> ((6/7 * 5/3) * (4/5 + (2 * 8)))
[33363] ['1/4', '1/2', '8/3', '5', '5'] -> ((8/3 * (1/4 + 5)) + (5 / 1/2))
[33364] ['4/9', '7/8', '9/7', '2', '6'] -> ((6 / (4/9 * 7/8)) / (9/7 / 2))
[33365] ['4/9', '6/7', '8/7', '7', '9'] -> ((7 / 4/9) + (9 - (6/7 / 8/7)))
[33366] ['1/9', '1/7', '3/4', '1', '9'] -> ((9 - (1 / 1/7)) / (1/9 * 3/4))
[33367] ['5/6', '8/7', '4/3', '6', '7'] -> ((4/3 - 5/6) * (7 * (8/7 * 6)))
[33368] ['4/9', '9/7', '9/7', '5', '7'] -> ((4/9 * 7) * (9/7 + (9/7 * 5)))
[33369] ['5/9', '5/8', '2', '9/4', '3'] -> (3 / (2 - (5/8 + (5/9 * 9/4))))
[33370] ['1/4', '1/3', '6/7', '2', '7'] -> ((7 / (1/3 * 6/7)) - (1/4 * 2))
[33371] ['4/7', '4/7', '7/3', '4', '5'] -> ((7/3 * (4/7 + 4/7)) * (4 + 5))
[33372] ['4/5', '6/7', '9/5', '2', '8'] -> (6/7 * ((8 * (9/5 * 2)) - 4/5))
[33373] ['6/7', '1', '9/8', '3/2', '3'] -> (3 / (1 - (9/8 / (6/7 * 3/2))))
[33374] ['1/9', '1/7', '7/9', '1', '9'] -> ((9 + (1 / 1/7)) / (7/9 - 1/9))
[33375] ['4/9', '7/8', '3/2', '2', '6'] -> (6 / (((2 - 3/2) / 4/9) - 7/8))
[33376] ['4/7', '4/7', '5/2', '4', '5'] -> (5 * ((4/7 / 5/2) + (4/7 + 4)))
[33377] ['4/9', '9/7', '3/2', '5', '7'] -> ((9/7 * 3/2) * (7 + (4/9 + 5)))
[33378] ['1/9', '1/7', '5/6', '1', '9'] -> ((1 / (1/7 - 1/9)) - (5/6 * 9))
[33379] ['2/9', '4/5', '4/3', '7', '8'] -> ((7 / 2/9) - (8 / (4/5 * 4/3)))
[33380] ['4/7', '3/5', '3/5', '4', '5'] -> (5 * (3/5 + (4 / (4/7 / 3/5))))
[33381] ['5/6', '8/7', '5/3', '6', '7'] -> ((7 * (5/6 * 8/7)) / (5/3 / 6))
[33382] ['4/5', '6/7', '2', '8/3', '8'] -> ((6/7 * 8/3) * (8 + (2 / 4/5)))
[33383] ['5/9', '2/3', '5/6', '2', '3'] -> ((2/3 + (2 * 3)) / (5/6 - 5/9))
[33384] ['4/9', '9/7', '7/4', '5', '7'] -> (7 * ((4/9 * 9/7) + (5 / 7/4)))
[33385] ['4/9', '6/7', '5/3', '7', '9'] -> ((7 + 9) * ((5/3 / 6/7) - 4/9))
[33386] ['2/9', '4/5', '3/2', '7', '8'] -> (((8 / 4/5) - (7 / 3/2)) / 2/9)
[33387] ['2/5', '5/9', '5/6', '7', '7'] -> (((2/5 + 7) + (7 / 5/9)) / 5/6)
[33388] ['1/4', '5/9', '4/5', '5', '5'] -> ((5 + (4/5 + 5)) / (1/4 / 5/9))
[33389] ['4/5', '7/8', '7/8', '2', '8'] -> ((4/5 * 8) * (2 + (7/8 + 7/8)))
[33390] ['1/9', '1/8', '8/5', '3', '3'] -> (((3 - 1/8) / 1/9) - (3 / 8/5))
[33391] ['4/9', '9/7', '7/3', '5', '7'] -> (((5 + 7) / 4/9) - (9/7 * 7/3))
[33392] ['4/9', '6/7', '9/5', '7', '9'] -> ((6/7 * 9/5) * (9 - (4/9 - 7)))
[33393] ['1/4', '3/8', '7/9', '2', '7'] -> ((2 + (1/4 / 3/8)) / (7/9 / 7))
[33394] ['4/5', '7/8', '9/2', '8', '9'] -> (((9/2 + 9) / 4/5) - (7/8 - 8))
[33395] ['4/7', '3/5', '7/9', '4', '5'] -> (5 * ((4 / 7/9) - (4/7 * 3/5)))
[33396] ['2/5', '5/9', '7/8', '7', '7'] -> (7 / (5/9 * (2/5 + (7/8 / 7))))
[33397] ['1/9', '1/7', '1', '6/5', '9'] -> ((1 / (1/7 - 1/9)) - (9 / 6/5))
[33398] ['4/9', '5/7', '7/8', '2', '9'] -> (4/9 * ((9 / (7/8 - 5/7)) - 2))
[33399] ['4/9', '6/7', '7/3', '7', '9'] -> ((7 + 9) / (6/7 - (4/9 / 7/3)))
[33400] ['1/4', '5/9', '7/8', '5', '5'] -> ((5 / 5/9) / ((1/4 * 5) - 7/8))
[33401] ['4/9', '8/9', '7/5', '2', '6'] -> ((2 / (7/5 - (4/9 + 8/9))) - 6)
[33402] ['2/5', '5/9', '9/8', '7', '7'] -> ((5/9 / 9/8) * ((7 * 7) - 2/5))
[33403] ['4/9', '9/7', '7/2', '5', '7'] -> ((7/2 * (4/9 * 9/7)) * (5 + 7))
[33404] ['4/9', '6/7', '5/2', '7', '9'] -> (9 / ((6/7 * 7) - (5/2 / 4/9)))
[33405] ['4/5', '7/8', '9/7', '2', '8'] -> (9/7 * ((2 / (7/8 - 4/5)) - 8))
[33406] ['1/4', '5/9', '9/8', '5', '5'] -> (((5 / 1/4) - 5) / (5/9 * 9/8))
[33407] ['4/9', '9/7', '9/2', '5', '7'] -> ((7 * (5 - 9/7)) - (4/9 * 9/2))
[33408] ['2/9', '4/5', '7/3', '7', '8'] -> (((7/3 - 7) + (8 / 4/5)) / 2/9)
[33409] ['4/9', '6/7', '8/3', '7', '9'] -> (8/3 / ((7 * (4/9 + 6/7)) - 9))
[33410] ['4/5', '7/8', '4/3', '2', '8'] -> ((8 / 4/5) / ((7/8 * 2) - 4/3))
[33411] ['4/9', '4/3', '4/3', '5', '7'] -> (((5 * 7) - (4/3 / 4/9)) / 4/3)
[33412] ['6/7', '1', '8/7', '7/5', '3'] -> ((8/7 * 3) / (6/7 - (1 / 7/5)))
[33413] ['5/6', '6/5', '9/4', '6', '7'] -> (6 + (9/4 * (7 + (5/6 * 6/5))))
[33414] ['4/9', '5/7', '8/7', '2', '9'] -> (8/7 / ((5/7 - 4/9) - (2 / 9)))
[33415] ['4/7', '3/5', '7/6', '4', '5'] -> ((4 / (3/5 - 4/7)) / (7/6 * 5))
[33416] ['1/9', '1/7', '1/4', '3', '3'] -> (((3 / 1/9) - (3 / 1/7)) / 1/4)
[33417] ['4/9', '6/7', '9/2', '7', '9'] -> ((6/7 * 7) + (9 * (4/9 * 9/2)))
[33418] ['2/5', '5/9', '6/5', '7', '7'] -> (6/5 * ((2/5 + 7) + (7 / 5/9)))
[33419] ['4/9', '9/8', '6/5', '2', '6'] -> ((2 / (6/5 - 9/8)) - (4/9 * 6))
[33420] ['6/7', '1', '8/7', '5/3', '3'] -> (8/7 / ((6/7 * (3 - 1)) - 5/3))
[33421] ['4/9', '5/7', '7/6', '2', '9'] -> ((9 + (2 * (5/7 * 7/6))) / 4/9)
[33422] ['1/4', '5/9', '6/5', '5', '5'] -> ((5 + 5) / ((5/9 * 6/5) - 1/4))
[33423] ['2/5', '5/9', '5/4', '7', '7'] -> (5/4 * ((7 / 5/9) - (2/5 - 7)))
[33424] ['5/9', '5/7', '3/4', '2', '3'] -> ((2 / 3) / ((5/9 / 5/7) - 3/4))
[33425] ['2/9', '4/5', '9/2', '7', '8'] -> (4/5 * ((9/2 * (2/9 + 8)) - 7))
[33426] ['4/9', '7/8', '6/5', '7', '9'] -> (9 + (7 / (6/5 * (4/9 * 7/8))))
[33427] ['1/9', '1/7', '3/8', '3', '3'] -> (3/8 + ((3 + 3) / (1/9 + 1/7)))
[33428] ['1/9', '1/7', '1', '9/5', '9'] -> ((1/9 + 1) * (9 + (9/5 / 1/7)))
[33429] ['2/9', '5/6', '6/7', '7', '8'] -> ((8 / (2/9 / 5/6)) - (6/7 * 7))
[33430] ['4/7', '3/5', '3/2', '4', '5'] -> ((3/5 + 3/2) * (5 * (4/7 * 4)))
[33431] ['4/9', '5/7', '5/4', '2', '9'] -> ((2 + (5/4 / 5/7)) + (9 / 4/9))
[33432] ['4/9', '7/8', '5/4', '7', '9'] -> (7 / ((7/8 - 4/9) - (5/4 / 9)))
[33433] ['1/4', '2/5', '5/7', '2', '7'] -> ((7 / (2/5 * 5/7)) - (1/4 * 2))
[33434] ['4/9', '9/8', '8/5', '2', '6'] -> ((8/5 * 6) * (2 + (4/9 * 9/8)))
[33435] ['4/9', '7/8', '9/7', '7', '9'] -> ((4/9 * 7/8) * ((7 * 9) - 9/7))
[33436] ['4/7', '3/5', '5/3', '4', '5'] -> (5 * (3/5 + (4 / (4/7 * 5/3))))
[33437] ['5/6', '5/4', '7/3', '6', '7'] -> (6 * (7 - (7/3 + (5/6 / 5/4))))
[33438] ['4/9', '7/5', '3/2', '5', '7'] -> (3/2 + ((5 + (7 / 7/5)) / 4/9))
[33439] ['4/5', '9/8', '9/8', '8', '9'] -> ((9 / ((9/8 / 4/5) - 9/8)) - 8)
[33440] ['4/9', '9/8', '9/5', '2', '6'] -> ((9/5 * 6) * (4/9 + (2 / 9/8)))
[33441] ['1/4', '5/9', '8/5', '5', '5'] -> ((5 - 5/9) * (5 + (1/4 * 8/5)))
[33442] ['1/9', '1/7', '1/2', '3', '3'] -> (1/2 * ((3 / 1/9) + (3 / 1/7)))
[33443] ['2/9', '5/6', '8/7', '7', '8'] -> ((8 - (8/7 / 2/9)) / (5/6 / 7))
[33444] ['4/9', '7/8', '8/5', '7', '9'] -> ((8/5 * ((9 / 4/9) - 7/8)) - 7)
[33445] ['1/9', '1/7', '1', '7/2', '9'] -> ((9 / (1/9 * 7/2)) - (1/7 - 1))
[33446] ['1/4', '5/9', '7/4', '5', '5'] -> ((((5 / 5/9) - 7/4) / 1/4) - 5)
[33447] ['5/9', '5/7', '7/8', '2', '3'] -> (3 / ((7/8 / (2 - 5/7)) - 5/9))
[33448] ['5/6', '9/7', '7/5', '6', '7'] -> ((7 + (9/7 + 6)) / (5/6 / 7/5))
[33449] ['2/5', '5/9', '8/5', '7', '7'] -> ((2/5 - 8/5) + ((7 + 7) / 5/9))
[33450] ['1/4', '2/5', '7/8', '2', '7'] -> (7/8 + ((7 + (1/4 + 2)) / 2/5))
[33451] ['4/7', '3/5', '5/2', '4', '5'] -> (5 + (5/2 * (3/5 + (4 / 4/7))))
[33452] ['1/9', '1/7', '1', '9/2', '9'] -> ((1 + (1/9 / 1/7)) * (9/2 + 9))
[33453] ['2/9', '5/6', '5/4', '7', '8'] -> (((8 - 5/6) / 2/9) - (5/4 + 7))
[33454] ['1/4', '5/9', '5/2', '5', '5'] -> ((5 / 5/9) + (5 + (5/2 / 1/4)))
[33455] ['4/9', '7/8', '7/4', '7', '9'] -> ((7 - 7/4) * (9 * (4/9 / 7/8)))
[33458] ['1/4', '2/5', '8/9', '2', '7'] -> (8/9 * (7 + (2 / (1/4 * 2/5))))
[33456] ['6/7', '1', '7/6', '7/5', '3'] -> (7/5 * ((3 / (7/6 - 1)) - 6/7))
[33457] ['4/9', '8/7', '5/4', '2', '6'] -> (4/9 * ((6 / (5/4 - 8/7)) - 2))
[33459] ['4/9', '7/5', '9/5', '5', '7'] -> (5 * (7 - (7/5 + (4/9 * 9/5))))
[33460] ['1/4', '5/9', '7/2', '5', '5'] -> ((5 / (1/4 * 5/9)) / (5 - 7/2))
[33461] ['4/9', '7/8', '9/5', '7', '9'] -> (9 / (4/9 - ((7/8 / 9/5) / 7)))
[33462] ['1/4', '2/5', '8/7', '2', '7'] -> (((8/7 / 2/5) - 2) / (1/4 / 7))
[33463] ['4/9', '7/5', '7/3', '5', '7'] -> ((7/3 - (7/5 / 7)) / (4/9 / 5))
[33464] ['4/5', '8/9', '5/3', '2', '8'] -> ((5/3 * 2) * (8 * (4/5 / 8/9)))
[33465] ['1/9', '1/7', '5/6', '3', '3'] -> (3 / ((5/6 / (1/9 + 3)) - 1/7))
[33466] ['2/9', '5/6', '3/2', '7', '8'] -> (7 / (2/9 + ((5/6 / 3/2) / 8)))
[33467] ['6/7', '1', '7/6', '5/3', '3'] -> ((6/7 / (7/6 - 1)) * (5/3 + 3))
[33468] ['5/6', '9/7', '9/4', '6', '7'] -> ((9/7 / 9/4) / ((6 / 7) - 5/6))
[33469] ['4/9', '8/7', '5/3', '2', '6'] -> ((6 + (5/3 * 2)) / (4/9 / 8/7))
[33470] ['1/4', '4/7', '4/7', '5', '5'] -> ((5 / 1/4) + (5 - (4/7 / 4/7)))
[33471] ['2/5', '5/9', '7/3', '7', '7'] -> (((7 / 5/9) - (7 / 7/3)) / 2/5)
[33472] ['4/9', '7/5', '8/3', '5', '7'] -> (8/3 / ((7/5 / 7) - (4/9 / 5)))
[33473] ['2/9', '5/6', '8/5', '7', '8'] -> (8/5 / ((7 / (8 - 2/9)) - 5/6))
[33474] ['4/5', '8/9', '2', '7/3', '8'] -> (((8 / (4/5 / 7/3)) - 2) / 8/9)
[33475] ['1/9', '1/7', '9/8', '3', '3'] -> (9/8 * ((1/9 * 3) + (3 / 1/7)))
[33476] ['4/9', '8/9', '6/5', '7', '9'] -> ((6/5 * 9) * ((4/9 * 7) - 8/9))
[33478] ['1/4', '2/5', '2', '7/3', '7'] -> (7 / ((1/4 / 2/5) + (2 - 7/3)))
[33477] ['5/9', '5/7', '5/4', '2', '3'] -> (2 / ((5/4 / 5/7) - (5/9 * 3)))
[33479] ['2/5', '5/9', '8/3', '7', '7'] -> (((8/3 + 7) / 5/9) - (2/5 - 7))
[33480] ['4/9', '7/5', '9/2', '5', '7'] -> (7 + (5 * (7/5 + (4/9 * 9/2))))
[33481] ['4/9', '5/7', '2', '8/3', '9'] -> ((4/9 + 8/3) * (9 + (5/7 - 2)))
[33482] ['5/6', '4/3', '7/5', '6', '7'] -> (6 * (7 - (7/5 + (4/3 / 5/6))))
[33483] ['4/5', '9/8', '8/7', '2', '8'] -> (9/8 * ((8 / (8/7 - 4/5)) - 2))
[33484] ['1/4', '4/7', '5/6', '5', '5'] -> (5 / ((5/6 / 4/7) - (1/4 * 5)))
[33485] ['4/5', '8/7', '8/7', '8', '9'] -> (8/7 + ((8 + (8/7 * 9)) / 4/5))
[33486] ['2/9', '5/6', '9/4', '7', '8'] -> (((5/6 + 8) / 2/9) - (9/4 * 7))
[33487] ['6/7', '1', '7/6', '8/3', '3'] -> (6/7 / (1 - (3 / (7/6 * 8/3))))
[33488] ['4/9', '3/2', '7/4', '5', '7'] -> ((5 + (3/2 + 7/4)) + (7 / 4/9))
[33489] ['4/5', '8/7', '5/4', '8', '9'] -> (5/4 * (8 + (8/7 * (4/5 + 9))))
[33490] ['6/7', '1', '6/5', '6/5', '3'] -> (((6/5 * 3) / (1 - 6/7)) - 6/5)
[33491] ['4/7', '5/8', '4/3', '4', '5'] -> (4/3 * (4 + (5 / (4/7 * 5/8))))
[33492] ['4/9', '3/2', '9/5', '5', '7'] -> ((7 + (9/5 * 5)) / (4/9 * 3/2))
[33493] ['2/5', '4/7', '5/8', '7', '7'] -> ((7 / (2/5 * 5/8)) - (4/7 * 7))
[33494] ['4/5', '8/7', '9/7', '8', '9'] -> (8/7 + ((9 + (9/7 + 8)) / 4/5))
[33495] ['1/4', '3/7', '3/5', '2', '7'] -> ((2 / 7) / (3/7 - (1/4 / 3/5)))
[33496] ['4/9', '7/6', '9/7', '2', '6'] -> (2 * ((6 / 4/9) - (7/6 * 9/7)))
[33497] ['1/4', '4/7', '7/6', '5', '5'] -> ((5 + 5) / ((4/7 * 7/6) - 1/4))
[33498] ['1/9', '1/7', '7/4', '3', '3'] -> (((3 - 1/7) / 1/9) - (3 / 7/4))
[33499] ['4/9', '8/5', '8/5', '5', '7'] -> ((5 + 7) * ((8/5 / 4/9) - 8/5))
[33500] ['4/9', '7/6', '8/5', '2', '6'] -> (2 / ((4/9 / 8/5) - (7/6 / 6)))
[33501] ['6/7', '1', '6/5', '3/2', '3'] -> (1 / (3/2 - (3 / (6/7 + 6/5))))
[33502] ['1/4', '4/7', '4/3', '5', '5'] -> ((1/4 + 5) * (5 - (4/7 / 4/3)))
[33503] ['5/9', '5/7', '2', '7/3', '3'] -> ((3 + (5/7 + 2)) / (5/9 / 7/3))
[33504] ['2/5', '4/7', '5/6', '7', '7'] -> ((7 + 7) / (5/6 * (2/5 / 4/7)))
[33505] ['4/7', '5/8', '5/3', '4', '5'] -> (4 / (4/7 * (5/8 - (5/3 / 5))))
[33506] ['1/9', '1/5', '2/7', '1', '9'] -> (((1 / (2/7 - 1/5)) - 9) / 1/9)
[33507] ['4/9', '7/6', '9/5', '2', '6'] -> ((6 / 9/5) / ((7/6 / 2) - 4/9))
[33508] ['5/6', '7/5', '9/2', '6', '7'] -> ((6 / (5/6 / 9/2)) - (7/5 + 7))
[33509] ['4/9', '9/8', '3/2', '7', '9'] -> ((7 / 4/9) + (9 - (9/8 / 3/2)))
[33510] ['5/9', '5/7', '2', '5/2', '3'] -> (5/2 * ((2 / (5/7 - 5/9)) - 3))
[33511] ['6/7', '1', '6/5', '8/5', '3'] -> (3 / (1 - (6/5 / (6/7 * 8/5))))
[33512] ['2/9', '6/7', '6/5', '7', '8'] -> ((8 / (2/9 * 6/5)) - (6/7 * 7))
[33513] ['4/9', '9/8', '8/5', '7', '9'] -> (7 + ((4/9 + 9) * (9/8 * 8/5)))
[33514] ['1/4', '4/7', '5/3', '5', '5'] -> ((5 + (5 / (1/4 * 4/7))) / 5/3)
[33515] ['4/5', '8/7', '5/3', '2', '8'] -> (8 / ((5/3 / 4/5) - (2 / 8/7)))
[33516] ['4/9', '8/5', '5/2', '5', '7'] -> (7 + (8/5 * (5 + (5/2 / 4/9))))
[33517] ['5/6', '8/5', '7/4', '6', '7'] -> ((6 + (8/5 * (7/4 + 7))) / 5/6)
[33518] ['2/9', '6/7', '5/4', '7', '8'] -> (((8 / 2/9) - (6/7 * 7)) / 5/4)
[33519] ['1/4', '4/7', '7/4', '5', '5'] -> ((5 / 1/4) + (5 - (4/7 * 7/4)))
[33520] ['2/9', '6/7', '9/7', '7', '8'] -> (((6/7 + 8) / (2/9 * 9/7)) - 7)
[33521] ['1/4', '4/7', '9/5', '5', '5'] -> (5 * (9/5 + (4/7 * (1/4 + 5))))
[33522] ['6/7', '1', '6/5', '9/4', '3'] -> (6/5 / ((9/4 / (3 - 6/7)) - 1))
[33523] ['4/9', '9/8', '9/5', '7', '9'] -> ((7 + (9 / 9/5)) / (4/9 * 9/8))
[33524] ['1/4', '3/7', '9/5', '2', '7'] -> ((2 / 7) / (1/4 - (3/7 / 9/5)))
[33525] ['4/5', '8/7', '5/2', '8', '9'] -> (9 + ((5/2 + 8) / (4/5 / 8/7)))
[33526] ['2/5', '4/7', '9/7', '7', '7'] -> ((((9/7 + 7) / 2/5) - 7) / 4/7)
[33527] ['1/4', '4/7', '7/3', '5', '5'] -> ((1/4 + (5 / 4/7)) * (5 - 7/3))
[33528] ['1/9', '1/6', '3/7', '3', '3'] -> ((3 * (1/9 + 3)) / (1/6 / 3/7))
[33529] ['4/9', '6/5', '5/3', '2', '6'] -> (6 / ((5/3 / (6/5 * 2)) - 4/9))
[33530] ['2/5', '4/7', '4/3', '7', '7'] -> ((7 - 4/7) * (7 * (2/5 * 4/3)))
[33531] ['4/9', '5/3', '7/3', '5', '7'] -> ((5 / 5/3) + ((7/3 + 7) / 4/9))
[33532] ['5/6', '7/4', '7/4', '6', '7'] -> (((7/4 + 6) + (7/4 * 7)) / 5/6)
[33533] ['4/9', '7/9', '7/4', '2', '9'] -> (9 * ((7/9 / (2 - 7/4)) - 4/9))
[33534] ['4/7', '2/3', '7/8', '4', '5'] -> ((2/3 + 4) * ((5 / 7/8) - 4/7))
[33535] ['4/9', '6/5', '2', '9/4', '6'] -> ((2 / 6/5) / (4/9 - (9/4 / 6)))
[33536] ['2/5', '4/7', '5/3', '7', '7'] -> (7 / ((5/3 / (2/5 * 4/7)) - 7))
[33537] ['4/7', '2/3', '8/9', '4', '5'] -> ((5 / ((2/3 / 8/9) - 4/7)) - 4)
[33538] ['4/9', '8/7', '7/5', '7', '9'] -> ((7/5 + 7) * ((4/9 * 9) - 8/7))
[33539] ['1/4', '4/9', '3/5', '2', '7'] -> ((7 / (4/9 * 3/5)) - (1/4 + 2))
[33540] ['4/9', '7/4', '7/4', '5', '7'] -> ((7/4 + 5) * ((7 / 7/4) - 4/9))
[33541] ['6/7', '1', '5/4', '7/5', '3'] -> ((6/7 * 3) / (1 - (5/4 / 7/5)))
[33542] ['4/5', '7/6', '7/4', '2', '8'] -> (8 / ((4/5 * (7/6 + 7/4)) - 2))
[33543] ['1/4', '3/5', '2/3', '5', '5'] -> ((5 - 3/5) * (5 / (1/4 + 2/3)))
[33544] ['1/4', '4/9', '5/8', '2', '7'] -> ((7 / (1/4 * 4/9)) / (5/8 + 2))
[33545] ['4/7', '2/3', '6/5', '4', '5'] -> ((4 / 5) / (6/5 - (2/3 / 4/7)))
[33546] ['4/5', '7/6', '9/7', '8', '9'] -> (9 + ((9/7 * 8) / (4/5 / 7/6)))
[33547] ['4/9', '4/5', '4/5', '2', '9'] -> (2 * (4/5 + (9 * (4/9 + 4/5))))
[33548] ['1/9', '1/6', '4/5', '3', '3'] -> (3 / ((1/9 * 3) - (1/6 / 4/5)))
[33549] ['4/9', '7/4', '9/5', '5', '7'] -> (5 * ((4/9 * 9/5) + (7 / 7/4)))
[33550] ['2/9', '6/7', '5/2', '7', '8'] -> ((8 / (2/9 + 5/2)) / (6/7 / 7))
[33551] ['4/9', '5/4', '5/4', '2', '6'] -> (6 / ((5/4 / (4/9 * 5/4)) - 2))
[33552] ['5/9', '3/4', '7/5', '2', '3'] -> ((2 / 3) / ((5/9 * 7/5) - 3/4))
[33553] ['2/5', '4/7', '7/3', '7', '7'] -> ((2/5 * (7/3 + 7)) * (7 - 4/7))
[33554] ['6/7', '1', '5/4', '5/3', '3'] -> (3 / (1 - (5/4 / (6/7 * 5/3))))
[33555] ['5/6', '9/4', '9/4', '6', '7'] -> (((6 * (9/4 + 9/4)) - 7) / 5/6)
[33556] ['1/9', '1/6', '8/7', '3', '3'] -> (3 / ((3 * (1/9 / 8/7)) - 1/6))
[33557] ['1/4', '3/5', '5/6', '5', '5'] -> ((5 + 5) / (5/6 - (1/4 / 3/5)))
[33558] ['6/7', '1', '5/4', '9/5', '3'] -> (5/4 * ((3 / (1 - 6/7)) - 9/5))
[33559] ['4/9', '5/4', '7/5', '2', '6'] -> ((2 / (4/9 * (7/5 - 5/4))) - 6)
[33560] ['4/9', '8/7', '5/2', '7', '9'] -> ((4/9 * 9) + (7 * (8/7 * 5/2)))
[33561] ['4/5', '7/6', '7/4', '8', '9'] -> (9 + ((7/4 * 8) / (4/5 * 7/6)))
[33562] ['5/6', '9/4', '7/2', '6', '7'] -> ((6 * (9/4 + (5/6 * 7/2))) - 7)
[33563] ['5/9', '3/4', '8/5', '2', '3'] -> ((2 * 3) / (8/5 - (3/4 / 5/9)))
[33564] ['4/7', '2/3', '9/4', '4', '5'] -> ((4/7 + 4) * ((5 / 2/3) - 9/4))
[33565] ['4/9', '4/5', '9/8', '2', '9'] -> (9 * (4/9 + (2 / (4/5 * 9/8))))
[33566] ['2/9', '7/8', '7/8', '7', '8'] -> (8 / (2/9 + (7/8 / (7/8 + 7))))
[33567] ['4/9', '5/4', '8/5', '2', '6'] -> ((5/4 * 2) * (6 + (8/5 / 4/9)))
[33568] ['4/5', '7/6', '7/3', '8', '9'] -> (4/5 / ((8 / (9 - 7/3)) - 7/6))
[33569] ['6/7', '1', '5/4', '3', '7/2'] -> ((3 + (6/7 * 7/2)) / (5/4 - 1))
[33570] ['1/4', '3/5', '9/8', '5', '5'] -> ((3/5 * 5) / ((1/4 * 5) - 9/8))
[33571] ['4/9', '9/5', '9/4', '5', '7'] -> ((9/5 * 5) * ((7 / 9/4) - 4/9))
[33572] ['1/9', '1/6', '8/5', '3', '3'] -> (3 / ((1/9 / 8/5) + (1/6 / 3)))
[33573] ['6/7', '6/7', '7/8', '6', '7'] -> ((6/7 + 6/7) * (6 + (7 / 7/8)))
[33574] ['1/4', '4/9', '6/5', '2', '7'] -> (6/5 * (((2 + 7) / 4/9) - 1/4))
[33575] ['6/7', '6/7', '8/9', '6', '7'] -> (6/7 / (7 - (6 + (6/7 / 8/9))))
[33576] ['4/5', '6/5', '9/7', '8', '9'] -> (8 / ((4/5 / (9/7 - 6/5)) - 9))
[33577] ['2/5', '3/5', '7/9', '7', '7'] -> ((7 + (7 / 7/9)) / (2/5 / 3/5))
[33578] ['1/9', '1/6', '7/4', '3', '3'] -> ((3 + 3) / (7/4 - (1/6 / 1/9)))
[33579] ['4/9', '4/5', '9/7', '2', '9'] -> ((4/9 + 4/5) * (9/7 + (2 * 9)))
[33580] ['4/5', '6/5', '7/5', '8', '9'] -> (6/5 / ((9 / 4/5) - (7/5 * 8)))
[33581] ['5/9', '7/9', '5/6', '2', '3'] -> (3 * ((5/9 / (5/6 - 7/9)) - 2))
[33582] ['2/9', '7/8', '5/4', '7', '8'] -> (8 * (5/4 + (2/9 * (7/8 + 7))))
[33583] ['1/4', '3/5', '6/5', '5', '5'] -> ((5 + 5) / (1/4 / (6/5 - 3/5)))
[33584] ['1/9', '1/5', '1/4', '3', '3'] -> ((1/5 / 1/4) * (3 + (3 / 1/9)))
[33585] ['4/9', '4/5', '7/5', '2', '9'] -> ((2 + (7/5 / 4/5)) + (9 / 4/9))
[33586] ['2/9', '7/8', '9/7', '7', '8'] -> (((8 / (2/9 * 9/7)) - 7) / 7/8)
[33587] ['6/7', '6/7', '5/3', '6', '7'] -> ((6 * 7) * ((6/7 * 5/3) - 6/7))
[33588] ['4/9', '9/5', '9/2', '5', '7'] -> ((5 * (7 - 9/5)) - (4/9 * 9/2))
[33589] ['5/9', '7/9', '7/8', '2', '3'] -> (3 / ((7/9 * 2) - (5/9 + 7/8)))
[33590] ['1/9', '2/9', '2/7', '1', '9'] -> (2/7 * (1 + ((2/9 + 9) / 1/9)))
[33591] ['2/9', '7/8', '4/3', '7', '8'] -> (((4/3 / 2/9) + (7 + 8)) / 7/8)
[33592] ['4/9', '7/6', '9/5', '7', '9'] -> ((9 - (4/9 - 7)) / (7/6 / 9/5))
[33593] ['1/9', '1/5', '3/8', '3', '3'] -> ((3 / 1/9) / (3 - (3/8 / 1/5)))
[33594] ['4/7', '5/7', '7/3', '4', '5'] -> (7/3 * ((4/7 + 5/7) + (4 + 5)))
[33595] ['4/9', '4/5', '9/5', '2', '9'] -> ((4/5 + (4/9 * 9)) / (2 - 9/5))
[33596] ['4/5', '5/4', '9/4', '8', '9'] -> (8 * ((9 / 9/4) - (4/5 * 5/4)))
