[98462] ['7/9', '8/7', '4', '4', '9/2'] -> ((7/9 * 9/2) * (4 - (8/7 - 4)))
[105653] ['2/5', '3/7', '5/3', '8', '9'] -> ((((8 / 2/5) - 9) / 3/7) - 5/3)
[105654] ['1/6', '2/7', '4', '9/2', '5'] -> ((5 / (2/7 - 1/6)) - (4 * 9/2))
[105655] ['5/9', '8/7', '5/3', '8', '8'] -> (((8 / 8/7) - (5/3 - 8)) / 5/9)
[105656] ['2/5', '3/7', '7/4', '8', '9'] -> (9 + ((7/4 * 8) / (2/5 / 3/7)))
[105657] ['3/8', '5/9', '1', '1', '5/4'] -> (1 / (5/4 - (1 + (3/8 * 5/9))))
[105658] ['2/5', '3/7', '9/4', '8', '9'] -> ((8 / (2/5 / 9/4)) - (9 / 3/7))
[105659] ['2/5', '3/7', '7/3', '8', '9'] -> ((3/7 * (2/5 + 8)) * (9 - 7/3))
[105660] ['1/6', '3/8', '4/7', '4', '5'] -> ((1/6 * 4) + (5 / (3/8 * 4/7)))
[105661] ['3/8', '5/9', '1', '1', '7/4'] -> (1 / ((5/9 * (7/4 - 1)) - 3/8))
[105662] ['1/6', '3/8', '5/7', '4', '5'] -> ((5 / 5/7) / ((1/6 * 4) - 3/8))
[105663] ['2/5', '3/7', '8/3', '8', '9'] -> ((8 / (3/7 - 2/5)) / (8/3 + 9))
[105664] ['3/8', '5/9', '1', '1', '5/2'] -> ((1 + 1) * (5/2 / (3/8 * 5/9)))
[105665] ['2/5', '4/9', '4/9', '8', '9'] -> (4/9 * (9 + (8 / (2/5 * 4/9))))
[105666] ['5/9', '7/6', '5/4', '8', '8'] -> ((8 + (8 / 5/9)) / (7/6 / 5/4))
[105667] ['3/8', '5/9', '1', '1', '9/2'] -> (1 / ((3/8 - 5/9) + (1 / 9/2)))
[105668] ['5/9', '7/6', '9/7', '8', '8'] -> ((8 + (8 / (7/6 * 9/7))) / 5/9)
[105669] ['2/5', '4/9', '4/7', '8', '9'] -> ((8 / 4/7) + (9 / (2/5 / 4/9)))
[105670] ['1/6', '3/8', '8/5', '4', '5'] -> ((8/5 * 5) / (3/8 - (1/6 / 4)))
[105671] ['1/6', '2/5', '3/7', '4', '5'] -> ((5 / (3/7 * (1/6 / 2/5))) - 4)
[105672] ['5/9', '7/6', '5/3', '8', '8'] -> ((7/6 + (5/9 / 5/3)) * (8 + 8))
[105673] ['3/8', '4/7', '5/7', '1', '1'] -> (1 / (3/8 - (4/7 / (5/7 + 1))))
[105674] ['5/9', '7/6', '7/4', '8', '8'] -> ((8 + (8 * (7/6 / 7/4))) / 5/9)
[105675] ['1/6', '2/5', '5/9', '4', '5'] -> (5 * ((4 / 5/9) - (2/5 / 1/6)))
[105676] ['5/9', '7/6', '9/4', '8', '8'] -> ((8 + (5/9 * 8)) / (7/6 / 9/4))
[105677] ['2/5', '4/9', '9/8', '8', '9'] -> ((2/5 * 9) * ((8 / 9/8) - 4/9))
[105678] ['3/8', '4/7', '5/6', '1', '1'] -> (1 / ((3/8 / (1 - 4/7)) - 5/6))
[105679] ['2/5', '4/9', '8/7', '8', '9'] -> ((2/5 + 8) * ((4/9 * 9) - 8/7))
[105680] ['3/8', '4/7', '6/7', '1', '1'] -> (1 / ((3/8 - 1) + (4/7 / 6/7)))
[105681] ['5/9', '7/6', '9/2', '8', '8'] -> ((8 + (8 * (5/9 * 9/2))) / 7/6)
[105682] ['1/6', '2/5', '6/7', '4', '5'] -> (((5 + (4 / 6/7)) / 2/5) - 1/6)
[105683] ['2/5', '4/9', '9/7', '8', '9'] -> ((2/5 * 9) * (4/9 + (8 / 9/7)))
[105684] ['5/9', '6/5', '9/7', '8', '8'] -> ((8 + (8 / 5/9)) / (6/5 / 9/7))
[105685] ['2/5', '4/9', '7/4', '8', '9'] -> ((7/4 * 8) + (9 / (2/5 / 4/9)))
[105686] ['3/8', '4/7', '1', '1', '7/6'] -> (1 / ((3/8 - 1) + (4/7 * 7/6)))
[105687] ['5/9', '6/5', '7/5', '8', '8'] -> ((5/9 * 8) * (8 - (6/5 + 7/5)))
[105688] ['3/8', '4/7', '1', '1', '4/3'] -> (1 / ((1 / 4/7) - (3/8 + 4/3)))
[105689] ['5/9', '6/5', '5/3', '8', '8'] -> ((8 / (5/9 + 5/3)) / (6/5 / 8))
[105690] ['3/8', '4/7', '1', '1', '3/2'] -> (1 / ((1 / 3/8) - (3/2 / 4/7)))
[105691] ['5/9', '6/5', '9/4', '8', '8'] -> ((9/4 * (5/9 * 6/5)) * (8 + 8))
[105692] ['1/6', '3/7', '5/9', '4', '5'] -> (((5/9 + 5) / 1/6) - (4 / 3/7))
[105693] ['5/9', '6/5', '5/2', '8', '8'] -> (((5/2 * 8) - (8 / 6/5)) / 5/9)
[105694] ['2/5', '1/2', '7/8', '8', '9'] -> (9 / (2/5 * (7/8 + (1/2 / 8))))
[105695] ['5/9', '5/4', '5/4', '8', '8'] -> ((8 - 5/4) * (8 * (5/9 / 5/4)))
[105696] ['3/8', '4/7', '1', '1', '9/4'] -> (9/4 / (((1 - 3/8) / 4/7) - 1))
[105697] ['5/9', '5/4', '9/7', '8', '8'] -> (5/4 * (8 + (8 / (5/9 * 9/7))))
[105698] ['3/8', '4/7', '1', '1', '7/3'] -> (1 / ((3/8 + 1) - (4/7 * 7/3)))
[105699] ['1/6', '3/7', '2/3', '4', '5'] -> ((5 / (3/7 - (1/6 / 2/3))) - 4)
[105700] ['3/8', '4/7', '1', '1', '7/2'] -> ((1 + (4/7 + 1)) / (3/8 / 7/2))
[105701] ['5/9', '5/4', '5/3', '8', '8'] -> (5/4 * ((8 / 5/9) + (8 / 5/3)))
[105702] ['3/8', '3/5', '5/7', '1', '1'] -> (3/5 / ((1 / 5/7) - (3/8 + 1)))
[105703] ['2/5', '5/9', '4/7', '8', '9'] -> ((5/9 * 4/7) * (9 * (2/5 + 8)))
[105704] ['3/8', '3/5', '3/4', '1', '1'] -> (1 / (((1 - 3/4) / 3/5) - 3/8))
[105705] ['5/9', '5/4', '7/3', '8', '8'] -> (((7/3 * 8) - 8) / (5/9 / 5/4))
[105706] ['1/6', '3/7', '6/5', '4', '5'] -> ((3/7 * 5) * (4 + (6/5 / 1/6)))
[105707] ['5/9', '5/4', '7/2', '8', '8'] -> (8 * ((8 / (7/2 - 5/4)) - 5/9))
[105708] ['5/9', '5/4', '9/2', '8', '8'] -> (8 + ((5/9 / 5/4) * (9/2 * 8)))
[105709] ['5/9', '9/7', '9/7', '8', '8'] -> (8 + (8 * (9/7 + (5/9 * 9/7))))
[105710] ['2/5', '5/9', '7/8', '8', '9'] -> ((8 + 9) / (5/9 * (2/5 + 7/8)))
[105711] ['2/5', '5/9', '9/8', '8', '9'] -> (((8 / (2/5 * 5/9)) - 9) / 9/8)
[105712] ['5/9', '9/7', '3/2', '8', '8'] -> ((9/7 * 3/2) * (8 + (5/9 * 8)))
[105713] ['5/9', '9/7', '5/3', '8', '8'] -> ((8 / 9/7) + (8 * (5/9 + 5/3)))
[105714] ['2/5', '5/9', '7/6', '8', '9'] -> (((9 / 2/5) - (7/6 + 8)) / 5/9)
[105715] ['1/6', '3/7', '7/4', '4', '5'] -> (((7/4 * (5 - 3/7)) - 4) / 1/6)
[105716] ['2/5', '5/9', '5/4', '8', '9'] -> ((8 / 2/5) + (9 * (5/9 / 5/4)))
[105717] ['5/9', '9/7', '9/4', '8', '8'] -> (9/4 * ((5/9 * 8) + (8 / 9/7)))
[105718] ['2/5', '5/9', '9/7', '8', '9'] -> ((8 / (2/5 * 9/7)) - (5/9 - 9))
[105719] ['3/8', '3/5', '1', '1', '4/3'] -> (1 / ((3/8 + 4/3) - (1 / 3/5)))
[105720] ['2/5', '5/9', '7/4', '8', '9'] -> ((5/9 / 7/4) * (9 * (2/5 + 8)))
[105721] ['3/8', '3/5', '1', '1', '7/3'] -> (1 / (7/3 - ((3/8 + 1) / 3/5)))
[105722] ['1/6', '4/9', '3/5', '4', '5'] -> (4/9 * (4 + (5 / (1/6 * 3/5))))
[105723] ['5/9', '9/7', '7/2', '8', '8'] -> (8 * ((5/9 * 9/7) + (8 / 7/2)))
[105724] ['5/9', '9/7', '9/2', '8', '8'] -> ((9/7 * 8) * (5/9 + (8 / 9/2)))
[105725] ['3/8', '3/5', '1', '1', '7/2'] -> (3/5 / ((1 / (7/2 - 1)) - 3/8))
[105726] ['5/9', '4/3', '7/4', '8', '8'] -> ((8 + ((4/3 + 8) / 7/4)) / 5/9)
[105727] ['1/6', '4/9', '5/6', '4', '5'] -> (((5 - 4/9) / 1/6) - (5/6 * 4))
[105728] ['2/5', '4/7', '4/7', '8', '9'] -> ((4/7 / 8) + ((4/7 + 9) / 2/5))
[105729] ['2/5', '4/7', '3/5', '8', '9'] -> ((8 / 4/7) + (9 + (2/5 + 3/5)))
[105730] ['5/9', '4/3', '5/2', '8', '8'] -> (((4/3 - 8) + (5/2 * 8)) / 5/9)
[105731] ['1/6', '4/9', '8/7', '4', '5'] -> (8/7 * ((5 / 1/6) - (4 / 4/9)))
[105732] ['2/5', '4/7', '5/8', '8', '9'] -> ((8 + (2/5 * 5/8)) + (9 / 4/7))
[105733] ['5/9', '4/3', '7/2', '8', '8'] -> (4/3 / (8 - (7/2 + (5/9 * 8))))
[105734] ['1/6', '4/9', '6/5', '4', '5'] -> (((5 - 4/9) / 1/6) - (4 / 6/5))
[105735] ['3/8', '5/8', '7/8', '1', '1'] -> (1 / (3/8 - (5/8 / (7/8 + 1))))
[105736] ['5/9', '7/5', '3/2', '8', '8'] -> ((8 + (8 / 5/9)) / (7/5 / 3/2))
[105737] ['1/6', '4/9', '7/5', '4', '5'] -> ((4 + (4/9 / 1/6)) * (5 - 7/5))
[105738] ['5/9', '7/5', '8/5', '8', '8'] -> ((8 / 5/9) - (8/5 - (7/5 * 8)))
[105739] ['3/8', '5/8', '1', '1', '5/4'] -> (1 / (((5/4 - 1) / 3/8) - 5/8))
[105740] ['3/8', '5/8', '1', '1', '7/5'] -> ((5/8 / (7/5 - (3/8 + 1))) - 1)
[105741] ['5/9', '7/5', '9/4', '8', '8'] -> ((5/9 * 9/4) * (8 + (7/5 * 8)))
[105742] ['2/5', '4/7', '8/9', '8', '9'] -> ((8/9 - 4/7) * (9 * (2/5 + 8)))
[105743] ['3/8', '5/8', '1', '1', '5/3'] -> (1 / ((5/8 * (5/3 - 1)) - 3/8))
[105744] ['5/9', '7/5', '7/3', '8', '8'] -> ((8 + (8 / 5/9)) / (7/3 - 7/5))
[105745] ['3/8', '5/8', '1', '1', '7/4'] -> ((1 + 1) / (7/4 - (5/8 / 3/8)))
[105746] ['2/5', '4/7', '7/5', '8', '9'] -> ((8 / 4/7) + (9 - (2/5 - 7/5)))
[105747] ['3/8', '5/8', '1', '1', '9/2'] -> (9/2 * (1 + ((5/8 + 1) / 3/8)))
[105748] ['1/6', '5/9', '7/8', '4', '5'] -> (5 / ((5/9 / 1/6) + (7/8 - 4)))
[105749] ['2/5', '4/7', '3/2', '8', '9'] -> ((4/7 * 8) * (9 - (3/2 / 2/5)))
[105750] ['3/8', '2/3', '4/5', '1', '1'] -> (1 / (((1 - 2/3) / 4/5) - 3/8))
[105751] ['1/6', '5/9', '7/6', '4', '5'] -> ((4 - (1/6 + 7/6)) / (5/9 / 5))
[105752] ['3/8', '2/3', '5/6', '1', '1'] -> ((1 / (3/8 * 2/3)) / (1 - 5/6))
[105753] ['2/5', '4/7', '9/5', '8', '9'] -> ((4/7 / 9/5) * (9 * (2/5 + 8)))
[105754] ['3/8', '2/3', '1', '1', '9/8'] -> ((1 + 1) / (9/8 - (3/8 + 2/3)))
[105755] ['2/5', '4/7', '9/4', '8', '9'] -> ((8 / 4/7) + (9 / (2/5 * 9/4)))
[105756] ['2/5', '4/7', '9/2', '8', '9'] -> (((2/5 + 8) * (9/2 - 4/7)) - 9)
[105757] ['1/6', '5/9', '7/2', '4', '5'] -> (((7/2 * 5) - (1/6 + 4)) / 5/9)
[105758] ['3/8', '2/3', '1', '1', '7/4'] -> (1 / ((1 / 3/8) - (7/4 / 2/3)))
[105759] ['3/8', '2/3', '1', '1', '9/5'] -> ((1 / 3/8) / (2/3 - (1 / 9/5)))
[105760] ['1/6', '4/7', '5/7', '4', '5'] -> ((5 + (5/7 + 4)) / (4/7 - 1/6))
[105761] ['3/8', '2/3', '1', '1', '9/4'] -> ((2/3 + 1) / ((1 / 9/4) - 3/8))
[105762] ['1/6', '4/7', '3/4', '4', '5'] -> (((5 / 4/7) - (3/4 + 4)) / 1/6)
[105763] ['2/5', '3/5', '5/4', '8', '9'] -> (9 + ((5/4 * 8) / (2/5 / 3/5)))
[105764] ['3/8', '2/3', '1', '1', '7/3'] -> (1 / (3/8 - (1 / (2/3 + 7/3))))
[105765] ['3/8', '2/3', '1', '1', '5/2'] -> ((1 / 2/3) / (1 - (3/8 * 5/2)))
[105766] ['1/6', '4/7', '5/6', '4', '5'] -> (4 + ((5/6 + 5) / (1/6 / 4/7)))
[105767] ['3/8', '2/3', '1', '1', '7/2'] -> ((1 + 1) * (7/2 / (2/3 - 3/8)))
[105768] ['5/9', '9/5', '9/5', '8', '8'] -> (8 + ((5/9 * 8) * (9/5 + 9/5)))
[105769] ['1/6', '4/7', '7/8', '4', '5'] -> ((4 + (5 / 7/8)) / (4/7 - 1/6))
[105770] ['5/9', '9/5', '9/4', '8', '8'] -> ((8 / (5/9 * (9/4 - 9/5))) - 8)
[105771] ['2/5', '5/8', '5/8', '8', '9'] -> (((5/8 + (8 / 2/5)) / 5/8) - 9)
[105772] ['3/8', '5/7', '5/7', '1', '1'] -> (1 / ((5/7 / (5/7 + 1)) - 3/8))
[105773] ['2/5', '5/8', '5/7', '8', '9'] -> ((9 + (5/7 * (2/5 + 8))) / 5/8)
[105774] ['5/9', '9/5', '7/3', '8', '8'] -> ((8 - (5/9 * 9/5)) / (7/3 / 8))
[105775] ['5/9', '9/5', '5/2', '8', '8'] -> ((5/2 - (5/9 * 9/5)) * (8 + 8))
[105776] ['2/5', '5/8', '6/7', '8', '9'] -> (6/7 * ((9 / (2/5 * 5/8)) - 8))
[105777] ['5/9', '9/5', '9/2', '8', '8'] -> ((5/9 * (9/2 - 9/5)) * (8 + 8))
[105778] ['3/8', '5/7', '5/6', '1', '1'] -> (1 / (((1 - 3/8) / 5/7) - 5/6))
[105779] ['5/9', '9/4', '9/4', '8', '8'] -> ((8 - (5/9 * 9/4)) / (9/4 / 8))
[105780] ['5/9', '9/4', '7/3', '8', '8'] -> (((9/4 * 8) * (7/3 - 5/9)) - 8)
[105781] ['2/5', '5/8', '7/6', '8', '9'] -> (((9 / (2/5 * 5/8)) - 8) / 7/6)
[105782] ['2/5', '5/8', '9/2', '8', '9'] -> ((8 - (9 / 9/2)) / (2/5 * 5/8))
[105783] ['1/6', '4/7', '5/2', '4', '5'] -> (5 / ((5/2 / 4/7) - (1/6 + 4)))
[105784] ['5/9', '5/2', '8/3', '8', '8'] -> ((5/2 * (8 + (8/3 / 5/9))) - 8)
[105785] ['2/5', '2/3', '3/4', '8', '9'] -> ((2/5 * 9) * (2/3 + (3/4 * 8)))
[105786] ['5/9', '5/2', '7/2', '8', '8'] -> ((7/2 + 8) + (8 + (5/2 / 5/9)))
[105787] ['1/6', '3/5', '5/8', '4', '5'] -> ((4 * (5 + (5/8 / 3/5))) - 1/6)
[105788] ['2/5', '2/3', '7/9', '8', '9'] -> (((2/3 / 2/5) + (8 + 9)) / 7/9)
[105789] ['5/9', '5/2', '9/2', '8', '8'] -> (8 * (8 - (5/2 + (5/9 * 9/2))))
[105790] ['2/5', '2/3', '7/6', '8', '9'] -> ((((9 / 2/5) - 7/6) / 2/3) - 8)
[105791] ['5/9', '7/2', '9/2', '8', '8'] -> ((8 + (5/9 * 9/2)) / (7/2 / 8))
[105792] ['2/5', '2/3', '9/7', '8', '9'] -> (9/7 * ((2/3 / 2/5) + (8 + 9)))
[105793] ['4/7', '4/7', '4/5', '8', '8'] -> ((8 + (8 * (4/7 / 4/5))) / 4/7)
[105794] ['4/7', '4/7', '5/6', '8', '8'] -> (8 / ((4/7 / 8) - (4/7 - 5/6)))
[105795] ['2/5', '2/3', '7/2', '8', '9'] -> ((7/2 * 9) - (8 / (2/5 + 2/3)))
[105796] ['2/5', '2/3', '9/2', '8', '9'] -> (8 / ((9 / 9/2) - (2/3 / 2/5)))
[105797] ['1/6', '3/5', '9/4', '4', '5'] -> ((4 + (5 / (1/6 * 3/5))) / 9/4)
[105798] ['4/7', '4/7', '9/5', '8', '8'] -> ((4/7 + 8) + (9/5 * (4/7 + 8)))
[105799] ['1/6', '5/8', '7/9', '4', '5'] -> ((4 - (1/6 / 5/8)) / (7/9 / 5))
[105800] ['3/8', '3/4', '4/5', '1', '1'] -> (1 / ((3/4 / (4/5 + 1)) - 3/8))
[105801] ['2/5', '5/7', '6/7', '8', '9'] -> ((9 * (2/5 * 5/7)) / (6/7 / 8))
[105802] ['3/8', '3/4', '5/6', '1', '1'] -> ((1 / 3/8) / ((5/6 / 3/4) - 1))
[105803] ['4/7', '3/5', '5/8', '8', '8'] -> (((8 / (4/7 * 5/8)) - 8) / 3/5)
[105804] ['1/6', '5/8', '8/9', '4', '5'] -> ((4 + (1/6 / 5/8)) / (8/9 / 5))
[105805] ['2/5', '5/7', '7/8', '8', '9'] -> (((2/5 + 8) + (9 / 5/7)) / 7/8)
[105806] ['3/8', '3/4', '6/7', '1', '1'] -> (1 / ((1 / 6/7) - (3/8 + 3/4)))
[105807] ['1/6', '5/8', '9/7', '4', '5'] -> ((9/7 * 5) * (4 - (1/6 / 5/8)))
[105808] ['2/5', '5/7', '8/7', '8', '9'] -> (8/7 * ((2/5 + 8) + (9 / 5/7)))
[105809] ['2/5', '5/7', '7/6', '8', '9'] -> ((7/6 * 8) * (9 * (2/5 * 5/7)))
[105810] ['4/7', '3/5', '6/7', '8', '8'] -> (8 + (8 * (4/7 + (6/7 / 3/5))))
[105811] ['2/5', '5/7', '4/3', '8', '9'] -> ((4/3 + 8) * (9 * (2/5 * 5/7)))
[105812] ['3/8', '3/4', '1', '1', '5/2'] -> (((5/2 / (1 - 3/4)) - 1) / 3/8)
[105813] ['2/5', '5/7', '8/5', '8', '9'] -> (8/5 * (9 + (5/7 * (2/5 + 8))))
[105814] ['1/6', '5/7', '7/8', '4', '5'] -> (((5 / (5/7 * 7/8)) - 4) / 1/6)
[105815] ['3/8', '3/4', '1', '1', '8/3'] -> (8/3 / (1 - (1 / (3/8 + 3/4))))
[105816] ['3/8', '3/4', '1', '1', '7/2'] -> (1 / ((1 / 3/8) - (3/4 * 7/2)))
[105817] ['3/8', '3/4', '1', '1', '9/2'] -> ((1 + 1) * (9/2 / (3/4 - 3/8)))
[105818] ['4/7', '3/5', '4/3', '8', '8'] -> ((8 / 4/7) + (8 / (3/5 * 4/3)))
[105819] ['3/8', '7/9', '7/8', '1', '1'] -> ((1 / 3/8) / (1 - (7/9 / 7/8)))
[105820] ['1/6', '5/7', '3/2', '4', '5'] -> ((5 / (3/2 * (1/6 * 5/7))) - 4)
[105821] ['3/8', '7/9', '1', '1', '9/8'] -> ((1 / 3/8) / ((1 / 9/8) - 7/9))
[105822] ['1/6', '5/7', '5/3', '4', '5'] -> (((5 - 5/3) / (1/6 * 5/7)) - 4)
[105823] ['3/8', '7/9', '1', '1', '7/6'] -> (1 / ((3/8 - 1) + (7/9 / 7/6)))
[105824] ['2/5', '3/4', '6/7', '8', '9'] -> ((3/4 + 8) * ((2/5 * 9) - 6/7))
[105825] ['3/8', '7/9', '1', '1', '5/4'] -> (1 / ((3/8 * 7/9) + (1 - 5/4)))
[105826] ['2/5', '3/4', '7/8', '8', '9'] -> ((9 / (2/5 / 3/4)) - (7/8 - 8))
[105827] ['4/7', '3/5', '8/3', '8', '8'] -> ((8 / (4/7 / 8/3)) - (8 / 3/5))
[105828] ['1/6', '5/7', '5/2', '4', '5'] -> (((5 + (5/2 / 1/6)) / 5/7) - 4)
[105829] ['2/5', '3/4', '8/9', '8', '9'] -> ((8/9 + 8) * (9 * (2/5 * 3/4)))
[105830] ['4/7', '5/8', '5/8', '8', '8'] -> ((8 / 4/7) + (8 * (5/8 + 5/8)))
[105831] ['1/6', '3/4', '7/9', '4', '5'] -> (4 * ((1/6 / 3/4) + (7/9 + 5)))
[105832] ['3/8', '7/9', '1', '1', '7/4'] -> (3/8 / (1 - (7/4 / (7/9 + 1))))
[105833] ['1/6', '3/4', '4/5', '4', '5'] -> ((5 / (1/6 + 4)) / (4/5 - 3/4))
[105834] ['1/6', '3/4', '6/7', '4', '5'] -> (5 / ((3/4 / 6/7) - (1/6 * 4)))
[105835] ['3/8', '7/9', '1', '1', '9/4'] -> (1 / ((3/8 - 7/9) + (1 / 9/4)))
[105836] ['2/5', '3/4', '5/3', '8', '9'] -> ((8 / (2/5 * 5/3)) + (9 / 3/4))
[105837] ['1/6', '3/4', '8/7', '4', '5'] -> (4 * (1/6 + (5 / (3/4 * 8/7))))
[105838] ['4/7', '5/8', '4/5', '8', '8'] -> ((8 / 5/8) + (8 / (4/7 / 4/5)))
[105839] ['3/8', '7/9', '1', '1', '7/2'] -> ((1 + 1) * (7/2 / (3/8 * 7/9)))
[105840] ['3/8', '4/5', '4/5', '1', '1'] -> ((4/5 + 1) / (3/8 * (1 - 4/5)))
[105841] ['3/8', '4/5', '8/9', '1', '1'] -> ((1 / 3/8) / ((8/9 / 4/5) - 1))
[105842] ['1/6', '7/9', '5/6', '4', '5'] -> ((5 / (5/6 * (1/6 / 7/9))) - 4)
[105843] ['2/5', '7/9', '6/7', '8', '9'] -> ((6/7 / 2/5) + ((8 + 9) / 7/9))
[105844] ['1/6', '7/9', '7/8', '4', '5'] -> (5 / ((7/8 + 4) - (7/9 / 1/6)))
[105845] ['4/7', '5/8', '4/3', '8', '8'] -> (8 / (5/8 - (4/3 / (4/7 * 8))))
[105846] ['2/5', '7/9', '9/8', '8', '9'] -> (((7/9 * 9) + (8 / 2/5)) / 9/8)
[105847] ['4/7', '5/8', '5/3', '8', '8'] -> (5/3 * ((8 / (4/7 * 5/8)) - 8))
[105848] ['1/6', '7/9', '6/5', '4', '5'] -> (((6/5 * 5) / (1/6 / 7/9)) - 4)
[105849] ['3/8', '4/5', '1', '1', '4/3'] -> (1 / (((4/3 - 1) / 4/5) - 3/8))
[105850] ['2/5', '7/9', '7/6', '8', '9'] -> ((2/5 * 8) * (9 - (7/6 / 7/9)))
[105851] ['4/7', '5/8', '9/4', '8', '8'] -> (9/4 / ((5/8 / 4/7) - (8 / 8)))
[105852] ['3/8', '4/5', '1', '1', '7/5'] -> (1 / (3/8 - (4/5 / (1 + 7/5))))
[105853] ['4/7', '5/8', '7/3', '8', '8'] -> (((4/7 + 8) / (5/8 / 7/3)) - 8)
[105854] ['1/6', '7/9', '8/5', '4', '5'] -> ((4 - (1/6 * 8/5)) / (7/9 / 5))
[105855] ['3/8', '4/5', '1', '1', '9/4'] -> ((9/4 / 3/8) / ((1 / 4/5) - 1))
[105856] ['2/5', '7/9', '3/2', '8', '9'] -> ((9 / (2/5 / 7/9)) - (3/2 - 8))
[105857] ['2/5', '7/9', '5/3', '8', '9'] -> ((((5/3 + 9) / 2/5) - 8) / 7/9)
[105858] ['2/5', '7/9', '9/5', '8', '9'] -> (((9/5 * (7/9 + 9)) - 8) / 2/5)
[105859] ['2/5', '7/9', '5/2', '8', '9'] -> (8 + (9 * (7/9 + (2/5 * 5/2))))
[105860] ['3/8', '5/6', '6/7', '1', '1'] -> (1 / ((3/8 + 5/6) - (1 / 6/7)))
[105861] ['3/8', '5/6', '7/8', '1', '1'] -> (1 / ((5/6 * (3/8 + 7/8)) - 1))
[105862] ['2/5', '7/9', '9/2', '8', '9'] -> ((9/2 * (7/9 + 9)) - (8 / 2/5))
[105863] ['1/6', '4/5', '7/4', '4', '5'] -> (((7/4 - 4) + (5 / 4/5)) / 1/6)
[105864] ['4/7', '2/3', '5/2', '8', '8'] -> ((4/7 / 2/3) * (8 + (5/2 * 8)))
[105865] ['4/7', '2/3', '7/2', '8', '8'] -> ((8 * 8) / (2/3 + (4/7 * 7/2)))
[105866] ['3/8', '5/6', '1', '1', '8/5'] -> (1 / ((3/8 + 1) - (5/6 * 8/5)))
[105867] ['4/7', '5/7', '7/9', '8', '8'] -> ((7/9 * 8) * ((4/7 * 8) - 5/7))
[105868] ['1/6', '5/6', '6/7', '4', '5'] -> ((5 / (6/7 / 4)) - (1/6 - 5/6))
[105869] ['3/8', '5/6', '1', '1', '5/3'] -> (((5/3 / (1 - 5/6)) - 1) / 3/8)
[105870] ['4/7', '5/7', '4/5', '8', '8'] -> (4/5 + ((8 + (4/7 + 8)) / 5/7))
[105871] ['1/6', '5/6', '8/9', '4', '5'] -> (5/6 + (4 * (1/6 + (5 / 8/9))))
[105872] ['1/6', '5/6', '9/8', '4', '5'] -> (5/6 + (4 * (1/6 + (9/8 * 5))))
[105873] ['4/7', '5/7', '7/8', '8', '8'] -> ((8 * 8) * ((5/7 / 4/7) - 7/8))
[105874] ['3/8', '5/6', '1', '1', '9/4'] -> (1 / (9/4 - (1 + (3/8 + 5/6))))
[105875] ['2/5', '5/6', '7/8', '8', '9'] -> ((2/5 * 5/6) / ((8 / 9) - 7/8))
[105876] ['1/6', '5/6', '9/7', '4', '5'] -> ((5 / (9/7 * (1/6 * 5/6))) - 4)
[105877] ['1/6', '5/6', '7/4', '4', '5'] -> (4 + ((5/6 + 5) / (1/6 * 7/4)))
[105878] ['4/7', '5/7', '7/6', '8', '8'] -> ((7/6 * (4/7 + 5/7)) * (8 + 8))
[105879] ['4/7', '5/7', '5/2', '8', '8'] -> (8 + ((4/7 / 5/7) * (5/2 * 8)))
[105880] ['2/5', '5/6', '7/4', '8', '9'] -> ((8 * 9) * ((5/6 / 2/5) - 7/4))
[105881] ['4/7', '5/7', '9/2', '8', '8'] -> ((9/2 * 8) - ((4/7 + 8) / 5/7))
[105882] ['2/5', '5/6', '9/4', '8', '9'] -> ((5/6 * 8) * ((9 / 9/4) - 2/5))
[105883] ['4/7', '3/4', '3/4', '8', '8'] -> ((4/7 * 8) * ((3/4 * 8) - 3/4))
[105884] ['1/6', '6/7', '8/5', '4', '5'] -> ((6/7 * 5) * ((8/5 / 1/6) - 4))
[105885] ['4/7', '3/4', '5/6', '8', '8'] -> (((3/4 * 8) + (8 / 4/7)) / 5/6)
[105886] ['2/5', '6/7', '7/8', '8', '9'] -> (9 + ((7/8 * 8) / (2/5 / 6/7)))
[105887] ['4/7', '3/4', '8/9', '8', '8'] -> (((8 + (8 / 4/7)) / 8/9) - 3/4)
[105888] ['4/7', '3/4', '9/8', '8', '8'] -> ((9/8 * (8 + (8 / 4/7))) - 3/4)
[105889] ['1/6', '6/7', '8/3', '4', '5'] -> ((6/7 * (8/3 + (5 / 1/6))) - 4)
[105890] ['4/7', '3/4', '6/5', '8', '8'] -> (6/5 * ((3/4 * 8) + (8 / 4/7)))
[105891] ['4/7', '3/4', '5/4', '8', '8'] -> ((8 / 4/7) + (8 + (3/4 + 5/4)))
[105892] ['3/8', '6/7', '1', '1', '9/4'] -> (1 / ((1 / 3/8) - (9/4 / 6/7)))
[105893] ['2/5', '6/7', '7/5', '8', '9'] -> ((9 * (2/5 / 6/7)) / (7/5 / 8))
[105894] ['3/8', '6/7', '1', '1', '7/2'] -> (1 / (3/8 - (1 / (6/7 * 7/2))))
[105895] ['2/5', '6/7', '5/3', '8', '9'] -> ((5/3 / 2/5) + ((8 + 9) / 6/7))
[105896] ['1/6', '7/8', '7/5', '4', '5'] -> (((5 / (7/8 / 7/5)) - 4) / 1/6)
[105897] ['2/5', '6/7', '9/4', '8', '9'] -> ((8 / (2/5 - (6/7 / 9))) - 9/4)
