[53707] ['1/3', '9/7', '3/2', '3', '3'] -> ((3 + (3 / 9/7)) / (1/3 / 3/2))
[60642] ['3/5', '6/7', '7/8', '1', '6'] -> (6 / ((7/8 / (3/5 / 6/7)) - 1))
[60643] ['1/9', '5/4', '3/2', '7', '7'] -> ((7 / (1/9 + 5/4)) / (3/2 / 7))
[60644] ['8/9', '7/5', '5/3', '4', '7'] -> ((7/5 + 4) * (7 - (8/9 + 5/3)))
[60645] ['1/9', '1/4', '6/7', '1', '6'] -> (((1/4 * 6) + (1 / 6/7)) / 1/9)
[60646] ['5/6', '8/7', '9/5', '5', '5'] -> ((8/7 * 5) * ((5 / 5/6) - 9/5))
[60647] ['1/3', '3/5', '5/6', '1', '2'] -> ((5/6 / (1/3 - (3/5 / 2))) - 1)
[60648] ['2/9', '3/7', '9/8', '5', '8'] -> ((8 + (5 / 9/8)) / (2/9 / 3/7))
[60649] ['3/8', '7/9', '1', '7/3', '9'] -> (1 / (3/8 - (7/3 / (7/9 * 9))))
[60650] ['1/4', '8/7', '9/4', '4', '9'] -> ((1/4 + (9/4 * 9)) + (4 / 8/7))
[60651] ['2/7', '3/2', '5/2', '9', '9'] -> ((9 / 3/2) / (9 - (5/2 / 2/7)))
[60652] ['8/9', '7/5', '7/4', '4', '7'] -> ((8/9 * 4) * (7/4 + (7 / 7/5)))
[60653] ['2/7', '7/6', '7/5', '6', '6'] -> ((6 / (7/5 - 7/6)) - (2/7 * 6))
[60654] ['3/7', '1', '8/7', '7/5', '7'] -> (7 * (3/7 + (7/5 * (1 + 8/7))))
[60655] ['5/6', '8/7', '9/4', '5', '5'] -> (((5 * 5) / (5/6 * 8/7)) - 9/4)
[60656] ['3/5', '6/7', '1', '8/7', '6'] -> (6 / ((6/7 / (3/5 * 8/7)) - 1))
[60657] ['1/9', '5/4', '5/3', '7', '7'] -> ((7 + (7 / 1/9)) / (5/4 + 5/3))
[60658] ['3/5', '6/7', '5/4', '4', '8'] -> ((6/7 * 4) * (3/5 + (8 / 5/4)))
[60659] ['3/7', '1', '8/7', '8/5', '7'] -> (7 * (8/7 + (8/5 * (3/7 + 1))))
[60660] ['1/4', '8/7', '5/2', '4', '9'] -> ((8/7 + (4 / 5/2)) * (9 - 1/4))
[60661] ['3/5', '6/7', '9/7', '4', '8'] -> (4 + ((9/7 * 8) / (3/5 * 6/7)))
[60662] ['2/9', '5/4', '9/5', '2', '2'] -> (2 / ((2/9 - 5/4) + (2 / 9/5)))
[60663] ['8/9', '7/5', '7/3', '4', '7'] -> ((7 - (7/3 / 7/5)) / (8/9 / 4))
[60664] ['2/7', '7/6', '9/5', '6', '6'] -> (9/5 * (6 + (7/6 * (2/7 + 6))))
[60665] ['5/6', '8/7', '8/3', '5', '5'] -> (8/7 * (5 + (5 / (5/6 / 8/3))))
[60666] ['1/4', '8/7', '8/3', '4', '9'] -> (9 + ((1/4 + 8/3) * (8/7 + 4)))
[60667] ['1/9', '5/4', '9/5', '7', '7'] -> ((7 + 7) / ((5/4 / 9/5) - 1/9))
[60668] ['5/6', '8/7', '7/2', '5', '5'] -> ((8/7 * 7/2) / ((5 / 5) - 5/6))
[60669] ['2/7', '7/6', '9/4', '6', '6'] -> (6 / (9/4 - (6 * (2/7 * 7/6))))
[60670] ['3/7', '1', '7/6', '7/6', '7'] -> ((3/7 + 7) / (7/6 - (1 / 7/6)))
[60671] ['2/9', '5/4', '2', '2', '7/3'] -> ((2 + (2 * 7/3)) / (2/9 * 5/4))
[60672] ['5/6', '8/7', '9/2', '5', '5'] -> (((9/2 * 5) - 5) / (5/6 / 8/7))
[60673] ['8/9', '7/5', '8/3', '4', '7'] -> (8/3 / ((7 / 7/5) - (8/9 + 4)))
[60674] ['3/5', '6/7', '5/3', '4', '8'] -> ((6/7 * 4) * (8 - (3/5 * 5/3)))
[60675] ['3/5', '6/7', '1', '7/5', '6'] -> ((7/5 * (6/7 + 6)) / (1 - 3/5))
[60676] ['1/3', '3/5', '1', '7/6', '2'] -> ((1/3 + 1) / (2 - (7/6 / 3/5)))
[60677] ['1/9', '2/7', '2/7', '1', '6'] -> (6 + ((1 + (2/7 / 2/7)) / 1/9))
[60678] ['2/9', '5/4', '2', '2', '9/2'] -> (2 / (2/9 - ((5/4 / 2) / 9/2)))
[60679] ['1/3', '3/5', '1', '6/5', '2'] -> ((6/5 + 2) / (1/3 * (1 - 3/5)))
[60680] ['1/4', '7/6', '7/5', '4', '9'] -> ((7/5 / (1/4 * 7/6)) * (9 - 4))
[60681] ['1/9', '5/4', '7/2', '7', '7'] -> ((7 / 1/9) / (7 - (5/4 * 7/2)))
[60682] ['3/5', '6/7', '7/3', '4', '8'] -> ((3/5 * 4) * (8 + (6/7 * 7/3)))
[60683] ['8/9', '3/2', '8/5', '4', '7'] -> (8/5 * ((3/2 * 7) + (4 / 8/9)))
[60684] ['3/5', '6/7', '1', '7/4', '6'] -> ((6/7 / (3/5 - (1 / 7/4))) - 6)
[60685] ['1/4', '7/6', '8/5', '4', '9'] -> (9 * ((4 * (7/6 / 8/5)) - 1/4))
[60686] ['1/3', '3/5', '1', '4/3', '2'] -> (4/3 / ((1/3 / 3/5) - (1 / 2)))
[60687] ['3/5', '6/7', '5/2', '4', '8'] -> (5/2 * (4 + (8 * (3/5 / 6/7))))
[60688] ['9/7', '7/2', '7/2', '7', '7'] -> ((9/7 * (7/2 + 7)) + (7/2 + 7))
[60689] ['8/9', '3/2', '9/5', '4', '7'] -> (9/5 * (4 + (7 * (8/9 * 3/2))))
[60690] ['3/7', '1', '7/6', '5/3', '7'] -> ((5/3 + (1 / 3/7)) / (7/6 / 7))
[60691] ['3/5', '6/7', '1', '9/4', '6'] -> (9/4 * ((6 / (3/5 * 6/7)) - 1))
[60692] ['1/9', '2/7', '1/2', '1', '6'] -> (((6 / 2/7) - (1 / 1/9)) / 1/2)
[60693] ['9/7', '9/2', '9/2', '7', '7'] -> (((9/2 * 7) - (9/2 / 7)) / 9/7)
[60694] ['3/5', '6/7', '7/2', '4', '8'] -> ((3/5 * 7/2) * (8 + (6/7 * 4)))
[60695] ['1/9', '2/7', '5/9', '1', '6'] -> ((5/9 + 1) * (6 / (1/9 / 2/7)))
[60696] ['2/9', '9/7', '3/2', '2', '2'] -> ((2 + (2 / 9/7)) / (2/9 / 3/2))
[60697] ['2/9', '5/7', '4/5', '2', '5'] -> ((2 + (4/5 / 2/9)) * (5 - 5/7))
[60698] ['2/7', '5/3', '5/3', '9', '9'] -> (9 * (((5/3 + 5/3) / 2/7) - 9))
[60699] ['1/3', '3/5', '1', '5/3', '2'] -> ((5/3 / ((1/3 * 2) - 3/5)) - 1)
[60700] ['8/9', '8/5', '8/5', '4', '7'] -> (8/9 * ((4 * 7) - (8/5 / 8/5)))
[60701] ['2/7', '6/5', '7/3', '6', '6'] -> (7/3 * (2/7 + ((6 + 6) / 6/5)))
[60702] ['5/6', '7/6', '7/2', '5', '5'] -> ((5 + (5 / (7/6 / 7/2))) / 5/6)
[60703] ['3/8', '4/5', '1', '5/3', '9'] -> (9 / ((1 / (4/5 * 5/3)) - 3/8))
[60704] ['3/7', '1', '7/6', '9/4', '7'] -> (7 / ((7/6 * 9/4) - (1 / 3/7)))
[60705] ['2/9', '5/7', '5/6', '2', '5'] -> (((5 / 5/7) - (5/6 * 2)) / 2/9)
[60706] ['1/9', '2/7', '3/5', '1', '6'] -> ((1/9 + 1) * (3/5 + (6 / 2/7)))
[60707] ['1/3', '3/5', '1', '7/4', '2'] -> (2 / ((1 / 1/3) - (7/4 / 3/5)))
[60708] ['3/5', '6/7', '4', '9/2', '8'] -> ((6/7 * 8) * ((9/2 / 3/5) - 4))
[60709] ['8/9', '8/5', '5/3', '4', '7'] -> (4 * ((8/5 / 8/9) + (7 / 5/3)))
[60710] ['2/7', '5/3', '9/5', '9', '9'] -> (2/7 * ((5/3 * 9/5) + (9 * 9)))
[60711] ['2/9', '3/7', '5/2', '5', '8'] -> (3/7 * (((5 + 8) / 2/9) - 5/2))
[60712] ['3/5', '6/7', '1', '7/2', '6'] -> (6 * ((7/2 / (3/5 / 6/7)) - 1))
[60713] ['5/6', '6/5', '4/3', '5', '5'] -> ((6/5 / (4/3 - 5/6)) * (5 + 5))
[60714] ['1/3', '3/5', '1', '2', '7/3'] -> ((7/3 + (1 / 3/5)) / (1/3 / 2))
[60715] ['3/5', '6/7', '1', '9/2', '6'] -> (9/2 * ((6 / 6/7) - (1 / 3/5)))
[60716] ['8/9', '8/5', '9/4', '4', '7'] -> (8/5 * (7 + (4 * (8/9 * 9/4))))
[60717] ['1/9', '9/7', '9/5', '7', '7'] -> ((9/7 + 9/5) * (7 + (1/9 * 7)))
[60718] ['1/9', '2/7', '3/4', '1', '6'] -> ((1 + 6) / (3/4 * (1/9 / 2/7)))
[60719] ['8/9', '8/5', '7/3', '4', '7'] -> ((7 + (7/3 + 4)) / (8/9 / 8/5))
[60720] ['3/7', '1', '6/5', '4/3', '7'] -> (6/5 * (4/3 + ((1 + 7) / 3/7)))
[60721] ['1/4', '5/4', '9/7', '4', '9'] -> (4 * ((1/4 - 5/4) + (9 / 9/7)))
[60722] ['4/3', '4/3', '9/2', '7', '7'] -> ((7 * 7) / ((9/2 / 4/3) - 4/3))
[60723] ['3/5', '7/8', '6/5', '4', '8'] -> (8 * ((7/8 * 4) - (3/5 / 6/5)))
[60724] ['1/9', '9/7', '9/4', '7', '7'] -> (((7 / 1/9) - (9/7 * 7)) / 9/4)
[60725] ['2/7', '5/4', '7/5', '6', '6'] -> ((6 + 6) / (7/5 * (2/7 * 5/4)))
[60726] ['2/9', '4/9', '3/5', '5', '8'] -> ((8 / 5) / ((2/9 + 4/9) - 3/5))
[60727] ['3/8', '5/6', '8/9', '1', '9'] -> (((1 / (8/9 - 5/6)) - 9) / 3/8)
[60728] ['1/9', '2/7', '5/6', '1', '6'] -> (6 * ((5/6 / 1/9) - (1 / 2/7)))
[60729] ['3/7', '1', '6/5', '3/2', '7'] -> (7 * (3/7 + (6/5 * (1 + 3/2))))
[60730] ['2/7', '5/4', '8/5', '6', '6'] -> ((6 / 2/7) + (6 / (5/4 * 8/5)))
[60731] ['3/5', '7/8', '1', '6/5', '6'] -> ((6 * (3/5 / 6/5)) / (1 - 7/8))
[60732] ['4/3', '7/5', '3/2', '7', '7'] -> ((4/3 * 3/2) * (7 + (7 / 7/5)))
[60733] ['1/4', '9/7', '7/5', '4', '9'] -> (4 + (9 / (7/5 * (1/4 * 9/7))))
[60734] ['3/5', '7/8', '4/3', '4', '8'] -> ((4 / ((7/8 / 3/5) - 4/3)) - 8)
[60735] ['5/6', '6/5', '9/4', '5', '5'] -> ((5 * 5) / ((9/4 / 6/5) - 5/6))
[60736] ['8/9', '5/3', '5/3', '4', '7'] -> (8/9 * ((4 * 7) - (5/3 / 5/3)))
[60737] ['2/7', '7/4', '9/5', '9', '9'] -> (7/4 * ((9 / 9/5) - (2/7 - 9)))
[60738] ['3/7', '1', '6/5', '5/3', '7'] -> (7 * ((3/7 + 1) + (6/5 * 5/3)))
[60739] ['1/4', '9/7', '3/2', '4', '9'] -> ((9/7 + (1/4 * 4)) * (3/2 + 9))
[60740] ['4/3', '7/5', '7/4', '7', '7'] -> ((7 + 7) / (7/5 * (7/4 - 4/3)))
[60741] ['5/6', '6/5', '8/3', '5', '5'] -> (8/3 * ((5 + 5) - (5/6 * 6/5)))
[60742] ['8/9', '5/3', '9/5', '4', '7'] -> ((7 + (9/5 + 4)) / (8/9 / 5/3))
[60743] ['2/7', '5/4', '9/5', '6', '6'] -> ((6 / 5/4) - (9/5 - (6 / 2/7)))
[60744] ['3/5', '7/8', '1', '4/3', '6'] -> ((1 + (6 / 3/5)) / (4/3 - 7/8))
[60745] ['3/5', '7/8', '7/4', '4', '8'] -> ((3/5 * 4) * (8 + (7/4 / 7/8)))
[60746] ['2/7', '7/4', '7/3', '9', '9'] -> (((7/3 * 9) - 9) / (2/7 * 7/4))
[60747] ['1/3', '5/8', '1', '4/3', '2'] -> (1 / (4/3 - (5/8 + (1/3 * 2))))
[60748] ['1/9', '2/7', '1', '7/6', '6'] -> (6 * (1 + (7/6 / (1/9 / 2/7))))
[60749] ['4/3', '7/5', '5/2', '7', '7'] -> ((4/3 * 5/2) * (7 + (7/5 / 7)))
[60750] ['2/7', '5/4', '7/3', '6', '6'] -> ((6 + (6 / 7/3)) / (2/7 * 5/4))
[60751] ['3/5', '7/8', '9/4', '4', '8'] -> (((8 / 3/5) - 4) / (7/8 / 9/4))
[60752] ['3/8', '5/6', '1', '7/4', '9'] -> (9 * (3/8 + (5/6 * (1 + 7/4))))
[60753] ['2/9', '4/3', '9/5', '2', '2'] -> ((4/3 + 2) * ((2 / 2/9) - 9/5))
[60754] ['5/6', '5/4', '9/7', '5', '5'] -> ((5 / (5/6 + 5)) / (9/7 - 5/4))
[60755] ['1/9', '4/3', '9/5', '7', '7'] -> (7 + (9/5 * (1/9 + (4/3 * 7))))
[60756] ['2/7', '5/4', '8/3', '6', '6'] -> ((6 / (2/7 / 5/4)) - (6 / 8/3))
[60757] ['2/7', '7/4', '5/2', '9', '9'] -> (9 / (9 - (5/2 + (7/4 / 2/7))))
[60758] ['8/9', '7/4', '7/4', '4', '7'] -> (8/9 * ((4 * 7) - (7/4 / 7/4)))
[60759] ['1/3', '2/3', '2/3', '1', '2'] -> ((2/3 + 2) / (1/3 * (1 - 2/3)))
[60760] ['3/5', '7/8', '7/3', '4', '8'] -> ((4 / (7/8 / 7/3)) + (8 / 3/5))
[60761] ['3/5', '7/8', '1', '9/4', '6'] -> ((9/4 / (3/5 * (1 - 7/8))) - 6)
[60762] ['5/6', '5/4', '4/3', '5', '5'] -> ((5/4 + (5 / (4/3 / 5))) / 5/6)
[60763] ['2/7', '5/4', '7/2', '6', '6'] -> ((6 - (2/7 * 7/2)) / (5/4 / 6))
[60764] ['2/9', '4/9', '7/5', '5', '8'] -> ((5 * 8) * ((4/9 / 2/9) - 7/5))
[60765] ['2/7', '7/4', '7/2', '9', '9'] -> ((9 + 9) / (7/4 - (2/7 * 7/2)))
[60766] ['3/5', '7/8', '1', '7/3', '6'] -> (((6 / 3/5) - 1) / (7/8 / 7/3))
[60767] ['1/9', '2/7', '1', '7/5', '6'] -> ((1 / 1/9) + (6 / (2/7 * 7/5)))
[60768] ['5/6', '5/4', '7/5', '5', '5'] -> (5/4 / (5/6 - (5 / (7/5 + 5))))
[60769] ['3/7', '1', '6/5', '8/3', '7'] -> (6/5 * ((1 + 8/3) + (7 / 3/7)))
[60770] ['2/7', '7/4', '9/2', '9', '9'] -> ((9 / 7/4) / ((9/2 / 9) - 2/7))
[60771] ['8/9', '7/4', '7/3', '4', '7'] -> ((7/3 + 7) * (4 / (8/9 * 7/4)))
[60772] ['4/3', '3/2', '7/4', '7', '7'] -> ((4/3 + (7 / 3/2)) / (7/4 / 7))
[60773] ['1/9', '4/3', '5/2', '7', '7'] -> ((7 - 5/2) / (4/3 / (1/9 + 7)))
[60774] ['5/6', '5/4', '8/5', '5', '5'] -> ((8/5 / (5/6 / 5/4)) * (5 + 5))
[60775] ['3/8', '6/7', '1', '6/5', '9'] -> ((6/7 + 6/5) * (9 + (1 / 3/8)))
[60776] ['3/7', '1', '6/5', '9/2', '7'] -> ((6/5 * (9/2 + (7 / 3/7))) - 1)
[60777] ['3/8', '6/7', '1', '5/4', '9'] -> (3/8 + ((1 + 5/4) / (6/7 / 9)))
[60778] ['1/9', '2/7', '1', '5/3', '6'] -> ((2/7 * 6) * ((5/3 / 1/9) - 1))
[60779] ['3/7', '1', '5/4', '5/4', '7'] -> (5/4 + ((1 + (5/4 * 7)) / 3/7))
[60780] ['5/6', '5/4', '8/3', '5', '5'] -> (5 / ((5/6 + 5/4) - (5 / 8/3)))
[60781] ['4/3', '3/2', '7/2', '7', '7'] -> ((7 + 7) / (7/2 * (3/2 - 4/3)))
[60782] ['2/9', '1/2', '5/8', '5', '8'] -> (((1/2 - 8) + (5 / 2/9)) / 5/8)
[60783] ['1/9', '2/7', '1', '9/5', '6'] -> ((1 + 9/5) * (6 + (2/7 / 1/9)))
[60784] ['3/5', '8/9', '5/4', '4', '8'] -> (8 * ((4 / (8/9 * 5/4)) - 3/5))
[60785] ['1/4', '7/5', '7/4', '4', '9'] -> ((4 * 9) / (1/4 + (7/4 / 7/5)))
[60786] ['8/9', '7/4', '4', '9/2', '7'] -> (4 / ((8/9 * (7 - 7/4)) - 9/2))
[60787] ['2/9', '5/7', '2', '5/2', '5'] -> ((5 / 2/9) - (2 - (5/2 / 5/7)))
[60788] ['5/6', '9/7', '9/7', '5', '5'] -> ((5 - (9/7 / 9/7)) / (5/6 / 5))
[60789] ['3/7', '1', '5/4', '7/5', '7'] -> (7 * (3/7 + (5/4 * (1 + 7/5))))
[60790] ['1/9', '7/5', '3/2', '7', '7'] -> (3/2 + (7 / (1/9 + (7/5 / 7))))
[60791] ['2/9', '1/2', '5/7', '5', '8'] -> ((1/2 - 8) + (5 / (2/9 * 5/7)))
[60792] ['8/9', '9/5', '9/5', '4', '7'] -> (8/9 * ((4 * 7) - (9/5 / 9/5)))
[60793] ['3/5', '8/9', '9/7', '4', '8'] -> ((3/5 * 9/7) * ((4 * 8) - 8/9))
[60794] ['5/6', '9/7', '4/3', '5', '5'] -> (4/3 / (5/6 - (5 / (9/7 * 5))))
[60795] ['1/4', '7/5', '9/4', '4', '9'] -> ((7/5 * ((9/4 * 9) - 1/4)) - 4)
[60796] ['2/9', '7/5', '2', '2', '7/3'] -> ((2 + (7/3 / (7/5 / 2))) / 2/9)
[60797] ['8/9', '9/5', '9/4', '4', '7'] -> (9/5 * (8/9 + (7 / (9/4 / 4))))
[60798] ['1/9', '2/7', '1', '5/2', '6'] -> (6 / ((1 / 1/9) - (5/2 / 2/7)))
[60799] ['2/7', '9/4', '9/4', '9', '9'] -> (9 + ((9/4 + (9 / 2/7)) / 9/4))
[60800] ['3/7', '1', '5/4', '8/5', '7'] -> (7 * ((3/7 + 1) + (5/4 * 8/5)))
[60801] ['1/9', '7/5', '5/3', '7', '7'] -> (((7 / 1/9) - 7) / (7/5 * 5/3))
[60802] ['2/9', '7/5', '2', '2', '8/3'] -> ((2 + ((2 + 8/3) / 7/5)) / 2/9)
[60803] ['8/9', '9/5', '7/3', '4', '7'] -> ((4 * (7/3 + (7 / 9/5))) - 8/9)
[60804] ['3/8', '6/7', '1', '7/4', '9'] -> (9 * ((7/4 / 6/7) - (3/8 - 1)))
[60805] ['2/7', '4/3', '9/5', '6', '6'] -> (((6 / (9/5 - 4/3)) - 6) / 2/7)
[60806] ['2/7', '9/4', '7/3', '9', '9'] -> ((7/3 * 9) * (9 * (2/7 / 9/4)))
[60807] ['4/3', '8/5', '9/4', '7', '7'] -> ((7 - 8/5) * (4/3 + (7 / 9/4)))
[60808] ['3/7', '1', '5/4', '5/3', '7'] -> ((7 * (3/7 + 1)) / (5/3 - 5/4))
[60809] ['1/9', '2/7', '1', '7/2', '6'] -> (6 + ((1 + (2/7 * 7/2)) / 1/9))
[60810] ['1/3', '5/7', '5/7', '1', '2'] -> (2 / ((5/7 / (5/7 + 1)) - 1/3))
[60811] ['2/7', '9/4', '5/2', '9', '9'] -> (((5/2 * 9) + (9 / 2/7)) / 9/4)
[60812] ['1/9', '7/5', '9/5', '7', '7'] -> ((9/5 * (7 + (1/9 + 7))) - 7/5)
[60813] ['2/7', '4/3', '9/2', '6', '6'] -> ((9/2 + 6) * (6 * (2/7 * 4/3)))
[60814] ['4/3', '8/5', '7/2', '7', '7'] -> (7 / ((4/3 * 7/2) - (7 / 8/5)))
[60815] ['2/9', '3/4', '6/7', '2', '5'] -> (6/7 * ((5 / (2/9 * 3/4)) - 2))
[60816] ['1/9', '1/3', '4/7', '1', '6'] -> ((6 - (1/3 + 1)) / (1/9 / 4/7))
[60817] ['1/3', '5/7', '7/9', '1', '2'] -> (1 / ((7/9 / (5/7 - 1/3)) - 2))
[60818] ['2/7', '7/5', '7/5', '6', '6'] -> ((6 - (2/7 * 7/5)) / (7/5 / 6))
[60819] ['5/6', '9/7', '7/4', '5', '5'] -> ((5 + (9/7 * 5)) / (5/6 / 7/4))
[60820] ['3/7', '1', '5/4', '5/2', '7'] -> (7 * ((3/7 + 1) + (5/2 / 5/4)))
[60821] ['4/3', '8/5', '9/2', '7', '7'] -> (8/5 * (9/2 + ((7 + 7) / 4/3)))
[60822] ['2/7', '9/4', '9/2', '9', '9'] -> ((9 * 9) / ((9/4 / 2/7) - 9/2))
[60823] ['2/9', '1/2', '9/7', '5', '8'] -> (2/9 + ((8 + (5 / 9/7)) / 1/2))
[60824] ['1/9', '7/5', '7/3', '7', '7'] -> (((7/3 / 7/5) + (7 / 7)) / 1/9)
[60825] ['5/6', '9/7', '9/5', '5', '5'] -> ((9/7 * (5/6 + 5)) * (5 - 9/5))
[60826] ['3/5', '8/9', '7/2', '4', '8'] -> (((7/2 * 8) - (4 / 3/5)) / 8/9)
[60827] ['1/9', '1/3', '4/5', '1', '6'] -> (1 / (1/9 - ((1/3 / 4/5) / 6)))
[60828] ['2/7', '7/3', '5/2', '9', '9'] -> (9 + ((2/7 * 7/3) * (5/2 * 9)))
[60829] ['1/4', '7/4', '9/5', '4', '9'] -> (7/4 + (9 * (1/4 + (4 / 9/5))))
[60830] ['5/6', '9/7', '9/4', '5', '5'] -> ((5 + (5 / 9/7)) / (5/6 / 9/4))
[60831] ['2/9', '1/2', '3/2', '5', '8'] -> ((((8 - 5) / 2/9) - 3/2) / 1/2)
[60832] ['3/7', '1', '9/7', '7/5', '7'] -> ((1 + 7/5) * (7 + (9/7 / 3/7)))
[60833] ['2/9', '3/4', '9/7', '2', '5'] -> ((5 + (2 / 2/9)) / (3/4 / 9/7))
[60834] ['1/3', '5/7', '1', '9/8', '2'] -> (1 / (((1/3 + 9/8) / 5/7) - 2))
[60835] ['1/9', '1/3', '1', '7/5', '6'] -> (6 / (1/9 + (1/3 / (1 + 7/5))))
[60836] ['3/7', '1', '9/7', '8/5', '7'] -> (7 / ((1 / 8/5) - (3/7 / 9/7)))
[60837] ['1/4', '9/5', '7/2', '4', '9'] -> (((9 / 9/5) - 7/2) / (1/4 / 4))
[60838] ['1/9', '7/5', '7/2', '7', '7'] -> ((7/2 - (7 / (7/5 + 7))) / 1/9)
[60839] ['4/3', '7/4', '7/4', '7', '7'] -> ((7 + 7) / ((4/3 * 7/4) - 7/4))
[60840] ['3/5', '8/9', '1', '7/3', '6'] -> (6 * ((7/3 / 3/5) - (8/9 - 1)))
[60841] ['2/9', '3/4', '7/5', '2', '5'] -> (5 * ((7/5 / 2/9) - (3/4 * 2)))
[60842] ['8/9', '5/2', '4', '9/2', '7'] -> (9/2 / (7 - (4 + (5/2 / 8/9))))
[60843] ['1/9', '1/3', '1', '8/5', '6'] -> ((8/5 / (1/9 / 1/3)) * (6 - 1))
[60844] ['3/7', '1', '9/7', '7/4', '7'] -> ((1 + 7) * (7/4 * (3/7 + 9/7)))
[60845] ['1/9', '7/5', '9/2', '7', '7'] -> ((7 + (7 / 7/5)) / (1/9 * 9/2))
[60846] ['2/7', '3/2', '8/5', '6', '6'] -> (6 + (8/5 * (6 + (3/2 / 2/7))))
[60847] ['4/3', '7/4', '9/5', '7', '7'] -> (9/5 * ((4/3 * 7) + (7 / 7/4)))
[60848] ['8/9', '7/2', '7/2', '4', '7'] -> (8/9 * ((4 * 7) - (7/2 / 7/2)))
[60849] ['3/5', '8/9', '1', '8/3', '6'] -> (6 * ((8/3 / (3/5 * 8/9)) - 1))
[60850] ['4/3', '7/4', '7/2', '7', '7'] -> ((4/3 / 7/4) * (7 + (7/2 * 7)))
[60851] ['2/9', '5/9', '4/7', '5', '8'] -> ((4/7 * 5) * (8 + (2/9 / 5/9)))
[60852] ['4/3', '7/4', '9/2', '7', '7'] -> (9/2 * ((4/3 * 7) - (7 / 7/4)))
[60853] ['9/8', '9/8', '8/7', '4', '7'] -> ((8/7 * 7) * (4 - (9/8 / 9/8)))
[60854] ['5/6', '4/3', '4/3', '5', '5'] -> ((5 - (4/3 / 4/3)) / (5/6 / 5))
[60855] ['1/9', '3/8', '3/7', '1', '6'] -> ((6 - 1) / (3/7 * (1/9 + 3/8)))
[60856] ['2/9', '5/9', '3/4', '5', '8'] -> ((8 / 2/9) - (5 / (5/9 * 3/4)))
[60857] ['2/7', '2/7', '5/8', '4', '9'] -> (9 / (5/8 - ((2/7 / 2/7) / 4)))
[60858] ['5/6', '4/3', '7/4', '5', '5'] -> ((5 + 5) / ((5/6 + 4/3) - 7/4))
[60859] ['3/7', '1', '4/3', '7/5', '7'] -> ((7 + (1 / 7/5)) / (3/7 / 4/3))
[60860] ['2/7', '8/5', '5/3', '6', '6'] -> (2/7 * ((6 / (5/3 - 8/5)) - 6))
[60861] ['9/8', '9/8', '7/5', '4', '7'] -> (4 * ((9/8 / 9/8) + (7 / 7/5)))
[60862] ['3/8', '8/9', '1', '9/5', '9'] -> ((1 + 9) * (3/8 + (9/5 / 8/9)))
[60863] ['4/3', '9/5', '7/3', '7', '7'] -> ((4/3 * 9/5) * (7 + (7 / 7/3)))
[60864] ['1/3', '5/7', '1', '8/5', '2'] -> (8/5 / (1 - (2 * (1/3 / 5/7))))
[60865] ['2/9', '5/3', '5/3', '2', '2'] -> ((2 + (2 / 5/3)) / (2/9 / 5/3))
[60866] ['1/9', '3/2', '7/3', '7', '7'] -> ((7 - (7 / 7/3)) / (1/9 * 3/2))
[60867] ['2/7', '2/7', '5/6', '4', '9'] -> ((5/6 - (2/7 / 4)) / (2/7 / 9))
[60868] ['3/5', '8/7', '5/4', '4', '8'] -> ((4 / (5/4 - 8/7)) - (8 / 3/5))
[60869] ['5/6', '7/5', '7/5', '5', '5'] -> ((5 - (7/5 / 7/5)) / (5/6 / 5))
[60870] ['2/7', '8/5', '9/5', '6', '6'] -> ((8/5 / 9/5) * (6 + (6 / 2/7)))
[60871] ['1/3', '1/3', '5/6', '9', '9'] -> ((9 + (1/3 * 9)) / (5/6 - 1/3))
[60872] ['2/9', '7/9', '9/7', '2', '5'] -> (2 + ((9/7 + 5) / (2/9 / 7/9)))
[60873] ['1/9', '3/2', '9/2', '7', '7'] -> (7 + ((3/2 + 7) / (1/9 * 9/2)))
[60874] ['4/3', '9/5', '7/2', '7', '7'] -> ((4/3 * 7) / ((7 / 9/5) - 7/2))
[60875] ['9/8', '9/8', '7/3', '4', '7'] -> (9/8 + (9/8 * (4 + (7/3 * 7))))
[60876] ['2/7', '8/5', '7/3', '6', '6'] -> (8/5 * (6 + (6 / (2/7 * 7/3))))
[60877] ['2/7', '2/7', '6/5', '4', '9'] -> ((9 / (2/7 + (2/7 / 4))) - 6/5)
[60878] ['3/8', '1', '9/8', '8/5', '9'] -> ((1 + 9) * (8/5 * (3/8 + 9/8)))
[60879] ['1/3', '1/3', '8/7', '9', '9'] -> ((9 / 9) / (1/3 - (1/3 / 8/7)))
[60880] ['1/9', '8/5', '7/4', '7', '7'] -> ((7 / 1/9) / ((7 / 8/5) - 7/4))
[60881] ['1/3', '5/7', '1', '2', '7/3'] -> ((5/7 + 1) * (7/3 / (1/3 / 2)))
[60882] ['5/6', '7/5', '7/3', '5', '5'] -> ((5 + (5 / 7/5)) / (5/6 / 7/3))
[60883] ['3/5', '8/7', '9/4', '4', '8'] -> ((8/7 * 9/4) * ((8 / 3/5) - 4))
[60884] ['1/3', '5/7', '1', '2', '5/2'] -> ((1 + (5/2 / (5/7 / 2))) / 1/3)
[60885] ['4/3', '9/4', '9/4', '7', '7'] -> ((4/3 * 7) * (9/4 + (9/4 / 7)))
[60886] ['1/9', '8/5', '9/5', '7', '7'] -> ((8/5 * 7) + (9/5 * (1/9 + 7)))
