[1425746] ['2/5', '4/3', '4/7', '5/4', '7/5'] -> 7/5 / (2/5 * (4/3 - 5/4) / 4/7)
[1489385] ['2/7', '3/4', '5/9', '7/3', '7/4'] -> 7/3 / (3/4 - 5/9) / 2/7 / 7/4
[1489404] ['2/7', '3/4', '5/9', '7/4', '8/3'] -> 8/3 / (2/7 * 7/4 / 3/4 - 5/9)
[1489406] ['2/7', '3/4', '5/9', '7/4', '8/7'] -> 8/7 / (2/7 - 3/4 * 5/9 / 7/4)
[1489413] ['2/7', '3/4', '5/9', '7/5', '7/5'] -> 7/5 / (3/4 * 5/9 / 2/7 - 7/5)
[1489427] ['2/7', '3/4', '5/9', '7/6', '7/8'] -> 7/6 / (3/4 - 5/9) / 2/7 / 7/8
[1489429] ['2/7', '3/4', '5/9', '7/6', '8/3'] -> 8/3 / (5/9 - 2/7 * 7/6 / 3/4)
[1489431] ['2/7', '3/4', '5/9', '7/6', '8/7'] -> 7/6 / (3/4 - 5/9) / 2/7 * 8/7
[1489465] ['2/7', '3/4', '5/9', '8/3', '9/5'] -> 5/9 / (8/3 - 3/4 / 2/7) * 9/5
[1489493] ['2/7', '3/4', '5/9', '9/2', '9/8'] -> (9/2 / 2/7 - 3/4) / 5/9 / 9/8
[1489505] ['2/7', '3/4', '6/5', '6/5', '6/7'] -> 6/7 / (2/7 + 3/4 - 6/5 / 6/5)
[1489513] ['2/7', '3/4', '6/5', '6/5', '8/3'] -> 6/5 / 6/5 / (8/3 - 3/4 / 2/7)
[1489534] ['2/7', '3/4', '6/5', '6/7', '9/2'] -> 9/2 / (6/7 / (6/5 - 2/7) - 3/4)
[1489537] ['2/7', '3/4', '6/5', '6/7', '9/7'] -> 9/7 / (2/7 + 3/4 / 6/5 - 6/7)
[1489557] ['2/7', '3/4', '6/5', '7/3', '7/5'] -> 6/5 / (3/4 / 7/3 - 2/7) / 7/5
[1489567] ['2/7', '3/4', '6/5', '7/3', '9/5'] -> 9/5 / (6/5 - 3/4 / 2/7 / 7/3)
[1489592] ['2/7', '3/4', '6/5', '7/5', '9/2'] -> (7/5 / 2/7 / 3/4 - 6/5) * 9/2
[1489658] ['2/7', '3/4', '6/5', '8/9', '9/7'] -> 2/7 / (3/4 - 8/9 / 6/5) / 9/7
[1489662] ['2/7', '3/4', '6/5', '9/2', '9/5'] -> 6/5 + 9/2 / 2/7 / 3/4 + 9/5
[1489666] ['2/7', '3/4', '6/5', '9/4', '9/5'] -> 9/5 / (6/5 * 9/4 - 3/4 / 2/7)
[1489676] ['2/7', '3/4', '6/7', '6/7', '7/2'] -> (6/7 + 6/7) / (2/7 - 3/4 / 7/2)
[1489680] ['2/7', '3/4', '6/7', '6/7', '7/6'] -> 6/7 / (6/7 - 3/4) / 2/7 / 7/6
[1489683] ['2/7', '3/4', '6/7', '6/7', '8/3'] -> 6/7 / 6/7 / (8/3 - 3/4 / 2/7)
[1489688] ['2/7', '3/4', '6/7', '6/7', '9/4'] -> (2/7 + 6/7) * 9/4 / (6/7 - 3/4)
[1489690] ['2/7', '3/4', '6/7', '6/7', '9/7'] -> 2/7 * 9/7 / (3/4 - 6/7 * 6/7)
[1489703] ['2/7', '3/4', '6/7', '7/2', '9/2'] -> (2/7 + 6/7) * 7/2 / 3/4 * 9/2
[1489705] ['2/7', '3/4', '6/7', '7/2', '9/5'] -> (7/2 / 3/4 - 6/7) / 2/7 * 9/5
[1489714] ['2/7', '3/4', '6/7', '7/3', '8/3'] -> 8/3 / (7/3 / 3/4 - 6/7 / 2/7)
[1489732] ['2/7', '3/4', '6/7', '7/4', '9/2'] -> (6/7 / 2/7 + 7/4 / 3/4) * 9/2
[1489735] ['2/7', '3/4', '6/7', '7/4', '9/7'] -> 9/7 / (2/7 * (6/7 - 3/4) * 7/4)
[1489768] ['2/7', '3/4', '6/7', '7/8', '9/2'] -> 6/7 / (2/7 + 3/4 - 7/8) * 9/2
[1489771] ['2/7', '3/4', '6/7', '7/8', '9/7'] -> 9/7 / (2/7 + 3/4 * 6/7 - 7/8)
[1489772] ['2/7', '3/4', '6/7', '7/8', '9/8'] -> 9/8 / (3/4 * (7/8 - 6/7) / 2/7)
[1489778] ['2/7', '3/4', '6/7', '7/9', '9/2'] -> 6/7 / (7/9 - 3/4) / 2/7 / 9/2
[1489784] ['2/7', '3/4', '6/7', '8/3', '8/5'] -> (3/4 + 6/7) * 8/3 / 2/7 * 8/5
[1489785] ['2/7', '3/4', '6/7', '8/3', '8/7'] -> 3/4 / (6/7 / 8/3 - 2/7) * 8/7
[1489788] ['2/7', '3/4', '6/7', '8/3', '9/4'] -> 6/7 * 8/3 / 2/7 / 3/4 * 9/4
[1489789] ['2/7', '3/4', '6/7', '8/3', '9/5'] -> (6/7 / 3/4 + 8/3) / 2/7 * 9/5
[1489795] ['2/7', '3/4', '6/7', '8/5', '9/2'] -> 9/2 / (3/4 * (6/7 / 8/5 - 2/7))
[1489804] ['2/7', '3/4', '6/7', '8/7', '9/5'] -> (2/7 + 8/7) / (6/7 - 3/4) * 9/5
[1489808] ['2/7', '3/4', '6/7', '8/9', '9/2'] -> (6/7 + 3/4 * 8/9) / 2/7 * 9/2
[1489812] ['2/7', '3/4', '6/7', '8/9', '9/8'] -> 9/8 / ((6/7 - 3/4 / 8/9) / 2/7)
[1489813] ['2/7', '3/4', '6/7', '9/2', '9/2'] -> 3/4 + (6/7 + 9/2) / 2/7 + 9/2
[1489827] ['2/7', '3/4', '6/7', '9/8', '9/8'] -> 9/8 / ((6/7 - 3/4 * 9/8) / 2/7)
[1489829] ['2/7', '3/4', '7/2', '7/2', '7/3'] -> (7/2 + 7/2) / (3/4 / 2/7 - 7/3)
[1489833] ['2/7', '3/4', '7/2', '7/2', '7/8'] -> (7/2 / 2/7 + 7/2) / 3/4 / 7/8
[1489835] ['2/7', '3/4', '7/2', '7/2', '8/3'] -> 7/2 / 7/2 / (8/3 - 3/4 / 2/7)
[1489837] ['2/7', '3/4', '7/2', '7/2', '8/7'] -> (7/2 / 2/7 + 7/2) / 3/4 * 8/7
[1489845] ['2/7', '3/4', '7/2', '7/3', '7/4'] -> 7/2 / (3/4 - 2/7 * 7/3) / 7/4
[1489850] ['2/7', '3/4', '7/2', '7/3', '8/3'] -> 8/3 / (2/7 * (7/2 - 7/3 / 3/4))
[1489854] ['2/7', '3/4', '7/2', '7/3', '9/2'] -> (7/2 / 3/4 + 2/7 * 7/3) * 9/2
[1489855] ['2/7', '3/4', '7/2', '7/3', '9/4'] -> (3/4 + 7/2 / 2/7 - 7/3) * 9/4
[1489862] ['2/7', '3/4', '7/2', '7/4', '7/8'] -> (3/4 + 7/2 + 7/4) / 2/7 / 7/8
[1489863] ['2/7', '3/4', '7/2', '7/4', '7/9'] -> (7/2 / 2/7 + 7/4) / 3/4 / 7/9
[1489866] ['2/7', '3/4', '7/2', '7/4', '8/7'] -> (3/4 + 7/2 + 7/4) / 2/7 * 8/7
[1489868] ['2/7', '3/4', '7/2', '7/4', '9/2'] -> (7/2 + 2/7 * 7/4) / 3/4 * 9/2
[1489871] ['2/7', '3/4', '7/2', '7/4', '9/7'] -> (7/2 / 2/7 + 7/4) / 3/4 * 9/7
[1489878] ['2/7', '3/4', '7/2', '7/5', '8/5'] -> 8/5 / (7/5 - 2/7 * 7/2 / 3/4)
[1489898] ['2/7', '3/4', '7/2', '7/8', '7/8'] -> 3/4 / (2/7 - 7/8 / 7/2) / 7/8
[1489905] ['2/7', '3/4', '7/2', '7/8', '9/4'] -> 9/4 / (3/4 * (2/7 * 7/2 - 7/8))
[1489907] ['2/7', '3/4', '7/2', '7/8', '9/7'] -> 9/7 / (2/7 * 3/4 * 7/8 / 7/2)
[1489911] ['2/7', '3/4', '7/2', '7/9', '8/5'] -> (7/2 / 2/7 / 7/9 - 3/4) * 8/5
[1489913] ['2/7', '3/4', '7/2', '7/9', '8/9'] -> 8/9 / (7/9 / 3/4 - 2/7 * 7/2)
[1489923] ['2/7', '3/4', '7/2', '8/3', '9/2'] -> 8/3 / (2/7 + 3/4 / 7/2) * 9/2
[1489938] ['2/7', '3/4', '7/2', '8/7', '9/2'] -> 7/2 * (2/7 / 3/4 + 8/7) * 9/2
[1489941] ['2/7', '3/4', '7/2', '8/7', '9/7'] -> 9/7 / (2/7 * 3/4 / 7/2 / 8/7)
[1489952] ['2/7', '3/4', '7/2', '9/2', '9/7'] -> (2/7 + 7/2) * 9/2 / 3/4 + 9/7
[1489955] ['2/7', '3/4', '7/2', '9/4', '9/5'] -> (7/2 / 2/7 - 9/4) / 3/4 * 9/5
[1489967] ['2/7', '3/4', '7/3', '7/3', '7/6'] -> 7/3 / (3/4 - 2/7 * 7/3) / 7/6
[1489968] ['2/7', '3/4', '7/3', '7/3', '7/8'] -> (2/7 * 7/3 + 7/3) / (7/8 - 3/4)
[1489970] ['2/7', '3/4', '7/3', '7/3', '8/3'] -> 7/3 / 7/3 / (8/3 - 3/4 / 2/7)
[1489982] ['2/7', '3/4', '7/3', '7/4', '7/8'] -> 7/4 / (3/4 - 2/7 * 7/3) / 7/8
[1489988] ['2/7', '3/4', '7/3', '7/4', '9/2'] -> (3/4 + (2/7 + 7/3) * 7/4) * 9/2
[1489989] ['2/7', '3/4', '7/3', '7/4', '9/4'] -> (3/4 + 7/3 / 2/7 + 7/4) * 9/4
[1490018] ['2/7', '3/4', '7/3', '7/8', '7/8'] -> 7/8 / (7/3 - 3/4 * 7/8 / 2/7)
[1490030] ['2/7', '3/4', '7/3', '7/9', '8/3'] -> 8/3 / (2/7 * 7/3 / 3/4 - 7/9)
[1490032] ['2/7', '3/4', '7/3', '7/9', '8/7'] -> 8/7 / (2/7 / 3/4 - 7/9 / 7/3)
[1490058] ['2/7', '3/4', '7/3', '8/7', '9/2'] -> (7/3 + 3/4 * 8/7 / 2/7) * 9/2
[1490063] ['2/7', '3/4', '7/3', '8/9', '8/9'] -> 8/9 / (3/4 / 7/3 - 2/7) - 8/9
[1490065] ['2/7', '3/4', '7/3', '8/9', '9/4'] -> 8/9 / (3/4 - 2/7 * 7/3) * 9/4
[1490069] ['2/7', '3/4', '7/3', '9/2', '9/2'] -> (9/2 / 3/4 - 2/7 * 7/3) * 9/2
[1490071] ['2/7', '3/4', '7/3', '9/2', '9/5'] -> 7/3 * (9/2 / 3/4 - 2/7) * 9/5
[1490077] ['2/7', '3/4', '7/3', '9/4', '9/8'] -> 9/4 / (3/4 - 2/7 * 7/3) / 9/8
[1490078] ['2/7', '3/4', '7/3', '9/5', '9/5'] -> 2/7 / (9/5 / 7/3 - 3/4) * 9/5
[1490089] ['2/7', '3/4', '7/4', '7/4', '8/3'] -> 7/4 / 7/4 / (8/3 - 3/4 / 2/7)
[1490104] ['2/7', '3/4', '7/4', '7/5', '8/7'] -> 8/7 / (2/7 - 3/4 / (7/4 + 7/5))
[1490108] ['2/7', '3/4', '7/4', '7/5', '9/5'] -> 9/5 / (2/7 * 3/4 * (7/4 - 7/5))
[1490129] ['2/7', '3/4', '7/4', '7/8', '9/2'] -> 9/2 / (2/7 * 3/4 * (7/4 - 7/8))
[1490137] ['2/7', '3/4', '7/4', '7/9', '8/7'] -> 8/7 / (3/4 * 7/9 / 7/4 - 2/7)
[1490148] ['2/7', '3/4', '7/4', '8/3', '9/2'] -> 7/4 * (2/7 / 3/4 + 8/3) * 9/2
[1490149] ['2/7', '3/4', '7/4', '8/3', '9/4'] -> 8/3 / (3/4 - 2/7 * 7/4) * 9/4
[1490151] ['2/7', '3/4', '7/4', '8/3', '9/7'] -> 9/7 / ((3/4 / 7/4 - 2/7) / 8/3)
[1490163] ['2/7', '3/4', '7/4', '8/7', '9/2'] -> 9/2 / (7/4 * (8/7 - 2/7 - 3/4))
[1490169] ['2/7', '3/4', '7/4', '8/9', '9/2'] -> 9/2 / (3/4 - 2/7 * 7/4 / 8/9)
[1490174] ['2/7', '3/4', '7/4', '9/2', '9/2'] -> (9/2 - 2/7 * 7/4) / 3/4 * 9/2
[1490181] ['2/7', '3/4', '7/4', '9/4', '9/7'] -> (7/4 + 9/4) / 2/7 / 3/4 * 9/7
[1490186] ['2/7', '3/4', '7/4', '9/7', '9/7'] -> 2/7 / (3/4 - 9/7 / 7/4) * 9/7
[1490193] ['2/7', '3/4', '7/5', '7/5', '8/3'] -> 7/5 / 7/5 / (8/3 - 3/4 / 2/7)
[1490206] ['2/7', '3/4', '7/5', '7/6', '8/5'] -> 8/5 / ((7/5 - 7/6) / 2/7 - 3/4)
[1490217] ['2/7', '3/4', '7/5', '7/8', '8/5'] -> 8/5 / (2/7 * (7/5 - 7/8 / 3/4))
[1490222] ['2/7', '3/4', '7/5', '7/8', '9/5'] -> 9/5 / (7/5 * (7/8 - 2/7) - 3/4)
[1490223] ['2/7', '3/4', '7/5', '7/8', '9/7'] -> 9/7 / (7/8 - 3/4 / 7/5 - 2/7)
[1490240] ['2/7', '3/4', '7/5', '8/3', '9/4'] -> 8/3 / (3/4 / 7/5 - 2/7) * 9/4
[1490247] ['2/7', '3/4', '7/5', '8/5', '9/2'] -> 8/5 / 2/7 / 3/4 / 7/5 * 9/2
[1490255] ['2/7', '3/4', '7/5', '8/7', '9/4'] -> 3/4 / (2/7 + 8/7 - 7/5) - 9/4
[1490274] ['2/7', '3/4', '7/5', '9/5', '9/5'] -> 9/5 / (3/4 / 2/7 / 7/5 - 9/5)
[1490282] ['2/7', '3/4', '7/6', '7/6', '7/9'] -> 2/7 * (7/6 + 7/6) / (7/9 - 3/4)
[1490294] ['2/7', '3/4', '7/6', '7/8', '8/3'] -> 3/4 / (7/6 - 7/8) / 2/7 * 8/3
[1490298] ['2/7', '3/4', '7/6', '7/8', '9/2'] -> 9/2 / (7/6 * (2/7 + 3/4 - 7/8))
[1490301] ['2/7', '3/4', '7/6', '7/8', '9/7'] -> 9/7 / (2/7 + 3/4 / 7/6 - 7/8)
[1490307] ['2/7', '3/4', '7/6', '7/9', '8/9'] -> 8/9 / (2/7 * (7/6 - 7/9 / 3/4))
[1490313] ['2/7', '3/4', '7/6', '8/3', '8/3'] -> (7/6 / 2/7 + 8/3) / 3/4 * 8/3
[1490318] ['2/7', '3/4', '7/6', '8/3', '9/4'] -> 8/3 / 2/7 / 3/4 / 7/6 * 9/4
[1490325] ['2/7', '3/4', '7/6', '8/5', '9/2'] -> (7/6 / 2/7 - 3/4) * 8/5 * 9/2
[1490335] ['2/7', '3/4', '7/6', '8/7', '9/7'] -> 9/7 / (8/7 - 3/4 * (2/7 + 7/6))
[1490344] ['2/7', '3/4', '7/6', '9/2', '9/4'] -> (3/4 + 7/6 / 2/7) * 9/2 + 9/4
[1490358] ['2/7', '3/4', '7/8', '7/8', '7/8'] -> 3/4 / (7/8 - 7/8 * 7/8) / 2/7
[1490360] ['2/7', '3/4', '7/8', '7/8', '8/3'] -> 7/8 / 7/8 / (8/3 - 3/4 / 2/7)
[1490364] ['2/7', '3/4', '7/8', '7/8', '9/2'] -> (3/4 + 9/2) / 2/7 / (7/8 * 7/8)
[1490373] ['2/7', '3/4', '7/8', '7/9', '8/9'] -> 3/4 / (7/8 - 7/9) / 2/7 * 8/9
[1490378] ['2/7', '3/4', '7/8', '7/9', '9/8'] -> 3/4 / (7/8 - 7/9) / 2/7 / 9/8
[1490383] ['2/7', '3/4', '7/8', '8/3', '9/2'] -> 8/3 / (3/4 - 2/7 * 7/8) * 9/2
[1490394] ['2/7', '3/4', '7/8', '8/5', '9/7'] -> 9/7 / (2/7 / 8/5 - (7/8 - 3/4))
[1490398] ['2/7', '3/4', '7/8', '8/7', '9/2'] -> 9/2 / ((8/7 - 7/8) / 2/7 - 3/4)
[1490399] ['2/7', '3/4', '7/8', '8/7', '9/4'] -> 9/4 / (7/8 * (8/7 - 2/7 - 3/4))
[1490401] ['2/7', '3/4', '7/8', '8/7', '9/7'] -> 9/7 / (8/7 - 2/7 * 3/4 - 7/8)
[1490403] ['2/7', '3/4', '7/8', '8/9', '8/9'] -> 8/9 / (7/8 - 3/4) / 2/7 - 8/9
[1490414] ['2/7', '3/4', '7/8', '9/4', '9/4'] -> 9/4 / (7/8 * (3/4 - 2/7 * 9/4))
[1490416] ['2/7', '3/4', '7/8', '9/4', '9/7'] -> 9/7 / (3/4 / 2/7 - 9/4 / 7/8)
[1490417] ['2/7', '3/4', '7/8', '9/4', '9/8'] -> 9/8 / (3/4 * 7/8 / 2/7 - 9/4)
[1490421] ['2/7', '3/4', '7/8', '9/7', '9/7'] -> 9/7 / (3/4 + 7/8 - 2/7 - 9/7)
[1490434] ['2/7', '3/4', '7/9', '8/3', '8/3'] -> 3/4 * 8/3 / 2/7 / 7/9 * 8/3
[1490441] ['2/7', '3/4', '7/9', '8/3', '9/7'] -> 9/7 / ((8/3 - 3/4 / 2/7) / 7/9)
[1490459] ['2/7', '3/4', '7/9', '8/9', '9/2'] -> 8/9 / 2/7 / 3/4 / 7/9 * 9/2
[1490464] ['2/7', '3/4', '7/9', '9/2', '9/2'] -> 9/2 / 2/7 / 7/9 - 3/4 + 9/2
[1490468] ['2/7', '3/4', '7/9', '9/2', '9/8'] -> 9/2 / 2/7 / 3/4 / 7/9 / 9/8
[1490482] ['2/7', '3/4', '8/3', '8/3', '8/9'] -> (8/3 + 8/3) / 2/7 / 3/4 - 8/9
[1490486] ['2/7', '3/4', '8/3', '8/3', '9/7'] -> 3/4 * 8/3 * 8/3 / 2/7 * 9/7
[1490488] ['2/7', '3/4', '8/3', '8/5', '8/5'] -> 8/5 / ((8/3 - 3/4 / 2/7) * 8/5)
[1490497] ['2/7', '3/4', '8/3', '8/7', '8/9'] -> 8/3 / (8/7 - 2/7 - 3/4) - 8/9
[1490503] ['2/7', '3/4', '8/3', '8/9', '8/9'] -> 8/9 / ((8/3 - 3/4 / 2/7) * 8/9)
[1490506] ['2/7', '3/4', '8/3', '8/9', '9/5'] -> (8/3 / 2/7 / 3/4 + 8/9) * 9/5
[1490508] ['2/7', '3/4', '8/3', '8/9', '9/8'] -> 9/8 / ((8/3 - 3/4 / 2/7) / 8/9)
[1490509] ['2/7', '3/4', '8/3', '9/2', '9/2'] -> 9/2 / (8/3 - 3/4 / 2/7) / 9/2
[1490512] ['2/7', '3/4', '8/3', '9/2', '9/7'] -> 9/7 / ((2/7 * 8/3 - 3/4) * 9/2)
[1490518] ['2/7', '3/4', '8/3', '9/5', '9/5'] -> 9/5 / (8/3 - 3/4 / 2/7) / 9/5
[1490521] ['2/7', '3/4', '8/3', '9/7', '9/7'] -> 9/7 / (8/3 - 3/4 / 2/7) / 9/7
[1490523] ['2/7', '3/4', '8/3', '9/8', '9/8'] -> 9/8 / (8/3 - 3/4 / 2/7) / 9/8
[1490527] ['2/7', '3/4', '8/5', '8/5', '9/2'] -> (8/5 / 2/7 - 8/5) / 3/4 * 9/2
[1490545] ['2/7', '3/4', '8/5', '9/2', '9/2'] -> 9/2 / (9/2 / 8/5 - 3/4 / 2/7)
[1490548] ['2/7', '3/4', '8/5', '9/2', '9/7'] -> 9/7 / (2/7 * 9/2 / 8/5 - 3/4)
[1490562] ['2/7', '3/4', '8/7', '8/7', '9/2'] -> 8/7 * 8/7 / 2/7 * (3/4 + 9/2)
[1490568] ['2/7', '3/4', '8/7', '8/9', '9/2'] -> 3/4 * (8/7 + 8/9) / 2/7 * 9/2
[1490578] ['2/7', '3/4', '8/7', '9/4', '9/4'] -> 8/7 / (3/4 - 2/7 * 9/4) * 9/4
[1490580] ['2/7', '3/4', '8/7', '9/4', '9/7'] -> 9/7 / (3/4 / 2/7 - 8/7 * 9/4)
[1490581] ['2/7', '3/4', '8/7', '9/4', '9/8'] -> 9/8 / (3/4 / 2/7 / 8/7 - 9/4)
[1490587] ['2/7', '3/4', '8/7', '9/8', '9/8'] -> 9/8 / (3/4 * (8/7 - 9/8) / 2/7)
[1490589] ['2/7', '3/4', '8/9', '8/9', '9/2'] -> (8/9 / 2/7 + 8/9) / 3/4 * 9/2
[1490596] ['2/7', '3/4', '8/9', '9/2', '9/5'] -> 8/9 * (9/2 / 2/7 - 3/4) * 9/5
[1490597] ['2/7', '3/4', '8/9', '9/2', '9/7'] -> 9/7 / (2/7 * 3/4 / 8/9 / 9/2)
[1490599] ['2/7', '3/4', '8/9', '9/4', '9/4'] -> 9/4 / (3/4 / 2/7 - 9/4 / 8/9)
[1490601] ['2/7', '3/4', '8/9', '9/4', '9/7'] -> 9/7 / ((3/4 / 9/4 - 2/7) / 8/9)
[1490609] ['2/7', '3/4', '9/2', '9/2', '9/2'] -> 9/2 / 2/7 + 9/2 + 9/2 - 3/4
[1490617] ['2/7', '3/4', '9/2', '9/4', '9/8'] -> (9/2 + 9/4) / 2/7 - 3/4 + 9/8
[1490618] ['2/7', '3/4', '9/2', '9/5', '9/5'] -> 9/5 / (9/2 - 3/4 / 2/7 - 9/5)
[1490620] ['2/7', '3/4', '9/2', '9/5', '9/8'] -> (9/2 / 2/7 - 3/4) * 9/5 / 9/8
[1490621] ['2/7', '3/4', '9/2', '9/7', '9/7'] -> (9/2 / 2/7 + 9/7) / 3/4 + 9/7
[1490624] ['2/7', '3/4', '9/4', '9/4', '9/4'] -> ((9/4 + 9/4) / 2/7 + 9/4) / 3/4
[1490632] ['2/7', '3/4', '9/4', '9/7', '9/8'] -> 9/7 / (3/4 / 9/4 - 2/7) / 9/8
[1490640] ['2/7', '3/4', '9/7', '9/7', '9/7'] -> 9/7 / (3/4 / 2/7 - 9/7 - 9/7)
[1490641] ['2/7', '3/4', '9/7', '9/7', '9/8'] -> (9/7 + 9/7) / 2/7 / (9/8 - 3/4)
[1490677] ['2/7', '3/5', '3/5', '3/7', '3/8'] -> 3/5 / (2/7 / 3/7 - 3/5) / 3/8
[1490681] ['2/7', '3/5', '3/5', '3/7', '4/9'] -> (3/5 + 3/7) / (2/7 / 4/9 - 3/5)
[1490698] ['2/7', '3/5', '3/5', '3/7', '8/3'] -> 3/5 * 8/3 / (2/7 / 3/7 - 3/5)
[1490700] ['2/7', '3/5', '3/5', '3/7', '8/7'] -> 3/5 * 8/7 / (2/7 - 3/5 * 3/7)
[1490715] ['2/7', '3/5', '3/5', '3/8', '5/6'] -> 3/5 / 2/7 / 3/8 / (5/6 - 3/5)
[1490722] ['2/7', '3/5', '3/5', '3/8', '7/3'] -> 3/5 / 3/8 / (2/7 * 7/3 - 3/5)
[1490776] ['2/7', '3/5', '3/5', '4/5', '6/5'] -> (3/5 + 6/5 / 2/7) / (4/5 - 3/5)
[1490787] ['2/7', '3/5', '3/5', '4/5', '8/7'] -> 8/7 / ((4/5 - 3/5) / 3/5 - 2/7)
[1490813] ['2/7', '3/5', '3/5', '4/7', '8/5'] -> 8/5 / (4/7 / 3/5 - 2/7 - 3/5)
[1490840] ['2/7', '3/5', '3/5', '4/9', '8/7'] -> 8/7 / (3/5 - 3/5 * 4/9 - 2/7)
[1490889] ['2/7', '3/5', '3/5', '5/3', '8/7'] -> 8/7 / (2/7 * (3/5 + 5/3) - 3/5)
[1490902] ['2/7', '3/5', '3/5', '5/4', '6/7'] -> 6/7 / (2/7 + 3/5 / 3/5 - 5/4)
[1490932] ['2/7', '3/5', '3/5', '5/6', '8/3'] -> 3/5 / (5/6 - 3/5) / 2/7 * 8/3
[1490934] ['2/7', '3/5', '3/5', '5/6', '8/7'] -> 8/7 / 2/7 / (3/5 / 3/5 - 5/6)
[1490954] ['2/7', '3/5', '3/5', '5/7', '8/5'] -> 8/5 / (2/7 / 3/5 / 5/7 - 3/5)
[1490955] ['2/7', '3/5', '3/5', '5/7', '8/7'] -> 8/7 / (2/7 / 3/5 - 3/5 * 5/7)
[1490994] ['2/7', '3/5', '3/5', '5/9', '8/7'] -> 8/7 / 3/5 / (5/9 - 2/7 / 3/5)
[1491012] ['2/7', '3/5', '3/5', '6/5', '8/7'] -> 8/7 / (3/5 / (3/5 + 6/5) - 2/7)
[1491025] ['2/7', '3/5', '3/5', '6/7', '7/8'] -> 3/5 / (2/7 + 3/5 - 6/7) / 7/8
[1491029] ['2/7', '3/5', '3/5', '6/7', '8/7'] -> 3/5 * 8/7 / (2/7 + 3/5 - 6/7)
[1491033] ['2/7', '3/5', '3/5', '6/7', '9/5'] -> 9/5 / (3/5 - 3/5 / (2/7 + 6/7))
[1491056] ['2/7', '3/5', '3/5', '7/3', '7/8'] -> 3/5 / (2/7 - 3/5 / 7/3) / 7/8
[1491058] ['2/7', '3/5', '3/5', '7/3', '8/3'] -> 3/5 * 8/3 / (2/7 * 7/3 - 3/5)
[1491060] ['2/7', '3/5', '3/5', '7/3', '8/7'] -> 3/5 * 8/7 / (2/7 - 3/5 / 7/3)
[1491078] ['2/7', '3/5', '3/5', '7/4', '9/5'] -> (3/5 + 9/5) / (3/5 - 2/7 * 7/4)
[1491086] ['2/7', '3/5', '3/5', '7/5', '8/5'] -> 8/5 / (2/7 * 7/5 / 3/5 - 3/5)
[1491087] ['2/7', '3/5', '3/5', '7/5', '8/7'] -> 8/7 / (2/7 / 3/5 - 3/5 / 7/5)
[1491099] ['2/7', '3/5', '3/5', '7/6', '8/7'] -> 8/7 / 2/7 / (7/6 - 3/5 / 3/5)
[1491115] ['2/7', '3/5', '3/5', '7/8', '9/7'] -> (3/5 + 9/7) / (2/7 * (7/8 - 3/5))
[1491131] ['2/7', '3/5', '3/5', '8/3', '9/2'] -> 9/2 / (3/5 / 2/7 / 8/3 - 3/5)
[1491134] ['2/7', '3/5', '3/5', '8/3', '9/7'] -> 9/7 / (3/5 / 8/3 - 2/7 * 3/5)
[1491142] ['2/7', '3/5', '3/5', '8/5', '9/7'] -> 9/7 / 3/5 / (3/5 / 8/5 - 2/7)
[1491172] ['2/7', '3/5', '3/7', '3/7', '3/7'] -> 2/7 / (3/7 - 3/7 / (3/5 + 3/7))
[1491173] ['2/7', '3/5', '3/7', '3/7', '3/8'] -> 3/7 / (2/7 / 3/5 - 3/7) / 3/8
[1491182] ['2/7', '3/5', '3/7', '3/7', '5/7'] -> (3/7 + 5/7) / (2/7 / 3/5 - 3/7)
[1491194] ['2/7', '3/5', '3/7', '3/7', '8/3'] -> 3/7 * 8/3 / (2/7 / 3/5 - 3/7)
[1491195] ['2/7', '3/5', '3/7', '3/7', '8/5'] -> 3/7 * 8/5 / (2/7 - 3/5 * 3/7)
[1491196] ['2/7', '3/5', '3/7', '3/7', '8/7'] -> 8/7 / (3/7 / 3/5 - 2/7 / 3/7)
[1491208] ['2/7', '3/5', '3/7', '3/8', '5/2'] -> (3/5 + 3/7) / 2/7 / 3/8 * 5/2
[1491218] ['2/7', '3/5', '3/7', '3/8', '7/3'] -> 7/3 / (3/8 - 2/7 / (3/5 + 3/7))
[1491226] ['2/7', '3/5', '3/7', '3/8', '8/7'] -> 8/7 / (2/7 / 3/8 - 3/7 / 3/5)
[1491240] ['2/7', '3/5', '3/7', '4/3', '5/6'] -> 4/3 / (2/7 / 3/7 - 3/5) / 5/6
[1491243] ['2/7', '3/5', '3/7', '4/3', '5/9'] -> 2/7 / (3/5 / 4/3 - 3/7) / 5/9
[1491244] ['2/7', '3/5', '3/7', '4/3', '6/5'] -> 4/3 / (2/7 / 3/7 - 3/5) * 6/5
[1491245] ['2/7', '3/5', '3/7', '4/3', '6/7'] -> 4/3 / (2/7 / 3/5 - 3/7) * 6/7
[1491250] ['2/7', '3/5', '3/7', '4/3', '7/6'] -> 4/3 / (2/7 / 3/5 - 3/7) / 7/6
[1491254] ['2/7', '3/5', '3/7', '4/3', '8/5'] -> 8/5 / (4/3 - 2/7 / 3/7 - 3/5)
[1491259] ['2/7', '3/5', '3/7', '4/3', '9/5'] -> 2/7 / (3/5 / 4/3 - 3/7) * 9/5
[1491278] ['2/7', '3/5', '3/7', '4/5', '7/6'] -> 4/5 / (2/7 - 3/5 * 3/7) / 7/6
