[1019617] ['1/7', '5/4', '7/4', '8/5', '9/5'] -> (7/4 + 8/5) / 1/7 - 5/4 + 9/5
[1093523] ['1/8', '3/2', '4/5', '7/5', '9/5'] -> 9/5 / (7/5 - 3/2 * 4/5 - 1/8)
[1093529] ['1/8', '3/2', '4/5', '7/6', '8/3'] -> (3/2 + 7/6) / 1/8 / 4/5 - 8/3
[1093535] ['1/8', '3/2', '4/5', '7/6', '9/5'] -> 7/6 / ((3/2 - 4/5) * /8) * 9/5
[1093559] ['1/8', '3/2', '4/5', '8/3', '8/3'] -> (3/2 + 8/3) * 4/5 / 1/8 - 8/3
[1093565] ['1/8', '3/2', '4/5', '8/3', '9/5'] -> 9/5 / (4/5 / (3/2 * /3) - 1/8)
[1093572] ['1/8', '3/2', '4/5', '8/5', '9/4'] -> 8/5 / (1/8 * /2 * /5) * 9/4
[1093573] ['1/8', '3/2', '4/5', '8/5', '9/5'] -> (4/5 / 3/2 + 8/5 / 1/8) * 9/5
[1093581] ['1/8', '3/2', '4/5', '8/7', '9/7'] -> 9/7 / (1/8 + 8/7 / 4/5 - 3/2)
[1093589] ['1/8', '3/2', '4/5', '9/2', '9/2'] -> 3/2 / (1/8 * /5) + 9/2 + 9/2
[1093591] ['1/8', '3/2', '4/5', '9/2', '9/5'] -> 3/2 * 4/5 * 9/2 / 1/8 / 9/5
[1093597] ['1/8', '3/2', '4/5', '9/4', '9/8'] -> 9/8 / (1/8 * (9/4 - 3/2 / 4/5))
[1093598] ['1/8', '3/2', '4/5', '9/5', '9/5'] -> 9/5 / (1/8 * (9/5 - 3/2 * 4/5))
[1093599] ['1/8', '3/2', '4/5', '9/5', '9/7'] -> 9/7 * (4/5 / 3/2 + 9/5) / 1/8
[1093601] ['1/8', '3/2', '4/5', '9/7', '9/7'] -> (3/2 / 4/5 + 9/7) / 1/8 - 9/7
[1093610] ['1/8', '3/2', '4/7', '4/7', '5/7'] -> ((3/2 + 4/7) / 1/8 + 4/7) / 5/7
[1093614] ['1/8', '3/2', '4/7', '4/7', '6/7'] -> (6/7 / (1/8 * (3/2 * 4/7)) - 4/7))
[1093615] ['1/8', '3/2', '4/7', '4/7', '7/2'] -> ((3/2 - 4/7) / 1/8 - 4/7) * 7/2
[1093617] ['1/8', '3/2', '4/7', '4/7', '7/4'] -> 3/2 * (4/7 + 4/7) / 1/8 * 7/4
[1093618] ['1/8', '3/2', '4/7', '4/7', '7/5'] -> ((3/2 + 4/7) / 1/8 + 4/7) * 7/5
[1093619] ['1/8', '3/2', '4/7', '4/7', '7/6'] -> (4/7 / ((1/8 * /7) * 3/2) - 7/6))
[1093629] ['1/8', '3/2', '4/7', '4/7', '9/7'] -> (4/7 / 1/8 + 4/7) / (3/2 - 9/7)
[1093630] ['1/8', '3/2', '4/7', '4/7', '9/8'] -> (4/7 + 4/7) / 1/8 * (3/2 + 9/8)
[1093636] ['1/8', '3/2', '4/7', '4/9', '5/7'] -> 5/7 / (1/8 + 4/7 - 3/2 * 4/9)
[1093638] ['1/8', '3/2', '4/7', '4/9', '5/9'] -> (3/2 / 4/7 + 4/9) / 1/8 - 5/9
[1093641] ['1/8', '3/2', '4/7', '4/9', '7/2'] -> 4/7 / (1/8 * /2 * /9) * 7/2
[1093650] ['1/8', '3/2', '4/7', '4/9', '8/7'] -> 8/7 / (1/8 * 3/2 * 4/7 * 4/9)
[1093667] ['1/8', '3/2', '4/7', '5/2', '7/3'] -> (5/2 - 4/7) / 1/8 / 3/2 * 7/3
[1093668] ['1/8', '3/2', '4/7', '5/2', '7/4'] -> (4/7 + 5/2 / 1/8) / 3/2 * 7/4
[1093669] ['1/8', '3/2', '4/7', '5/2', '7/5'] -> 7/5 * 5/2 * 4/7 * 3/2 / 1/8
[1093671] ['1/8', '3/2', '4/7', '5/2', '7/8'] -> 7/8 * (3/2 + 5/2 - 4/7) / 1/8
[1093672] ['1/8', '3/2', '4/7', '5/2', '7/9'] -> 3/2 * (4/7 + 5/2 / 1/8) * 7/9
[1093683] ['1/8', '3/2', '4/7', '5/3', '5/4'] -> 5/4 / (1/8 / 4/7 + 3/2 - 5/3)
[1093684] ['1/8', '3/2', '4/7', '5/3', '5/6'] -> 3/2 + 5/3 / (1/8 * /7) - 5/6
[1093689] ['1/8', '3/2', '4/7', '5/3', '6/7'] -> (4/7 + 3/2 * 5/3 / 1/8) / 6/7
[1093690] ['1/8', '3/2', '4/7', '5/3', '7/2'] -> 7/2 * (3/2 / 1/8 - 4/7) / 5/3
[1093691] ['1/8', '3/2', '4/7', '5/3', '7/3'] -> (5/3 - 4/7 / 3/2) / 1/8 * 7/3
[1093694] ['1/8', '3/2', '4/7', '5/3', '7/6'] -> (4/7 + 3/2 * 5/3 / 1/8) * 7/6
[1093695] ['1/8', '3/2', '4/7', '5/3', '7/8'] -> 7/8 * 4/7 / (1/8 * (5/3 - 3/2))
[1093715] ['1/8', '3/2', '4/7', '5/4', '7/4'] -> 3/2 / (1/8 * /7) + 5/4 + 7/4
[1093725] ['1/8', '3/2', '4/7', '5/4', '9/4'] -> 3/2 * 5/4 / 1/8 / 4/7 - 9/4
[1093730] ['1/8', '3/2', '4/7', '5/6', '5/7'] -> 5/7 / (1/8 + 4/7 + 5/6 - 3/2)
[1093735] ['1/8', '3/2', '4/7', '5/6', '7/2'] -> 7/2 * 4/7 / (1/8 * (3/2 - 5/6))
[1093737] ['1/8', '3/2', '4/7', '5/6', '7/4'] -> (3/2 / 1/8 - 4/7) / 5/6 * 7/4
[1093747] ['1/8', '3/2', '4/7', '5/6', '9/4'] -> (3/2 + 5/6) * 4/7 / 1/8 * 9/4
[1093752] ['1/8', '3/2', '4/7', '5/7', '5/8'] -> 3/2 * 5/7 / 1/8 / 4/7 / 5/8
[1093758] ['1/8', '3/2', '4/7', '5/7', '7/4'] -> (3/2 / 1/8 + 5/7) / 4/7 + 7/4
[1093764] ['1/8', '3/2', '4/7', '5/7', '8/5'] -> 3/2 * 5/7 / 1/8 / 4/7 * 8/5
[1093767] ['1/8', '3/2', '4/7', '5/7', '9/2'] -> (5/7 / 1/8 - 4/7 / 3/2) * 9/2
[1093779] ['1/8', '3/2', '4/7', '5/8', '7/5'] -> 3/2 / (((1/8 * /7) * /8) * /5
)[1093781] ['1/8', '3/2', '4/7', '5/8', '7/8'] -> 3/2 / (((1/8 + 4/7) - 5/8) * /8
)[1093785] ['1/8', '3/2', '4/7', '5/8', '8/7'] -> 3/2 / (1/8 + 4/7 - 5/8) * 8/7
[1093787] ['1/8', '3/2', '4/7', '5/8', '9/2'] -> 9/2 / (3/2 - (1/8 + 5/8) / 4/7)
[1093794] ['1/8', '3/2', '4/7', '5/9', '6/7'] -> (3/2 / 1/8 - 4/7) / 5/9 / 6/7
[1093799] ['1/8', '3/2', '4/7', '5/9', '7/6'] -> (3/2 / 1/8 - 4/7) / 5/9 * 7/6
[1093811] ['1/8', '3/2', '4/7', '6/5', '6/5'] -> (3/2 + 6/5 / 4/7) / 1/8 / 6/5
[1093815] ['1/8', '3/2', '4/7', '6/5', '7/4'] -> (3/2 / 1/8 - 4/7) * 6/5 * 7/4
[1093833] ['1/8', '3/2', '4/7', '6/7', '7/5'] -> 7/5 * 3/2 * (4/7 + 6/7) / 1/8
[1093837] ['1/8', '3/2', '4/7', '6/7', '8/3'] -> (3/2 - 6/7) / 1/8 / 4/7 * 8/3
[1093843] ['1/8', '3/2', '4/7', '6/7', '9/5'] -> (3/2 / 1/8 - 4/7) / 6/7 * 9/5
[1093853] ['1/8', '3/2', '4/7', '7/2', '8/3'] -> 3/2 * (7/2 / 4/7 - 1/8) * 8/3
[1093855] ['1/8', '3/2', '4/7', '7/2', '8/7'] -> (3/2 + 7/2) * 4/7 / 1/8 + 8/7
[1093858] ['1/8', '3/2', '4/7', '7/2', '9/4'] -> 4/7 * 7/2 / 1/8 / 3/2 * 9/4
[1093860] ['1/8', '3/2', '4/7', '7/2', '9/7'] -> 9/7 / (1/8 * (3/2 + 7/2) - 4/7)
[1093863] ['1/8', '3/2', '4/7', '7/3', '7/4'] -> 7/4 / ((3/2 - 1/8) / 4/7 - 7/3)
[1093866] ['1/8', '3/2', '4/7', '7/3', '7/8'] -> 7/8 / (1/8 * (3/2 / 4/7 - 7/3))
[1093873] ['1/8', '3/2', '4/7', '7/3', '9/4'] -> (3/2 / 1/8 - 4/7 * 7/3) * 9/4
[1093874] ['1/8', '3/2', '4/7', '7/3', '9/5'] -> (3/2 / 1/8 + 4/7 * 7/3) * 9/5
[1093875] ['1/8', '3/2', '4/7', '7/3', '9/7'] -> 9/7 / (1/8 + 4/7 - 3/2 / 7/3)
[1093896] ['1/8', '3/2', '4/7', '7/5', '8/5'] -> 3/2 / (1/8 * /7 * /5) * 8/5
[1093913] ['1/8', '3/2', '4/7', '7/6', '9/5'] -> (3/2 / 1/8 - 4/7) * 7/6 * 9/5
[1093925] ['1/8', '3/2', '4/7', '7/8', '9/7'] -> 9/7 / ((1/8 + 3/2) * 4/7 - 7/8)
[1093931] ['1/8', '3/2', '4/7', '7/9', '8/9'] -> 3/2 / (1/8 * /7 * /9) * 8/9
[1093932] ['1/8', '3/2', '4/7', '7/9', '9/2'] -> 3/2 * 4/7 * 7/9 / 1/8 * 9/2
[1093936] ['1/8', '3/2', '4/7', '7/9', '9/8'] -> 3/2 / (((1/8 * /7) * /9) * /8
)[1093940] ['1/8', '3/2', '4/7', '8/3', '8/9'] -> 8/3 / (1/8 * /2 * /7) - 8/9
[1093954] ['1/8', '3/2', '4/7', '8/7', '8/7'] -> 3/2 / ((8/7 - 4/7) * /8) * 8/7
[1093956] ['1/8', '3/2', '4/7', '8/7', '9/2'] -> (4/7 / 1/8 + 8/7 / 3/2) * 9/2
[1093965] ['1/8', '3/2', '4/7', '8/9', '9/7'] -> 9/7 * 8/9 * 3/2 / (1/8 * 4/7)
[1093967] ['1/8', '3/2', '4/7', '9/2', '9/2'] -> (1/8 + 9/2 / 4/7) / 3/2 * 9/2
[1093970] ['1/8', '3/2', '4/7', '9/2', '9/7'] -> 3/2 * 4/7 * 9/2 / 1/8 / 9/7
[1093975] ['1/8', '3/2', '4/7', '9/4', '9/8'] -> 9/8 / (1/8 * (3/2 / 4/7 - 9/4))
[1093979] ['1/8', '3/2', '4/7', '9/7', '9/7'] -> 9/7 / (1/8 * (9/7 - 3/2 * 4/7))
[1093990] ['1/8', '3/2', '4/9', '4/9', '6/5'] -> (3/2 + 4/9 / 4/9) / 1/8 * 6/5
[1093991] ['1/8', '3/2', '4/9', '4/9', '6/7'] -> (3/2 / 1/8 + 4/9) / 4/9 * 6/7
[1093993] ['1/8', '3/2', '4/9', '4/9', '7/3'] -> 7/3 / (3/2 * 4/9 - 1/8 - 4/9)
[1094002] ['1/8', '3/2', '4/9', '4/9', '8/9'] -> (8/9 / ((1/8 * /2) * 4/9) * 4/9))
[1094004] ['1/8', '3/2', '4/9', '4/9', '9/4'] -> 3/2 * (4/9 + 4/9) / 1/8 * 9/4
[1094009] ['1/8', '3/2', '4/9', '5/2', '5/3'] -> 5/3 / (1/8 * (5/2 - 3/2 - 4/9))
[1094010] ['1/8', '3/2', '4/9', '5/2', '5/4'] -> 5/2 / (((1/8 * /2) * /9) * /4
)[1094014] ['1/8', '3/2', '4/9', '5/2', '5/9'] -> 3/2 * 4/9 * 5/2 / 1/8 / 5/9
[1094018] ['1/8', '3/2', '4/9', '5/2', '7/3'] -> 5/2 / ((3/2 + 4/9) * /8) * 7/3
[1094021] ['1/8', '3/2', '4/9', '5/2', '7/6'] -> 7/6 / (1/8 * (3/2 - 4/9 * 5/2))
[1094030] ['1/8', '3/2', '4/9', '5/2', '9/5'] -> 3/2 * 4/9 * 5/2 / 1/8 * 9/5
[1094039] ['1/8', '3/2', '4/9', '5/3', '6/5'] -> 5/3 / (1/8 * /2 * /9) * 6/5
[1094041] ['1/8', '3/2', '4/9', '5/3', '7/2'] -> 7/2 * 5/3 / (1/8 * (3/2 + 4/9))
[1094043] ['1/8', '3/2', '4/9', '5/3', '7/4'] -> (3/2 + 5/3 / 4/9) / 1/8 / 7/4
[1094045] ['1/8', '3/2', '4/9', '5/3', '7/6'] -> 7/6 / (4/9 - 1/8 * (3/2 + 5/3))
[1094048] ['1/8', '3/2', '4/9', '5/3', '8/3'] -> 8/3 / (5/3 - 1/8 * 4/9 - 3/2)
[1094051] ['1/8', '3/2', '4/9', '5/3', '8/9'] -> (3/2 + 5/3) / 1/8 - 4/9 - 8/9
[1094052] ['1/8', '3/2', '4/9', '5/3', '9/2'] -> (5/3 / 3/2 - 4/9) / 1/8 * 9/2
[1094053] ['1/8', '3/2', '4/9', '5/3', '9/4'] -> 4/9 / (5/3 - 1/8 - 3/2) * 9/4
[1094055] ['1/8', '3/2', '4/9', '5/3', '9/7'] -> 9/7 * (3/2 * 4/9 + 5/3) / 1/8
[1094056] ['1/8', '3/2', '4/9', '5/3', '9/8'] -> 9/8 * 4/9 / (1/8 * (5/3 - 3/2))
[1094060] ['1/8', '3/2', '4/9', '5/4', '5/8'] -> 5/4 / (((1/8 * /2) * /9) * /8
)[1094068] ['1/8', '3/2', '4/9', '5/4', '7/6'] -> 7/6 / (1/8 * (5/4 / 3/2 - 4/9))
[1094069] ['1/8', '3/2', '4/9', '5/4', '7/8'] -> (5/4 / (1/8 * /9) - 3/2) / 7/8
[1094072] ['1/8', '3/2', '4/9', '5/4', '8/5'] -> 5/4 / (1/8 * /2 * /9) * 8/5
[1094073] ['1/8', '3/2', '4/9', '5/4', '8/7'] -> (5/4 / (1/8 * /9) - 3/2) * 8/7
[1094076] ['1/8', '3/2', '4/9', '5/4', '9/4'] -> (3/2 * 4/9 + 5/4 / 1/8) * 9/4
[1094087] ['1/8', '3/2', '4/9', '5/6', '7/3'] -> 7/3 / (3/2 - 1/8 - 4/9 - 5/6)
[1094092] ['1/8', '3/2', '4/9', '5/6', '7/9'] -> 3/2 / ((5/6 - 4/9) * /8) * 7/9
[1094093] ['1/8', '3/2', '4/9', '5/6', '8/3'] -> 8/3 / (5/6 - (1/8 + 3/2) * 4/9)
[1094106] ['1/8', '3/2', '4/9', '5/7', '6/7'] -> (3/2 + 5/7 / 4/9) / 1/8 - 6/7
[1094124] ['1/8', '3/2', '4/9', '5/8', '5/9'] -> 3/2 / (1/8 * /9 * /8) * 5/9
[1094131] ['1/8', '3/2', '4/9', '5/8', '7/6'] -> 7/6 / (1/8 * 4/9 * (3/2 - 5/8))
[1094138] ['1/8', '3/2', '4/9', '5/8', '9/2'] -> 9/2 / ((1/8 + 5/8) / 4/9 - 3/2)
[1094140] ['1/8', '3/2', '4/9', '5/8', '9/5'] -> 3/2 / (((1/8 * /9) * /8) * /5
)[1094142] ['1/8', '3/2', '4/9', '5/8', '9/8'] -> 3/2 / (((5/8 - 1/8) - 4/9) * /8
)[1094144] ['1/8', '3/2', '4/9', '5/9', '6/5'] -> (3/2 + 4/9 + 5/9) / 1/8 * 6/5
[1094145] ['1/8', '3/2', '4/9', '5/9', '6/7'] -> (3/2 + 4/9) / 1/8 / 5/9 * 6/7
[1094148] ['1/8', '3/2', '4/9', '5/9', '7/4'] -> (3/2 / 1/8 - 5/9) / 4/9 - 7/4
[1094152] ['1/8', '3/2', '4/9', '5/9', '7/9'] -> 7/9 / (1/8 * (5/9 - 4/9 / 3/2))
[1094167] ['1/8', '3/2', '4/9', '6/5', '7/5'] -> (3/2 + 6/5 / 4/9) / 1/8 / 7/5
[1094172] ['1/8', '3/2', '4/9', '6/5', '8/5'] -> 8/5 / (1/8 * (6/5 - 3/2 * 4/9))
[1094178] ['1/8', '3/2', '4/9', '6/5', '9/7'] -> 9/7 * 6/5 * (3/2 + 4/9) / 1/8
[1094182] ['1/8', '3/2', '4/9', '6/7', '7/3'] -> 6/7 / (1/8 * /2 * /9) * 7/3
[1094186] ['1/8', '3/2', '4/9', '6/7', '7/8'] -> 7/8 * (3/2 + 6/7 / 4/9) / 1/8
[1094193] ['1/8', '3/2', '4/9', '6/7', '9/4'] -> (3/2 / 1/8 + 4/9) * 6/7 * 9/4
[1094194] ['1/8', '3/2', '4/9', '6/7', '9/5'] -> (3/2 + 4/9) * 6/7 / 1/8 * 9/5
[1094195] ['1/8', '3/2', '4/9', '6/7', '9/7'] -> 9/7 / (1/8 * (6/7 / 4/9 - 3/2))
[1094198] ['1/8', '3/2', '4/9', '7/2', '7/3'] -> 7/3 / (4/9 / (7/2 - 3/2) - 1/8)
[1094199] ['1/8', '3/2', '4/9', '7/2', '7/4'] -> 7/2 / (((1/8 * /2) * /9) * /4
)[1094207] ['1/8', '3/2', '4/9', '7/2', '8/9'] -> 3/2 / (4/9 / 1/8 - 7/2) * 8/9
[1094211] ['1/8', '3/2', '4/9', '7/2', '9/7'] -> 9/7 * 7/2 * 4/9 * 3/2 / 1/8
[1094212] ['1/8', '3/2', '4/9', '7/2', '9/8'] -> 3/2 / (((4/9 / 1/8) - 7/2) * /8
)[1094220] ['1/8', '3/2', '4/9', '7/3', '8/5'] -> (7/3 - 3/2) / 1/8 / 4/9 * 8/5
[1094222] ['1/8', '3/2', '4/9', '7/3', '8/9'] -> 8/9 / (4/9 / (1/8 * /2) - 7/3)
[1094225] ['1/8', '3/2', '4/9', '7/3', '9/5'] -> (7/3 - 3/2 * 4/9) / 1/8 * 9/5
[1094231] ['1/8', '3/2', '4/9', '7/4', '7/8'] -> 7/4 / (((1/8 * /2) * /9) * /8
)[1094235] ['1/8', '3/2', '4/9', '7/4', '8/7'] -> 7/4 / (1/8 * /2 * /9) * 8/7
[1094239] ['1/8', '3/2', '4/9', '7/4', '9/5'] -> (7/4 / 1/8 - 3/2 * 4/9) * 9/5
[1094261] ['1/8', '3/2', '4/9', '7/6', '8/9'] -> (3/2 + 4/9 + 7/6) / 1/8 - 8/9
[1094262] ['1/8', '3/2', '4/9', '7/6', '9/2'] -> 7/6 / (1/8 * /9) - 3/2 + 9/2
[1094268] ['1/8', '3/2', '4/9', '7/8', '7/9'] -> 3/2 / (1/8 * /9 * /8) * 7/9
[1094273] ['1/8', '3/2', '4/9', '7/8', '9/2'] -> 9/2 / ((7/8 - 1/8) / 4/9 - 3/2)
[1094276] ['1/8', '3/2', '4/9', '7/8', '9/7'] -> 3/2 / (((1/8 * /9) * /8) * /7
)[1094281] ['1/8', '3/2', '4/9', '7/9', '8/7'] -> 3/2 * 7/9 / 1/8 / 4/9 * 8/7
[1094283] ['1/8', '3/2', '4/9', '7/9', '9/2'] -> ((3/2 - 7/9) / 1/8 - 4/9) * 9/2
[1094291] ['1/8', '3/2', '4/9', '8/3', '8/9'] -> 8/9 / (1/8 * 8/3 - 4/9 / 3/2)
[1094292] ['1/8', '3/2', '4/9', '8/3', '9/2'] -> (4/9 / 1/8 + 8/3 / 3/2) * 9/2
[1094294] ['1/8', '3/2', '4/9', '8/3', '9/5'] -> (3/2 + 4/9 / 8/3) / 1/8 * 9/5
[1094299] ['1/8', '3/2', '4/9', '8/5', '8/9'] -> (3/2 + 4/9) * 8/5 / 1/8 - 8/9
[1094302] ['1/8', '3/2', '4/9', '8/5', '9/5'] -> 3/2 * 8/5 / 1/8 / 4/9 / 9/5
[1094310] ['1/8', '3/2', '4/9', '8/7', '9/7'] -> 3/2 * 8/7 / 1/8 / 4/9 / 9/7
[1094312] ['1/8', '3/2', '4/9', '8/9', '8/9'] -> 3/2 / ((8/9 - 4/9) * /8) * 8/9
[1094315] ['1/8', '3/2', '4/9', '8/9', '9/5'] -> (3/2 / 1/8 + 4/9 + 8/9) * 9/5
[1094317] ['1/8', '3/2', '4/9', '8/9', '9/8'] -> 3/2 / (((8/9 - 4/9) * /8) * /8
)[1094318] ['1/8', '3/2', '4/9', '9/2', '9/2'] -> (3/2 + 9/2) / 1/8 / 4/9 / 9/2
[1094322] ['1/8', '3/2', '4/9', '9/2', '9/8'] -> 9/8 * 4/9 * (3/2 + 9/2) / 1/8
[1094324] ['1/8', '3/2', '4/9', '9/4', '9/5'] -> (3/2 + 9/4) * 4/9 / 1/8 * 9/5
[1094326] ['1/8', '3/2', '4/9', '9/4', '9/8'] -> 9/4 / (((1/8 * /2) * /9) * /8
)[1094334] ['1/8', '3/2', '5/2', '5/2', '5/3'] -> (5/2 / (5/2 * (5/3 - 1/8)) - 3/2))
[1094341] ['1/8', '3/2', '5/2', '5/2', '6/7'] -> (5/2 + 5/2 - 3/2) / 1/8 * 6/7
[1094342] ['1/8', '3/2', '5/2', '5/2', '7/2'] -> 3/2 * 5/2 / 1/8 - 5/2 - 7/2
[1094343] ['1/8', '3/2', '5/2', '5/2', '7/3'] -> 5/2 / 1/8 + 5/2 / 3/2 + 7/3
[1094349] ['1/8', '3/2', '5/2', '5/2', '8/3'] -> (5/2 + 5/2) / 1/8 / 3/2 - 8/3
[1094350] ['1/8', '3/2', '5/2', '5/2', '8/5'] -> (5/2 / 1/8 + 5/2) / 3/2 * 8/5
[1094351] ['1/8', '3/2', '5/2', '5/2', '8/7'] -> (5/2 / 1/8 + 5/2 - 3/2) * 8/7
[1094360] ['1/8', '3/2', '5/2', '5/3', '5/6'] -> 3/2 + 5/2 / 1/8 + 5/3 + 5/6
[1094370] ['1/8', '3/2', '5/2', '5/3', '7/6'] -> (3/2 + 5/3) / 1/8 - 5/2 + 7/6
[1094372] ['1/8', '3/2', '5/2', '5/3', '7/9'] -> (3/2 + 5/2 - 5/3) / 1/8 / 7/9
[1094380] ['1/8', '3/2', '5/2', '5/3', '9/7'] -> (3/2 + 5/2 - 5/3) / 1/8 * 9/7
[1094385] ['1/8', '3/2', '5/2', '5/4', '5/8'] -> 3/2 * (5/2 - 5/4) / 1/8 / 5/8
[1094386] ['1/8', '3/2', '5/2', '5/4', '5/9'] -> (5/2 - 5/4 / 3/2) / 1/8 / 5/9
[1094388] ['1/8', '3/2', '5/2', '5/4', '6/7'] -> (3/2 + 5/2 / 5/4) / 1/8 * 6/7
[1094393] ['1/8', '3/2', '5/2', '5/4', '7/6'] -> (3/2 + 5/2 / 5/4) / 1/8 / 7/6
[1094401] ['1/8', '3/2', '5/2', '5/4', '9/4'] -> 5/2 / (1/8 * /2 * /4) * 9/4
[1094402] ['1/8', '3/2', '5/2', '5/4', '9/5'] -> (5/2 - 5/4 / 3/2) / 1/8 * 9/5
[1094408] ['1/8', '3/2', '5/2', '5/6', '5/9'] -> (3/2 - 5/6) * 5/2 / 1/8 / 5/9
[1094412] ['1/8', '3/2', '5/2', '5/6', '7/3'] -> 7/3 / (5/6 / (3/2 * /2) - 1/8)
[1094413] ['1/8', '3/2', '5/2', '5/6', '7/4'] -> 7/4 / (1/8 * (5/2 * 5/6 - 3/2))
[1094415] ['1/8', '3/2', '5/2', '5/6', '7/6'] -> (5/2 + 5/6) / 1/8 - 3/2 - 7/6
[1094419] ['1/8', '3/2', '5/2', '5/6', '8/5'] -> (3/2 / 1/8 + 5/2 / 5/6) * 8/5
[1094422] ['1/8', '3/2', '5/2', '5/6', '9/2'] -> 9/2 / (1/8 * (5/2 / 5/6 - 3/2))
[1094423] ['1/8', '3/2', '5/2', '5/6', '9/4'] -> (3/2 + 5/2 + 5/6 / 1/8) * 9/4
[1094427] ['1/8', '3/2', '5/2', '5/7', '5/7'] -> (5/2 + 5/7) / 1/8 / 3/2 / 5/7
[1094430] ['1/8', '3/2', '5/2', '5/7', '6/5'] -> 6/5 / (1/8 * (5/2 - 3/2 / 5/7))
[1094435] ['1/8', '3/2', '5/2', '5/7', '7/5'] -> 7/5 * (5/2 + 5/7) / (1/8 * 3/2)
[1094441] ['1/8', '3/2', '5/2', '5/7', '8/7'] -> (3/2 + 5/2) * 5/7 / 1/8 + 8/7
[1094452] ['1/8', '3/2', '5/2', '5/8', '7/2'] -> (5/2 + 3/2 * 5/8) / 1/8 - 7/2
[1094460] ['1/8', '3/2', '5/2', '5/8', '8/5'] -> 5/2 / 1/8 + 3/2 / 5/8 + 8/5
[1094462] ['1/8', '3/2', '5/2', '5/8', '8/9'] -> (3/2 + 5/2 - 5/8) / 1/8 * 8/9
[1094466] ['1/8', '3/2', '5/2', '5/8', '9/7'] -> 9/7 / (5/8 - 3/2 / (1/8 + 5/2))
[1094471] ['1/8', '3/2', '5/2', '5/9', '7/2'] -> 7/2 / (3/2 * (5/9 / 5/2 - 1/8))
[1094478] ['1/8', '3/2', '5/2', '5/9', '8/3'] -> (5/2 + 3/2 * 5/9) / 1/8 - 8/3
[1094481] ['1/8', '3/2', '5/2', '5/9', '8/9'] -> (3/2 + 5/2 * 5/9) / 1/8 + 8/9
[1094487] ['1/8', '3/2', '5/2', '6/5', '6/5'] -> (3/2 * 5/2 / 1/8 - 6/5) / 6/5
[1094491] ['1/8', '3/2', '5/2', '6/5', '7/4'] -> 7/4 / (1/8 * (5/2 / 6/5 - 3/2))
[1094492] ['1/8', '3/2', '5/2', '6/5', '7/5'] -> 7/5 / (1/8 * (5/2 / 3/2 - 6/5))
[1094499] ['1/8', '3/2', '5/2', '6/5', '8/9'] -> 5/2 * (3/2 / 1/8 - 6/5) * 8/9
[1094500] ['1/8', '3/2', '5/2', '6/5', '9/2'] -> 9/2 / (1/8 * (5/2 * 6/5 - 3/2))
[1094501] ['1/8', '3/2', '5/2', '6/5', '9/4'] -> 9/4 / (1/8 * 5/2 * (3/2 - 6/5))
[1094504] ['1/8', '3/2', '5/2', '6/5', '9/8'] -> 5/2 * (3/2 / 1/8 - 6/5) / 9/8
[1094510] ['1/8', '3/2', '5/2', '6/7', '7/6'] -> (5/2 / 1/8 + 6/7 / 3/2) * 7/6
[1094511] ['1/8', '3/2', '5/2', '6/7', '7/8'] -> 7/8 * 6/7 * (3/2 + 5/2) / 1/8
[1094512] ['1/8', '3/2', '5/2', '6/7', '7/9'] -> (3/2 * 5/2 / 1/8 + 6/7) * 7/9
[1094515] ['1/8', '3/2', '5/2', '6/7', '8/7'] -> (3/2 + 5/2 - 6/7) / 1/8 - 8/7
[1094520] ['1/8', '3/2', '5/2', '6/7', '9/7'] -> (3/2 * 5/2 / 1/8 + 6/7) / 9/7
[1094523] ['1/8', '3/2', '5/2', '7/2', '7/3'] -> 7/2 / 1/8 - 5/2 / 3/2 - 7/3
[1094530] ['1/8', '3/2', '5/2', '7/2', '8/5'] -> (5/2 / 1/8 - 3/2 - 7/2) * 8/5
[1094532] ['1/8', '3/2', '5/2', '7/2', '8/9'] -> (3/2 + 7/2 / 1/8 - 5/2) * 8/9
[1094537] ['1/8', '3/2', '5/2', '7/2', '9/8'] -> (3/2 + 7/2 / 1/8 - 5/2) / 9/8
[1094539] ['1/8', '3/2', '5/2', '7/3', '7/4'] -> (3/2 + 5/2) / 1/8 / 7/3 * 7/4
[1094541] ['1/8', '3/2', '5/2', '7/3', '7/6'] -> (3/2 + 5/2 / 7/3) / 1/8 * 7/6
[1094544] ['1/8', '3/2', '5/2', '7/3', '8/3'] -> (5/2 + 7/3 - 3/2) / 1/8 - 8/3
[1094548] ['1/8', '3/2', '5/2', '7/3', '9/2'] -> (7/3 - 5/2 / 3/2) / 1/8 * 9/2
[1094549] ['1/8', '3/2', '5/2', '7/3', '9/4'] -> (3/2 + 7/3 - 5/2) / 1/8 * 9/4
[1094550] ['1/8', '3/2', '5/2', '7/3', '9/5'] -> (3/2 + 5/2 - 7/3) / 1/8 * 9/5
[1094554] ['1/8', '3/2', '5/2', '7/4', '7/5'] -> 3/2 * 5/2 / 1/8 / 7/4 * 7/5
[1094558] ['1/8', '3/2', '5/2', '7/4', '8/3'] -> 3/2 * (5/2 - 7/4) / 1/8 * 8/3
[1094559] ['1/8', '3/2', '5/2', '7/4', '8/5'] -> (5/2 + 7/4 / 1/8 - 3/2) * 8/5
