[1399766] ['2/5', '3/2', '5/4', '7/8', '9/5'] -> (9/5 / ((2/5 + 7/8) - (3/2 / 5/4)))
[1515344] ['2/7', '4/5', '7/8', '8/5', '8/7'] -> (((2/7 + 8/5) / (7/8 - 4/5)) - 8/7)
[1515346] ['2/7', '4/5', '7/8', '8/5', '9/2'] -> (9/2 / (7/8 * ((4/5 / 8/5) - 2/7)))
[1515353] ['2/7', '4/5', '7/8', '8/7', '9/2'] -> (9/2 / (4/5 - (7/8 / (2/7 + 8/7))))
[1515355] ['2/7', '4/5', '7/8', '8/7', '9/5'] -> (9/5 / (((2/7 + 4/5) / 8/7) - 7/8))
[1515376] ['2/7', '4/5', '7/8', '9/7', '9/7'] -> (9/7 / ((9/7 - (2/7 / 4/5)) - 7/8))
[1515381] ['2/7', '4/5', '7/9', '7/9', '8/5'] -> (8/5 / (((2/7 + 4/5) * 7/9) - 7/9))
[1515390] ['2/7', '4/5', '7/9', '8/3', '8/5'] -> ((((8/3 / 2/7) / 4/5) / 7/9) * 8/5)
[1515434] ['2/7', '4/5', '8/3', '8/3', '8/3'] -> ((((8/3 / 2/7) / 4/5) - 8/3) * 8/3)
[1515435] ['2/7', '4/5', '8/3', '8/3', '8/5'] -> ((((8/3 / 2/7) + 8/3) / 4/5) * 8/5)
[1515436] ['2/7', '4/5', '8/3', '8/3', '8/7'] -> ((((8/3 / 4/5) + 8/3) / 2/7) * 8/7)
[1515438] ['2/7', '4/5', '8/3', '8/3', '9/2'] -> (((8/3 / 2/7) - 8/3) * (4/5 * 9/2))
[1515443] ['2/7', '4/5', '8/3', '8/5', '8/5'] -> ((((4/5 + 8/5) * 8/3) / 2/7) + 8/5)
[1515446] ['2/7', '4/5', '8/3', '8/5', '9/2'] -> ((((8/3 / 2/7) - 4/5) / 8/5) * 9/2)
[1515453] ['2/7', '4/5', '8/3', '8/7', '9/2'] -> ((4/5 * (8/3 + (8/7 / 2/7))) * 9/2)
[1515454] ['2/7', '4/5', '8/3', '8/7', '9/4'] -> (((4/5 * (8/3 + 8/7)) / 2/7) * 9/4)
[1515455] ['2/7', '4/5', '8/3', '8/7', '9/5'] -> ((((8/3 * 8/7) / 2/7) / 4/5) * 9/5)
[1515469] ['2/7', '4/5', '8/3', '9/4', '9/4'] -> ((((8/3 * 9/4) / 2/7) / 4/5) - 9/4)
[1515606] ['2/7', '4/7', '4/7', '4/7', '5/8'] -> ((2/7 + (4/7 / 4/7)) / (5/8 - 4/7))
[1515608] ['2/7', '4/7', '4/7', '4/7', '6/5'] -> (4/7 / ((2/7 / 4/7) - (4/7 / 6/5)))
[1515614] ['2/7', '4/7', '4/7', '4/7', '7/6'] -> (4/7 / (7/6 - ((4/7 * 4/7) / 2/7)))
[1515619] ['2/7', '4/7', '4/7', '4/7', '8/7'] -> ((4/7 + 8/7) / (4/7 - (2/7 / 4/7)))
[1515633] ['2/7', '4/7', '4/7', '4/9', '5/9'] -> (((2/7 + 4/7) * 4/9) / (4/7 - 5/9))
[1515637] ['2/7', '4/7', '4/7', '4/9', '7/3'] -> ((4/7 * 7/3) / ((2/7 / 4/7) - 4/9))
[1515643] ['2/7', '4/7', '4/7', '4/9', '8/3'] -> ((((4/7 + 4/7) / 2/7) / 4/9) * 8/3)
[1515645] ['2/7', '4/7', '4/7', '4/9', '8/7'] -> ((4/7 + 8/7) / ((2/7 / 4/9) - 4/7))
[1515657] ['2/7', '4/7', '4/7', '5/2', '5/8'] -> ((4/7 + (2/7 * 5/2)) / (5/8 - 4/7))
[1515696] ['2/7', '4/7', '4/7', '5/3', '9/2'] -> (((4/7 + (4/7 * 5/3)) / 2/7) * 9/2)
[1515707] ['2/7', '4/7', '4/7', '5/4', '6/7'] -> (6/7 / ((2/7 + (4/7 / 4/7)) - 5/4))
[1515719] ['2/7', '4/7', '4/7', '5/4', '9/2'] -> (9/2 / ((5/4 / 4/7) - (4/7 / 2/7)))
[1515722] ['2/7', '4/7', '4/7', '5/4', '9/7'] -> (9/7 / (((2/7 * 5/4) / 4/7) - 4/7))
[1515724] ['2/7', '4/7', '4/7', '5/6', '5/6'] -> (4/7 / ((5/6 - (2/7 * 5/6)) - 4/7))
[1515770] ['2/7', '4/7', '4/7', '5/8', '6/7'] -> (6/7 / (4/7 - ((2/7 + 4/7) * 5/8)))
[1515773] ['2/7', '4/7', '4/7', '5/8', '7/4'] -> ((2/7 + (4/7 * 7/4)) / (5/8 - 4/7))
[1515780] ['2/7', '4/7', '4/7', '5/8', '8/7'] -> ((4/7 + 8/7) / ((4/7 * 5/8) - 2/7))
[1515797] ['2/7', '4/7', '4/7', '5/9', '8/3'] -> (8/3 / ((4/7 / (2/7 + 4/7)) - 5/9))
[1515802] ['2/7', '4/7', '4/7', '5/9', '9/4'] -> (((2/7 + 4/7) / (4/7 - 5/9)) / 9/4)
[1515822] ['2/7', '4/7', '4/7', '6/5', '9/7'] -> (9/7 / ((4/7 / (6/5 - 2/7)) - 4/7))
[1515824] ['2/7', '4/7', '4/7', '6/7', '6/7'] -> ((6/7 + 6/7) / (4/7 - (2/7 / 4/7)))
[1515833] ['2/7', '4/7', '4/7', '6/7', '8/5'] -> (6/7 / (4/7 - ((2/7 + 4/7) / 8/5)))
[1515840] ['2/7', '4/7', '4/7', '6/7', '9/8'] -> ((6/7 / 2/7) / (9/8 - (4/7 / 4/7)))
[1515879] ['2/7', '4/7', '4/7', '7/4', '8/7'] -> ((4/7 + 8/7) / (4/7 - (2/7 * 7/4)))
[1515923] ['2/7', '4/7', '4/7', '7/9', '8/3'] -> (8/3 / (7/9 - (4/7 / (2/7 + 4/7))))
[1515937] ['2/7', '4/7', '4/7', '8/3', '9/4'] -> ((((4/7 + 4/7) * 8/3) / 2/7) * 9/4)
[1515938] ['2/7', '4/7', '4/7', '8/3', '9/5'] -> ((((4/7 + 4/7) + 8/3) / 2/7) * 9/5)
[1515942] ['2/7', '4/7', '4/7', '8/5', '8/7'] -> ((4/7 + 8/7) / ((4/7 / 8/5) - 2/7))
[1515949] ['2/7', '4/7', '4/7', '8/7', '8/7'] -> (8/7 / ((4/7 / (4/7 + 8/7)) - 2/7))
[1515952] ['2/7', '4/7', '4/7', '8/7', '9/4'] -> ((4/7 + 8/7) / ((2/7 * 9/4) - 4/7))
[1515983] ['2/7', '4/7', '4/9', '4/9', '5/8'] -> ((2/7 + (4/9 / 4/9)) / (5/8 - 4/7))
[1515996] ['2/7', '4/7', '4/9', '4/9', '8/7'] -> (8/7 / (((4/9 / 4/7) - 2/7) - 4/9))
[1515997] ['2/7', '4/7', '4/9', '4/9', '8/9'] -> ((4/9 + 8/9) / ((2/7 / 4/7) - 4/9))
[1516019] ['2/7', '4/7', '4/9', '5/2', '8/3'] -> (((4/7 * 5/2) / (4/9 - 2/7)) * 8/3)
[1516058] ['2/7', '4/7', '4/9', '5/4', '6/7'] -> (6/7 / ((5/4 - (2/7 / 4/9)) - 4/7))
[1516066] ['2/7', '4/7', '4/9', '5/4', '8/3'] -> (8/3 / ((4/9 * (2/7 + 5/4)) - 4/7))
[1516077] ['2/7', '4/7', '4/9', '5/6', '5/8'] -> ((5/6 / ((2/7 / 4/7) - 4/9)) / 5/8)
[1516080] ['2/7', '4/7', '4/9', '5/6', '6/7'] -> (6/7 / (4/7 - ((2/7 * 5/6) / 4/9)))
[1516082] ['2/7', '4/7', '4/9', '5/6', '7/3'] -> (7/3 / ((4/9 / 2/7) - (5/6 / 4/7)))
[1516089] ['2/7', '4/7', '4/9', '5/6', '8/5'] -> ((5/6 / ((2/7 / 4/7) - 4/9)) * 8/5)
[1516091] ['2/7', '4/7', '4/9', '5/6', '8/9'] -> (8/9 / (((2/7 + 4/9) * 5/6) - 4/7))
[1516092] ['2/7', '4/7', '4/9', '5/6', '9/2'] -> ((((4/7 / 2/7) / 4/9) + 5/6) * 9/2)
[1516093] ['2/7', '4/7', '4/9', '5/6', '9/4'] -> ((5/6 / (2/7 - (4/7 * 4/9))) - 9/4)
[1516095] ['2/7', '4/7', '4/9', '5/6', '9/7'] -> ((9/7 * 4/9) / ((2/7 + 4/7) - 5/6))
[1516101] ['2/7', '4/7', '4/9', '5/7', '6/7'] -> (6/7 / (((5/7 - 4/7) / 4/9) - 2/7))
[1516140] ['2/7', '4/7', '4/9', '5/9', '6/7'] -> (6/7 / (((5/9 - 2/7) / 4/9) - 4/7))
[1516151] ['2/7', '4/7', '4/9', '5/9', '8/9'] -> (8/9 / (5/9 - (4/9 / (2/7 + 4/7))))
[1516158] ['2/7', '4/7', '4/9', '6/5', '6/7'] -> (6/7 / (4/7 - ((2/7 / 4/9) / 6/5)))
[1516167] ['2/7', '4/7', '4/9', '6/5', '8/5'] -> (8/5 / (((2/7 / 4/7) - 4/9) * 6/5))
[1516169] ['2/7', '4/7', '4/9', '6/5', '8/9'] -> (8/9 / (((2/7 + 4/9) / 6/5) - 4/7))
[1516172] ['2/7', '4/7', '4/9', '6/5', '9/5'] -> (9/5 / (6/5 - ((2/7 / 4/7) / 4/9)))
[1516185] ['2/7', '4/7', '4/9', '6/7', '8/7'] -> (8/7 / (((2/7 / 4/7) - 4/9) * 6/7))
[1516186] ['2/7', '4/7', '4/9', '6/7', '8/9'] -> ((6/7 / (2/7 - (4/7 * 4/9))) * 8/9)
[1516191] ['2/7', '4/7', '4/9', '6/7', '9/8'] -> ((6/7 / (2/7 - (4/7 * 4/9))) / 9/8)
[1516209] ['2/7', '4/7', '4/9', '7/3', '7/4'] -> ((7/3 / ((2/7 / 4/7) - 4/9)) / 7/4)
[1516216] ['2/7', '4/7', '4/9', '7/3', '8/7'] -> (8/7 / (((4/9 / 4/7) / 7/3) - 2/7))
[1516251] ['2/7', '4/7', '4/9', '7/6', '7/8'] -> ((7/6 / ((2/7 / 4/7) - 4/9)) / 7/8)
[1516256] ['2/7', '4/7', '4/9', '7/6', '8/9'] -> (8/9 / ((2/7 - (4/7 * 4/9)) * 7/6))
[1516267] ['2/7', '4/7', '4/9', '7/8', '8/9'] -> ((4/9 / ((7/8 - 2/7) - 4/7)) - 8/9)
[1516274] ['2/7', '4/7', '4/9', '7/9', '8/3'] -> (8/3 / (((4/7 * 4/9) / 2/7) - 7/9))
[1516276] ['2/7', '4/7', '4/9', '7/9', '8/7'] -> (8/7 / (((2/7 + 7/9) - 4/7) - 4/9))
[1516285] ['2/7', '4/7', '4/9', '8/3', '8/7'] -> (((8/3 / (4/7 - 2/7)) / 4/9) * 8/7)
[1516333] ['2/7', '4/7', '5/2', '5/2', '5/8'] -> ((2/7 + (5/2 / 5/2)) / (5/8 - 4/7))
[1516370] ['2/7', '4/7', '5/2', '5/3', '8/7'] -> (8/7 / ((2/7 + (4/7 * 5/2)) - 5/3))
[1516372] ['2/7', '4/7', '5/2', '5/3', '9/2'] -> ((((4/7 + 5/3) / 2/7) - 5/2) * 9/2)
[1516373] ['2/7', '4/7', '5/2', '5/3', '9/4'] -> ((5/2 / (4/7 - (2/7 * 5/3))) - 9/4)
[1516383] ['2/7', '4/7', '5/2', '5/4', '6/7'] -> (6/7 / ((2/7 * 5/2) + (4/7 - 5/4)))
[1516391] ['2/7', '4/7', '5/2', '5/4', '8/3'] -> (((4/7 + (5/2 / 5/4)) / 2/7) * 8/3)
[1516395] ['2/7', '4/7', '5/2', '5/4', '9/2'] -> (9/2 / (((2/7 + 5/4) / 4/7) - 5/2))
[1516444] ['2/7', '4/7', '5/2', '5/8', '5/9'] -> (((2/7 * 5/2) / (5/8 - 4/7)) / 5/9)
[1516460] ['2/7', '4/7', '5/2', '5/8', '9/5'] -> (((2/7 * 5/2) / (5/8 - 4/7)) * 9/5)
[1516482] ['2/7', '4/7', '5/2', '6/5', '6/5'] -> (6/5 / (((2/7 * 5/2) / 4/7) - 6/5))
[1516489] ['2/7', '4/7', '5/2', '6/5', '7/8'] -> ((6/5 / (2/7 - (4/7 / 5/2))) / 7/8)
[1516493] ['2/7', '4/7', '5/2', '6/5', '8/7'] -> ((6/5 / (2/7 - (4/7 / 5/2))) * 8/7)
[1516509] ['2/7', '4/7', '5/2', '6/7', '8/5'] -> ((6/7 / (2/7 - (4/7 / 5/2))) * 8/5)
[1516510] ['2/7', '4/7', '5/2', '6/7', '8/7'] -> (8/7 / ((2/7 * 5/2) - (4/7 / 6/7)))
[1516517] ['2/7', '4/7', '5/2', '7/2', '7/2'] -> ((((2/7 + 4/7) + 5/2) + 7/2) * 7/2)
[1516522] ['2/7', '4/7', '5/2', '7/2', '7/8'] -> (((5/2 + 7/2) / (4/7 - 2/7)) / 7/8)
[1516526] ['2/7', '4/7', '5/2', '7/2', '8/7'] -> (((5/2 + 7/2) / (4/7 - 2/7)) * 8/7)
[1516546] ['2/7', '4/7', '5/2', '7/3', '9/7'] -> ((9/7 * (5/2 + (7/3 / 2/7))) / 4/7)
[1516553] ['2/7', '4/7', '5/2', '7/4', '8/3'] -> ((((4/7 + 5/2) / 2/7) - 7/4) * 8/3)
[1516579] ['2/7', '4/7', '5/2', '7/6', '8/5'] -> (8/5 / ((2/7 - (4/7 / 5/2)) * 7/6))
[1516593] ['2/7', '4/7', '5/2', '7/8', '9/2'] -> (9/2 / ((5/2 * 7/8) - (4/7 / 2/7)))
[1516595] ['2/7', '4/7', '5/2', '7/8', '9/5'] -> (9/5 / (7/8 - ((4/7 / 2/7) / 5/2)))
[1516596] ['2/7', '4/7', '5/2', '7/8', '9/7'] -> (9/7 / (((2/7 * 5/2) * 7/8) - 4/7))
[1516614] ['2/7', '4/7', '5/2', '8/3', '9/5'] -> ((((4/7 * 5/2) * 8/3) / 2/7) * 9/5)
[1516615] ['2/7', '4/7', '5/2', '8/3', '9/7'] -> ((9/7 * 8/3) / ((2/7 * 5/2) - 4/7))
[1516616] ['2/7', '4/7', '5/2', '8/3', '9/8'] -> ((9/8 * ((5/2 * 8/3) - 4/7)) / 2/7)
[1516627] ['2/7', '4/7', '5/2', '8/7', '9/2'] -> (9/2 / ((5/2 / 8/7) - (4/7 / 2/7)))
[1516630] ['2/7', '4/7', '5/2', '8/7', '9/7'] -> (9/7 / (((2/7 * 5/2) / 8/7) - 4/7))
[1516657] ['2/7', '4/7', '5/3', '5/3', '5/8'] -> ((2/7 + (5/3 / 5/3)) / (5/8 - 4/7))
[1516682] ['2/7', '4/7', '5/3', '5/4', '6/5'] -> (6/5 / (5/4 - ((4/7 / 2/7) / 5/3)))
[1516692] ['2/7', '4/7', '5/3', '5/4', '8/5'] -> (8/5 / (5/3 - ((4/7 / 2/7) / 5/4)))
[1516713] ['2/7', '4/7', '5/3', '5/6', '8/3'] -> (((4/7 + (5/3 / 5/6)) / 2/7) * 8/3)
[1516715] ['2/7', '4/7', '5/3', '5/6', '8/7'] -> (8/7 / (((4/7 / 5/3) - 2/7) * 5/6))
[1516738] ['2/7', '4/7', '5/3', '5/7', '9/2'] -> ((((4/7 + 5/3) - 5/7) / 2/7) * 9/2)
[1516744] ['2/7', '4/7', '5/3', '5/8', '5/9'] -> ((5/3 / (5/8 - (2/7 / 4/7))) / 5/9)
[1516746] ['2/7', '4/7', '5/3', '5/8', '6/7'] -> (6/7 / (((4/7 / 5/3) - 2/7) * 5/8))
[1516749] ['2/7', '4/7', '5/3', '5/8', '7/4'] -> (7/4 / (5/3 - ((2/7 + 5/8) / 4/7)))
[1516758] ['2/7', '4/7', '5/3', '5/8', '9/2'] -> ((((4/7 * 5/3) / 2/7) / 5/8) * 9/2)
[1516760] ['2/7', '4/7', '5/3', '5/8', '9/5'] -> ((5/3 / (5/8 - (2/7 / 4/7))) * 9/5)
[1516773] ['2/7', '4/7', '5/3', '5/9', '8/3'] -> (8/3 / (((4/7 * 5/3) - 2/7) - 5/9))
[1516774] ['2/7', '4/7', '5/3', '5/9', '8/5'] -> (8/5 / (4/7 - ((2/7 + 5/9) / 5/3)))
[1516775] ['2/7', '4/7', '5/3', '5/9', '8/7'] -> (8/7 / ((2/7 + (5/9 / 5/3)) - 4/7))
[1516789] ['2/7', '4/7', '5/3', '6/5', '7/8'] -> ((6/5 / ((4/7 / 5/3) - 2/7)) / 7/8)
[1516791] ['2/7', '4/7', '5/3', '6/5', '8/3'] -> (((4/7 + (5/3 * 6/5)) / 2/7) * 8/3)
[1516793] ['2/7', '4/7', '5/3', '6/5', '8/7'] -> ((6/5 / ((4/7 / 5/3) - 2/7)) * 8/7)
[1516795] ['2/7', '4/7', '5/3', '6/5', '9/2'] -> ((5/3 * ((4/7 / 2/7) + 6/5)) * 9/2)
[1516808] ['2/7', '4/7', '5/3', '6/7', '8/3'] -> ((6/7 / (4/7 - (2/7 * 5/3))) * 8/3)
[1516809] ['2/7', '4/7', '5/3', '6/7', '8/5'] -> ((6/7 / ((4/7 / 5/3) - 2/7)) * 8/5)
[1516841] ['2/7', '4/7', '5/3', '7/3', '8/7'] -> (8/7 / ((5/3 - (4/7 * 7/3)) - 2/7))
[1516857] ['2/7', '4/7', '5/3', '7/4', '9/2'] -> (((4/7 + (5/3 / 7/4)) / 2/7) * 9/2)
[1516879] ['2/7', '4/7', '5/3', '7/6', '8/5'] -> (8/5 / (((4/7 / 5/3) - 2/7) * 7/6))
[1516880] ['2/7', '4/7', '5/3', '7/6', '8/7'] -> (8/7 / (((4/7 / 2/7) / 7/6) - 5/3))
[1516893] ['2/7', '4/7', '5/3', '7/8', '9/2'] -> (((5/3 / 2/7) - (4/7 * 7/8)) * 9/2)
[1516900] ['2/7', '4/7', '5/3', '7/9', '8/5'] -> (8/5 / (((2/7 + 7/9) / 5/3) - 4/7))
[1516901] ['2/7', '4/7', '5/3', '7/9', '8/7'] -> ((5/3 / ((2/7 + 4/7) - 7/9)) * 8/7)
[1516912] ['2/7', '4/7', '5/3', '8/3', '9/2'] -> ((2/7 / ((5/3 / 8/3) - 4/7)) * 9/2)
[1516920] ['2/7', '4/7', '5/3', '8/5', '9/2'] -> ((((4/7 * 5/3) * 8/5) / 2/7) * 9/2)
[1516925] ['2/7', '4/7', '5/3', '8/7', '8/7'] -> (8/7 / (((8/7 / 4/7) - 2/7) - 5/3))
[1516938] ['2/7', '4/7', '5/3', '9/2', '9/2'] -> ((((2/7 * 5/3) / 4/7) + 9/2) * 9/2)
[1516956] ['2/7', '4/7', '5/4', '5/4', '5/8'] -> ((2/7 + (5/4 / 5/4)) / (5/8 - 4/7))
[1516977] ['2/7', '4/7', '5/4', '5/6', '5/7'] -> (5/7 / (5/4 * ((2/7 + 4/7) - 5/6)))
[1517001] ['2/7', '4/7', '5/4', '5/7', '6/5'] -> (6/5 / (5/4 - ((2/7 + 4/7) / 5/7)))
[1517021] ['2/7', '4/7', '5/4', '5/8', '6/5'] -> (6/5 / ((5/4 - (4/7 / 5/8)) - 2/7))
[1517022] ['2/7', '4/7', '5/4', '5/8', '6/7'] -> (6/7 / (4/7 - (2/7 * (5/4 + 5/8))))
[1517030] ['2/7', '4/7', '5/4', '5/8', '8/3'] -> (((4/7 + (5/4 / 5/8)) / 2/7) * 8/3)
[1517034] ['2/7', '4/7', '5/4', '5/8', '9/2'] -> ((2/7 / ((5/4 - 4/7) - 5/8)) * 9/2)
[1517052] ['2/7', '4/7', '5/4', '5/9', '8/9'] -> (8/9 / ((4/7 / (5/4 - 2/7)) - 5/9))
[1517063] ['2/7', '4/7', '5/4', '6/5', '7/5'] -> ((7/5 * (2/7 + 4/7)) / (5/4 - 6/5))
[1517076] ['2/7', '4/7', '5/4', '6/7', '6/7'] -> (6/7 / ((2/7 + 5/4) - (6/7 / 4/7)))
[1517088] ['2/7', '4/7', '5/4', '6/7', '9/2'] -> ((4/7 / ((5/4 - 2/7) - 6/7)) * 9/2)
[1517100] ['2/7', '4/7', '5/4', '7/2', '8/3'] -> ((((7/2 - 4/7) / 2/7) - 5/4) * 8/3)
[1517104] ['2/7', '4/7', '5/4', '7/2', '9/2'] -> ((5/4 + (7/2 / (2/7 + 4/7))) * 9/2)
[1517117] ['2/7', '4/7', '5/4', '7/3', '8/7'] -> (8/7 / ((4/7 * 5/4) - (2/7 * 7/3)))
[1517120] ['2/7', '4/7', '5/4', '7/3', '9/4'] -> ((((4/7 * 5/4) + 7/3) / 2/7) * 9/4)
[1517122] ['2/7', '4/7', '5/4', '7/3', '9/7'] -> ((9/7 * (5/4 + (7/3 / 4/7))) / 2/7)
[1517133] ['2/7', '4/7', '5/4', '7/4', '9/2'] -> (9/2 / ((5/4 * 7/4) - (4/7 / 2/7)))
[1517136] ['2/7', '4/7', '5/4', '7/4', '9/7'] -> (9/7 / (((2/7 * 5/4) * 7/4) - 4/7))
[1517138] ['2/7', '4/7', '5/4', '7/5', '7/5'] -> (7/5 / ((5/4 / (2/7 + 4/7)) - 7/5))
[1517148] ['2/7', '4/7', '5/4', '7/5', '9/5'] -> (((4/7 / (7/5 - 5/4)) / 2/7) * 9/5)
[1517154] ['2/7', '4/7', '5/4', '7/6', '8/3'] -> (8/3 / ((7/6 / (2/7 + 4/7)) - 5/4))
[1517170] ['2/7', '4/7', '5/4', '7/8', '9/4'] -> (9/4 / ((5/4 * (7/8 - 4/7)) - 2/7))
[1517171] ['2/7', '4/7', '5/4', '7/8', '9/5'] -> (9/5 / ((7/8 - (2/7 / 5/4)) - 4/7))
[1517172] ['2/7', '4/7', '5/4', '7/8', '9/7'] -> (9/7 / ((2/7 * 5/4) + (4/7 - 7/8)))
[1517186] ['2/7', '4/7', '5/4', '8/3', '8/7'] -> (8/7 / ((2/7 * 8/3) - (4/7 * 5/4)))
[1517203] ['2/7', '4/7', '5/4', '8/7', '9/2'] -> ((8/7 / (4/7 - (2/7 * 5/4))) * 9/2)
[1517206] ['2/7', '4/7', '5/4', '8/7', '9/7'] -> (((4/7 / (5/4 - 8/7)) / 2/7) * 9/7)
[1517215] ['2/7', '4/7', '5/4', '9/2', '9/4'] -> ((9/2 / ((4/7 / 5/4) - 2/7)) - 9/4)
[1517223] ['2/7', '4/7', '5/4', '9/5', '9/5'] -> ((2/7 / ((4/7 + 5/4) - 9/5)) * 9/5)
[1517231] ['2/7', '4/7', '5/6', '5/6', '5/8'] -> ((2/7 + (5/6 / 5/6)) / (5/8 - 4/7))
[1517265] ['2/7', '4/7', '5/6', '5/7', '8/7'] -> (8/7 / ((2/7 + (4/7 * 5/6)) - 5/7))
[1517267] ['2/7', '4/7', '5/6', '5/7', '9/2'] -> ((5/6 + ((4/7 + 5/7) / 2/7)) * 9/2)
[1517287] ['2/7', '4/7', '5/6', '5/8', '9/2'] -> (9/2 / ((5/6 * (2/7 + 5/8)) - 4/7))
[1517288] ['2/7', '4/7', '5/6', '5/8', '9/4'] -> ((5/8 / ((2/7 + 4/7) - 5/6)) - 9/4)
[1517304] ['2/7', '4/7', '5/6', '5/9', '8/7'] -> (8/7 / (5/6 * (4/7 - (2/7 / 5/9))))
[1517305] ['2/7', '4/7', '5/6', '5/9', '8/9'] -> (8/9 / ((2/7 / 4/7) - (5/6 * 5/9)))
[1517307] ['2/7', '4/7', '5/6', '5/9', '9/4'] -> ((5/6 / ((4/7 * 5/9) - 2/7)) - 9/4)
[1517320] ['2/7', '4/7', '5/6', '6/5', '8/3'] -> (8/3 / (((4/7 * 5/6) / 6/5) - 2/7))
[1517335] ['2/7', '4/7', '5/6', '6/7', '7/8'] -> (((2/7 / (6/7 - 5/6)) / 4/7) / 7/8)
[1517355] ['2/7', '4/7', '5/6', '7/2', '8/7'] -> (8/7 / ((4/7 - (5/6 / 7/2)) - 2/7))
[1517357] ['2/7', '4/7', '5/6', '7/2', '9/2'] -> (((4/7 * (7/2 - 5/6)) / 2/7) * 9/2)
[1517369] ['2/7', '4/7', '5/6', '7/3', '8/5'] -> (8/5 / (((4/7 / 2/7) / 5/6) - 7/3))
[1517372] ['2/7', '4/7', '5/6', '7/3', '9/2'] -> ((((7/3 - 4/7) / 2/7) - 5/6) * 9/2)
[1517384] ['2/7', '4/7', '5/6', '7/4', '8/7'] -> (8/7 / (2/7 * ((4/7 * 7/4) - 5/6)))
[1517407] ['2/7', '4/7', '5/6', '7/6', '8/3'] -> ((((4/7 + 5/6) + 7/6) / 2/7) * 8/3)
[1517420] ['2/7', '4/7', '5/6', '7/8', '8/7'] -> (8/7 / ((5/6 - (4/7 * 7/8)) - 2/7))
[1517430] ['2/7', '4/7', '5/6', '7/9', '8/7'] -> (8/7 / ((2/7 + 4/7) * (5/6 - 7/9)))
[1517445] ['2/7', '4/7', '5/6', '8/3', '9/8'] -> ((9/8 * 4/7) / ((5/6 / 8/3) - 2/7))
[1517446] ['2/7', '4/7', '5/6', '8/5', '8/5'] -> (8/5 / (((4/7 * 5/6) / 2/7) - 8/5))
[1517454] ['2/7', '4/7', '5/6', '8/7', '8/7'] -> (8/7 / ((5/6 - (4/7 / 8/7)) - 2/7))
[1517456] ['2/7', '4/7', '5/6', '8/7', '9/2'] -> (((4/7 + (5/6 * 8/7)) / 2/7) * 9/2)
[1517463] ['2/7', '4/7', '5/6', '8/9', '9/4'] -> ((5/6 / ((8/9 - 2/7) - 4/7)) - 9/4)
[1517468] ['2/7', '4/7', '5/6', '9/2', '9/4'] -> (((4/7 * (5/6 + 9/2)) / 2/7) * 9/4)
[1517470] ['2/7', '4/7', '5/6', '9/2', '9/7'] -> ((9/7 * (5/6 + 9/2)) / (4/7 - 2/7))
[1517472] ['2/7', '4/7', '5/6', '9/4', '9/4'] -> ((5/6 / (2/7 - (4/7 / 9/4))) - 9/4)
[1517474] ['2/7', '4/7', '5/6', '9/4', '9/7'] -> (9/7 / (((2/7 + 4/7) - 5/6) * 9/4))
[1517483] ['2/7', '4/7', '5/7', '5/7', '5/8'] -> ((2/7 + (5/7 / 5/7)) / (5/8 - 4/7))
[1517486] ['2/7', '4/7', '5/7', '5/7', '6/7'] -> (6/7 / (((5/7 - 2/7) / 4/7) - 5/7))
[1517505] ['2/7', '4/7', '5/7', '5/8', '6/5'] -> (6/5 / (2/7 * ((4/7 / 5/7) - 5/8)))
[1517519] ['2/7', '4/7', '5/7', '5/8', '9/4'] -> (9/4 / (((5/8 / 4/7) - 2/7) - 5/7))
[1517520] ['2/7', '4/7', '5/7', '5/8', '9/5'] -> (9/5 / (((2/7 / 4/7) / 5/7) - 5/8))
[1517553] ['2/7', '4/7', '5/7', '6/5', '8/7'] -> (8/7 / ((2/7 + (4/7 / 6/5)) - 5/7))
[1517566] ['2/7', '4/7', '5/7', '6/7', '7/8'] -> (((6/7 / (5/7 - 4/7)) / 2/7) / 7/8)
[1517575] ['2/7', '4/7', '5/7', '6/7', '9/7'] -> (9/7 / ((5/7 / (2/7 + 6/7)) - 4/7))
[1517596] ['2/7', '4/7', '5/7', '7/3', '7/6'] -> ((4/7 / ((5/7 / 7/3) - 2/7)) / 7/6)
[1517604] ['2/7', '4/7', '5/7', '7/3', '9/4'] -> (((5/7 + 7/3) / (4/7 - 2/7)) * 9/4)
[1517606] ['2/7', '4/7', '5/7', '7/3', '9/7'] -> ((9/7 * (5/7 + 7/3)) / (2/7 * 4/7))
[1517642] ['2/7', '4/7', '5/7', '7/6', '9/2'] -> (((5/7 / 4/7) + (7/6 / 2/7)) * 9/2)
[1517661] ['2/7', '4/7', '5/7', '7/9', '8/7'] -> (8/7 / (5/7 - ((2/7 + 4/7) * 7/9)))
[1517672] ['2/7', '4/7', '5/7', '8/3', '9/2'] -> (((2/7 * 8/3) / (5/7 - 4/7)) * 9/2)
[1517675] ['2/7', '4/7', '5/7', '8/3', '9/7'] -> ((9/7 * 8/3) / ((2/7 + 4/7) - 5/7))
[1517696] ['2/7', '4/7', '5/7', '8/9', '9/7'] -> (9/7 / ((2/7 + 4/7) - (5/7 / 8/9)))
[1517698] ['2/7', '4/7', '5/7', '9/2', '9/2'] -> (((5/7 / (2/7 + 4/7)) + 9/2) * 9/2)
