[1502197] ['2/7', '3/8', '3/8', '4/7', '9/8'] -> 9/8 / 3/8 / (2/7 / 4/7 - 3/8)
[1559494] ['2/9', '3/4', '3/7', '9/5', '9/7'] -> 9/7 / ((3/7 - 3/4 / 9/5) / 2/9)
[1559500] ['2/9', '3/4', '3/8', '3/8', '4/3'] -> 4/3 / 2/9 / (3/8 / 3/8 - 3/4)
[1559503] ['2/9', '3/4', '3/8', '3/8', '4/9'] -> 3/4 / 3/8 / 3/8 / (4/9 - 2/9)
[1559504] ['2/9', '3/4', '3/8', '3/8', '5/2'] -> 5/2 / 3/8 / (3/8 / 3/4 - 2/9)
[1559505] ['2/9', '3/4', '3/8', '3/8', '5/3'] -> 5/3 / (2/9 * 3/4 / 3/8 - 3/8)
[1559507] ['2/9', '3/4', '3/8', '3/8', '5/6'] -> 5/6 / (2/9 - 3/8 * 3/8 / 3/4)
[1559513] ['2/9', '3/4', '3/8', '3/8', '7/2'] -> 7/2 / 2/9 / (3/4 * 3/8 + 3/8)
[1559514] ['2/9', '3/4', '3/8', '3/8', '7/3'] -> 7/3 / (2/9 + 3/8 - 3/8 / 3/4)
[1559515] ['2/9', '3/4', '3/8', '3/8', '7/4'] -> 7/4 / (3/4 * (2/9 + 3/8) - 3/8)
[1559520] ['2/9', '3/4', '3/8', '3/8', '8/3'] -> 8/3 / (3/8 / (3/4 + 3/8) - 2/9)
[1559525] ['2/9', '3/4', '3/8', '3/8', '9/4'] -> 9/4 / 2/9 / ((3/4 + 3/8) * 3/8)
[1559528] ['2/9', '3/4', '3/8', '3/8', '9/8'] -> (3/8 + 9/8) / 2/9 / (3/4 * 3/8)
[1559533] ['2/9', '3/4', '3/8', '4/3', '5/2'] -> 5/2 / (2/9 * (3/4 - 3/8 / 4/3))
[1559536] ['2/9', '3/4', '3/8', '4/3', '5/6'] -> 5/6 / (2/9 + 3/8 - 3/4 / 4/3)
[1559538] ['2/9', '3/4', '3/8', '4/3', '5/8'] -> (3/4 / 3/8 + 4/3) / 2/9 / 5/8
[1559546] ['2/9', '3/4', '3/8', '4/3', '7/6'] -> 7/6 / (2/9 * 3/8 * (4/3 - 3/4))
[1559550] ['2/9', '3/4', '3/8', '4/3', '8/5'] -> (3/4 / 3/8 + 4/3) / 2/9 * 8/5
[1559552] ['2/9', '3/4', '3/8', '4/3', '8/9'] -> 4/3 / 2/9 / 3/4 / 3/8 / 8/9
[1559557] ['2/9', '3/4', '3/8', '4/3', '9/8'] -> 4/3 / 2/9 / 3/4 / 3/8 * 9/8
[1559558] ['2/9', '3/4', '3/8', '4/5', '4/5'] -> 4/5 / (2/9 * 3/8 + 3/4 - 4/5)
[1559561] ['2/9', '3/4', '3/8', '4/5', '5/2'] -> 5/2 / (2/9 * (3/4 - 3/8) / 4/5)
[1559571] ['2/9', '3/4', '3/8', '4/5', '7/3'] -> 7/3 / (3/4 - 2/9 / 4/5 - 3/8)
[1559572] ['2/9', '3/4', '3/8', '4/5', '7/4'] -> 7/4 / (3/4 * (3/8 - 2/9 / 4/5))
[1559587] ['2/9', '3/4', '3/8', '4/7', '4/9'] -> 4/9 / ((2/9 / 4/7 - 3/8) / 3/4)
[1559592] ['2/9', '3/4', '3/8', '4/7', '5/7'] -> 5/7 / (4/7 - 2/9 * 3/4 - 3/8)
[1559596] ['2/9', '3/4', '3/8', '4/7', '6/7'] -> 6/7 / (2/9 * 3/4 * 3/8 * 4/7)
[1559597] ['2/9', '3/4', '3/8', '4/7', '7/2'] -> 7/2 / (2/9 * (3/4 - 3/8) / 4/7)
[1559604] ['2/9', '3/4', '3/8', '4/7', '8/3'] -> 8/3 / (3/8 / 3/4 - 2/9 / 4/7)
[1559614] ['2/9', '3/4', '3/8', '4/9', '5/2'] -> 5/2 / (3/8 * (4/9 - 2/9 * 3/4))
[1559633] ['2/9', '3/4', '3/8', '4/9', '8/9'] -> 8/9 / (2/9 * (3/4 - 3/8) * 4/9)
[1559639] ['2/9', '3/4', '3/8', '5/2', '5/2'] -> 5/2 / (3/8 * (5/2 - 2/9) - 3/4)
[1559640] ['2/9', '3/4', '3/8', '5/2', '5/3'] -> 5/2 / 2/9 / 3/4 / 3/8 / 5/3
[1559641] ['2/9', '3/4', '3/8', '5/2', '5/4'] -> 5/2 / (3/4 - 3/8) / 2/9 / 5/4
[1559642] ['2/9', '3/4', '3/8', '5/2', '5/6'] -> 5/6 / (2/9 + 3/4 - 3/8 * 5/2)
[1559644] ['2/9', '3/4', '3/8', '5/2', '5/8'] -> (3/8 + (3/4 + 5/2) / 2/9) / 5/8
[1559647] ['2/9', '3/4', '3/8', '5/2', '6/7'] -> (5/2 / 2/9 - 3/4) / 3/8 * 6/7
[1559650] ['2/9', '3/4', '3/8', '5/2', '7/4'] -> 7/4 / (3/8 * (3/4 - 2/9 * 5/2))
[1559652] ['2/9', '3/4', '3/8', '5/2', '7/6'] -> (5/2 / 2/9 - 3/4) / 3/8 / 7/6
[1559653] ['2/9', '3/4', '3/8', '5/2', '7/8'] -> (5/2 - 3/4) / 2/9 / 3/8 / 7/8
[1559656] ['2/9', '3/4', '3/8', '5/2', '8/5'] -> (3/8 + (3/4 + 5/2) / 2/9) * 8/5
[1559657] ['2/9', '3/4', '3/8', '5/2', '8/7'] -> (5/2 - 3/4) / 2/9 / 3/8 * 8/7
[1559659] ['2/9', '3/4', '3/8', '5/2', '9/2'] -> 9/2 / (3/4 * 5/2 - 3/8 / 2/9)
[1559661] ['2/9', '3/4', '3/8', '5/2', '9/5'] -> 9/5 / (3/4 - 3/8 / 2/9 / 5/2)
[1559666] ['2/9', '3/4', '3/8', '5/3', '5/6'] -> 5/3 / (3/4 - 3/8) / 2/9 / 5/6
[1559668] ['2/9', '3/4', '3/8', '5/3', '5/8'] -> 3/4 * 5/3 / 2/9 / 3/8 / 5/8
[1559670] ['2/9', '3/4', '3/8', '5/3', '6/5'] -> 5/3 / (3/4 - 3/8) / 2/9 * 6/5
[1559680] ['2/9', '3/4', '3/8', '5/3', '8/5'] -> 3/4 * 5/3 / 2/9 / 3/8 * 8/5
[1559683] ['2/9', '3/4', '3/8', '5/3', '9/2'] -> (5/3 / 3/4 - 2/9) / 3/8 * 9/2
[1559684] ['2/9', '3/4', '3/8', '5/3', '9/4'] -> (3/4 / 2/9 / 3/8 + 5/3) * 9/4
[1559691] ['2/9', '3/4', '3/8', '5/4', '5/8'] -> 5/4 / (3/4 - 3/8) / 2/9 / 5/8
[1559695] ['2/9', '3/4', '3/8', '5/4', '7/2'] -> 7/2 / (2/9 * 3/4 * (5/4 - 3/8))
[1559697] ['2/9', '3/4', '3/8', '5/4', '7/4'] -> 7/4 / (3/4 * (3/8 - 2/9 * 5/4))
[1559698] ['2/9', '3/4', '3/8', '5/4', '7/5'] -> 7/5 / (3/4 * (3/8 / 5/4 - 2/9))
[1559703] ['2/9', '3/4', '3/8', '5/4', '8/5'] -> 5/4 / (3/4 - 3/8) / 2/9 * 8/5
[1559717] ['2/9', '3/4', '3/8', '5/6', '7/2'] -> 7/2 / (3/8 * 5/6 - 2/9 * 3/4)
[1559718] ['2/9', '3/4', '3/8', '5/6', '7/3'] -> 7/3 / (2/9 * (3/4 - 3/8 * 5/6))
[1559723] ['2/9', '3/4', '3/8', '5/6', '7/9'] -> 7/9 / (3/4 * 5/6 - 2/9 / 3/8)
[1559724] ['2/9', '3/4', '3/8', '5/6', '8/3'] -> 8/3 / (5/6 - 3/8 / 3/4 - 2/9)
[1559725] ['2/9', '3/4', '3/8', '5/6', '8/5'] -> 8/5 / (2/9 * (3/4 - 3/8 / 5/6))
[1559727] ['2/9', '3/4', '3/8', '5/6', '8/9'] -> 8/9 / (5/6 - (2/9 + 3/8) / 3/4)
[1559730] ['2/9', '3/4', '3/8', '5/6', '9/5'] -> 5/6 / 2/9 / 3/4 / 3/8 * 9/5
[1559736] ['2/9', '3/4', '3/8', '5/7', '6/5'] -> 6/5 / (2/9 * (3/4 - 3/8 / 5/7))
[1559737] ['2/9', '3/4', '3/8', '5/7', '6/7'] -> 6/7 / (2/9 * (3/4 * 5/7 - 3/8))
[1559759] ['2/9', '3/4', '3/8', '5/8', '7/3'] -> 7/3 / (2/9 + 3/8 / 3/4 - 5/8)
[1559763] ['2/9', '3/4', '3/8', '5/8', '7/8'] -> 7/8 / (3/8 * (2/9 + 5/8 - 3/4))
[1559768] ['2/9', '3/4', '3/8', '5/8', '8/9'] -> 3/4 / (5/8 - 2/9 - 3/8) * 8/9
[1559770] ['2/9', '3/4', '3/8', '5/8', '9/4'] -> (3/4 / 2/9 + 5/8) / 3/8 * 9/4
[1559773] ['2/9', '3/4', '3/8', '5/8', '9/8'] -> 3/4 / (5/8 - 2/9 - 3/8) / 9/8
[1559777] ['2/9', '3/4', '3/8', '5/9', '7/2'] -> 7/2 / (3/8 * (5/9 - 2/9 * 3/4))
[1559778] ['2/9', '3/4', '3/8', '5/9', '7/3'] -> 7/3 / (3/8 * (5/9 - 2/9 / 3/4))
[1559779] ['2/9', '3/4', '3/8', '5/9', '7/4'] -> 7/4 / (3/8 * (3/4 * 5/9 - 2/9))
[1559787] ['2/9', '3/4', '3/8', '5/9', '8/9'] -> 8/9 / (2/9 / (3/4 - 3/8) - 5/9)
[1559789] ['2/9', '3/4', '3/8', '5/9', '9/4'] -> 9/4 / (3/4 * 3/8 * (5/9 - 2/9))
[1559790] ['2/9', '3/4', '3/8', '5/9', '9/5'] -> 9/5 / (3/8 - 2/9 * 3/4 / 5/9)
[1559795] ['2/9', '3/4', '3/8', '6/5', '7/2'] -> 7/2 / (3/8 / 6/5 - 2/9 * 3/4)
[1559796] ['2/9', '3/4', '3/8', '6/5', '7/3'] -> 7/3 / (2/9 * (3/4 - 3/8 / 6/5))
[1559798] ['2/9', '3/4', '3/8', '6/5', '7/5'] -> 7/5 / (2/9 * (3/4 + 6/5) - 3/8)
[1559801] ['2/9', '3/4', '3/8', '6/5', '7/9'] -> 7/9 / (3/4 / 6/5 - 2/9 / 3/8)
[1559803] ['2/9', '3/4', '3/8', '6/5', '8/5'] -> 8/5 / (2/9 * (3/4 - 3/8 * 6/5))
[1559808] ['2/9', '3/4', '3/8', '6/5', '9/5'] -> 9/5 / (2/9 * 3/4 * 3/8 * 6/5)
[1559813] ['2/9', '3/4', '3/8', '6/7', '7/3'] -> 6/7 / (3/4 - 3/8) / 2/9 * 7/3
[1559814] ['2/9', '3/4', '3/8', '6/7', '7/4'] -> 6/7 / 2/9 / 3/4 / 3/8 * 7/4
[1559819] ['2/9', '3/4', '3/8', '6/7', '8/3'] -> 8/3 / (2/9 * (3/4 / 6/7 - 3/8))
[1559826] ['2/9', '3/4', '3/8', '6/7', '9/7'] -> 9/7 / (2/9 * 3/4 * 3/8 * 6/7)
[1559829] ['2/9', '3/4', '3/8', '7/2', '7/3'] -> 7/3 / (3/8 - (2/9 + 3/4) / 7/2)
[1559830] ['2/9', '3/4', '3/8', '7/2', '7/4'] -> 7/2 / (3/4 - 3/8) / 2/9 / 7/4
[1559835] ['2/9', '3/4', '3/8', '7/2', '8/3'] -> 8/3 / (2/9 * (3/8 + 7/2) - 3/4)
[1559839] ['2/9', '3/4', '3/8', '7/2', '9/2'] -> 3/8 + (3/4 + 7/2) / 2/9 + 9/2
[1559843] ['2/9', '3/4', '3/8', '7/2', '9/8'] -> 9/8 / (3/8 * (7/2 - 3/4 / 2/9))
[1559844] ['2/9', '3/4', '3/8', '7/3', '7/3'] -> 7/3 / (2/9 + 3/4 - 3/8 * 7/3)
[1559847] ['2/9', '3/4', '3/8', '7/3', '7/6'] -> 7/3 / (3/4 - 3/8) / 2/9 / 7/6
[1559848] ['2/9', '3/4', '3/8', '7/3', '7/8'] -> 3/4 * 7/3 / 2/9 / 3/8 / 7/8
[1559850] ['2/9', '3/4', '3/8', '7/3', '8/3'] -> 8/3 / (7/3 - 3/4 / 3/8 - 2/9)
[1559852] ['2/9', '3/4', '3/8', '7/3', '8/7'] -> 3/4 * 7/3 / 2/9 / 3/8 * 8/7
[1559861] ['2/9', '3/4', '3/8', '7/4', '7/6'] -> 7/4 / 2/9 / 3/4 / 3/8 / 7/6
[1559862] ['2/9', '3/4', '3/8', '7/4', '7/8'] -> 7/4 / (3/4 - 3/8) / 2/9 / 7/8
[1559869] ['2/9', '3/4', '3/8', '7/4', '9/4'] -> 3/4 + 7/4 / 2/9 / 3/8 + 9/4
[1559872] ['2/9', '3/4', '3/8', '7/4', '9/8'] -> 9/8 / (3/4 * (7/4 - 3/8 / 2/9))
[1559896] ['2/9', '3/4', '3/8', '7/6', '9/7'] -> 9/7 / (2/9 * 3/4 * 3/8 / 7/6)
[1559898] ['2/9', '3/4', '3/8', '7/8', '7/8'] -> 7/8 / (3/8 * (2/9 + 3/4 - 7/8))
[1559905] ['2/9', '3/4', '3/8', '7/8', '9/4'] -> 9/4 / (2/9 * (3/4 - 3/8 * 7/8))
[1559910] ['2/9', '3/4', '3/8', '7/9', '8/3'] -> 8/3 / (2/9 * 3/8 + 7/9 - 3/4)
[1559915] ['2/9', '3/4', '3/8', '7/9', '9/4'] -> 9/4 / (3/8 * (2/9 + 7/9 - 3/4))
[1559918] ['2/9', '3/4', '3/8', '7/9', '9/8'] -> 9/8 / (3/8 * (7/9 - 3/4) / 2/9)
[1559920] ['2/9', '3/4', '3/8', '8/3', '8/5'] -> ((3/4 + 8/3) / 2/9 - 3/8) * 8/5
[1559921] ['2/9', '3/4', '3/8', '8/3', '8/7'] -> (3/4 / 3/8 + 8/3) / 2/9 * 8/7
[1559924] ['2/9', '3/4', '3/8', '8/3', '9/4'] -> 8/3 / (3/4 + 3/8) / 2/9 * 9/4
[1559928] ['2/9', '3/4', '3/8', '8/5', '8/5'] -> 8/5 / (3/4 - 3/8 * (2/9 + 8/5))
[1559931] ['2/9', '3/4', '3/8', '8/5', '9/2'] -> 9/2 / (2/9 * (3/8 + 3/4 / 8/5))
[1559939] ['2/9', '3/4', '3/8', '8/7', '9/4'] -> 9/4 / (2/9 * (3/4 - 3/8 / 8/7))
[1559941] ['2/9', '3/4', '3/8', '8/7', '9/7'] -> (3/4 + 8/7) / 2/9 / 3/8 + 9/7
[1559943] ['2/9', '3/4', '3/8', '8/9', '8/9'] -> 8/9 / (3/8 * 8/9 - 2/9 / 3/4)
[1559949] ['2/9', '3/4', '3/8', '9/2', '9/2'] -> (2/9 * 3/8 + 3/4 + 9/2) * 9/2
[1559950] ['2/9', '3/4', '3/8', '9/2', '9/4'] -> 9/4 / (3/8 * (2/9 * 9/2 - 3/4))
[1559957] ['2/9', '3/4', '3/8', '9/4', '9/8'] -> 9/4 / (3/4 - 3/8) / 2/9 / 9/8
[1559958] ['2/9', '3/4', '3/8', '9/5', '9/5'] -> 9/5 / (3/8 - 2/9 * 3/4 * 9/5)
[1559961] ['2/9', '3/4', '3/8', '9/7', '9/7'] -> 9/7 / (9/7 / 3/8 - 3/4 / 2/9)
[1559971] ['2/9', '3/4', '4/3', '4/3', '5/6'] -> (2/9 + 4/3 * 4/3) / (5/6 - 3/4)
[1559972] ['2/9', '3/4', '4/3', '4/3', '5/7'] -> 4/3 / (2/9 + 4/3) / (3/4 - 5/7)
[1559978] ['2/9', '3/4', '4/3', '4/3', '7/3'] -> 4/3 * 7/3 / 2/9 / (4/3 - 3/4)
[1559987] ['2/9', '3/4', '4/3', '4/3', '8/9'] -> 8/9 / (4/3 - (2/9 + 3/4) * 4/3)
[1559988] ['2/9', '3/4', '4/3', '4/3', '9/2'] -> 4/3 / 3/4 / (4/3 / 9/2 - 2/9)
[1560022] ['2/9', '3/4', '4/3', '4/7', '4/9'] -> 2/9 / (4/3 - 3/4 / 4/7) / 4/9
[1560027] ['2/9', '3/4', '4/3', '4/7', '5/7'] -> 4/3 / (3/4 - 4/7) / 2/9 * 5/7
[1560035] ['2/9', '3/4', '4/3', '4/7', '7/5'] -> 4/3 / (3/4 - 4/7) / 2/9 / 7/5
[1560039] ['2/9', '3/4', '4/3', '4/7', '8/3'] -> 8/3 / ((4/3 - 3/4) * 4/7 - 2/9)
[1560042] ['2/9', '3/4', '4/3', '4/7', '8/9'] -> 2/9 / (4/7 - 3/4 / 4/3) - 8/9
[1560044] ['2/9', '3/4', '4/3', '4/7', '9/4'] -> 2/9 / (4/3 - 3/4 / 4/7) * 9/4
[1560049] ['2/9', '3/4', '4/3', '4/9', '5/2'] -> 5/2 / (2/9 + 4/9 - 3/4 / 4/3)
[1560070] ['2/9', '3/4', '4/3', '4/9', '9/4'] -> (4/3 + 4/9) / 2/9 / 3/4 * 9/4
[1560077] ['2/9', '3/4', '4/3', '5/2', '5/6'] -> 4/3 * 5/2 / 2/9 / 3/4 / 5/6
[1560080] ['2/9', '3/4', '4/3', '5/2', '5/9'] -> (3/4 + 4/3 + 5/2 / 2/9) / 5/9
[1560081] ['2/9', '3/4', '4/3', '5/2', '6/5'] -> 4/3 * 5/2 / 2/9 / 3/4 * 6/5
[1560083] ['2/9', '3/4', '4/3', '5/2', '7/2'] -> 4/3 / (3/4 - 2/9 * 5/2) * 7/2
[1560086] ['2/9', '3/4', '4/3', '5/2', '7/5'] -> 7/5 / ((3/4 / 5/2 - 2/9) / 4/3)
[1560088] ['2/9', '3/4', '4/3', '5/2', '7/8'] -> (4/3 + 5/2 / 3/4) / 2/9 / 7/8
[1560092] ['2/9', '3/4', '4/3', '5/2', '8/7'] -> (4/3 + 5/2 / 3/4) / 2/9 * 8/7
[1560095] ['2/9', '3/4', '4/3', '5/2', '9/4'] -> (3/4 + 5/2 / 2/9 - 4/3) * 9/4
[1560096] ['2/9', '3/4', '4/3', '5/2', '9/5'] -> (3/4 + 4/3 + 5/2 / 2/9) * 9/5
[1560104] ['2/9', '3/4', '4/3', '5/3', '5/9'] -> 4/3 * 5/3 / 2/9 / 3/4 / 5/9
[1560117] ['2/9', '3/4', '4/3', '5/3', '8/9'] -> 8/9 / (5/3 - 2/9 / 3/4 - 4/3)
[1560120] ['2/9', '3/4', '4/3', '5/3', '9/5'] -> 4/3 * 5/3 / 2/9 / 3/4 * 9/5
[1560124] ['2/9', '3/4', '4/3', '5/4', '5/6'] -> 5/6 / (2/9 + 3/4 - 5/4 / 4/3)
[1560126] ['2/9', '3/4', '4/3', '5/4', '5/8'] -> (3/4 + 4/3 + 5/4) / 2/9 / 5/8
[1560138] ['2/9', '3/4', '4/3', '5/4', '8/5'] -> (3/4 + 4/3 + 5/4) / 2/9 * 8/5
[1560139] ['2/9', '3/4', '4/3', '5/4', '8/7'] -> 8/7 / (4/3 - 5/4 / (2/9 + 3/4))
[1560140] ['2/9', '3/4', '4/3', '5/4', '8/9'] -> 8/9 / ((5/4 - 2/9) / 3/4 - 4/3)
[1560144] ['2/9', '3/4', '4/3', '5/4', '9/7'] -> 9/7 / (5/4 / (2/9 + 4/3) - 3/4)
[1560153] ['2/9', '3/4', '4/3', '5/6', '7/3'] -> 7/3 / (2/9 + 5/6 / 4/3 - 3/4)
[1560156] ['2/9', '3/4', '4/3', '5/6', '7/6'] -> 7/6 / (5/6 - 3/4 / 4/3 - 2/9)
[1560158] ['2/9', '3/4', '4/3', '5/6', '7/9'] -> (2/9 + 4/3) / (5/6 - 3/4) / 7/9
[1560162] ['2/9', '3/4', '4/3', '5/6', '8/9'] -> 8/9 / (2/9 * (3/4 * 4/3 - 5/6))
[1560163] ['2/9', '3/4', '4/3', '5/6', '9/2'] -> (3/4 * 4/3 / 2/9 + 5/6) * 9/2
[1560166] ['2/9', '3/4', '4/3', '5/6', '9/7'] -> 9/7 / ((5/6 - 3/4) / (2/9 + 4/3))
[1560174] ['2/9', '3/4', '4/3', '5/7', '7/3'] -> (4/3 + 5/7 / 3/4) / 2/9 * 7/3
[1560189] ['2/9', '3/4', '4/3', '5/8', '5/8'] -> (3/4 + 4/3) / 2/9 / 5/8 / 5/8
[1560191] ['2/9', '3/4', '4/3', '5/8', '6/5'] -> 6/5 / (3/4 / (4/3 - 2/9) - 5/8)
[1560195] ['2/9', '3/4', '4/3', '5/8', '7/4'] -> 4/3 / (2/9 + 5/8 - 3/4) * 7/4
[1560200] ['2/9', '3/4', '4/3', '5/8', '8/3'] -> 8/3 / (2/9 * (4/3 - 5/8 / 3/4))
[1560201] ['2/9', '3/4', '4/3', '5/8', '8/5'] -> (3/4 + 4/3) / 2/9 / 5/8 * 8/5
[1560203] ['2/9', '3/4', '4/3', '5/8', '8/9'] -> 8/9 / (2/9 * 4/3 * (3/4 - 5/8))
[1560209] ['2/9', '3/4', '4/3', '5/9', '5/9'] -> 2/9 / (3/4 / 5/9 - 4/3) / 5/9
[1560218] ['2/9', '3/4', '4/3', '5/9', '7/9'] -> 4/3 / (3/4 - 5/9) / 2/9 * 7/9
[1560219] ['2/9', '3/4', '4/3', '5/9', '8/3'] -> 8/3 / (3/4 - 5/9 / 4/3 - 2/9)
[1560223] ['2/9', '3/4', '4/3', '5/9', '9/2'] -> 4/3 / (5/9 - 2/9) / 3/4 * 9/2
[1560225] ['2/9', '3/4', '4/3', '5/9', '9/5'] -> 2/9 / (3/4 / 5/9 - 4/3) * 9/5
[1560226] ['2/9', '3/4', '4/3', '5/9', '9/7'] -> 4/3 / (3/4 - 5/9) / 2/9 / 9/7
[1560238] ['2/9', '3/4', '4/3', '6/5', '8/5'] -> 8/5 / (3/4 * (2/9 + 6/5 - 4/3))
[1560241] ['2/9', '3/4', '4/3', '6/5', '9/2'] -> 9/2 / (4/3 / (2/9 + 6/5) - 3/4)
[1560243] ['2/9', '3/4', '4/3', '6/5', '9/5'] -> 4/3 / (6/5 - 3/4) / 2/9 * 9/5
[1560248] ['2/9', '3/4', '4/3', '6/7', '7/3'] -> 4/3 / (6/7 - 3/4) / 2/9 / 7/3
[1560254] ['2/9', '3/4', '4/3', '6/7', '8/3'] -> 8/3 / (2/9 * (4/3 - 3/4) * 6/7)
[1560264] ['2/9', '3/4', '4/3', '7/2', '7/3'] -> 7/2 / (3/4 / 4/3 - 2/9) * 7/3
[1560267] ['2/9', '3/4', '4/3', '7/2', '7/6'] -> 4/3 * 7/2 / 2/9 / 3/4 / 7/6
[1560268] ['2/9', '3/4', '4/3', '7/2', '7/8'] -> ((4/3 + 7/2) / 2/9 - 3/4) / 7/8
[1560270] ['2/9', '3/4', '4/3', '7/2', '8/3'] -> ((7/2 - 4/3) / 2/9 - 3/4) * 8/3
[1560271] ['2/9', '3/4', '4/3', '7/2', '8/5'] -> (7/2 / 3/4 - 4/3) / 2/9 * 8/5
[1560284] ['2/9', '3/4', '4/3', '7/3', '7/9'] -> 4/3 * 7/3 / 2/9 / 3/4 / 7/9
[1560292] ['2/9', '3/4', '4/3', '7/3', '9/7'] -> 4/3 * 7/3 / 2/9 / 3/4 * 9/7
[1560298] ['2/9', '3/4', '4/3', '7/4', '7/9'] -> 2/9 / (4/3 / 7/4 - 3/4) / 7/9
[1560300] ['2/9', '3/4', '4/3', '7/4', '8/5'] -> (3/4 + 7/4) / (2/9 / 4/3) * 8/5
[1560304] ['2/9', '3/4', '4/3', '7/4', '9/4'] -> 2/9 / (4/3 - 3/4 * 7/4) * 9/4
[1560306] ['2/9', '3/4', '4/3', '7/4', '9/7'] -> 2/9 / (4/3 / 7/4 - 3/4) * 9/7
[1560313] ['2/9', '3/4', '4/3', '7/5', '8/5'] -> 8/5 / (2/9 * (7/5 / 4/3 - 3/4))
[1560324] ['2/9', '3/4', '4/3', '7/6', '8/3'] -> 7/6 / (4/3 - 3/4) / 2/9 * 8/3
[1560325] ['2/9', '3/4', '4/3', '7/6', '8/5'] -> (4/3 + 7/6) / 2/9 / 3/4 * 8/5
[1560327] ['2/9', '3/4', '4/3', '7/6', '8/9'] -> 8/9 / (2/9 * (7/6 - 3/4 * 4/3))
[1560339] ['2/9', '3/4', '4/3', '7/8', '9/2'] -> 9/2 / (3/4 - 7/8 / (2/9 + 4/3))
[1560348] ['2/9', '3/4', '4/3', '7/9', '8/9'] -> 8/9 / (2/9 * (3/4 - 7/9 / 4/3))
[1560349] ['2/9', '3/4', '4/3', '7/9', '9/2'] -> 4/3 / (2/9 + 7/9 - 3/4) * 9/2
[1560354] ['2/9', '3/4', '4/3', '8/3', '8/3'] -> 4/3 * 8/3 / 2/9 / 3/4 + 8/3
[1560357] ['2/9', '3/4', '4/3', '8/3', '8/9'] -> 4/3 * 8/3 / 2/9 / 3/4 / 8/9
[1560359] ['2/9', '3/4', '4/3', '8/3', '9/4'] -> (4/3 / 2/9 / 3/4 + 8/3) * 9/4
[1560362] ['2/9', '3/4', '4/3', '8/3', '9/8'] -> 4/3 * 8/3 / 2/9 / 3/4 * 9/8
[1560363] ['2/9', '3/4', '4/3', '8/5', '8/5'] -> (3/4 + 4/3) * 8/5 / 2/9 * 8/5
[1560379] ['2/9', '3/4', '4/3', '8/9', '9/2'] -> (4/3 / 2/9 - 3/4 * 8/9) * 9/2
[1560385] ['2/9', '3/4', '4/3', '9/2', '9/4'] -> 4/3 * 9/2 / 2/9 - 3/4 - 9/4
[1560393] ['2/9', '3/4', '4/3', '9/5', '9/5'] -> 2/9 / (3/4 * 9/5 - 4/3) * 9/5
[1560399] ['2/9', '3/4', '4/5', '4/5', '4/5'] -> 4/5 / (4/5 - 3/4 * (2/9 + 4/5))
[1560401] ['2/9', '3/4', '4/5', '4/5', '4/9'] -> 4/5 / (4/5 - 3/4) / (2/9 + 4/9)
[1560402] ['2/9', '3/4', '4/5', '4/5', '5/2'] -> (4/5 + 4/5) / 2/9 / 3/4 * 5/2
[1560411] ['2/9', '3/4', '4/5', '4/5', '7/2'] -> (4/5 + 4/5) * (7/2 / 2/9 - 3/4)
[1560455] ['2/9', '3/4', '4/5', '4/9', '5/2'] -> 4/5 / (3/4 - 2/9 - 4/9) * 5/2
[1560456] ['2/9', '3/4', '4/5', '4/9', '5/3'] -> 4/9 / (4/5 - 3/4) / 2/9 / 5/3
[1560461] ['2/9', '3/4', '4/5', '4/9', '5/9'] -> (2/9 + 4/9) / (4/5 - 3/4) / 5/9
[1560477] ['2/9', '3/4', '4/5', '4/9', '9/5'] -> (2/9 + 4/9) / (4/5 - 3/4) * 9/5
[1560480] ['2/9', '3/4', '4/5', '5/2', '5/2'] -> 4/5 * (3/4 + 5/2 / 2/9) * 5/2
[1560485] ['2/9', '3/4', '4/5', '5/2', '5/8'] -> (3/4 + 5/2 / 2/9) / 4/5 / 5/8
[1560496] ['2/9', '3/4', '4/5', '5/2', '8/3'] -> 8/3 / (2/9 * (4/5 - 3/4 / 5/2))
[1560497] ['2/9', '3/4', '4/5', '5/2', '8/5'] -> (3/4 + 5/2 / 2/9) / 4/5 * 8/5
[1560502] ['2/9', '3/4', '4/5', '5/2', '9/5'] -> 9/5 / (3/4 / 2/9 - 4/5 - 5/2)
[1560530] ['2/9', '3/4', '4/5', '5/4', '5/6'] -> 5/6 / (5/4 - (2/9 + 3/4) / 4/5)
[1560542] ['2/9', '3/4', '4/5', '5/4', '7/9'] -> 5/4 / (4/5 - 3/4) - 2/9 - 7/9
[1560544] ['2/9', '3/4', '4/5', '5/4', '8/5'] -> 8/5 / (2/9 * (3/4 + 4/5 - 5/4))
[1560549] ['2/9', '3/4', '4/5', '5/4', '9/5'] -> 9/5 / (2/9 * 3/4 * (5/4 - 4/5))
[1560564] ['2/9', '3/4', '4/5', '5/6', '7/9'] -> 7/9 / ((2/9 + 3/4) * (5/6 - 4/5))
[1560566] ['2/9', '3/4', '4/5', '5/6', '8/5'] -> 8/5 / (5/6 - 3/4 * (2/9 + 4/5))
[1560569] ['2/9', '3/4', '4/5', '5/6', '9/2'] -> 2/9 / (4/5 - 3/4) / 5/6 * 9/2
[1560571] ['2/9', '3/4', '4/5', '5/6', '9/5'] -> 4/5 / (5/6 - 3/4) / 2/9 / 9/5
