[1683872] ['3/4', '3/4', '3/5', '7/5', '9/5'] -> (3/5 + 9/5) / (3/4 + 3/4 - 7/5)
[1732974] ['3/4', '5/8', '5/8', '6/7', '7/4'] -> (3/4 + 7/4) / (5/8 / 6/7 - 5/8)
[1732981] ['3/4', '5/8', '5/8', '6/7', '8/7'] -> 6/7 / 5/8 / (3/4 / 5/8 - 8/7)
[1732984] ['3/4', '5/8', '5/8', '6/7', '9/4'] -> 5/8 / (6/7 - 5/8 / 3/4) - 9/4
[1733002] ['3/4', '5/8', '5/8', '7/2', '9/7'] -> 9/7 / (5/8 + 5/8 / 7/2 - 3/4)
[1733013] ['3/4', '5/8', '5/8', '7/3', '8/9'] -> (5/8 / 5/8 + 7/3) / (8/9 - 3/4)
[1733022] ['3/4', '5/8', '5/8', '7/4', '7/8'] -> (5/8 + 5/8 + 7/4) / (7/8 - 3/4)
[1733030] ['3/4', '5/8', '5/8', '7/4', '9/5'] -> 9/5 / (3/4 / 5/8 + 5/8 - 7/4)
[1733033] ['3/4', '5/8', '5/8', '7/5', '7/5'] -> 7/5 / (5/8 / 3/4 + 5/8 - 7/5)
[1733038] ['3/4', '5/8', '5/8', '7/5', '8/5'] -> 8/5 / (7/5 - 5/8 / 3/4 / 5/8)
[1733041] ['3/4', '5/8', '5/8', '7/5', '9/2'] -> 9/2 / 3/4 / (5/8 * 7/5 - 5/8)
[1733049] ['3/4', '5/8', '5/8', '7/6', '8/3'] -> 3/4 * 8/3 / (5/8 + 5/8 - 7/6)
[1733061] ['3/4', '5/8', '5/8', '7/8', '8/5'] -> 5/8 * 8/5 / (7/8 - 5/8 / 3/4)
[1733068] ['3/4', '5/8', '5/8', '7/8', '9/8'] -> (3/4 + 9/8) / (5/8 - 5/8 * 7/8)
[1733070] ['3/4', '5/8', '5/8', '7/9', '8/3'] -> (3/4 + 5/8) / (7/9 - 5/8) * 8/3
[1733071] ['3/4', '5/8', '5/8', '7/9', '8/5'] -> 5/8 * 8/5 / (5/8 - 3/4 * 7/9)
[1733073] ['3/4', '5/8', '5/8', '7/9', '8/9'] -> 8/9 / (7/9 / 3/4 - 5/8 / 5/8)
[1733082] ['3/4', '5/8', '5/8', '8/3', '8/9'] -> (5/8 + 5/8) * 8/3 / (8/9 - 3/4)
[1733084] ['3/4', '5/8', '5/8', '8/3', '9/4'] -> 8/3 / (5/8 / 5/8 - 3/4) * 9/4
[1733085] ['3/4', '5/8', '5/8', '8/3', '9/5'] -> 5/8 * 8/3 / (3/4 - 5/8) * 9/5
[1733088] ['3/4', '5/8', '5/8', '8/5', '8/5'] -> 8/5 / ((5/8 + 5/8) / 3/4 - 8/5)
[1733095] ['3/4', '5/8', '5/8', '8/5', '9/8'] -> 5/8 * 8/5 / (3/4 / 9/8 - 5/8)
[1733102] ['3/4', '5/8', '5/8', '8/7', '9/8'] -> (3/4 + 9/8) / (5/8 - 5/8 / 8/7)
[1733106] ['3/4', '5/8', '5/8', '8/9', '9/5'] -> 5/8 * 9/5 / (3/4 - 5/8 / 8/9)
[1733108] ['3/4', '5/8', '5/8', '8/9', '9/8'] -> (3/4 + 9/8) / (5/8 / 8/9 - 5/8)
[1733118] ['3/4', '5/8', '5/8', '9/5', '9/5'] -> 9/5 / (3/4 / 5/8 - 5/8 * 9/5)
[1733120] ['3/4', '5/8', '5/8', '9/5', '9/8'] -> 9/8 / (3/4 - 5/8 * 5/8 * 9/5)
[1733121] ['3/4', '5/8', '5/8', '9/7', '9/7'] -> 9/7 / 5/8 / (9/7 - 3/4 / 5/8)
[1733125] ['3/4', '5/8', '5/9', '5/9', '6/5'] -> 6/5 / (3/4 / (5/9 + 5/9) - 5/8)
[1733132] ['3/4', '5/8', '5/9', '5/9', '7/8'] -> 5/9 / 5/9 / (7/8 - 5/8 / 3/4)
[1733133] ['3/4', '5/8', '5/9', '5/9', '7/9'] -> 5/9 / 5/9 / (5/8 - 3/4 * 7/9)
[1733134] ['3/4', '5/8', '5/9', '5/9', '8/3'] -> 8/3 / (3/4 * 5/9 / 5/8 - 5/9)
[1733137] ['3/4', '5/8', '5/9', '5/9', '8/9'] -> 5/9 / 5/9 / (3/4 * 8/9 - 5/8)
[1733138] ['3/4', '5/8', '5/9', '5/9', '9/2'] -> 9/2 / (3/4 - 5/8 / (5/9 + 5/9))
[1733141] ['3/4', '5/8', '5/9', '5/9', '9/7'] -> 5/9 / 5/9 / (5/8 - 3/4 / 9/7)
[1733142] ['3/4', '5/8', '5/9', '5/9', '9/8'] -> 5/9 / 5/9 / (3/4 / 9/8 - 5/8)
[1733146] ['3/4', '5/8', '5/9', '6/5', '7/3'] -> 7/3 / (5/9 * (3/4 + 5/8 - 6/5))
[1733157] ['3/4', '5/8', '5/9', '6/5', '9/4'] -> 9/4 / (5/8 * (3/4 / 5/9 - 6/5))
[1733169] ['3/4', '5/8', '5/9', '6/7', '8/3'] -> 5/9 / (3/4 - 5/8 / 6/7) - 8/3
[1733196] ['3/4', '5/8', '5/9', '7/3', '7/5'] -> 7/3 / (3/4 - 5/8) / 5/9 / 7/5
[1733210] ['3/4', '5/8', '5/9', '7/4', '7/5'] -> 7/4 / (5/8 - 5/9) / 3/4 / 7/5
[1733218] ['3/4', '5/8', '5/9', '7/4', '9/2'] -> 9/2 / (3/4 * 7/4 - 5/8 / 5/9)
[1733227] ['3/4', '5/8', '5/9', '7/5', '8/3'] -> 8/3 / (5/9 * (7/5 - 3/4 / 5/8))
[1733233] ['3/4', '5/8', '5/9', '7/5', '9/5'] -> 9/5 / (5/8 / 5/9 - 3/4 * 7/5)
[1733234] ['3/4', '5/8', '5/9', '7/5', '9/7'] -> 9/7 / (5/8 / 5/9 / 7/5 - 3/4)
[1733254] ['3/4', '5/8', '5/9', '7/8', '9/2'] -> 9/2 / (3/4 * (5/8 / 5/9 - 7/8))
[1733256] ['3/4', '5/8', '5/9', '7/8', '9/5'] -> 5/9 / (7/8 - 5/8 / 3/4) * 9/5
[1733260] ['3/4', '5/8', '5/9', '7/9', '8/3'] -> 8/3 / (7/9 - 3/4 * 5/9 / 5/8)
[1733265] ['3/4', '5/8', '5/9', '7/9', '9/4'] -> (5/9 + 7/9) / (3/4 - 5/8) * 9/4
[1733266] ['3/4', '5/8', '5/9', '7/9', '9/5'] -> 5/9 / (5/8 - 3/4 * 7/9) * 9/5
[1733283] ['3/4', '5/8', '5/9', '8/5', '9/5'] -> 9/5 / (3/4 * 8/5 - 5/8 / 5/9)
[1733285] ['3/4', '5/8', '5/9', '8/5', '9/8'] -> 9/8 / (3/4 - 5/8 / 5/9 / 8/5)
[1733296] ['3/4', '5/8', '5/9', '8/9', '9/5'] -> 5/9 / (3/4 * 8/9 - 5/8) * 9/5
[1733299] ['3/4', '5/8', '5/9', '9/2', '9/2'] -> 5/9 * 9/2 / 3/4 / 5/8 * 9/2
[1733308] ['3/4', '5/8', '5/9', '9/5', '9/5'] -> 9/5 / (3/4 + 5/8 / 5/9 - 9/5)
[1733313] ['3/4', '5/8', '5/9', '9/8', '9/8'] -> (3/4 + 9/8) / (5/8 - 5/9) / 9/8
[1733314] ['3/4', '5/8', '6/5', '6/5', '6/5'] -> 6/5 / (3/4 / 6/5 + 5/8 - 6/5)
[1733316] ['3/4', '5/8', '6/5', '6/5', '7/2'] -> 6/5 / (3/4 + 5/8 - 6/5) * 7/2
[1733321] ['3/4', '5/8', '6/5', '6/5', '7/8'] -> 6/5 / 6/5 / (7/8 - 5/8 / 3/4)
[1733322] ['3/4', '5/8', '6/5', '6/5', '7/9'] -> 6/5 / 6/5 / (5/8 - 3/4 * 7/9)
[1733326] ['3/4', '5/8', '6/5', '6/5', '8/9'] -> 6/5 / 6/5 / (3/4 * 8/9 - 5/8)
[1733327] ['3/4', '5/8', '6/5', '6/5', '9/2'] -> 9/2 / 5/8 / (6/5 - 3/4 * 6/5)
[1733330] ['3/4', '5/8', '6/5', '6/5', '9/7'] -> 6/5 / 6/5 / (5/8 - 3/4 / 9/7)
[1733331] ['3/4', '5/8', '6/5', '6/5', '9/8'] -> 6/5 / 6/5 / (3/4 / 9/8 - 5/8)
[1733332] ['3/4', '5/8', '6/5', '6/7', '6/7'] -> 6/7 / (5/8 * (6/5 - 6/7 / 3/4))
[1733352] ['3/4', '5/8', '6/5', '7/2', '7/5'] -> 6/5 * 7/2 / (3/4 - 5/8) / 7/5
[1733375] ['3/4', '5/8', '6/5', '7/3', '9/2'] -> (6/5 / 3/4 + 7/3 / 5/8) * 9/2
[1733390] ['3/4', '5/8', '6/5', '7/4', '9/4'] -> 9/4 / (5/8 * (7/4 - 6/5 / 3/4))
[1733404] ['3/4', '5/8', '6/5', '7/5', '9/5'] -> 9/5 / (5/8 + 7/5 - 3/4 - 6/5)
[1733425] ['3/4', '5/8', '6/5', '7/8', '9/2'] -> 9/2 / (5/8 * (6/5 * 7/8 - 3/4))
[1733427] ['3/4', '5/8', '6/5', '7/8', '9/5'] -> 9/5 / (6/5 - 3/4 * (5/8 + 7/8))
[1733437] ['3/4', '5/8', '6/5', '7/9', '9/5'] -> 9/5 / (3/4 * 6/5 * 7/9 - 5/8)
[1733441] ['3/4', '5/8', '6/5', '8/3', '8/5'] -> 8/5 / (5/8 * 8/3 - 6/5 / 3/4)
[1733444] ['3/4', '5/8', '6/5', '8/3', '9/2'] -> 9/2 / (5/8 * (3/4 - 6/5 / 8/3))
[1733454] ['3/4', '5/8', '6/5', '8/5', '9/5'] -> 9/5 / (8/5 - 3/4 * 6/5 - 5/8)
[1733459] ['3/4', '5/8', '6/5', '8/7', '9/2'] -> 9/2 / (5/8 * (6/5 / 8/7 - 3/4))
[1733472] ['3/4', '5/8', '6/5', '9/2', '9/5'] -> 6/5 * 9/2 / (3/4 - 5/8) / 9/5
[1733486] ['3/4', '5/8', '6/7', '6/7', '7/2'] -> 7/2 / (3/4 / 6/7 - 5/8 / 6/7)
[1733488] ['3/4', '5/8', '6/7', '6/7', '7/4'] -> (6/7 + 6/7) / (3/4 - 5/8) * 7/4
[1733491] ['3/4', '5/8', '6/7', '6/7', '7/8'] -> 6/7 / 6/7 / (7/8 - 5/8 / 3/4)
[1733492] ['3/4', '5/8', '6/7', '6/7', '7/9'] -> 6/7 / 6/7 / (5/8 - 3/4 * 7/9)
[1733496] ['3/4', '5/8', '6/7', '6/7', '8/9'] -> 6/7 / 6/7 / (3/4 * 8/9 - 5/8)
[1733497] ['3/4', '5/8', '6/7', '6/7', '9/2'] -> 9/2 / (5/8 - 3/4 / (6/7 + 6/7))
[1733501] ['3/4', '5/8', '6/7', '6/7', '9/8'] -> 6/7 / 6/7 / (3/4 / 9/8 - 5/8)
[1733504] ['3/4', '5/8', '6/7', '7/2', '7/4'] -> 7/4 / ((3/4 - 5/8 / 6/7) * 7/2)
[1733509] ['3/4', '5/8', '6/7', '7/2', '8/3'] -> (3/4 + 6/7) * 7/2 / 5/8 * 8/3
[1733513] ['3/4', '5/8', '6/7', '7/2', '9/2'] -> (7/2 / 6/7 - 3/4) / 5/8 * 9/2
[1733521] ['3/4', '5/8', '6/7', '7/3', '7/6'] -> 7/6 / ((3/4 - 5/8 / 6/7) * 7/3)
[1733536] ['3/4', '5/8', '6/7', '7/4', '7/8'] -> 7/8 / ((3/4 - 5/8 / 6/7) * 7/4)
[1733568] ['3/4', '5/8', '6/7', '7/6', '9/4'] -> 5/8 / (7/6 - 6/7 / 3/4) - 9/4
[1733572] ['3/4', '5/8', '6/7', '7/8', '7/8'] -> 7/8 / ((3/4 * 7/8 - 5/8) / 6/7)
[1733589] ['3/4', '5/8', '6/7', '7/9', '9/4'] -> 5/8 / (7/9 - 3/4) / 6/7 - 9/4
[1733595] ['3/4', '5/8', '6/7', '8/3', '8/7'] -> 8/7 / ((3/4 * 6/7 - 5/8) * 8/3)
[1733596] ['3/4', '5/8', '6/7', '8/3', '8/9'] -> 8/3 / (3/4 - 5/8) / 6/7 - 8/9
[1733598] ['3/4', '5/8', '6/7', '8/3', '9/4'] -> 8/3 / (3/4 / 6/7 - 5/8) * 9/4
[1733610] ['3/4', '5/8', '6/7', '8/7', '8/7'] -> 6/7 / (3/4 / 8/7 - 5/8) / 8/7
[1733612] ['3/4', '5/8', '6/7', '8/7', '9/2'] -> 8/7 / (3/4 - 5/8 * 6/7) * 9/2
[1733618] ['3/4', '5/8', '6/7', '8/9', '9/2'] -> 9/2 / (6/7 * (3/4 / 8/9 - 5/8))
[1733619] ['3/4', '5/8', '6/7', '8/9', '9/4'] -> 5/8 / (8/9 - 6/7) / 3/4 - 9/4
[1733621] ['3/4', '5/8', '6/7', '8/9', '9/7'] -> 9/7 / (5/8 - 3/4 * 6/7 * 8/9)
[1733626] ['3/4', '5/8', '6/7', '9/2', '9/7'] -> 6/7 * 9/2 / (3/4 - 5/8) / 9/7
[1733631] ['3/4', '5/8', '6/7', '9/4', '9/8'] -> 9/8 / ((3/4 - 5/8 / 6/7) * 9/4)
[1733638] ['3/4', '5/8', '7/2', '7/2', '7/2'] -> (7/2 * 7/2 + 7/2 - 3/4) / 5/8
[1733639] ['3/4', '5/8', '7/2', '7/2', '7/3'] -> (7/2 + 7/2) / (3/4 - 5/8) / 7/3
[1733642] ['3/4', '5/8', '7/2', '7/2', '7/6'] -> (3/4 + 7/2 * 7/2) / (7/6 - 5/8)
[1733643] ['3/4', '5/8', '7/2', '7/2', '7/8'] -> 7/2 / 7/2 / (7/8 - 5/8 / 3/4)
[1733650] ['3/4', '5/8', '7/2', '7/2', '9/4'] -> (7/2 + 7/2) / (5/8 - 3/4 / 9/4)
[1733660] ['3/4', '5/8', '7/2', '7/3', '8/3'] -> (5/8 / 3/4 + 7/2 * 7/3) * 8/3
[1733667] ['3/4', '5/8', '7/2', '7/3', '9/7'] -> 9/7 / (5/8 / 7/3 - 3/4 / 7/2)
[1733669] ['3/4', '5/8', '7/2', '7/4', '7/4'] -> (7/2 + 7/4) / (3/4 - 5/8) / 7/4
[1733674] ['3/4', '5/8', '7/2', '7/4', '8/3'] -> (5/8 + 7/2 * 7/4) / 3/4 * 8/3
[1733684] ['3/4', '5/8', '7/2', '7/5', '7/6'] -> 7/2 / (5/8 * 7/5 - 3/4) / 7/6
[1733691] ['3/4', '5/8', '7/2', '7/5', '9/2'] -> 7/2 / 3/4 / 5/8 / 7/5 * 9/2
[1733703] ['3/4', '5/8', '7/2', '7/6', '9/2'] -> (7/2 * 7/6 - 3/4) / 5/8 * 9/2
[1733729] ['3/4', '5/8', '7/2', '8/3', '8/3'] -> (5/8 + 7/2 - 3/4) * 8/3 * 8/3
[1733730] ['3/4', '5/8', '7/2', '8/3', '8/5'] -> 5/8 / (8/3 - 3/4 * 7/2) * 8/5
[1733736] ['3/4', '5/8', '7/2', '8/3', '9/7'] -> 9/7 / (5/8 - 3/4 * 8/3 / 7/2)
[1733741] ['3/4', '5/8', '7/2', '8/5', '9/2'] -> (7/2 / 5/8 - 8/5) / 3/4 * 9/2
[1733753] ['3/4', '5/8', '7/2', '8/9', '8/9'] -> 7/2 * 8/9 / (3/4 - 5/8) - 8/9
[1733762] ['3/4', '5/8', '7/2', '9/2', '9/7'] -> 9/7 / (5/8 * 9/2 / 7/2 - 3/4)
[1733765] ['3/4', '5/8', '7/2', '9/4', '9/5'] -> 9/5 / (3/4 * (9/4 / 5/8 - 7/2))
[1733767] ['3/4', '5/8', '7/2', '9/4', '9/8'] -> 9/8 / (3/4 * (9/4 - 5/8 * 7/2))
[1733779] ['3/4', '5/8', '7/3', '7/3', '7/9'] -> 7/3 / 7/3 / (5/8 - 3/4 * 7/9)
[1733803] ['3/4', '5/8', '7/3', '7/5', '7/5'] -> 7/5 / (7/3 * (7/5 - 3/4 - 5/8))
[1733812] ['3/4', '5/8', '7/3', '7/5', '9/4'] -> 9/4 / (5/8 * (3/4 - 7/5 / 7/3))
[1733814] ['3/4', '5/8', '7/3', '7/5', '9/7'] -> 9/7 / ((5/8 * 7/5 - 3/4) / 7/3)
[1733824] ['3/4', '5/8', '7/3', '7/6', '9/4'] -> 9/4 / (3/4 * (5/8 - 7/6 / 7/3))
[1733835] ['3/4', '5/8', '7/3', '7/8', '9/4'] -> 9/4 / (3/4 * 5/8 - 7/8 / 7/3)
[1733838] ['3/4', '5/8', '7/3', '7/8', '9/8'] -> 9/8 / ((3/4 - 5/8) * 7/8 / 7/3)
[1733840] ['3/4', '5/8', '7/3', '7/9', '8/3'] -> 8/3 / ((3/4 + 7/9) / 5/8 - 7/3)
[1733843] ['3/4', '5/8', '7/3', '7/9', '8/9'] -> (7/3 + 7/9) / (3/4 - 5/8) - 8/9
[1733849] ['3/4', '5/8', '7/3', '8/3', '8/3'] -> 8/3 / (7/3 - 5/8 * 8/3 / 3/4)
[1733854] ['3/4', '5/8', '7/3', '8/3', '9/4'] -> (7/3 + 8/3) / 3/4 / 5/8 * 9/4
[1733862] ['3/4', '5/8', '7/3', '8/5', '9/4'] -> 9/4 / (5/8 * (3/4 * 7/3 - 8/5))
[1733872] ['3/4', '5/8', '7/3', '8/7', '9/8'] -> 9/8 / ((3/4 - 5/8) / 7/3 / 8/7)
[1733875] ['3/4', '5/8', '7/3', '8/9', '9/4'] -> 7/3 / (3/4 / 8/9 - 5/8) * 9/4
[1733881] ['3/4', '5/8', '7/3', '9/2', '9/5'] -> (7/3 + 9/2 / 3/4) / 5/8 * 9/5
[1733897] ['3/4', '5/8', '7/4', '7/4', '7/8'] -> 7/4 / 7/4 / (7/8 - 5/8 / 3/4)
[1733898] ['3/4', '5/8', '7/4', '7/4', '7/9'] -> 7/4 / 7/4 / (5/8 - 3/4 * 7/9)
[1733902] ['3/4', '5/8', '7/4', '7/4', '8/9'] -> 7/4 / 7/4 / (3/4 * 8/9 - 5/8)
[1733904] ['3/4', '5/8', '7/4', '7/4', '9/4'] -> 9/4 / (3/4 + 5/8 * 7/4 - 7/4)
[1733905] ['3/4', '5/8', '7/4', '7/4', '9/5'] -> 9/5 / (7/4 / (3/4 + 7/4) - 5/8)
[1733907] ['3/4', '5/8', '7/4', '7/4', '9/8'] -> 7/4 / 7/4 / (3/4 / 9/8 - 5/8)
[1733908] ['3/4', '5/8', '7/4', '7/5', '7/5'] -> 7/5 / (5/8 * 7/4 / 3/4 - 7/5)
[1733918] ['3/4', '5/8', '7/4', '7/5', '9/5'] -> 9/5 / (7/4 - 3/4 * 7/5 - 5/8)
[1733919] ['3/4', '5/8', '7/4', '7/5', '9/7'] -> 9/7 / ((7/4 - 5/8) / 7/5 - 3/4)
[1733922] ['3/4', '5/8', '7/4', '7/6', '7/8'] -> 7/8 / (7/4 * (3/4 - 5/8 * 7/6))
[1733933] ['3/4', '5/8', '7/4', '7/8', '7/8'] -> (7/4 + 7/8) / (3/4 - 5/8) / 7/8
[1733937] ['3/4', '5/8', '7/4', '7/8', '8/7'] -> (7/4 + 7/8) / (3/4 - 5/8) * 8/7
[1733940] ['3/4', '5/8', '7/4', '7/8', '9/4'] -> 9/4 / (3/4 * (5/8 - 7/8 / 7/4))
[1733944] ['3/4', '5/8', '7/4', '7/9', '7/9'] -> 7/9 / (5/8 - 7/9 / 3/4 / 7/4)
[1733950] ['3/4', '5/8', '7/4', '7/9', '9/4'] -> 9/4 / (7/4 * (5/8 / 7/9 - 3/4))
[1733954] ['3/4', '5/8', '7/4', '8/3', '8/3'] -> 3/4 / (7/4 - 5/8 * 8/3) * 8/3
[1733958] ['3/4', '5/8', '7/4', '8/3', '9/2'] -> 9/2 / (7/4 / 8/3 - 3/4 * 5/8)
[1733959] ['3/4', '5/8', '7/4', '8/3', '9/4'] -> (3/4 + 7/4) * 8/3 / 5/8 * 9/4
[1733966] ['3/4', '5/8', '7/4', '8/5', '9/2'] -> (7/4 / 3/4 / 5/8 + 8/5) * 9/2
[1733968] ['3/4', '5/8', '7/4', '8/5', '9/5'] -> 9/5 / (3/4 * 8/5 - (7/4 - 5/8))
[1733984] ['3/4', '5/8', '7/4', '9/2', '9/2'] -> 9/2 / (7/4 - 5/8) / 3/4 * 9/2
[1733986] ['3/4', '5/8', '7/4', '9/2', '9/5'] -> (7/4 + 9/2) / 3/4 / 5/8 * 9/5
[1733991] ['3/4', '5/8', '7/4', '9/4', '9/7'] -> 9/7 / (5/8 * 9/4 / 7/4 - 3/4)
[1733993] ['3/4', '5/8', '7/4', '9/5', '9/5'] -> 9/5 / (3/4 + 7/4 - 5/8 - 9/5)
[1734001] ['3/4', '5/8', '7/5', '7/5', '7/8'] -> 7/5 / 7/5 / (7/8 - 5/8 / 3/4)
[1734011] ['3/4', '5/8', '7/5', '7/5', '9/8'] -> 7/5 / 7/5 / (3/4 / 9/8 - 5/8)
[1734021] ['3/4', '5/8', '7/5', '7/6', '9/5'] -> 9/5 / (7/5 / 3/4 - 5/8 - 7/6)
[1734036] ['3/4', '5/8', '7/5', '7/9', '8/3'] -> 8/3 / (3/4 / 5/8 - 7/5 * 7/9)
[1734042] ['3/4', '5/8', '7/5', '7/9', '9/5'] -> 9/5 / (7/5 * (5/8 / 7/9 - 3/4))
[1734053] ['3/4', '5/8', '7/5', '8/3', '9/8'] -> 9/8 / ((5/8 * 7/5 - 3/4) / 8/3)
[1734054] ['3/4', '5/8', '7/5', '8/5', '8/5'] -> 8/5 / (7/5 - 5/8 * 8/5 / 3/4)
[1734057] ['3/4', '5/8', '7/5', '8/5', '9/2'] -> 9/2 / (3/4 * (7/5 / 8/5 - 5/8))
[1734058] ['3/4', '5/8', '7/5', '8/5', '9/4'] -> 9/4 / (3/4 * 5/8 * (8/5 - 7/5))
[1734067] ['3/4', '5/8', '7/5', '8/7', '9/7'] -> 9/7 / (3/4 + 5/8 / 7/5 - 8/7)
[1734075] ['3/4', '5/8', '7/5', '9/2', '9/2'] -> (9/2 / 5/8 - 7/5 / 3/4) * 9/2
[1734084] ['3/4', '5/8', '7/5', '9/5', '9/5'] -> 9/5 / (5/8 * 9/5 - 3/4 * 7/5)
[1734085] ['3/4', '5/8', '7/5', '9/5', '9/7'] -> 9/7 / (5/8 * 9/5 / 7/5 - 3/4)
[1734087] ['3/4', '5/8', '7/5', '9/7', '9/7'] -> 9/7 / (3/4 * 5/8 * (7/5 - 9/7))
[1734089] ['3/4', '5/8', '7/5', '9/8', '9/8'] -> 9/8 / (5/8 * (9/8 - 3/4 * 7/5))
[1734091] ['3/4', '5/8', '7/6', '7/6', '7/8'] -> 7/6 / 7/6 / (7/8 - 5/8 / 3/4)
[1734096] ['3/4', '5/8', '7/6', '7/6', '8/9'] -> 7/6 / 7/6 / (3/4 * 8/9 - 5/8)
[1734101] ['3/4', '5/8', '7/6', '7/6', '9/8'] -> 7/6 / 7/6 / (3/4 / 9/8 - 5/8)
[1734119] ['3/4', '5/8', '7/6', '7/9', '9/4'] -> 5/8 * 7/6 / (7/9 - 3/4) - 9/4
[1734123] ['3/4', '5/8', '7/6', '8/3', '8/3'] -> 8/3 / (5/8 * 8/3 - 7/6 / 3/4)
[1734125] ['3/4', '5/8', '7/6', '8/3', '8/7'] -> 8/7 / ((3/4 / 7/6 - 5/8) * 8/3)
[1734126] ['3/4', '5/8', '7/6', '8/3', '8/9'] -> 7/6 * 8/3 / (3/4 - 5/8) - 8/9
[1734143] ['3/4', '5/8', '7/6', '8/7', '9/4'] -> 7/6 * 8/7 / (3/4 - 5/8) * 9/4
[1734147] ['3/4', '5/8', '7/6', '8/9', '8/9'] -> 7/6 / (3/4 - 5/8 / 8/9) - 8/9
[1734148] ['3/4', '5/8', '7/6', '8/9', '9/2'] -> 7/6 / (3/4 / 8/9 - 5/8) * 9/2
[1734151] ['3/4', '5/8', '7/6', '8/9', '9/7'] -> 9/7 / (5/8 - 3/4 * 8/9 / 7/6)
[1734154] ['3/4', '5/8', '7/6', '9/2', '9/4'] -> 9/4 / ((3/4 - 5/8 * 7/6) * 9/2)
[1734156] ['3/4', '5/8', '7/6', '9/2', '9/7'] -> 9/2 / (3/4 - 5/8) / 7/6 / 9/7
[1734159] ['3/4', '5/8', '7/6', '9/4', '9/5'] -> 9/5 / ((3/4 / 5/8 - 7/6) * 9/4)
[1734161] ['3/4', '5/8', '7/6', '9/4', '9/8'] -> 9/8 / ((3/4 - 5/8 * 7/6) * 9/4)
[1734168] ['3/4', '5/8', '7/8', '7/8', '7/8'] -> 7/8 / (7/8 - 5/8 / 3/4) / 7/8
[1734169] ['3/4', '5/8', '7/8', '7/8', '7/9'] -> 7/8 / 7/8 / (5/8 - 3/4 * 7/9)
[1734172] ['3/4', '5/8', '7/8', '7/8', '8/7'] -> 7/8 * 8/7 / (7/8 - 5/8 / 3/4)
[1734173] ['3/4', '5/8', '7/8', '7/8', '8/9'] -> 7/8 / 7/8 / (3/4 * 8/9 - 5/8)
[1734177] ['3/4', '5/8', '7/8', '7/8', '9/7'] -> 7/8 / 7/8 / (5/8 - 3/4 / 9/7)
[1734178] ['3/4', '5/8', '7/8', '7/8', '9/8'] -> 7/8 / 7/8 / (3/4 / 9/8 - 5/8)
[1734179] ['3/4', '5/8', '7/8', '7/9', '7/9'] -> 7/9 / ((7/8 - 5/8 / 3/4) * 7/9)
[1734183] ['3/4', '5/8', '7/8', '7/9', '8/9'] -> 7/9 / (3/4 * 7/8 - 5/8) - 8/9
[1734186] ['3/4', '5/8', '7/8', '7/9', '9/5'] -> 9/5 / (3/4 / 5/8 - 7/8 / 7/9)
[1734189] ['3/4', '5/8', '7/8', '8/3', '8/3'] -> 8/3 / ((7/8 - 5/8 / 3/4) * 8/3)
[1734190] ['3/4', '5/8', '7/8', '8/3', '8/5'] -> 8/5 / (8/3 - (3/4 + 7/8) / 5/8)
[1734195] ['3/4', '5/8', '7/8', '8/3', '9/5'] -> 5/8 * 8/3 / (7/8 - 3/4) * 9/5
[1734196] ['3/4', '5/8', '7/8', '8/3', '9/7'] -> 9/7 / ((3/4 - 5/8) / 7/8 / 8/3)
[1734198] ['3/4', '5/8', '7/8', '8/5', '8/5'] -> 8/5 / ((7/8 - 5/8 / 3/4) * 8/5)
[1734201] ['3/4', '5/8', '7/8', '8/5', '9/2'] -> 9/2 / ((5/8 + 7/8) / 8/5 - 3/4)
[1734202] ['3/4', '5/8', '7/8', '8/5', '9/4'] -> 9/4 / (3/4 * (5/8 * 8/5 - 7/8))
[1734203] ['3/4', '5/8', '7/8', '8/5', '9/5'] -> 9/5 / (3/4 * (8/5 - 5/8 - 7/8))
[1734206] ['3/4', '5/8', '7/8', '8/7', '8/7'] -> 8/7 / ((7/8 - 5/8 / 3/4) * 8/7)
[1734208] ['3/4', '5/8', '7/8', '8/7', '9/2'] -> 3/4 / (7/8 / 8/7 - 5/8) * 9/2
[1734209] ['3/4', '5/8', '7/8', '8/7', '9/4'] -> 5/8 / (7/8 / 3/4 - 8/7) - 9/4
[1734224] ['3/4', '5/8', '7/8', '9/4', '9/4'] -> 9/4 / (7/8 - 5/8 / 3/4) / 9/4
[1734228] ['3/4', '5/8', '7/8', '9/5', '9/5'] -> 9/5 / (7/8 - 5/8 / 3/4) / 9/5
[1734234] ['3/4', '5/8', '7/9', '7/9', '7/9'] -> 7/9 / (5/8 - 3/4 * 7/9) / 7/9
[1734243] ['3/4', '5/8', '7/9', '7/9', '9/8'] -> 7/9 / 7/9 / (3/4 / 9/8 - 5/8)
[1734244] ['3/4', '5/8', '7/9', '8/3', '8/3'] -> 8/3 / ((5/8 - 3/4 * 7/9) * 8/3)
[1734253] ['3/4', '5/8', '7/9', '8/5', '8/5'] -> 8/5 / ((5/8 - 3/4 * 7/9) * 8/5)
[1734255] ['3/4', '5/8', '7/9', '8/5', '8/9'] -> 8/9 / (7/9 / 3/4 - 5/8 * 8/5)
[1734262] ['3/4', '5/8', '7/9', '8/7', '8/9'] -> 7/9 / (3/4 / 8/7 - 5/8) - 8/9
