[2000011] ['5/2', '5/2', '5/2', '5/2', '5/8'] -> ((((5/2 + 5/2) * 5/2) + 5/2) / 5/8)
[2102457] ['6/7', '7/8', '8/5', '9/8', '9/8'] -> (9/8 / ((6/7 * 7/8) - (9/8 / 8/5)))
[2102465] ['6/7', '7/8', '8/7', '8/9', '8/9'] -> (8/9 / ((8/9 / 6/7) - (7/8 * 8/7)))
[2102495] ['6/7', '7/8', '8/9', '9/2', '9/7'] -> (9/7 / ((6/7 * (8/9 - 7/8)) * 9/2))
[2102508] ['6/7', '7/8', '9/2', '9/2', '9/4'] -> (9/4 / (((7/8 * 9/2) / 6/7) - 9/2))
[2102524] ['6/7', '7/8', '9/4', '9/4', '9/7'] -> (9/7 / ((9/4 / 6/7) - (9/4 / 7/8)))
[2102525] ['6/7', '7/8', '9/4', '9/4', '9/8'] -> (9/8 / (((7/8 * 9/4) / 6/7) - 9/4))
[2102526] ['6/7', '7/8', '9/4', '9/5', '9/5'] -> (9/5 / ((7/8 * (6/7 + 9/5)) - 9/4))
[2102543] ['6/7', '7/9', '7/9', '7/9', '8/3'] -> ((8/3 / ((7/9 / 7/9) - 6/7)) / 7/9)
[2102546] ['6/7', '7/9', '7/9', '7/9', '8/9'] -> (7/9 / ((7/9 / 6/7) - (7/9 / 8/9)))
[2102551] ['6/7', '7/9', '7/9', '7/9', '9/8'] -> (7/9 / ((7/9 / 6/7) - (7/9 * 9/8)))
[2102558] ['6/7', '7/9', '7/9', '8/3', '9/5'] -> (((8/3 / (6/7 - 7/9)) / 7/9) / 9/5)
[2102559] ['6/7', '7/9', '7/9', '8/3', '9/7'] -> ((8/3 / ((7/9 / 7/9) - 6/7)) * 9/7)
[2102570] ['6/7', '7/9', '7/9', '8/7', '8/9'] -> (((7/9 + 8/9) * 8/7) / (6/7 - 7/9))
[2102576] ['6/7', '7/9', '7/9', '8/9', '8/9'] -> (8/9 / ((8/9 / 6/7) - (7/9 / 7/9)))
[2102597] ['6/7', '7/9', '8/3', '8/3', '8/3'] -> ((8/3 / ((8/3 / 8/3) - 6/7)) / 7/9)
[2102599] ['6/7', '7/9', '8/3', '8/3', '8/7'] -> (((8/3 + 8/3) / 7/9) / (8/7 - 6/7))
[2102601] ['6/7', '7/9', '8/3', '8/3', '9/2'] -> (((8/3 - (6/7 * 7/9)) * 8/3) * 9/2)
[2102602] ['6/7', '7/9', '8/3', '8/3', '9/4'] -> ((((8/3 * 8/3) / 6/7) / 7/9) * 9/4)
[2102606] ['6/7', '7/9', '8/3', '8/5', '8/5'] -> (8/5 / ((6/7 * 7/9) - (8/5 / 8/3)))
[2102607] ['6/7', '7/9', '8/3', '8/5', '8/7'] -> (((8/3 / (6/7 - 7/9)) / 8/5) * 8/7)
[2102609] ['6/7', '7/9', '8/3', '8/5', '9/2'] -> ((((6/7 * 7/9) + 8/3) * 8/5) * 9/2)
[2102616] ['6/7', '7/9', '8/3', '8/7', '9/2'] -> ((((8/3 / 7/9) + 8/7) / 6/7) * 9/2)
[2102634] ['6/7', '7/9', '8/3', '9/4', '9/7'] -> ((9/7 * 7/9) / (8/3 - (9/4 / 6/7)))
[2102637] ['6/7', '7/9', '8/3', '9/5', '9/7'] -> ((9/7 * 8/3) / ((6/7 - 7/9) * 9/5))
[2102639] ['6/7', '7/9', '8/3', '9/7', '9/7'] -> ((9/7 * 8/3) / ((7/9 * 9/7) - 6/7))
[2102650] ['6/7', '7/9', '8/5', '8/7', '8/7'] -> (8/7 / ((8/7 / 8/5) - (6/7 * 7/9)))
[2102677] ['6/7', '7/9', '8/5', '9/8', '9/8'] -> (9/8 / (((9/8 / 7/9) / 8/5) - 6/7))
[2102679] ['6/7', '7/9', '8/7', '8/7', '8/9'] -> (((8/7 + 8/7) / 6/7) / (8/9 - 7/9))
[2102728] ['6/7', '7/9', '9/2', '9/2', '9/4'] -> ((6/7 + (9/2 * 9/2)) + (9/4 / 7/9))
[2102730] ['6/7', '7/9', '9/2', '9/2', '9/7'] -> (((9/2 / 7/9) + 9/2) / (9/7 - 6/7))
[2102746] ['6/7', '7/9', '9/4', '9/5', '9/5'] -> ((6/7 / ((9/5 / 7/9) - 9/4)) * 9/5)
[2102765] ['6/7', '8/3', '8/3', '8/3', '8/9'] -> (8/3 / ((8/3 / 6/7) - (8/3 / 8/9)))
[2102767] ['6/7', '8/3', '8/3', '8/3', '9/4'] -> ((8/3 / (8/3 - (9/4 / 6/7))) / 8/3)
[2102769] ['6/7', '8/3', '8/3', '8/3', '9/7'] -> ((8/3 * 9/7) / ((8/3 / 8/3) - 6/7))
[2102770] ['6/7', '8/3', '8/3', '8/3', '9/8'] -> (8/3 / ((8/3 / 6/7) - (8/3 * 9/8)))
[2102779] ['6/7', '8/3', '8/3', '8/7', '8/7'] -> (8/7 / ((8/3 / 8/7) - (6/7 * 8/3)))
[2102780] ['6/7', '8/3', '8/3', '8/7', '8/9'] -> (((8/3 * 8/3) / (8/7 - 6/7)) - 8/9)
[2102784] ['6/7', '8/3', '8/3', '8/7', '9/7'] -> (((8/3 + 8/3) / (8/7 - 6/7)) * 9/7)
[2102786] ['6/7', '8/3', '8/3', '8/9', '8/9'] -> (8/9 / ((8/9 / 6/7) - (8/3 / 8/3)))
[2102788] ['6/7', '8/3', '8/3', '8/9', '9/4'] -> (((8/3 / 6/7) + 8/9) * (8/3 * 9/4))
[2102799] ['6/7', '8/3', '8/3', '9/4', '9/7'] -> ((((8/3 * 8/3) * 9/4) / 6/7) * 9/7)
[2102804] ['6/7', '8/3', '8/3', '9/7', '9/7'] -> ((6/7 * 8/3) / ((8/3 - 9/7) - 9/7))
[2102811] ['6/7', '8/3', '8/5', '8/5', '9/4'] -> ((8/5 / 8/5) / (8/3 - (9/4 / 6/7)))
[2102813] ['6/7', '8/3', '8/5', '8/5', '9/7'] -> ((8/3 * 9/7) / ((8/5 / 8/5) - 6/7))
[2102820] ['6/7', '8/3', '8/5', '8/7', '9/7'] -> ((9/7 * 8/3) / (6/7 - (8/7 / 8/5)))
[2102830] ['6/7', '8/3', '8/5', '9/2', '9/5'] -> (9/5 / (6/7 * ((9/2 / 8/3) - 8/5)))
[2102840] ['6/7', '8/3', '8/5', '9/7', '9/7'] -> (9/7 / ((6/7 / 8/5) - (9/7 / 8/3)))
[2102847] ['6/7', '8/3', '8/7', '8/7', '9/5'] -> (((8/3 + 8/7) / (8/7 - 6/7)) * 9/5)
[2102848] ['6/7', '8/3', '8/7', '8/7', '9/7'] -> ((8/3 * 9/7) / ((8/7 / 8/7) - 6/7))
[2102851] ['6/7', '8/3', '8/7', '8/9', '9/2'] -> ((((8/3 + 8/7) / 6/7) + 8/9) * 9/2)
[2102857] ['6/7', '8/3', '8/7', '9/2', '9/4'] -> (((8/3 * 9/2) - (8/7 / 6/7)) * 9/4)
[2102868] ['6/7', '8/3', '8/7', '9/7', '9/7'] -> (9/7 / (((8/7 + 9/7) / 8/3) - 6/7))
[2102871] ['6/7', '8/3', '8/9', '8/9', '8/9'] -> ((8/3 + 8/9) / ((8/9 / 6/7) - 8/9))
[2102873] ['6/7', '8/3', '8/9', '8/9', '9/4'] -> ((8/9 / 8/9) / (8/3 - (9/4 / 6/7)))
[2102875] ['6/7', '8/3', '8/9', '8/9', '9/7'] -> ((8/3 * 9/7) / ((8/9 / 8/9) - 6/7))
[2102885] ['6/7', '8/3', '8/9', '9/4', '9/8'] -> ((9/8 * 8/9) / (8/3 - (9/4 / 6/7)))
[2102893] ['6/7', '8/3', '9/2', '9/2', '9/4'] -> ((9/2 / 9/2) / (8/3 - (9/4 / 6/7)))
[2102899] ['6/7', '8/3', '9/2', '9/4', '9/7'] -> ((9/2 * (6/7 + (8/3 * 9/4))) / 9/7)
[2102901] ['6/7', '8/3', '9/2', '9/5', '9/5'] -> (((6/7 + 8/3) * (9/2 + 9/5)) + 9/5)
[2102907] ['6/7', '8/3', '9/4', '9/4', '9/4'] -> ((9/4 / (8/3 - (9/4 / 6/7))) / 9/4)
[2102909] ['6/7', '8/3', '9/4', '9/4', '9/7'] -> ((8/3 * 9/7) / ((9/4 / 9/4) - 6/7))
[2102911] ['6/7', '8/3', '9/4', '9/5', '9/5'] -> ((9/5 / (8/3 - (9/4 / 6/7))) / 9/5)
[2102914] ['6/7', '8/3', '9/4', '9/7', '9/7'] -> ((9/7 / (8/3 - (9/4 / 6/7))) / 9/7)
[2102916] ['6/7', '8/3', '9/4', '9/8', '9/8'] -> ((9/8 / (8/3 - (9/4 / 6/7))) / 9/8)
[2102918] ['6/7', '8/3', '9/5', '9/5', '9/7'] -> ((8/3 * 9/7) / ((9/5 / 9/5) - 6/7))
[2102920] ['6/7', '8/3', '9/5', '9/7', '9/7'] -> ((9/7 * 8/3) / (6/7 - (9/7 / 9/5)))
[2102925] ['6/7', '8/3', '9/7', '9/8', '9/8'] -> (9/8 / (((9/7 + 9/8) / 8/3) - 6/7))
[2102929] ['6/7', '8/5', '8/5', '8/5', '8/9'] -> (8/5 / ((8/5 / 6/7) - (8/5 / 8/9)))
[2102930] ['6/7', '8/5', '8/5', '8/5', '9/2'] -> ((((8/5 + 8/5) / 6/7) + 8/5) * 9/2)
[2102934] ['6/7', '8/5', '8/5', '8/5', '9/8'] -> (8/5 / ((8/5 / 6/7) - (8/5 * 9/8)))
[2102935] ['6/7', '8/5', '8/5', '8/7', '8/7'] -> (8/5 / ((8/5 / 8/7) - (8/7 / 6/7)))
[2102942] ['6/7', '8/5', '8/5', '8/9', '8/9'] -> (8/9 / ((8/9 / 6/7) - (8/5 / 8/5)))
[2102948] ['6/7', '8/5', '8/5', '9/2', '9/2'] -> (((8/5 * 9/2) - (8/5 / 6/7)) * 9/2)
[2102960] ['6/7', '8/5', '8/5', '9/7', '9/7'] -> ((8/5 * 9/7) / ((6/7 * 8/5) - 9/7))
[2102974] ['6/7', '8/5', '8/7', '8/9', '9/7'] -> (9/7 / (6/7 - ((8/7 / 8/5) / 8/9)))
[2102976] ['6/7', '8/5', '8/7', '9/2', '9/2'] -> ((((8/7 / 6/7) / 8/5) + 9/2) * 9/2)
[2102985] ['6/7', '8/5', '8/7', '9/5', '9/5'] -> (9/5 / ((6/7 / (8/5 - 8/7)) - 9/5))
[2102988] ['6/7', '8/5', '8/7', '9/7', '9/7'] -> (9/7 / ((9/7 / 8/5) - (6/7 / 8/7)))
[2102989] ['6/7', '8/5', '8/7', '9/7', '9/8'] -> ((9/8 * 8/7) / (6/7 - (9/7 / 8/5)))
[2102990] ['6/7', '8/5', '8/7', '9/8', '9/8'] -> (9/8 / ((6/7 / 8/7) - (9/8 / 8/5)))
[2102999] ['6/7', '8/5', '8/9', '9/2', '9/5'] -> (((8/5 + 8/9) * (6/7 + 9/2)) * 9/5)
[2103005] ['6/7', '8/5', '8/9', '9/4', '9/8'] -> (9/8 / ((9/4 / (8/5 + 8/9)) - 6/7))
[2103006] ['6/7', '8/5', '8/9', '9/5', '9/5'] -> ((8/9 / ((8/5 / 6/7) - 9/5)) * 9/5)
[2103010] ['6/7', '8/5', '8/9', '9/7', '9/8'] -> (9/8 / (((9/7 / 8/5) / 8/9) - 6/7))
[2103039] ['6/7', '8/5', '9/5', '9/5', '9/8'] -> ((9/5 / ((8/5 / 6/7) - 9/5)) / 9/8)
[2103043] ['6/7', '8/5', '9/7', '9/7', '9/7'] -> (9/7 / (((6/7 + 9/7) / 8/5) - 9/7))
[2103048] ['6/7', '8/7', '8/7', '8/7', '8/9'] -> (8/7 / ((8/7 / 6/7) - (8/7 / 8/9)))
[2103053] ['6/7', '8/7', '8/7', '8/7', '9/8'] -> (8/7 / ((8/7 / 6/7) - (8/7 * 9/8)))
[2103054] ['6/7', '8/7', '8/7', '8/9', '8/9'] -> (8/9 / ((8/9 / 6/7) - (8/7 / 8/7)))
[2103060] ['6/7', '8/7', '8/7', '9/2', '9/2'] -> (((8/7 + 8/7) / 6/7) * (9/2 + 9/2))
[2103063] ['6/7', '8/7', '8/7', '9/2', '9/7'] -> (((8/7 + 8/7) * 9/2) / (9/7 - 6/7))
[2103067] ['6/7', '8/7', '8/7', '9/4', '9/7'] -> ((6/7 + (8/7 * 9/4)) / (9/7 - 8/7))
[2103082] ['6/7', '8/7', '8/9', '9/2', '9/4'] -> ((((8/7 + 8/9) * 9/2) / 6/7) * 9/4)
[2103093] ['6/7', '8/7', '8/9', '9/7', '9/7'] -> ((8/9 / ((8/7 / 6/7) - 9/7)) * 9/7)
[2103099] ['6/7', '8/7', '9/2', '9/2', '9/7'] -> ((8/7 * (9/2 + 9/2)) / (9/7 - 6/7))
[2103109] ['6/7', '8/7', '9/2', '9/7', '9/8'] -> (((6/7 * 9/2) / (9/7 - 8/7)) / 9/8)
[2103113] ['6/7', '8/7', '9/4', '9/4', '9/7'] -> (9/7 / ((9/4 / 6/7) - (8/7 * 9/4)))
[2103114] ['6/7', '8/7', '9/4', '9/4', '9/8'] -> (9/8 / (((9/4 / 6/7) / 8/7) - 9/4))
[2103115] ['6/7', '8/7', '9/4', '9/5', '9/5'] -> (9/5 / (((6/7 + 9/5) / 8/7) - 9/4))
[2103120] ['6/7', '8/7', '9/4', '9/8', '9/8'] -> ((9/8 * (6/7 / 9/4)) / (8/7 - 9/8))
[2103127] ['6/7', '8/7', '9/7', '9/7', '9/7'] -> (((6/7 + 9/7) + 9/7) / (9/7 - 8/7))
[2103128] ['6/7', '8/7', '9/7', '9/7', '9/8'] -> ((9/7 / ((8/7 / 6/7) - 9/7)) / 9/8)
[2103132] ['6/7', '8/9', '8/9', '8/9', '9/2'] -> ((8/9 / (8/9 - 6/7)) - (8/9 * 9/2))
[2103151] ['6/7', '8/9', '8/9', '9/8', '9/8'] -> (8/9 / ((8/9 / 6/7) - (9/8 / 9/8)))
[2103152] ['6/7', '8/9', '9/2', '9/2', '9/2'] -> (9/2 / ((9/2 / 6/7) - (9/2 / 8/9)))
[2103167] ['6/7', '8/9', '9/4', '9/4', '9/4'] -> (9/4 / ((9/4 / 6/7) - (9/4 / 8/9)))
[2103174] ['6/7', '8/9', '9/4', '9/7', '9/7'] -> (9/7 / ((6/7 + (9/7 / 8/9)) - 9/4))
[2103177] ['6/7', '8/9', '9/5', '9/5', '9/5'] -> (9/5 / ((9/5 / 6/7) - (9/5 / 8/9)))
[2103180] ['6/7', '8/9', '9/5', '9/7', '9/7'] -> (9/7 / (6/7 - ((9/7 / 8/9) / 9/5)))
[2103183] ['6/7', '8/9', '9/7', '9/7', '9/7'] -> (9/7 / ((9/7 / 6/7) - (9/7 / 8/9)))
[2103186] ['6/7', '8/9', '9/8', '9/8', '9/8'] -> (9/8 / ((9/8 / 6/7) - (9/8 / 8/9)))
[2103191] ['6/7', '9/2', '9/2', '9/2', '9/8'] -> (9/2 / ((9/2 / 6/7) - (9/2 * 9/8)))
[2103194] ['6/7', '9/2', '9/2', '9/4', '9/7'] -> (((9/2 * 9/2) + 9/4) + (9/7 / 6/7))
[2103195] ['6/7', '9/2', '9/2', '9/4', '9/8'] -> (((9/2 * 9/2) + (9/4 / 6/7)) + 9/8)
[2103201] ['6/7', '9/2', '9/2', '9/8', '9/8'] -> ((9/2 * (9/2 + 9/8)) - (9/8 / 6/7))
[2103206] ['6/7', '9/2', '9/4', '9/5', '9/5'] -> (9/5 / ((9/2 - (9/4 / 6/7)) - 9/5))
[2103224] ['6/7', '9/4', '9/4', '9/4', '9/7'] -> (6/7 / (((9/4 / 9/4) + 9/7) - 9/4))
[2103225] ['6/7', '9/4', '9/4', '9/4', '9/8'] -> (9/4 / ((9/4 / 6/7) - (9/4 * 9/8)))
[2103231] ['6/7', '9/4', '9/4', '9/8', '9/8'] -> ((9/4 + 9/4) / ((9/8 / 6/7) - 9/8))
[2103232] ['6/7', '9/4', '9/5', '9/5', '9/5'] -> ((9/5 + 9/5) / (9/4 - (9/5 / 6/7)))
[2103233] ['6/7', '9/4', '9/5', '9/5', '9/7'] -> ((9/5 + 9/7) / ((6/7 * 9/4) - 9/5))
[2103244] ['6/7', '9/5', '9/5', '9/5', '9/8'] -> (9/5 / ((9/5 / 6/7) - (9/5 * 9/8)))
[2103253] ['6/7', '9/7', '9/7', '9/7', '9/8'] -> (9/7 / ((9/7 / 6/7) - (9/7 * 9/8)))
[2103256] ['6/7', '9/8', '9/8', '9/8', '9/8'] -> (9/8 / ((9/8 / 6/7) - (9/8 * 9/8)))
[2103259] ['7/2', '7/2', '7/2', '7/2', '7/4'] -> (((7/2 + 7/2) * 7/2) - (7/4 / 7/2))
[2103261] ['7/2', '7/2', '7/2', '7/2', '7/6'] -> ((((7/2 + 7/2) * 7/2) + 7/2) / 7/6)
[2103262] ['7/2', '7/2', '7/2', '7/2', '7/8'] -> ((((7/2 + 7/2) * 7/2) - 7/2) / 7/8)
[2103276] ['7/2', '7/2', '7/2', '7/3', '7/6'] -> (((7/2 + 7/2) * 7/2) - (7/6 / 7/3))
[2103277] ['7/2', '7/2', '7/2', '7/3', '7/8'] -> ((7/2 + 7/2) / ((7/2 - 7/3) - 7/8))
[2103279] ['7/2', '7/2', '7/2', '7/3', '8/3'] -> (7/2 / ((7/2 / 8/3) - (7/2 - 7/3)))
[2103280] ['7/2', '7/2', '7/2', '7/3', '8/5'] -> (7/2 / (((7/2 + 7/3) / 8/5) - 7/2))
[2103284] ['7/2', '7/2', '7/2', '7/3', '9/4'] -> (((7/2 + 7/2) / (7/3 - 9/4)) / 7/2)
[2103287] ['7/2', '7/2', '7/2', '7/3', '9/8'] -> ((7/2 / ((7/2 - 7/3) - 9/8)) / 7/2)
[2103297] ['7/2', '7/2', '7/2', '7/4', '9/2'] -> ((7/2 - (7/4 / 7/2)) * (7/2 + 9/2))
[2103298] ['7/2', '7/2', '7/2', '7/4', '9/4'] -> ((((7/2 + 7/2) * 7/2) + 7/4) - 9/4)
[2103304] ['7/2', '7/2', '7/2', '7/5', '7/8'] -> ((7/2 * (7/2 + (7/2 / 7/5))) / 7/8)
[2103308] ['7/2', '7/2', '7/2', '7/5', '8/7'] -> ((7/2 * (7/2 + (7/2 / 7/5))) * 8/7)
[2103317] ['7/2', '7/2', '7/2', '7/6', '7/9'] -> ((7/2 * (7/2 + (7/2 / 7/9))) / 7/6)
[2103318] ['7/2', '7/2', '7/2', '7/6', '8/3'] -> ((((7/2 + 7/2) + 7/2) * 8/3) / 7/6)
[2103319] ['7/2', '7/2', '7/2', '7/6', '8/5'] -> (7/2 / ((7/2 - (7/2 / 8/5)) - 7/6))
[2103321] ['7/2', '7/2', '7/2', '7/6', '8/9'] -> (7/2 / ((7/2 * 7/6) - (7/2 / 8/9)))
[2103325] ['7/2', '7/2', '7/2', '7/6', '9/7'] -> ((7/2 * (7/2 + (7/2 * 9/7))) / 7/6)
[2103329] ['7/2', '7/2', '7/2', '7/8', '8/3'] -> ((7/2 / ((7/8 + 8/3) - 7/2)) / 7/2)
[2103331] ['7/2', '7/2', '7/2', '7/8', '8/7'] -> (7/2 * (((7/2 + 7/2) / 7/8) - 8/7))
[2103333] ['7/2', '7/2', '7/2', '7/8', '9/2'] -> ((7/2 * (7/2 + 9/2)) - (7/2 / 7/8))
[2103334] ['7/2', '7/2', '7/2', '7/8', '9/4'] -> ((7/2 * (7/2 + (7/2 / 7/8))) - 9/4)
[2103341] ['7/2', '7/2', '7/2', '7/9', '8/7'] -> (7/2 * ((7/2 + (7/2 / 7/9)) - 8/7))
[2103350] ['7/2', '7/2', '7/2', '8/3', '8/7'] -> (((7/2 * 7/2) + 7/2) * (8/3 - 8/7))
[2103351] ['7/2', '7/2', '7/2', '8/3', '8/9'] -> ((7/2 * 8/3) / (7/2 - (7/2 * 8/9)))
[2103358] ['7/2', '7/2', '7/2', '8/5', '8/7'] -> (((7/2 * 7/2) - 7/2) * (8/5 + 8/7))
[2103360] ['7/2', '7/2', '7/2', '8/5', '9/2'] -> (8/5 * (((7/2 + 7/2) + 7/2) + 9/2))
[2103368] ['7/2', '7/2', '7/2', '8/7', '9/4'] -> ((7/2 * (7/2 + (7/2 * 8/7))) - 9/4)
[2103379] ['7/2', '7/2', '7/2', '9/2', '9/4'] -> (((7/2 + 7/2) * 7/2) - (9/4 / 9/2))
[2103386] ['7/2', '7/2', '7/2', '9/4', '9/8'] -> (((7/2 + 7/2) * 7/2) - (9/8 / 9/4))
[2103397] ['7/2', '7/2', '7/3', '7/3', '7/8'] -> ((7/2 + 7/2) / (7/3 - (7/3 * 7/8)))
[2103398] ['7/2', '7/2', '7/3', '7/3', '7/9'] -> ((((7/2 + 7/2) * 7/3) + 7/3) / 7/9)
[2103399] ['7/2', '7/2', '7/3', '7/3', '8/3'] -> (7/2 / (7/3 - ((7/2 + 7/3) / 8/3)))
[2103401] ['7/2', '7/2', '7/3', '7/3', '8/7'] -> ((7/2 + 7/2) / (7/3 - (7/3 / 8/7)))
[2103402] ['7/2', '7/2', '7/3', '7/3', '8/9'] -> ((7/2 + 7/2) / ((7/3 / 8/9) - 7/3))
[2103406] ['7/2', '7/2', '7/3', '7/3', '9/7'] -> ((((7/2 + 7/2) * 7/3) + 7/3) * 9/7)
[2103407] ['7/2', '7/2', '7/3', '7/3', '9/8'] -> ((7/2 + 7/2) / ((7/3 * 9/8) - 7/3))
[2103408] ['7/2', '7/2', '7/3', '7/4', '7/4'] -> (((7/2 * 7/2) + 7/4) / (7/3 - 7/4))
[2103410] ['7/2', '7/2', '7/3', '7/4', '7/6'] -> ((7/2 + 7/2) / (7/3 - (7/4 * 7/6)))
[2103411] ['7/2', '7/2', '7/3', '7/4', '7/8'] -> (((7/2 * 7/2) / (7/3 - 7/4)) / 7/8)
[2103412] ['7/2', '7/2', '7/3', '7/4', '7/9'] -> (((7/2 * (7/2 + 7/3)) - 7/4) / 7/9)
[2103415] ['7/2', '7/2', '7/3', '7/4', '8/7'] -> (((7/2 * 7/2) * 8/7) / (7/3 - 7/4))
[2103420] ['7/2', '7/2', '7/3', '7/4', '9/7'] -> (((7/2 * (7/2 + 7/3)) - 7/4) * 9/7)
[2103424] ['7/2', '7/2', '7/3', '7/5', '7/8'] -> ((7/2 / ((7/2 / 7/5) - 7/3)) / 7/8)
[2103428] ['7/2', '7/2', '7/3', '7/5', '8/7'] -> ((7/2 * 8/7) / ((7/2 / 7/5) - 7/3))
[2103430] ['7/2', '7/2', '7/3', '7/5', '9/2'] -> (((7/2 + 7/2) - (7/3 / 7/5)) * 9/2)
[2103431] ['7/2', '7/2', '7/3', '7/5', '9/4'] -> (((7/2 * 7/3) + (7/2 / 7/5)) * 9/4)
[2103438] ['7/2', '7/2', '7/3', '7/6', '8/3'] -> (((7/2 + 7/2) + (7/3 / 7/6)) * 8/3)
[2103449] ['7/2', '7/2', '7/3', '7/8', '8/3'] -> (((7/2 + 7/2) / 7/8) / (8/3 - 7/3))
[2103452] ['7/2', '7/2', '7/3', '7/8', '8/9'] -> ((7/3 / 7/8) / ((7/2 / 7/2) - 8/9))
[2103454] ['7/2', '7/2', '7/3', '7/8', '9/4'] -> ((((7/2 + 7/2) + 7/3) / 7/8) * 9/4)
[2103455] ['7/2', '7/2', '7/3', '7/8', '9/5'] -> (((7/2 + (7/2 * 7/3)) / 7/8) * 9/5)
[2103458] ['7/2', '7/2', '7/3', '7/9', '7/9'] -> ((7/2 + (7/2 / 7/9)) * (7/3 / 7/9))
[2103460] ['7/2', '7/2', '7/3', '7/9', '8/5'] -> (((7/2 + (7/2 * 7/3)) / 7/9) * 8/5)
[2103461] ['7/2', '7/2', '7/3', '7/9', '8/7'] -> ((((7/2 + 7/2) * 7/3) / 7/9) * 8/7)
[2103463] ['7/2', '7/2', '7/3', '7/9', '9/2'] -> ((7/2 + ((7/2 + 7/9) / 7/3)) * 9/2)
[2103464] ['7/2', '7/2', '7/3', '7/9', '9/4'] -> (((7/2 * (7/2 + 7/3)) / 7/9) - 9/4)
[2103467] ['7/2', '7/2', '7/3', '7/9', '9/8'] -> ((7/3 / 7/9) / (9/8 - (7/2 / 7/2)))
[2103468] ['7/2', '7/2', '7/3', '8/3', '8/3'] -> (((7/2 * 7/3) + (7/2 - 8/3)) * 8/3)
[2103471] ['7/2', '7/2', '7/3', '8/3', '8/9'] -> ((((7/2 + 7/2) + 7/3) * 8/3) - 8/9)
[2103474] ['7/2', '7/2', '7/3', '8/3', '9/5'] -> (((7/2 + (7/2 / 7/3)) * 8/3) * 9/5)
[2103475] ['7/2', '7/2', '7/3', '8/3', '9/7'] -> ((7/2 + (7/2 * 9/7)) / (8/3 - 7/3))
[2103480] ['7/2', '7/2', '7/3', '8/5', '9/2'] -> ((((7/2 / 7/2) + 7/3) * 8/5) * 9/2)
[2103483] ['7/2', '7/2', '7/3', '8/5', '9/7'] -> (((7/2 + (7/2 * 7/3)) * 8/5) * 9/7)
[2103486] ['7/2', '7/2', '7/3', '8/7', '8/9'] -> ((7/3 * 8/7) / ((7/2 / 7/2) - 8/9))
[2103488] ['7/2', '7/2', '7/3', '8/7', '9/4'] -> ((((7/2 + 7/2) + 7/3) * 8/7) * 9/4)
[2103489] ['7/2', '7/2', '7/3', '8/7', '9/5'] -> (((7/2 + (7/2 * 7/3)) * 8/7) * 9/5)
[2103490] ['7/2', '7/2', '7/3', '8/7', '9/7'] -> ((((7/2 + 7/2) * 7/3) * 8/7) * 9/7)
[2103493] ['7/2', '7/2', '7/3', '8/9', '9/2'] -> ((7/3 * 9/2) / ((7/2 / 8/9) - 7/2))
[2103501] ['7/2', '7/2', '7/3', '9/2', '9/7'] -> ((7/3 * 9/2) * ((7/2 / 7/2) + 9/7))
[2103502] ['7/2', '7/2', '7/3', '9/2', '9/8'] -> ((7/3 * 9/2) / ((7/2 * 9/8) - 7/2))
[2103503] ['7/2', '7/2', '7/3', '9/4', '9/4'] -> (((7/2 + (7/2 * 7/3)) * 9/4) - 9/4)
[2103508] ['7/2', '7/2', '7/3', '9/5', '9/7'] -> ((7/3 * 9/5) * ((7/2 + 7/2) - 9/7))
[2103511] ['7/2', '7/2', '7/3', '9/7', '9/8'] -> ((7/3 * 9/7) / (9/8 - (7/2 / 7/2)))
[2103522] ['7/2', '7/2', '7/4', '7/4', '9/2'] -> (((7/2 + 7/4) * (7/2 + 9/2)) / 7/4)
[2103536] ['7/2', '7/2', '7/4', '7/5', '9/4'] -> ((7/2 + (7/2 / 7/5)) * (7/4 + 9/4))
[2103543] ['7/2', '7/2', '7/4', '7/6', '8/3'] -> ((((7/2 * 7/2) - 7/4) / 7/6) * 8/3)
[2103545] ['7/2', '7/2', '7/4', '7/6', '8/7'] -> (((7/2 * 7/2) * 8/7) / (7/4 - 7/6))
[2103549] ['7/2', '7/2', '7/4', '7/6', '9/5'] -> ((7/2 + 7/6) / ((7/2 / 9/5) - 7/4))
[2103552] ['7/2', '7/2', '7/4', '7/8', '7/8'] -> (((7/2 * (7/2 + 7/4)) / 7/8) / 7/8)
[2103554] ['7/2', '7/2', '7/4', '7/8', '8/3'] -> (((7/2 + 7/2) + (7/4 / 7/8)) * 8/3)
[2103556] ['7/2', '7/2', '7/4', '7/8', '8/7'] -> (((7/2 * (7/2 + 7/4)) * 8/7) / 7/8)
[2103573] ['7/2', '7/2', '7/4', '8/3', '8/3'] -> ((((7/2 * 8/3) + 8/3) * 7/2) / 7/4)
[2103577] ['7/2', '7/2', '7/4', '8/3', '9/2'] -> (((7/2 * 8/3) / (7/2 - 7/4)) * 9/2)
[2103580] ['7/2', '7/2', '7/4', '8/3', '9/7'] -> ((((7/2 * 7/2) * 8/3) / 7/4) * 9/7)
[2103582] ['7/2', '7/2', '7/4', '8/5', '8/5'] -> ((((7/2 * 7/2) + 7/4) * 8/5) + 8/5)
[2103585] ['7/2', '7/2', '7/4', '8/5', '9/2'] -> (9/2 / ((7/2 / 8/5) - (7/2 / 7/4)))
