[1755806] ['3/5', '3/8', '5/3', '7/8', '8/5'] -> 8/5 / (7/8 / 3/8 - 3/5 - 5/3)
[1843818] ['3/8', '3/8', '5/7', '7/3', '9/7'] -> 9/7 / (7/3 - 5/7 / 3/8 - 3/8)
[1843830] ['3/8', '3/8', '5/7', '7/4', '9/4'] -> 9/4 / (3/8 * 5/7 * 7/4 - 3/8)
[1843831] ['3/8', '3/8', '5/7', '7/4', '9/5'] -> 9/5 / (3/8 - 3/8 / (5/7 * /4)
)[1843832] ['3/8', '3/8', '5/7', '7/4', '9/7'] -> 9/7 / (3/8 * 5/7 - 3/8 / 7/4)
[1843846] ['3/8', '3/8', '5/7', '7/5', '9/8'] -> 5/7 * 7/5 / (3/8 - 3/8 / 9/8)
[1843857] ['3/8', '3/8', '5/7', '7/6', '9/7'] -> 9/7 / (3/8 / 7/6 - 3/8 * 5/7)
[1843867] ['3/8', '3/8', '5/7', '7/8', '9/5'] -> 5/7 / (3/8 / 7/8 - 3/8) * 9/5
[1843868] ['3/8', '3/8', '5/7', '7/8', '9/7'] -> 9/7 / ((7/8 - 5/7) / 3/8 - 3/8)
[1843883] ['3/8', '3/8', '5/7', '8/3', '8/9'] -> 8/3 / (3/8 - 3/8 * 5/7) - 8/9
[1843893] ['3/8', '3/8', '5/7', '8/5', '9/4'] -> 8/5 / (3/8 / 5/7 - 3/8) * 9/4
[1843894] ['3/8', '3/8', '5/7', '8/5', '9/5'] -> 9/5 / (3/8 * 8/5 - 3/8 / 5/7)
[1843895] ['3/8', '3/8', '5/7', '8/5', '9/7'] -> 9/7 / (3/8 * 5/7 * 8/5 - 3/8)
[1843896] ['3/8', '3/8', '5/7', '8/5', '9/8'] -> 9/8 / (3/8 - 3/8 / (5/7 * /5)
)[1843901] ['3/8', '3/8', '5/7', '8/7', '9/5'] -> 5/7 / (3/8 * 8/7 - 3/8) * 9/5
[1843904] ['3/8', '3/8', '5/7', '8/9', '8/9'] -> 8/9 / (3/8 + 3/8 - 5/7) - 8/9
[1843908] ['3/8', '3/8', '5/7', '8/9', '9/7'] -> 9/7 / (5/7 / 8/9 - 3/8 - 3/8)
[1843919] ['3/8', '3/8', '5/7', '9/5', '9/5'] -> (9/5 + 9/5) / (3/8 / 5/7 - 3/8)
[1843925] ['3/8', '3/8', '5/8', '5/8', '5/8'] -> 3/8 / ((5/8 - (3/8 / 5/8)) * /8
)[1843926] ['3/8', '3/8', '5/8', '5/8', '5/9'] -> 5/8 / (3/8 * 5/8 - 3/8 * 5/9)
[1843930] ['3/8', '3/8', '5/8', '5/8', '7/3'] -> 3/8 / (3/8 * (7/3 - 5/8) - 5/8)
[1843932] ['3/8', '3/8', '5/8', '5/8', '7/5'] -> 3/8 / (5/8 * (7/5 - 3/8) - 5/8)
[1843934] ['3/8', '3/8', '5/8', '5/8', '7/8'] -> 3/8 / (7/8 - 3/8 * 5/8 - 5/8)
[1843936] ['3/8', '3/8', '5/8', '5/8', '8/3'] -> 3/8 / (5/8 - 5/8 / 8/3 - 3/8)
[1843939] ['3/8', '3/8', '5/8', '5/8', '8/9'] -> 5/8 / ((3/8 - (3/8 * 8/9)) * /8
)[1843944] ['3/8', '3/8', '5/8', '5/8', '9/8'] -> 5/8 / ((3/8 - (3/8 / 9/8)) * /8
)[1843949] ['3/8', '3/8', '5/8', '5/9', '7/3'] -> (3/8 + 7/3) / (5/8 * (5/9 - 3/8))
[1843953] ['3/8', '3/8', '5/8', '5/9', '7/8'] -> (5/8 / (5/9 * 3/8) - (3/8 * 7/8)))
[1843957] ['3/8', '3/8', '5/8', '5/9', '8/7'] -> (5/8 / (5/9 * 3/8) - (3/8 / 8/7)))
[1843958] ['3/8', '3/8', '5/8', '5/9', '8/9'] -> (5/8 / (5/9 * (3/8 / 8/9)) - 3/8))
[1843959] ['3/8', '3/8', '5/8', '5/9', '9/2'] -> 9/2 / (5/8 * (3/8 / 5/9 - 3/8))
[1843971] ['3/8', '3/8', '5/8', '6/5', '7/8'] -> (5/8 + 7/8) / (3/8 - 3/8 / 6/5)
[1843978] ['3/8', '3/8', '5/8', '6/5', '9/4'] -> 9/4 / (3/8 - 3/8 * 5/8 * 6/5)
[1843981] ['3/8', '3/8', '5/8', '6/5', '9/8'] -> (9/8 / (5/8 * (3/8 * 6/5)) - 3/8))
[1843983] ['3/8', '3/8', '5/8', '6/7', '7/2'] -> 6/7 / (3/8 + 3/8 - 5/8) * 7/2
[1843988] ['3/8', '3/8', '5/8', '6/7', '7/8'] -> (5/8 + 7/8) / (3/8 / 6/7 - 3/8)
[1843994] ['3/8', '3/8', '5/8', '6/7', '9/2'] -> 9/2 / (3/8 + 3/8 / 6/7 - 5/8)
[1843997] ['3/8', '3/8', '5/8', '6/7', '9/7'] -> (9/7 / (3/8 * (3/8 + 5/8)) - 6/7))
[1844003] ['3/8', '3/8', '5/8', '7/2', '7/6'] -> 7/2 / (((3/8 + 3/8) - 5/8) * /6
)[1844009] ['3/8', '3/8', '5/8', '7/2', '8/9'] -> 7/2 / (3/8 - 3/8 * 5/8) - 8/9
[1844012] ['3/8', '3/8', '5/8', '7/2', '9/5'] -> (7/2 - 3/8) / 3/8 / 5/8 * 9/5
[1844020] ['3/8', '3/8', '5/8', '7/3', '7/9'] -> 7/3 / (((3/8 + 3/8) - 5/8) * /9
)[1844024] ['3/8', '3/8', '5/8', '7/3', '8/9'] -> 7/3 / ((5/8 - 3/8) * /8) - 8/9
[1844025] ['3/8', '3/8', '5/8', '7/3', '9/2'] -> (3/8 / 3/8 + 7/3) / 5/8 * 9/2
[1844039] ['3/8', '3/8', '5/8', '7/4', '9/2'] -> (5/8 + 7/4 - 3/8) / 3/8 * 9/2
[1844040] ['3/8', '3/8', '5/8', '7/4', '9/4'] -> 9/4 / (5/8 * 7/4 - 3/8 / 3/8)
[1844053] ['3/8', '3/8', '5/8', '7/5', '9/4'] -> (9/4 / (5/8 * (3/8 * 7/5)) - 3/8))
[1844054] ['3/8', '3/8', '5/8', '7/5', '9/5'] -> 9/5 / (3/8 / 5/8 - 3/8 * 7/5)
[1844055] ['3/8', '3/8', '5/8', '7/5', '9/7'] -> 9/7 / (3/8 / (5/8 * /5) - 3/8)
[1844056] ['3/8', '3/8', '5/8', '7/5', '9/8'] -> 9/8 / (3/8 - 3/8 * 5/8 * 7/5)
[1844058] ['3/8', '3/8', '5/8', '7/6', '7/8'] -> (5/8 + 7/8) / (3/8 * 7/6 - 3/8)
[1844068] ['3/8', '3/8', '5/8', '7/6', '9/8'] -> 9/8 / (5/8 - 3/8 * (3/8 + 7/6))
[1844077] ['3/8', '3/8', '5/8', '7/8', '9/5'] -> 5/8 * 9/5 / (3/8 - 3/8 * 7/8)
[1844079] ['3/8', '3/8', '5/8', '7/8', '9/8'] -> (9/8 / (3/8 * (3/8 + 5/8)) - 7/8))
[1844080] ['3/8', '3/8', '5/8', '7/9', '7/9'] -> 7/9 / ((7/9 - 5/8) / 3/8 - 3/8)
[1844082] ['3/8', '3/8', '5/8', '7/9', '8/5'] -> (8/5 / (3/8 * 7/9) - (3/8 / 5/8)))
[1844093] ['3/8', '3/8', '5/8', '8/3', '8/9'] -> 8/3 / (((3/8 + 3/8) - 5/8) * /9
)[1844094] ['3/8', '3/8', '5/8', '8/3', '9/2'] -> ((3/8 + 5/8) / 3/8 + 8/3) * 9/2
[1844098] ['3/8', '3/8', '5/8', '8/3', '9/8'] -> 8/3 / (3/8 + 3/8 - 5/8) * 9/8
[1844099] ['3/8', '3/8', '5/8', '8/5', '8/5'] -> 3/8 * 8/5 / (5/8 - 3/8 * 8/5)
[1844101] ['3/8', '3/8', '5/8', '8/5', '8/9'] -> 5/8 * 8/5 / (3/8 - 3/8 * 8/9)
[1844106] ['3/8', '3/8', '5/8', '8/5', '9/8'] -> 5/8 * 8/5 / (3/8 - 3/8 / 9/8)
[1844110] ['3/8', '3/8', '5/8', '8/7', '9/4'] -> 9/4 / (3/8 / 8/7 - 3/8 * 5/8)
[1844111] ['3/8', '3/8', '5/8', '8/7', '9/5'] -> 5/8 / (3/8 - 3/8 / 8/7) * 9/5
[1844112] ['3/8', '3/8', '5/8', '8/7', '9/7'] -> (9/7 / (3/8 * (8/7 - 3/8)) - 5/8))
[1844117] ['3/8', '3/8', '5/8', '8/9', '9/5'] -> 5/8 / (3/8 / 8/9 - 3/8) * 9/5
[1844119] ['3/8', '3/8', '5/8', '8/9', '9/8'] -> 9/8 / (3/8 + 3/8 - 5/8 / 8/9)
[1844145] ['3/8', '3/8', '5/9', '5/9', '8/3'] -> 8/3 / (5/9 + 5/9 - 3/8 / 3/8)
[1844148] ['3/8', '3/8', '5/9', '5/9', '8/9'] -> 5/9 / ((3/8 - (3/8 * 8/9)) * /9
)[1844153] ['3/8', '3/8', '5/9', '5/9', '9/8'] -> 5/9 / ((3/8 - (3/8 / 9/8)) * /9
)[1844162] ['3/8', '3/8', '5/9', '6/5', '7/9'] -> 5/9 * 6/5 / (7/9 - 3/8 - 3/8)
[1844163] ['3/8', '3/8', '5/9', '6/5', '8/3'] -> 8/3 / (5/9 * (6/5 - 3/8 / 3/8))
[1844167] ['3/8', '3/8', '5/9', '6/5', '9/2'] -> 9/2 / (3/8 / (5/9 * /5) - 3/8)
[1844168] ['3/8', '3/8', '5/9', '6/5', '9/4'] -> (9/4 / ((3/8 * /8) * 5/9) * 6/5))
[1844194] ['3/8', '3/8', '5/9', '7/2', '7/8'] -> 7/2 / ((3/8 - (3/8 * 5/9)) * /8
)[1844197] ['3/8', '3/8', '5/9', '7/2', '8/5'] -> (7/2 - 3/8) / 3/8 / 5/9 * 8/5
[1844198] ['3/8', '3/8', '5/9', '7/2', '8/7'] -> 7/2 / (3/8 - 3/8 * 5/9) * 8/7
[1844205] ['3/8', '3/8', '5/9', '7/3', '7/3'] -> (7/3 + 7/3) / (3/8 + 3/8 - 5/9)
[1844211] ['3/8', '3/8', '5/9', '7/3', '8/3'] -> 8/3 / (3/8 * 5/9 * 7/3 - 3/8)
[1844212] ['3/8', '3/8', '5/9', '7/3', '8/5'] -> (3/8 + 7/3) / (5/9 - 3/8) * 8/5
[1844213] ['3/8', '3/8', '5/9', '7/3', '8/7'] -> 8/7 / (3/8 * 5/9 - 3/8 / 7/3)
[1844220] ['3/8', '3/8', '5/9', '7/4', '7/4'] -> 7/4 / (3/8 * (7/4 - 5/9) - 3/8)
[1844225] ['3/8', '3/8', '5/9', '7/4', '8/3'] -> 7/4 / (3/8 + 3/8 - 5/9) * 8/3
[1844226] ['3/8', '3/8', '5/9', '7/4', '8/5'] -> 7/4 / (3/8 * /8 * /9) + 8/5
[1844263] ['3/8', '3/8', '5/9', '7/8', '8/7'] -> (8/7 / (3/8 * 5/9) - (3/8 / 7/8)))
[1844267] ['3/8', '3/8', '5/9', '7/8', '9/5'] -> (9/5 / (3/8 * 7/8) - (3/8 / 5/9)))
[1844271] ['3/8', '3/8', '5/9', '7/9', '8/3'] -> 8/3 / (3/8 * 7/9 - (5/9 - 3/8))
[1844274] ['3/8', '3/8', '5/9', '7/9', '8/9'] -> 8/9 / (7/9 - 5/9 / (3/8 + 3/8))
[1844275] ['3/8', '3/8', '5/9', '7/9', '9/2'] -> (9/2 / (3/8 * 3/8) * (5/9 + 7/9)))
[1844276] ['3/8', '3/8', '5/9', '7/9', '9/4'] -> 9/4 / (3/8 - 3/8 / (5/9 + 7/9))
[1844285] ['3/8', '3/8', '5/9', '8/3', '9/4'] -> 8/3 / (3/8 * /9) * (9/4 - 3/8)
[1844292] ['3/8', '3/8', '5/9', '8/5', '9/2'] -> 8/5 / (3/8 / 5/9 - 3/8) * 9/2
[1844294] ['3/8', '3/8', '5/9', '8/5', '9/5'] -> 9/5 / (3/8 / 5/9 - 3/8 * 8/5)
[1844296] ['3/8', '3/8', '5/9', '8/5', '9/8'] -> 9/8 / (3/8 / (5/9 * /5) - 3/8)
[1844297] ['3/8', '3/8', '5/9', '8/7', '8/7'] -> (8/7 / (3/8 * 5/9) - (3/8 * 8/7)))
[1844306] ['3/8', '3/8', '5/9', '8/9', '9/4'] -> (9/4 / (3/8 * (5/9 / 8/9)) - 3/8))
[1844307] ['3/8', '3/8', '5/9', '8/9', '9/5'] -> 5/9 * 9/5 / (3/8 - 3/8 * 8/9)
[1844309] ['3/8', '3/8', '5/9', '8/9', '9/8'] -> (9/8 / ((3/8 * /8) * 8/9) - 5/9))
[1844315] ['3/8', '3/8', '5/9', '9/4', '9/4'] -> 9/4 / (3/8 * 5/9 * 9/4 - 3/8)
[1844316] ['3/8', '3/8', '5/9', '9/4', '9/5'] -> 9/5 / (3/8 - 3/8 / (5/9 * /4)
)[1844321] ['3/8', '3/8', '5/9', '9/5', '9/8'] -> 5/9 * 9/5 / (3/8 - 3/8 / 9/8)
[1844336] ['3/8', '3/8', '6/5', '6/5', '8/7'] -> 6/5 / (6/5 / 8/7 - 3/8 / 3/8)
[1844337] ['3/8', '3/8', '6/5', '6/5', '8/9'] -> 6/5 / ((3/8 - (3/8 * 8/9)) * /5
)[1844340] ['3/8', '3/8', '6/5', '6/5', '9/5'] -> 9/5 / ((3/8 - (3/8 / 6/5)) * /5
)[1844342] ['3/8', '3/8', '6/5', '6/5', '9/8'] -> 6/5 / ((3/8 - (3/8 / 9/8)) * /5
)[1844343] ['3/8', '3/8', '6/5', '6/7', '6/7'] -> 6/7 / (3/8 + 3/8 - 6/7 / 6/5)
[1844346] ['3/8', '3/8', '6/5', '6/7', '7/4'] -> 6/7 / (3/8 - 3/8 / 6/5) * 7/4
[1844357] ['3/8', '3/8', '6/5', '6/7', '9/5'] -> 9/5 / (6/5 * (3/8 / 6/7 - 3/8))
[1844358] ['3/8', '3/8', '6/5', '6/7', '9/7'] -> 9/7 / ((3/8 - 3/8 / 6/5) * 6/7)
[1844361] ['3/8', '3/8', '6/5', '7/2', '7/3'] -> 7/2 / ((3/8 - (3/8 / 6/5)) * /3
)[1844393] ['3/8', '3/8', '6/5', '7/4', '7/6'] -> 7/4 / ((3/8 - (3/8 / 6/5)) * /6
)[1844408] ['3/8', '3/8', '6/5', '7/5', '7/9'] -> 7/5 / (((3/8 * 6/5) - 3/8) * /9
)[1844415] ['3/8', '3/8', '6/5', '7/5', '9/5'] -> 9/5 / (3/8 * 7/5 - 3/8 * 6/5)
[1844420] ['3/8', '3/8', '6/5', '7/6', '7/9'] -> 7/6 / ((3/8 - (3/8 / 6/5)) * /9
)[1844428] ['3/8', '3/8', '6/5', '7/6', '9/7'] -> 7/6 / (3/8 - 3/8 / 6/5) * 9/7
[1844436] ['3/8', '3/8', '6/5', '7/8', '9/2'] -> 9/2 / (7/8 - 3/8 / 6/5 - 3/8)
[1844443] ['3/8', '3/8', '6/5', '7/9', '8/5'] -> 8/5 / (3/8 / 3/8 - 6/5 * 7/9)
[1844448] ['3/8', '3/8', '6/5', '7/9', '9/5'] -> 6/5 / (((7/9 - 3/8) - 3/8) * /5
)[1844462] ['3/8', '3/8', '6/5', '8/5', '8/9'] -> 8/5 / (((3/8 * 6/5) - 3/8) * /9
)[1844464] ['3/8', '3/8', '6/5', '8/5', '9/4'] -> 9/4 / (3/8 - 3/8 * 6/5 / 8/5)
[1844467] ['3/8', '3/8', '6/5', '8/5', '9/8'] -> 8/5 / (3/8 * 6/5 - 3/8) * 9/8
[1844468] ['3/8', '3/8', '6/5', '8/7', '8/7'] -> 8/7 / (3/8 / 3/8 - 8/7 / 6/5)
[1844478] ['3/8', '3/8', '6/5', '8/9', '9/5'] -> 9/5 / (6/5 - 3/8 / (3/8 * /9)
)[1844487] ['3/8', '3/8', '6/5', '9/4', '9/5'] -> 9/4 / (3/8 * /8 * /5) * 9/5
[1844490] ['3/8', '3/8', '6/5', '9/5', '9/5'] -> (6/5 / 3/8 + 9/5) / 3/8 * 9/5
[1844499] ['3/8', '3/8', '6/7', '6/7', '7/4'] -> 6/7 * 7/4 / (3/8 / 6/7 - 3/8)
[1844508] ['3/8', '3/8', '6/7', '6/7', '9/2'] -> 9/2 / ((6/7 - 3/8) / 6/7 - 3/8)
[1844509] ['3/8', '3/8', '6/7', '6/7', '9/4'] -> 3/8 * 6/7 / (6/7 - 3/8 * 9/4)
[1844511] ['3/8', '3/8', '6/7', '6/7', '9/7'] -> 9/7 / (((3/8 / 6/7) - 3/8) * /7
)[1844514] ['3/8', '3/8', '6/7', '7/2', '7/3'] -> 7/2 / (((3/8 / 6/7) - 3/8) * /3
)[1844523] ['3/8', '3/8', '6/7', '7/2', '8/9'] -> 6/7 * 7/2 / 3/8 / 3/8 / 8/9
[1844524] ['3/8', '3/8', '6/7', '7/2', '9/2'] -> 9/2 / ((3/8 - 3/8 * 6/7) * 7/2)
[1844537] ['3/8', '3/8', '6/7', '7/3', '8/7'] -> 3/8 * 8/7 / (3/8 * 7/3 - 6/7)
[1844539] ['3/8', '3/8', '6/7', '7/3', '9/2'] -> 9/2 / (3/8 - 3/8 / (6/7 * /3)
)[1844542] ['3/8', '3/8', '6/7', '7/3', '9/7'] -> 6/7 * 7/3 / (3/8 - 3/8 / 9/7)
[1844547] ['3/8', '3/8', '6/7', '7/4', '7/8'] -> (3/8 + 3/8) / 7/4 / (7/8 - 6/7)
[1844569] ['3/8', '3/8', '6/7', '7/5', '9/7'] -> 9/7 / (3/8 * 6/7 - 3/8 / 7/5)
[1844573] ['3/8', '3/8', '6/7', '7/6', '7/9'] -> 7/6 / (((3/8 / 6/7) - 3/8) * /9
)[1844577] ['3/8', '3/8', '6/7', '7/6', '8/9'] -> 6/7 * 7/6 / (3/8 - 3/8 * 8/9)
[1844578] ['3/8', '3/8', '6/7', '7/6', '9/2'] -> 9/2 / ((6/7 - 3/8) * 7/6 - 3/8)
[1844582] ['3/8', '3/8', '6/7', '7/6', '9/8'] -> 6/7 * 7/6 / (3/8 - 3/8 / 9/8)
[1844587] ['3/8', '3/8', '6/7', '7/8', '8/7'] -> 8/7 / (7/8 / 3/8 - 6/7 / 3/8)
[1844589] ['3/8', '3/8', '6/7', '7/8', '9/2'] -> 6/7 * 7/8 / 3/8 / 3/8 * 9/2
[1844594] ['3/8', '3/8', '6/7', '7/9', '7/9'] -> 6/7 * 7/9 / (7/9 - 3/8 - 3/8)
[1844595] ['3/8', '3/8', '6/7', '7/9', '8/3'] -> 8/3 / ((3/8 / 3/8 - 6/7) * 7/9)
[1844599] ['3/8', '3/8', '6/7', '7/9', '9/2'] -> 9/2 / (3/8 / (6/7 * /9) - 3/8)
[1844600] ['3/8', '3/8', '6/7', '7/9', '9/4'] -> (9/4 / ((3/8 * /8) * 6/7) * 7/9))
[1844602] ['3/8', '3/8', '6/7', '7/9', '9/7'] -> 6/7 / (((7/9 - 3/8) - 3/8) * /7
)[1844607] ['3/8', '3/8', '6/7', '8/3', '8/9'] -> 8/3 / (6/7 - 3/8 - 3/8) - 8/9
[1844613] ['3/8', '3/8', '6/7', '8/5', '8/5'] -> 8/5 / (3/8 / 6/7 - 3/8) - 8/5
[1844622] ['3/8', '3/8', '6/7', '8/7', '8/9'] -> 8/7 / ((3/8 - (3/8 * 6/7)) * /9
)[1844628] ['3/8', '3/8', '6/7', '8/9', '8/9'] -> 8/9 / (8/9 / 6/7 - 3/8 / 3/8)
[1844632] ['3/8', '3/8', '6/7', '8/9', '9/7'] -> 9/7 / ((6/7 - 3/8) * 8/9 - 3/8)
[1844641] ['3/8', '3/8', '6/7', '9/4', '9/7'] -> 9/4 / (3/8 * /8 * /7) * 9/7
[1844646] ['3/8', '3/8', '6/7', '9/7', '9/7'] -> (9/7 + 9/7) / (6/7 - 3/8 - 3/8)
[1844653] ['3/8', '3/8', '7/2', '7/2', '7/6'] -> (7/2 / (3/8 * 7/2) - (7/6 / 3/8)))
[1844655] ['3/8', '3/8', '7/2', '7/2', '7/9'] -> (7/2 / 3/8 + 7/2 / 3/8) / 7/9
[1844659] ['3/8', '3/8', '7/2', '7/2', '8/9'] -> (7/2 / (7/2 * 3/8) - (3/8 * 8/9)))
[1844660] ['3/8', '3/8', '7/2', '7/2', '9/2'] -> (7/2 + 7/2) / (3/8 - 3/8 / 9/2)
[1844663] ['3/8', '3/8', '7/2', '7/2', '9/7'] -> (7/2 / 3/8 + 7/2 / 3/8) * 9/7
[1844664] ['3/8', '3/8', '7/2', '7/2', '9/8'] -> 7/2 / ((3/8 - (3/8 / 9/8)) * /2
)[1844668] ['3/8', '3/8', '7/2', '7/3', '7/6'] -> (7/2 / (7/3 * (3/8 * 7/6)) - 3/8))
[1844675] ['3/8', '3/8', '7/2', '7/3', '9/2'] -> 9/2 / (3/8 * 7/2 / 7/3 - 3/8)
[1844684] ['3/8', '3/8', '7/2', '7/4', '7/9'] -> (7/2 / (7/4 * 3/8) - (3/8 * 7/9)))
[1844686] ['3/8', '3/8', '7/2', '7/4', '8/5'] -> (3/8 + 7/2 + 7/4) / 3/8 * 8/5
[1844689] ['3/8', '3/8', '7/2', '7/4', '9/2'] -> 9/2 / (3/8 - 3/8 * 7/4 / 7/2)
[1844692] ['3/8', '3/8', '7/2', '7/4', '9/7'] -> (7/2 / (7/4 * 3/8) - (3/8 / 9/7)))
[1844693] ['3/8', '3/8', '7/2', '7/4', '9/8'] -> (9/8 / (3/8 * (7/4 / 7/2)) - 3/8))
[1844699] ['3/8', '3/8', '7/2', '7/5', '8/5'] -> 3/8 * 8/5 / (7/5 / 7/2 - 3/8)
[1844707] ['3/8', '3/8', '7/2', '7/6', '7/6'] -> (7/2 / 3/8 + 7/6) / 3/8 / 7/6
[1844712] ['3/8', '3/8', '7/2', '7/6', '8/7'] -> 7/2 / (7/6 - 3/8 / 3/8) * 8/7
[1844713] ['3/8', '3/8', '7/2', '7/6', '8/9'] -> 7/2 / (((3/8 * /8) * /6) * /9
)[1844714] ['3/8', '3/8', '7/2', '7/6', '9/2'] -> 9/2 / (7/2 * (3/8 - 3/8 / 7/6))
[1844726] ['3/8', '3/8', '7/2', '7/8', '9/4'] -> (7/2 + 7/8 - 3/8) / 3/8 * 9/4
[1844727] ['3/8', '3/8', '7/2', '7/8', '9/5'] -> (7/2 / (7/8 * 3/8) - (3/8 / 9/5)))
[1844729] ['3/8', '3/8', '7/2', '7/8', '9/8'] -> (9/8 / (3/8 * 3/8) - (7/8 / 7/2)))
[1844735] ['3/8', '3/8', '7/2', '7/9', '9/2'] -> 7/2 / (3/8 * /9) + 9/2 / 3/8
[1844740] ['3/8', '3/8', '7/2', '8/3', '8/3'] -> (3/8 / 3/8 + 7/2) * (8/3 + 8/3)
[1844744] ['3/8', '3/8', '7/2', '8/3', '9/2'] -> 7/2 / 3/8 + 8/3 + 9/2 / 3/8
[1844746] ['3/8', '3/8', '7/2', '8/3', '9/5'] -> 9/5 / (3/8 / (7/2 - 8/3) - 3/8)
[1844751] ['3/8', '3/8', '7/2', '8/5', '8/9'] -> 7/2 / (3/8 - 3/8 / 8/5) - 8/9
[1844754] ['3/8', '3/8', '7/2', '8/5', '9/5'] -> (7/2 - 3/8) * 8/5 / 3/8 * 9/5
[1844770] ['3/8', '3/8', '7/2', '9/2', '9/2'] -> 9/2 / (3/8 * /8) - 7/2 - 9/2
[1844775] ['3/8', '3/8', '7/2', '9/4', '9/4'] -> 9/4 / (3/8 * (7/2 - 9/4) - 3/8)
[1844778] ['3/8', '3/8', '7/2', '9/4', '9/8'] -> 7/2 * 9/4 / 3/8 + 9/8 / 3/8
[1844784] ['3/8', '3/8', '7/2', '9/8', '9/8'] -> 9/8 / (3/8 * (7/2 - 3/8) - 9/8)
[1844790] ['3/8', '3/8', '7/3', '7/3', '7/9'] -> (7/3 / (3/8 * 7/3) - (7/9 / 3/8)))
[1844794] ['3/8', '3/8', '7/3', '7/3', '8/9'] -> (7/3 / (7/3 * 3/8) - (3/8 * 8/9)))
[1844799] ['3/8', '3/8', '7/3', '7/3', '9/8'] -> 7/3 / ((3/8 - (3/8 / 9/8)) * /3
)[1844804] ['3/8', '3/8', '7/3', '7/4', '7/9'] -> (7/3 + 7/4 / 3/8) / 3/8 / 7/9
[1844810] ['3/8', '3/8', '7/3', '7/4', '9/4'] -> 9/4 / (3/8 - 3/8 * 7/4 / 7/3)
[1844819] ['3/8', '3/8', '7/3', '7/5', '8/5'] -> 8/5 / (3/8 / 3/8 + 7/5 - 7/3)
[1844829] ['3/8', '3/8', '7/3', '7/6', '7/9'] -> (7/3 / (7/6 * 3/8) - (3/8 * 7/9)))
[1844833] ['3/8', '3/8', '7/3', '7/6', '8/9'] -> (7/3 + 7/6) / 3/8 / 3/8 - 8/9
[1844834] ['3/8', '3/8', '7/3', '7/6', '9/2'] -> 9/2 / (3/8 - 3/8 * 7/6 / 7/3)
[1844838] ['3/8', '3/8', '7/3', '7/6', '9/8'] -> (9/8 / (3/8 * (7/6 / 7/3)) - 3/8))
[1844844] ['3/8', '3/8', '7/3', '7/8', '8/9'] -> (7/3 / (7/8 * (3/8 / 3/8)) - 8/9))
[1844845] ['3/8', '3/8', '7/3', '7/8', '9/2'] -> 9/2 / ((3/8 - 3/8 / 7/3) * 7/8)
[1844850] ['3/8', '3/8', '7/3', '7/9', '7/9'] -> (7/3 / 3/8 + 7/9) / 3/8 / 7/9
[1844854] ['3/8', '3/8', '7/3', '7/9', '8/9'] -> 7/3 / (((3/8 * /8) * /9) * /9
)[1844858] ['3/8', '3/8', '7/3', '7/9', '9/7'] -> (7/3 / 3/8 + 7/9) / 3/8 * 9/7
[1844860] ['3/8', '3/8', '7/3', '8/3', '8/3'] -> 3/8 * 8/3 / (3/8 + 7/3 - 8/3)
[1844866] ['3/8', '3/8', '7/3', '8/3', '9/5'] -> (7/3 / 3/8 + 8/3 / 3/8) * 9/5
[1844867] ['3/8', '3/8', '7/3', '8/3', '9/7'] -> 9/7 / (3/8 * 8/3 / 7/3 - 3/8)
[1844872] ['3/8', '3/8', '7/3', '8/5', '9/2'] -> (3/8 / 3/8 + 7/3) * 8/5 * 9/2
[1844879] ['3/8', '3/8', '7/3', '8/7', '9/2'] -> 8/7 / (3/8 - 3/8 / 7/3) * 9/2
[1844884] ['3/8', '3/8', '7/3', '8/9', '8/9'] -> 3/8 * 8/9 / (8/9 - 3/8 * 7/3)
[1844885] ['3/8', '3/8', '7/3', '8/9', '9/2'] -> (7/3 - 3/8 * 8/9) / 3/8 * 9/2
[1844888] ['3/8', '3/8', '7/3', '8/9', '9/7'] -> 7/3 / (3/8 * /8 * /9) * 9/7
[1844889] ['3/8', '3/8', '7/3', '8/9', '9/8'] -> 3/8 / ((8/9 - (3/8 * 7/3)) * /8
)[1844891] ['3/8', '3/8', '7/3', '9/2', '9/4'] -> ((3/8 + 9/2) / 3/8 - 7/3) * 9/4
[1844893] ['3/8', '3/8', '7/3', '9/2', '9/7'] -> 7/3 * 9/2 * (3/8 / 3/8 + 9/7)
[1844894] ['3/8', '3/8', '7/3', '9/2', '9/8'] -> (7/3 * 9/2 - 3/8) / 3/8 / 9/8
[1844899] ['3/8', '3/8', '7/3', '9/5', '9/5'] -> (9/5 / ((3/8 * /8) * 7/3) - 9/5))
[1844918] ['3/8', '3/8', '7/4', '7/4', '9/8'] -> 7/4 / ((3/8 - (3/8 / 9/8)) * /4
)[1844927] ['3/8', '3/8', '7/4', '7/5', '9/2'] -> 9/2 / (7/4 * (3/8 - 3/8 / 7/5))
[1844928] ['3/8', '3/8', '7/4', '7/5', '9/4'] -> 9/4 / (3/8 * 7/4 / 7/5 - 3/8)
[1844929] ['3/8', '3/8', '7/4', '7/5', '9/5'] -> 9/5 / (3/8 - 3/8 * 7/5 / 7/4)
[1844930] ['3/8', '3/8', '7/4', '7/5', '9/7'] -> 9/7 / (3/8 / 7/5 - 3/8 / 7/4)
