[1570497] ['2/9', '3/7', '3/7', '3/8', '8/7'] -> (3/7 + 8/7) / (3/7 * (3/8 - 2/9))
[1624374] ['3/2', '3/4', '3/4', '6/7', '7/9'] -> 3/2 / (6/7 - 3/4) / 3/4 / 7/9
[1624377] ['3/2', '3/4', '3/4', '6/7', '8/7'] -> (3/2 + 3/4) * 8/7 / (6/7 - 3/4)
[1624406] ['3/2', '3/4', '3/4', '7/3', '8/3'] -> 3/4 * 8/3 / (7/3 - 3/2 - 3/4)
[1624422] ['3/2', '3/4', '3/4', '7/4', '8/7'] -> 3/4 / (8/7 - 3/2 * 3/4) / 7/4
[1624429] ['3/2', '3/4', '3/4', '7/5', '7/5'] -> (3/4 / 3/4 + 7/5) / (3/2 - 7/5)
[1624439] ['3/2', '3/4', '3/4', '7/5', '9/5'] -> 9/5 / (3/2 * 3/4 - 3/4 * 7/5)
[1624440] ['3/2', '3/4', '3/4', '7/5', '9/7'] -> 9/7 / (3/2 * 3/4 / 7/5 - 3/4)
[1624445] ['3/2', '3/4', '3/4', '7/6', '8/3'] -> 3/2 * 8/3 / (7/6 - 3/4 / 3/4)
[1624454] ['3/2', '3/4', '3/4', '7/8', '7/8'] -> 3/4 / (3/4 * 7/8 + 7/8 - 3/2)
[1624456] ['3/2', '3/4', '3/4', '7/8', '8/3'] -> 3/2 * 3/4 * 8/3 / (7/8 - 3/4)
[1624481] ['3/2', '3/4', '3/4', '8/3', '9/5'] -> 3/4 * 8/3 / (3/2 / 9/5 - 3/4)
[1624482] ['3/2', '3/4', '3/4', '8/3', '9/7'] -> 3/2 * 8/3 / (3/4 - 3/4 / 9/7)
[1624483] ['3/2', '3/4', '3/4', '8/3', '9/8'] -> 3/4 / 3/4 / (8/3 - 3/2 - 9/8)
[1624487] ['3/2', '3/4', '3/4', '8/5', '9/2'] -> 3/2 * 9/2 / (3/4 - 3/4 / 8/5)
[1624489] ['3/2', '3/4', '3/4', '8/5', '9/5'] -> 9/5 / (3/4 * 8/5 - 3/2 * 3/4)
[1624491] ['3/2', '3/4', '3/4', '8/5', '9/8'] -> 9/8 / (3/4 - 3/2 * 3/4 / 8/5)
[1624514] ['3/2', '3/4', '3/4', '9/5', '9/5'] -> 9/5 / (3/2 * 3/4 + 3/4 - 9/5)
[1624517] ['3/2', '3/4', '3/4', '9/7', '9/7'] -> 9/7 / (3/2 * (9/7 - 3/4) - 3/4)
[1624518] ['3/2', '3/4', '3/4', '9/7', '9/8'] -> 3/4 / (3/2 / 9/7 - 9/8) / 3/4
[1624522] ['3/2', '3/4', '3/5', '3/5', '3/8'] -> 3/5 / (3/5 / 3/2 + 3/8 - 3/4)
[1624529] ['3/2', '3/4', '3/5', '3/5', '5/4'] -> 3/5 / (3/4 * 5/4 / 3/2 - 3/5)
[1624530] ['3/2', '3/4', '3/5', '3/5', '5/6'] -> 3/5 / ((3/2 - 3/4) * 5/6 - 3/5)
[1624536] ['3/2', '3/4', '3/5', '3/5', '7/2'] -> (3/2 + 3/5 * 7/2) / (3/4 - 3/5)
[1624538] ['3/2', '3/4', '3/5', '3/5', '7/4'] -> 3/5 / (7/4 - 3/2 * 3/4 - 3/5)
[1624540] ['3/2', '3/4', '3/5', '3/5', '7/6'] -> 3/5 / 3/5 / (7/6 - 3/2 * 3/4)
[1624550] ['3/2', '3/4', '3/5', '3/5', '9/7'] -> 3/5 / 3/2 / (3/5 - 3/4 / 9/7)
[1624556] ['3/2', '3/4', '3/5', '3/7', '4/7'] -> 3/2 * 4/7 / (3/4 - 3/7 / 3/5)
[1624566] ['3/2', '3/4', '3/5', '3/7', '6/7'] -> 6/7 / (3/2 - 3/7 / 3/5 - 3/4)
[1624569] ['3/2', '3/4', '3/5', '3/7', '7/4'] -> 3/2 / (3/4 - 3/7 / 3/5) / 7/4
[1624579] ['3/2', '3/4', '3/5', '3/7', '9/4'] -> 3/4 / (3/7 - 3/5 / 3/2) - 9/4
[1624580] ['3/2', '3/4', '3/5', '3/7', '9/5'] -> 9/5 / (3/4 * (3/2 - 3/5 / 3/7))
[1624581] ['3/2', '3/4', '3/5', '3/7', '9/7'] -> 9/7 / 3/2 / (3/4 - 3/7 / 3/5)
[1624583] ['3/2', '3/4', '3/5', '3/8', '3/8'] -> 3/5 / (3/4 / (3/2 + 3/8) - 3/8)
[1624585] ['3/2', '3/4', '3/5', '3/8', '4/5'] -> 3/4 * 4/5 / (3/5 / 3/2 - 3/8)
[1624590] ['3/2', '3/4', '3/5', '3/8', '5/4'] -> 3/4 / (3/5 / 3/2 - 3/8) / 5/4
[1624593] ['3/2', '3/4', '3/5', '3/8', '5/8'] -> 3/2 / (3/5 - 3/8 / 3/4) / 5/8
[1624604] ['3/2', '3/4', '3/5', '3/8', '8/3'] -> 3/2 / (3/4 - 3/5) / 3/8 - 8/3
[1624609] ['3/2', '3/4', '3/5', '3/8', '9/4'] -> 9/4 / ((3/2 - 3/4 / 3/5) * 3/8)
[1624613] ['3/2', '3/4', '3/5', '4/3', '4/3'] -> 3/2 * 4/3 / (4/3 - 3/4 / 3/5)
[1624614] ['3/2', '3/4', '3/5', '4/3', '4/5'] -> 3/2 * 4/5 / (3/5 * 4/3 - 3/4)
[1624618] ['3/2', '3/4', '3/5', '4/3', '5/3'] -> 3/2 / (3/5 - 3/4 / 4/3) / 5/3
[1624619] ['3/2', '3/4', '3/5', '4/3', '5/4'] -> 3/2 / (3/5 * 4/3 - 3/4) / 5/4
[1624637] ['3/2', '3/4', '3/5', '4/3', '9/2'] -> 4/3 / (3/2 - 3/4 / 3/5) * 9/2
[1624643] ['3/2', '3/4', '3/5', '4/5', '4/7'] -> (3/2 + 3/5) / (4/5 - 3/4) * 4/7
[1624648] ['3/2', '3/4', '3/5', '4/5', '5/6'] -> 3/2 * 4/5 / 3/5 / (5/6 - 3/4)
[1624656] ['3/2', '3/4', '3/5', '4/5', '7/4'] -> (3/2 + 3/5) / (4/5 - 3/4) / 7/4
[1624661] ['3/2', '3/4', '3/5', '4/5', '8/3'] -> 8/3 / (4/5 / 3/2 / 3/4 - 3/5)
[1624679] ['3/2', '3/4', '3/5', '4/7', '6/5'] -> 6/5 / (3/4 - 3/5 / 3/2 / 4/7)
[1624694] ['3/2', '3/4', '3/5', '4/7', '9/5'] -> 9/5 / (3/2 * 3/4 - 3/5 / 4/7)
[1624714] ['3/2', '3/4', '3/5', '4/9', '8/3'] -> 8/3 / ((3/2 - 3/4 / 3/5) * 4/9)
[1624739] ['3/2', '3/4', '3/5', '5/2', '8/3'] -> (3/2 + 5/2) / (3/4 - 3/5) - 8/3
[1624759] ['3/2', '3/4', '3/5', '5/3', '7/5'] -> 7/5 / (3/2 * 3/4 + 3/5 - 5/3)
[1624773] ['3/2', '3/4', '3/5', '5/4', '5/6'] -> 3/2 / 3/5 / 5/4 / (5/6 - 3/4)
[1624775] ['3/2', '3/4', '3/5', '5/4', '5/8'] -> 3/2 / (3/4 + 3/5 - 5/4) / 5/8
[1624787] ['3/2', '3/4', '3/5', '5/4', '8/5'] -> 3/2 * 8/5 / (3/4 + 3/5 - 5/4)
[1624792] ['3/2', '3/4', '3/5', '5/4', '9/5'] -> 9/5 / 3/5 / (5/4 - 3/2 * 3/4)
[1624795] ['3/2', '3/4', '3/5', '5/6', '5/6'] -> (3/2 + 3/5 * 5/6) / (5/6 - 3/4)
[1624809] ['3/2', '3/4', '3/5', '5/6', '8/5'] -> 8/5 / ((3/4 + 3/5) / 3/2 - 5/6)
[1624835] ['3/2', '3/4', '3/5', '5/7', '9/5'] -> 9/5 / ((3/2 + 3/5) * (3/4 - 5/7))
[1624842] ['3/2', '3/4', '3/5', '5/8', '7/2'] -> (3/2 + 7/2) / ((3/4 - 5/8) / 3/5)
[1624849] ['3/2', '3/4', '3/5', '5/8', '8/3'] -> 8/3 / (3/2 - 5/8 / 3/4 / 3/5)
[1624882] ['3/2', '3/4', '3/5', '6/5', '7/5'] -> (3/5 + 6/5) / 3/4 / (3/2 - 7/5)
[1624884] ['3/2', '3/4', '3/5', '6/5', '7/8'] -> 3/2 * 6/5 / 3/5 / (7/8 - 3/4)
[1624895] ['3/2', '3/4', '3/5', '6/7', '6/7'] -> 6/7 / (3/2 * 6/7 - 3/4 / 3/5)
[1624910] ['3/2', '3/4', '3/5', '6/7', '9/7'] -> 9/7 / (3/4 * (3/2 - 6/7 / 3/5))
[1624923] ['3/2', '3/4', '3/5', '7/2', '9/2'] -> (7/2 / 3/5 - 3/4 / 3/2) * 9/2
[1624940] ['3/2', '3/4', '3/5', '7/3', '9/5'] -> 9/5 / (3/4 * (3/2 - 3/5 * 7/3))
[1624949] ['3/2', '3/4', '3/5', '7/4', '8/5'] -> 8/5 / ((7/4 - 3/4) / 3/2 - 3/5)
[1624954] ['3/2', '3/4', '3/5', '7/4', '9/5'] -> 9/5 / (3/2 * 3/4 - 3/5 * 7/4)
[1624967] ['3/2', '3/4', '3/5', '7/5', '9/5'] -> 9/5 / 3/2 / (7/5 - 3/4 - 3/5)
[1624974] ['3/2', '3/4', '3/5', '7/6', '8/5'] -> 8/5 / (7/6 - 3/4 / 3/2 - 3/5)
[1624984] ['3/2', '3/4', '3/5', '7/8', '8/3'] -> 3/2 / (3/4 * 7/8 - 3/5) - 8/3
[1625004] ['3/2', '3/4', '3/5', '8/3', '8/5'] -> 8/5 / (8/3 - 3/2 / 3/4 - 3/5)
[1625007] ['3/2', '3/4', '3/5', '8/3', '9/2'] -> 9/2 / (3/2 / 3/5 / 8/3 - 3/4)
[1625008] ['3/2', '3/4', '3/5', '8/3', '9/4'] -> 8/3 / (3/2 - 3/4 / 3/5) * 9/4
[1625009] ['3/2', '3/4', '3/5', '8/3', '9/5'] -> 9/5 / (3/4 * (3/5 * 8/3 - 3/2))
[1625012] ['3/2', '3/4', '3/5', '8/5', '8/5'] -> (3/5 / 3/4 + 8/5) / (8/5 - 3/2)
[1625029] ['3/2', '3/4', '3/5', '8/9', '9/4'] -> 9/4 / (3/2 - 3/4 / 3/5 / 8/9)
[1625030] ['3/2', '3/4', '3/5', '8/9', '9/5'] -> 9/5 / (3/2 - 3/5 / 8/9 - 3/4)
[1625035] ['3/2', '3/4', '3/5', '9/2', '9/5'] -> (3/2 + 9/2) / 3/4 / 3/5 * 9/5
[1625037] ['3/2', '3/4', '3/5', '9/2', '9/8'] -> (3/2 + 9/2 / 3/5) / (9/8 - 3/4)
[1625045] ['3/2', '3/4', '3/5', '9/7', '9/7'] -> 9/7 / 3/2 / (9/7 - 3/4 / 3/5)
[1625049] ['3/2', '3/4', '3/7', '3/7', '3/8'] -> 3/7 / (3/7 / 3/8 - 3/2 * 3/4)
[1625053] ['3/2', '3/4', '3/7', '3/7', '4/9'] -> 3/7 / 3/2 / 3/4 / (4/9 - 3/7)
[1625058] ['3/2', '3/4', '3/7', '3/7', '5/7'] -> (3/7 + 3/7) / (3/2 - 3/4 - 5/7)
[1625065] ['3/2', '3/4', '3/7', '3/7', '7/4'] -> 3/7 / (3/2 * (3/4 + 3/7) - 7/4)
[1625069] ['3/2', '3/4', '3/7', '3/7', '7/9'] -> 3/7 / 3/2 / 3/7 / (7/9 - 3/4)
[1625072] ['3/2', '3/4', '3/7', '3/7', '8/7'] -> 8/7 / (3/7 - 3/7 / 3/2 / 3/4)
[1625074] ['3/2', '3/4', '3/7', '3/7', '9/2'] -> (3/2 + 9/2) / (3/7 / 3/7 - 3/4)
[1625076] ['3/2', '3/4', '3/7', '3/7', '9/5'] -> 3/7 / 3/2 / (3/7 - 3/4 / 9/5)
[1625078] ['3/2', '3/4', '3/7', '3/7', '9/8'] -> 3/7 / (3/4 / 3/2 - 3/7 * 9/8)
[1625093] ['3/2', '3/4', '3/7', '3/8', '7/2'] -> (3/2 + 3/7) / 3/4 / 3/8 * 7/2
[1625095] ['3/2', '3/4', '3/7', '3/8', '7/4'] -> (3/2 + 3/4) / (3/7 - 3/8) / 7/4
[1625105] ['3/2', '3/4', '3/7', '3/8', '9/4'] -> 9/4 / ((3/4 / 3/7 - 3/2) * 3/8)
[1625128] ['3/2', '3/4', '3/7', '4/3', '7/9'] -> 4/3 / (3/4 / 3/2 - 3/7) / 7/9
[1625149] ['3/2', '3/4', '3/7', '4/5', '6/7'] -> 6/7 / (3/7 / 4/5 - 3/4 / 3/2)
[1625176] ['3/2', '3/4', '3/7', '4/7', '6/7'] -> 6/7 / 3/4 / (3/7 - 4/7 / 3/2)
[1625191] ['3/2', '3/4', '3/7', '4/7', '9/7'] -> 9/7 / 3/4 / (3/2 * 3/7 - 4/7)
[1625198] ['3/2', '3/4', '3/7', '4/9', '5/7'] -> 5/7 / (3/2 * (3/4 - 4/9) - 3/7)
[1625210] ['3/2', '3/4', '3/7', '4/9', '8/3'] -> 8/3 / ((3/4 / 3/7 - 3/2) * 4/9)
[1625227] ['3/2', '3/4', '3/7', '5/2', '6/7'] -> 6/7 / (3/4 - 3/7 * 5/2 / 3/2)
[1625239] ['3/2', '3/4', '3/7', '5/2', '9/2'] -> (5/2 / 3/7 - 3/4 / 3/2) * 9/2
[1625251] ['3/2', '3/4', '3/7', '5/3', '6/7'] -> 6/7 / (3/2 - 3/7 * 5/3 - 3/4)
[1625254] ['3/2', '3/4', '3/7', '5/3', '7/4'] -> 3/2 / (3/4 - 3/7 * 5/3) / 7/4
[1625280] ['3/2', '3/4', '3/7', '5/4', '7/8'] -> 3/2 / (5/4 - 3/4 - 3/7) / 7/8
[1625284] ['3/2', '3/4', '3/7', '5/4', '8/7'] -> 3/2 * 8/7 / (5/4 - 3/4 - 3/7)
[1625295] ['3/2', '3/4', '3/7', '5/6', '6/5'] -> 6/5 / (3/2 / 5/6 - 3/4 / 3/7)
[1625299] ['3/2', '3/4', '3/7', '5/6', '7/4'] -> 3/2 / (5/6 - 3/4) / 3/7 / 7/4
[1625306] ['3/2', '3/4', '3/7', '5/6', '8/7'] -> 8/7 / (5/6 - (3/4 + 3/7) / 3/2)
[1625311] ['3/2', '3/4', '3/7', '5/6', '9/7'] -> 9/7 / (3/2 * 3/7 * (5/6 - 3/4))
[1625317] ['3/2', '3/4', '3/7', '5/7', '6/7'] -> 6/7 / (3/4 * (5/7 / 3/2 - 3/7))
[1625325] ['3/2', '3/4', '3/7', '5/7', '8/3'] -> 8/3 / (3/7 - 5/7 / (3/2 + 3/4))
[1625330] ['3/2', '3/4', '3/7', '5/7', '9/4'] -> (3/2 + 3/7) / (3/4 - 5/7) / 9/4
[1625332] ['3/2', '3/4', '3/7', '5/7', '9/7'] -> 9/7 / (3/4 * (5/7 - 3/2 * 3/7))
[1625340] ['3/2', '3/4', '3/7', '5/8', '7/4'] -> 3/4 / (3/2 * 3/7 - 5/8) / 7/4
[1625347] ['3/2', '3/4', '3/7', '5/8', '8/7'] -> 8/7 / (3/4 - (3/7 + 5/8) / 3/2)
[1625351] ['3/2', '3/4', '3/7', '5/8', '9/5'] -> 9/5 / (3/4 / (3/2 - 3/7) - 5/8)
[1625356] ['3/2', '3/4', '3/7', '5/9', '6/7'] -> 6/7 / (3/7 * (3/2 * 5/9 - 3/4))
[1625397] ['3/2', '3/4', '3/7', '6/7', '7/8'] -> 3/2 * 6/7 / 3/7 / (7/8 - 3/4)
[1625404] ['3/2', '3/4', '3/7', '6/7', '9/4'] -> 6/7 / 3/7 / (3/4 - 3/2 / 9/4)
[1625415] ['3/2', '3/4', '3/7', '7/2', '8/3'] -> (3/2 + 3/7) * 7/2 / 3/4 * 8/3
[1625437] ['3/2', '3/4', '3/7', '7/3', '9/7'] -> 9/7 / (3/2 * 3/4 / 7/3 - 3/7)
[1625448] ['3/2', '3/4', '3/7', '7/4', '9/2'] -> 9/2 / ((3/4 - 3/2 * 3/7) * 7/4)
[1625481] ['3/2', '3/4', '3/7', '7/8', '8/5'] -> 8/5 / (7/8 / (3/2 - 3/7) - 3/4)
[1625485] ['3/2', '3/4', '3/7', '7/8', '9/4'] -> 9/4 / ((3/4 - 3/2 * 3/7) * 7/8)
[1625497] ['3/2', '3/4', '3/7', '7/9', '9/7'] -> 9/7 / ((3/2 + 3/7) * (7/9 - 3/4))
[1625502] ['3/2', '3/4', '3/7', '8/3', '8/9'] -> 8/3 / (3/4 - 3/2 * 3/7) - 8/9
[1625504] ['3/2', '3/4', '3/7', '8/3', '9/4'] -> 8/3 / (3/4 / 3/7 - 3/2) * 9/4
[1625516] ['3/2', '3/4', '3/7', '8/7', '8/7'] -> 8/7 / ((3/2 - 8/7) / 3/4 - 3/7)
[1625519] ['3/2', '3/4', '3/7', '8/7', '9/4'] -> 8/7 / (3/4 - 3/2 * 3/7) * 9/4
[1625538] ['3/2', '3/4', '3/7', '9/5', '9/5'] -> 9/5 / 3/2 / (9/5 - 3/4 / 3/7)
[1625541] ['3/2', '3/4', '3/7', '9/7', '9/7'] -> (9/7 + 9/7) / (3/4 - 3/2 * 3/7)
[1625547] ['3/2', '3/4', '3/8', '3/8', '4/7'] -> (3/4 + 3/2 / 4/7) / (3/8 * 3/8)
[1625548] ['3/2', '3/4', '3/8', '3/8', '4/9'] -> 3/2 / (3/4 - 3/8) / 3/8 / 4/9
[1625549] ['3/2', '3/4', '3/8', '3/8', '5/2'] -> (3/2 + 3/4 * 5/2) / 3/8 / 3/8
[1625552] ['3/2', '3/4', '3/8', '3/8', '5/6'] -> 3/2 / (3/8 + 3/8) / (5/6 - 3/4)
[1625560] ['3/2', '3/4', '3/8', '3/8', '7/4'] -> (3/4 + 3/2 * 7/4) / 3/8 / 3/8
[1625562] ['3/2', '3/4', '3/8', '3/8', '7/6'] -> 3/8 / (7/6 - 3/2 * 3/4) / 3/8
[1625564] ['3/2', '3/4', '3/8', '3/8', '7/9'] -> 3/8 / 3/2 / 3/8 / (7/9 - 3/4)
[1625574] ['3/2', '3/4', '3/8', '4/3', '4/3'] -> 4/3 / ((4/3 - 3/4) / 3/8 - 3/2)
[1625577] ['3/2', '3/4', '3/8', '4/3', '4/9'] -> 4/3 / (3/4 / 3/2 - 3/8) / 4/9
[1625578] ['3/2', '3/4', '3/8', '4/3', '5/2'] -> 5/2 / (3/8 * (4/3 / 3/4 - 3/2))
[1625580] ['3/2', '3/4', '3/8', '4/3', '5/4'] -> 5/4 / (3/8 * (4/3 / 3/2 - 3/4))
[1625581] ['3/2', '3/4', '3/8', '4/3', '5/6'] -> (3/2 + 3/8 * 4/3) / (5/6 - 3/4)
[1625583] ['3/2', '3/4', '3/8', '4/3', '5/8'] -> 3/2 / 3/8 / 4/3 / (3/4 - 5/8)
[1625588] ['3/2', '3/4', '3/8', '4/3', '7/3'] -> 7/3 / (3/2 + 3/8 - 4/3 / 3/4)
[1625589] ['3/2', '3/4', '3/8', '4/3', '7/4'] -> 7/4 / (3/4 * (3/2 + 3/8) - 4/3)
[1625602] ['3/2', '3/4', '3/8', '4/3', '9/8'] -> 9/8 / 3/4 / (3/8 * (3/2 - 4/3))
[1625618] ['3/2', '3/4', '3/8', '4/5', '7/5'] -> 7/5 / (3/2 - 4/5 / 3/4 - 3/8)
[1625623] ['3/2', '3/4', '3/8', '4/5', '8/5'] -> 8/5 / ((3/8 + 4/5) / 3/4 - 3/2)
[1625630] ['3/2', '3/4', '3/8', '4/5', '9/8'] -> 9/8 / (3/4 - 3/2 * 3/8 / 4/5)
[1625631] ['3/2', '3/4', '3/8', '4/7', '4/7'] -> 4/7 / (4/7 / (3/4 - 3/8) - 3/2)
[1625641] ['3/2', '3/4', '3/8', '4/7', '6/7'] -> 3/2 / (3/4 * 4/7 - 3/8) * 6/7
[1625646] ['3/2', '3/4', '3/8', '4/7', '7/6'] -> 3/2 / (3/4 * 4/7 - 3/8) / 7/6
[1625647] ['3/2', '3/4', '3/8', '4/7', '7/8'] -> 3/2 / (4/7 - 3/8 / 3/4) / 7/8
[1625649] ['3/2', '3/4', '3/8', '4/7', '8/3'] -> (3/4 + 3/2 / 4/7) / 3/8 * 8/3
[1625651] ['3/2', '3/4', '3/8', '4/7', '8/7'] -> 3/2 / (4/7 - 3/8 / 3/4) * 8/7
[1625653] ['3/2', '3/4', '3/8', '4/7', '9/2'] -> 9/2 / (3/4 / 4/7 - (3/2 - 3/8))
[1625654] ['3/2', '3/4', '3/8', '4/7', '9/4'] -> 9/4 / (3/2 - 3/8 / 4/7 - 3/4)
[1625656] ['3/2', '3/4', '3/8', '4/7', '9/7'] -> 9/7 / ((3/2 - 3/4) * 4/7 - 3/8)
[1625659] ['3/2', '3/4', '3/8', '4/9', '5/2'] -> 5/2 / (3/2 * (3/8 + 4/9 - 3/4))
[1625660] ['3/2', '3/4', '3/8', '4/9', '5/3'] -> 5/3 / (3/4 + 3/8 + 4/9 - 3/2)
[1625662] ['3/2', '3/4', '3/8', '4/9', '5/6'] -> 3/2 / (4/9 - 3/8) / 3/4 * 5/6
[1625666] ['3/2', '3/4', '3/8', '4/9', '6/5'] -> 3/2 / (4/9 - 3/8) / 3/4 / 6/5
[1625668] ['3/2', '3/4', '3/8', '4/9', '7/2'] -> 7/2 / (3/4 * (4/9 - 3/8 / 3/2))
[1625678] ['3/2', '3/4', '3/8', '4/9', '8/9'] -> 3/2 / (3/8 / 3/4 - 4/9) * 8/9
[1625680] ['3/2', '3/4', '3/8', '4/9', '9/4'] -> 9/4 / (3/4 + 3/8 / 4/9 - 3/2)
[1625683] ['3/2', '3/4', '3/8', '4/9', '9/8'] -> 3/2 / (3/8 / 3/4 - 4/9) / 9/8
[1625689] ['3/2', '3/4', '3/8', '5/2', '5/8'] -> (3/2 + 3/4) * 5/2 / 3/8 / 5/8
[1625697] ['3/2', '3/4', '3/8', '5/2', '7/6'] -> 3/2 * 5/2 / 3/8 / (7/6 - 3/4)
[1625700] ['3/2', '3/4', '3/8', '5/2', '8/3'] -> (3/2 + 3/4 * 5/2) / 3/8 * 8/3
[1625701] ['3/2', '3/4', '3/8', '5/2', '8/5'] -> (3/2 + 3/4) * 5/2 / 3/8 * 8/5
[1625711] ['3/2', '3/4', '3/8', '5/3', '5/6'] -> 3/2 / (3/4 / 5/3 - 3/8) / 5/6
[1625714] ['3/2', '3/4', '3/8', '5/3', '5/9'] -> 5/3 / (3/4 / 3/2 - 3/8) / 5/9
[1625715] ['3/2', '3/4', '3/8', '5/3', '6/5'] -> 3/2 / (3/4 / 5/3 - 3/8) * 6/5
[1625724] ['3/2', '3/4', '3/8', '5/3', '8/3'] -> 8/3 / ((5/3 - 3/8) / 3/2 - 3/4)
[1625732] ['3/2', '3/4', '3/8', '5/3', '9/8'] -> 9/8 / 3/4 / (3/8 * (5/3 - 3/2))
[1625753] ['3/2', '3/4', '3/8', '5/4', '9/5'] -> 9/5 / (3/2 / 5/4 - 3/4 - 3/8)
[1625760] ['3/2', '3/4', '3/8', '5/6', '6/5'] -> 6/5 / (3/4 / 3/2 - 3/8 / 5/6)
[1625762] ['3/2', '3/4', '3/8', '5/6', '7/2'] -> 7/2 / (3/8 * (3/2 - 5/6 / 3/4))
[1625764] ['3/2', '3/4', '3/8', '5/6', '7/4'] -> 7/4 / (3/8 * (3/4 - 5/6 / 3/2))
[1625769] ['3/2', '3/4', '3/8', '5/6', '8/3'] -> 8/3 / ((3/8 + 5/6) / 3/4 - 3/2)
[1625775] ['3/2', '3/4', '3/8', '5/6', '9/5'] -> 9/5 / (3/4 - 3/2 * 3/8 / 5/6)
[1625776] ['3/2', '3/4', '3/8', '5/6', '9/7'] -> 9/7 / (3/8 - 3/4 / (3/2 + 5/6))
[1625777] ['3/2', '3/4', '3/8', '5/6', '9/8'] -> 9/8 / 3/2 / (3/8 * (5/6 - 3/4))
[1625790] ['3/2', '3/4', '3/8', '5/7', '8/3'] -> (3/8 / (3/4 - 5/7) - 3/2) * 8/3
[1625799] ['3/2', '3/4', '3/8', '5/8', '5/8'] -> (3/2 + 3/8) / (3/4 - 5/8) / 5/8
[1625804] ['3/2', '3/4', '3/8', '5/8', '7/3'] -> 7/3 / (3/8 - 5/8 / (3/2 + 3/4))
[1625808] ['3/2', '3/4', '3/8', '5/8', '7/8'] -> (3/2 + 3/8) / 5/8 / (7/8 - 3/4)
[1625811] ['3/2', '3/4', '3/8', '5/8', '8/5'] -> (3/2 + 3/8) / (3/4 - 5/8) * 8/5
[1625816] ['3/2', '3/4', '3/8', '5/8', '9/5'] -> 9/5 / (3/4 / 5/8 - (3/2 - 3/8))
[1625820] ['3/2', '3/4', '3/8', '5/9', '6/5'] -> 3/2 / (3/4 - 3/8 / 5/9) * 6/5
[1625821] ['3/2', '3/4', '3/8', '5/9', '6/7'] -> 3/2 / (3/4 - 5/9) / 3/8 / 6/7
[1625822] ['3/2', '3/4', '3/8', '5/9', '7/2'] -> 7/2 / (3/2 * 3/8 - 3/4 * 5/9)
[1625823] ['3/2', '3/4', '3/8', '5/9', '7/3'] -> 7/3 / (3/8 - 3/4 * 5/9 / 3/2)
[1625824] ['3/2', '3/4', '3/8', '5/9', '7/4'] -> 7/4 / (3/8 * (3/2 - 3/4 - 5/9))
[1625826] ['3/2', '3/4', '3/8', '5/9', '7/6'] -> 3/2 / (3/4 - 5/9) / 3/8 * 7/6
[1625829] ['3/2', '3/4', '3/8', '5/9', '8/3'] -> 8/3 / (3/4 / (3/2 - 3/8) - 5/9)
[1625832] ['3/2', '3/4', '3/8', '5/9', '8/9'] -> 3/2 / (5/9 - 3/8 / 3/4) * 8/9
[1625833] ['3/2', '3/4', '3/8', '5/9', '9/2'] -> 3/4 / (3/2 * 3/8 - 5/9) / 9/2
[1625835] ['3/2', '3/4', '3/8', '5/9', '9/5'] -> 9/5 / (3/2 - 3/8 / 5/9 - 3/4)
[1625837] ['3/2', '3/4', '3/8', '5/9', '9/8'] -> 3/2 / (5/9 - 3/8 / 3/4) / 9/8
[1625841] ['3/2', '3/4', '3/8', '6/5', '7/3'] -> 7/3 / (3/8 - 3/4 / (3/2 + 6/5))
[1625843] ['3/2', '3/4', '3/8', '6/5', '7/5'] -> 3/4 * 6/5 / 3/8 / (3/2 - 7/5)
[1625848] ['3/2', '3/4', '3/8', '6/5', '8/5'] -> 3/4 * 6/5 / 3/8 / (8/5 - 3/2)
[1625856] ['3/2', '3/4', '3/8', '6/7', '6/7'] -> 6/7 / (6/7 / 3/8 - 3/2 - 3/4)
[1625868] ['3/2', '3/4', '3/8', '6/7', '9/2'] -> 9/2 / (3/2 - (3/4 + 3/8) / 6/7)
[1625869] ['3/2', '3/4', '3/8', '6/7', '9/4'] -> 9/4 / (3/4 - 3/2 * 3/8 / 6/7)
[1625871] ['3/2', '3/4', '3/8', '6/7', '9/7'] -> 9/7 / (3/4 * 6/7 / 3/2 - 3/8)
[1625877] ['3/2', '3/4', '3/8', '7/2', '7/6'] -> 7/2 / (3/4 / 3/2 - 3/8) / 7/6
[1625878] ['3/2', '3/4', '3/8', '7/2', '7/8'] -> (3/2 + 3/4) * 7/2 / 3/8 / 7/8
[1625882] ['3/2', '3/4', '3/8', '7/2', '8/7'] -> (3/2 + 3/4) * 7/2 / 3/8 * 8/7
[1625886] ['3/2', '3/4', '3/8', '7/2', '9/5'] -> (3/2 + 7/2) / (3/4 - 3/8) * 9/5
[1625892] ['3/2', '3/4', '3/8', '7/3', '7/6'] -> 3/2 / (3/8 - 3/4 / 7/3) / 7/6
[1625894] ['3/2', '3/4', '3/8', '7/3', '7/9'] -> 7/3 / (3/4 / 3/2 - 3/8) / 7/9
[1625900] ['3/2', '3/4', '3/8', '7/3', '9/4'] -> 9/4 / (3/8 * (3/4 * 7/3 - 3/2))
[1625906] ['3/2', '3/4', '3/8', '7/4', '7/6'] -> 3/2 / (3/4 / 7/4 - 3/8) / 7/6
[1625907] ['3/2', '3/4', '3/8', '7/4', '7/8'] -> (3/8 + 3/2 * 7/4) / (7/8 - 3/4)
