[1064544] ['1/8', '2/3', '7/8', '9/4', '9/5'] -> (9/4 - 2/3 * 7/8) / 1/8 * 9/5
[1094148] ['1/8', '3/2', '4/9', '5/9', '7/4'] -> (3/2 / 1/8 - 5/9) / 4/9 - 7/4
[1094152] ['1/8', '3/2', '4/9', '5/9', '7/9'] -> 7/9 / (1/8 * (5/9 - 4/9 / 3/2))
[1094167] ['1/8', '3/2', '4/9', '6/5', '7/5'] -> (3/2 + 6/5 / 4/9) / 1/8 / 7/5
[1094172] ['1/8', '3/2', '4/9', '6/5', '8/5'] -> 8/5 / (1/8 * (6/5 - 3/2 * 4/9))
[1094178] ['1/8', '3/2', '4/9', '6/5', '9/7'] -> 9/7 / (1/8 / (3/2 + 4/9) / 6/5)
[1094182] ['1/8', '3/2', '4/9', '6/7', '7/3'] -> 6/7 / 1/8 / 3/2 / 4/9 * 7/3
[1094186] ['1/8', '3/2', '4/9', '6/7', '7/8'] -> 7/8 / (1/8 / (3/2 + 6/7 / 4/9))
[1094193] ['1/8', '3/2', '4/9', '6/7', '9/4'] -> (3/2 / 1/8 + 4/9) * 6/7 * 9/4
[1094194] ['1/8', '3/2', '4/9', '6/7', '9/5'] -> (3/2 + 4/9) * 6/7 / 1/8 * 9/5
[1094195] ['1/8', '3/2', '4/9', '6/7', '9/7'] -> 9/7 / (1/8 * (6/7 / 4/9 - 3/2))
[1094198] ['1/8', '3/2', '4/9', '7/2', '7/3'] -> 7/3 / (4/9 / (7/2 - 3/2) - 1/8)
[1094199] ['1/8', '3/2', '4/9', '7/2', '7/4'] -> 7/2 / 1/8 / 3/2 / 4/9 / 7/4
[1094207] ['1/8', '3/2', '4/9', '7/2', '8/9'] -> 3/2 / (4/9 / 1/8 - 7/2) * 8/9
[1094211] ['1/8', '3/2', '4/9', '7/2', '9/7'] -> 9/7 / (1/8 / 3/2 / 4/9 / 7/2)
[1094212] ['1/8', '3/2', '4/9', '7/2', '9/8'] -> 3/2 / (4/9 / 1/8 - 7/2) / 9/8
[1094220] ['1/8', '3/2', '4/9', '7/3', '8/5'] -> (7/3 - 3/2) / 1/8 / 4/9 * 8/5
[1094222] ['1/8', '3/2', '4/9', '7/3', '8/9'] -> 8/9 / (4/9 / 1/8 / 3/2 - 7/3)
[1094225] ['1/8', '3/2', '4/9', '7/3', '9/5'] -> (7/3 - 3/2 * 4/9) / 1/8 * 9/5
[1094231] ['1/8', '3/2', '4/9', '7/4', '7/8'] -> 7/4 / 1/8 / 3/2 / 4/9 / 7/8
[1094235] ['1/8', '3/2', '4/9', '7/4', '8/7'] -> 7/4 / 1/8 / 3/2 / 4/9 * 8/7
[1094239] ['1/8', '3/2', '4/9', '7/4', '9/5'] -> (7/4 / 1/8 - 3/2 * 4/9) * 9/5
[1094261] ['1/8', '3/2', '4/9', '7/6', '8/9'] -> (3/2 + 4/9 + 7/6) / 1/8 - 8/9
[1094262] ['1/8', '3/2', '4/9', '7/6', '9/2'] -> 7/6 / 1/8 / 4/9 - 3/2 + 9/2
[1094268] ['1/8', '3/2', '4/9', '7/8', '7/9'] -> 3/2 / 1/8 / 4/9 / 7/8 * 7/9
[1094273] ['1/8', '3/2', '4/9', '7/8', '9/2'] -> 9/2 / ((7/8 - 1/8) / 4/9 - 3/2)
[1094276] ['1/8', '3/2', '4/9', '7/8', '9/7'] -> 3/2 / 1/8 / 4/9 / 7/8 / 9/7
[1094281] ['1/8', '3/2', '4/9', '7/9', '8/7'] -> 3/2 * 7/9 / 1/8 / 4/9 * 8/7
[1094283] ['1/8', '3/2', '4/9', '7/9', '9/2'] -> ((3/2 - 7/9) / 1/8 - 4/9) * 9/2
[1094291] ['1/8', '3/2', '4/9', '8/3', '8/9'] -> 8/9 / (1/8 * 8/3 - 4/9 / 3/2)
[1094292] ['1/8', '3/2', '4/9', '8/3', '9/2'] -> (4/9 / 1/8 + 8/3 / 3/2) * 9/2
[1094294] ['1/8', '3/2', '4/9', '8/3', '9/5'] -> (3/2 + 4/9 / 8/3) / 1/8 * 9/5
[1094299] ['1/8', '3/2', '4/9', '8/5', '8/9'] -> (3/2 + 4/9) * 8/5 / 1/8 - 8/9
[1094302] ['1/8', '3/2', '4/9', '8/5', '9/5'] -> 3/2 * 8/5 / 1/8 / 4/9 / 9/5
[1094310] ['1/8', '3/2', '4/9', '8/7', '9/7'] -> 3/2 * 8/7 / 1/8 / 4/9 / 9/7
[1094312] ['1/8', '3/2', '4/9', '8/9', '8/9'] -> 3/2 / (8/9 - 4/9) / 1/8 * 8/9
[1094315] ['1/8', '3/2', '4/9', '8/9', '9/5'] -> (3/2 / 1/8 + 4/9 + 8/9) * 9/5
[1094317] ['1/8', '3/2', '4/9', '8/9', '9/8'] -> 3/2 / (8/9 - 4/9) / 1/8 / 9/8
[1094318] ['1/8', '3/2', '4/9', '9/2', '9/2'] -> (3/2 + 9/2) / 1/8 / 4/9 / 9/2
[1094322] ['1/8', '3/2', '4/9', '9/2', '9/8'] -> 9/8 / (1/8 / (3/2 + 9/2) / 4/9)
[1094324] ['1/8', '3/2', '4/9', '9/4', '9/5'] -> (3/2 + 9/4) / (1/8 / 4/9) * 9/5
[1094326] ['1/8', '3/2', '4/9', '9/4', '9/8'] -> 9/4 / 1/8 / 3/2 / 4/9 / 9/8
[1094334] ['1/8', '3/2', '5/2', '5/2', '5/3'] -> 5/2 / 5/2 / (5/3 - 1/8 - 3/2)
[1094341] ['1/8', '3/2', '5/2', '5/2', '6/7'] -> (5/2 + 5/2 - 3/2) / 1/8 * 6/7
[1094342] ['1/8', '3/2', '5/2', '5/2', '7/2'] -> 3/2 * 5/2 / 1/8 - 5/2 - 7/2
[1094343] ['1/8', '3/2', '5/2', '5/2', '7/3'] -> 5/2 / 1/8 + 5/2 / 3/2 + 7/3
[1094349] ['1/8', '3/2', '5/2', '5/2', '8/3'] -> (5/2 + 5/2) / 1/8 / 3/2 - 8/3
[1094350] ['1/8', '3/2', '5/2', '5/2', '8/5'] -> (5/2 / 1/8 + 5/2) / 3/2 * 8/5
[1094351] ['1/8', '3/2', '5/2', '5/2', '8/7'] -> (5/2 / 1/8 + 5/2 - 3/2) * 8/7
[1094360] ['1/8', '3/2', '5/2', '5/3', '5/6'] -> 3/2 + 5/2 / 1/8 + 5/3 + 5/6
[1094370] ['1/8', '3/2', '5/2', '5/3', '7/6'] -> (3/2 + 5/3) / 1/8 - 5/2 + 7/6
[1094372] ['1/8', '3/2', '5/2', '5/3', '7/9'] -> (3/2 + 5/2 - 5/3) / 1/8 / 7/9
[1094380] ['1/8', '3/2', '5/2', '5/3', '9/7'] -> (3/2 + 5/2 - 5/3) / 1/8 * 9/7
[1094385] ['1/8', '3/2', '5/2', '5/4', '5/8'] -> 3/2 * (5/2 - 5/4) / 1/8 / 5/8
[1094386] ['1/8', '3/2', '5/2', '5/4', '5/9'] -> (5/2 - 5/4 / 3/2) / 1/8 / 5/9
[1094388] ['1/8', '3/2', '5/2', '5/4', '6/7'] -> (3/2 + 5/2 / 5/4) / 1/8 * 6/7
[1094393] ['1/8', '3/2', '5/2', '5/4', '7/6'] -> (3/2 + 5/2 / 5/4) / 1/8 / 7/6
[1094401] ['1/8', '3/2', '5/2', '5/4', '9/4'] -> 5/2 / 1/8 / 3/2 / 5/4 * 9/4
[1094402] ['1/8', '3/2', '5/2', '5/4', '9/5'] -> (5/2 - 5/4 / 3/2) / 1/8 * 9/5
[1094408] ['1/8', '3/2', '5/2', '5/6', '5/9'] -> (3/2 - 5/6) / (1/8 / 5/2) / 5/9
[1094412] ['1/8', '3/2', '5/2', '5/6', '7/3'] -> 7/3 / (5/6 / 3/2 / 5/2 - 1/8)
[1094413] ['1/8', '3/2', '5/2', '5/6', '7/4'] -> 7/4 / (1/8 * (5/2 * 5/6 - 3/2))
[1094415] ['1/8', '3/2', '5/2', '5/6', '7/6'] -> (5/2 + 5/6) / 1/8 - 3/2 - 7/6
[1094419] ['1/8', '3/2', '5/2', '5/6', '8/5'] -> (3/2 / 1/8 + 5/2 / 5/6) * 8/5
[1094422] ['1/8', '3/2', '5/2', '5/6', '9/2'] -> 9/2 / (1/8 * (5/2 / 5/6 - 3/2))
[1094423] ['1/8', '3/2', '5/2', '5/6', '9/4'] -> (3/2 + 5/2 + 5/6 / 1/8) * 9/4
[1094427] ['1/8', '3/2', '5/2', '5/7', '5/7'] -> (5/2 + 5/7) / 1/8 / 3/2 / 5/7
[1094430] ['1/8', '3/2', '5/2', '5/7', '6/5'] -> 6/5 / (1/8 * (5/2 - 3/2 / 5/7))
[1094435] ['1/8', '3/2', '5/2', '5/7', '7/5'] -> 7/5 / (1/8 * 3/2 / (5/2 + 5/7))
[1094441] ['1/8', '3/2', '5/2', '5/7', '8/7'] -> (3/2 + 5/2) * 5/7 / 1/8 + 8/7
[1094452] ['1/8', '3/2', '5/2', '5/8', '7/2'] -> (5/2 + 3/2 * 5/8) / 1/8 - 7/2
[1094460] ['1/8', '3/2', '5/2', '5/8', '8/5'] -> 5/2 / 1/8 + 3/2 / 5/8 + 8/5
[1094462] ['1/8', '3/2', '5/2', '5/8', '8/9'] -> (3/2 + 5/2 - 5/8) / 1/8 * 8/9
[1094466] ['1/8', '3/2', '5/2', '5/8', '9/7'] -> 9/7 / (5/8 - 3/2 / (1/8 + 5/2))
[1094471] ['1/8', '3/2', '5/2', '5/9', '7/2'] -> 7/2 / (3/2 * (5/9 / 5/2 - 1/8))
[1094478] ['1/8', '3/2', '5/2', '5/9', '8/3'] -> (5/2 + 3/2 * 5/9) / 1/8 - 8/3
[1094481] ['1/8', '3/2', '5/2', '5/9', '8/9'] -> (3/2 + 5/2 * 5/9) / 1/8 + 8/9
[1094487] ['1/8', '3/2', '5/2', '6/5', '6/5'] -> (3/2 * 5/2 / 1/8 - 6/5) / 6/5
[1094491] ['1/8', '3/2', '5/2', '6/5', '7/4'] -> 7/4 / (1/8 * (5/2 / 6/5 - 3/2))
[1094492] ['1/8', '3/2', '5/2', '6/5', '7/5'] -> 7/5 / (1/8 * (5/2 / 3/2 - 6/5))
[1094499] ['1/8', '3/2', '5/2', '6/5', '8/9'] -> 5/2 * (3/2 / 1/8 - 6/5) * 8/9
[1094500] ['1/8', '3/2', '5/2', '6/5', '9/2'] -> 9/2 / (1/8 * (5/2 * 6/5 - 3/2))
[1094501] ['1/8', '3/2', '5/2', '6/5', '9/4'] -> 9/4 / (1/8 * 5/2 * (3/2 - 6/5))
[1094504] ['1/8', '3/2', '5/2', '6/5', '9/8'] -> 5/2 * (3/2 / 1/8 - 6/5) / 9/8
[1094510] ['1/8', '3/2', '5/2', '6/7', '7/6'] -> (5/2 / 1/8 + 6/7 / 3/2) * 7/6
[1094511] ['1/8', '3/2', '5/2', '6/7', '7/8'] -> 7/8 / (1/8 / (3/2 + 5/2) / 6/7)
[1094512] ['1/8', '3/2', '5/2', '6/7', '7/9'] -> (3/2 * 5/2 / 1/8 + 6/7) * 7/9
[1094515] ['1/8', '3/2', '5/2', '6/7', '8/7'] -> (3/2 + 5/2 - 6/7) / 1/8 - 8/7
[1094520] ['1/8', '3/2', '5/2', '6/7', '9/7'] -> (3/2 * 5/2 / 1/8 + 6/7) / 9/7
[1094523] ['1/8', '3/2', '5/2', '7/2', '7/3'] -> 7/2 / 1/8 - 5/2 / 3/2 - 7/3
[1094530] ['1/8', '3/2', '5/2', '7/2', '8/5'] -> (5/2 / 1/8 - 3/2 - 7/2) * 8/5
[1094532] ['1/8', '3/2', '5/2', '7/2', '8/9'] -> (3/2 + 7/2 / 1/8 - 5/2) * 8/9
[1094537] ['1/8', '3/2', '5/2', '7/2', '9/8'] -> (3/2 + 7/2 / 1/8 - 5/2) / 9/8
[1094539] ['1/8', '3/2', '5/2', '7/3', '7/4'] -> (3/2 + 5/2) / 1/8 / 7/3 * 7/4
[1094541] ['1/8', '3/2', '5/2', '7/3', '7/6'] -> (3/2 + 5/2 / 7/3) / 1/8 * 7/6
[1094544] ['1/8', '3/2', '5/2', '7/3', '8/3'] -> (5/2 + 7/3 - 3/2) / 1/8 - 8/3
[1094548] ['1/8', '3/2', '5/2', '7/3', '9/2'] -> (7/3 - 5/2 / 3/2) / 1/8 * 9/2
[1094549] ['1/8', '3/2', '5/2', '7/3', '9/4'] -> (3/2 + 7/3 - 5/2) / 1/8 * 9/4
[1094550] ['1/8', '3/2', '5/2', '7/3', '9/5'] -> (3/2 + 5/2 - 7/3) / 1/8 * 9/5
[1094554] ['1/8', '3/2', '5/2', '7/4', '7/5'] -> 3/2 * 5/2 / 1/8 / 7/4 * 7/5
[1094558] ['1/8', '3/2', '5/2', '7/4', '8/3'] -> 3/2 * (5/2 - 7/4) / 1/8 * 8/3
[1094559] ['1/8', '3/2', '5/2', '7/4', '8/5'] -> (5/2 + 7/4 / 1/8 - 3/2) * 8/5
[1094562] ['1/8', '3/2', '5/2', '7/4', '9/2'] -> 5/2 + (3/2 + 7/4) / 1/8 - 9/2
[1094565] ['1/8', '3/2', '5/2', '7/4', '9/7'] -> 9/7 / (1/8 + 5/2 / 7/4 - 3/2)
[1094569] ['1/8', '3/2', '5/2', '7/5', '7/8'] -> 5/2 / (3/2 - 7/5) - 1/8 - 7/8
[1094573] ['1/8', '3/2', '5/2', '7/5', '8/7'] -> (3/2 + 5/2) / 1/8 / 7/5 + 8/7
[1094576] ['1/8', '3/2', '5/2', '7/5', '9/4'] -> (1/8 + 5/2) / (3/2 - 7/5) - 9/4
[1094577] ['1/8', '3/2', '5/2', '7/5', '9/5'] -> (3/2 + 5/2 + 7/5) / 1/8 / 9/5
[1094578] ['1/8', '3/2', '5/2', '7/5', '9/7'] -> 9/7 / (1/8 * 3/2 / 5/2 / 7/5)
[1094581] ['1/8', '3/2', '5/2', '7/6', '7/8'] -> 7/8 / (1/8 * 7/6 / (3/2 + 5/2))
[1094583] ['1/8', '3/2', '5/2', '7/6', '8/3'] -> 3/2 / (5/2 - 7/6) / 1/8 * 8/3
[1094587] ['1/8', '3/2', '5/2', '7/6', '9/2'] -> (7/6 / 1/8 - 3/2 - 5/2) * 9/2
[1094595] ['1/8', '3/2', '5/2', '7/8', '8/5'] -> (5/2 + 7/8 - 3/2) / 1/8 * 8/5
[1094604] ['1/8', '3/2', '5/2', '7/9', '8/3'] -> 8/3 / (1/8 * (5/2 / 3/2 - 7/9))
[1094607] ['1/8', '3/2', '5/2', '7/9', '8/9'] -> (3/2 + 5/2) * 7/9 / 1/8 - 8/9
[1094609] ['1/8', '3/2', '5/2', '7/9', '9/4'] -> (5/2 - 3/2 * 7/9) / 1/8 * 9/4
[1094613] ['1/8', '3/2', '5/2', '8/3', '8/3'] -> (3/2 + 5/2 / 1/8 / 8/3) * 8/3
[1094622] ['1/8', '3/2', '5/2', '8/5', '8/5'] -> 5/2 / 1/8 + 3/2 * 8/5 + 8/5
[1094625] ['1/8', '3/2', '5/2', '8/5', '9/2'] -> 9/2 / (1/8 + 5/2 / 8/5 - 3/2)
[1094626] ['1/8', '3/2', '5/2', '8/5', '9/4'] -> (1/8 + 5/2) / (8/5 - 3/2) - 9/4
[1094633] ['1/8', '3/2', '5/2', '8/7', '9/4'] -> 3/2 * 5/2 / 1/8 / 8/7 - 9/4
[1094635] ['1/8', '3/2', '5/2', '8/7', '9/7'] -> ((3/2 + 5/2) / 1/8 - 8/7) / 9/7
[1094637] ['1/8', '3/2', '5/2', '8/9', '8/9'] -> (3/2 + 5/2 - 8/9) / 1/8 - 8/9
[1094648] ['1/8', '3/2', '5/2', '9/4', '9/4'] -> 3/2 * 5/2 + 9/4 / 1/8 + 9/4
[1094651] ['1/8', '3/2', '5/2', '9/4', '9/8'] -> 9/8 / (1/8 * 3/2 * (5/2 - 9/4))
[1094657] ['1/8', '3/2', '5/2', '9/8', '9/8'] -> (5/2 / 1/8 + 3/2 / 9/8) * 9/8
[1094659] ['1/8', '3/2', '5/3', '5/3', '5/4'] -> (3/2 + 5/3) / 1/8 - 5/3 / 5/4
[1094664] ['1/8', '3/2', '5/3', '5/3', '6/5'] -> (3/2 + 5/3 / 5/3) / 1/8 * 6/5
[1094667] ['1/8', '3/2', '5/3', '5/3', '7/3'] -> 3/2 * 5/3 / 1/8 + 5/3 + 7/3
[1094671] ['1/8', '3/2', '5/3', '5/3', '7/8'] -> (5/3 / 1/8 + 5/3) / (3/2 - 7/8)
[1094676] ['1/8', '3/2', '5/3', '5/3', '8/9'] -> ((3/2 + 5/3) / 1/8 + 5/3) * 8/9
[1094681] ['1/8', '3/2', '5/3', '5/3', '9/8'] -> ((3/2 + 5/3) / 1/8 + 5/3) / 9/8
[1094691] ['1/8', '3/2', '5/3', '5/4', '7/4'] -> 7/4 / (1/8 * (5/3 * 5/4 - 3/2))
[1094692] ['1/8', '3/2', '5/3', '5/4', '7/5'] -> 7/5 / (1/8 * (5/3 - 3/2 / 5/4))
[1094696] ['1/8', '3/2', '5/3', '5/4', '8/3'] -> 3/2 * 5/4 / 1/8 / 5/3 * 8/3
[1094710] ['1/8', '3/2', '5/3', '5/6', '6/7'] -> (3/2 + 5/3 / 5/6) / 1/8 * 6/7
[1094712] ['1/8', '3/2', '5/3', '5/6', '7/3'] -> 7/3 / (5/3 * (1/8 + 5/6) - 3/2)
[1094714] ['1/8', '3/2', '5/3', '5/6', '7/5'] -> 7/5 / (1/8 + 5/6 - 3/2 / 5/3)
[1094715] ['1/8', '3/2', '5/3', '5/6', '7/6'] -> (3/2 + 5/3 / 5/6) / 1/8 / 7/6
[1094718] ['1/8', '3/2', '5/3', '5/6', '8/3'] -> (3/2 * 5/3 + 5/6) / 1/8 - 8/3
[1094721] ['1/8', '3/2', '5/3', '5/6', '8/9'] -> (3/2 + 5/3 * 5/6) / 1/8 + 8/9
[1094722] ['1/8', '3/2', '5/3', '5/6', '9/2'] -> (3/2 + 5/6 - 5/3) / 1/8 * 9/2
[1094723] ['1/8', '3/2', '5/3', '5/6', '9/4'] -> 5/3 / 1/8 / 3/2 / 5/6 * 9/4
[1094725] ['1/8', '3/2', '5/3', '5/6', '9/7'] -> 9/7 / (1/8 / (3/2 + 5/3 - 5/6))
[1094727] ['1/8', '3/2', '5/3', '5/7', '5/7'] -> 5/7 / ((5/3 - 1/8 - 3/2) * 5/7)
[1094736] ['1/8', '3/2', '5/3', '5/7', '7/6'] -> 3/2 * 5/3 / 1/8 / 5/7 / 7/6
[1094756] ['1/8', '3/2', '5/3', '5/8', '7/6'] -> 3/2 + 5/3 / 1/8 / 5/8 + 7/6
[1094758] ['1/8', '3/2', '5/3', '5/8', '7/9'] -> (5/3 + (3/2 + 5/8) / 1/8) / 7/9
[1094759] ['1/8', '3/2', '5/3', '5/8', '8/3'] -> (3/2 - 5/8 / 5/3) / 1/8 * 8/3
[1094766] ['1/8', '3/2', '5/3', '5/8', '9/7'] -> (5/3 + (3/2 + 5/8) / 1/8) * 9/7
[1094769] ['1/8', '3/2', '5/3', '5/9', '6/5'] -> (5/3 + 3/2 * 5/9) / 1/8 * 6/5
[1094774] ['1/8', '3/2', '5/3', '5/9', '7/5'] -> 7/5 / (1/8 / 5/9 - (5/3 - 3/2))
[1094775] ['1/8', '3/2', '5/3', '5/9', '7/6'] -> 7/6 / (1/8 * (3/2 + 5/9 - 5/3))
[1094779] ['1/8', '3/2', '5/3', '5/9', '8/5'] -> (3/2 / 1/8 + 5/3 / 5/9) * 8/5
[1094782] ['1/8', '3/2', '5/3', '5/9', '9/2'] -> 9/2 / (1/8 * (5/3 / 5/9 - 3/2))
[1094787] ['1/8', '3/2', '5/3', '6/5', '6/5'] -> 6/5 / (5/3 - 1/8 - 3/2) / 6/5
[1094788] ['1/8', '3/2', '5/3', '6/5', '6/7'] -> (3/2 + 5/3 * 6/5) / 1/8 * 6/7
[1094793] ['1/8', '3/2', '5/3', '6/5', '7/6'] -> (3/2 + 5/3 * 6/5) / 1/8 / 7/6
[1094799] ['1/8', '3/2', '5/3', '6/5', '8/9'] -> (3/2 + 5/3 / 6/5) / 1/8 + 8/9
[1094801] ['1/8', '3/2', '5/3', '6/5', '9/4'] -> 5/3 * 6/5 / 1/8 / 3/2 * 9/4
[1094802] ['1/8', '3/2', '5/3', '6/5', '9/5'] -> 9/5 / ((5/3 - 3/2) * 6/5 - 1/8)
[1094809] ['1/8', '3/2', '5/3', '6/7', '7/5'] -> 7/5 / (1/8 / 3/2 / 5/3 / 6/7)
[1094810] ['1/8', '3/2', '5/3', '6/7', '7/6'] -> 6/7 / (5/3 - 1/8 - 3/2) * 7/6
[1094815] ['1/8', '3/2', '5/3', '6/7', '8/7'] -> 8/7 / (1/8 * (5/3 - 3/2 * 6/7))
[1094820] ['1/8', '3/2', '5/3', '6/7', '9/7'] -> 9/7 / (1/8 + 5/3 * 6/7 - 3/2)
[1094822] ['1/8', '3/2', '5/3', '7/2', '7/2'] -> 7/2 / (5/3 - 1/8 - 3/2) / 7/2
[1094824] ['1/8', '3/2', '5/3', '7/2', '7/4'] -> 7/4 / (1/8 * (5/3 - 3/2) * 7/2)
[1094833] ['1/8', '3/2', '5/3', '7/2', '9/2'] -> (7/2 / 3/2 - 5/3) / 1/8 * 9/2
[1094835] ['1/8', '3/2', '5/3', '7/2', '9/5'] -> 9/5 / (1/8 * (7/2 / 5/3 - 3/2))
[1094841] ['1/8', '3/2', '5/3', '7/3', '7/6'] -> 7/6 / (1/8 * (5/3 - 3/2) * 7/3)
[1094852] ['1/8', '3/2', '5/3', '7/3', '9/8'] -> 9/8 / (1/8 * 3/2 / (5/3 + 7/3))
[1094853] ['1/8', '3/2', '5/3', '7/4', '7/4'] -> 7/4 / (5/3 - 1/8 - 3/2) / 7/4
[1094856] ['1/8', '3/2', '5/3', '7/4', '7/8'] -> 7/8 / (1/8 * (5/3 - 3/2) * 7/4)
[1094864] ['1/8', '3/2', '5/3', '7/4', '9/5'] -> 5/3 / (7/4 - 1/8 - 3/2) * 9/5
[1094867] ['1/8', '3/2', '5/3', '7/5', '7/5'] -> 7/5 / (5/3 - 1/8 - 3/2) / 7/5
[1094868] ['1/8', '3/2', '5/3', '7/5', '7/6'] -> 3/2 * 5/3 * 7/5 / 1/8 / 7/6
[1094880] ['1/8', '3/2', '5/3', '7/6', '7/6'] -> 7/6 / (5/3 - 1/8 - 3/2) / 7/6
[1094883] ['1/8', '3/2', '5/3', '7/6', '8/3'] -> 8/3 / (1/8 * (5/3 - 7/6 / 3/2))
[1094885] ['1/8', '3/2', '5/3', '7/6', '8/7'] -> 8/7 / (1/8 * (5/3 - 3/2 / 7/6))
[1094889] ['1/8', '3/2', '5/3', '7/6', '9/5'] -> 9/5 / ((3/2 - 7/6) / 5/3 - 1/8)
[1094890] ['1/8', '3/2', '5/3', '7/6', '9/7'] -> 9/7 / (1/8 + 5/3 / 7/6 - 3/2)
[1094892] ['1/8', '3/2', '5/3', '7/8', '7/8'] -> 7/8 / (5/3 - 1/8 - 3/2) / 7/8
[1094894] ['1/8', '3/2', '5/3', '7/8', '8/3'] -> 8/3 / (5/3 / 3/2 - 1/8 - 7/8)
[1094897] ['1/8', '3/2', '5/3', '7/8', '8/9'] -> (3/2 * 5/3 + 7/8) / 1/8 * 8/9
[1094903] ['1/8', '3/2', '5/3', '7/9', '7/9'] -> 7/9 / ((5/3 - 1/8 - 3/2) * 7/9)
[1094909] ['1/8', '3/2', '5/3', '7/9', '9/4'] -> 3/2 * (5/3 - 7/9) / 1/8 * 9/4
[1094911] ['1/8', '3/2', '5/3', '7/9', '9/7'] -> 9/7 / ((5/3 - 1/8 - 3/2) / 7/9)
[1094913] ['1/8', '3/2', '5/3', '8/3', '8/3'] -> 8/3 / ((5/3 - 1/8 - 3/2) * 8/3)
[1094916] ['1/8', '3/2', '5/3', '8/3', '8/9'] -> (5/3 + 8/3) / 1/8 / 3/2 + 8/9
[1094918] ['1/8', '3/2', '5/3', '8/3', '9/4'] -> (5/3 / 1/8 + 8/3) / 3/2 * 9/4
[1094920] ['1/8', '3/2', '5/3', '8/3', '9/7'] -> 9/7 / (1/8 / (3/2 * 8/3 - 5/3))
[1094927] ['1/8', '3/2', '5/3', '8/5', '9/5'] -> 9/5 / (1/8 * (5/3 - 8/5 / 3/2))
[1094948] ['1/8', '3/2', '5/3', '9/4', '9/4'] -> 9/4 / (5/3 - 1/8 - 3/2) / 9/4
[1094949] ['1/8', '3/2', '5/3', '9/4', '9/5'] -> 9/5 / (3/2 - (1/8 + 9/4) / 5/3)
[1094950] ['1/8', '3/2', '5/3', '9/4', '9/7'] -> 9/7 / (1/8 / (5/3 + 3/2 / 9/4))
[1094951] ['1/8', '3/2', '5/3', '9/4', '9/8'] -> 9/8 / (1/8 * (5/3 - 3/2) * 9/4)
[1094959] ['1/8', '3/2', '5/4', '5/4', '5/6'] -> (3/2 + 5/4 / 5/4) / 1/8 / 5/6
[1094962] ['1/8', '3/2', '5/4', '5/4', '5/9'] -> (5/4 + 5/4) / 1/8 / 3/2 / 5/9
[1094966] ['1/8', '3/2', '5/4', '5/4', '7/3'] -> (5/4 + 5/4) / 1/8 / (7/3 - 3/2)
[1094967] ['1/8', '3/2', '5/4', '5/4', '7/4'] -> (5/4 + 7/4) / (3/2 - 1/8 - 5/4)
[1094972] ['1/8', '3/2', '5/4', '5/4', '8/3'] -> (5/4 + 5/4) / 1/8 + 3/2 * 8/3
[1094973] ['1/8', '3/2', '5/4', '5/4', '8/5'] -> (3/2 + 5/4) / 1/8 + 5/4 * 8/5
[1094984] ['1/8', '3/2', '5/4', '5/6', '5/9'] -> (5/4 / 3/2 + 5/6) / 1/8 / 5/9
[1094987] ['1/8', '3/2', '5/4', '5/6', '7/2'] -> 7/2 / (3/2 - 1/8 * 5/6 - 5/4)
[1094988] ['1/8', '3/2', '5/4', '5/6', '7/3'] -> (3/2 * 5/4 + 5/6) / 1/8 + 7/3
[1094989] ['1/8', '3/2', '5/4', '5/6', '7/4'] -> 7/4 / (1/8 * (5/4 + 5/6 - 3/2))
[1094991] ['1/8', '3/2', '5/4', '5/6', '7/6'] -> (3/2 + 5/4) / 1/8 + 5/6 + 7/6
[1094994] ['1/8', '3/2', '5/4', '5/6', '8/3'] -> 5/6 / (3/2 - 5/4) / 1/8 - 8/3
[1094995] ['1/8', '3/2', '5/4', '5/6', '8/5'] -> 5/4 / (3/2 - 5/6) / 1/8 * 8/5
[1094999] ['1/8', '3/2', '5/4', '5/6', '9/4'] -> (3/2 + 5/4 / 1/8 - 5/6) * 9/4
[1095000] ['1/8', '3/2', '5/4', '5/6', '9/5'] -> (5/4 / 3/2 + 5/6) / 1/8 * 9/5
[1095007] ['1/8', '3/2', '5/4', '5/7', '6/7'] -> 6/7 / ((5/4 - 1/8) / 3/2 - 5/7)
[1095008] ['1/8', '3/2', '5/4', '5/7', '7/2'] -> 7/2 / (1/8 * 5/4 / 3/2 / 5/7)
[1095013] ['1/8', '3/2', '5/4', '5/7', '7/8'] -> 3/2 * 5/4 / 1/8 / 5/7 / 7/8
[1095024] ['1/8', '3/2', '5/4', '5/8', '5/8'] -> 5/8 / 1/8 / (5/4 / 3/2 - 5/8)
[1095025] ['1/8', '3/2', '5/4', '5/8', '5/9'] -> (5/4 + 5/8 / 3/2) / 1/8 / 5/9
[1095027] ['1/8', '3/2', '5/4', '5/8', '6/7'] -> (3/2 + 5/4 / 5/8) / 1/8 * 6/7
[1095032] ['1/8', '3/2', '5/4', '5/8', '7/6'] -> (3/2 + 5/4 / 5/8) / 1/8 / 7/6
[1095038] ['1/8', '3/2', '5/4', '5/8', '8/9'] -> (3/2 + 5/4 + 5/8) / 1/8 * 8/9
[1095040] ['1/8', '3/2', '5/4', '5/8', '9/4'] -> 5/4 / 1/8 / 3/2 / 5/8 * 9/4
