[826615] ['1/6', '2/9', '4/3', '5/3', '8/9'] -> (8/9 / (2/9 * ((5/3 - 1/6) - 4/3)))
[887233] ['1/6', '5/7', '6/7', '7/4', '8/7'] -> (8/7 / ((6/7 - (1/6 / 7/4)) - 5/7))
[887256] ['1/6', '5/7', '6/7', '7/6', '8/3'] -> (((5/7 + (7/6 / 1/6)) / 6/7) * 8/3)
[887258] ['1/6', '5/7', '6/7', '7/6', '8/7'] -> (8/7 / (1/6 * ((6/7 * 7/6) - 5/7)))
[887269] ['1/6', '5/7', '6/7', '7/8', '8/7'] -> (8/7 / ((1/6 / 7/8) - (6/7 - 5/7)))
[887277] ['1/6', '5/7', '6/7', '7/9', '8/3'] -> (8/3 / ((1/6 + 7/9) - (5/7 / 6/7)))
[887281] ['1/6', '5/7', '6/7', '7/9', '9/2'] -> ((((7/9 / 1/6) - 6/7) / 5/7) * 9/2)
[887283] ['1/6', '5/7', '6/7', '7/9', '9/5'] -> (((6/7 / (7/9 - 5/7)) - 1/6) * 9/5)
[887292] ['1/6', '5/7', '6/7', '8/3', '9/5'] -> ((((5/7 * 8/3) / 1/6) / 6/7) * 9/5)
[887295] ['1/6', '5/7', '6/7', '8/5', '8/5'] -> (8/5 / (1/6 * (8/5 - (6/7 / 5/7))))
[887296] ['1/6', '5/7', '6/7', '8/5', '8/7'] -> (8/7 / (1/6 * ((5/7 * 8/5) - 6/7)))
[887303] ['1/6', '5/7', '6/7', '8/7', '8/7'] -> (8/7 / ((1/6 * 8/7) - (6/7 - 5/7)))
[887311] ['1/6', '5/7', '6/7', '8/9', '9/2'] -> ((6/7 / ((8/9 - 1/6) - 5/7)) / 9/2)
[887332] ['1/6', '5/7', '7/2', '7/2', '7/3'] -> (((5/7 + (7/2 / 7/2)) / 1/6) * 7/3)
[887340] ['1/6', '5/7', '7/2', '7/2', '8/7'] -> ((8/7 / 1/6) / ((7/2 / 7/2) - 5/7))
[887345] ['1/6', '5/7', '7/2', '7/2', '9/7'] -> (((7/2 + 7/2) / 1/6) * (9/7 - 5/7))
[887354] ['1/6', '5/7', '7/2', '7/3', '8/5'] -> (8/5 / ((7/2 - (7/3 / 5/7)) - 1/6))
[887355] ['1/6', '5/7', '7/2', '7/3', '8/7'] -> (8/7 / ((5/7 * (7/2 - 1/6)) - 7/3))
[887357] ['1/6', '5/7', '7/2', '7/3', '9/2'] -> (((1/6 + 7/2) + (5/7 * 7/3)) * 9/2)
[887359] ['1/6', '5/7', '7/2', '7/3', '9/5'] -> ((5/7 * ((7/2 / 1/6) - 7/3)) * 9/5)
[887362] ['1/6', '5/7', '7/2', '7/4', '7/4'] -> (((7/2 / 1/6) + (5/7 * 7/4)) + 7/4)
[887369] ['1/6', '5/7', '7/2', '7/4', '8/7'] -> (8/7 / ((5/7 - (7/4 / 7/2)) - 1/6))
[887377] ['1/6', '5/7', '7/2', '7/5', '7/6'] -> ((((7/2 / 1/6) / 5/7) - 7/5) / 7/6)
[887380] ['1/6', '5/7', '7/2', '7/5', '8/3'] -> (((5/7 * (7/2 - 7/5)) / 1/6) * 8/3)
[887381] ['1/6', '5/7', '7/2', '7/5', '8/5'] -> (((7/2 - (5/7 * 7/5)) / 1/6) * 8/5)
[887383] ['1/6', '5/7', '7/2', '7/5', '8/9'] -> (((7/2 + (5/7 * 7/5)) / 1/6) * 8/9)
[887388] ['1/6', '5/7', '7/2', '7/5', '9/8'] -> (((7/2 + (5/7 * 7/5)) / 1/6) / 9/8)
[887395] ['1/6', '5/7', '7/2', '7/6', '8/9'] -> ((7/2 * (5/7 + (7/6 / 1/6))) * 8/9)
[887400] ['1/6', '5/7', '7/2', '7/6', '9/8'] -> ((7/2 * (5/7 + (7/6 / 1/6))) / 9/8)
[887405] ['1/6', '5/7', '7/2', '7/8', '8/7'] -> (8/7 / (5/7 - ((1/6 * 7/2) / 7/8)))
[887407] ['1/6', '5/7', '7/2', '7/8', '9/2'] -> ((((7/2 - 1/6) / 5/7) / 7/8) * 9/2)
[887408] ['1/6', '5/7', '7/2', '7/8', '9/4'] -> (9/4 / ((1/6 * 7/2) * (7/8 - 5/7)))
[887416] ['1/6', '5/7', '7/2', '7/9', '8/9'] -> (8/9 / ((1/6 * 7/2) * (7/9 - 5/7)))
[887423] ['1/6', '5/7', '7/2', '8/3', '8/5'] -> (8/5 / (((8/3 / 5/7) - 1/6) - 7/2))
[887426] ['1/6', '5/7', '7/2', '8/3', '9/2'] -> (((1/6 + (5/7 * 7/2)) + 8/3) * 9/2)
[887434] ['1/6', '5/7', '7/2', '8/5', '9/2'] -> ((((1/6 / 5/7) + 7/2) + 8/5) * 9/2)
[887449] ['1/6', '5/7', '7/2', '8/9', '9/5'] -> ((((5/7 * 7/2) * 8/9) / 1/6) * 9/5)
[887452] ['1/6', '5/7', '7/2', '9/2', '9/2'] -> ((((5/7 * 7/2) / 1/6) + 9/2) + 9/2)
[887453] ['1/6', '5/7', '7/2', '9/2', '9/4'] -> ((7/2 * ((5/7 * 9/2) - 1/6)) * 9/4)
[887457] ['1/6', '5/7', '7/2', '9/4', '9/4'] -> ((((7/2 / 1/6) - 9/4) / 5/7) - 9/4)
[887462] ['1/6', '5/7', '7/2', '9/5', '9/7'] -> (((5/7 * (7/2 + 9/5)) / 1/6) + 9/7)
[887463] ['1/6', '5/7', '7/2', '9/5', '9/8'] -> ((((5/7 * 7/2) * 9/5) / 1/6) / 9/8)
[887467] ['1/6', '5/7', '7/3', '7/3', '7/3'] -> (((5/7 + (7/3 / 7/3)) * 7/3) / 1/6)
[887469] ['1/6', '5/7', '7/3', '7/3', '7/5'] -> ((((7/3 / 5/7) + 7/3) / 1/6) / 7/5)
[887473] ['1/6', '5/7', '7/3', '7/3', '8/3'] -> ((8/3 / 1/6) / (7/3 - (5/7 * 7/3)))
[887475] ['1/6', '5/7', '7/3', '7/3', '8/7'] -> ((8/7 / 1/6) / ((7/3 / 7/3) - 5/7))
[887482] ['1/6', '5/7', '7/3', '7/4', '7/4'] -> (((5/7 + (7/3 / 1/6)) * 7/4) - 7/4)
[887497] ['1/6', '5/7', '7/3', '7/5', '7/6'] -> ((((7/3 / 5/7) + 7/5) / 1/6) / 7/6)
[887498] ['1/6', '5/7', '7/3', '7/5', '7/8'] -> ((((7/3 / 1/6) / 5/7) + 7/5) / 7/8)
[887501] ['1/6', '5/7', '7/3', '7/5', '8/5'] -> (((7/3 / 1/6) + (5/7 * 7/5)) * 8/5)
[887502] ['1/6', '5/7', '7/3', '7/5', '8/7'] -> ((((7/3 / 1/6) / 5/7) + 7/5) * 8/7)
[887513] ['1/6', '5/7', '7/3', '7/6', '8/5'] -> (((5/7 * (7/3 + 7/6)) / 1/6) * 8/5)
[887514] ['1/6', '5/7', '7/3', '7/6', '8/7'] -> (8/7 / ((5/7 - (7/6 / 7/3)) - 1/6))
[887516] ['1/6', '5/7', '7/3', '7/6', '9/2'] -> (((7/6 / 1/6) - (5/7 * 7/3)) * 9/2)
[887519] ['1/6', '5/7', '7/3', '7/6', '9/7'] -> ((((5/7 + 7/3) + 7/6) / 1/6) - 9/7)
[887520] ['1/6', '5/7', '7/3', '7/6', '9/8'] -> (((9/8 * 7/6) * (5/7 + 7/3)) / 1/6)
[887537] ['1/6', '5/7', '7/3', '7/9', '9/2'] -> ((((5/7 * 7/3) - 7/9) / 1/6) * 9/2)
[887538] ['1/6', '5/7', '7/3', '7/9', '9/4'] -> (((7/3 - (5/7 * 7/9)) / 1/6) * 9/4)
[887539] ['1/6', '5/7', '7/3', '7/9', '9/5'] -> (((5/7 * (7/3 + 7/9)) / 1/6) * 9/5)
[887542] ['1/6', '5/7', '7/3', '8/3', '8/3'] -> ((((5/7 * 7/3) * 8/3) / 1/6) - 8/3)
[887559] ['1/6', '5/7', '7/3', '8/7', '8/7'] -> ((((5/7 + 7/3) + 8/7) / 1/6) - 8/7)
[887593] ['1/6', '5/7', '7/4', '7/4', '8/5'] -> (((5/7 * (7/4 + 7/4)) / 1/6) * 8/5)
[887594] ['1/6', '5/7', '7/4', '7/4', '8/7'] -> ((8/7 / 1/6) / ((7/4 / 7/4) - 5/7))
[887596] ['1/6', '5/7', '7/4', '7/4', '9/2'] -> ((9/2 / 1/6) - ((5/7 * 7/4) + 7/4))
[887599] ['1/6', '5/7', '7/4', '7/4', '9/7'] -> ((((5/7 + 7/4) + 7/4) / 1/6) - 9/7)
[887611] ['1/6', '5/7', '7/4', '7/5', '9/5'] -> ((((5/7 + 7/5) * 7/4) / 1/6) + 9/5)
[887619] ['1/6', '5/7', '7/4', '7/6', '8/7'] -> (8/7 / (((1/6 + 7/6) / 7/4) - 5/7))
[887630] ['1/6', '5/7', '7/4', '7/8', '8/7'] -> (8/7 / ((5/7 - (7/8 / 7/4)) - 1/6))
[887632] ['1/6', '5/7', '7/4', '7/8', '9/2'] -> (9/2 / (1/6 * (7/4 - (5/7 * 7/8))))
[887636] ['1/6', '5/7', '7/4', '7/8', '9/8'] -> (9/8 / ((1/6 * 7/4) * (7/8 - 5/7)))
[887697] ['1/6', '5/7', '7/5', '7/5', '8/5'] -> ((8/5 / 1/6) / (7/5 - (5/7 * 7/5)))
[887698] ['1/6', '5/7', '7/5', '7/5', '8/7'] -> ((8/7 / 1/6) / ((7/5 / 7/5) - 5/7))
[887732] ['1/6', '5/7', '7/5', '7/9', '8/9'] -> (8/9 / (1/6 * ((5/7 * 7/5) - 7/9)))
[887734] ['1/6', '5/7', '7/5', '7/9', '9/4'] -> ((((5/7 * 7/5) + 7/9) / 1/6) * 9/4)
[887739] ['1/6', '5/7', '7/5', '8/3', '8/5'] -> (((8/3 / 1/6) - (5/7 * 7/5)) * 8/5)
[887740] ['1/6', '5/7', '7/5', '8/3', '8/7'] -> ((((8/3 / 1/6) / 5/7) - 7/5) * 8/7)
[887771] ['1/6', '5/7', '7/5', '9/2', '9/7'] -> (((5/7 * (7/5 + 9/2)) / 1/6) - 9/7)
[887786] ['1/6', '5/7', '7/6', '7/6', '8/3'] -> (((5/7 + (7/6 / 1/6)) * 7/6) * 8/3)
[887788] ['1/6', '5/7', '7/6', '7/6', '8/7'] -> ((8/7 / 1/6) / ((7/6 / 7/6) - 5/7))
[887794] ['1/6', '5/7', '7/6', '7/6', '9/8'] -> ((1/6 + (5/7 * 7/6)) / (7/6 - 9/8))
[887809] ['1/6', '5/7', '7/6', '7/9', '8/7'] -> (((1/6 + 7/6) / (7/9 - 5/7)) * 8/7)
[887820] ['1/6', '5/7', '7/6', '8/3', '9/2'] -> ((7/6 * (5/7 + (8/3 / 1/6))) + 9/2)
[887822] ['1/6', '5/7', '7/6', '8/3', '9/5'] -> ((((5/7 * 7/6) * 8/3) / 1/6) * 9/5)
[887840] ['1/6', '5/7', '7/6', '8/9', '8/9'] -> (8/9 / ((7/6 * (8/9 - 5/7)) - 1/6))
[887863] ['1/6', '5/7', '7/8', '7/8', '8/3'] -> ((((5/7 * 7/8) + 7/8) / 1/6) * 8/3)
[887865] ['1/6', '5/7', '7/8', '7/8', '8/7'] -> ((8/7 / 1/6) / ((7/8 / 7/8) - 5/7))
[887880] ['1/6', '5/7', '7/8', '7/9', '9/7'] -> (9/7 / ((1/6 / 7/9) - (7/8 - 5/7)))
[887899] ['1/6', '5/7', '7/8', '8/7', '8/7'] -> (8/7 / (1/6 * ((7/8 * 8/7) - 5/7)))
[887912] ['1/6', '5/7', '7/8', '9/2', '9/2'] -> (9/2 / (7/8 * (9/2 - (5/7 / 1/6))))
[887914] ['1/6', '5/7', '7/8', '9/2', '9/5'] -> ((((9/2 / 1/6) / 5/7) / 7/8) / 9/5)
[887917] ['1/6', '5/7', '7/8', '9/4', '9/4'] -> ((((7/8 + 9/4) / 1/6) / 5/7) - 9/4)
[887924] ['1/6', '5/7', '7/8', '9/7', '9/7'] -> (9/7 / ((1/6 * 9/7) - (7/8 - 5/7)))
[887930] ['1/6', '5/7', '7/9', '7/9', '8/7'] -> ((8/7 / 1/6) / ((7/9 / 7/9) - 5/7))
[887931] ['1/6', '5/7', '7/9', '7/9', '8/9'] -> ((8/9 / 1/6) / (7/9 - (5/7 * 7/9)))
[887937] ['1/6', '5/7', '7/9', '8/3', '8/3'] -> (8/3 / ((5/7 * 7/9) - (1/6 * 8/3)))
[887941] ['1/6', '5/7', '7/9', '8/3', '9/2'] -> ((8/3 / (5/7 - (1/6 / 7/9))) * 9/2)
[887944] ['1/6', '5/7', '7/9', '8/3', '9/7'] -> (9/7 / ((5/7 / 8/3) - (1/6 / 7/9)))
[887949] ['1/6', '5/7', '7/9', '8/5', '9/2'] -> ((((5/7 * 7/9) * 8/5) / 1/6) * 9/2)
[887956] ['1/6', '5/7', '7/9', '8/7', '9/2'] -> (((8/7 / (7/9 - 5/7)) / 1/6) / 9/2)
[887970] ['1/6', '5/7', '7/9', '9/2', '9/7'] -> (((5/7 + (7/9 * 9/2)) / 1/6) - 9/7)
[887983] ['1/6', '5/7', '8/3', '8/3', '8/5'] -> ((((8/3 / 5/7) + 8/3) / 1/6) / 8/5)
[887988] ['1/6', '5/7', '8/3', '8/3', '9/5'] -> (((8/3 / 1/6) + 8/3) * (5/7 * 9/5))
[887989] ['1/6', '5/7', '8/3', '8/3', '9/7'] -> ((((8/3 / 1/6) - 8/3) / 5/7) * 9/7)
[887992] ['1/6', '5/7', '8/3', '8/5', '8/7'] -> (((8/3 + (5/7 * 8/5)) / 1/6) + 8/7)
[887996] ['1/6', '5/7', '8/3', '8/5', '9/5'] -> (((8/3 / 5/7) + (8/5 / 1/6)) * 9/5)
[887999] ['1/6', '5/7', '8/3', '8/7', '8/7'] -> (8/7 / (1/6 * (5/7 - (8/7 / 8/3))))
[888003] ['1/6', '5/7', '8/3', '8/7', '9/5'] -> (((8/3 + (8/7 / 1/6)) / 5/7) * 9/5)
[888024] ['1/6', '5/7', '8/3', '9/7', '9/7'] -> (9/7 / ((5/7 / 8/3) - (1/6 * 9/7)))
[888028] ['1/6', '5/7', '8/5', '8/5', '8/7'] -> ((8/7 / 1/6) / ((8/5 / 8/5) - 5/7))
[888038] ['1/6', '5/7', '8/5', '8/7', '9/4'] -> (9/4 / ((5/7 / (8/5 + 8/7)) - 1/6))
[888044] ['1/6', '5/7', '8/5', '8/9', '9/4'] -> (((5/7 * (8/5 + 8/9)) / 1/6) * 9/4)
[888048] ['1/6', '5/7', '8/5', '9/2', '9/2'] -> (((5/7 * 8/5) * (1/6 + 9/2)) * 9/2)
[888051] ['1/6', '5/7', '8/5', '9/2', '9/7'] -> ((((5/7 * 8/5) * 9/2) / 1/6) / 9/7)
[888063] ['1/6', '5/7', '8/7', '8/7', '8/7'] -> ((8/7 / ((8/7 / 8/7) - 5/7)) / 1/6)
[888065] ['1/6', '5/7', '8/7', '8/7', '9/2'] -> ((9/2 / 1/6) - ((5/7 + 8/7) + 8/7))
[888068] ['1/6', '5/7', '8/7', '8/7', '9/7'] -> (((8/7 + 8/7) / 1/6) / (9/7 - 5/7))
[888072] ['1/6', '5/7', '8/7', '8/9', '9/4'] -> (((8/7 + (5/7 * 8/9)) / 1/6) * 9/4)
[888076] ['1/6', '5/7', '8/7', '9/2', '9/2'] -> ((8/7 / (9/2 - (5/7 / 1/6))) * 9/2)
[888078] ['1/6', '5/7', '8/7', '9/2', '9/5'] -> ((((8/7 * 9/2) / 1/6) / 5/7) / 9/5)
[888083] ['1/6', '5/7', '8/7', '9/4', '9/7'] -> (9/7 / ((8/7 - (1/6 * 9/4)) - 5/7))
[888100] ['1/6', '5/7', '8/9', '9/2', '9/7'] -> (9/7 / ((5/7 / 8/9) - (1/6 * 9/2)))
[888124] ['1/6', '5/7', '9/2', '9/7', '9/7'] -> (((5/7 + (9/2 / 9/7)) / 1/6) - 9/7)
[888132] ['1/6', '5/7', '9/4', '9/5', '9/7'] -> (9/7 / ((1/6 * 5/7) * (9/4 - 9/5)))
[888135] ['1/6', '5/7', '9/4', '9/7', '9/8'] -> ((((5/7 + 9/7) * 9/4) / 1/6) / 9/8)
[888152] ['1/6', '5/8', '5/8', '5/8', '7/3'] -> (((5/8 / 5/8) + (7/3 / 1/6)) / 5/8)
[888158] ['1/6', '5/8', '5/8', '5/8', '8/3'] -> (((8/3 / 1/6) - (5/8 / 5/8)) / 5/8)
[888162] ['1/6', '5/8', '5/8', '5/8', '9/2'] -> ((9/2 - (5/8 / (5/8 + 5/8))) / 1/6)
[888171] ['1/6', '5/8', '5/8', '5/9', '7/3'] -> (7/3 / (((5/9 / 5/8) - 1/6) - 5/8))
[888175] ['1/6', '5/8', '5/8', '5/9', '7/8'] -> ((1/6 + 7/8) / (5/8 * (5/8 - 5/9)))
[888177] ['1/6', '5/8', '5/8', '5/9', '8/3'] -> (8/3 / ((5/8 - (5/8 * 5/9)) - 1/6))
[888182] ['1/6', '5/8', '5/8', '5/9', '9/4'] -> (((5/8 / (5/8 - 5/9)) / 1/6) / 9/4)
[888189] ['1/6', '5/8', '5/8', '6/5', '7/3'] -> ((1/6 + 7/3) / (5/8 - (5/8 / 6/5)))
[888196] ['1/6', '5/8', '5/8', '6/5', '8/5'] -> (8/5 / (((1/6 + 5/8) / 5/8) - 6/5))
[888205] ['1/6', '5/8', '5/8', '6/7', '7/2'] -> ((((5/8 / 1/6) / 5/8) + 6/7) * 7/2)
[888206] ['1/6', '5/8', '5/8', '6/7', '7/3'] -> ((1/6 + 7/3) / ((5/8 / 6/7) - 5/8))
[888219] ['1/6', '5/8', '5/8', '6/7', '9/7'] -> (9/7 / (((1/6 + 5/8) * 6/7) - 5/8))
[888223] ['1/6', '5/8', '5/8', '7/2', '7/4'] -> (((5/8 + 5/8) + (7/2 / 1/6)) + 7/4)
[888228] ['1/6', '5/8', '5/8', '7/2', '8/3'] -> (((5/8 + 7/2) / (5/8 - 1/6)) * 8/3)
[888231] ['1/6', '5/8', '5/8', '7/2', '8/9'] -> ((((5/8 / 5/8) + 7/2) / 1/6) * 8/9)
[888233] ['1/6', '5/8', '5/8', '7/2', '9/4'] -> ((((5/8 + 5/8) * 7/2) / 1/6) - 9/4)
[888236] ['1/6', '5/8', '5/8', '7/2', '9/8'] -> ((((5/8 / 5/8) + 7/2) / 1/6) / 9/8)
[888244] ['1/6', '5/8', '5/8', '7/3', '8/5'] -> (((5/8 / 5/8) + (7/3 / 1/6)) * 8/5)
[888270] ['1/6', '5/8', '5/8', '7/5', '8/3'] -> (((5/8 + (5/8 * 7/5)) / 1/6) * 8/3)
[888271] ['1/6', '5/8', '5/8', '7/5', '8/5'] -> ((8/5 / 1/6) / (7/5 - (5/8 / 5/8)))
[888289] ['1/6', '5/8', '5/8', '7/6', '9/7'] -> (9/7 / (((1/6 + 5/8) / 7/6) - 5/8))
[888291] ['1/6', '5/8', '5/8', '7/8', '7/8'] -> (5/8 / ((1/6 + 5/8) - (7/8 * 7/8)))
[888294] ['1/6', '5/8', '5/8', '7/8', '8/5'] -> (((5/8 * 8/5) / 1/6) / (7/8 - 5/8))
[888298] ['1/6', '5/8', '5/8', '7/8', '9/4'] -> (((5/8 / 1/6) + 9/4) / (7/8 - 5/8))
[888306] ['1/6', '5/8', '5/8', '7/9', '8/9'] -> ((8/9 / 1/6) / ((5/8 / 5/8) - 7/9))
[888308] ['1/6', '5/8', '5/8', '7/9', '9/4'] -> ((((5/8 / 5/8) + 7/9) / 1/6) * 9/4)
[888313] ['1/6', '5/8', '5/8', '8/3', '8/5'] -> (((8/3 / 1/6) - (5/8 / 5/8)) * 8/5)
[888321] ['1/6', '5/8', '5/8', '8/5', '8/5'] -> (((5/8 + 5/8) / 1/6) * (8/5 + 8/5))
[888343] ['1/6', '5/8', '5/8', '9/2', '9/4'] -> (((9/2 / 5/8) / 5/8) * (9/4 - 1/6))
[888347] ['1/6', '5/8', '5/8', '9/4', '9/4'] -> (9/4 / (((5/8 * 5/8) / 1/6) - 9/4))
[888360] ['1/6', '5/8', '5/9', '5/9', '7/2'] -> ((5/9 / 5/9) / (5/8 - (1/6 * 7/2)))
[888365] ['1/6', '5/8', '5/9', '5/9', '7/8'] -> (((5/9 / 1/6) / 5/9) / (7/8 - 5/8))
[888368] ['1/6', '5/8', '5/9', '5/9', '8/5'] -> (8/5 / (((5/9 - 1/6) / 5/8) - 5/9))
[888372] ['1/6', '5/8', '5/9', '5/9', '9/4'] -> ((((5/9 + 5/9) / 1/6) / 5/8) * 9/4)
[888373] ['1/6', '5/8', '5/9', '5/9', '9/5'] -> (9/5 / (((5/9 - 1/6) / 5/9) - 5/8))
[888384] ['1/6', '5/8', '5/9', '6/5', '7/9'] -> (7/9 / (1/6 * ((5/8 * 6/5) - 5/9)))
[888412] ['1/6', '5/8', '5/9', '7/2', '7/3'] -> ((((5/9 / 5/8) + 7/2) / 1/6) - 7/3)
[888424] ['1/6', '5/8', '5/9', '7/2', '9/5'] -> ((5/9 / (5/8 - (1/6 * 7/2))) * 9/5)
[888425] ['1/6', '5/8', '5/9', '7/2', '9/7'] -> (((9/7 * 7/2) * 5/9) / (1/6 * 5/8))
[888439] ['1/6', '5/8', '5/9', '7/3', '9/5'] -> (9/5 / (((1/6 * 7/3) / 5/9) - 5/8))
[888451] ['1/6', '5/8', '5/9', '7/4', '9/2'] -> ((((5/8 + 5/9) / 1/6) - 7/4) * 9/2)
[888464] ['1/6', '5/8', '5/9', '7/5', '9/2'] -> (9/2 / ((1/6 * 5/9) * (5/8 + 7/5)))
[888472] ['1/6', '5/8', '5/9', '7/6', '8/3'] -> (8/3 / ((7/6 - (5/9 / 5/8)) - 1/6))
[888484] ['1/6', '5/8', '5/9', '7/8', '8/5'] -> (((1/6 + 7/8) / (5/8 - 5/9)) * 8/5)
[888489] ['1/6', '5/8', '5/9', '7/8', '9/5'] -> (((5/9 / (7/8 - 5/8)) / 1/6) * 9/5)
[888497] ['1/6', '5/8', '5/9', '7/9', '9/2'] -> (9/2 / (1/6 * ((5/8 * 5/9) + 7/9)))
[888503] ['1/6', '5/8', '5/9', '8/3', '8/5'] -> ((5/8 / ((5/9 / 8/3) - 1/6)) * 8/5)
[888507] ['1/6', '5/8', '5/9', '8/3', '9/4'] -> (((8/3 - (5/9 / 5/8)) / 1/6) * 9/4)
[888508] ['1/6', '5/8', '5/9', '8/3', '9/5'] -> (((5/9 + (5/8 * 8/3)) / 1/6) * 9/5)
[888510] ['1/6', '5/8', '5/9', '8/3', '9/8'] -> ((9/8 * ((5/9 / 5/8) + 8/3)) / 1/6)
[888528] ['1/6', '5/8', '5/9', '8/9', '9/4'] -> ((((5/9 / 5/8) + 8/9) / 1/6) * 9/4)
[888541] ['1/6', '5/8', '5/9', '9/5', '9/5'] -> (9/5 / (((5/9 - 1/6) * 9/5) - 5/8))
[888556] ['1/6', '5/8', '6/5', '6/5', '8/3'] -> (((5/8 * (6/5 + 6/5)) / 1/6) * 8/3)
[888562] ['1/6', '5/8', '6/5', '6/5', '9/5'] -> ((9/5 / 1/6) / (6/5 - (5/8 * 6/5)))
[888565] ['1/6', '5/8', '6/5', '6/7', '6/7'] -> (6/7 / ((1/6 * 5/8) * (6/5 - 6/7)))
[888566] ['1/6', '5/8', '6/5', '6/7', '7/2'] -> ((7/2 * 6/7) / ((1/6 * 5/8) * 6/5))
[888575] ['1/6', '5/8', '6/5', '6/7', '8/7'] -> (8/7 / ((5/8 * (6/5 - 6/7)) - 1/6))
[888586] ['1/6', '5/8', '6/5', '7/2', '7/6'] -> ((((7/2 / 1/6) / 5/8) / 6/5) / 7/6)
[888591] ['1/6', '5/8', '6/5', '7/2', '8/7'] -> (8/7 / (((5/8 * 6/5) / 7/2) - 1/6))
[888594] ['1/6', '5/8', '6/5', '7/2', '9/4'] -> (((5/8 * 6/5) + (7/2 / 1/6)) + 9/4)
[888595] ['1/6', '5/8', '6/5', '7/2', '9/5'] -> (9/5 / (((1/6 * 6/5) * 7/2) - 5/8))
[888611] ['1/6', '5/8', '6/5', '7/3', '9/7'] -> ((9/7 * 7/3) / ((1/6 * 5/8) * 6/5))
[888619] ['1/6', '5/8', '6/5', '7/4', '8/5'] -> ((((5/8 * 6/5) + 7/4) / 1/6) * 8/5)
[888632] ['1/6', '5/8', '6/5', '7/5', '8/5'] -> (8/5 / (((1/6 / 5/8) + 6/5) - 7/5))
[888643] ['1/6', '5/8', '6/5', '7/6', '8/3'] -> (8/3 / (1/6 * ((7/6 / 5/8) - 6/5)))
[888652] ['1/6', '5/8', '6/5', '7/8', '7/8'] -> (7/8 / ((5/8 * (6/5 - 7/8)) - 1/6))
[888654] ['1/6', '5/8', '6/5', '7/8', '8/3'] -> (8/3 / ((7/8 - (1/6 / 6/5)) - 5/8))
[888658] ['1/6', '5/8', '6/5', '7/8', '9/2'] -> (9/2 / ((7/8 - (5/8 / 6/5)) - 1/6))
[888660] ['1/6', '5/8', '6/5', '7/8', '9/5'] -> (9/5 / (((1/6 + 5/8) * 6/5) - 7/8))
[888681] ['1/6', '5/8', '6/5', '8/3', '9/8'] -> ((9/8 * 8/3) / ((1/6 * 5/8) * 6/5))
[888682] ['1/6', '5/8', '6/5', '8/5', '8/5'] -> (8/5 / (((1/6 + 5/8) * 8/5) - 6/5))
[888697] ['1/6', '5/8', '6/5', '8/9', '8/9'] -> (8/9 / (1/6 * ((8/9 / 5/8) - 6/5)))
[888709] ['1/6', '5/8', '6/5', '9/4', '9/5'] -> (9/5 / ((1/6 + (6/5 / 9/4)) - 5/8))
[888719] ['1/6', '5/8', '6/7', '6/7', '7/2'] -> ((((6/7 / 1/6) - 6/7) / 5/8) * 7/2)
[888733] ['1/6', '5/8', '6/7', '6/7', '9/7'] -> ((9/7 / 1/6) / (6/7 - (5/8 * 6/7)))
[888735] ['1/6', '5/8', '6/7', '7/2', '7/2'] -> (7/2 / ((5/8 / 6/7) - (1/6 * 7/2)))
[888739] ['1/6', '5/8', '6/7', '7/2', '7/6'] -> ((6/7 / (5/8 - (1/6 * 7/2))) * 7/6)
[888744] ['1/6', '5/8', '6/7', '7/2', '8/7'] -> (8/7 / ((1/6 * 7/2) - (5/8 * 6/7)))
[888747] ['1/6', '5/8', '6/7', '7/2', '9/4'] -> (((5/8 + (6/7 * 7/2)) / 1/6) + 9/4)
[888750] ['1/6', '5/8', '6/7', '7/2', '9/8'] -> ((5/8 + ((7/2 / 1/6) / 6/7)) - 9/8)
[888761] ['1/6', '5/8', '6/7', '7/3', '9/2'] -> (9/2 / (1/6 * (6/7 + (5/8 / 7/3))))
[888766] ['1/6', '5/8', '6/7', '7/4', '7/4'] -> ((((5/8 * 6/7) + 7/4) / 1/6) * 7/4)
[888803] ['1/6', '5/8', '6/7', '7/6', '9/7'] -> (9/7 / (1/6 * (6/7 - (5/8 / 7/6))))
[888805] ['1/6', '5/8', '6/7', '7/8', '7/8'] -> (7/8 / (((6/7 - 5/8) * 7/8) - 1/6))
[888843] ['1/6', '5/8', '6/7', '8/7', '8/7'] -> (8/7 / (((1/6 + 5/8) * 8/7) - 6/7))
[888857] ['1/6', '5/8', '6/7', '9/2', '9/4'] -> ((5/8 / ((6/7 / 9/2) - 1/6)) - 9/4)
[888875] ['1/6', '5/8', '7/2', '7/2', '7/6'] -> ((((7/2 / 1/6) - 7/2) / 5/8) / 7/6)
[888876] ['1/6', '5/8', '7/2', '7/2', '7/8'] -> (((7/2 / 1/6) / 7/2) / (7/8 - 5/8))
[888877] ['1/6', '5/8', '7/2', '7/2', '7/9'] -> ((((7/2 - 1/6) * 7/2) / 5/8) / 7/9)
[888883] ['1/6', '5/8', '7/2', '7/2', '9/4'] -> (((5/8 * (7/2 + 7/2)) / 1/6) - 9/4)
[888885] ['1/6', '5/8', '7/2', '7/2', '9/7'] -> ((((7/2 - 1/6) * 7/2) / 5/8) * 9/7)
