[1916600] ['4/3', '7/8', '8/7', '9/2', '9/4'] -> 9/4 / (7/8 / (4/3 - 8/7) - 9/2)
[1988968] ['4/9', '5/6', '7/5', '7/9', '9/5'] -> 9/5 / (5/6 / 4/9 - 7/5 / 7/9)
[1988984] ['4/9', '5/6', '7/5', '8/5', '9/4'] -> 4/9 / (7/5 / 8/5 - 5/6) * 9/4
[1988993] ['4/9', '5/6', '7/5', '8/7', '9/7'] -> 9/7 / ((5/6 * 7/5 - 8/7) / 4/9)
[1989011] ['4/9', '5/6', '7/5', '9/5', '9/7'] -> 9/7 / ((5/6 / 4/9 - 9/5) / 7/5)
[1989013] ['4/9', '5/6', '7/5', '9/7', '9/7'] -> 9/7 / (5/6 / 4/9 / 7/5 - 9/7)
[1989021] ['4/9', '5/6', '7/6', '7/6', '8/7'] -> 8/7 / (4/9 / 7/6 + 5/6 - 7/6)
[1989033] ['4/9', '5/6', '7/6', '7/8', '8/9'] -> 8/9 / (4/9 * (5/6 - 7/8 / 7/6))
[1989034] ['4/9', '5/6', '7/6', '7/8', '9/2'] -> 4/9 / (5/6 - 7/8 / 7/6) * 9/2
[1989041] ['4/9', '5/6', '7/6', '7/9', '8/5'] -> 5/6 / (4/9 + 7/9 - 7/6) * 8/5
[1989066] ['4/9', '5/6', '7/6', '8/7', '8/7'] -> 8/7 / (8/7 - (4/9 + 5/6) / 7/6)
[1989073] ['4/9', '5/6', '7/6', '8/9', '8/9'] -> 8/9 / (4/9 * (5/6 * 7/6 - 8/9))
[1989074] ['4/9', '5/6', '7/6', '8/9', '9/2'] -> 4/9 / (5/6 * 7/6 - 8/9) * 9/2
[1989085] ['4/9', '5/6', '7/6', '9/4', '9/5'] -> 9/5 / (9/4 / 5/6 - 7/6 / 4/9)
[1989086] ['4/9', '5/6', '7/6', '9/4', '9/7'] -> 9/7 / (9/4 / 7/6 - 5/6 / 4/9)
[1989115] ['4/9', '5/6', '7/8', '8/3', '8/3'] -> (5/6 + 8/3) / 4/9 / 7/8 * 8/3
[1989161] ['4/9', '5/6', '7/9', '7/9', '8/3'] -> (4/9 + 8/3) / (7/9 - 5/6 * 7/9)
[1989170] ['4/9', '5/6', '7/9', '8/3', '8/3'] -> 8/3 / (4/9 / 8/3 - (5/6 - 7/9))
[1989173] ['4/9', '5/6', '7/9', '8/3', '8/9'] -> 8/9 / (4/9 * (8/3 - 5/6) - 7/9)
[1989178] ['4/9', '5/6', '7/9', '8/3', '9/8'] -> 9/8 / ((5/6 - 7/9) / 4/9 / 8/3)
[1989182] ['4/9', '5/6', '7/9', '8/5', '9/2'] -> 9/2 / (4/9 + 5/6 / 8/5 - 7/9)
[1989196] ['4/9', '5/6', '7/9', '8/9', '9/4'] -> 4/9 / (7/9 / 8/9 - 5/6) * 9/4
[1989217] ['4/9', '5/6', '8/3', '8/3', '8/7'] -> (5/6 + 8/3) * 8/3 / 4/9 * 8/7
[1989218] ['4/9', '5/6', '8/3', '8/3', '8/9'] -> 8/3 * 8/3 / (5/6 * 8/9 - 4/9)
[1989221] ['4/9', '5/6', '8/3', '8/3', '9/5'] -> 5/6 * 8/3 * 8/3 / 4/9 * 9/5
[1989223] ['4/9', '5/6', '8/3', '8/3', '9/8'] -> 8/3 * 8/3 / (5/6 / 9/8 - 4/9)
[1989227] ['4/9', '5/6', '8/3', '8/5', '9/2'] -> ((4/9 + 8/3) / 5/6 + 8/5) * 9/2
[1989244] ['4/9', '5/6', '8/3', '8/9', '9/8'] -> 9/8 / ((8/9 - 5/6) / 4/9 / 8/3)
[1989245] ['4/9', '5/6', '8/3', '9/2', '9/2'] -> 9/2 / (5/6 / 4/9 - 9/2 / 8/3)
[1989248] ['4/9', '5/6', '8/3', '9/2', '9/7'] -> 8/3 * 9/2 / (5/6 - 4/9) / 9/7
[1989249] ['4/9', '5/6', '8/3', '9/2', '9/8'] -> (8/3 * 9/2 - 5/6) / 4/9 - 9/8
[1989251] ['4/9', '5/6', '8/3', '9/4', '9/5'] -> 4/9 / (9/4 / 5/6 - 8/3) * 9/5
[1989254] ['4/9', '5/6', '8/3', '9/5', '9/5'] -> 4/9 / (8/3 - 5/6 - 9/5) * 9/5
[1989278] ['4/9', '5/6', '8/5', '8/9', '9/5'] -> 9/5 / (5/6 / 4/9 - 8/5 / 8/9)
[1989292] ['4/9', '5/6', '8/5', '9/5', '9/8'] -> 9/8 / ((5/6 / 4/9 - 9/5) / 8/5)
[1989295] ['4/9', '5/6', '8/5', '9/8', '9/8'] -> 9/8 / (5/6 / 4/9 / 8/5 - 9/8)
[1989312] ['4/9', '5/6', '8/7', '9/2', '9/7'] -> 9/7 / (9/2 - (5/6 + 8/7) / 4/9)
[1989314] ['4/9', '5/6', '8/7', '9/4', '9/4'] -> 9/4 / (9/4 / 8/7 - 5/6 / 4/9)
[1989326] ['4/9', '5/6', '8/9', '8/9', '9/4'] -> (8/9 + 8/9) / (4/9 - 5/6 / 9/4)
[1989331] ['4/9', '5/6', '8/9', '9/2', '9/4'] -> (5/6 + 9/2) / (4/9 / 8/9) * 9/4
[1989339] ['4/9', '5/6', '8/9', '9/5', '9/5'] -> 9/5 / (5/6 / (8/9 - 4/9) - 9/5)
[1989345] ['4/9', '5/6', '9/2', '9/2', '9/2'] -> (9/2 + 9/2) / 4/9 + 5/6 * 9/2
[1989432] ['4/9', '5/7', '5/7', '5/9', '8/5'] -> 5/7 * 8/5 / (4/9 - 5/7 * 5/9)
[1989433] ['4/9', '5/7', '5/7', '5/9', '8/7'] -> 8/7 / 5/7 / (4/9 / 5/7 - 5/9)
[1989458] ['4/9', '5/7', '5/7', '6/7', '6/7'] -> 6/7 / (5/7 / 4/9 - 5/7 - 6/7)
[1989500] ['4/9', '5/7', '5/7', '7/3', '8/9'] -> 8/9 / (4/9 * 7/3 - 5/7 / 5/7)
[1989557] ['4/9', '5/7', '5/7', '7/9', '8/3'] -> 8/3 / 5/7 / (7/9 - 4/9 / 5/7)
[1989558] ['4/9', '5/7', '5/7', '7/9', '8/5'] -> 8/5 / (4/9 / 5/7 - 5/7 * 7/9)
[1989559] ['4/9', '5/7', '5/7', '7/9', '8/7'] -> 8/7 / (4/9 - 5/7 * 5/7 * 7/9)
[1989622] ['4/9', '5/7', '5/8', '5/8', '8/3'] -> 8/3 / 4/9 / (5/8 / 5/7 - 5/8)
[1989635] ['4/9', '5/7', '5/8', '5/9', '7/3'] -> 5/7 / (5/9 - 4/9) / 5/8 * 7/3
[1989641] ['4/9', '5/7', '5/8', '5/9', '8/3'] -> 8/3 / (5/7 * (4/9 / 5/8 - 5/9))
[1989642] ['4/9', '5/7', '5/8', '5/9', '8/5'] -> 8/5 / (5/9 / 5/7 - 4/9 / 5/8)
[1989643] ['4/9', '5/7', '5/8', '5/9', '8/7'] -> 8/7 / (5/9 - 4/9 * 5/7 / 5/8)
[1989647] ['4/9', '5/7', '5/8', '5/9', '9/5'] -> 9/5 / (5/8 / 5/7 - 4/9 / 5/9)
[1989661] ['4/9', '5/7', '5/8', '6/5', '8/7'] -> 8/7 / (4/9 * (5/7 - 5/8) * 6/5)
[1989679] ['4/9', '5/7', '5/8', '6/7', '8/9'] -> 4/9 / (5/8 / 5/7 - 6/7) - 8/9
[1989692] ['4/9', '5/7', '5/8', '7/2', '8/3'] -> 5/7 * 7/2 / 4/9 / 5/8 * 8/3
[1989753] ['4/9', '5/7', '5/8', '7/6', '9/7'] -> 9/7 / ((7/6 - 5/7 / 5/8) / 4/9)
[1989757] ['4/9', '5/7', '5/8', '7/8', '8/3'] -> 8/3 / (7/8 - 5/7 * (4/9 + 5/8))
[1989759] ['4/9', '5/7', '5/8', '7/8', '8/7'] -> 8/7 / (5/7 - 4/9 * (5/8 + 7/8))
[1989769] ['4/9', '5/7', '5/8', '7/9', '8/7'] -> 8/7 / (5/7 * (7/9 - 4/9 / 5/8))
[1989773] ['4/9', '5/7', '5/8', '7/9', '9/5'] -> 5/7 / (5/8 - 4/9 / 7/9) * 9/5
[1989774] ['4/9', '5/7', '5/8', '7/9', '9/7'] -> 9/7 / (7/9 - (4/9 + 5/7) * 5/8)
[1989815] ['4/9', '5/7', '5/8', '9/5', '9/5'] -> 9/5 / (5/8 / 5/7 - 4/9 * 9/5)
[1989823] ['4/9', '5/7', '5/9', '5/9', '6/7'] -> 6/7 / (5/7 / 5/9 - 5/9 / 4/9)
[1989834] ['4/9', '5/7', '5/9', '5/9', '8/9'] -> 8/9 / 5/9 / (4/9 / 5/7 - 5/9)
[1989841] ['4/9', '5/7', '5/9', '6/5', '6/7'] -> 6/7 / (5/7 * (5/9 / 4/9 - 6/5))
[1989851] ['4/9', '5/7', '5/9', '6/5', '8/7'] -> 8/7 / (5/7 - 4/9 / 5/9 / 6/5)
[1989852] ['4/9', '5/7', '5/9', '6/5', '8/9'] -> 8/9 / (5/9 - 4/9 / 5/7 / 6/5)
[1989895] ['4/9', '5/7', '5/9', '7/3', '7/8'] -> 7/8 / ((5/9 - 4/9) / (5/7 + 7/3))
[1989898] ['4/9', '5/7', '5/9', '7/3', '8/5'] -> 5/7 * 7/3 / (5/9 - 4/9) * 8/5
[1989913] ['4/9', '5/7', '5/9', '7/4', '8/7'] -> 8/7 / (4/9 + 5/9 / 7/4 - 5/7)
[1989916] ['4/9', '5/7', '5/9', '7/4', '9/4'] -> 7/4 / (4/9 / 5/7 - 5/9) - 9/4
[1989922] ['4/9', '5/7', '5/9', '7/5', '7/8'] -> 7/5 / (4/9 / 5/7 - 5/9) / 7/8
[1989947] ['4/9', '5/7', '5/9', '7/8', '8/3'] -> 8/3 / (4/9 / 7/8 - 5/7 * 5/9)
[1989948] ['4/9', '5/7', '5/9', '7/8', '8/5'] -> 5/7 / (5/9 - 4/9 / 7/8) * 8/5
[1989953] ['4/9', '5/7', '5/9', '7/8', '9/5'] -> 9/5 / ((4/9 / 5/9 - 5/7) * 7/8)
[1989954] ['4/9', '5/7', '5/9', '7/8', '9/7'] -> 9/7 / (5/7 * (7/8 - 4/9 / 5/9))
[1989958] ['4/9', '5/7', '5/9', '7/9', '8/5'] -> 8/5 / ((4/9 / 5/9 - 5/7) * 7/9)
[1989959] ['4/9', '5/7', '5/9', '7/9', '8/7'] -> 8/7 / (5/7 + 5/9 - 4/9 - 7/9)
[1989960] ['4/9', '5/7', '5/9', '7/9', '8/9'] -> 8/9 / ((4/9 - 5/7 * 5/9) * 7/9)
[1989975] ['4/9', '5/7', '5/9', '8/5', '8/5'] -> 8/5 / (5/9 / 5/7 - 4/9 * 8/5)
[1989981] ['4/9', '5/7', '5/9', '8/5', '9/7'] -> 9/7 / ((4/9 / 5/9 - 5/7) / 8/5)
[1989987] ['4/9', '5/7', '5/9', '8/7', '9/5'] -> 8/7 / (4/9 / 5/9 - 5/7) * 9/5
[1989993] ['4/9', '5/7', '5/9', '8/9', '9/5'] -> 8/9 / (4/9 / 5/7 - 5/9) * 9/5
[1989994] ['4/9', '5/7', '5/9', '8/9', '9/7'] -> 9/7 / ((4/9 - 5/7 * 5/9) / 8/9)
[1990001] ['4/9', '5/7', '5/9', '9/4', '9/4'] -> 9/4 / (4/9 / 5/9 - 5/7) - 9/4
[1990007] ['4/9', '5/7', '5/9', '9/5', '9/8'] -> 9/5 / (4/9 / 5/7 - 5/9) / 9/8
[1990009] ['4/9', '5/7', '5/9', '9/7', '9/8'] -> 9/7 / (4/9 - 5/7 * 5/9) / 9/8
[1990022] ['4/9', '5/7', '6/5', '6/5', '8/7'] -> 8/7 / (4/9 * 6/5 + 5/7 - 6/5)
[1990031] ['4/9', '5/7', '6/5', '6/7', '7/3'] -> 7/3 / (4/9 - 5/7 / (6/5 + 6/7))
[1990082] ['4/9', '5/7', '6/5', '7/4', '8/3'] -> 8/3 / (6/5 - 4/9 * 7/4 / 5/7)
[1990114] ['4/9', '5/7', '6/5', '7/6', '9/7'] -> 9/7 / (5/7 * (6/5 - 7/6) / 4/9)
[1990121] ['4/9', '5/7', '6/5', '7/8', '8/9'] -> 4/9 / (7/8 - 5/7 * 6/5) - 8/9
[1990179] ['4/9', '5/7', '6/5', '9/7', '9/7'] -> 9/7 / (5/7 / 4/9 / 6/5 - 9/7)
[1990188] ['4/9', '5/7', '6/7', '6/7', '7/8'] -> (6/7 + 6/7) / 4/9 / (7/8 - 5/7)
[1990189] ['4/9', '5/7', '6/7', '6/7', '7/9'] -> 4/9 / (6/7 - 5/7 / 6/7) / 7/9
[1990192] ['4/9', '5/7', '6/7', '6/7', '8/7'] -> 8/7 / (4/9 * (6/7 + 6/7) - 5/7)
[1990197] ['4/9', '5/7', '6/7', '6/7', '9/7'] -> 4/9 * 9/7 / (6/7 - 5/7 / 6/7)
[1990206] ['4/9', '5/7', '6/7', '7/2', '8/3'] -> 7/2 / (5/7 / 6/7 - 4/9) * 8/3
[1990223] ['4/9', '5/7', '6/7', '7/3', '8/7'] -> 8/7 / (4/9 / 7/3 - (6/7 - 5/7))
[1990237] ['4/9', '5/7', '6/7', '7/4', '8/7'] -> 8/7 / (5/7 - 4/9 * 6/7 * 7/4)
[1990260] ['4/9', '5/7', '6/7', '7/6', '8/3'] -> 8/3 / (4/9 + 5/7 / 6/7 - 7/6)
[1990262] ['4/9', '5/7', '6/7', '7/6', '8/7'] -> 8/7 / (6/7 / 4/9 - 5/7 - 7/6)
[1990264] ['4/9', '5/7', '6/7', '7/6', '9/2'] -> 6/7 / (7/6 - 4/9 - 5/7) / 9/2
[1990266] ['4/9', '5/7', '6/7', '7/6', '9/5'] -> 4/9 / (6/7 / 5/7 - 7/6) * 9/5
[1990267] ['4/9', '5/7', '6/7', '7/6', '9/7'] -> 9/7 / ((6/7 - 5/7 * 7/6) / 4/9)
[1990276] ['4/9', '5/7', '6/7', '7/8', '9/4'] -> 4/9 / (7/8 - 5/7 / 6/7) * 9/4
[1990284] ['4/9', '5/7', '6/7', '7/9', '8/9'] -> 8/9 / (5/7 * 7/9 - 4/9 / 6/7)
[1990307] ['4/9', '5/7', '6/7', '8/7', '8/7'] -> 8/7 / (8/7 - 4/9 * 6/7 - 5/7)
[1990329] ['4/9', '5/7', '6/7', '9/5', '9/5'] -> 9/5 / (5/7 / 4/9 / 6/7 - 9/5)
[1990342] ['4/9', '5/7', '7/2', '7/2', '8/3'] -> (5/7 + 7/2 + 7/2) * (4/9 + 8/3)
[1990357] ['4/9', '5/7', '7/2', '7/3', '8/3'] -> 8/3 / (5/7 * 7/3 - 4/9 * 7/2)
[1990359] ['4/9', '5/7', '7/2', '7/3', '8/7'] -> 8/7 / (5/7 - 4/9 * 7/2 / 7/3)
[1990384] ['4/9', '5/7', '7/2', '7/5', '8/3'] -> 8/3 / (5/7 * (4/9 * 7/2 - 7/5))
[1990396] ['4/9', '5/7', '7/2', '7/6', '8/3'] -> 7/2 / (5/7 * 7/6 - 4/9) * 8/3
[1990419] ['4/9', '5/7', '7/2', '7/9', '8/7'] -> 8/7 / (5/7 - 7/9 / 7/2 - 4/9)
[1990427] ['4/9', '5/7', '7/2', '8/3', '8/5'] -> 5/7 * 7/2 * 8/3 / 4/9 * 8/5
[1990433] ['4/9', '5/7', '7/2', '8/3', '9/7'] -> (5/7 + 7/2) * 8/3 / 4/9 - 9/7
[1990477] ['4/9', '5/7', '7/3', '7/3', '8/3'] -> (5/7 * 7/3 + 7/3) / 4/9 * 8/3
[1990493] ['4/9', '5/7', '7/3', '7/4', '8/7'] -> 8/7 / (4/9 / (7/3 - 7/4) - 5/7)
[1990494] ['4/9', '5/7', '7/3', '7/4', '8/9'] -> 8/9 / (4/9 * (7/4 - 5/7 * 7/3))
[1990495] ['4/9', '5/7', '7/3', '7/4', '9/2'] -> 4/9 / (7/4 - 5/7 * 7/3) * 9/2
[1990504] ['4/9', '5/7', '7/3', '7/5', '8/3'] -> 8/3 / (5/7 * (7/5 / 7/3 - 4/9))
[1990507] ['4/9', '5/7', '7/3', '7/5', '8/9'] -> 8/9 / (4/9 * 7/3 - 5/7 * 7/5)
[1990538] ['4/9', '5/7', '7/3', '7/9', '8/5'] -> 7/3 / (7/9 - 4/9 / 5/7) * 8/5
[1990539] ['4/9', '5/7', '7/3', '7/9', '8/7'] -> 7/3 / (5/7 * 7/9 - 4/9) * 8/7
[1990540] ['4/9', '5/7', '7/3', '7/9', '8/9'] -> 8/9 / (7/9 - 4/9 * 5/7 * 7/3)
[1990541] ['4/9', '5/7', '7/3', '7/9', '9/2'] -> (5/7 + 7/3) * 7/9 / 4/9 * 9/2
[1990546] ['4/9', '5/7', '7/3', '8/3', '8/3'] -> 8/3 / (7/3 - 5/7 * (4/9 + 8/3))
[1990549] ['4/9', '5/7', '7/3', '8/3', '8/9'] -> 8/9 / ((4/9 + 5/7) * 7/3 - 8/3)
[1990564] ['4/9', '5/7', '7/3', '8/7', '8/9'] -> 8/9 / (7/3 * (4/9 + 5/7 - 8/7))
[1990579] ['4/9', '5/7', '7/3', '9/2', '9/7'] -> (5/7 + 7/3) * 9/2 / 4/9 / 9/7
[1990596] ['4/9', '5/7', '7/4', '7/4', '8/3'] -> 8/3 / ((4/9 * 7/4 - 5/7) * 7/4)
[1990609] ['4/9', '5/7', '7/4', '7/5', '8/3'] -> 8/3 / (4/9 * 5/7 * (7/4 - 7/5))
[1990610] ['4/9', '5/7', '7/4', '7/5', '8/5'] -> 8/5 / (4/9 * (7/5 - 5/7 * 7/4))
[1990624] ['4/9', '5/7', '7/4', '7/6', '8/9'] -> 8/9 / (4/9 * (5/7 * 7/4 - 7/6))
[1990625] ['4/9', '5/7', '7/4', '7/6', '9/2'] -> 4/9 / (5/7 * 7/4 - 7/6) * 9/2
[1990642] ['4/9', '5/7', '7/4', '7/9', '8/3'] -> 8/3 / ((7/4 - 5/7 / 4/9) * 7/9)
[1990654] ['4/9', '5/7', '7/4', '8/3', '8/9'] -> 8/9 / (5/7 - 4/9 * 8/3 / 7/4)
[1990658] ['4/9', '5/7', '7/4', '8/3', '9/7'] -> 9/7 / ((7/4 - 5/7 / 4/9) / 8/3)
[1990661] ['4/9', '5/7', '7/4', '8/5', '8/7'] -> 8/7 / (4/9 * 5/7 * (7/4 - 8/5))
[1990735] ['4/9', '5/7', '7/5', '7/9', '8/7'] -> 8/7 / (4/9 - 5/7 * 7/9 / 7/5)
[1990790] ['4/9', '5/7', '7/6', '7/6', '8/3'] -> 8/3 / (4/9 + 5/7 * 7/6 - 7/6)
[1990801] ['4/9', '5/7', '7/6', '7/8', '8/3'] -> 8/3 / ((7/6 - 4/9) / 7/8 - 5/7)
[1990806] ['4/9', '5/7', '7/6', '7/8', '9/4'] -> 4/9 / (7/8 - 5/7 * 7/6) * 9/4
[1990813] ['4/9', '5/7', '7/6', '7/9', '8/7'] -> 8/7 / (5/7 - 4/9 * 7/6 / 7/9)
[1990814] ['4/9', '5/7', '7/6', '7/9', '8/9'] -> 8/9 / (5/7 * 7/9 - 4/9 * 7/6)
[1990834] ['4/9', '5/7', '7/6', '8/5', '9/5'] -> 9/5 / ((7/6 / 5/7 - 8/5) / 4/9)
[1990835] ['4/9', '5/7', '7/6', '8/5', '9/7'] -> 9/7 / ((7/6 - 5/7 * 8/5) / 4/9)
[1990837] ['4/9', '5/7', '7/6', '8/7', '8/7'] -> 8/7 / (8/7 - 4/9 / 7/6 - 5/7)
[1990841] ['4/9', '5/7', '7/6', '8/7', '9/5'] -> 4/9 * 5/7 / (7/6 - 8/7) * 9/5
[1990859] ['4/9', '5/7', '7/6', '9/5', '9/5'] -> 9/5 / (5/7 * 7/6 / 4/9 - 9/5)
[1990867] ['4/9', '5/7', '7/8', '7/8', '8/3'] -> 8/3 / 4/9 / (7/8 - 5/7 * 7/8)
[1990878] ['4/9', '5/7', '7/8', '7/9', '8/5'] -> 8/5 / (7/9 - 4/9 / 5/7 / 7/8)
[1990879] ['4/9', '5/7', '7/8', '7/9', '8/7'] -> 8/7 / (5/7 * 7/9 - 4/9 / 7/8)
[1990883] ['4/9', '5/7', '7/8', '7/9', '9/5'] -> 9/5 / (7/8 - 4/9 / 5/7 / 7/9)
[1990911] ['4/9', '5/7', '7/8', '8/9', '9/2'] -> 9/2 / (7/8 * (5/7 - 4/9 / 8/9))
[1990913] ['4/9', '5/7', '7/8', '8/9', '9/5'] -> 9/5 / (4/9 + 7/8 - 8/9 / 5/7)
[1990914] ['4/9', '5/7', '7/8', '8/9', '9/7'] -> 9/7 / (5/7 * (4/9 + 7/8) - 8/9)
[1990925] ['4/9', '5/7', '7/8', '9/5', '9/5'] -> 9/5 / (7/8 * (4/9 * 9/5 - 5/7))
[1990926] ['4/9', '5/7', '7/8', '9/5', '9/7'] -> 9/7 / (5/7 * (7/8 - 4/9 * 9/5))
[1990928] ['4/9', '5/7', '7/8', '9/7', '9/7'] -> 9/7 / (5/7 * 7/8 - 4/9 * 9/7)
[1990950] ['4/9', '5/7', '7/9', '8/5', '8/5'] -> 8/5 / (8/5 - 7/9 / 5/7 - 4/9)
[1990956] ['4/9', '5/7', '7/9', '8/5', '9/7'] -> 9/7 / (7/9 - (4/9 + 5/7) / 8/5)
[1990963] ['4/9', '5/7', '7/9', '8/7', '9/7'] -> 9/7 / (5/7 / 8/7 - 4/9 / 7/9)
[1990987] ['4/9', '5/7', '8/3', '8/3', '8/5'] -> 8/3 * 8/3 / 4/9 / 5/7 + 8/5
[1990993] ['4/9', '5/7', '8/3', '8/3', '9/7'] -> (8/3 + 8/3) / 4/9 * (5/7 + 9/7)
[1991028] ['4/9', '5/7', '8/3', '9/7', '9/7'] -> 9/7 / ((5/7 - 4/9 * 9/7) / 8/3)
[1991050] ['4/9', '5/7', '8/5', '8/9', '9/7'] -> 9/7 / (4/9 / 8/9 - 5/7 / 8/5)
[1991062] ['4/9', '5/7', '8/5', '9/5', '9/7'] -> 9/7 / ((4/9 * 9/5 - 5/7) / 8/5)
[1991075] ['4/9', '5/7', '8/7', '8/9', '9/2'] -> 8/7 / (5/7 - 4/9 / 8/9) * 9/2
[1991089] ['4/9', '5/7', '8/7', '9/5', '9/5'] -> 8/7 / (4/9 * 9/5 - 5/7) * 9/5
[1991092] ['4/9', '5/7', '8/7', '9/7', '9/7'] -> 9/7 / (5/7 / 8/7 - 4/9 * 9/7)
[1991111] ['4/9', '5/7', '8/9', '9/5', '9/7'] -> 9/7 / ((4/9 - 5/7 / 9/5) / 8/9)
[1991145] ['4/9', '5/7', '9/5', '9/7', '9/8'] -> 9/7 / (4/9 - 5/7 / 9/5) / 9/8
[1991161] ['4/9', '5/8', '5/8', '5/8', '7/9'] -> 5/8 / (5/8 * 7/9 - 4/9) / 5/8
[1991169] ['4/9', '5/8', '5/8', '5/8', '9/7'] -> 5/8 / (5/8 / 9/7 - 4/9) / 5/8
[1991175] ['4/9', '5/8', '5/8', '5/9', '7/3'] -> 7/3 / 5/8 / (4/9 / 5/8 - 5/9)
[1991198] ['4/9', '5/8', '5/8', '6/5', '7/9'] -> 7/9 / (5/8 - 4/9 / 5/8 / 6/5)
[1991250] ['4/9', '5/8', '5/8', '7/3', '8/9'] -> 8/9 / (4/9 * 7/3 - 5/8 / 5/8)
[1991261] ['4/9', '5/8', '5/8', '7/4', '8/3'] -> 8/3 / (5/8 / (7/4 - 5/8) - 4/9)
[1991274] ['4/9', '5/8', '5/8', '7/5', '8/3'] -> 8/3 / 4/9 / (5/8 * 7/5 - 5/8)
[1991275] ['4/9', '5/8', '5/8', '7/5', '8/5'] -> 8/5 / 4/9 / (7/5 - 5/8 - 5/8)
[1991289] ['4/9', '5/8', '5/8', '7/6', '8/9'] -> 8/9 / 4/9 / (5/8 + 5/8 - 7/6)
[1991290] ['4/9', '5/8', '5/8', '7/6', '9/2'] -> 4/9 * 9/2 / (5/8 + 5/8 - 7/6)
[1991302] ['4/9', '5/8', '5/8', '7/8', '9/4'] -> 9/4 / (5/8 + 7/8 - 5/8 / 4/9)
[1991308] ['4/9', '5/8', '5/8', '7/9', '8/5'] -> 5/8 * 8/5 / (5/8 * 7/9 - 4/9)
[1991333] ['4/9', '5/8', '5/8', '8/7', '8/7'] -> 8/7 / 4/9 / (5/8 + 5/8 - 8/7)
[1991346] ['4/9', '5/8', '5/8', '9/2', '9/2'] -> 9/2 / ((5/8 - 4/9) * 9/2 - 5/8)
[1991365] ['4/9', '5/8', '5/9', '5/9', '7/3'] -> 7/3 / ((4/9 / 5/9 - 5/8) * 5/9)
[1991371] ['4/9', '5/8', '5/9', '5/9', '8/3'] -> 8/3 / (4/9 + 5/9 - 5/9 / 5/8)
[1991378] ['4/9', '5/8', '5/9', '5/9', '9/7'] -> 5/9 / 5/9 / (5/8 / 9/7 - 4/9)
[1991380] ['4/9', '5/8', '5/9', '6/5', '6/5'] -> 6/5 / (4/9 / 5/9 - 5/8 * 6/5)
[1991382] ['4/9', '5/8', '5/9', '6/5', '7/2'] -> 7/2 / ((4/9 / 5/9 - 5/8) / 6/5)
[1991390] ['4/9', '5/8', '5/9', '6/5', '8/5'] -> 8/5 / (4/9 / 5/8 + 5/9 - 6/5)
[1991393] ['4/9', '5/8', '5/9', '6/5', '9/2'] -> 4/9 / (5/8 - 5/9) / 6/5 * 9/2
[1991394] ['4/9', '5/8', '5/9', '6/5', '9/4'] -> 4/9 / (5/9 * 6/5 - 5/8) * 9/4
[1991398] ['4/9', '5/8', '5/9', '6/7', '6/7'] -> 6/7 / (5/8 * (6/7 - 4/9 / 5/9))
[1991413] ['4/9', '5/8', '5/9', '6/7', '9/7'] -> 9/7 / ((6/7 - 5/9) / 4/9 - 5/8)
[1991422] ['4/9', '5/8', '5/9', '7/2', '8/3'] -> (5/8 / 5/9 + 7/2 / 4/9) * 8/3
[1991431] ['4/9', '5/8', '5/9', '7/3', '7/3'] -> 7/3 / (5/9 - (4/9 + 5/8) / 7/3)
[1991433] ['4/9', '5/8', '5/9', '7/3', '7/5'] -> 7/3 / (5/9 - 4/9) / 5/8 / 7/5
[1991438] ['4/9', '5/8', '5/9', '7/3', '8/5'] -> 7/3 / (4/9 / 5/8 - 5/9) * 8/5
[1991441] ['4/9', '5/8', '5/9', '7/3', '9/2'] -> (4/9 + 5/9 + 7/3) / 5/8 * 9/2
[1991443] ['4/9', '5/8', '5/9', '7/3', '9/5'] -> 7/3 / (4/9 / 5/9 - 5/8) * 9/5
[1991451] ['4/9', '5/8', '5/9', '7/4', '8/3'] -> 8/3 / (5/9 / 5/8 - 4/9 * 7/4)
[1991456] ['4/9', '5/8', '5/9', '7/4', '9/4'] -> 9/4 / (5/8 * 7/4 - 4/9 - 5/9)
[1991458] ['4/9', '5/8', '5/9', '7/4', '9/7'] -> 9/7 / (5/8 - (4/9 + 5/9) / 7/4)
[1991464] ['4/9', '5/8', '5/9', '7/5', '8/3'] -> 7/5 / (4/9 / 5/8 - 5/9) * 8/3
[1991466] ['4/9', '5/8', '5/9', '7/5', '8/7'] -> 8/7 / (5/9 - 4/9 / 5/8 / 7/5)
[1991469] ['4/9', '5/8', '5/9', '7/5', '9/4'] -> 9/4 / (5/8 * (7/5 - 5/9 / 4/9))
[1991470] ['4/9', '5/8', '5/9', '7/5', '9/5'] -> 9/5 / (5/8 * 7/5 - 4/9 / 5/9)
[1991471] ['4/9', '5/8', '5/9', '7/5', '9/7'] -> 9/7 / (5/8 - 4/9 / 5/9 / 7/5)
[1991481] ['4/9', '5/8', '5/9', '7/6', '9/4'] -> 4/9 / (7/6 - 5/8 / 5/9) * 9/4
[1991489] ['4/9', '5/8', '5/9', '7/8', '8/7'] -> 8/7 / (4/9 - 5/8 * 5/9 / 7/8)
[1991493] ['4/9', '5/8', '5/9', '7/8', '9/5'] -> 9/5 / (4/9 * 7/8 / 5/9 - 5/8)
[1991495] ['4/9', '5/8', '5/9', '7/8', '9/8'] -> 9/8 / (5/8 * (7/8 - 4/9 / 5/9))
