[1873325] ['3/8', '5/8', '7/2', '7/4', '7/4'] -> 7/2 / ((7/4 - (5/8 / 3/8)) * /4
[1990913] ['4/9', '5/7', '7/8', '8/9', '9/5'] -> 9/5 / (4/9 + 7/8 - 8/9 / 5/7)
[1990914] ['4/9', '5/7', '7/8', '8/9', '9/7'] -> 9/7 / (5/7 * (4/9 + 7/8) - 8/9)
[1990925] ['4/9', '5/7', '7/8', '9/5', '9/5'] -> 9/5 / (7/8 * (4/9 * 9/5 - 5/7))
[1990926] ['4/9', '5/7', '7/8', '9/5', '9/7'] -> 9/7 / (5/7 * (7/8 - 4/9 * 9/5))
[1990928] ['4/9', '5/7', '7/8', '9/7', '9/7'] -> 9/7 / (5/7 * 7/8 - 4/9 * 9/7)
[1990950] ['4/9', '5/7', '7/9', '8/5', '8/5'] -> 8/5 / (8/5 - 7/9 / 5/7 - 4/9)
[1990956] ['4/9', '5/7', '7/9', '8/5', '9/7'] -> 9/7 / (7/9 - (4/9 + 5/7) / 8/5)
[1990963] ['4/9', '5/7', '7/9', '8/7', '9/7'] -> 9/7 / (5/7 / 8/7 - 4/9 / 7/9)
[1990987] ['4/9', '5/7', '8/3', '8/3', '8/5'] -> 8/3 * 8/3 / 4/9 / 5/7 + 8/5
[1990993] ['4/9', '5/7', '8/3', '8/3', '9/7'] -> (8/3 + 8/3) / 4/9 * (5/7 + 9/7)
[1991028] ['4/9', '5/7', '8/3', '9/7', '9/7'] -> 9/7 * 8/3 / (5/7 - 4/9 * 9/7)
[1991050] ['4/9', '5/7', '8/5', '8/9', '9/7'] -> 9/7 / (4/9 / 8/9 - 5/7 / 8/5)
[1991062] ['4/9', '5/7', '8/5', '9/5', '9/7'] -> 9/7 * 8/5 / (4/9 * 9/5 - 5/7)
[1991075] ['4/9', '5/7', '8/7', '8/9', '9/2'] -> 8/7 / (5/7 - 4/9 / 8/9) * 9/2
[1991089] ['4/9', '5/7', '8/7', '9/5', '9/5'] -> 8/7 / (4/9 * 9/5 - 5/7) * 9/5
[1991092] ['4/9', '5/7', '8/7', '9/7', '9/7'] -> 9/7 / (5/7 / 8/7 - 4/9 * 9/7)
[1991111] ['4/9', '5/7', '8/9', '9/5', '9/7'] -> 9/7 * 8/9 / (4/9 - 5/7 / 9/5)
[1991145] ['4/9', '5/7', '9/5', '9/7', '9/8'] -> 9/7 / ((4/9 - (5/7 / 9/5)) * /8
)[1991161] ['4/9', '5/8', '5/8', '5/8', '7/9'] -> 5/8 / (((5/8 * 7/9) - 4/9) * /8
)[1991169] ['4/9', '5/8', '5/8', '5/8', '9/7'] -> 5/8 / (((5/8 / 9/7) - 4/9) * /8
)[1991175] ['4/9', '5/8', '5/8', '5/9', '7/3'] -> (7/3 / (5/8 * (4/9 / 5/8)) - 5/9))
[1991198] ['4/9', '5/8', '5/8', '6/5', '7/9'] -> 7/9 / (5/8 - 4/9 / (5/8 * /5)
)[1991250] ['4/9', '5/8', '5/8', '7/3', '8/9'] -> 8/9 / (4/9 * 7/3 - 5/8 / 5/8)
[1991261] ['4/9', '5/8', '5/8', '7/4', '8/3'] -> 8/3 / (5/8 / (7/4 - 5/8) - 4/9)
[1991274] ['4/9', '5/8', '5/8', '7/5', '8/3'] -> (8/3 / (4/9 * (5/8 * 7/5)) - 5/8))
[1991275] ['4/9', '5/8', '5/8', '7/5', '8/5'] -> (8/5 / (4/9 * (7/5 - 5/8)) - 5/8))
[1991289] ['4/9', '5/8', '5/8', '7/6', '8/9'] -> (8/9 / (4/9 * (5/8 + 5/8)) - 7/6))
[1991290] ['4/9', '5/8', '5/8', '7/6', '9/2'] -> 4/9 * 9/2 / (5/8 + 5/8 - 7/6)
[1991302] ['4/9', '5/8', '5/8', '7/8', '9/4'] -> 9/4 / (5/8 + 7/8 - 5/8 / 4/9)
[1991308] ['4/9', '5/8', '5/8', '7/9', '8/5'] -> 5/8 * 8/5 / (5/8 * 7/9 - 4/9)
[1991333] ['4/9', '5/8', '5/8', '8/7', '8/7'] -> (8/7 / (4/9 * (5/8 + 5/8)) - 8/7))
[1991346] ['4/9', '5/8', '5/8', '9/2', '9/2'] -> 9/2 / ((5/8 - 4/9) * 9/2 - 5/8)
[1991365] ['4/9', '5/8', '5/9', '5/9', '7/3'] -> 7/3 / ((4/9 / 5/9 - 5/8) * 5/9)
[1991371] ['4/9', '5/8', '5/9', '5/9', '8/3'] -> 8/3 / (4/9 + 5/9 - 5/9 / 5/8)
[1991378] ['4/9', '5/8', '5/9', '5/9', '9/7'] -> (5/9 / (5/9 * (5/8 / 9/7)) - 4/9))
[1991380] ['4/9', '5/8', '5/9', '6/5', '6/5'] -> 6/5 / (4/9 / 5/9 - 5/8 * 6/5)
[1991382] ['4/9', '5/8', '5/9', '6/5', '7/2'] -> 7/2 * 6/5 / (4/9 / 5/9 - 5/8)
[1991390] ['4/9', '5/8', '5/9', '6/5', '8/5'] -> 8/5 / (4/9 / 5/8 + 5/9 - 6/5)
[1991393] ['4/9', '5/8', '5/9', '6/5', '9/2'] -> 4/9 / ((5/8 - 5/9) * /5) * 9/2
[1991394] ['4/9', '5/8', '5/9', '6/5', '9/4'] -> 4/9 / (5/9 * 6/5 - 5/8) * 9/4
[1991398] ['4/9', '5/8', '5/9', '6/7', '6/7'] -> 6/7 / (5/8 * (6/7 - 4/9 / 5/9))
[1991413] ['4/9', '5/8', '5/9', '6/7', '9/7'] -> 9/7 / ((6/7 - 5/9) / 4/9 - 5/8)
[1991422] ['4/9', '5/8', '5/9', '7/2', '8/3'] -> (5/8 / 5/9 + 7/2 / 4/9) * 8/3
[1991431] ['4/9', '5/8', '5/9', '7/3', '7/3'] -> 7/3 / (5/9 - (4/9 + 5/8) / 7/3)
[1991433] ['4/9', '5/8', '5/9', '7/3', '7/5'] -> 7/3 / (((5/9 - 4/9) * /8) * /5
)[1991438] ['4/9', '5/8', '5/9', '7/3', '8/5'] -> 7/3 / (4/9 / 5/8 - 5/9) * 8/5
[1991441] ['4/9', '5/8', '5/9', '7/3', '9/2'] -> (4/9 + 5/9 + 7/3) / 5/8 * 9/2
[1991443] ['4/9', '5/8', '5/9', '7/3', '9/5'] -> 7/3 / (4/9 / 5/9 - 5/8) * 9/5
[1991451] ['4/9', '5/8', '5/9', '7/4', '8/3'] -> 8/3 / (5/9 / 5/8 - 4/9 * 7/4)
[1991456] ['4/9', '5/8', '5/9', '7/4', '9/4'] -> 9/4 / (5/8 * 7/4 - 4/9 - 5/9)
[1991458] ['4/9', '5/8', '5/9', '7/4', '9/7'] -> 9/7 / (5/8 - (4/9 + 5/9) / 7/4)
[1991464] ['4/9', '5/8', '5/9', '7/5', '8/3'] -> 7/5 / (4/9 / 5/8 - 5/9) * 8/3
[1991466] ['4/9', '5/8', '5/9', '7/5', '8/7'] -> 8/7 / (5/9 - 4/9 / (5/8 * /5)
)[1991469] ['4/9', '5/8', '5/9', '7/5', '9/4'] -> 9/4 / (5/8 * (7/5 - 5/9 / 4/9))
[1991470] ['4/9', '5/8', '5/9', '7/5', '9/5'] -> 9/5 / (5/8 * 7/5 - 4/9 / 5/9)
[1991471] ['4/9', '5/8', '5/9', '7/5', '9/7'] -> 9/7 / (5/8 - 4/9 / (5/9 * /5)
)[1991481] ['4/9', '5/8', '5/9', '7/6', '9/4'] -> 4/9 / (7/6 - 5/8 / 5/9) * 9/4
[1991489] ['4/9', '5/8', '5/9', '7/8', '8/7'] -> 8/7 / (4/9 - 5/8 * 5/9 / 7/8)
[1991493] ['4/9', '5/8', '5/9', '7/8', '9/5'] -> 9/5 / (4/9 * 7/8 / 5/9 - 5/8)
[1991495] ['4/9', '5/8', '5/9', '7/8', '9/8'] -> 9/8 / (5/8 * (7/8 - 4/9 / 5/9))
[1991496] ['4/9', '5/8', '5/9', '7/9', '7/9'] -> 7/9 / (5/8 - 4/9 * (5/9 + 7/9))
[1991500] ['4/9', '5/8', '5/9', '7/9', '8/9'] -> 8/9 / (5/9 * (7/9 - 4/9 / 5/8))
[1991503] ['4/9', '5/8', '5/9', '7/9', '9/5'] -> 5/9 / (5/8 * 7/9 - 4/9) * 9/5
[1991506] ['4/9', '5/8', '5/9', '8/3', '8/3'] -> 8/3 / (4/9 - 5/9 / (5/8 * /3)
)[1991507] ['4/9', '5/8', '5/9', '8/3', '8/5'] -> 5/8 * 8/3 / (5/9 - 4/9) * 8/5
[1991510] ['4/9', '5/8', '5/9', '8/3', '9/2'] -> 5/9 * 8/3 / 4/9 / 5/8 * 9/2
[1991524] ['4/9', '5/8', '5/9', '8/7', '8/9'] -> 4/9 / (8/7 - 5/8 / 5/9) - 8/9
[1991527] ['4/9', '5/8', '5/9', '8/7', '9/5'] -> 9/5 / (4/9 / (5/9 * /7) - 5/8)
[1991536] ['4/9', '5/8', '5/9', '9/2', '9/2'] -> (4/9 * 5/8 + 5/9 + 9/2) * 9/2
[1991545] ['4/9', '5/8', '5/9', '9/5', '9/5'] -> 9/5 / (5/8 + 5/9 / 4/9 - 9/5)
[1991565] ['4/9', '5/8', '6/5', '6/5', '9/4'] -> 9/4 / ((6/5 - 5/8) / 4/9 - 6/5)
[1991579] ['4/9', '5/8', '6/5', '6/7', '8/7'] -> 8/7 / (4/9 * (6/7 - 5/8 * 6/5))
[1991612] ['4/9', '5/8', '6/5', '7/3', '9/2'] -> (4/9 + 7/3) * 6/5 / 5/8 * 9/2
[1991622] ['4/9', '5/8', '6/5', '7/4', '8/3'] -> (6/5 + 7/4 / 5/8) / 4/9 * 8/3
[1991655] ['4/9', '5/8', '6/5', '7/6', '9/8'] -> 9/8 * 4/9 / (5/8 * (6/5 - 7/6))
[1991672] ['4/9', '5/8', '6/5', '7/9', '9/2'] -> 9/2 / (4/9 + 5/8 / 6/5 - 7/9)
[1991674] ['4/9', '5/8', '6/5', '7/9', '9/5'] -> 9/5 / (5/8 + 6/5 - 7/9 / 4/9)
[1991721] ['4/9', '5/8', '6/5', '9/8', '9/8'] -> 9/8 / (5/8 / (4/9 * /5) - 9/8)
[1991755] ['4/9', '5/8', '6/7', '7/3', '7/3'] -> 7/3 / ((6/7 - 5/8) * 7/3 - 4/9)
[1991772] ['4/9', '5/8', '6/7', '7/4', '7/6'] -> 7/6 / (4/9 * 7/4 - 5/8 / 6/7)
[1991780] ['4/9', '5/8', '6/7', '7/4', '9/4'] -> 9/4 / (6/7 * 7/4 - 5/8 / 4/9)
[1991782] ['4/9', '5/8', '6/7', '7/4', '9/7'] -> 9/7 / (6/7 - 5/8 / (4/9 * /4)
)[1991791] ['4/9', '5/8', '6/7', '7/5', '8/9'] -> 4/9 / (5/8 * 7/5 - 6/7) - 8/9
[1991804] ['4/9', '5/8', '6/7', '7/6', '9/2'] -> 9/2 / ((7/6 - 5/8) / 6/7 - 4/9)
[1991810] ['4/9', '5/8', '6/7', '7/8', '7/9'] -> 7/9 / (5/8 - 4/9 / (6/7 * /8)
)[1991820] ['4/9', '5/8', '6/7', '7/9', '7/9'] -> 7/9 / (4/9 / 6/7 - 5/8 * 7/9)
[1991826] ['4/9', '5/8', '6/7', '7/9', '9/4'] -> 4/9 / (6/7 * 7/9 - 5/8) * 9/4
[1991854] ['4/9', '5/8', '6/7', '8/9', '8/9'] -> 8/9 / (5/8 * 8/9 - 4/9 / 6/7)
[1991881] ['4/9', '5/8', '7/2', '7/2', '7/9'] -> (7/2 + 7/2) / (4/9 + 5/8 - 7/9)
[1991886] ['4/9', '5/8', '7/2', '7/2', '9/2'] -> (4/9 * (5/8 + 7/2) + 7/2) * 9/2
[1991895] ['4/9', '5/8', '7/2', '7/3', '7/8'] -> (7/2 + 7/3) / 4/9 / 5/8 / 7/8
[1991899] ['4/9', '5/8', '7/2', '7/3', '8/7'] -> (7/2 + 7/3) / 4/9 / 5/8 * 8/7
[1991911] ['4/9', '5/8', '7/2', '7/4', '8/3'] -> (7/2 / 4/9 + 7/4 - 5/8) * 8/3
[1991915] ['4/9', '5/8', '7/2', '7/4', '9/2'] -> 9/2 / (5/8 + 7/2 - 7/4 / 4/9)
[1991924] ['4/9', '5/8', '7/2', '7/5', '8/3'] -> 7/2 / (4/9 * /8 * /5) * 8/3
[1991936] ['4/9', '5/8', '7/2', '7/6', '8/3'] -> 8/3 / (4/9 * (7/2 - 5/8) - 7/6)
[1991957] ['4/9', '5/8', '7/2', '7/9', '8/3'] -> ((7/2 + 7/9) / 4/9 - 5/8) * 8/3
[1991961] ['4/9', '5/8', '7/2', '7/9', '9/2'] -> 9/2 / (7/2 * (5/8 - 4/9 / 7/9))
[1991966] ['4/9', '5/8', '7/2', '8/3', '8/3'] -> 8/3 / (5/8 * 8/3 - 4/9 * 7/2)
[1991970] ['4/9', '5/8', '7/2', '8/3', '9/2'] -> (7/2 - 4/9 / 8/3) / 5/8 * 9/2
[1991971] ['4/9', '5/8', '7/2', '8/3', '9/4'] -> 9/4 / (5/8 / 4/9 - 7/2 / 8/3)
[1991991] ['4/9', '5/8', '7/2', '8/9', '9/2'] -> 9/2 / (5/8 * 7/2 - 8/9 / 4/9)
[1991992] ['4/9', '5/8', '7/2', '8/9', '9/4'] -> 9/4 / (7/2 - (5/8 + 8/9) / 4/9)
[1991994] ['4/9', '5/8', '7/2', '8/9', '9/7'] -> 9/7 / (5/8 - 8/9 / (4/9 * /2)
)[1991996] ['4/9', '5/8', '7/2', '9/2', '9/2'] -> 9/2 / (5/8 * 7/2 - 4/9 * 9/2)
[1991999] ['4/9', '5/8', '7/2', '9/2', '9/7'] -> 9/7 / (5/8 - 4/9 * 9/2 / 7/2)
[1992005] ['4/9', '5/8', '7/2', '9/5', '9/5'] -> 9/5 / (5/8 + 7/2 - 9/5 / 4/9)
[1992015] ['4/9', '5/8', '7/3', '7/3', '7/8'] -> (7/3 + 7/3) / (4/9 + 5/8 - 7/8)
[1992026] ['4/9', '5/8', '7/3', '7/4', '7/4'] -> 7/4 / (5/8 / 4/9 - 7/3 / 7/4)
[1992030] ['4/9', '5/8', '7/3', '7/4', '7/9'] -> 7/9 / (5/8 - 4/9 * 7/3 / 7/4)
[1992036] ['4/9', '5/8', '7/3', '7/4', '9/4'] -> 4/9 / (5/8 + 7/4 - 7/3) * 9/4
[1992044] ['4/9', '5/8', '7/3', '7/5', '8/3'] -> 8/3 / (4/9 / 5/8 - 7/5 / 7/3)
[1992065] ['4/9', '5/8', '7/3', '7/8', '7/8'] -> 7/3 / (((7/8 - 5/8) * /9) * /8
)[1992069] ['4/9', '5/8', '7/3', '7/8', '8/7'] -> 7/3 / ((7/8 - 5/8) * /9) * 8/7
[1992091] ['4/9', '5/8', '7/3', '8/3', '9/4'] -> (4/9 + 7/3 * 8/3) / 5/8 * 9/4
[1992092] ['4/9', '5/8', '7/3', '8/3', '9/5'] -> (7/3 + 8/3 / 4/9) / 5/8 * 9/5
[1992097] ['4/9', '5/8', '7/3', '8/5', '8/9'] -> 8/9 / (4/9 * 7/3 - 5/8 * 8/5)
[1992111] ['4/9', '5/8', '7/3', '8/9', '9/2'] -> ((4/9 + 7/3) / 5/8 + 8/9) * 9/2
[1992125] ['4/9', '5/8', '7/3', '9/5', '9/5'] -> 7/3 / (4/9 * 9/5 - 5/8) * 9/5
[1992135] ['4/9', '5/8', '7/4', '7/4', '7/9'] -> (7/4 / (7/4 * (5/8 * 7/9)) - 4/9))
[1992158] ['4/9', '5/8', '7/4', '7/6', '7/6'] -> 7/6 / (4/9 * 7/4 - 5/8 * 7/6)
[1992160] ['4/9', '5/8', '7/4', '7/6', '7/9'] -> 7/9 / (4/9 * (7/6 - 5/8 * 7/4))
[1992161] ['4/9', '5/8', '7/4', '7/6', '8/3'] -> 8/3 / (7/6 - 4/9 * (5/8 + 7/4))
[1992194] ['4/9', '5/8', '7/4', '8/3', '8/9'] -> 8/9 / (4/9 * (7/4 - 5/8 * 8/3))
[1992209] ['4/9', '5/8', '7/4', '8/7', '8/9'] -> 4/9 / (5/8 + 8/7 - 7/4) - 8/9
[1992217] ['4/9', '5/8', '7/4', '8/9', '9/4'] -> 9/4 / (5/8 * (7/4 - 8/9) - 4/9)
[1992226] ['4/9', '5/8', '7/4', '9/4', '9/4'] -> 9/4 / (5/8 * 7/4 - 4/9 * 9/4)
[1992228] ['4/9', '5/8', '7/4', '9/4', '9/7'] -> 9/7 / (5/8 - 4/9 * 9/4 / 7/4)
[1992263] ['4/9', '5/8', '7/5', '7/8', '8/3'] -> 8/3 / (7/8 - (4/9 + 5/8) / 7/5)
[1992273] ['4/9', '5/8', '7/5', '7/9', '8/3'] -> 8/3 / (5/8 * (7/5 - 4/9 - 7/9))
[1992275] ['4/9', '5/8', '7/5', '7/9', '8/7'] -> 7/5 / (7/9 - 4/9 / 5/8) * 8/7
[1992279] ['4/9', '5/8', '7/5', '7/9', '9/5'] -> 9/5 / (7/5 * (5/8 - 4/9 / 7/9))
[1992283] ['4/9', '5/8', '7/5', '8/3', '8/5'] -> 8/5 / ((4/9 + 7/5) / 8/3 - 5/8)
[1992314] ['4/9', '5/8', '7/5', '9/2', '9/5'] -> 9/5 / (7/5 / (4/9 * /2) - 5/8)
[1992321] ['4/9', '5/8', '7/5', '9/5', '9/5'] -> 9/5 / (5/8 * 7/5 - 4/9 * 9/5)
[1992322] ['4/9', '5/8', '7/5', '9/5', '9/7'] -> 9/7 / (5/8 - 4/9 * 9/5 / 7/5)
[1992327] ['4/9', '5/8', '7/6', '7/6', '7/6'] -> (7/6 + 7/6) / (7/6 - 4/9 - 5/8)
[1992329] ['4/9', '5/8', '7/6', '7/6', '7/9'] -> (7/6 / (7/6 * (5/8 * 7/9)) - 4/9))
[1992334] ['4/9', '5/8', '7/6', '7/6', '9/2'] -> 9/2 / ((7/6 - 5/8) * 7/6 - 4/9)
[1992336] ['4/9', '5/8', '7/6', '7/6', '9/5'] -> (7/6 + 7/6) / (4/9 - 5/8 / 9/5)
[1992340] ['4/9', '5/8', '7/6', '7/8', '7/9'] -> 7/9 / (5/8 - 4/9 * 7/6 / 7/8)
[1992350] ['4/9', '5/8', '7/6', '7/9', '7/9'] -> 7/9 / (4/9 * 7/6 - 5/8 * 7/9)
[1992351] ['4/9', '5/8', '7/6', '7/9', '8/3'] -> 8/3 / (7/6 - 4/9 * 5/8 - 7/9)
[1992361] ['4/9', '5/8', '7/6', '8/3', '8/5'] -> 5/8 / (8/3 - 7/6 / 4/9) * 8/5
[1992364] ['4/9', '5/8', '7/6', '8/3', '9/2'] -> (7/6 / 4/9 - 5/8) * 8/3 * 9/2
[1992365] ['4/9', '5/8', '7/6', '8/3', '9/4'] -> 9/4 / (8/3 - 5/8 / 4/9 - 7/6)
[1992385] ['4/9', '5/8', '7/6', '8/9', '9/2'] -> 9/2 / ((7/6 - 4/9) / 8/9 - 5/8)
[1992386] ['4/9', '5/8', '7/6', '8/9', '9/4'] -> 9/4 / (5/8 / 4/9 - 7/6 / 8/9)
[1992390] ['4/9', '5/8', '7/6', '9/2', '9/2'] -> 9/2 / (5/8 * 9/2 - 7/6 / 4/9)
[1992391] ['4/9', '5/8', '7/6', '9/2', '9/4'] -> (7/6 + 9/2 / 4/9 - 5/8) * 9/4
[1992406] ['4/9', '5/8', '7/8', '7/8', '7/9'] -> (7/8 / (7/8 * (5/8 * 7/9)) - 4/9))
[1992414] ['4/9', '5/8', '7/8', '7/8', '9/7'] -> (7/8 / (7/8 * (5/8 / 9/7)) - 4/9))
[1992419] ['4/9', '5/8', '7/8', '7/9', '8/7'] -> 7/8 / (5/8 * 7/9 - 4/9) * 8/7
[1992423] ['4/9', '5/8', '7/8', '7/9', '9/5'] -> 9/5 / (4/9 + 7/8 - 7/9 / 5/8)
[1992426] ['4/9', '5/8', '7/8', '8/3', '8/3'] -> (5/8 + 7/8) * 8/3 / 4/9 * 8/3
[1992453] ['4/9', '5/8', '7/8', '8/9', '9/5'] -> 9/5 / (7/8 - 4/9 / (5/8 * /9)
)[1992456] ['4/9', '5/8', '7/8', '9/2', '9/2'] -> 9/2 / (5/8 - 7/8 / (4/9 * /2)
)[1992465] ['4/9', '5/8', '7/8', '9/5', '9/5'] -> 9/5 / (4/9 * 7/8 * 9/5 - 5/8)
[1992467] ['4/9', '5/8', '7/8', '9/5', '9/8'] -> 9/8 / (5/8 * (7/8 - 4/9 * 9/5))
[1992469] ['4/9', '5/8', '7/8', '9/7', '9/8'] -> 9/8 / (7/8 * (5/8 - 4/9 * 9/7))
[1992470] ['4/9', '5/8', '7/8', '9/8', '9/8'] -> 9/8 / (5/8 * 7/8 - 4/9 * 9/8)
[1992471] ['4/9', '5/8', '7/9', '7/9', '7/9'] -> 7/9 / (((5/8 * 7/9) - 4/9) * /9
)[1992485] ['4/9', '5/8', '7/9', '8/3', '9/2'] -> 8/3 / (7/9 - 4/9 * 5/8) * 9/2
[1992494] ['4/9', '5/8', '7/9', '8/5', '9/4'] -> 9/4 / (5/8 * (7/9 / 4/9 - 8/5))
[1992498] ['4/9', '5/8', '7/9', '8/7', '8/7'] -> 8/7 / ((5/8 * 7/9 - 4/9) * 8/7)
[1992503] ['4/9', '5/8', '7/9', '8/7', '9/7'] -> 9/7 / (4/9 / 7/9 + 5/8 - 8/7)
[1992504] ['4/9', '5/8', '7/9', '8/7', '9/8'] -> 9/8 * 8/7 / (5/8 - 4/9 / 7/9)
[1992505] ['4/9', '5/8', '7/9', '8/9', '8/9'] -> 8/9 / ((5/8 * 7/9 - 4/9) * 8/9)
[1992508] ['4/9', '5/8', '7/9', '8/9', '9/5'] -> 8/9 / (7/9 - 4/9 / 5/8) * 9/5
[1992510] ['4/9', '5/8', '7/9', '8/9', '9/8'] -> 9/8 * 8/9 / (5/8 * 7/9 - 4/9)
[1992511] ['4/9', '5/8', '7/9', '9/2', '9/2'] -> 9/2 / (((5/8 * 7/9) - 4/9) * /2
)[1992516] ['4/9', '5/8', '7/9', '9/4', '9/4'] -> 9/4 / (((5/8 * 7/9) - 4/9) * /4
)[1992522] ['4/9', '5/8', '7/9', '9/5', '9/8'] -> 9/5 / ((7/9 - (4/9 / 5/8)) * /8
)[1992525] ['4/9', '5/8', '7/9', '9/8', '9/8'] -> 9/8 / (((5/8 * 7/9) - 4/9) * /8
)[1992527] ['4/9', '5/8', '8/3', '8/3', '8/5'] -> 8/3 * 8/3 / 4/9 / 5/8 - 8/5
[1992530] ['4/9', '5/8', '8/3', '8/3', '9/2'] -> (8/3 / 4/9 - 8/3) / 5/8 * 9/2
[1992531] ['4/9', '5/8', '8/3', '8/3', '9/4'] -> (8/3 * 8/3 - 4/9) / 5/8 * 9/4
[1992534] ['4/9', '5/8', '8/3', '8/3', '9/8'] -> (8/3 + 8/3) / 4/9 / (9/8 - 5/8)
[1992555] ['4/9', '5/8', '8/3', '8/9', '9/8'] -> 9/8 * 8/3 / (5/8 - 4/9 / 8/9)
[1992557] ['4/9', '5/8', '8/3', '9/2', '9/4'] -> 9/4 / ((8/3 - 5/8) / 4/9 - 9/2)
[1992558] ['4/9', '5/8', '8/3', '9/2', '9/5'] -> 8/3 * 9/2 / 4/9 / 5/8 / 9/5
[1992570] ['4/9', '5/8', '8/3', '9/8', '9/8'] -> 9/8 * 8/3 / (5/8 - 4/9 * 9/8)
[1992577] ['4/9', '5/8', '8/5', '8/5', '9/7'] -> (8/5 / (8/5 * (5/8 / 9/7)) - 4/9))
[1992615] ['4/9', '5/8', '8/7', '8/9', '9/2'] -> 9/2 / (5/8 - 4/9 / (8/7 * /9)
)[1992623] ['4/9', '5/8', '8/7', '9/2', '9/7'] -> 9/7 / (5/8 - 8/7 / (4/9 * /2)
)[1992629] ['4/9', '5/8', '8/7', '9/5', '9/5'] -> 9/5 / (4/9 * 9/5 / 8/7 - 5/8)
[1992632] ['4/9', '5/8', '8/7', '9/7', '9/7'] -> 9/7 / (4/9 * 9/7 - (8/7 - 5/8))
[1992633] ['4/9', '5/8', '8/7', '9/7', '9/8'] -> 9/8 * 8/7 / (5/8 - 4/9 * 9/7)
[1992634] ['4/9', '5/8', '8/7', '9/8', '9/8'] -> 9/8 / (5/8 / 8/7 - 4/9 * 9/8)
[1992639] ['4/9', '5/8', '8/9', '8/9', '9/7'] -> (8/9 / (8/9 * (5/8 / 9/7)) - 4/9))
[1992654] ['4/9', '5/8', '8/9', '9/7', '9/8'] -> 9/8 * 8/9 / (5/8 / 9/7 - 4/9)
[1992660] ['4/9', '5/8', '9/2', '9/2', '9/8'] -> (4/9 + 9/2) * 9/2 + 5/8 + 9/8
[1992664] ['4/9', '5/8', '9/2', '9/4', '9/8'] -> 9/2 / ((4/9 - (5/8 / 9/4)) * /8
)[1992673] ['4/9', '5/8', '9/4', '9/4', '9/7'] -> (9/4 / (9/4 * (5/8 / 9/7)) - 4/9))
[1992687] ['4/9', '5/8', '9/7', '9/7', '9/7'] -> 9/7 / (((5/8 / 9/7) - 4/9) * /7
)[1992689] ['4/9', '5/8', '9/7', '9/8', '9/8'] -> 9/8 / (((5/8 / 9/7) - 4/9) * /8
)[1992699] ['4/9', '5/9', '5/9', '5/9', '7/8'] -> 5/9 / (((5/9 * 7/8) - 4/9) * /9
)[1992703] ['4/9', '5/9', '5/9', '5/9', '8/7'] -> 5/9 / (((5/9 / 8/7) - 4/9) * /9
)[1992737] ['4/9', '5/9', '5/9', '6/7', '8/5'] -> 5/9 * 8/5 / (5/9 - 4/9 / 6/7)
[1992754] ['4/9', '5/9', '5/9', '7/2', '8/7'] -> 8/7 / (4/9 + 5/9 / 7/2 - 5/9)
[1992767] ['4/9', '5/9', '5/9', '7/3', '8/3'] -> (4/9 + 7/3) / 5/9 / 5/9 * 8/3
[1992770] ['4/9', '5/9', '5/9', '7/3', '8/9'] -> 8/9 / (4/9 * 7/3 - 5/9 / 5/9)
[1992797] ['4/9', '5/9', '5/9', '7/5', '8/9'] -> (8/9 / (5/9 * (4/9 * 7/5)) - 5/9))
[1992807] ['4/9', '5/9', '5/9', '7/6', '8/5'] -> 5/9 * 8/5 / (5/9 - 4/9 * 7/6)
[1992809] ['4/9', '5/9', '5/9', '7/6', '8/9'] -> (4/9 + 8/9) / (7/6 - 5/9 - 5/9)
[1992823] ['4/9', '5/9', '5/9', '7/8', '9/5'] -> 5/9 * 9/5 / (5/9 * 7/8 - 4/9)
[1992827] ['4/9', '5/9', '5/9', '7/9', '8/3'] -> 8/3 / (4/9 + 7/9 - 5/9 - 5/9)
[1992828] ['4/9', '5/9', '5/9', '7/9', '8/5'] -> 8/5 / (4/9 * 7/9 / 5/9 - 5/9)
[1992829] ['4/9', '5/9', '5/9', '7/9', '8/7'] -> 8/7 / (4/9 - 5/9 * 5/9 / 7/9)
[1992857] ['4/9', '5/9', '5/9', '8/7', '9/5'] -> 5/9 * 9/5 / (5/9 / 8/7 - 4/9)
[1992866] ['4/9', '5/9', '5/9', '9/2', '9/2'] -> 5/9 / 4/9 + (5/9 + 9/2) * 9/2
[1992888] ['4/9', '5/9', '6/5', '6/5', '7/8'] -> (6/5 / (6/5 * (5/9 * 7/8)) - 4/9))
[1992892] ['4/9', '5/9', '6/5', '6/5', '8/7'] -> (6/5 / (6/5 * (5/9 / 8/7)) - 4/9))
[1992895] ['4/9', '5/9', '6/5', '6/5', '9/4'] -> 6/5 / ((5/9 - (4/9 * 6/5)) * /4
)[1992903] ['4/9', '5/9', '6/5', '6/7', '7/5'] -> 7/5 * 6/7 / (5/9 / 4/9 - 6/5)
[1992905] ['4/9', '5/9', '6/5', '6/7', '7/8'] -> 6/5 / ((6/7 - (4/9 / 5/9)) * /8
)[1992908] ['4/9', '5/9', '6/5', '6/7', '8/5'] -> 8/5 / (4/9 * 6/5 / 6/7 - 5/9)
[1992923] ['4/9', '5/9', '6/5', '7/2', '8/3'] -> (6/5 / 4/9 + 7/2 / 5/9) * 8/3
