[1538167] ['2/7', '6/7', '6/7', '6/7', '8/3'] -> (6/7 + 6/7 + 6/7) * 8/3 / 2/7
[1648768] ['3/2', '4/3', '5/2', '8/5', '9/5'] -> 4/3 / (5/2 - 3/2 * 8/5) * 9/5
[1648770] ['3/2', '4/3', '5/2', '8/5', '9/8'] -> 9/8 * 4/3 / (5/2 / 8/5 - 3/2)
[1648771] ['3/2', '4/3', '5/2', '8/7', '8/7'] -> (3/2 + 5/2) / (4/3 - 8/7) * 8/7
[1648773] ['3/2', '4/3', '5/2', '8/7', '9/2'] -> 9/2 / (5/2 / 8/7 - 3/2 * 4/3)
[1648781] ['3/2', '4/3', '5/2', '8/9', '9/5'] -> 5/2 * 8/9 / (3/2 - 4/3) * 9/5
[1648785] ['3/2', '4/3', '5/2', '9/2', '9/4'] -> (3/2 + 4/3 * 5/2) * 9/2 + 9/4
[1648788] ['3/2', '4/3', '5/2', '9/2', '9/8'] -> (4/3 + 3/2 * 5/2) * 9/2 + 9/8
[1648790] ['3/2', '4/3', '5/2', '9/4', '9/5'] -> 5/2 / (9/4 / 4/3 - 3/2) * 9/5
[1648793] ['3/2', '4/3', '5/2', '9/5', '9/5'] -> (5/2 + 9/5) / (3/2 - 4/3) - 9/5
[1648801] ['3/2', '4/3', '5/3', '5/3', '5/6'] -> (5/3 + 5/3) / (3/2 - 4/3) / 5/6
[1648803] ['3/2', '4/3', '5/3', '5/3', '5/8'] -> (4/3 + 5/3 / 5/8) / (5/3 - 3/2)
[1648804] ['3/2', '4/3', '5/3', '5/3', '5/9'] -> 4/3 * 5/3 / (5/3 - 3/2) / 5/9
[1648805] ['3/2', '4/3', '5/3', '5/3', '6/5'] -> (5/3 + 5/3) / (3/2 - 4/3) * 6/5
[1648811] ['3/2', '4/3', '5/3', '5/3', '7/6'] -> (5/3 / (5/3 * 7/6) - (3/2 / 4/3)))
[1648814] ['3/2', '4/3', '5/3', '5/3', '8/3'] -> 8/3 / (5/3 / 5/3 - 4/3 / 3/2)
[1648815] ['3/2', '4/3', '5/3', '5/3', '8/5'] -> (4/3 + 5/3 * 8/5) / (5/3 - 3/2)
[1648820] ['3/2', '4/3', '5/3', '5/3', '9/5'] -> 4/3 * 5/3 * 9/5 / (5/3 - 3/2)
[1648823] ['3/2', '4/3', '5/3', '5/4', '5/4'] -> 3/2 * 5/3 / (4/3 - 5/4) / 5/4
[1648824] ['3/2', '4/3', '5/3', '5/4', '5/6'] -> (5/3 / (5/4 * (4/3 / 3/2)) - 5/6))
[1648833] ['3/2', '4/3', '5/3', '5/4', '7/5'] -> (4/3 + 5/3) / 5/4 / (3/2 - 7/5)
[1648848] ['3/2', '4/3', '5/3', '5/6', '5/8'] -> (5/3 + 5/6) / (3/2 - 4/3) / 5/8
[1648856] ['3/2', '4/3', '5/3', '5/6', '7/6'] -> (3/2 + 5/3 + 5/6) / (4/3 - 7/6)
[1648859] ['3/2', '4/3', '5/3', '5/6', '8/3'] -> 8/3 / (3/2 + 5/6 - 4/3 * 5/3)
[1648862] ['3/2', '4/3', '5/3', '5/6', '8/9'] -> 3/2 * 8/9 / (5/3 * 5/6 - 4/3)
[1648891] ['3/2', '4/3', '5/3', '5/8', '6/5'] -> 6/5 / (3/2 / (4/3 * /3) - 5/8)
[1648894] ['3/2', '4/3', '5/3', '5/8', '7/3'] -> 7/3 / (4/3 * 5/3 - 3/2 - 5/8)
[1648895] ['3/2', '4/3', '5/3', '5/8', '7/4'] -> 7/4 / (5/3 - (3/2 + 5/8) / 4/3)
[1648896] ['3/2', '4/3', '5/3', '5/8', '7/5'] -> 7/5 / (4/3 - (3/2 + 5/8) / 5/3)
[1648901] ['3/2', '4/3', '5/3', '5/8', '8/5'] -> 8/5 / (3/2 / 5/3 - 4/3 * 5/8)
[1648906] ['3/2', '4/3', '5/3', '5/8', '9/5'] -> 9/5 / (3/2 - 4/3 / 5/3 - 5/8)
[1648909] ['3/2', '4/3', '5/3', '5/9', '5/9'] -> (5/3 + 5/9) / (3/2 - 4/3) / 5/9
[1648920] ['3/2', '4/3', '5/3', '5/9', '8/5'] -> 8/5 / (5/3 - 4/3 / (3/2 * /9)
)[1648925] ['3/2', '4/3', '5/3', '5/9', '9/5'] -> (5/3 + 5/9) / (3/2 - 4/3) * 9/5
[1648928] ['3/2', '4/3', '5/3', '6/5', '6/5'] -> 5/3 / (4/3 - 3/2 / 6/5) * 6/5
[1648938] ['3/2', '4/3', '5/3', '6/5', '8/5'] -> 4/3 / (6/5 - 5/3 / 3/2) * 8/5
[1648940] ['3/2', '4/3', '5/3', '6/5', '8/9'] -> 3/2 * 8/9 / (5/3 / 6/5 - 4/3)
[1648941] ['3/2', '4/3', '5/3', '6/5', '9/2'] -> 5/3 * (3/2 * 4/3 + 6/5) * 9/2
[1648943] ['3/2', '4/3', '5/3', '6/5', '9/5'] -> (9/5 / (3/2 * (5/3 / 4/3)) - 6/5))
[1648945] ['3/2', '4/3', '5/3', '6/5', '9/8'] -> 3/2 / (((5/3 / 6/5) - 4/3) * /8
)[1648946] ['3/2', '4/3', '5/3', '6/7', '6/7'] -> 6/7 / (3/2 * 6/7 - 5/3 / 4/3)
[1648947] ['3/2', '4/3', '5/3', '6/7', '7/2'] -> 4/3 * 6/7 / (5/3 - 3/2) * 7/2
[1648953] ['3/2', '4/3', '5/3', '6/7', '7/9'] -> 4/3 / ((3/2 - (5/3 * 6/7)) * /9
)[1648954] ['3/2', '4/3', '5/3', '6/7', '8/3'] -> 8/3 / (4/3 * (3/2 / 6/7 - 5/3))
[1648956] ['3/2', '4/3', '5/3', '6/7', '8/7'] -> 8/7 / (3/2 * 4/3 * 6/7 - 5/3)
[1648957] ['3/2', '4/3', '5/3', '6/7', '8/9'] -> 8/9 / (4/3 - 5/3 / (3/2 * /7)
)[1648959] ['3/2', '4/3', '5/3', '6/7', '9/4'] -> 3/2 / (6/7 - 4/3 / 5/3) - 9/4
[1648961] ['3/2', '4/3', '5/3', '6/7', '9/7'] -> 4/3 / (3/2 - 5/3 * 6/7) * 9/7
[1648967] ['3/2', '4/3', '5/3', '7/2', '7/6'] -> 4/3 * 7/2 / (5/3 - 3/2) / 7/6
[1648976] ['3/2', '4/3', '5/3', '7/2', '9/5'] -> 9/5 / (7/2 / (4/3 * /3) - 3/2)
[1648982] ['3/2', '4/3', '5/3', '7/3', '7/6'] -> (3/2 + 7/6) / (7/3 - 4/3 * 5/3)
[1648984] ['3/2', '4/3', '5/3', '7/3', '7/9'] -> 4/3 * 7/3 / (5/3 - 3/2) / 7/9
[1648991] ['3/2', '4/3', '5/3', '7/3', '9/5'] -> 4/3 / (3/2 - 7/3 / 5/3) * 9/5
[1648992] ['3/2', '4/3', '5/3', '7/3', '9/7'] -> 4/3 * 7/3 / (5/3 - 3/2) * 9/7
[1648996] ['3/2', '4/3', '5/3', '7/4', '7/6'] -> (3/2 + 7/6) / (4/3 * (7/4 - 5/3))
[1648999] ['3/2', '4/3', '5/3', '7/4', '8/3'] -> 8/3 / (5/3 - 4/3 * 7/4 / 3/2)
[1649001] ['3/2', '4/3', '5/3', '7/4', '8/7'] -> 8/7 / (5/3 - (3/2 + 4/3) / 7/4)
[1649004] ['3/2', '4/3', '5/3', '7/4', '9/4'] -> 4/3 / ((7/4 - 5/3) * /2) * 9/4
[1649005] ['3/2', '4/3', '5/3', '7/4', '9/5'] -> 9/5 / (3/2 / 4/3 - 7/4 / 5/3)
[1649021] ['3/2', '4/3', '5/3', '7/6', '7/6'] -> (3/2 + 7/6) / (5/3 - 4/3 * 7/6)
[1649023] ['3/2', '4/3', '5/3', '7/6', '7/9'] -> 4/3 / ((3/2 - (5/3 / 7/6)) * /9
)[1649026] ['3/2', '4/3', '5/3', '7/6', '8/7'] -> 8/7 / (3/2 * 4/3 / 7/6 - 5/3)
[1649027] ['3/2', '4/3', '5/3', '7/6', '8/9'] -> 8/9 / (4/3 - 5/3 * 7/6 / 3/2)
[1649028] ['3/2', '4/3', '5/3', '7/6', '9/2'] -> (7/6 / (3/2 - 4/3) - 5/3) * 9/2
[1649031] ['3/2', '4/3', '5/3', '7/6', '9/7'] -> 4/3 / (3/2 - 5/3 / 7/6) * 9/7
[1649039] ['3/2', '4/3', '5/3', '7/8', '9/2'] -> 9/2 / (3/2 * (5/3 * 7/8 - 4/3))
[1649045] ['3/2', '4/3', '5/3', '7/9', '8/3'] -> 8/3 / (5/3 - 3/2 * 4/3 * 7/9)
[1649046] ['3/2', '4/3', '5/3', '7/9', '8/5'] -> 5/3 / (4/3 / 3/2 - 7/9) * 8/5
[1649055] ['3/2', '4/3', '5/3', '8/3', '8/5'] -> (4/3 + 8/3) / 5/3 / (8/5 - 3/2)
[1649057] ['3/2', '4/3', '5/3', '8/3', '8/9'] -> 4/3 * 8/3 / (5/3 - 3/2) / 8/9
[1649060] ['3/2', '4/3', '5/3', '8/3', '9/5'] -> 4/3 * 9/5 / (8/3 / 5/3 - 3/2)
[1649062] ['3/2', '4/3', '5/3', '8/3', '9/8'] -> 4/3 * 8/3 / (5/3 - 3/2) * 9/8
[1649068] ['3/2', '4/3', '5/3', '8/5', '9/5'] -> 4/3 / ((5/3 - 8/5) * /2) * 9/5
[1649073] ['3/2', '4/3', '5/3', '8/7', '9/2'] -> 9/2 / (3/2 * (5/3 / 8/7 - 4/3))
[1649080] ['3/2', '4/3', '5/3', '8/9', '9/4'] -> 9/4 / (3/2 - 5/3 / (4/3 * /9)
)[1649081] ['3/2', '4/3', '5/3', '8/9', '9/5'] -> (4/3 + 8/9) / (5/3 - 3/2) * 9/5
[1649084] ['3/2', '4/3', '5/3', '9/2', '9/2'] -> (5/3 / (3/2 * /3) + 9/2) * 9/2
[1649085] ['3/2', '4/3', '5/3', '9/2', '9/4'] -> (5/3 + 3/2 * 4/3 * 9/2) * 9/4
[1649086] ['3/2', '4/3', '5/3', '9/2', '9/5'] -> 4/3 * 5/3 * (3/2 + 9/2) * 9/5
[1649089] ['3/2', '4/3', '5/3', '9/4', '9/4'] -> 3/2 / ((9/4 - (4/3 * 5/3)) * /4
)[1649093] ['3/2', '4/3', '5/3', '9/5', '9/5'] -> 9/5 / (3/2 * 5/3 / 4/3 - 9/5)
[1649096] ['3/2', '4/3', '5/3', '9/7', '9/7'] -> 9/7 / (3/2 * (9/7 - 5/3 / 4/3))
[1649099] ['3/2', '4/3', '5/4', '5/4', '5/4'] -> 3/2 / (5/4 / 5/4 - 5/4 / 4/3)
[1649116] ['3/2', '4/3', '5/4', '5/4', '8/9'] -> 4/3 / (((5/4 * 5/4) - 3/2) * /9
)[1649127] ['3/2', '4/3', '5/4', '5/6', '6/7'] -> (3/2 + 5/6) / (4/3 - 5/4) * 6/7
[1649132] ['3/2', '4/3', '5/4', '5/6', '7/6'] -> (3/2 + 5/6) / (4/3 - 5/4) / 7/6
[1649148] ['3/2', '4/3', '5/4', '5/7', '6/7'] -> 6/7 / (3/2 * 4/3 - 5/4 - 5/7)
[1649167] ['3/2', '4/3', '5/4', '5/8', '6/5'] -> 3/2 / (((4/3 - 5/4) * /8) * /5
)[1649177] ['3/2', '4/3', '5/4', '5/8', '8/5'] -> 8/5 / ((4/3 + 5/8) / 5/4 - 3/2)
[1649181] ['3/2', '4/3', '5/4', '5/8', '9/4'] -> 9/4 / (3/2 - (5/4 + 5/8) / 4/3)
[1649188] ['3/2', '4/3', '5/4', '5/9', '7/2'] -> 7/2 / (3/2 - (5/4 + 5/9) / 4/3)
[1649199] ['3/2', '4/3', '5/4', '5/9', '9/2'] -> 9/2 / (5/4 / (4/3 * /9) - 3/2)
[1649210] ['3/2', '4/3', '5/4', '6/5', '7/6'] -> 4/3 / (5/4 - 6/5) - 3/2 - 7/6
[1649218] ['3/2', '4/3', '5/4', '6/5', '9/4'] -> 9/4 / (5/4 * (6/5 - 3/2 / 4/3))
[1649228] ['3/2', '4/3', '5/4', '6/7', '7/8'] -> 3/2 / (((4/3 - 5/4) * /7) * /8
)[1649231] ['3/2', '4/3', '5/4', '6/7', '8/5'] -> 8/5 / (3/2 / (5/4 * /7) - 4/3)
[1649234] ['3/2', '4/3', '5/4', '6/7', '9/2'] -> 9/2 / (3/2 * (5/4 / 6/7 - 4/3))
[1649235] ['3/2', '4/3', '5/4', '6/7', '9/4'] -> 5/4 / (4/3 - 3/2 * 6/7) - 9/4
[1649244] ['3/2', '4/3', '5/4', '7/2', '7/8'] -> 7/2 / (((4/3 * 5/4) - 3/2) * /8
)[1649248] ['3/2', '4/3', '5/4', '7/2', '8/7'] -> 7/2 / (4/3 * 5/4 - 3/2) * 8/7
[1649253] ['3/2', '4/3', '5/4', '7/2', '9/7'] -> 9/7 * 7/2 * 4/3 / (3/2 - 5/4)
[1649256] ['3/2', '4/3', '5/4', '7/3', '7/4'] -> 3/2 * 7/3 / (4/3 - 5/4) / 7/4
[1649261] ['3/2', '4/3', '5/4', '7/3', '8/3'] -> 8/3 / (4/3 * 5/4 - 7/3 / 3/2)
[1649262] ['3/2', '4/3', '5/4', '7/3', '8/5'] -> 8/5 / (7/3 - (3/2 + 4/3) / 5/4)
[1649275] ['3/2', '4/3', '5/4', '7/4', '8/3'] -> 8/3 / (4/3 * (5/4 - 7/4 / 3/2))
[1649281] ['3/2', '4/3', '5/4', '7/4', '9/5'] -> 4/3 / (3/2 - 7/4 / 5/4) * 9/5
[1649293] ['3/2', '4/3', '5/4', '7/5', '9/4'] -> 4/3 / ((3/2 - 7/5) * /4) * 9/4
[1649294] ['3/2', '4/3', '5/4', '7/5', '9/5'] -> 3/2 * 4/3 / (7/5 - 5/4) * 9/5
[1649297] ['3/2', '4/3', '5/4', '7/6', '7/6'] -> (3/2 + 7/6) / (4/3 * (5/4 - 7/6))
[1649298] ['3/2', '4/3', '5/4', '7/6', '7/8'] -> 3/2 * 7/6 / (4/3 - 5/4) / 7/8
[1649304] ['3/2', '4/3', '5/4', '7/6', '9/2'] -> 9/2 / (3/2 * (5/4 * 7/6 - 4/3))
[1649307] ['3/2', '4/3', '5/4', '7/6', '9/7'] -> 9/7 / (3/2 / 4/3 - 5/4 / 7/6)
[1649311] ['3/2', '4/3', '5/4', '7/8', '8/3'] -> (7/8 / (4/3 - 5/4) - 3/2) * 8/3
[1649313] ['3/2', '4/3', '5/4', '7/8', '8/7'] -> 8/7 / (3/2 / 7/8 - 4/3 * 5/4)
[1649318] ['3/2', '4/3', '5/4', '7/8', '9/7'] -> 9/7 * 4/3 / (3/2 - 5/4 / 7/8)
[1649319] ['3/2', '4/3', '5/4', '7/8', '9/8'] -> 9/8 * 4/3 / (3/2 * 7/8 - 5/4)
[1649321] ['3/2', '4/3', '5/4', '7/9', '8/3'] -> 8/3 / (4/3 * (5/4 - 3/2 * 7/9))
[1649322] ['3/2', '4/3', '5/4', '7/9', '8/5'] -> 8/5 / (7/9 - 4/3 / (3/2 * /4)
)[1649343] ['3/2', '4/3', '5/4', '8/5', '9/4'] -> 4/3 / ((8/5 - 3/2) * /4) * 9/4
[1649344] ['3/2', '4/3', '5/4', '8/5', '9/5'] -> 9/5 / (3/2 * (5/4 - 8/5 / 4/3))
[1649353] ['3/2', '4/3', '5/4', '8/7', '9/8'] -> 9/8 * 4/3 / (3/2 / 8/7 - 5/4)
[1649355] ['3/2', '4/3', '5/4', '8/9', '9/2'] -> 8/9 / (4/3 * 5/4 - 3/2) * 9/2
[1649358] ['3/2', '4/3', '5/4', '8/9', '9/7'] -> 3/2 / (((5/4 / 4/3) - 8/9) * /7
)[1649361] ['3/2', '4/3', '5/4', '9/2', '9/4'] -> 4/3 * (5/4 + 3/2 * 9/2) * 9/4
[1649364] ['3/2', '4/3', '5/4', '9/2', '9/8'] -> 9/2 / (((4/3 * 5/4) - 3/2) * /8
)[1649380] ['3/2', '4/3', '5/6', '5/6', '6/7'] -> (4/3 / ((3/2 + 5/6) * 6/7) - 5/6))
[1649381] ['3/2', '4/3', '5/6', '5/6', '7/2'] -> (3/2 + 7/2) / (5/6 - 5/6 / 4/3)
[1649389] ['3/2', '4/3', '5/6', '5/6', '8/5'] -> 5/6 * 8/5 / (4/3 / 3/2 - 5/6)
[1649397] ['3/2', '4/3', '5/6', '5/7', '5/7'] -> 5/7 / (5/6 - 3/2 * 5/7 / 4/3)
[1649406] ['3/2', '4/3', '5/6', '5/7', '7/6'] -> 4/3 / (((5/6 + 5/7) - 3/2) * /6
)[1649409] ['3/2', '4/3', '5/6', '5/7', '8/3'] -> 3/2 / (4/3 - 5/6 / 5/7) * 8/3
[1649422] ['3/2', '4/3', '5/6', '5/8', '7/2'] -> 7/2 / (3/2 - (4/3 + 5/6) * 5/8)
[1649433] ['3/2', '4/3', '5/6', '5/8', '9/2'] -> 9/2 / (3/2 * (5/6 + 5/8 - 4/3))
[1649434] ['3/2', '4/3', '5/6', '5/8', '9/4'] -> (3/2 + 9/4) * 4/3 / (5/6 - 5/8)
[1649436] ['3/2', '4/3', '5/6', '5/8', '9/7'] -> 9/7 / (5/8 - 4/3 / (3/2 + 5/6))
[1649441] ['3/2', '4/3', '5/6', '5/9', '7/2'] -> (3/2 + 7/2) * 4/3 / (5/6 - 5/9)
[1649449] ['3/2', '4/3', '5/6', '5/9', '8/5'] -> 8/5 / (4/3 / 5/9 - 3/2 - 5/6)
[1649456] ['3/2', '4/3', '5/6', '5/9', '9/8'] -> 3/2 / (((5/6 + 5/9) - 4/3) * /8
)[1649463] ['3/2', '4/3', '5/6', '6/5', '7/6'] -> (3/2 + 7/6) / (5/6 * (4/3 - 6/5))
[1649470] ['3/2', '4/3', '5/6', '6/5', '9/2'] -> 4/3 / ((3/2 - 6/5) * /6) * 9/2
[1649476] ['3/2', '4/3', '5/6', '6/7', '7/2'] -> 3/2 * 4/3 / (6/7 - 5/6) / 7/2
[1649477] ['3/2', '4/3', '5/6', '6/7', '7/3'] -> 6/7 / (4/3 - 3/2 * 5/6) * 7/3
[1649484] ['3/2', '4/3', '5/6', '6/7', '8/5'] -> 5/6 / (4/3 / 6/7 - 3/2) * 8/5
[1649488] ['3/2', '4/3', '5/6', '6/7', '9/4'] -> 5/6 / (4/3 / 3/2 - 6/7) - 9/4
[1649490] ['3/2', '4/3', '5/6', '6/7', '9/7'] -> 9/7 / (5/6 / 4/3 - 6/7 / 3/2)
[1649494] ['3/2', '4/3', '5/6', '7/2', '7/4'] -> 7/2 / ((4/3 - (3/2 * 5/6)) * /4
)[1649499] ['3/2', '4/3', '5/6', '7/2', '8/3'] -> 7/2 / (3/2 - 4/3 * 5/6) * 8/3
[1649509] ['3/2', '4/3', '5/6', '7/3', '7/4'] -> 7/3 / (((4/3 / 3/2) - 5/6) * /4
)[1649511] ['3/2', '4/3', '5/6', '7/3', '7/6'] -> 7/3 / ((4/3 - (3/2 * 5/6)) * /6
)[1649515] ['3/2', '4/3', '5/6', '7/3', '8/5'] -> 8/5 / (3/2 * 4/3 / 5/6 - 7/3)
[1649517] ['3/2', '4/3', '5/6', '7/3', '8/9'] -> 8/9 / (4/3 - 5/6 * 7/3 / 3/2)
[1649528] ['3/2', '4/3', '5/6', '7/4', '8/3'] -> 4/3 / (3/2 / 5/6 - 7/4) - 8/3
[1649534] ['3/2', '4/3', '5/6', '7/4', '9/5'] -> 9/5 / (7/4 / (4/3 * /6) - 3/2)
[1649544] ['3/2', '4/3', '5/6', '7/5', '8/9'] -> 3/2 / ((7/5 - 4/3) * /6) * 8/9
[1649547] ['3/2', '4/3', '5/6', '7/5', '9/5'] -> 4/3 / (7/5 / 3/2 - 5/6) * 9/5
[1649549] ['3/2', '4/3', '5/6', '7/5', '9/8'] -> 3/2 / (((7/5 - 4/3) * /6) * /8
)[1649551] ['3/2', '4/3', '5/6', '7/6', '7/8'] -> 7/6 / (((4/3 / 3/2) - 5/6) * /8
)[1649554] ['3/2', '4/3', '5/6', '7/6', '8/5'] -> 5/6 / (4/3 * 7/6 - 3/2) * 8/5
[1649555] ['3/2', '4/3', '5/6', '7/6', '8/7'] -> 7/6 / (4/3 / 3/2 - 5/6) * 8/7
[1649556] ['3/2', '4/3', '5/6', '7/6', '8/9'] -> 3/2 * 8/9 / (7/6 - 4/3 * 5/6)
[1649559] ['3/2', '4/3', '5/6', '7/6', '9/5'] -> 4/3 / (3/2 - 7/6 / 5/6) * 9/5
[1649561] ['3/2', '4/3', '5/6', '7/6', '9/8'] -> 3/2 / ((7/6 - (4/3 * 5/6)) * /8
)[1649567] ['3/2', '4/3', '5/6', '7/8', '8/9'] -> 3/2 / ((7/8 - 5/6) * /3) * 8/9
[1649568] ['3/2', '4/3', '5/6', '7/8', '9/2'] -> 4/3 / (5/6 - 7/8 / 3/2) * 9/2
[1649570] ['3/2', '4/3', '5/6', '7/8', '9/5'] -> 9/5 / (3/2 / 4/3 - 7/8 / 5/6)
[1649575] ['3/2', '4/3', '5/6', '7/9', '8/5'] -> 8/5 / (3/2 * 7/9 / 5/6 - 4/3)
[1649577] ['3/2', '4/3', '5/6', '7/9', '8/9'] -> 8/9 / (7/9 - 4/3 * 5/6 / 3/2)
[1649581] ['3/2', '4/3', '5/6', '7/9', '9/7'] -> 9/7 / (3/2 / 4/3 - 5/6 / 7/9)
[1649585] ['3/2', '4/3', '5/6', '8/3', '8/7'] -> (5/6 + 8/3) / (3/2 - 4/3) * 8/7
[1649589] ['3/2', '4/3', '5/6', '8/3', '9/5'] -> 5/6 * 8/3 / (3/2 - 4/3) * 9/5
[1649592] ['3/2', '4/3', '5/6', '8/5', '8/5'] -> 8/5 / (3/2 * 4/3 * 5/6 - 8/5)
[1649600] ['3/2', '4/3', '5/6', '8/7', '8/7'] -> 8/7 / (3/2 * (8/7 - 4/3 * 5/6))
[1649605] ['3/2', '4/3', '5/6', '8/7', '9/7'] -> 9/7 * 4/3 / (5/6 - 8/7 / 3/2)
[1649608] ['3/2', '4/3', '5/6', '8/9', '9/2'] -> 9/2 / (3/2 / 4/3 - 5/6 / 8/9)
[1649609] ['3/2', '4/3', '5/6', '8/9', '9/4'] -> 8/9 / (4/3 - 3/2 * 5/6) * 9/4
[1649618] ['3/2', '4/3', '5/6', '9/4', '9/4'] -> 9/4 / (3/2 - 5/6 * 9/4 / 4/3)
[1649621] ['3/2', '4/3', '5/6', '9/4', '9/8'] -> 9/4 / ((4/3 - (3/2 * 5/6)) * /8
)[1649625] ['3/2', '4/3', '5/6', '9/7', '9/7'] -> 9/7 / (3/2 / 4/3 - 5/6 * 9/7)
[1649637] ['3/2', '4/3', '5/7', '5/7', '7/6'] -> (5/7 / (5/7 * 7/6) - (3/2 / 4/3)))
[1649639] ['3/2', '4/3', '5/7', '5/7', '7/9'] -> 4/3 / (((3/2 - 5/7) - 5/7) * /9
)[1649640] ['3/2', '4/3', '5/7', '5/7', '8/3'] -> 8/3 / (5/7 / 5/7 - 4/3 / 3/2)
[1649647] ['3/2', '4/3', '5/7', '5/7', '9/7'] -> 4/3 * 9/7 / (3/2 - 5/7 - 5/7)
[1649653] ['3/2', '4/3', '5/7', '5/8', '7/2'] -> 7/2 * 5/7 / ((3/2 - 4/3) * 5/8)
[1649662] ['3/2', '4/3', '5/7', '5/8', '8/7'] -> 8/7 / (4/3 * 5/8 - (3/2 - 5/7))
[1649679] ['3/2', '4/3', '5/7', '5/9', '8/3'] -> 8/3 / (4/3 / 3/2 - 5/9 / 5/7)
[1649698] ['3/2', '4/3', '5/7', '6/5', '8/5'] -> 8/5 / (4/3 / 5/7 - 3/2 * 6/5)
[1649699] ['3/2', '4/3', '5/7', '6/5', '8/7'] -> 8/7 / (4/3 - 3/2 * 5/7 * 6/5)
[1649704] ['3/2', '4/3', '5/7', '6/5', '9/7'] -> 9/7 / (5/7 * (6/5 - 3/2 / 4/3))
[1649706] ['3/2', '4/3', '5/7', '6/7', '6/7'] -> 6/7 / (6/7 / 3/2 - 5/7 / 4/3)
[1649712] ['3/2', '4/3', '5/7', '6/7', '7/8'] -> 3/2 / ((5/7 - (6/7 / 4/3)) * /8
)[1649713] ['3/2', '4/3', '5/7', '6/7', '7/9'] -> 4/3 / (((5/7 + 6/7) - 3/2) * /9
)[1649715] ['3/2', '4/3', '5/7', '6/7', '8/5'] -> 5/7 / (4/3 - 3/2 * 6/7) * 8/5
[1649720] ['3/2', '4/3', '5/7', '6/7', '9/5'] -> 9/5 / (6/7 / 5/7 - 3/2 / 4/3)
[1649737] ['3/2', '4/3', '5/7', '7/2', '9/7'] -> (5/7 + 7/2) / (3/2 - 4/3) - 9/7
[1649744] ['3/2', '4/3', '5/7', '7/3', '7/9'] -> 4/3 / ((5/7 - (3/2 / 7/3)) * /9
)[1649752] ['3/2', '4/3', '5/7', '7/3', '9/7'] -> 4/3 / (5/7 - 3/2 / 7/3) * 9/7
[1649763] ['3/2', '4/3', '5/7', '7/4', '9/2'] -> 4/3 / (3/2 - 5/7 * 7/4) * 9/2
[1649772] ['3/2', '4/3', '5/7', '7/5', '8/3'] -> 8/3 / (5/7 * 7/5 - 4/3 / 3/2)
[1649779] ['3/2', '4/3', '5/7', '7/5', '9/7'] -> 9/7 * 4/3 / 5/7 / (3/2 - 7/5)
[1649782] ['3/2', '4/3', '5/7', '7/6', '7/8'] -> 4/3 / (((7/6 / 3/2) - 5/7) * /8
)[1649785] ['3/2', '4/3', '5/7', '7/6', '8/5'] -> 5/7 / (4/3 - 3/2 / 7/6) * 8/5
[1649797] ['3/2', '4/3', '5/7', '7/8', '8/7'] -> 8/7 / (7/8 / 3/2 - 5/7 / 4/3)
[1649802] ['3/2', '4/3', '5/7', '7/8', '9/7'] -> 9/7 / (3/2 * (4/3 - 5/7) - 7/8)
[1649816] ['3/2', '4/3', '5/7', '8/3', '8/7'] -> 8/7 / (3/2 * 4/3 + 5/7 - 8/3)
[1649824] ['3/2', '4/3', '5/7', '8/5', '8/7'] -> 8/7 / (4/3 / 8/5 - (3/2 - 5/7))
[1649829] ['3/2', '4/3', '5/7', '8/5', '9/7'] -> 9/7 * 4/3 / (5/7 * (8/5 - 3/2))
[1649835] ['3/2', '4/3', '5/7', '8/7', '9/5'] -> 4/3 / (8/7 / 5/7 - 3/2) * 9/5
[1649836] ['3/2', '4/3', '5/7', '8/7', '9/7'] -> 9/7 * 4/3 / (8/7 - 3/2 * 5/7)
[1649867] ['3/2', '4/3', '5/8', '5/8', '7/6'] -> (5/8 / (5/8 * 7/6) - (3/2 / 4/3)))
[1649870] ['3/2', '4/3', '5/8', '5/8', '8/3'] -> 8/3 / (5/8 / 5/8 - 4/3 / 3/2)
[1649871] ['3/2', '4/3', '5/8', '5/8', '8/5'] -> 8/5 / ((3/2 - 5/8) / 5/8 - 4/3)
[1649874] ['3/2', '4/3', '5/8', '5/8', '9/2'] -> 4/3 * 9/2 / (3/2 - 5/8 - 5/8)
[1649875] ['3/2', '4/3', '5/8', '5/8', '9/4'] -> (3/2 + 9/4) / (5/8 - 5/8 / 4/3)
[1649880] ['3/2', '4/3', '5/8', '5/9', '6/5'] -> 3/2 * 4/3 / (5/8 - 5/9) / 6/5
[1649883] ['3/2', '4/3', '5/8', '5/9', '7/3'] -> 7/3 / (3/2 + 5/9 - 4/3 - 5/8)
[1649886] ['3/2', '4/3', '5/8', '5/9', '7/6'] -> 7/6 / (4/3 - 5/8 * (3/2 + 5/9))
[1649889] ['3/2', '4/3', '5/8', '5/9', '8/3'] -> 8/3 / (3/2 - 4/3 * 5/8 - 5/9)
[1649893] ['3/2', '4/3', '5/8', '5/9', '9/2'] -> 5/9 / ((3/2 - 4/3) * /8) * 9/2
[1649898] ['3/2', '4/3', '5/8', '6/5', '6/5'] -> 6/5 / (3/2 * 4/3 * 5/8 - 6/5)
[1649915] ['3/2', '4/3', '5/8', '6/5', '9/8'] -> 9/8 / (5/8 * (6/5 - 3/2 / 4/3))
