[540832] ['1/4', '3/7', '4/9', '6/7', '8/3'] -> 8/3 / (4/9 * (3/7 / 6/7 - 1/4))
[609485] ['1/5', '1/6', '5/2', '6/5', '6/5'] -> 5/2 * 6/5 / 1/6 + 6/5 / 1/5
[609493] ['1/5', '1/6', '5/2', '6/5', '7/9'] -> (1/6 + (5/2 + 6/5) / 1/5) / 7/9
[609501] ['1/5', '1/6', '5/2', '6/5', '9/7'] -> (1/6 + (5/2 + 6/5) / 1/5) * 9/7
[609520] ['1/5', '1/6', '5/2', '7/2', '7/2'] -> 7/2 / 1/6 - 1/5 * 5/2 + 7/2
[609527] ['1/5', '1/6', '5/2', '7/2', '8/3'] -> (1/5 + 5/2) * (7/2 - 1/6) * 8/3
[609544] ['1/5', '1/6', '5/2', '7/3', '8/7'] -> 8/7 / (1/5 * 5/2 / 7/3 - 1/6)
[609546] ['1/5', '1/6', '5/2', '7/3', '9/2'] -> (1/5 * 5/2 / 1/6 + 7/3) * 9/2
[609551] ['1/5', '1/6', '5/2', '7/4', '7/4'] -> 5/2 * (7/4 / 1/6 - 1/5) - 7/4
[609557] ['1/5', '1/6', '5/2', '7/4', '8/5'] -> 8/5 / (1/6 * 5/2 - 1/5 * 7/4)
[609572] ['1/5', '1/6', '5/2', '7/5', '8/9'] -> (7/5 / 1/5 - 5/2) / 1/6 * 8/9
[609577] ['1/5', '1/6', '5/2', '7/5', '9/8'] -> (7/5 / 1/5 - 5/2) / 1/6 / 9/8
[609582] ['1/5', '1/6', '5/2', '7/6', '8/5'] -> 5/2 * (1/6 + 7/6 / 1/5) * 8/5
[609585] ['1/5', '1/6', '5/2', '7/6', '9/2'] -> 5/2 / 1/5 + 7/6 / 1/6 + 9/2
[609598] ['1/5', '1/6', '5/2', '7/8', '9/5'] -> (5/2 - 1/6) / 1/5 / 7/8 * 9/5
[609602] ['1/5', '1/6', '5/2', '7/9', '8/3'] -> 8/3 / (7/9 - 1/5 * 5/2 - 1/6)
[609603] ['1/5', '1/6', '5/2', '7/9', '8/5'] -> (5/2 - 1/6) / 1/5 / 7/9 * 8/5
[609615] ['1/5', '1/6', '5/2', '8/3', '9/2'] -> 5/2 / 1/5 + 8/3 / 1/6 - 9/2
[609617] ['1/5', '1/6', '5/2', '8/3', '9/5'] -> (1/5 + 5/2) * 8/3 / 1/6 / 9/5
[609620] ['1/5', '1/6', '5/2', '8/5', '8/5'] -> 8/5 / (5/2 - 1/6 / 1/5 - 8/5)
[609621] ['1/5', '1/6', '5/2', '8/5', '8/7'] -> 5/2 * (8/5 - 1/5) / 1/6 * 8/7
[609624] ['1/5', '1/6', '5/2', '8/5', '9/4'] -> (1/6 + 5/2 + 8/5 / 1/5) * 9/4
[609626] ['1/5', '1/6', '5/2', '8/5', '9/7'] -> 9/7 * 8/5 * (5/2 - 1/6) / 1/5
[609632] ['1/5', '1/6', '5/2', '8/7', '9/5'] -> (5/2 - 1/6) * 8/7 / 1/5 * 9/5
[609652] ['1/5', '1/6', '5/2', '9/5', '9/8'] -> (1/5 + 5/2 + 9/5) / 1/6 / 9/8
[609656] ['1/5', '1/6', '5/3', '5/3', '5/3'] -> (5/3 / 1/5 - 5/3) / 1/6 / 5/3
[609660] ['1/5', '1/6', '5/3', '5/3', '5/8'] -> (5/3 / (5/3 * 1/6) - (1/5 * 5/8)))
[609662] ['1/5', '1/6', '5/3', '5/3', '6/5'] -> (1/5 + 5/3) / 1/6 / (5/3 - 6/5)
[609667] ['1/5', '1/6', '5/3', '5/3', '7/5'] -> (5/3 + 5/3) / 1/6 * (7/5 - 1/5)
[609668] ['1/5', '1/6', '5/3', '5/3', '7/6'] -> (5/3 + 5/3) * (1/5 + 7/6 / 1/6)
[609669] ['1/5', '1/6', '5/3', '5/3', '7/8'] -> (5/3 / (5/3 * 7/8) - (1/6 / 1/5)))
[609670] ['1/5', '1/6', '5/3', '5/3', '7/9'] -> (1/5 + 5/3) * 5/3 / 1/6 / 7/9
[609672] ['1/5', '1/6', '5/3', '5/3', '8/5'] -> (5/3 / (5/3 * 1/6) - (1/5 / 8/5)))
[609678] ['1/5', '1/6', '5/3', '5/3', '9/7'] -> (1/5 + 5/3) * 5/3 / 1/6 * 9/7
[609681] ['1/5', '1/6', '5/3', '5/4', '5/6'] -> 5/3 / (((1/5 * 5/4) - 1/6) * /6
)[609687] ['1/5', '1/6', '5/3', '5/4', '7/2'] -> (5/4 / 1/5 - 5/3) / 1/6 - 7/2
[609690] ['1/5', '1/6', '5/3', '5/4', '7/5'] -> 7/5 / ((1/6 - 1/5 / 5/3) * 5/4)
[609700] ['1/5', '1/6', '5/3', '5/4', '9/5'] -> 9/5 / (1/5 - 1/6 * 5/4 / 5/3)
[609707] ['1/5', '1/6', '5/3', '5/6', '6/5'] -> (6/5 / (1/6 * (5/6 / 5/3)) - 1/5))
[609712] ['1/5', '1/6', '5/3', '5/6', '7/5'] -> (5/3 + 5/6) / 1/6 * (1/5 + 7/5)
[609720] ['1/5', '1/6', '5/3', '5/6', '9/2'] -> (1/5 * 5/3 + 5/6 / 1/6) * 9/2
[609757] ['1/5', '1/6', '5/3', '5/8', '8/3'] -> 8/3 / (5/3 * (1/6 / 5/8 - 1/5))
[609758] ['1/5', '1/6', '5/3', '5/8', '8/5'] -> 8/5 / (1/5 * 5/3 - 1/6 / 5/8)
[609763] ['1/5', '1/6', '5/3', '5/8', '9/5'] -> 9/5 / ((5/8 - 1/6) / 5/3 - 1/5)
[609776] ['1/5', '1/6', '5/3', '5/9', '8/3'] -> (5/3 + 5/9 / 1/5) / 1/6 - 8/3
[609780] ['1/5', '1/6', '5/3', '5/9', '9/2'] -> (1/5 * 5/3 + 5/9) / 1/6 * 9/2
[609781] ['1/5', '1/6', '5/3', '5/9', '9/4'] -> (5/3 + 1/5 * 5/9) / 1/6 * 9/4
[609788] ['1/5', '1/6', '5/3', '6/5', '7/3'] -> (5/3 / 1/6 + 6/5) / 1/5 / 7/3
[609798] ['1/5', '1/6', '5/3', '6/5', '9/2'] -> (6/5 / 1/6 - 1/5 - 5/3) * 9/2
[609800] ['1/5', '1/6', '5/3', '6/5', '9/5'] -> (1/5 + 9/5) * 6/5 * 5/3 / 1/6
[609811] ['1/5', '1/6', '5/3', '6/7', '8/3'] -> 8/3 / (5/3 * (1/5 / 6/7 - 1/6))
[609812] ['1/5', '1/6', '5/3', '6/7', '8/5'] -> 8/5 / ((1/6 * 5/3 - 1/5) * 6/7)
[609820] ['1/5', '1/6', '5/3', '7/2', '7/2'] -> 5/3 / 1/6 + 7/2 / 1/5 - 7/2
[609825] ['1/5', '1/6', '5/3', '7/2', '7/8'] -> 7/2 / (((1/5 * 5/3) - 1/6) * /8
)[609828] ['1/5', '1/6', '5/3', '7/2', '8/5'] -> ((7/2 - 1/6) / 1/5 - 5/3) * 8/5
[609829] ['1/5', '1/6', '5/3', '7/2', '8/7'] -> 7/2 / (1/5 * 5/3 - 1/6) * 8/7
[609831] ['1/5', '1/6', '5/3', '7/2', '9/2'] -> (5/3 * (7/2 - 1/5) - 1/6) * 9/2
[609836] ['1/5', '1/6', '5/3', '7/3', '7/3'] -> 5/3 / 1/6 + 7/3 / 1/5 + 7/3
[609850] ['1/5', '1/6', '5/3', '7/3', '9/8'] -> 9/8 * 5/3 * (7/3 - 1/5) / 1/6
[609860] ['1/5', '1/6', '5/3', '7/4', '9/2'] -> (1/5 + 7/4) * 5/3 / 1/6 + 9/2
[609870] ['1/5', '1/6', '5/3', '7/5', '8/5'] -> 8/5 / (7/5 / 1/6 - 5/3 / 1/5)
[609885] ['1/5', '1/6', '5/3', '7/6', '9/2'] -> (7/6 - 1/6 / 5/3) / 1/5 * 9/2
[609887] ['1/5', '1/6', '5/3', '7/6', '9/5'] -> (5/3 + 7/6 - 1/6) / 1/5 * 9/5
[609898] ['1/5', '1/6', '5/3', '7/8', '9/5'] -> 9/5 / (1/5 * 7/8 - 1/6 / 5/3)
[609903] ['1/5', '1/6', '5/3', '7/9', '8/5'] -> (7/9 / 1/6 - 5/3) / 1/5 * 8/5
[609908] ['1/5', '1/6', '5/3', '7/9', '9/5'] -> (7/9 / 1/5 - 5/3) / 1/6 * 9/5
[609912] ['1/5', '1/6', '5/3', '8/3', '8/5'] -> 8/5 / (1/6 * 8/3 / 5/3 - 1/5)
[609914] ['1/5', '1/6', '5/3', '8/3', '8/9'] -> 5/3 * (1/5 + 8/3 / 1/6) * 8/9
[609919] ['1/5', '1/6', '5/3', '8/3', '9/8'] -> 5/3 * (1/5 + 8/3 / 1/6) / 9/8
[609920] ['1/5', '1/6', '5/3', '8/5', '8/5'] -> 8/5 / (1/5 * 5/3 - 1/6 * 8/5)
[609930] ['1/5', '1/6', '5/3', '8/7', '9/2'] -> 9/2 / (1/5 * 5/3 - 1/6 / 8/7)
[609932] ['1/5', '1/6', '5/3', '8/7', '9/5'] -> 9/5 / (1/5 / 8/7 - 1/6 / 5/3)
[609936] ['1/5', '1/6', '5/3', '8/9', '9/2'] -> 8/9 / (1/5 * 5/3 - 1/6) * 9/2
[609941] ['1/5', '1/6', '5/3', '9/2', '9/2'] -> (5/3 + 9/2 - 1/6 / 1/5) * 9/2
[609945] ['1/5', '1/6', '5/3', '9/2', '9/8'] -> 9/2 / (((1/5 * 5/3) - 1/6) * /8
)[609960] ['1/5', '1/6', '5/4', '5/4', '5/9'] -> (1/6 + 5/4 + 5/4) / 1/5 / 5/9
[609963] ['1/5', '1/6', '5/4', '5/4', '7/2'] -> 7/2 / (1/5 * 5/4 * 5/4 - 1/6)
[609966] ['1/5', '1/6', '5/4', '5/4', '7/5'] -> (5/4 + 5/4) / 1/6 * (1/5 + 7/5)
[609968] ['1/5', '1/6', '5/4', '5/4', '7/8'] -> (5/4 / (5/4 * 7/8) - (1/6 / 1/5)))
[609970] ['1/5', '1/6', '5/4', '5/4', '8/3'] -> (1/5 * 5/4 + 5/4) / 1/6 * 8/3
[609985] ['1/5', '1/6', '5/4', '5/6', '7/2'] -> 7/2 / (1/6 * (5/4 - 1/5) * 5/6)
[609986] ['1/5', '1/6', '5/4', '5/6', '7/3'] -> 7/3 / (1/6 * (5/6 - 1/5 * 5/4))
[609992] ['1/5', '1/6', '5/4', '5/6', '8/3'] -> 8/3 / (1/5 * 5/4 - 1/6 * 5/6)
[610005] ['1/5', '1/6', '5/4', '5/7', '6/7'] -> 6/7 / ((5/4 - 1/5 / 1/6) * 5/7)
[610006] ['1/5', '1/6', '5/4', '5/7', '7/2'] -> (1/5 + 5/7) * 5/4 / 1/6 * 7/2
[610013] ['1/5', '1/6', '5/4', '5/7', '8/3'] -> 8/3 / (1/6 / (5/4 - 5/7) - 1/5)
[610033] ['1/5', '1/6', '5/4', '5/8', '8/3'] -> 8/3 / (1/5 - 1/6 / (5/4 + 5/8))
[610037] ['1/5', '1/6', '5/4', '5/8', '9/2'] -> 9/2 / (1/6 * (5/4 - 1/5 * 5/8))
[610038] ['1/5', '1/6', '5/4', '5/8', '9/4'] -> (5/4 + 5/8 / 1/5) / 1/6 - 9/4
[610043] ['1/5', '1/6', '5/4', '5/9', '6/5'] -> 6/5 / (1/6 / 5/9 - 1/5 * 5/4)
[610055] ['1/5', '1/6', '5/4', '5/9', '8/9'] -> 8/9 / ((1/5 - 1/6 / 5/4) * 5/9)
[610063] ['1/5', '1/6', '5/4', '6/5', '7/2'] -> 6/5 / ((5/4 - 1/5) * /6) * 7/2
[610070] ['1/5', '1/6', '5/4', '6/5', '8/3'] -> 8/3 / (1/5 * 5/4 - 1/6 / 6/5)
[610081] ['1/5', '1/6', '5/4', '6/7', '7/3'] -> 6/7 / (1/5 * 5/4 - 1/6) * 7/3
[610083] ['1/5', '1/6', '5/4', '6/7', '7/5'] -> 7/5 * 6/7 / (5/4 - 1/5 / 1/6)
[610089] ['1/5', '1/6', '5/4', '6/7', '8/7'] -> 8/7 / (1/5 * 5/4 * 6/7 - 1/6)
[610098] ['1/5', '1/6', '5/4', '7/2', '7/4'] -> 7/2 / (((1/5 * 5/4) - 1/6) * /4
)[610115] ['1/5', '1/6', '5/4', '7/3', '7/6'] -> 7/3 / (((1/5 * 5/4) - 1/6) * /6
)[610118] ['1/5', '1/6', '5/4', '7/3', '8/3'] -> 8/3 / (1/6 * 7/3 / 5/4 - 1/5)
[610120] ['1/5', '1/6', '5/4', '7/3', '8/7'] -> 8/7 / (1/6 / 5/4 - 1/5 / 7/3)
[610124] ['1/5', '1/6', '5/4', '7/3', '9/5'] -> 7/3 / ((5/4 - 1/5) * /6) * 9/5
[610130] ['1/5', '1/6', '5/4', '7/4', '7/8'] -> 7/4 / (((1/5 * 5/4) - 1/6) * /8
)[610132] ['1/5', '1/6', '5/4', '7/4', '8/3'] -> (7/4 - 1/5 * 5/4) / 1/6 * 8/3
[610134] ['1/5', '1/6', '5/4', '7/4', '8/7'] -> 7/4 / (1/5 * 5/4 - 1/6) * 8/7
[610135] ['1/5', '1/6', '5/4', '7/4', '8/9'] -> (5/4 / 1/5 - 7/4) / 1/6 * 8/9
[610136] ['1/5', '1/6', '5/4', '7/4', '9/2'] -> ((1/6 + 5/4) / 1/5 - 7/4) * 9/2
[610137] ['1/5', '1/6', '5/4', '7/4', '9/4'] -> 7/4 / (1/5 - 1/6 / 5/4) - 9/4
[610140] ['1/5', '1/6', '5/4', '7/4', '9/8'] -> (5/4 / 1/5 - 7/4) / 1/6 / 9/8
[610142] ['1/5', '1/6', '5/4', '7/5', '7/6'] -> 7/5 / ((5/4 - (1/5 / 1/6)) * /6
)[610143] ['1/5', '1/6', '5/4', '7/5', '7/8'] -> 7/5 / ((1/5 - (1/6 / 5/4)) * /8
)[610145] ['1/5', '1/6', '5/4', '7/5', '8/3'] -> 5/4 * (7/5 - 1/5) / 1/6 * 8/3
[610147] ['1/5', '1/6', '5/4', '7/5', '8/7'] -> 7/5 / (1/5 - 1/6 / 5/4) * 8/7
[610157] ['1/5', '1/6', '5/4', '7/6', '8/3'] -> 5/4 * (1/5 + 7/6 / 1/6) * 8/3
[610159] ['1/5', '1/6', '5/4', '7/6', '8/7'] -> 8/7 / (1/5 * 5/4 / 7/6 - 1/6)
[610161] ['1/5', '1/6', '5/4', '7/6', '9/2'] -> (1/6 + 7/6) / 1/5 / 5/4 * 9/2
[610163] ['1/5', '1/6', '5/4', '7/6', '9/5'] -> (5/4 / 1/6 + 7/6 / 1/5) * 9/5
[610172] ['1/5', '1/6', '5/4', '7/8', '9/2'] -> 9/2 / (1/6 * (1/5 * 5/4 + 7/8))
[610178] ['1/5', '1/6', '5/4', '7/9', '8/3'] -> 8/3 / (7/9 - 1/6 / (1/5 * /4)
)[610191] ['1/5', '1/6', '5/4', '8/3', '9/2'] -> 9/2 / (1/5 * 5/4 - 1/6 / 8/3)
[610199] ['1/5', '1/6', '5/4', '8/5', '9/2'] -> 9/2 / (1/6 * (5/4 - 1/5 / 8/5))
[610213] ['1/5', '1/6', '5/4', '8/9', '9/4'] -> 8/9 / (1/5 * 5/4 - 1/6) * 9/4
[610214] ['1/5', '1/6', '5/4', '8/9', '9/5'] -> 8/9 / (1/5 - 1/6 / 5/4) * 9/5
[610220] ['1/5', '1/6', '5/4', '9/2', '9/7'] -> 9/7 * (1/6 + 9/2) / (1/5 * 5/4)
[610225] ['1/5', '1/6', '5/4', '9/4', '9/8'] -> 9/4 / (((1/5 * 5/4) - 1/6) * /8
)[610228] ['1/5', '1/6', '5/4', '9/5', '9/8'] -> 9/5 / ((1/5 - (1/6 / 5/4)) * /8
)[610246] ['1/5', '1/6', '5/6', '5/6', '8/5'] -> (5/6 / (5/6 * 1/6) - (1/5 / 8/5)))
[610249] ['1/5', '1/6', '5/6', '5/6', '9/2'] -> 5/6 + 5/6 - 1/6 + 9/2 / 1/5
[610270] ['1/5', '1/6', '5/6', '5/7', '9/2'] -> (5/6 + 1/6 / 5/7) / 1/5 * 9/2
[610279] ['1/5', '1/6', '5/6', '5/8', '7/2'] -> 7/2 / (1/5 * (5/6 - 1/6 * 5/8))
[610280] ['1/5', '1/6', '5/6', '5/8', '7/3'] -> 7/3 / (1/5 * (5/8 - 1/6 * 5/6))
[610306] ['1/5', '1/6', '5/6', '5/9', '8/5'] -> 5/6 / (1/6 - 1/5 * 5/9) * 8/5
[610316] ['1/5', '1/6', '5/6', '6/5', '7/2'] -> (7/2 - 1/6) * 6/5 / (1/5 * 5/6)
[610327] ['1/5', '1/6', '5/6', '6/5', '9/2'] -> (1/6 + 6/5 / 1/5 - 5/6) * 9/2
[610352] ['1/5', '1/6', '5/6', '7/2', '7/5'] -> 1/5 + 7/2 / (1/6 * /6) - 7/5
[610353] ['1/5', '1/6', '5/6', '7/2', '7/6'] -> 5/6 / 1/5 + 7/2 / 1/6 - 7/6
[610356] ['1/5', '1/6', '5/6', '7/2', '8/3'] -> 8/3 / (1/6 * (5/6 / 1/5 - 7/2))
[610361] ['1/5', '1/6', '5/6', '7/2', '9/4'] -> 7/2 / ((5/6 - 1/6) * /5) - 9/4
[610412] ['1/5', '1/6', '5/6', '7/6', '8/7'] -> 8/7 / (5/6 * (1/5 - 1/6 / 7/6))
[610416] ['1/5', '1/6', '5/6', '7/6', '9/5'] -> (1/5 + 9/5) * (5/6 + 7/6) / 1/6
[610426] ['1/5', '1/6', '5/6', '7/8', '9/4'] -> 9/4 / (1/6 * 5/6 * (7/8 - 1/5))
[610431] ['1/5', '1/6', '5/6', '7/9', '8/3'] -> 8/3 / ((5/6 - 7/9) / 1/5 - 1/6)
[610445] ['1/5', '1/6', '5/6', '8/3', '9/4'] -> (5/6 / 1/5 - 1/6) * 8/3 * 9/4
[610449] ['1/5', '1/6', '5/6', '8/5', '8/5'] -> 8/5 / (1/6 / 1/5 + 5/6 - 8/5)
[610457] ['1/5', '1/6', '5/6', '8/7', '8/7'] -> 8/7 / (5/6 * (1/5 / 1/6 - 8/7))
[610470] ['1/5', '1/6', '5/6', '9/2', '9/2'] -> (1/6 + 5/6 / 1/5) * 9/2 + 9/2
[610479] ['1/5', '1/6', '5/6', '9/5', '9/5'] -> (1/6 + (5/6 + 9/5) / 1/5) * 9/5
[610485] ['1/5', '1/6', '5/7', '5/7', '5/7'] -> (5/7 / 1/5 - 5/7) / 1/6 / 5/7
[610486] ['1/5', '1/6', '5/7', '5/7', '5/8'] -> (5/7 / (5/7 * 1/6) - (1/5 * 5/8)))
[610493] ['1/5', '1/6', '5/7', '5/7', '7/5'] -> (5/7 / 1/5 - 5/7) / 1/6 * 7/5
[610495] ['1/5', '1/6', '5/7', '5/7', '7/8'] -> (5/7 / (5/7 * 7/8) - (1/6 / 1/5)))
[610498] ['1/5', '1/6', '5/7', '5/7', '8/5'] -> (5/7 / (5/7 * 1/6) - (1/5 / 8/5)))
[610509] ['1/5', '1/6', '5/7', '5/8', '6/7'] -> 6/7 / (1/5 * 5/8 / 1/6 - 5/7)
[610513] ['1/5', '1/6', '5/7', '5/8', '7/5'] -> 7/5 * 5/7 / (1/6 - 1/5 * 5/8)
[610519] ['1/5', '1/6', '5/7', '5/8', '8/7'] -> 8/7 / (5/7 * (1/6 / 5/8 - 1/5))
[610524] ['1/5', '1/6', '5/7', '5/8', '9/7'] -> 9/7 / (1/6 * (5/7 - 1/5) * 5/8)
[610552] ['1/5', '1/6', '5/7', '6/5', '7/8'] -> (5/7 / 1/6 + 6/5) / 1/5 * 7/8
[610567] ['1/5', '1/6', '5/7', '6/7', '7/5'] -> (5/7 / 1/6 - 6/7) / 1/5 * 7/5
[610573] ['1/5', '1/6', '5/7', '6/7', '8/7'] -> 8/7 / (5/7 * (1/5 / 6/7 - 1/6))
[610591] ['1/5', '1/6', '5/7', '7/2', '9/2'] -> (1/5 + (1/6 + 7/2) / 5/7) * 9/2
[610593] ['1/5', '1/6', '5/7', '7/2', '9/5'] -> (1/6 + 5/7 * 7/2) / 1/5 * 9/5
[610594] ['1/5', '1/6', '5/7', '7/2', '9/7'] -> 9/7 * (1/6 / 5/7 + 7/2) / 1/5
[610612] ['1/5', '1/6', '5/7', '7/4', '7/5'] -> 7/5 / ((1/6 / 5/7 - 1/5) * 7/4)
[610617] ['1/5', '1/6', '5/7', '7/4', '8/5'] -> 8/5 / (1/5 - 1/6 / (5/7 * /4)
)[610618] ['1/5', '1/6', '5/7', '7/4', '8/7'] -> 8/7 / (1/5 * 5/7 - 1/6 / 7/4)
[610641] ['1/5', '1/6', '5/7', '7/6', '8/3'] -> (1/6 + 7/6 / 5/7) / 1/5 * 8/3
[610643] ['1/5', '1/6', '5/7', '7/6', '8/7'] -> 8/7 / (5/7 * (1/5 * 7/6 - 1/6))
[610653] ['1/5', '1/6', '5/7', '7/8', '8/5'] -> 8/5 / (1/6 / (5/7 * /8) - 1/5)
[610654] ['1/5', '1/6', '5/7', '7/8', '8/7'] -> 8/7 / (1/6 / 7/8 - 1/5 * 5/7)
[610657] ['1/5', '1/6', '5/7', '7/8', '9/4'] -> 7/8 / (1/6 / 5/7 - 1/5) - 9/4
[610658] ['1/5', '1/6', '5/7', '7/8', '9/5'] -> 9/5 / (1/6 * (5/7 - 1/5) * 7/8)
[610662] ['1/5', '1/6', '5/7', '7/9', '8/3'] -> 8/3 / (1/5 / 1/6 - 7/9 / 5/7)
[610663] ['1/5', '1/6', '5/7', '7/9', '8/5'] -> 8/5 / (1/6 * (5/7 - 1/5) * 7/9)
[610666] ['1/5', '1/6', '5/7', '7/9', '9/2'] -> (7/9 / 5/7 - 1/5) / 1/6 * 9/2
[610677] ['1/5', '1/6', '5/7', '8/3', '9/5'] -> 8/3 / (1/6 * /7) - 1/5 + 9/5
[610681] ['1/5', '1/6', '5/7', '8/5', '8/7'] -> 8/7 / (5/7 * (1/6 * 8/5 - 1/5))
[610686] ['1/5', '1/6', '5/7', '8/5', '9/7'] -> 9/7 * 8/5 / (1/6 * (5/7 - 1/5))
[610688] ['1/5', '1/6', '5/7', '8/7', '8/7'] -> 8/7 / (1/6 * 8/7 - 1/5 * 5/7)
[610692] ['1/5', '1/6', '5/7', '8/7', '9/5'] -> 8/7 / ((5/7 - 1/5) * /6) * 9/5
[610695] ['1/5', '1/6', '5/7', '8/9', '8/9'] -> 8/9 / (5/7 * (1/5 - 1/6 * 8/9))
[610705] ['1/5', '1/6', '5/7', '9/2', '9/8'] -> 9/8 * (9/2 - 1/6 / 5/7) / 1/5
[610706] ['1/5', '1/6', '5/7', '9/4', '9/4'] -> 9/4 / ((5/7 - 1/5) * /6) - 9/4
[610707] ['1/5', '1/6', '5/7', '9/4', '9/5'] -> 9/5 / ((1/6 / 5/7 - 1/5) * 9/4)
[610718] ['1/5', '1/6', '5/8', '5/8', '6/5'] -> 6/5 / (5/8 + 5/8 - 1/5 / 1/6)
[610720] ['1/5', '1/6', '5/8', '5/8', '7/2'] -> (7/2 / (1/5 * (1/6 * 5/8)) + 5/8))
[610725] ['1/5', '1/6', '5/8', '5/8', '7/8'] -> (5/8 / (5/8 * 7/8) - (1/6 / 1/5)))
[610736] ['1/5', '1/6', '5/8', '5/9', '5/9'] -> 5/9 / ((1/6 - (1/5 * 5/8)) * /9
)[610740] ['1/5', '1/6', '5/8', '5/9', '7/3'] -> 7/3 / (1/6 - 1/5 * 5/8 * 5/9)
[610742] ['1/5', '1/6', '5/8', '5/9', '7/5'] -> 7/5 / (1/5 * 5/8 / 5/9 - 1/6)
[610743] ['1/5', '1/6', '5/8', '5/9', '7/6'] -> 7/6 / (1/5 * 5/8 * (5/9 - 1/6))
[610745] ['1/5', '1/6', '5/8', '5/9', '7/9'] -> 7/9 / (1/5 * 5/8 - 1/6 * 5/9)
[610755] ['1/5', '1/6', '5/8', '6/5', '6/5'] -> 6/5 / ((1/6 - (1/5 * 5/8)) * /5
)[610757] ['1/5', '1/6', '5/8', '6/5', '7/2'] -> 7/2 / (1/6 * 5/8 * (1/5 + 6/5))
[610758] ['1/5', '1/6', '5/8', '6/5', '7/3'] -> 7/3 / (1/5 * (5/8 - 1/6 / 6/5))
[610768] ['1/5', '1/6', '5/8', '6/5', '9/2'] -> 9/2 / ((5/8 - 1/5) / 6/5 - 1/6)
[610778] ['1/5', '1/6', '5/8', '6/7', '7/6'] -> 6/7 / (1/6 - 1/5 * 5/8) * 7/6
[610781] ['1/5', '1/6', '5/8', '6/7', '8/3'] -> 8/3 / (1/6 / (5/8 * /7) - 1/5)
[610786] ['1/5', '1/6', '5/8', '6/7', '9/4'] -> 5/8 / (6/7 - 1/6 / 1/5) - 9/4
[610790] ['1/5', '1/6', '5/8', '7/2', '7/2'] -> 7/2 / ((1/6 - (1/5 * 5/8)) * /2
)[610797] ['1/5', '1/6', '5/8', '7/2', '8/3'] -> (7/2 - 1/6) / 1/5 / 5/8 - 8/3
[610802] ['1/5', '1/6', '5/8', '7/2', '9/4'] -> (1/5 * 5/8 + 7/2) / 1/6 + 9/4
[610806] ['1/5', '1/6', '5/8', '7/3', '7/3'] -> 7/3 / ((1/6 - 1/5 * 5/8) * 7/3)
[610808] ['1/5', '1/6', '5/8', '7/3', '7/5'] -> 1/5 + 7/3 / (1/6 * /8) + 7/5
[610818] ['1/5', '1/6', '5/8', '7/3', '9/5'] -> 7/3 / (1/6 * /8) - 1/5 + 9/5
[610819] ['1/5', '1/6', '5/8', '7/3', '9/7'] -> 9/7 / (1/5 * 5/8 - 1/6 / 7/3)
[610821] ['1/5', '1/6', '5/8', '7/4', '7/4'] -> 7/4 / ((1/6 - (1/5 * 5/8)) * /4
)[610822] ['1/5', '1/6', '5/8', '7/4', '7/5'] -> 7/5 / (1/5 * (7/4 - 5/8) - 1/6)
[610827] ['1/5', '1/6', '5/8', '7/4', '8/5'] -> 8/5 / (1/5 * (5/8 - 1/6 * 7/4))
[610828] ['1/5', '1/6', '5/8', '7/4', '8/7'] -> 8/7 / (1/5 - 1/6 / (5/8 * /4)
)[610831] ['1/5', '1/6', '5/8', '7/4', '9/4'] -> 7/4 / (1/6 / 5/8 - 1/5) - 9/4
[610832] ['1/5', '1/6', '5/8', '7/4', '9/5'] -> 9/5 / (1/5 / 1/6 + 5/8 - 7/4)
[610837] ['1/5', '1/6', '5/8', '7/5', '7/8'] -> 7/5 / (((1/6 / 5/8) - 1/5) * /8
)[610840] ['1/5', '1/6', '5/8', '7/5', '8/5'] -> 8/5 / (7/5 - 1/6 / (1/5 * /8)
)[610841] ['1/5', '1/6', '5/8', '7/5', '8/7'] -> 7/5 / (1/6 / 5/8 - 1/5) * 8/7
[610848] ['1/5', '1/6', '5/8', '7/6', '7/6'] -> 7/6 / ((1/6 - (1/5 * 5/8)) * /6
)[610851] ['1/5', '1/6', '5/8', '7/6', '8/3'] -> 8/3 / (1/6 * 7/6 / 5/8 - 1/5)
[610856] ['1/5', '1/6', '5/8', '7/6', '9/4'] -> (1/6 + 7/6) / 1/5 / 5/8 * 9/4
[610857] ['1/5', '1/6', '5/8', '7/6', '9/5'] -> 9/5 / (1/5 * (7/6 - 1/6 - 5/8))
[610863] ['1/5', '1/6', '5/8', '7/8', '8/5'] -> 5/8 / (7/8 - 1/6 / 1/5) * 8/5
[610864] ['1/5', '1/6', '5/8', '7/8', '8/7'] -> 7/8 / (1/6 - 1/5 * 5/8) * 8/7
[610871] ['1/5', '1/6', '5/8', '7/9', '7/9'] -> 7/9 / ((1/6 - 1/5 * 5/8) * 7/9)
[610872] ['1/5', '1/6', '5/8', '7/9', '8/3'] -> 8/3 / (1/6 / 5/8 - 1/5 * 7/9)
[610879] ['1/5', '1/6', '5/8', '7/9', '9/7'] -> 9/7 * 7/9 / (1/6 - 1/5 * 5/8)
[610881] ['1/5', '1/6', '5/8', '8/3', '8/3'] -> 8/3 / ((1/6 - 1/5 * 5/8) * 8/3)
