[272074] ['1/3', '1/7', '1/8', '5/2', '7/5'] -> ((7/5 * 1/7) / ((1/3 / 5/2) - 1/8))
[344718] ['1/3', '3/2', '5/2', '5/6', '9/5'] -> ((5/2 * ((3/2 / 1/3) + 5/6)) * 9/5)
[344720] ['1/3', '3/2', '5/2', '5/6', '9/8'] -> (((5/2 / 1/3) / 5/6) / (3/2 - 9/8))
[344722] ['1/3', '3/2', '5/2', '5/7', '5/8'] -> (((3/2 + (5/2 / 5/7)) / 1/3) / 5/8)
[344733] ['1/3', '3/2', '5/2', '5/7', '8/3'] -> ((((5/2 / 1/3) / 5/7) - 3/2) * 8/3)
[344737] ['1/3', '3/2', '5/2', '5/7', '9/2'] -> (((1/3 + 3/2) + (5/2 / 5/7)) * 9/2)
[344743] ['1/3', '3/2', '5/2', '5/8', '5/9'] -> ((1/3 / (5/8 - (3/2 / 5/2))) / 5/9)
[344744] ['1/3', '3/2', '5/2', '5/8', '6/5'] -> ((5/2 / (5/8 - (1/3 * 3/2))) * 6/5)
[344748] ['1/3', '3/2', '5/2', '5/8', '7/4'] -> (((3/2 + 5/2) / (5/8 - 1/3)) * 7/4)
[344750] ['1/3', '3/2', '5/2', '5/8', '7/6'] -> ((1/3 + 7/6) / ((5/2 * 5/8) - 3/2))
[344754] ['1/3', '3/2', '5/2', '5/8', '8/5'] -> (8/5 / ((3/2 / 5/2) - (1/3 / 5/8)))
[344757] ['1/3', '3/2', '5/2', '5/8', '9/2'] -> ((1/3 / ((5/2 * 5/8) - 3/2)) * 9/2)
[344759] ['1/3', '3/2', '5/2', '5/8', '9/5'] -> ((1/3 / (5/8 - (3/2 / 5/2))) * 9/5)
[344766] ['1/3', '3/2', '5/2', '5/9', '7/3'] -> ((1/3 + 7/3) / (3/2 - (5/2 * 5/9)))
[344775] ['1/3', '3/2', '5/2', '5/9', '8/9'] -> ((8/9 / 1/3) / (3/2 - (5/2 * 5/9)))
[344777] ['1/3', '3/2', '5/2', '5/9', '9/4'] -> ((3/2 + ((5/2 + 5/9) / 1/3)) * 9/4)
[344781] ['1/3', '3/2', '5/2', '6/5', '6/5'] -> (6/5 / (((1/3 * 3/2) * 5/2) - 6/5))
[344791] ['1/3', '3/2', '5/2', '6/5', '8/5'] -> ((8/5 / 1/3) / ((3/2 + 6/5) - 5/2))
[344799] ['1/3', '3/2', '5/2', '6/7', '6/7'] -> (6/7 / (3/2 * (6/7 - (1/3 * 5/2))))
[344800] ['1/3', '3/2', '5/2', '6/7', '7/2'] -> ((((5/2 / 1/3) + 6/7) - 3/2) * 7/2)
[344801] ['1/3', '3/2', '5/2', '6/7', '7/3'] -> ((((3/2 + 5/2) * 6/7) / 1/3) * 7/3)
[344805] ['1/3', '3/2', '5/2', '6/7', '7/8'] -> ((3/2 / ((6/7 / 1/3) - 5/2)) / 7/8)
[344816] ['1/3', '3/2', '5/2', '7/2', '7/2'] -> (((1/3 * 3/2) + 7/2) * (5/2 + 7/2))
[344817] ['1/3', '3/2', '5/2', '7/2', '7/3'] -> ((3/2 * (5/2 + 7/2)) * (1/3 + 7/3))
[344818] ['1/3', '3/2', '5/2', '7/2', '7/4'] -> ((((3/2 + 5/2) * 7/2) / 1/3) / 7/4)
[344821] ['1/3', '3/2', '5/2', '7/2', '7/8'] -> ((((5/2 / 1/3) - 3/2) * 7/2) / 7/8)
[344824] ['1/3', '3/2', '5/2', '7/2', '8/5'] -> (((5/2 * (7/2 - 3/2)) / 1/3) * 8/5)
[344826] ['1/3', '3/2', '5/2', '7/2', '8/9'] -> (((3/2 * (5/2 + 7/2)) / 1/3) * 8/9)
[344829] ['1/3', '3/2', '5/2', '7/2', '9/5'] -> ((5/2 * ((1/3 + 3/2) + 7/2)) * 9/5)
[344831] ['1/3', '3/2', '5/2', '7/2', '9/8'] -> (((3/2 * (5/2 + 7/2)) / 1/3) / 9/8)
[344832] ['1/3', '3/2', '5/2', '7/3', '7/3'] -> ((1/3 + 7/3) * (3/2 / (5/2 - 7/3)))
[344835] ['1/3', '3/2', '5/2', '7/3', '7/6'] -> ((((3/2 + 5/2) * 7/3) / 1/3) / 7/6)
[344836] ['1/3', '3/2', '5/2', '7/3', '7/8'] -> (((3/2 + (5/2 / 1/3)) * 7/3) / 7/8)
[344840] ['1/3', '3/2', '5/2', '7/3', '8/7'] -> (((3/2 + (5/2 / 1/3)) * 7/3) * 8/7)
[344841] ['1/3', '3/2', '5/2', '7/3', '8/9'] -> (((3/2 / (5/2 - 7/3)) / 1/3) * 8/9)
[344846] ['1/3', '3/2', '5/2', '7/3', '9/8'] -> (((3/2 / (5/2 - 7/3)) / 1/3) / 9/8)
[344850] ['1/3', '3/2', '5/2', '7/4', '7/8'] -> ((((3/2 + 5/2) * 7/4) / 1/3) / 7/8)
[344854] ['1/3', '3/2', '5/2', '7/4', '8/7'] -> ((((3/2 + 5/2) * 7/4) / 1/3) * 8/7)
[344865] ['1/3', '3/2', '5/2', '7/5', '8/3'] -> ((((5/2 * 7/5) / 1/3) - 3/2) * 8/3)
[344869] ['1/3', '3/2', '5/2', '7/5', '9/2'] -> (((1/3 + 3/2) + (5/2 * 7/5)) * 9/2)
[344870] ['1/3', '3/2', '5/2', '7/5', '9/4'] -> ((((3/2 + 7/5) * 5/2) / 1/3) + 9/4)
[344877] ['1/3', '3/2', '5/2', '7/6', '8/3'] -> ((3/2 * (5/2 + (7/6 / 1/3))) * 8/3)
[344888] ['1/3', '3/2', '5/2', '7/8', '8/3'] -> (8/3 / ((3/2 / (5/2 + 7/8)) - 1/3))
[344892] ['1/3', '3/2', '5/2', '7/8', '9/2'] -> (9/2 / (3/2 * ((7/8 / 1/3) - 5/2)))
[344901] ['1/3', '3/2', '5/2', '7/9', '8/9'] -> ((3/2 / ((1/3 * 5/2) - 7/9)) * 8/9)
[344902] ['1/3', '3/2', '5/2', '7/9', '9/2'] -> ((((5/2 + 7/9) - 3/2) / 1/3) * 9/2)
[344906] ['1/3', '3/2', '5/2', '7/9', '9/8'] -> ((3/2 / ((1/3 * 5/2) - 7/9)) / 9/8)
[344908] ['1/3', '3/2', '5/2', '8/3', '8/5'] -> ((5/2 + ((3/2 + 8/3) / 1/3)) * 8/5)
[344910] ['1/3', '3/2', '5/2', '8/3', '8/9'] -> (((3/2 / (8/3 - 5/2)) / 1/3) * 8/9)
[344913] ['1/3', '3/2', '5/2', '8/3', '9/5'] -> ((((5/2 * 8/3) / 1/3) / 3/2) * 9/5)
[344914] ['1/3', '3/2', '5/2', '8/3', '9/7'] -> ((((3/2 / 1/3) + 5/2) * 8/3) * 9/7)
[344915] ['1/3', '3/2', '5/2', '8/3', '9/8'] -> (((3/2 / (8/3 - 5/2)) / 1/3) / 9/8)
[344919] ['1/3', '3/2', '5/2', '8/5', '9/2'] -> ((1/3 / ((5/2 / 8/5) - 3/2)) * 9/2)
[344932] ['1/3', '3/2', '5/2', '8/9', '9/2'] -> ((((5/2 / 1/3) - 3/2) * 8/9) * 9/2)
[344933] ['1/3', '3/2', '5/2', '8/9', '9/4'] -> ((((3/2 + 5/2) * 8/9) / 1/3) * 9/4)
[344936] ['1/3', '3/2', '5/2', '8/9', '9/8'] -> ((3/2 / (8/9 - (1/3 * 5/2))) / 9/8)
[344941] ['1/3', '3/2', '5/2', '9/2', '9/8'] -> ((((5/2 / 1/3) - 3/2) * 9/2) / 9/8)
[344945] ['1/3', '3/2', '5/2', '9/4', '9/8'] -> ((((3/2 + 5/2) * 9/4) / 1/3) / 9/8)
[344956] ['1/3', '3/2', '5/3', '5/3', '5/8'] -> (((3/2 * (5/3 + 5/3)) / 1/3) / 5/8)
[344961] ['1/3', '3/2', '5/3', '5/3', '7/3'] -> ((5/3 + 7/3) / ((1/3 + 3/2) - 5/3))
[344966] ['1/3', '3/2', '5/3', '5/3', '7/9'] -> ((5/3 + (7/9 / 1/3)) / (5/3 - 3/2))
[344968] ['1/3', '3/2', '5/3', '5/3', '8/5'] -> (((3/2 * (5/3 + 5/3)) / 1/3) * 8/5)
[344975] ['1/3', '3/2', '5/3', '5/3', '9/8'] -> ((5/3 / 5/3) / ((3/2 - 1/3) - 9/8))
[345005] ['1/3', '3/2', '5/3', '5/6', '7/2'] -> (((3/2 + (7/2 / 1/3)) * 5/3) / 5/6)
[345006] ['1/3', '3/2', '5/3', '5/6', '7/3'] -> ((1/3 + 7/3) / (3/2 - (5/3 * 5/6)))
[345008] ['1/3', '3/2', '5/3', '5/6', '7/5'] -> (((1/3 + 5/3) / 5/6) / (3/2 - 7/5))
[345015] ['1/3', '3/2', '5/3', '5/6', '8/9'] -> ((8/9 / 1/3) / (3/2 - (5/3 * 5/6)))
[345025] ['1/3', '3/2', '5/3', '5/7', '6/7'] -> (6/7 / ((3/2 / (1/3 + 5/3)) - 5/7))
[345035] ['1/3', '3/2', '5/3', '5/7', '8/7'] -> (8/7 / (1/3 - ((5/7 / 3/2) / 5/3)))
[345043] ['1/3', '3/2', '5/3', '5/8', '5/9'] -> ((5/3 / (5/8 - (1/3 * 3/2))) / 5/9)
[345044] ['1/3', '3/2', '5/3', '5/8', '6/5'] -> ((5/3 / ((5/8 / 3/2) - 1/3)) * 6/5)
[345047] ['1/3', '3/2', '5/3', '5/8', '7/3'] -> (7/3 / ((5/3 * (1/3 + 5/8)) - 3/2))
[345049] ['1/3', '3/2', '5/3', '5/8', '7/5'] -> (7/5 / ((1/3 + 5/8) - (3/2 / 5/3)))
[345057] ['1/3', '3/2', '5/3', '5/8', '9/2'] -> ((((5/3 / 1/3) / 3/2) / 5/8) * 9/2)
[345069] ['1/3', '3/2', '5/3', '5/9', '7/6'] -> (((5/3 / 1/3) / 5/9) * (3/2 + 7/6))
[345076] ['1/3', '3/2', '5/3', '5/9', '9/2'] -> (((1/3 + 5/9) / (5/3 - 3/2)) * 9/2)
[345084] ['1/3', '3/2', '5/3', '6/5', '7/3'] -> ((1/3 + 7/3) / (3/2 - (5/3 / 6/5)))
[345091] ['1/3', '3/2', '5/3', '6/5', '8/5'] -> ((8/5 / 1/3) / ((5/3 - 3/2) * 6/5))
[345093] ['1/3', '3/2', '5/3', '6/5', '8/9'] -> ((8/9 / 1/3) / (3/2 - (5/3 / 6/5)))
[345107] ['1/3', '3/2', '5/3', '6/7', '8/3'] -> (8/3 / (((5/3 / 6/7) - 1/3) - 3/2))
[345121] ['1/3', '3/2', '5/3', '7/2', '7/8'] -> ((7/2 / ((1/3 + 3/2) - 5/3)) / 7/8)
[345124] ['1/3', '3/2', '5/3', '7/2', '8/5'] -> ((5/3 * ((7/2 / 1/3) - 3/2)) * 8/5)
[345125] ['1/3', '3/2', '5/3', '7/2', '8/7'] -> ((7/2 / ((1/3 + 3/2) - 5/3)) * 8/7)
[345132] ['1/3', '3/2', '5/3', '7/3', '7/3'] -> ((1/3 + 7/3) / (5/3 - (7/3 / 3/2)))
[345133] ['1/3', '3/2', '5/3', '7/3', '7/4'] -> (((7/3 / (5/3 - 3/2)) / 1/3) / 7/4)
[345141] ['1/3', '3/2', '5/3', '7/3', '8/9'] -> ((8/9 / 1/3) / (5/3 - (7/3 / 3/2)))
[345157] ['1/3', '3/2', '5/3', '7/4', '9/4'] -> (((3/2 / (7/4 - 5/3)) / 1/3) / 9/4)
[345175] ['1/3', '3/2', '5/3', '7/6', '7/8'] -> (((7/6 / (5/3 - 3/2)) / 1/3) / 7/8)
[345182] ['1/3', '3/2', '5/3', '7/6', '9/4'] -> ((((3/2 + 5/3) / 1/3) + 7/6) * 9/4)
[345183] ['1/3', '3/2', '5/3', '7/6', '9/5'] -> ((((3/2 + 7/6) * 5/3) / 1/3) * 9/5)
[345201] ['1/3', '3/2', '5/3', '7/9', '8/9'] -> (8/9 / ((1/3 * 5/3) - (7/9 / 3/2)))
[345208] ['1/3', '3/2', '5/3', '8/3', '8/5'] -> (8/5 / ((5/3 / (3/2 + 8/3)) - 1/3))
[345210] ['1/3', '3/2', '5/3', '8/3', '8/9'] -> ((8/9 / 1/3) / ((8/3 / 3/2) - 5/3))
[345219] ['1/3', '3/2', '5/3', '8/5', '9/2'] -> ((((5/3 * 8/5) / 1/3) / 3/2) * 9/2)
[345232] ['1/3', '3/2', '5/3', '8/9', '9/2'] -> ((8/9 / ((1/3 + 3/2) - 5/3)) * 9/2)
[345246] ['1/3', '3/2', '5/3', '9/5', '9/5'] -> (((1/3 + 9/5) * 3/2) / (9/5 - 5/3))
[345262] ['1/3', '3/2', '5/4', '5/4', '7/5'] -> (((3/2 / 1/3) / 5/4) / (7/5 - 5/4))
[345263] ['1/3', '3/2', '5/4', '5/4', '7/6'] -> ((1/3 + 7/6) / ((5/4 * 5/4) - 3/2))
[345266] ['1/3', '3/2', '5/4', '5/4', '8/3'] -> ((3/2 + ((5/4 + 5/4) / 1/3)) * 8/3)
[345271] ['1/3', '3/2', '5/4', '5/4', '9/4'] -> (((5/4 / 1/3) + 9/4) / (3/2 - 5/4))
[345274] ['1/3', '3/2', '5/4', '5/4', '9/8'] -> ((5/4 / 5/4) / ((3/2 - 1/3) - 9/8))
[345280] ['1/3', '3/2', '5/4', '5/6', '6/7'] -> (6/7 / ((3/2 / (1/3 + 5/6)) - 5/4))
[345311] ['1/3', '3/2', '5/4', '5/7', '8/7'] -> (8/7 / (((5/7 / 3/2) / 5/4) - 1/3))
[345318] ['1/3', '3/2', '5/4', '5/8', '5/8'] -> ((5/4 / ((5/8 / 3/2) - 1/3)) / 5/8)
[345351] ['1/3', '3/2', '5/4', '5/9', '8/9'] -> (8/9 / (1/3 - ((5/9 / 3/2) / 5/4)))
[345353] ['1/3', '3/2', '5/4', '5/9', '9/4'] -> (9/4 / (3/2 - (5/4 / (1/3 + 5/9))))
[345357] ['1/3', '3/2', '5/4', '6/5', '6/5'] -> (6/5 / ((3/2 * (6/5 - 1/3)) - 5/4))
[345366] ['1/3', '3/2', '5/4', '6/5', '8/3'] -> (((3/2 + (5/4 * 6/5)) / 1/3) * 8/3)
[345375] ['1/3', '3/2', '5/4', '6/7', '6/7'] -> (6/7 / ((1/3 * 6/7) - (3/2 - 5/4)))
[345399] ['1/3', '3/2', '5/4', '7/2', '8/3'] -> (((5/4 / 1/3) + (3/2 * 7/2)) * 8/3)
[345400] ['1/3', '3/2', '5/4', '7/2', '8/5'] -> ((5/4 * (3/2 + (7/2 / 1/3))) * 8/5)
[345414] ['1/3', '3/2', '5/4', '7/3', '8/3'] -> (((7/3 / (3/2 - 5/4)) - 1/3) * 8/3)
[345419] ['1/3', '3/2', '5/4', '7/3', '9/4'] -> (((1/3 + 7/3) / (3/2 - 5/4)) * 9/4)
[345437] ['1/3', '3/2', '5/4', '7/5', '7/5'] -> (7/5 / (((3/2 - 1/3) * 5/4) - 7/5))
[345447] ['1/3', '3/2', '5/4', '7/5', '9/5'] -> (9/5 / ((1/3 * 3/2) * (7/5 - 5/4)))
[345458] ['1/3', '3/2', '5/4', '7/6', '9/4'] -> (((3/2 / (5/4 - 7/6)) / 1/3) / 9/4)
[345484] ['1/3', '3/2', '5/4', '8/3', '8/5'] -> ((((3/2 * 5/4) * 8/3) / 1/3) * 8/5)
[345488] ['1/3', '3/2', '5/4', '8/3', '9/4'] -> (9/4 / (3/2 - ((5/4 / 1/3) / 8/3)))
[345495] ['1/3', '3/2', '5/4', '8/5', '9/2'] -> (9/2 / (((5/4 / 3/2) / 8/5) - 1/3))
[345502] ['1/3', '3/2', '5/4', '8/7', '9/2'] -> ((1/3 / ((3/2 / 8/7) - 5/4)) * 9/2)
[345505] ['1/3', '3/2', '5/4', '8/7', '9/7'] -> (9/7 / ((1/3 * 3/2) * (5/4 - 8/7)))
[345517] ['1/3', '3/2', '5/4', '9/2', '9/8'] -> ((3/2 / (1/3 - (5/4 / 9/2))) / 9/8)
[345530] ['1/3', '3/2', '5/6', '5/6', '5/8'] -> ((5/6 / 1/3) / ((3/2 * 5/8) - 5/6))
[345540] ['1/3', '3/2', '5/6', '5/6', '7/9'] -> (((1/3 * 3/2) + 5/6) / (5/6 - 7/9))
[345542] ['1/3', '3/2', '5/6', '5/6', '8/5'] -> ((5/6 / 1/3) / ((3/2 / 8/5) - 5/6))
[345544] ['1/3', '3/2', '5/6', '5/6', '8/9'] -> (((1/3 * 3/2) + 5/6) / (8/9 - 5/6))
[345554] ['1/3', '3/2', '5/6', '5/7', '6/7'] -> (6/7 / ((3/2 * (5/6 - 1/3)) - 5/7))
[345562] ['1/3', '3/2', '5/6', '5/7', '8/3'] -> (8/3 / (1/3 * (3/2 - (5/6 / 5/7))))
[345572] ['1/3', '3/2', '5/6', '5/8', '5/9'] -> ((5/9 / 1/3) / (5/8 - (5/6 / 3/2)))
[345586] ['1/3', '3/2', '5/6', '5/8', '9/2'] -> (9/2 / (3/2 * ((1/3 + 5/8) - 5/6)))
[345588] ['1/3', '3/2', '5/6', '5/8', '9/5'] -> (9/5 / ((5/8 / 1/3) - (3/2 / 5/6)))
[345595] ['1/3', '3/2', '5/6', '5/9', '7/3'] -> ((1/3 + 7/3) / ((3/2 - 5/6) - 5/9))
[345609] ['1/3', '3/2', '5/6', '5/9', '9/8'] -> ((3/2 / ((1/3 + 5/9) - 5/6)) / 9/8)
[345610] ['1/3', '3/2', '5/6', '6/5', '6/5'] -> ((6/5 / 3/2) / ((6/5 - 1/3) - 5/6))
[345619] ['1/3', '3/2', '5/6', '6/5', '8/3'] -> ((((3/2 / 5/6) + 6/5) / 1/3) * 8/3)
[345634] ['1/3', '3/2', '5/6', '6/7', '7/8'] -> (((1/3 * 3/2) / (6/7 - 5/6)) / 7/8)
[345651] ['1/3', '3/2', '5/6', '7/2', '7/9'] -> ((((3/2 / 1/3) + 5/6) * 7/2) / 7/9)
[345652] ['1/3', '3/2', '5/6', '7/2', '8/3'] -> ((3/2 * ((5/6 / 1/3) + 7/2)) * 8/3)
[345659] ['1/3', '3/2', '5/6', '7/2', '9/7'] -> ((((3/2 / 1/3) + 5/6) * 7/2) * 9/7)
[345670] ['1/3', '3/2', '5/6', '7/3', '8/9'] -> ((3/2 * 8/9) / (5/6 - (1/3 * 7/3)))
[345672] ['1/3', '3/2', '5/6', '7/3', '9/4'] -> ((((3/2 + 7/3) / 1/3) - 5/6) * 9/4)
[345675] ['1/3', '3/2', '5/6', '7/3', '9/8'] -> ((3/2 / (5/6 - (1/3 * 7/3))) / 9/8)
[345683] ['1/3', '3/2', '5/6', '7/4', '8/7'] -> (8/7 / (((3/2 - 5/6) / 7/4) - 1/3))
[345694] ['1/3', '3/2', '5/6', '7/5', '8/3'] -> (8/3 / (1/3 * (3/2 - (5/6 * 7/5))))
[345703] ['1/3', '3/2', '5/6', '7/6', '7/6'] -> (((3/2 + 7/6) / 1/3) / (7/6 - 5/6))
[345730] ['1/3', '3/2', '5/6', '7/9', '8/9'] -> ((8/9 / 1/3) / ((5/6 + 7/9) - 3/2))
[345739] ['1/3', '3/2', '5/6', '8/3', '8/9'] -> ((3/2 / ((1/3 * 8/3) - 5/6)) * 8/9)
[345741] ['1/3', '3/2', '5/6', '8/3', '9/4'] -> (((3/2 + (5/6 / 1/3)) * 8/3) * 9/4)
[345742] ['1/3', '3/2', '5/6', '8/3', '9/5'] -> ((5/6 + ((3/2 + 8/3) / 1/3)) * 9/5)
[345743] ['1/3', '3/2', '5/6', '8/3', '9/7'] -> ((((3/2 + 5/6) * 8/3) / 1/3) * 9/7)
[345744] ['1/3', '3/2', '5/6', '8/3', '9/8'] -> ((3/2 / ((1/3 * 8/3) - 5/6)) / 9/8)
[345753] ['1/3', '3/2', '5/6', '8/7', '8/7'] -> (8/7 / ((1/3 * (3/2 + 8/7)) - 5/6))
[345755] ['1/3', '3/2', '5/6', '8/7', '9/2'] -> (9/2 / (((3/2 - 1/3) / 8/7) - 5/6))
[345760] ['1/3', '3/2', '5/6', '8/9', '8/9'] -> (8/9 / (5/6 - (1/3 * (3/2 + 8/9))))
[345767] ['1/3', '3/2', '5/6', '9/2', '9/4'] -> ((((5/6 + 9/2) / 1/3) / 3/2) * 9/4)
[345801] ['1/3', '3/2', '5/7', '5/7', '9/8'] -> ((5/7 / 5/7) / ((3/2 - 1/3) - 9/8))
[345804] ['1/3', '3/2', '5/7', '5/8', '6/5'] -> (6/5 / ((1/3 / 5/7) - (5/8 / 3/2)))
[345819] ['1/3', '3/2', '5/7', '5/8', '9/5'] -> (9/5 / (((1/3 * 3/2) / 5/7) - 5/8))
[345871] ['1/3', '3/2', '5/7', '6/7', '9/2'] -> (((3/2 / 1/3) + (5/7 / 6/7)) * 9/2)
[345876] ['1/3', '3/2', '5/7', '7/2', '7/2'] -> ((((7/2 - 5/7) / 1/3) - 3/2) * 7/2)
[345878] ['1/3', '3/2', '5/7', '7/2', '7/4'] -> ((((3/2 * 5/7) + 7/2) / 1/3) * 7/4)
[345879] ['1/3', '3/2', '5/7', '7/2', '7/5'] -> ((((3/2 + 5/7) + 7/2) / 1/3) * 7/5)
[345881] ['1/3', '3/2', '5/7', '7/2', '7/8'] -> ((((3/2 + 7/2) / 1/3) / 5/7) / 7/8)
[345883] ['1/3', '3/2', '5/7', '7/2', '8/3'] -> ((3/2 + ((5/7 * 7/2) / 1/3)) * 8/3)
[345893] ['1/3', '3/2', '5/7', '7/3', '7/4'] -> (((3/2 * (5/7 + 7/3)) / 1/3) * 7/4)
[345941] ['1/3', '3/2', '5/7', '7/6', '9/2'] -> (((3/2 / 1/3) + (5/7 * 7/6)) * 9/2)
[345948] ['1/3', '3/2', '5/7', '7/8', '8/3'] -> (((3/2 / (7/8 - 5/7)) - 1/3) * 8/3)
[345958] ['1/3', '3/2', '5/7', '7/9', '8/3'] -> (8/3 / (((5/7 / 3/2) - 1/3) * 7/9))
[345961] ['1/3', '3/2', '5/7', '7/9', '8/9'] -> (8/9 / (((5/7 * 7/9) / 3/2) - 1/3))
[345974] ['1/3', '3/2', '5/7', '8/3', '9/7'] -> ((9/7 * 8/3) / ((5/7 / 3/2) - 1/3))
[345982] ['1/3', '3/2', '5/7', '8/5', '9/7'] -> (9/7 / ((1/3 * 3/2) - (5/7 / 8/5)))
[345986] ['1/3', '3/2', '5/7', '8/7', '9/2'] -> ((8/7 / (5/7 - (1/3 * 3/2))) * 9/2)
[346004] ['1/3', '3/2', '5/7', '9/4', '9/7'] -> (9/7 / (3/2 * ((1/3 * 9/4) - 5/7)))
[346018] ['1/3', '3/2', '5/8', '5/8', '7/4'] -> (7/4 / (1/3 - ((5/8 * 5/8) / 3/2)))
[346031] ['1/3', '3/2', '5/8', '5/8', '9/8'] -> ((5/8 / 5/8) / ((3/2 - 1/3) - 9/8))
[346039] ['1/3', '3/2', '5/8', '5/9', '7/6'] -> (7/6 / (((3/2 * 5/8) - 1/3) - 5/9))
[346041] ['1/3', '3/2', '5/8', '5/9', '7/9'] -> (7/9 / (5/8 - ((1/3 + 5/9) / 3/2)))
[346056] ['1/3', '3/2', '5/8', '6/5', '7/5'] -> (7/5 / (1/3 * ((6/5 / 3/2) - 5/8)))
[346069] ['1/3', '3/2', '5/8', '6/7', '6/7'] -> (6/7 / ((5/8 * 6/7) - (1/3 * 3/2)))
[346070] ['1/3', '3/2', '5/8', '6/7', '7/2'] -> ((7/2 * 6/7) / (5/8 - (1/3 * 3/2)))
[346071] ['1/3', '3/2', '5/8', '6/7', '7/3'] -> ((6/7 / ((5/8 / 3/2) - 1/3)) * 7/3)
[346084] ['1/3', '3/2', '5/8', '6/7', '9/7'] -> ((9/7 * 1/3) / ((3/2 - 5/8) - 6/7))
[346088] ['1/3', '3/2', '5/8', '7/2', '7/4'] -> ((7/2 / ((5/8 / 3/2) - 1/3)) / 7/4)
[346089] ['1/3', '3/2', '5/8', '7/2', '7/5'] -> ((7/5 * (3/2 + 7/2)) / (5/8 - 1/3))
[346090] ['1/3', '3/2', '5/8', '7/2', '7/6'] -> ((7/2 / (5/8 - (1/3 * 3/2))) / 7/6)
[346102] ['1/3', '3/2', '5/8', '7/3', '7/3'] -> (7/3 / ((3/2 - (1/3 * 7/3)) - 5/8))
[346105] ['1/3', '3/2', '5/8', '7/3', '7/6'] -> ((7/3 / ((5/8 / 3/2) - 1/3)) / 7/6)
[346120] ['1/3', '3/2', '5/8', '7/4', '7/8'] -> ((7/4 / ((5/8 / 3/2) - 1/3)) / 7/8)
[346122] ['1/3', '3/2', '5/8', '7/4', '8/3'] -> (((3/2 * 7/4) / (5/8 - 1/3)) * 8/3)
[346123] ['1/3', '3/2', '5/8', '7/4', '8/5'] -> (8/5 / (((7/4 - 3/2) / 5/8) - 1/3))
[346124] ['1/3', '3/2', '5/8', '7/4', '8/7'] -> ((7/4 / ((5/8 / 3/2) - 1/3)) * 8/7)
[346126] ['1/3', '3/2', '5/8', '7/4', '9/2'] -> (9/2 / (3/2 * ((5/8 / 1/3) - 7/4)))
[346139] ['1/3', '3/2', '5/8', '7/5', '9/2'] -> (((1/3 / (3/2 - 7/5)) / 5/8) * 9/2)
[346141] ['1/3', '3/2', '5/8', '7/5', '9/5'] -> (9/5 / (((1/3 * 3/2) * 7/5) - 5/8))
[346142] ['1/3', '3/2', '5/8', '7/5', '9/7'] -> (9/7 / ((1/3 * 3/2) - (5/8 / 7/5)))
[346151] ['1/3', '3/2', '5/8', '7/6', '9/2'] -> ((((3/2 / 1/3) - 7/6) / 5/8) * 9/2)
[346158] ['1/3', '3/2', '5/8', '7/8', '8/3'] -> ((((3/2 + 5/8) + 7/8) / 1/3) * 8/3)
[346164] ['1/3', '3/2', '5/8', '7/8', '9/5'] -> (9/5 / (7/8 - ((1/3 * 3/2) / 5/8)))
[346165] ['1/3', '3/2', '5/8', '7/8', '9/7'] -> (9/7 / (5/8 - ((1/3 * 3/2) / 7/8)))
[346166] ['1/3', '3/2', '5/8', '7/8', '9/8'] -> (9/8 / ((5/8 * 7/8) - (1/3 * 3/2)))
[346167] ['1/3', '3/2', '5/8', '7/9', '7/9'] -> (7/9 / (1/3 * ((3/2 - 5/8) - 7/9)))
[346169] ['1/3', '3/2', '5/8', '7/9', '8/5'] -> (8/5 / ((3/2 / 5/8) - (7/9 / 1/3)))
[346175] ['1/3', '3/2', '5/8', '7/9', '9/7'] -> (9/7 / ((3/2 / 7/9) - (5/8 / 1/3)))
[346177] ['1/3', '3/2', '5/8', '8/3', '8/3'] -> (((3/2 + (5/8 / 1/3)) * 8/3) * 8/3)
[346178] ['1/3', '3/2', '5/8', '8/3', '8/5'] -> (8/5 / ((1/3 + (3/2 / 5/8)) - 8/3))
[346185] ['1/3', '3/2', '5/8', '8/3', '9/8'] -> ((9/8 * 8/3) / (5/8 - (1/3 * 3/2)))
[346189] ['1/3', '3/2', '5/8', '8/5', '9/2'] -> (((1/3 / (8/5 - 3/2)) / 5/8) * 9/2)
[346196] ['1/3', '3/2', '5/8', '8/7', '9/2'] -> (9/2 / (5/8 - ((1/3 * 3/2) / 8/7)))
[346197] ['1/3', '3/2', '5/8', '8/7', '9/4'] -> ((5/8 / ((3/2 - 1/3) - 8/7)) - 9/4)
[346200] ['1/3', '3/2', '5/8', '8/7', '9/8'] -> (9/8 / ((5/8 / 8/7) - (1/3 * 3/2)))
[346201] ['1/3', '3/2', '5/8', '8/9', '8/9'] -> (8/9 / (((5/8 * 8/9) / 3/2) - 1/3))
[346202] ['1/3', '3/2', '5/8', '8/9', '9/2'] -> (9/2 / ((5/8 / 1/3) - (3/2 / 8/9)))
[346203] ['1/3', '3/2', '5/8', '8/9', '9/4'] -> ((8/9 / ((5/8 / 3/2) - 1/3)) * 9/4)
[346208] ['1/3', '3/2', '5/8', '9/2', '9/4'] -> ((9/2 / ((5/8 / 3/2) - 1/3)) / 9/4)
[346219] ['1/3', '3/2', '5/8', '9/7', '9/7'] -> (9/7 / ((3/2 * 9/7) - (5/8 / 1/3)))
