[672783] ['1/5', '2/7', '5/8', '7/5', '9/8'] -> 5/8 + 7/5 / 1/5 / 2/7 - 9/8
[727361] ['1/5', '4/9', '7/9', '9/5', '9/5'] -> (4/9 + (7/9 + 9/5) / 1/5) * 9/5
[727363] ['1/5', '4/9', '7/9', '9/5', '9/8'] -> 9/5 / (7/9 - 4/9) / 1/5 / 9/8
[727367] ['1/5', '4/9', '8/3', '8/3', '8/3'] -> 8/3 / (8/3 / 8/3 - 4/9) / 1/5
[727368] ['1/5', '4/9', '8/3', '8/3', '8/5'] -> 8/3 * 8/3 / 4/9 + 8/5 / 1/5
[727373] ['1/5', '4/9', '8/3', '8/3', '9/5'] -> (8/3 + 8/3) / 4/9 * (1/5 + 9/5)
[727376] ['1/5', '4/9', '8/3', '8/5', '8/5'] -> 8/5 / (4/9 * 8/5 / 8/3 - 1/5)
[727378] ['1/5', '4/9', '8/3', '8/5', '8/9'] -> (4/9 + 8/3) * 8/5 / 1/5 - 8/9
[727387] ['1/5', '4/9', '8/3', '8/7', '9/4'] -> 8/3 / 1/5 / 4/9 / 8/7 - 9/4
[727393] ['1/5', '4/9', '8/3', '8/9', '9/4'] -> 8/3 * (8/9 / 1/5 - 4/9) * 9/4
[727394] ['1/5', '4/9', '8/3', '8/9', '9/5'] -> 9/5 / (1/5 - 4/9 / (8/3 + 8/9))
[727397] ['1/5', '4/9', '8/3', '9/2', '9/2'] -> (4/9 / 1/5 / 8/3 + 9/2) * 9/2
[727425] ['1/5', '4/9', '8/5', '8/7', '9/7'] -> (8/5 + 8/7) / 1/5 / 4/9 / 9/7
[727428] ['1/5', '4/9', '8/5', '8/9', '9/2'] -> 8/5 / (4/9 / 8/9 - 1/5) * 9/2
[727429] ['1/5', '4/9', '8/5', '8/9', '9/4'] -> (4/9 + 8/9) / (1/5 / 8/5) * 9/4
[727444] ['1/5', '4/9', '8/5', '9/5', '9/8'] -> (8/5 / 4/9 + 9/5) / 1/5 / 9/8
[727477] ['1/5', '4/9', '8/9', '8/9', '9/2'] -> (4/9 + 8/9) / 8/9 + 9/2 / 1/5
[727541] ['1/5', '5/2', '5/2', '5/2', '7/2'] -> (5/2 + 5/2) / 1/5 + 5/2 - 7/2
[727557] ['1/5', '5/2', '5/2', '5/3', '5/3'] -> (5/2 + 5/2) / 1/5 - 5/3 / 5/3
[727559] ['1/5', '5/2', '5/2', '5/3', '5/6'] -> (5/2 + 5/2 / 5/3) / 1/5 / 5/6
[727563] ['1/5', '5/2', '5/2', '5/3', '6/5'] -> (5/2 + 5/2 / 5/3) / 1/5 * 6/5
[727567] ['1/5', '5/2', '5/2', '5/3', '7/4'] -> (5/2 * 5/2 + 7/4) / 1/5 / 5/3
[727582] ['1/5', '5/2', '5/2', '5/4', '5/6'] -> (5/2 + 5/2) / 1/5 / 5/4 / 5/6
[727583] ['1/5', '5/2', '5/2', '5/4', '5/7'] -> (5/2 + 5/2 / 5/7) / (1/5 * 5/4)
[727584] ['1/5', '5/2', '5/2', '5/4', '5/8'] -> (5/2 + 5/4 / 5/2) / 1/5 / 5/8
[727588] ['1/5', '5/2', '5/2', '5/4', '7/2'] -> (5/2 + 7/2) / 1/5 / (5/2 - 5/4)
[727591] ['1/5', '5/2', '5/2', '5/4', '7/5'] -> (5/2 + 5/2 * 7/5) / (1/5 * 5/4)
[727596] ['1/5', '5/2', '5/2', '5/4', '8/5'] -> (5/2 + 5/4 / 5/2) / 1/5 * 8/5
[727599] ['1/5', '5/2', '5/2', '5/4', '9/2'] -> (5/2 + 5/4) / 5/2 + 9/2 / 1/5
[727600] ['1/5', '5/2', '5/2', '5/4', '9/4'] -> (5/2 + 5/2) / 1/5 + 5/4 - 9/4
[727604] ['1/5', '5/2', '5/2', '5/6', '5/6'] -> (5/2 + 5/2) / 1/5 - 5/6 / 5/6
[727606] ['1/5', '5/2', '5/2', '5/6', '5/8'] -> 5/2 / 5/6 / (5/8 - 1/5 * 5/2)
[727610] ['1/5', '5/2', '5/2', '5/6', '7/2'] -> (5/2 + 5/2 / 5/6) / 1/5 - 7/2
[727617] ['1/5', '5/2', '5/2', '5/6', '8/3'] -> (1/5 + 5/2) * (5/2 + 5/6) * 8/3
[727618] ['1/5', '5/2', '5/2', '5/6', '8/5'] -> 8/5 / (1/5 - 5/6 / 5/2 / 5/2)
[727626] ['1/5', '5/2', '5/2', '5/7', '5/7'] -> (5/2 + 5/2) / 1/5 - 5/7 / 5/7
[727627] ['1/5', '5/2', '5/2', '5/7', '5/8'] -> (5/2 / 1/5 / 5/7 - 5/2) / 5/8
[727629] ['1/5', '5/2', '5/2', '5/7', '6/5'] -> (5/2 + 5/2 / 1/5 / 5/7) * 6/5
[727636] ['1/5', '5/2', '5/2', '5/7', '7/8'] -> (5/2 / 1/5 + 5/2) / 5/7 / 7/8
[727638] ['1/5', '5/2', '5/2', '5/7', '8/3'] -> (5/2 / 1/5 - 5/2 / 5/7) * 8/3
[727640] ['1/5', '5/2', '5/2', '5/7', '8/7'] -> (5/2 / 1/5 + 5/2) / 5/7 * 8/7
[727649] ['1/5', '5/2', '5/2', '5/8', '6/5'] -> 5/2 * 6/5 / (5/8 - 1/5 * 5/2)
[727651] ['1/5', '5/2', '5/2', '5/8', '7/2'] -> 5/2 + 5/2 / 5/8 + 7/2 / 1/5
[727663] ['1/5', '5/2', '5/2', '5/8', '9/4'] -> 5/8 / 5/2 + (5/2 + 9/4) / 1/5
[727668] ['1/5', '5/2', '5/2', '5/9', '6/5'] -> (5/2 / 1/5 / 5/9 - 5/2) * 6/5
[727671] ['1/5', '5/2', '5/2', '5/9', '7/3'] -> 5/2 * 5/2 / 5/9 * (7/3 - 1/5)
[727673] ['1/5', '5/2', '5/2', '5/9', '7/5'] -> 5/2 / 5/9 + (5/2 + 7/5) / 1/5
[727680] ['1/5', '5/2', '5/2', '5/9', '8/9'] -> (5/2 / 1/5 + 5/2) / 5/9 * 8/9
[727685] ['1/5', '5/2', '5/2', '5/9', '9/8'] -> (5/2 / 1/5 + 5/2) / 5/9 / 9/8
[727688] ['1/5', '5/2', '5/2', '6/5', '7/2'] -> (5/2 + 5/2 * 6/5) / 1/5 - 7/2
[727693] ['1/5', '5/2', '5/2', '6/5', '7/8'] -> (5/2 + (5/2 + 6/5) / 1/5) / 7/8
[727697] ['1/5', '5/2', '5/2', '6/5', '8/7'] -> (5/2 + (5/2 + 6/5) / 1/5) * 8/7
[727699] ['1/5', '5/2', '5/2', '6/5', '9/2'] -> 5/2 * 6/5 * (5/2 / 1/5 - 9/2)
[727704] ['1/5', '5/2', '5/2', '6/7', '6/7'] -> (5/2 + 5/2) / 1/5 - 6/7 / 6/7
[727724] ['1/5', '5/2', '5/2', '7/2', '7/5'] -> 5/2 * (5/2 + 7/2) * (1/5 + 7/5)
[727726] ['1/5', '5/2', '5/2', '7/2', '7/8'] -> 5/2 * 5/2 * (1/5 + 7/2) + 7/8
[727728] ['1/5', '5/2', '5/2', '7/2', '8/3'] -> (1/5 * 5/2 + 7/2) / (8/3 - 5/2)
[727729] ['1/5', '5/2', '5/2', '7/2', '8/5'] -> 5/2 + 7/2 / 1/5 + 5/2 * 8/5
[727736] ['1/5', '5/2', '5/2', '7/2', '9/8'] -> (5/2 + 7/2) / (9/8 / 5/2 - 1/5)
[727739] ['1/5', '5/2', '5/2', '7/3', '7/5'] -> (1/5 + 7/5) / ((5/2 - 7/3) / 5/2)
[727752] ['1/5', '5/2', '5/2', '7/4', '7/4'] -> (5/2 + 5/2) / 1/5 - 7/4 / 7/4
[727757] ['1/5', '5/2', '5/2', '7/4', '8/3'] -> (5/2 - 7/4 / 5/2) / 1/5 * 8/3
[727758] ['1/5', '5/2', '5/2', '7/4', '8/5'] -> (5/2 * 5/2 + 7/4 / 1/5) * 8/5
[727762] ['1/5', '5/2', '5/2', '7/4', '9/4'] -> (5/2 / 1/5 + 5/2) * 7/4 - 9/4
[727766] ['1/5', '5/2', '5/2', '7/5', '7/5'] -> (5/2 + 5/2) / 1/5 - 7/5 / 7/5
[727768] ['1/5', '5/2', '5/2', '7/5', '7/8'] -> (5/2 / 1/5 + 5/2) * 7/5 / 7/8
[727772] ['1/5', '5/2', '5/2', '7/5', '8/7'] -> (5/2 / 1/5 + 5/2) * 7/5 * 8/7
[727776] ['1/5', '5/2', '5/2', '7/5', '9/5'] -> (5/2 + 7/5) / 1/5 + 5/2 * 9/5
[727779] ['1/5', '5/2', '5/2', '7/6', '7/6'] -> (5/2 + 5/2) / 1/5 - 7/6 / 7/6
[727791] ['1/5', '5/2', '5/2', '7/8', '7/8'] -> (5/2 + 5/2) / 1/5 - 7/8 / 7/8
[727797] ['1/5', '5/2', '5/2', '7/8', '9/2'] -> 9/2 / (5/2 * (1/5 + 7/8) - 5/2)
[727799] ['1/5', '5/2', '5/2', '7/8', '9/5'] -> 9/5 / (1/5 + 7/8 - 5/2 / 5/2)
[727802] ['1/5', '5/2', '5/2', '7/9', '7/9'] -> (5/2 + 5/2) / 1/5 - 7/9 / 7/9
[727813] ['1/5', '5/2', '5/2', '8/3', '8/5'] -> (5/2 + 5/2) * 8/3 * (1/5 + 8/5)
[727816] ['1/5', '5/2', '5/2', '8/3', '9/2'] -> (5/2 - 1/5 * 5/2) * 8/3 * 9/2
[727825] ['1/5', '5/2', '5/2', '8/5', '9/4'] -> 5/2 * (5/2 + 8/5 / 1/5) - 9/4
[727829] ['1/5', '5/2', '5/2', '8/7', '8/7'] -> (5/2 + 5/2) / 1/5 - 8/7 / 8/7
[727839] ['1/5', '5/2', '5/2', '8/9', '9/5'] -> (5/2 / 1/5 + 5/2) * 8/9 * 9/5
[727851] ['1/5', '5/2', '5/2', '9/5', '9/5'] -> (5/2 + 5/2) / 1/5 - 9/5 / 9/5
[727853] ['1/5', '5/2', '5/2', '9/5', '9/8'] -> (5/2 / 1/5 + 5/2) * 9/5 / 9/8
[727854] ['1/5', '5/2', '5/2', '9/7', '9/7'] -> (5/2 + 5/2) / 1/5 - 9/7 / 9/7
[727856] ['1/5', '5/2', '5/2', '9/8', '9/8'] -> (5/2 + 5/2) / 1/5 - 9/8 / 9/8
[727866] ['1/5', '5/2', '5/3', '5/3', '7/3'] -> (5/3 + 7/3) / 1/5 / (5/2 - 5/3)
[727881] ['1/5', '5/2', '5/3', '5/4', '5/4'] -> 5/2 / (5/3 - 5/4) / 1/5 / 5/4
[727896] ['1/5', '5/2', '5/3', '5/4', '8/5'] -> 8/5 / 1/5 / (5/2 / 5/4 - 5/3)
[727917] ['1/5', '5/2', '5/3', '5/6', '8/3'] -> 5/2 / 1/5 / 5/3 / 5/6 * 8/3
[727940] ['1/5', '5/2', '5/3', '5/7', '8/7'] -> 8/7 / (1/5 * 5/3 - 5/7 / 5/2)
[727942] ['1/5', '5/2', '5/3', '5/7', '9/2'] -> 5/2 * (5/3 / 5/7 - 1/5) * 9/2
[727948] ['1/5', '5/2', '5/3', '5/8', '5/9'] -> 5/3 / (5/8 - 1/5 * 5/2) / 5/9
[727952] ['1/5', '5/2', '5/3', '5/8', '7/3'] -> 5/3 + 5/2 / 1/5 / 5/8 + 7/3
[727962] ['1/5', '5/2', '5/3', '5/8', '9/2'] -> 5/3 / 1/5 / 5/2 / 5/8 * 9/2
[727964] ['1/5', '5/2', '5/3', '5/8', '9/5'] -> 5/3 / (5/8 - 1/5 * 5/2) * 9/5
[727970] ['1/5', '5/2', '5/3', '5/9', '7/2'] -> (5/2 + 5/3 / 5/9) / 1/5 - 7/2
[727977] ['1/5', '5/2', '5/3', '5/9', '8/3'] -> 8/3 / (1/5 * 5/3 - 5/9 / 5/2)
[727980] ['1/5', '5/2', '5/3', '5/9', '8/9'] -> 8/9 / (5/3 * (5/9 / 5/2 - 1/5))
[727992] ['1/5', '5/2', '5/3', '6/5', '7/6'] -> 5/3 * (5/2 / 1/5 + 6/5) + 7/6
[727995] ['1/5', '5/2', '5/3', '6/5', '8/3'] -> 5/2 * 6/5 / 1/5 / 5/3 * 8/3
[728001] ['1/5', '5/2', '5/3', '6/5', '9/5'] -> (5/2 * 6/5 / 1/5 - 5/3) * 9/5
[728012] ['1/5', '5/2', '5/3', '6/7', '8/3'] -> 8/3 / (1/5 * (5/2 - 5/3 / 6/7))
[728014] ['1/5', '5/2', '5/3', '6/7', '8/7'] -> 8/7 / (6/7 / 1/5 / 5/2 - 5/3)
[728026] ['1/5', '5/2', '5/3', '7/2', '7/8'] -> 7/2 / (5/2 - 5/3) / 1/5 / 7/8
[728030] ['1/5', '5/2', '5/3', '7/2', '8/7'] -> 7/2 / (5/2 - 5/3) / 1/5 * 8/7
[728043] ['1/5', '5/2', '5/3', '7/3', '8/3'] -> 5/2 * (5/3 / 1/5 + 7/3) - 8/3
[728058] ['1/5', '5/2', '5/3', '7/4', '8/5'] -> 8/5 / ((5/3 - 1/5) * 7/4 - 5/2)
[728059] ['1/5', '5/2', '5/3', '7/4', '8/7'] -> 8/7 / (1/5 * (5/3 - 5/2 / 7/4))
[728074] ['1/5', '5/2', '5/3', '7/5', '9/2'] -> 5/2 * (5/3 * 7/5 - 1/5) * 9/2
[728076] ['1/5', '5/2', '5/3', '7/5', '9/5'] -> 5/2 * (7/5 / 1/5 - 5/3) * 9/5
[728087] ['1/5', '5/2', '5/3', '7/6', '9/4'] -> (5/3 + 7/6 / 5/2) / 1/5 * 9/4
[728088] ['1/5', '5/2', '5/3', '7/6', '9/5'] -> (5/2 / 5/3 + 7/6) / 1/5 * 9/5
[728097] ['1/5', '5/2', '5/3', '7/8', '9/2'] -> (1/5 + 5/3) * 5/2 / 7/8 * 9/2
[728103] ['1/5', '5/2', '5/3', '7/9', '8/3'] -> 8/3 / (5/3 - 7/9 / 1/5 / 5/2)
[728104] ['1/5', '5/2', '5/3', '7/9', '8/5'] -> 5/3 / (7/9 / 5/2 - 1/5) * 8/5
[728113] ['1/5', '5/2', '5/3', '8/3', '8/5'] -> (5/3 / 1/5 + 5/2 * 8/3) * 8/5
[728124] ['1/5', '5/2', '5/3', '8/5', '9/2'] -> 5/3 * 8/5 / 1/5 / 5/2 * 9/2
[728131] ['1/5', '5/2', '5/3', '8/7', '9/2'] -> (1/5 + 5/3) * 5/2 * 8/7 * 9/2
[728137] ['1/5', '5/2', '5/3', '8/9', '9/2'] -> 8/9 / (5/2 - 5/3) / 1/5 * 9/2
[728144] ['1/5', '5/2', '5/3', '9/2', '9/5'] -> 5/3 * (5/2 / 1/5 - 9/2) * 9/5
[728145] ['1/5', '5/2', '5/3', '9/2', '9/7'] -> (5/2 / 1/5 + 5/3 + 9/2) * 9/7
[728146] ['1/5', '5/2', '5/3', '9/2', '9/8'] -> 9/2 / (5/2 - 5/3) / 1/5 / 9/8
[728154] ['1/5', '5/2', '5/3', '9/7', '9/7'] -> 9/7 / (5/2 / (1/5 + 5/3) - 9/7)
[728162] ['1/5', '5/2', '5/4', '5/4', '6/5'] -> ((5/2 + 5/4) / 1/5 + 5/4) * 6/5
[728171] ['1/5', '5/2', '5/4', '5/4', '8/3'] -> (5/2 / 1/5 - 5/4) / 5/4 * 8/3
[728177] ['1/5', '5/2', '5/4', '5/4', '9/5'] -> 5/4 + 5/4 + (5/2 + 9/5) / 1/5
[728180] ['1/5', '5/2', '5/4', '5/6', '5/6'] -> (5/2 + 5/4 / 5/6) / 1/5 / 5/6
[728183] ['1/5', '5/2', '5/4', '5/6', '5/9'] -> (5/2 + 5/6) / 1/5 / 5/4 / 5/9
[728184] ['1/5', '5/2', '5/4', '5/6', '6/5'] -> (5/2 + 5/4 / 5/6) / 1/5 * 6/5
[728197] ['1/5', '5/2', '5/4', '5/6', '9/2'] -> (5/2 + 5/6 / 1/5) / 5/4 * 9/2
[728198] ['1/5', '5/2', '5/4', '5/6', '9/4'] -> (5/2 / 1/5 + 5/6) / 5/4 * 9/4
[728199] ['1/5', '5/2', '5/4', '5/6', '9/5'] -> (5/2 + 5/6) / 1/5 / 5/4 * 9/5
[728219] ['1/5', '5/2', '5/4', '5/7', '9/4'] -> (5/2 + 5/4) / 1/5 / 5/7 - 9/4
[728239] ['1/5', '5/2', '5/4', '5/8', '9/4'] -> (5/4 + 5/2 / 5/8) / 1/5 - 9/4
[728240] ['1/5', '5/2', '5/4', '5/8', '9/5'] -> 9/5 / (1/5 + 5/4 / 5/2 - 5/8)
[728262] ['1/5', '5/2', '5/4', '6/5', '6/5'] -> (5/2 + 5/4 * 6/5) / 1/5 * 6/5
[728269] ['1/5', '5/2', '5/4', '6/5', '7/8'] -> (5/2 + 6/5) / (1/5 / 5/4) + 7/8
[728276] ['1/5', '5/2', '5/4', '6/5', '9/4'] -> (1/5 + 5/2) / (5/4 - 6/5) / 9/4
[728294] ['1/5', '5/2', '5/4', '6/7', '9/5'] -> (5/2 / 1/5 / 6/7 - 5/4) * 9/5
[728297] ['1/5', '5/2', '5/4', '7/2', '7/2'] -> (5/2 / 5/4 + 7/2) / 1/5 - 7/2
[728299] ['1/5', '5/2', '5/4', '7/2', '7/4'] -> (5/2 + 5/4) / 1/5 + 7/2 + 7/4
[728304] ['1/5', '5/2', '5/4', '7/2', '8/3'] -> (1/5 * 5/4 + 5/2 * 7/2) * 8/3
[728308] ['1/5', '5/2', '5/4', '7/2', '9/2'] -> 5/2 / 5/4 + 7/2 / 1/5 + 9/2
[728309] ['1/5', '5/2', '5/4', '7/2', '9/4'] -> 5/2 + (5/4 + 7/2) / 1/5 - 9/4
[728310] ['1/5', '5/2', '5/4', '7/2', '9/5'] -> 9/5 / (1/5 * (7/2 - 5/2 * 5/4))
[728321] ['1/5', '5/2', '5/4', '7/3', '8/7'] -> 8/7 / (5/2 / (5/4 - 1/5) - 7/3)
[728324] ['1/5', '5/2', '5/4', '7/3', '9/4'] -> (5/2 / 1/5 - 5/4) * 7/3 - 9/4
[728331] ['1/5', '5/2', '5/4', '7/4', '7/8'] -> 5/4 + 5/2 * 7/4 / 1/5 + 7/8
[728333] ['1/5', '5/2', '5/4', '7/4', '8/3'] -> (5/2 + 7/4 / 1/5) / 5/4 * 8/3
[728334] ['1/5', '5/2', '5/4', '7/4', '8/5'] -> (5/2 + 7/4 - 5/4) / 1/5 * 8/5
[728346] ['1/5', '5/2', '5/4', '7/5', '8/3'] -> (5/2 / 5/4 + 7/5 / 1/5) * 8/3
[728351] ['1/5', '5/2', '5/4', '7/5', '9/4'] -> (5/2 + 5/4) * 7/5 / 1/5 - 9/4
[728352] ['1/5', '5/2', '5/4', '7/5', '9/5'] -> 9/5 / (1/5 * 5/2 * (7/5 - 5/4))
[728358] ['1/5', '5/2', '5/4', '7/6', '8/3'] -> 8/3 / (7/6 / (5/2 + 5/4) - 1/5)
[728364] ['1/5', '5/2', '5/4', '7/6', '9/5'] -> (5/2 * 7/6 / 1/5 - 5/4) * 9/5
[728367] ['1/5', '5/2', '5/4', '7/8', '7/8'] -> (5/2 + 5/4 + 7/8) / 1/5 + 7/8
[728369] ['1/5', '5/2', '5/4', '7/8', '8/3'] -> (5/2 - 7/8 / 5/4) / 1/5 * 8/3
[728393] ['1/5', '5/2', '5/4', '8/3', '9/4'] -> 8/3 / (5/2 - 5/4) / 1/5 * 9/4
[728407] ['1/5', '5/2', '5/4', '8/7', '9/2'] -> 9/2 / (1/5 * (5/2 / 8/7 - 5/4))
[728410] ['1/5', '5/2', '5/4', '8/7', '9/7'] -> 9/7 / (1/5 * 5/2 * (5/4 - 8/7))
[728412] ['1/5', '5/2', '5/4', '8/9', '8/9'] -> 8/9 / (8/9 / (5/2 + 5/4) - 1/5)
[728433] ['1/5', '5/2', '5/6', '5/6', '5/6'] -> (5/2 + 5/6) / 1/5 / 5/6 / 5/6
[728436] ['1/5', '5/2', '5/6', '5/6', '5/9'] -> (5/2 + 5/6 / 1/5) / (5/6 - 5/9)
[728446] ['1/5', '5/2', '5/6', '5/6', '8/3'] -> 8/3 / 5/6 / (5/6 / 5/2 - 1/5)
[728457] ['1/5', '5/2', '5/6', '5/7', '5/9'] -> (5/2 / 5/7 - 5/6) / 1/5 / 5/9
[728465] ['1/5', '5/2', '5/6', '5/7', '7/8'] -> 5/2 / 1/5 / 5/6 / 5/7 / 7/8
[728473] ['1/5', '5/2', '5/6', '5/7', '9/5'] -> (5/2 / 5/7 - 5/6) / 1/5 * 9/5
[728474] ['1/5', '5/2', '5/6', '5/7', '9/7'] -> 9/7 / (5/7 / (5/2 / 1/5 + 5/6))
[728477] ['1/5', '5/2', '5/6', '5/8', '5/9'] -> (5/2 - 5/6) / 1/5 / 5/8 / 5/9
[728480] ['1/5', '5/2', '5/6', '5/8', '7/2'] -> 7/2 / (1/5 * (5/2 * 5/8 - 5/6))
[728483] ['1/5', '5/2', '5/6', '5/8', '7/5'] -> 7/5 / (1/5 * (5/8 - 5/6 / 5/2))
[728487] ['1/5', '5/2', '5/6', '5/8', '8/3'] -> (5/2 + 5/6) / 1/5 / 5/8 - 8/3
[728488] ['1/5', '5/2', '5/6', '5/8', '8/5'] -> 8/5 / (5/6 / (5/2 + 5/8) - 1/5)
[728492] ['1/5', '5/2', '5/6', '5/8', '9/4'] -> (5/2 + 5/6 / 1/5) / 5/8 * 9/4
[728493] ['1/5', '5/2', '5/6', '5/8', '9/5'] -> (5/2 - 5/6) / 1/5 / 5/8 * 9/5
[728494] ['1/5', '5/2', '5/6', '5/8', '9/7'] -> 9/7 / (5/8 / (5/2 / 1/5 - 5/6))
[728495] ['1/5', '5/2', '5/6', '5/8', '9/8'] -> 9/8 / (5/8 / (5/2 / 1/5 + 5/6))
[728497] ['1/5', '5/2', '5/6', '5/9', '6/5'] -> (5/2 + 5/6 / 5/9) / 1/5 * 6/5
[728504] ['1/5', '5/2', '5/6', '5/9', '7/8'] -> (5/2 / 1/5 - 5/6) / 5/9 / 7/8
[728508] ['1/5', '5/2', '5/6', '5/9', '8/7'] -> (5/2 / 1/5 - 5/6) / 5/9 * 8/7
[728514] ['1/5', '5/2', '5/6', '5/9', '9/8'] -> 5/2 / 1/5 / 5/6 / 5/9 / 9/8
[728515] ['1/5', '5/2', '5/6', '6/5', '6/5'] -> (5/2 + 5/6) * 6/5 / 1/5 * 6/5
[728522] ['1/5', '5/2', '5/6', '6/5', '7/8'] -> (5/2 / 5/6 + 6/5) / 1/5 / 7/8
[728525] ['1/5', '5/2', '5/6', '6/5', '8/5'] -> 5/2 / (6/5 - 1/5 - 5/6) * 8/5
[728526] ['1/5', '5/2', '5/6', '6/5', '8/7'] -> (5/2 / 5/6 + 6/5) / 1/5 * 8/7
[728529] ['1/5', '5/2', '5/6', '6/5', '9/4'] -> (5/2 + 5/6 - 6/5) / 1/5 * 9/4
[728530] ['1/5', '5/2', '5/6', '6/5', '9/5'] -> (5/2 + 6/5) / 1/5 / 5/6 + 9/5
[728539] ['1/5', '5/2', '5/6', '6/7', '7/8'] -> 1/5 * 5/2 / (6/7 - 5/6) / 7/8
[728543] ['1/5', '5/2', '5/6', '6/7', '8/7'] -> 1/5 * 5/2 / (6/7 - 5/6) * 8/7
[728550] ['1/5', '5/2', '5/6', '7/2', '7/2'] -> 5/2 / 5/6 + 7/2 / 1/5 + 7/2
[728561] ['1/5', '5/2', '5/6', '7/2', '9/2'] -> (7/2 - 5/6) / 1/5 / 5/2 * 9/2
[728562] ['1/5', '5/2', '5/6', '7/2', '9/4'] -> 7/2 / (5/6 / 5/2 - 1/5) - 9/4
[728563] ['1/5', '5/2', '5/6', '7/2', '9/5'] -> 5/6 * (5/2 / 1/5 + 7/2) * 9/5
[728573] ['1/5', '5/2', '5/6', '7/3', '8/5'] -> (5/2 + 5/6 + 7/3 / 1/5) * 8/5
[728574] ['1/5', '5/2', '5/6', '7/3', '8/7'] -> 8/7 / (1/5 * (5/2 / 7/3 - 5/6))
[728591] ['1/5', '5/2', '5/6', '7/4', '9/4'] -> 5/2 * 7/4 / 1/5 / 5/6 - 9/4
[728597] ['1/5', '5/2', '5/6', '7/5', '7/8'] -> 5/2 * 7/5 / 1/5 / 5/6 / 7/8
[728601] ['1/5', '5/2', '5/6', '7/5', '8/7'] -> 5/2 * 7/5 / 1/5 / 5/6 * 8/7
[728605] ['1/5', '5/2', '5/6', '7/5', '9/5'] -> (5/2 * 7/5 - 5/6) / 1/5 * 9/5
[728615] ['1/5', '5/2', '5/6', '7/6', '9/2'] -> (5/2 + 7/6 / 5/6) / 1/5 + 9/2
[728617] ['1/5', '5/2', '5/6', '7/6', '9/5'] -> 5/2 * (5/6 / 1/5 + 7/6) * 9/5
[728628] ['1/5', '5/2', '5/6', '7/8', '9/5'] -> (5/2 / 1/5 - 5/6) / 7/8 * 9/5
[728633] ['1/5', '5/2', '5/6', '7/9', '8/5'] -> (5/2 / 1/5 - 5/6) / 7/9 * 8/5
[728646] ['1/5', '5/2', '5/6', '8/3', '9/4'] -> (5/2 / 1/5 + 5/6 - 8/3) * 9/4
[728647] ['1/5', '5/2', '5/6', '8/3', '9/5'] -> 9/5 / (1/5 - 5/6 / 5/2 / 8/3)
[728654] ['1/5', '5/2', '5/6', '8/5', '9/4'] -> (5/2 + 5/6 / 1/5) * 8/5 * 9/4
[728655] ['1/5', '5/2', '5/6', '8/5', '9/5'] -> (5/2 - 5/6) * 8/5 / 1/5 * 9/5
[728662] ['1/5', '5/2', '5/6', '8/7', '9/5'] -> (5/2 / 1/5 - 5/6) * 8/7 * 9/5
[728668] ['1/5', '5/2', '5/6', '8/9', '9/5'] -> 5/2 * 8/9 / 1/5 / 5/6 * 9/5
[728672] ['1/5', '5/2', '5/6', '9/2', '9/4'] -> (5/6 + 9/2) / 1/5 / 5/2 * 9/4
[728677] ['1/5', '5/2', '5/6', '9/4', '9/5'] -> (5/2 * 5/6 + 9/4 / 1/5) * 9/5
[728682] ['1/5', '5/2', '5/6', '9/5', '9/8'] -> 5/2 * 9/5 / 1/5 / 5/6 / 9/8
[728683] ['1/5', '5/2', '5/6', '9/7', '9/7'] -> (5/2 + 9/7) / 1/5 / 5/6 + 9/7
[728702] ['1/5', '5/2', '5/7', '5/7', '9/2'] -> 5/2 + 9/2 / 1/5 - 5/7 / 5/7
[728715] ['1/5', '5/2', '5/7', '5/8', '7/6'] -> 5/2 / 1/5 / 5/7 / 5/8 / 7/6
[728724] ['1/5', '5/2', '5/7', '5/8', '9/5'] -> 9/5 / (1/5 * 5/2 / 5/7 - 5/8)
[728739] ['1/5', '5/2', '5/7', '5/9', '8/7'] -> 8/7 / ((5/7 / 5/2 - 1/5) * 5/9)
[728753] ['1/5', '5/2', '5/7', '6/5', '7/8'] -> 5/2 * 6/5 / 1/5 / 5/7 / 7/8
[728757] ['1/5', '5/2', '5/7', '6/5', '8/7'] -> 5/2 * 6/5 / 1/5 / 5/7 * 8/7
[728778] ['1/5', '5/2', '5/7', '6/7', '9/5'] -> (5/2 / 1/5 + 5/7 / 6/7) * 9/5
[728783] ['1/5', '5/2', '5/7', '7/2', '7/4'] -> (5/2 + 7/2) / 1/5 / 5/7 / 7/4
[728785] ['1/5', '5/2', '5/7', '7/2', '7/6'] -> (5/2 + 7/2 / 1/5) / 5/7 / 7/6
[728791] ['1/5', '5/2', '5/7', '7/2', '8/9'] -> (5/2 + 7/2 / 1/5 / 5/7) * 8/9
[728796] ['1/5', '5/2', '5/7', '7/2', '9/8'] -> (5/2 + 7/2 / 1/5 / 5/7) / 9/8
[728805] ['1/5', '5/2', '5/7', '7/3', '8/7'] -> 8/7 / (7/3 - 5/2 * (1/5 + 5/7))
[728807] ['1/5', '5/2', '5/7', '7/3', '9/2'] -> (1/5 + 5/7) * 5/2 * 7/3 * 9/2
[728822] ['1/5', '5/2', '5/7', '7/4', '9/4'] -> (5/2 / 5/7 + 7/4) / 1/5 - 9/4
