[26596] ['7/6', '6/5', '8/3', '8/3', '4'] -> ((8/3 + 8/3) * (7/6 + (4 / 6/5)))
[33295] ['1/4', '4/5', '9/8', '9/5', '2'] -> (9/5 / ((4/5 / 1/4) - (9/8 + 2)))
[33296] ['4/9', '5/8', '8/9', '9/8', '4'] -> ((4 / 4/9) / ((8/9 * 9/8) - 5/8))
[33297] ['1/6', '3/5', '7/4', '9/4', '5'] -> (3/5 / ((1/6 * 9/4) - (7/4 / 5)))
[33298] ['1/9', '1/8', '2/3', '7/5', '4'] -> ((7/5 + 4) / (1/8 / (2/3 - 1/9)))
[33299] ['2/7', '5/6', '3/2', '8/5', '8'] -> (8/5 + (8 / (3/2 * (2/7 * 5/6))))
[33300] ['1/6', '3/5', '7/4', '7/3', '5'] -> ((5 / (1/6 / 3/5)) / (7/4 / 7/3))
[33301] ['4/9', '5/8', '8/9', '8/7', '4'] -> (4 / ((5/8 * 8/9) - (4/9 / 8/7)))
[33302] ['1/9', '1/8', '2/3', '8/5', '4'] -> ((2/3 + 4) / (1/8 + (1/9 / 8/5)))
[33303] ['1/8', '4/7', '5/6', '5/4', '5'] -> (5/4 / ((1/8 / 4/7) - (5/6 / 5)))
[33304] ['4/9', '5/8', '8/9', '7/6', '4'] -> (4 / (7/6 - (4/9 + (5/8 * 8/9))))
[33305] ['1/5', '2/9', '7/8', '8/9', '4'] -> (8/9 + ((2/9 + (4 / 1/5)) / 7/8))
[33306] ['2/7', '5/6', '3/2', '9/4', '8'] -> ((3/2 / 9/4) + (8 / (2/7 / 5/6)))
[33307] ['1/6', '3/5', '7/4', '7/2', '5'] -> (7/2 / ((7/4 / (3/5 + 5)) - 1/6))
[33308] ['1/2', '1', '8/7', '4/3', '9/4'] -> (1 / ((4/3 / 8/7) - (1/2 * 9/4)))
[33309] ['1/9', '2/9', '2/5', '5/9', '3'] -> ((3 + (2/5 / 2/9)) / (1/9 / 5/9))
[33310] ['3/8', '3/7', '9/8', '5/2', '4'] -> (4 * (5/2 + ((3/8 + 9/8) / 3/7)))
[33311] ['1/6', '4/9', '7/9', '7/9', '6'] -> ((6 - (7/9 + (4/9 + 7/9))) / 1/6)
[33312] ['4/9', '5/8', '8/9', '5/4', '4'] -> ((4 / 5/8) / ((8/9 / 5/4) - 4/9))
[33313] ['8/9', '5/4', '7/4', '9/5', '6'] -> (6 / ((9/5 * (8/9 * 5/4)) - 7/4))
[33314] ['9/7', '9/4', '7/3', '7/2', '4'] -> ((7/2 * 4) / (7/3 - (9/4 / 9/7)))
[33315] ['3/8', '3/7', '9/8', '7/2', '4'] -> ((9/8 / 7/2) * (4 / (3/7 - 3/8)))
[33316] ['1/6', '4/9', '7/9', '4/5', '6'] -> (6 / (((7/9 - 4/9) / 4/5) - 1/6))
[33317] ['1/7', '3/5', '2/3', '7/5', '9'] -> (9 * ((2/3 / 1/7) - (3/5 + 7/5)))
[33318] ['1/9', '1/8', '5/7', '7/9', '4'] -> (((1/9 / 7/9) + (5/7 * 4)) / 1/8)
[33319] ['8/9', '5/4', '7/4', '7/3', '6'] -> (6 / ((7/3 / (8/9 * 7/4)) - 5/4))
[33320] ['1/9', '2/9', '2/5', '2/3', '3'] -> ((1/9 + (2/3 / 2/5)) / (2/9 / 3))
[33321] ['3/8', '3/7', '9/8', '4', '9/2'] -> (9/8 * ((4 / 3/7) + (9/2 / 3/8)))
[33322] ['8/9', '5/4', '7/4', '5/2', '6'] -> (6 * (7/4 + (5/2 / (8/9 * 5/4))))
[33323] ['1/8', '4/7', '5/6', '5/3', '5'] -> (4/7 * ((5/3 / 5/6) + (5 / 1/8)))
[33324] ['3/8', '4/7', '8/9', '7/3', '3'] -> (((7/3 + 3) / (3/8 * 4/7)) - 8/9)
[33325] ['2/7', '5/6', '8/5', '9/5', '8'] -> (((8/5 / 2/7) + (9/5 * 8)) / 5/6)
[33326] ['4/9', '5/8', '8/9', '5/3', '4'] -> ((4 / (5/8 / 5/3)) / (8/9 - 4/9))
[33327] ['1/9', '2/9', '2/5', '7/9', '3'] -> ((7/9 / (1/9 * 2/9)) - (3 / 2/5))
[33328] ['1/8', '4/7', '5/6', '7/4', '5'] -> ((4/7 * 7/4) / ((5/6 / 5) - 1/8))
[33329] ['8/9', '5/4', '7/4', '7/2', '6'] -> (6 / ((8/9 * (7/2 - 5/4)) - 7/4))
[33330] ['3/8', '3/7', '8/7', '7/5', '4'] -> (3/7 / ((8/7 / 4) - (3/8 / 7/5)))
[33331] ['1/6', '3/5', '7/3', '7/3', '5'] -> (((3/5 * 5) + (7/3 / 7/3)) / 1/6)
[33332] ['8/9', '5/4', '7/4', '9/2', '6'] -> (7/4 / ((5/4 / 8/9) - (6 / 9/2)))
[33333] ['1/7', '3/5', '2/3', '5/2', '9'] -> ((5/2 / (1/7 / 3/5)) + (9 / 2/3))
[33334] ['1/6', '4/9', '7/9', '7/5', '6'] -> (((6 / 4/9) - 1/6) / (7/9 / 7/5))
[33335] ['1/5', '2/9', '7/8', '7/5', '4'] -> (7/5 / ((2/9 * (1/5 + 4)) - 7/8))
[33336] ['2/9', '4/5', '7/8', '6/5', '5'] -> (((5 / 2/9) - (6/5 / 4/5)) / 7/8)
[33337] ['9/7', '9/4', '4', '9/2', '9/2'] -> (4 / ((9/2 / (9/4 - 9/7)) - 9/2))
[33338] ['2/7', '5/6', '8/5', '7/2', '8'] -> (8 / ((5/6 * 8/5) - (2/7 * 7/2)))
[33339] ['1/6', '4/9', '7/9', '8/5', '6'] -> ((1/6 * 6) / ((7/9 / 8/5) - 4/9))
[33340] ['1/9', '2/9', '2/5', '9/8', '3'] -> (3 / (((1/9 / 2/9) / 2/5) - 9/8))
[33341] ['3/8', '3/7', '8/7', '7/4', '4'] -> ((8/7 + 4) / (3/7 - (3/8 / 7/4)))
[33342] ['2/9', '4/5', '7/8', '5/4', '5'] -> ((4/5 + (7/8 / 5/4)) + (5 / 2/9))
[33343] ['1/5', '2/9', '7/8', '8/5', '4'] -> (4 / (2/9 * (7/8 - (1/5 / 8/5))))
[33344] ['1/7', '3/5', '5/7', '5/7', '9'] -> (((5/7 * 9) - 5/7) / (1/7 / 3/5))
[33345] ['4/9', '5/8', '9/8', '8/7', '4'] -> (4 / ((5/8 / 9/8) - (4/9 / 8/7)))
[33346] ['1/2', '1', '8/7', '7/5', '5/2'] -> (((7/5 * 5/2) / (8/7 - 1)) - 1/2)
[33347] ['9/7', '7/3', '5/2', '5/2', '4'] -> (7/3 * ((9/7 + 5/2) + (5/2 + 4)))
[33348] ['1/6', '5/8', '5/8', '5/7', '5'] -> (((5/8 / 5/7) + (5/8 * 5)) / 1/6)
[33349] ['1/4', '4/5', '8/7', '7/4', '2'] -> ((2 + (8/7 / 4/5)) / (1/4 / 7/4))
[33350] ['1/8', '4/7', '5/6', '9/2', '5'] -> (4/7 * ((9/2 / 1/8) + (5 / 5/6)))
[33351] ['1/9', '2/9', '2/5', '9/7', '3'] -> ((9/7 + 3) / (1/9 / (2/9 + 2/5)))
[33352] ['1/2', '1', '8/7', '7/5', '8/3'] -> (8/7 / (1 - (8/3 * (1/2 / 7/5))))
[33353] ['2/7', '5/6', '5/3', '9/4', '8'] -> (((8 - (5/6 / 5/3)) / 2/7) - 9/4)
[33354] ['1/6', '5/8', '5/8', '3/4', '5'] -> (((5/8 / 1/6) - 3/4) / (5/8 / 5))
[33355] ['1/9', '1/8', '5/7', '9/7', '4'] -> (((1/9 * 9/7) + (5/7 * 4)) / 1/8)
[33356] ['8/9', '5/4', '7/3', '7/3', '6'] -> (6 * (((7/3 + 7/3) / 8/9) - 5/4))
[33357] ['2/9', '4/5', '7/8', '7/5', '5'] -> (7/5 / ((2/9 * (5 - 4/5)) - 7/8))
[33358] ['1/7', '3/5', '5/7', '4/5', '9'] -> (9 * (1/7 + ((5/7 + 4/5) / 3/5)))
[33359] ['1/8', '4/7', '6/7', '9/8', '5'] -> ((6/7 / (1/8 / 4/7)) * (9/8 + 5))
[33360] ['9/7', '5/2', '5/2', '8/3', '4'] -> (8/3 / (4 - ((5/2 + 5/2) / 9/7)))
[33361] ['1/5', '2/9', '7/8', '7/3', '4'] -> ((4 + (7/3 / 1/5)) / (7/8 - 2/9))
[33362] ['8/9', '5/4', '7/3', '5/2', '6'] -> (7/3 + (6 * (5/2 + (8/9 * 5/4))))
[33363] ['2/7', '5/6', '7/4', '7/4', '8'] -> ((8 / 7/4) / ((5/6 / 7/4) - 2/7))
[33364] ['1/9', '2/9', '2/5', '9/4', '3'] -> ((3 / 9/4) / ((1/9 / 2/5) - 2/9))
[33365] ['2/9', '4/5', '7/8', '3/2', '5'] -> (3/2 / ((4/5 * 5) - (7/8 / 2/9)))
[33366] ['9/7', '5/2', '5/2', '7/2', '4'] -> (4 + (7/2 * (5/2 + (9/7 * 5/2))))
[33367] ['1/7', '3/5', '5/7', '5/6', '9'] -> (((5/7 / 1/7) + (9 / 3/5)) / 5/6)
[33368] ['2/7', '5/6', '7/4', '9/5', '8'] -> ((8 / (2/7 / 5/6)) / (7/4 / 9/5))
[33369] ['1/6', '4/9', '4/5', '9/8', '6'] -> ((6 / (4/9 - 1/6)) / (4/5 * 9/8))
[33370] ['1/6', '5/8', '5/8', '8/9', '5'] -> (5/8 / (1/6 - ((5/8 / 8/9) / 5)))
[33371] ['3/8', '4/7', '9/8', '7/4', '3'] -> ((3/8 + 9/8) / ((7/4 / 4/7) - 3))
[33372] ['9/7', '5/2', '5/2', '4', '9/2'] -> (4 + (9/2 * (5/2 + (5/2 / 9/7))))
[33373] ['1/5', '2/9', '7/8', '8/3', '4'] -> ((4 / (2/9 * (7/8 - 1/5))) - 8/3)
[33374] ['2/9', '4/5', '7/8', '5/3', '5'] -> (5 / ((2/9 / 5/3) - (4/5 - 7/8)))
[33375] ['1/7', '3/5', '5/7', '6/7', '9'] -> (9 + ((5/7 + (6/7 / 3/5)) / 1/7))
[33376] ['3/8', '3/7', '7/6', '5/3', '4'] -> (3/7 / (3/8 - (5/3 / (7/6 * 4))))
[33377] ['2/7', '5/6', '7/4', '9/2', '8'] -> (9/2 * (2/7 + ((5/6 + 8) / 7/4)))
[33378] ['1/9', '2/9', '2/5', '3', '7/2'] -> ((7/2 / (2/9 - 1/9)) - (3 / 2/5))
[33379] ['1/9', '1/8', '5/7', '5/3', '4'] -> (5/3 / (5/7 * (1/8 - (1/9 / 4))))
[33380] ['1/6', '4/9', '4/5', '5/4', '6'] -> ((1/6 / (5/4 - (4/9 + 4/5))) - 6)
[33381] ['1/7', '3/5', '5/7', '7/8', '9'] -> (9 / ((1/7 / (5/7 - 3/5)) - 7/8))
[33382] ['9/7', '5/2', '8/3', '4', '9/2'] -> ((9/7 * 4) * (9/2 - (5/2 - 8/3)))
[33383] ['4/9', '5/8', '9/8', '9/4', '4'] -> ((9/8 + 9/4) / (5/8 / (4/9 + 4)))
[33384] ['1/5', '2/9', '7/8', '4', '9/2'] -> (((2/9 * 9/2) + (4 / 1/5)) / 7/8)
[33385] ['1/8', '4/7', '6/7', '7/4', '5'] -> (((4/7 * (7/4 + 5)) - 6/7) / 1/8)
[33386] ['3/8', '4/7', '9/8', '5/2', '3'] -> (3 / (((3/8 + 9/8) / 4/7) - 5/2))
[33387] ['1/6', '5/8', '5/8', '7/5', '5'] -> (((5/8 * 7/5) + (5/8 * 5)) / 1/6)
[33388] ['3/8', '3/7', '7/6', '7/3', '4'] -> ((3/7 + (4 / 7/6)) / (3/8 / 7/3))
[33389] ['2/9', '4/5', '7/8', '9/4', '5'] -> ((4/5 * 5) / ((7/8 / 9/4) - 2/9))
[33390] ['1/7', '3/5', '5/7', '8/7', '9'] -> ((9 + (1/7 + 8/7)) / (3/5 * 5/7))
[33391] ['9/7', '8/3', '8/3', '8/3', '4'] -> (9/7 * ((4 * (8/3 + 8/3)) - 8/3))
[33392] ['2/9', '4/5', '7/8', '7/3', '5'] -> ((5 * (4/5 + 7/3)) / (7/8 - 2/9))
[33393] ['3/8', '4/7', '9/8', '3', '7/2'] -> (3 / ((3/8 - 4/7) + (9/8 / 7/2)))
[33394] ['1/6', '4/9', '4/5', '3/2', '6'] -> ((3/2 + (6 / 4/5)) / (1/6 / 4/9))
[33395] ['2/7', '5/6', '9/5', '5/2', '8'] -> ((8 / 2/7) - (5/2 + (5/6 * 9/5)))
[33396] ['1/9', '1/8', '5/7', '7/3', '4'] -> ((4 + (5/7 * 7/3)) / (1/9 + 1/8))
[33397] ['1/9', '2/9', '3/7', '2/3', '3'] -> ((((3 - 2/3) / 3/7) - 1/9) / 2/9)
[33398] ['3/8', '3/7', '6/5', '6/5', '4'] -> (4 * ((6/5 / 3/8) + (6/5 / 3/7)))
[33399] ['1/5', '2/9', '8/9', '9/7', '4'] -> ((2/9 + (8/9 / 1/5)) * (9/7 * 4))
[33400] ['4/9', '5/8', '8/7', '8/7', '4'] -> ((4 / 4/9) / ((8/7 / 8/7) - 5/8))
[33401] ['3/8', '4/7', '9/8', '3', '9/2'] -> (9/8 / (3 - (9/2 * (3/8 / 4/7))))
[33402] ['1/2', '1', '8/7', '8/5', '9/5'] -> (9/5 / ((1 / 8/7) - (1/2 * 8/5)))
[33403] ['9/7', '8/3', '8/3', '4', '9/2'] -> (9/7 * ((8/3 + 4) + (8/3 * 9/2)))
[33404] ['1/4', '4/5', '7/6', '5/3', '2'] -> (2 / ((1/4 + 7/6) - (4/5 * 5/3)))
[33405] ['1/5', '2/9', '8/9', '5/3', '4'] -> ((4 + (8/9 / 2/9)) / (1/5 * 5/3))
[33406] ['1/2', '1', '8/7', '8/5', '9/4'] -> (9/4 / ((1/2 / (8/5 - 8/7)) - 1))
[33407] ['1/7', '3/5', '5/7', '7/4', '9'] -> ((9 - 3/5) / (7/4 * (1/7 / 5/7)))
[33408] ['9/7', '7/2', '7/2', '4', '9/2'] -> ((9/2 * (7/2 + (7/2 / 9/7))) - 4)
[33409] ['1/9', '2/9', '3/7', '5/6', '3'] -> ((3 / (2/9 * 3/7)) - (5/6 / 1/9))
[33410] ['1/6', '5/8', '2/3', '7/9', '5'] -> (2/3 / (7/9 - (5/8 / (1/6 * 5))))
[33411] ['1/6', '4/9', '4/5', '7/2', '6'] -> (6 * ((7/2 / 4/5) - (1/6 / 4/9)))
[33412] ['3/8', '3/7', '6/5', '3/2', '4'] -> ((4 + (3/2 / 3/7)) / (3/8 / 6/5))
[33413] ['1/8', '4/7', '7/8', '6/5', '5'] -> ((7/8 * 6/5) * (5 / (1/8 / 4/7)))
[33414] ['1/9', '2/9', '3/7', '8/9', '3'] -> ((3 + ((1/9 + 8/9) / 3/7)) / 2/9)
[33415] ['2/7', '5/6', '9/4', '5/2', '8'] -> ((5/2 / 5/6) / (8 - (9/4 / 2/7)))
[33416] ['1/7', '3/5', '5/7', '9/4', '9'] -> ((9 / (3/5 * (5/7 - 1/7))) - 9/4)
[33417] ['3/8', '3/7', '6/5', '8/5', '4'] -> ((8/5 / (6/5 - (3/7 / 3/8))) - 4)
[33418] ['8/9', '9/7', '9/7', '9/4', '6'] -> ((6 / 9/4) / ((9/7 / 9/7) - 8/9))
[33419] ['1/6', '4/9', '5/6', '5/6', '6'] -> (6 / (5/6 - (4/9 + (1/6 * 5/6))))
[33420] ['1/4', '4/5', '7/6', '2', '7/3'] -> (((7/6 + 7/3) + (2 / 4/5)) / 1/4)
[33421] ['1/6', '5/8', '2/3', '8/7', '5'] -> (5 / ((1/6 + 5/8) - (2/3 / 8/7)))
[33422] ['1/2', '1', '8/7', '8/5', '7/2'] -> ((1 + 8/7) * (7/2 / (1/2 / 8/5)))
[33423] ['1/7', '3/5', '5/7', '7/2', '9'] -> (((9 / 5/7) - 3/5) / (1/7 * 7/2))
[33424] ['1/9', '2/9', '3/7', '7/6', '3'] -> (((2/9 * 3/7) + (3 / 7/6)) / 1/9)
[33425] ['4/3', '4/3', '4/3', '8/5', '4'] -> (4 / ((4/3 / 4/3) - (4/3 / 8/5)))
[33426] ['1/6', '4/9', '5/6', '6/7', '6'] -> ((5/6 + (4/9 / 1/6)) * (6/7 + 6))
[33427] ['1/8', '4/7', '7/8', '4/3', '5'] -> ((5 / (1/8 * 7/8)) / (4/7 + 4/3))
[33428] ['1/2', '1', '8/7', '8/5', '9/2'] -> (9/2 / ((1 / 8/5) - (1/2 / 8/7)))
[33429] ['4/3', '4/3', '4/3', '7/4', '4'] -> (4 * (4/3 + (7/4 * (4/3 + 4/3))))
[33430] ['8/9', '9/7', '9/7', '5/2', '6'] -> ((8/9 * 6) * (9/7 + (9/7 * 5/2)))
[33431] ['3/8', '4/7', '8/7', '9/5', '3'] -> ((3 + (8/7 / 4/7)) / (3/8 / 9/5))
[33432] ['2/9', '4/5', '8/9', '6/5', '5'] -> (((6/5 + 5) / (2/9 / 8/9)) - 4/5)
[33433] ['1/8', '4/7', '7/8', '7/5', '5'] -> ((4/7 * 5) * (7/5 + (7/8 / 1/8)))
[33434] ['8/9', '9/7', '9/7', '8/3', '6'] -> (6 * ((9/7 / 9/7) + (8/3 / 8/9)))
[33435] ['1/9', '2/9', '3/7', '5/4', '3'] -> ((2/9 / 1/9) / (3 - (5/4 / 3/7)))
[33436] ['1/2', '1', '8/7', '5/3', '7/4'] -> ((1 / 7/4) / (5/3 - (1/2 + 8/7)))
[33437] ['1/5', '2/9', '9/8', '7/6', '4'] -> (((9/8 / 1/5) - (7/6 / 4)) / 2/9)
[33438] ['1/9', '1/8', '3/4', '8/7', '4'] -> (4 / (3/4 * (1/8 + (1/9 / 8/7))))
[33439] ['8/9', '9/7', '9/7', '7/2', '6'] -> ((8/9 * 6) * (7/2 + (9/7 / 9/7)))
[33440] ['1/6', '4/9', '5/6', '7/5', '6'] -> (6 / (4/9 - (7/5 * (1/6 * 5/6))))
[33441] ['2/9', '4/5', '8/9', '4/3', '5'] -> ((4/5 * 4/3) / (2/9 - (8/9 / 5)))
[33442] ['1/9', '2/9', '3/7', '4/3', '3'] -> ((1/9 + (3 / 3/7)) / (2/9 * 4/3))
[33443] ['1/8', '4/7', '7/8', '8/5', '5'] -> (((5 / (7/8 * 8/5)) - 4/7) / 1/8)
[33444] ['4/9', '5/8', '8/7', '5/3', '4'] -> ((5/3 + 4) / (5/8 - (4/9 / 8/7)))
[33445] ['2/7', '5/6', '5/2', '9/2', '8'] -> (8 / (2/7 * (9/2 - (5/6 + 5/2))))
[33446] ['3/8', '4/7', '7/6', '7/6', '3'] -> (3 / (7/6 - (3/8 + (4/7 * 7/6))))
[33447] ['4/3', '4/3', '7/5', '3/2', '4'] -> (3/2 * ((4/3 / (7/5 - 4/3)) - 4))
[33448] ['1/9', '2/9', '3/7', '7/5', '3'] -> ((3/7 + 3) / (2/9 - (1/9 / 7/5)))
[33449] ['1/6', '5/8', '2/3', '9/2', '5'] -> (9/2 / (5/8 * (1/6 + (2/3 / 5))))
[33450] ['8/9', '9/7', '4/3', '7/5', '6'] -> ((9/7 * 7/5) * (6 * (8/9 + 4/3)))
[33451] ['1/7', '3/5', '3/4', '7/8', '9'] -> (9 / (3/5 * (3/4 - (1/7 * 7/8))))
[33452] ['1/9', '2/9', '3/7', '8/5', '3'] -> (3 / (3/7 * (2/9 + (1/9 / 8/5))))
[33453] ['2/9', '4/5', '8/9', '5/3', '5'] -> ((5/3 * (4/5 / 8/9)) + (5 / 2/9))
[33454] ['1/8', '4/7', '7/8', '9/5', '5'] -> ((9/5 * 5) / ((4/7 * 7/8) - 1/8))
[33455] ['1/6', '5/8', '5/7', '7/9', '5'] -> (5/7 / ((1/6 * 5) - (5/8 / 7/9)))
[33456] ['3/8', '4/7', '7/6', '5/4', '3'] -> (3 / ((5/4 / 7/6) - (3/8 + 4/7)))
[33457] ['1/9', '1/8', '3/4', '8/5', '4'] -> (((1/8 / 3/4) + (4 / 8/5)) / 1/9)
[33458] ['4/3', '4/3', '7/5', '7/3', '4'] -> ((4/3 + (4/3 * 7/3)) * (7/5 + 4))
[33459] ['1/8', '4/7', '7/8', '9/4', '5'] -> (((4/7 + 5) - (9/4 / 7/8)) / 1/8)
[33460] ['3/8', '4/7', '7/6', '9/7', '3'] -> (4/7 / (7/6 - (9/7 / (3/8 * 3))))
[33461] ['1/5', '2/9', '9/8', '5/3', '4'] -> ((5/3 + (4 / 1/5)) / (9/8 - 2/9))
[33462] ['3/8', '3/7', '5/4', '9/7', '4'] -> ((5/4 + 4) / (3/8 / (3/7 + 9/7)))
[33463] ['8/9', '9/7', '4/3', '5/3', '6'] -> ((9/7 * 6) * (8/9 + (4/3 * 5/3)))
[33464] ['2/7', '6/7', '6/7', '5/4', '8'] -> (2/7 + (8 * (5/4 + (6/7 + 6/7))))
[33465] ['1/6', '5/8', '5/7', '5/6', '5'] -> (5 / ((1/6 - 5/6) + (5/8 / 5/7)))
[33466] ['1/7', '3/5', '3/4', '8/7', '9'] -> (9 / (3/5 * (3/4 - (1/7 / 8/7))))
[33467] ['1/2', '1', '8/7', '7/4', '7/4'] -> (((7/4 + 7/4) / (8/7 - 1)) - 1/2)
[33468] ['3/8', '4/7', '7/6', '4/3', '3'] -> (3 / (((4/7 * 7/6) / 4/3) - 3/8))
[33469] ['1/8', '4/7', '7/8', '5/2', '5'] -> (((4/7 * 7/8) - (5/2 - 5)) / 1/8)
[33470] ['1/6', '4/9', '6/7', '6/5', '6'] -> ((6 / (6/7 * (4/9 - 1/6))) - 6/5)
[33471] ['4/3', '4/3', '3/2', '7/4', '4'] -> (4 / ((7/4 / 3/2) - (4/3 / 4/3)))
[33472] ['1/4', '4/5', '5/4', '2', '9/4'] -> (((5/4 + 9/4) + (2 / 4/5)) / 1/4)
[33473] ['1/9', '1/8', '7/9', '4/5', '4'] -> (4 / (4/5 * (1/9 + (1/8 * 7/9))))
[33474] ['1/9', '2/9', '3/7', '3', '9/2'] -> (3 + (9/2 / (3/7 * (1/9 / 2/9))))
[33475] ['1/4', '4/5', '5/4', '2', '7/3'] -> ((4/5 / 1/4) / (2 - (7/3 / 5/4)))
[33476] ['1/7', '3/5', '3/4', '6/5', '9'] -> (((3/5 + 9) + (6/5 / 1/7)) / 3/4)
[33477] ['4/9', '5/8', '7/6', '7/6', '4'] -> ((4 / 4/9) / ((7/6 / 7/6) - 5/8))
[33478] ['2/9', '4/5', '9/8', '9/8', '5'] -> (((5 / (2/9 * 4/5)) - 9/8) / 9/8)
[33479] ['1/6', '5/8', '5/7', '9/8', '5'] -> ((5 / (1/6 * 5/7)) / (5/8 + 9/8))
[33480] ['1/2', '1', '8/7', '7/4', '9/4'] -> (9/4 / (((7/4 - 1/2) / 8/7) - 1))
[33481] ['4/3', '4/3', '8/5', '7/4', '4'] -> ((4 / (7/4 - 8/5)) - (4/3 + 4/3))
[33482] ['1/9', '1/8', '7/9', '6/7', '4'] -> ((4 - (6/7 + (1/9 / 7/9))) / 1/8)
[33483] ['8/9', '9/7', '4/3', '9/4', '6'] -> (6 / ((9/4 / 9/7) - (4/3 / 8/9)))
[33484] ['1/9', '2/9', '4/9', '4/7', '3'] -> (4/9 / (((2/9 / 4/7) / 3) - 1/9))
[33485] ['1/7', '3/5', '3/4', '5/4', '9'] -> ((3/4 / 1/7) + (9 / (3/5 / 5/4)))
[33486] ['1/6', '5/8', '5/7', '7/6', '5'] -> (5 / (1/6 * (5/7 + (5/8 / 7/6))))
[33487] ['4/3', '4/3', '8/5', '5/2', '4'] -> (4 * ((5/2 * (4/3 + 8/5)) - 4/3))
[33488] ['1/8', '4/7', '8/9', '8/7', '5'] -> ((8/7 / 8/9) / ((1/8 * 5) - 4/7))
[33489] ['3/8', '4/7', '7/6', '9/4', '3'] -> (4/7 / (7/6 - (3 / (3/8 + 9/4))))
[33490] ['1/8', '4/7', '8/9', '7/6', '5'] -> ((5 + (7/6 / (1/8 * 4/7))) / 8/9)
[33491] ['3/8', '3/7', '5/4', '7/4', '4'] -> ((5/4 + (7/4 * (3/7 + 4))) / 3/8)
[33492] ['1/9', '1/8', '7/9', '7/5', '4'] -> (((1/9 / 7/9) + (4 / 7/5)) / 1/8)
[33493] ['4/9', '5/8', '7/6', '9/7', '4'] -> ((7/6 / ((5/8 / 9/7) - 4/9)) - 4)
[33494] ['1/6', '5/8', '5/7', '6/5', '5'] -> ((6/5 + (5/7 / 1/6)) * (5 - 5/8))
[33495] ['4/3', '4/3', '8/5', '7/2', '4'] -> (8/5 * ((4/3 / 4/3) + (7/2 * 4)))
[33496] ['4/9', '5/8', '7/6', '4/3', '4'] -> (4/3 / (7/6 - (4 * (4/9 * 5/8))))
[33497] ['4/3', '4/3', '8/5', '4', '9/2'] -> (4/3 / ((4 / 9/2) - (4/3 / 8/5)))
[33498] ['1/9', '2/9', '4/9', '6/7', '3'] -> (3 + ((4/9 / 6/7) / (1/9 * 2/9)))
[33499] ['1/6', '5/8', '5/7', '5/4', '5'] -> (5 / (5/4 - (1/6 + (5/8 / 5/7))))
[33500] ['3/8', '4/7', '7/6', '8/3', '3'] -> (3 / (3/8 - ((4/7 * 7/6) / 8/3)))
[33501] ['1/2', '1', '8/7', '9/5', '9/5'] -> (9/5 / ((9/5 / 8/7) - (1/2 + 1)))
[33502] ['2/9', '4/5', '9/8', '7/5', '5'] -> (5 * ((7/5 / (2/9 * 9/8)) - 4/5))
[33503] ['3/8', '3/7', '5/4', '7/3', '4'] -> ((5/4 + (3/7 * 7/3)) / (3/8 / 4))
[33504] ['1/6', '4/9', '6/7', '7/3', '6'] -> ((6/7 - (4/9 / 7/3)) / (1/6 / 6))
[33505] ['1/9', '2/9', '4/9', '6/5', '3'] -> (4/9 / ((1/9 / 6/5) - (2/9 / 3)))
[33506] ['1/7', '3/5', '3/4', '8/5', '9'] -> ((8/5 / 1/7) + ((3/5 + 9) / 3/4))
[33507] ['1/4', '4/5', '9/7', '5/3', '2'] -> ((4/5 + 2) * (5/3 / (1/4 / 9/7)))
[33508] ['2/7', '6/7', '7/8', '5/3', '8'] -> (8 / (7/8 * (6/7 - (2/7 * 5/3))))
[33509] ['1/6', '5/8', '5/7', '3/2', '5'] -> ((5/7 / (1/6 * 5/8)) * (5 - 3/2))
[33510] ['4/3', '4/3', '7/4', '7/4', '4'] -> (4 * (4/3 + (4/3 * (7/4 + 7/4))))
[33511] ['1/6', '4/9', '6/7', '5/2', '6'] -> (6 / ((5/2 / 6/7) - (4/9 / 1/6)))
[33512] ['4/9', '5/8', '7/6', '9/5', '4'] -> (4 * (9/5 + (7/6 / (4/9 * 5/8))))
[33513] ['1/7', '3/5', '3/4', '5/3', '9'] -> ((5/3 - 1/7) * (3/4 + (9 / 3/5)))
[33514] ['2/9', '4/5', '9/8', '5/3', '5'] -> ((5/3 * (4/5 * 9/8)) + (5 / 2/9))
[33515] ['4/3', '4/3', '7/4', '7/3', '4'] -> (4 * ((4/3 * 7/4) + (4/3 + 7/3)))
[33516] ['1/9', '1/8', '4/5', '5/6', '4'] -> ((4/5 / 4) / ((1/9 / 5/6) - 1/8))
[33517] ['1/9', '2/9', '4/9', '9/7', '3'] -> (4/9 / ((2/9 / (3 - 9/7)) - 1/9))
[33518] ['3/8', '3/7', '5/4', '7/2', '4'] -> ((3/7 * 7/2) / (3/8 - (5/4 / 4)))
[33519] ['1/8', '4/7', '8/9', '3/2', '5'] -> (((5 / 8/9) - (3/2 / 4/7)) / 1/8)
[33520] ['4/9', '5/8', '7/6', '7/3', '4'] -> (((4 * (5/8 + 7/3)) - 7/6) / 4/9)
[33521] ['3/8', '3/7', '5/4', '4', '9/2'] -> ((9/2 / ((3/7 * 5/4) - 3/8)) - 4)
[33522] ['3/8', '4/7', '6/5', '7/5', '3'] -> (3 / ((7/5 * (3/8 + 4/7)) - 6/5))
[33523] ['2/7', '6/7', '8/9', '6/5', '8'] -> ((8 / (8/9 + (2/7 - 6/7))) - 6/5)
