[230491] ['7/8', '8/5', '5/3', '7/2', '8'] -> (5/3 * (8 + (7/2 / (7/8 / 8/5))))
[237867] ['1/9', '1/6', '1/3', '3/5', '2'] -> ((1/9 + ((1/3 + 2) / 3/5)) / 1/6)
[237868] ['1/4', '5/6', '5/6', '9/4', '3'] -> (3 * ((9/4 / 1/4) - (5/6 / 5/6)))
[237869] ['1/5', '8/9', '8/9', '5/3', '6'] -> (((8/9 * 6) - (8/9 / 5/3)) / 1/5)
[237870] ['1/7', '5/6', '1', '9/2', '9/2'] -> ((((9/2 - 1) / 1/7) - 9/2) / 5/6)
[237871] ['9/8', '7/5', '9/4', '7/2', '8'] -> (8 * ((9/8 / 9/4) + (7/2 / 7/5)))
[237872] ['7/6', '9/7', '9/7', '4/3', '9'] -> (9 / (7/6 * (9/7 - (9/7 / 4/3))))
[237873] ['2/9', '2/7', '1', '9/8', '7/3'] -> ((7/3 / (2/9 / 2/7)) / (9/8 - 1))
[237874] ['1/6', '1/2', '8/9', '6/5', '7'] -> ((7 / ((1/2 * 8/9) - 1/6)) - 6/5)
[237875] ['5/6', '9/7', '2', '8/3', '8/3'] -> ((9/7 * 2) * (8/3 * (5/6 + 8/3)))
[237876] ['1/4', '5/6', '5/6', '7/3', '3'] -> (((7/3 * 3) - (5/6 / 5/6)) / 1/4)
[237877] ['1/5', '8/9', '8/9', '7/4', '6'] -> (((6 - 8/9) / 1/5) - (8/9 * 7/4))
[237878] ['3/4', '7/6', '7/5', '9/4', '6'] -> (6 * ((9/4 / (7/6 - 3/4)) - 7/5))
[237879] ['3/7', '6/5', '5/2', '5/2', '7'] -> ((6/5 + (3/7 / 5/2)) * (5/2 * 7))
[237880] ['1/6', '1/2', '8/9', '5/4', '7'] -> ((7 - (5/4 / 1/2)) / (1/6 / 8/9))
[237881] ['2/5', '3/7', '9/8', '9/7', '8'] -> (8 / (9/7 - (3/7 / (2/5 * 9/8))))
[237882] ['2/9', '2/7', '1', '9/8', '5/2'] -> ((5/2 + (1 / 2/7)) / (2/9 * 9/8))
[237883] ['3/7', '6/5', '5/2', '8/3', '7'] -> ((5/2 * 8/3) * (7 * (3/7 * 6/5)))
[237884] ['7/6', '9/7', '4/3', '9/5', '5'] -> ((9/7 + 9/5) * (5 * (7/6 * 4/3)))
[237885] ['1/5', '4/9', '4/5', '5/3', '2'] -> ((4/5 * 2) / ((4/9 / 5/3) - 1/5))
[237886] ['1/7', '6/7', '6/7', '1', '8/7'] -> ((6/7 / 1/7) / (1 - (6/7 / 8/7)))
[237887] ['2/9', '2/7', '1', '9/8', '8/3'] -> (8/3 / ((1 / 9/8) - (2/9 / 2/7)))
[237888] ['1/6', '1/2', '8/9', '7/5', '7'] -> (((7 / 7/5) - 1/2) / (1/6 / 8/9))
[237889] ['7/6', '9/7', '9/7', '5/3', '9'] -> (7/6 * (9/7 + (9 * (9/7 * 5/3))))
[237890] ['5/6', '9/7', '2', '7/2', '9/2'] -> ((2 * 7/2) * (9/2 - (5/6 * 9/7)))
[237891] ['3/7', '6/5', '5/2', '7/2', '7'] -> (7/2 * (7 - ((3/7 / 6/5) / 5/2)))
[237892] ['9/8', '7/5', '7/3', '5/2', '8'] -> (5/2 * ((9/8 * 8) + (7/5 / 7/3)))
[237893] ['2/5', '3/7', '9/8', '7/5', '8'] -> (((3/7 * 7/5) + (9/8 * 8)) / 2/5)
[237894] ['7/6', '9/7', '9/7', '7/4', '9'] -> ((9 / 7/4) / ((7/6 * 9/7) - 9/7))
[237895] ['1/4', '5/6', '6/7', '8/9', '3'] -> (6/7 / (1/4 - (5/6 / (8/9 + 3))))
[237896] ['5/6', '9/7', '2', '9/2', '9/2'] -> ((2 * 9/2) * ((9/2 / 9/7) - 5/6))
[237897] ['3/7', '6/5', '8/3', '8/3', '7'] -> (8/3 / (3/7 - (8/3 / (6/5 * 7))))
[237898] ['7/6', '9/7', '4/3', '7/3', '5'] -> ((4/3 / 7/3) * (5 / (9/7 - 7/6)))
[237899] ['3/4', '7/6', '3/2', '9/5', '6'] -> (6 / (3/4 * (7/6 - (3/2 / 9/5))))
[237900] ['9/8', '7/5', '7/3', '8/3', '8'] -> (7/3 + ((9/8 + 8/3) / (7/5 / 8)))
[237901] ['1/7', '6/7', '6/7', '1', '6/5'] -> (((6/7 / (6/5 - 1)) - 6/7) / 1/7)
[237902] ['1/9', '1/6', '1/3', '9/5', '2'] -> ((2 - (1/9 - 1/3)) / (1/6 / 9/5))
[237903] ['1/5', '4/9', '4/5', '2', '9/4'] -> ((2 + (9/4 * (4/9 + 4/5))) / 1/5)
[237904] ['1/2', '7/9', '4/5', '5/3', '6'] -> (((6 / 1/2) - 4/5) / (7/9 / 5/3))
[237905] ['1/6', '1/2', '8/9', '9/4', '7'] -> ((1/2 + (7 / (8/9 * 9/4))) / 1/6)
[237906] ['1/8', '1/2', '8/5', '5/3', '9'] -> (9 * (5/3 + (8/5 * (1/8 + 1/2))))
[237907] ['7/6', '9/7', '4/3', '5/2', '5'] -> ((7/6 / (4/3 - 9/7)) - (5/2 / 5))
[237908] ['5/6', '4/3', '4/3', '7/5', '2'] -> (4/3 / ((5/6 / (2 - 7/5)) - 4/3))
[237909] ['1/7', '6/7', '6/7', '1', '9/7'] -> ((6/7 + (6/7 / 1/7)) / (9/7 - 1))
[237910] ['9/8', '7/5', '7/3', '9/2', '8'] -> ((9/8 + 9/2) * (8 - (7/5 + 7/3)))
[237911] ['3/7', '6/5', '8/3', '9/2', '7'] -> ((6/5 * 8/3) * (9/2 + (3/7 * 7)))
[237912] ['1/9', '1/6', '3/8', '2/5', '2'] -> (2 / (2/5 * (1/6 + (1/9 * 3/8))))
[237913] ['1/5', '8/9', '9/8', '9/8', '6'] -> ((8/9 * 6) * ((9/8 / 1/5) - 9/8))
[237914] ['1/5', '4/9', '4/5', '2', '5/2'] -> (((4/5 + (2 / 4/9)) / 1/5) - 5/2)
[237915] ['1/4', '5/6', '6/7', '5/4', '3'] -> (3 / (5/4 - (5/6 + (1/4 / 6/7))))
[237916] ['1/6', '1/2', '8/9', '7/2', '7'] -> ((7 + (1/6 + 7/2)) / (1/2 * 8/9))
[237917] ['7/6', '9/7', '4/3', '8/3', '5'] -> (4/3 / ((5 / 9/7) - (7/6 + 8/3)))
[237918] ['9/8', '7/5', '5/2', '5/2', '8'] -> (5/2 * ((8 * (5/2 - 9/8)) - 7/5))
[237919] ['2/5', '3/7', '9/8', '7/4', '8'] -> (8 * (9/8 + (7/4 / (2/5 / 3/7))))
[237920] ['3/4', '7/6', '8/5', '7/3', '6'] -> (6 * ((7/3 / (7/6 - 3/4)) - 8/5))
[237921] ['1/7', '6/7', '6/7', '1', '3/2'] -> ((6/7 + 6/7) / (1/7 * (3/2 - 1)))
[237922] ['7/6', '9/7', '4/3', '7/2', '5'] -> (4/3 / (7/6 - (5 / (9/7 * 7/2))))
[237923] ['3/4', '7/6', '8/5', '5/2', '6'] -> ((6 + (8/5 * 5/2)) / (7/6 - 3/4))
[237924] ['1/5', '8/9', '9/8', '7/6', '6'] -> (7/6 / ((9/8 / (1/5 * 6)) - 8/9))
[237925] ['1/6', '1/2', '9/8', '6/5', '7'] -> ((7 / ((1/2 / 9/8) - 1/6)) - 6/5)
[237926] ['1/5', '4/9', '5/6', '5/6', '2'] -> (2 / ((5/6 * (5/6 - 1/5)) - 4/9))
[237927] ['1/8', '1/2', '7/4', '9/5', '9'] -> ((7/4 / 1/8) + (9 / (1/2 * 9/5)))
[237928] ['7/6', '9/7', '4/3', '5/3', '9'] -> ((9 * (5/3 + (4/3 / 7/6))) - 9/7)
[237929] ['1/7', '6/7', '6/7', '1', '5/3'] -> ((1/7 + 1) / ((6/7 + 6/7) - 5/3))
[237930] ['3/4', '7/6', '8/5', '7/2', '6'] -> (8/5 * (7/2 + (6 * (3/4 + 7/6))))
[237931] ['2/5', '3/7', '9/8', '9/4', '8'] -> (8 * ((9/4 / 2/5) - (9/8 / 3/7)))
[237932] ['9/8', '7/5', '8/3', '7/2', '8'] -> ((9/8 * 7/2) * (8 - (8/3 / 7/5)))
[237933] ['1/6', '1/2', '9/8', '7/5', '7'] -> (((7 / 7/5) - 1/2) / (1/6 * 9/8))
[237934] ['3/7', '5/4', '5/4', '9/7', '7'] -> ((7 + (5/4 / 5/4)) / (3/7 / 9/7))
[237935] ['7/6', '9/7', '4/3', '7/4', '9'] -> ((9 / (9/7 * 7/4)) / (4/3 - 7/6))
[237936] ['2/9', '2/7', '1', '8/7', '9/5'] -> (8/7 / ((1 / 9/5) - (2/9 + 2/7)))
[237937] ['3/4', '7/6', '5/3', '5/3', '6'] -> (6 / ((7/6 / 5/3) - (3/4 / 5/3)))
[237938] ['1/4', '5/6', '6/7', '5/3', '3'] -> (((5/6 + 5/3) + (3 / 6/7)) / 1/4)
[237939] ['5/6', '4/3', '4/3', '2', '7/2'] -> (4/3 / ((4/3 / (7/2 - 2)) - 5/6))
[237940] ['1/5', '4/9', '5/6', '7/8', '2'] -> ((1/5 * 5/6) / (4/9 - (7/8 / 2)))
[237941] ['9/8', '7/5', '8/3', '9/2', '8'] -> ((9/8 + 9/2) * (8 - (7/5 * 8/3)))
[237942] ['1/8', '1/2', '9/5', '7/3', '9'] -> (9 / (9/5 * (1/2 - (1/8 * 7/3))))
[237943] ['1/9', '1/6', '3/8', '6/7', '2'] -> (2 / (6/7 * (3/8 - (1/9 + 1/6))))
[237944] ['3/7', '5/4', '5/4', '4/3', '7'] -> (4/3 * (((5/4 + 7) / 3/7) - 5/4))
[237945] ['7/6', '9/7', '7/5', '5/3', '5'] -> (5 * (5/3 + (7/6 * (9/7 + 7/5))))
[237946] ['3/4', '7/6', '5/3', '9/5', '6'] -> (9/5 * ((6 * (3/4 + 5/3)) - 7/6))
[237947] ['1/5', '4/9', '5/6', '9/8', '2'] -> ((2 / (1/5 * 4/9)) / (5/6 * 9/8))
[237948] ['5/6', '4/3', '7/5', '7/5', '2'] -> (2 / (5/6 - (7/5 / (4/3 * 7/5))))
[237949] ['3/7', '5/4', '5/4', '7/5', '7'] -> (7 * ((3/7 + 5/4) + (5/4 * 7/5)))
[237950] ['7/6', '9/7', '4/3', '7/3', '9'] -> ((7/6 * 9) * (7/3 + (9/7 - 4/3)))
[237951] ['7/6', '9/7', '7/5', '7/4', '5'] -> ((9/7 * (7/6 + 7/4)) * (7/5 + 5))
[237952] ['1/8', '1/2', '9/5', '7/2', '9'] -> (((9 / 9/5) - 7/2) / (1/8 * 1/2))
[237953] ['2/5', '3/7', '9/8', '8/3', '8'] -> ((8/3 / 3/7) + (8 / (2/5 * 9/8)))
[237954] ['1/4', '5/6', '6/7', '9/5', '3'] -> ((9/5 + (3 / (5/6 * 6/7))) / 1/4)
[237955] ['9/8', '7/5', '7/2', '9/2', '8'] -> ((9/2 / 9/8) + (8 / (7/5 / 7/2)))
[237956] ['1/7', '6/7', '6/7', '1', '5/2'] -> ((6/7 + (6/7 / 1/7)) * (1 + 5/2))
[237957] ['3/4', '7/6', '7/4', '9/5', '6'] -> (6 / ((7/6 / 7/4) - (3/4 / 9/5)))
[237958] ['1/5', '8/9', '9/8', '7/4', '6'] -> (((6 - 8/9) / 1/5) - (7/4 / 9/8))
[237959] ['2/9', '2/7', '1', '8/7', '7/2'] -> (((1 / 2/9) - (8/7 - 7/2)) / 2/7)
[237960] ['7/6', '9/7', '7/5', '9/4', '5'] -> ((7/5 + 5) * (9/4 + (7/6 * 9/7)))
[237961] ['1/4', '5/6', '6/7', '9/4', '3'] -> (((3 / 6/7) - 5/6) / (1/4 / 9/4))
[237962] ['3/7', '5/4', '5/4', '3/2', '7'] -> (5/4 + ((7 + (5/4 + 3/2)) / 3/7))
[237963] ['1/5', '4/9', '5/6', '7/6', '2'] -> ((7/6 + (5/6 / 1/5)) / (4/9 / 2))
[237964] ['2/5', '3/7', '9/8', '7/2', '8'] -> ((3/7 * 7/2) + (8 / (2/5 / 9/8)))
[237965] ['1/2', '7/9', '5/6', '6/5', '6'] -> ((7/9 * 6) / ((5/6 / 6/5) - 1/2))
[237966] ['1/5', '8/9', '9/8', '9/5', '6'] -> ((9/5 - (8/9 * 9/8)) / (1/5 / 6))
[237967] ['7/6', '9/7', '7/5', '8/5', '9'] -> (9 / (9/7 * (7/6 - (7/5 / 8/5))))
[237968] ['3/4', '7/6', '9/5', '9/5', '6'] -> (6 / (((3/4 + 9/5) / 9/5) - 7/6))
[237969] ['2/9', '2/7', '1', '8/7', '9/2'] -> ((8/7 * (1 + (9/2 / 2/9))) - 2/7)
[237970] ['1/4', '5/6', '6/7', '5/2', '3'] -> (3 * ((1/4 / (6/7 - 5/6)) - 5/2))
[237971] ['9/8', '3/2', '3/2', '9/5', '8'] -> (9/5 * ((3/2 / 9/8) + (3/2 * 8)))
[237972] ['1/5', '8/9', '9/8', '9/4', '6'] -> (6 / (1/5 * (9/4 - (8/9 * 9/8))))
[237973] ['1/7', '6/7', '7/8', '1', '8/7'] -> ((8/7 + (6/7 + 1)) / (1/7 * 7/8))
[237974] ['1/6', '1/2', '8/7', '7/5', '7'] -> (8/7 / ((1/6 / 7/5) - (1/2 / 7)))
[237975] ['1/4', '5/6', '6/7', '8/3', '3'] -> ((3 + (6/7 * (5/6 + 8/3))) / 1/4)
[237976] ['1/8', '5/9', '5/9', '5/9', '9'] -> (9 / ((5/9 / (5/9 + 5/9)) - 1/8))
[237977] ['2/5', '3/7', '8/7', '7/6', '8'] -> ((8 / (2/5 * 7/6)) / (8/7 - 3/7))
[237978] ['5/6', '4/3', '7/5', '2', '5/2'] -> (2 / ((5/2 * (7/5 - 5/6)) - 4/3))
[237979] ['7/6', '9/7', '7/5', '7/4', '9'] -> ((9 / (9/7 - 7/6)) / (7/5 + 7/4))
[237980] ['3/7', '5/4', '5/4', '9/5', '7'] -> ((9/5 - 3/7) * (7 * (5/4 + 5/4)))
[237981] ['1/4', '5/6', '6/7', '3', '7/2'] -> ((6/7 / 3) / (1/4 - (5/6 / 7/2)))
[237982] ['2/9', '2/7', '1', '7/6', '9/7'] -> ((1 + 9/7) / (2/7 - (2/9 / 7/6)))
[237983] ['1/5', '4/9', '5/6', '3/2', '2'] -> (((2 / 1/5) - (5/6 - 3/2)) / 4/9)
[237984] ['2/5', '3/7', '8/7', '9/7', '8'] -> ((2/5 + 8) * (9/7 + (3/7 + 8/7)))
[237985] ['7/6', '9/7', '3/2', '8/5', '5'] -> ((3/2 + (7/6 * 9/7)) * (8/5 * 5))
[237986] ['1/5', '4/9', '5/6', '5/3', '2'] -> (2 / (5/6 - (5/3 * (1/5 / 4/9))))
[237987] ['3/7', '5/4', '5/4', '7/3', '7'] -> ((5/4 + 7/3) + (7 / (3/7 / 5/4)))
[237988] ['1/8', '5/9', '5/9', '5/8', '9'] -> (((5/9 / 5/8) - 5/9) / (1/8 / 9))
[237989] ['3/4', '7/6', '9/5', '7/2', '6'] -> ((7/2 / ((3/4 + 7/6) - 9/5)) - 6)
[237990] ['2/9', '2/7', '1', '7/6', '4/3'] -> (((1 / 7/6) + (4/3 / 2/9)) / 2/7)
[237991] ['7/6', '9/7', '7/5', '7/3', '9'] -> ((7/5 + 7/3) * ((9 / 7/6) - 9/7))
[237992] ['1/2', '7/9', '5/6', '9/4', '6'] -> ((6 * (1/2 / 9/4)) / (5/6 - 7/9))
[237993] ['1/6', '1/2', '8/7', '9/4', '7'] -> (8/7 * ((1/2 + 7) + (9/4 / 1/6)))
[237994] ['1/8', '5/9', '5/9', '2/3', '9'] -> (((5/9 / 5/9) - 2/3) / (1/8 / 9))
[237995] ['3/7', '5/4', '5/4', '5/2', '7'] -> (7 * (3/7 + ((5/4 + 5/2) / 5/4)))
[237996] ['5/6', '4/3', '3/2', '8/5', '2'] -> ((8/5 + (2 / 5/6)) / (3/2 - 4/3))
[237997] ['2/5', '3/7', '8/7', '9/4', '8'] -> ((9/4 * (8 + (8/7 / 2/5))) - 3/7)
[237998] ['7/6', '9/7', '3/2', '9/5', '5'] -> (5 * ((7/6 * 9/7) + (3/2 + 9/5)))
[237999] ['1/9', '1/6', '2/5', '1/2', '2'] -> ((1/6 + (2 / (2/5 / 1/2))) / 1/9)
[238000] ['9/8', '3/2', '7/4', '9/5', '8'] -> (8 / (((3/2 * 7/4) / 9/5) - 9/8))
[238001] ['1/5', '4/9', '5/6', '2', '9/4'] -> (2 / ((4/9 / 5/6) - (1/5 * 9/4)))
[238002] ['1/5', '8/9', '8/7', '7/6', '6'] -> (8/7 + (6 / (7/6 * (1/5 / 8/9))))
[238003] ['2/5', '3/7', '8/7', '7/3', '8'] -> (8/7 * ((3/7 * 7/3) + (8 / 2/5)))
[238004] ['1/6', '1/2', '7/6', '5/4', '7'] -> (((5/4 / 7/6) - 1/2) / (1/6 / 7))
[238005] ['1/5', '4/9', '5/6', '2', '5/2'] -> (((2 / (1/5 * 4/9)) - 5/2) / 5/6)
[238006] ['1/8', '5/9', '5/9', '4/5', '9'] -> (9 / ((5/9 * 4/5) - (1/8 * 5/9)))
[238007] ['2/9', '2/7', '1', '7/6', '5/3'] -> ((1 + 5/3) / ((2/7 * 7/6) - 2/9))
[238008] ['1/2', '7/9', '6/7', '9/8', '6'] -> (6 / ((9/8 * (7/9 * 6/7)) - 1/2))
[238009] ['7/6', '9/7', '3/2', '5/2', '5'] -> (3/2 * ((5/2 / (9/7 - 7/6)) - 5))
[238010] ['1/7', '6/7', '7/8', '1', '7/3'] -> ((1 + (6/7 * 7/3)) / (1/7 * 7/8))
[238011] ['3/7', '5/4', '9/7', '7/5', '7'] -> ((5/4 * 9/7) * ((7 / 3/7) - 7/5))
[238012] ['5/6', '4/3', '8/5', '8/5', '2'] -> (2 / (5/6 - (8/5 / (4/3 * 8/5))))
[238013] ['1/9', '1/6', '2/5', '5/7', '2'] -> ((2 + (2/5 / 1/9)) / (1/6 / 5/7))
[238014] ['2/5', '3/7', '8/7', '7/2', '8'] -> (8 / (2/5 * (7/2 - (8/7 / 3/7))))
[238015] ['1/6', '1/2', '7/6', '8/5', '7'] -> (8/5 * ((7 / 1/2) - (1/6 - 7/6)))
[238016] ['1/5', '4/9', '5/6', '2', '7/2'] -> ((((5/6 + 2) / 1/5) - 7/2) / 4/9)
[238017] ['7/6', '9/7', '3/2', '9/2', '5'] -> (7/6 * ((9/2 * 5) - (9/7 * 3/2)))
[238018] ['1/7', '6/7', '7/8', '1', '5/2'] -> ((1 + 5/2) / (7/8 * (1/7 / 6/7)))
[238019] ['9/8', '3/2', '9/5', '8/3', '8'] -> (9/5 * (8/3 + (8 / (9/8 / 3/2))))
[238020] ['2/5', '3/7', '8/7', '9/2', '8'] -> ((9/2 - (3/7 / 2/5)) / (8/7 / 8))
[238021] ['7/6', '9/7', '8/5', '8/5', '5'] -> ((8/5 + 8/5) * (5 * (7/6 * 9/7)))
[238022] ['1/5', '4/9', '6/7', '6/7', '2'] -> (((2 / 1/5) - 6/7) / (4/9 * 6/7))
[238023] ['1/9', '1/6', '2/5', '6/7', '2'] -> (2 / ((1/9 / 2/5) - (1/6 / 6/7)))
[238024] ['1/8', '5/9', '5/9', '7/8', '9'] -> (9 + ((7/8 + (5/9 / 5/9)) / 1/8))
[238025] ['3/7', '5/4', '9/7', '5/3', '7'] -> ((7 + (9/7 / 3/7)) / (5/3 - 5/4))
[238026] ['1/2', '7/9', '6/7', '7/5', '6'] -> ((6/7 + (6 / 7/9)) / (1/2 / 7/5))
[238027] ['1/9', '1/6', '2/5', '7/8', '2'] -> (2 / (2/5 * (7/8 - (1/9 / 1/6))))
[238028] ['2/9', '2/7', '1', '7/6', '7/3'] -> ((7/3 + (1 / (2/7 * 7/6))) / 2/9)
[238029] ['5/6', '4/3', '8/5', '2', '7/3'] -> (8/5 / ((7/3 / (5/6 * 2)) - 4/3))
[238030] ['1/4', '5/6', '8/9', '8/9', '3'] -> (8/9 / (3 - (8/9 / (1/4 / 5/6))))
[238031] ['1/9', '1/6', '2/5', '9/8', '2'] -> (((1/6 / 2/5) + (9/8 * 2)) / 1/9)
[238032] ['1/6', '1/2', '6/5', '7/4', '7'] -> ((((7 / 6/5) - 7/4) / 1/6) - 1/2)
[238033] ['1/4', '5/6', '8/9', '9/8', '3'] -> (8/9 / (3 - (5/6 / (1/4 * 9/8))))
[238034] ['7/6', '9/7', '8/5', '9/2', '9'] -> (8/5 * ((7/6 * 9/7) + (9/2 + 9)))
[238035] ['1/5', '8/9', '8/7', '8/5', '6'] -> ((6 - (8/5 / 8/9)) / (1/5 / 8/7))
[238036] ['1/2', '7/9', '6/7', '9/5', '6'] -> ((6 + (7/9 * 6/7)) / (1/2 / 9/5))
[238037] ['5/6', '4/3', '5/3', '9/5', '2'] -> ((2 / (5/6 / 4/3)) / (9/5 - 5/3))
[238038] ['1/7', '6/7', '8/9', '1', '9/7'] -> ((6/7 + ((1 + 9/7) / 8/9)) / 1/7)
[238039] ['2/9', '2/7', '1', '7/6', '7/2'] -> ((7/2 + (1 / 2/9)) / (2/7 * 7/6))
[238040] ['1/5', '4/9', '6/7', '8/7', '2'] -> (2 * ((8/7 / (1/5 * 4/9)) - 6/7))
[238041] ['1/8', '5/9', '5/9', '7/6', '9'] -> ((5/9 / 5/9) / (7/6 - (1/8 * 9)))
[238042] ['7/6', '9/7', '8/5', '9/4', '5'] -> ((5 / (8/5 * (9/7 - 7/6))) - 9/4)
[238043] ['1/7', '6/7', '8/9', '1', '4/3'] -> (4/3 / ((1/7 / 6/7) + (8/9 - 1)))
[238044] ['2/5', '3/7', '7/6', '3/2', '8'] -> ((7/6 * 8) * (3/2 + (3/7 / 2/5)))
[238045] ['1/5', '4/9', '6/7', '7/6', '2'] -> (((2 / 1/5) - 6/7) / (4/9 / 7/6))
[238046] ['1/9', '1/6', '2/5', '5/4', '2'] -> (((1/6 + 2) + (2/5 * 5/4)) / 1/9)
[238047] ['5/6', '4/3', '7/4', '7/4', '2'] -> (2 / (5/6 - (7/4 / (4/3 * 7/4))))
[238048] ['3/4', '6/5', '9/7', '9/7', '6'] -> ((9/7 * 6) / ((9/7 / 6/5) - 3/4))
[238049] ['9/8', '8/5', '8/5', '5/2', '8'] -> ((8/5 * 8/5) * (8 - (9/8 - 5/2)))
[238050] ['7/6', '9/7', '8/5', '5/2', '5'] -> (5 * (9/7 + ((8/5 + 5/2) / 7/6)))
[238051] ['1/7', '6/7', '8/9', '1', '3/2'] -> ((1/7 + 1) / (3/2 * (8/9 - 6/7)))
[238052] ['1/8', '5/9', '5/9', '4/3', '9'] -> ((4/3 - (5/9 / 5/9)) / (1/8 / 9))
[238053] ['1/9', '1/6', '2/5', '9/7', '2'] -> ((1/9 + (2 / (2/5 * 9/7))) / 1/6)
[238054] ['2/9', '2/7', '1', '6/5', '9/7'] -> (((1 / 6/5) + (9/7 / 2/7)) / 2/9)
[238055] ['9/8', '8/5', '8/5', '7/2', '8'] -> (((7/2 * 8) - (8/5 / 8/5)) / 9/8)
[238056] ['2/5', '3/7', '7/6', '7/4', '8'] -> (8 * (7/4 + (7/6 / (2/5 / 3/7))))
[238057] ['7/6', '9/7', '7/4', '9/5', '9'] -> ((9 / (9/7 - 7/6)) / (7/4 * 9/5))
[238058] ['7/6', '9/7', '8/5', '8/3', '5'] -> (5 * ((9/7 * 8/3) + (8/5 / 7/6)))
[238059] ['1/4', '5/6', '8/9', '9/7', '3'] -> ((8/9 + 3) * (9/7 / (1/4 * 5/6)))
[238060] ['1/2', '7/9', '7/8', '8/7', '6'] -> (6 * ((1/2 / (7/8 - 7/9)) - 8/7))
[238061] ['5/6', '4/3', '7/4', '2', '7/2'] -> (7/2 / ((5/6 - 2) + (7/4 / 4/3)))
[238062] ['1/5', '8/9', '8/7', '7/3', '6'] -> ((6 / (1/5 / 8/9)) - (8/7 * 7/3))
[238063] ['3/7', '5/4', '4/3', '5/2', '7'] -> (7 * ((5/4 + 5/2) - (3/7 / 4/3)))
[238064] ['1/9', '1/6', '2/5', '2', '9/4'] -> (9/4 + ((2 + (1/6 / 2/5)) / 1/9))
[238065] ['7/6', '9/7', '7/4', '8/3', '9'] -> (9 / (7/4 * (8/3 - (7/6 + 9/7))))
[238066] ['5/6', '4/3', '9/5', '9/5', '2'] -> (2 / (5/6 - (9/5 / (4/3 * 9/5))))
[238067] ['2/5', '3/7', '7/6', '9/4', '8'] -> (8 * ((3/7 / 2/5) + (9/4 / 7/6)))
[238068] ['1/5', '8/9', '8/7', '8/3', '6'] -> (8/7 * (6 + (8/3 / (1/5 * 8/9))))
[238069] ['1/7', '6/7', '8/9', '1', '9/4'] -> ((6/7 / (1/7 * 9/4)) / (1 - 8/9))
[238070] ['1/8', '5/9', '5/9', '9/5', '9'] -> (9 / ((5/9 * (9/5 - 1/8)) - 5/9))
[238071] ['2/9', '2/7', '1', '6/5', '5/3'] -> (((6/5 / 2/7) - 1) / (2/9 / 5/3))
[238072] ['7/6', '9/7', '5/3', '9/5', '5'] -> ((7/6 * (9/7 + 9/5)) * (5/3 + 5))
[238073] ['1/9', '1/6', '2/5', '2', '8/3'] -> (2 / (2/5 * (1/6 + (1/9 / 8/3))))
[238074] ['2/5', '3/7', '7/6', '7/3', '8'] -> ((3/7 * 8) * (7/6 + (7/3 / 2/5)))
[238075] ['3/4', '6/5', '9/7', '9/4', '6'] -> (((9/4 * 6) / (9/7 - 3/4)) - 6/5)
[238076] ['1/7', '6/7', '8/9', '1', '7/3'] -> ((((6/7 + 7/3) / 1/7) - 1) / 8/9)
[238077] ['1/8', '5/9', '5/9', '9/4', '9'] -> (((9 / 9/4) - (5/9 / 5/9)) / 1/8)
[238078] ['3/7', '5/4', '7/5', '7/5', '7'] -> ((3/7 / (7/5 - 5/4)) * (7/5 + 7))
[238079] ['9/8', '8/5', '5/3', '9/2', '8'] -> (5/3 * (8 + (9/2 / (9/8 / 8/5))))
[238080] ['7/6', '9/7', '5/3', '9/4', '5'] -> ((9/7 + 5) / ((9/4 / 7/6) - 5/3))
[238081] ['2/5', '3/7', '7/6', '5/2', '8'] -> (7/6 * ((5/2 * (2/5 + 8)) - 3/7))
[238082] ['1/7', '6/7', '8/9', '1', '5/2'] -> ((5/2 + (1/7 / 6/7)) / (1 - 8/9))
[238083] ['7/6', '9/7', '9/5', '7/3', '9'] -> ((7/6 * (9/7 + 9/5)) * (9 - 7/3))
[238084] ['1/4', '5/6', '8/9', '9/5', '3'] -> (((3 / 1/4) - 8/9) / (5/6 / 9/5))
[238085] ['1/9', '1/6', '3/7', '4/9', '2'] -> ((2 / (1/6 * 3/7)) - (4/9 / 1/9))
[238086] ['7/6', '9/7', '5/3', '7/3', '5'] -> ((5/3 + 5) / (7/3 * (9/7 - 7/6)))
[238087] ['1/2', '7/9', '7/8', '3/2', '6'] -> (6 / ((7/8 / (7/9 * 3/2)) - 1/2))
[238088] ['1/5', '4/9', '6/7', '8/5', '2'] -> ((2 + (8/5 / 4/9)) / (1/5 / 6/7))
[238089] ['1/7', '6/7', '8/9', '1', '7/2'] -> ((8/9 / (1/7 / 6/7)) * (1 + 7/2))
[238090] ['1/6', '1/2', '4/3', '7/5', '7'] -> ((7 / 7/5) / ((1/2 / 4/3) - 1/6))
[238091] ['1/5', '8/9', '7/6', '7/6', '6'] -> (6 * ((7/6 / (7/6 - 8/9)) - 1/5))
[238092] ['5/6', '4/3', '9/5', '2', '7/2'] -> (2 / ((5/6 * (7/2 - 9/5)) - 4/3))
[238093] ['1/9', '1/6', '3/7', '5/9', '2'] -> (((2 / 3/7) - (1/9 + 5/9)) / 1/6)
[238094] ['1/5', '8/9', '7/6', '6/5', '6'] -> (6 / (((1/5 + 7/6) / 6/5) - 8/9))
[238095] ['1/7', '6/7', '1', '9/8', '9/8'] -> (6/7 / ((1/7 * 9/8) + (1 - 9/8)))
