[186166] ['1/8', '8/9', '1', '7/4', '9/4'] -> ((8/9 * 9/4) + ((1 + 7/4) / 1/8))
[193740] ['3/7', '5/8', '3/4', '5/6', '6'] -> ((6 / 3/7) / ((5/6 / 5/8) - 3/4))
[193741] ['3/5', '2/3', '5/4', '4/3', '3'] -> (3 / (5/4 * (3/5 - (2/3 / 4/3))))
[193742] ['1/5', '1/3', '3/7', '5/8', '1'] -> (1 / (1/3 - (5/8 * (1/5 / 3/7))))
[193743] ['7/9', '4/5', '7/5', '9/2', '9'] -> ((9 * ((4/5 * 9/2) - 7/9)) - 7/5)
[193744] ['1/9', '4/7', '7/8', '9/7', '9'] -> (9 / (7/8 * (4/7 - (1/9 * 9/7))))
[193745] ['4/5', '6/7', '9/7', '8/5', '5'] -> ((6/7 / 5) / ((9/7 / 4/5) - 8/5))
[193746] ['3/5', '8/9', '9/8', '5/4', '6'] -> (6 / ((8/9 * 9/8) - (3/5 * 5/4)))
[193747] ['1/7', '1/2', '2/3', '9/4', '7'] -> (2/3 + ((1/2 + 7) / (1/7 * 9/4)))
[193748] ['2/5', '4/7', '8/7', '7/4', '7'] -> (7 * ((4/7 / 2/5) + (8/7 * 7/4)))
[193749] ['3/7', '5/8', '3/4', '8/9', '6'] -> (((6 / (3/7 * 8/9)) - 3/4) / 5/8)
[193750] ['1/7', '1/6', '3/8', '1', '8/3'] -> (((8/3 / 1/6) - (1 / 1/7)) / 3/8)
[193751] ['3/5', '2/3', '5/4', '5/3', '3'] -> ((3 / 3/5) / ((5/4 / 2/3) - 5/3))
[193752] ['5/7', '6/7', '9/5', '2', '5/2'] -> (6/7 / ((5/7 * 9/5) - (5/2 / 2)))
[193753] ['7/9', '4/5', '3/2', '8/5', '9'] -> (9 * (4/5 + (8/5 * (7/9 * 3/2))))
[193754] ['3/5', '3/4', '4/5', '9/8', '8'] -> ((9/8 + (3/5 / 8)) / (4/5 - 3/4))
[193755] ['2/5', '4/7', '8/7', '9/5', '7'] -> ((8/7 / 4/7) + ((9/5 + 7) / 2/5))
[193756] ['1/7', '1/6', '3/8', '1', '9/2'] -> (3/8 + (9/2 / (1/6 * (1/7 + 1))))
[193757] ['4/5', '6/7', '9/7', '9/4', '5'] -> (6/7 / ((9/7 - 4/5) - (9/4 / 5)))
[193758] ['3/7', '5/8', '3/4', '4/3', '6'] -> (((3/4 * 4/3) + (6 / 3/7)) / 5/8)
[193759] ['1/5', '1/3', '3/7', '4/5', '1'] -> (4/5 / ((1/3 / (3/7 + 1)) - 1/5))
[193760] ['5/7', '6/7', '9/5', '2', '7/2'] -> ((6/7 / 5/7) / (9/5 - (7/2 / 2)))
[193761] ['3/5', '8/9', '9/8', '7/5', '6'] -> ((7/5 + (8/9 * 9/8)) / (3/5 / 6))
[193762] ['3/7', '5/8', '3/4', '7/5', '6'] -> ((3/4 / (5/8 - (3/7 * 7/5))) - 6)
[193763] ['1/9', '4/7', '7/8', '5/3', '9'] -> ((5/3 + 9) / (4/7 - (1/9 / 7/8)))
[193764] ['4/5', '6/7', '9/7', '5/2', '5'] -> (5 * ((4/5 + 5/2) + (9/7 / 6/7)))
[193765] ['2/5', '4/7', '8/7', '8/3', '7'] -> ((8/7 + 8/3) * (7 - (2/5 / 4/7)))
[193766] ['3/5', '3/4', '5/6', '5/6', '8'] -> (8 / (3/4 - (5/6 * (3/5 * 5/6))))
[193767] ['1/5', '1/3', '3/7', '6/7', '1'] -> ((6/7 + ((3/7 + 1) / 1/5)) / 1/3)
[193768] ['1/9', '4/7', '7/8', '9/5', '9'] -> (9 / (7/8 * (1/9 + (4/7 / 9/5))))
[193769] ['1/7', '1/2', '5/7', '7/8', '7'] -> (7 / (7/8 - (1/2 / (1/7 + 5/7))))
[193770] ['2/5', '4/7', '8/7', '9/2', '7'] -> ((9/2 + (8/7 / 4/7)) + (7 / 2/5))
[193771] ['3/7', '9/8', '7/5', '2', '9/4'] -> (3/7 / (9/4 - ((9/8 + 2) / 7/5)))
[193772] ['2/9', '5/9', '6/7', '7/4', '3'] -> ((5/9 + 3) * (7/4 / (2/9 / 6/7)))
[193773] ['1/7', '1/6', '2/5', '4/7', '1'] -> (4/7 / (1/7 - (1/6 / (2/5 + 1))))
[193774] ['1/9', '4/7', '7/8', '9/4', '9'] -> (4/7 + ((1/9 + 9) / (7/8 / 9/4)))
[193775] ['1/7', '1/2', '5/7', '8/9', '7'] -> ((5/7 + 7) * (8/9 / (1/7 / 1/2)))
[193776] ['3/7', '7/9', '1', '3/2', '7/4'] -> ((1 / 3/2) / (7/9 - (3/7 * 7/4)))
[193777] ['5/7', '6/7', '2', '9/4', '7/3'] -> (6/7 / ((9/4 * (7/3 - 2)) - 5/7))
[193778] ['5/7', '5/2', '7/2', '9/2', '8'] -> ((5/7 * (5/2 + (9/2 * 8))) - 7/2)
[193779] ['2/5', '4/7', '7/6', '6/5', '7'] -> (4/7 / ((2/5 / 7) + (7/6 - 6/5)))
[193780] ['1/7', '1/2', '5/7', '9/8', '7'] -> ((5/7 + 7) / (9/8 * (1/7 / 1/2)))
[193781] ['5/7', '6/7', '2', '9/4', '5/2'] -> (6/7 / ((5/7 / 5/2) + (2 - 9/4)))
[193782] ['3/7', '5/8', '3/4', '9/5', '6'] -> ((6 / (3/7 / 9/5)) - (3/4 / 5/8))
[193783] ['2/9', '5/9', '6/7', '9/4', '3'] -> (3 / ((9/4 / 6/7) - (5/9 / 2/9)))
[193784] ['2/5', '4/7', '7/6', '5/4', '7'] -> (7 / (7/6 - (5/4 * (2/5 / 4/7))))
[193785] ['1/3', '7/9', '6/7', '5/3', '6'] -> (7/9 * (6/7 + (6 / (1/3 / 5/3))))
[193786] ['3/5', '8/9', '9/8', '7/3', '6'] -> (6 * (7/3 + (9/8 / (3/5 / 8/9))))
[193787] ['1/7', '1/6', '2/5', '5/7', '1'] -> ((1/7 + 1) / (5/7 * (1/6 * 2/5)))
[193788] ['3/5', '3/4', '5/6', '7/5', '8'] -> (8 / (3/4 - (5/6 / (3/5 + 7/5))))
[193789] ['3/7', '5/8', '3/4', '9/4', '6'] -> ((6 + (9/4 / 3/7)) / (5/8 * 3/4))
[193790] ['1/3', '7/9', '6/7', '7/4', '6'] -> (6 / ((6/7 / (1/3 / 7/9)) - 7/4))
[193791] ['1/5', '1/3', '3/7', '1', '6/5'] -> ((((1 + 6/5) / 3/7) - 1/3) / 1/5)
[193792] ['4/5', '6/7', '4/3', '7/4', '5'] -> ((4/5 * 5) / ((6/7 * 7/4) - 4/3))
[193793] ['2/5', '4/7', '7/6', '7/5', '7'] -> ((4/7 * 7) / ((2/5 + 7/6) - 7/5))
[193794] ['5/7', '6/7', '2', '7/3', '5/2'] -> ((6/7 + 2) / (5/7 * (5/2 - 7/3)))
[193795] ['1/3', '7/9', '6/7', '9/5', '6'] -> ((7/9 * 9/5) * ((6 / 1/3) - 6/7))
[193796] ['3/7', '5/8', '3/4', '7/3', '6'] -> ((3/7 + (6 / 7/3)) / (3/4 - 5/8))
[193797] ['2/9', '5/9', '6/7', '8/3', '3'] -> ((3 + (5/9 + 8/3)) / (2/9 / 6/7))
[193798] ['1/7', '1/6', '2/5', '7/9', '1'] -> ((1/6 + (1 / 2/5)) / (1/7 * 7/9))
[193799] ['2/5', '4/7', '7/6', '8/5', '7'] -> ((8/5 * 7) / (7/6 - (2/5 / 4/7)))
[193800] ['1/7', '1/2', '5/7', '7/4', '7'] -> ((5/7 + 7) / (1/7 * (1/2 + 7/4)))
[193801] ['7/9', '4/5', '8/5', '9/4', '9'] -> ((8/5 / 4/5) + (9/4 * (7/9 + 9)))
[193802] ['1/5', '1/3', '3/7', '1', '9/7'] -> (((1 / 1/5) + (9/7 / 3/7)) / 1/3)
[193803] ['3/7', '5/8', '3/4', '5/2', '6'] -> (((5/2 / 5/8) + (6 / 3/7)) / 3/4)
[193804] ['1/7', '1/6', '2/5', '6/7', '1'] -> (((1 / (2/5 - 1/6)) - 6/7) / 1/7)
[193805] ['2/9', '5/9', '6/7', '3', '9/2'] -> ((9/2 + (3 / 6/7)) / (5/9 - 2/9))
[193806] ['1/7', '1/2', '5/7', '9/5', '7'] -> ((1/2 + 7) * ((5/7 / 1/7) - 9/5))
[193807] ['1/3', '7/9', '6/7', '9/2', '6'] -> (6 * (9/2 - ((1/3 / 7/9) / 6/7)))
[193808] ['2/5', '4/7', '7/6', '5/3', '7'] -> ((7 * ((5/3 / 2/5) - 4/7)) - 7/6)
[193809] ['7/9', '4/5', '8/5', '5/2', '9'] -> (((8/5 * 9) * (5/2 - 7/9)) - 4/5)
[193810] ['5/7', '6/7', '2', '5/2', '8/3'] -> ((6/7 + 2) / (5/7 * (8/3 - 5/2)))
[193811] ['3/5', '8/9', '8/7', '7/6', '6'] -> (8/7 * ((6 / (7/6 - 8/9)) - 3/5))
[193812] ['3/7', '5/8', '3/4', '8/3', '6'] -> ((6 * (8/3 + (5/8 / 3/7))) - 3/4)
[193813] ['3/5', '3/4', '6/7', '9/8', '8'] -> (8 / ((3/4 / (3/5 * 6/7)) - 9/8))
[193814] ['3/7', '9/8', '3/2', '5/3', '2'] -> (2 / ((9/8 / (3/7 * 3/2)) - 5/3))
[193815] ['2/9', '5/9', '7/8', '7/8', '3'] -> (3 / (7/8 - (5/9 + (2/9 * 7/8))))
[193816] ['1/9', '4/7', '8/9', '5/4', '9'] -> (8/9 * ((5/4 / 1/9) + (9 / 4/7)))
[193817] ['1/3', '7/9', '7/8', '7/8', '6'] -> (((7/8 / 7/9) + (7/8 + 6)) / 1/3)
[193818] ['1/5', '1/3', '3/7', '1', '7/4'] -> (((1 / 1/5) - 3/7) / (1/3 / 7/4))
[193819] ['7/9', '4/5', '8/5', '9/2', '9'] -> ((8/5 * 9) / (7/9 - (4/5 / 9/2)))
[193820] ['5/7', '6/7', '2', '7/2', '9/2'] -> ((2 * 9/2) * (7/2 - (5/7 / 6/7)))
[193821] ['4/5', '6/7', '4/3', '7/2', '5'] -> (5 * (4/5 + (7/2 * (6/7 * 4/3))))
[193822] ['3/7', '9/8', '3/2', '7/4', '2'] -> (3/7 / (2 - (9/8 + (3/2 / 7/4))))
[193823] ['1/7', '1/2', '3/4', '3/4', '7'] -> (1/2 * ((7 / 1/7) - (3/4 / 3/4)))
[193824] ['3/7', '7/9', '1', '8/5', '8/5'] -> ((8/5 + (8/5 / 3/7)) / (1 - 7/9))
[193825] ['3/7', '5/8', '7/9', '7/9', '6'] -> (((7/9 / 7/9) + (6 / 3/7)) / 5/8)
[193826] ['7/9', '4/5', '5/3', '5/3', '9'] -> ((5/3 + (7/9 / 5/3)) / (4/5 / 9))
[193827] ['1/7', '1/2', '3/4', '7/9', '7'] -> (7 / (3/4 * (1/2 - (1/7 * 7/9))))
[193828] ['2/9', '5/9', '7/8', '7/6', '3'] -> ((5/9 * 3) / (7/6 - (2/9 + 7/8)))
[193829] ['1/7', '1/6', '2/5', '1', '5/4'] -> ((1 / (1/7 * 5/4)) / (2/5 - 1/6))
[193830] ['2/5', '4/7', '6/5', '6/5', '7'] -> ((6/5 + 6/5) * (7 / (2/5 / 4/7)))
[193831] ['1/3', '7/9', '7/8', '8/7', '6'] -> ((6 + (1/3 / 7/9)) / (8/7 - 7/8))
[193832] ['7/9', '4/5', '5/3', '7/4', '9'] -> ((9 * (7/9 + (5/3 / 4/5))) - 7/4)
[193833] ['3/4', '3/4', '3/4', '5/6', '8'] -> (8 / (5/6 - (3/4 / (3/4 + 3/4))))
[193834] ['1/7', '1/2', '3/4', '5/6', '7'] -> ((7 * (1/7 / 1/2)) / (5/6 - 3/4))
[193835] ['3/7', '5/8', '7/9', '6/7', '6'] -> (6 / (6/7 * (5/8 - (3/7 * 7/9))))
[193836] ['1/9', '4/7', '8/9', '5/3', '9'] -> ((5/3 + 9) / (4/7 * (8/9 - 1/9)))
[193837] ['2/5', '4/7', '6/5', '7/5', '7'] -> (6/5 / (2/5 - (7/5 / (4/7 * 7))))
[193838] ['3/7', '7/9', '1', '8/5', '9/5'] -> (8/5 / ((7/9 * (9/5 - 3/7)) - 1))
[193839] ['3/7', '9/8', '3/2', '2', '5/2'] -> ((3/2 * 2) / ((9/8 / 3/7) - 5/2))
[193840] ['5/7', '7/8', '7/8', '7/6', '2'] -> (2 / ((5/7 * (7/8 + 7/8)) - 7/6))
[193841] ['7/9', '4/5', '5/3', '9/4', '9'] -> ((9 - (7/9 / 5/3)) / (4/5 / 9/4))
[193842] ['3/4', '3/4', '3/4', '8/9', '8'] -> (8 / ((3/4 / 3/4) - (3/4 * 8/9)))
[193843] ['2/5', '4/7', '6/5', '3/2', '7'] -> ((4/7 + (6/5 / 3/2)) / (2/5 / 7))
[193844] ['2/9', '5/9', '7/8', '5/3', '3'] -> (3 / ((7/8 / 5/3) - (2/9 / 5/9)))
[193845] ['1/3', '7/9', '7/8', '9/7', '6'] -> ((6 + (7/9 * 9/7)) / (1/3 * 7/8))
[193846] ['1/3', '7/9', '7/8', '4/3', '6'] -> (6 * (4/3 + (7/9 / (1/3 * 7/8))))
[193848] ['1/9', '4/7', '8/9', '9/4', '9'] -> (9/4 * ((1/9 + 9) + (8/9 / 4/7)))
[193847] ['7/9', '4/5', '5/3', '5/2', '9'] -> ((4/5 * 5/2) + (9 * (7/9 + 5/3)))
[193849] ['2/5', '4/7', '6/5', '5/3', '7'] -> (7 * ((4/7 / 2/5) + (6/5 * 5/3)))
[193850] ['4/5', '6/7', '7/5', '9/5', '5'] -> ((4/5 * 5) / (9/5 - (7/5 / 6/7)))
[193851] ['1/7', '1/2', '3/4', '7/6', '7'] -> (7 / (1/2 * (3/4 - (1/7 * 7/6))))
[193852] ['3/5', '3/4', '6/7', '9/4', '8'] -> ((6/7 * 8) * (9/4 + (3/4 / 3/5)))
[193853] ['2/5', '4/7', '6/5', '7/4', '7'] -> ((7 + (4/7 * 7/4)) / (2/5 / 6/5))
[193854] ['3/7', '7/9', '1', '8/5', '5/2'] -> (8/5 / ((1 / 5/2) - (3/7 * 7/9)))
[193855] ['4/5', '6/7', '7/5', '9/4', '5'] -> (5 / (9/4 - (7/5 / (4/5 * 6/7))))
[193856] ['1/5', '1/3', '4/9', '1/2', '1'] -> ((1/3 + (1 / 1/5)) / (4/9 * 1/2))
[193857] ['3/7', '9/8', '3/2', '2', '9/2'] -> (9/2 / (3/2 - (9/8 / (3/7 * 2))))
[193858] ['1/9', '4/7', '8/9', '7/3', '9'] -> (8/9 / (((4/7 * 7/3) / 9) - 1/9))
[193859] ['3/7', '5/8', '7/9', '5/4', '6'] -> ((6 + (5/4 / 5/8)) / (3/7 * 7/9))
[193860] ['1/3', '7/9', '7/8', '3/2', '6'] -> ((6 / (1/3 / 7/9)) / (7/8 / 3/2))
[193861] ['5/7', '7/8', '7/8', '4/3', '2'] -> (2 / (4/3 - (5/7 * (7/8 + 7/8))))
[193862] ['7/9', '4/5', '5/3', '9/2', '9'] -> (4/5 / ((9/2 / 9) - (7/9 / 5/3)))
[193863] ['2/5', '4/7', '6/5', '9/5', '7'] -> (6/5 / ((9/5 / (4/7 * 7)) - 2/5))
[193864] ['1/7', '1/2', '3/4', '4/3', '7'] -> (1/2 * ((7 / 1/7) - (3/4 * 4/3)))
[193865] ['4/5', '6/7', '7/5', '5/2', '5'] -> ((7/5 / (6/7 - 4/5)) - (5/2 / 5))
[193866] ['3/5', '3/4', '6/7', '5/2', '8'] -> ((3/4 + 8) * (3/5 + (6/7 * 5/2)))
[193867] ['1/3', '7/9', '7/8', '5/3', '6'] -> (((6 / 1/3) - 5/3) / (7/9 * 7/8))
[193868] ['2/9', '5/9', '8/9', '7/6', '3'] -> ((8/9 / 2/9) / (5/9 - (7/6 / 3)))
[193869] ['1/9', '4/7', '8/9', '7/2', '9'] -> (8/9 * (9 + (7/2 / (1/9 / 4/7))))
[193870] ['3/4', '3/4', '3/4', '7/4', '8'] -> ((3/4 * 8) / (7/4 - (3/4 + 3/4)))
[193871] ['1/7', '1/6', '2/5', '1', '8/3'] -> (((8/3 + (1 / 1/7)) / 2/5) - 1/6)
[193872] ['2/5', '4/7', '6/5', '8/3', '7'] -> (7 * ((2/5 * 4/7) + (6/5 * 8/3)))
[193873] ['4/5', '6/7', '7/5', '8/3', '5'] -> (8/3 * (4/5 + (7/5 * (6/7 + 5))))
[193874] ['2/9', '5/9', '8/9', '6/5', '3'] -> ((3 + (5/9 + 8/9)) / (2/9 / 6/5))
[193875] ['1/7', '1/2', '3/4', '8/5', '7'] -> (((7 / (1/2 - 1/7)) - 8/5) / 3/4)
[193876] ['3/7', '5/8', '7/9', '3/2', '6'] -> ((3/2 * 6) / ((5/8 / 7/9) - 3/7))
[193877] ['2/5', '4/7', '6/5', '9/2', '7'] -> (((4/7 * 9/2) - 6/5) / (2/5 / 7))
[193878] ['3/4', '3/4', '3/4', '7/3', '8'] -> (8 / (7/3 - ((3/4 + 3/4) / 3/4)))
[193879] ['2/9', '5/9', '8/9', '5/4', '3'] -> ((8/9 + (5/4 * (5/9 + 3))) / 2/9)
[193880] ['1/7', '1/2', '3/4', '5/3', '7'] -> (7 / (1/7 * (5/3 + (1/2 * 3/4))))
[193881] ['3/7', '5/8', '7/9', '8/5', '6'] -> (((6 / 5/8) - 8/5) / (3/7 * 7/9))
[193882] ['1/5', '1/3', '4/9', '5/6', '1'] -> (1 / ((5/6 * (1/5 / 4/9)) - 1/3))
[193883] ['3/7', '7/9', '1', '5/3', '9/4'] -> ((1 / ((7/9 / 5/3) - 3/7)) - 9/4)
[193884] ['1/3', '7/9', '7/8', '5/2', '6'] -> ((7/8 + 5/2) * (6 + (1/3 + 7/9)))
[193885] ['2/9', '5/9', '8/9', '9/7', '3'] -> (8/9 / (5/9 - (3 * (2/9 / 9/7))))
[193886] ['3/4', '3/4', '7/9', '7/9', '8'] -> ((3/4 * 8) / ((7/9 / 7/9) - 3/4))
[193887] ['3/5', '3/4', '7/8', '7/8', '8'] -> (8 * ((3/4 / 3/5) + (7/8 + 7/8)))
[193888] ['3/5', '8/9', '7/6', '7/6', '6'] -> (6 * ((8/9 + 7/6) + (7/6 / 3/5)))
[193889] ['2/9', '5/9', '8/9', '7/5', '3'] -> (8/9 / (((5/9 * 7/5) / 3) - 2/9))
[193890] ['3/5', '3/4', '7/8', '8/9', '8'] -> ((8 / 8/9) / ((3/4 / 3/5) - 7/8))
[193891] ['1/5', '1/3', '4/9', '7/8', '1'] -> (1 / (7/8 - (4/9 / (1/5 + 1/3))))
[193892] ['5/7', '7/8', '7/8', '2', '7/3'] -> (2 / ((7/8 + 7/8) - (5/7 * 7/3)))
[193893] ['1/7', '1/6', '3/7', '3/5', '1'] -> (((3/7 / (1/7 * 3/5)) - 1) / 1/6)
[193894] ['3/4', '3/4', '7/9', '6/7', '8'] -> (8 / ((3/4 / 3/4) - (7/9 * 6/7)))
[193895] ['4/5', '6/7', '3/2', '9/5', '5'] -> ((9/5 / (6/7 - 4/5)) - (3/2 * 5))
[193896] ['1/9', '4/7', '9/8', '5/4', '9'] -> (((5/4 / 1/9) + (9 / 4/7)) / 9/8)
[193897] ['3/5', '8/9', '7/6', '5/4', '6'] -> ((6 + (7/6 / 5/4)) / (8/9 - 3/5))
[193898] ['1/3', '7/9', '8/9', '9/7', '6'] -> ((9/7 + (6 / 7/9)) / (1/3 / 8/9))
[193899] ['3/7', '7/9', '1', '5/3', '8/3'] -> (8/3 / ((7/9 + 5/3) - (1 / 3/7)))
[193900] ['1/5', '1/3', '4/9', '1', '9/8'] -> ((1 / 1/5) / ((4/9 / 1/3) - 9/8))
[193901] ['4/5', '6/7', '3/2', '9/4', '5'] -> (5 * ((4/5 + 9/4) + (3/2 / 6/7)))
[193902] ['2/5', '4/7', '5/4', '5/3', '7'] -> ((7 / (2/5 / 4/7)) / (5/3 - 5/4))
[193903] ['1/3', '7/9', '8/9', '7/5', '6'] -> ((8/9 * 6) / ((7/9 / 7/5) - 1/3))
[193904] ['2/9', '5/9', '8/9', '9/5', '3'] -> (3 / (((5/9 / 8/9) / 9/5) - 2/9))
[193905] ['1/7', '1/2', '7/9', '6/7', '7'] -> ((6/7 / 1/7) + (7 / (1/2 * 7/9)))
[193906] ['4/5', '6/7', '3/2', '7/3', '5'] -> ((6/7 + (4/5 * 3/2)) * (7/3 * 5))
[193907] ['2/9', '5/9', '8/9', '9/4', '3'] -> (3 / ((5/9 / 8/9) - (2/9 * 9/4)))
[193908] ['5/7', '7/8', '7/8', '2', '9/2'] -> (9/2 / ((5/7 * 7/8) - (7/8 / 2)))
[193909] ['1/3', '7/9', '8/9', '8/5', '6'] -> ((7/9 + (8/9 / 8/5)) / (1/3 / 6))
[193910] ['3/5', '3/4', '7/8', '5/4', '8'] -> (8 / ((7/8 / (3/4 * 5/4)) - 3/5))
[193911] ['3/5', '8/9', '7/6', '8/5', '6'] -> (6 * (8/9 + (8/5 / (3/5 / 7/6))))
[193912] ['3/5', '3/4', '7/8', '9/7', '8'] -> (8 * ((3/4 / 7/8) + (9/7 / 3/5)))
[193913] ['7/9', '4/5', '9/4', '5/2', '9'] -> ((4/5 * 5/2) + (9/4 * (7/9 + 9)))
[193914] ['1/7', '1/2', '7/9', '8/7', '7'] -> (7 / (7/9 * (1/2 - (1/7 / 8/7))))
[193915] ['3/4', '3/4', '7/9', '5/4', '8'] -> (8 * (7/9 + (5/4 / (3/4 * 3/4))))
[193916] ['1/9', '4/7', '9/8', '5/3', '9'] -> (5/3 / ((1/9 / 4/7) - (9/8 / 9)))
[193917] ['2/5', '4/7', '5/4', '5/2', '7'] -> (7 * ((4/7 / 2/5) + (5/2 / 5/4)))
[193918] ['3/7', '5/8', '7/9', '9/2', '6'] -> (6 / (3/7 - ((5/8 / 7/9) / 9/2)))
[193919] ['1/7', '1/2', '7/9', '7/6', '7'] -> ((7 + ((1/2 + 7/6) / 1/7)) / 7/9)
[193920] ['7/9', '4/5', '9/4', '7/2', '9'] -> (((7/9 + 9) / (4/5 / 9/4)) - 7/2)
[193921] ['1/5', '1/3', '4/9', '1', '4/3'] -> (((1 / 1/5) + (4/3 / 4/9)) / 1/3)
[193922] ['3/5', '3/4', '7/8', '8/5', '8'] -> ((8 * (3/5 / 8/5)) / (7/8 - 3/4))
[193923] ['3/5', '8/9', '7/6', '7/4', '6'] -> (7/6 + (6 * (8/9 + (7/4 / 3/5))))
[193924] ['3/4', '3/4', '7/9', '7/5', '8'] -> (8 / (3/4 - ((3/4 * 7/9) / 7/5)))
[193925] ['1/7', '1/2', '7/9', '6/5', '7'] -> ((7 / (7/9 * (1/2 - 1/7))) - 6/5)
[193926] ['1/3', '7/9', '9/8', '7/6', '6'] -> ((6 / (1/3 * 7/9)) / (9/8 / 7/6))
[193927] ['3/5', '8/9', '7/6', '9/4', '6'] -> (((6 / (3/5 / 9/4)) - 7/6) / 8/9)
[193928] ['3/4', '3/4', '7/9', '7/4', '8'] -> ((3/4 + (3/4 / 7/9)) * (7/4 * 8))
[193929] ['7/9', '4/5', '7/3', '7/3', '9'] -> ((7/3 + (7/3 * 9)) / (7/9 / 4/5))
[193930] ['4/5', '6/7', '8/5', '9/5', '5'] -> ((4/5 + (8/5 / 6/7)) * (9/5 * 5))
[193931] ['3/7', '7/9', '1', '7/4', '8/3'] -> ((8/3 / 7/9) / ((1 / 7/4) - 3/7))
[193932] ['1/7', '1/2', '7/9', '9/7', '7'] -> (1/2 * ((7 / 1/7) - (7/9 * 9/7)))
[193933] ['7/9', '4/5', '7/3', '7/2', '9'] -> ((7/2 / (7/9 / 4/5)) * (9 - 7/3))
[193934] ['1/5', '1/3', '4/9', '1', '7/4'] -> ((7/4 / (1/5 * 1/3)) - (1 / 4/9))
[193935] ['1/3', '7/9', '9/8', '9/7', '6'] -> ((9/7 + (6 / 7/9)) / (1/3 * 9/8))
[193936] ['3/4', '3/4', '7/9', '9/2', '8'] -> ((8 + (9/2 / 3/4)) / (3/4 * 7/9))
[193937] ['4/5', '6/7', '8/5', '7/3', '5'] -> ((6/7 * 7/3) * (5 * (4/5 + 8/5)))
[193938] ['3/5', '3/4', '7/8', '7/3', '8'] -> (7/3 + ((3/4 + 7/8) / (3/5 / 8)))
[193939] ['1/7', '1/2', '7/9', '7/5', '7'] -> ((7/9 + 7) / (1/2 / (1/7 + 7/5)))
[193940] ['3/4', '3/4', '4/5', '4/5', '8'] -> ((3/4 * 8) / ((4/5 / 4/5) - 3/4))
[193941] ['7/9', '4/5', '7/3', '9/2', '9'] -> ((9/2 + ((7/3 + 9) / 4/5)) / 7/9)
[193942] ['1/7', '1/6', '4/9', '4/7', '1'] -> (1 / (1/6 * (4/7 - (1/7 / 4/9))))
[193943] ['1/3', '7/9', '9/8', '7/5', '6'] -> ((6 / 9/8) / ((7/9 / 7/5) - 1/3))
[193944] ['3/4', '3/4', '4/5', '5/6', '8'] -> (8 / ((3/4 / 3/4) - (4/5 * 5/6)))
[193945] ['7/9', '4/5', '5/2', '5/2', '9'] -> (4/5 / ((7/9 / 5/2) - (5/2 / 9)))
[193946] ['1/9', '4/7', '9/8', '7/2', '9'] -> ((9 + (7/2 / (1/9 / 4/7))) / 9/8)
[193947] ['3/5', '3/4', '7/8', '7/2', '8'] -> (8 / (3/4 - (7/8 / (3/5 * 7/2))))
[193948] ['1/5', '1/3', '4/9', '1', '5/2'] -> ((1/3 + 1) / ((1/5 * 5/2) - 4/9))
[193949] ['2/9', '5/9', '9/8', '8/3', '3'] -> ((3 + (8/3 / 2/9)) / (5/9 * 9/8))
[193950] ['3/5', '8/9', '6/5', '6/5', '6'] -> ((3/5 * 6) / ((6/5 / 8/9) - 6/5))
[193951] ['3/4', '3/4', '4/5', '6/7', '8'] -> (8 / (4/5 - (3/4 / (3/4 + 6/7))))
[193952] ['3/7', '9/8', '7/4', '2', '9/4'] -> (3/7 / ((9/8 - 9/4) + (2 / 7/4)))
[193953] ['2/5', '4/7', '9/7', '9/4', '7'] -> (9/7 / (((4/7 + 9/4) / 2/5) - 7))
[193954] ['1/7', '1/2', '7/9', '5/3', '7'] -> ((7 - 5/3) / (7/9 * (1/7 / 1/2)))
[193955] ['2/9', '5/9', '9/8', '3', '9/2'] -> (9/2 / (3 - (9/8 / (2/9 / 5/9))))
[193956] ['1/7', '1/6', '4/9', '5/7', '1'] -> ((1/7 + ((5/7 + 1) / 4/9)) / 1/6)
[193957] ['3/7', '5/8', '4/5', '5/4', '6'] -> (((4/5 * 5/4) + (6 / 3/7)) / 5/8)
[193958] ['1/9', '4/7', '8/7', '6/5', '9'] -> (9 + ((8/7 / 6/5) / (1/9 * 4/7)))
[193959] ['1/5', '1/3', '4/9', '1', '7/2'] -> ((7/2 / (1/3 - 1/5)) - (1 / 4/9))
[193960] ['7/9', '4/5', '8/3', '7/2', '9'] -> (9 + ((8/3 * 7/2) / (7/9 * 4/5)))
[193961] ['1/3', '7/9', '9/8', '9/4', '6'] -> ((9/8 + 9/4) * (6 + (1/3 + 7/9)))
[193962] ['3/7', '5/8', '4/5', '4/3', '6'] -> (6 * ((4/5 / 3/7) + (4/3 / 5/8)))
[193963] ['1/7', '1/2', '7/9', '9/4', '7'] -> ((9/4 / (1/2 / 7/9)) * (7 - 1/7))
[193964] ['1/5', '1/3', '1/2', '1/2', '1'] -> ((1/2 + ((1/2 + 1) / 1/5)) / 1/3)
[193965] ['2/5', '4/7', '4/3', '4/3', '7'] -> (7 * (((4/7 + 4/3) / 2/5) - 4/3))
[193966] ['3/4', '3/4', '4/5', '5/4', '8'] -> ((3/4 * 8) / ((4/5 * 5/4) - 3/4))
[193967] ['1/5', '1/3', '1/2', '5/9', '1'] -> ((1/3 + 1) / (5/9 * (1/5 * 1/2)))
[193968] ['3/5', '8/9', '6/5', '7/4', '6'] -> (6 * (7/4 + (6/5 / (3/5 * 8/9))))
