[124111] ['1/8', '1/3', '4/5', '3/2', '7'] -> (((3/2 / (1/8 * 4/5)) - 7) / 1/3)
[130631] ['2/9', '7/5', '7/4', '9/5', '8'] -> ((8 + (2/9 * 9/5)) / (7/4 - 7/5))
[130632] ['2/3', '2/3', '5/7', '8/9', '4'] -> ((8/9 / (2/3 * (5/7 - 2/3))) - 4)
[130633] ['1/2', '1/2', '8/7', '4/3', '3'] -> (1/2 / (4/3 - (3 * (1/2 / 8/7))))
[130634] ['5/8', '5/7', '7/9', '5/3', '5'] -> ((5 / (5/8 * 5/7)) / (7/9 / 5/3))
[130635] ['1/7', '5/9', '9/8', '7/3', '3'] -> (3 / (((5/9 * 9/8) / 7/3) - 1/7))
[130636] ['1/3', '3/8', '3/5', '9/4', '7'] -> ((9/4 / (3/8 / 3/5)) * (7 - 1/3))
[130637] ['5/7', '7/6', '5/3', '9/4', '3'] -> (3 / ((7/6 * (9/4 - 5/7)) - 5/3))
[130638] ['2/9', '7/5', '7/4', '9/4', '8'] -> (8 / ((7/4 / (7/5 * 9/4)) - 2/9))
[130639] ['1/7', '4/9', '1/2', '9/4', '4'] -> (((4 / (1/7 * 9/4)) - 4/9) / 1/2)
[130640] ['3/8', '6/7', '7/6', '3/2', '2'] -> ((3/2 / 7/6) / ((6/7 / 2) - 3/8))
[130641] ['1/2', '1/2', '8/7', '7/5', '3'] -> ((8/7 * 3) / (1/2 - (1/2 / 7/5)))
[130642] ['2/3', '2/3', '5/7', '8/7', '4'] -> ((8/7 * 4) / (2/3 - (2/3 * 5/7)))
[130643] ['3/8', '3/4', '6/7', '1', '7/6'] -> (6/7 / (1 - ((3/8 + 3/4) / 7/6)))
[130644] ['4/7', '5/6', '5/6', '9/4', '9'] -> (((5/6 + 5/6) / (4/7 / 9)) - 9/4)
[130645] ['2/3', '2/3', '5/7', '7/6', '4'] -> (4 / ((2/3 / 2/3) - (5/7 * 7/6)))
[130646] ['5/8', '5/7', '7/9', '9/5', '5'] -> (5 / ((5/7 * 7/9) - (5/8 / 9/5)))
[130647] ['1/7', '1/6', '1/3', '3/2', '6'] -> (6 * ((1/6 + 3/2) + (1/3 / 1/7)))
[130648] ['1/2', '1/2', '8/7', '8/5', '3'] -> (3 / ((1/2 / 8/7) - (1/2 / 8/5)))
[130649] ['3/8', '6/7', '7/6', '5/3', '2'] -> ((6/7 * 7/6) / ((3/8 + 5/3) - 2))
[130650] ['4/7', '5/6', '5/6', '7/3', '9'] -> ((5/6 + 5/6) + (7/3 * (4/7 + 9)))
[130651] ['1/4', '7/9', '8/7', '8/7', '4'] -> (((8/7 + (4 / 7/9)) / 1/4) - 8/7)
[130652] ['2/9', '7/5', '7/4', '8/3', '8'] -> (((8 / 7/5) - 8/3) / (2/9 / 7/4))
[130653] ['1/7', '1/6', '1/3', '8/5', '6'] -> ((1/6 + (1/3 / 1/7)) * (8/5 * 6))
[130654] ['1/3', '3/8', '3/5', '9/2', '7'] -> ((1/3 + (9/2 / 3/8)) + (7 / 3/5))
[130655] ['3/8', '3/4', '6/7', '1', '5/4'] -> ((3/4 / 3/8) / (5/4 - (1 / 6/7)))
[130656] ['1/7', '5/9', '9/8', '3', '7/2'] -> (3 / ((5/9 * 9/8) - (1/7 * 7/2)))
[130657] ['2/9', '3/7', '5/6', '9/7', '7'] -> (((3/7 + (7 / 2/9)) / 9/7) - 5/6)
[130658] ['1/2', '1/2', '8/7', '9/4', '3'] -> ((8/7 / (1/2 * 1/2)) * (9/4 + 3))
[130659] ['2/9', '3/8', '5/4', '7/5', '9'] -> ((7/5 / (2/9 * 3/8)) + (9 / 5/4))
[130660] ['1/7', '5/9', '9/8', '3', '9/2'] -> (3 / (9/2 - (9/8 / (1/7 / 5/9))))
[130661] ['2/9', '3/7', '5/6', '7/5', '7'] -> ((7 - (3/7 * 7/5)) / (2/9 / 5/6))
[130662] ['1/3', '3/8', '5/8', '5/7', '7'] -> (3/8 + ((7 + (5/8 / 5/7)) / 1/3))
[130663] ['2/9', '3/8', '5/4', '8/5', '9'] -> (8/5 * ((3/8 + 9) + (5/4 / 2/9)))
[130664] ['1/8', '4/9', '4/7', '9/2', '7'] -> (7 * ((4/9 / 1/8) - (4/7 / 9/2)))
[130665] ['2/3', '2/3', '5/7', '8/5', '4'] -> ((8/5 * 4) / ((2/3 / 5/7) - 2/3))
[130666] ['3/8', '6/7', '7/6', '2', '7/3'] -> ((6/7 * 7/6) / ((3/8 + 2) - 7/3))
[130667] ['5/8', '5/7', '7/9', '9/2', '5'] -> ((9/2 / (5/8 / 7/9)) * (5 - 5/7))
[130668] ['2/9', '7/5', '9/5', '9/5', '8'] -> ((9/5 + (9/5 / 7/5)) * (8 - 2/9))
[130669] ['1/7', '4/9', '5/9', '5/8', '4'] -> (((4 - 4/9) / 1/7) - (5/9 / 5/8))
[130670] ['1/7', '5/9', '8/7', '7/6', '3'] -> (8/7 / ((5/9 / 7/6) - (1/7 * 3)))
[130671] ['1/7', '1/6', '1/3', '9/2', '6'] -> (((9/2 - 1/6) / 1/7) - (1/3 + 6))
[130672] ['2/9', '3/8', '5/4', '7/4', '9'] -> ((9 + (7/4 / (2/9 * 3/8))) / 5/4)
[130673] ['4/7', '5/6', '6/7', '9/8', '9'] -> (9 / ((4/7 / 6/7) + (5/6 - 9/8)))
[130674] ['1/2', '1/2', '7/6', '6/5', '3'] -> (((1/2 / (6/5 - 7/6)) - 3) / 1/2)
[130675] ['2/9', '7/5', '9/5', '7/3', '8'] -> ((8 + (9/5 - 7/3)) / (2/9 * 7/5))
[130676] ['2/3', '2/3', '5/7', '7/4', '4'] -> (4 / ((7/4 * (2/3 * 5/7)) - 2/3))
[130677] ['1/7', '1/6', '3/8', '3/8', '6'] -> (6 + ((3/8 + (3/8 / 1/7)) / 1/6))
[130678] ['1/7', '4/9', '5/9', '7/9', '4'] -> ((4/9 + (5/9 * 4)) / (1/7 * 7/9))
[130679] ['5/8', '5/7', '4/5', '5/6', '5'] -> (5 / ((5/8 / 5/7) - (4/5 * 5/6)))
[130680] ['1/8', '4/9', '3/5', '5/8', '7'] -> (7 / (1/8 + (5/8 * (4/9 * 3/5))))
[130681] ['2/9', '7/5', '9/5', '5/2', '8'] -> (((8 - 9/5) / 2/9) - (7/5 + 5/2))
[130682] ['1/7', '5/9', '8/7', '5/4', '3'] -> ((5/9 + 3) * ((8/7 / 1/7) - 5/4))
[130683] ['2/9', '3/7', '5/6', '9/5', '7'] -> (7 * ((3/7 / 2/9) + (5/6 * 9/5)))
[130684] ['1/7', '1/6', '3/8', '3/7', '6'] -> ((1/6 * 6) / (3/8 - (1/7 / 3/7)))
[130685] ['4/7', '5/6', '6/7', '7/5', '9'] -> (9 * ((5/6 * 7/5) + (6/7 / 4/7)))
[130686] ['2/3', '2/3', '5/7', '7/3', '4'] -> ((4 * (2/3 / 7/3)) / (5/7 - 2/3))
[130687] ['1/7', '4/9', '5/9', '5/6', '4'] -> (5/6 * ((4/9 / 5/9) + (4 / 1/7)))
[130688] ['2/9', '3/7', '5/6', '9/4', '7'] -> (7 * (((3/7 + 5/6) / 2/9) - 9/4))
[130689] ['1/7', '1/6', '3/8', '4/9', '6'] -> (1/6 / (4/9 - (3/8 / (1/7 * 6))))
[130690] ['2/9', '3/8', '9/7', '4/3', '9'] -> (3/8 + (9 / (4/3 * (2/9 * 9/7))))
[130691] ['1/4', '7/9', '8/7', '9/5', '4'] -> ((7/9 * 9/5) * (8/7 + (4 / 1/4)))
[130692] ['2/9', '3/7', '5/6', '7/3', '7'] -> (7 * ((3/7 / 2/9) - (5/6 - 7/3)))
[130693] ['1/7', '4/9', '5/9', '9/8', '4'] -> (((4 / 1/7) - (4/9 + 5/9)) / 9/8)
[130694] ['1/4', '7/9', '8/7', '9/4', '4'] -> ((4 + (9/4 * (7/9 * 8/7))) / 1/4)
[130695] ['1/8', '4/9', '3/5', '7/9', '7'] -> (((7/9 * 7) - 4/9) / (1/8 / 3/5))
[130696] ['5/7', '7/6', '9/5', '3', '9/2'] -> ((9/2 / (9/5 - (7/6 / 5/7))) - 3)
[130697] ['1/3', '3/8', '2/3', '6/7', '7'] -> ((2/3 + (7 * (1/3 + 6/7))) / 3/8)
[130698] ['1/7', '4/9', '5/9', '6/5', '4'] -> (((4/9 / 5/9) + (4 / 1/7)) / 6/5)
[130699] ['5/8', '5/7', '4/5', '7/6', '5'] -> (5 / ((7/6 / 5/7) - (5/8 + 4/5)))
[130700] ['1/7', '5/9', '8/7', '9/4', '3'] -> (((3 + (8/7 / 9/4)) / 1/7) - 5/9)
[130701] ['2/3', '2/3', '3/4', '6/7', '4'] -> ((2/3 / (2/3 - (3/4 * 6/7))) - 4)
[130702] ['5/8', '5/7', '4/5', '6/5', '5'] -> (5 / ((5/8 / 5/7) - (4/5 / 6/5)))
[130703] ['1/3', '3/8', '2/3', '6/5', '7'] -> ((7 + (1/3 / 2/3)) / (3/8 / 6/5))
[130704] ['1/2', '1/2', '6/5', '9/4', '3'] -> ((9/4 / (1/2 - (1/2 / 6/5))) - 3)
[130705] ['2/9', '7/5', '9/4', '7/2', '8'] -> (8 * ((2/9 * 9/4) + (7/2 / 7/5)))
[130706] ['1/7', '1/6', '3/8', '7/9', '6'] -> ((6 / (1/7 / 1/6)) / (3/8 * 7/9))
[130707] ['5/7', '7/6', '9/4', '7/3', '3'] -> ((7/6 * 9/4) * (3 * (5/7 + 7/3)))
[130708] ['2/9', '3/7', '6/7', '6/7', '7'] -> (7 * ((3/7 - 6/7) + (6/7 / 2/9)))
[130709] ['3/8', '3/4', '7/8', '1', '9/7'] -> (9/7 / (3/8 * (1 - (3/4 / 7/8))))
[130710] ['1/7', '5/9', '8/7', '7/3', '3'] -> (((8/7 / 1/7) + (7/3 + 3)) / 5/9)
[130711] ['4/7', '5/6', '7/8', '8/9', '9'] -> ((8/9 * 9) / (5/6 - (4/7 * 7/8)))
[130712] ['2/9', '3/7', '6/7', '7/8', '7'] -> (7/8 * (3/7 + (7 / (2/9 / 6/7))))
[130713] ['1/8', '4/9', '3/5', '7/8', '7'] -> (((7 / 3/5) - (1/8 + 7/8)) / 4/9)
[130714] ['2/3', '2/3', '3/4', '6/5', '4'] -> ((2/3 + 4) / (3/4 - (2/3 / 6/5)))
[130715] ['1/7', '4/9', '5/9', '3/2', '4'] -> (3/2 * (4/9 + (4 / (1/7 / 5/9))))
[130716] ['2/9', '3/8', '9/7', '7/3', '9'] -> (9/7 / ((2/9 / 7/3) - (3/8 / 9)))
[130717] ['5/8', '5/7', '4/5', '9/7', '5'] -> ((9/7 * 5) / ((5/7 / 4/5) - 5/8))
[130718] ['2/9', '7/5', '7/3', '5/2', '8'] -> ((7/3 / 5/2) * (8 / (2/9 * 7/5)))
[130720] ['2/9', '3/7', '6/7', '9/8', '7'] -> (7 / ((3/7 * 9/8) - (2/9 * 6/7)))
[130719] ['3/8', '3/4', '7/8', '1', '8/5'] -> (3/8 / (((3/4 + 7/8) / 8/5) - 1))
[130721] ['1/4', '7/9', '7/6', '6/5', '4'] -> (4 / (6/5 * (7/6 - (1/4 + 7/9))))
[130722] ['1/7', '5/9', '8/7', '3', '7/2'] -> ((8/7 / 3) / ((5/9 / 7/2) - 1/7))
[130723] ['1/7', '4/9', '5/9', '5/3', '4'] -> (4 * ((4/9 + 5/3) + (5/9 / 1/7)))
[130724] ['1/7', '1/6', '3/8', '8/9', '6'] -> (6 * (8/9 + (1/6 / (1/7 * 3/8))))
[130725] ['2/9', '3/7', '6/7', '8/7', '7'] -> ((3/7 + (7 / (2/9 / 6/7))) / 8/7)
[130726] ['3/8', '3/4', '7/8', '1', '5/3'] -> (1 / (7/8 - (5/3 * (3/8 / 3/4))))
[130727] ['1/3', '3/8', '5/7', '5/7', '7'] -> (7 / ((5/7 / 5/7) - (1/3 + 3/8)))
[130728] ['1/7', '5/9', '8/7', '3', '9/2'] -> ((8/7 / 1/7) + (9/2 * (5/9 + 3)))
[130729] ['4/7', '5/6', '7/8', '4/3', '9'] -> (9 * ((4/7 * 7/8) + (5/6 + 4/3)))
[130730] ['1/2', '1/2', '5/4', '8/5', '3'] -> ((5/4 * 8/5) * (3 / (1/2 * 1/2)))
[130731] ['2/9', '3/7', '6/7', '7/6', '7'] -> ((7 - (7/6 + (3/7 / 6/7))) / 2/9)
[130732] ['1/7', '5/9', '7/6', '6/5', '3'] -> (((3 / (5/9 * 7/6)) - 6/5) / 1/7)
[130733] ['5/7', '7/6', '7/3', '8/3', '3'] -> ((7/6 * 8/3) * (5/7 + (7/3 * 3)))
[130734] ['1/7', '1/6', '3/8', '5/4', '6'] -> (5/4 + ((1/6 + 3/8) / (1/7 / 6)))
[130735] ['1/4', '7/9', '7/6', '8/5', '4'] -> (4 / (((7/9 / 7/6) / 8/5) - 1/4))
[130736] ['1/2', '1/2', '5/4', '9/5', '3'] -> ((5/4 / (1/2 * 1/2)) * (9/5 + 3))
[130737] ['1/8', '4/9', '3/5', '9/7', '7'] -> (((7 / 9/7) - 4/9) / (1/8 / 3/5))
[130738] ['4/7', '5/6', '7/8', '8/5', '9'] -> ((9 / (4/7 / 5/6)) / (7/8 / 8/5))
[130739] ['5/8', '5/7', '4/5', '5/3', '5'] -> ((5 / (5/7 * 5/3)) / (4/5 - 5/8))
[130740] ['3/8', '3/4', '7/8', '1', '7/3'] -> (1 / ((7/8 * 7/3) - (3/4 / 3/8)))
[130741] ['1/3', '3/8', '5/7', '5/6', '7'] -> ((5/7 + 7) / (3/8 / (1/3 + 5/6)))
[130742] ['2/3', '2/3', '3/4', '9/5', '4'] -> (4 / (2/3 * (2/3 - (3/4 / 9/5))))
[130743] ['1/8', '4/9', '3/5', '7/5', '7'] -> (4/9 * ((7 / 1/8) - (3/5 + 7/5)))
[130744] ['1/7', '4/9', '4/7', '4/7', '4'] -> ((4/7 + 4) / (4/9 * (4/7 - 1/7)))
[130745] ['1/4', '7/9', '7/6', '9/5', '4'] -> ((4 - (7/9 / 7/6)) / (1/4 / 9/5))
[130746] ['1/7', '1/6', '3/8', '8/5', '6'] -> ((6 / (1/7 * 8/5)) - (3/8 / 1/6))
[130747] ['1/7', '5/9', '7/6', '7/5', '3'] -> (((3 / 5/9) - 7/5) / (1/7 * 7/6))
[130748] ['2/9', '7/5', '5/2', '7/2', '8'] -> (((5/2 + (8 / 2/9)) / 7/5) - 7/2)
[130749] ['1/8', '4/9', '3/5', '3/2', '7'] -> (((7 / (4/9 + 3/2)) - 3/5) / 1/8)
[130750] ['5/7', '7/6', '5/2', '8/3', '3'] -> ((5/2 * 8/3) * (3 / (5/7 * 7/6)))
[130751] ['1/3', '3/8', '5/7', '7/6', '7'] -> (7 / ((3/8 / 1/3) - (5/7 * 7/6)))
[130752] ['1/2', '1/2', '9/7', '7/5', '3'] -> ((9/7 + 3) * (7/5 / (1/2 * 1/2)))
[130753] ['1/7', '5/9', '7/6', '3/2', '3'] -> (3 + ((7/6 + (3/2 / 1/7)) / 5/9))
[130754] ['2/3', '2/3', '7/9', '9/8', '4'] -> (4 / (9/8 * (2/3 - (2/3 * 7/9))))
[130755] ['1/7', '1/6', '3/8', '7/3', '6'] -> ((1/6 * 6) / (3/8 - (1/7 * 7/3)))
[130756] ['2/3', '2/3', '7/9', '7/6', '4'] -> (4 / ((7/6 / 7/9) - (2/3 + 2/3)))
[130757] ['1/7', '4/9', '4/7', '6/7', '4'] -> (4 / (6/7 * (4/9 - (1/7 / 4/7))))
[130758] ['1/3', '3/8', '5/7', '5/4', '7'] -> (7 / ((5/7 * (5/4 - 3/8)) - 1/3))
[130759] ['4/7', '5/6', '8/9', '9/8', '9'] -> ((8/9 * 9) / ((5/6 / 4/7) - 9/8))
[130760] ['1/4', '7/9', '6/5', '9/7', '4'] -> ((4 + (7/9 * 9/7)) / (1/4 / 6/5))
[130761] ['5/7', '7/6', '8/3', '8/3', '3'] -> ((5/7 + (8/3 / 7/6)) * (8/3 * 3))
[130762] ['1/8', '4/9', '3/5', '7/4', '7'] -> ((7 / (1/8 + 7/4)) / (3/5 - 4/9))
[130763] ['1/2', '1/2', '9/7', '5/3', '3'] -> ((9/7 / (1/2 * 1/2)) * (5/3 + 3))
[130764] ['2/9', '3/7', '6/7', '8/3', '7'] -> (7 * ((6/7 + 8/3) - (2/9 * 3/7)))
[130765] ['1/7', '5/9', '7/6', '5/3', '3'] -> ((3 + (5/3 / 1/7)) / (7/6 - 5/9))
[130766] ['1/7', '4/9', '4/7', '7/8', '4'] -> ((4 / (4/9 * 7/8)) / (4/7 - 1/7))
[130767] ['1/2', '1/2', '9/7', '7/4', '3'] -> ((7/4 / (1/2 - (9/7 / 3))) - 1/2)
[130768] ['2/9', '3/7', '6/7', '7/2', '7'] -> (7/2 * ((3/7 * 7) + (6/7 / 2/9)))
[130769] ['2/3', '2/3', '7/9', '8/5', '4'] -> (4 / ((7/9 / (8/5 - 2/3)) - 2/3))
[130770] ['1/3', '3/8', '5/7', '3/2', '7'] -> ((3/2 - 1/3) / (3/8 / (5/7 + 7)))
[130771] ['3/8', '3/4', '8/9', '1', '8/5'] -> (1 / (((3/4 * 8/9) / 8/5) - 3/8))
[130772] ['1/7', '4/9', '4/7', '8/7', '4'] -> ((4 / (4/9 / 8/7)) / (4/7 - 1/7))
[130773] ['1/4', '7/9', '6/5', '9/5', '4'] -> ((4 + (6/5 / 9/5)) / (1/4 * 7/9))
[130774] ['3/8', '6/7', '5/4', '2', '9/4'] -> (6/7 / ((2 / (5/4 - 3/8)) - 9/4))
[130775] ['2/9', '7/5', '7/2', '9/2', '8'] -> (8 / ((7/2 / (7/5 * 9/2)) - 2/9))
[130776] ['2/3', '2/3', '7/9', '5/3', '4'] -> (4 / ((2/3 - 5/3) + (7/9 / 2/3)))
[130777] ['2/9', '3/7', '7/8', '7/8', '7'] -> (7 / (3/7 * (7/8 - (2/9 * 7/8))))
[130778] ['1/3', '3/8', '5/7', '8/5', '7'] -> ((7 / (1/3 * 5/7)) / (8/5 - 3/8))
[130779] ['1/7', '4/9', '4/7', '7/6', '4'] -> ((7/6 * 4) / (4/9 - (1/7 / 4/7)))
[130780] ['1/7', '5/9', '7/6', '9/5', '3'] -> ((3 + (5/9 * 9/5)) / (1/7 * 7/6))
[130781] ['2/3', '2/3', '7/9', '7/4', '4'] -> ((2/3 + 4) / (7/4 * (7/9 - 2/3)))
[130782] ['2/9', '3/7', '7/8', '9/8', '7'] -> (7 / (7/8 - (9/8 * (2/9 / 3/7))))
[130783] ['3/8', '6/7', '5/4', '2', '5/2'] -> (5/2 / (2 - ((3/8 + 5/4) / 6/7)))
[130784] ['1/3', '3/8', '5/7', '9/5', '7'] -> ((7 / (3/8 * 5/7)) - (1/3 + 9/5))
[130785] ['1/2', '1/2', '9/7', '8/3', '3'] -> ((1/2 + 3) * (8/3 / (1/2 / 9/7)))
[130786] ['3/8', '3/4', '8/9', '1', '7/3'] -> ((7/3 / (3/8 * (1 - 3/4))) - 8/9)
[130787] ['3/8', '6/7', '5/4', '2', '8/3'] -> (2 / (5/4 - (8/3 * (3/8 / 6/7))))
[130788] ['4/7', '5/6', '8/9', '4/3', '9'] -> (9 * ((5/6 * 4/3) + (8/9 / 4/7)))
[130789] ['2/3', '2/3', '7/9', '9/4', '4'] -> ((4 / (2/3 * 9/4)) / (7/9 - 2/3))
[130790] ['1/2', '1/2', '9/7', '3', '9/2'] -> ((1/2 + (9/2 / 9/7)) / (1/2 / 3))
[130791] ['1/3', '3/8', '5/7', '9/4', '7'] -> ((3/8 + 9/4) * (7 + (5/7 / 1/3)))
[130792] ['1/7', '5/9', '7/6', '7/3', '3'] -> ((7/3 + (5/9 * 3)) / (1/7 * 7/6))
[130793] ['1/7', '4/9', '4/7', '9/7', '4'] -> ((9/7 + (4 / 4/9)) / (4/7 - 1/7))
[130794] ['3/8', '6/7', '5/4', '2', '7/2'] -> ((6/7 / 2) / (3/8 - (5/4 / 7/2)))
[130795] ['2/9', '3/8', '3/2', '8/5', '9'] -> ((((9 / 2/9) - 3/2) / 8/5) - 3/8)
[130796] ['2/9', '3/2', '8/5', '9/4', '8'] -> ((9/4 / 3/2) + (8 / (2/9 * 8/5)))
[130797] ['2/3', '2/3', '4/5', '6/7', '4'] -> ((2/3 / (6/7 - (2/3 / 4/5))) - 4)
[130798] ['2/9', '3/7', '7/8', '5/4', '7'] -> ((5/4 / 2/9) + ((7/8 + 7) / 3/7))
[130799] ['2/9', '3/8', '3/2', '5/3', '9'] -> (9 / (((5/3 - 3/2) / 2/9) - 3/8))
[130800] ['5/8', '5/7', '5/6', '9/5', '5'] -> ((5 / 5/7) / ((5/8 * 9/5) - 5/6))
[130801] ['1/2', '1/2', '4/3', '9/5', '3'] -> (9/5 * (4/3 + (3 / (1/2 * 1/2))))
[130802] ['1/8', '4/9', '5/8', '3/4', '7'] -> (((7 - 1/8) / (4/9 * 5/8)) - 3/4)
[130803] ['2/3', '2/3', '4/5', '9/8', '4'] -> ((4 / 4/5) / ((2/3 + 2/3) - 9/8))
[130804] ['3/8', '3/4', '1', '9/8', '6/5'] -> (((3/4 / (6/5 - 9/8)) - 1) / 3/8)
[130805] ['5/7', '6/5', '6/5', '7/4', '3'] -> (6/5 / ((3 / 6/5) - (7/4 / 5/7)))
[130806] ['1/7', '5/9', '6/5', '9/7', '3'] -> (((3 / 5/9) - 9/7) / (1/7 * 6/5))
[130807] ['5/8', '5/7', '5/6', '5/2', '5'] -> (5 / (5/7 * (5/8 - (5/6 / 5/2))))
[130808] ['1/7', '4/9', '4/7', '5/2', '4'] -> ((5/2 - 4/7) * (4 / (1/7 / 4/9)))
[130809] ['1/8', '4/9', '5/8', '4/5', '7'] -> ((7 / 4/9) / ((5/8 / 4/5) - 1/8))
[130810] ['5/8', '5/7', '5/6', '8/3', '5'] -> ((5 - 5/7) / (5/8 / (5/6 + 8/3)))
[130811] ['4/7', '5/6', '8/9', '5/2', '9'] -> (5/2 + (9 * (5/6 + (8/9 / 4/7))))
[130812] ['5/7', '6/5', '6/5', '7/3', '3'] -> ((6/5 / ((5/7 + 7/3) - 3)) - 6/5)
[130813] ['2/9', '3/8', '8/5', '7/4', '9'] -> ((8/5 * 9) * (7/4 - (2/9 * 3/8)))
[130814] ['1/2', '1/2', '7/5', '7/4', '3'] -> (3 / ((7/4 * (1/2 / 7/5)) - 1/2))
[130815] ['1/4', '7/9', '5/4', '5/3', '4'] -> (5/3 / (5/4 * (1/4 - (7/9 / 4))))
[130816] ['1/7', '5/9', '6/5', '3/2', '3'] -> ((3 / (3/2 * (1/7 * 5/9))) - 6/5)
[130817] ['2/3', '2/3', '4/5', '9/5', '4'] -> (4/5 / ((9/5 / 2/3) - (2/3 * 4)))
[130818] ['3/8', '3/4', '1', '9/8', '9/5'] -> (9/5 / ((3/4 / (1 - 3/8)) - 9/8))
[130819] ['2/9', '3/7', '7/8', '5/2', '7'] -> (7 / ((3/7 * (2/9 + 5/2)) - 7/8))
[130820] ['1/3', '3/8', '7/9', '7/9', '7'] -> (7 / ((7/9 / 7/9) - (1/3 + 3/8)))
[130821] ['3/8', '6/7', '4/3', '4/3', '2'] -> ((2 / 3/8) / ((4/3 / 6/7) - 4/3))
[130822] ['1/7', '5/9', '6/5', '8/5', '3'] -> ((8/5 / 1/7) / ((5/9 * 3) - 6/5))
[130823] ['1/4', '7/9', '5/4', '9/5', '4'] -> (4 / ((1/4 - 7/9) + (5/4 / 9/5)))
[130824] ['1/7', '1/6', '2/5', '5/4', '6'] -> ((6 - (2/5 / 1/7)) / (1/6 / 5/4))
[130825] ['5/8', '5/7', '6/7', '8/9', '5'] -> ((6/7 * 5) / ((5/7 / 8/9) - 5/8))
[130826] ['2/9', '3/7', '7/8', '7/2', '7'] -> ((7 / (2/9 * 3/7)) / (7/8 * 7/2))
[130827] ['3/8', '3/4', '1', '9/8', '7/3'] -> (1 / ((7/3 * (3/8 / 3/4)) - 9/8))
[130828] ['1/2', '1/2', '7/5', '5/2', '3'] -> ((1/2 + (7/5 * 5/2)) / (1/2 / 3))
[130829] ['4/7', '5/6', '9/8', '9/8', '9'] -> ((9 / 9/8) / ((5/6 / 4/7) - 9/8))
[130830] ['1/8', '4/9', '5/8', '7/6', '7'] -> ((4/9 * (5/8 + (7 / 1/8))) - 7/6)
[130831] ['3/8', '6/7', '4/3', '7/5', '2'] -> ((6/7 / 3/8) / ((2 / 7/5) - 4/3))
[130832] ['2/9', '3/8', '8/5', '7/2', '9'] -> ((9 / (2/9 * 8/5)) - (3/8 * 7/2))
[130833] ['1/7', '5/9', '6/5', '5/3', '3'] -> (((3 + (5/9 * 6/5)) / 1/7) - 5/3)
[130834] ['2/3', '2/3', '4/5', '7/3', '4'] -> (4/5 / ((7/3 / (4 - 2/3)) - 2/3))
[130835] ['2/9', '3/7', '8/9', '8/9', '7'] -> ((8/9 + 8/9) * (7 / (2/9 / 3/7)))
[130836] ['1/7', '1/6', '2/5', '4/3', '6'] -> (6 / (1/7 * (4/3 + (1/6 / 2/5))))
[130837] ['1/4', '7/9', '5/4', '9/4', '4'] -> (((9/4 * (4 - 7/9)) - 5/4) / 1/4)
[130838] ['3/8', '3/4', '1', '8/7', '7/6'] -> ((3/8 / 3/4) / ((7/6 / 8/7) - 1))
[130839] ['4/7', '5/6', '9/8', '7/6', '9'] -> (9 / ((4/7 * 7/6) + (5/6 - 9/8)))
[130840] ['5/7', '6/5', '6/5', '3', '9/2'] -> ((6/5 / (5/7 - (3 / 9/2))) - 6/5)
[130841] ['2/9', '3/8', '8/5', '9/2', '9'] -> ((8/5 * (3/8 + (9/2 / 2/9))) - 9)
[130842] ['1/7', '4/9', '3/5', '7/9', '4'] -> ((4/9 + 4) / (7/9 * (1/7 / 3/5)))
[130843] ['2/9', '8/5', '8/5', '8/5', '8'] -> ((8/5 + 8) + ((8/5 + 8/5) / 2/9))
[130844] ['1/3', '3/8', '7/9', '6/5', '7'] -> (((6/5 * (7/9 + 7)) - 1/3) / 3/8)
[130845] ['5/8', '5/7', '6/7', '4/3', '5'] -> ((5/7 * 5) / ((5/8 + 6/7) - 4/3))
[130846] ['3/8', '6/7', '4/3', '5/3', '2'] -> (5/3 / (2 - (3/8 + (4/3 / 6/7))))
[130847] ['1/7', '1/6', '2/5', '8/5', '6'] -> ((2/5 + (6 / 1/7)) / (1/6 + 8/5))
[130848] ['1/7', '4/9', '3/5', '4/5', '4'] -> (4 * ((3/5 / 1/7) + (4/5 / 4/9)))
[130849] ['1/4', '7/9', '5/4', '7/2', '4'] -> (4 * ((1/4 + 5/4) + (7/2 / 7/9)))
[130850] ['5/7', '6/5', '5/4', '4/3', '3'] -> (3 / ((5/4 / (5/7 * 6/5)) - 4/3))
[130851] ['1/3', '3/8', '7/9', '5/4', '7'] -> ((1/3 * 7) / (5/4 - (3/8 + 7/9)))
[130852] ['3/8', '3/4', '1', '8/7', '4/3'] -> (1 / ((4/3 / 8/7) - (3/8 + 3/4)))
[130853] ['2/9', '8/5', '8/5', '7/4', '8'] -> ((8/5 / 2/9) + (7/4 * (8/5 + 8)))
[130854] ['2/9', '3/7', '8/9', '5/4', '7'] -> ((5/4 / 2/9) + (7 / (3/7 * 8/9)))
[130855] ['1/8', '4/9', '5/8', '7/5', '7'] -> (((1/8 + (7 / 4/9)) / 5/8) - 7/5)
[130856] ['2/3', '2/3', '5/6', '9/8', '4'] -> ((2/3 + 4) / (2/3 * (9/8 - 5/6)))
[130857] ['1/3', '3/8', '7/9', '9/7', '7'] -> (7 / ((7/9 * 9/7) - (1/3 + 3/8)))
[130858] ['2/3', '2/3', '5/6', '8/7', '4'] -> (4 / (2/3 * (5/6 - (2/3 / 8/7))))
[130859] ['1/4', '7/9', '9/7', '9/7', '4'] -> ((4 + (7/9 * (9/7 + 9/7))) / 1/4)
