[44326] ['1/3', '3/7', '3/2', '7/4', '8'] -> (8 * (3/7 + (3/2 / (1/3 * 7/4))))
[51425] ['1/6', '1/6', '8/7', '3/2', '9'] -> ((9 - 3/2) / (1/6 + (1/6 / 8/7)))
[51426] ['1/9', '3/8', '6/7', '6/7', '4'] -> ((6/7 * 4) + (6/7 / (1/9 * 3/8)))
[51427] ['1/5', '2/9', '2/9', '9/4', '6'] -> (6 / (1/5 * (9/4 - (2/9 / 2/9))))
[51428] ['1/9', '5/9', '9/5', '3', '9/2'] -> ((3 + 9/2) * ((5/9 / 1/9) - 9/5))
[51429] ['1/5', '4/7', '5/7', '8/3', '4'] -> ((4/7 / (1/5 - (5/7 / 4))) - 8/3)
[51430] ['5/9', '6/7', '7/8', '1', '9/7'] -> (1 / (7/8 - (9/7 * (5/9 / 6/7))))
[51431] ['3/8', '9/8', '8/7', '5/4', '4'] -> (((9/8 / 3/8) / (5/4 - 8/7)) - 4)
[51432] ['1/5', '4/7', '5/7', '7/2', '4'] -> (7/2 * ((4 / 4/7) - (1/5 * 5/7)))
[51433] ['1/9', '1/5', '9/8', '5/4', '5'] -> ((1/9 - (5/4 / 9/8)) + (5 / 1/5))
[51434] ['1/5', '2/9', '2/9', '5/2', '6'] -> ((2/9 / 5/2) * (6 / (2/9 - 1/5)))
[51435] ['2/5', '3/7', '3/5', '4/3', '3'] -> (4/3 * ((3/5 / (3/7 - 2/5)) - 3))
[51436] ['1/4', '3/7', '4/9', '8/9', '5'] -> ((((5 / 3/7) - 8/9) / 4/9) - 1/4)
[51437] ['1/3', '5/7', '4/3', '7/5', '8'] -> (8 * ((4/3 / 1/3) - (5/7 * 7/5)))
[51438] ['1/5', '1/4', '3/5', '7/3', '5'] -> (((3/5 * 7/3) - 1/5) / (1/4 / 5))
[51439] ['1/6', '1/6', '8/7', '7/4', '9'] -> ((9 / (1/6 * 7/4)) - (8/7 / 1/6))
[51440] ['1/9', '1/9', '2/5', '4/9', '7'] -> ((7 + (1/9 - 4/9)) / (1/9 / 2/5))
[51441] ['2/5', '3/7', '3/5', '7/5', '3'] -> ((7/5 * (3/7 + 3)) / (3/5 - 2/5))
[51442] ['1/2', '3/5', '3/5', '8/9', '4'] -> ((8/9 + (4 / (3/5 * 3/5))) / 1/2)
[51443] ['1/7', '1/6', '1/6', '8/5', '5'] -> (8/5 / ((1/6 / (1/7 * 5)) - 1/6))
[51444] ['1/5', '1/4', '3/5', '7/2', '5'] -> (3/5 / (1/5 - ((1/4 * 7/2) / 5)))
[51445] ['1/9', '3/8', '6/7', '8/7', '4'] -> ((8/7 / (1/9 * 3/8)) - (6/7 * 4))
[51446] ['2/7', '3/7', '9/7', '2', '5/2'] -> ((3/7 + (5/2 * (9/7 * 2))) / 2/7)
[51447] ['1/9', '1/5', '9/8', '4/3', '5'] -> (5 / (1/5 * (9/8 - (1/9 / 4/3))))
[51448] ['1/5', '2/9', '2/9', '9/2', '6'] -> ((9/2 * 6) * ((2/9 / 1/5) - 2/9))
[51449] ['1/6', '1/6', '8/7', '9/4', '9'] -> ((8/7 * 9/4) * (9 + (1/6 + 1/6)))
[51450] ['1/7', '1/6', '1/6', '5/3', '5'] -> ((5 / 1/7) - ((1/6 + 5/3) / 1/6))
[51451] ['1/9', '3/8', '6/7', '7/6', '4'] -> ((6/7 / (1/9 * 3/8)) + (4 / 7/6))
[51452] ['2/5', '3/7', '3/5', '8/5', '3'] -> (8/5 / ((3/5 / (3/7 * 3)) - 2/5))
[51453] ['3/8', '9/8', '8/7', '5/3', '4'] -> ((8/7 + 4) * (5/3 + (9/8 / 3/8)))
[51454] ['2/7', '3/7', '9/7', '2', '7/2'] -> ((7/2 * (2/7 + 2)) / (3/7 / 9/7))
[51455] ['1/9', '1/9', '2/5', '4/7', '7'] -> ((4/7 * 7) / ((1/9 / 2/5) - 1/9))
[51456] ['5/9', '6/7', '7/8', '1', '5/3'] -> ((5/3 / (5/9 * 7/8)) / (1 - 6/7))
[51457] ['1/9', '1/5', '9/8', '3/2', '5'] -> ((5 / (1/9 / 1/5)) / (3/2 - 9/8))
[51458] ['1/9', '3/8', '6/7', '6/5', '4'] -> ((4 / (1/9 + 3/8)) / (6/5 - 6/7))
[51459] ['1/6', '1/6', '8/7', '7/2', '9'] -> (7/2 * (9 - (8/7 + (1/6 / 1/6))))
[51460] ['3/8', '9/8', '8/7', '7/4', '4'] -> ((8/7 * 7/4) * (4 / (3/8 / 9/8)))
[51461] ['1/9', '1/9', '2/5', '2/3', '7'] -> ((7 - (2/3 / 2/5)) / (1/9 + 1/9))
[51462] ['5/9', '6/7', '7/8', '1', '7/4'] -> (1 / (7/8 - (7/4 * (5/9 * 6/7))))
[51463] ['1/6', '1/6', '8/7', '9/2', '9'] -> ((9/2 / 9) / (1/6 - (1/6 / 8/7)))
[51464] ['1/9', '4/7', '4/7', '4/7', '3'] -> (((4/7 / 1/9) - 4/7) / (4/7 / 3))
[51465] ['1/4', '3/7', '4/9', '5/4', '5'] -> (((1/4 - 5/4) + (5 / 3/7)) / 4/9)
[51466] ['1/2', '3/5', '3/5', '5/4', '4'] -> (3/5 / ((5/4 / (1/2 * 4)) - 3/5))
[51467] ['1/9', '1/5', '9/8', '7/4', '5'] -> (((1/9 + 5) / 1/5) - (7/4 / 9/8))
[51468] ['1/2', '3/5', '3/5', '9/7', '4'] -> (4 / ((3/5 / 9/7) - (1/2 * 3/5)))
[51469] ['1/9', '3/8', '6/7', '9/7', '4'] -> (9/7 / ((6/7 * 4) - (3/8 / 1/9)))
[51470] ['1/9', '1/9', '2/5', '5/7', '7'] -> (((7 - 1/9) / (2/5 * 5/7)) - 1/9)
[51471] ['1/5', '4/7', '3/4', '7/8', '4'] -> ((4/7 + (4 / 1/5)) / (3/4 / 7/8))
[51472] ['1/3', '5/7', '7/5', '3/2', '8'] -> (8 / (((5/7 * 7/5) / 3/2) - 1/3))
[51473] ['1/7', '1/6', '1/6', '8/3', '5'] -> ((8/3 / 1/7) + (5 + (1/6 + 1/6)))
[51474] ['1/9', '4/7', '4/7', '5/8', '3'] -> (4/7 / ((4/7 * 5/8) - (1/9 * 3)))
[51475] ['1/6', '1/6', '7/6', '5/4', '9'] -> (9 / (1/6 * (5/4 - (1/6 - 7/6))))
[51476] ['1/5', '1/4', '5/8', '8/9', '5'] -> ((5 + (1/4 / 5/8)) / (1/5 / 8/9))
[51477] ['1/9', '3/8', '6/7', '4/3', '4'] -> (6/7 * ((4/3 / (1/9 * 3/8)) - 4))
[51478] ['1/9', '1/9', '2/5', '3/4', '7'] -> (7 / (3/4 * (1/9 + (1/9 / 2/5))))
[51479] ['1/6', '1/6', '7/6', '9/7', '9'] -> ((7/6 * 9) * (9/7 + (1/6 / 1/6)))
[51480] ['1/9', '4/7', '4/7', '5/7', '3'] -> ((4/7 + (4/7 / 1/9)) / (5/7 / 3))
[51481] ['3/8', '9/8', '8/7', '5/2', '4'] -> (3/8 / (((4 - 9/8) / 8/7) - 5/2))
[51482] ['2/7', '3/7', '4/3', '9/5', '2'] -> (4/3 / ((3/7 / 2) - (2/7 / 9/5)))
[51483] ['1/5', '1/4', '5/8', '8/7', '5'] -> ((5 / 1/5) - (8/7 * (1/4 + 5/8)))
[51484] ['1/6', '1/6', '7/6', '7/5', '9'] -> ((9 - (7/6 / (1/6 * 7/5))) / 1/6)
[51485] ['1/2', '3/5', '3/5', '7/3', '4'] -> (4 / ((1/2 * 7/3) - (3/5 / 3/5)))
[51486] ['5/9', '6/7', '7/8', '1', '8/3'] -> ((5/9 / ((7/8 / 6/7) - 1)) - 8/3)
[51487] ['1/4', '3/7', '4/9', '7/4', '5'] -> (((5 / (4/9 * 7/4)) - 3/7) / 1/4)
[51488] ['1/6', '1/6', '7/6', '5/3', '9'] -> ((5/3 - 1/6) * (9 + (7/6 / 1/6)))
[51489] ['1/5', '2/9', '1/4', '3/4', '6'] -> (6 + ((1/4 + (3/4 / 1/5)) / 2/9))
[51490] ['1/2', '3/5', '5/8', '5/8', '4'] -> (4 / ((5/8 / 5/8) - (1/2 / 3/5)))
[51491] ['1/5', '4/7', '3/4', '6/5', '4'] -> ((4/7 + 4) * ((6/5 / 1/5) - 3/4))
[51492] ['1/9', '1/5', '9/8', '8/3', '5'] -> (5 * ((1/5 / 1/9) + (9/8 * 8/3)))
[51493] ['1/9', '3/8', '6/7', '5/3', '4'] -> ((5/3 + (4 / 6/7)) / (3/8 - 1/9))
[51494] ['2/7', '3/7', '4/3', '2', '7/2'] -> (2/7 / ((3/7 + 4/3) - (7/2 / 2)))
[51495] ['1/3', '5/7', '3/2', '5/3', '8'] -> ((3/2 * 8) * ((5/3 / 5/7) - 1/3))
[51496] ['1/2', '3/5', '5/8', '5/7', '4'] -> (((1/2 / 5/7) / (5/8 - 3/5)) - 4)
[51497] ['1/5', '2/9', '1/4', '5/6', '6'] -> ((6 - (5/6 * (1/5 / 1/4))) / 2/9)
[51498] ['1/9', '1/5', '9/8', '7/2', '5'] -> (((5 - 1/9) / (1/5 / 9/8)) - 7/2)
[51499] ['1/5', '4/7', '3/4', '5/4', '4'] -> ((3/4 + (5/4 / 1/5)) * (4 - 4/7))
[51500] ['1/4', '3/7', '4/9', '7/3', '5'] -> ((4/9 * 5) + (7/3 / (1/4 * 3/7)))
[51501] ['1/6', '1/6', '7/6', '9/5', '9'] -> (((1/6 - 7/6) + (9 / 9/5)) / 1/6)
[51502] ['1/5', '1/4', '5/8', '4/3', '5'] -> (5 / ((1/4 * 4/3) - (1/5 * 5/8)))
[51503] ['1/2', '3/5', '5/8', '3/4', '4'] -> ((3/4 * 4) / (1/2 - (3/5 * 5/8)))
[51504] ['3/8', '9/8', '7/6', '9/7', '4'] -> ((9/7 + (9/8 / 7/6)) / (3/8 / 4))
[51505] ['2/5', '3/7', '5/8', '5/6', '3'] -> (3 / (3/7 * (5/8 - (2/5 * 5/6))))
[51506] ['2/7', '3/7', '7/5', '3/2', '2'] -> (((3/7 + 2) / (3/2 - 7/5)) - 2/7)
[51507] ['1/7', '1/6', '1/5', '2/5', '5'] -> (((2/5 + 5) - (1/5 / 1/7)) / 1/6)
[51508] ['1/9', '4/7', '4/7', '6/5', '3'] -> ((4/7 + (4/7 / 1/9)) * (6/5 + 3))
[51509] ['2/5', '3/7', '5/8', '6/7', '3'] -> ((3 / (2/5 * 3/7)) / (5/8 / 6/7))
[51510] ['1/9', '1/5', '8/7', '8/7', '5'] -> ((8/7 / 1/9) / (1/5 + (8/7 / 5)))
[51511] ['1/4', '3/7', '4/9', '7/2', '5'] -> (5 / (7/2 * (1/4 - (3/7 * 4/9))))
[51512] ['1/9', '3/8', '6/7', '7/2', '4'] -> ((4 - (6/7 * 7/2)) / (1/9 * 3/8))
[51513] ['1/5', '4/7', '3/4', '3/2', '4'] -> ((4/7 + 4) * (3/2 + (3/4 / 1/5)))
[51514] ['2/7', '3/7', '7/5', '7/4', '2'] -> ((7/4 + 2) / (2/7 / (3/7 + 7/5)))
[51515] ['1/5', '4/7', '3/4', '8/5', '4'] -> ((4 + (8/5 / (1/5 * 4/7))) / 3/4)
[51516] ['3/8', '9/8', '7/6', '7/4', '4'] -> (4 / ((7/6 - 7/4) - (3/8 - 9/8)))
[51517] ['1/9', '3/8', '6/7', '4', '9/2'] -> (4 / (6/7 * (1/9 + (3/8 / 9/2))))
[51518] ['1/9', '4/7', '4/7', '7/5', '3'] -> ((4/7 + (4/7 / 1/9)) * (7/5 * 3))
[51519] ['1/5', '4/7', '3/4', '5/3', '4'] -> (4 / (3/4 - (5/3 * (1/5 / 4/7))))
[51520] ['1/5', '2/9', '1/4', '7/6', '6'] -> (6 * ((7/6 / 2/9) - (1/4 / 1/5)))
[51521] ['2/5', '3/7', '5/8', '8/7', '3'] -> (3 / ((3/7 / 8/7) - (2/5 * 5/8)))
[51522] ['1/2', '3/5', '5/8', '7/6', '4'] -> (4 / (((1/2 / 3/5) / 5/8) - 7/6))
[51523] ['1/9', '4/7', '4/7', '8/5', '3'] -> (4/7 / ((4/7 / 8/5) - (1/9 * 3)))
[51524] ['1/3', '5/7', '8/5', '9/4', '8'] -> (9/4 * ((8 / 5/7) - (1/3 * 8/5)))
[51525] ['1/6', '1/6', '6/5', '9/2', '9'] -> ((1/6 * 9) + (9/2 / (1/6 * 6/5)))
[51526] ['2/5', '3/7', '5/8', '7/6', '3'] -> ((3 / (2/5 * 3/7)) / (5/8 * 7/6))
[51527] ['1/9', '3/8', '7/8', '8/9', '4'] -> ((4 + (8/9 / 1/9)) / (7/8 - 3/8))
[51528] ['3/8', '9/8', '7/6', '7/2', '4'] -> (4 * ((9/8 / 3/8) + (7/2 / 7/6)))
[51529] ['1/9', '1/5', '8/7', '4/3', '5'] -> ((4/3 + (1/5 * 5)) / (1/9 / 8/7))
[51530] ['1/9', '3/8', '7/8', '9/8', '4'] -> ((9/8 - 7/8) * (4 / (1/9 * 3/8)))
[51531] ['2/5', '3/7', '5/8', '6/5', '3'] -> (3 / (3/7 * (5/8 - (2/5 / 6/5))))
[51532] ['1/9', '1/9', '2/5', '7/4', '7'] -> ((7 / 7/4) / ((1/9 / 2/5) - 1/9))
[51533] ['3/8', '9/8', '6/5', '6/5', '4'] -> ((4 * (3/8 * 6/5)) / (6/5 - 9/8))
[51534] ['1/9', '4/7', '4/7', '7/4', '3'] -> ((7/4 * 3) * ((4/7 / 1/9) - 4/7))
[51535] ['1/2', '3/5', '5/8', '9/5', '4'] -> ((3/5 + (4 / (1/2 / 9/5))) / 5/8)
[51536] ['1/5', '4/7', '3/4', '5/2', '4'] -> ((1/5 + (4 / 4/7)) / (3/4 / 5/2))
[51537] ['1/5', '2/9', '1/4', '3/2', '6'] -> ((3/2 / (1/4 - 2/9)) - (6 / 1/5))
[51538] ['1/5', '1/4', '2/3', '5/4', '5'] -> ((5 / 1/5) - (2/3 * (1/4 + 5/4)))
[51539] ['1/9', '3/8', '7/8', '7/6', '4'] -> ((7/6 + (3/8 - 7/8)) / (1/9 / 4))
[51540] ['1/9', '4/7', '4/7', '9/4', '3'] -> ((9/4 + 3) * ((4/7 / 1/9) - 4/7))
[51541] ['1/7', '1/6', '1/5', '5/6', '5'] -> ((5/6 / (1/7 * 1/5)) - (1/6 + 5))
[51542] ['1/9', '1/9', '2/5', '7/3', '7'] -> ((7/3 + 7) / (1/9 + (1/9 / 2/5)))
[51543] ['1/5', '1/4', '2/3', '9/7', '5'] -> ((2/3 / 5) / (1/5 - (1/4 / 9/7)))
[51544] ['1/4', '3/7', '1/2', '9/8', '5'] -> (5 / ((1/4 + 9/8) - (1/2 / 3/7)))
[51545] ['1/3', '5/7', '5/3', '5/2', '8'] -> ((5/3 - (1/3 / 5/7)) * (5/2 * 8))
[51546] ['1/9', '3/8', '7/8', '6/5', '4'] -> ((4 / (1/9 * 6/5)) / (3/8 + 7/8))
[51547] ['2/7', '3/7', '7/5', '2', '9/2'] -> ((3/7 + (9/2 / (7/5 / 2))) / 2/7)
[51548] ['1/7', '1/6', '1/5', '7/8', '5'] -> ((1/5 * 5) / (1/6 - (1/7 * 7/8)))
[51549] ['1/5', '4/7', '3/4', '7/2', '4'] -> (((4 / 1/5) - (4/7 * 7/2)) / 3/4)
[51550] ['1/5', '2/9', '1/4', '7/4', '6'] -> ((6 / 2/9) - (7/4 + (1/4 / 1/5)))
[51551] ['1/6', '1/6', '9/7', '3/2', '9'] -> ((9/7 + (1/6 / 1/6)) * (3/2 + 9))
[51552] ['5/9', '6/7', '8/9', '1', '9/4'] -> (8/9 / (5/9 - (1 / (6/7 * 9/4))))
[51553] ['1/9', '1/9', '2/5', '9/2', '7'] -> (((1/9 + 9/2) / 1/9) - (7 / 2/5))
[51554] ['3/8', '9/8', '6/5', '5/3', '4'] -> ((6/5 * 5/3) * (4 / (3/8 / 9/8)))
[51555] ['1/3', '5/7', '5/3', '9/2', '8'] -> (9/2 * (8 - (1/3 + (5/3 / 5/7))))
[51556] ['1/5', '1/4', '2/3', '8/5', '5'] -> ((5 * (1/5 + 8/5)) / (1/4 / 2/3))
[51557] ['1/4', '3/7', '1/2', '7/5', '5'] -> ((5 / (1/4 / 3/7)) / (1/2 / 7/5))
[51558] ['1/9', '3/8', '7/8', '7/5', '4'] -> (4 * (3/8 + (7/8 / (1/9 * 7/5))))
[51559] ['1/9', '1/9', '3/7', '3/7', '7'] -> ((3/7 - (1/9 * 3/7)) / (1/9 / 7))
[51560] ['2/7', '3/7', '3/2', '9/5', '2'] -> (2/7 / (3/7 - ((3/2 / 9/5) / 2)))
[51561] ['1/3', '5/7', '7/4', '9/5', '8'] -> ((7/4 * 9/5) * (8 + (1/3 - 5/7)))
[51562] ['1/9', '3/8', '7/8', '8/5', '4'] -> ((4 - (7/8 / 3/8)) / (1/9 / 8/5))
[51563] ['2/5', '3/7', '5/8', '7/3', '3'] -> ((7/3 / (2/5 * 5/8)) * (3 - 3/7))
[51564] ['1/5', '2/9', '1/4', '7/2', '6'] -> (1/5 * ((7/2 / (1/4 - 2/9)) - 6))
[51565] ['1/9', '1/9', '3/7', '5/9', '7'] -> ((1/9 + 7) / (5/9 - (1/9 / 3/7)))
[51566] ['1/9', '4/7', '3/5', '5/7', '3'] -> ((3 + (5/7 / (1/9 * 3/5))) / 4/7)
[51567] ['1/7', '1/6', '1/5', '9/7', '5'] -> ((1/5 + 9/7) * (5 / (1/7 + 1/6)))
[51568] ['3/8', '9/8', '6/5', '7/3', '4'] -> (4 / ((9/8 / (3/8 * 6/5)) - 7/3))
[51569] ['2/5', '3/7', '5/8', '5/2', '3'] -> (((3 / (2/5 * 3/7)) - 5/2) / 5/8)
[51570] ['2/7', '3/7', '3/2', '2', '5/2'] -> (((2 * 5/2) - 3/7) / (2/7 / 3/2))
[51571] ['1/5', '1/4', '5/7', '5/7', '5'] -> ((1/5 + (5/7 / 5/7)) / (1/4 / 5))
[51572] ['1/5', '2/9', '2/7', '2/7', '6'] -> (((2/7 / (2/9 - 1/5)) - 6) / 2/7)
[51573] ['1/7', '1/6', '1/5', '4/3', '5'] -> (((5 / (4/3 - 1/7)) - 1/5) / 1/6)
[51574] ['1/3', '5/7', '7/4', '9/2', '8'] -> ((7/4 * 9/2) * (8 * (5/7 - 1/3)))
[51575] ['1/9', '3/8', '8/9', '8/9', '4'] -> ((8/9 + 8/9) * (4 / (1/9 / 3/8)))
[51576] ['2/7', '3/7', '8/5', '5/3', '2'] -> (2/7 / ((3/7 - 5/3) + (2 / 8/5)))
[51577] ['5/9', '6/7', '1', '9/8', '8/7'] -> (1 / (8/7 - (5/9 * (6/7 + 9/8))))
[51578] ['3/8', '9/8', '5/4', '9/7', '4'] -> (4 / ((3/8 / 9/7) + (9/8 - 5/4)))
[51579] ['1/5', '1/4', '5/7', '5/6', '5'] -> ((1/5 + (5 / 5/7)) / (1/4 / 5/6))
[51580] ['3/8', '9/8', '5/4', '8/5', '4'] -> ((5/4 * 8/5) * (4 / (3/8 / 9/8)))
[51581] ['1/7', '1/6', '1/5', '5/3', '5'] -> ((5/3 / (1/5 - 1/7)) - (1/6 + 5))
[51582] ['1/2', '3/5', '5/7', '4/5', '4'] -> ((3/5 * 4) / (4/5 - (1/2 / 5/7)))
[51583] ['1/5', '1/4', '5/7', '7/8', '5'] -> ((5 / 1/5) - (5/7 + (1/4 / 7/8)))
[51584] ['1/6', '1/6', '7/5', '7/5', '9'] -> ((9 - (7/5 / 7/5)) / (1/6 + 1/6))
[51585] ['1/9', '1/9', '3/7', '5/6', '7'] -> ((3/7 - 1/9) * (7 / (1/9 * 5/6)))
[51586] ['1/9', '3/8', '8/9', '6/5', '4'] -> (4 / (((3/8 * 8/9) / 6/5) - 1/9))
[51587] ['1/3', '5/7', '9/5', '8/3', '8'] -> ((8/3 - 1/3) * (8 * (5/7 * 9/5)))
[51588] ['1/5', '2/9', '2/7', '4/9', '6'] -> ((4/9 / 1/5) + ((2/9 + 6) / 2/7))
[51589] ['1/9', '1/5', '7/6', '9/7', '5'] -> ((9/7 + (1/5 * 5)) / (1/9 / 7/6))
[51590] ['1/4', '3/7', '5/9', '2/3', '5'] -> (((2/3 / 3/7) - (5/9 - 5)) / 1/4)
[51591] ['1/6', '1/6', '7/5', '7/4', '9'] -> (9 / (1/6 + (7/4 * (1/6 / 7/5))))
[51592] ['3/8', '9/8', '5/4', '7/3', '4'] -> (7/3 / (3/8 - (5/4 / (9/8 * 4))))
[51593] ['1/9', '3/8', '8/9', '5/4', '4'] -> ((5/4 + (1/9 + 8/9)) / (3/8 / 4))
[51594] ['1/9', '1/9', '3/7', '9/8', '7'] -> ((3/7 * 7) / (9/8 - (1/9 / 1/9)))
[51595] ['5/9', '6/7', '1', '9/8', '9/7'] -> (1 / ((6/7 / 9/7) - (5/9 * 9/8)))
[51596] ['1/7', '1/6', '1/5', '9/5', '5'] -> ((5 / 1/7) - (1/5 + (9/5 / 1/6)))
[51597] ['1/9', '1/5', '7/6', '7/5', '5'] -> ((7/6 / (1/9 + 1/5)) * (7/5 + 5))
[51598] ['2/7', '3/7', '8/5', '2', '7/3'] -> ((7/3 - 3/7) / (2/7 / (8/5 + 2)))
[51599] ['1/9', '1/9', '3/7', '8/7', '7'] -> ((1/9 + 7) / (8/7 * (1/9 / 3/7)))
[51600] ['3/8', '9/8', '9/7', '4/3', '4'] -> (4 / (4/3 - ((3/8 + 9/8) / 9/7)))
[51601] ['1/5', '2/9', '2/7', '5/9', '6'] -> ((2/9 + (5/9 / 1/5)) + (6 / 2/7))
[51602] ['1/2', '3/5', '5/7', '9/8', '4'] -> (4 / ((1/2 / 5/7) - (3/5 / 9/8)))
[51603] ['5/9', '6/7', '1', '9/8', '4/3'] -> (1 / ((5/9 / (4/3 - 6/7)) - 9/8))
[51604] ['1/9', '1/9', '3/7', '7/6', '7'] -> ((1/9 + (3/7 * 7)) / (1/9 * 7/6))
[51605] ['1/9', '1/5', '7/6', '8/5', '5'] -> (((5 / 1/9) - 1/5) / (7/6 * 8/5))
[51606] ['1/5', '1/4', '5/7', '5/4', '5'] -> ((5/4 - 1/5) / (1/4 / (5/7 + 5)))
[51607] ['1/6', '1/6', '7/5', '7/3', '9'] -> (9 * ((1/6 / 1/6) + (7/3 / 7/5)))
[51608] ['1/7', '1/6', '1/5', '7/3', '5'] -> ((5 * (1/7 + 1/5)) / (1/6 / 7/3))
[51609] ['1/3', '5/7', '9/4', '7/3', '8'] -> ((9/4 * 8) * ((5/7 * 7/3) - 1/3))
[51610] ['1/9', '1/9', '3/7', '6/5', '7'] -> ((3/7 - 1/9) * (7 / (1/9 / 6/5)))
[51611] ['5/9', '6/7', '1', '9/8', '7/5'] -> ((1 / 5/9) / ((6/7 * 7/5) - 9/8))
[51612] ['1/5', '4/7', '7/9', '4/3', '4'] -> ((4 + (4/3 / 1/5)) / (4/7 * 7/9))
[51613] ['1/9', '4/7', '3/5', '5/4', '3'] -> ((5/4 / (1/9 * 3/5)) + (3 / 4/7))
[51614] ['1/9', '3/8', '8/9', '7/4', '4'] -> ((4 / (3/8 / 7/4)) / (8/9 - 1/9))
[51615] ['3/8', '9/8', '9/7', '8/5', '4'] -> ((9/7 + (9/8 / 3/8)) * (8/5 + 4))
[51616] ['1/5', '2/9', '2/7', '2/3', '6'] -> (2/3 + (6 / (2/7 * (1/5 / 2/9))))
[51617] ['2/7', '3/7', '5/3', '5/3', '2'] -> (((5/3 + 2) / (3/7 - 2/7)) - 5/3)
[51618] ['1/4', '3/7', '5/9', '6/7', '5'] -> ((3/7 + 5) / ((5/9 * 6/7) - 1/4))
[51619] ['1/5', '1/4', '5/7', '9/7', '5'] -> ((5 * ((9/7 / 1/4) - 1/5)) - 5/7)
[51620] ['1/5', '4/7', '7/9', '7/5', '4'] -> ((4/7 + (7/5 * 4)) / (1/5 / 7/9))
[51621] ['1/6', '1/6', '7/5', '7/2', '9'] -> (((1/6 * 9) + (7/2 / 7/5)) / 1/6)
[51622] ['1/9', '3/8', '8/9', '9/5', '4'] -> ((4 + (1/9 + 8/9)) / (3/8 / 9/5))
[51623] ['1/9', '1/9', '3/7', '9/7', '7'] -> ((7 + (1/9 / 1/9)) / (3/7 / 9/7))
[51624] ['3/8', '9/8', '9/7', '5/3', '4'] -> ((9/7 * 4) * (5/3 + (9/8 / 3/8)))
[51625] ['1/2', '3/5', '5/7', '3/2', '4'] -> (3/5 / ((3/2 / (5/7 * 4)) - 1/2))
[51626] ['1/9', '4/7', '3/5', '4/3', '3'] -> (((3 / 3/5) - (4/3 / 4/7)) / 1/9)
[51627] ['1/7', '1/6', '1/5', '7/2', '5'] -> ((1/7 + (1/5 * 5)) / (1/6 / 7/2))
[51628] ['1/3', '5/7', '9/4', '7/2', '8'] -> ((9/4 * 7/2) * (8 * (5/7 - 1/3)))
[51629] ['2/7', '3/7', '5/3', '9/5', '2'] -> ((3/7 + (5/3 * 9/5)) / (2/7 / 2))
[51630] ['1/5', '4/7', '7/9', '3/2', '4'] -> ((7/9 * 3/2) * (4/7 + (4 / 1/5)))
[51631] ['1/4', '3/7', '5/9', '9/8', '5'] -> ((5 / (3/7 * 5/9)) / (9/8 - 1/4))
[51632] ['1/9', '1/9', '3/7', '7/5', '7'] -> ((7/5 + 7) / (1/9 / (3/7 - 1/9)))
[51633] ['1/5', '4/7', '7/9', '5/3', '4'] -> (((4 / 7/9) - (4/7 / 5/3)) / 1/5)
[51634] ['1/5', '2/9', '2/7', '4/5', '6'] -> ((6 / 2/9) - (1/5 + (4/5 / 2/7)))
[51635] ['1/3', '5/7', '7/3', '5/2', '8'] -> (8 / (((5/7 * 7/3) / 5/2) - 1/3))
[51636] ['1/6', '1/6', '8/5', '9/4', '9'] -> (8/5 * ((1/6 * 9) + (9/4 / 1/6)))
[51637] ['1/9', '3/8', '9/8', '6/5', '4'] -> (4 / (((3/8 / 9/8) / 6/5) - 1/9))
[51638] ['1/4', '3/7', '5/9', '7/6', '5'] -> ((3/7 + 5) / ((5/9 / 7/6) - 1/4))
[51639] ['1/9', '4/7', '3/5', '8/5', '3'] -> (4/7 * (3/5 + ((8/5 + 3) / 1/9)))
[51640] ['1/7', '1/6', '2/9', '1/3', '5'] -> ((1/3 + (1/6 / 1/7)) + (5 / 2/9))
[51641] ['1/9', '3/8', '9/8', '9/7', '4'] -> (4 / ((3/8 / 9/7) - (1/9 * 9/8)))
[51642] ['1/6', '1/6', '8/5', '7/3', '9'] -> ((((9 - 7/3) / 8/5) - 1/6) / 1/6)
[51643] ['1/9', '1/5', '6/5', '5/4', '5'] -> ((6/5 / 1/9) / (1/5 + (5/4 / 5)))
[51644] ['2/5', '3/7', '2/3', '7/5', '3'] -> ((((7/5 + 3) / 3/7) - 2/3) / 2/5)
[51645] ['1/2', '3/5', '5/7', '8/3', '4'] -> ((8/3 + (4 / (3/5 * 5/7))) / 1/2)
[51646] ['1/3', '5/7', '5/2', '8/3', '8'] -> ((5/2 + 8) * (8/3 + (1/3 - 5/7)))
[51647] ['1/5', '1/4', '5/7', '7/3', '5'] -> ((5/7 - 1/5) * (5 / (1/4 / 7/3)))
[51648] ['2/5', '3/7', '2/3', '3/2', '3'] -> (((3 / (2/5 * 3/7)) - 3/2) / 2/3)
[51649] ['1/9', '4/7', '3/5', '7/4', '3'] -> (((4/7 / 3/5) + (3 / 7/4)) / 1/9)
[51650] ['1/4', '3/7', '5/9', '5/4', '5'] -> (((5/4 / 3/7) - 1/4) / (5/9 / 5))
[51651] ['1/2', '3/5', '5/7', '7/2', '4'] -> (4 * ((1/2 + 3/5) + (7/2 / 5/7)))
[51652] ['1/9', '3/8', '9/8', '8/5', '4'] -> ((3/8 + 9/8) + (4 / (1/9 * 8/5)))
[51653] ['2/7', '3/7', '7/4', '2', '9/2'] -> ((9/2 + (3/7 / 2/7)) / (2 - 7/4))
