[35461] ['3/8', '4/9', '7/4', '7/3', '4'] -> ((4 / 4/9) / ((7/4 / 7/3) - 3/8))
[43530] ['1/6', '7/9', '7/5', '5/2', '6'] -> ((1/6 + (5/2 * (7/5 + 6))) / 7/9)
[43531] ['1/9', '1/7', '2/9', '9/4', '5'] -> ((5 / (2/9 + (1/9 - 1/7))) - 9/4)
[43532] ['1/7', '6/7', '7/6', '7/4', '9'] -> (7/4 * ((6/7 / 1/7) + (9 / 7/6)))
[43533] ['2/7', '1/3', '5/8', '5/6', '2'] -> (2 / ((2/7 * (5/8 + 5/6)) - 1/3))
[43534] ['1/8', '7/8', '7/8', '7/5', '5'] -> ((7/5 - 7/8) * (5 / (1/8 * 7/8)))
[43535] ['1/4', '1/4', '9/8', '9/8', '5'] -> ((9/8 / (1/4 * 9/8)) + (5 / 1/4))
[43536] ['2/7', '1/3', '5/8', '7/8', '2'] -> (2 / (5/8 - (7/8 * (2/7 + 1/3))))
[43537] ['1/9', '2/5', '5/8', '5/6', '3'] -> (((5/6 / 1/9) + (3 / 2/5)) / 5/8)
[43538] ['1/3', '3/7', '5/7', '9/8', '8'] -> ((5/7 + 8) / (9/8 - (1/3 + 3/7)))
[43539] ['1/7', '6/7', '7/6', '9/5', '9'] -> (((9 / (7/6 * 9/5)) - 6/7) / 1/7)
[43540] ['1/6', '5/4', '7/5', '7/3', '5'] -> ((7/5 + 5) * (7/3 + (1/6 + 5/4)))
[43541] ['3/8', '2/3', '9/5', '9/4', '4'] -> (4 / ((3/8 / (9/4 - 9/5)) - 2/3))
[43542] ['1/8', '7/8', '7/8', '9/5', '5'] -> (9/5 / (((7/8 / 7/8) / 5) - 1/8))
[43543] ['1/4', '1/4', '9/8', '5/4', '5'] -> ((1/4 + 5/4) + (5 / (1/4 / 9/8)))
[43544] ['6/5', '5/4', '9/7', '5/3', '6'] -> ((6 / (5/4 + 5/3)) / (9/7 - 6/5))
[43545] ['1/9', '1/7', '2/9', '9/2', '5'] -> (((2/9 / 1/7) + (5 / 9/2)) / 1/9)
[43546] ['5/9', '5/8', '1', '5/3', '8/3'] -> ((5/3 + 8/3) / ((5/9 + 5/8) - 1))
[43547] ['1/5', '2/5', '9/4', '9/4', '4'] -> (4 * (9/4 + (9/4 / (1/5 + 2/5))))
[43548] ['1/6', '5/4', '7/5', '5/2', '5'] -> (5 / ((5/2 * (7/5 - 5/4)) - 1/6))
[43549] ['1/8', '7/8', '7/8', '7/3', '5'] -> ((5 / (1/8 / 7/8)) / (7/3 - 7/8))
[43550] ['1/4', '1/4', '9/8', '9/7', '5'] -> ((1/4 + 5) * (9/7 / (1/4 * 9/8)))
[43551] ['2/7', '1/3', '5/8', '8/7', '2'] -> (2 / (5/8 - ((2/7 + 1/3) / 8/7)))
[43552] ['1/6', '7/9', '3/2', '3/2', '6'] -> ((3/2 * 3/2) * (6 + (7/9 / 1/6)))
[43553] ['3/8', '2/3', '9/5', '8/3', '4'] -> (9/5 * ((4 / (3/8 * 2/3)) - 8/3))
[43554] ['1/9', '2/5', '5/8', '8/9', '3'] -> (3 / ((2/5 * 5/8) - (1/9 / 8/9)))
[43555] ['1/7', '6/7', '6/5', '4/3', '9'] -> ((6/5 * 4/3) * (9 + (6/7 / 1/7)))
[43556] ['1/4', '1/4', '9/8', '7/5', '5'] -> (((7/5 * 5) - 1/4) / (1/4 * 9/8))
[43557] ['1/9', '1/7', '1/4', '2/7', '5'] -> (((1/7 / 1/9) - (2/7 - 5)) / 1/4)
[43558] ['3/8', '6/7', '5/3', '7/3', '3'] -> ((3 / 3/8) / ((6/7 * 7/3) - 5/3))
[43559] ['1/9', '2/5', '5/8', '9/8', '3'] -> (3 / ((2/5 * 5/8) - (1/9 * 9/8)))
[43560] ['5/9', '5/8', '1', '5/3', '9/2'] -> (1 / ((5/3 / (5/9 * 9/2)) - 5/8))
[43561] ['6/5', '5/4', '9/7', '9/5', '6'] -> ((6 / 5/4) / ((9/5 / 9/7) - 6/5))
[43562] ['1/9', '2/9', '7/8', '8/7', '4'] -> (8/7 / (1/9 - ((2/9 / 7/8) / 4)))
[43563] ['1/6', '5/4', '7/5', '7/2', '5'] -> ((5 / 1/6) / ((7/2 / 7/5) - 5/4))
[43564] ['1/4', '1/4', '9/8', '8/5', '5'] -> ((8/5 - 1/4) * (5 / (1/4 * 9/8)))
[43565] ['1/8', '7/8', '7/8', '9/2', '5'] -> (((5 * (9/2 - 1/8)) - 7/8) / 7/8)
[43566] ['1/5', '2/5', '7/3', '7/3', '4'] -> ((7/3 + (7/3 / 1/5)) + (4 / 2/5))
[43567] ['6/5', '5/4', '9/7', '9/4', '6'] -> (6 / ((9/4 / 9/7) - (6/5 * 5/4)))
[43568] ['2/7', '1/3', '5/8', '5/4', '2'] -> (2 / (2/7 * (5/4 - (1/3 + 5/8))))
[43569] ['1/4', '1/4', '9/8', '5/3', '5'] -> (5 / (5/3 * (9/8 - (1/4 / 1/4))))
[43570] ['1/5', '2/5', '7/3', '5/2', '4'] -> ((4 / 5/2) / ((1/5 * 7/3) - 2/5))
[43571] ['1/9', '2/9', '7/8', '6/5', '4'] -> ((6/5 / (2/9 * 7/8)) * (4 - 1/9))
[43572] ['4/9', '9/8', '9/7', '7/2', '4'] -> (((4 / 4/9) - 9/7) / (9/8 / 7/2))
[43573] ['1/9', '2/5', '5/8', '7/6', '3'] -> ((7/6 + 3) / (5/8 * (1/9 / 2/5)))
[43574] ['1/7', '6/7', '6/5', '7/4', '9'] -> (((9 / (6/5 * 7/4)) - 6/7) / 1/7)
[43575] ['1/6', '7/9', '3/2', '5/2', '6'] -> ((6 / (1/6 / 7/9)) - (3/2 + 5/2))
[43576] ['1/8', '7/8', '8/9', '8/7', '5'] -> ((8/9 / (1/8 / 7/8)) * (5 - 8/7))
[43577] ['3/8', '6/7', '5/3', '3', '9/2'] -> ((3 + (5/3 * 9/2)) / (3/8 / 6/7))
[43578] ['1/6', '7/9', '8/5', '8/5', '6'] -> ((6 - 1/6) / (7/9 / (8/5 + 8/5)))
[43579] ['1/7', '6/7', '6/5', '8/3', '9'] -> (((1/7 + 9) / (6/5 - 6/7)) - 8/3)
[43580] ['1/9', '2/5', '5/8', '5/4', '3'] -> (3 / (1/9 * (5/8 + (2/5 * 5/4))))
[43581] ['2/7', '1/3', '5/8', '8/5', '2'] -> (((5/8 * 8/5) + (2 / 2/7)) / 1/3)
[43582] ['6/5', '5/4', '9/7', '9/2', '6'] -> (6 * (6/5 + (9/2 / (5/4 * 9/7))))
[43583] ['1/3', '3/7', '3/4', '8/9', '8'] -> ((8/9 / ((1/3 / 3/7) - 3/4)) - 8)
[43584] ['1/5', '2/5', '7/2', '7/2', '4'] -> ((4 / 2/5) - (7/2 - (7/2 / 1/5)))
[43585] ['5/9', '5/8', '1', '7/4', '5/2'] -> ((1 / 5/9) / ((7/4 / 5/2) - 5/8))
[43586] ['1/6', '7/9', '8/5', '5/3', '6'] -> ((5/3 + 6) / ((7/9 / 8/5) - 1/6))
[43587] ['1/7', '6/7', '6/5', '9/2', '9'] -> ((6/7 + (9 / 9/2)) / (1/7 / 6/5))
[43588] ['1/9', '2/9', '7/8', '3/2', '4'] -> (3/2 / (1/9 - ((2/9 * 7/8) / 4)))
[43589] ['1/8', '7/8', '8/9', '5/4', '5'] -> (5 / ((8/9 * (5/4 - 7/8)) - 1/8))
[43590] ['1/9', '1/7', '1/4', '5/9', '5'] -> ((1/9 + (5/9 / 1/7)) + (5 / 1/4))
[43591] ['1/9', '2/5', '5/8', '9/7', '3'] -> ((3 / 5/8) / ((2/5 / 9/7) - 1/9))
[43592] ['3/8', '5/7', '5/7', '4/5', '4'] -> ((5/7 + 4) / ((5/7 * 4/5) - 3/8))
[43593] ['3/8', '6/7', '7/4', '9/4', '3'] -> ((9/4 + (7/4 * (6/7 + 3))) / 3/8)
[43594] ['1/5', '2/5', '4', '9/2', '9/2'] -> ((4 - 9/2) + ((2/5 + 9/2) / 1/5))
[43595] ['1/6', '7/9', '8/5', '7/4', '6'] -> (8/5 * ((6 * (7/9 + 7/4)) - 1/6))
[43596] ['4/9', '9/8', '4/3', '9/5', '4'] -> ((4 / (4/9 * 9/5)) / (4/3 - 9/8))
[43597] ['1/5', '3/7', '3/7', '3/7', '4'] -> ((3/7 + (3/7 / 1/5)) / (3/7 / 4))
[43598] ['1/4', '1/4', '8/7', '5/4', '5'] -> (8/7 * ((5 / 1/4) - (1/4 - 5/4)))
[43599] ['5/9', '5/8', '1', '7/4', '9/2'] -> (1 / ((7/4 / 9/2) - (5/9 * 5/8)))
[43600] ['2/7', '1/3', '5/8', '2', '7/3'] -> (2 / ((7/3 * (2/7 * 5/8)) - 1/3))
[43601] ['1/3', '3/7', '3/4', '5/4', '8'] -> (3/4 / ((5/4 / (3/7 * 8)) - 1/3))
[43602] ['1/9', '2/9', '7/8', '9/4', '4'] -> ((9/4 * 4) / (7/8 - (1/9 / 2/9)))
[43603] ['1/8', '7/8', '8/9', '3/2', '5'] -> (5 / (3/2 * (8/9 + (1/8 - 7/8))))
[43604] ['1/9', '1/7', '1/4', '5/8', '5'] -> (1/4 / ((5/8 / (1/7 + 5)) - 1/9))
[43605] ['1/5', '3/7', '3/7', '5/9', '4'] -> ((3/7 + (3/7 / 5/9)) / (1/5 / 4))
[43606] ['1/6', '7/9', '8/5', '5/2', '6'] -> ((6 / (1/6 / 7/9)) - (8/5 * 5/2))
[43607] ['1/7', '6/7', '5/4', '7/3', '9'] -> ((7/3 + (1/7 + 6/7)) / (5/4 / 9))
[43608] ['1/8', '7/8', '8/9', '8/5', '5'] -> ((8/9 * 5) * ((7/8 / 1/8) - 8/5))
[43609] ['1/9', '2/9', '7/8', '8/3', '4'] -> ((8/3 / (2/9 - (1/9 / 7/8))) - 4)
[43610] ['1/5', '3/7', '3/7', '4/7', '4'] -> ((4/7 + (4 / 1/5)) / (3/7 + 3/7))
[43611] ['2/7', '1/3', '5/8', '2', '8/3'] -> (((2 / 2/7) + (8/3 / 1/3)) / 5/8)
[43612] ['1/9', '2/5', '5/8', '5/2', '3'] -> (((5/2 / 1/9) - (3 / 2/5)) / 5/8)
[43613] ['1/8', '7/8', '8/9', '7/4', '5'] -> (((5 / 8/9) - (7/8 + 7/4)) / 1/8)
[43614] ['4/9', '9/8', '7/5', '5/3', '4'] -> (7/5 / (9/8 - (4 * (4/9 / 5/3))))
[43615] ['5/9', '5/8', '1', '9/5', '8/3'] -> (8/3 / (5/9 * (9/5 - (1 / 5/8))))
[43616] ['1/7', '6/7', '9/7', '7/5', '9'] -> (7/5 * ((9/7 / 1/7) - (6/7 - 9)))
[43617] ['1/5', '3/7', '3/7', '2/3', '4'] -> (2/3 + (4 / (1/5 * (3/7 + 3/7))))
[43618] ['1/6', '7/9', '5/3', '5/3', '6'] -> (((7/9 + 6) - (5/3 * 5/3)) / 1/6)
[43619] ['2/7', '1/3', '2/3', '3/4', '2'] -> (2 / ((2/3 / 2/7) - (3/4 / 1/3)))
[43620] ['1/5', '3/7', '3/7', '5/7', '4'] -> ((3/7 + 3/7) * (4 / (1/5 * 5/7)))
[43621] ['6/5', '5/4', '5/3', '5/3', '6'] -> (6 / (5/4 * (6/5 - (5/3 / 5/3))))
[43622] ['1/8', '7/8', '8/9', '5/2', '5'] -> ((5 + (7/8 - 5/2)) / (1/8 / 8/9))
[43623] ['1/4', '1/4', '8/7', '7/4', '5'] -> (((8/7 + 5) - (1/4 / 7/4)) / 1/4)
[43624] ['3/8', '5/7', '5/7', '9/7', '4'] -> ((5/7 + 4) / (9/7 - (3/8 + 5/7)))
[43625] ['1/5', '3/7', '3/7', '3/4', '4'] -> (3/7 + ((3/7 + 3/4) / (1/5 / 4)))
[43626] ['1/9', '2/5', '2/3', '2/3', '3'] -> (3 + ((2/3 + (2/3 / 2/5)) / 1/9))
[43627] ['1/9', '1/7', '1/4', '6/7', '5'] -> (6/7 / ((1/7 / 1/9) - (1/4 * 5)))
[43628] ['1/6', '7/9', '5/3', '9/5', '6'] -> (5/3 * (6 + (9/5 / (1/6 / 7/9))))
[43629] ['3/8', '5/7', '5/7', '4/3', '4'] -> ((5/7 / 5/7) / (3/8 - (4/3 / 4)))
[43630] ['2/7', '1/3', '2/3', '5/6', '2'] -> (2 / ((5/6 / 2/3) - (1/3 / 2/7)))
[43631] ['1/6', '9/7', '9/7', '9/7', '5'] -> (((9/7 * 5) - 9/7) / (1/6 * 9/7))
[43632] ['1/4', '1/4', '8/7', '9/4', '5'] -> ((9/4 * 5) / (1/4 + (1/4 / 8/7)))
[43633] ['1/9', '2/5', '2/3', '7/9', '3'] -> (((2/3 / 2/5) - 7/9) / (1/9 / 3))
[43634] ['1/8', '7/8', '9/8', '6/5', '5'] -> ((5 / (1/8 / 6/5)) / (7/8 + 9/8))
[43635] ['6/5', '5/4', '7/4', '7/3', '6'] -> (5/4 + (6 * (7/3 + (7/4 / 6/5))))
[43636] ['1/5', '3/7', '3/7', '6/7', '4'] -> (4 * (((3/7 + 6/7) / 1/5) - 3/7))
[43637] ['2/7', '1/3', '2/3', '9/8', '2'] -> (2 / (2/7 * (2/3 - (1/3 * 9/8))))
[43638] ['1/9', '1/7', '1/4', '8/9', '5'] -> (8/9 + ((5 + (1/9 / 1/7)) / 1/4))
[43639] ['1/6', '9/7', '9/7', '7/5', '5'] -> ((9/7 + 9/7) + (5 / (1/6 * 7/5)))
[43640] ['1/7', '6/7', '4/3', '7/2', '9'] -> ((7/2 - ((6/7 / 4/3) / 9)) / 1/7)
[43641] ['1/9', '2/9', '9/8', '6/5', '4'] -> ((4 / 6/5) / ((2/9 * 9/8) - 1/9))
[43642] ['1/6', '7/9', '7/4', '9/5', '6'] -> (9/5 * ((6 / (7/9 / 7/4)) - 1/6))
[43643] ['5/9', '5/8', '1', '9/4', '7/2'] -> (1 / ((5/9 * (5/8 + 7/2)) - 9/4))
[43644] ['1/5', '3/7', '3/7', '7/8', '4'] -> (((3/7 / 3/7) + (4 / 1/5)) / 7/8)
[43645] ['6/5', '5/4', '9/5', '9/5', '6'] -> (6 / (5/4 * (6/5 - (9/5 / 9/5))))
[43646] ['1/6', '7/9', '7/4', '5/2', '6'] -> ((7/4 * 6) * (5/2 - (1/6 / 7/9)))
[43647] ['1/8', '7/8', '9/8', '7/5', '5'] -> (((7/8 + 9/8) - 7/5) / (1/8 / 5))
[43648] ['1/9', '1/7', '1/4', '8/7', '5'] -> (((5 + (1/7 / 1/9)) / 1/4) - 8/7)
[43649] ['3/8', '6/7', '7/3', '3', '7/2'] -> ((7/2 + (7/3 * 3)) / (3/8 / 6/7))
[43650] ['3/8', '5/7', '5/7', '5/3', '4'] -> ((5/7 / 5/7) / ((5/3 / 4) - 3/8))
[43651] ['1/7', '6/7', '7/5', '7/4', '9'] -> (6/7 / ((1/7 * 9) - (7/4 / 7/5)))
[43652] ['5/9', '5/8', '1', '7/3', '7/3'] -> (7/3 / ((5/9 + 1) - (5/8 * 7/3)))
[43653] ['1/4', '1/4', '7/6', '7/6', '5'] -> ((7/6 / (1/4 * 7/6)) + (5 / 1/4))
[43654] ['6/5', '5/4', '9/4', '9/4', '6'] -> (6 / (5/4 * (6/5 - (9/4 / 9/4))))
[43655] ['1/6', '9/7', '9/7', '9/5', '5'] -> ((9/5 - (9/7 / 9/7)) / (1/6 / 5))
[43656] ['1/6', '7/9', '9/5', '9/5', '6'] -> ((9/5 + (9/5 / 7/9)) * (6 - 1/6))
[43657] ['1/4', '1/4', '7/6', '5/4', '5'] -> (5 / (5/4 * (7/6 - (1/4 / 1/4))))
[43658] ['1/7', '6/7', '7/5', '9/4', '9'] -> (6/7 / ((9/4 / (7/5 * 9)) - 1/7))
[43659] ['3/8', '5/7', '5/7', '7/3', '4'] -> (5/7 / (((7/3 - 5/7) / 4) - 3/8))
[43660] ['1/6', '9/7', '9/7', '9/4', '5'] -> (5 / (1/6 * (9/4 - (9/7 / 9/7))))
[43661] ['4/9', '9/8', '3/2', '7/4', '4'] -> (3/2 / ((4/9 * 9/8) - (7/4 / 4)))
[43662] ['2/7', '1/3', '2/3', '2', '5/2'] -> (((2 / (2/7 * 2/3)) - 5/2) / 1/3)
[43663] ['1/9', '2/5', '2/3', '9/7', '3'] -> ((9/7 + 3) * ((2/3 / 1/9) - 2/5))
[43664] ['6/5', '5/4', '7/2', '7/2', '6'] -> (6 / (5/4 * (6/5 - (7/2 / 7/2))))
[43665] ['1/7', '6/7', '7/5', '9/2', '9'] -> ((9/2 / 1/7) - (9 / (6/7 * 7/5)))
[43666] ['1/6', '9/7', '9/7', '8/3', '5'] -> (5 / (((9/7 / 9/7) / 8/3) - 1/6))
[43667] ['3/8', '6/7', '3', '7/2', '9/2'] -> (((7/2 * (6/7 + 3)) - 9/2) / 3/8)
[43668] ['1/9', '1/7', '1/4', '3/2', '5'] -> (3/2 / (1/9 - (1/4 / (1/7 + 5))))
[43669] ['6/5', '9/7', '9/7', '9/7', '6'] -> (((9/7 + 9/7) / (9/7 - 6/5)) - 6)
[43670] ['5/9', '5/8', '1', '5/2', '9/2'] -> ((9/2 + (5/2 / 5/9)) / (1 - 5/8))
[43671] ['1/8', '7/8', '8/7', '5/4', '5'] -> (((5 / 5/4) - (7/8 * 8/7)) / 1/8)
[43672] ['1/5', '3/7', '3/7', '5/3', '4'] -> (3/7 + ((4 + (3/7 * 5/3)) / 1/5))
[43673] ['2/7', '1/3', '5/7', '5/7', '2'] -> (((5/7 / 5/7) + (2 / 2/7)) / 1/3)
[43674] ['1/9', '2/5', '2/3', '7/4', '3'] -> ((3 + (2/3 / 2/5)) / (1/9 * 7/4))
[43675] ['1/4', '1/4', '7/6', '7/3', '5'] -> ((5 - (7/6 + 7/3)) / (1/4 * 1/4))
[43676] ['1/9', '2/9', '8/7', '6/5', '4'] -> ((6/5 / (2/9 / 8/7)) * (4 - 1/9))
[43677] ['3/8', '5/7', '3/4', '7/9', '4'] -> (4 / (7/9 * (5/7 - (3/8 / 3/4))))
[43678] ['1/7', '6/7', '8/5', '5/2', '9'] -> (5/2 * ((8/5 + 9) - (1/7 + 6/7)))
[43679] ['1/8', '7/8', '8/7', '9/7', '5'] -> ((5 - (7/8 + (9/7 / 8/7))) / 1/8)
[43680] ['1/6', '7/9', '9/5', '9/2', '6'] -> (9/5 * (((9/2 + 6) / 7/9) - 1/6))
[43681] ['1/9', '2/5', '2/3', '9/4', '3'] -> (((3 / (2/5 * 9/4)) - 2/3) / 1/9)
[43682] ['5/9', '5/8', '1', '8/3', '9/2'] -> (8/3 * ((1 / 5/9) + (9/2 / 5/8)))
[43683] ['3/8', '7/8', '7/8', '9/7', '3'] -> (3 / ((3/8 + 7/8) - (7/8 * 9/7)))
[43684] ['1/5', '3/7', '3/7', '7/3', '4'] -> ((3/7 + (3/7 / 1/5)) * (7/3 * 4))
[43685] ['4/9', '9/8', '8/5', '9/4', '4'] -> ((9/8 + 9/4) * (8/5 * (4/9 + 4)))
[43686] ['1/5', '3/7', '3/7', '5/2', '4'] -> ((3/7 * 4) / ((1/5 * 5/2) - 3/7))
[43687] ['1/9', '2/9', '8/7', '4/3', '4'] -> (4 / (4/3 * (2/9 - (1/9 / 8/7))))
[43688] ['3/8', '7/8', '7/8', '7/5', '3'] -> (3 / ((3/8 - 7/8) + (7/8 / 7/5)))
[43689] ['6/5', '9/7', '9/7', '9/5', '6'] -> (6 * ((6/5 + 9/5) + (9/7 / 9/7)))
[43690] ['1/6', '9/7', '4/3', '5/3', '5'] -> (9/7 * (((5 - 5/3) / 1/6) - 4/3))
[43691] ['1/8', '7/8', '8/7', '9/5', '5'] -> (9/5 / (((7/8 * 8/7) / 5) - 1/8))
[43692] ['1/9', '2/5', '2/3', '3', '7/2'] -> (((3 / 2/5) - 7/2) / (1/9 / 2/3))
[43693] ['1/5', '3/7', '3/7', '7/2', '4'] -> ((7/2 * 4) * ((3/7 / 1/5) - 3/7))
[43694] ['4/9', '9/8', '8/5', '5/2', '4'] -> (5/2 * (8/5 + (4 / (4/9 * 9/8))))
[43695] ['1/6', '9/7', '4/3', '7/4', '5'] -> ((5 / 7/4) / ((1/6 + 9/7) - 4/3))
[43696] ['3/8', '7/8', '7/8', '5/3', '3'] -> (3 / (7/8 - ((3/8 + 7/8) / 5/3)))
[43697] ['1/9', '2/9', '8/7', '3/2', '4'] -> (3/2 / (1/9 - ((2/9 / 8/7) / 4)))
[43698] ['3/8', '5/7', '3/4', '8/9', '4'] -> ((4 / ((5/7 * 3/4) - 3/8)) - 8/9)
[43699] ['1/4', '1/4', '6/5', '8/5', '5'] -> (((1/4 + 5) + (6/5 / 8/5)) / 1/4)
[43700] ['2/7', '1/3', '5/7', '5/3', '2'] -> ((2/7 + 2) / ((5/7 / 5/3) - 1/3))
[43701] ['1/8', '7/8', '8/7', '8/3', '5'] -> (5 / (1/8 * (8/3 - (7/8 * 8/7))))
[43702] ['1/6', '7/9', '9/2', '9/2', '6'] -> (6 / (9/2 - (9/2 * (1/6 + 7/9))))
[43703] ['6/5', '9/7', '9/7', '5/2', '6'] -> (6 * ((6/5 * 5/2) + (9/7 / 9/7)))
[43704] ['5/9', '2/3', '2/3', '7/9', '1'] -> ((7/9 + 1) / (2/3 * (2/3 - 5/9)))
[43705] ['4/9', '9/8', '8/5', '7/2', '4'] -> ((8/5 / (4/9 * 9/8)) * (7/2 + 4))
[43706] ['2/7', '1/3', '5/7', '9/5', '2'] -> (((2 / (2/7 * 5/7)) - 9/5) / 1/3)
[43707] ['1/4', '1/4', '6/5', '5/3', '5'] -> (5 / ((1/4 * 5/3) - (1/4 / 6/5)))
[43708] ['3/8', '5/7', '3/4', '8/7', '4'] -> ((8/7 + 4) / (5/7 - (3/8 / 3/4)))
[43709] ['1/6', '4/5', '4/5', '6/7', '6'] -> (6/7 * ((6 / (1/6 / 4/5)) - 4/5))
[43710] ['4/9', '9/8', '8/5', '4', '9/2'] -> ((8/5 * (4/9 + 4)) * (9/2 - 9/8))
[43711] ['1/8', '7/8', '8/7', '9/2', '5'] -> (8/7 * ((5 * (9/2 - 1/8)) - 7/8))
[43712] ['1/3', '3/7', '7/9', '9/4', '8'] -> (3/7 + ((1/3 + (9/4 * 8)) / 7/9))
[43713] ['6/5', '9/7', '9/7', '8/3', '6'] -> (8/3 * ((9/7 / (9/7 - 6/5)) - 6))
[43714] ['1/6', '9/7', '4/3', '7/3', '5'] -> ((9/7 + ((4/3 + 5) / 7/3)) / 1/6)
[43715] ['1/9', '2/5', '5/7', '7/9', '3'] -> (5/7 * (((7/9 + 3) / 1/9) - 2/5))
[43716] ['5/9', '2/3', '2/3', '6/7', '1'] -> (2/3 / (1 - ((5/9 / 2/3) / 6/7)))
[43717] ['4/9', '9/8', '5/3', '9/5', '4'] -> ((5/3 * 9/5) * (4 / (4/9 * 9/8)))
[43718] ['3/8', '5/7', '3/4', '6/5', '4'] -> ((6/5 + (3/4 / 5/7)) / (3/8 / 4))
[43719] ['1/8', '7/8', '7/6', '6/5', '5'] -> (5 * ((7/8 / (1/8 * 7/6)) - 6/5))
[43720] ['6/5', '9/7', '9/7', '7/2', '6'] -> (6/5 * ((7/2 * 6) - (9/7 / 9/7)))
[43721] ['1/6', '9/7', '4/3', '5/2', '5'] -> (9/7 * ((5/2 / 1/6) - (4/3 - 5)))
[43722] ['1/9', '2/9', '8/7', '4', '9/2'] -> ((9/2 + (4 / 8/7)) / (1/9 + 2/9))
[43723] ['6/5', '9/7', '9/7', '9/2', '6'] -> ((6/5 / 9/7) * ((9/2 * 6) - 9/7))
[43724] ['1/7', '6/7', '7/4', '5/2', '9'] -> (9 * ((5/2 / 6/7) - (1/7 * 7/4)))
[43725] ['1/6', '4/5', '4/5', '8/7', '6'] -> (6 / (1/6 * (4/5 + (4/5 / 8/7))))
[43726] ['1/6', '9/7', '4/3', '8/3', '5'] -> ((4/3 / (1/6 / 9/7)) * (5 - 8/3))
[43727] ['1/3', '3/7', '7/9', '7/2', '8'] -> ((3/7 + (1/3 / 7/9)) * (7/2 * 8))
[43728] ['2/7', '1/3', '3/4', '4/5', '2'] -> (((2 / (2/7 * 4/5)) - 3/4) / 1/3)
[43729] ['1/4', '1/4', '6/5', '8/3', '5'] -> (((5 / 6/5) - 8/3) / (1/4 * 1/4))
[43730] ['1/8', '7/8', '7/6', '9/7', '5'] -> (5 + ((7/8 + (7/6 * 9/7)) / 1/8))
[43731] ['1/9', '1/7', '2/7', '4/9', '5'] -> (((5 - (4/9 / 2/7)) / 1/7) - 1/9)
[43732] ['3/8', '7/8', '8/9', '4/3', '3'] -> (3 / (4/3 - (7/8 + (3/8 * 8/9))))
[43733] ['3/8', '5/7', '3/4', '7/5', '4'] -> ((7/5 + 4) / (3/4 - (3/8 / 5/7)))
[43734] ['1/4', '1/4', '5/4', '4/3', '5'] -> (1/4 + ((5 + (5/4 / 4/3)) / 1/4))
[43735] ['1/9', '2/9', '7/6', '9/5', '4'] -> (4 / (9/5 * (2/9 - (1/9 * 7/6))))
[43736] ['6/5', '9/7', '4/3', '3/2', '6'] -> (9/7 * ((6 / (3/2 - 6/5)) - 4/3))
[43737] ['5/9', '2/3', '2/3', '1', '3/2'] -> ((2/3 + 2/3) / ((5/9 + 1) - 3/2))
[43738] ['1/6', '4/5', '4/5', '7/4', '6'] -> ((6 + (4/5 / 4/5)) / (1/6 * 7/4))
[43739] ['4/9', '9/8', '7/4', '7/2', '4'] -> ((4 * (7/4 * 7/2)) - (4/9 * 9/8))
[43740] ['2/7', '1/3', '3/4', '6/5', '2'] -> ((2 / 2/7) / ((3/4 / 6/5) - 1/3))
[43741] ['1/9', '2/9', '7/6', '9/4', '4'] -> ((7/6 - (2/9 * 9/4)) / (1/9 / 4))
[43742] ['1/7', '6/7', '9/5', '9/4', '9'] -> (6/7 / ((1/7 * 9) - (9/4 / 9/5)))
[43743] ['1/9', '1/7', '2/7', '4/7', '5'] -> (((1/7 / 1/9) + (4/7 + 5)) / 2/7)
[43744] ['1/9', '2/5', '5/7', '7/6', '3'] -> ((3 - (7/6 * (2/5 * 5/7))) / 1/9)
[43745] ['3/8', '7/8', '8/9', '3/2', '3'] -> (3 / ((8/9 * (3/2 - 3/8)) - 7/8))
[43746] ['1/4', '1/4', '5/4', '7/3', '5'] -> (5 / (1/4 * (7/3 - (1/4 + 5/4))))
[43747] ['4/9', '9/8', '9/5', '9/5', '4'] -> ((4 / (4/9 / 9/5)) / (9/5 - 9/8))
[43748] ['5/9', '2/3', '2/3', '1', '7/4'] -> (2/3 / ((7/4 * (1 - 2/3)) - 5/9))
[43749] ['1/9', '2/9', '6/5', '5/4', '4'] -> ((4 / (2/9 - 1/9)) / (6/5 * 5/4))
[43750] ['3/8', '7/8', '8/9', '8/5', '3'] -> (3 / ((7/8 / 8/5) - (3/8 / 8/9)))
[43751] ['1/6', '9/7', '7/5', '7/4', '5'] -> (((5 / 7/5) - 9/7) / (1/6 / 7/4))
[43752] ['1/4', '1/4', '9/7', '9/7', '5'] -> ((9/7 / (1/4 * 9/7)) + (5 / 1/4))
[43753] ['1/9', '2/5', '5/7', '6/5', '3'] -> ((5/7 * 3) * (2/5 + (6/5 / 1/9)))
[43754] ['6/5', '9/7', '4/3', '7/4', '6'] -> (6 / ((7/4 / 9/7) - (4/3 / 6/5)))
[43755] ['1/9', '2/9', '6/5', '9/7', '4'] -> (4 / (9/7 * (2/9 - (1/9 / 6/5))))
[43756] ['1/6', '4/5', '5/6', '7/8', '6'] -> (6 / ((1/6 / 4/5) - (5/6 - 7/8)))
[43757] ['1/8', '7/8', '7/6', '5/2', '5'] -> (5/2 / (7/8 - (1/8 * (7/6 + 5))))
[43758] ['5/9', '2/3', '2/3', '1', '9/5'] -> (2/3 / ((5/9 / (9/5 - 1)) - 2/3))
