[70921] ['1/5', '4/7', '9/7', '9/7', '6'] -> (((9/7 / 1/5) + (9/7 + 6)) / 4/7)
[77696] ['1/6', '6/7', '7/6', '7/5', '9'] -> (9 * ((7/5 * (6/7 + 7/6)) - 1/6))
[77697] ['3/7', '3/7', '2/3', '3/2', '3'] -> ((3/7 / ((2/3 / 3/2) - 3/7)) - 3)
[77698] ['4/7', '1', '4/3', '9/4', '5/2'] -> ((1 / (4/7 - (4/3 / 5/2))) - 9/4)
[77699] ['5/9', '8/9', '7/2', '7/2', '4'] -> (4 / ((5/9 - 7/2) + (8/9 * 7/2)))
[77700] ['1/9', '2/5', '5/6', '8/7', '7'] -> ((5/6 * 8/7) * (7 / (1/9 / 2/5)))
[77701] ['1/5', '7/9', '8/3', '8/3', '5'] -> ((8/3 + 8/3) / ((1/5 * 5) - 7/9))
[77702] ['1/6', '6/7', '7/6', '8/5', '9'] -> (8/5 * (9 + (7/6 / (1/6 / 6/7))))
[77703] ['1/9', '2/3', '7/9', '5/2', '5'] -> ((2/3 + (5 / (1/9 * 5/2))) / 7/9)
[77704] ['1/9', '5/7', '3/2', '5/3', '6'] -> (6 / ((3/2 / (5/3 - 1/9)) - 5/7))
[77705] ['1/9', '2/5', '5/6', '7/6', '7'] -> ((7 + (5/6 - 7/6)) / (1/9 / 2/5))
[77706] ['3/7', '3/7', '2/3', '5/3', '3'] -> ((5/3 * (3/7 + 3)) / (2/3 - 3/7))
[77707] ['1/8', '2/9', '3/8', '8/7', '4'] -> (8/7 * ((3/8 / 1/8) + (4 / 2/9)))
[77708] ['1/6', '6/7', '7/6', '5/3', '9'] -> (9 * ((1/6 / 7/6) + (6/7 + 5/3)))
[77709] ['1/5', '7/9', '8/3', '7/2', '5'] -> ((8/3 / 5) / ((7/9 / 7/2) - 1/5))
[77710] ['1/8', '1/8', '2/3', '6/5', '4'] -> (4 / (((1/8 / 1/8) / 6/5) - 2/3))
[77711] ['1/5', '4/9', '5/8', '7/8', '8'] -> (8 / (4/9 * (7/8 - (1/5 * 5/8))))
[77712] ['2/7', '3/8', '4/5', '8/3', '5'] -> (5 * ((4/5 / (2/7 * 3/8)) - 8/3))
[77713] ['1/7', '1/2', '5/3', '7/4', '5'] -> ((5 / (1/7 * 1/2)) / (5/3 * 7/4))
[77714] ['1/9', '2/5', '5/6', '5/4', '7'] -> (((7 * (2/5 * 5/4)) - 5/6) / 1/9)
[77715] ['1/8', '1/8', '2/3', '9/7', '4'] -> ((2/3 + 4) * (9/7 / (1/8 + 1/8)))
[77716] ['1/5', '7/9', '8/3', '9/2', '5'] -> (8/3 / ((7/9 / 5) - (1/5 / 9/2)))
[77717] ['1/9', '2/3', '7/9', '7/2', '5'] -> (((7/9 / 2/3) - (7/2 - 5)) / 1/9)
[77718] ['1/6', '6/7', '7/6', '9/5', '9'] -> (((9 / 9/5) - (6/7 * 7/6)) / 1/6)
[77719] ['2/5', '6/5', '7/4', '7/3', '4'] -> (4 / ((2/5 - 7/3) + (6/5 * 7/4)))
[77720] ['1/5', '4/9', '5/8', '9/8', '8'] -> (8 / (4/9 - ((1/5 * 5/8) / 9/8)))
[77721] ['1/8', '2/9', '3/8', '9/7', '4'] -> (4 / (((1/8 + 3/8) / 9/7) - 2/9))
[77722] ['1/7', '1/2', '5/3', '9/5', '5'] -> (((5/3 / 1/7) - 5) / (1/2 / 9/5))
[77723] ['2/7', '2', '9/4', '9/4', '7/3'] -> ((9/4 + 9/4) * (7/3 * (2/7 + 2)))
[77724] ['1/8', '1/4', '8/9', '7/6', '3'] -> (((7/6 / 1/8) + (3 / 1/4)) / 8/9)
[77725] ['1/8', '1/8', '2/3', '8/5', '4'] -> (4 / ((2/3 / 8/5) - (1/8 + 1/8)))
[77726] ['1/5', '4/5', '4/5', '7/8', '5'] -> ((4/5 + (1/5 * 5)) / (7/8 - 4/5))
[77727] ['2/7', '3/8', '5/6', '7/8', '5'] -> (5 / (5/6 - (3/8 + (2/7 * 7/8))))
[77728] ['1/8', '2/9', '3/8', '8/5', '4'] -> (8/5 * ((4 / 2/9) - (3/8 / 1/8)))
[77729] ['1/8', '1/8', '5/7', '3/4', '4'] -> (((1/8 / 1/8) / (3/4 - 5/7)) - 4)
[77730] ['1/7', '1/2', '7/4', '9/5', '5'] -> (9/5 / (7/4 * (1/7 - (1/2 / 5))))
[77731] ['1/9', '2/5', '5/6', '8/5', '7'] -> (((7 / (2/5 + 8/5)) - 5/6) / 1/9)
[77732] ['1/8', '2/9', '3/8', '7/4', '4'] -> (((7/4 / 3/8) - 4) / (1/8 * 2/9))
[77733] ['2/7', '3/8', '5/6', '8/9', '5'] -> (3/8 + (5 / (8/9 * (2/7 * 5/6))))
[77734] ['1/5', '4/9', '5/8', '5/4', '8'] -> ((8 - 5/4) / (5/8 * (1/5 / 4/9)))
[77735] ['1/9', '5/7', '3/2', '9/2', '6'] -> ((5/7 * (3/2 + (9/2 / 1/9))) - 6)
[77736] ['1/6', '6/7', '6/5', '7/5', '9'] -> (9 * ((7/5 / 6/7) - (1/6 - 6/5)))
[77737] ['5/9', '9/8', '9/8', '3/2', '4'] -> (4 / ((9/8 / 9/8) - (5/9 * 3/2)))
[77738] ['3/7', '3/7', '5/7', '4/5', '3'] -> ((3/7 + 3) / ((5/7 * 4/5) - 3/7))
[77739] ['2/7', '2', '9/4', '7/3', '7/3'] -> ((9/4 * (2/7 + 2)) * (7/3 + 7/3))
[77740] ['1/5', '4/5', '4/5', '9/8', '5'] -> (5 / ((4/5 / (4/5 - 1/5)) - 9/8))
[77741] ['1/9', '2/3', '4/5', '8/7', '5'] -> (8/7 / ((2/3 / (5 - 4/5)) - 1/9))
[77742] ['1/7', '1/2', '9/5', '9/5', '5'] -> ((5 + (9/5 / (1/7 * 9/5))) / 1/2)
[77743] ['2/5', '6/5', '9/4', '7/2', '4'] -> (9/4 + ((4 + (6/5 + 7/2)) / 2/5))
[77744] ['1/8', '1/8', '5/7', '5/6', '4'] -> (4 / ((5/6 / 5/7) - (1/8 / 1/8)))
[77745] ['1/8', '1/8', '5/7', '6/7', '4'] -> (4 / ((1/8 / 1/8) - (5/7 / 6/7)))
[77746] ['1/8', '1/4', '8/9', '7/4', '3'] -> (3 * (1/8 + (7/4 / (1/4 * 8/9))))
[77747] ['1/9', '2/3', '4/5', '7/6', '5'] -> (4/5 / ((2/3 / (1/9 * 5)) - 7/6))
[77748] ['1/9', '2/5', '5/6', '7/3', '7'] -> (((7 / 7/3) - (2/5 * 5/6)) / 1/9)
[77749] ['1/6', '6/7', '6/5', '8/5', '9'] -> ((6/5 / 1/6) + (9 / (6/7 / 8/5)))
[77750] ['1/9', '5/7', '8/5', '7/4', '6'] -> (6 + ((8/5 * 7/4) / (1/9 / 5/7)))
[77751] ['2/7', '2', '9/4', '5/2', '5/2'] -> (((5/2 + (2 * 5/2)) / 2/7) - 9/4)
[77752] ['2/5', '6/5', '7/3', '7/2', '4'] -> ((2/5 + (6/5 * 7/3)) * (7/2 + 4))
[77753] ['2/7', '3/8', '5/6', '9/7', '5'] -> (5 / ((2/7 + 3/8) + (5/6 - 9/7)))
[77754] ['2/7', '2', '9/4', '5/2', '8/3'] -> (8/3 * ((5/2 / 2/7) - (2 - 9/4)))
[77755] ['1/6', '6/7', '6/5', '5/3', '9'] -> (((9 / 5/3) - (6/5 / 6/7)) / 1/6)
[77756] ['1/9', '2/5', '5/6', '7/2', '7'] -> (((5/6 * (2/5 + 7)) - 7/2) / 1/9)
[77757] ['1/9', '5/7', '8/5', '9/4', '6'] -> ((9/4 / (1/9 / 8/5)) - (6 / 5/7))
[77758] ['1/8', '1/4', '8/9', '5/2', '3'] -> (((1/8 + 5/2) + (3 / 8/9)) / 1/4)
[77759] ['1/5', '4/9', '5/8', '7/4', '8'] -> ((8 + (7/4 / 5/8)) / (1/5 / 4/9))
[77760] ['1/8', '1/8', '5/7', '7/6', '4'] -> (4 / ((1/8 / 1/8) - (5/7 * 7/6)))
[77761] ['5/9', '9/8', '9/8', '7/3', '4'] -> ((7/3 + (9/8 / 9/8)) / (5/9 / 4))
[77762] ['2/7', '3/8', '5/6', '7/5', '5'] -> ((2/7 + 5) / ((5/6 / 7/5) - 3/8))
[77763] ['1/5', '4/5', '4/5', '5/3', '5'] -> ((4/5 + 4/5) * (5 / (1/5 * 5/3)))
[77764] ['4/7', '1', '4/3', '7/2', '9/2'] -> (1 + (7/2 * (4/7 + (4/3 * 9/2))))
[77765] ['1/6', '6/7', '6/5', '9/4', '9'] -> ((9 / (1/6 * (6/7 + 6/5))) - 9/4)
[77766] ['1/9', '2/3', '4/5', '5/3', '5'] -> ((5 + (5/3 / 1/9)) / (2/3 / 4/5))
[77767] ['1/7', '1/2', '9/4', '9/4', '5'] -> ((5 + (9/4 / (1/7 * 9/4))) / 1/2)
[77768] ['3/7', '3/7', '5/7', '7/5', '3'] -> (3/7 / ((5/7 / (3 - 7/5)) - 3/7))
[77769] ['1/9', '2/3', '4/5', '7/4', '5'] -> ((2/3 + (4/5 * 5)) / (1/9 * 7/4))
[77770] ['2/5', '5/4', '5/4', '3/2', '4'] -> (4 / (2/5 * (5/4 - (5/4 / 3/2))))
[77771] ['1/6', '6/7', '6/5', '8/3', '9'] -> ((8/3 + 9) / (1/6 / (6/5 - 6/7)))
[77772] ['1/7', '1/2', '9/4', '9/2', '5'] -> ((9/2 / (1/7 * 9/4)) + (5 / 1/2))
[77773] ['1/5', '4/5', '4/5', '8/3', '5'] -> ((4/5 + (1/5 + 4/5)) * (8/3 * 5))
[77774] ['2/7', '2', '7/3', '7/3', '7/2'] -> ((2/7 + 2) * (7/3 + (7/3 * 7/2)))
[77775] ['1/9', '5/7', '5/3', '5/3', '6'] -> (6 * (1/9 + (5/3 / (5/7 / 5/3))))
[77776] ['1/8', '1/8', '5/7', '5/3', '4'] -> (4 / ((5/3 * (1/8 / 5/7)) - 1/8))
[77777] ['2/5', '5/4', '5/4', '5/3', '4'] -> (4 / ((5/3 * (5/4 - 2/5)) - 5/4))
[77778] ['1/5', '4/9', '2/3', '6/7', '8'] -> (8 * ((4/9 / 1/5) + (2/3 / 6/7)))
[77779] ['1/9', '2/3', '4/5', '7/2', '5'] -> (((4/5 * 7/2) - (2/3 / 5)) / 1/9)
[77780] ['1/7', '1/2', '5/2', '5/2', '5'] -> ((5 + (5/2 / (1/7 * 5/2))) / 1/2)
[77781] ['1/6', '6/7', '5/4', '5/4', '9'] -> (9 / ((1/6 - 5/4) + (5/4 / 6/7)))
[77782] ['1/8', '1/8', '5/7', '9/5', '4'] -> ((9/5 * 4) / (1/8 + (1/8 / 5/7)))
[77783] ['1/9', '2/5', '6/7', '6/5', '7'] -> ((6/7 - 2/5) * (7 / (1/9 * 6/5)))
[77784] ['2/7', '2', '7/3', '5/2', '5/2'] -> (7/3 * (2/7 + (2 * (5/2 + 5/2))))
[77785] ['2/5', '5/4', '5/4', '9/5', '4'] -> (9/5 / ((4 / 5/4) - (5/4 / 2/5)))
[77786] ['1/5', '4/5', '5/6', '6/7', '5'] -> (4/5 * (5/6 + (5 / (1/5 * 6/7))))
[77787] ['1/9', '5/7', '5/3', '9/5', '6'] -> ((9/5 * 6) * ((5/3 / 5/7) - 1/9))
[77788] ['2/5', '5/4', '5/4', '9/4', '4'] -> (9/4 / (4 - (5/4 / (2/5 / 5/4))))
[77789] ['1/9', '2/5', '6/7', '5/4', '7'] -> ((5/4 * 7) * ((2/5 / 1/9) - 6/7))
[77790] ['3/7', '3/7', '5/7', '5/2', '3'] -> ((3/7 + 3) / (3/7 - (5/7 / 5/2)))
[77791] ['2/7', '2', '7/3', '8/3', '8/3'] -> (8/3 * ((2 - 7/3) + (8/3 / 2/7)))
[77792] ['2/5', '5/4', '5/4', '7/3', '4'] -> (4 / ((5/4 / (2/5 * 5/4)) - 7/3))
[77793] ['1/9', '2/5', '6/7', '9/7', '7'] -> ((7 - 9/7) / (6/7 * (1/9 / 2/5)))
[77794] ['1/8', '2/9', '2/5', '8/9', '4'] -> (((8/9 * 4) - (2/9 / 2/5)) / 1/8)
[77795] ['1/8', '1/8', '5/7', '5/2', '4'] -> (((5/2 / 5/7) - (1/8 * 4)) / 1/8)
[77796] ['2/7', '2', '7/3', '8/3', '7/2'] -> ((7/2 * (2/7 + 2)) / (8/3 - 7/3))
[77797] ['1/5', '4/9', '2/3', '7/6', '8'] -> (8 * ((4/9 / 1/5) + (2/3 * 7/6)))
[77798] ['1/7', '1/2', '9/2', '9/2', '5'] -> ((5 + (9/2 / (1/7 * 9/2))) / 1/2)
[77799] ['1/9', '2/5', '6/7', '3/2', '7'] -> (((7 / 6/7) - 3/2) / (1/9 / 2/5))
[77800] ['1/9', '2/3', '5/6', '9/7', '5'] -> ((1/9 + (5 / 9/7)) / (5/6 - 2/3))
[77801] ['3/7', '3/7', '5/7', '3', '9/2'] -> (9/2 * ((3 / 3/7) - (5/7 / 3/7)))
[77802] ['1/8', '2/9', '2/5', '9/8', '4'] -> (((4 / 9/8) - (2/9 / 2/5)) / 1/8)
[77803] ['1/5', '4/5', '5/6', '8/7', '5'] -> (5 / ((1/5 / 8/7) - (4/5 - 5/6)))
[77804] ['1/8', '1/4', '8/7', '7/3', '3'] -> (((3 / (8/7 / 7/3)) - 1/8) / 1/4)
[77805] ['3/7', '3/7', '3/4', '3/4', '3'] -> (3 / ((3/4 / (3/7 + 3/7)) - 3/4))
[77806] ['1/9', '2/5', '6/7', '8/5', '7'] -> ((6/7 * 7) + ((2/5 + 8/5) / 1/9))
[77807] ['2/7', '3/8', '6/7', '6/7', '5'] -> (5 / (3/8 - (2/7 / (6/7 + 6/7))))
[77808] ['1/8', '1/8', '5/7', '4', '9/2'] -> (4 * (((9/2 - 1/8) / 5/7) - 1/8))
[77809] ['1/5', '4/9', '2/3', '8/5', '8'] -> ((8 + (8/5 / 1/5)) / (4/9 / 2/3))
[77810] ['1/8', '2/9', '2/5', '7/6', '4'] -> ((4 + (7/6 / 1/8)) / (2/9 / 2/5))
[77811] ['1/9', '2/3', '5/6', '8/5', '5'] -> (8/5 * ((5/6 / 1/9) + (5 / 2/3)))
[77812] ['1/9', '5/7', '5/3', '9/2', '6'] -> ((6 * (9/2 - 1/9)) - (5/3 / 5/7))
[77813] ['2/7', '3/8', '6/7', '7/8', '5'] -> (6/7 / (2/7 - ((3/8 + 7/8) / 5)))
[77814] ['1/8', '1/8', '3/4', '8/7', '4'] -> ((4 - (8/7 * (1/8 + 3/4))) / 1/8)
[77815] ['1/9', '2/5', '6/7', '7/4', '7'] -> ((7/4 + 7) * ((2/5 / 1/9) - 6/7))
[77816] ['1/5', '4/5', '5/6', '7/5', '5'] -> (4/5 / (((5/6 * 7/5) / 5) - 1/5))
[77817] ['1/5', '4/9', '2/3', '7/4', '8'] -> (((7/4 * 8) - (2/3 / 1/5)) / 4/9)
[77818] ['1/7', '5/9', '5/9', '5/7', '5'] -> ((5 / (1/7 / 5/7)) - (5/9 / 5/9))
[77819] ['1/8', '1/8', '3/4', '9/7', '4'] -> (4 / (3/4 * (1/8 + (1/8 / 9/7))))
[77820] ['5/9', '9/8', '8/7', '7/4', '4'] -> (4 / (5/9 - (9/8 / (8/7 + 7/4))))
[77821] ['1/9', '5/7', '7/4', '9/5', '6'] -> ((6 / (1/9 * 5/7)) / (7/4 * 9/5))
[77822] ['1/5', '4/9', '2/3', '7/3', '8'] -> (8 / (1/5 * (7/3 - (4/9 / 2/3))))
[77823] ['2/7', '3/8', '6/7', '7/6', '5'] -> (5 / (2/7 * (7/6 - (3/8 / 6/7))))
[77824] ['1/8', '2/9', '2/5', '7/5', '4'] -> ((7/5 + 4) / (2/5 * (1/8 / 2/9)))
[77825] ['1/5', '4/5', '5/6', '9/4', '5'] -> (((5 / 4/5) - 9/4) / (1/5 * 5/6))
[77826] ['1/9', '2/3', '6/7', '9/8', '5'] -> ((5 / (1/9 + 2/3)) / (9/8 - 6/7))
[77827] ['1/9', '5/7', '7/4', '5/2', '6'] -> (6 + (5/2 / (7/4 * (1/9 * 5/7))))
[77828] ['1/9', '2/5', '6/7', '5/2', '7'] -> (5/2 * ((2/5 / 1/9) + (6/7 * 7)))
[77829] ['2/7', '3/8', '6/7', '5/4', '5'] -> ((6/7 / 2/7) / (3/8 - (5/4 / 5)))
[77830] ['2/7', '2', '8/3', '7/2', '7/2'] -> ((2 * 8/3) * (7/2 + (2/7 * 7/2)))
[77831] ['1/5', '4/9', '2/3', '9/2', '8'] -> (8 * ((2/3 / (1/5 * 4/9)) - 9/2))
[77832] ['3/7', '3/7', '3/4', '5/3', '3'] -> ((5/3 + (3 / (3/7 * 3/7))) / 3/4)
[77833] ['1/7', '5/9', '5/9', '4/5', '5'] -> (5/9 + (5 * (4/5 + (5/9 / 1/7))))
[77834] ['1/9', '2/3', '6/7', '7/6', '5'] -> ((5 - (6/7 * 7/6)) / (1/9 / 2/3))
[77835] ['2/5', '5/4', '9/7', '7/3', '4'] -> ((9/7 * 7/3) * (4 / (2/5 * 5/4)))
[77836] ['1/9', '5/7', '7/4', '9/2', '6'] -> (((9/2 / (1/9 * 7/4)) - 6) / 5/7)
[77837] ['1/8', '1/8', '3/4', '9/5', '4'] -> (4 / ((3/4 / 9/5) - (1/8 + 1/8)))
[77838] ['1/8', '2/9', '2/5', '5/3', '4'] -> (((4 / 2/5) - 5/3) / (1/8 + 2/9))
[77839] ['2/7', '2', '7/2', '7/2', '9/2'] -> ((2 + (2/7 * 7/2)) * (7/2 + 9/2))
[77840] ['1/6', '6/7', '9/7', '8/5', '9'] -> ((1/6 + (9/7 / 6/7)) * (8/5 * 9))
[77841] ['1/7', '5/9', '5/9', '5/6', '5'] -> ((5/9 + (5 / (1/7 / 5/9))) / 5/6)
[77842] ['2/5', '5/4', '9/7', '5/2', '4'] -> (((2/5 * 5/2) / (9/7 - 5/4)) - 4)
[77843] ['1/8', '1/4', '6/5', '7/3', '3'] -> (7/3 + ((1/4 + 3) / (1/8 * 6/5)))
[77844] ['1/9', '2/5', '6/7', '7/2', '7'] -> (2/5 * ((7 / 1/9) - (6/7 * 7/2)))
[77845] ['1/5', '4/9', '5/7', '5/7', '8'] -> ((((8 / 4/9) - 5/7) / 5/7) - 1/5)
[77846] ['1/9', '5/7', '9/5', '9/5', '6'] -> (((9/5 + 9/5) / 1/9) - (6 / 5/7))
[77847] ['1/7', '5/9', '5/9', '6/7', '5'] -> ((5 - (5/9 / 5/9)) / (1/7 / 6/7))
[77848] ['2/7', '3/8', '6/7', '8/5', '5'] -> (((8/5 * 5) - 2/7) / (3/8 * 6/7))
[77849] ['1/3', '1/3', '1/3', '1/3', '2'] -> ((2 + (1/3 + 1/3)) / (1/3 * 1/3))
[77850] ['1/6', '6/7', '4/3', '4/3', '9'] -> (4/3 / ((4/3 / 6/7) - (1/6 * 9)))
[77851] ['1/8', '1/8', '7/9', '5/6', '4'] -> (5/6 / (1/8 * (7/9 - (1/8 * 4))))
[77852] ['2/5', '5/4', '9/7', '7/2', '4'] -> ((7/2 * (4 + (9/7 / 2/5))) - 5/4)
[77853] ['1/8', '2/9', '2/5', '5/2', '4'] -> ((5/2 / (2/9 * 2/5)) - (1/8 + 4))
[77854] ['1/5', '4/5', '6/7', '8/7', '5'] -> ((4/5 * 6/7) / ((8/7 / 5) - 1/5))
[77855] ['1/6', '6/7', '4/3', '7/5', '9'] -> (7/5 * ((6/7 / 1/6) + (4/3 * 9)))
[77856] ['1/5', '4/9', '5/7', '3/4', '8'] -> ((((8 / 5/7) - 1/5) / 4/9) - 3/4)
[77857] ['4/7', '1', '7/5', '8/5', '5/3'] -> (8/5 / (7/5 * (1 - (4/7 * 5/3))))
[77858] ['1/8', '1/4', '5/4', '7/5', '3'] -> (7/5 / (1/8 - ((1/4 / 5/4) / 3)))
[77859] ['1/8', '1/8', '7/9', '8/7', '4'] -> ((4 - (1/8 * 8/7)) / (1/8 / 7/9))
[77860] ['1/9', '2/3', '6/7', '3/2', '5'] -> ((6/7 + (2/3 / 1/9)) * (5 - 3/2))
[77861] ['1/9', '2/5', '7/8', '8/9', '7'] -> (7 / ((1/9 / 2/5) - (7/8 - 8/9)))
[77862] ['1/3', '1/3', '1/3', '1/2', '2'] -> ((2 + (1/3 / 1/2)) / (1/3 * 1/3))
[77863] ['1/6', '6/7', '4/3', '3/2', '9'] -> (((9 / 3/2) - 4/3) / (1/6 / 6/7))
[77864] ['1/8', '2/9', '2/5', '8/3', '4'] -> ((8/3 / 2/5) / ((1/8 * 4) - 2/9))
[77865] ['3/7', '3/7', '3/4', '3', '9/2'] -> ((3 + (3/7 / 3/7)) / (3/4 / 9/2))
[77866] ['2/7', '3/8', '6/7', '7/3', '5'] -> ((5 - (2/7 + 6/7)) / (3/8 / 7/3))
[77867] ['1/8', '2/9', '2/5', '7/2', '4'] -> ((7/2 + (4 / 2/5)) / (1/8 / 2/9))
[77868] ['1/3', '1/3', '1/3', '5/9', '2'] -> ((1/3 + ((5/9 + 2) / 1/3)) / 1/3)
[77869] ['5/9', '9/8', '7/6', '6/5', '4'] -> (((7/6 / 5/9) / (6/5 - 9/8)) - 4)
[77870] ['4/7', '1', '7/5', '8/5', '9/5'] -> ((9/5 / 7/5) / ((1 / 8/5) - 4/7))
[77871] ['1/7', '5/9', '5/9', '7/6', '5'] -> ((5 - (5/9 / 5/9)) / (1/7 * 7/6))
[77872] ['2/5', '5/4', '4/3', '7/4', '4'] -> ((2/5 * 4) / ((7/4 / 5/4) - 4/3))
[77873] ['1/8', '2/9', '3/7', '3/7', '4'] -> ((4 - 3/7) / (3/7 * (1/8 + 2/9)))
[77874] ['1/8', '1/8', '7/9', '7/5', '4'] -> (4 / (7/9 * (1/8 + (1/8 / 7/5))))
[77875] ['1/9', '2/5', '7/8', '7/6', '7'] -> ((7 - 7/6) / (7/8 * (1/9 / 2/5)))
[77876] ['1/7', '5/9', '5/9', '6/5', '5'] -> (6/5 * (5/9 + (5 / (1/7 / 5/9))))
[77877] ['1/6', '6/7', '4/3', '9/4', '9'] -> (4/3 / ((9/4 / 9) - (1/6 / 6/7)))
[77878] ['2/7', '3/8', '7/8', '8/9', '5'] -> ((3/8 + (5 / 8/9)) / (2/7 * 7/8))
[77879] ['1/8', '1/8', '7/9', '3/2', '4'] -> (4 / ((7/9 * 3/2) - (1/8 / 1/8)))
[77880] ['1/9', '2/3', '6/7', '9/4', '5'] -> (2/3 + (5 / (9/4 * (1/9 * 6/7))))
[77881] ['1/8', '2/9', '3/7', '4/9', '4'] -> (4/9 / ((2/9 / 3/7) - (1/8 * 4)))
[77882] ['5/9', '9/8', '7/6', '4/3', '4'] -> (4 / (((5/9 + 7/6) / 4/3) - 9/8))
[77883] ['1/3', '1/3', '1/3', '7/9', '2'] -> ((((7/9 + 2) / 1/3) - 1/3) / 1/3)
[77884] ['1/5', '4/5', '6/7', '7/4', '5'] -> (((5 / (7/4 - 6/7)) - 4/5) / 1/5)
[77885] ['2/7', '3/8', '7/8', '9/8', '5'] -> ((3/8 + (9/8 * 5)) / (2/7 * 7/8))
[77886] ['1/6', '6/7', '4/3', '5/2', '9'] -> ((5/2 - 1/6) * (9 * (6/7 * 4/3)))
[77887] ['3/7', '3/7', '7/9', '8/9', '3'] -> (3 / ((3/7 / 3/7) - (7/9 / 8/9)))
[77888] ['2/5', '5/4', '4/3', '7/2', '4'] -> ((5/4 * 4/3) * (2/5 + (7/2 * 4)))
[77889] ['1/9', '2/3', '6/7', '7/3', '5'] -> (7/3 * ((2/3 / 1/9) + (6/7 * 5)))
[77890] ['1/9', '5/7', '9/4', '7/3', '6'] -> ((1/9 + (5/7 * 7/3)) * (9/4 * 6))
[77891] ['3/7', '3/7', '7/9', '9/8', '3'] -> (3 / ((3/7 / 3/7) - (7/9 * 9/8)))
[77892] ['1/8', '1/4', '9/7', '3', '7/2'] -> ((7/2 / (1/8 / 9/7)) - (3 / 1/4))
[77893] ['5/9', '9/8', '7/6', '8/5', '4'] -> (4 / (7/6 - (8/5 * (5/9 * 9/8))))
[77894] ['1/5', '4/9', '5/7', '7/6', '8'] -> (8 / (((4/9 / 5/7) / 7/6) - 1/5))
[77895] ['1/9', '2/3', '6/7', '5/2', '5'] -> (((5 / 6/7) - (2/3 + 5/2)) / 1/9)
[77896] ['1/3', '1/3', '1/3', '6/7', '2'] -> ((1/3 + (2 / 6/7)) / (1/3 * 1/3))
[77897] ['1/9', '2/5', '7/8', '4/3', '7'] -> (((7 / 7/8) - 4/3) / (1/9 / 2/5))
[77898] ['1/8', '1/8', '7/9', '7/4', '4'] -> (7/4 / (7/9 * (1/8 - (1/8 / 4))))
[77899] ['3/7', '3/7', '7/9', '8/7', '3'] -> ((3 / (3/7 * 3/7)) / (7/9 / 8/7))
[77900] ['2/7', '3/8', '7/8', '7/6', '5'] -> (5 / ((2/7 * (7/8 + 7/6)) - 3/8))
[77901] ['1/7', '5/9', '5/9', '7/5', '5'] -> ((5 / (1/7 * 7/5)) - (5/9 / 5/9))
[77902] ['1/3', '1/3', '1/3', '7/8', '2'] -> ((1/3 + 2) / (7/8 * (1/3 * 1/3)))
[77903] ['1/6', '6/7', '7/5', '3/2', '9'] -> (7/5 * ((3/2 / 1/6) - (6/7 - 9)))
[77904] ['1/9', '2/3', '6/7', '7/2', '5'] -> (((2/3 + 5) - (6/7 * 7/2)) / 1/9)
[77905] ['1/9', '5/7', '9/4', '7/2', '6'] -> ((9/4 + ((5/7 * 7/2) / 6)) / 1/9)
[77906] ['1/5', '4/9', '5/7', '5/4', '8'] -> ((8 / (4/9 * 5/7)) / (5/4 - 1/5))
[77907] ['5/9', '9/8', '7/6', '9/4', '4'] -> ((7/6 + 9/4) * (4 / (9/8 - 5/9)))
[77908] ['1/8', '1/8', '7/9', '7/3', '4'] -> (4 / (1/8 + ((1/8 * 7/9) / 7/3)))
[77909] ['1/3', '1/3', '1/3', '8/7', '2'] -> ((1/3 + 2) * (8/7 / (1/3 * 1/3)))
[77910] ['1/6', '6/7', '7/5', '5/3', '9'] -> (6/7 + (9 / (5/3 * (1/6 * 7/5))))
[77911] ['1/9', '2/5', '7/8', '5/3', '7'] -> (7 / (7/8 * (2/5 - (1/9 / 5/3))))
[77912] ['1/9', '2/3', '6/7', '9/2', '5'] -> ((2/3 / 1/9) / ((9/2 / 6/7) - 5))
[77913] ['2/5', '5/4', '7/5', '7/3', '4'] -> ((4 / 2/5) / ((7/3 / 7/5) - 5/4))
[77914] ['5/9', '9/8', '7/6', '7/3', '4'] -> (7/3 / ((5/9 / 4) + (9/8 - 7/6)))
[77915] ['1/7', '5/9', '5/9', '7/4', '5'] -> ((5 + (5/9 / 5/9)) / (1/7 * 7/4))
[77916] ['3/7', '3/7', '7/9', '9/7', '3'] -> ((9/7 + (3 / (3/7 * 7/9))) / 3/7)
[77917] ['1/3', '1/3', '1/3', '7/6', '2'] -> ((1/3 + (7/6 * 2)) / (1/3 * 1/3))
[77918] ['1/9', '2/3', '7/8', '7/8', '5'] -> ((5 - (7/8 / 7/8)) / (1/9 / 2/3))
[77919] ['4/7', '1', '7/5', '5/3', '7/3'] -> ((5/3 / (7/5 - (4/7 * 7/3))) - 1)
[77920] ['2/7', '3/8', '7/8', '4/3', '5'] -> (4/3 * ((5 / 2/7) - (3/8 - 7/8)))
[77921] ['5/9', '9/8', '7/6', '5/2', '4'] -> (((4 * (9/8 + 5/2)) - 7/6) / 5/9)
[77922] ['1/9', '5/7', '7/3', '5/2', '6'] -> (7/3 + (6 * (1/9 + (5/2 / 5/7))))
[77923] ['2/5', '5/4', '3/2', '3/2', '4'] -> ((3/2 + 3/2) * (4 / (2/5 * 5/4)))
[77924] ['1/8', '2/9', '3/7', '7/8', '4'] -> ((3/7 / 1/8) + (4 / (2/9 * 7/8)))
