[115246] ['1/4', '3/8', '4/7', '3/4', '4'] -> (((4 / 4/7) - 1/4) / (3/8 * 3/4))
[122452] ['2/7', '6/7', '5/3', '7/2', '7'] -> ((7/2 * (7 + (2/7 / 6/7))) - 5/3)
[122453] ['2/9', '2/7', '7/4', '9/4', '7'] -> (7/4 * ((7 / (2/9 * 9/4)) - 2/7))
[122454] ['3/8', '5/9', '1', '8/5', '9/2'] -> (((1 / 5/9) + (8/5 * 9/2)) / 3/8)
[122455] ['1/7', '2/5', '5/7', '9/7', '3'] -> (((9/7 / (1/7 * 5/7)) - 3) / 2/5)
[122456] ['5/8', '4/5', '7/8', '5/3', '4'] -> (4 / ((5/8 + 7/8) - (4/5 * 5/3)))
[122457] ['4/7', '3/5', '9/8', '5/4', '9'] -> ((9 / (4/7 * 5/4)) / (9/8 - 3/5))
[122458] ['3/8', '5/8', '9/8', '9/7', '2'] -> (9/7 / ((9/8 / (5/8 + 2)) - 3/8))
[122459] ['1/7', '2/7', '9/5', '9/5', '4'] -> (4 * (9/5 + (9/5 / (1/7 + 2/7))))
[122460] ['2/9', '1/4', '3/8', '3/8', '9'] -> (9 / ((1/4 / 2/9) - (3/8 + 3/8)))
[122461] ['2/9', '2/7', '7/4', '5/2', '7'] -> ((7/4 * (2/7 + 7)) + (5/2 / 2/9))
[122462] ['1/7', '2/5', '5/7', '3/2', '3'] -> ((3 + (3/2 * (2/5 * 5/7))) / 1/7)
[122463] ['1/7', '2/7', '9/5', '9/4', '4'] -> ((2/7 + 4) / (9/4 * (1/7 / 9/5)))
[122464] ['2/9', '1/4', '3/8', '2/5', '9'] -> ((3/8 + (1/4 / 2/9)) + (9 / 2/5))
[122465] ['3/8', '5/9', '1', '5/3', '5/2'] -> ((1 / 3/8) / ((5/3 / 5/2) - 5/9))
[122466] ['2/9', '3/4', '8/9', '8/7', '8'] -> (8 / ((2/9 / 8/7) - (3/4 - 8/9)))
[122467] ['5/8', '4/5', '7/8', '7/3', '4'] -> (4 * ((5/8 / (7/8 - 4/5)) - 7/3))
[122468] ['4/7', '3/5', '9/8', '7/5', '9'] -> (9 / (9/8 - (3/5 / (4/7 * 7/5))))
[122469] ['1/8', '2/7', '6/7', '6/5', '7'] -> (((6/7 / 6/5) - 2/7) / (1/8 / 7))
[122470] ['3/5', '7/8', '7/8', '7/5', '5'] -> ((5 + (7/5 / 7/8)) / (7/8 - 3/5))
[122471] ['1/4', '5/9', '3/5', '5/8', '4'] -> ((4 * (1/4 / 3/5)) / (5/8 - 5/9))
[122472] ['4/9', '6/7', '9/8', '8/3', '3'] -> (8/3 * (9/8 + (3 / (4/9 * 6/7))))
[122473] ['3/8', '5/8', '9/8', '8/5', '2'] -> (2 / (9/8 - (5/8 / (3/8 * 8/5))))
[122474] ['2/9', '2/7', '7/4', '8/3', '7'] -> (((8/3 / 2/7) - (7 / 7/4)) / 2/9)
[122475] ['3/8', '5/9', '1', '5/3', '7/2'] -> (5/3 / (((5/9 + 1) / 7/2) - 3/8))
[122476] ['2/9', '3/4', '8/9', '6/5', '8'] -> (8 / (((3/4 * 8/9) / 6/5) - 2/9))
[122477] ['1/8', '5/6', '9/5', '7/3', '6'] -> (((6 / 5/6) - (9/5 * 7/3)) / 1/8)
[122478] ['4/9', '6/7', '9/8', '3', '7/2'] -> (7/2 * (6/7 + (3 / (4/9 * 9/8))))
[122479] ['5/8', '4/5', '7/8', '5/2', '4'] -> ((4 + (4/5 * 5/2)) / (7/8 - 5/8))
[122480] ['1/8', '2/7', '6/7', '7/5', '7'] -> ((7 / 7/5) / ((2/7 / 6/7) - 1/8))
[122481] ['5/7', '3/4', '5/3', '5/2', '3'] -> (3 / (3/4 * (5/2 - (5/3 / 5/7))))
[122482] ['3/8', '5/9', '1', '7/4', '7/4'] -> ((7/4 / 3/8) / (7/4 - (5/9 + 1)))
[122483] ['3/8', '5/8', '9/8', '7/4', '2'] -> ((3/8 * 2) / (9/8 - (5/8 * 7/4)))
[122484] ['1/4', '5/9', '3/5', '7/9', '4'] -> (((3/5 + 4) + (7/9 / 5/9)) / 1/4)
[122485] ['1/7', '2/7', '9/5', '8/3', '4'] -> ((9/5 / (1/7 / 2/7)) * (8/3 + 4))
[122486] ['4/7', '3/5', '9/8', '5/3', '9'] -> (9 / ((3/5 / 4/7) - (9/8 / 5/3)))
[122487] ['1/7', '2/5', '5/7', '7/3', '3'] -> (((7/3 * 3) - 1/7) / (2/5 * 5/7))
[122488] ['2/9', '2/7', '7/4', '9/2', '7'] -> ((7/4 + (2/7 * 7)) + (9/2 / 2/9))
[122489] ['5/8', '4/5', '8/9', '8/9', '4'] -> (4 / ((5/8 * (4/5 + 8/9)) - 8/9))
[122490] ['1/4', '5/9', '3/5', '4/5', '4'] -> (4 / (((5/9 * 3/5) / 4/5) - 1/4))
[122491] ['4/9', '6/7', '8/7', '7/6', '3'] -> ((8/7 / 6/7) / (4/9 - (7/6 / 3)))
[122492] ['2/9', '3/4', '9/8', '9/8', '8'] -> (8 / (2/9 * (9/8 - (3/4 - 9/8))))
[122493] ['3/8', '5/9', '1', '7/4', '5/2'] -> (1 / ((5/9 * (5/2 - 7/4)) - 3/8))
[122494] ['1/4', '5/9', '3/5', '6/7', '4'] -> ((4 / (5/9 * 6/7)) / (3/5 - 1/4))
[122495] ['5/7', '3/4', '7/4', '7/4', '3'] -> ((3 / (3/4 - 5/7)) / (7/4 + 7/4))
[122496] ['1/8', '5/6', '7/3', '7/3', '6'] -> (6 / (5/6 - (1/8 * (7/3 + 7/3))))
[122497] ['1/7', '2/7', '9/4', '9/4', '4'] -> ((9/4 + 4) + ((2/7 + 9/4) / 1/7))
[122498] ['3/8', '5/8', '8/7', '7/6', '2'] -> (8/7 / ((2 / 7/6) - (5/8 / 3/8)))
[122499] ['2/9', '2/7', '9/5', '7/3', '7'] -> ((9/5 * 7/3) * (7 - (2/7 / 2/9)))
[122500] ['4/9', '6/7', '8/7', '5/4', '3'] -> ((6/7 + 8/7) / ((4/9 * 3) - 5/4))
[122501] ['5/8', '4/5', '8/9', '6/5', '4'] -> ((4 / 5/8) / ((8/9 * 6/5) - 4/5))
[122502] ['4/7', '3/5', '9/8', '5/2', '9'] -> ((5/2 * (9 + (3/5 / 4/7))) - 9/8)
[122503] ['4/9', '6/7', '8/7', '4/3', '3'] -> (8/7 / ((4/9 / 4/3) - (6/7 / 3)))
[122504] ['1/4', '5/9', '3/5', '8/9', '4'] -> (((4 / 1/4) - (8/9 / 5/9)) / 3/5)
[122505] ['2/9', '3/4', '9/8', '9/7', '8'] -> (8 / ((3/4 / 9/7) - (2/9 * 9/8)))
[122506] ['3/5', '7/8', '7/8', '7/2', '5'] -> ((5 * (7/2 + (3/5 + 7/8))) - 7/8)
[122507] ['2/7', '7/8', '7/8', '8/9', '7'] -> (((7 / 2/7) - 7/8) / (7/8 / 8/9))
[122508] ['5/8', '4/5', '8/9', '5/4', '4'] -> ((4 / (5/8 + 5/4)) / (8/9 - 4/5))
[122509] ['3/8', '5/8', '8/7', '9/7', '2'] -> ((3/8 * 8/7) / ((9/7 / 2) - 5/8))
[122510] ['1/8', '5/6', '7/2', '7/2', '6'] -> ((7/2 + 6) / (5/6 - (1/8 * 7/2)))
[122511] ['2/7', '7/8', '7/8', '9/8', '7'] -> (((7 / 2/7) - 7/8) / (7/8 * 9/8))
[122512] ['1/8', '2/7', '7/8', '6/5', '7'] -> (7 / ((7/8 / 6/5) - (1/8 / 2/7)))
[122513] ['4/7', '3/5', '8/7', '8/7', '9'] -> ((8/7 + (4/7 + 8/7)) * (9 - 3/5))
[122514] ['3/5', '7/8', '8/9', '8/9', '5'] -> ((3/5 * 5) / ((8/9 / 8/9) - 7/8))
[122515] ['2/9', '3/4', '9/8', '8/5', '8'] -> ((9/8 / 3/4) + (8 / (2/9 * 8/5)))
[122516] ['1/7', '2/7', '4', '9/2', '9/2'] -> (4 * ((9/2 / (1/7 + 2/7)) - 9/2))
[122517] ['1/8', '6/7', '6/7', '7/8', '6'] -> (6 / ((1/8 - 7/8) + (6/7 / 6/7)))
[122518] ['3/8', '5/9', '1', '9/5', '5/2'] -> ((9/5 + (1 / 5/9)) / (3/8 / 5/2))
[122519] ['4/9', '6/7', '8/7', '5/3', '3'] -> (8/7 / ((4/9 * (6/7 + 3)) - 5/3))
[122520] ['1/7', '1/3', '1/3', '1/3', '4'] -> (((1/3 / 1/7) - 1/3) / (1/3 / 4))
[122521] ['1/7', '2/5', '3/4', '7/8', '3'] -> (3 * ((3/4 / 2/5) + (7/8 / 1/7)))
[122522] ['1/8', '2/7', '7/8', '7/5', '7'] -> ((1/8 - (7/8 / 7/5)) + (7 / 2/7))
[122523] ['1/8', '6/7', '6/7', '8/9', '6'] -> (6/7 / (((6/7 / 8/9) / 6) - 1/8))
[122524] ['2/9', '3/4', '9/8', '9/5', '8'] -> (8 * (9/8 + (3/4 / (2/9 * 9/5))))
[122525] ['2/9', '2/7', '9/4', '7/3', '7'] -> (7/3 / (((9/4 - 2/9) / 2/7) - 7))
[122526] ['1/7', '1/3', '1/3', '3/8', '4'] -> (((4 / (1/7 / 1/3)) - 1/3) / 3/8)
[122527] ['5/7', '3/4', '9/5', '8/3', '3'] -> (9/5 / ((3 / 8/3) - (3/4 / 5/7)))
[122528] ['1/4', '5/9', '3/5', '7/5', '4'] -> ((4 + (7/5 / (1/4 * 3/5))) / 5/9)
[122529] ['3/5', '7/8', '8/9', '6/5', '5'] -> (5 / ((3/5 * 8/9) + (7/8 - 6/5)))
[122530] ['2/7', '7/8', '7/8', '4/3', '7'] -> ((7 / (2/7 * 7/8)) / (7/8 * 4/3))
[122531] ['5/8', '4/5', '8/9', '5/3', '4'] -> (4 / (5/8 * (4/5 - (8/9 / 5/3))))
[122532] ['1/7', '2/5', '3/4', '8/7', '3'] -> ((8/7 / (1/7 * 2/5)) + (3 / 3/4))
[122533] ['3/8', '5/9', '1', '9/5', '9/2'] -> ((1 + (5/9 * 9/5)) / (3/8 / 9/2))
[122534] ['1/8', '6/7', '6/7', '6/5', '6'] -> (6/7 / ((1/8 * 6) - (6/7 / 6/5)))
[122535] ['3/5', '7/8', '8/9', '5/4', '5'] -> (5 / (7/8 - (5/4 * (3/5 * 8/9))))
[122536] ['1/4', '5/9', '3/5', '7/4', '4'] -> ((4 * (1/4 + 7/4)) / (5/9 * 3/5))
[122537] ['2/9', '2/7', '7/3', '5/2', '7'] -> ((7 - (5/2 * (2/7 * 7/3))) / 2/9)
[122538] ['3/8', '5/9', '1', '9/4', '9/4'] -> ((9/4 / 3/8) / ((5/9 * 9/4) - 1))
[122539] ['4/7', '3/5', '8/7', '9/4', '9'] -> ((9 / (3/5 * (8/7 - 4/7))) - 9/4)
[122540] ['3/5', '7/8', '8/9', '9/7', '5'] -> ((5 / (3/5 * 7/8)) / (9/7 - 8/9))
[122541] ['2/7', '7/8', '7/8', '3/2', '7'] -> ((7 / 2/7) - (3/2 - (7/8 / 7/8)))
[122542] ['2/9', '3/4', '8/7', '5/4', '8'] -> (((8 / 8/7) - (5/4 / 3/4)) / 2/9)
[122543] ['5/7', '3/4', '9/4', '7/3', '3'] -> (((9/4 / 7/3) / (3/4 - 5/7)) - 3)
[122544] ['3/8', '5/9', '1', '9/4', '5/2'] -> (1 / (5/2 - (9/4 + (3/8 * 5/9))))
[122545] ['2/9', '1/4', '2/5', '3/4', '9'] -> ((1/4 / (2/9 * 3/4)) + (9 / 2/5))
[122546] ['3/8', '5/8', '8/7', '2', '7/3'] -> ((3/8 + 5/8) / ((7/3 / 8/7) - 2))
[122547] ['2/9', '2/7', '5/2', '5/2', '7'] -> ((7 * (5/2 + (2/7 / 2/9))) - 5/2)
[122548] ['1/8', '6/7', '6/7', '5/3', '6'] -> ((6 - (6/7 / 6/7)) / (1/8 * 5/3))
[122549] ['4/9', '6/7', '7/6', '5/4', '3'] -> (6/7 / ((5/4 / 3) - (4/9 / 7/6)))
[122550] ['1/7', '2/5', '3/4', '9/7', '3'] -> (3 / ((3/4 / (1/7 + 9/7)) - 2/5))
[122551] ['5/7', '3/4', '9/4', '5/2', '3'] -> (((9/4 / (3/4 - 5/7)) - 3) / 5/2)
[122552] ['2/7', '7/8', '7/8', '5/3', '7'] -> ((2/7 * 7) / ((7/8 + 7/8) - 5/3))
[122553] ['5/8', '4/5', '8/9', '7/3', '4'] -> ((7/3 * 4) / (8/9 - (5/8 * 4/5)))
[122554] ['2/9', '1/4', '2/5', '7/9', '9'] -> (9 / ((2/9 + 7/9) - (1/4 / 2/5)))
[122555] ['4/7', '3/5', '8/7', '7/2', '9'] -> (9 * (7/2 - ((4/7 / 3/5) / 8/7)))
[122556] ['1/8', '2/7', '8/9', '8/7', '7'] -> (((1/8 - 8/7) + (7 / 8/9)) / 2/7)
[122557] ['1/7', '1/3', '1/3', '7/9', '4'] -> ((1/3 + 1/3) * (4 / (1/7 * 7/9)))
[122558] ['2/7', '7/8', '7/8', '7/4', '7'] -> ((7 - 7/4) / (7/8 * (2/7 * 7/8)))
[122559] ['1/8', '6/7', '6/7', '9/5', '6'] -> (6/7 + (9/5 * (6 + (6/7 / 1/8))))
[122560] ['2/9', '3/4', '8/7', '3/2', '8'] -> ((((8 / 8/7) - 3/2) / 2/9) - 3/4)
[122561] ['3/8', '5/9', '1', '9/4', '9/2'] -> (1 / ((5/9 * (9/2 - 3/8)) - 9/4))
[122562] ['5/7', '3/4', '9/4', '3', '9/2'] -> ((9/2 / (3/4 - 5/7)) / (9/4 + 3))
[122563] ['1/7', '1/3', '1/3', '4/5', '4'] -> (4/5 * (((1/3 + 4) / 1/7) - 1/3))
[122564] ['1/8', '6/7', '7/8', '7/8', '6'] -> (6 / ((1/8 + 7/8) - (6/7 * 7/8)))
[122565] ['1/7', '2/5', '3/4', '7/5', '3'] -> ((3 + (7/5 / 1/7)) / (2/5 / 3/4))
[122566] ['2/7', '7/8', '7/8', '9/4', '7'] -> ((7 / 2/7) - (9/4 - (7/8 + 7/8)))
[122567] ['4/9', '6/7', '7/6', '3/2', '3'] -> (3/2 / ((7/6 / (4/9 * 6/7)) - 3))
[122568] ['5/7', '3/4', '7/3', '7/3', '3'] -> ((5/7 + (7/3 * 3)) / (3/4 / 7/3))
[122569] ['3/8', '5/9', '1', '7/3', '5/2'] -> (1 / ((3/8 * 5/9) + (7/3 - 5/2)))
[122570] ['2/9', '3/4', '8/7', '5/3', '8'] -> ((5/3 * 8) / (3/4 - (2/9 / 8/7)))
[122571] ['3/5', '7/8', '8/9', '9/5', '5'] -> ((5 + (8/9 * 9/5)) / (7/8 - 3/5))
[122572] ['5/8', '4/5', '8/9', '4', '9/2'] -> ((9/2 * ((4 / 5/8) - 8/9)) - 4/5)
[122573] ['2/9', '2/7', '8/3', '9/2', '7'] -> ((2/7 + (2/9 * 9/2)) * (8/3 * 7))
[122574] ['1/4', '5/9', '5/8', '4/5', '4'] -> ((4 / (5/9 * 4/5)) / (5/8 - 1/4))
[122575] ['1/8', '2/7', '8/9', '4/3', '7'] -> ((7 / (1/8 / 2/7)) / (8/9 / 4/3))
[122576] ['4/7', '3/5', '7/6', '7/5', '9'] -> (9 * ((4/7 * 7/6) + (3/5 + 7/5)))
[122577] ['1/8', '6/7', '7/8', '8/7', '6'] -> (6 / ((1/8 + 7/8) - (6/7 / 8/7)))
[122578] ['1/7', '2/5', '3/4', '7/4', '3'] -> (3 / (3/4 - (7/4 * (1/7 / 2/5))))
[122579] ['3/8', '5/9', '1', '7/3', '7/2'] -> ((1 / 3/8) / ((7/3 / 7/2) - 5/9))
[122580] ['3/8', '5/8', '7/6', '9/7', '2'] -> ((7/6 * 9/7) / (3/8 - (5/8 / 2)))
[122581] ['1/8', '6/7', '7/8', '7/6', '6'] -> (6 / ((1/8 - 7/8) + (6/7 * 7/6)))
[122582] ['5/8', '4/5', '9/8', '8/7', '4'] -> (((5/8 * 4/5) / (8/7 - 9/8)) - 4)
[122583] ['2/9', '3/4', '8/7', '7/3', '8'] -> (8 + ((8/7 * 7/3) / (2/9 * 3/4)))
[122584] ['3/5', '7/8', '8/9', '7/3', '5'] -> (7/3 / ((7/8 - 3/5) - (8/9 / 5)))
[122585] ['2/9', '2/7', '7/2', '9/2', '7'] -> ((7/2 + 7) * (9/2 * (2/9 + 2/7)))
[122586] ['4/7', '3/5', '7/6', '5/3', '9'] -> ((3/5 + 9) * (5/3 / (4/7 * 7/6)))
[122587] ['2/7', '7/8', '8/9', '8/7', '7'] -> ((8/9 * 8/7) * ((7 / 2/7) - 7/8))
[122588] ['1/4', '5/9', '5/8', '7/8', '4'] -> (((5/8 / 5/9) + (7/8 + 4)) / 1/4)
[122589] ['2/9', '3/4', '8/7', '5/2', '8'] -> ((8 - (5/2 / 3/4)) / (2/9 / 8/7))
[122590] ['1/4', '5/9', '5/8', '8/9', '4'] -> ((4 / (1/4 * 5/8)) - (8/9 / 5/9))
[122591] ['3/8', '5/9', '1', '8/3', '9/2'] -> (1 / ((5/9 * (3/8 + 9/2)) - 8/3))
[122592] ['5/7', '3/4', '8/3', '3', '7/2'] -> (3 / (3/4 * (8/3 - (5/7 * 7/2))))
[122593] ['4/7', '3/5', '7/6', '9/4', '9'] -> ((3/5 + 9) * (4/7 + (9/4 / 7/6)))
[122594] ['2/9', '1/4', '2/5', '7/5', '9'] -> ((2/5 / 1/4) / (2/9 - (7/5 / 9)))
[122595] ['5/8', '4/5', '9/8', '5/4', '4'] -> ((5/8 * (4/5 + 4)) / (5/4 - 9/8))
[122596] ['1/8', '6/7', '7/8', '7/5', '6'] -> (((6 / 7/5) - 6/7) / (1/8 / 7/8))
[122597] ['1/4', '5/9', '5/8', '7/6', '4'] -> ((1/4 * 4) / (7/6 - (5/8 / 5/9)))
[122598] ['3/8', '5/8', '7/6', '2', '7/3'] -> (2 / ((3/8 + 7/6) - (5/8 * 7/3)))
[122599] ['4/7', '3/5', '7/6', '7/3', '9'] -> ((3/5 + 9) * (7/6 + (4/7 * 7/3)))
[122600] ['2/9', '3/4', '8/7', '9/2', '8'] -> ((8/7 / (2/9 * 3/4)) * (8 - 9/2))
[122601] ['2/9', '1/3', '1/3', '3/5', '7'] -> ((7 - ((1/3 / 1/3) / 3/5)) / 2/9)
[122602] ['1/8', '2/7', '8/9', '7/4', '7'] -> ((7 / (7/4 * (2/7 - 1/8))) - 8/9)
[122603] ['1/7', '2/5', '3/4', '3', '7/2'] -> (3/4 * ((3 / 2/5) + (7/2 / 1/7)))
[122604] ['2/9', '3/4', '7/6', '7/6', '8'] -> (8 / (7/6 - ((2/9 + 3/4) / 7/6)))
[122605] ['1/8', '6/7', '7/8', '8/5', '6'] -> (((6 / 8/5) - (6/7 * 7/8)) / 1/8)
[122606] ['2/9', '1/4', '2/5', '9/4', '9'] -> (1/4 + ((9 + (2/9 * 9/4)) / 2/5))
[122607] ['2/7', '7/8', '8/9', '9/7', '7'] -> (((7 / 7/8) - (8/9 * 9/7)) / 2/7)
[122608] ['1/7', '2/5', '3/4', '3', '9/2'] -> ((3/4 / 1/7) + ((3 + 9/2) / 2/5))
[122609] ['3/5', '7/8', '9/8', '5/4', '5'] -> (5 / (7/8 - (5/4 * (3/5 / 9/8))))
[122610] ['5/8', '4/5', '9/8', '7/5', '4'] -> ((7/5 + (4 / 5/8)) / (9/8 - 4/5))
[122611] ['3/8', '5/8', '7/6', '2', '9/2'] -> (7/6 / ((3/8 / 2) - (5/8 / 9/2)))
[122612] ['3/8', '4/7', '4/7', '5/7', '1'] -> ((4/7 + 5/7) / (1 - (3/8 + 4/7)))
[122613] ['2/9', '1/4', '2/5', '5/2', '9'] -> ((2/5 + (2/9 * 9)) / (1/4 / 5/2))
[122614] ['2/9', '3/4', '7/6', '6/5', '8'] -> ((((8 / 6/5) - 7/6) / 2/9) - 3/4)
[122615] ['4/7', '3/5', '7/6', '7/2', '9'] -> ((4/7 * 9) * ((7/2 / 3/5) - 7/6))
[122616] ['5/7', '7/9', '7/9', '7/8', '3'] -> (3 / ((7/9 * 7/8) - (5/7 * 7/9)))
[122617] ['2/9', '1/4', '2/5', '8/3', '9'] -> (((8/3 / (2/5 - 2/9)) - 9) / 1/4)
[122618] ['5/8', '4/5', '9/8', '8/5', '4'] -> ((4/5 + 4) / ((9/8 / 5/8) - 8/5))
[122619] ['3/5', '7/8', '9/8', '3/2', '5'] -> ((3/5 * 5) / (7/8 - (9/8 / 3/2)))
[122620] ['3/8', '4/7', '4/7', '4/5', '1'] -> (1 / ((4/7 / (4/7 + 4/5)) - 3/8))
[122621] ['5/7', '7/9', '7/9', '8/9', '3'] -> ((3 / 7/9) / ((7/9 / 8/9) - 5/7))
[122622] ['2/9', '1/3', '1/3', '6/5', '7'] -> (6/5 * (((7 - 2/9) / 1/3) - 1/3))
[122623] ['2/9', '3/4', '7/6', '7/5', '8'] -> (8 * ((7/6 / (2/9 * 7/5)) - 3/4))
[122624] ['3/8', '5/8', '6/5', '4/3', '2'] -> ((6/5 / 3/8) / ((4/3 / 5/8) - 2))
[122625] ['1/7', '1/3', '3/8', '2/3', '4'] -> (((1/3 + 4) + (2/3 / 1/7)) / 3/8)
[122626] ['3/5', '7/8', '9/8', '5/3', '5'] -> ((5 + (3/5 * 5/3)) / (9/8 - 7/8))
[122627] ['2/9', '1/4', '3/7', '4/9', '9'] -> ((9 * (2/9 / 3/7)) / (4/9 - 1/4))
[122628] ['5/7', '7/9', '7/9', '9/8', '3'] -> ((3 / 7/9) / ((7/9 * 9/8) - 5/7))
[122629] ['1/8', '6/7', '8/9', '8/7', '6'] -> (6 + ((6/7 + 8/7) / (1/8 * 8/9)))
[122630] ['1/8', '2/7', '8/9', '9/2', '7'] -> ((7 / 2/7) - (9/2 * (1/8 * 8/9)))
[122631] ['3/8', '5/8', '6/5', '7/5', '2'] -> ((6/5 * 2) / (5/8 - (3/8 * 7/5)))
[122632] ['4/7', '3/5', '6/5', '4/3', '9'] -> (4/3 * (6/5 + ((3/5 + 9) / 4/7)))
[122633] ['5/8', '4/5', '9/8', '9/5', '4'] -> ((9/5 * 4) / ((5/8 + 4/5) - 9/8))
[122634] ['1/4', '5/9', '5/8', '4', '9/2'] -> (4 / ((5/9 - 1/4) - (5/8 / 9/2)))
[122635] ['5/7', '7/9', '7/9', '8/7', '3'] -> (3 / ((7/9 / 8/7) - (5/7 * 7/9)))
[122636] ['2/9', '1/4', '3/7', '1/2', '9'] -> ((2/9 * 9) / ((1/4 / 3/7) - 1/2))
[122637] ['2/9', '3/4', '7/6', '9/5', '8'] -> (8 * (9/5 + (7/6 / (2/9 + 3/4))))
[122638] ['1/8', '2/7', '9/8', '9/8', '7'] -> (((2/7 * 7) + (9/8 / 9/8)) / 1/8)
[122639] ['1/8', '6/7', '8/9', '7/6', '6'] -> (6 + ((8/9 + (7/6 / 6/7)) / 1/8))
[122640] ['1/4', '5/9', '2/3', '5/7', '4'] -> ((2/3 + 4) * (5/7 / (1/4 * 5/9)))
[122641] ['3/8', '5/8', '6/5', '3/2', '2'] -> ((3/2 + 2) / ((5/8 / 6/5) - 3/8))
[122642] ['4/9', '6/7', '6/5', '8/5', '3'] -> (8/5 / ((6/5 / 6/7) - (4/9 * 3)))
[122643] ['3/8', '4/7', '4/7', '1', '9/8'] -> (3/8 / (1 - (9/8 / (4/7 + 4/7))))
[122644] ['2/9', '1/3', '1/3', '8/5', '7'] -> (7 / (2/9 + ((1/3 * 1/3) / 8/5)))
[122645] ['1/7', '2/5', '7/9', '8/7', '3'] -> ((3 - 7/9) / (1/7 / (2/5 + 8/7)))
[122646] ['2/9', '1/3', '1/3', '7/4', '7'] -> ((1/3 + 1/3) / ((7/4 / 7) - 2/9))
[122647] ['3/8', '5/8', '6/5', '7/4', '2'] -> ((7/4 * 2) / ((5/8 / 6/5) - 3/8))
[122648] ['2/7', '7/8', '8/9', '9/4', '7'] -> ((7 / 2/7) - (8/9 - (7/8 / 9/4)))
[122649] ['1/4', '5/9', '2/3', '6/7', '4'] -> ((5/9 + ((2/3 + 4) / 6/7)) / 1/4)
[122650] ['2/9', '1/3', '1/3', '9/5', '7'] -> ((7 + (9/5 * (2/9 + 1/3))) / 1/3)
[122651] ['3/5', '7/8', '9/8', '7/2', '5'] -> (3/5 / ((7/8 / 7/2) - (9/8 / 5)))
[122652] ['5/7', '7/9', '7/9', '4/3', '3'] -> ((4/3 / (7/9 * (7/9 - 5/7))) - 3)
[122653] ['5/8', '4/5', '9/8', '7/2', '4'] -> ((9/8 / 5/8) / ((7/2 / 4) - 4/5))
[122654] ['2/9', '1/4', '3/7', '2/3', '9'] -> ((2/9 * 9) / (2/3 - (1/4 / 3/7)))
[122655] ['1/8', '2/7', '9/8', '3/2', '7'] -> ((7 / 2/7) - (3/2 + (1/8 - 9/8)))
[122656] ['5/8', '4/5', '9/8', '4', '9/2'] -> ((4/5 + 4) * (9/2 - (5/8 - 9/8)))
[122657] ['3/8', '4/7', '4/7', '1', '9/7'] -> ((9/7 / 3/8) / ((4/7 + 4/7) - 1))
[122658] ['2/9', '3/4', '6/5', '7/4', '8'] -> (8 * (6/5 + (7/4 / (2/9 + 3/4))))
[122659] ['1/4', '5/9', '2/3', '8/7', '4'] -> (((4 / (1/4 * 8/7)) - 2/3) / 5/9)
[122660] ['1/7', '1/3', '3/8', '4/3', '4'] -> ((4/3 / ((1/7 / 3/8) - 1/3)) - 4)
[122661] ['2/7', '7/8', '8/9', '7/2', '7'] -> ((8/9 * 7/2) * ((7 / 7/8) - 2/7))
[122662] ['2/9', '3/4', '6/5', '9/4', '8'] -> (8 / (3/4 - (9/4 * (2/9 / 6/5))))
[122663] ['4/7', '3/5', '6/5', '7/2', '9'] -> ((9 * (7/2 - 3/5)) - (6/5 / 4/7))
[122664] ['5/8', '4/5', '8/7', '8/7', '4'] -> ((8/7 + 4) / (5/8 * (8/7 - 4/5)))
[122665] ['1/7', '1/3', '3/8', '7/5', '4'] -> ((1/7 + (4 / 7/5)) / (1/3 * 3/8))
[122666] ['1/7', '2/5', '7/9', '7/5', '3'] -> (((7/5 / (1/7 * 7/9)) - 3) / 2/5)
[122667] ['2/7', '7/8', '9/8', '9/8', '7'] -> ((7 - (9/8 / 9/8)) / (2/7 * 7/8))
[122668] ['3/8', '5/8', '5/4', '5/4', '2'] -> (2 / ((5/8 / (3/8 * 5/4)) - 5/4))
[122669] ['2/9', '3/4', '6/5', '7/3', '8'] -> ((6/5 * 8) * (7/3 + (2/9 * 3/4)))
[122670] ['1/4', '5/9', '2/3', '7/5', '4'] -> ((2/3 + 4) / (7/5 * (1/4 * 5/9)))
[122671] ['1/8', '2/7', '9/8', '9/5', '7'] -> ((1/8 - (9/8 / 9/5)) + (7 / 2/7))
[122672] ['2/9', '1/4', '3/7', '7/8', '9'] -> ((9 + (1/4 / (2/9 * 7/8))) / 3/7)
[122673] ['1/4', '5/9', '2/3', '8/5', '4'] -> (2/3 / (1/4 - ((5/9 * 8/5) / 4)))
[122674] ['2/9', '3/4', '6/5', '7/2', '8'] -> ((8 / (2/9 + 3/4)) / (6/5 / 7/2))
[122675] ['2/7', '7/8', '9/8', '6/5', '7'] -> ((7 - (9/8 / 7/8)) / (2/7 / 6/5))
[122676] ['5/8', '4/5', '8/7', '6/5', '4'] -> ((4 / (4/5 - 5/8)) / (8/7 / 6/5))
[122677] ['2/9', '1/3', '3/8', '5/8', '7'] -> (7 / ((2/9 * 3/8) + (1/3 * 5/8)))
[122678] ['3/8', '5/8', '5/4', '7/5', '2'] -> (2 / ((5/4 * 7/5) - (5/8 / 3/8)))
[122679] ['3/5', '7/8', '8/7', '7/5', '5'] -> ((5 + (8/7 * 7/5)) / (7/8 - 3/5))
[122680] ['1/7', '1/3', '3/8', '5/3', '4'] -> (((1/3 / 1/7) + (5/3 * 4)) / 3/8)
