[336871] ['1/8', '3/5', '5/7', '1', '7/5'] -> ((3/5 + (7/5 * (5/7 + 1))) / 1/8)
[343403] ['5/8', '5/8', '4/3', '7/5', '7'] -> ((7 / 7/5) / ((5/8 * 4/3) - 5/8))
[343404] ['7/8', '1', '9/8', '9/4', '5/2'] -> ((5/2 + (9/8 / 9/4)) / (1 - 7/8))
[343405] ['1/7', '1/5', '3/4', '9/8', '8'] -> ((3/4 / 9/8) + (8 / (1/7 + 1/5)))
[343406] ['1/2', '2/3', '5/7', '9/5', '5'] -> (9/5 * ((5 / (1/2 * 5/7)) - 2/3))
[343407] ['5/8', '5/8', '4/3', '3/2', '7'] -> (7 / (4/3 - (5/8 + (5/8 / 3/2))))
[343408] ['3/8', '5/9', '6/7', '8/7', '5'] -> ((5 / 5/9) / ((6/7 / 8/7) - 3/8))
[343409] ['3/5', '7/8', '6/5', '8/5', '2'] -> ((3/5 + 6/5) / (7/8 - (8/5 / 2)))
[343410] ['1/9', '1/8', '1/3', '8/7', '8'] -> ((1/3 / 8) / (1/9 - (1/8 / 8/7)))
[343411] ['1/5', '1/5', '6/7', '4/3', '8'] -> ((4/3 / (1/5 * 1/5)) - (8 / 6/7))
[343412] ['5/8', '5/8', '4/3', '8/5', '7'] -> (7 / ((5/8 - 4/3) + (5/8 * 8/5)))
[343413] ['3/8', '5/9', '6/7', '6/5', '5'] -> (5 / (6/7 * (5/9 - (3/8 / 6/5))))
[343414] ['5/8', '5/8', '4/3', '7/4', '7'] -> (7 / (7/4 - (5/8 + (5/8 * 4/3))))
[343415] ['1/2', '2/3', '5/7', '7/3', '5'] -> (((7/3 * 5) / (2/3 * 5/7)) - 1/2)
[343416] ['1/5', '1/5', '6/7', '7/5', '8'] -> ((6/7 * 7/5) * (8 / (1/5 + 1/5)))
[343417] ['1/7', '1/5', '3/4', '6/5', '8'] -> (8 * ((1/5 / 1/7) + (6/5 / 3/4)))
[343418] ['2/9', '3/7', '6/7', '9/4', '3'] -> ((6/7 / (2/9 - (3/7 / 9/4))) - 3)
[343419] ['1/5', '1/5', '6/7', '3/2', '8'] -> (8 / (3/2 - ((1/5 / 1/5) / 6/7)))
[343420] ['1/9', '1/8', '1/3', '5/4', '8'] -> ((8 - 5/4) / (1/8 / (1/9 + 1/3)))
[343421] ['5/8', '5/8', '4/3', '5/2', '7'] -> (7 / (5/8 - ((5/8 * 4/3) / 5/2)))
[343422] ['5/8', '5/8', '4/3', '9/2', '7'] -> (9/2 * (7 - (4/3 * (5/8 + 5/8))))
[343423] ['1/5', '1/5', '6/7', '8/5', '8'] -> ((8 / 1/5) / ((8/5 / 6/7) - 1/5))
[343424] ['3/8', '5/9', '6/7', '7/5', '5'] -> (5 / ((5/9 * 6/7) - (3/8 / 7/5)))
[343425] ['3/5', '7/8', '6/5', '2', '8/3'] -> (3/5 / (((6/5 * 2) / 8/3) - 7/8))
[343426] ['2/9', '3/7', '6/7', '3', '7/2'] -> (6/7 * ((3 / (2/9 * 3/7)) - 7/2))
[343427] ['3/8', '5/9', '6/7', '8/5', '5'] -> (8/5 * ((5 / (3/8 * 6/7)) - 5/9))
[343428] ['1/9', '1/8', '1/3', '7/4', '8'] -> ((8 - 1/3) / (1/8 + (1/9 * 7/4)))
[343429] ['1/5', '1/5', '6/7', '7/4', '8'] -> (8 / (1/5 + ((1/5 / 6/7) / 7/4)))
[343430] ['3/5', '7/8', '5/4', '5/4', '2'] -> (2 / (5/4 - (7/8 / (3/5 * 5/4))))
[343431] ['2/9', '3/7', '7/8', '7/8', '3'] -> ((3 + (7/8 / (3/7 * 7/8))) / 2/9)
[343432] ['1/7', '1/5', '3/4', '8/5', '8'] -> (8 / (1/7 * (1/5 + (8/5 / 3/4))))
[343433] ['1/5', '1/5', '6/7', '9/5', '8'] -> (1/5 / ((1/5 / 6/7) - (9/5 / 8)))
[343434] ['2/9', '3/7', '7/8', '8/9', '3'] -> (3 / ((3/7 * 7/8) - (2/9 / 8/9)))
[343435] ['1/9', '1/8', '1/3', '9/4', '8'] -> (9/4 * (8 + ((1/9 / 1/8) / 1/3)))
[343436] ['1/2', '2/3', '3/4', '7/5', '5'] -> ((7/5 * 5) / (2/3 - (1/2 * 3/4)))
[343437] ['1/5', '1/5', '6/7', '5/2', '8'] -> ((6/7 * 8) * (5/2 + (1/5 / 1/5)))
[343438] ['3/5', '7/8', '5/4', '3/2', '2'] -> ((3/2 * 2) / (7/8 - (3/5 * 5/4)))
[343439] ['1/9', '1/8', '1/3', '7/2', '8'] -> ((8 * (7/2 - 1/8)) - (1/3 / 1/9))
[343440] ['3/8', '5/9', '6/7', '9/4', '5'] -> (3/8 + ((9/4 * 5) / (5/9 * 6/7)))
[343441] ['1/2', '2/3', '3/4', '9/5', '5'] -> ((5 * (2/3 * 9/5)) / (3/4 - 1/2))
[343442] ['1/7', '1/5', '3/4', '9/4', '8'] -> ((1/5 * 8) * ((9/4 / 1/7) - 3/4))
[343443] ['1/5', '1/5', '6/7', '9/2', '8'] -> ((6/7 * 8) * (9/2 - (1/5 / 1/5)))
[343444] ['5/8', '5/8', '7/5', '8/3', '7'] -> ((5/8 + (7 / 7/5)) / (5/8 / 8/3))
[343445] ['1/7', '1/5', '3/4', '5/2', '8'] -> (8 * (1/5 + (5/2 / (1/7 + 3/4))))
[343446] ['1/5', '1/5', '7/8', '8/7', '8'] -> (8/7 + (8 / (7/8 * (1/5 + 1/5))))
[343447] ['5/8', '5/8', '7/5', '9/2', '7'] -> (7 * (9/2 - (5/8 + (5/8 / 7/5))))
[343448] ['2/9', '3/7', '7/8', '3/2', '3'] -> ((3 / (2/9 * 3/7)) / (7/8 * 3/2))
[343449] ['1/2', '2/3', '7/9', '8/9', '5'] -> ((5 / (2/3 / 8/9)) / (7/9 - 1/2))
[343450] ['5/8', '5/8', '3/2', '3/2', '7'] -> ((3/2 + 3/2) * (7 + (5/8 / 5/8)))
[343451] ['2/9', '3/7', '7/8', '8/5', '3'] -> (8/5 * ((3 / (2/9 * 7/8)) - 3/7))
[343452] ['1/2', '2/3', '7/9', '9/8', '5'] -> ((5 / (2/3 * 9/8)) / (7/9 - 1/2))
[343453] ['1/5', '1/5', '7/8', '9/7', '8'] -> ((9/7 * 8) / (1/5 + (1/5 / 7/8)))
[343454] ['1/5', '1/5', '7/8', '4/3', '8'] -> (1/5 / ((1/5 * 7/8) - (4/3 / 8)))
[343455] ['1/9', '1/8', '3/8', '8/7', '8'] -> ((1/8 + (3/8 / 1/9)) * (8 - 8/7))
[343456] ['5/8', '5/8', '3/2', '8/3', '7'] -> ((3/2 * 8/3) * (7 - (5/8 / 5/8)))
[343457] ['3/8', '5/9', '7/8', '7/6', '5'] -> ((5 / 5/9) / ((7/8 / 7/6) - 3/8))
[343458] ['1/7', '1/5', '7/9', '6/7', '8'] -> ((7/9 * 6/7) + (8 / (1/7 + 1/5)))
[343459] ['2/9', '3/7', '7/8', '3', '9/2'] -> (((3 / 2/9) - 9/2) / (3/7 * 7/8))
[343460] ['3/8', '5/9', '7/8', '6/5', '5'] -> (5 / ((6/5 * (5/9 * 7/8)) - 3/8))
[343461] ['1/2', '2/3', '7/9', '5/3', '5'] -> ((5/3 + 5) / (2/3 - (1/2 * 7/9)))
[343462] ['1/7', '1/5', '7/9', '8/9', '8'] -> (8 / (8/9 - (7/9 * (1/7 / 1/5))))
[343463] ['7/8', '1', '8/7', '7/6', '5/4'] -> ((1 + (7/8 * 8/7)) / (5/4 - 7/6))
[343464] ['1/2', '2/3', '7/9', '9/5', '5'] -> ((2/3 + (5 / (1/2 / 9/5))) / 7/9)
[343465] ['1/7', '1/5', '7/9', '8/7', '8'] -> (8 / (7/9 * (8/7 - (1/7 / 1/5))))
[343466] ['7/8', '1', '8/7', '7/6', '7/5'] -> (8/7 / (1 - (7/6 / (7/8 * 7/5))))
[343467] ['1/9', '1/8', '3/8', '7/4', '8'] -> ((7/4 / 1/9) + (8 - (1/8 - 3/8)))
[343468] ['1/2', '2/3', '7/9', '9/4', '5'] -> (5 / ((9/4 * (1/2 * 7/9)) - 2/3))
[343469] ['1/5', '1/5', '8/9', '8/7', '8'] -> (8 / (8/9 * (1/5 + (1/5 / 8/7))))
[343470] ['3/5', '7/8', '9/7', '2', '7/3'] -> (7/3 / ((2 / 9/7) - (7/8 / 3/5)))
[343471] ['1/7', '1/5', '7/9', '7/6', '8'] -> ((7/9 / 7/6) + (8 / (1/7 + 1/5)))
[343472] ['2/9', '3/7', '8/9', '4/3', '3'] -> (3 * ((8/9 / (2/9 * 3/7)) - 4/3))
[343473] ['5/8', '5/8', '8/5', '8/3', '7'] -> (8/3 * (7 + (8/5 * (5/8 + 5/8))))
[343474] ['1/2', '2/3', '7/9', '5/2', '5'] -> ((5 + (2/3 * 5/2)) / (7/9 - 1/2))
[343475] ['1/7', '1/5', '7/9', '5/4', '8'] -> ((8 / (1/7 + 1/5)) / (7/9 * 5/4))
[343476] ['1/9', '1/8', '3/8', '5/2', '8'] -> (8 / (1/9 * (5/2 + (1/8 + 3/8))))
[343477] ['7/8', '1', '8/7', '7/6', '8/5'] -> (1 / (7/8 - ((8/7 * 7/6) / 8/5)))
[343478] ['3/8', '5/9', '7/8', '7/4', '5'] -> (3/8 + ((7/8 + 7/4) / (5/9 / 5)))
[343479] ['7/8', '1', '8/7', '7/6', '5/3'] -> ((5/3 + (8/7 * 7/6)) / (1 - 7/8))
[343480] ['1/5', '1/5', '8/9', '9/7', '8'] -> (8 / ((1/5 * 8/9) + (1/5 / 9/7)))
[343481] ['5/8', '5/8', '5/3', '5/3', '7'] -> (((5/8 + 5/3) / (5/8 / 7)) - 5/3)
[343482] ['1/5', '1/5', '8/9', '7/5', '8'] -> (8/9 * ((7/5 / (1/5 * 1/5)) - 8))
[343483] ['1/9', '1/8', '2/5', '2/5', '8'] -> (((2/5 + (2/5 / 1/9)) / 1/8) - 8)
[343484] ['5/8', '5/8', '5/3', '7/4', '7'] -> (7 / ((5/3 / 5/8) - (5/8 + 7/4)))
[343485] ['3/5', '7/8', '4/3', '4/3', '2'] -> (4/3 / (2 - (4/3 / (3/5 / 7/8))))
[343486] ['2/9', '3/7', '8/9', '5/3', '3'] -> (8/9 / ((5/3 / 3) - (2/9 / 3/7)))
[343487] ['1/5', '1/5', '8/9', '5/3', '8'] -> ((5/3 + (1/5 / 1/5)) / (8/9 / 8))
[343488] ['1/2', '2/3', '4/5', '9/8', '5'] -> (5 / ((1/2 - 9/8) + (2/3 / 4/5)))
[343489] ['5/8', '5/8', '5/3', '5/2', '7'] -> (7 / (((5/8 + 5/3) / 5/2) - 5/8))
[343490] ['3/5', '7/8', '4/3', '3/2', '2'] -> ((3/2 * 2) / ((7/8 / 3/5) - 4/3))
[343491] ['2/9', '3/7', '8/9', '7/4', '3'] -> ((3/7 + 3) * (7/4 / (2/9 / 8/9)))
[343492] ['3/8', '5/9', '7/8', '5/2', '5'] -> ((5 + (5/2 / 3/8)) / (5/9 * 7/8))
[343493] ['1/7', '1/5', '7/9', '5/3', '8'] -> ((8 / (1/7 / 1/5)) / (7/9 / 5/3))
[343494] ['5/8', '5/8', '5/3', '7/2', '7'] -> ((7/2 + (5/8 / 5/8)) * (7 - 5/3))
[343495] ['3/5', '7/8', '4/3', '8/5', '2'] -> (2 / (4/3 - (7/8 + (3/5 / 8/5))))
[343496] ['1/5', '1/5', '8/9', '9/4', '8'] -> (8 * ((1/5 / 1/5) + (8/9 * 9/4)))
[343497] ['2/9', '3/7', '8/9', '9/5', '3'] -> ((9/5 - 3/7) / (2/9 / (8/9 + 3)))
[343498] ['1/2', '2/3', '4/5', '7/6', '5'] -> ((4/5 * 5) / ((2/3 / 1/2) - 7/6))
[343499] ['7/8', '1', '8/7', '7/6', '8/3'] -> ((8/7 / 8/3) / (7/8 - (1 / 7/6)))
[343500] ['1/7', '1/5', '7/9', '7/4', '8'] -> ((8 / (1/7 + 1/5)) / (7/4 - 7/9))
[343501] ['3/5', '7/8', '4/3', '5/3', '2'] -> (3/5 / ((2 / (4/3 * 5/3)) - 7/8))
[343502] ['2/9', '3/7', '8/9', '9/4', '3'] -> (3 + ((8/9 * 9/4) / (2/9 * 3/7)))
[343503] ['3/8', '5/9', '7/8', '9/2', '5'] -> (((9/2 / 3/8) + (5 / 5/9)) / 7/8)
[343504] ['2/9', '3/7', '8/9', '7/3', '3'] -> ((7/3 / (2/9 / 8/9)) * (3 - 3/7))
[343505] ['5/8', '5/8', '7/4', '9/4', '7'] -> ((7/4 + 9/4) * (7 - (5/8 / 5/8)))
[343506] ['1/9', '1/8', '2/5', '2/3', '8'] -> (((1/8 * 8) + (2/3 / 2/5)) / 1/9)
[343507] ['1/5', '1/5', '8/9', '7/2', '8'] -> (8/9 * ((7/2 * 8) - (1/5 / 1/5)))
[343508] ['5/8', '5/8', '7/4', '7/3', '7'] -> ((7 / 5/8) / ((7/4 / 5/8) - 7/3))
[343509] ['1/2', '2/3', '4/5', '5/2', '5'] -> (((5 * (4/5 + 5/2)) - 1/2) / 2/3)
[343510] ['5/8', '5/8', '7/4', '5/2', '7'] -> ((5/2 - (5/8 / 7/4)) / (5/8 / 7))
[343511] ['1/5', '1/5', '9/8', '8/7', '8'] -> ((9/8 * 8) / (1/5 + (1/5 / 8/7)))
[343512] ['3/8', '5/9', '8/9', '5/4', '5'] -> ((5 / 3/8) / ((8/9 * 5/4) - 5/9))
[343513] ['2/9', '3/7', '8/9', '3', '7/2'] -> ((((3 / 3/7) - 8/9) / 2/9) - 7/2)
[343514] ['5/8', '5/8', '7/4', '7/2', '7'] -> ((7/2 * 7) - (7/4 - (5/8 + 5/8)))
[343515] ['2/9', '3/7', '8/9', '3', '9/2'] -> (8/9 * ((3 / (2/9 * 3/7)) - 9/2))
[343516] ['3/5', '7/8', '4/3', '2', '8/3'] -> ((2 / (7/8 - (3/5 * 4/3))) - 8/3)
[343517] ['1/5', '1/5', '9/8', '6/5', '8'] -> ((1/5 + (1/5 * 8)) / (6/5 - 9/8))
[343518] ['3/8', '5/9', '8/9', '7/5', '5'] -> ((5/9 + (8/9 * 7/5)) / (3/8 / 5))
[343519] ['1/2', '2/3', '5/6', '5/4', '5'] -> (5 / ((5/4 / 2/3) - (5/6 / 1/2)))
[343520] ['2/9', '3/7', '9/8', '9/8', '3'] -> ((3 + (9/8 / (3/7 * 9/8))) / 2/9)
[343521] ['1/5', '1/5', '9/8', '9/7', '8'] -> (8 / ((1/5 / 9/8) + (1/5 / 9/7)))
[343522] ['3/8', '5/9', '8/9', '7/4', '5'] -> (5 / ((7/4 * (8/9 - 5/9)) - 3/8))
[343523] ['1/5', '1/5', '9/8', '7/5', '8'] -> (((7/5 / (1/5 * 1/5)) - 8) / 9/8)
[343524] ['3/5', '7/8', '4/3', '2', '9/2'] -> ((4/3 + (2 / 3/5)) / (7/8 / 9/2))
[343525] ['7/8', '1', '8/7', '6/5', '5/2'] -> ((5/2 / (7/8 / 6/5)) / (8/7 - 1))
[343526] ['1/5', '1/5', '9/8', '8/5', '8'] -> (((1/5 + (8 / 1/5)) / 8/5) - 9/8)
[343527] ['5/8', '5/8', '9/5', '8/3', '7'] -> ((5/8 + (5/8 * 7)) * (9/5 * 8/3))
[343528] ['1/5', '1/5', '9/8', '9/4', '8'] -> (8 * ((1/5 / 1/5) + (9/4 / 9/8)))
[343529] ['7/8', '1', '8/7', '5/4', '5/4'] -> ((1 + 5/4) / (7/8 * (5/4 - 8/7)))
[343530] ['1/2', '2/3', '6/7', '9/8', '5'] -> ((5 / (6/7 - 2/3)) - (9/8 / 1/2))
[343531] ['3/8', '5/9', '9/8', '7/6', '5'] -> ((7/6 + (3/8 + 9/8)) / (5/9 / 5))
[343532] ['1/7', '1/5', '4/5', '9/2', '8'] -> ((8 * (9/2 - (1/5 / 1/7))) - 4/5)
[343533] ['1/9', '1/8', '2/5', '5/4', '8'] -> ((8 / 1/9) / ((5/4 / 2/5) - 1/8))
[343534] ['7/8', '1', '8/7', '5/4', '4/3'] -> ((1 + (7/8 * 8/7)) / (4/3 - 5/4))
[343535] ['1/5', '1/5', '9/8', '7/3', '8'] -> (1/5 / ((1/5 * (8 - 7/3)) - 9/8))
[343536] ['3/8', '5/9', '9/8', '6/5', '5'] -> ((6/5 * 5) / ((5/9 * 9/8) - 3/8))
[343537] ['1/7', '1/5', '5/6', '5/6', '8'] -> (8 / ((5/6 / (1/7 / 1/5)) - 5/6))
[343538] ['5/8', '5/8', '9/4', '8/3', '7'] -> (9/4 * ((5/8 / 5/8) + (8/3 + 7)))
[343539] ['7/8', '1', '8/7', '5/4', '3/2'] -> (8/7 / (1 - (5/4 / (7/8 * 3/2))))
[343540] ['3/8', '5/9', '9/8', '5/4', '5'] -> ((5 / 3/8) / ((5/4 / 9/8) - 5/9))
[343541] ['1/5', '1/5', '9/8', '7/2', '8'] -> (((7/2 * 8) - (1/5 / 1/5)) / 9/8)
[343542] ['1/7', '1/5', '5/6', '7/8', '8'] -> (8 / (1/7 + ((1/5 * 5/6) / 7/8)))
[343543] ['1/9', '1/8', '2/5', '7/5', '8'] -> ((8 - (7/5 + (2/5 / 1/9))) / 1/8)
[343544] ['1/7', '1/5', '5/6', '8/9', '8'] -> (8 / ((1/5 / 1/7) - (8/9 / 5/6)))
[343545] ['5/8', '5/8', '9/4', '9/2', '7'] -> ((7 * (5/8 + 9/4)) - (5/8 - 9/2))
[343546] ['2/9', '3/7', '9/8', '7/3', '3'] -> ((7/3 / (2/9 * 9/8)) * (3 - 3/7))
[343547] ['3/8', '5/9', '9/8', '4/3', '5'] -> (5 * (3/8 + ((9/8 + 4/3) / 5/9)))
[343548] ['1/2', '2/3', '6/7', '9/5', '5'] -> (9/5 * ((5 / (6/7 - 1/2)) - 2/3))
[343549] ['7/8', '1', '8/7', '5/4', '7/4'] -> ((5/4 + 7/4) / (7/8 * (8/7 - 1)))
[343550] ['1/5', '1/5', '8/7', '3/2', '8'] -> ((1/5 + (8 / 8/7)) / (1/5 * 3/2))
[343551] ['3/8', '5/9', '9/8', '7/5', '5'] -> ((5/9 + (7/5 / 9/8)) / (3/8 / 5))
[343552] ['1/7', '1/5', '5/6', '6/5', '8'] -> (8 / ((1/5 / (1/7 * 6/5)) - 5/6))
[343553] ['1/9', '1/8', '2/5', '9/4', '8'] -> (8 / ((1/9 / 2/5) + (1/8 / 9/4)))
[343554] ['7/8', '1', '8/7', '5/4', '9/5'] -> (9/5 / (7/8 * (1 - (8/7 / 5/4))))
[343555] ['1/7', '1/5', '5/6', '5/4', '8'] -> ((5/6 / 5/4) + (8 / (1/7 + 1/5)))
[343556] ['3/8', '5/9', '9/8', '8/5', '5'] -> ((5 + (5/9 * 9/8)) / (3/8 / 8/5))
[343557] ['2/9', '3/7', '9/8', '3', '9/2'] -> (((3 / (2/9 * 3/7)) - 9/2) / 9/8)
[343558] ['1/2', '2/3', '6/7', '5/2', '5'] -> (5 / (5/2 * (2/3 - (1/2 / 6/7))))
[343559] ['5/8', '5/8', '5/2', '8/3', '7'] -> (8/3 * (7 + (5/2 / (5/8 + 5/8))))
[343560] ['1/7', '1/5', '5/6', '7/5', '8'] -> (8 / (5/6 * (1/5 + (1/7 * 7/5))))
[343561] ['3/8', '5/9', '9/8', '9/4', '5'] -> (5 * ((9/4 / 5/9) - (3/8 - 9/8)))
[343562] ['1/5', '1/5', '8/7', '9/4', '8'] -> (8 * (1/5 + (8/7 * (1/5 + 9/4))))
[343563] ['3/5', '7/8', '8/5', '9/5', '2'] -> (9/5 / (2 - (7/8 * (3/5 + 8/5))))
[343564] ['5/8', '5/8', '5/2', '7/2', '7'] -> ((7/2 * 7) - ((5/8 + 5/8) / 5/2))
[343565] ['1/2', '2/3', '7/8', '5/4', '5'] -> (5 / ((1/2 - 2/3) - (7/8 - 5/4)))
[343566] ['3/8', '5/9', '9/8', '7/2', '5'] -> (5 * ((7/2 / 5/9) - (3/8 + 9/8)))
[343567] ['1/2', '2/3', '7/8', '4/3', '5'] -> (5 / ((2/3 * 7/8) - (1/2 / 4/3)))
[343568] ['3/5', '7/8', '8/5', '2', '5/2'] -> ((8/5 + (2 * 5/2)) / (7/8 - 3/5))
[343569] ['2/9', '3/7', '8/7', '7/5', '3'] -> (8/7 / ((3 * (2/9 / 7/5)) - 3/7))
[343570] ['7/8', '1', '8/7', '5/4', '9/2'] -> ((5/4 * 9/2) / (1 - (7/8 / 8/7)))
[343571] ['1/9', '1/8', '3/7', '3/7', '8'] -> ((8 / 1/9) / ((3/7 / 1/8) - 3/7))
[343572] ['1/5', '1/5', '7/6', '4/3', '8'] -> ((4/3 / (1/5 * 1/5)) - (7/6 * 8))
[343573] ['5/8', '5/8', '9/2', '9/2', '7'] -> ((9/2 * 9/2) - (5/8 - (5/8 * 7)))
[343574] ['1/2', '2/3', '7/8', '8/5', '5'] -> ((7/8 + (5 / 8/5)) / (2/3 - 1/2))
[343575] ['3/5', '7/8', '8/5', '2', '8/3'] -> (3/5 / ((7/8 - 8/5) + (2 / 8/3)))
[343576] ['1/7', '1/5', '5/6', '9/5', '8'] -> (8 / (5/6 * (9/5 - (1/5 / 1/7))))
[343577] ['5/8', '2/3', '2/3', '2/3', '7'] -> (7 / ((5/8 + 2/3) - (2/3 / 2/3)))
[343578] ['1/5', '1/5', '7/6', '7/5', '8'] -> ((8 / (1/5 + 1/5)) / (7/6 / 7/5))
[343579] ['3/8', '5/9', '8/7', '6/5', '5'] -> (5 / ((6/5 * (5/9 / 8/7)) - 3/8))
[343580] ['1/9', '1/8', '3/7', '4/9', '8'] -> (1/9 / ((4/9 / (3/7 * 8)) - 1/8))
[343581] ['3/5', '7/8', '8/5', '2', '7/2'] -> ((8/5 + 2) * (7/2 / (3/5 * 7/8)))
[343582] ['2/9', '3/7', '8/7', '9/5', '3'] -> ((8/7 / 3) / ((3/7 / 9/5) - 2/9))
[343583] ['1/5', '1/5', '7/6', '8/5', '8'] -> ((8 / 1/5) / ((7/6 * 8/5) - 1/5))
[343584] ['7/8', '1', '8/7', '9/7', '3/2'] -> ((9/7 + (8/7 * 3/2)) / (1 - 7/8))
[343585] ['2/9', '3/7', '8/7', '5/2', '3'] -> ((8/7 / (2/9 * 3/7)) / (3 - 5/2))
[343586] ['3/5', '7/8', '5/3', '5/3', '2'] -> ((3/5 * 5/3) / (7/8 - (5/3 / 2)))
[343587] ['1/9', '1/8', '3/7', '5/9', '8'] -> ((8 / 3/7) + ((1/9 + 5/9) / 1/8))
[343588] ['1/5', '1/5', '7/6', '5/3', '8'] -> (8 * ((5/3 / (1/5 + 1/5)) - 7/6))
[343589] ['5/8', '2/3', '2/3', '4/5', '7'] -> (((7 / (5/8 * 2/3)) - 4/5) / 2/3)
[343590] ['2/9', '3/7', '8/7', '3', '7/2'] -> ((8/7 / (2/9 * 3/7)) / (7/2 - 3))
[343591] ['1/7', '1/5', '5/6', '8/3', '8'] -> ((1/5 * 8) + (8/3 / (1/7 * 5/6)))
[343592] ['1/9', '1/8', '3/7', '4/7', '8'] -> (((4/7 / (1/8 * 3/7)) - 8) / 1/9)
[343593] ['3/5', '7/8', '5/3', '7/4', '2'] -> (3/5 / (7/4 - ((7/8 + 2) / 5/3)))
[343594] ['1/5', '1/5', '7/6', '9/5', '8'] -> (1/5 / ((1/5 * 7/6) - (9/5 / 8)))
[343595] ['2/9', '3/7', '7/6', '7/6', '3'] -> ((3 + (7/6 / (3/7 * 7/6))) / 2/9)
[343596] ['5/8', '2/3', '2/3', '6/7', '7'] -> ((6/7 * 7) / (2/3 - (5/8 * 2/3)))
[343597] ['1/5', '1/5', '6/5', '6/5', '8'] -> (8 / ((1/5 / 6/5) + (1/5 / 6/5)))
[343598] ['7/8', '1', '8/7', '9/7', '9/4'] -> ((1 + 8/7) / (9/4 - (7/8 + 9/7)))
[343599] ['5/8', '2/3', '2/3', '9/8', '7'] -> (7 / (9/8 - (5/8 * (2/3 + 2/3))))
[343600] ['2/9', '3/7', '7/6', '9/7', '3'] -> (((3 / (2/9 * 7/6)) - 9/7) / 3/7)
[343601] ['1/5', '1/5', '6/5', '5/4', '8'] -> (8 / (1/5 + ((1/5 / 6/5) / 5/4)))
[343602] ['3/5', '7/8', '5/3', '2', '8/3'] -> ((2 / (3/5 - (7/8 / 5/3))) - 8/3)
[343603] ['7/8', '1', '8/7', '9/7', '5/2'] -> (8/7 / ((5/2 / (7/8 + 1)) - 9/7))
[343604] ['1/7', '1/5', '6/7', '7/6', '8'] -> (8 / (7/6 - ((1/7 / 1/5) / 6/7)))
[343605] ['5/8', '2/3', '2/3', '6/5', '7'] -> ((7 / (2/3 * (5/8 * 2/3))) - 6/5)
[343606] ['1/7', '1/5', '6/7', '5/4', '8'] -> (8 / (1/5 + ((1/7 / 6/7) / 5/4)))
[343607] ['1/5', '1/5', '6/5', '9/4', '8'] -> ((6/5 + (8 * (1/5 * 9/4))) / 1/5)
[343608] ['3/5', '7/8', '5/3', '2', '7/2'] -> (3/5 / (((7/2 - 2) / 5/3) - 7/8))
[343609] ['1/9', '1/8', '3/7', '7/8', '8'] -> ((8 / (1/9 / 1/8)) / (3/7 * 7/8))
[343610] ['1/9', '1/8', '3/7', '9/8', '8'] -> (((8 / 9/8) - 1/9) / (1/8 / 3/7))
[343611] ['5/8', '2/3', '2/3', '3/2', '7'] -> (7 / ((5/8 + 2/3) - (2/3 * 3/2)))
[343612] ['3/8', '5/9', '8/7', '5/2', '5'] -> ((5 + (5/2 / 3/8)) / (5/9 / 8/7))
[343613] ['1/2', '2/3', '9/8', '8/7', '5'] -> (5 / ((8/7 * (1/2 + 2/3)) - 9/8))
[343614] ['1/5', '1/5', '5/4', '3/2', '8'] -> ((8 / (1/5 + 1/5)) / (5/4 / 3/2))
[343615] ['7/8', '1', '8/7', '4/3', '7/5'] -> (1 / (7/8 - (4/3 / (8/7 * 7/5))))
[343616] ['1/5', '1/5', '5/4', '5/3', '8'] -> (8 / ((5/3 / 5/4) - (1/5 / 1/5)))
[343617] ['1/2', '2/3', '9/8', '6/5', '5'] -> ((6/5 * 5) / ((2/3 * 9/8) - 1/2))
[343618] ['3/8', '5/9', '8/7', '8/3', '5'] -> (8/7 * (5/9 + ((8/3 + 5) / 3/8)))
[343619] ['7/8', '1', '8/7', '4/3', '8/5'] -> (8/7 / (1 - (4/3 / (7/8 * 8/5))))
[343620] ['1/9', '1/8', '3/7', '9/7', '8'] -> ((9/7 + (8 / (1/9 / 1/8))) / 3/7)
[343621] ['2/9', '3/7', '7/6', '8/3', '3'] -> (3/7 + ((8/3 + (3 / 7/6)) / 2/9))
[343622] ['1/5', '1/5', '5/4', '7/2', '8'] -> (8 * (7/2 - (5/4 * (1/5 + 1/5))))
[343623] ['7/8', '1', '8/7', '4/3', '5/3'] -> ((4/3 + 5/3) / (7/8 * (8/7 - 1)))
[343624] ['5/8', '2/3', '2/3', '7/2', '7'] -> ((7/2 + ((2/3 + 7) / 2/3)) / 5/8)
[343625] ['3/8', '5/9', '8/7', '9/2', '5'] -> (8/7 * ((9/2 / 3/8) + (5 / 5/9)))
[343626] ['3/5', '7/8', '7/4', '2', '7/2'] -> ((2 * 7/2) / (7/4 - (7/8 / 3/5)))
[343627] ['7/8', '1', '8/7', '4/3', '7/4'] -> ((1 / 7/4) / ((7/8 * 4/3) - 8/7))
[343628] ['5/8', '2/3', '2/3', '9/2', '7'] -> ((7 + (2/3 * 9/2)) / (5/8 * 2/3))
[343629] ['1/2', '2/3', '9/8', '8/5', '5'] -> (5 / (9/8 - (1/2 + (2/3 / 8/5))))
[343630] ['3/8', '5/9', '7/6', '6/5', '5'] -> ((7/6 * 5) / (5/9 - (3/8 / 6/5)))
[343631] ['2/9', '3/7', '6/5', '6/5', '3'] -> ((3 + (6/5 / (3/7 * 6/5))) / 2/9)
