[274816] ['1/4', '1/4', '1/3', '4/5', '6'] -> (((1/4 + 1/4) + (6 / 4/5)) / 1/3)
[282884] ['3/4', '7/8', '7/6', '9/7', '7'] -> (7 / ((3/4 / 9/7) + (7/8 - 7/6)))
[282885] ['2/3', '5/7', '5/7', '1', '5/3'] -> (((5/7 * 5/3) / (5/7 - 2/3)) - 1)
[282886] ['4/9', '5/9', '6/7', '7/8', '8'] -> ((5/9 + 8) / (7/8 - (4/9 / 6/7)))
[282887] ['1/6', '4/9', '3/5', '5/6', '3'] -> (3 / ((3/5 * 5/6) - (1/6 / 4/9)))
[282888] ['2/7', '2/5', '1', '7/6', '5/3'] -> ((5/3 / (2/5 - (2/7 * 7/6))) - 1)
[282889] ['1/2', '5/9', '8/9', '5/3', '2'] -> (8/9 / (1/2 - ((5/9 * 5/3) / 2)))
[282890] ['1/9', '2/5', '7/5', '5/2', '8'] -> ((5/2 + (7/5 / (2/5 + 8))) / 1/9)
[282891] ['1/4', '3/7', '5/4', '5/2', '6'] -> (6 * (((5/2 - 1/4) / 3/7) - 5/4))
[282892] ['1/7', '1/6', '2/5', '9/5', '2'] -> ((1/7 + 2) * (2/5 + (9/5 / 1/6)))
[282893] ['1/2', '5/9', '8/9', '7/4', '2'] -> (2 / ((7/4 * (8/9 - 5/9)) - 1/2))
[282894] ['1/8', '1/7', '2', '9/4', '9/2'] -> ((9/4 * 9/2) - (1/8 - (2 / 1/7)))
[282895] ['2/9', '4/7', '8/7', '3/2', '2'] -> (8/7 / ((2/9 * 3/2) - (4/7 / 2)))
[282896] ['4/9', '5/9', '6/7', '9/8', '8'] -> (8 / ((5/9 / (4/9 * 6/7)) - 9/8))
[282897] ['1/9', '1/3', '7/8', '1', '9/5'] -> (1 / ((7/8 / 9/5) - (1/9 + 1/3)))
[282898] ['1/7', '1/6', '2/5', '2', '9/4'] -> ((2 / (1/7 - (1/6 * 2/5))) - 9/4)
[282899] ['2/9', '4/7', '8/7', '8/5', '2'] -> ((4/7 / 2/9) / ((2 / 8/5) - 8/7))
[282900] ['2/3', '5/7', '5/7', '1', '7/3'] -> ((5/7 + (1 / 7/3)) / (5/7 - 2/3))
[282901] ['1/8', '1/7', '2', '7/3', '5/2'] -> ((2 * 5/2) / ((1/7 * 7/3) - 1/8))
[282902] ['4/9', '5/9', '6/7', '6/5', '8'] -> (8 / ((6/5 * (5/9 / 6/7)) - 4/9))
[282903] ['1/9', '2/5', '3/2', '9/4', '8'] -> ((1/9 * 9/4) + ((3/2 + 8) / 2/5))
[282904] ['2/5', '5/6', '6/7', '9/2', '5'] -> ((5 * (9/2 + (2/5 / 6/7))) - 5/6)
[282905] ['1/6', '4/9', '3/5', '9/8', '3'] -> (((3 / (3/5 * 9/8)) - 4/9) / 1/6)
[282906] ['1/7', '1/6', '2/5', '2', '5/2'] -> ((2 / (1/7 * 5/2)) / (2/5 - 1/6))
[282907] ['3/4', '7/8', '7/6', '5/2', '7'] -> (7 / ((3/4 + 7/8) + (7/6 - 5/2)))
[282908] ['1/9', '1/3', '7/8', '1', '9/2'] -> (1 / (7/8 - (1/3 + (1/9 * 9/2))))
[282909] ['1/2', '5/9', '8/9', '2', '5/2'] -> (2 / ((1/2 * (5/2 - 5/9)) - 8/9))
[282910] ['2/7', '5/9', '3/5', '7/2', '9'] -> ((9 - (2/7 * 7/2)) / (5/9 * 3/5))
[282911] ['2/9', '4/7', '8/7', '9/5', '2'] -> ((8/7 * 2) / ((4/7 / 9/5) - 2/9))
[282912] ['1/7', '1/6', '2/5', '2', '7/2'] -> (2 / ((1/7 * 7/2) - (1/6 / 2/5)))
[282913] ['4/9', '5/9', '6/7', '7/5', '8'] -> (6/7 + (8 / (7/5 * (4/9 * 5/9))))
[282914] ['1/9', '2/5', '3/2', '7/2', '8'] -> (3/2 + ((7/2 + 8) / (1/9 + 2/5)))
[282915] ['2/5', '9/8', '9/7', '7/2', '9'] -> (((9/7 * 7/2) + (9 / 2/5)) / 9/8)
[282916] ['1/9', '1/3', '8/9', '1', '6/5'] -> ((1 + (1/3 + 8/9)) / (1/9 / 6/5))
[282917] ['2/7', '5/9', '3/5', '9/2', '9'] -> ((3/5 - (9/2 / 5/9)) + (9 / 2/7))
[282918] ['1/6', '4/9', '3/5', '5/4', '3'] -> ((3 / 5/4) / ((4/9 * 3/5) - 1/6))
[282919] ['1/7', '1/6', '2/5', '2', '9/2'] -> ((1/6 + 9/2) * (1/7 + (2 / 2/5)))
[282920] ['2/9', '4/7', '8/7', '2', '5/2'] -> ((4/7 / 2/9) / ((5/2 / 2) - 8/7))
[282921] ['2/5', '5/6', '7/8', '7/6', '5'] -> ((2/5 * 5) / (5/6 - (7/8 / 7/6)))
[282922] ['1/8', '1/7', '2', '8/3', '9/2'] -> ((2 + 8/3) * (9/2 / (1/8 / 1/7)))
[282923] ['2/5', '9/8', '4/3', '4/3', '9'] -> (4/3 * (9/8 + (9 / (2/5 * 4/3))))
[282924] ['4/9', '5/9', '6/7', '5/3', '8'] -> ((5/3 / 5/9) + (8 / (4/9 * 6/7)))
[282925] ['2/3', '5/7', '3/4', '4/5', '1'] -> ((4/5 / 2/3) / ((3/4 / 5/7) - 1))
[282926] ['1/7', '1/6', '3/7', '4/9', '2'] -> ((2 / (1/6 * 4/9)) - (3/7 / 1/7))
[282927] ['1/9', '2/5', '8/5', '7/4', '8'] -> ((7/4 / 1/9) + (8 + (2/5 / 8/5)))
[282928] ['1/3', '3/8', '8/9', '9/7', '3'] -> (1/3 / (8/9 - (3 * (3/8 / 9/7))))
[282929] ['1/7', '1/6', '3/7', '5/9', '2'] -> ((2 + (5/9 / (1/6 / 3/7))) / 1/7)
[282930] ['2/9', '4/7', '8/7', '2', '9/2'] -> ((8/7 * 2) / (2/9 - (4/7 / 9/2)))
[282931] ['2/7', '2/5', '1', '6/5', '4/3'] -> (6/5 / ((2/5 / (2/7 * 4/3)) - 1))
[282932] ['3/4', '7/8', '6/5', '7/5', '7'] -> ((7/5 + (6/5 / 3/4)) / (7/8 / 7))
[282933] ['1/8', '1/6', '1/6', '2/7', '2'] -> (2 / (1/6 - (2/7 * (1/8 + 1/6))))
[282934] ['1/7', '1/6', '3/7', '3/5', '2'] -> ((3/7 + ((1/7 + 2) / 3/5)) / 1/6)
[282935] ['2/7', '2/5', '1', '6/5', '7/5'] -> ((6/5 + ((1 + 7/5) / 2/7)) / 2/5)
[282936] ['1/8', '1/6', '1/6', '2/5', '2'] -> (2 / (2/5 * (1/6 - (1/8 - 1/6))))
[282937] ['4/9', '5/9', '6/7', '5/2', '8'] -> ((6/7 * 8) * (5/2 + (4/9 + 5/9)))
[282938] ['2/5', '9/8', '4/3', '7/3', '9'] -> ((((7/3 + 9) / 2/5) - 4/3) / 9/8)
[282939] ['1/6', '4/9', '3/5', '9/4', '3'] -> (((3 / 3/5) - (4/9 * 9/4)) / 1/6)
[282940] ['1/3', '3/8', '8/9', '7/4', '3'] -> (1/3 / ((3/8 + 8/9) + (7/4 - 3)))
[282941] ['4/9', '5/9', '6/7', '9/2', '8'] -> ((6/7 * 8) * (9/2 - (4/9 + 5/9)))
[282942] ['2/9', '4/7', '7/6', '5/4', '2'] -> ((5/4 + (2 / (4/7 / 7/6))) / 2/9)
[282943] ['2/3', '5/7', '3/4', '1', '4/3'] -> (2/3 / ((4/3 / (5/7 + 1)) - 3/4))
[282944] ['2/7', '5/9', '5/8', '6/7', '9'] -> ((9 / (2/7 / 5/9)) / (5/8 / 6/7))
[282945] ['2/9', '4/7', '7/6', '9/7', '2'] -> ((2/9 * 9/7) / ((7/6 / 2) - 4/7))
[282946] ['1/6', '4/9', '3/5', '5/2', '3'] -> ((3/5 + 3) * (5/2 / (1/6 / 4/9)))
[282947] ['4/9', '5/9', '7/8', '7/8', '8'] -> (8 * ((5/9 / 4/9) + (7/8 + 7/8)))
[282948] ['1/8', '1/6', '1/6', '4/7', '2'] -> (2 / (4/7 * (1/6 - (1/8 * 1/6))))
[282949] ['2/3', '5/7', '3/4', '1', '7/5'] -> ((1 + (5/7 * 7/5)) / (3/4 - 2/3))
[282950] ['2/7', '5/9', '5/8', '7/8', '9'] -> (7/8 + (9 * (5/8 + (5/9 / 2/7))))
[282951] ['2/9', '4/7', '7/6', '4/3', '2'] -> ((4/3 + (2 / 7/6)) / (2/9 * 4/7))
[282952] ['1/3', '3/8', '8/9', '5/2', '3'] -> (1/3 / ((5/2 - 3) - (3/8 - 8/9)))
[282953] ['1/9', '1/3', '1', '9/8', '8/7'] -> ((1 + (8/7 * (1/3 + 9/8))) / 1/9)
[282954] ['1/7', '1/6', '3/7', '9/8', '2'] -> (3/7 / (2 - (9/8 + (1/7 / 1/6))))
[282955] ['1/8', '1/6', '1/6', '3/5', '2'] -> (((2 / 3/5) - (1/6 + 1/6)) / 1/8)
[282956] ['2/5', '5/6', '7/8', '9/4', '5'] -> (5/6 / ((5 / 9/4) - (7/8 / 2/5)))
[282957] ['4/9', '5/9', '7/8', '5/4', '8'] -> ((8 + (4/9 + 5/9)) / (5/4 - 7/8))
[282958] ['1/2', '5/9', '9/8', '2', '9/2'] -> (9/2 / (1/2 - ((5/9 * 9/8) / 2)))
[282959] ['3/4', '7/8', '6/5', '7/2', '7'] -> ((7/2 / 7) / (3/4 - (7/8 / 6/5)))
[282960] ['1/8', '1/6', '1/6', '4/5', '2'] -> (2 / ((1/8 + 1/6) - (1/6 / 4/5)))
[282961] ['2/9', '4/7', '7/6', '3/2', '2'] -> (4/7 / (((2 - 2/9) / 7/6) - 3/2))
[282962] ['1/6', '4/9', '5/8', '4/5', '3'] -> (3 / ((5/8 * 4/5) - (1/6 / 4/9)))
[282963] ['2/7', '5/9', '5/8', '7/6', '9'] -> ((9 / (2/7 / 5/9)) / (5/8 * 7/6))
[282964] ['1/7', '1/6', '3/7', '8/5', '2'] -> (8/5 * ((3/7 / 1/7) + (2 / 1/6)))
[282965] ['2/3', '5/7', '3/4', '1', '7/4'] -> ((1 / (2/3 * 7/4)) / (3/4 - 5/7))
[282966] ['1/6', '4/9', '5/8', '5/6', '3'] -> ((5/6 / 5/8) / ((1/6 * 3) - 4/9))
[282967] ['2/5', '5/6', '7/8', '7/2', '5'] -> (5 / (5/6 - (7/8 / (2/5 * 7/2))))
[282968] ['1/2', '5/9', '8/7', '6/5', '2'] -> (2 / ((6/5 * (5/9 / 8/7)) - 1/2))
[282969] ['2/5', '9/8', '7/5', '9/2', '9'] -> (((9 / (2/5 / 7/5)) - 9/2) / 9/8)
[282970] ['3/4', '7/8', '5/4', '7/5', '7'] -> (7 / (5/4 * (7/5 - (7/8 / 3/4))))
[282971] ['1/7', '1/6', '3/7', '9/5', '2'] -> ((2 + (3/7 / (1/6 * 9/5))) / 1/7)
[282972] ['1/3', '3/8', '9/8', '7/4', '3'] -> (3 * (1/3 + ((9/8 + 7/4) / 3/8)))
[282973] ['1/9', '2/5', '7/4', '9/2', '8'] -> (8 * (7/4 + (9/2 * (1/9 / 2/5))))
[282974] ['2/9', '4/7', '7/6', '5/3', '2'] -> ((2 / 2/9) / ((7/6 / 4/7) - 5/3))
[282975] ['2/5', '9/8', '3/2', '3/2', '9'] -> (9 / ((9/8 / (2/5 * 3/2)) - 3/2))
[282976] ['1/6', '4/9', '5/8', '7/8', '3'] -> (3 / ((1/6 / 4/9) + (5/8 - 7/8)))
[282977] ['2/9', '4/7', '7/6', '7/4', '2'] -> ((4/7 * 7/6) / (2 - (2/9 + 7/4)))
[282978] ['3/4', '7/8', '5/4', '7/4', '7'] -> (7 / (7/4 - (5/4 / (3/4 / 7/8))))
[282979] ['1/8', '1/6', '1/6', '9/7', '2'] -> ((2 + (1/6 + 1/6)) / (1/8 / 9/7))
[282980] ['2/3', '5/7', '3/4', '1', '8/3'] -> ((1 / (3/4 - 5/7)) - (8/3 / 2/3))
[282981] ['1/4', '3/7', '8/5', '5/3', '6'] -> (5/3 * ((1/4 * 8/5) + (6 / 3/7)))
[282982] ['2/7', '2/5', '1', '6/5', '9/2'] -> ((9/2 + (1 / 2/7)) / (2/5 / 6/5))
[282983] ['1/3', '3/8', '9/8', '5/2', '3'] -> ((3/8 + 9/8) + (3 / (1/3 / 5/2)))
[282984] ['4/9', '5/9', '7/8', '5/3', '8'] -> (((5/3 / 5/9) + (8 / 4/9)) / 7/8)
[282985] ['2/5', '5/6', '8/9', '9/8', '5'] -> (5/6 / (((8/9 + 9/8) / 2/5) - 5))
[282986] ['1/9', '2/5', '9/5', '5/2', '8'] -> (8 * (5/2 + (9/5 * (1/9 / 2/5))))
[282987] ['1/7', '1/6', '4/9', '4/9', '2'] -> (((4/9 / 1/7) + (4/9 * 2)) / 1/6)
[282988] ['2/5', '9/8', '3/2', '7/3', '9'] -> ((9 / (2/5 * 9/8)) / (7/3 - 3/2))
[282989] ['3/4', '7/8', '5/4', '9/4', '7'] -> (7 / ((7/8 - 9/4) + (5/4 / 3/4)))
[282990] ['1/2', '5/9', '8/7', '7/5', '2'] -> ((7/5 / ((8/7 / 5/9) - 2)) - 1/2)
[282991] ['2/7', '2/5', '1', '5/4', '9/7'] -> ((2/7 + 2/5) / ((9/7 / 5/4) - 1))
[282992] ['2/9', '4/7', '7/6', '2', '5/2'] -> ((2 / 7/6) / ((4/7 / 2/9) - 5/2))
[282993] ['2/5', '9/8', '3/2', '7/2', '9'] -> ((7/2 * 9) / ((9/8 / 2/5) - 3/2))
[282994] ['1/6', '4/9', '5/8', '9/7', '3'] -> (3 / ((1/6 + 4/9) - (5/8 / 9/7)))
[282995] ['4/9', '5/9', '7/8', '7/3', '8'] -> ((8 + (4/9 + 5/9)) / (7/8 / 7/3))
[282996] ['2/5', '5/6', '8/9', '7/6', '5'] -> ((2/5 * 5) / ((5/6 * 7/6) - 8/9))
[282997] ['1/9', '2/5', '9/4', '7/3', '8'] -> ((8 / (2/5 / 9/4)) - (7/3 / 1/9))
[282998] ['1/4', '3/7', '8/5', '9/4', '6'] -> (8/5 * ((9/4 / (1/4 * 3/7)) - 6))
[282999] ['1/7', '1/6', '4/9', '4/7', '2'] -> (2 / (4/7 - (1/6 + (1/7 / 4/9))))
[283000] ['2/9', '4/7', '7/6', '2', '7/2'] -> ((7/6 + 7/2) * (2 / (2/9 / 4/7)))
[283001] ['3/4', '7/8', '9/7', '4/3', '7'] -> ((7/8 + 7) * (4/3 + (9/7 / 3/4)))
[283002] ['1/9', '1/3', '1', '8/7', '7/6'] -> (((1/3 + 1) + (8/7 * 7/6)) / 1/9)
[283003] ['2/7', '5/9', '5/8', '5/3', '9'] -> (5/9 / ((5/3 / (2/7 * 9)) - 5/8))
[283004] ['1/3', '3/8', '8/7', '4/3', '3'] -> (1/3 / ((4/3 / (8/7 * 3)) - 3/8))
[283005] ['4/9', '5/9', '7/8', '9/2', '8'] -> (8 / (4/9 * (5/9 + (7/8 / 9/2))))
[283006] ['1/9', '2/5', '9/4', '8/3', '8'] -> (8/3 * (1/9 + (8 / (2/5 * 9/4))))
[283007] ['2/9', '4/7', '6/5', '6/5', '2'] -> (((6/5 + 2) / (2/9 * 4/7)) - 6/5)
[283008] ['3/4', '7/8', '9/7', '8/5', '7'] -> ((9/7 + (3/4 / 7/8)) * (8/5 * 7))
[283009] ['4/9', '5/9', '8/9', '7/6', '8'] -> ((7/6 + (4/9 / 8/9)) / (5/9 / 8))
[283010] ['1/7', '1/6', '4/9', '3/4', '2'] -> ((1/6 + (2 / (1/7 / 3/4))) / 4/9)
[283011] ['2/5', '5/6', '8/9', '4/3', '5'] -> (4/3 / (2/5 - ((5/6 + 8/9) / 5)))
[283012] ['2/3', '5/7', '7/9', '1', '7/6'] -> ((2/3 + (1 / 7/6)) / (7/9 - 5/7))
[283013] ['2/5', '9/8', '5/3', '5/2', '9'] -> ((9 / (2/5 * 9/8)) / (5/2 - 5/3))
[283014] ['1/7', '1/6', '4/9', '7/9', '2'] -> (2 / ((7/9 * (1/7 / 4/9)) - 1/6))
[283015] ['2/7', '5/9', '5/8', '9/4', '9'] -> ((9/4 * (9 + (5/9 / 2/7))) - 5/8)
[283016] ['1/9', '1/3', '1', '8/7', '7/5'] -> (((7/5 * (1 + 8/7)) - 1/3) / 1/9)
[283017] ['1/6', '4/9', '5/8', '5/2', '3'] -> (3 / ((1/6 / 4/9) - (5/8 / 5/2)))
[283018] ['1/8', '1/6', '1/5', '5/7', '2'] -> (1/5 / (1/8 - ((1/6 / 5/7) / 2)))
[283019] ['2/5', '5/6', '8/9', '3/2', '5'] -> ((5 * (2/5 / 3/2)) / (8/9 - 5/6))
[283020] ['2/7', '5/9', '5/8', '5/2', '9'] -> (((9 / (2/7 / 5/9)) - 5/2) / 5/8)
[283021] ['1/4', '3/7', '5/3', '9/4', '6'] -> (6 * ((1/4 / 9/4) + (5/3 / 3/7)))
[283022] ['1/9', '1/3', '1', '8/7', '3/2'] -> ((3/2 + ((1/3 + 1) / 8/7)) / 1/9)
[283023] ['3/4', '7/8', '9/7', '7/3', '7'] -> ((9/7 * 7) / (3/4 - (7/8 / 7/3)))
[283024] ['1/3', '3/8', '8/7', '5/2', '3'] -> ((8/7 * 3) * (1/3 + (5/2 / 3/8)))
[283025] ['2/3', '5/7', '7/9', '1', '5/4'] -> (2/3 / ((7/9 + 1) - (5/4 / 5/7)))
[283026] ['1/7', '1/6', '4/9', '5/6', '2'] -> (2 / (1/7 * (4/9 + (1/6 * 5/6))))
[283027] ['2/5', '5/6', '8/9', '8/5', '5'] -> ((5/6 + (5 / 2/5)) / (8/9 / 8/5))
[283028] ['2/5', '9/8', '7/4', '7/4', '9'] -> (((7/4 + 9) / 2/5) - (9/8 + 7/4))
[283029] ['2/7', '2/5', '1', '5/4', '5/2'] -> (((5/4 + (5/2 / 2/7)) / 2/5) - 1)
[283030] ['1/6', '4/9', '2/3', '5/7', '3'] -> (2/3 / ((4/9 / (3 - 5/7)) - 1/6))
[283031] ['1/3', '3/8', '8/7', '3', '9/2'] -> (8/7 * ((3 / 1/3) + (9/2 / 3/8)))
[283032] ['2/5', '9/8', '7/4', '9/4', '9'] -> ((7/4 + 9/4) + (9 / (2/5 * 9/8)))
[283033] ['1/6', '4/9', '2/3', '4/5', '3'] -> ((2/3 / 4/9) + (3 / (1/6 * 4/5)))
[283034] ['2/5', '5/6', '8/9', '9/5', '5'] -> ((8/9 * 9/5) * (5 / (2/5 * 5/6)))
[283035] ['1/3', '3/8', '7/6', '6/5', '3'] -> ((3 / 6/5) / ((3/8 * 7/6) - 1/3))
[283036] ['3/4', '7/8', '9/7', '9/2', '7'] -> (7 * ((9/2 / 7/8) - (9/7 / 3/4)))
[283037] ['4/9', '5/9', '9/8', '6/5', '8'] -> ((8 / (4/9 * 5/9)) / (9/8 * 6/5))
[283038] ['2/5', '9/8', '7/4', '7/3', '9'] -> ((7/3 * (9/8 / 7/4)) + (9 / 2/5))
[283039] ['1/9', '2/5', '5/2', '9/2', '8'] -> (8 / (1/9 + ((2/5 * 5/2) / 9/2)))
[283040] ['2/7', '5/9', '5/8', '9/2', '9'] -> ((5/9 / 5/8) * ((9 / 2/7) - 9/2))
[283041] ['3/4', '7/8', '4/3', '4/3', '7'] -> (7 / (7/8 * (4/3 - (3/4 * 4/3))))
[283042] ['1/2', '5/9', '7/6', '9/7', '2'] -> ((2 / (5/9 - 1/2)) / (7/6 * 9/7))
[283043] ['1/7', '1/6', '4/9', '6/5', '2'] -> (2 / (1/7 * (4/9 + (1/6 / 6/5))))
[283044] ['2/7', '5/9', '2/3', '2/3', '9'] -> (((2/3 / 2/7) - 5/9) / (2/3 / 9))
[283045] ['1/4', '3/7', '7/4', '9/4', '6'] -> (9/4 * (6 + ((1/4 + 7/4) / 3/7)))
[283046] ['1/7', '1/6', '4/9', '5/4', '2'] -> ((2 / (1/7 * 4/9)) - (5/4 / 1/6))
[283047] ['2/7', '5/9', '2/3', '3/4', '9'] -> (2/3 + (9 / (3/4 * (2/7 / 5/9))))
[283048] ['4/9', '5/9', '9/8', '7/5', '8'] -> (7/5 + ((4/9 + 9/8) / (5/9 / 8)))
[283049] ['1/7', '1/6', '4/9', '9/7', '2'] -> (2 / (((1/7 / 4/9) / 9/7) - 1/6))
[283050] ['1/8', '1/6', '1/5', '9/7', '2'] -> (1/5 / ((1/8 / (2 - 9/7)) - 1/6))
[283051] ['2/3', '5/7', '7/9', '1', '9/4'] -> (((2/3 + 1) / (7/9 - 5/7)) - 9/4)
[283052] ['3/4', '7/8', '4/3', '5/3', '7'] -> ((5/3 + (7 / 3/4)) / (4/3 - 7/8))
[283053] ['1/2', '5/9', '7/6', '5/3', '2'] -> (((5/3 / (5/9 - 1/2)) - 2) / 7/6)
[283054] ['2/5', '9/8', '9/5', '9/5', '9'] -> (9/5 / (2/5 - ((9/8 + 9/5) / 9)))
[283055] ['1/9', '1/3', '1', '7/6', '6/5'] -> (((7/6 / 1/3) - (1 / 6/5)) / 1/9)
[283056] ['1/4', '3/7', '7/4', '8/3', '6'] -> (8/3 * (6 + (7/4 / (1/4 / 3/7))))
[283057] ['1/3', '3/8', '6/5', '5/4', '3'] -> (3 / ((5/4 * (1/3 * 6/5)) - 3/8))
[283058] ['4/9', '5/9', '9/8', '8/5', '8'] -> (8 / (9/8 - (4/9 + (5/9 / 8/5))))
[283059] ['1/2', '5/9', '7/6', '9/5', '2'] -> (2 / (1/2 * (7/6 - (5/9 * 9/5))))
[283060] ['2/9', '4/7', '6/5', '2', '7/2'] -> ((2 - (4/7 / 6/5)) / (2/9 / 7/2))
[283061] ['1/9', '2/5', '9/2', '9/2', '8'] -> ((9/2 - (1/9 * 9/2)) + (8 / 2/5))
[283062] ['2/7', '2/5', '1', '9/7', '8/5'] -> ((8/5 + ((1 + 9/7) / 2/7)) / 2/5)
[283063] ['2/5', '5/6', '9/8', '9/8', '5'] -> ((2/5 + 5) / ((9/8 / 5/6) - 9/8))
[283064] ['2/5', '9/8', '9/5', '9/4', '9'] -> ((9/5 + 9) / (2/5 * (9/4 - 9/8)))
[283065] ['4/9', '5/9', '9/8', '7/4', '8'] -> ((4/9 + 5/9) + (8 * (9/8 + 7/4)))
[283066] ['2/7', '5/9', '2/3', '4/5', '9'] -> ((9 / (2/7 / 4/5)) - (2/3 / 5/9))
[283067] ['1/3', '3/8', '6/5', '9/7', '3'] -> (3 / (9/7 * (3/8 - (1/3 / 6/5))))
[283068] ['3/4', '7/8', '4/3', '7/3', '7'] -> ((7 / 7/3) / ((3/4 * 4/3) - 7/8))
[283069] ['1/4', '3/7', '9/5', '9/4', '6'] -> (((1/4 + 6) / (3/7 / 9/5)) - 9/4)
[283070] ['1/8', '1/6', '2/9', '2/7', '2'] -> (1/6 / ((2/9 * 2) - (1/8 / 2/7)))
[283071] ['1/3', '3/8', '6/5', '7/4', '3'] -> ((3 / (1/3 - (3/8 / 7/4))) - 6/5)
[283072] ['2/3', '5/7', '4/5', '4/5', '1'] -> ((4/5 + 4/5) / (1 - (2/3 / 5/7)))
[283073] ['2/5', '5/6', '9/8', '7/6', '5'] -> (5 / ((9/8 + 7/6) - (5/6 / 2/5)))
[283074] ['2/5', '9/8', '9/5', '7/2', '9'] -> (((7/2 * 9) - (9/5 / 2/5)) / 9/8)
[283075] ['3/4', '7/8', '4/3', '9/2', '7'] -> (7 / (4/3 - (7/8 + (3/4 / 9/2))))
[283076] ['1/9', '3/7', '3/7', '5/8', '8'] -> ((8 - 3/7) / (3/7 * (1/9 + 5/8)))
[283077] ['4/9', '5/9', '9/8', '5/2', '8'] -> (5/2 + ((5/9 + (9/8 * 8)) / 4/9))
[283078] ['2/7', '5/9', '2/3', '8/9', '9'] -> (9 * ((2/3 / 2/7) - (5/9 - 8/9)))
[283079] ['1/8', '1/6', '2/9', '3/7', '2'] -> (2 / (3/7 * (1/6 + (1/8 * 2/9))))
[283080] ['4/9', '5/9', '8/7', '8/7', '8'] -> (8/7 + ((4/9 + 8/7) / (5/9 / 8)))
[283081] ['1/4', '3/7', '9/5', '9/2', '6'] -> ((9/2 / (1/4 * 9/5)) + (6 / 3/7))
[283082] ['3/4', '7/8', '7/5', '7/4', '7'] -> ((7/5 + 7) / (7/8 / (3/4 + 7/4)))
[283083] ['1/7', '1/6', '4/9', '2', '9/4'] -> (((4/9 / 1/7) + (2 / 9/4)) / 1/6)
[283084] ['4/9', '5/9', '8/7', '7/6', '8'] -> (8 / ((8/7 * 7/6) - (4/9 + 5/9)))
[283085] ['2/5', '5/6', '9/8', '7/5', '5'] -> (5 / (5/6 - (9/8 / (2/5 + 7/5))))
[283086] ['1/3', '3/8', '5/4', '9/7', '3'] -> (3 / ((1/3 * 5/4) - (3/8 / 9/7)))
[283087] ['1/2', '5/9', '6/5', '8/5', '2'] -> (2 / (1/2 - ((5/9 * 6/5) / 8/5)))
[283088] ['2/3', '5/7', '4/5', '1', '9/8'] -> (1 / (((2/3 / 5/7) / 4/5) - 9/8))
[283089] ['1/9', '3/7', '3/7', '6/7', '8'] -> ((8 / (1/9 / 3/7)) / (3/7 + 6/7))
[283090] ['1/8', '1/6', '2/9', '7/8', '2'] -> (((1/8 / 2) + (7/8 / 2/9)) / 1/6)
[283091] ['2/3', '5/7', '4/5', '1', '8/7'] -> (8/7 / ((5/7 * (2/3 + 4/5)) - 1))
[283092] ['1/9', '1/3', '1', '6/5', '4/3'] -> ((4/3 / 1/9) / ((1 / 6/5) - 1/3))
[283093] ['2/5', '5/6', '9/8', '7/4', '5'] -> ((5 / (2/5 * 5/6)) / (7/4 - 9/8))
[283094] ['2/5', '9/8', '7/3', '5/2', '9'] -> ((5/2 + 9) / ((9/8 / 2/5) - 7/3))
[283095] ['2/7', '5/9', '2/3', '5/4', '9'] -> ((9 / (2/7 * 5/4)) - (2/3 / 5/9))
[283096] ['4/9', '5/9', '8/7', '4/3', '8'] -> ((4/3 / ((5/9 / 8/7) - 4/9)) - 8)
[283097] ['2/3', '5/7', '4/5', '1', '7/6'] -> (4/5 / ((2/3 + 1) - (7/6 / 5/7)))
[283098] ['2/9', '4/7', '5/4', '7/4', '2'] -> ((4/7 / 2/9) / (5/4 - (2 / 7/4)))
[283099] ['1/7', '1/6', '4/9', '2', '9/2'] -> ((((1/6 + 2) / 1/7) - 9/2) / 4/9)
[283100] ['1/3', '3/8', '9/7', '7/5', '3'] -> (3 / (1/3 - ((3/8 / 9/7) / 7/5)))
[283101] ['2/3', '5/7', '4/5', '1', '6/5'] -> (4/5 / ((6/5 / (5/7 + 1)) - 2/3))
[283102] ['2/5', '5/6', '9/8', '9/4', '5'] -> ((9/4 + ((9/8 + 5) / 5/6)) / 2/5)
[283103] ['4/9', '5/9', '8/7', '7/5', '8'] -> ((8/7 + (4/9 + 5/9)) * (7/5 * 8))
[283104] ['1/6', '4/9', '5/7', '8/7', '3'] -> ((((3 - 5/7) / 4/9) - 8/7) / 1/6)
[283105] ['1/2', '5/9', '6/5', '2', '5/2'] -> ((6/5 + (2 / 5/9)) / (1/2 / 5/2))
[283106] ['2/5', '9/8', '7/3', '7/2', '9'] -> (9/8 * ((7/3 - 7/2) + (9 / 2/5)))
[283107] ['2/7', '5/9', '2/3', '4/3', '9'] -> (2/3 + ((4/3 * 9) / (2/7 / 5/9)))
[283108] ['1/3', '3/8', '9/7', '3/2', '3'] -> (1/3 / ((3/2 / (9/7 * 3)) - 3/8))
[283109] ['4/9', '5/9', '8/7', '3/2', '8'] -> ((8 - 8/7) / (5/9 / (4/9 + 3/2)))
[283110] ['2/5', '9/8', '5/2', '5/2', '9'] -> (9 / (5/2 - (9/8 + (2/5 * 5/2))))
[283111] ['2/5', '5/6', '9/8', '8/3', '5'] -> ((5 + (9/8 * 8/3)) / (2/5 * 5/6))
