[53191] ['1/4', '3/7', '8/3', '8/3', '5'] -> (3/7 * (8/3 + (5 / (1/4 / 8/3))))
[61551] ['1/9', '4/7', '4/3', '5/2', '4'] -> ((5/2 - 4/3) * (4 / (1/9 / 4/7)))
[61552] ['2/5', '1/2', '9/5', '9/4', '4'] -> ((4 + (9/5 / 9/4)) / (2/5 * 1/2))
[61553] ['1/9', '1/6', '7/9', '7/5', '7'] -> ((1/9 + (7 * (7/9 / 7/5))) / 1/6)
[61554] ['1/7', '1/4', '5/9', '7/2', '5'] -> ((5 / (1/4 - 1/7)) / (5/9 * 7/2))
[61555] ['3/8', '3/7', '6/7', '7/6', '8'] -> ((8 / 7/6) / ((3/7 / 3/8) - 6/7))
[61556] ['1/2', '7/5', '3/2', '7/2', '4'] -> ((3/2 + (7/5 * (7/2 + 4))) / 1/2)
[61557] ['4/7', '3/5', '1', '7/6', '6/5'] -> (1 / ((7/6 / 4/7) - (6/5 / 3/5)))
[61558] ['1/9', '3/8', '5/8', '6/7', '5'] -> (5 / (5/8 - (6/7 * (1/9 + 3/8))))
[61559] ['1/5', '7/8', '5/4', '7/4', '4'] -> ((4 + (7/4 / 7/8)) / (1/5 * 5/4))
[61560] ['2/7', '5/8', '5/7', '9/5', '2'] -> ((5/7 * 9/5) / (5/8 - (2/7 * 2)))
[61561] ['1/9', '1/6', '7/9', '7/4', '7'] -> (7 / (7/9 - (7/4 * (1/9 + 1/6))))
[61562] ['1/9', '4/7', '4/3', '8/3', '4'] -> (8/3 + (4/7 * (4/3 + (4 / 1/9))))
[61563] ['2/5', '3/5', '5/3', '5/2', '3'] -> ((3/5 + 3) * (5/2 + (5/3 / 2/5)))
[61564] ['1/9', '1/6', '7/9', '9/5', '7'] -> ((7 / (1/6 * 9/5)) - (1/9 - 7/9))
[61565] ['2/7', '5/8', '5/7', '2', '7/3'] -> ((5/7 / 5/8) / (7/3 - (2/7 + 2)))
[61566] ['4/7', '3/5', '1', '7/6', '9/7'] -> (4/7 / ((1 + 7/6) - (9/7 / 3/5)))
[61567] ['1/4', '2/3', '9/8', '5/2', '5'] -> ((((5/2 + 5) / 9/8) - 2/3) / 1/4)
[61568] ['1/7', '1/4', '4/7', '3/5', '5'] -> ((1/7 + (5 * (4/7 + 3/5))) / 1/4)
[61569] ['1/5', '7/8', '5/4', '7/3', '4'] -> (1/5 / ((7/8 + 7/3) - (4 / 5/4)))
[61570] ['3/8', '3/7', '6/7', '8/5', '8'] -> ((6/7 + (3/7 / 8/5)) / (3/8 / 8))
[61571] ['2/7', '5/8', '5/7', '2', '5/2'] -> (((2 * 5/2) - 5/7) / (2/7 * 5/8))
[61572] ['2/5', '3/5', '7/4', '7/4', '3'] -> ((3/5 / 2/5) / ((7/4 * 7/4) - 3))
[61573] ['4/7', '3/5', '1', '7/6', '4/3'] -> (4/3 / (7/6 * (1 - (4/7 / 3/5))))
[61574] ['1/9', '6/7', '8/7', '7/4', '3'] -> (3 + ((8/7 * 7/4) / (1/9 * 6/7)))
[61575] ['1/7', '1/4', '4/7', '7/9', '5'] -> (((1/7 - 4/7) + (5 / 7/9)) / 1/4)
[61576] ['1/2', '7/5', '5/3', '9/4', '4'] -> ((1/2 * 4) / ((7/5 * 5/3) - 9/4))
[61577] ['2/5', '1/2', '7/3', '7/3', '4'] -> (7/3 + ((4 + (7/3 / 1/2)) / 2/5))
[61578] ['1/5', '2/5', '3/7', '8/7', '6'] -> (6 + ((2/5 + 8/7) / (1/5 * 3/7)))
[61579] ['1/4', '2/3', '8/7', '8/7', '5'] -> ((5 - (8/7 / 8/7)) / (1/4 * 2/3))
[61580] ['1/9', '3/8', '5/8', '7/5', '5'] -> ((5 - (7/5 / (3/8 / 5/8))) / 1/9)
[61581] ['2/7', '5/8', '5/7', '2', '9/2'] -> ((2 * 9/2) / (5/7 + (2/7 - 5/8)))
[61582] ['1/5', '7/8', '9/7', '9/7', '4'] -> (((9/7 / 9/7) + (4 / 1/5)) / 7/8)
[61583] ['2/5', '1/2', '7/3', '5/2', '4'] -> (4 / ((1/2 * 7/3) - (2/5 * 5/2)))
[61584] ['1/9', '4/7', '7/5', '8/5', '4'] -> ((((4 / 1/9) - 8/5) / 7/5) - 4/7)
[61585] ['1/9', '6/7', '8/7', '9/5', '3'] -> (8/7 / (((6/7 / 9/5) / 3) - 1/9))
[61586] ['1/2', '7/5', '5/3', '7/3', '4'] -> ((4 / 5/3) / ((7/5 / 7/3) - 1/2))
[61587] ['4/7', '3/5', '1', '7/6', '5/3'] -> ((5/3 / ((4/7 * 7/6) - 3/5)) - 1)
[61588] ['1/9', '3/8', '5/8', '8/5', '5'] -> (5 / (3/8 * (5/8 - (1/9 / 8/5))))
[61589] ['2/5', '3/5', '7/4', '5/2', '3'] -> (3 / ((7/4 / (2/5 / 3/5)) - 5/2))
[61590] ['1/9', '4/7', '7/5', '5/3', '4'] -> ((4 - (5/3 * (4/7 * 7/5))) / 1/9)
[61591] ['1/5', '7/8', '9/7', '4/3', '4'] -> ((7/8 * 9/7) * (4/3 + (4 / 1/5)))
[61592] ['1/9', '6/7', '8/7', '3', '7/2'] -> ((8/7 / (1/9 * 6/7)) / (7/2 - 3))
[61593] ['1/5', '2/5', '3/7', '4/3', '6'] -> (((6 - (2/5 / 3/7)) / 1/5) - 4/3)
[61594] ['3/8', '3/7', '7/8', '7/8', '8'] -> (((7/8 / 3/8) + (8 / 3/7)) / 7/8)
[61595] ['1/2', '7/5', '7/4', '7/4', '4'] -> ((7/4 + (7/4 / 7/5)) / (1/2 / 4))
[61596] ['1/4', '2/3', '8/7', '5/4', '5'] -> (5 / (((5/4 - 1/4) / 8/7) - 2/3))
[61597] ['1/9', '1/6', '4/5', '9/8', '7'] -> (7 / (9/8 - ((1/9 / 1/6) / 4/5)))
[61598] ['1/5', '3/7', '2/3', '6/7', '5'] -> ((5 / 1/5) - (3/7 + (2/3 * 6/7)))
[61599] ['1/5', '7/8', '9/7', '8/5', '4'] -> ((8/5 + (4 / 7/8)) / (1/5 * 9/7))
[61600] ['1/7', '1/4', '4/7', '4/3', '5'] -> (((1/4 - 4/7) + (5 / 4/3)) / 1/7)
[61601] ['1/9', '6/7', '7/6', '6/5', '3'] -> ((3 - (6/7 / 6/5)) / (1/9 / 7/6))
[61602] ['1/9', '3/8', '2/3', '4/5', '5'] -> ((2/3 + 5) / (3/8 - (1/9 / 4/5)))
[61603] ['1/9', '4/7', '7/5', '7/3', '4'] -> (((4 / (4/7 * 7/5)) - 7/3) / 1/9)
[61604] ['2/5', '3/5', '9/5', '9/4', '3'] -> (2/5 / ((3/5 - 9/4) + (3 / 9/5)))
[61605] ['4/7', '3/5', '1', '7/6', '8/3'] -> (8/3 / ((7/6 * (4/7 / 3/5)) - 1))
[61606] ['1/4', '2/3', '8/7', '8/5', '5'] -> ((8/5 * 5) / ((2/3 / 8/7) - 1/4))
[61607] ['1/2', '7/5', '9/5', '9/5', '4'] -> ((9/5 + 9/5) / (1/2 - (7/5 / 4)))
[61608] ['1/9', '3/8', '2/3', '6/7', '5'] -> (5 / ((1/9 / (6/7 - 2/3)) - 3/8))
[61609] ['1/6', '3/8', '7/8', '7/5', '9'] -> (((3/8 * 9) + (7/8 / 7/5)) / 1/6)
[61610] ['1/7', '1/4', '4/7', '9/5', '5'] -> (((5 * (9/5 - 4/7)) - 1/7) / 1/4)
[61611] ['1/9', '6/7', '7/6', '7/5', '3'] -> (((3 / 6/7) - (7/6 / 7/5)) / 1/9)
[61612] ['2/5', '5/9', '5/9', '2/3', '4'] -> (4 / ((5/9 / 2/5) - (5/9 + 2/3)))
[61613] ['1/5', '3/7', '2/3', '7/6', '5'] -> ((5 / 1/5) - (3/7 + (2/3 / 7/6)))
[61614] ['1/5', '2/5', '3/7', '8/3', '6'] -> (6 + ((8/3 + (2/5 / 3/7)) / 1/5))
[61615] ['2/5', '3/5', '7/3', '7/3', '3'] -> ((2/5 + (3 * (7/3 + 7/3))) / 3/5)
[61616] ['3/8', '3/7', '7/8', '9/5', '8'] -> ((9/5 * 8) * ((7/8 / 3/7) - 3/8))
[61617] ['1/7', '1/4', '4/7', '8/3', '5'] -> (((4/7 * 5) / (1/4 - 1/7)) - 8/3)
[61618] ['1/9', '1/6', '4/5', '3/2', '7'] -> ((7 / (1/9 + 1/6)) - (4/5 * 3/2))
[61619] ['2/5', '3/5', '7/3', '5/2', '3'] -> ((3 + (2/5 + 3/5)) / (5/2 - 7/3))
[61620] ['1/2', '7/5', '9/4', '7/3', '4'] -> (4 / ((9/4 / (7/5 - 1/2)) - 7/3))
[61621] ['1/5', '2/5', '4/9', '4/7', '6'] -> (6 / ((2/5 / 4/7) - (1/5 / 4/9)))
[61622] ['1/9', '6/7', '7/6', '9/5', '3'] -> (((6/7 * 7/6) + (3 / 9/5)) / 1/9)
[61623] ['3/8', '3/7', '8/9', '8/9', '8'] -> (3/8 + (8 / (8/9 * (3/7 * 8/9))))
[61624] ['1/2', '7/5', '9/4', '5/2', '4'] -> (5/2 * ((4 * (1/2 + 9/4)) - 7/5))
[61625] ['1/7', '1/4', '3/5', '5/8', '5'] -> ((5 / (1/7 / 3/5)) / (1/4 + 5/8))
[61626] ['1/6', '3/8', '8/9', '6/5', '9'] -> (9 / (8/9 - (3/8 + (1/6 / 6/5))))
[61627] ['2/7', '5/8', '3/4', '3/2', '2'] -> (3/4 / ((3/2 / (2/7 + 2)) - 5/8))
[61628] ['1/5', '7/8', '4/3', '4/3', '4'] -> (((4/3 / 4/3) + (4 / 1/5)) / 7/8)
[61629] ['2/5', '5/8', '5/8', '5/8', '3'] -> (3 / (5/8 - (2/5 * (5/8 + 5/8))))
[61630] ['1/9', '3/8', '5/7', '5/7', '5'] -> ((3/8 / 5/7) * (5/7 + (5 / 1/9)))
[61631] ['1/9', '1/6', '4/5', '9/4', '7'] -> ((1/9 + (7 / (4/5 * 9/4))) / 1/6)
[61632] ['1/5', '3/7', '2/3', '8/5', '5'] -> (8/5 * ((2/3 / 1/5) + (5 / 3/7)))
[61633] ['1/4', '2/3', '7/6', '9/5', '5'] -> ((9/5 * 5) / (2/3 - (1/4 * 7/6)))
[61634] ['2/5', '5/8', '5/8', '2/3', '3'] -> ((3 / 2/5) / ((5/8 / 2/3) - 5/8))
[61635] ['1/2', '7/5', '7/3', '7/3', '4'] -> (4 / ((7/3 - 1/2) - (7/3 / 7/5)))
[61636] ['1/9', '4/7', '3/2', '5/2', '4'] -> (((5/2 + (3/2 / 1/9)) / 4/7) - 4)
[61637] ['1/9', '3/8', '5/7', '7/9', '5'] -> (5 / (5/7 * (7/9 - (1/9 + 3/8))))
[61638] ['1/5', '3/7', '2/3', '5/3', '5'] -> ((5 / 1/5) - (3/7 * (2/3 + 5/3)))
[61639] ['4/7', '3/5', '1', '6/5', '5/3'] -> ((6/5 / 3/5) / ((1 / 4/7) - 5/3))
[61640] ['1/9', '6/7', '6/5', '6/5', '3'] -> (6/7 * ((6/5 / 6/5) + (3 / 1/9)))
[61641] ['1/2', '7/5', '7/3', '5/2', '4'] -> (4 / ((7/3 / (7/5 * 5/2)) - 1/2))
[61642] ['1/6', '3/8', '8/9', '7/4', '9'] -> (7/4 + ((8/9 + 9) / (1/6 / 3/8)))
[61643] ['1/9', '6/7', '6/5', '5/4', '3'] -> ((3 / (5/4 * (1/9 * 6/7))) - 6/5)
[61644] ['1/2', '7/5', '7/3', '8/3', '4'] -> (4 * (8/3 + (7/3 / (1/2 * 7/5))))
[61645] ['1/9', '1/6', '5/6', '5/6', '7'] -> ((5/6 + (5/6 * 7)) / (1/9 + 1/6))
[61646] ['2/7', '5/8', '3/4', '2', '7/3'] -> ((2 / (2/7 * 7/3)) / (3/4 - 5/8))
[61647] ['1/9', '4/7', '8/5', '8/5', '4'] -> (((8/5 + (8/5 / 1/9)) / 4/7) - 4)
[61648] ['1/7', '1/4', '3/5', '7/8', '5'] -> ((3/5 * 5) / (1/4 - (1/7 * 7/8)))
[61649] ['1/9', '6/7', '6/5', '9/7', '3'] -> ((9/7 / 6/7) + (3 / (1/9 * 6/5)))
[61650] ['1/9', '1/6', '5/6', '6/7', '7'] -> ((6/7 * 7) / (1/9 + (1/6 * 5/6)))
[61651] ['1/2', '7/5', '7/3', '4', '9/2'] -> ((7/5 * 4) * (9/2 - (1/2 / 7/3)))
[61652] ['1/9', '3/8', '5/7', '6/7', '5'] -> ((6/7 + (5/7 / 5)) / (1/9 * 3/8))
[61653] ['1/5', '3/7', '2/3', '5/2', '5'] -> (2/3 + (5 / (5/2 * (1/5 * 3/7))))
[61654] ['2/5', '5/9', '5/9', '5/4', '4'] -> (4 / ((2/5 * (5/9 + 5/4)) - 5/9))
[61655] ['2/7', '5/8', '3/4', '2', '8/3'] -> (8/3 * (((3/4 + 2) / 2/7) - 5/8))
[61656] ['1/2', '7/5', '5/2', '5/2', '4'] -> (5/2 * (1/2 + (7/5 * (5/2 + 4))))
[61657] ['1/4', '2/3', '6/5', '7/4', '5'] -> ((7/4 + (1/4 + 6/5)) / (2/3 / 5))
[61658] ['1/7', '1/4', '3/5', '9/8', '5'] -> ((5 / (1/7 / 3/5)) / (9/8 - 1/4))
[61659] ['1/9', '1/6', '5/6', '9/8', '7'] -> (7 / (9/8 * (1/6 + (1/9 * 5/6))))
[61660] ['2/5', '5/8', '5/8', '8/9', '3'] -> ((3 / (5/8 - 2/5)) / (5/8 * 8/9))
[61661] ['3/8', '3/7', '8/9', '7/4', '8'] -> ((8 / 8/9) / ((3/7 * 7/4) - 3/8))
[61662] ['1/5', '3/7', '2/3', '7/2', '5'] -> ((5 / 1/5) - (7/2 * (3/7 * 2/3)))
[61663] ['1/5', '7/8', '4/3', '7/2', '4'] -> ((4/3 * (7/8 + 4)) + (7/2 / 1/5))
[61664] ['1/7', '1/4', '3/5', '8/7', '5'] -> ((3/5 * 5) / (1/4 - (1/7 / 8/7)))
[61665] ['1/6', '3/8', '9/8', '5/4', '9'] -> (9 / (((5/4 - 9/8) / 1/6) - 3/8))
[61666] ['1/9', '1/6', '5/6', '6/5', '7'] -> ((5/6 + (7 / 6/5)) / (1/9 + 1/6))
[61667] ['1/5', '2/5', '4/9', '7/4', '6'] -> (6 / ((2/5 * 7/4) - (1/5 / 4/9)))
[61668] ['1/4', '2/3', '6/5', '7/2', '5'] -> ((7/2 - (1/4 * 6/5)) / (2/3 / 5))
[61669] ['2/5', '5/9', '5/9', '4/3', '4'] -> (((4/3 / 5/9) + (4 / 5/9)) / 2/5)
[61670] ['1/5', '7/8', '4/3', '4', '9/2'] -> ((4 / 4/3) / (9/2 - (7/8 / 1/5)))
[61671] ['2/7', '5/8', '7/9', '7/9', '2'] -> (2 / (2/7 * (7/9 - (5/8 * 7/9))))
[61672] ['1/9', '6/7', '6/5', '7/4', '3'] -> ((6/7 * 7/4) + (3 / (1/9 * 6/5)))
[61673] ['1/7', '1/4', '3/5', '7/6', '5'] -> ((3/5 / 7/6) * (5 / (1/4 - 1/7)))
[61674] ['3/8', '3/7', '8/9', '9/4', '8'] -> ((9/4 / (3/8 / 8/9)) + (8 / 3/7))
[61675] ['1/6', '3/8', '9/8', '9/7', '9'] -> (((9 / 9/7) - (9/8 / 3/8)) / 1/6)
[61676] ['1/5', '3/7', '5/7', '5/7', '5'] -> ((5 / 1/5) - (5/7 - (3/7 - 5/7)))
[61677] ['1/4', '2/3', '5/4', '5/4', '5'] -> ((5 - (5/4 / 5/4)) / (1/4 * 2/3))
[61678] ['1/9', '1/6', '5/6', '5/4', '7'] -> (((1/6 * 7) + (5/4 / 5/6)) / 1/9)
[61679] ['1/2', '3/2', '8/5', '7/3', '4'] -> ((4 + (3/2 * 7/3)) / (1/2 / 8/5))
[61680] ['1/5', '3/7', '5/7', '3/4', '5'] -> ((3/4 / (1/5 * 5/7)) * (5 - 3/7))
[61681] ['1/5', '7/8', '7/5', '5/3', '4'] -> (4 / ((5/3 / (1/5 + 7/5)) - 7/8))
[61682] ['1/9', '6/7', '6/5', '9/4', '3'] -> ((3 / (6/5 * (1/9 * 6/7))) - 9/4)
[61683] ['1/7', '1/4', '3/5', '4/3', '5'] -> ((5 / (1/4 * 3/5)) - (4/3 / 1/7))
[61684] ['1/5', '7/8', '7/5', '7/4', '4'] -> (((7/5 / 1/5) - 7/4) / (7/8 / 4))
[61685] ['1/9', '3/8', '5/7', '4/3', '5'] -> (5 / (5/7 * (3/8 - (1/9 / 4/3))))
[61686] ['1/9', '6/7', '6/5', '5/2', '3'] -> (5/2 * ((6/5 / (1/9 * 6/7)) - 3))
[61687] ['1/5', '3/7', '5/7', '6/7', '5'] -> ((5 + (3/7 / 5/7)) / (1/5 / 6/7))
[61688] ['1/9', '4/7', '8/5', '7/2', '4'] -> ((4/7 + (8/5 * 7/2)) * (4 - 1/9))
[61689] ['1/4', '2/3', '9/7', '7/5', '5'] -> ((9/7 * 7/5) * (5 / (1/4 / 2/3)))
[61690] ['1/5', '7/8', '7/5', '9/5', '4'] -> ((1/5 + 4) / ((7/8 * 9/5) - 7/5))
[61691] ['4/7', '3/5', '1', '5/4', '3/2'] -> ((3/2 / 5/4) / ((3/5 / 4/7) - 1))
[61692] ['1/9', '3/8', '5/7', '7/5', '5'] -> ((3/8 * 7/5) * (5/7 + (5 / 1/9)))
[61693] ['2/5', '5/9', '5/9', '7/3', '4'] -> (4 / ((5/9 / (2/5 * 5/9)) - 7/3))
[61694] ['2/5', '5/8', '5/8', '7/4', '3'] -> ((5/8 + (7/4 / 2/5)) / (5/8 / 3))
[61695] ['1/5', '2/5', '1/2', '6/7', '6'] -> ((2/5 + 6) / (1/2 - (1/5 / 6/7)))
[61696] ['1/4', '2/3', '9/7', '8/5', '5'] -> ((8/5 - 2/3) * (5 / (1/4 / 9/7)))
[61697] ['1/2', '8/5', '8/5', '8/5', '4'] -> (((8/5 + 8/5) / (1/2 / 4)) - 8/5)
[61698] ['3/8', '3/7', '9/8', '7/4', '8'] -> ((9/8 * 8) / ((3/7 * 7/4) - 3/8))
[61699] ['1/5', '7/8', '7/5', '7/3', '4'] -> ((7/5 / 1/5) / (7/8 - (7/3 / 4)))
[61700] ['1/9', '1/6', '6/7', '7/8', '7'] -> (7 / ((1/9 * 7/8) + (1/6 / 6/7)))
[61701] ['1/5', '3/7', '5/7', '7/6', '5'] -> ((5 + (3/7 / 5/7)) / (1/5 * 7/6))
[61702] ['4/7', '3/5', '1', '5/4', '7/4'] -> (((5/4 / 7/4) / (3/5 - 4/7)) - 1)
[61703] ['2/5', '5/9', '4/7', '4/7', '4'] -> ((4 / (5/9 / 4/7)) / (4/7 - 2/5))
[61704] ['1/7', '1/4', '3/5', '7/4', '5'] -> (7/4 + (5 * (1/4 + (3/5 / 1/7))))
[61705] ['2/5', '5/8', '5/8', '9/4', '3'] -> (((9/4 / 2/5) - 5/8) / (5/8 / 3))
[61706] ['1/9', '3/8', '5/7', '5/3', '5'] -> ((5 / (1/9 + 3/8)) / (5/7 / 5/3))
[61707] ['1/9', '6/7', '5/4', '5/4', '3'] -> (6/7 * ((5/4 / 5/4) + (3 / 1/9)))
[61708] ['1/9', '4/7', '5/3', '5/2', '4'] -> ((4 + (5/3 / 5/2)) / (1/9 / 4/7))
[61709] ['1/5', '3/7', '5/7', '4/3', '5'] -> ((5 - 3/7) / (4/3 * (1/5 * 5/7)))
[61710] ['1/5', '7/8', '7/5', '4', '9/2'] -> (7/5 / (((1/5 + 4) / 9/2) - 7/8))
[61711] ['4/7', '3/5', '1', '5/4', '9/4'] -> ((5/4 / (1 - (4/7 / 3/5))) - 9/4)
[61712] ['1/9', '6/7', '5/4', '9/7', '3'] -> (((3 / 1/9) - 9/7) / (6/7 * 5/4))
[61713] ['1/9', '4/7', '5/3', '8/3', '4'] -> (((4 / 4/7) - (5/3 + 8/3)) / 1/9)
[61714] ['1/4', '2/3', '9/7', '7/3', '5'] -> (((9/7 + 5) - (2/3 / 7/3)) / 1/4)
[61715] ['1/5', '2/5', '5/9', '5/9', '6'] -> ((((6 - 5/9) / 5/9) - 1/5) / 2/5)
[61716] ['2/7', '5/8', '7/9', '9/7', '2'] -> (2 / (2/7 * (7/9 - (5/8 / 9/7))))
[61717] ['1/2', '8/5', '7/4', '7/4', '4'] -> ((4 + (7/4 + 7/4)) / (1/2 / 8/5))
[61718] ['2/5', '5/8', '5/8', '3', '7/2'] -> ((3 + ((5/8 + 7/2) / 5/8)) / 2/5)
[61719] ['1/6', '3/8', '8/7', '7/4', '9'] -> (9 * (3/8 + (7/4 * (1/6 + 8/7))))
[61720] ['1/9', '3/8', '5/7', '9/4', '5'] -> ((5 / (1/9 * 5/7)) / (3/8 + 9/4))
[61721] ['1/4', '2/3', '9/7', '5/2', '5'] -> (2/3 + ((5/2 + 5) / (1/4 * 9/7)))
[61722] ['2/7', '5/8', '7/9', '4/3', '2'] -> ((4/3 + 2) / (7/9 * (2/7 * 5/8)))
[61723] ['1/9', '1/6', '6/7', '6/5', '7'] -> ((6/7 * 7) / (1/9 + (1/6 / 6/5)))
[61724] ['1/5', '2/5', '5/9', '4/7', '6'] -> ((2/5 / (4/7 - 5/9)) - (1/5 * 6))
[61725] ['2/5', '5/8', '5/8', '3', '9/2'] -> (((9/2 / (2/5 * 5/8)) - 3) / 5/8)
[61726] ['1/5', '7/8', '3/2', '7/4', '4'] -> (3/2 + ((4 + (7/8 / 7/4)) / 1/5))
[61727] ['1/6', '3/8', '8/7', '9/5', '9'] -> (((9 / (8/7 * 9/5)) - 3/8) / 1/6)
[61728] ['1/9', '1/6', '6/7', '5/4', '7'] -> ((6/7 * 7) / ((1/6 / 1/9) - 5/4))
[61729] ['2/5', '5/8', '2/3', '2/3', '3'] -> (2/3 / ((2/5 * 5/8) - (2/3 / 3)))
[61730] ['1/5', '3/7', '5/7', '7/3', '5'] -> ((1/5 + 5/7) / ((7/3 / 5) - 3/7))
[61731] ['3/8', '3/7', '8/7', '8/5', '8'] -> (((8 / 8/5) - 8/7) / (3/8 * 3/7))
[61732] ['1/7', '1/4', '3/5', '7/2', '5'] -> ((3/5 / 7/2) * (5 / (1/7 * 1/4)))
[61733] ['1/5', '2/5', '5/9', '5/7', '6'] -> ((6 + (2/5 / 5/9)) / (1/5 / 5/7))
[61734] ['1/4', '2/3', '9/7', '9/2', '5'] -> (5 / ((9/2 * (1/4 / 9/7)) - 2/3))
[61735] ['1/9', '6/7', '5/4', '8/5', '3'] -> (3 + ((5/4 * 8/5) / (1/9 * 6/7)))
[61736] ['1/9', '3/8', '5/7', '8/3', '5'] -> (3/8 + (5 / (8/3 * (1/9 * 5/7))))
[61737] ['1/9', '4/7', '7/4', '9/4', '4'] -> ((4 - 4/7) / (9/4 * (1/9 / 7/4)))
[61738] ['3/8', '3/7', '8/7', '9/5', '8'] -> (9/5 * ((8/7 / (3/7 - 3/8)) - 8))
[61739] ['1/9', '1/6', '6/7', '7/5', '7'] -> ((7 / (1/9 + 1/6)) - (6/7 * 7/5))
[61740] ['1/7', '1/4', '3/5', '9/2', '5'] -> (9/2 / (1/7 + (1/4 / (3/5 + 5))))
[61741] ['1/5', '7/8', '3/2', '8/3', '4'] -> ((4 / 1/5) / ((7/8 * 8/3) - 3/2))
[61742] ['1/2', '8/5', '9/5', '9/4', '4'] -> ((9/5 / 1/2) / (4 - (8/5 + 9/4)))
[61743] ['2/5', '5/8', '2/3', '7/9', '3'] -> (2/3 / (7/9 - (3 * (2/5 * 5/8))))
[61744] ['1/9', '1/6', '6/7', '3/2', '7'] -> (((7 / 6/7) - 3/2) / (1/9 + 1/6))
[61745] ['2/7', '5/8', '7/9', '5/3', '2'] -> ((2 / (2/7 * 5/8)) / (7/9 / 5/3))
[61746] ['1/4', '2/3', '4/3', '9/4', '5'] -> (9/4 * ((5 / (2/3 - 1/4)) - 4/3))
[61747] ['1/5', '3/7', '3/4', '3/4', '5'] -> ((3/4 - (3/4 / 3/7)) + (5 / 1/5))
[61748] ['2/5', '5/9', '4/7', '6/7', '4'] -> ((4/7 + 4) / (6/7 * (2/5 * 5/9)))
[61749] ['1/9', '6/7', '5/4', '7/4', '3'] -> ((3 - (5/4 / 7/4)) / (1/9 * 6/7))
[61750] ['1/9', '4/7', '7/4', '8/3', '4'] -> ((7/4 / 8/3) * (4/7 + (4 / 1/9)))
[61751] ['1/2', '8/5', '9/5', '5/2', '4'] -> (8/5 * (1/2 + (5/2 * (9/5 + 4))))
[61752] ['2/5', '5/8', '2/3', '6/7', '3'] -> (3 / (5/8 * (2/3 - (2/5 / 6/7))))
[61753] ['3/8', '3/7', '7/6', '7/6', '8'] -> ((8 + (3/7 * (7/6 + 7/6))) / 3/8)
[61754] ['1/7', '1/4', '5/8', '2/3', '5'] -> (1/4 + (2/3 * (5/8 + (5 / 1/7))))
[61755] ['1/5', '2/5', '5/9', '7/8', '6'] -> (6 / ((2/5 / (5/9 - 1/5)) - 7/8))
[61756] ['1/6', '3/8', '7/6', '5/4', '9'] -> ((3/8 / 1/6) + (9 * (7/6 + 5/4)))
[61757] ['3/8', '3/7', '7/6', '6/5', '8'] -> ((8 - (3/7 * 7/6)) / (3/8 / 6/5))
[61758] ['1/5', '3/7', '3/4', '4/5', '5'] -> (((5 / 3/4) - (4/5 / 3/7)) / 1/5)
[61759] ['2/5', '5/8', '2/3', '9/8', '3'] -> (3 / ((9/8 / 2/3) - (5/8 / 2/5)))
[61760] ['1/5', '7/8', '8/5', '9/4', '4'] -> (9/4 / ((7/8 / 4) - (1/5 / 8/5)))
[61761] ['3/8', '3/7', '7/6', '5/4', '8'] -> ((3/7 + (8 / (7/6 / 5/4))) / 3/8)
[61762] ['1/9', '3/8', '3/4', '6/7', '5'] -> ((5 - (3/4 / (3/8 * 6/7))) / 1/9)
[61763] ['1/2', '8/5', '9/4', '5/2', '4'] -> (8/5 * (5/2 + ((9/4 + 4) / 1/2)))
[61764] ['2/5', '5/9', '4/7', '8/7', '4'] -> ((4 / (5/9 - 2/5)) - (4/7 + 8/7))
[61765] ['2/5', '5/9', '4/7', '7/6', '4'] -> ((4/7 + 4) * (7/6 / (2/5 * 5/9)))
[61766] ['1/9', '1/6', '7/8', '7/8', '7'] -> (7 / (7/8 - (7/8 * (1/9 / 1/6))))
[61767] ['1/9', '3/8', '3/4', '8/7', '5'] -> (5 / (3/4 * (3/8 - (1/9 / 8/7))))
[61768] ['3/8', '3/7', '7/6', '7/5', '8'] -> (((8 / 7/6) - 3/7) / (3/8 / 7/5))
[61769] ['1/5', '2/5', '5/9', '7/6', '6'] -> ((((6 - 1/5) / 2/5) - 7/6) / 5/9)
[61770] ['1/9', '3/8', '3/4', '5/4', '5'] -> ((3/4 + (5/4 / 5)) / (1/9 * 3/8))
[61771] ['2/5', '5/8', '2/3', '3/2', '3'] -> ((3/2 + (3 / 2/3)) / (2/5 * 5/8))
[61772] ['1/4', '2/3', '3/2', '8/5', '5'] -> ((2/3 + (5 / (3/2 / 8/5))) / 1/4)
[61773] ['1/9', '1/6', '7/8', '8/7', '7'] -> (7 / (7/8 - ((1/9 / 1/6) / 8/7)))
[61774] ['4/7', '3/5', '1', '9/7', '8/3'] -> (9/7 / ((1 / (3/5 * 8/3)) - 4/7))
[61775] ['2/7', '5/8', '7/9', '2', '9/2'] -> (2 / ((2/7 * 7/9) - (5/8 / 9/2)))
[61776] ['1/5', '2/5', '5/9', '5/4', '6'] -> (6 / ((5/4 / 5/9) - (2/5 / 1/5)))
[61777] ['1/9', '6/7', '9/7', '8/5', '3'] -> ((8/5 / (1/9 * 9/7)) * (3 - 6/7))
[61778] ['1/5', '7/8', '5/3', '5/3', '4'] -> (((5/3 / 5/3) + (4 / 1/5)) / 7/8)
[61779] ['1/2', '8/5', '7/3', '7/3', '4'] -> (8/5 * (7/3 + ((7/3 + 4) / 1/2)))
