[248221] ['1/4', '2/5', '2/3', '1', '8/7'] -> (1 / ((1/4 / 2/5) - (2/3 / 8/7)))
[255743] ['4/9', '3/4', '7/3', '7/2', '7'] -> (7/2 * (7 - ((4/9 * 3/4) / 7/3)))
[255744] ['1/5', '1/5', '2/9', '9/4', '7'] -> ((1/5 + 7) / ((2/9 * 9/4) - 1/5))
[255745] ['1/4', '1/2', '8/7', '5/3', '9'] -> (9 * ((5/3 / (1/2 * 8/7)) - 1/4))
[255746] ['3/8', '5/7', '4/3', '7/5', '9'] -> (9 / ((7/5 * (5/7 / 4/3)) - 3/8))
[255747] ['1/9', '1/7', '5/9', '9/8', '6'] -> ((6 / 9/8) / ((1/9 / 1/7) - 5/9))
[255748] ['4/9', '3/4', '7/3', '9/2', '7'] -> (((9/2 / 3/4) - (7/3 - 7)) / 4/9)
[255749] ['1/5', '1/5', '2/9', '7/3', '7'] -> ((1/5 + (7/3 / 7)) / (2/9 - 1/5))
[255750] ['2/9', '3/7', '6/5', '3/2', '6'] -> ((6 / (2/9 * (3/2 - 3/7))) - 6/5)
[255751] ['8/9', '7/6', '7/6', '7/4', '2'] -> ((7/4 * 2) / ((7/6 / 8/9) - 7/6))
[255752] ['1/4', '5/9', '5/7', '1', '6/5'] -> ((1 / (1/4 * (5/7 - 5/9))) - 6/5)
[255753] ['1/4', '1/2', '8/7', '7/3', '9'] -> ((9 / (1/4 * 7/3)) / (8/7 - 1/2))
[255754] ['2/5', '8/7', '9/7', '8/3', '8'] -> (8/7 / (8 - (9/7 + (8/3 / 2/5))))
[255755] ['1/5', '7/8', '8/9', '6/5', '2'] -> ((2 * (1/5 / 6/5)) / (8/9 - 7/8))
[255756] ['4/9', '4/9', '4/7', '7/6', '2'] -> ((4/9 / 4/9) / ((7/6 / 4/7) - 2))
[255757] ['1/9', '3/7', '1/2', '7/4', '2'] -> ((2 + (1/2 / (3/7 * 7/4))) / 1/9)
[255758] ['1/9', '1/8', '8/9', '9/5', '9'] -> (((8/9 / 1/9) - (9 / 9/5)) / 1/8)
[255759] ['2/9', '4/7', '6/7', '1', '7/4'] -> ((4/7 / 2/9) / ((6/7 + 1) - 7/4))
[255760] ['2/9', '3/7', '6/5', '7/4', '6'] -> (6/5 / ((7/4 / (3/7 + 6)) - 2/9))
[255761] ['4/9', '3/4', '7/2', '7/2', '7'] -> ((7 + (7/2 / 7/2)) / (4/9 * 3/4))
[255762] ['2/5', '8/7', '9/7', '9/2', '8'] -> ((9/2 * (8/7 / 9/7)) + (8 / 2/5))
[255763] ['1/6', '2/7', '5/6', '1', '5/4'] -> (((5/4 + (5/6 / 2/7)) / 1/6) - 1)
[255764] ['8/9', '7/6', '7/6', '2', '7/3'] -> (2 / (7/3 - (8/9 + (7/6 * 7/6))))
[255765] ['1/4', '5/9', '5/7', '1', '4/3'] -> (4/3 / (1/4 * (1 - (5/9 / 5/7))))
[255766] ['2/9', '3/7', '6/5', '9/5', '6'] -> ((6/5 - (9/5 / 3/7)) + (6 / 2/9))
[255767] ['1/9', '1/7', '5/9', '7/5', '6'] -> ((5/9 * (7/5 + (6 / 1/7))) - 1/9)
[255768] ['1/6', '2/7', '5/6', '1', '9/7'] -> ((2/7 / 1/6) / ((5/6 * 9/7) - 1))
[255769] ['3/8', '5/7', '4/3', '5/2', '9'] -> (3/8 + ((5/2 * 9) / (5/7 * 4/3)))
[255770] ['8/9', '7/6', '7/6', '2', '8/3'] -> (8/3 / (2 - (8/9 + (7/6 / 7/6))))
[255771] ['2/5', '8/7', '4/3', '8/5', '8'] -> (8 / ((2/5 + 4/3) - (8/5 / 8/7)))
[255772] ['4/9', '4/9', '4/7', '4/3', '2'] -> (4/3 / (4/9 - ((4/9 / 4/7) / 2)))
[255773] ['1/9', '1/8', '9/8', '9/8', '9'] -> (9 / (1/8 + (1/9 * (9/8 + 9/8))))
[255774] ['4/9', '7/9', '7/9', '5/6', '7'] -> ((4/9 * 7) / (7/9 - (7/9 * 5/6)))
[255775] ['8/9', '7/6', '7/6', '2', '7/2'] -> ((7/2 + (7/6 + 2)) / (7/6 - 8/9))
[255776] ['1/4', '1/2', '6/5', '9/7', '9'] -> (9 / (9/7 * (1/2 - (1/4 / 6/5))))
[255777] ['2/5', '8/7', '4/3', '7/4', '8'] -> (4/3 * ((8 / 2/5) - (8/7 * 7/4)))
[255778] ['2/9', '3/7', '6/5', '5/2', '6'] -> ((6 / (5/2 * (2/9 * 3/7))) - 6/5)
[255779] ['2/9', '4/7', '6/7', '1', '7/2'] -> ((7/2 + ((4/7 + 1) / 6/7)) / 2/9)
[255780] ['8/9', '7/6', '6/5', '6/5', '2'] -> ((6/5 * 2) / (7/6 - (8/9 * 6/5)))
[255781] ['4/9', '7/9', '7/9', '9/8', '7'] -> ((7 / (7/9 - 4/9)) / (7/9 * 9/8))
[255782] ['1/5', '1/5', '1/4', '2/3', '7'] -> ((1/5 + 7) / (2/3 * (1/5 + 1/4)))
[255783] ['1/4', '5/9', '5/7', '1', '5/3'] -> ((1 + (5/3 / 5/7)) / (1/4 * 5/9))
[255784] ['2/7', '4/9', '5/8', '7/9', '3'] -> (3 / (5/8 - (7/9 * (2/7 / 4/9))))
[255785] ['1/9', '1/7', '5/9', '9/5', '6'] -> ((1/9 + 5/9) + (6 / (1/7 * 9/5)))
[255786] ['1/6', '2/7', '5/6', '1', '7/4'] -> (1 / (5/6 - (7/4 * (1/6 + 2/7))))
[255787] ['1/5', '1/5', '1/4', '5/7', '7'] -> (((1/5 / 1/5) + (5/7 * 7)) / 1/4)
[255788] ['4/9', '7/9', '7/9', '8/7', '7'] -> (7 / (((4/9 + 7/9) / 8/7) - 7/9))
[255789] ['1/4', '1/2', '6/5', '7/3', '9'] -> (((6/5 * 7/3) * (9 - 1/4)) - 1/2)
[255790] ['8/9', '7/6', '6/5', '5/4', '2'] -> (((7/6 / (5/4 - 6/5)) - 2) / 8/9)
[255791] ['4/9', '4/9', '4/7', '5/3', '2'] -> (2 / (((4/9 / 4/9) / 4/7) - 5/3))
[255792] ['1/9', '3/7', '5/9', '5/7', '2'] -> (2 * (3/7 + (5/7 / (1/9 * 5/9))))
[255793] ['4/9', '7/9', '7/9', '6/5', '7'] -> ((4/9 * 7) / (7/9 - (7/9 / 6/5)))
[255794] ['1/4', '1/2', '6/5', '8/3', '9'] -> (1/4 + ((1/2 + 8/3) / (6/5 / 9)))
[255795] ['1/9', '1/7', '5/9', '7/3', '6'] -> ((((5/9 + 6) / 7/3) - 1/7) / 1/9)
[255796] ['3/8', '5/7', '7/5', '7/4', '9'] -> (9 / (7/4 - (3/8 + (5/7 * 7/5))))
[255797] ['2/7', '4/9', '5/8', '6/7', '3'] -> (3 / (((2/7 / 4/9) / 6/7) - 5/8))
[255798] ['1/6', '2/7', '5/6', '1', '7/3'] -> ((7/3 / (1/6 / 2/7)) / (1 - 5/6))
[255799] ['8/9', '7/6', '6/5', '7/5', '2'] -> ((7/5 / ((8/9 + 7/6) - 2)) - 6/5)
[255800] ['2/5', '8/7', '4/3', '9/2', '8'] -> ((8/7 * 9/2) * (8 - (4/3 / 2/5)))
[255801] ['1/9', '3/7', '5/9', '7/9', '2'] -> (((2 + (5/9 / 7/9)) / 1/9) - 3/7)
[255802] ['1/4', '1/2', '5/4', '7/5', '9'] -> ((5/4 * (7/5 + (9 / 1/2))) - 1/4)
[255803] ['1/9', '1/7', '5/9', '7/2', '6'] -> (6 + (7/2 * (1/7 + (5/9 / 1/9))))
[255804] ['8/9', '7/6', '6/5', '8/5', '2'] -> ((8/5 / 6/5) / ((8/9 + 7/6) - 2))
[255805] ['1/9', '1/8', '9/8', '9/4', '9'] -> (((1/9 * 9) + (9/4 / 9/8)) / 1/8)
[255806] ['4/9', '7/9', '7/9', '3/2', '7'] -> (3/2 + ((7/9 + 7) / (4/9 * 7/9)))
[255807] ['1/5', '7/8', '8/9', '2', '7/3'] -> (7/8 + ((2 + (7/3 / 8/9)) / 1/5))
[255808] ['2/9', '4/7', '7/8', '1', '7/6'] -> ((7/6 / (2/9 / 4/7)) / (1 - 7/8))
[255809] ['1/4', '5/9', '5/7', '1', '8/3'] -> (1 / (((5/9 / 5/7) / 8/3) - 1/4))
[255810] ['2/5', '8/7', '7/5', '7/4', '8'] -> (8 * ((8/7 * 7/4) - (2/5 - 7/5)))
[255811] ['1/6', '2/7', '5/6', '1', '7/2'] -> (((1 / 1/6) - 2/7) / (5/6 / 7/2))
[255812] ['8/9', '7/6', '6/5', '5/3', '2'] -> (6/5 / ((7/6 / 2) - (8/9 / 5/3)))
[255813] ['1/9', '1/7', '5/9', '9/2', '6'] -> (6 + (9/2 * (1/9 + (5/9 / 1/7))))
[255814] ['1/5', '1/5', '1/4', '6/5', '7'] -> (((7 / 1/5) - 1/5) / (1/4 + 6/5))
[255815] ['4/9', '4/9', '4/7', '2', '8/3'] -> (8/3 / ((4/9 * 2) - (4/9 / 4/7)))
[255816] ['1/9', '3/7', '5/9', '6/7', '2'] -> (((6/7 / 1/9) - 2) / (3/7 * 5/9))
[255817] ['2/7', '4/9', '5/8', '8/7', '3'] -> (3 / ((2/7 / 4/9) + (5/8 - 8/7)))
[255818] ['1/9', '1/7', '4/7', '4/7', '6'] -> (4/7 * (6 + (4/7 / (1/9 * 1/7))))
[255819] ['2/9', '4/7', '7/8', '1', '5/4'] -> ((4/7 / 2/9) / (5/4 - (1 / 7/8)))
[255820] ['1/9', '1/8', '9/8', '9/2', '9'] -> (((9/2 / 9/8) - (1/9 * 9)) / 1/8)
[255821] ['1/4', '5/9', '3/4', '3/4', '1'] -> ((1 / 3/4) / ((1/4 + 5/9) - 3/4))
[255822] ['8/9', '7/6', '6/5', '9/5', '2'] -> ((8/9 * 9/5) / (2 * (6/5 - 7/6)))
[255823] ['1/9', '3/7', '5/9', '7/8', '2'] -> (2 / (5/9 - (7/8 * (1/9 + 3/7))))
[255824] ['2/7', '4/9', '5/8', '7/6', '3'] -> (3 / ((7/6 * (2/7 / 4/9)) - 5/8))
[255825] ['2/5', '8/7', '3/2', '8/5', '8'] -> ((8/5 + (2/5 + 3/2)) * (8 - 8/7))
[255826] ['1/9', '1/7', '4/7', '3/5', '6'] -> (((4/7 / 3/5) / (1/7 - 1/9)) - 6)
[255827] ['1/5', '7/8', '8/9', '2', '9/2'] -> (2 / ((7/8 / (1/5 * 9/2)) - 8/9))
[255828] ['1/9', '3/7', '5/9', '8/9', '2'] -> (8/9 / (5/9 - (2 * (1/9 / 3/7))))
[255829] ['2/5', '8/7', '3/2', '5/3', '8'] -> ((8/7 * 3/2) * (5/3 * (2/5 + 8)))
[255830] ['1/4', '1/2', '9/7', '9/4', '9'] -> (1/4 + (9 * (9/4 + (1/2 / 9/7))))
[255831] ['2/9', '4/7', '7/8', '1', '4/3'] -> ((4/3 / 4/7) / ((2/9 + 7/8) - 1))
[255832] ['8/9', '7/6', '6/5', '2', '9/4'] -> (7/6 / ((9/4 / (6/5 * 2)) - 8/9))
[255833] ['1/9', '1/8', '8/7', '7/6', '9'] -> (((7/6 / (1/9 / 8/7)) - 9) / 1/8)
[255834] ['4/9', '7/9', '7/9', '5/2', '7'] -> ((5/2 * (7/9 + (7 / 7/9))) - 4/9)
[255835] ['1/6', '2/7', '6/7', '1', '6/5'] -> (((6/7 / (6/5 - 1)) - 2/7) / 1/6)
[255836] ['1/9', '1/7', '4/7', '5/7', '6'] -> ((6 + ((1/7 + 5/7) / 1/9)) / 4/7)
[255837] ['8/9', '7/6', '6/5', '2', '7/3'] -> (2 / (((7/3 - 7/6) / 6/5) - 8/9))
[255838] ['1/5', '7/8', '9/8', '7/6', '2'] -> (2 / (((9/8 - 7/8) / 1/5) - 7/6))
[255839] ['2/9', '3/7', '5/4', '5/2', '6'] -> ((6 / 3/7) - (5/4 - (5/2 / 2/9)))
[255840] ['1/4', '1/2', '4/3', '8/5', '9'] -> (((1/2 / 4/3) + (9 / 8/5)) / 1/4)
[255841] ['4/9', '4/9', '3/5', '7/9', '2'] -> ((4/9 * 2) / (7/9 - (4/9 / 3/5)))
[255842] ['2/5', '8/7', '3/2', '7/2', '8'] -> (3/2 * ((8 / 2/5) - (8/7 * 7/2)))
[255843] ['1/9', '1/7', '4/7', '7/8', '6'] -> ((6 + (1/7 / 1/9)) / (7/8 - 4/7))
[255844] ['2/9', '4/7', '7/8', '1', '5/3'] -> ((1 + 5/3) / (7/8 * (2/9 * 4/7)))
[255845] ['4/9', '7/9', '4/5', '4/5', '7'] -> ((7 + (4/5 / 4/5)) / (7/9 - 4/9))
[255846] ['2/9', '3/7', '5/4', '8/3', '6'] -> (2/9 + (8/3 * (6 + (5/4 / 3/7))))
[255847] ['8/9', '7/6', '6/5', '2', '8/3'] -> (8/3 / ((6/5 * (2 - 7/6)) - 8/9))
[255848] ['1/9', '1/7', '4/7', '9/8', '6'] -> ((4/7 - (1/7 / 9/8)) / (1/9 / 6))
[255849] ['8/9', '7/6', '6/5', '2', '7/2'] -> (((2 * 7/2) / (7/6 - 8/9)) - 6/5)
[255850] ['1/4', '1/2', '7/5', '5/3', '9'] -> ((9 / (1/4 * 5/3)) / (7/5 - 1/2))
[255851] ['2/5', '8/7', '8/5', '5/3', '8'] -> ((2/5 + (8/5 / 8/7)) * (5/3 * 8))
[255852] ['4/9', '7/9', '4/5', '7/8', '7'] -> (7 / (7/9 - (7/8 * (4/9 / 4/5))))
[255853] ['1/4', '1/2', '7/5', '7/4', '9'] -> (9 / ((7/4 * (1/2 / 7/5)) - 1/4))
[255854] ['1/9', '3/7', '5/9', '5/3', '2'] -> (2 / ((5/9 / (3/7 - 1/9)) - 5/3))
[255855] ['3/8', '5/7', '8/5', '7/2', '9'] -> ((5/7 * 7/2) * (9 + (3/8 * 8/5)))
[255856] ['1/6', '2/7', '7/8', '8/9', '1'] -> ((2/7 * (1/6 + 1)) / (8/9 - 7/8))
[255857] ['4/9', '7/9', '4/5', '8/7', '7'] -> (7 / (7/9 - ((4/9 / 4/5) / 8/7)))
[255858] ['8/9', '7/6', '5/4', '5/4', '2'] -> (7/6 / ((5/4 * (2 - 5/4)) - 8/9))
[255859] ['1/9', '3/7', '5/9', '7/4', '2'] -> (2 / ((3/7 * 7/4) - (1/9 + 5/9)))
[255860] ['2/7', '4/9', '5/8', '9/4', '3'] -> ((9/4 * (4/9 + (3 / 2/7))) - 5/8)
[255861] ['3/8', '5/7', '8/5', '9/2', '9'] -> ((5/7 * 8/5) * (9 + (9/2 / 3/8)))
[255862] ['2/5', '8/7', '8/5', '9/2', '8'] -> ((8 - 9/2) / (2/5 / (8/7 + 8/5)))
[255863] ['2/9', '3/7', '9/7', '8/5', '6'] -> (6 / (3/7 - ((2/9 * 9/7) / 8/5)))
[255864] ['4/9', '7/9', '4/5', '7/6', '7'] -> (7 / ((7/9 / 4/9) - (7/6 / 4/5)))
[255865] ['8/9', '7/6', '5/4', '9/7', '2'] -> (2 / ((9/7 * (8/9 * 7/6)) - 5/4))
[255866] ['1/5', '7/8', '9/8', '2', '7/3'] -> (7/8 + ((2 + (9/8 * 7/3)) / 1/5))
[255867] ['1/5', '1/5', '2/7', '2/3', '7'] -> ((7 / 2/7) - (1/5 + (1/5 / 2/3)))
[255868] ['2/9', '3/7', '9/7', '9/5', '6'] -> ((6 - (2/9 * 9/7)) / (3/7 / 9/5))
[255869] ['1/4', '5/9', '3/4', '1', '7/4'] -> ((1 + (7/4 / 3/4)) / (1/4 * 5/9))
[255870] ['2/5', '8/7', '5/3', '5/3', '8'] -> (8/7 * ((5/3 / 5/3) + (8 / 2/5)))
[255871] ['1/6', '2/7', '7/8', '1', '7/6'] -> (((7/6 / 1/6) - 1) / (2/7 * 7/8))
[255872] ['3/8', '5/7', '5/3', '7/4', '9'] -> (9 / ((7/4 * (5/7 / 5/3)) - 3/8))
[255873] ['4/9', '7/9', '4/5', '5/4', '7'] -> ((7 + (4/5 * 5/4)) / (7/9 - 4/9))
[255874] ['1/4', '1/2', '3/2', '9/5', '9'] -> (((9 / 9/5) - (1/2 - 3/2)) / 1/4)
[255875] ['2/5', '8/7', '5/3', '9/5', '8'] -> (((8 / 8/7) - 5/3) / (2/5 / 9/5))
[255876] ['1/6', '2/7', '7/8', '1', '6/5'] -> (1 / (((2/7 * 7/8) / 6/5) - 1/6))
[255877] ['1/9', '1/8', '8/7', '5/2', '9'] -> (8/7 * ((1/9 * 9) + (5/2 / 1/8)))
[255878] ['2/9', '4/7', '8/9', '1', '9/8'] -> (1 / (((8/9 - 2/9) / 4/7) - 9/8))
[255879] ['1/9', '1/7', '3/5', '5/8', '6'] -> ((3/5 * 5/8) + (6 / (1/9 + 1/7)))
[255880] ['1/4', '5/9', '3/4', '1', '9/4'] -> ((1 + (9/4 / 1/4)) / (5/9 * 3/4))
[255881] ['1/5', '1/5', '2/7', '4/5', '7'] -> ((7 / 2/7) - ((1/5 + 1/5) / 4/5))
[255882] ['8/9', '7/6', '5/4', '5/3', '2'] -> ((5/3 / 5/4) / ((8/9 + 7/6) - 2))
[255883] ['4/9', '7/9', '4/5', '9/7', '7'] -> ((7/9 + 7) * (9/7 + (4/5 / 4/9)))
[255884] ['2/7', '4/9', '5/8', '3', '7/2'] -> ((7/2 * (2/7 + (3 / 4/9))) - 5/8)
[255885] ['1/6', '2/7', '7/8', '1', '7/5'] -> (1 / ((7/8 / 7/5) - (1/6 / 2/7)))
[255886] ['1/9', '3/7', '5/9', '2', '7/2'] -> (7/2 * (((3/7 + 5/9) / 1/9) - 2))
[255887] ['1/9', '1/7', '3/5', '5/7', '6'] -> (6 * (1/7 + (5/7 / (1/9 / 3/5))))
[255888] ['4/9', '7/9', '4/5', '4/3', '7'] -> (((4/3 / 4/5) + (7 / 7/9)) / 4/9)
[255889] ['1/4', '5/9', '7/9', '7/9', '1'] -> ((5/9 + 7/9) / (1/4 * (1 - 7/9)))
[255890] ['1/4', '1/2', '8/5', '9/4', '9'] -> ((8/5 / (1/4 + 1/2)) * (9/4 + 9))
[255891] ['1/5', '1/5', '2/7', '7/8', '7'] -> ((7 - (1/5 / 1/5)) / (2/7 * 7/8))
[255892] ['1/9', '1/8', '7/6', '7/6', '9'] -> ((7/6 + 7/6) / (1/9 - (1/8 / 9)))
[255893] ['1/9', '3/7', '5/9', '2', '9/2'] -> (9/2 * ((1/9 + 5/9) + (2 / 3/7)))
[255894] ['3/8', '5/7', '5/3', '7/2', '9'] -> (((9 + (7/2 / 3/8)) / 5/7) - 5/3)
[255895] ['2/7', '4/9', '2/3', '2/3', '3'] -> ((3 + (2/3 / 2/7)) / (2/3 - 4/9))
[255896] ['8/9', '7/6', '5/4', '2', '7/3'] -> (7/3 / (7/6 - ((8/9 + 5/4) / 2)))
[255897] ['4/9', '4/9', '3/5', '3/2', '2'] -> (4/9 / (3/2 - (2 * (4/9 / 3/5))))
[255898] ['2/9', '4/7', '8/9', '1', '9/7'] -> ((1 + 9/7) / (8/9 - (2/9 + 4/7)))
[255899] ['1/5', '7/8', '8/7', '6/5', '2'] -> ((8/7 + ((6/5 + 2) / 7/8)) / 1/5)
[255900] ['1/4', '5/9', '7/9', '5/6', '1'] -> ((5/9 / 5/6) / ((1/4 + 7/9) - 1))
[255901] ['4/9', '4/9', '3/5', '8/5', '2'] -> (8/5 / ((4/9 - 3/5) + (4/9 / 2)))
[255902] ['1/9', '1/8', '7/6', '6/5', '9'] -> (((7/6 / 1/9) - (9 / 6/5)) / 1/8)
[255903] ['1/6', '2/7', '7/8', '1', '5/3'] -> ((1 / 7/8) / ((2/7 / 1/6) - 5/3))
[255904] ['1/5', '1/5', '2/7', '7/6', '7'] -> ((7 + (1/5 / 1/5)) / (2/7 * 7/6))
[255905] ['8/9', '7/6', '9/7', '9/7', '2'] -> ((9/7 / 2) / ((7/6 / 8/9) - 9/7))
[255906] ['4/9', '4/9', '3/5', '7/4', '2'] -> (2 / (7/4 - ((4/9 / 4/9) / 3/5)))
[255907] ['4/9', '7/9', '4/5', '9/4', '7'] -> ((7 / (4/5 * (7/9 - 4/9))) - 9/4)
[255908] ['2/5', '8/7', '7/4', '9/4', '8'] -> ((2/5 + 8) * (9/4 - (8/7 - 7/4)))
[255909] ['1/5', '1/5', '2/7', '6/5', '7'] -> ((7 - (1/5 / (1/5 + 6/5))) / 2/7)
[255910] ['3/8', '5/7', '7/4', '5/2', '9'] -> (9 + ((5/7 + 5/2) / (3/8 / 7/4)))
[255911] ['4/9', '4/9', '3/5', '9/5', '2'] -> (3/5 / ((9/5 / (4/9 + 4/9)) - 2))
[255912] ['4/9', '7/9', '4/5', '7/3', '7'] -> (((7/3 / 4/5) + (7 / 4/9)) / 7/9)
[255913] ['2/7', '4/9', '2/3', '5/6', '3'] -> (((3 / 2/7) - (2/3 - 5/6)) / 4/9)
[255914] ['1/6', '2/7', '7/8', '1', '7/3'] -> (1 / (7/8 - (1/6 + (2/7 * 7/3))))
[255915] ['4/9', '7/9', '4/5', '5/2', '7'] -> ((4/5 + (4/9 / 7/9)) * (5/2 * 7))
[255916] ['1/9', '1/8', '7/6', '5/3', '9'] -> (5/3 / ((1/9 - 7/6) + (1/8 * 9)))
[255917] ['3/8', '5/7', '7/4', '7/2', '9'] -> (9 / ((5/7 * 7/2) - (3/8 + 7/4)))
[255918] ['2/5', '8/7', '7/4', '9/2', '8'] -> (8/7 * ((7/4 + 8) + (9/2 / 2/5)))
[255919] ['2/9', '3/7', '7/5', '3/2', '6'] -> (((6 - 3/7) / 2/9) - (3/2 / 7/5))
[255920] ['2/7', '4/9', '2/3', '7/8', '3'] -> ((2/3 / 4/9) / ((7/8 / 2/7) - 3))
[255921] ['1/6', '2/7', '7/8', '1', '8/3'] -> (((1 + (8/3 / 7/8)) / 1/6) - 2/7)
[255922] ['2/5', '8/7', '9/5', '9/5', '8'] -> (8/7 * ((9/5 / 9/5) + (8 / 2/5)))
[255923] ['1/4', '5/9', '5/9', '5/9', '9'] -> (((5/9 / 5/9) + (5/9 * 9)) / 1/4)
[255924] ['1/9', '3/7', '4/7', '6/5', '2'] -> (((3/7 + 4/7) + (2 / 6/5)) / 1/9)
[255925] ['8/9', '7/6', '9/7', '5/3', '2'] -> ((8/9 * 9/7) / ((2 / 7/6) - 5/3))
[255926] ['1/4', '5/9', '7/9', '1', '8/5'] -> (8/5 / ((7/9 / (1/4 + 1)) - 5/9))
[255927] ['1/5', '1/5', '2/7', '7/4', '7'] -> ((1/5 + 7) / ((2/7 * 7/4) - 1/5))
[255928] ['1/5', '7/8', '8/7', '9/5', '2'] -> (((7/8 * 8/7) + (9/5 + 2)) / 1/5)
[255929] ['4/9', '7/9', '4/5', '9/2', '7'] -> ((4/5 * 9/2) * (7 + (4/9 - 7/9)))
[255930] ['2/9', '3/7', '7/5', '7/4', '6'] -> ((6 / 7/5) / ((3/7 / 2/9) - 7/4))
[255931] ['1/5', '1/5', '2/7', '9/5', '7'] -> (7 * ((1/5 + 9/5) + (2/7 / 1/5)))
[255932] ['2/7', '4/9', '2/3', '9/8', '3'] -> (((2/3 + (3 / 2/7)) / 4/9) - 9/8)
[255933] ['2/5', '8/7', '9/5', '7/3', '8'] -> ((8 - (8/7 * 7/3)) / (2/5 / 9/5))
[255934] ['1/9', '1/8', '6/5', '6/5', '9'] -> (((6/5 / 1/9) + (6/5 - 9)) / 1/8)
[255935] ['2/9', '3/7', '7/5', '9/5', '6'] -> ((6 / 2/9) - (9/5 / (3/7 * 7/5)))
[255936] ['1/5', '7/8', '8/7', '2', '9/4'] -> (8/7 + ((2 + (9/4 / 7/8)) / 1/5))
[255937] ['1/4', '5/9', '5/9', '3/4', '9'] -> ((9 - (5/9 / 5/9)) / (1/4 / 3/4))
[255938] ['1/5', '7/8', '8/7', '2', '7/3'] -> (7/3 * ((2 / (1/5 * 7/8)) - 8/7))
[255939] ['1/9', '1/8', '6/5', '5/4', '9'] -> (9 / ((6/5 * 5/4) - (1/8 / 1/9)))
[255940] ['1/9', '3/7', '4/7', '5/3', '2'] -> (((5/3 + 2) - (3/7 + 4/7)) / 1/9)
[255941] ['1/4', '5/9', '7/9', '1', '5/2'] -> ((1 + (7/9 / 5/9)) / (1/4 / 5/2))
[255942] ['4/9', '4/9', '5/8', '3/4', '2'] -> ((2 + (4/9 / 4/9)) / (3/4 - 5/8))
[255943] ['1/4', '5/9', '5/9', '7/9', '9'] -> (((7/9 * 9) - (5/9 / 5/9)) / 1/4)
[255944] ['2/9', '4/7', '8/9', '1', '7/2'] -> (1 + ((4/7 + 8/9) / (2/9 / 7/2)))
[255945] ['2/5', '8/7', '9/4', '9/4', '8'] -> (8/7 * ((9/4 / 9/4) + (8 / 2/5)))
[255946] ['1/5', '7/8', '8/7', '2', '5/2'] -> ((5/2 / (1/5 / 2)) - (7/8 * 8/7))
[255947] ['4/9', '7/9', '5/6', '7/6', '7'] -> (7 / ((5/6 / (4/9 / 7/9)) - 7/6))
[255948] ['1/6', '2/7', '8/9', '1', '4/3'] -> (8/9 * ((4/3 / (1/6 * 2/7)) - 1))
[255949] ['1/9', '3/7', '4/7', '7/4', '2'] -> (2 / (1/9 * (7/4 - (3/7 + 4/7))))
[255950] ['3/8', '5/7', '9/5', '9/2', '9'] -> ((9/2 / (3/8 * 5/7)) - (9/5 - 9))
[255951] ['8/9', '7/6', '9/7', '2', '5/2'] -> (8/9 / (5/2 - ((7/6 + 2) / 9/7)))
[255952] ['1/9', '1/8', '6/5', '4/3', '9'] -> ((6/5 * 9) * (4/3 + (1/9 / 1/8)))
[255953] ['1/5', '1/5', '1/3', '1/2', '7'] -> ((1/5 + 7) / (1/2 * (1/5 / 1/3)))
[255954] ['1/9', '1/7', '3/5', '8/5', '6'] -> ((3/5 / 8/5) + (6 / (1/9 + 1/7)))
[255955] ['1/5', '1/5', '1/3', '5/9', '7'] -> ((1/5 + (7 / 5/9)) / (1/5 + 1/3))
[255956] ['4/9', '7/9', '5/6', '9/7', '7'] -> ((4/9 * 7) / (7/9 - (5/6 / 9/7)))
[255957] ['2/5', '8/7', '9/4', '5/2', '8'] -> (5/2 * (9/4 + ((2/5 + 8) / 8/7)))
[255958] ['1/4', '5/9', '4/5', '5/6', '1'] -> (4/5 / (1 - ((1/4 + 5/9) / 5/6)))
[255959] ['1/9', '1/7', '3/5', '5/3', '6'] -> (((1/9 + 6) / (1/7 / 3/5)) - 5/3)
[255960] ['8/9', '7/6', '9/7', '2', '7/2'] -> ((2 / 7/2) / (7/6 - (8/9 * 9/7)))
[255961] ['1/4', '5/9', '5/9', '6/7', '9'] -> ((5/9 + 9) / ((5/9 / 6/7) - 1/4))
[255962] ['1/9', '1/8', '6/5', '7/4', '9'] -> (((7/4 / (1/8 * 6/5)) - 9) / 1/9)
[255963] ['4/9', '7/9', '5/6', '7/5', '7'] -> ((7 / 5/6) / ((7/9 / 4/9) - 7/5))
[255964] ['1/5', '7/8', '7/6', '7/6', '2'] -> (2 / (1/5 * (7/6 - (7/8 / 7/6))))
[255965] ['8/9', '7/6', '9/7', '2', '9/2'] -> ((2 / 9/2) / ((7/6 / 9/7) - 8/9))
[255966] ['2/9', '4/7', '1', '9/8', '7/6'] -> ((7/6 / (2/9 / 4/7)) / (9/8 - 1))
[255967] ['1/4', '5/9', '5/9', '7/8', '9'] -> (9 / ((1/4 - 7/8) + (5/9 / 5/9)))
[255968] ['8/9', '7/6', '4/3', '4/3', '2'] -> (4/3 / (7/6 - ((8/9 + 4/3) / 2)))
[255969] ['2/5', '8/7', '9/4', '7/2', '8'] -> (((7/2 + (8 / 8/7)) / 2/5) - 9/4)
[255970] ['1/4', '5/9', '4/5', '8/9', '1'] -> (((5/9 / 1/4) / (8/9 - 4/5)) - 1)
[255971] ['1/5', '1/5', '1/3', '8/9', '7'] -> (7 / ((1/5 * 1/3) + (1/5 / 8/9)))
