[79786] ['1/7', '5/9', '3/2', '3/2', '5'] -> ((3/2 / 1/7) + (5 / (5/9 / 3/2)))
[86555] ['1/8', '2/5', '5/7', '8/5', '4'] -> (5/7 * (((2/5 + 4) / 1/8) - 8/5))
[86556] ['1/9', '3/2', '8/5', '5/3', '6'] -> (3/2 / ((5/3 / (8/5 * 6)) - 1/9))
[86557] ['1/3', '4/9', '2', '5/2', '5/2'] -> ((5/2 + (1/3 + 5/2)) / (4/9 / 2))
[86558] ['3/5', '4/5', '6/7', '5/2', '3'] -> (3 * ((3/5 / (6/7 - 4/5)) - 5/2))
[86559] ['3/5', '7/9', '6/7', '1', '8/3'] -> (8/3 / ((6/7 / (3/5 / 7/9)) - 1))
[86560] ['4/7', '5/8', '6/5', '5/3', '4'] -> ((4 / (4/7 * 5/8)) / (5/3 - 6/5))
[86561] ['1/7', '5/7', '5/6', '8/3', '5'] -> ((5/6 + 8/3) * ((5 / 5/7) - 1/7))
[86562] ['1/5', '2/9', '6/5', '9/7', '9'] -> ((9 - (6/5 / (2/9 * 9/7))) / 1/5)
[86563] ['4/9', '7/5', '9/5', '9/4', '9'] -> (9 * ((7/5 / (9/4 - 9/5)) - 4/9))
[86564] ['3/7', '3/5', '3/4', '6/5', '3'] -> (6/5 / ((3/5 * 3) - (3/4 / 3/7)))
[86565] ['1/9', '8/9', '9/7', '7/4', '5'] -> (8/9 * (9/7 + (5 / (1/9 * 7/4))))
[86566] ['1/5', '2/9', '6/5', '7/5', '9'] -> ((7/5 / (1/5 * 2/9)) - (9 / 6/5))
[86567] ['1/9', '3/2', '8/5', '9/5', '6'] -> ((8/5 * 9/5) * (6 * (3/2 - 1/9)))
[86568] ['2/7', '1/2', '5/7', '8/7', '5'] -> ((2/7 + (5 / 1/2)) / (8/7 - 5/7))
[86569] ['1/7', '5/7', '5/6', '9/2', '5'] -> ((5/7 / 5/6) + (9/2 * (1/7 + 5)))
[86570] ['4/7', '5/8', '6/5', '9/5', '4'] -> ((9/5 / (6/5 * (5/8 - 4/7))) - 4)
[86571] ['1/5', '2/3', '7/5', '9/4', '8'] -> ((8 * ((9/4 / 2/3) - 1/5)) - 7/5)
[86572] ['4/9', '7/5', '9/5', '7/3', '9'] -> (9 * ((7/5 / 9/5) - (4/9 - 7/3)))
[86573] ['2/9', '3/7', '1/2', '9/4', '4'] -> ((4 / (2/9 * 3/7)) / (9/4 - 1/2))
[86574] ['1/8', '4/9', '3/5', '5/2', '3'] -> (((3/5 * 5/2) / (1/8 * 4/9)) - 3)
[86575] ['4/7', '5/8', '6/5', '9/4', '4'] -> (((9/4 * 4) / (4/7 * 5/8)) - 6/5)
[86576] ['1/8', '2/5', '5/7', '7/3', '4'] -> (7/3 * ((5/7 / (1/8 * 2/5)) - 4))
[86577] ['4/9', '7/5', '9/5', '7/2', '9'] -> ((7/5 + 9/5) * (7/2 + (4/9 * 9)))
[86578] ['1/8', '2/5', '5/7', '5/2', '4'] -> ((4 + (5/2 / 5/7)) / (1/8 / 2/5))
[86579] ['3/5', '4/5', '7/8', '9/8', '3'] -> ((3/5 / (4/5 - (7/8 / 9/8))) - 3)
[86580] ['1/3', '1/2', '1/2', '4/5', '2'] -> (1/2 / (1/3 - ((1/2 / 4/5) / 2)))
[86581] ['4/9', '7/5', '9/5', '9/2', '9'] -> (9/2 * (((7/5 + 9) / 9/5) - 4/9))
[86582] ['3/7', '3/5', '3/4', '3/2', '3'] -> (3 * ((3/2 / (3/5 - 3/7)) - 3/4))
[86583] ['1/5', '2/3', '3/2', '7/4', '8'] -> ((2/3 * ((8 / 1/5) - 7/4)) - 3/2)
[86584] ['1/3', '1/2', '1/2', '6/7', '2'] -> (2 / ((1/3 / 1/2) - (1/2 / 6/7)))
[86585] ['2/7', '1/2', '5/7', '4/3', '5'] -> ((5/7 + 5) / (2/7 * (4/3 - 1/2)))
[86586] ['1/7', '5/7', '6/7', '7/6', '5'] -> ((5 / (1/7 / 5/7)) - (6/7 * 7/6))
[86587] ['1/8', '2/5', '5/7', '7/2', '4'] -> ((4 - (7/2 * (2/5 * 5/7))) / 1/8)
[86588] ['3/5', '4/5', '7/8', '7/6', '3'] -> (3/5 / (7/6 - (7/8 + (4/5 / 3))))
[86589] ['4/7', '5/8', '6/5', '4', '9/2'] -> ((4/7 + 4) * (9/2 + (5/8 * 6/5)))
[86590] ['1/8', '4/9', '5/8', '3/4', '3'] -> ((3 + (5/8 / 1/8)) / (4/9 * 3/4))
[86591] ['3/5', '7/9', '7/8', '1', '7/6'] -> (1 / ((7/6 / 7/9) - (7/8 / 3/5)))
[86592] ['1/8', '2/5', '3/4', '3/4', '4'] -> (4 + ((3/4 / 3/4) / (1/8 * 2/5)))
[86593] ['4/9', '7/5', '9/4', '5/2', '9'] -> ((4/9 + (7/5 / 9/4)) * (5/2 * 9))
[86594] ['2/9', '3/7', '5/9', '2/3', '4'] -> (2/3 + ((5/9 * 4) / (2/9 * 3/7)))
[86595] ['1/9', '8/9', '4/3', '4/3', '5'] -> (((8/9 * 5) - (4/3 * 4/3)) / 1/9)
[86596] ['1/5', '2/3', '8/5', '9/4', '8'] -> ((2/3 * 9/4) * (8 + (8/5 / 1/5)))
[86597] ['3/5', '4/5', '7/8', '9/7', '3'] -> (3 / (4/5 - (9/7 * (3/5 * 7/8))))
[86598] ['1/5', '2/9', '5/4', '3/2', '9'] -> (9 / (3/2 - (5/4 * (1/5 / 2/9))))
[86599] ['2/7', '1/2', '5/7', '7/4', '5'] -> (7/4 * ((5 / (1/2 * 5/7)) - 2/7))
[86600] ['1/9', '4/7', '4/5', '7/3', '7'] -> (((7 * (4/7 / 4/5)) - 7/3) / 1/9)
[86601] ['3/7', '3/5', '3/4', '9/4', '3'] -> (3 * ((9/4 / (3/7 * 3/5)) - 3/4))
[86602] ['2/7', '1/2', '5/7', '9/5', '5'] -> (5 * ((1/2 + 9/5) + (5/7 / 2/7)))
[86603] ['1/7', '5/7', '6/7', '7/4', '5'] -> ((6/7 / 7/4) * (5 / (1/7 * 5/7)))
[86604] ['3/5', '4/5', '7/8', '9/4', '3'] -> ((3 / (4/5 - (3/5 / 7/8))) - 9/4)
[86605] ['1/5', '2/3', '7/4', '7/4', '8'] -> (8 / (1/5 * (2/3 + (7/4 / 7/4))))
[86606] ['1/9', '8/9', '4/3', '9/5', '5'] -> (8/9 / (((4/3 / 9/5) / 5) - 1/9))
[86607] ['1/5', '2/9', '5/4', '7/4', '9'] -> ((5/4 / 1/5) + (9 * (2/9 + 7/4)))
[86608] ['4/7', '5/8', '5/4', '3/2', '4'] -> ((3/2 / (5/4 - (4/7 + 5/8))) - 4)
[86609] ['1/8', '4/9', '5/8', '7/8', '3'] -> (((5/8 + 7/8) / (1/8 * 4/9)) - 3)
[86610] ['3/5', '7/9', '7/8', '1', '4/3'] -> ((7/9 + (4/3 / 3/5)) / (1 - 7/8))
[86611] ['1/5', '2/3', '7/4', '9/5', '8'] -> (((1/5 + 9/5) + (7/4 * 8)) / 2/3)
[86612] ['3/5', '4/5', '7/8', '7/3', '3'] -> (3 / (7/3 - (7/8 + (4/5 / 3/5))))
[86613] ['1/7', '5/7', '6/7', '9/5', '5'] -> ((5/7 + 5) * ((6/7 / 1/7) - 9/5))
[86614] ['4/9', '7/5', '7/3', '5/2', '9'] -> (7/5 + (9 * (7/3 + (4/9 / 5/2))))
[86615] ['2/7', '1/2', '3/4', '3/4', '5'] -> ((1/2 / 3/4) + (5 / (2/7 * 3/4)))
[86616] ['1/3', '1/2', '5/9', '5/9', '2'] -> (((5/9 / (5/9 - 1/2)) - 2) / 1/3)
[86617] ['1/5', '2/9', '5/4', '9/5', '9'] -> ((1/5 + 9/5) / (2/9 - (5/4 / 9)))
[86618] ['4/7', '5/8', '5/4', '8/5', '4'] -> ((4 / (5/4 - (5/8 / 4/7))) - 8/5)
[86619] ['3/5', '4/5', '7/8', '5/2', '3'] -> ((3/5 + (3 / 5/2)) / (7/8 - 4/5))
[86620] ['1/7', '5/7', '6/7', '9/4', '5'] -> ((5/7 + 5) / ((6/7 / 9/4) - 1/7))
[86621] ['1/5', '2/3', '7/4', '5/2', '8'] -> ((8 / 2/3) / ((7/4 / 5/2) - 1/5))
[86622] ['3/7', '3/5', '3/4', '3', '7/2'] -> ((3 / 7/2) / (3/4 - (3/7 / 3/5)))
[86623] ['4/9', '7/5', '7/3', '8/3', '9'] -> ((7/3 + ((8/3 + 9) / 7/5)) / 4/9)
[86624] ['2/7', '1/2', '3/4', '4/5', '5'] -> (((3/4 + (5 / 4/5)) / 2/7) - 1/2)
[86625] ['1/5', '2/3', '7/4', '9/2', '8'] -> ((9/2 / (1/5 * 2/3)) - (7/4 + 8))
[86626] ['2/9', '3/7', '5/9', '8/7', '4'] -> (4 / ((8/7 / 3/7) - (5/9 / 2/9)))
[86627] ['1/9', '8/5', '5/3', '9/5', '6'] -> (((6 / 9/5) - 5/3) / (1/9 / 8/5))
[86628] ['1/7', '5/7', '6/7', '7/2', '5'] -> (((7/2 * (1/7 + 5)) - 6/7) / 5/7)
[86629] ['3/5', '4/5', '8/9', '8/7', '3'] -> ((3/5 / (4/5 - (8/9 / 8/7))) - 3)
[86630] ['1/5', '2/3', '9/4', '9/4', '8'] -> (8 / (1/5 * (2/3 + (9/4 / 9/4))))
[86631] ['2/9', '3/7', '5/9', '6/5', '4'] -> (5/9 * (6/5 + (4 / (2/9 * 3/7))))
[86632] ['2/7', '1/2', '3/4', '6/5', '5'] -> (6/5 * (3/4 + ((1/2 + 5) / 2/7)))
[86633] ['1/7', '5/7', '7/8', '7/8', '5'] -> ((5 / (1/7 / 5/7)) - (7/8 / 7/8))
[86634] ['1/8', '4/9', '5/8', '3/2', '3'] -> ((3/2 / (5/8 - (1/8 + 4/9))) - 3)
[86635] ['1/9', '4/7', '5/6', '5/4', '7'] -> ((5/6 / 5/4) * (7 / (1/9 / 4/7)))
[86636] ['1/5', '2/9', '9/7', '4/3', '9'] -> ((2/9 + 4/3) * (9 + (9/7 / 1/5)))
[86637] ['1/8', '2/5', '3/4', '9/4', '4'] -> ((3/4 / (1/8 * 2/5)) + (9/4 * 4))
[86638] ['1/8', '4/9', '5/8', '8/5', '3'] -> ((8/5 / (1/8 * 4/9)) - (3 / 5/8))
[86639] ['1/9', '4/7', '5/6', '9/7', '7'] -> (4/7 / ((1/9 * 9/7) - (5/6 / 7)))
[86640] ['3/7', '3/5', '7/9', '7/8', '3'] -> (3 / (7/9 * (7/8 - (3/7 / 3/5))))
[86641] ['4/7', '5/8', '5/4', '4', '9/2'] -> (4 * ((9/2 / 4/7) - (5/8 + 5/4)))
[86642] ['1/5', '2/3', '7/3', '7/3', '8'] -> (8 / (1/5 * (2/3 + (7/3 / 7/3))))
[86643] ['1/8', '4/9', '5/8', '7/4', '3'] -> (7/4 / ((1/8 / 4/9) - (5/8 / 3)))
[86644] ['1/9', '4/7', '5/6', '4/3', '7'] -> (4/3 / ((5/6 / 7) - (1/9 * 4/7)))
[86645] ['1/7', '5/7', '7/8', '9/8', '5'] -> (5 + ((9/8 + (5/7 + 7/8)) / 1/7))
[86646] ['1/3', '1/2', '5/9', '9/7', '2'] -> (2 / ((5/9 / (9/7 - 1/3)) - 1/2))
[86647] ['1/9', '8/5', '7/4', '7/4', '6'] -> (8/5 * (6 + (7/4 / (1/9 * 7/4))))
[86648] ['1/8', '2/5', '7/9', '7/9', '4'] -> (4 + ((7/9 / 7/9) / (1/8 * 2/5)))
[86649] ['1/5', '2/9', '9/7', '3/2', '9'] -> ((9 / (2/9 * 9/7)) - (3/2 / 1/5))
[86650] ['1/7', '5/7', '7/8', '8/7', '5'] -> ((5 / (1/7 / 5/7)) - (7/8 * 8/7))
[86651] ['1/9', '4/7', '5/6', '7/5', '7'] -> ((5/6 / (1/9 / 4/7)) * (7 - 7/5))
[86652] ['4/9', '7/5', '7/2', '9/2', '9'] -> (((9 - 4/9) / (7/5 / 9/2)) - 7/2)
[86653] ['4/7', '5/8', '9/7', '4/3', '4'] -> (4 / (9/7 - (4/7 * (5/8 + 4/3))))
[86654] ['2/7', '1/2', '3/4', '8/5', '5'] -> (8/5 * (((5 - 1/2) / 2/7) - 3/4))
[86655] ['2/9', '3/7', '5/9', '7/4', '4'] -> ((4 / 7/4) / ((2/9 + 3/7) - 5/9))
[86656] ['1/8', '4/9', '5/8', '5/2', '3'] -> ((5/2 / (1/8 * 4/9)) / (5/8 * 3))
[86657] ['1/9', '4/7', '5/6', '8/5', '7'] -> (((4/7 * 7) - (5/6 * 8/5)) / 1/9)
[86658] ['3/5', '4/5', '8/9', '5/3', '3'] -> ((3/5 / ((4/5 + 8/9) - 5/3)) - 3)
[86659] ['1/8', '2/5', '7/9', '5/6', '4'] -> (4 / (1/8 * (2/5 + (7/9 / 5/6))))
[86660] ['4/7', '5/8', '9/7', '5/3', '4'] -> ((9/7 * 5/3) * (4 / (4/7 * 5/8)))
[86661] ['1/5', '2/3', '7/2', '7/2', '8'] -> (8 / (1/5 * (2/3 + (7/2 / 7/2))))
[86662] ['1/8', '2/5', '7/9', '6/7', '4'] -> (((4 / 7/9) - (6/7 / 2/5)) / 1/8)
[86663] ['4/9', '3/2', '8/5', '9/5', '9'] -> ((8/5 * 9/5) * (9 - (4/9 * 3/2)))
[86664] ['1/3', '1/2', '5/9', '2', '5/2'] -> (((5/2 / 5/9) - 1/2) / (1/3 / 2))
[86665] ['1/9', '8/9', '8/5', '9/4', '5'] -> (((5 * (8/5 / 9/4)) - 8/9) / 1/9)
[86666] ['2/9', '3/7', '5/9', '7/3', '4'] -> ((5/9 + (7/3 / 3/7)) + (4 / 2/9))
[86667] ['4/9', '3/2', '8/5', '7/3', '9'] -> ((8/5 * 9) * (7/3 - (4/9 * 3/2)))
[86668] ['4/7', '5/8', '9/7', '7/4', '4'] -> ((9/7 * 4) / (4/7 - (5/8 / 7/4)))
[86669] ['1/9', '4/7', '5/6', '9/5', '7'] -> ((7 / (1/9 / 4/7)) / (5/6 * 9/5))
[86670] ['1/5', '2/3', '9/2', '9/2', '8'] -> (8 / (1/5 * (2/3 + (9/2 / 9/2))))
[86671] ['3/5', '4/5', '8/9', '3', '7/2'] -> (4/5 / ((3/5 * 8/9) + (3 - 7/2)))
[86672] ['2/7', '1/2', '7/9', '7/9', '5'] -> (1/2 + ((7/9 + (5 / 2/7)) / 7/9))
[86673] ['1/9', '8/5', '9/5', '7/3', '6'] -> ((8/5 / 9/5) * (6 + (7/3 / 1/9)))
[86674] ['1/9', '8/9', '8/5', '7/2', '5'] -> ((8/5 * 5) * ((8/9 * 7/2) - 1/9))
[86675] ['1/5', '2/9', '9/7', '7/3', '9'] -> ((2/9 * 7/3) * (9/7 + (9 / 1/5)))
[86676] ['1/3', '1/2', '4/7', '3/5', '2'] -> (4/7 / ((1/2 / (2 - 3/5)) - 1/3))
[86677] ['1/7', '5/7', '7/8', '5/3', '5'] -> ((5 / 1/7) / ((5/3 / 5/7) - 7/8))
[86678] ['3/5', '4/5', '9/8', '9/8', '3'] -> ((3 / 9/8) / ((4/5 / 9/8) - 3/5))
[86679] ['2/7', '1/2', '7/9', '4/5', '5'] -> ((5 / (1/2 - 2/7)) / (7/9 / 4/5))
[86680] ['2/9', '3/7', '5/9', '7/2', '4'] -> (4 / ((7/2 * (3/7 - 2/9)) - 5/9))
[86681] ['1/9', '8/5', '9/5', '7/2', '6'] -> ((7/2 * (6 + (8/5 / 9/5))) - 1/9)
[86682] ['1/5', '5/7', '5/7', '3/4', '8'] -> (8 / (1/5 * (5/7 + (5/7 / 3/4))))
[86683] ['3/5', '7/9', '8/9', '1', '7/5'] -> (8/9 / (((7/5 - 7/9) / 3/5) - 1))
[86684] ['2/7', '1/2', '7/9', '5/6', '5'] -> ((5 - (1/2 - 5/6)) / (2/7 * 7/9))
[86685] ['2/9', '3/7', '5/9', '4', '9/2'] -> ((4 / 9/2) / (5/9 - (2/9 / 3/7)))
[86686] ['4/9', '3/2', '7/4', '7/4', '9'] -> (3/2 + ((9 + (7/4 / 7/4)) / 4/9))
[86687] ['3/5', '7/9', '8/9', '1', '3/2'] -> (1 / (3/2 - (7/9 / (3/5 * 8/9))))
[86688] ['1/9', '8/5', '9/5', '9/2', '6'] -> (6 + ((8/5 + (9/5 / 9/2)) / 1/9))
[86689] ['3/7', '3/5', '7/9', '9/5', '3'] -> ((9/5 + 3) / (7/9 * (3/7 * 3/5)))
[86690] ['1/9', '8/9', '5/3', '5/2', '5'] -> ((8/9 / 1/9) / ((5 / 5/2) - 5/3))
[86691] ['1/7', '5/7', '7/8', '9/4', '5'] -> (((5 - 5/7) / (1/7 / 7/8)) - 9/4)
[86692] ['1/7', '5/7', '7/8', '7/3', '5'] -> ((5 / (1/7 * 5/7)) / (7/8 * 7/3))
[86693] ['1/9', '8/5', '9/4', '7/3', '6'] -> ((8/5 * ((7/3 / 1/9) - 9/4)) - 6)
[86694] ['1/5', '5/7', '5/7', '6/7', '8'] -> ((8 / (1/5 / 6/7)) / (5/7 + 5/7))
[86695] ['4/7', '5/8', '4/3', '7/5', '4'] -> (4 / (4/3 * (4/7 - (5/8 / 7/5))))
[86696] ['1/9', '4/7', '6/7', '9/8', '7'] -> (7 / (1/9 * (9/8 + (6/7 / 4/7))))
[86697] ['1/5', '2/9', '4/3', '4/3', '9'] -> (((4/3 * 9) - (4/3 / 1/5)) / 2/9)
[86698] ['3/5', '7/9', '8/9', '1', '9/4'] -> (8/9 / (7/9 - (1 / (3/5 * 9/4))))
[86699] ['1/8', '2/5', '7/9', '9/7', '4'] -> (4 + ((7/9 * 9/7) / (1/8 * 2/5)))
[86700] ['3/7', '3/5', '7/9', '5/2', '3'] -> (5/2 * (3/5 + (3 / (3/7 * 7/9))))
[86701] ['1/9', '8/5', '9/4', '8/3', '6'] -> ((9/4 * 6) * (1/9 + (8/3 / 8/5)))
[86702] ['3/5', '7/9', '8/9', '1', '7/3'] -> (8/9 / (7/3 - (1 + (7/9 / 3/5))))
[86703] ['1/9', '4/7', '6/7', '7/6', '7'] -> (((6/7 / 1/9) + (7 / 7/6)) / 4/7)
[86704] ['3/5', '4/5', '8/7', '8/7', '3'] -> (8/7 / (((4/5 + 8/7) / 3) - 3/5))
[86705] ['1/9', '8/9', '7/4', '7/3', '5'] -> ((7/4 / 1/9) + ((7/3 + 5) / 8/9))
[86706] ['2/7', '1/2', '7/9', '5/4', '5'] -> ((5 / (1/2 - 2/7)) / (7/9 * 5/4))
[86707] ['1/8', '2/5', '7/9', '7/5', '4'] -> ((7/9 + (4 / (2/5 + 7/5))) / 1/8)
[86708] ['3/7', '3/5', '7/9', '3', '7/2'] -> (7/2 * (3/7 + (3 / (3/5 * 7/9))))
[86709] ['1/9', '8/5', '7/3', '7/3', '6'] -> (8/5 * (6 + (7/3 / (1/9 * 7/3))))
[86710] ['3/5', '7/9', '8/9', '1', '8/3'] -> ((8/9 + (8/3 / 3/5)) / (1 - 7/9))
[86711] ['1/9', '4/7', '6/7', '5/4', '7'] -> (((4/7 / 1/9) - 6/7) / (5/4 / 7))
[86712] ['4/7', '5/8', '4/3', '9/4', '4'] -> (4 / (4/7 * (9/4 - (5/8 + 4/3))))
[86713] ['2/9', '3/7', '4/7', '7/8', '4'] -> ((3/7 + ((4/7 + 4) / 2/9)) / 7/8)
[86714] ['1/7', '5/7', '8/9', '8/9', '5'] -> ((5 / (1/7 / 5/7)) - (8/9 / 8/9))
[86715] ['1/5', '5/7', '5/7', '7/6', '8'] -> ((8 / (1/5 * 7/6)) / (5/7 + 5/7))
[86716] ['3/7', '3/5', '7/9', '3', '9/2'] -> (9/2 * ((3/7 * 7/9) + (3 / 3/5)))
[86717] ['1/5', '2/9', '4/3', '5/2', '9'] -> ((4/3 / 2/9) + (9 / (1/5 * 5/2)))
[86718] ['1/9', '8/9', '7/4', '9/2', '5'] -> (((8/9 * 7/4) + (5 / 9/2)) / 1/9)
[86719] ['3/5', '4/5', '8/7', '5/4', '3'] -> ((3 / 5/4) / ((4/5 / 8/7) - 3/5))
[86720] ['1/3', '1/2', '4/7', '2', '5/2'] -> (5/2 / (((1/2 / 4/7) / 2) - 1/3))
[86721] ['1/7', '5/7', '8/9', '9/8', '5'] -> ((5 / (1/7 / 5/7)) - (8/9 * 9/8))
[86722] ['3/5', '4/5', '8/7', '9/7', '3'] -> (3 / (4/5 - (9/7 * (3/5 / 8/7))))
[86723] ['1/5', '5/7', '5/7', '5/4', '8'] -> (8 * ((5/7 / 1/5) - (5/7 / 5/4)))
[86724] ['3/7', '3/5', '4/5', '5/6', '3'] -> ((3 / (3/7 / 4/5)) / (5/6 - 3/5))
[86725] ['1/3', '1/2', '4/7', '2', '9/2'] -> ((4/7 + 2) * (1/3 + (9/2 / 1/2)))
[86726] ['4/9', '8/5', '8/5', '7/4', '9'] -> (((8/5 + 9) / 4/9) - (8/5 - 7/4))
[86727] ['1/8', '4/9', '5/7', '5/6', '3'] -> (3 + (5/6 / (5/7 * (1/8 * 4/9))))
[86728] ['1/5', '5/7', '5/7', '4/3', '8'] -> (8 / (1/5 * (5/7 + (5/7 * 4/3))))
[86729] ['4/7', '5/8', '4/3', '4', '9/2'] -> ((4/3 / (5/8 - 4/7)) - (4 / 9/2))
[86730] ['4/9', '8/5', '8/5', '9/5', '9'] -> (8/5 / (4/9 - ((8/5 + 9/5) / 9)))
[86731] ['1/9', '8/5', '5/2', '8/3', '6'] -> (8/5 / ((8/3 / (5/2 * 6)) - 1/9))
[86732] ['1/8', '2/5', '7/9', '9/4', '4'] -> ((9/4 / (1/8 / 7/9)) + (4 / 2/5))
[86733] ['1/5', '2/9', '7/5', '7/4', '9'] -> ((7/5 + 9) / (2/9 * (1/5 + 7/4)))
[86734] ['1/9', '8/9', '9/5', '7/2', '5'] -> (5 * ((8/9 * 7/2) - (1/9 - 9/5)))
[86735] ['2/7', '1/2', '7/9', '9/5', '5'] -> (((9/5 * 5) / (2/7 / 7/9)) - 1/2)
[86736] ['4/9', '8/5', '8/5', '9/4', '9'] -> ((8/5 * 9) / (8/5 - (4/9 * 9/4)))
[86737] ['1/5', '5/7', '5/7', '3/2', '8'] -> (8 / ((5/7 / 3/2) - (1/5 * 5/7)))
[86738] ['2/9', '3/7', '4/7', '7/5', '4'] -> (((4 / 7/5) - 4/7) / (2/9 * 3/7))
[86739] ['3/7', '3/5', '4/5', '8/7', '3'] -> (8/7 / ((4/5 / 3/5) - (3/7 * 3)))
[86740] ['1/9', '4/7', '6/7', '7/3', '7'] -> ((7/3 + 7) / (1/9 / (6/7 - 4/7)))
[86741] ['1/9', '8/5', '8/3', '9/2', '6'] -> ((8/5 * 9/2) * (8/3 + (1/9 * 6)))
[86742] ['1/5', '2/9', '7/5', '9/4', '9'] -> (((7/5 / (2/9 - 1/5)) - 9) / 9/4)
[86743] ['3/5', '4/5', '8/7', '5/3', '3'] -> (3 / ((5/3 / 8/7) - (4/5 / 3/5)))
[86744] ['3/5', '7/9', '1', '9/8', '5/4'] -> ((3/5 / 9/8) / ((1 / 5/4) - 7/9))
[86745] ['3/7', '3/5', '4/5', '7/6', '3'] -> ((4/5 * 3) / (3/5 - (3/7 * 7/6)))
[86746] ['2/9', '3/7', '4/7', '8/5', '4'] -> (8/5 * (((4 - 4/7) / 2/9) - 3/7))
[86747] ['1/9', '8/5', '7/2', '7/2', '6'] -> (8/5 * (6 + (7/2 / (1/9 * 7/2))))
[86748] ['2/7', '1/2', '7/9', '5/2', '5'] -> (((5/2 + 5) - (1/2 / 7/9)) / 2/7)
[86749] ['1/9', '8/9', '9/4', '5/2', '5'] -> ((5 + (1/9 + 8/9)) / (5/2 - 9/4))
[86750] ['3/5', '4/5', '8/7', '7/4', '3'] -> ((8/7 * 3) / (3/5 - (4/5 / 7/4)))
[86751] ['1/9', '8/9', '9/4', '8/3', '5'] -> ((9/4 * 8/3) * (5 - (1/9 + 8/9)))
[86752] ['1/5', '5/7', '5/7', '9/4', '8'] -> ((((9/4 * 8) - 5/7) / 5/7) - 1/5)
[86753] ['1/3', '1/2', '3/5', '7/8', '2'] -> (3/5 / ((7/8 / (2 - 1/3)) - 1/2))
[86754] ['1/9', '8/5', '9/2', '9/2', '6'] -> (8/5 * (6 + (9/2 / (1/9 * 9/2))))
[86755] ['3/5', '4/5', '8/7', '9/5', '3'] -> (3/5 / ((3 / 8/7) - (4/5 + 9/5)))
[86756] ['4/9', '8/5', '5/3', '5/3', '9'] -> (((5/3 * (9 - 8/5)) - 5/3) / 4/9)
[86757] ['1/9', '5/3', '5/3', '5/3', '6'] -> (6 + ((5/3 + 5/3) / (1/9 * 5/3)))
[86758] ['1/7', '5/7', '8/9', '8/5', '5'] -> ((5 - (5/7 * 8/5)) / (1/7 / 8/9))
[86759] ['2/7', '1/2', '7/9', '7/2', '5'] -> (1/2 + (7/2 * (2/7 + (5 / 7/9))))
[86760] ['3/5', '4/5', '8/7', '9/4', '3'] -> ((3 / (4/5 - (3/5 * 8/7))) - 9/4)
[86761] ['1/5', '2/9', '7/5', '9/2', '9'] -> ((2/9 + (7/5 / 9/2)) / (1/5 / 9))
[86762] ['3/5', '7/9', '1', '9/8', '3/2'] -> (1 / (3/2 - (9/8 / (3/5 / 7/9))))
[86763] ['1/5', '5/7', '5/7', '7/2', '8'] -> ((5/7 + (1/5 * 5/7)) * (7/2 * 8))
[86764] ['1/7', '5/7', '8/9', '5/3', '5'] -> ((5 + (5/3 / (1/7 * 5/7))) / 8/9)
[86765] ['3/7', '3/5', '4/5', '7/5', '3'] -> ((7/5 * (3/7 + 3)) / (4/5 - 3/5))
[86766] ['2/7', '1/2', '7/9', '9/2', '5'] -> (1/2 + (9/2 * (5 + (2/7 * 7/9))))
[86767] ['3/5', '4/5', '8/7', '7/3', '3'] -> (8/7 / ((4/5 / 3/5) - (3 / 7/3)))
[86768] ['3/7', '3/5', '4/5', '3/2', '3'] -> ((4/5 * 3) / (3/2 - (3/5 / 3/7)))
[86769] ['2/7', '1/2', '4/5', '4/5', '5'] -> (5 * ((4/5 / (2/7 * 1/2)) - 4/5))
[86770] ['1/9', '8/9', '7/2', '7/2', '5'] -> ((7/2 * (8/9 + 5)) - (1/9 - 7/2))
[86771] ['3/5', '7/9', '1', '9/8', '8/5'] -> ((8/5 / 3/5) / ((1 / 9/8) - 7/9))
[86772] ['1/7', '5/7', '8/9', '7/4', '5'] -> (8/9 / (1/7 - (5/7 / (7/4 + 5))))
[86773] ['1/9', '4/7', '7/8', '7/6', '7'] -> (((4/7 * 7) - (7/6 / 7/8)) / 1/9)
[86774] ['1/5', '2/9', '3/2', '7/4', '9'] -> (9 / ((7/4 / 2/9) - (3/2 / 1/5)))
[86775] ['3/7', '3/5', '4/5', '8/5', '3'] -> (8/5 / ((4/5 / 3/7) - (3/5 * 3)))
[86776] ['2/7', '1/2', '4/5', '7/8', '5'] -> ((4/5 + (1/2 / 7/8)) / (2/7 / 5))
[86777] ['1/3', '1/2', '3/5', '3/2', '2'] -> ((2 / 3/2) / ((1/3 / 3/5) - 1/2))
[86778] ['3/5', '4/5', '8/7', '3', '7/2'] -> ((4/5 + (8/7 * 7/2)) / (3/5 / 3))
[86779] ['1/5', '2/9', '3/2', '7/3', '9'] -> (9 * ((2/9 / 1/5) + (7/3 / 3/2)))
[86780] ['2/9', '3/7', '3/5', '5/7', '4'] -> ((((4 / 2/9) - 3/7) / 5/7) - 3/5)
[86781] ['1/7', '5/7', '8/9', '7/3', '5'] -> ((5/7 + 5) / ((8/9 / 7/3) - 1/7))
[86782] ['1/5', '2/9', '3/2', '8/3', '9'] -> (9 + ((8/3 + (2/9 * 3/2)) / 1/5))
[86783] ['1/5', '5/7', '3/4', '6/7', '8'] -> (((3/4 * 8) - (6/7 / 5/7)) / 1/5)
