[292546] ['4/9', '5/6', '6/5', '5/2', '8'] -> ((8 / 6/5) / ((4/9 * 5/2) - 5/6))
[299129] ['5/9', '5/9', '3/4', '2', '9/2'] -> (((5/9 + 9/2) / (3/4 - 5/9)) - 2)
[299130] ['5/7', '5/6', '1', '5/3', '7/3'] -> ((5/3 + 7/3) / ((5/6 / 5/7) - 1))
[299131] ['1/8', '3/7', '8/9', '3/2', '2'] -> ((2 / (3/2 * (1/8 * 3/7))) - 8/9)
[299132] ['5/9', '3/5', '7/3', '7/2', '7'] -> (7/2 * (7 - ((5/9 * 3/5) / 7/3)))
[299133] ['1/7', '4/9', '2/3', '9/2', '8'] -> (((8 + (2/3 / 1/7)) / 4/9) - 9/2)
[299134] ['2/7', '1/3', '3/7', '9/5', '6'] -> ((2/7 + (6 / (1/3 * 9/5))) / 3/7)
[299135] ['4/5', '5/6', '5/3', '9/2', '7'] -> (9/2 + ((4/5 + 7) * (5/6 + 5/3)))
[299136] ['1/9', '5/6', '7/4', '7/4', '8'] -> ((5/6 + 7/4) / ((7/4 / 8) - 1/9))
[299137] ['1/6', '7/5', '3/2', '3', '9/2'] -> (9/2 * (3 + (7/5 * (1/6 + 3/2))))
[299138] ['1/7', '4/9', '5/7', '3/4', '8'] -> (((8 - 1/7) / (4/9 * 5/7)) - 3/4)
[299139] ['5/7', '5/6', '1', '5/3', '8/3'] -> (1 / ((5/3 / (5/7 * 8/3)) - 5/6))
[299140] ['4/5', '5/6', '7/4', '7/4', '7'] -> (7 / (5/6 * (7/4 - (4/5 * 7/4))))
[299141] ['1/2', '5/9', '4/7', '6/5', '8'] -> (8 * ((1/2 / 5/9) + (6/5 / 4/7)))
[299142] ['1/9', '5/8', '7/8', '1', '7/4'] -> (((7/8 + 7/4) / 1/9) - (5/8 - 1))
[299143] ['4/5', '5/6', '7/4', '9/5', '7'] -> (7 / (7/4 * (9/5 - (4/5 + 5/6))))
[299144] ['3/7', '7/9', '7/9', '5/6', '9'] -> (((9 / 3/7) - (7/9 / 7/9)) / 5/6)
[299145] ['1/7', '4/9', '5/7', '4/5', '8'] -> ((8 / 4/9) / ((5/7 / 4/5) - 1/7))
[299146] ['4/5', '5/6', '7/4', '9/4', '7'] -> (5/6 * (4/5 + (7 * (7/4 + 9/4))))
[299147] ['3/7', '4/7', '3/5', '5/3', '5'] -> ((5 + (4/7 + 3/5)) / (3/7 / 5/3))
[299148] ['1/2', '5/9', '4/7', '4/3', '8'] -> (((8 / 4/7) - (1/2 * 4/3)) / 5/9)
[299149] ['1/9', '5/8', '7/8', '1', '9/4'] -> (((5/8 + 9/4) / 1/9) - (7/8 + 1))
[299150] ['1/7', '4/9', '5/7', '6/7', '8'] -> ((5/7 * 8) / ((4/9 * 6/7) - 1/7))
[299151] ['4/5', '5/6', '7/4', '8/3', '7'] -> ((4/5 * 5/6) + (8/3 * (7/4 + 7)))
[299152] ['5/9', '3/5', '7/2', '7/2', '7'] -> ((7 + (7/2 / 7/2)) / (5/9 * 3/5))
[299153] ['1/6', '7/5', '5/3', '5/3', '3'] -> (5/3 * ((7/5 + 3) + (5/3 / 1/6)))
[299154] ['2/7', '5/4', '7/5', '5/2', '9'] -> (((9 - (5/2 / 7/5)) / 2/7) - 5/4)
[299155] ['1/7', '4/9', '5/7', '9/8', '8'] -> (8 / ((1/7 - 4/9) + (5/7 / 9/8)))
[299156] ['5/7', '5/6', '1', '7/4', '9/4'] -> ((7/4 + 9/4) / ((5/6 / 5/7) - 1))
[299157] ['1/8', '3/7', '8/9', '2', '8/3'] -> ((8/3 / (2 * (1/8 * 3/7))) - 8/9)
[299158] ['3/7', '7/9', '7/9', '6/5', '9'] -> (6/5 * ((9 / 3/7) - (7/9 / 7/9)))
[299159] ['1/6', '7/5', '5/3', '7/4', '3'] -> ((5/3 / 7/4) * (3 / (1/6 / 7/5)))
[299160] ['1/9', '5/8', '7/8', '1', '9/2'] -> (1 / ((5/8 / 9/2) - (1/9 * 7/8)))
[299161] ['3/7', '4/7', '3/5', '7/3', '5'] -> (7/3 + ((4/7 + 5) / (3/7 * 3/5)))
[299162] ['2/7', '5/7', '5/7', '1', '9/4'] -> ((5/7 + 1) / (5/7 - (2/7 * 9/4)))
[299163] ['4/5', '5/6', '9/5', '9/5', '7'] -> ((9/5 + (7 * (4/5 + 9/5))) / 5/6)
[299164] ['1/7', '3/8', '7/4', '2', '9/4'] -> (2 / ((1/7 * 7/4) - (3/8 / 9/4)))
[299165] ['5/9', '5/9', '7/9', '7/6', '2'] -> ((5/9 + 7/9) / (7/6 - (5/9 * 2)))
[299166] ['3/7', '7/9', '7/9', '5/4', '9'] -> (9 / ((5/4 / (7/9 + 7/9)) - 3/7))
[299167] ['1/7', '4/9', '5/7', '7/6', '8'] -> ((5/7 * 8) / ((4/9 / 7/6) - 1/7))
[299168] ['4/5', '5/6', '9/5', '9/4', '7'] -> ((7 / 5/6) / ((4/5 + 9/5) - 9/4))
[299169] ['5/9', '5/8', '5/8', '3/4', '7'] -> (7 / ((5/8 / 5/9) - (5/8 / 3/4)))
[299170] ['1/9', '5/8', '8/9', '1', '8/7'] -> (1 / ((8/9 / 8/7) - (1/9 + 5/8)))
[299171] ['5/7', '5/6', '1', '7/4', '5/2'] -> ((1 / 5/6) / (5/2 - (7/4 / 5/7)))
[299172] ['3/7', '4/7', '3/5', '8/3', '5'] -> ((5 * (3/7 + 3/5)) / (4/7 / 8/3))
[299173] ['2/7', '5/4', '3/2', '3/2', '9'] -> (((3/2 / 2/7) - 5/4) / (3/2 / 9))
[299174] ['5/7', '5/6', '1', '7/4', '8/3'] -> (1 / ((7/4 * (5/7 + 5/6)) - 8/3))
[299175] ['5/9', '5/9', '7/9', '5/4', '2'] -> ((2 / 5/9) / ((7/9 / 5/9) - 5/4))
[299176] ['1/9', '5/6', '9/4', '8/3', '8'] -> ((8 / (9/4 * (1/9 / 5/6))) - 8/3)
[299177] ['3/7', '7/9', '7/9', '7/5', '9'] -> ((9 - 3/7) / (7/9 / (7/9 + 7/5)))
[299178] ['2/7', '1/3', '4/9', '7/8', '6'] -> ((6 + ((1/3 / 4/9) / 7/8)) / 2/7)
[299179] ['1/9', '5/8', '8/9', '1', '7/6'] -> (1 / (((8/9 - 1/9) / 7/6) - 5/8))
[299180] ['1/7', '3/8', '7/4', '2', '9/2'] -> ((9/2 / (1/7 * 3/8)) / (7/4 * 2))
[299181] ['3/7', '4/7', '5/8', '5/8', '5'] -> (5 / ((5/8 / (3/7 / 4/7)) - 5/8))
[299182] ['4/5', '5/6', '9/4', '9/4', '7'] -> (7 / ((5/6 * (4/5 + 9/4)) - 9/4))
[299183] ['5/9', '5/8', '5/8', '5/6', '7'] -> ((7 + (5/6 / 5/8)) / (5/9 * 5/8))
[299184] ['2/7', '1/3', '4/9', '9/8', '6'] -> ((6 / (2/7 * 9/8)) / (1/3 + 4/9))
[299185] ['1/6', '7/5', '7/4', '7/4', '3'] -> (((7/4 * 3) - (7/4 / 7/5)) / 1/6)
[299186] ['5/9', '5/9', '7/9', '4/3', '2'] -> (4/3 / ((5/9 - 7/9) + (5/9 / 2)))
[299187] ['5/7', '5/6', '1', '7/4', '9/2'] -> (9/2 / ((7/4 / (5/7 + 1)) - 5/6))
[299188] ['1/9', '5/8', '8/9', '1', '6/5'] -> (((8/9 * 6/5) + (1 / 5/8)) / 1/9)
[299189] ['1/8', '3/7', '9/8', '5/4', '2'] -> (9/8 * ((5/4 / (1/8 * 3/7)) - 2))
[299190] ['2/7', '5/4', '3/2', '8/3', '9'] -> (9 / ((5/4 / 2/7) - (3/2 * 8/3)))
[299191] ['1/9', '5/6', '5/2', '5/2', '8'] -> (5/6 / ((5/2 / 8) - (1/9 * 5/2)))
[299192] ['2/7', '1/3', '4/9', '7/6', '6'] -> ((4/9 / 7/6) * (6 / (2/7 * 1/3)))
[299193] ['4/5', '5/6', '9/4', '7/3', '7'] -> ((7 * (5/6 + (7/3 / 4/5))) - 9/4)
[299194] ['1/9', '5/8', '8/9', '1', '9/7'] -> ((8/9 + (1 / 9/7)) / (1/9 * 5/8))
[299195] ['1/7', '4/9', '5/7', '7/4', '8'] -> ((4/9 * 8) * (7/4 + (5/7 / 1/7)))
[299196] ['1/8', '3/7', '9/8', '4/3', '2'] -> (2 / ((1/8 / 3/7) + (9/8 - 4/3)))
[299197] ['5/9', '5/9', '7/9', '3/2', '2'] -> ((5/9 + 7/9) / ((5/9 + 3/2) - 2))
[299198] ['1/7', '3/8', '9/5', '2', '7/3'] -> ((7/3 * (1/7 + 2)) / (3/8 / 9/5))
[299199] ['3/7', '4/7', '5/8', '7/8', '5'] -> ((5 + (3/7 + 4/7)) / (7/8 - 5/8))
[299200] ['5/7', '5/6', '1', '9/5', '9/4'] -> (5/7 / (5/6 - (9/4 / (1 + 9/5))))
[299201] ['1/9', '5/6', '5/2', '7/2', '8'] -> ((5/2 * 8) - (7/2 - (5/6 / 1/9)))
[299202] ['1/9', '5/8', '8/9', '1', '7/5'] -> ((7/5 + (1 / 5/8)) / (1/9 / 8/9))
[299203] ['4/5', '5/6', '9/4', '8/3', '7'] -> ((8/3 * (9/4 + 7)) - (4/5 * 5/6))
[299204] ['1/6', '7/5', '7/4', '5/2', '3'] -> (7/4 * (3 + (5/2 / (1/6 * 7/5))))
[299205] ['5/9', '5/9', '7/9', '8/5', '2'] -> (2 / (7/9 - ((5/9 + 5/9) / 8/5)))
[299206] ['2/7', '5/7', '3/4', '6/7', '1'] -> ((2/7 + 6/7) / (1 - (5/7 / 3/4)))
[299207] ['3/7', '4/7', '5/8', '8/9', '5'] -> ((5 + (4/7 / 3/7)) / (8/9 - 5/8))
[299208] ['1/8', '3/7', '9/8', '7/5', '2'] -> ((7/5 * 2) * ((9/8 / 1/8) - 3/7))
[299209] ['1/9', '5/8', '8/9', '1', '7/4'] -> ((1 + (7/4 / (1/9 / 8/9))) / 5/8)
[299210] ['2/7', '5/4', '8/5', '7/4', '9'] -> (8/5 * ((7/4 * (2/7 + 9)) - 5/4))
[299211] ['3/7', '4/7', '5/8', '9/8', '5'] -> (((3/7 + 9/8) / (5/8 - 4/7)) - 5)
[299212] ['2/7', '5/7', '3/4', '8/9', '1'] -> ((2/7 + 1) / ((5/7 / 8/9) - 3/4))
[299213] ['1/7', '3/8', '9/5', '2', '8/3'] -> (9/5 * ((8/3 / 1/7) - (2 / 3/8)))
[299214] ['2/7', '5/7', '3/4', '1', '9/8'] -> ((2/7 + 1) / ((5/7 * 9/8) - 3/4))
[299215] ['1/9', '5/8', '8/9', '1', '9/4'] -> (1 + ((5/8 + 9/4) / (1/9 / 8/9)))
[299216] ['1/8', '3/7', '9/8', '5/3', '2'] -> (((2 + (9/8 / 1/8)) / 3/7) - 5/3)
[299217] ['3/7', '4/7', '5/8', '8/7', '5'] -> ((8/7 + (4/7 / 5/8)) / (3/7 / 5))
[299218] ['1/7', '4/9', '3/4', '3/4', '8'] -> ((3/4 + (3/4 / 1/7)) + (8 / 4/9))
[299219] ['5/9', '5/8', '5/8', '6/5', '7'] -> ((7 / (5/8 - (5/9 * 5/8))) - 6/5)
[299220] ['1/2', '5/9', '3/5', '2/3', '8'] -> (8 * (3/5 + (2/3 / (1/2 * 5/9))))
[299221] ['3/7', '7/9', '7/9', '9/2', '9'] -> ((9/2 + (9 / (7/9 + 7/9))) / 3/7)
[299222] ['4/5', '5/6', '7/3', '5/2', '7'] -> ((4/5 * 5/6) + (5/2 * (7/3 + 7)))
[299223] ['2/7', '5/4', '8/5', '7/3', '9'] -> (9 * ((2/7 * 7/3) + (5/4 * 8/5)))
[299224] ['1/7', '3/8', '9/5', '2', '7/2'] -> (2 / (1/7 - ((3/8 / 9/5) / 7/2)))
[299225] ['4/5', '5/6', '7/3', '8/3', '7'] -> (8/3 * ((7/3 / 5/6) - (4/5 - 7)))
[299226] ['5/9', '5/9', '7/9', '2', '5/2'] -> ((5/9 + 7/9) / ((5/9 + 2) - 5/2))
[299227] ['3/7', '4/7', '5/8', '5/4', '5'] -> ((3/7 * 5) / ((4/7 * 5/4) - 5/8))
[299228] ['1/9', '6/7', '6/7', '9/8', '8'] -> ((6/7 / 9/8) / ((1/9 * 8) - 6/7))
[299229] ['1/2', '5/9', '3/5', '3/4', '8'] -> (8 / ((1/2 / 3/4) - (5/9 * 3/5)))
[299230] ['5/9', '5/9', '7/9', '2', '7/2'] -> ((5/9 + 7/9) / (2 - (5/9 * 7/2)))
[299231] ['2/7', '5/4', '8/5', '5/2', '9'] -> (9 / ((5/4 / 2/7) - (8/5 * 5/2)))
[299232] ['5/7', '5/6', '1', '9/4', '7/3'] -> ((5/7 / 5/6) / (1 - (9/4 / 7/3)))
[299233] ['1/7', '3/8', '9/5', '2', '9/2'] -> (2 / (1/7 - (3/8 / (9/5 + 9/2))))
[299234] ['2/7', '1/3', '4/9', '9/5', '6'] -> ((6 - (4/9 / 2/7)) / (1/3 / 9/5))
[299235] ['3/7', '4/7', '5/8', '7/5', '5'] -> (((7/5 * 5) - 4/7) / (3/7 * 5/8))
[299236] ['1/7', '4/9', '3/4', '7/8', '8'] -> ((3/4 / (1/7 * 7/8)) + (8 / 4/9))
[299237] ['1/2', '5/9', '3/5', '7/9', '8'] -> (((8 / 3/5) - (5/9 + 7/9)) / 1/2)
[299238] ['5/9', '5/9', '4/5', '4/5', '2'] -> (4/5 / ((5/9 - 4/5) + (5/9 / 2)))
[299239] ['1/8', '3/7', '9/8', '2', '8/3'] -> (2 / ((1/8 - 8/3) + (9/8 / 3/7)))
[299240] ['5/7', '5/6', '1', '9/4', '8/3'] -> (1 / (8/3 - (9/4 / (5/7 / 5/6))))
[299241] ['2/7', '5/7', '3/4', '1', '3/2'] -> ((2/7 + 1) / (3/2 * (3/4 - 5/7)))
[299242] ['2/7', '1/3', '4/9', '5/2', '6'] -> ((6 * (5/2 + (4/9 / 2/7))) - 1/3)
[299243] ['4/5', '5/6', '8/3', '9/2', '7'] -> ((9/2 * (4/5 + 8/3)) + (7 / 5/6))
[299244] ['1/2', '5/9', '3/5', '7/8', '8'] -> (((8 / (5/9 / 7/8)) - 3/5) / 1/2)
[299245] ['3/7', '4/7', '5/8', '7/4', '5'] -> (5 / ((4/7 / 3/7) + (5/8 - 7/4)))
[299246] ['1/9', '5/8', '1', '9/8', '7/5'] -> ((7/5 + (1 / 5/8)) / (1/9 * 9/8))
[299247] ['1/9', '6/7', '6/7', '4/3', '8'] -> ((4/3 - (6/7 / 6/7)) / (1/9 / 8))
[299248] ['4/5', '5/6', '7/2', '7/2', '7'] -> (5/6 * ((4/5 + 7/2) + (7/2 * 7)))
[299249] ['1/8', '3/7', '9/8', '2', '9/2'] -> ((9/2 / 3/7) / ((9/8 / 2) - 1/8))
[299250] ['5/9', '5/9', '4/5', '7/8', '2'] -> ((2 / (5/9 + 5/9)) / (7/8 - 4/5))
[299251] ['1/7', '3/8', '2', '7/3', '5/2'] -> ((5/2 / 7/3) / ((3/8 / 2) - 1/7))
[299252] ['5/7', '5/6', '1', '7/3', '7/3'] -> ((7/3 + (5/7 * 7/3)) / (1 - 5/6))
[299253] ['4/5', '5/6', '7/2', '9/2', '7'] -> (5/6 * ((4/5 - 7/2) + (9/2 * 7)))
[299254] ['2/7', '5/7', '3/4', '1', '7/4'] -> ((2/7 + (1 / 7/4)) / (3/4 - 5/7))
[299255] ['2/7', '1/3', '1/2', '5/9', '6'] -> ((1/3 + (6 / (2/7 / 5/9))) / 1/2)
[299256] ['1/2', '5/9', '3/5', '8/7', '8'] -> (((8 / (5/9 * 8/7)) - 3/5) / 1/2)
[299257] ['1/7', '4/9', '3/4', '5/4', '8'] -> (4/9 * ((8 / 1/7) - (3/4 + 5/4)))
[299258] ['3/7', '4/7', '2/3', '5/7', '5'] -> (2/3 + ((5/7 + 5) / (3/7 * 4/7)))
[299259] ['1/8', '3/7', '8/7', '6/5', '2'] -> ((8/7 + (3/7 / 6/5)) / (1/8 / 2))
[299260] ['1/6', '7/5', '7/3', '3', '7/2'] -> (3 * ((7/5 * (7/3 + 7/2)) - 1/6))
[299261] ['3/7', '7/9', '4/5', '6/5', '9'] -> ((4/5 + 6/5) * (3/7 + (9 / 7/9)))
[299262] ['1/9', '6/7', '6/7', '3/2', '8'] -> (8 / ((6/7 * (3/2 - 1/9)) - 6/7))
[299263] ['2/7', '1/3', '1/2', '3/5', '6'] -> (6 / ((1/2 / (1/3 + 3/5)) - 2/7))
[299264] ['1/2', '5/9', '3/5', '6/5', '8'] -> ((8 / 6/5) / ((1/2 / 3/5) - 5/9))
[299265] ['1/6', '7/5', '7/3', '3', '9/2'] -> (3 * (9/2 + (7/5 * (1/6 + 7/3))))
[299266] ['3/7', '4/7', '2/3', '3/4', '5'] -> (5 / ((4/7 / 3/7) - (3/4 / 2/3)))
[299267] ['1/9', '5/8', '1', '9/8', '7/4'] -> ((1 + (7/4 / (1/9 * 9/8))) / 5/8)
[299268] ['2/7', '5/7', '3/4', '1', '9/4'] -> (2/7 / (((5/7 + 1) / 9/4) - 3/4))
[299269] ['1/7', '3/8', '2', '5/2', '8/3'] -> (2 * ((8/3 / 1/7) - (5/2 / 3/8)))
[299270] ['1/2', '5/9', '3/5', '5/4', '8'] -> ((3/5 + (8 / 5/9)) / (1/2 * 5/4))
[299271] ['1/7', '4/9', '3/4', '7/5', '8'] -> (((8 - 1/7) / (4/9 / 7/5)) - 3/4)
[299272] ['2/7', '5/4', '5/3', '9/2', '9'] -> ((9/2 / 2/7) + (9 - (5/4 / 5/3)))
[299273] ['5/9', '5/8', '5/8', '7/2', '7'] -> ((5/8 - (5/8 / 5/9)) + (7/2 * 7))
[299274] ['1/9', '6/7', '6/7', '5/3', '8'] -> ((5/3 / 1/9) + (8 + (6/7 / 6/7)))
[299275] ['1/9', '5/8', '1', '9/8', '9/4'] -> (1 + ((5/8 + 9/4) / (1/9 * 9/8)))
[299276] ['1/7', '4/9', '3/4', '5/3', '8'] -> ((4/9 + 8) + (5/3 / (1/7 * 3/4)))
[299277] ['1/2', '5/9', '3/5', '7/4', '8'] -> ((8 / (5/9 / 7/4)) - (3/5 / 1/2))
[299278] ['2/7', '1/3', '1/2', '9/8', '6'] -> (6 / (2/7 * (1/2 + (1/3 * 9/8))))
[299279] ['1/7', '3/8', '2', '8/3', '9/2'] -> (3/8 + (9/2 / (8/3 * (1/7 / 2))))
[299280] ['2/7', '5/4', '7/4', '9/4', '9'] -> (9 / ((5/4 / 2/7) - (7/4 + 9/4)))
[299281] ['3/7', '4/7', '2/3', '4/3', '5'] -> (5 / (4/3 - ((3/7 / 4/7) / 2/3)))
[299282] ['5/9', '5/9', '4/5', '7/5', '2'] -> (2 / ((5/9 * 7/5) - (5/9 / 4/5)))
[299283] ['3/7', '7/9', '4/5', '7/4', '9'] -> ((9 / (3/7 * 4/5)) - (7/4 / 7/9))
[299284] ['1/7', '3/8', '2', '7/2', '7/2'] -> ((2 + (7/2 / (1/7 * 7/2))) / 3/8)
[299285] ['5/7', '5/6', '1', '8/3', '7/2'] -> ((5/7 + 1) / (5/6 - (8/3 / 7/2)))
[299286] ['1/8', '3/7', '7/6', '6/5', '2'] -> ((2 + (3/7 * 7/6)) / (1/8 / 6/5))
[299287] ['3/7', '4/7', '2/3', '7/5', '5'] -> ((5 * (3/7 + 7/5)) / (4/7 * 2/3))
[299288] ['2/7', '1/3', '1/2', '5/4', '6'] -> (6 * ((1/2 / (2/7 * 1/3)) - 5/4))
[299289] ['1/9', '5/8', '1', '9/8', '9/2'] -> ((1 / 1/9) / (5/8 - (9/8 / 9/2)))
[299290] ['1/9', '6/7', '6/7', '5/2', '8'] -> (8 / (1/9 * (6/7 + (6/7 * 5/2))))
[299291] ['3/7', '7/9', '4/5', '9/4', '9'] -> (9 * (9/4 + ((3/7 * 7/9) / 4/5)))
[299292] ['3/7', '4/7', '2/3', '8/5', '5'] -> ((8/5 * 5) / ((3/7 + 4/7) - 2/3))
[299293] ['5/9', '5/9', '4/5', '5/3', '2'] -> ((5/3 * 2) / ((5/9 / 4/5) - 5/9))
[299294] ['1/7', '3/8', '2', '9/2', '9/2'] -> ((2 + (9/2 / (1/7 * 9/2))) / 3/8)
[299295] ['1/9', '5/8', '1', '8/7', '7/6'] -> (((5/8 + 7/6) + (1 / 8/7)) / 1/9)
[299296] ['1/8', '3/7', '7/6', '7/5', '2'] -> ((3/7 + (2 / 7/6)) / (1/8 / 7/5))
[299297] ['1/6', '3/2', '8/5', '5/3', '3'] -> ((5/3 / (1/6 / 8/5)) * (3 - 3/2))
[299298] ['5/9', '5/8', '2/3', '9/8', '7'] -> (((7 / (9/8 - 5/8)) - 2/3) / 5/9)
[299299] ['4/5', '6/7', '6/7', '3/2', '7'] -> (7 * ((6/7 / 4/5) + (6/7 + 3/2)))
[299300] ['2/7', '1/3', '1/2', '9/5', '6'] -> ((1/3 + (6 / (2/7 * 9/5))) / 1/2)
[299301] ['3/7', '4/7', '2/3', '9/4', '5'] -> ((5 + (3/7 + 2/3)) / (4/7 / 9/4))
[299302] ['1/7', '2/5', '2/5', '1/2', '2'] -> ((2 + (2/5 / 1/7)) / (2/5 * 1/2))
[299303] ['1/8', '3/7', '7/6', '5/3', '2'] -> (((5/3 / 7/6) - (3/7 - 2)) / 1/8)
[299304] ['3/7', '7/9', '4/5', '9/2', '9'] -> ((9/2 * (7/9 * 4/5)) * (9 - 3/7))
[299305] ['1/2', '5/9', '5/8', '6/7', '8'] -> ((8 / 6/7) / ((5/9 / 5/8) - 1/2))
[299306] ['3/7', '4/7', '2/3', '5/2', '5'] -> ((5 / 5/2) / ((3/7 / 4/7) - 2/3))
[299307] ['2/7', '5/4', '9/5', '8/3', '9'] -> ((8/3 / (2/7 / 9/5)) + (9 / 5/4))
[299308] ['1/7', '4/9', '7/9', '5/6', '8'] -> (8 / ((5/6 * (4/9 / 7/9)) - 1/7))
[299309] ['2/7', '1/3', '5/9', '5/9', '6'] -> ((5/9 / (1/3 * 5/9)) + (6 / 2/7))
[299310] ['1/7', '2/5', '2/5', '3/5', '2'] -> ((2 + (2/5 / 1/7)) / (3/5 - 2/5))
[299311] ['5/9', '5/8', '2/3', '9/7', '7'] -> (((9/7 * 7) - 2/3) / (5/9 * 5/8))
[299312] ['1/2', '5/9', '5/8', '8/9', '8'] -> ((8 / (1/2 * 5/8)) - (8/9 / 5/9))
[299313] ['5/9', '5/9', '4/5', '2', '8/3'] -> (8/3 / ((5/9 * (2 - 4/5)) - 5/9))
[299314] ['1/7', '2/5', '2/5', '5/8', '2'] -> (((2/5 / 2/5) + (2 / 1/7)) / 5/8)
[299315] ['3/7', '4/7', '5/7', '7/9', '5'] -> ((5/7 + 5) / (4/7 - (3/7 * 7/9)))
[299316] ['1/7', '4/9', '7/9', '7/6', '8'] -> ((4/9 / 7/9) / (7/6 - (1/7 * 8)))
[299317] ['2/7', '1/3', '5/9', '5/8', '6'] -> ((1/3 + (6 / 2/7)) / (5/9 / 5/8))
[299318] ['1/7', '2/5', '2/5', '2/3', '2'] -> ((2/5 + (2 / 1/7)) / (2/5 / 2/3))
[299319] ['4/5', '6/7', '6/7', '5/2', '7'] -> ((6/7 + 6/7) * (7 * (4/5 * 5/2)))
[299320] ['1/8', '3/7', '6/5', '5/4', '2'] -> ((6/5 / (1/8 * 3/7)) + (2 / 5/4))
[299321] ['1/7', '4/9', '7/9', '6/5', '8'] -> (8 / (((4/9 / 7/9) / 6/5) - 1/7))
[299322] ['5/9', '5/9', '5/6', '5/6', '2'] -> (2 / (5/6 - (5/6 / (5/9 + 5/9))))
[299323] ['5/9', '5/8', '2/3', '9/4', '7'] -> ((7 / (5/8 / 9/4)) - (2/3 / 5/9))
[299324] ['3/7', '4/7', '5/7', '5/6', '5'] -> (5 / ((5/7 / 3/7) - (5/6 / 4/7)))
[299325] ['2/7', '1/3', '5/9', '5/7', '6'] -> ((2/7 + (6 / (5/9 / 5/7))) / 1/3)
[299326] ['1/2', '5/9', '5/8', '7/6', '8'] -> ((7/6 * 8) / ((5/9 / 5/8) - 1/2))
[299327] ['1/9', '6/7', '7/8', '4/3', '8'] -> (8 + (4/3 / (7/8 * (1/9 * 6/7))))
[299328] ['3/7', '7/9', '5/6', '7/5', '9'] -> ((7/5 + (9 / 3/7)) / (7/9 / 5/6))
[299329] ['4/5', '6/7', '6/7', '9/2', '7'] -> (7 * ((4/5 * (6/7 + 9/2)) - 6/7))
[299330] ['5/9', '5/9', '5/6', '8/9', '2'] -> ((5/6 * 2) / ((5/9 / 8/9) - 5/9))
[299331] ['1/7', '4/9', '7/9', '7/5', '8'] -> (8 * (7/9 + (4/9 / (1/7 * 7/5))))
[299332] ['3/7', '4/7', '5/7', '8/9', '5'] -> ((4/7 + 5) / (5/7 - (3/7 / 8/9)))
[299333] ['1/8', '3/7', '6/5', '7/5', '2'] -> (((3/7 * 7/5) + (6/5 * 2)) / 1/8)
[299334] ['5/7', '6/7', '6/7', '1', '7/4'] -> ((1 / 7/4) / (6/7 - (5/7 / 6/7)))
[299335] ['5/9', '5/8', '2/3', '8/3', '7'] -> (((8/3 / 5/9) + (7 / 5/8)) / 2/3)
[299336] ['2/7', '1/3', '5/9', '4/5', '6'] -> (((6 / 5/9) - (4/5 / 2/7)) / 1/3)
[299337] ['5/9', '5/9', '5/6', '8/7', '2'] -> ((5/6 * 2) / (5/9 - (5/9 / 8/7)))
[299338] ['3/7', '4/7', '5/7', '9/8', '5'] -> ((4/7 + 5) / (5/7 - (3/7 * 9/8)))
[299339] ['1/7', '2/5', '2/5', '7/8', '2'] -> ((2 + (2/5 / 2/5)) / (1/7 * 7/8))
[299340] ['3/7', '7/9', '5/6', '5/3', '9'] -> ((3/7 + (9 / 7/9)) / (5/6 / 5/3))
[299341] ['5/9', '5/9', '5/6', '7/6', '2'] -> ((5/9 / 5/6) / ((7/6 / 2) - 5/9))
[299342] ['1/6', '8/5', '8/5', '9/4', '3'] -> (((8/5 + 3) / 1/6) - (8/5 * 9/4))
[299343] ['5/7', '6/7', '6/7', '1', '9/5'] -> (6/7 / ((5/7 / (9/5 - 1)) - 6/7))
[299344] ['3/7', '4/7', '5/7', '7/6', '5'] -> ((5/7 + 5) / ((4/7 * 7/6) - 3/7))
[299345] ['2/7', '1/3', '5/9', '6/7', '6'] -> ((6 / (5/9 - 1/3)) - (6/7 / 2/7))
[299346] ['3/7', '7/9', '5/6', '9/5', '9'] -> (5/6 * (9/5 + (9 / (3/7 * 7/9))))
[299347] ['1/2', '5/9', '5/8', '9/5', '8'] -> (((8 / 1/2) - (5/9 * 9/5)) / 5/8)
[299348] ['5/7', '6/7', '6/7', '1', '9/4'] -> (6/7 / ((5/7 * (9/4 - 1)) - 6/7))
[299349] ['5/9', '5/8', '5/7', '3/4', '7'] -> ((5/7 * 7) / (5/8 - (5/9 * 3/4)))
[299350] ['1/9', '6/7', '7/8', '5/3', '8'] -> ((6/7 * 8) + (5/3 / (1/9 * 7/8)))
[299351] ['1/9', '5/8', '1', '8/7', '9/2'] -> (1 / ((5/8 / 9/2) - (1/9 / 8/7)))
[299352] ['1/6', '8/5', '5/3', '7/4', '3'] -> (3 * (7/4 + (5/3 / (1/6 * 8/5))))
[299353] ['1/7', '2/5', '2/5', '7/6', '2'] -> ((2 - 2/5) / (7/6 * (1/7 * 2/5)))
[299354] ['5/9', '5/9', '5/6', '5/4', '2'] -> (2 / (((5/9 + 5/9) / 5/6) - 5/4))
[299355] ['2/7', '5/4', '8/3', '8/3', '9'] -> (9 + (5/4 * (8/3 + (8/3 / 2/7))))
[299356] ['1/6', '8/5', '5/3', '7/3', '3'] -> ((5/3 / (1/6 / 8/5)) / (3 - 7/3))
