[203896] ['3/7', '9/8', '7/6', '7/3', '6'] -> ((7/6 * 6) / ((9/8 / 3/7) - 7/3))
[212107] ['7/9', '7/9', '2', '9/4', '8/3'] -> (8/3 / ((7/9 / 7/9) - (2 / 9/4)))
[212108] ['1/7', '9/8', '8/7', '8/7', '7'] -> (7 + ((8/7 + (9/8 * 8/7)) / 1/7))
[212109] ['4/5', '7/8', '6/5', '6/5', '8'] -> (((6/5 + 6/5) / (7/8 - 4/5)) - 8)
[212110] ['1/8', '1/8', '4/7', '7/4', '9'] -> (9 / (4/7 - (1/8 + (1/8 / 7/4))))
[212111] ['5/8', '7/6', '9/7', '5/2', '8'] -> ((8 + (7/6 + 5/2)) / (5/8 / 9/7))
[212112] ['3/8', '3/5', '6/7', '7/6', '6'] -> (((6 / 3/5) - (6/7 * 7/6)) / 3/8)
[212113] ['5/6', '8/7', '5/4', '4/3', '9'] -> (9 * ((5/4 / 5/6) + (4/3 / 8/7)))
[212114] ['2/3', '5/7', '6/5', '9/5', '6'] -> (6 / ((9/5 / (2/3 + 6/5)) - 5/7))
[212115] ['6/7', '7/6', '7/4', '8/3', '5'] -> ((7/4 * 8/3) * (6/7 + (5 / 7/6)))
[212116] ['4/5', '7/8', '6/5', '9/7', '8'] -> (8 * (9/7 + (6/5 / (4/5 * 7/8))))
[212117] ['7/9', '7/9', '2', '9/4', '9/2'] -> ((2 + (7/9 + 7/9)) * (9/4 + 9/2))
[212118] ['1/7', '3/8', '1', '7/6', '5/3'] -> (((5/3 / (1/7 * 7/6)) - 1) / 3/8)
[212119] ['3/8', '3/5', '6/7', '5/4', '6'] -> (6 / (3/5 - ((3/8 / 6/7) / 5/4)))
[212120] ['1/7', '9/8', '8/7', '5/4', '7'] -> ((8/7 + 7) / (1/7 * (9/8 + 5/4)))
[212121] ['4/9', '4/7', '3/5', '9/5', '6'] -> (6 / ((3/5 / 4/7) - (4/9 * 9/5)))
[212122] ['4/5', '7/8', '6/5', '3/2', '8'] -> ((3/2 * 8) / (6/5 - (4/5 * 7/8)))
[212123] ['1/6', '7/8', '5/4', '5/4', '2'] -> ((7/8 + (2 * (5/4 * 5/4))) / 1/6)
[212124] ['5/6', '8/7', '5/4', '3/2', '9'] -> (9 * ((5/4 / (3/2 - 8/7)) - 5/6))
[212125] ['1/7', '3/8', '1', '7/6', '9/5'] -> (1 / ((3/8 / 9/5) - (1/7 * 7/6)))
[212126] ['3/8', '3/5', '6/7', '9/7', '6'] -> (((6/7 + 6) + (9/7 / 3/5)) / 3/8)
[212127] ['2/3', '5/7', '6/5', '7/2', '6'] -> (6 / (7/2 * (2/3 - (5/7 / 6/5))))
[212128] ['1/7', '9/8', '8/7', '4/3', '7'] -> ((1/7 * 7) / ((4/3 / 8/7) - 9/8))
[212129] ['3/7', '3/7', '5/9', '6/7', '7'] -> ((7 - (3/7 + 6/7)) / (3/7 * 5/9))
[212130] ['7/9', '7/9', '2', '7/3', '7/2'] -> (2 / (7/3 - (7/2 / (7/9 + 7/9))))
[212131] ['5/6', '8/7', '5/4', '8/5', '9'] -> ((8/7 + 8/5) * (5/4 + (5/6 * 9)))
[212132] ['1/6', '7/8', '5/4', '9/7', '2'] -> (((5/4 / 7/8) + (9/7 * 2)) / 1/6)
[212133] ['6/7', '7/6', '9/5', '7/3', '5'] -> (5 * (9/5 + (6/7 * (7/6 + 7/3))))
[212134] ['1/7', '9/8', '8/7', '7/5', '7'] -> (((7 / 7/5) - 8/7) / (1/7 * 9/8))
[212135] ['7/9', '7/9', '2', '7/3', '9/2'] -> (9/2 * ((7/9 / 7/9) + (2 + 7/3)))
[212136] ['4/5', '7/8', '6/5', '9/2', '8'] -> (((4/5 * 7/8) * (9/2 * 8)) - 6/5)
[212137] ['1/7', '3/8', '1', '7/6', '8/3'] -> (((8/3 / 7/6) - 1) / (1/7 * 3/8))
[212138] ['3/7', '3/7', '5/9', '8/9', '7'] -> ((7 + (3/7 / 3/7)) / (8/9 - 5/9))
[212139] ['5/6', '8/7', '5/4', '5/3', '9'] -> ((8/7 * 9) * (5/3 + (5/6 / 5/4)))
[212140] ['6/7', '7/6', '9/5', '5/2', '5'] -> (5 * ((6/7 + 9/5) + (5/2 / 7/6)))
[212141] ['5/8', '7/6', '4/3', '7/2', '8'] -> ((7/2 * 8) - ((7/6 + 4/3) / 5/8))
[212142] ['3/7', '3/7', '5/9', '9/8', '7'] -> (7 / ((3/7 * (5/9 + 9/8)) - 3/7))
[212143] ['4/9', '4/7', '3/5', '8/3', '6'] -> ((8/3 / (4/7 * (3/5 - 4/9))) - 6)
[212144] ['2/3', '5/7', '5/4', '8/5', '6'] -> ((8/5 + 6) / (5/4 - (2/3 / 5/7)))
[212145] ['1/8', '1/8', '3/5', '5/6', '9'] -> (9 / (1/8 + ((1/8 / 3/5) / 5/6)))
[212146] ['5/6', '8/7', '5/4', '7/4', '9'] -> (9 * ((5/6 / 5/4) + (8/7 * 7/4)))
[212147] ['4/5', '7/8', '5/4', '4/3', '8'] -> ((5/4 * (4/5 + 8)) / (4/3 - 7/8))
[212148] ['6/7', '7/6', '9/5', '9/2', '5'] -> (5 * ((9/2 / 7/6) - (6/7 - 9/5)))
[212149] ['1/7', '9/8', '8/7', '9/5', '7'] -> ((7 + (8/7 / 1/7)) / (9/8 / 9/5))
[212150] ['1/6', '7/8', '5/4', '5/3', '2'] -> (((7/8 + (5/3 * 2)) / 1/6) - 5/4)
[212151] ['2/3', '5/7', '5/4', '5/3', '6'] -> ((6 / (5/7 / 5/3)) / (5/4 - 2/3))
[212152] ['1/5', '3/5', '3/4', '8/9', '1'] -> (3/5 / (1 - (3/4 + (1/5 / 8/9))))
[212153] ['1/7', '9/8', '8/7', '9/4', '7'] -> (8/7 * (7 + (9/4 / (1/7 * 9/8))))
[212154] ['5/8', '7/6', '7/5', '7/4', '8'] -> (8 / (7/5 - (7/6 / (5/8 * 7/4))))
[212155] ['1/8', '1/8', '3/5', '7/8', '9'] -> (9 / (3/5 * (7/8 - (1/8 + 1/8))))
[212156] ['4/5', '7/8', '5/4', '5/3', '8'] -> ((8 - 4/5) / (7/8 / (5/4 + 5/3)))
[212157] ['1/6', '7/8', '5/4', '9/5', '2'] -> (((7/8 * 2) + (5/4 * 9/5)) / 1/6)
[212158] ['5/6', '8/7', '5/4', '9/4', '9'] -> (8/7 * (9/4 + (9 * (5/6 + 5/4))))
[212159] ['1/5', '3/5', '3/4', '1', '8/7'] -> ((3/5 / 1/5) / ((1 / 8/7) - 3/4))
[212160] ['6/7', '7/6', '9/4', '5/2', '5'] -> ((5 + (6/7 * 7/6)) / (5/2 - 9/4))
[212161] ['1/7', '9/8', '8/7', '5/2', '7'] -> ((7 + (5/2 / (1/7 / 8/7))) / 9/8)
[212162] ['1/8', '1/8', '3/5', '8/9', '9'] -> ((8/9 * 9) / (1/8 + (1/8 / 3/5)))
[212163] ['1/7', '3/8', '1', '6/5', '4/3'] -> (6/5 * (4/3 + (1 / (1/7 * 3/8))))
[212164] ['4/9', '4/7', '1', '7/6', '5/4'] -> ((1 / 7/6) / ((4/7 / 4/9) - 5/4))
[212165] ['4/5', '7/8', '5/4', '9/4', '8'] -> ((8 * (7/8 + 9/4)) - (4/5 * 5/4))
[212166] ['3/8', '3/5', '6/7', '8/3', '6'] -> (((6 / (3/5 * 6/7)) - 8/3) / 3/8)
[212167] ['1/5', '3/5', '3/4', '1', '5/4'] -> ((5/4 / ((1/5 + 3/5) - 3/4)) - 1)
[212168] ['6/7', '7/6', '9/4', '8/3', '5'] -> ((9/4 * 8/3) * (5 - (6/7 * 7/6)))
[212169] ['7/9', '7/9', '2', '7/2', '9/2'] -> ((2 + (7/9 / 7/9)) * (7/2 + 9/2))
[212170] ['1/7', '3/8', '1', '6/5', '7/5'] -> ((1 + (7/5 / 1/7)) / (3/8 * 6/5))
[212171] ['2/3', '5/7', '5/4', '9/4', '6'] -> (6 / ((5/4 / 5/7) - (2/3 * 9/4)))
[212172] ['5/6', '8/7', '5/4', '5/2', '9'] -> (8/7 * ((5/2 * 9) - (5/4 / 5/6)))
[212173] ['4/9', '4/7', '5/8', '5/7', '6'] -> ((5/7 / (4/9 * (5/8 - 4/7))) - 6)
[212174] ['3/7', '3/7', '5/9', '9/7', '7'] -> (((7 / 3/7) - (9/7 / 3/7)) / 5/9)
[212175] ['6/7', '7/6', '9/4', '7/2', '5'] -> ((5 * (7/6 + (7/2 / 6/7))) - 9/4)
[212176] ['3/8', '3/5', '6/7', '9/2', '6'] -> ((9/2 / (3/8 * 6/7)) + (6 / 3/5))
[212177] ['5/6', '8/7', '5/4', '8/3', '9'] -> ((9 / (5/6 + 8/3)) / (5/4 - 8/7))
[212178] ['1/5', '3/5', '3/4', '1', '4/3'] -> ((1/5 + 1) / ((3/5 * 4/3) - 3/4))
[212179] ['4/9', '4/7', '1', '7/6', '4/3'] -> (4/3 / ((7/6 * (1 - 4/7)) - 4/9))
[212180] ['2/9', '9/7', '3/2', '7/4', '3'] -> (7/4 * ((3 / 2/9) - (9/7 - 3/2)))
[212181] ['2/3', '5/7', '5/4', '7/2', '6'] -> (7/2 * (6 + (5/7 / (2/3 * 5/4))))
[212182] ['6/7', '7/6', '7/3', '7/3', '5'] -> ((7/3 + 7/3) * (6/7 + (5 / 7/6)))
[212183] ['1/6', '7/8', '9/7', '4/3', '2'] -> (((9/7 * 4/3) + (2 / 7/8)) / 1/6)
[212184] ['3/8', '3/5', '7/8', '7/8', '6'] -> (((6 / 3/5) - (7/8 / 7/8)) / 3/8)
[212185] ['1/7', '9/8', '7/6', '6/5', '7'] -> (6/5 / ((9/8 / (7 - 7/6)) - 1/7))
[212186] ['1/8', '1/8', '3/5', '4/3', '9'] -> (9 / ((1/8 / 3/5) + (1/8 * 4/3)))
[212187] ['4/5', '7/8', '9/7', '3/2', '8'] -> (8 * ((7/8 * 9/7) + (3/2 / 4/5)))
[212188] ['6/7', '7/6', '7/3', '9/2', '5'] -> (9/2 * ((5 / 6/7) - (7/6 / 7/3)))
[212189] ['1/8', '1/8', '3/5', '7/3', '9'] -> (9 * ((1/8 / 3/5) + (1/8 + 7/3)))
[212190] ['2/3', '5/7', '9/7', '9/7', '6'] -> ((9/7 + 9/7) / (5/7 / (2/3 + 6)))
[212191] ['1/7', '3/8', '1', '6/5', '9/5'] -> ((1 / 1/7) / ((6/5 / 9/5) - 3/8))
[212192] ['4/5', '7/8', '9/7', '8/5', '8'] -> ((4/5 / 7/8) + (8 * (9/7 + 8/5)))
[212193] ['6/7', '7/6', '5/2', '5/2', '5'] -> ((5 * (5/2 + 5/2)) - (6/7 * 7/6))
[212194] ['1/8', '1/8', '3/5', '7/2', '9'] -> ((3/5 + 9) * (7/2 - (1/8 / 1/8)))
[212195] ['1/6', '7/8', '9/7', '3/2', '2'] -> (9/7 + ((3/2 + (2 / 7/8)) / 1/6))
[212196] ['1/5', '3/5', '3/4', '1', '7/3'] -> (3/5 / ((3/4 / (1 + 7/3)) - 1/5))
[212197] ['6/7', '7/6', '5/2', '7/2', '5'] -> ((5/2 + 7/2) * (5 - (6/7 * 7/6)))
[212198] ['1/7', '3/8', '1', '6/5', '9/4'] -> ((9/4 / (1/7 * (1 - 3/8))) - 6/5)
[212199] ['3/7', '3/7', '5/9', '5/3', '7'] -> ((7 + (3/7 / 3/7)) / (5/9 / 5/3))
[212200] ['7/9', '4/5', '4/5', '9/8', '2'] -> ((4/5 * 2) / (7/9 - (4/5 / 9/8)))
[212201] ['2/3', '5/7', '9/7', '8/5', '6'] -> ((2/3 + 6) * (8/5 + (5/7 + 9/7)))
[212202] ['1/6', '7/8', '9/7', '8/5', '2'] -> (8/5 * (9/7 + (2 / (1/6 * 7/8))))
[212203] ['5/6', '8/7', '9/7', '7/4', '9'] -> ((9 + (8/7 + 9/7)) / (5/6 / 7/4))
[212204] ['4/9', '4/7', '5/8', '9/8', '6'] -> (6 / ((9/8 * (4/9 / 4/7)) - 5/8))
[212205] ['1/8', '1/8', '5/8', '5/7', '9'] -> (9 / ((1/8 / 5/8) + (1/8 / 5/7)))
[212206] ['1/7', '3/8', '1', '6/5', '7/3'] -> (1 / ((3/8 / 7/3) - (1/7 / 6/5)))
[212207] ['5/8', '7/6', '8/5', '9/2', '8'] -> ((9/2 - (5/8 * 8/5)) / (7/6 / 8))
[212208] ['4/9', '4/7', '1', '7/6', '9/5'] -> ((4/9 / 7/6) / (4/7 - (1 / 9/5)))
[212209] ['3/7', '3/7', '5/9', '9/5', '7'] -> (7 * ((9/5 / 3/7) - (3/7 / 5/9)))
[212210] ['3/8', '3/5', '7/8', '9/7', '6'] -> (((9/7 / 3/5) + (6 / 7/8)) / 3/8)
[212211] ['5/6', '8/7', '9/7', '9/4', '9'] -> (((5/6 + 9) * (8/7 * 9/4)) - 9/7)
[212212] ['1/7', '3/8', '1', '6/5', '5/2'] -> (6/5 / ((3/8 / (1/7 * 5/2)) - 1))
[212213] ['4/9', '4/7', '5/8', '7/6', '6'] -> ((6 + (4/7 * 7/6)) / (4/9 * 5/8))
[212214] ['5/8', '7/6', '5/3', '5/3', '8'] -> ((8 / 5/3) / ((7/6 / 5/8) - 5/3))
[212215] ['1/8', '1/8', '5/8', '4/5', '9'] -> (9 / (1/8 + ((1/8 / 5/8) / 4/5)))
[212216] ['3/8', '3/5', '7/8', '4/3', '6'] -> (6 / ((3/8 + 4/3) - (7/8 / 3/5)))
[212217] ['1/7', '9/8', '7/6', '7/4', '7'] -> (7 / ((1/7 * 7/4) - (9/8 - 7/6)))
[212218] ['6/7', '7/6', '7/2', '9/2', '5'] -> ((5 * (9/2 + (6/7 * 7/6))) - 7/2)
[212219] ['4/9', '4/7', '1', '7/6', '7/3'] -> (4/7 / ((4/9 / 7/3) + (1 - 7/6)))
[212220] ['2/9', '9/7', '8/5', '9/5', '3'] -> ((8/5 + ((9/5 + 3) / 9/7)) / 2/9)
[212221] ['1/7', '3/8', '1', '6/5', '7/2'] -> (1 / ((7/2 * (1/7 / 6/5)) - 3/8))
[212222] ['5/6', '8/7', '4/3', '4/3', '9'] -> ((5/6 + (4/3 / 8/7)) * (4/3 * 9))
[212223] ['2/3', '5/7', '4/3', '7/5', '6'] -> ((4/3 * 6) / ((5/7 * 7/5) - 2/3))
[212224] ['1/8', '1/8', '5/8', '8/9', '9'] -> (((8/9 * 9) - (5/8 / 1/8)) / 1/8)
[212225] ['1/7', '9/8', '7/6', '5/2', '7'] -> ((7 - 5/2) / (7/6 * (1/7 * 9/8)))
[212226] ['1/6', '7/8', '9/7', '2', '8/3'] -> (((9/7 + (8/3 / 7/8)) / 1/6) - 2)
[212227] ['6/7', '7/6', '9/2', '9/2', '5'] -> (6/7 + ((9/2 + (9/2 * 5)) / 7/6))
[212228] ['3/8', '3/5', '7/8', '8/3', '6'] -> ((7/8 + (3/8 / 3/5)) * (8/3 * 6))
[212229] ['4/9', '4/7', '1', '7/6', '8/3'] -> (8/3 / ((4/9 - 1) + (4/7 * 7/6)))
[212230] ['1/7', '3/8', '1', '6/5', '9/2'] -> (9/2 / (1/7 * (1 + (3/8 / 6/5))))
[212231] ['2/3', '5/7', '4/3', '3/2', '6'] -> ((4/3 / (5/7 - 2/3)) - (6 / 3/2))
[212232] ['5/8', '7/6', '7/4', '7/4', '8'] -> (8 / ((5/8 + 7/4) - (7/6 * 7/4)))
[212233] ['1/8', '1/8', '5/8', '8/7', '9'] -> ((5/8 * 9) / (1/8 + (1/8 / 8/7)))
[212234] ['1/7', '9/8', '7/6', '9/2', '7'] -> (9/2 / (9/8 * (7/6 - (1/7 * 7))))
[212235] ['2/3', '5/7', '4/3', '8/5', '6'] -> ((8/5 * 6) / (4/3 - (2/3 / 5/7)))
[212236] ['1/6', '7/8', '9/7', '2', '9/2'] -> (2 / (((7/8 * 9/7) / 9/2) - 1/6))
[212237] ['1/7', '3/8', '1', '5/4', '5/4'] -> (((5/4 / 1/7) - (1 - 5/4)) / 3/8)
[212238] ['3/8', '3/5', '8/9', '8/9', '6'] -> (((6 / 3/5) - (8/9 / 8/9)) / 3/8)
[212239] ['6/7', '6/5', '6/5', '5/4', '5'] -> ((6/5 + 5) / ((5/4 / 6/7) - 6/5))
[212240] ['1/5', '3/5', '7/9', '1', '6/5'] -> (((6/5 / (1 - 7/9)) - 3/5) / 1/5)
[212241] ['1/7', '9/8', '6/5', '6/5', '7'] -> (6/5 / (((9/8 * 6/5) / 7) - 1/7))
[212242] ['1/8', '1/8', '5/8', '7/6', '9'] -> (5/8 / (7/6 - (1/8 * (1/8 + 9))))
[212243] ['4/9', '4/7', '5/8', '3/2', '6'] -> (6 / (4/7 - (5/8 / (4/9 + 3/2))))
[212244] ['4/9', '4/7', '1', '7/6', '9/2'] -> (1 / ((7/6 / 4/7) - (4/9 * 9/2)))
[212245] ['2/3', '5/7', '4/3', '5/3', '6'] -> ((4/3 * 6) * (2/3 + (5/3 / 5/7)))
[212246] ['1/7', '3/8', '1', '5/4', '9/7'] -> (9/7 / (3/8 - (1/7 * (1 + 5/4))))
[212247] ['5/8', '7/6', '7/4', '7/2', '8'] -> ((7/2 + (7/4 * 8)) / (5/8 * 7/6))
[212248] ['3/7', '3/7', '4/7', '3/5', '7'] -> ((((7 - 4/7) / 3/5) - 3/7) / 3/7)
[212249] ['3/8', '3/5', '8/9', '9/8', '6'] -> (((6 / 3/5) - (8/9 * 9/8)) / 3/8)
[212250] ['5/6', '8/7', '4/3', '9/5', '9'] -> (9 * ((5/6 * 9/5) + (4/3 / 8/7)))
[212251] ['2/3', '5/7', '4/3', '7/4', '6'] -> ((4/3 * 6) / (5/7 - (2/3 / 7/4)))
[212252] ['2/9', '9/7', '8/5', '3', '9/2'] -> (8/5 * (9/2 + (3 / (2/9 * 9/7))))
[212253] ['3/7', '3/7', '4/7', '2/3', '7'] -> ((7 + (3/7 - 4/7)) / (3/7 * 2/3))
[212254] ['1/8', '1/8', '5/8', '7/5', '9'] -> (9 / ((1/8 / 5/8) + (1/8 * 7/5)))
[212255] ['1/7', '3/8', '1', '5/4', '7/5'] -> (((7/5 / 1/7) - (1 / 5/4)) / 3/8)
[212256] ['5/8', '7/6', '9/5', '9/4', '8'] -> (9/5 + (9/4 * (8 + (7/6 / 5/8))))
[212257] ['1/7', '9/8', '6/5', '7/5', '7'] -> ((1/7 * 7) / ((7/5 / 6/5) - 9/8))
[212258] ['4/9', '4/7', '5/8', '7/4', '6'] -> ((7/4 * (4/7 + (6 / 4/9))) - 5/8)
[212259] ['2/3', '5/7', '4/3', '9/4', '6'] -> (9/4 * (4/3 + ((2/3 + 6) / 5/7)))
[212260] ['1/8', '1/8', '5/8', '7/4', '9'] -> ((9 / (1/8 / 5/8)) / (1/8 + 7/4))
[212261] ['3/7', '3/7', '4/7', '7/9', '7'] -> ((7 + (3/7 + 4/7)) / (3/7 * 7/9))
[212262] ['1/7', '3/8', '1', '5/4', '8/5'] -> (((1 / 1/7) + (5/4 * 8/5)) / 3/8)
[212263] ['4/5', '7/8', '4/3', '7/3', '8'] -> ((8 * (7/8 + 7/3)) - (4/3 / 4/5))
[212264] ['4/9', '4/7', '1', '6/5', '4/3'] -> (4/3 / ((1 / 6/5) - (4/9 / 4/7)))
[212265] ['1/7', '9/8', '6/5', '3/2', '7'] -> (3/2 / ((1/7 * 7) - (9/8 / 6/5)))
[212266] ['1/8', '1/8', '5/8', '9/5', '9'] -> (((9 * (5/8 / 9/5)) - 1/8) / 1/8)
[212267] ['4/5', '7/8', '4/3', '8/3', '8'] -> (4/3 + ((4/5 * 8) * (7/8 + 8/3)))
[212268] ['3/7', '3/7', '4/7', '5/6', '7'] -> ((4/7 * 7) / ((3/7 / 3/7) - 5/6))
[212269] ['1/7', '9/8', '6/5', '8/5', '7'] -> (8/5 / ((6/5 / 9/8) - (1/7 * 7)))
[212270] ['5/6', '8/7', '4/3', '9/2', '9'] -> ((8/7 * 9) * (9/2 - (5/6 + 4/3)))
[212271] ['6/7', '6/5', '6/5', '7/4', '5'] -> (5 * (6/5 + (7/4 * (6/7 + 6/5))))
[212272] ['4/9', '4/7', '5/8', '9/4', '6'] -> ((9/4 * (4/9 + (6 / 4/7))) - 5/8)
[212273] ['1/8', '1/8', '2/3', '7/9', '9'] -> ((7/9 + (1/8 / 1/8)) / (2/3 / 9))
[212274] ['4/9', '4/7', '1', '6/5', '8/5'] -> (8/5 / (1 - (6/5 * (4/9 / 4/7))))
[212275] ['5/6', '8/7', '7/5', '8/5', '9'] -> ((5/6 * 9) * (8/5 + (8/7 * 7/5)))
[212276] ['4/9', '4/7', '5/8', '8/3', '6'] -> (((8/3 / (4/7 - 4/9)) - 6) / 5/8)
[212277] ['1/6', '7/8', '7/5', '7/5', '2'] -> ((7/5 / 1/6) / ((7/8 * 2) - 7/5))
[212278] ['3/7', '3/7', '4/7', '8/7', '7'] -> ((7 * (3/7 * 8/7)) / (4/7 - 3/7))
[212279] ['6/7', '6/5', '6/5', '7/3', '5'] -> ((6/5 + 6/5) * (5 * (6/7 * 7/3)))
[212280] ['1/8', '1/8', '2/3', '6/7', '9'] -> (9 / (2/3 - ((1/8 + 1/8) / 6/7)))
[212281] ['2/9', '9/7', '5/3', '3', '7/2'] -> (9/7 * ((5/3 + 7/2) + (3 / 2/9)))
[212282] ['3/7', '3/7', '4/7', '7/6', '7'] -> ((4/7 * 7) / (7/6 - (3/7 / 3/7)))
[212283] ['7/9', '4/5', '5/6', '9/8', '2'] -> (9/8 * ((7/9 / (5/6 - 4/5)) - 2))
[212284] ['1/7', '9/8', '6/5', '5/2', '7'] -> ((6/5 * 5/2) / (9/8 - (1/7 * 7)))
[212285] ['5/6', '8/7', '7/5', '7/4', '9'] -> ((9 / (5/6 * 7/4)) / (7/5 - 8/7))
[212286] ['3/8', '3/5', '8/9', '9/4', '6'] -> (((6 / (3/5 * 8/9)) - 9/4) / 3/8)
[212287] ['2/9', '9/7', '5/3', '3', '9/2'] -> (9/2 + (9/7 * (5/3 + (3 / 2/9))))
[212288] ['5/8', '7/6', '5/2', '9/2', '8'] -> (9/2 * ((7/6 * 8) - (5/2 / 5/8)))
[212289] ['4/5', '7/8', '3/2', '3/2', '8'] -> ((8 / (4/5 / 3/2)) / (3/2 - 7/8))
[212290] ['1/8', '1/8', '2/3', '6/5', '9'] -> (9 / (6/5 * (1/8 + (1/8 / 2/3))))
[212291] ['4/9', '4/7', '2/3', '2/3', '6'] -> (6 * ((4/9 / (2/3 - 4/7)) - 2/3))
[212292] ['1/7', '9/8', '6/5', '8/3', '7'] -> ((6/5 * 7) * ((9/8 * 8/3) - 1/7))
[212293] ['6/7', '6/5', '6/5', '9/2', '5'] -> ((5 + (6/5 / 6/7)) / (6/5 / 9/2))
[212294] ['4/9', '4/7', '1', '6/5', '9/4'] -> ((1 / (4/7 - (4/9 * 6/5))) - 9/4)
[212295] ['1/5', '3/5', '7/9', '1', '9/2'] -> ((7/9 + 1) * (9/2 / (1/5 / 3/5)))
[212296] ['3/7', '3/7', '4/7', '3/2', '7'] -> ((7 + (3/7 - 4/7)) / (3/7 / 3/2))
[212297] ['4/9', '4/7', '2/3', '4/5', '6'] -> ((2/3 / (4/5 - (4/9 / 4/7))) - 6)
[212298] ['5/6', '8/7', '7/5', '5/2', '9'] -> ((5/2 - 5/6) * (9 * (8/7 * 7/5)))
[212299] ['7/9', '4/5', '5/6', '5/3', '2'] -> ((5/3 * 2) / ((7/9 / 4/5) - 5/6))
[212300] ['1/5', '3/5', '4/5', '4/5', '1'] -> ((1/5 + 1) / (4/5 - (3/5 / 4/5)))
[212301] ['1/6', '7/8', '7/5', '2', '9/4'] -> (((2 / 7/5) + (9/4 / 7/8)) / 1/6)
[212302] ['4/9', '4/7', '1', '6/5', '8/3'] -> (6/5 * ((8/3 / (4/7 - 4/9)) - 1))
[212303] ['3/7', '3/7', '4/7', '8/5', '7'] -> (8/5 * ((7 / 3/7) - (4/7 / 3/7)))
[212304] ['2/9', '9/7', '7/4', '5/2', '3'] -> (7/4 + ((3 + (5/2 / 9/7)) / 2/9))
[212305] ['3/8', '3/5', '9/8', '8/7', '6'] -> ((6 + (9/8 / 3/5)) / (3/8 / 8/7))
[212306] ['1/8', '1/8', '5/7', '4/5', '9'] -> ((4/5 * 9) / (1/8 + (1/8 / 5/7)))
[212307] ['1/7', '9/8', '5/4', '9/7', '7'] -> (9/7 / ((1/7 * (5/4 + 7)) - 9/8))
[212308] ['7/9', '4/5', '5/6', '9/5', '2'] -> (4/5 / ((7/9 / 5/6) - (9/5 / 2)))
[212309] ['1/7', '3/8', '1', '9/7', '7/3'] -> (1 / ((1/7 * 7/3) - (3/8 / 9/7)))
[212310] ['4/5', '7/8', '8/5', '7/3', '8'] -> (7/3 * (8 + (8/5 / (4/5 * 7/8))))
[212311] ['5/6', '8/7', '7/5', '9/2', '9'] -> (9 * (((5/6 + 9/2) / 7/5) - 8/7))
[212312] ['5/8', '6/5', '6/5', '7/5', '8'] -> (8 * (7/5 + (6/5 / (5/8 * 6/5))))
[212313] ['3/8', '3/5', '9/8', '7/6', '6'] -> (6 / (3/5 * (7/6 + (3/8 - 9/8))))
[212314] ['4/9', '4/7', '2/3', '9/8', '6'] -> (((2/3 + (6 / 4/7)) / 4/9) - 9/8)
[212315] ['1/6', '7/8', '7/5', '2', '5/2'] -> (2 / (((7/8 / 7/5) / 5/2) - 1/6))
[212316] ['6/7', '6/5', '5/4', '7/4', '5'] -> ((6/5 * 5) / ((6/7 * 7/4) - 5/4))
[212317] ['7/9', '4/5', '5/6', '2', '9/4'] -> (5/6 / ((9/4 / 4/5) - (7/9 + 2)))
[212318] ['3/8', '3/5', '9/8', '9/7', '6'] -> (6 / ((9/8 / 9/7) - (3/8 / 3/5)))
[212319] ['4/5', '7/8', '5/3', '5/3', '8'] -> (5/3 + ((4/5 + 7/8) * (5/3 * 8)))
[212320] ['1/8', '1/8', '5/7', '6/7', '9'] -> ((9 - (6/7 / 1/8)) / (1/8 * 5/7))
[212321] ['3/7', '3/7', '4/7', '7/3', '7'] -> ((3/7 + (7 / 7/3)) / (4/7 - 3/7))
[212322] ['6/7', '6/5', '5/4', '9/5', '5'] -> (9/5 * ((5 / (6/5 - 6/7)) - 5/4))
[212323] ['5/8', '6/5', '6/5', '5/3', '8'] -> ((8 + (6/5 / 6/5)) / (5/8 / 5/3))
[212324] ['1/5', '3/5', '4/5', '1', '5/4'] -> ((1/5 + 1) / (4/5 - (3/5 * 5/4)))
[212325] ['1/6', '7/8', '7/5', '2', '7/2'] -> (7/2 / (((7/8 / 7/5) / 2) - 1/6))
[212326] ['4/9', '4/7', '2/3', '5/4', '6'] -> (6 * ((2/3 / (4/7 - 4/9)) - 5/4))
[212327] ['4/5', '7/8', '5/3', '7/4', '8'] -> ((7/4 / (7/8 / 5/3)) * (8 - 4/5))
[212328] ['4/9', '4/7', '1', '5/4', '4/3'] -> (4/3 / ((1 / 4/7) - (4/9 + 5/4)))
[212329] ['2/9', '9/7', '9/5', '9/4', '3'] -> ((3 / (2/9 * (9/5 - 9/7))) - 9/4)
[212330] ['6/7', '6/5', '5/4', '9/4', '5'] -> ((6/7 + (6/5 * 5)) * (5/4 + 9/4))
[212331] ['3/7', '3/7', '4/7', '9/2', '7'] -> (7 * ((3/7 + 3/7) + (4/7 * 9/2)))
[212332] ['5/6', '8/7', '3/2', '9/4', '9'] -> ((8/7 * 9) * (5/6 + (9/4 / 3/2)))
[212333] ['4/9', '4/7', '2/3', '9/7', '6'] -> ((((2/3 + 6) / 4/9) - 9/7) / 4/7)
[212334] ['4/5', '7/8', '5/3', '9/5', '8'] -> ((5/3 + (8 / 4/5)) / (7/8 / 9/5))
[212335] ['3/8', '3/5', '9/8', '7/2', '6'] -> (6 * ((9/8 + 7/2) - (3/8 / 3/5)))
