[1308107] ['2/3', '3/2', '5/3', '7/9', '8/9'] -> (8/9 / (7/9 - ((2/3 * 5/3) / 3/2)))
[1348257] ['2/3', '4/9', '7/3', '7/6', '9/2'] -> ((((4/9 + 7/3) / 2/3) + 7/6) * 9/2)
[1348264] ['2/3', '4/9', '7/3', '7/8', '8/3'] -> ((((7/3 / 2/3) / 4/9) / 7/8) * 8/3)
[1348268] ['2/3', '4/9', '7/3', '7/8', '9/2'] -> ((((7/3 / 4/9) / 7/8) - 2/3) * 9/2)
[1348270] ['2/3', '4/9', '7/3', '7/8', '9/5'] -> (((4/9 + 7/3) / (7/8 - 2/3)) * 9/5)
[1348278] ['2/3', '4/9', '7/3', '7/9', '9/2'] -> ((((4/9 + 7/3) + 7/9) / 2/3) * 9/2)
[1348284] ['2/3', '4/9', '7/3', '8/3', '8/5'] -> (8/5 / ((8/3 / (2/3 + 4/9)) - 7/3))
[1348285] ['2/3', '4/9', '7/3', '8/3', '8/7'] -> ((((7/3 * 8/3) / 2/3) / 4/9) * 8/7)
[1348286] ['2/3', '4/9', '7/3', '8/3', '8/9'] -> (8/9 / ((8/3 - (2/3 * 4/9)) - 7/3))
[1348287] ['2/3', '4/9', '7/3', '8/3', '9/2'] -> (((4/9 + (2/3 * 7/3)) * 8/3) * 9/2)
[1348289] ['2/3', '4/9', '7/3', '8/3', '9/5'] -> ((((7/3 * 8/3) / 4/9) - 2/3) * 9/5)
[1348300] ['2/3', '4/9', '7/3', '8/7', '8/7'] -> (8/7 / (((4/9 + 8/7) / 2/3) - 7/3))
[1348302] ['2/3', '4/9', '7/3', '8/7', '9/2'] -> ((((7/3 * 8/7) / 4/9) - 2/3) * 9/2)
[1348317] ['2/3', '4/9', '7/3', '9/2', '9/8'] -> (((2/3 + (7/3 * 9/2)) / 4/9) - 9/8)
[1348319] ['2/3', '4/9', '7/3', '9/4', '9/5'] -> (((2/3 + 4/9) / (7/3 - 9/4)) * 9/5)
[1348346] ['2/3', '4/9', '7/4', '7/5', '8/3'] -> (8/3 / (2/3 - ((4/9 * 7/4) / 7/5)))
[1348361] ['2/3', '4/9', '7/4', '7/6', '8/9'] -> (8/9 / (4/9 * ((2/3 + 7/6) - 7/4)))
[1348362] ['2/3', '4/9', '7/4', '7/6', '9/2'] -> ((4/9 / ((2/3 + 7/6) - 7/4)) * 9/2)
[1348372] ['2/3', '4/9', '7/4', '7/8', '8/9'] -> (8/9 / (2/3 * ((7/8 / 7/4) - 4/9)))
[1348381] ['2/3', '4/9', '7/4', '7/9', '8/7'] -> (8/7 / ((2/3 / 7/4) + (4/9 - 7/9)))
[1348390] ['2/3', '4/9', '7/4', '8/3', '8/7'] -> (((7/4 * 8/3) / (2/3 - 4/9)) * 8/7)
[1348392] ['2/3', '4/9', '7/4', '8/3', '9/2'] -> (((4/9 / 2/3) + (7/4 * 8/3)) * 9/2)
[1348427] ['2/3', '4/9', '7/4', '9/5', '9/5'] -> (((4/9 / (9/5 - 7/4)) / 2/3) * 9/5)
[1348449] ['2/3', '4/9', '7/5', '7/6', '8/3'] -> (8/3 / (((2/3 * 7/6) / 7/5) - 4/9))
[1348452] ['2/3', '4/9', '7/5', '7/6', '8/9'] -> (8/9 / (((2/3 / 7/5) - 4/9) * 7/6))
[1348454] ['2/3', '4/9', '7/5', '7/6', '9/4'] -> ((7/6 / (2/3 - (4/9 * 7/5))) - 9/4)
[1348465] ['2/3', '4/9', '7/5', '7/8', '9/4'] -> ((4/9 / (2/3 - (7/8 / 7/5))) * 9/4)
[1348470] ['2/3', '4/9', '7/5', '7/9', '8/3'] -> (8/3 / ((4/9 / 2/3) - (7/9 / 7/5)))
[1348472] ['2/3', '4/9', '7/5', '7/9', '8/7'] -> (8/7 / ((4/9 / (7/5 - 7/9)) - 2/3))
[1348479] ['2/3', '4/9', '7/5', '8/3', '8/3'] -> ((8/3 / ((2/3 / 4/9) - 7/5)) - 8/3)
[1348480] ['2/3', '4/9', '7/5', '8/3', '8/5'] -> (8/5 / ((4/9 + 7/5) - (2/3 * 8/3)))
[1348490] ['2/3', '4/9', '7/5', '8/5', '8/9'] -> (8/9 / (7/5 - (2/3 * (4/9 + 8/5))))
[1348506] ['2/3', '4/9', '7/5', '8/9', '9/5'] -> (9/5 / ((7/5 / 8/9) - (2/3 / 4/9)))
[1348525] ['2/3', '4/9', '7/6', '7/6', '7/8'] -> ((7/6 / ((7/6 - 2/3) - 4/9)) / 7/8)
[1348527] ['2/3', '4/9', '7/6', '7/6', '8/3'] -> (8/3 / ((2/3 + 4/9) - (7/6 / 7/6)))
[1348541] ['2/3', '4/9', '7/6', '7/8', '8/9'] -> (8/9 / (4/9 * ((7/8 / 7/6) - 2/3)))
[1348542] ['2/3', '4/9', '7/6', '7/8', '9/2'] -> ((4/9 / ((7/8 / 7/6) - 2/3)) * 9/2)
[1348559] ['2/3', '4/9', '7/6', '8/3', '8/7'] -> ((8/3 / ((2/3 / 7/6) - 4/9)) * 8/7)
[1348570] ['2/3', '4/9', '7/6', '8/5', '9/4'] -> ((7/6 / ((4/9 * 8/5) - 2/3)) - 9/4)
[1348575] ['2/3', '4/9', '7/6', '8/7', '8/9'] -> (8/9 / (7/6 * ((8/7 - 2/3) - 4/9)))
[1348582] ['2/3', '4/9', '7/6', '8/9', '9/2'] -> (9/2 / ((2/3 / 4/9) - (7/6 / 8/9)))
[1348587] ['2/3', '4/9', '7/6', '9/2', '9/2'] -> (((2/3 + (4/9 * 7/6)) * 9/2) * 9/2)
[1348617] ['2/3', '4/9', '7/8', '7/9', '8/9'] -> ((4/9 / (7/8 - (2/3 / 7/9))) - 8/9)
[1348623] ['2/3', '4/9', '7/8', '8/3', '8/3'] -> (8/3 / (((7/8 - 2/3) * 8/3) - 4/9))
[1348627] ['2/3', '4/9', '7/8', '8/3', '9/2'] -> ((((4/9 + 8/3) / 2/3) / 7/8) * 9/2)
[1348647] ['2/3', '4/9', '7/8', '8/9', '8/9'] -> (((2/3 * 4/9) / (8/9 - 7/8)) / 8/9)
[1348648] ['2/3', '4/9', '7/8', '8/9', '9/2'] -> (((2/3 / (8/9 - 7/8)) / 4/9) / 9/2)
[1348650] ['2/3', '4/9', '7/8', '8/9', '9/5'] -> (9/5 / (7/8 - (8/9 / (2/3 + 4/9))))
[1348652] ['2/3', '4/9', '7/8', '8/9', '9/8'] -> (9/8 / (((8/9 - 7/8) / 2/3) / 4/9))
[1348662] ['2/3', '4/9', '7/8', '9/5', '9/5'] -> (9/5 / ((7/8 * 9/5) - (2/3 / 4/9)))
[1348669] ['2/3', '4/9', '7/9', '7/9', '8/3'] -> (8/3 / ((2/3 + 4/9) - (7/9 / 7/9)))
[1348678] ['2/3', '4/9', '7/9', '8/3', '8/3'] -> (8/3 / ((4/9 * (8/3 - 2/3)) - 7/9))
[1348700] ['2/3', '4/9', '7/9', '8/7', '9/7'] -> (9/7 / (((7/9 / 2/3) - 8/7) / 4/9))
[1348717] ['2/3', '4/9', '7/9', '9/5', '9/5'] -> ((2/3 / (9/5 - (7/9 / 4/9))) * 9/5)
[1348724] ['2/3', '4/9', '8/3', '8/3', '8/5'] -> ((((8/3 / 2/3) + 8/3) / 4/9) * 8/5)
[1348732] ['2/3', '4/9', '8/3', '8/5', '8/5'] -> (8/5 / ((4/9 / 2/3) - (8/5 / 8/3)))
[1348736] ['2/3', '4/9', '8/3', '8/5', '9/4'] -> (((2/3 + (8/3 / 4/9)) * 8/5) * 9/4)
[1348742] ['2/3', '4/9', '8/3', '8/7', '9/2'] -> ((((4/9 + 8/3) * 8/7) / 2/3) * 9/2)
[1348749] ['2/3', '4/9', '8/3', '8/9', '9/4'] -> (((8/3 * 8/9) / (2/3 - 4/9)) * 9/4)
[1348752] ['2/3', '4/9', '8/3', '8/9', '9/8'] -> (((8/3 / (8/9 - 2/3)) / 4/9) / 9/8)
[1348756] ['2/3', '4/9', '8/3', '9/2', '9/7'] -> (9/7 / (2/3 / (4/9 + (8/3 * 9/2))))
[1348761] ['2/3', '4/9', '8/3', '9/4', '9/8'] -> (((8/3 * 9/4) / (2/3 - 4/9)) / 9/8)
[1348762] ['2/3', '4/9', '8/3', '9/5', '9/5'] -> ((4/9 / ((9/5 / 2/3) - 8/3)) * 9/5)
[1348773] ['2/3', '4/9', '8/5', '8/5', '9/5'] -> ((8/5 + 8/5) / ((4/9 * 9/5) - 2/3))
[1348776] ['2/3', '4/9', '8/5', '8/7', '8/7'] -> (8/7 / ((8/7 / 8/5) - (4/9 / 2/3)))
[1348794] ['2/3', '4/9', '8/5', '9/4', '9/4'] -> (9/4 / ((2/3 / 4/9) - (9/4 / 8/5)))
[1348809] ['2/3', '4/9', '8/7', '8/7', '9/7'] -> ((8/7 + 8/7) / (2/3 - (4/9 * 9/7)))
[1348826] ['2/3', '4/9', '8/7', '9/5', '9/5'] -> (9/5 / ((9/5 / 8/7) - (2/3 / 4/9)))
[1348833] ['2/3', '4/9', '8/9', '8/9', '9/2'] -> ((8/9 * 9/2) / (2/3 - (4/9 / 8/9)))
[1348835] ['2/3', '4/9', '8/9', '8/9', '9/5'] -> ((8/9 + 8/9) / (4/9 - (2/3 / 9/5)))
[1348836] ['2/3', '4/9', '8/9', '8/9', '9/7'] -> ((8/9 + 8/9) / ((2/3 / 9/7) - 4/9))
[1348842] ['2/3', '4/9', '8/9', '9/2', '9/8'] -> ((9/2 / (2/3 - (4/9 / 8/9))) / 9/8)
[1348850] ['2/3', '4/9', '8/9', '9/7', '9/7'] -> (9/7 / ((2/3 / 4/9) - (9/7 / 8/9)))
[1348853] ['2/3', '4/9', '9/2', '9/2', '9/2'] -> ((2/3 + (4/9 * 9/2)) * (9/2 + 9/2))
[1348867] ['2/3', '4/9', '9/2', '9/8', '9/8'] -> ((9/2 / (2/3 - (4/9 * 9/8))) / 9/8)
[1348893] ['2/3', '5/2', '5/2', '5/2', '5/8'] -> (5/2 / ((2/3 * 5/2) - (5/2 * 5/8)))
[1348897] ['2/3', '5/2', '5/2', '5/2', '7/2'] -> ((((5/2 + 5/2) * 5/2) + 7/2) / 2/3)
[1348900] ['2/3', '5/2', '5/2', '5/2', '7/5'] -> (((5/2 + 5/2) + 7/5) / (2/3 / 5/2))
[1348904] ['2/3', '5/2', '5/2', '5/2', '8/3'] -> (2/3 + (((5/2 * 5/2) + 5/2) * 8/3))
[1348905] ['2/3', '5/2', '5/2', '5/2', '8/5'] -> (5/2 / ((2/3 * 5/2) - (5/2 / 8/5)))
[1348914] ['2/3', '5/2', '5/2', '5/3', '5/4'] -> ((5/2 + 5/2) / ((5/4 / 2/3) - 5/3))
[1348915] ['2/3', '5/2', '5/2', '5/3', '5/6'] -> ((5/2 + (5/2 / 5/3)) / (5/6 - 2/3))
[1348938] ['2/3', '5/2', '5/2', '5/4', '5/6'] -> (((5/2 + 5/2) / (5/6 - 2/3)) / 5/4)
[1348952] ['2/3', '5/2', '5/2', '5/4', '8/5'] -> ((5/2 * 8/5) / (2/3 - (5/4 / 5/2)))
[1348963] ['2/3', '5/2', '5/2', '5/6', '5/9'] -> (((5/2 / (2/3 - 5/9)) - 5/2) / 5/6)
[1348966] ['2/3', '5/2', '5/2', '5/6', '7/2'] -> (((2/3 + 5/2) + 5/6) * (5/2 + 7/2))
[1348967] ['2/3', '5/2', '5/2', '5/6', '7/3'] -> (((2/3 + 5/2) + 5/6) / (5/2 - 7/3))
[1348968] ['2/3', '5/2', '5/2', '5/6', '7/4'] -> ((5/2 / ((7/4 / 2/3) - 5/2)) / 5/6)
[1348974] ['2/3', '5/2', '5/2', '5/6', '8/5'] -> (8/5 / ((5/6 / 5/2) - (2/3 / 5/2)))
[1348992] ['2/3', '5/2', '5/2', '5/7', '7/8'] -> (((5/2 / (5/7 - 2/3)) / 5/2) / 7/8)
[1348998] ['2/3', '5/2', '5/2', '5/7', '9/2'] -> (((5/2 + (5/2 / 5/7)) - 2/3) * 9/2)
[1349007] ['2/3', '5/2', '5/2', '5/8', '7/2'] -> ((5/2 / 5/8) / (5/2 - (2/3 * 7/2)))
[1349014] ['2/3', '5/2', '5/2', '5/8', '8/3'] -> (((5/2 * 8/3) - 2/3) / (5/8 / 5/2))
[1349018] ['2/3', '5/2', '5/2', '5/8', '9/2'] -> (((2/3 * (5/2 + 5/2)) / 5/8) * 9/2)
[1349024] ['2/3', '5/2', '5/2', '5/9', '6/5'] -> (((5/2 / (2/3 - 5/9)) - 5/2) * 6/5)
[1349026] ['2/3', '5/2', '5/2', '5/9', '7/2'] -> (((5/2 + 7/2) - 2/3) / (5/9 / 5/2))
[1349042] ['2/3', '5/2', '5/2', '6/5', '6/5'] -> (6/5 / (((5/2 / 2/3) - 5/2) - 6/5))
[1349046] ['2/3', '5/2', '5/2', '6/5', '7/4'] -> ((5/2 * 6/5) / ((7/4 / 2/3) - 5/2))
[1349051] ['2/3', '5/2', '5/2', '6/5', '8/3'] -> ((((5/2 + 5/2) * 6/5) / 2/3) * 8/3)
[1349052] ['2/3', '5/2', '5/2', '6/5', '8/5'] -> (8/5 / (((2/3 + 5/2) / 5/2) - 6/5))
[1349055] ['2/3', '5/2', '5/2', '6/5', '9/2'] -> ((((5/2 + 5/2) * 6/5) - 2/3) * 9/2)
[1349073] ['2/3', '5/2', '5/2', '6/7', '9/4'] -> (((5/2 + 5/2) / (6/7 - 2/3)) - 9/4)
[1349084] ['2/3', '5/2', '5/2', '7/2', '8/3'] -> ((2/3 * (5/2 + 7/2)) / (8/3 - 5/2))
[1349085] ['2/3', '5/2', '5/2', '7/2', '8/5'] -> ((5/2 * 8/5) / (5/2 - (2/3 * 7/2)))
[1349090] ['2/3', '5/2', '5/2', '7/2', '9/5'] -> (((5/2 + 7/2) - 2/3) * (5/2 * 9/5))
[1349094] ['2/3', '5/2', '5/2', '7/3', '7/4'] -> ((2/3 + 7/3) * ((5/2 * 5/2) + 7/4))
[1349108] ['2/3', '5/2', '5/2', '7/4', '7/4'] -> (5/2 / ((2/3 + 5/2) - (7/4 * 7/4)))
[1349126] ['2/3', '5/2', '5/2', '7/5', '8/3'] -> (((5/2 + (5/2 * 7/5)) / 2/3) * 8/3)
[1349130] ['2/3', '5/2', '5/2', '7/5', '9/2'] -> (((5/2 * 7/5) - (2/3 - 5/2)) * 9/2)
[1349138] ['2/3', '5/2', '5/2', '7/6', '8/3'] -> ((8/3 / 2/3) / (7/6 - (5/2 / 5/2)))
[1349161] ['2/3', '5/2', '5/2', '7/9', '8/7'] -> (8/7 / (((5/2 / 7/9) - 2/3) - 5/2))
[1349162] ['2/3', '5/2', '5/2', '7/9', '8/9'] -> (8/9 / (5/2 - ((2/3 + 5/2) * 7/9)))
[1349169] ['2/3', '5/2', '5/2', '8/3', '8/5'] -> (((5/2 * 8/3) - 2/3) * (5/2 * 8/5))
[1349180] ['2/3', '5/2', '5/2', '8/5', '9/2'] -> (((2/3 * (5/2 + 5/2)) * 8/5) * 9/2)
[1349202] ['2/3', '5/2', '5/2', '9/2', '9/8'] -> ((((5/2 * 5/2) - 2/3) * 9/2) - 9/8)
[1349221] ['2/3', '5/2', '5/3', '5/3', '7/2'] -> (((2/3 + 5/3) + 5/3) * (5/2 + 7/2))
[1349229] ['2/3', '5/2', '5/3', '5/3', '8/5'] -> ((5/3 / 2/3) / (5/3 - (5/2 / 8/5)))
[1349237] ['2/3', '5/2', '5/3', '5/4', '5/4'] -> ((5/2 / ((5/4 / 5/3) - 2/3)) / 5/4)
[1349238] ['2/3', '5/2', '5/3', '5/4', '5/6'] -> ((5/2 + 5/6) / (5/4 - (2/3 * 5/3)))
[1349244] ['2/3', '5/2', '5/3', '5/4', '7/2'] -> ((5/2 + 7/2) / ((2/3 + 5/4) - 5/3))
[1349245] ['2/3', '5/2', '5/3', '5/4', '7/3'] -> ((5/3 + 7/3) / (2/3 - (5/4 / 5/2)))
[1349251] ['2/3', '5/2', '5/3', '5/4', '8/3'] -> (((5/2 * 8/3) / 2/3) / (5/3 - 5/4))
[1349263] ['2/3', '5/2', '5/3', '5/6', '5/9'] -> (((5/2 / (5/6 - 2/3)) - 5/3) / 5/9)
[1349277] ['2/3', '5/2', '5/3', '5/6', '9/2'] -> (((2/3 + 5/3) + (5/2 / 5/6)) * 9/2)
[1349279] ['2/3', '5/2', '5/3', '5/6', '9/5'] -> (((5/2 / (5/6 - 2/3)) - 5/3) * 9/5)
[1349294] ['2/3', '5/2', '5/3', '5/7', '8/3'] -> ((8/3 / 2/3) / (5/2 - (5/3 / 5/7)))
[1349334] ['2/3', '5/2', '5/3', '5/9', '8/5'] -> (8/5 / ((5/9 / 5/3) - (2/3 / 5/2)))
[1349342] ['2/3', '5/2', '5/3', '6/5', '6/5'] -> (6/5 / (((5/2 - 5/3) / 2/3) - 6/5))
[1349355] ['2/3', '5/2', '5/3', '6/5', '9/2'] -> (((2/3 + 5/3) + (5/2 * 6/5)) * 9/2)
[1349360] ['2/3', '5/2', '5/3', '6/7', '6/7'] -> ((2/3 / ((5/3 + 6/7) - 5/2)) * 6/7)
[1349365] ['2/3', '5/2', '5/3', '6/7', '7/6'] -> ((2/3 / ((5/3 + 6/7) - 5/2)) / 7/6)
[1349370] ['2/3', '5/2', '5/3', '6/7', '8/7'] -> (8/7 / (((5/2 - 5/3) * 6/7) - 2/3))
[1349377] ['2/3', '5/2', '5/3', '7/2', '7/2'] -> ((5/2 + 7/2) * (5/3 + (2/3 * 7/2)))
[1349378] ['2/3', '5/2', '5/3', '7/2', '7/3'] -> ((5/3 + (2/3 * 7/2)) / (5/2 - 7/3))
[1349386] ['2/3', '5/2', '5/3', '7/2', '8/7'] -> ((7/2 / ((5/2 - 2/3) - 5/3)) * 8/7)
[1349393] ['2/3', '5/2', '5/3', '7/3', '7/3'] -> ((5/2 + (7/3 / 2/3)) * (5/3 + 7/3))
[1349399] ['2/3', '5/2', '5/3', '7/3', '8/3'] -> ((5/3 + 7/3) * ((5/2 * 8/3) - 2/3))
[1349419] ['2/3', '5/2', '5/3', '7/4', '9/5'] -> ((5/3 / ((7/4 / 2/3) - 5/2)) * 9/5)
[1349426] ['2/3', '5/2', '5/3', '7/5', '8/3'] -> ((8/3 / 2/3) / (5/2 - (5/3 * 7/5)))
[1349437] ['2/3', '5/2', '5/3', '7/6', '7/9'] -> (((5/2 / 5/3) + 7/6) / (7/9 - 2/3))
[1349440] ['2/3', '5/2', '5/3', '7/6', '8/7'] -> (8/7 / (((5/2 - 5/3) / 7/6) - 2/3))
[1349453] ['2/3', '5/2', '5/3', '7/8', '9/2'] -> (9/2 / ((5/2 / 5/3) - (7/8 / 2/3)))
[1349462] ['2/3', '5/2', '5/3', '7/9', '8/9'] -> ((8/9 / 2/3) / ((5/2 - 5/3) - 7/9))
[1349474] ['2/3', '5/2', '5/3', '8/3', '9/5'] -> (((5/2 + (5/3 / 2/3)) * 8/3) * 9/5)
[1349477] ['2/3', '5/2', '5/3', '8/5', '8/5'] -> ((8/5 / 2/3) / (8/5 - (5/2 / 5/3)))
[1349480] ['2/3', '5/2', '5/3', '8/5', '9/2'] -> ((((2/3 * 5/2) + 5/3) * 8/5) * 9/2)
[1349485] ['2/3', '5/2', '5/3', '8/7', '8/7'] -> (8/7 / (5/2 * ((8/7 / 5/3) - 2/3)))
[1349493] ['2/3', '5/2', '5/3', '8/9', '9/2'] -> ((8/9 / ((5/2 - 2/3) - 5/3)) * 9/2)
[1349498] ['2/3', '5/2', '5/3', '9/2', '9/2'] -> ((((5/2 / 5/3) + 9/2) - 2/3) * 9/2)
[1349502] ['2/3', '5/2', '5/3', '9/2', '9/8'] -> ((9/2 / ((5/2 - 2/3) - 5/3)) / 9/8)
[1349522] ['2/3', '5/2', '5/4', '5/4', '7/4'] -> ((5/2 / 5/4) / (5/4 - (2/3 * 7/4)))
[1349525] ['2/3', '5/2', '5/4', '5/4', '7/8'] -> (((5/2 + 5/4) + 5/4) / (7/8 - 2/3))
[1349535] ['2/3', '5/2', '5/4', '5/4', '9/8'] -> (((5/2 / 2/3) / 5/4) / (5/4 - 9/8))
[1349536] ['2/3', '5/2', '5/4', '5/6', '5/6'] -> ((5/2 + (5/4 / 5/6)) / (5/6 - 2/3))
[1349539] ['2/3', '5/2', '5/4', '5/6', '5/9'] -> (((5/2 + 5/6) / 5/4) / (2/3 - 5/9))
[1349542] ['2/3', '5/2', '5/4', '5/6', '7/2'] -> ((5/2 + 7/2) / ((2/3 + 5/6) - 5/4))
[1349548] ['2/3', '5/2', '5/4', '5/6', '7/9'] -> (((5/2 + 5/6) / 5/4) / (7/9 - 2/3))
[1349549] ['2/3', '5/2', '5/4', '5/6', '8/3'] -> (((5/2 * 8/3) / 2/3) / (5/4 - 5/6))
[1349553] ['2/3', '5/2', '5/4', '5/6', '9/2'] -> (((5/2 / (5/4 - 5/6)) - 2/3) * 9/2)
[1349562] ['2/3', '5/2', '5/4', '5/7', '6/7'] -> (6/7 / (((5/4 / 2/3) / 5/2) - 5/7))
[1349565] ['2/3', '5/2', '5/4', '5/7', '7/4'] -> (((5/2 / (5/7 - 2/3)) / 5/4) / 7/4)
[1349568] ['2/3', '5/2', '5/4', '5/7', '7/8'] -> ((5/2 / ((2/3 * 5/4) - 5/7)) / 7/8)
[1349572] ['2/3', '5/2', '5/4', '5/7', '8/7'] -> ((5/2 / ((2/3 * 5/4) - 5/7)) * 8/7)
[1349584] ['2/3', '5/2', '5/4', '5/8', '7/3'] -> ((2/3 + 7/3) / (5/8 - (5/4 / 5/2)))
[1349588] ['2/3', '5/2', '5/4', '5/8', '7/8'] -> (((5/2 * 5/4) / 5/8) / (7/8 - 2/3))
[1349590] ['2/3', '5/2', '5/4', '5/8', '8/3'] -> ((((5/2 + 5/4) / 2/3) / 5/8) * 8/3)
[1349591] ['2/3', '5/2', '5/4', '5/8', '8/5'] -> ((5/2 * 8/5) / (2/3 - (5/8 / 5/4)))
[1349600] ['2/3', '5/2', '5/4', '5/9', '6/5'] -> (6/5 / ((5/2 - (2/3 / 5/9)) - 5/4))
[1349612] ['2/3', '5/2', '5/4', '5/9', '8/9'] -> ((8/9 / 2/3) / (5/9 - (5/4 / 5/2)))
[1349613] ['2/3', '5/2', '5/4', '5/9', '9/2'] -> (((2/3 * 5/4) + (5/2 / 5/9)) * 9/2)
[1349628] ['2/3', '5/2', '5/4', '6/5', '8/5'] -> (8/5 / (2/3 - ((5/4 * 6/5) / 5/2)))
[1349631] ['2/3', '5/2', '5/4', '6/5', '9/2'] -> (((2/3 / (5/4 - 6/5)) / 5/2) * 9/2)
[1349633] ['2/3', '5/2', '5/4', '6/5', '9/5'] -> ((2/3 / ((5/2 - 5/4) - 6/5)) * 9/5)
[1349636] ['2/3', '5/2', '5/4', '6/7', '6/7'] -> (6/7 / ((5/4 + (6/7 / 2/3)) - 5/2))
[1349646] ['2/3', '5/2', '5/4', '6/7', '8/7'] -> (8/7 / (5/2 * ((6/7 / 5/4) - 2/3)))
[1349654] ['2/3', '5/2', '5/4', '7/2', '7/3'] -> (((5/2 + 7/2) / (5/4 - 2/3)) * 7/3)
[1349658] ['2/3', '5/2', '5/4', '7/2', '7/8'] -> ((7/2 / (2/3 - (5/4 / 5/2))) / 7/8)
[1349660] ['2/3', '5/2', '5/4', '7/2', '8/3'] -> (((5/2 + 5/4) + (7/2 / 2/3)) * 8/3)
[1349662] ['2/3', '5/2', '5/4', '7/2', '8/7'] -> ((7/2 / (2/3 - (5/4 / 5/2))) * 8/7)
[1349675] ['2/3', '5/2', '5/4', '7/3', '8/3'] -> (8/3 / (5/2 - (2/3 * (5/4 + 7/3))))
[1349691] ['2/3', '5/2', '5/4', '7/4', '8/7'] -> (8/7 / (((5/2 - 5/4) / 7/4) - 2/3))
[1349698] ['2/3', '5/2', '5/4', '7/5', '7/5'] -> (7/5 / ((5/2 * (5/4 - 2/3)) - 7/5))
[1349715] ['2/3', '5/2', '5/4', '7/6', '8/5'] -> (8/5 / ((2/3 / 5/4) - (7/6 / 5/2)))
[1349726] ['2/3', '5/2', '5/4', '7/8', '8/5'] -> (((5/2 * 5/4) / (7/8 - 2/3)) * 8/5)
[1349735] ['2/3', '5/2', '5/4', '7/9', '8/3'] -> (8/3 / (5/2 * (2/3 - (7/9 / 5/4))))
[1349745] ['2/3', '5/2', '5/4', '8/3', '8/5'] -> ((((5/2 + 5/4) * 8/3) / 2/3) * 8/5)
[1349749] ['2/3', '5/2', '5/4', '8/3', '9/4'] -> ((2/3 + ((5/2 + 5/4) * 8/3)) * 9/4)
[1349750] ['2/3', '5/2', '5/4', '8/3', '9/5'] -> ((((5/2 / 2/3) + 5/4) * 8/3) * 9/5)
[1349753] ['2/3', '5/2', '5/4', '8/5', '8/5'] -> (8/5 / ((5/2 - (2/3 * 5/4)) - 8/5))
[1349769] ['2/3', '5/2', '5/4', '8/9', '9/2'] -> ((8/9 / (2/3 - (5/4 / 5/2))) * 9/2)
[1349778] ['2/3', '5/2', '5/4', '9/2', '9/8'] -> ((9/2 / (2/3 - (5/4 / 5/2))) / 9/8)
[1349783] ['2/3', '5/2', '5/4', '9/5', '9/5'] -> (9/5 / (((5/2 - 5/4) / 2/3) - 9/5))
[1349786] ['2/3', '5/2', '5/4', '9/7', '9/7'] -> (9/7 / (((5/4 + 9/7) - 5/2) / 2/3))
[1349789] ['2/3', '5/2', '5/6', '5/6', '5/6'] -> (((5/2 + 5/6) / (5/6 - 2/3)) / 5/6)
[1349792] ['2/3', '5/2', '5/6', '5/6', '5/9'] -> ((5/2 + (5/6 / 5/9)) / (5/6 - 2/3))
[1349793] ['2/3', '5/2', '5/6', '5/6', '6/5'] -> (((5/2 + 5/6) * 6/5) / (5/6 - 2/3))
[1349802] ['2/3', '5/2', '5/6', '5/6', '8/3'] -> ((5/2 * 8/3) / (5/6 - (2/3 * 5/6)))
[1349808] ['2/3', '5/2', '5/6', '5/6', '9/5'] -> ((5/2 + (5/6 * 9/5)) / (5/6 - 2/3))
[1349810] ['2/3', '5/2', '5/6', '5/6', '9/8'] -> ((5/2 / 5/6) / ((5/6 / 2/3) - 9/8))
[1349812] ['2/3', '5/2', '5/6', '5/7', '5/8'] -> (((5/6 / (5/7 - 2/3)) - 5/2) / 5/8)
[1349821] ['2/3', '5/2', '5/6', '5/7', '7/8'] -> (((5/2 / (5/6 - 2/3)) / 5/7) / 7/8)
[1349824] ['2/3', '5/2', '5/6', '5/7', '8/5'] -> (((5/6 / (5/7 - 2/3)) - 5/2) * 8/5)
[1349871] ['2/3', '5/2', '5/6', '6/5', '6/5'] -> (6/5 / ((5/2 - (5/6 / 2/3)) - 6/5))
[1349880] ['2/3', '5/2', '5/6', '6/5', '8/3'] -> ((5/2 / (5/6 - (2/3 / 6/5))) * 8/3)
[1349884] ['2/3', '5/2', '5/6', '6/5', '9/2'] -> ((5/6 + ((5/2 * 6/5) / 2/3)) * 9/2)
[1349889] ['2/3', '5/2', '5/6', '6/7', '6/7'] -> (6/7 / (((5/6 + 6/7) / 2/3) - 5/2))
[1349906] ['2/3', '5/2', '5/6', '7/2', '7/2'] -> ((5/2 + 7/2) / (2/3 / (7/2 - 5/6)))
[1349911] ['2/3', '5/2', '5/6', '7/2', '7/8'] -> ((5/6 * (5/2 + 7/2)) / (7/8 - 2/3))
[1349917] ['2/3', '5/2', '5/6', '7/2', '9/2'] -> (((5/2 / 5/6) + (2/3 * 7/2)) * 9/2)
[1349931] ['2/3', '5/2', '5/6', '7/3', '8/9'] -> (((5/2 / 5/6) + 7/3) / (8/9 - 2/3))
[1349932] ['2/3', '5/2', '5/6', '7/3', '9/2'] -> ((5/2 * ((7/3 / 5/6) - 2/3)) * 9/2)
[1349944] ['2/3', '5/2', '5/6', '7/4', '8/7'] -> (8/7 / ((2/3 / 7/4) - (5/6 / 5/2)))
