[964315] ['1/7', '2/9', '5/3', '7/4', '9/7'] -> (9/7 / ((1/7 * (7/4 - 5/3)) / 2/9))
[1018205] ['1/7', '5/4', '5/6', '7/2', '8/7'] -> (8/7 / (((5/6 / 5/4) / 7/2) - 1/7))
[1018216] ['1/7', '5/4', '5/6', '7/3', '7/8'] -> ((((5/6 / 5/4) + 7/3) / 1/7) / 7/8)
[1018220] ['1/7', '5/4', '5/6', '7/3', '8/7'] -> ((((5/6 / 5/4) + 7/3) / 1/7) * 8/7)
[1018223] ['1/7', '5/4', '5/6', '7/3', '9/4'] -> (((5/6 + (5/4 * 7/3)) / 1/7) - 9/4)
[1018234] ['1/7', '5/4', '5/6', '7/4', '8/7'] -> (8/7 / (1/7 * ((5/4 + 5/6) - 7/4)))
[1018236] ['1/7', '5/4', '5/6', '7/4', '9/2'] -> (((5/4 + (5/6 / 1/7)) - 7/4) * 9/2)
[1018259] ['1/7', '5/4', '5/6', '7/6', '8/7'] -> (8/7 / (1/7 * ((5/4 / 5/6) - 7/6)))
[1018262] ['1/7', '5/4', '5/6', '7/6', '9/4'] -> (((5/4 / (7/6 - 5/6)) / 1/7) - 9/4)
[1018263] ['1/7', '5/4', '5/6', '7/6', '9/5'] -> (((5/6 + (5/4 / 7/6)) / 1/7) * 9/5)
[1018270] ['1/7', '5/4', '5/6', '7/8', '8/7'] -> (8/7 / (((5/4 - 1/7) * 5/6) - 7/8))
[1018272] ['1/7', '5/4', '5/6', '7/8', '9/2'] -> ((((5/6 / 1/7) / 5/4) / 7/8) * 9/2)
[1018306] ['1/7', '5/4', '5/6', '8/7', '9/2'] -> ((((5/6 * 8/7) / 1/7) / 5/4) * 9/2)
[1018322] ['1/7', '5/4', '5/6', '9/4', '9/4'] -> ((((5/4 / 5/6) + 9/4) / 1/7) - 9/4)
[1018324] ['1/7', '5/4', '5/6', '9/4', '9/7'] -> (9/7 / (1/7 / ((5/4 + 9/4) - 5/6)))
[1018341] ['1/7', '5/4', '5/7', '5/7', '7/6'] -> ((5/7 + 5/7) / ((1/7 + 7/6) - 5/4))
[1018344] ['1/7', '5/4', '5/7', '5/7', '8/3'] -> ((((5/7 / 5/4) + 5/7) / 1/7) * 8/3)
[1018356] ['1/7', '5/4', '5/7', '5/8', '6/7'] -> (6/7 / ((1/7 + (5/7 / 5/8)) - 5/4))
[1018364] ['1/7', '5/4', '5/7', '5/8', '8/3'] -> ((((5/4 / 5/8) - 5/7) / 1/7) * 8/3)
[1018383] ['1/7', '5/4', '5/7', '5/9', '8/3'] -> ((1/7 / ((5/7 / 5/4) - 5/9)) * 8/3)
[1018397] ['1/7', '5/4', '5/7', '6/5', '7/5'] -> (7/5 / ((5/4 - 6/5) / (1/7 + 5/7)))
[1018438] ['1/7', '5/4', '5/7', '7/2', '9/2'] -> ((5/4 + (7/2 / (1/7 + 5/7))) * 9/2)
[1018449] ['1/7', '5/4', '5/7', '7/3', '8/3'] -> (((5/4 * (5/7 + 7/3)) / 1/7) - 8/3)
[1018464] ['1/7', '5/4', '5/7', '7/4', '8/5'] -> (((5/4 + 7/4) / (1/7 / 5/7)) * 8/5)
[1018472] ['1/7', '5/4', '5/7', '7/5', '7/5'] -> (7/5 / ((5/4 / (1/7 + 5/7)) - 7/5))
[1018488] ['1/7', '5/4', '5/7', '7/6', '8/3'] -> (8/3 / ((7/6 / (1/7 + 5/7)) - 5/4))
[1018500] ['1/7', '5/4', '5/7', '7/8', '8/5'] -> (((5/7 + (5/4 / 7/8)) / 1/7) * 8/5)
[1018505] ['1/7', '5/4', '5/7', '7/8', '9/5'] -> (((5/7 / (5/4 - 7/8)) / 1/7) * 9/5)
[1018509] ['1/7', '5/4', '5/7', '7/9', '8/3'] -> (8/3 / ((7/9 / (5/7 - 1/7)) - 5/4))
[1018523] ['1/7', '5/4', '5/7', '8/3', '9/4'] -> ((((5/7 * 8/3) / 1/7) / 5/4) * 9/4)
[1018538] ['1/7', '5/4', '5/7', '8/7', '9/4'] -> ((((5/4 + 5/7) + 8/7) / 1/7) + 9/4)
[1018563] ['1/7', '5/4', '5/8', '5/8', '5/8'] -> ((((5/4 / 1/7) + 5/8) / 5/8) / 5/8)
[1018566] ['1/7', '5/4', '5/8', '5/8', '6/7'] -> ((6/7 / 1/7) / (5/4 - (5/8 / 5/8)))
[1018572] ['1/7', '5/4', '5/8', '5/8', '7/8'] -> ((((5/4 + 5/8) / 1/7) / 5/8) / 7/8)
[1018574] ['1/7', '5/4', '5/8', '5/8', '8/3'] -> (((5/4 + (5/8 / 1/7)) / 5/8) * 8/3)
[1018576] ['1/7', '5/4', '5/8', '5/8', '8/7'] -> ((((5/4 + 5/8) / 1/7) / 5/8) * 8/7)
[1018612] ['1/7', '5/4', '5/8', '6/5', '8/5'] -> ((((5/4 / 5/8) + 6/5) / 1/7) + 8/5)
[1018637] ['1/7', '5/4', '5/8', '7/2', '7/2'] -> ((((5/4 * 7/2) / 5/8) - 1/7) * 7/2)
[1018641] ['1/7', '5/4', '5/8', '7/2', '7/6'] -> ((((5/8 / 5/4) + 7/2) / 1/7) / 7/6)
[1018642] ['1/7', '5/4', '5/8', '7/2', '7/8'] -> (((7/2 - (5/8 / 5/4)) / 1/7) / 7/8)
[1018646] ['1/7', '5/4', '5/8', '7/2', '8/7'] -> (((7/2 - (5/8 / 5/4)) / 1/7) * 8/7)
[1018649] ['1/7', '5/4', '5/8', '7/2', '9/4'] -> ((((5/4 * 7/2) - 5/8) / 1/7) - 9/4)
[1018651] ['1/7', '5/4', '5/8', '7/2', '9/7'] -> (9/7 / ((1/7 * (5/4 + 7/2)) - 5/8))
[1018652] ['1/7', '5/4', '5/8', '7/2', '9/8'] -> (((5/4 + (7/2 / 1/7)) - 5/8) - 9/8)
[1018661] ['1/7', '5/4', '5/8', '7/3', '8/7'] -> (8/7 / (1/7 * (7/3 - (5/4 / 5/8))))
[1018666] ['1/7', '5/4', '5/8', '7/3', '9/7'] -> (9/7 / ((1/7 + (5/4 / 7/3)) - 5/8))
[1018669] ['1/7', '5/4', '5/8', '7/4', '7/5'] -> ((((5/4 + 7/4) / 1/7) / 5/8) / 7/5)
[1018680] ['1/7', '5/4', '5/8', '7/4', '9/7'] -> (9/7 / ((1/7 + 5/8) - (5/4 / 7/4)))
[1018693] ['1/7', '5/4', '5/8', '7/5', '9/7'] -> (9/7 / (1/7 * (5/4 - (5/8 * 7/5))))
[1018709] ['1/7', '5/4', '5/8', '7/8', '8/3'] -> ((((5/4 / 1/7) + 7/8) - 5/8) * 8/3)
[1018710] ['1/7', '5/4', '5/8', '7/8', '8/5'] -> ((((5/4 + 5/8) / 1/7) / 7/8) * 8/5)
[1018716] ['1/7', '5/4', '5/8', '7/8', '9/7'] -> (9/7 / (1/7 * (7/8 - (5/8 / 5/4))))
[1018729] ['1/7', '5/4', '5/8', '8/3', '8/5'] -> (((5/4 + (5/8 / 1/7)) * 8/3) * 8/5)
[1018738] ['1/7', '5/4', '5/8', '8/5', '8/7'] -> ((((5/4 + 5/8) * 8/5) / 1/7) * 8/7)
[1018765] ['1/7', '5/4', '5/8', '9/4', '9/7'] -> (9/7 / (1/7 * ((9/4 - 5/4) - 5/8)))
[1018766] ['1/7', '5/4', '5/8', '9/4', '9/8'] -> ((5/8 + ((5/4 + 9/4) / 1/7)) - 9/8)
[1018770] ['1/7', '5/4', '5/8', '9/7', '9/7'] -> (9/7 / ((1/7 * 5/8) + (5/4 - 9/7)))
[1018775] ['1/7', '5/4', '5/9', '5/9', '6/7'] -> ((6/7 / 1/7) / (5/4 - (5/9 / 5/9)))
[1018810] ['1/7', '5/4', '5/9', '6/7', '6/7'] -> (6/7 / (((6/7 - 1/7) / 5/9) - 5/4))
[1018823] ['1/7', '5/4', '5/9', '6/7', '9/4'] -> ((((5/4 / 5/9) + 6/7) / 1/7) + 9/4)
[1018829] ['1/7', '5/4', '5/9', '7/2', '7/4'] -> (((7/2 / 1/7) - (5/4 / 5/9)) + 7/4)
[1018849] ['1/7', '5/4', '5/9', '7/3', '8/3'] -> (8/3 / ((5/9 / 5/4) - (1/7 * 7/3)))
[1018851] ['1/7', '5/4', '5/9', '7/3', '8/7'] -> (8/7 / (((5/9 / 5/4) / 7/3) - 1/7))
[1018860] ['1/7', '5/4', '5/9', '7/4', '7/6'] -> ((((5/4 / 5/9) + 7/4) / 1/7) / 7/6)
[1018866] ['1/7', '5/4', '5/9', '7/4', '8/9'] -> ((((5/4 + 5/9) + 7/4) / 1/7) - 8/9)
[1018944] ['1/7', '5/4', '5/9', '8/9', '9/4'] -> (((5/4 / (8/9 - 5/9)) / 1/7) - 9/4)
[1018949] ['1/7', '5/4', '5/9', '9/2', '9/4'] -> (((5/4 + (5/9 * 9/2)) / 1/7) - 9/4)
[1018970] ['1/7', '5/4', '6/5', '6/5', '7/8'] -> (((5/4 * (6/5 + 6/5)) / 1/7) / 7/8)
[1018972] ['1/7', '5/4', '6/5', '6/5', '8/3'] -> (((6/5 / 1/7) - 6/5) * (5/4 * 8/3))
[1019002] ['1/7', '5/4', '6/5', '7/2', '7/6'] -> (((6/5 + (7/2 / 5/4)) / 1/7) / 7/6)
[1019040] ['1/7', '5/4', '6/5', '7/4', '9/5'] -> ((6/5 + ((5/4 + 7/4) / 1/7)) + 9/5)
[1019046] ['1/7', '5/4', '6/5', '7/5', '7/9'] -> (((1/7 + 7/5) / (5/4 - 6/5)) * 7/9)
[1019054] ['1/7', '5/4', '6/5', '7/5', '9/7'] -> (((1/7 + 7/5) / (5/4 - 6/5)) / 9/7)
[1019059] ['1/7', '5/4', '6/5', '7/6', '8/3'] -> ((((5/4 * 6/5) / 1/7) / 7/6) * 8/3)
[1019061] ['1/7', '5/4', '6/5', '7/6', '8/7'] -> (8/7 / (1/7 * ((5/4 * 6/5) - 7/6)))
[1019063] ['1/7', '5/4', '6/5', '7/6', '9/2'] -> ((((7/6 / 1/7) / 5/4) - 6/5) * 9/2)
[1019066] ['1/7', '5/4', '6/5', '7/6', '9/7'] -> (9/7 / (1/7 / ((5/4 * 6/5) + 7/6)))
[1019072] ['1/7', '5/4', '6/5', '7/8', '8/7'] -> (8/7 / (((5/4 - 1/7) / 6/5) - 7/8))
[1019074] ['1/7', '5/4', '6/5', '7/8', '9/2'] -> (9/2 / (((1/7 * 5/4) * 6/5) * 7/8))
[1019098] ['1/7', '5/4', '6/5', '8/5', '8/5'] -> (((6/5 + (5/4 * 8/5)) / 1/7) + 8/5)
[1019108] ['1/7', '5/4', '6/5', '8/7', '9/2'] -> ((((8/7 / 1/7) / 5/4) / 6/5) * 9/2)
[1019124] ['1/7', '5/4', '6/5', '9/4', '9/4'] -> ((((5/4 * 6/5) + 9/4) / 1/7) - 9/4)
[1019137] ['1/7', '5/4', '6/7', '6/7', '7/4'] -> (((6/7 + 6/7) / 1/7) / (7/4 - 5/4))
[1019143] ['1/7', '5/4', '6/7', '6/7', '8/5'] -> (((5/4 * (6/7 + 6/7)) / 1/7) * 8/5)
[1019147] ['1/7', '5/4', '6/7', '6/7', '9/4'] -> (((6/7 / 1/7) + 6/7) * (5/4 + 9/4))
[1019153] ['1/7', '5/4', '6/7', '7/2', '7/4'] -> ((5/4 + ((6/7 * 7/2) / 1/7)) + 7/4)
[1019188] ['1/7', '5/4', '6/7', '7/4', '8/5'] -> ((((5/4 + 7/4) - 6/7) / 1/7) * 8/5)
[1019190] ['1/7', '5/4', '6/7', '7/4', '8/9'] -> ((((5/4 + 6/7) + 7/4) / 1/7) * 8/9)
[1019191] ['1/7', '5/4', '6/7', '7/4', '9/2'] -> ((5/4 + ((6/7 + 7/4) / 1/7)) + 9/2)
[1019195] ['1/7', '5/4', '6/7', '7/4', '9/8'] -> ((((5/4 + 6/7) + 7/4) / 1/7) / 9/8)
[1019213] ['1/7', '5/4', '6/7', '7/6', '8/5'] -> (8/5 / ((1/7 + 6/7) - (7/6 / 5/4)))
[1019214] ['1/7', '5/4', '6/7', '7/6', '8/7'] -> (8/7 / ((1/7 + (5/4 * 6/7)) - 7/6))
[1019228] ['1/7', '5/4', '6/7', '7/8', '9/4'] -> (9/4 / (((5/4 * 7/8) - 1/7) - 6/7))
[1019229] ['1/7', '5/4', '6/7', '7/8', '9/5'] -> (9/5 / (7/8 - ((1/7 + 6/7) / 5/4)))
[1019230] ['1/7', '5/4', '6/7', '7/8', '9/7'] -> (9/7 / (((5/4 * 6/7) - 1/7) - 7/8))
[1019247] ['1/7', '5/4', '6/7', '8/3', '9/4'] -> ((8/3 / ((5/4 - 1/7) - 6/7)) * 9/4)
[1019262] ['1/7', '5/4', '6/7', '8/7', '9/4'] -> (9/4 / (((5/4 / 8/7) - 1/7) - 6/7))
[1019273] ['1/7', '5/4', '6/7', '9/2', '9/4'] -> ((5/4 / ((6/7 / 9/2) - 1/7)) - 9/4)
[1019275] ['1/7', '5/4', '6/7', '9/2', '9/7'] -> (9/7 / (6/7 - ((1/7 * 5/4) * 9/2)))
[1019289] ['1/7', '5/4', '7/2', '7/2', '7/4'] -> (((5/4 + (7/2 / 1/7)) - 7/2) + 7/4)
[1019292] ['1/7', '5/4', '7/2', '7/2', '7/8'] -> (((5/4 / 1/7) + (7/2 * 7/2)) / 7/8)
[1019295] ['1/7', '5/4', '7/2', '7/2', '8/5'] -> ((((7/2 / 1/7) + 7/2) / 5/4) + 8/5)
[1019296] ['1/7', '5/4', '7/2', '7/2', '8/7'] -> (((5/4 / 1/7) + (7/2 * 7/2)) * 8/7)
[1019297] ['1/7', '5/4', '7/2', '7/2', '8/9'] -> ((((5/4 / 7/2) + 7/2) / 1/7) * 8/9)
[1019310] ['1/7', '5/4', '7/2', '7/3', '8/5'] -> (8/5 / (1/7 * ((7/2 / 5/4) - 7/3)))
[1019320] ['1/7', '5/4', '7/2', '7/4', '7/6'] -> ((((7/2 + 7/4) - 5/4) / 1/7) / 7/6)
[1019323] ['1/7', '5/4', '7/2', '7/4', '8/3'] -> ((((7/2 - 5/4) / 1/7) / 7/4) * 8/3)
[1019334] ['1/7', '5/4', '7/2', '7/5', '7/8'] -> ((((7/2 / 1/7) / 5/4) + 7/5) / 7/8)
[1019338] ['1/7', '5/4', '7/2', '7/5', '8/7'] -> ((((7/2 / 1/7) / 5/4) + 7/5) * 8/7)
[1019342] ['1/7', '5/4', '7/2', '7/5', '9/5'] -> (9/5 / ((1/7 * 7/2) * (7/5 - 5/4)))
[1019355] ['1/7', '5/4', '7/2', '7/6', '9/7'] -> (9/7 / (5/4 / ((7/2 / 1/7) - 7/6)))
[1019357] ['1/7', '5/4', '7/2', '7/8', '7/8'] -> (((5/4 + (7/2 / 1/7)) - 7/8) - 7/8)
[1019359] ['1/7', '5/4', '7/2', '7/8', '8/3'] -> (((5/4 / 1/7) + (7/8 / 7/2)) * 8/3)
[1019360] ['1/7', '5/4', '7/2', '7/8', '8/5'] -> ((((7/2 / 1/7) / 5/4) / 7/8) + 8/5)
[1019382] ['1/7', '5/4', '7/2', '8/3', '9/2'] -> ((8/3 / (1/7 + (5/4 / 7/2))) * 9/2)
[1019397] ['1/7', '5/4', '7/2', '8/7', '9/2'] -> ((8/7 / ((5/4 / 7/2) - 1/7)) * 9/2)
[1019400] ['1/7', '5/4', '7/2', '8/7', '9/7'] -> (9/7 / ((1/7 * 7/2) * (5/4 - 8/7)))
[1019411] ['1/7', '5/4', '7/2', '9/2', '9/7'] -> (9/7 / ((5/4 * (1/7 + 7/2)) - 9/2))
[1019430] ['1/7', '5/4', '7/3', '7/3', '8/5'] -> ((8/5 / 1/7) / (7/3 - (7/3 / 5/4)))
[1019443] ['1/7', '5/4', '7/3', '7/4', '8/3'] -> ((((5/4 + 7/4) / 1/7) / 7/3) * 8/3)
[1019444] ['1/7', '5/4', '7/3', '7/4', '8/5'] -> (((5/4 / (7/3 - 7/4)) / 1/7) * 8/5)
[1019451] ['1/7', '5/4', '7/3', '7/4', '9/8'] -> (9/8 / (1/7 / (7/3 + (5/4 / 7/4))))
[1019457] ['1/7', '5/4', '7/3', '7/5', '8/5'] -> (8/5 / (1/7 * ((7/3 / 5/4) - 7/5)))
[1019473] ['1/7', '5/4', '7/3', '7/6', '9/4'] -> ((((5/4 + 7/3) / 1/7) + 7/6) - 9/4)
[1019494] ['1/7', '5/4', '7/3', '7/9', '9/4'] -> ((((5/4 * 7/3) / 1/7) / 7/9) - 9/4)
[1019500] ['1/7', '5/4', '7/3', '8/3', '8/7'] -> ((((5/4 * 8/3) / 1/7) - 7/3) * 8/7)
[1019505] ['1/7', '5/4', '7/3', '8/3', '9/7'] -> (9/7 / (1/7 * (5/4 - (7/3 / 8/3))))
[1019508] ['1/7', '5/4', '7/3', '8/5', '8/7'] -> (8/7 / (1/7 * (7/3 - (5/4 * 8/5))))
[1019534] ['1/7', '5/4', '7/3', '9/4', '9/5'] -> ((((5/4 / 1/7) + 7/3) + 9/4) * 9/5)
[1019543] ['1/7', '5/4', '7/4', '7/4', '7/4'] -> (((7/4 + 7/4) / 1/7) + (5/4 - 7/4))
[1019545] ['1/7', '5/4', '7/4', '7/4', '7/6'] -> (((1/7 * 7/4) + 7/4) / (5/4 - 7/6))
[1019546] ['1/7', '5/4', '7/4', '7/4', '7/8'] -> (((5/4 + 7/4) / 1/7) / (7/4 - 7/8))
[1019552] ['1/7', '5/4', '7/4', '7/4', '9/2'] -> (9/2 / (((5/4 - 1/7) * 7/4) - 7/4))
[1019573] ['1/7', '5/4', '7/4', '7/6', '8/3'] -> ((((5/4 / 1/7) + 7/4) / 7/6) * 8/3)
[1019574] ['1/7', '5/4', '7/4', '7/6', '8/5'] -> (((5/4 / (7/4 - 7/6)) / 1/7) * 8/5)
[1019588] ['1/7', '5/4', '7/4', '7/8', '9/2'] -> (9/2 / (1/7 * ((5/4 * 7/4) - 7/8)))
[1019590] ['1/7', '5/4', '7/4', '7/8', '9/5'] -> (9/5 / (1/7 * ((7/4 / 5/4) - 7/8)))
[1019591] ['1/7', '5/4', '7/4', '7/8', '9/7'] -> (9/7 / (1/7 * ((5/4 + 7/8) - 7/4)))
[1019597] ['1/7', '5/4', '7/4', '7/9', '8/9'] -> ((((5/4 + 7/4) / 1/7) / 7/9) * 8/9)
[1019602] ['1/7', '5/4', '7/4', '7/9', '9/8'] -> ((((5/4 + 7/4) / 1/7) / 7/9) / 9/8)
[1019605] ['1/7', '5/4', '7/4', '8/3', '8/7'] -> (8/7 / (1/7 * ((5/4 + 7/4) - 8/3)))
[1019609] ['1/7', '5/4', '7/4', '8/3', '9/5'] -> ((((5/4 * 8/3) / 1/7) / 7/4) * 9/5)
[1019613] ['1/7', '5/4', '7/4', '8/5', '8/7'] -> ((((7/4 / 5/4) + 8/5) / 1/7) * 8/7)
[1019616] ['1/7', '5/4', '7/4', '8/5', '9/4'] -> (((7/4 + (5/4 * 8/5)) / 1/7) - 9/4)
[1019617] ['1/7', '5/4', '7/4', '8/5', '9/5'] -> ((((7/4 + 8/5) / 1/7) - 5/4) + 9/5)
[1019623] ['1/7', '5/4', '7/4', '8/7', '9/4'] -> (9/4 / (1/7 * (7/4 - (5/4 / 8/7))))
[1019631] ['1/7', '5/4', '7/4', '8/9', '9/7'] -> (9/7 / ((1/7 / (5/4 + 7/4)) / 8/9))
[1019638] ['1/7', '5/4', '7/4', '9/4', '9/4'] -> ((7/4 + ((5/4 + 9/4) / 1/7)) - 9/4)
[1019646] ['1/7', '5/4', '7/4', '9/7', '9/8'] -> ((((5/4 + 7/4) * 9/7) / 1/7) / 9/8)
[1019665] ['1/7', '5/4', '7/5', '7/6', '8/5'] -> (8/5 / (1/7 * (7/5 - (7/6 / 5/4))))
[1019680] ['1/7', '5/4', '7/5', '7/8', '9/4'] -> (9/4 / ((1/7 * 5/4) * (7/5 - 7/8)))
[1019681] ['1/7', '5/4', '7/5', '7/8', '9/5'] -> (9/5 / ((1/7 * 7/5) * (5/4 - 7/8)))
[1019684] ['1/7', '5/4', '7/5', '7/9', '7/9'] -> (7/9 / ((5/4 / (1/7 + 7/5)) - 7/9))
[1019699] ['1/7', '5/4', '7/5', '8/3', '9/4'] -> ((((8/3 / 1/7) / 5/4) / 7/5) * 9/4)
[1019707] ['1/7', '5/4', '7/5', '8/5', '9/4'] -> (((5/4 * (7/5 + 8/5)) / 1/7) - 9/4)
[1019709] ['1/7', '5/4', '7/5', '8/5', '9/7'] -> (9/7 / (1/7 * (5/4 - (7/5 / 8/5))))
[1019744] ['1/7', '5/4', '7/6', '7/6', '8/7'] -> (8/7 / ((1/7 + (5/4 / 7/6)) - 7/6))
[1019754] ['1/7', '5/4', '7/6', '7/8', '8/5'] -> (8/5 / (1/7 * (7/6 - (7/8 / 5/4))))
[1019760] ['1/7', '5/4', '7/6', '7/8', '9/7'] -> (9/7 / (((5/4 / 7/6) - 1/7) - 7/8))
[1019768] ['1/7', '5/4', '7/6', '7/9', '9/4'] -> ((((5/4 + 7/6) / 1/7) / 7/9) + 9/4)
[1019777] ['1/7', '5/4', '7/6', '8/3', '9/4'] -> ((((5/4 + 8/3) / 1/7) - 7/6) - 9/4)
[1019808] ['1/7', '5/4', '7/6', '9/4', '9/5'] -> ((((9/4 / 1/7) - 5/4) - 7/6) * 9/5)
[1019817] ['1/7', '5/4', '7/8', '7/8', '7/8'] -> ((((5/4 + 7/8) + 7/8) / 1/7) / 7/8)
[1019819] ['1/7', '5/4', '7/8', '7/8', '8/3'] -> ((((5/4 / 1/7) - 7/8) / 7/8) * 8/3)
[1019821] ['1/7', '5/4', '7/8', '7/8', '8/7'] -> ((((5/4 + 7/8) + 7/8) / 1/7) * 8/7)
[1019824] ['1/7', '5/4', '7/8', '7/8', '9/4'] -> (9/4 / (((5/4 - 1/7) * 7/8) - 7/8))
[1019827] ['1/7', '5/4', '7/8', '7/8', '9/8'] -> ((9/8 / 1/7) / ((5/4 - 7/8) * 7/8))
[1019838] ['1/7', '5/4', '7/8', '8/3', '8/3'] -> ((((5/4 * 8/3) / 1/7) / 7/8) - 8/3)
[1019840] ['1/7', '5/4', '7/8', '8/3', '8/7'] -> ((((5/4 / 1/7) - 7/8) * 8/3) * 8/7)
[1019852] ['1/7', '5/4', '7/8', '8/5', '9/5'] -> (9/5 / (1/7 * ((5/4 + 7/8) - 8/5)))
[1019871] ['1/7', '5/4', '7/8', '9/2', '9/7'] -> (9/7 / (7/8 - (1/7 * (5/4 + 9/2))))
[1019875] ['1/7', '5/4', '7/8', '9/4', '9/7'] -> (9/7 / ((5/4 - (1/7 * 9/4)) - 7/8))
[1019921] ['1/7', '5/4', '7/9', '8/9', '9/7'] -> (9/7 / (1/7 * (5/4 - (7/9 / 8/9))))
[1019931] ['1/7', '5/4', '7/9', '9/4', '9/8'] -> ((((5/4 / 7/9) + 9/4) / 1/7) / 9/8)
[1019938] ['1/7', '5/4', '8/3', '8/3', '8/3'] -> ((5/4 * ((8/3 / 1/7) + 8/3)) - 8/3)
[1019951] ['1/7', '5/4', '8/3', '8/5', '9/4'] -> ((5/4 * ((8/5 / 1/7) - 8/3)) * 9/4)
[1019958] ['1/7', '5/4', '8/3', '8/7', '9/4'] -> ((8/3 / ((1/7 + 5/4) - 8/7)) * 9/4)
[1019960] ['1/7', '5/4', '8/3', '8/7', '9/7'] -> (9/7 / ((5/4 - (1/7 / 8/3)) - 8/7))
[1019961] ['1/7', '5/4', '8/3', '8/7', '9/8'] -> (9/8 / ((1/7 * 5/4) / (8/3 + 8/7)))
[1019964] ['1/7', '5/4', '8/3', '8/9', '9/4'] -> ((((5/4 * 8/3) / 1/7) / 8/9) - 9/4)
[1019983] ['1/7', '5/4', '8/5', '8/5', '8/5'] -> ((((5/4 * 8/5) * 8/5) / 1/7) + 8/5)
[1020010] ['1/7', '5/4', '8/5', '9/4', '9/5'] -> ((((5/4 + 8/5) / 1/7) + 9/4) + 9/5)
[1020016] ['1/7', '5/4', '8/5', '9/7', '9/7'] -> (9/7 / ((1/7 / 8/5) + (5/4 - 9/7)))
[1020026] ['1/7', '5/4', '8/7', '8/9', '8/9'] -> ((8/9 / ((1/7 + 8/7) - 5/4)) - 8/9)
[1020030] ['1/7', '5/4', '8/7', '8/9', '9/7'] -> (9/7 / ((1/7 / 8/9) - (5/4 - 8/7)))
[1020065] ['1/7', '5/4', '8/9', '9/7', '9/7'] -> (9/7 / (((9/7 / 8/9) - 1/7) - 5/4))
[1020076] ['1/7', '5/4', '9/2', '9/4', '9/8'] -> ((((9/2 / 1/7) + 9/4) / 5/4) / 9/8)
[1020079] ['1/7', '5/4', '9/2', '9/5', '9/8'] -> ((((9/2 / 1/7) / 5/4) + 9/5) / 9/8)
[1020083] ['1/7', '5/4', '9/4', '9/4', '9/4'] -> (5/4 + (((9/4 / 9/4) + 9/4) / 1/7))
[1020091] ['1/7', '5/4', '9/4', '9/7', '9/8'] -> (((9/4 + (5/4 * 9/7)) / 1/7) / 9/8)
[1020097] ['1/7', '5/4', '9/5', '9/7', '9/8'] -> (((5/4 * (9/5 + 9/7)) / 1/7) / 9/8)
[1020106] ['1/7', '5/6', '5/6', '5/6', '5/9'] -> (((5/6 / 1/7) + 5/6) / (5/6 - 5/9))
[1020109] ['1/7', '5/6', '5/6', '5/6', '7/2'] -> ((7/2 / 1/7) - (5/6 / (5/6 + 5/6)))
[1020120] ['1/7', '5/6', '5/6', '5/6', '9/2'] -> ((((9/2 - 5/6) / 1/7) - 5/6) - 5/6)
[1020124] ['1/7', '5/6', '5/6', '5/6', '9/8'] -> (((5/6 / (9/8 - 5/6)) / 1/7) / 5/6)
[1020130] ['1/7', '5/6', '5/6', '5/7', '7/2'] -> (((5/6 / (5/6 - 5/7)) - 1/7) * 7/2)
[1020135] ['1/7', '5/6', '5/6', '5/7', '7/8'] -> ((1/7 + (5/7 / 5/6)) / (7/8 - 5/6))
[1020137] ['1/7', '5/6', '5/6', '5/7', '8/3'] -> ((5/6 + ((5/6 / 1/7) / 5/7)) * 8/3)
[1020139] ['1/7', '5/6', '5/6', '5/7', '8/7'] -> ((8/7 / 1/7) / ((5/6 / 5/7) - 5/6))
[1020149] ['1/7', '5/6', '5/6', '5/8', '6/7'] -> (((5/6 * 6/7) / 1/7) / (5/6 - 5/8))
[1020150] ['1/7', '5/6', '5/6', '5/8', '7/2'] -> ((5/6 - (5/6 / 5/8)) + (7/2 / 1/7))
[1020154] ['1/7', '5/6', '5/6', '5/8', '7/6'] -> (((5/6 / (5/6 - 5/8)) / 1/7) / 7/6)
[1020156] ['1/7', '5/6', '5/6', '5/8', '7/9'] -> ((((5/6 + 5/6) / 1/7) / 5/8) / 7/9)
[1020162] ['1/7', '5/6', '5/6', '5/8', '9/4'] -> ((((5/6 / 1/7) + 5/6) / 5/8) * 9/4)
[1020176] ['1/7', '5/6', '5/6', '5/9', '8/3'] -> ((((5/6 / 1/7) - 5/6) / 5/9) * 8/3)
[1020195] ['1/7', '5/6', '5/6', '6/5', '8/5'] -> ((8/5 / 1/7) / ((5/6 + 5/6) - 6/5))
[1020196] ['1/7', '5/6', '5/6', '6/5', '8/7'] -> (8/7 / ((5/6 * (6/5 - 1/7)) - 5/6))
[1020202] ['1/7', '5/6', '5/6', '6/5', '9/8'] -> (((5/6 * 6/5) / 1/7) / (9/8 - 5/6))
[1020209] ['1/7', '5/6', '5/6', '6/7', '7/8'] -> ((5/6 + (1/7 / 6/7)) / (7/8 - 5/6))
[1020224] ['1/7', '5/6', '5/6', '7/2', '7/6'] -> ((((7/2 / 1/7) - 5/6) - 5/6) + 7/6)
[1020232] ['1/7', '5/6', '5/6', '7/2', '9/4'] -> (((5/6 + (5/6 * 7/2)) / 1/7) - 9/4)
[1020239] ['1/7', '5/6', '5/6', '7/3', '7/6'] -> ((((5/6 + 5/6) + 7/3) / 1/7) / 7/6)
