[568363] ['1/4', '5/3', '5/8', '5/9', '8/5'] -> (8/5 / ((1/4 / 5/8) - (5/9 / 5/3)))
[614913] ['1/5', '1/7', '2/3', '3/4', '6/7'] -> (6/7 / (((1/7 / 1/5) - 2/3) * 3/4))
[614928] ['1/5', '1/7', '2/3', '3/4', '9/7'] -> (9/7 / ((3/4 - (1/7 / 1/5)) / 2/3))
[614932] ['1/5', '1/7', '2/3', '3/5', '3/8'] -> (((3/5 / (2/3 - 1/5)) / 1/7) / 3/8)
[614935] ['1/5', '1/7', '2/3', '3/5', '4/7'] -> ((3/5 / ((1/7 / 2/3) - 1/5)) * 4/7)
[614938] ['1/5', '1/7', '2/3', '3/5', '5/3'] -> (((2/3 + (3/5 / 1/5)) / 1/7) - 5/3)
[614947] ['1/5', '1/7', '2/3', '3/5', '7/3'] -> ((((2/3 / 1/7) + 3/5) / 1/5) - 7/3)
[614948] ['1/5', '1/7', '2/3', '3/5', '7/4'] -> ((3/5 / ((1/7 / 2/3) - 1/5)) / 7/4)
[614951] ['1/5', '1/7', '2/3', '3/5', '7/8'] -> (((1/5 / (2/3 - 3/5)) / 1/7) / 7/8)
[614953] ['1/5', '1/7', '2/3', '3/5', '8/3'] -> (((3/5 / (2/3 - 1/5)) / 1/7) * 8/3)
[614954] ['1/5', '1/7', '2/3', '3/5', '8/5'] -> (8/5 / (1/7 * (3/5 - (1/5 * 2/3))))
[614963] ['1/5', '1/7', '2/3', '3/7', '3/8'] -> ((3/7 / ((1/7 / 1/5) - 2/3)) / 3/8)
[614970] ['1/5', '1/7', '2/3', '3/7', '5/4'] -> ((3/7 / ((1/7 / 2/3) - 1/5)) / 5/4)
[614978] ['1/5', '1/7', '2/3', '3/7', '7/3'] -> ((((2/3 / 1/5) + 3/7) / 1/7) - 7/3)
[614984] ['1/5', '1/7', '2/3', '3/7', '8/3'] -> ((3/7 / ((1/7 / 1/5) - 2/3)) * 8/3)
[614986] ['1/5', '1/7', '2/3', '3/7', '8/7'] -> (8/7 / (((1/7 * 2/3) / 1/5) - 3/7))
[614988] ['1/5', '1/7', '2/3', '3/7', '9/2'] -> ((((2/3 + 3/7) / 1/5) - 1/7) * 9/2)
[615014] ['1/5', '1/7', '2/3', '3/8', '8/3'] -> (((2/3 / (3/8 - 1/5)) / 1/7) - 8/3)
[615019] ['1/5', '1/7', '2/3', '3/8', '9/4'] -> ((3/8 / ((1/7 / 2/3) - 1/5)) - 9/4)
[615024] ['1/5', '1/7', '2/3', '4/3', '4/5'] -> ((((2/3 / 1/7) + 4/3) / 1/5) * 4/5)
[615025] ['1/5', '1/7', '2/3', '4/3', '4/7'] -> ((((4/3 / 1/5) - 2/3) / 1/7) * 4/7)
[615029] ['1/5', '1/7', '2/3', '4/3', '5/4'] -> ((((2/3 / 1/7) + 4/3) / 1/5) / 5/4)
[615030] ['1/5', '1/7', '2/3', '4/3', '5/6'] -> (((4/3 / (2/3 - 1/5)) / 1/7) / 5/6)
[615034] ['1/5', '1/7', '2/3', '4/3', '6/5'] -> (((4/3 / (2/3 - 1/5)) / 1/7) * 6/5)
[615035] ['1/5', '1/7', '2/3', '4/3', '6/7'] -> ((4/3 / ((1/7 / 1/5) - 2/3)) * 6/7)
[615038] ['1/5', '1/7', '2/3', '4/3', '7/4'] -> ((((4/3 / 1/5) - 2/3) / 1/7) / 7/4)
[615040] ['1/5', '1/7', '2/3', '4/3', '7/6'] -> ((4/3 / ((1/7 / 1/5) - 2/3)) / 7/6)
[615044] ['1/5', '1/7', '2/3', '4/3', '8/5'] -> (8/5 / (1/7 * ((4/3 - 1/5) - 2/3)))
[615045] ['1/5', '1/7', '2/3', '4/3', '8/7'] -> (8/7 / (((1/7 / 1/5) + 2/3) - 4/3))
[615056] ['1/5', '1/7', '2/3', '4/5', '5/3'] -> (((2/3 + 4/5) / (1/5 - 1/7)) - 5/3)
[615061] ['1/5', '1/7', '2/3', '4/5', '5/9'] -> (((4/5 / (1/5 - 1/7)) - 2/3) / 5/9)
[615063] ['1/5', '1/7', '2/3', '4/5', '6/7'] -> (6/7 / ((1/5 / 4/5) - (1/7 / 2/3)))
[615064] ['1/5', '1/7', '2/3', '4/5', '7/2'] -> ((4/5 / (1/7 - (1/5 * 2/3))) / 7/2)
[615066] ['1/5', '1/7', '2/3', '4/5', '7/4'] -> ((((4/5 / 1/5) / 1/7) / 2/3) / 7/4)
[615072] ['1/5', '1/7', '2/3', '4/5', '8/5'] -> (8/5 / ((2/3 + 4/5) - (1/5 / 1/7)))
[615077] ['1/5', '1/7', '2/3', '4/5', '9/5'] -> (((4/5 / (1/5 - 1/7)) - 2/3) * 9/5)
[615078] ['1/5', '1/7', '2/3', '4/5', '9/7'] -> (9/7 / (((1/5 * 1/7) / 2/3) / 4/5))
[615083] ['1/5', '1/7', '2/3', '4/7', '5/3'] -> ((4/7 / ((1/7 / 2/3) - 1/5)) / 5/3)
[615084] ['1/5', '1/7', '2/3', '4/7', '5/4'] -> ((((4/7 / 1/5) / 1/7) / 2/3) / 5/4)
[615087] ['1/5', '1/7', '2/3', '4/7', '5/8'] -> (((4/7 / (1/5 - 1/7)) / 2/3) / 5/8)
[615089] ['1/5', '1/7', '2/3', '4/7', '6/5'] -> (6/5 / ((1/5 / 2/3) - (1/7 / 4/7)))
[615125] ['1/5', '1/7', '2/3', '4/9', '8/5'] -> (8/5 / (1/7 * ((4/9 / 2/3) - 1/5)))
[615126] ['1/5', '1/7', '2/3', '4/9', '8/7'] -> (8/7 / ((1/7 / 1/5) - (4/9 / 2/3)))
[615129] ['1/5', '1/7', '2/3', '4/9', '9/4'] -> (((2/3 / (1/5 - 1/7)) / 4/9) - 9/4)
[615141] ['1/5', '1/7', '2/3', '5/2', '6/7'] -> (6/7 / (((1/7 / 2/3) - 1/5) * 5/2))
[615150] ['1/5', '1/7', '2/3', '5/2', '8/5'] -> (8/5 / (1/7 * (1/5 + (2/3 / 5/2))))
[615151] ['1/5', '1/7', '2/3', '5/2', '8/7'] -> (8/7 / (((1/5 * 1/7) * 2/3) * 5/2))
[615173] ['1/5', '1/7', '2/3', '5/3', '8/3'] -> (8/3 / ((1/7 * (2/3 - 1/5)) * 5/3))
[615188] ['1/5', '1/7', '2/3', '5/4', '6/7'] -> (6/7 / ((1/5 * 5/4) - (1/7 / 2/3)))
[615201] ['1/5', '1/7', '2/3', '5/4', '9/4'] -> ((5/4 / ((1/7 / 1/5) - 2/3)) - 9/4)
[615203] ['1/5', '1/7', '2/3', '5/4', '9/7'] -> (9/7 / (((1/5 * 1/7) * 5/4) / 2/3))
[615220] ['1/5', '1/7', '2/3', '5/6', '8/7'] -> (8/7 / ((1/7 / 2/3) - (1/5 * 5/6)))
[615223] ['1/5', '1/7', '2/3', '5/6', '9/4'] -> (((2/3 + 5/6) / (1/5 - 1/7)) - 9/4)
[615261] ['1/5', '1/7', '2/3', '5/8', '8/7'] -> (8/7 / (1/5 - ((1/7 * 2/3) / 5/8)))
[615266] ['1/5', '1/7', '2/3', '5/8', '9/7'] -> (9/7 / (((1/5 - 1/7) * 5/8) / 2/3))
[615273] ['1/5', '1/7', '2/3', '5/9', '7/4'] -> ((((2/3 / 1/5) / 1/7) / 5/9) / 7/4)
[615281] ['1/5', '1/7', '2/3', '5/9', '8/9'] -> (8/9 / ((1/7 * (2/3 - 1/5)) * 5/9))
[615289] ['1/5', '1/7', '2/3', '6/5', '7/2'] -> ((6/5 / ((1/7 / 2/3) - 1/5)) / 7/2)
[615297] ['1/5', '1/7', '2/3', '6/5', '8/5'] -> (8/5 / ((1/7 * (2/3 + 6/5)) - 1/5))
[615301] ['1/5', '1/7', '2/3', '6/5', '9/4'] -> (((2/3 / 1/7) + (6/5 / 1/5)) * 9/4)
[615303] ['1/5', '1/7', '2/3', '6/5', '9/7'] -> (9/7 / ((1/5 * 1/7) / (6/5 - 2/3)))
[615338] ['1/5', '1/7', '2/3', '7/3', '7/3'] -> ((((7/3 - 1/7) / 1/5) - 2/3) * 7/3)
[615342] ['1/5', '1/7', '2/3', '7/3', '7/8'] -> ((((2/3 / 1/5) / 1/7) - 7/3) / 7/8)
[615344] ['1/5', '1/7', '2/3', '7/3', '8/3'] -> (8/3 / (((1/7 / 1/5) - 2/3) * 7/3))
[615360] ['1/5', '1/7', '2/3', '7/4', '8/7'] -> (8/7 / (1/5 * ((2/3 / 7/4) - 1/7)))
[615363] ['1/5', '1/7', '2/3', '7/4', '9/4'] -> (((7/4 / (2/3 - 1/5)) / 1/7) - 9/4)
[615369] ['1/5', '1/7', '2/3', '7/5', '7/8'] -> (((7/5 / (2/3 - 1/5)) / 1/7) / 7/8)
[615376] ['1/5', '1/7', '2/3', '7/5', '9/4'] -> (((1/5 + 2/3) + (7/5 / 1/7)) * 9/4)
[615394] ['1/5', '1/7', '2/3', '7/8', '8/3'] -> ((((2/3 / 1/5) / 1/7) / 7/8) - 8/3)
[615396] ['1/5', '1/7', '2/3', '7/8', '8/7'] -> (8/7 / ((2/3 / 7/8) - (1/7 / 1/5)))
[615400] ['1/5', '1/7', '2/3', '7/8', '9/5'] -> (((2/3 / (1/5 - 1/7)) / 7/8) * 9/5)
[615405] ['1/5', '1/7', '2/3', '7/9', '8/5'] -> (((2/3 / (1/5 - 1/7)) / 7/9) * 8/5)
[615407] ['1/5', '1/7', '2/3', '7/9', '8/9'] -> (8/9 / (((1/7 / 1/5) - 2/3) * 7/9))
[615413] ['1/5', '1/7', '2/3', '8/3', '8/3'] -> (((2/3 / (1/5 - 1/7)) - 8/3) * 8/3)
[615423] ['1/5', '1/7', '2/3', '8/5', '8/7'] -> (8/7 / (1/5 - ((1/7 * 2/3) * 8/5)))
[615425] ['1/5', '1/7', '2/3', '8/5', '9/2'] -> ((2/3 + (8/5 / (1/5 + 1/7))) * 9/2)
[615428] ['1/5', '1/7', '2/3', '8/5', '9/7'] -> (9/7 / (((1/5 - 1/7) / 2/3) / 8/5))
[615434] ['1/5', '1/7', '2/3', '8/7', '9/5'] -> (((2/3 * 8/7) / (1/5 - 1/7)) * 9/5)
[615439] ['1/5', '1/7', '2/3', '8/9', '9/4'] -> ((((2/3 / 1/5) / 1/7) / 8/9) - 9/4)
[615440] ['1/5', '1/7', '2/3', '8/9', '9/5'] -> (((8/9 / (2/3 - 1/5)) / 1/7) * 9/5)
[615441] ['1/5', '1/7', '2/3', '8/9', '9/7'] -> (9/7 / (((1/7 / 1/5) - 2/3) / 8/9))
[615446] ['1/5', '1/7', '2/3', '9/2', '9/7'] -> (((1/7 / 2/3) + (9/2 / 1/5)) + 9/7)
[615448] ['1/5', '1/7', '2/3', '9/4', '9/4'] -> (((2/3 * 9/4) / (1/5 - 1/7)) - 9/4)
[615452] ['1/5', '1/7', '2/3', '9/5', '9/5'] -> ((((1/5 + 9/5) / 1/7) - 2/3) * 9/5)
[615453] ['1/5', '1/7', '2/3', '9/5', '9/7'] -> (9/7 / (1/7 / ((1/5 + 2/3) + 9/5)))
[615454] ['1/5', '1/7', '2/3', '9/5', '9/8'] -> (((9/5 / (2/3 - 1/5)) / 1/7) / 9/8)
[615456] ['1/5', '1/7', '2/3', '9/7', '9/8'] -> ((9/7 / ((1/7 / 1/5) - 2/3)) / 9/8)
[615459] ['1/5', '1/7', '2/5', '2/5', '2/7'] -> (((2/5 + 2/7) / 1/7) / (2/5 - 1/5))
[615461] ['1/5', '1/7', '2/5', '2/5', '3/2'] -> ((((2/5 / 1/7) + 2/5) / 1/5) * 3/2)
[615463] ['1/5', '1/7', '2/5', '2/5', '3/5'] -> ((((2/5 / 1/5) / 1/7) + 2/5) / 3/5)
[615471] ['1/5', '1/7', '2/5', '2/5', '5/3'] -> ((((2/5 / 1/5) / 1/7) + 2/5) * 5/3)
[615474] ['1/5', '1/7', '2/5', '2/5', '5/7'] -> (((5/7 / 1/5) / 1/7) - (2/5 / 2/5))
[615497] ['1/5', '1/7', '2/5', '2/7', '3/2'] -> ((((2/5 / 1/5) + 2/7) / 1/7) * 3/2)
[615515] ['1/5', '1/7', '2/5', '2/7', '7/2'] -> ((((2/5 / 1/5) / 2/7) - 1/7) * 7/2)
[615517] ['1/5', '1/7', '2/5', '2/7', '7/4'] -> ((((2/5 / 1/5) / 1/7) - 2/7) * 7/4)
[615523] ['1/5', '1/7', '2/5', '2/7', '8/5'] -> (8/5 / ((1/5 / (1/7 + 2/7)) - 2/5))
[615524] ['1/5', '1/7', '2/5', '2/7', '8/7'] -> (8/7 / (2/7 - (1/7 / (1/5 + 2/5))))
[615535] ['1/5', '1/7', '2/5', '2/9', '3/7'] -> (((1/7 + 2/5) / (2/9 - 1/5)) - 3/7)
[615557] ['1/5', '1/7', '2/5', '2/9', '8/3'] -> (8/3 / (1/5 - (1/7 * (2/5 + 2/9))))
[615559] ['1/5', '1/7', '2/5', '2/9', '8/7'] -> (8/7 / ((1/5 + 2/5) * (2/9 - 1/7)))
[615573] ['1/5', '1/7', '2/5', '3/2', '4/7'] -> ((2/5 / (1/7 - (1/5 / 3/2))) * 4/7)
[615575] ['1/5', '1/7', '2/5', '3/2', '5/2'] -> ((((2/5 / 1/7) + 3/2) / 1/5) + 5/2)
[615583] ['1/5', '1/7', '2/5', '3/2', '6/7'] -> ((2/5 / ((1/7 * 3/2) - 1/5)) * 6/7)
[615588] ['1/5', '1/7', '2/5', '3/2', '7/6'] -> ((2/5 / ((1/7 * 3/2) - 1/5)) / 7/6)
[615589] ['1/5', '1/7', '2/5', '3/2', '7/8'] -> ((((2/5 * 3/2) / 1/5) / 1/7) / 7/8)
[615592] ['1/5', '1/7', '2/5', '3/2', '8/5'] -> (8/5 / (1/7 * (1/5 + (2/5 / 3/2))))
[615593] ['1/5', '1/7', '2/5', '3/2', '8/7'] -> ((((2/5 * 3/2) / 1/5) / 1/7) * 8/7)
[615596] ['1/5', '1/7', '2/5', '3/2', '9/4'] -> ((3/2 / ((2/5 - 1/5) - 1/7)) - 9/4)
[615602] ['1/5', '1/7', '2/5', '3/4', '3/7'] -> ((2/5 / ((1/5 * 3/4) - 1/7)) * 3/7)
[615606] ['1/5', '1/7', '2/5', '3/4', '4/7'] -> ((2/5 / (1/5 - (1/7 / 3/4))) * 4/7)
[615619] ['1/5', '1/7', '2/5', '3/4', '7/4'] -> ((2/5 / (1/5 - (1/7 / 3/4))) / 7/4)
[615626] ['1/5', '1/7', '2/5', '3/4', '8/7'] -> (8/7 / (1/7 * ((2/5 / 3/4) - 1/5)))
[615629] ['1/5', '1/7', '2/5', '3/4', '9/4'] -> (((3/4 / (2/5 - 1/5)) / 1/7) - 9/4)
[615631] ['1/5', '1/7', '2/5', '3/4', '9/7'] -> (9/7 / (((1/5 * 1/7) * 3/4) / 2/5))
[615638] ['1/5', '1/7', '2/5', '3/5', '4/7'] -> (4/7 / ((1/7 / 2/5) - (1/5 / 3/5)))
[615654] ['1/5', '1/7', '2/5', '3/5', '7/8'] -> (((3/5 / (2/5 - 1/5)) / 1/7) / 7/8)
[615657] ['1/5', '1/7', '2/5', '3/5', '8/5'] -> (8/5 / (1/7 * ((2/5 / 3/5) - 1/5)))
[615661] ['1/5', '1/7', '2/5', '3/5', '9/4'] -> (((3/5 / (1/5 - 1/7)) / 2/5) - 9/4)
[615676] ['1/5', '1/7', '2/5', '3/7', '5/8'] -> (((3/7 / (2/5 - 1/5)) / 1/7) / 5/8)
[615678] ['1/5', '1/7', '2/5', '3/7', '6/5'] -> (6/5 / (2/5 - (1/5 / (1/7 + 3/7))))
[615680] ['1/5', '1/7', '2/5', '3/7', '7/2'] -> (((1/5 / (3/7 - 2/5)) - 1/7) * 7/2)
[615683] ['1/5', '1/7', '2/5', '3/7', '7/5'] -> ((1/5 + 7/5) / (2/5 - (1/7 / 3/7)))
[615699] ['1/5', '1/7', '2/5', '3/8', '4/7'] -> (((1/5 + 1/7) / (2/5 - 3/8)) / 4/7)
[615708] ['1/5', '1/7', '2/5', '3/8', '6/5'] -> (6/5 / (1/7 * (1/5 + (2/5 * 3/8))))
[615709] ['1/5', '1/7', '2/5', '3/8', '6/7'] -> ((1/5 / ((2/5 * 3/8) - 1/7)) * 6/7)
[615712] ['1/5', '1/7', '2/5', '3/8', '7/4'] -> (((1/5 + 1/7) / (2/5 - 3/8)) * 7/4)
[615714] ['1/5', '1/7', '2/5', '3/8', '7/6'] -> ((1/5 / ((2/5 * 3/8) - 1/7)) / 7/6)
[615719] ['1/5', '1/7', '2/5', '3/8', '8/7'] -> (8/7 / (1/5 - ((1/7 * 2/5) / 3/8)))
[615728] ['1/5', '1/7', '2/5', '4/3', '4/7'] -> ((2/5 / (1/5 - (1/7 * 4/3))) * 4/7)
[615738] ['1/5', '1/7', '2/5', '4/3', '6/7'] -> (6/7 / (1/7 * (2/5 - (1/5 / 4/3))))
[615741] ['1/5', '1/7', '2/5', '4/3', '7/4'] -> ((2/5 / (1/5 - (1/7 * 4/3))) / 7/4)
[615753] ['1/5', '1/7', '2/5', '4/3', '9/7'] -> (9/7 / (((1/5 * 1/7) / 2/5) / 4/3))
[615755] ['1/5', '1/7', '2/5', '4/5', '4/5'] -> (((2/5 + (4/5 / 1/7)) / 1/5) * 4/5)
[615760] ['1/5', '1/7', '2/5', '4/5', '5/4'] -> (((2/5 + (4/5 / 1/7)) / 1/5) / 5/4)
[615765] ['1/5', '1/7', '2/5', '4/5', '6/5'] -> ((((4/5 / 1/5) - 2/5) / 1/7) - 6/5)
[615766] ['1/5', '1/7', '2/5', '4/5', '6/7'] -> (((4/5 / (2/5 - 1/5)) / 1/7) * 6/7)
[615769] ['1/5', '1/7', '2/5', '4/5', '7/4'] -> ((((2/5 + 4/5) / 1/5) / 1/7) / 7/4)
[615771] ['1/5', '1/7', '2/5', '4/5', '7/6'] -> (((4/5 / (2/5 - 1/5)) / 1/7) / 7/6)
[615772] ['1/5', '1/7', '2/5', '4/5', '7/8'] -> (((2/5 + 4/5) / (1/5 - 1/7)) / 7/8)
[615773] ['1/5', '1/7', '2/5', '4/5', '7/9'] -> ((2/5 / (1/5 - (1/7 / 4/5))) / 7/9)
[615776] ['1/5', '1/7', '2/5', '4/5', '8/7'] -> (((2/5 + 4/5) / (1/5 - 1/7)) * 8/7)
[615781] ['1/5', '1/7', '2/5', '4/5', '9/7'] -> ((2/5 / (1/5 - (1/7 / 4/5))) * 9/7)
[615785] ['1/5', '1/7', '2/5', '4/7', '5/2'] -> (((4/7 / (1/5 - 1/7)) - 2/5) * 5/2)
[615788] ['1/5', '1/7', '2/5', '4/7', '5/6'] -> (((4/7 / (2/5 - 1/5)) / 1/7) / 5/6)
[615802] ['1/5', '1/7', '2/5', '4/7', '8/5'] -> (8/5 / ((1/5 / (4/7 - 1/7)) - 2/5))
[615827] ['1/5', '1/7', '2/5', '4/9', '8/3'] -> (8/3 / (((4/9 - 2/5) / 1/7) - 1/5))
[615836] ['1/5', '1/7', '2/5', '5/2', '5/2'] -> ((((2/5 / 1/7) + 5/2) / 1/5) - 5/2)
[615845] ['1/5', '1/7', '2/5', '5/2', '7/2'] -> ((1/5 + ((2/5 + 5/2) / 1/7)) + 7/2)
[615850] ['1/5', '1/7', '2/5', '5/2', '7/8'] -> ((((1/5 / 2/5) + 5/2) / 1/7) / 7/8)
[615856] ['1/5', '1/7', '2/5', '5/2', '9/2'] -> (((2/5 / 1/5) + (5/2 / 1/7)) + 9/2)
[615877] ['1/5', '1/7', '2/5', '5/3', '8/5'] -> (8/5 / (1/7 * ((2/5 * 5/3) - 1/5)))
[615880] ['1/5', '1/7', '2/5', '5/3', '9/2'] -> (((2/5 / (1/5 - 1/7)) - 5/3) * 9/2)
[615885] ['1/5', '1/7', '2/5', '5/4', '5/4'] -> ((((2/5 / 1/5) + 5/4) / 1/7) + 5/4)
[615906] ['1/5', '1/7', '2/5', '5/4', '9/7'] -> (9/7 / ((1/5 - (1/7 * 5/4)) / 2/5))
[615925] ['1/5', '1/7', '2/5', '5/6', '9/2'] -> (((5/6 / 1/7) - (1/5 / 2/5)) * 9/2)
[615938] ['1/5', '1/7', '2/5', '5/7', '7/5'] -> ((2/5 + ((5/7 / 1/5) / 1/7)) - 7/5)
[615945] ['1/5', '1/7', '2/5', '5/7', '8/9'] -> (((2/5 + (5/7 / 1/7)) / 1/5) * 8/9)
[615950] ['1/5', '1/7', '2/5', '5/7', '9/8'] -> (((2/5 + (5/7 / 1/7)) / 1/5) / 9/8)
[615968] ['1/5', '1/7', '2/5', '5/8', '9/5'] -> (9/5 / (1/7 * (2/5 + (1/5 * 5/8))))
[615981] ['1/5', '1/7', '2/5', '5/9', '8/3'] -> (((1/5 / (5/9 - 2/5)) / 1/7) * 8/3)
[615983] ['1/5', '1/7', '2/5', '5/9', '8/7'] -> (8/7 / ((1/5 + 2/5) * (1/7 * 5/9)))
[615990] ['1/5', '1/7', '2/5', '6/5', '6/5'] -> ((((2/5 / 1/7) + 6/5) / 1/5) * 6/5)
[615993] ['1/5', '1/7', '2/5', '6/5', '7/3'] -> ((((2/5 + 6/5) / 1/5) / 1/7) / 7/3)
[615994] ['1/5', '1/7', '2/5', '6/5', '7/4'] -> (((6/5 / (2/5 - 1/5)) / 1/7) / 7/4)
[615997] ['1/5', '1/7', '2/5', '6/5', '7/8'] -> ((6/5 / ((2/5 - 1/5) - 1/7)) / 7/8)
[615999] ['1/5', '1/7', '2/5', '6/5', '8/3'] -> (((1/5 + 2/5) + (6/5 / 1/7)) * 8/3)
[616001] ['1/5', '1/7', '2/5', '6/5', '8/7'] -> ((6/5 / ((2/5 - 1/5) - 1/7)) * 8/7)
[616008] ['1/5', '1/7', '2/5', '6/7', '6/7'] -> ((((6/7 / 1/7) - 2/5) / 1/5) * 6/7)
[616012] ['1/5', '1/7', '2/5', '6/7', '7/5'] -> ((1/5 + 7/5) / ((1/7 * 2/5) / 6/7))
[616013] ['1/5', '1/7', '2/5', '6/7', '7/6'] -> ((((6/7 / 1/7) - 2/5) / 1/5) / 7/6)
[616016] ['1/5', '1/7', '2/5', '6/7', '8/3'] -> ((1/5 + ((2/5 + 6/7) / 1/7)) * 8/3)
[616017] ['1/5', '1/7', '2/5', '6/7', '8/5'] -> ((6/7 / ((2/5 - 1/5) - 1/7)) * 8/5)
[616028] ['1/5', '1/7', '2/5', '7/2', '7/5'] -> (((7/2 / 1/5) - (1/7 / 2/5)) * 7/5)
[616029] ['1/5', '1/7', '2/5', '7/2', '7/6'] -> ((((1/5 / 2/5) + 7/2) / 1/7) / 7/6)
[616030] ['1/5', '1/7', '2/5', '7/2', '7/8'] -> (((7/2 - (1/5 / 2/5)) / 1/7) / 7/8)
[616034] ['1/5', '1/7', '2/5', '7/2', '8/7'] -> (((7/2 - (1/5 / 2/5)) / 1/7) * 8/7)
[616049] ['1/5', '1/7', '2/5', '7/3', '8/7'] -> (8/7 / (1/7 * (7/3 - (2/5 / 1/5))))
[616051] ['1/5', '1/7', '2/5', '7/3', '9/2'] -> (((1/5 + (2/5 / 1/7)) + 7/3) * 9/2)
[616053] ['1/5', '1/7', '2/5', '7/3', '9/5'] -> ((((7/3 - 2/5) / 1/7) - 1/5) * 9/5)
[616066] ['1/5', '1/7', '2/5', '7/4', '9/4'] -> ((((2/5 / 1/5) + 7/4) / 1/7) - 9/4)
[616070] ['1/5', '1/7', '2/5', '7/5', '7/5'] -> ((((7/5 / 1/5) - 1/7) / 2/5) * 7/5)
[616071] ['1/5', '1/7', '2/5', '7/5', '7/6'] -> ((((1/5 + 7/5) / 1/7) / 2/5) / 7/6)
[616087] ['1/5', '1/7', '2/5', '7/6', '8/5'] -> (8/5 / (((2/5 - 1/5) - 1/7) * 7/6))
[616101] ['1/5', '1/7', '2/5', '7/8', '9/2'] -> ((2/5 / (1/5 - (1/7 * 7/8))) * 9/2)
[616104] ['1/5', '1/7', '2/5', '7/8', '9/7'] -> (9/7 / (1/7 * (7/8 - (1/5 / 2/5))))
[616108] ['1/5', '1/7', '2/5', '7/9', '8/5'] -> (8/5 / ((1/5 + 2/5) * (1/7 * 7/9)))
[616117] ['1/5', '1/7', '2/5', '8/3', '8/5'] -> (8/5 / ((1/5 + 8/3) - (2/5 / 1/7)))
[616130] ['1/5', '1/7', '2/5', '8/5', '9/5'] -> (9/5 / (1/7 * (2/5 + (1/5 / 8/5))))
[616131] ['1/5', '1/7', '2/5', '8/5', '9/7'] -> (9/7 / ((1/5 + 2/5) * (1/7 / 8/5)))
[616134] ['1/5', '1/7', '2/5', '8/7', '8/9'] -> (((2/5 + 8/7) / (1/5 - 1/7)) * 8/9)
[616136] ['1/5', '1/7', '2/5', '8/7', '9/4'] -> ((((2/5 + 8/7) / 1/5) / 1/7) / 9/4)
[616139] ['1/5', '1/7', '2/5', '8/7', '9/8'] -> (((2/5 + 8/7) / (1/5 - 1/7)) / 9/8)
[616151] ['1/5', '1/7', '2/5', '9/4', '9/4'] -> (((9/4 / (1/5 + 2/5)) / 1/7) - 9/4)
[616166] ['1/5', '1/7', '2/7', '2/7', '3/7'] -> ((((2/7 / 1/5) / 1/7) + 2/7) / 3/7)
[616167] ['1/5', '1/7', '2/7', '2/7', '3/8'] -> (((1/7 + 2/7) / 1/5) / (3/8 - 2/7))
[616176] ['1/5', '1/7', '2/7', '2/7', '5/7'] -> (((5/7 / 1/5) / 1/7) - (2/7 / 2/7))
[616182] ['1/5', '1/7', '2/7', '2/7', '7/3'] -> ((((2/7 / 1/5) / 1/7) + 2/7) * 7/3)
[616184] ['1/5', '1/7', '2/7', '2/7', '7/5'] -> (((7/5 / 1/5) / 2/7) - (1/7 / 2/7))
[616192] ['1/5', '1/7', '2/7', '2/7', '9/2'] -> (((1/7 + 2/7) / 2/7) + (9/2 / 1/5))
[616199] ['1/5', '1/7', '2/7', '2/9', '3/4'] -> (((2/7 / (2/9 - 1/7)) / 1/5) / 3/4)
[616223] ['1/5', '1/7', '2/7', '2/9', '8/3'] -> (8/3 / (((2/9 - 1/7) / 1/5) - 2/7))
[616224] ['1/5', '1/7', '2/7', '2/9', '8/5'] -> (8/5 / (((1/7 / 2/7) - 1/5) * 2/9))
[616238] ['1/5', '1/7', '2/7', '3/2', '4/5'] -> ((2/7 / (1/7 - (1/5 / 3/2))) * 4/5)
[616243] ['1/5', '1/7', '2/7', '3/2', '5/4'] -> ((2/7 / (1/7 - (1/5 / 3/2))) / 5/4)
[616244] ['1/5', '1/7', '2/7', '3/2', '5/6'] -> ((2/7 / ((1/7 * 3/2) - 1/5)) / 5/6)
[616248] ['1/5', '1/7', '2/7', '3/2', '6/5'] -> ((2/7 / ((1/7 * 3/2) - 1/5)) * 6/5)
[616250] ['1/5', '1/7', '2/7', '3/2', '7/2'] -> ((((2/7 / 1/5) + 3/2) / 1/7) + 7/2)
[616252] ['1/5', '1/7', '2/7', '3/2', '7/4'] -> ((((3/2 / 1/5) - 1/7) / 2/7) - 7/4)
[616262] ['1/5', '1/7', '2/7', '3/2', '9/4'] -> ((3/2 / ((1/5 + 1/7) - 2/7)) - 9/4)
[616267] ['1/5', '1/7', '2/7', '3/4', '3/5'] -> ((2/7 / ((1/5 * 3/4) - 1/7)) * 3/5)
[616271] ['1/5', '1/7', '2/7', '3/4', '4/5'] -> ((2/7 / (1/5 - (1/7 / 3/4))) * 4/5)
[616275] ['1/5', '1/7', '2/7', '3/4', '5/3'] -> ((2/7 / ((1/5 * 3/4) - 1/7)) / 5/3)
[616276] ['1/5', '1/7', '2/7', '3/4', '5/4'] -> ((2/7 / (1/5 - (1/7 / 3/4))) / 5/4)
[616280] ['1/5', '1/7', '2/7', '3/4', '5/9'] -> ((((2/7 / 1/5) / 1/7) / 3/4) / 5/9)
[616291] ['1/5', '1/7', '2/7', '3/4', '8/5'] -> (8/5 / (1/7 - ((1/5 * 2/7) / 3/4)))
