[820735] ['1/6', '2/7', '5/3', '6/7', '7/2'] -> (7/2 / (1/6 / ((5/3 * 6/7) - 2/7)))
[861685] ['1/6', '4/3', '4/5', '5/8', '8/5'] -> (8/5 / ((4/3 * (4/5 - 5/8)) - 1/6))
[861690] ['1/6', '4/3', '4/5', '5/8', '9/5'] -> (9/5 / (((1/6 + 4/3) - 4/5) - 5/8))
[861693] ['1/6', '4/3', '4/5', '5/9', '5/9'] -> ((((4/3 / 4/5) + 5/9) / 1/6) / 5/9)
[861699] ['1/6', '4/3', '4/5', '5/9', '7/5'] -> (7/5 / (((4/5 - 1/6) - 5/9) / 4/3))
[861707] ['1/6', '4/3', '4/5', '5/9', '9/2'] -> (((4/3 - (4/5 * 5/9)) / 1/6) * 9/2)
[861709] ['1/6', '4/3', '4/5', '5/9', '9/5'] -> ((((4/3 / 4/5) + 5/9) / 1/6) * 9/5)
[861722] ['1/6', '4/3', '4/5', '6/5', '8/5'] -> (8/5 / ((1/6 + 4/5) - (6/5 / 4/3)))
[861743] ['1/6', '4/3', '4/5', '6/7', '9/4'] -> (((1/6 + 4/3) / (6/7 - 4/5)) - 9/4)
[861745] ['1/6', '4/3', '4/5', '6/7', '9/7'] -> (9/7 / (4/3 - ((1/6 + 6/7) / 4/5)))
[861755] ['1/6', '4/3', '4/5', '7/2', '8/5'] -> ((((4/3 * 4/5) * 7/2) / 1/6) + 8/5)
[861758] ['1/6', '4/3', '4/5', '7/2', '9/2'] -> (((1/6 + (4/3 / 4/5)) + 7/2) * 9/2)
[861769] ['1/6', '4/3', '4/5', '7/3', '8/3'] -> (8/3 / (1/6 * (7/3 - (4/3 / 4/5))))
[861773] ['1/6', '4/3', '4/5', '7/3', '9/2'] -> (((4/3 + 4/5) * (1/6 + 7/3)) * 9/2)
[861774] ['1/6', '4/3', '4/5', '7/3', '9/4'] -> (((7/3 / (4/3 - 4/5)) / 1/6) - 9/4)
[861792] ['1/6', '4/3', '4/5', '7/5', '7/5'] -> (7/5 / (((4/3 - 1/6) / 4/5) - 7/5))
[861797] ['1/6', '4/3', '4/5', '7/5', '8/5'] -> (8/5 / ((1/6 * 4/5) + (4/3 - 7/5)))
[861802] ['1/6', '4/3', '4/5', '7/5', '9/5'] -> (((4/3 / (7/5 - 4/5)) / 1/6) * 9/5)
[861812] ['1/6', '4/3', '4/5', '7/6', '9/2'] -> (((7/6 / 1/6) - (4/3 / 4/5)) * 9/2)
[861830] ['1/6', '4/3', '4/5', '7/9', '8/5'] -> (8/5 / ((4/3 * (4/5 - 1/6)) - 7/9))
[861833] ['1/6', '4/3', '4/5', '7/9', '9/2'] -> ((((4/3 / 4/5) - 7/9) / 1/6) * 9/2)
[861842] ['1/6', '4/3', '4/5', '8/3', '9/2'] -> (((4/3 + 4/5) * (8/3 - 1/6)) * 9/2)
[861844] ['1/6', '4/3', '4/5', '8/3', '9/5'] -> ((((4/3 / 1/6) + 8/3) / 4/5) * 9/5)
[861845] ['1/6', '4/3', '4/5', '8/3', '9/7'] -> ((((8/3 / 1/6) / 4/5) - 4/3) * 9/7)
[861852] ['1/6', '4/3', '4/5', '8/5', '9/5'] -> ((4/3 + ((8/5 / 1/6) / 4/5)) * 9/5)
[861859] ['1/6', '4/3', '4/5', '8/7', '9/5'] -> (9/5 / ((1/6 / (4/3 - 8/7)) - 4/5))
[861862] ['1/6', '4/3', '4/5', '8/9', '8/9'] -> (8/9 / (1/6 * (4/3 - (8/9 / 4/5))))
[861864] ['1/6', '4/3', '4/5', '8/9', '9/4'] -> (((4/3 + 8/9) / (1/6 / 4/5)) * 9/4)
[861885] ['1/6', '4/3', '4/7', '4/7', '5/2'] -> ((4/7 / 4/7) + ((4/3 + 5/2) / 1/6))
[861888] ['1/6', '4/3', '4/7', '4/7', '5/6'] -> ((((4/3 + 4/7) / 1/6) / 4/7) / 5/6)
[861890] ['1/6', '4/3', '4/7', '4/7', '5/8'] -> ((((4/3 / 1/6) + 4/7) / 4/7) / 5/8)
[861891] ['1/6', '4/3', '4/7', '4/7', '5/9'] -> ((4/7 / (1/6 + 4/3)) / (4/7 - 5/9))
[861892] ['1/6', '4/3', '4/7', '4/7', '6/5'] -> ((((4/3 + 4/7) / 1/6) / 4/7) * 6/5)
[861894] ['1/6', '4/3', '4/7', '4/7', '7/2'] -> ((((4/3 / 1/6) - 4/7) - 4/7) * 7/2)
[861898] ['1/6', '4/3', '4/7', '4/7', '7/6'] -> (((4/7 / 1/6) + 4/7) / (4/3 - 7/6))
[861902] ['1/6', '4/3', '4/7', '4/7', '8/5'] -> ((((4/3 / 1/6) + 4/7) / 4/7) * 8/5)
[861903] ['1/6', '4/3', '4/7', '4/7', '8/7'] -> (((4/3 / 1/6) / 4/7) * (4/7 + 8/7))
[861909] ['1/6', '4/3', '4/7', '4/7', '9/8'] -> ((4/7 / 4/7) / ((4/3 - 1/6) - 9/8))
[861915] ['1/6', '4/3', '4/7', '4/9', '5/7'] -> ((4/3 / ((1/6 + 4/9) - 4/7)) * 5/7)
[861920] ['1/6', '4/3', '4/7', '4/9', '7/2'] -> (((4/3 + 4/7) / (4/9 - 1/6)) * 7/2)
[861923] ['1/6', '4/3', '4/7', '4/9', '7/5'] -> ((4/3 / ((1/6 + 4/9) - 4/7)) / 7/5)
[861926] ['1/6', '4/3', '4/7', '4/9', '7/9'] -> ((((4/3 + 4/9) / 1/6) / 4/7) / 7/9)
[861928] ['1/6', '4/3', '4/7', '4/9', '8/5'] -> (8/5 / ((4/9 / (4/3 + 4/7)) - 1/6))
[861944] ['1/6', '4/3', '4/7', '5/2', '6/7'] -> ((4/7 + ((4/3 * 5/2) / 1/6)) / 6/7)
[861949] ['1/6', '4/3', '4/7', '5/2', '7/6'] -> ((4/7 + ((4/3 * 5/2) / 1/6)) * 7/6)
[861952] ['1/6', '4/3', '4/7', '5/2', '8/3'] -> (8/3 / ((1/6 * 4/7) * (5/2 - 4/3)))
[861969] ['1/6', '4/3', '4/7', '5/3', '7/2'] -> ((((4/3 + 4/7) / 1/6) / 5/3) * 7/2)
[861971] ['1/6', '4/3', '4/7', '5/3', '7/4'] -> (((4/3 + (4/7 * 5/3)) / 1/6) * 7/4)
[861976] ['1/6', '4/3', '4/7', '5/3', '8/3'] -> (8/3 / (1/6 * ((4/3 / 4/7) - 5/3)))
[862001] ['1/6', '4/3', '4/7', '5/4', '8/7'] -> (8/7 / (4/7 * ((1/6 + 5/4) - 4/3)))
[862009] ['1/6', '4/3', '4/7', '5/6', '5/7'] -> (5/7 / (((5/6 - 4/7) / 4/3) - 1/6))
[862014] ['1/6', '4/3', '4/7', '5/6', '7/2'] -> (((4/7 / (4/3 - 5/6)) / 1/6) * 7/2)
[862015] ['1/6', '4/3', '4/7', '5/6', '7/3'] -> ((((4/3 / 1/6) + 4/7) / 5/6) * 7/3)
[862016] ['1/6', '4/3', '4/7', '5/6', '7/4'] -> ((((4/3 + 4/7) / 1/6) / 5/6) * 7/4)
[862021] ['1/6', '4/3', '4/7', '5/6', '8/3'] -> ((((4/3 / 4/7) - 5/6) / 1/6) * 8/3)
[862023] ['1/6', '4/3', '4/7', '5/6', '8/7'] -> (8/7 / ((1/6 * 4/7) * (4/3 - 5/6)))
[862035] ['1/6', '4/3', '4/7', '5/7', '7/2'] -> ((((4/7 / 4/3) + 5/7) / 1/6) * 7/2)
[862036] ['1/6', '4/3', '4/7', '5/7', '7/3'] -> (((4/3 * (4/7 + 5/7)) / 1/6) * 7/3)
[862059] ['1/6', '4/3', '4/7', '5/8', '7/6'] -> (((1/6 + 4/3) / (5/8 - 4/7)) / 7/6)
[862063] ['1/6', '4/3', '4/7', '5/8', '8/5'] -> ((((4/3 / 1/6) / 4/7) / 5/8) + 8/5)
[862073] ['1/6', '4/3', '4/7', '5/9', '6/7'] -> ((((4/3 + 4/7) / 1/6) / 5/9) / 6/7)
[862078] ['1/6', '4/3', '4/7', '5/9', '7/6'] -> ((((4/3 + 4/7) / 1/6) / 5/9) * 7/6)
[862081] ['1/6', '4/3', '4/7', '5/9', '8/3'] -> (8/3 / (((4/3 - 1/6) * 4/7) - 5/9))
[862086] ['1/6', '4/3', '4/7', '5/9', '9/4'] -> ((((4/3 / 4/7) - 5/9) / 1/6) * 9/4)
[862093] ['1/6', '4/3', '4/7', '6/5', '7/3'] -> ((((4/3 / 1/6) + 4/7) * 6/5) * 7/3)
[862094] ['1/6', '4/3', '4/7', '6/5', '7/4'] -> ((((4/3 + 4/7) * 6/5) / 1/6) * 7/4)
[862095] ['1/6', '4/3', '4/7', '6/5', '7/5'] -> (7/5 / (((1/6 + 6/5) - 4/3) / 4/7))
[862100] ['1/6', '4/3', '4/7', '6/5', '8/5'] -> (8/5 / (((4/3 - 6/5) / 4/7) - 1/6))
[862108] ['1/6', '4/3', '4/7', '6/7', '6/7'] -> (((4/3 / (6/7 - 4/7)) / 1/6) * 6/7)
[862110] ['1/6', '4/3', '4/7', '6/7', '7/3'] -> (((4/7 + (4/3 * 6/7)) / 1/6) * 7/3)
[862111] ['1/6', '4/3', '4/7', '6/7', '7/4'] -> ((4/7 + ((4/3 + 6/7) / 1/6)) * 7/4)
[862113] ['1/6', '4/3', '4/7', '6/7', '7/6'] -> (((4/3 / (6/7 - 4/7)) / 1/6) / 7/6)
[862116] ['1/6', '4/3', '4/7', '6/7', '8/3'] -> (8/3 / (1/6 * (4/3 - (4/7 / 6/7))))
[862118] ['1/6', '4/3', '4/7', '6/7', '8/7'] -> (8/7 / (((6/7 - 4/7) / 4/3) - 1/6))
[862122] ['1/6', '4/3', '4/7', '6/7', '9/5'] -> ((((4/3 + 4/7) / 1/6) / 6/7) * 9/5)
[862129] ['1/6', '4/3', '4/7', '7/2', '7/6'] -> (((7/2 / 1/6) - (4/7 / 4/3)) * 7/6)
[862137] ['1/6', '4/3', '4/7', '7/2', '9/4'] -> ((((4/7 * 7/2) / 1/6) - 4/3) * 9/4)
[862138] ['1/6', '4/3', '4/7', '7/2', '9/5'] -> ((4/3 + ((4/7 * 7/2) / 1/6)) * 9/5)
[862139] ['1/6', '4/3', '4/7', '7/2', '9/7'] -> (9/7 / ((7/2 - (4/7 / 1/6)) / 4/3))
[862144] ['1/6', '4/3', '4/7', '7/3', '7/6'] -> ((((4/3 / 4/7) + 7/3) / 1/6) / 7/6)
[862147] ['1/6', '4/3', '4/7', '7/3', '8/3'] -> ((((4/3 + 4/7) * 7/3) / 1/6) - 8/3)
[862161] ['1/6', '4/3', '4/7', '7/4', '8/3'] -> (((4/3 / 1/6) + (4/7 * 7/4)) * 8/3)
[862162] ['1/6', '4/3', '4/7', '7/4', '8/5'] -> ((((4/3 / 1/6) + 4/7) * 7/4) * 8/5)
[862175] ['1/6', '4/3', '4/7', '7/5', '8/5'] -> ((((4/3 / 4/7) + 7/5) / 1/6) + 8/5)
[862183] ['1/6', '4/3', '4/7', '7/6', '7/6'] -> (((4/7 / (4/3 - 7/6)) / 1/6) * 7/6)
[862184] ['1/6', '4/3', '4/7', '7/6', '7/8'] -> ((((4/3 / 4/7) + 7/6) / 1/6) / 7/8)
[862186] ['1/6', '4/3', '4/7', '7/6', '8/3'] -> (8/3 / (1/6 * (4/3 - (4/7 * 7/6))))
[862188] ['1/6', '4/3', '4/7', '7/6', '8/7'] -> ((((4/3 / 4/7) + 7/6) / 1/6) * 8/7)
[862191] ['1/6', '4/3', '4/7', '7/6', '9/4'] -> ((((4/3 + 7/6) / 1/6) / 4/7) - 9/4)
[862192] ['1/6', '4/3', '4/7', '7/6', '9/5'] -> ((((4/3 + 4/7) * 7/6) / 1/6) * 9/5)
[862206] ['1/6', '4/3', '4/7', '7/9', '7/9'] -> ((((4/3 / 4/7) + 7/9) / 1/6) / 7/9)
[862211] ['1/6', '4/3', '4/7', '7/9', '9/2'] -> (((4/3 - (4/7 * 7/9)) / 1/6) * 9/2)
[862212] ['1/6', '4/3', '4/7', '7/9', '9/4'] -> (((4/3 + (4/7 * 7/9)) / 1/6) * 9/4)
[862214] ['1/6', '4/3', '4/7', '7/9', '9/7'] -> (9/7 / (1/6 / ((4/3 / 4/7) + 7/9)))
[862216] ['1/6', '4/3', '4/7', '8/3', '8/3'] -> ((((8/3 / 1/6) / 4/7) - 4/3) - 8/3)
[862223] ['1/6', '4/3', '4/7', '8/3', '9/7'] -> ((((4/3 / 1/6) + 8/3) / 4/7) * 9/7)
[862225] ['1/6', '4/3', '4/7', '8/5', '8/5'] -> ((((4/3 * 8/5) / 1/6) / 4/7) + 8/5)
[862231] ['1/6', '4/3', '4/7', '8/5', '9/7'] -> (9/7 / ((1/6 / (8/5 - 4/3)) - 4/7))
[862233] ['1/6', '4/3', '4/7', '8/7', '8/7'] -> ((8/7 / 1/6) / ((8/7 / 4/3) - 4/7))
[862236] ['1/6', '4/3', '4/7', '8/7', '9/4'] -> ((((8/7 / 1/6) / 4/7) - 4/3) * 9/4)
[862237] ['1/6', '4/3', '4/7', '8/7', '9/5'] -> ((4/3 + ((8/7 / 1/6) / 4/7)) * 9/5)
[862240] ['1/6', '4/3', '4/7', '8/9', '8/9'] -> (8/9 / (1/6 * ((8/9 / 4/7) - 4/3)))
[862242] ['1/6', '4/3', '4/7', '8/9', '9/4'] -> ((4/3 + ((8/9 / 1/6) / 4/7)) * 9/4)
[862247] ['1/6', '4/3', '4/7', '9/2', '9/4'] -> ((1/6 + ((4/3 * 9/2) / 4/7)) * 9/4)
[862249] ['1/6', '4/3', '4/7', '9/2', '9/7'] -> (9/7 / ((4/7 / 1/6) - (9/2 / 4/3)))
[862253] ['1/6', '4/3', '4/7', '9/4', '9/7'] -> (9/7 / ((4/7 / 4/3) - (1/6 * 9/4)))
[862264] ['1/6', '4/3', '4/9', '4/9', '5/4'] -> ((4/3 * 5/4) / (4/9 - (1/6 / 4/9)))
[862286] ['1/6', '4/3', '4/9', '4/9', '9/8'] -> ((4/9 / 4/9) / ((4/3 - 1/6) - 9/8))
[862288] ['1/6', '4/3', '4/9', '5/2', '5/3'] -> ((((4/3 + 4/9) + 5/2) / 1/6) - 5/3)
[862292] ['1/6', '4/3', '4/9', '5/2', '5/8'] -> ((5/2 / ((4/9 / 4/3) - 1/6)) / 5/8)
[862296] ['1/6', '4/3', '4/9', '5/2', '7/2'] -> ((((4/3 / 1/6) / 4/9) + 5/2) + 7/2)
[862298] ['1/6', '4/3', '4/9', '5/2', '7/4'] -> ((((5/2 / 4/9) - 4/3) / 1/6) - 7/4)
[862304] ['1/6', '4/3', '4/9', '5/2', '8/5'] -> ((5/2 / ((4/9 / 4/3) - 1/6)) * 8/5)
[862309] ['1/6', '4/3', '4/9', '5/2', '9/5'] -> ((((4/3 - 4/9) * 5/2) / 1/6) * 9/5)
[862313] ['1/6', '4/3', '4/9', '5/3', '5/4'] -> ((((4/3 * 5/3) / 1/6) / 4/9) / 5/4)
[862317] ['1/6', '4/3', '4/9', '5/3', '5/9'] -> ((4/3 / ((4/9 / 5/3) - 1/6)) / 5/9)
[862319] ['1/6', '4/3', '4/9', '5/3', '6/7'] -> ((((4/3 / 4/9) + 5/3) / 1/6) * 6/7)
[862324] ['1/6', '4/3', '4/9', '5/3', '7/6'] -> ((((4/3 / 4/9) + 5/3) / 1/6) / 7/6)
[862327] ['1/6', '4/3', '4/9', '5/3', '8/3'] -> ((((4/3 + 4/9) / 1/6) - 5/3) * 8/3)
[862333] ['1/6', '4/3', '4/9', '5/3', '9/5'] -> ((4/3 / ((4/9 / 5/3) - 1/6)) * 9/5)
[862348] ['1/6', '4/3', '4/9', '5/4', '7/8'] -> (((4/3 + (5/4 / 4/9)) / 1/6) - 7/8)
[862350] ['1/6', '4/3', '4/9', '5/4', '8/3'] -> (8/3 / (4/9 * ((1/6 + 4/3) - 5/4)))
[862353] ['1/6', '4/3', '4/9', '5/4', '8/9'] -> (8/9 / (4/9 * ((1/6 + 5/4) - 4/3)))
[862354] ['1/6', '4/3', '4/9', '5/4', '9/2'] -> ((4/9 / ((1/6 + 5/4) - 4/3)) * 9/2)
[862356] ['1/6', '4/3', '4/9', '5/4', '9/5'] -> ((((4/3 + 4/9) * 5/4) / 1/6) * 9/5)
[862361] ['1/6', '4/3', '4/9', '5/6', '5/8'] -> ((((4/3 * 5/6) / 1/6) / 4/9) / 5/8)
[862364] ['1/6', '4/3', '4/9', '5/6', '6/7'] -> (((4/3 / (5/6 - 4/9)) / 1/6) / 6/7)
[862373] ['1/6', '4/3', '4/9', '5/6', '8/5'] -> ((((4/3 * 5/6) / 1/6) / 4/9) * 8/5)
[862375] ['1/6', '4/3', '4/9', '5/6', '8/9'] -> (8/9 / ((1/6 * 4/9) * (4/3 - 5/6)))
[862385] ['1/6', '4/3', '4/9', '5/7', '6/7'] -> (6/7 / (((5/7 - 4/9) / 4/3) - 1/6))
[862388] ['1/6', '4/3', '4/9', '5/7', '7/4'] -> ((((4/3 / 4/9) - 5/7) / 1/6) * 7/4)
[862404] ['1/6', '4/3', '4/9', '5/8', '6/5'] -> ((((4/3 / 1/6) / 4/9) / 5/8) / 6/5)
[862406] ['1/6', '4/3', '4/9', '5/8', '7/2'] -> (7/2 / (((5/8 / 4/3) - 4/9) / 1/6))
[862407] ['1/6', '4/3', '4/9', '5/8', '7/3'] -> (7/3 / (((4/3 - 1/6) - 4/9) - 5/8))
[862410] ['1/6', '4/3', '4/9', '5/8', '7/6'] -> (7/6 / (1/6 * (5/8 - (4/9 / 4/3))))
[862414] ['1/6', '4/3', '4/9', '5/8', '8/5'] -> (8/5 / ((4/9 / 4/3) - (1/6 / 5/8)))
[862417] ['1/6', '4/3', '4/9', '5/8', '9/2'] -> ((4/3 / (5/8 - (1/6 / 4/9))) * 9/2)
[862425] ['1/6', '4/3', '4/9', '5/9', '7/2'] -> (7/2 / ((5/9 / (4/3 + 4/9)) - 1/6))
[862436] ['1/6', '4/3', '4/9', '5/9', '9/2'] -> ((((4/9 / 4/3) + 5/9) / 1/6) * 9/2)
[862440] ['1/6', '4/3', '4/9', '5/9', '9/8'] -> (9/8 / (1/6 / ((4/3 / 4/9) + 5/9)))
[862441] ['1/6', '4/3', '4/9', '6/5', '6/5'] -> (((4/9 / (4/3 - 6/5)) / 1/6) * 6/5)
[862451] ['1/6', '4/3', '4/9', '6/5', '8/5'] -> ((((4/3 / 1/6) / 4/9) / 6/5) * 8/5)
[862456] ['1/6', '4/3', '4/9', '6/5', '9/5'] -> ((4/9 / ((1/6 + 6/5) - 4/3)) * 9/5)
[862459] ['1/6', '4/3', '4/9', '6/7', '6/7'] -> ((((4/3 / 4/9) + 6/7) / 1/6) + 6/7)
[862461] ['1/6', '4/3', '4/9', '6/7', '7/3'] -> (((4/3 + (4/9 * 6/7)) / 1/6) * 7/3)
[862465] ['1/6', '4/3', '4/9', '6/7', '7/8'] -> ((((4/3 / 1/6) / 4/9) / 6/7) / 7/8)
[862469] ['1/6', '4/3', '4/9', '6/7', '8/7'] -> ((((4/3 / 1/6) / 4/9) / 6/7) * 8/7)
[862471] ['1/6', '4/3', '4/9', '6/7', '9/2'] -> ((4/3 / (4/9 - (1/6 / 6/7))) * 9/2)
[862477] ['1/6', '4/3', '4/9', '7/2', '7/3'] -> ((((4/3 + 7/2) - 4/9) / 1/6) - 7/3)
[862479] ['1/6', '4/3', '4/9', '7/2', '7/5'] -> ((4/3 / (1/6 - (4/9 / 7/2))) / 7/5)
[862481] ['1/6', '4/3', '4/9', '7/2', '7/8'] -> ((7/2 / ((4/9 / 4/3) - 1/6)) / 7/8)
[862485] ['1/6', '4/3', '4/9', '7/2', '8/7'] -> ((7/2 / ((4/9 / 4/3) - 1/6)) * 8/7)
[862486] ['1/6', '4/3', '4/9', '7/2', '8/9'] -> (8/9 / (1/6 * ((4/9 * 7/2) - 4/3)))
[862487] ['1/6', '4/3', '4/9', '7/2', '9/2'] -> ((4/9 + (4/3 * (1/6 + 7/2))) * 9/2)
[862490] ['1/6', '4/3', '4/9', '7/2', '9/7'] -> (9/7 / ((1/6 / (4/3 - 4/9)) / 7/2))
[862492] ['1/6', '4/3', '4/9', '7/3', '7/3'] -> ((4/3 / ((4/9 / 7/3) - 1/6)) / 7/3)
[862493] ['1/6', '4/3', '4/9', '7/3', '7/4'] -> ((((4/3 * 7/3) / 1/6) / 4/9) / 7/4)
[862498] ['1/6', '4/3', '4/9', '7/3', '8/3'] -> (8/3 / (1/6 * ((4/3 / 4/9) - 7/3)))
[862501] ['1/6', '4/3', '4/9', '7/3', '8/9'] -> ((((4/3 + 4/9) * 7/3) / 1/6) - 8/9)
[862502] ['1/6', '4/3', '4/9', '7/3', '9/2'] -> ((((7/3 / 1/6) - 4/3) / 4/9) - 9/2)
[862506] ['1/6', '4/3', '4/9', '7/3', '9/8'] -> (9/8 / (1/6 / (4/9 + (4/3 * 7/3))))
[862512] ['1/6', '4/3', '4/9', '7/4', '8/3'] -> (8/3 / (4/9 * ((7/4 - 1/6) - 4/3)))
[862519] ['1/6', '4/3', '4/9', '7/4', '9/7'] -> (9/7 / ((1/6 / (4/3 + 4/9)) / 7/4))
[862526] ['1/6', '4/3', '4/9', '7/5', '8/5'] -> (8/5 / ((4/3 + 7/5) - (4/9 / 1/6)))
[862535] ['1/6', '4/3', '4/9', '7/6', '7/8'] -> ((((4/3 * 7/6) / 1/6) / 4/9) / 7/8)
[862539] ['1/6', '4/3', '4/9', '7/6', '8/7'] -> ((((4/3 * 7/6) / 1/6) / 4/9) * 8/7)
[862541] ['1/6', '4/3', '4/9', '7/6', '9/2'] -> ((4/3 / (4/9 - (1/6 * 7/6))) * 9/2)
[862551] ['1/6', '4/3', '4/9', '7/8', '8/9'] -> (8/9 / ((4/9 * (4/3 - 7/8)) - 1/6))
[862552] ['1/6', '4/3', '4/9', '7/8', '9/2'] -> (9/2 / ((4/9 / 4/3) - (1/6 * 7/8)))
[862561] ['1/6', '4/3', '4/9', '7/9', '8/9'] -> (8/9 / ((4/3 * (1/6 + 4/9)) - 7/9))
[862564] ['1/6', '4/3', '4/9', '7/9', '9/5'] -> ((((4/3 / 4/9) - 7/9) / 1/6) * 9/5)
[862573] ['1/6', '4/3', '4/9', '8/3', '9/5'] -> ((((4/3 + 4/9) / 1/6) + 8/3) * 9/5)
[862574] ['1/6', '4/3', '4/9', '8/3', '9/7'] -> ((((4/3 * 8/3) - 4/9) / 1/6) * 9/7)
[862576] ['1/6', '4/3', '4/9', '8/5', '8/5'] -> (8/5 / ((4/9 / 4/3) - (1/6 * 8/5)))
[862586] ['1/6', '4/3', '4/9', '8/7', '9/2'] -> (9/2 / ((4/9 / 4/3) - (1/6 / 8/7)))
[862589] ['1/6', '4/3', '4/9', '8/7', '9/7'] -> (9/7 / (((4/3 - 1/6) - 8/7) / 4/9))
[862591] ['1/6', '4/3', '4/9', '8/9', '8/9'] -> ((8/9 / 1/6) / ((8/9 / 4/3) - 4/9))
[862594] ['1/6', '4/3', '4/9', '8/9', '9/5'] -> ((4/3 + ((8/9 / 1/6) / 4/9)) * 9/5)
[862597] ['1/6', '4/3', '4/9', '9/2', '9/2'] -> (((4/3 * (9/2 - 1/6)) - 4/9) * 9/2)
[862598] ['1/6', '4/3', '4/9', '9/2', '9/4'] -> ((((4/9 * 9/2) / 1/6) - 4/3) * 9/4)
[862601] ['1/6', '4/3', '4/9', '9/2', '9/8'] -> ((9/2 / ((4/9 / 4/3) - 1/6)) / 9/8)
[862603] ['1/6', '4/3', '4/9', '9/4', '9/5'] -> ((4/3 / ((4/9 / 9/4) - 1/6)) / 9/5)
[862614] ['1/6', '4/3', '5/2', '5/2', '5/4'] -> ((5/2 / 1/6) / ((5/2 / 4/3) - 5/4))
[862617] ['1/6', '4/3', '5/2', '5/2', '5/8'] -> (((4/3 * 5/2) / 1/6) + (5/2 / 5/8))
[862622] ['1/6', '4/3', '5/2', '5/2', '7/3'] -> (((1/6 + 4/3) + 5/2) / (5/2 - 7/3))
[862629] ['1/6', '4/3', '5/2', '5/2', '8/5'] -> (((4/3 * 5/2) / 1/6) + (5/2 * 8/5))
[862636] ['1/6', '4/3', '5/2', '5/2', '9/8'] -> ((5/2 / 5/2) / ((4/3 - 1/6) - 9/8))
[862637] ['1/6', '4/3', '5/2', '5/3', '5/3'] -> (((4/3 + 5/2) / 1/6) + (5/3 / 5/3))
[862638] ['1/6', '4/3', '5/2', '5/3', '5/4'] -> ((((4/3 * 5/2) + 5/3) / 1/6) / 5/4)
[862639] ['1/6', '4/3', '5/2', '5/3', '5/6'] -> ((5/6 / 1/6) / ((5/2 / 4/3) - 5/3))
[862641] ['1/6', '4/3', '5/2', '5/3', '5/8'] -> ((5/2 / ((5/3 - 1/6) - 4/3)) / 5/8)
[862642] ['1/6', '4/3', '5/2', '5/3', '5/9'] -> (((4/3 * 5/2) + (5/3 / 1/6)) / 5/9)
[862645] ['1/6', '4/3', '5/2', '5/3', '7/2'] -> ((5/2 + ((4/3 + 5/3) / 1/6)) + 7/2)
[862655] ['1/6', '4/3', '5/2', '5/3', '8/9'] -> ((((4/3 + 5/2) / 1/6) - 5/3) / 8/9)
[862658] ['1/6', '4/3', '5/2', '5/3', '9/5'] -> (((4/3 * 5/2) + (5/3 / 1/6)) * 9/5)
[862660] ['1/6', '4/3', '5/2', '5/3', '9/8'] -> ((((4/3 + 5/2) / 1/6) - 5/3) * 9/8)
[862666] ['1/6', '4/3', '5/2', '5/4', '6/5'] -> (((4/3 + (5/2 / 5/4)) / 1/6) * 6/5)
[862668] ['1/6', '4/3', '5/2', '5/4', '7/2'] -> ((((4/3 * 5/2) + 5/4) / 1/6) - 7/2)
[862669] ['1/6', '4/3', '5/2', '5/4', '7/3'] -> ((4/3 * ((5/2 / 1/6) + 5/4)) + 7/3)
[862673] ['1/6', '4/3', '5/2', '5/4', '7/8'] -> ((5/2 * ((4/3 / 1/6) + 5/4)) + 7/8)
[862684] ['1/6', '4/3', '5/2', '5/6', '5/6'] -> (((4/3 + 5/2) / 1/6) + (5/6 / 5/6))
[862687] ['1/6', '4/3', '5/2', '5/6', '5/9'] -> (((4/3 * (5/2 - 5/6)) / 1/6) / 5/9)
[862688] ['1/6', '4/3', '5/2', '5/6', '6/5'] -> ((6/5 / 1/6) / (5/6 - (4/3 / 5/2)))
[862689] ['1/6', '4/3', '5/2', '5/6', '6/7'] -> ((((4/3 + 5/2) + 5/6) / 1/6) * 6/7)
[862690] ['1/6', '4/3', '5/2', '5/6', '7/2'] -> (((4/3 + (5/2 * 5/6)) / 1/6) + 7/2)
[862691] ['1/6', '4/3', '5/2', '5/6', '7/3'] -> (((5/2 + (4/3 * 5/6)) / 1/6) + 7/3)
[862694] ['1/6', '4/3', '5/2', '5/6', '7/6'] -> ((((4/3 + 5/2) + 5/6) / 1/6) / 7/6)
[862696] ['1/6', '4/3', '5/2', '5/6', '7/9'] -> ((((5/2 + 5/6) / 1/6) - 4/3) / 7/9)
[862700] ['1/6', '4/3', '5/2', '5/6', '8/9'] -> ((4/3 + ((5/2 + 5/6) / 1/6)) / 8/9)
[862701] ['1/6', '4/3', '5/2', '5/6', '9/2'] -> (((1/6 + 5/2) / (4/3 - 5/6)) * 9/2)
[862703] ['1/6', '4/3', '5/2', '5/6', '9/5'] -> (((4/3 * (5/2 - 5/6)) / 1/6) * 9/5)
[862704] ['1/6', '4/3', '5/2', '5/6', '9/7'] -> ((((5/2 + 5/6) / 1/6) - 4/3) * 9/7)
[862705] ['1/6', '4/3', '5/2', '5/6', '9/8'] -> ((4/3 + ((5/2 + 5/6) / 1/6)) * 9/8)
[862715] ['1/6', '4/3', '5/2', '5/7', '7/6'] -> ((((4/3 * 5/2) / 1/6) / 5/7) / 7/6)
[862720] ['1/6', '4/3', '5/2', '5/7', '8/7'] -> (8/7 / (((5/7 / 4/3) / 5/2) - 1/6))
